GEN.1.4	Tsî Elob ge ge mû, ǃnâb a ǃgâi ǃkhaisa; tsî Elob ge ǀgorasa ǃnâb tsî ǃkhaenab tsîkha ǁaegu ge dī.
ACT.2.35	sa khākhoena ta nî sa ǂaira di mâi-aidase mâis kōse.
ACT.2.45	On ge ūn hân tsî ǁîn di xūna ǁamaxū tsî hoan ǃnâ ǁîna gere ǀgora, mâ-i hoa-i ǂhâba hâs ǃoa.
ACT.3.1	Tsî kha ge Petrub tsî Johaneb tsîkha khoeseǁî iri ai tempeli ǃoa ge ǃgû, ǀgorehe ra ǁaeb ai.
ACT.3.3	Tsî Petrub tsî Johaneb tsîkhab ge mû tempeli ǃnâ kha ra ǂgâǁga hîa, ob ge auheb nîsa ge ǂganbasen.
ACT.3.4	O kha ge Petrub tsî Johaneb tsîkha ǃgabe bi, tsî ge mî: Sikhoma kō!
ACT.3.5	Ob ge kō tsî ge ǃâu, xū-eb nî ǁîkha xu hō ǃkhaisa.
ACT.3.7	Tsîb ge amǀkhāb ǁôab tawa ǃkhō tsî ge ǂgaekhâi bi. On ge ǁîb di ǂaira tsî ǃnôara tsîna ǁnātimîsi ge ǀgai.
ACT.3.8	Ob ge urikhâi tsî mâ tsî ge ǃgû, tsî ǁîkha ǀkha tempeli ǃnâ ge ǂgâ, ǃgûma tsî uri tsî Eloba ra karese.
ACT.3.9	Tsîs ge ǁaes hoasa ǃgûma tsîb ra Eloba kare ǃkhaisa ge mû.
ACT.3.10	Tsîn ge ǁkhāti ge mûǂan bi, ǁnāb hîa auhes ǃaroma tempeli di îsa dao-ams tawa go ǂnôa iba, on ge burus tsî ǃhurib tsîra xa ge ǀoa, ǁîb ǀkha go ī ǃkhais xa.
ACT.3.12	Tsî Petrub ge mûo, ob ge ǁaesa ge ǃeream: Israelǁîdo, tarexa du kha ǁîs ǂama ra buru? Tsî tarexa du kha sikhoma ra ǃgapalî, ǁîǀgaib tsî ǁî-eloǃaoǃgâsiba xu khom go ǃgû kai bi khami?
ACT.3.16	Tsî ǁîb di ǀons ǃnâ ǂgomsa xub ge Jesuba nēb, mû tsî du ǂan hâba go ǀgaiǀgai; tsî ǂgoms ǁîba xu go ǀkhīs ge ǁîba sadu hoadu aiǃâ nē ǂurusiba go mā.
ACT.3.20	îb sî Jesub Xristub, sadu ǀnai aoǁnâhe hâb,
ACT.3.21	ǀhommi nîra ǃkhōǂgāba, hoa xūn nîra ǃkhō-ūnuhe ǁaegu kōse, ǁnān Elob ge hugasa xu ǁîb ǃanu kēbo-aogu di amsa xu gere ǃhoana.
ACT.3.23	Tsî i ge nîra ī, mâ ǀoms hoas, ǁnā kēbo-aoba ga ǁnâu tama is nî ǁaesa xu ǃhaeǂuihe tsî hîkākāhe ǃkhaisa.
ACT.3.24	Tsî kēbo-aogu hoagu Samuela xu tsî ǁnās khaoǃgâ gere ǃhoagu, ge nē tsēdi xa gere aiǂhôa.
ACT.4.3	Tsî gu ge ǃomga ǁîkha ǁgui-ai tsî ǃkhō-oms ǃnâ ge ǂnûi kha nau ǁgoas kōse, ǀnai i ge ǃui i xui-ao.
ACT.4.5	Tsî i ge nau ǁgoas ai ge ī, o gu ge ǁîn di danakhoegu tsî kaigu tsî xoaǂansabegu tsîga Jerusalems tawa ge ǀhao,
ACT.4.6	Annab ǀgapipristeri tsî Kajafab tsî Johaneb tsî Aleksanderi tsî ǀgapipristeri ǃhaosa xu ge hâ igu kōse.
ACT.4.9	Sikhom ga nētsē ǃeream kaiheo, ǀaesen hâ khoeb tawa go ī ǃgâidīs ǃaroma, tari-e xub go ǁîba ǂgau ǃkhaisa,
ACT.4.13	Tsî Petrub tsî Johaneb tsîkha di ǂhauǃnâsiba mû tsî gu ge hōǃâo, ǁkhāǁkhāhe tama tsî ǀūǂam khoekha asa, o gu ge ge buru, mûǂan kha gu ge xui-ao, Jesub ǀkha kha ge hâ i ǃkhaisa.
ACT.4.15	O gu ge ǀapeǀhaosa xu kha nî ǂoa ti ge mîmā, tsî ǀapeǀape tsî ge mî:
ACT.4.18	O gu ge ǁîkha ǂgai tsî ge mîmā kha, hoaragase kha Jesub ǀons ǃnâ ǃhoa tsî ǁkhāǁkhā tide ǃkhaisa.
ACT.4.20	ǀÛ ǁoa khom kom ao, mû tsî khom ge ǁnâun xa ǃhoasa.
ACT.4.21	O gu ge ǁîkha ǁgari tsî ge xū kha, mati gu nî ǁîkha ǁkhara ǃkhaisa ǀū tsî, ǁaes ǃaroma, hoan ī gos xa Eloba gere kare xui-ao.
ACT.4.22	Hakadisi kuriga ǃnā hâ khoeb ge i xui-ao, nē saos ǂuru kais dis go ībaba.
ACT.4.23	Tsî xūhe kha geo, o kha ge ǁîkha din tawa sī, tsî ǁîna ge ǂhôa, ǀgapipristergu tsî kaigu go mîba kha xūn hoana.
ACT.4.24	Tsî ǁnâun geo, on ge ǀguiǂâixase domma Elob ǃoa ǃhâkhâi tsî ge mî: ǃKhūtse, sats ge a ǁnā Elo, ǀhommi tsî ǃhūbaib tsî hurib tsî ǁîb ǃnâ hân hoana ge dītsa,
ACT.4.26	ǃHūbaib di gao-aogu ge ra khâi, tsî ǂamsagu ge ra ǀhû, ǃKhūb ǃoagu, tsî ǁîb di Xristub ǃoagu.
ACT.4.30	Sa ǃomma ǂgauǂgaus ǃoa ǀhōǂui, î saodi tsî buruxan tsîna ī kai re, sa ǃanu ǀGôab Jesub di ǀons ǃnâ.
ACT.4.31	Tsî ǀgoren geo, os ge ǀhaon ge hâ i ǃkhaisa ge gongonhe, on ge hoana ǃAnu Gagab xa ǀoa, tsî Elob mîsa ǁkhoaǂgaosib ǀkha gere ǃhoa.
ACT.4.35	tsî apostelgu di ǂaidi tawa gere ǁgui, o i ge mâ-i hoa-e ǂhâ i ge hâ is ǃoa gere māhe.
ACT.4.37	ge ǃhanaba ge ūhâ i; tsîb ge ǁîba ǁamaxū, tsî mari-e ūhā tsî apostelgu di ǂaidi tawa ge ǁgui.
ACT.5.1	Tsî ǂanǂansa khoeb, Ananiab ti ǀon hâb ge Safiras ǁîb di taras ǀkha ǃhana-e ge ǁamaxū.
ACT.5.4	Sa ǃhanab ase tarexats ūhâ bi tama ge hâ i? Tsî ǁamaxū bits go ǃnubai sa ǀgaib ǃnâ hâ tamab go hâ i? Tare-e kha, ots sa ǂgaob ǃnâ nē dīsa go ǂâibasen? Khoenats ǂhumiba tama, tsîts kom Eloba go ǂhumibao.
ACT.5.5	Tsî Ananiab ge nē mîde ǁnâuo, ob ge ǁnā tsî ge ǁō. Tsî kai ǃaob ge nēna ge ǁnâun hoan ǂama ge hā.
ACT.5.6	O gu ge ǂkhamkhoega khâi, tsî ǃgami bi tsî taniǂui tsî ge ǁkhō bi.
ACT.5.7	Tsî i ge ǃnona nî ī irga ǁnās khaoǃgâ ge ī, os ge tarasa ge hāǂgâ, ī go-e ǀū tsî.
ACT.5.8	Ob ge Petruba ge ǃeream si: Mîba te re, ise ro go nētikō hōǂgās ai ǃhanaba ǁamaxūsa? Os ge: Ā, ǁnātikō hōǂgās ai, ti ge mî.
ACT.5.9	Ob ge Petruba ǁîs ǃoa ge mî: Tarexa ro go ǀhûǀgui, ǃKhūb di Gagaba ǃâitsâsa? Mû, sa aoba go ǁkhōgu di ǂaidi ge dao-ams aiǃâ hâ, tsî nî sas ona taniǂui.
ACT.5.10	Os ge ǁnātimîsi ǁîb di ǂaira tawa ǁnā, tsî ge tôasi. O gu ge ǂkhamkhoega ǂgâ tsî ǁîsa ǁō hâse hō tsî taniǂui, tsî aob âs tawa sī ge ǁkhō si.
ACT.5.11	O i ge kai ǃao-e ǀhaohâb hoab tsî nēna ge ǁnâun hoan ǂama ge hā.
ACT.5.13	Tsî naun xa i ge ǀgui-i xare-e ǁîn ǀkha ǁaeǁaesensa hîtsâ tama ge hâ i, xawe ǁaes ge ǁîna gere ǀgapiǃgôa.
ACT.5.16	Tsîn ge ǁkhāti ǁgoeǂnamipe hâ ǃādi di ǂguina Jerusalems tawa ǀhû, tsî ǀaesen hân tsî ǃanuoǃnâ gagagu xa ra tsûtsûhen tsîna gere ūhā, tsîn ge hoana ge ǂgau.
ACT.5.18	tsî ǁîgu ǃomga apostelgu ai ǁgui tsî ǁîga ǁaes di ǃkhō-oms ǃnâ ge ǂnûi.
ACT.5.20	ǃGûsī, î mâ, î tempeli ǃnâ ǁaes ǃoa mîdi nē ûib didi hoade ǃhoa.
ACT.5.21	Tsî ǁnâu gu ge, o gu ge ǃnauǁgoaga tempeli ǃnâ ǂgâ tsî gere ǁkhāǁkhā. Tsîb ge ǀgapipristeri tsî ǁîb ǀkha ge hâ igu ona hā tsî ǀapeǀhaos tsî Israeli ôan di kaigu hoaga ge ǂgaiǀhû, o gu ge ǃkhō-oms ǃoa ge sî, ǁîgu nî ūhāhega.
ACT.5.22	Tsî ǃgāgu ge sī, o gu ge ǁîga ǃkhō-oms ǃnâ hō tama ge i, o gu ge ǁkhawa oa, tsî ǂhôa,
ACT.5.23	tsî ge mî: ǃKhō-omsa ge ge ǂōrisase ǂganamhe hâse go hō tsî ǃûi-aoga dao-amdi ǃauga mâse, xawe ǁkhowa-am ge go, o ge kom ǃnāb ǃnâ khoe-i xare-e hō tama go io.
ACT.5.24	Tsî tempelǃûi-aogu di danakhoeb tsî ǂampristergu tsîgu ge nē mîde ǁnâuo, o gu ge ge ǀūa-ai tare-i nē-e nî ī ǃkhaisa.
ACT.5.25	O i ge ǀgui-e hā tsî ǁîga ge ǂhôa: Mû, ǃkhō-oms ǃnâ go go ǂnûi aogu ge tempeli ǃnâ ǁaesa mâ ra ǁkhāǁkhā ti.
ACT.5.26	Ob ge danakhoeba ǃgāgu ǀkha ǃgû tsî ge ūhā gu, xawe ǀgaib ǀkha tama, ǁaesa gu ge ǃao xui-ao, ǀuiǁhomhe gu tidega.
ACT.5.27	Tsî ǁîga gu ge ūhāo, o gu ge ǀapeǀhaos aiǃâ ge mâi gu. Ob ge ǀgapipristera ǁîga dî tsî ge mî:
ACT.5.35	Ob ge ǁîgu ǃoa ge mî: Israelǁî aogo, ǂanbasen re tare-e go nē khoegu ǀkha ra dī ǂgaosa.
ACT.5.36	ǁAero-i aiǃâb ge Teudaba khâi tsî ǂamkhoeb a ti gere mî, o gu ge hakakaidisi nî ī khoega ge ǂae-ai bi; ǁîb ge ge ǃgamhe tsî ǁîba ge ǁnâuǀnamgu hoagu ge ǀgaruǀgaruhe, tsî ge ǁauxū kai.
ACT.5.37	ǁÎb khaoǃgâb ge Judab, Galileaǁîba, xoamâis di tsēdi ai khâi, tsî ǂgui khoena ǁîb ǃoa ge ǁnāǁgôa kai; ǁîb on ge ge ǁō, tsî hoan ǁîba ge ǁnâuǀnamn ge ge ǀgaruǀgaruhe.
ACT.5.42	Tsî gu ge ǀû tama ge hâ i mâ tsēs hoasa tempeli ǃnâ tsî omdi tawa ǁkhāǁkhā, tsî Jesub Xristub xa hâ ǃgâiǂhôasa aoǁnâsa.
ACT.6.2	O gu ge disiǀgamǀaga ǂgomsaben hoana ǂgaiǀhao tsî ge mî: Anu tama i kom hâo sige nî Elob mîsa ǁnāxū tsî khoena ǂhâgu ǃnâ ǃoaba ǃkhaisa.
ACT.6.4	O ge sige ǀgores ǃnâ nî hâhâ tsî mîs di ǃoabas ǃnâ.
ACT.6.8	Tsî Stefanub ge ǀkhommi tsî ǀgaib tsîkha xa ǀoa hâse buruxan tsî kai saode ǁaes ǃnâ gere dī.
ACT.6.9	O gu ge ǀnîgu Libertinǁîgu ti ra ǂgaihe sinagogeb digu, tsî Kireneǁîgu tsî Aleksandriaǁîgu, tsî Silisiab tsî Asiab digu tsîga khâi, tsî Stefanub ǀkha gere ǂnoagu.
ACT.6.12	Tsî gu ge ǁaesa ge ǀāǀāǃnâ tsî kaigu tsî xoaǂansabegu tsîga, o gu ge ǀgaib ǀkha ǃkhō tsî ǀapemāǃnans aiǃâ ge ǂgaeǂguisī bi;
ACT.6.14	Nētib ra mî: ǁNā Jesub, Nasareǁîb nî nē tempela khôaǁnâ, tsî ǁnā ǂūga ǀkharaǀkhara, Moseb ge sada a māga, ti ge ge ǁnâu bi xui-ao.
ACT.6.15	Tsî gu ge ǀapemāǃnans ǃnâ ǂnôagu hoaga ǁîb ai kō tsî ais âba ǀhomǃgā-i di ais axase ge mû.
ACT.7.1	Ob ge ǀgapipristera ge dî: Nē xūna ǁnātin ī?
ACT.7.7	Tsî ǁîna nî ǃoaba ǁaesa ta ge tita nî ǀgoraǃgâ, (tib ge Eloba ge mî:) Tsî ǁnās khaoǃgân ge ǂoa tsî nē ǃkhais ai nî ǃoaba te.
ACT.7.11	Tsî i ge ǃâtsūǀkhā-e Egipteb tsî Kanaanǃhūb hoaragab ǂama ge hā, tsî kai ǁgâiǀā-e, tsî gu ge sada îga ǂû-e hō tama ge i.
ACT.7.18	ǀkhara gao-aob, Joseba ǂan tamab ge Egipteb ǃnâ khâis kōse.
ACT.7.22	Ob ge Moseba Egipteǁîn di gā-aisib hoaba gere ǁkhāǁkhāhe, tsîb ge ge ǀgaisa i mîdi tsî sîsengu âb ǃnâ.
ACT.7.24	Tsî ǀguib ân ra ǁgâiǀāhe ǃkhaisab ge mûo, ob ge hui bi tsî ǁgâiǀāhe raba ge ǀkhaoba Egipteǁîba ǂnauǃan tsî.
ACT.7.25	Ob ge ge ǂâi, ǃgâsagu âb nî mûǂan, Elob ra ǁîna ǁîb di ǃomma xu oresa dība ǂgao ǃkhaisa, xawe gu ge mûǂan tama ge i.
ACT.7.26	Tsî nau tsēs aib ge, ǀgamkha ra ǃkhamgu hîa, ǁîkha ǁaegu ǂhai tsî ǂkhîbagus ǃoa ǁgari kha tsî ge mî: Aokho, khoeǃgâgu kho kom sakho-o, tare xū-i ǃaroma kho ǁnâi ra tsūdīgu?
ACT.7.27	Ob ge ǁîb ǀgūkhoeba ra tsūdība Moseba ǂhāxū, tsî ge mî: Tari-e kha satsa sikhom ǂama danakhoese tsî ǂhanuǂhanu-aose ge mâi?
ACT.7.28	Tita tsînats ra ǃgam ǂgao, ǁarits go Egipteǁîba ǃgams ǁkhās xase?
ACT.7.31	Tsî Moseb ge mûb gen ǂama ge buru. Tsî ǃgûsīb geo, ǃgapab nîse, ob ge ǃKhūb di domma ge ǁnâu:
ACT.7.33	Ob ge ǃKhūba ǁîb ǃoa ge mî: ǁHarora sa ǂaira xu ǂgaeǂui: ǁÎs aits mâ ǃkhais a ǃanu ǃhū xuige.
ACT.7.34	ǃGāsase ta ge go mû ti ǁaes Egipteb ǃnâ hâs di tsâba, tsî ta ge ǁîn di ǃgaede go ǁnâu, tsî ta ge go ǁgôaxa, ǁîna ta nî orese. Hā ǁnâi î ta Egipteb ǃoa sî tsi.
ACT.7.39	ǁÎba gu ge sada îga ǁnâu ǂgao tama i, tsî aoxū bi tsî ǁîgu di ǂgaogu ǀkha Egipteba ǃoa ǁkhawa oa,
ACT.7.41	On ge ǁnā tsēdi ai tsâu-i di ība dī, tsî ǁî-e elo-i ase ǁguibade ǁguiba tsî ǁîn ǃomgu di sîsenni ǂama gere ǃgâiaǂgao.
ACT.7.43	Tātsē, Moloxi di oms tsî sadu elob Refanni di ǀgamirosa du gere tani, tsî ǁnā īgu, ǀgoreǀîhe nîse du gere dīga, o ta ge sado Babilons nauǀkhāb ǃoa nîra ūǃgû.
ACT.7.49	ǀHommi ge a ti tron, tsî ǃhūbaib ge a ti ǂaiǃnao, mati ī om-e du kha tita nî ǂnubiba, tib ra ǃKhūba mî; tsî mâ-i a ti sâb di ǃkhai-e?
ACT.7.50	Ti ǃomma kha nēn hoana dī tamab hâ.
ACT.7.54	Tsî nēna gu ge ǁnâu, o gu ge ǂgaogu âga ge ǃkhāǃganuhe tsî gu ge ǁîb ǂama ge ǁaninǁgû.
ACT.7.56	tsî ge mî: Mû, ǀhomga ta ǁkhowa-amsen hâse ra mû, tsî Khoen Ôaba Elob amǀkhāb ǁôab tawa mâse.
ACT.8.4	On ge ǀgaruǀgaruhe hâna gere ǃgûma, mîsa ra ǂhôaǃâ.
ACT.8.6	Tsî di ge ǂnubide ǀguiǃnâxase ge ǃgaoǃgâ, Filipub gere mîna, dīb gere saoden ge ǁnâu tsî mû xui-ao.
ACT.8.9	Tsî ǂanǂansa khoeb, Simonni ti ǀon hâb ge aibe ǁnā ǃās ǃnâ ǃgaidīs ǀkha gere aiǃgû, tsî Samariaǁî ǁaes di ǂâide ge burugâ kai, kaiseb a ǂoaǂamsa tib gere mî xui-ao.
ACT.8.10	On ge hoatsama ǂkhamn tsî kain tsîna ǁîb ai māsen tsî: Nēb ge Elob di ǀgaiba, kai ǀgaib ti ra mîheba, ti ge mî.
ACT.8.13	Tsîb ge ǁkhāti Simonna ǂgom tsî ge ǁāǁnâkaisen, tsî Filipub tawa ge hâ; tsî ǃnae ge kai saodi tsî ǀgaigu tsînab ge mû, ob ge ge buru.
ACT.8.14	Tsî Jerusalems ǃnâ hâ apostelgu ge ǁnâuo, Samariab ge Elob mîsa ǃkhōǃoa ǃkhaisa, o gu ge Petrub tsî Johaneb tsîkha ǁîn ǃoa ge sî;
ACT.8.15	o kha ge, sī kha geo ǁîna ge ǀgoreba, ǃAnu Gagaban ga ǃkhōǃoasa,
ACT.8.16	ganupeb ge khoe-i xare-i ân ai ǁnā tama ge hâ i, xawen ge ǁāǁnâs ǀguisa ge hîhe hâ i, ǃKhūb Jesub di ǀons ǃnâ.
ACT.8.17	ǃNubai kha ge ǃomga ǁîna ge ǁgui-ai, on ge ǃAnu Gagaba ge ǃkhōǃoa.
ACT.8.18	Tsî Simonni ge mû, apostelkha di ǃomǁgui-aisa xub ra ǃAnu Gagaba māhe ǃkhaisa, ob ge mari-e ūhāba kha,
ACT.8.19	tsî ge mî: Tita ona nē ǀgaiba mā, î-i khoe-e, ǁî-e ta ga ǃomma ǁgui-aio, ǃAnu Gagaba ǃkhōǃoa.
ACT.8.20	Ob ge Petruba ǁîb ǃoa ge mî: A-i sa mari-e sats ǀkha kāǁōsib ǃoa ǃgû, Elob mās ra mari-e xu hōhe, tits go ǂâi amaga.
ACT.8.21	Amǃnâ-i tsî ǀhûǁaresi-i xare-ets kom nē mîs ǃnâ ūhâ tamao, sa ǂgaob Elob aiǃâ ǂhanu tama hâ amaga.
ACT.8.22	ǃHobasen ǁnâi nē ǂkhabasiba xu, î Eloba ǀgore, ǀnîsits nē ǂâibasens sa ǂgaob disa ǀûbahe tide ǃkhaisa.
ACT.8.23	Mû ta kom rao, au tsaba tsîts a ǂkhabasib di ǀhûǁare-ai ǃkhaisa.
ACT.8.24	Ob ge Simonna ǃeream tsî ge mî: Sakho ǃKhūba ǀgoreba te, î-i tā sakho go mîn di ǀgui-i xare-e tita ǂama hā.
ACT.8.25	Tsî ǃKhūb mîsa kha ge ǃkhō-am tsî ǃhoao, o kha ge Jerusalems ǃoa ǁkhawa ge oa, tsî ǃgâiǂhôasa ǂgui ǃārodi Samariaǁîn didi ǃnâ gere aoǁnâ.
ACT.8.26	Tsî i ge ǃKhūb di ǀhomǃgā-e Filipub ǃoa ǃhoa, tsî ge mî: Khâi, î ǃkhawagasǀî ǃgû, Jerusalemsa xu Gasas ǃoa garu ǁgona daob, ǃū-aise ǁgoeb ai.
ACT.8.27	Ob ge khâi tsî ge ǃgû. Tsî mû, Etiopiaǁîb, ǀgapiǃgôahesa ǁuiǃkhōmâi-aob, gao-aos Kandakes Etiopiab dis di ǃgari-aob, ǁîs di ǁuib hoab ǂama ge mâihe hâ ib ge Jerusalems ǃoa ge hā, ǀgoreǀîb nîse.
ACT.8.28	Tsî ǁarub garu hîab ge ǁîb di kunis ai ǂnôase kēbo-aob Jesajab ǂkhanisa gere khomai.
ACT.8.29	Ob ge Gagaba Filipub ǃoa ge mî: ǃGûsī î nē kunisa sao.
ACT.8.30	Ob ge Filipuba ǃgûsī tsî ge ǁnâu, kēbo-aob Jesajabab ra khomai ǃkhaisa, ob ge ge mî: ǁNâuǃāts ra xare khomaits ra-e?
ACT.8.31	Ob ge ge mî: Mati ta kha ga ǁkhā, khoe-i ga ǁguiǃāba te tama io? Tsîb ge Filipuba ge ǁkhau, ǃapa îb ǁîb tawa ǂnû, ti.
ACT.8.32	Tsî xoas di ǃkhais khomaib geres ge nēsa: Gū-i xaseb ge ǂā-aiǃnaos ǃoa ge ūǃgûhe, tsî ǁkhao-i, ǁî-e ra ǂkhom-i aiǃâ a ǃnōsas ǁkhās xaseb ge ams âba ǁkhowa-am tama hâ;
ACT.8.33	ǁîb di ǃgamǃgamhes ǃnâs ge ǁîb di ǀgoraǃgâsa ge ūbēhe. Tari-e nî ǁîb di ǃhaosa ǂgaikhâi ǁkhā? ǁÎb di ûib ge ǃhūbaiba xu ūbēhe hâ xui-ao.
ACT.8.34	Ob ge ǁuiǃkhōmâi-aoba Filipuba ǃeream tsî ge mî: ǀKhoma tsi ta ra, tari-i xab kha kēbo-aoba ǁîsa ra mî? ǁÎb ǂûb xa? Nau khoe-i xa?
ACT.8.35	Ob ge Filipuba ams âba khowa tsî nē xoasa xu tsoatsoa tsî Jesub di ǃgâiǂhôasa gere ǂhôa bi.
ACT.8.36	Tsî daoba-ū kha garu hîa kha ge ǁgam-i tawa ge sī. Ob ge ǁuiǃkhōmâi-aoba ge mî: Kō, nē i ge ǁgam-e hâ. Tare-e nî ǂhani te, ǁāǁnâkaisen ta nîsa?
ACT.8.38	Ob ge kunisa as mâ, ti ge mîmā, tsî kha ge hoakha ǁgam-i ǃnâ ge ǁgôa, Filipub tsî ǁuiǃkhōmâi-aob tsîkha; tsîb ge ǁîba ge ǁāǁnâ.
ACT.9.2	tsî ǁîb tawa ǂkhanide ge ǂgan Damaskus sinagogegu ǃoa, îb ga, ǁnā daob dinab ga hō-o, aogu kas, taradi kas hoasa ǁîna ǃgaehe hâse Jerusalems ǃoa ūǃgû ǁkhā, ti.
ACT.9.4	Ob ge ǃhūb ai ǁnā tsî dom-e ge ǁnâu, ǁîb ǃoa Saultse, Saultse, tare xū-i ǃaromats ra ǃgôaǃgon te? ti ra mî-e.
ACT.9.6	Ob ge ǀkhū tsî ǀhū rase ge mî: ǃKhūtse, tare-e ta nî dīsats ǂgao hâ? Ob ge ǃKhūba ǁîb ǃoa ge mî: Khâi î ǃās ǃnâ ǂgâ, ǁnāpats ge nîra mîbahe, tare-ets nî dī ǃkhaisa.
ACT.9.7	Tsî aogu ǁîb ǀkha daob ai hâgu ge amose ge mâ, domma gu ge ǁnâu, xawe gu khoe-e mû tama amaga.
ACT.9.8	Ob ge Sauluba ǃhūba xu ge khâi, tsî mûrab ge ǁkhowa-amo, ob ge xū-i xare-e mû tama ge i. O gu ge ǁîba ǃommi ai ǃkhō tsî Damaskus ǃoa ge ūǃgû bi.
ACT.9.9	Tsîb ge ǃnona tsēde mû tama tsî ǂû tsî ā tama ge i.
ACT.9.10	Tsî Damaskus ǃnâb ge ǂanǂansa ǁkhāǁkhāsabeb, Ananiab ti ǀon hâba ge hâ i, ǁîb ǃoab ge ǃKhūba ai-i ǃnâ: Ananiatse! ti ge mî. Ob ge: Mû, nē ta a, ǃKhūtse, ti ge mî.
ACT.9.12	tsîb kom ai-i ǃnâ go mûo, khoeb, Ananiab ti ǀon hâb ra ǁîb tawa ǂgâxa tsî ǃomma ǁgui-ai bi ǃkhaisa, ǁkhawab nî mûse.
ACT.9.13	Ob ge Ananiaba ge ǃeream: ǃKhūtse, ǂguina xu ta ge nē khoeb xa ge ǁnâu, matikōseb sa ǃanun Jerusalems ǃnâ hâna gere tsūdīsa,
ACT.9.17	Ob ge Ananiaba ǃgû tsî oms ǃnâ ǂgâ, tsî ǃomkha ǁgui-ai bi, tsî ge mî: Ti ǃgâ Saultse, ǃKhūb go sî te, ǁnā Jesub, hā-ūts go daob ai go ǂhai tsiba, ǁkhawa mû tsîts nî ǃAnu Gagab ǀkha ǀoaǀoahese.
ACT.9.18	On ge ǁnātimîsi soron khami ī xūna ǁîb di mûra xu ge ǁnā, tsîb ge ǁkhawa ge mû; ob ge khâi tsî ge ǁāǁnâkaisen
ACT.9.19	tsî ǂûna ū tsî ge ǀgaiǀgaisen. Tsîb ge ǀnî tsēde Damaskus di ǁkhāǁkhāsaben tawa ge hâ i.
ACT.9.20	Tsîb ge ǁnātimîsi sinagogegu ǃnâ Jesub xa gere aoǁnâ, Elob Ôab a ǃkhaisa.
ACT.9.23	Tsî ǂgui tsēdi ǁnās khaoǃgân ge Jodeǁîna ǀapeǀhao-e ge dī, ǃgam bin nî ti.
ACT.9.24	Xawes ge ǂâibasens âna Sauluba ge ǂanǂanhe. Tsîn ge tsēa tsî tsuxuba ǃās di dao-amde gere ǃûi, ǁîban nî ǃgamse.
ACT.9.28	Ob ge ǁîn ǀkha ǂgâ tsî gere ǂoa Jerusalems tawa, tsî ǂhauǂgarose Jesub ǀons ǃnâ gere ǃhoa.
ACT.9.29	Tsîb ge ǁkhāti Jodeǁîn Grikegowaba ra ǃhoan ǀkha ǃhoa tsî ge ǂnoagu, xawen ge ǃgam bin nîsa ge ôa-am.
ACT.9.31	Tsîb ge ǀhaohâba Judeab tsî Galileab tsî Samariab hoaragab ǃnâ ǂkhîba ūhâ tsî ge ǂnubikhâihe; tsîb ge ǃKhūb di ǃaoǃgâs ǃnâ tanisen, tsî ǃAnu Gagab di ǁkhaeǂgaos xa ge ǀoa.
ACT.9.32	Tsî i ge ge ī, Petrub ge mâ ǃkhai-i hoa-e ǃgûǃnâ ǃkhaisa, ob ge ǁkhāti Lidas ǃnâ ǁan hâ ǃanun tawa ge sī.
ACT.9.33	Tsîb ge ǁnāpa ǂanǂansa khoeb Eneab ti ǀon hâb, ǁkhaisa kurigu kōse kharob ai ge ǁgoe ib hîa ǃhom hâba ge hō.
ACT.9.34	Ob ge Petruba ǁîb ǃoa ge mî: Eneatse, Jesub Xristub ge ra ǂuruǂuru tsi; khâi î aitsama ǀgâibasen! Ob ge ǁnātimîsi ge khâi.
ACT.9.35	Tsîn ge Lidas tsî Sarons ǃnâ ǁan hân hoana ǁîba ge mû; on ge ǃKhūb ǃoa ge ǃhobasen.
ACT.9.36	Tsî Jopas ǃnâs ge ǂanǂansa ǁkhāǁkhāsabes, Tabitas ti ǀon hâsa ge hâ i (Dorkas ti ra ǂnûiǃkhunihesa); ǁîs ge ǃgâidīn tsî ǀgâsana huis tsîn xa ge ǀoa hâ i.
ACT.9.37	Tsî i ge ǁnā tsēdi ai ge ī, os ge ǀaesen tsî ge ǁō. On ge ǁā si, tsî oms di ǂamoms ǃnâ ge ǁgui si.
ACT.9.38	Tsî Lidas Jopas ǀgūse hâ amagan ge ǁkhāǁkhāsabena, ǁnāpab Petruba hâ ǃkhaisan ge ǁnâuo, ǀgam aokha ǁîb ǃoa sî tsî ge ǀkhoma bi, ǁîn tawab nî hāse, ǀhawe tama i tsî.
ACT.9.39	Ob ge Petruba khâi tsî ǁîkha ǀkha ge ǃgû; tsî sīb ge, on ge ǂamoms ǃoa ge ūǃapa bi; o di ge ǃoataradi hoade ǁîb tawa mâ, tsî ā rase anaǂamxūn tsî saran, Dorkas ǁîn ǀkhas hâ hîa gere dīna ge ǁgau bi.
ACT.9.42	Tsî i ge Jopas hoaragas ǃnâ ge ǂansa, on ge ǂguina ǃKhūb ǃnâ ge ǂgom.
ACT.10.2	eloǃgâiǃōxa tsî eloǃaoǃgâxa khoeb ommi âb hoaragab ǀkha, tsî ǁaesa kaise audi ǀkha hui tsî hugaǀgui Elob ǃoa gere ǀgoreba.
ACT.10.3	ǁÎb ge ai-i ǃnâ ǂhaisase ge mû, tsēs di khoeseǁî iri ai Elob di ǀhomǃgā-i ge ǁîb tawa hā ǂgâxa, tsî Korneliutse! ti a mîsa.
