MAT.1.1	Ŋwa'nyə nə ŋkhənyə Yeso Kristo mú David, mú Abraham.
GAL.4.8	A lə́ bɑ dzə bɑ po ka zhyə́ Si, po pɑ mkwɔ bi msǐ tə pɑ Si. 
GAL.4.9	Tə́ cwəlɔ yə a bɑ pǒ zhyə Si a, yə a bɑ ě zhyə́ wɔ a, tə́ pǒ biŋ bɑnyə nə mnwə gʉ' pɔ pɔ po'o gɑ a piŋ dɑ wɔ gə mkwɔ po'o m gɑ kɑ? 
GAL.4.10	Pǒ nyəŋ dəŋ nə shɑ́ mtyɛ'dzʉ́, ba mŋwə́ dzʉ́, ba mwɔ̌ dzʉ́ pu a mgʉ' dzʉ́. 
GAL.4.11	Pǒ wə gə myə pɑ́ bwɔk gɑ́ pɑtyɛ' bɑ ŋ dě fá' fà' pí bi po.
GAL.4.12	Po ghiŋ pa' myə a mfɑmfɑ, nə pa' a bɑ gɑ̌ cʉ' pa' wɔ a, gɑ̌ cwyɛ'nyə wɔ. Po ka hɔ kwa' sɔmywə bəm. 
GAL.4.13	Pǒ zhyə kwa' pɑpuŋ gɑ a lə shyə m nə gho tə myə siŋ wɔ Cùŋ pɑpuŋ nə də̀ŋdzə̀ cʉ̌m 
GAL.4.14	tə ba tə pa' nɑ a lə bɑ cwə o bɔ bɑwə sya wɔ tə' a, po lě tə́ kyak a, myə lə nəŋ hwi wɔ pɑ̀. Gɛ̌ po lə lɑ a m pa' ta' aŋgəle Si a, pa' Kristo Yeso a. 
GAL.4.15	Kwa' ŋwɛnyə yɔ cwə o bɔ hɑ? Nə pa' gɑ̌ wə bɑ́ ŋkwinthɛ̌ gɑ: a lə pe' bɑ ywə yə pɑ́ mo ghə a bɑ po lě nthé mnyə mɔ hɑ bəm. 
GAL.4.16	Jyə gɑ́ a po'o bɑ gɑ̌ cʉ' gɛ bo yɔ pa' gɑ̌ siŋ wɔ nwə nyənyɔ a lə́?
GAL.4.17	Sə́ŋnyə̀ yə pu wə sə́ŋnyə́ nə po a, a tə nwə pɑpúŋ pɑ́. Wap shəŋ da' nə té wɔ nə m̀ po'o gɑ po piŋ səŋnyə́ yɔ m nə pú. 
GAL.4.18	Nwə pɑpuŋ bɑ́ nə yɔ gɑ́ po səŋnyə́ nə mkwɛnyə pɑpuŋ, nə guŋ mcwə awɛ, tə da' nə cwə yə myə lə̌ cəcɑ̌ po a pɑ́, 
GAL.4.19	wɔ pó mkəcɔk po pɑ̌ pyə gɑ̌ ŋkwi' dzə́ wɔ nthʉm ghəghʉɔ m nə tsə́ sə́ a pɑ po'o tə̌ Kristo la' bɑ́ nə vɔk yɔ. 
GAL.4.20	Tə́ yɔ də̀ŋ pa' gɑ̌ wə sʉ́m gɑ́ da' a pe' bɑ bə́ŋ po cwəlɔ tə jɔ kwa' gi nə gɔm nwə bi po yə a ku' nə po a, nə pa' ŋ tə́ wə jyə pa' gɑ̌ gɔ ghə nə po á pɑ́.
GAL.4.21	Po siŋ á, wɔ pyə́ pǒ shəŋ nə ghiŋ nə mco' a, po tə́ ju' ywə yə mco' bɔ gɔm a pɑ á? 
GAL.4.22	A bɑ pu və gɑ́ Abraham lə ghə pǒ pɑpʉə: yə mu' pu mjwǐ yə e lə bɑ ŋkwɔ a, gə yə mu' pu mjwǐ yə e la tə́ bɑ ŋkwɔ a pɑ. 
GAL.4.23	Da' gɑ mú mjwǐ yə e lə bɑ ŋkwɔ a lə bɑ mu e shyə m nə bap nɑ̀, tə mu mjwǐ yə e la tə́ bɑ ŋkwɔ a pɑ́ pɑ mu e shyə m nə mka'nyə̀. 
GAL.4.24	Yə̌ŋ bɑ pɑ fo'nwə̀: Pɑ jwǐ pɔ pɑpʉə bɑ mkɔ mɑbʉə. Tsyə́ a fɑ m Sinai a, dzə́ po ŋkwɔ: A bɑ́ Agar; 
GAL.4.25	nə pa' kúŋgó Sinai bɑ m Arabya, Agar piŋ bɑ́ fo' Yerusalɛm cwəlɔ, yə a bɑ ŋkwɔ pu a po pyə́ a. 
GAL.4.26	Da' gɑ́ Yerusalɛm yə a bɑ m thə́ kɛbəŋ a tə́ bɑ ŋkwɔ pɑ́, yʉ́ nə nəŋ bɑ má yɔk pɑ̀, 
GAL.4.27	nə pa' a bɑ pu və gɑ:
GAL.4.27	Ŋwɛnyə, wə ŋkhiŋ, wə yə o la tə́ dzə́ a pɑ.
GAL.4.27	Togə̀ŋ ŋwɛnyə̀, wə yə ywə la m jɛ o a;
GAL.4.27	nə pa' pǒ mjwǐ yə pu wa' e a yɔm
GAL.4.27	shyə pyə́ mjwǐ yə ě ghə dhə a.
GAL.4.28	Ba wɔ mfɑmfɑ́, dəŋdəŋ pa' Isak a, pǒ bɑ́ po mka'nyə. 
GAL.4.29	Da' gɑ dəŋdəŋ pa' mo yə pu lə́ dzə é m nə bap nɑ́ a lə shwɔ'mkwə mo yə pu lə́ dzə é m nə́ Zhwenyə a, ba m cwəlɔ a bɑ pɑ́ po'o. 
GAL.4.30	Tə́ ŋwa'nyə gɔm gɑ́ kɑ? A gɔm gɑ: zhə́ŋ ŋkwɔ pú mu e, nə pa' pɑ́ mu ŋkwɔ pu mu tə pɑ ŋkwɔ lə pəmtə dzʉ́ mcʉ'. 
GAL.4.31	Po'o lə mfɑmfɑ pɑ tə́ bɑ po mjwǐ ŋkwɔ pɑ́, pɑ̌ bɑ̀ po mjwǐ yə e tə́ bɑ ŋkwɔ a pɑ́.
GAL.5.1	Kristo lə nthé wɔk pɑ nə ŋkwɔ po'o gɑ pɑ kɑ́ piŋ bɑ ŋkwɔ. Po tɔm pɑpúŋ, po kɑ piŋ bíŋ nə zhwə́ kəlo' ŋkwɔ. 
GAL.5.2	Myə Polo, gɑ siŋ wɔ: Po ghə pú vo wɔ bɑ Kristo tə́ gɔ piŋ ŋkwitə wɔ nə sɔmywə pɑ́. 
GAL.5.3	Gɑ biŋ bɑwə gɔm bǎ bi yɑ mo lə yə ě ghə pu vo e a gɑ́ e ghiŋ nə guŋ mco' awɛ. 
GAL.5.4	Po yap yɔ nə pɑ dəŋdəŋ pɑ nə́ mco' bɑ po a Kristo hapnyə, bɑ pǒ mi nə gho'. 
GAL.5.5	Tə́ sɔ' m nə pyə, pyə pɑwə mɔktə gɑ Si gɔ sɔ' ghə pyə pɑ dəŋdəŋ dzə̌ e, shyə m̀ nə Zhwenyə, nə piŋnthʉm, pyə̌ bɑwə shəŋtə byap gɑ a pəmtə́. 
GAL.5.6	Nə pa' a sɔ' m nə mo yə ě m nə Yeso Kristo a, nə vo e, kɑ nə cyətə vo e lə lə̀ pɑ́ sɔmywə, da' piŋnthʉm shyə m nə ŋkhùŋnyə nə bɑ nwə.
GAL.5.7	Po lə bɑwə ŋkhʉdʉ́ kwa' pɑpúŋ; wɑ̌ shɑ məjyə bi po, ŋkhɔ pa' nyənyɔ fəŋ wɔ nə ghɔ a? 
GAL.5.8	Yə bǎ nthi nwə tə́ fɑ m bi mo yə e ŋkhe wɔ a pɑ́. 
GAL.5.9	Mu ywə kwɔ' msɛ̌ gə msɛ̌ kwɔ'. 
GAL.5.10	Sɔ' m nə m̀, gɑ̌ zhyə́, shyə́ m nə Cyəpɔ gɑ́ po tə gɔ cwɔ' mu' jyə dyɛ' pɑ̀. Da' gɑ́ mo yə́ e ma' va' cəcɑ̌ po a, gɔ sɔ' kwi mcwɔ'fa' myə́ kɑ e bɑ pɑ pɑ́ gɑ́ kə́lə. 
GAL.5.11	Sɔ' m nə m̀ mfɑmfɑ́, a po'o bya biŋ gɔ́m gɑ pu vo mò, tə bɑ gɑ̌ jɔgo' po'o nə kɑ? A la bɑ po'o bɑ kəmnyə fa'tə bɛnyəpɛnyə mì. 
GAL.5.12	A pɔ pyə wap ma' va' cəcɑ̌ po a, wap ghɔ tə ja' ba shɑ mkam nə nɑ̀ tsap gwa'!
GAL.5.13	Mfɑmfɑ́, pu bɑ pu lě ŋkhe wɔ gɑ́ po kɑ pɑ mkwɔ. Da' gɑ́ yɔ nə cyətə́ pɑ ŋkwɔ kɑ nyəŋ wɔ m nə mfa' bap nɑ́. Po cyə́ m nə ŋkhuŋnyə bɑ nthɔmnyə bú nə mfa' cəcɑ̌ po. 
GAL.5.14	Nə pa' guŋ mco' awɛ bəmtə pɑ́ da' nə ta' ghɔm tsɔ gɑ: O gɔ pɑ kuŋ mo yə ě bəŋ o a pa' o ŋkhuŋ thə nɑ o a. 
GAL.5.15	Da' gɑ po pɑ də́mtə́ msuŋ, bɑ pfɑtə nɑ tsɔ́ cəcɑ̌ po, po pɔmtə̀: pǒ gɔ sa'tə nɑ tsɔ pɑ́ wɔ wɔ́. 
GAL.5.16	Po yu' ywə yə gɑ̌ gɔm a: Po ghiŋ m nə Zhwenyə, po'o gɑ po kɑ piŋ fa' ywə yə́ bap nɑ́ nə́ shəŋ a. 
GAL.5.17	Nə pa' bap nɑ́ nə́ tsə tsyə e shəŋ a, bɑ gɛ bo Zhwenyə, Zhwenyə pɑ́ gɛ bo bap nɑ́, a pɑ cəcɑ̌ pu bɑ pɑ́ fəŋnyə̀; a po'o tə́ la' po pɑ́ gə ywə yə pǒ kuŋ a. 
GAL.5.18	Da' gɑ po pɑ gíŋ nə Zhwenyə, bɑ po tə jɑ̀ ŋkwɔ mco' pɑ̀.
GAL.5.19	Mfa' bapnɑ, a bɑ pu zhyə́ má: nə cyətə tɔm nɑ́, nə viŋ nɑ́, nə ghə ghap 
GAL.5.20	nə ghamtə̀ kətwɔk, nwə kɛ̀, bò, fəŋnyə, nə kíŋ mo, nə yɛlúŋ, nə twɔ'nyə, nə sa' mshɛ, sɔ́tə, 
GAL.5.21	nə ghi'nyə, nə nwə́ mlù', nə tsʉ́ kʉə ywə́ ba myəshɑ nthi mnwə bɔ. Pɔ pyə wap gə mɔ mnwə a, gɑ̌ siŋ wɔ pa' myə lə zhi siŋ wɔ a gɑ́ wap tə gɔ sɔ' pɑ nə Nəfo Si pɑ́.
GAL.5.22	Tə́ mnthɔm Zhwenyə, po yɔ má: a bɑ ŋkhuŋnyə̀, bɑ ŋwɛnyə̀, bɑ hwitə̀, bɑ nə kyəp tʉ̌m, nə ghə nwə pɑpúŋ, nə yɔ yə mu' mo pɑpúŋ, bɑ piŋnthʉm 
GAL.5.23	bɑ nə ghə pyanyə́ nwə, bɑ nə tɔm nɑ́; mco' tə nthébya nə mɔ mnwə̀ pɑ. 
GAL.5.24	Pɔ pyə wap bɑ pɔ Kristo a bɑ wap kàm bap nɑ́ thə́ bɛnyəpɛnyə pu a tsə tsyə a bùŋ e a ba tsyə e shəŋ a. 
GAL.5.25	Pɑ pɑ́ bvɔk nə Zhwenyə, pɑ pɑ́ giŋ pa' Zhwenyə nə shya wɔk pɑ a. 
GAL.5.26	Ka pɑ pɑ́ ŋa'nɑ́, ka pɑ pɑ́ ŋkham mshɛ́ cəcɑ̌ pɑ, ka pɑ pɑ́ gi'nyə cəcɑ̌ pɑ.
GAL.6.1	Mfɑmfɑ́, a pɑ́ gɑ po ghəm mo bɑ ě hɔnwə, bɑ wɔ mghɛ Zhwenyə nə gɔ lɑ pɑ́ zhwenyə hwitə nə sìŋ é; kwa' wə pɔmtə́. O ka zhyə́ gɑ́ pɑ mləŋtə ko nə wə yu a? 
GAL.6.2	Po pəmtə́ ŋkwa mpi' mɔ cəcɑ̌ po; po'o gɑ́ po ghiŋ nə mco' Kristo. 
GAL.6.3	Nə pa' mo yɔ nɑ e pa' mo gwyə́ a, tə́ la' e pɑ sɔmywə́ bɑ e fʉtə pɑ́ nɑ́ e. 
GAL.6.4	Da' gɑ bǎ yɑ mo lə́ nə po tiŋtə́ mfa' myə́, kwa' myə́ mfa'; bya e yɔ ywə yə pɑ a hɑ ŋwɛnyə nə bi e a, a pɑ́ pɑ́ kwa' nə thə nɑ e a kɑ pɑ m nə́ nə fo' mu' mo. 
GAL.6.5	Nə pa' bǎ yɑ́ mo lə gɔ sɔ' kwa pɑ́ kwa' yə ŋkhəm. 
GAL.6.6	Mo yə ě yu' Ghɔm tsyə pu ji'tə a, e té ywə nə guŋ tsə́ tsyə́ awɛ hɑ bi mo yə e ji'tə é ghɔm bɔ a. 
GAL.6.7	Ka po fʉtə nɑ́ tsɔ, Si tə nthak gɑ sɔmmo ŋa' e pɑ, nə pa' ywə yə́ mo tsə̀ a bɑ ywə yə e gɔ sɔ' kap a. 
GAL.6.8	Mo yə é dzə̀ m nə bapnɑ a gɔ sɔ' kap nthɔm myə bap nɑ́ jám a vʉ̌. Mo yə e dzə̀ m nə Zhwenyə a gɔ sɔ' kap nthɔm myə Zhwenyə jam a: Vɔk mama. 
GAL.6.9	Pɑ ghə nwə pɑpúŋ tə pwa; nə pa' cwə gɔ cwə ku', pɑ kap nthɔm pɑpuŋ, a pɑ yə pɑ ka pwa a. 
GAL.6.10	A po'o tə cwə pɑ bi pɑ, pɑ fa' nə pɑpúŋ yə a yə́ guŋ pɔ awɛ, te'te' nə yə pɔ pyə́ wap ghɔptə bə́ŋ pɑ nə piŋnthʉm a.
GAL.6.11	Po yɔ́ mnyə́ mŋwa'nyə gwyə́gwyə́ mɔ gɑ: gɑ̌ dɑ pɑ́ kwa' pu a nə bvə bi po. 
GAL.6.12	Pɔ pyə́ wap bɑwə shəŋ gɑ́ pu zhyə́ wap nə nwə bapnɑ a, a bɑ pɔ pyə́ wap bɑwə nyəŋ pɑ gɑ pu vo wɔ a. Da' yap ywə yə wap shəŋ a a bɑ nə cyətə yɔ̌go' nə bɛnyəpɛnyə Kristo. 
GAL.6.13	Nə pa' pɔ bǎ pyə wap bɑwə gə pu vo wap a, wap tə bɑwə giŋ nə mco' pɑ; wap shəŋ yap da' gɑ pu vo wɔ, wap ghə ghu'tə nə bap nɑ́ yɔ. 
GAL.6.14	Sɔ' m nə m̀, bɑ gɛ̌, sɔm tso gu'ghǔ' tə wə pɑ tə ně da' bɛnyəpɛnyə Cyəpɔ yɔk pɑ Yeso Kristo; a shyə m nə́ bɑ pu kam dzʉ́ bɛnyəpɛnyə nə myə, dəŋdəŋ pa' pu ŋkham a bɛnyəpɛnyə nə dzʉ̌ a. 
GAL.6.15	Nə pa' ywə nthʉɔ, a tə bɑ nə vo mò kɑ nə cyətə vo mò pɑ̀, a bɑ nə piŋ bəm mo m̀ nə pə́m sə́. 
GAL.6.16	Hwitə ba cɔmmtso pɑ nə pɔ pyə wap giŋ nə ŋkhɛ yəŋ a ba m nə Israɛl yə a bɑ yə́ Si a.
GAL.6.17	Po'o lə́, ka sɔmmo piŋ nyə́ŋ mɛ́nyə̀ nə m̀, nə pa' kwa' myə gɑ bɑ gɑ̌ ghə mtiŋ Yeso nə́ nɑ a. 
GAL.6.18	A gho' Cyəpɔ yɔk pɑ Yeso Kristo pɑ pu a zhwényə yɔ mfɑmfɑ́. Amɛn.
EPH.1.1	Myə Polo, gɛ nthəm Yeso Kristo, m pa' Si jap a, bi pɔ dɔlɔ̌ ba m bi pɑ piŋ Yeso Kristo pyə wap Efeso a: 
EPH.1.2	gho' ba hwitə pɑ bi po shyə m nə Si, Tá yɔk pɑ̀ ba m nə Cyəpɔ Yeso Kristo.
EPH.1.3	Byǎnyə́ bi Si Tá Cyəpɔ yɔk pɑ Yeso Kristo:
EPH.1.3	Ě nyəŋ guŋ byanyə́ zhwenyə nə pɑ̀
EPH.1.3	thə́ kɛbəŋ shyə m̀ nə Kristo.
EPH.1.4	E lə shwɔ' wɔk pɑ shyə m̀ nə e tə́ dzʉ̌ la' bɑwə́
EPH.1.4	po'o gɑ pɑ pɑ́ pɔ dɔlɔ̌, pɔ tə bya.
EPH.1.4	Nə́ mnyə́ myə́, nthʉm ŋkhuŋnyə̀.
EPH.1.5	E lě da' gə gɑ́ pɑ pɑ́ mcwəpó
EPH.1.5	pyə́ shyə m̀ nə Yeso Kristo.
EPH.1.5	A pa' puŋnwə e lə yɔ a
EPH.1.6	po'o nə nə́ jwɔp ghu'tə e
EPH.1.6	ba gho' yə e nyəŋ nə wɔk pɑ̀
EPH.1.6	shyə m̀ nə ŋkhuŋ pɑpuŋ e:
EPH.1.7	M nə é, shyə́ m nə mcyə́ myə, pɑ vɔk,
EPH.1.7	pu lɑ mhɔ mɔk pɑ shwyɛ' wɔk pɑ
EPH.1.7	shyə m̀ nə dəŋ gho' e nə pɑ.
EPH.1.8	Si hɑ bi pɑ tə a yɔ́m,
EPH.1.8	nə pa' e nə da'tə guŋ fʉ̌ awɛ bi pɑ ba zhyə̌nwə yɔk pɑ.
EPH.1.9	E lě gə pɑ zhyə́ nwə cyə zhyə̌nwə yə a bɑ pɑ́ yə nə yap a.
EPH.1.9	Nwə pɑpuŋ yə e lə la' jáp pɑ yʉ́ tə́ dzə̀ a.
EPH.1.10	Po'o nə ghə gɑ cwə pəmtə
EPH.1.10	nə yap guŋ dzʉ̌ awɛ nə bǔ ta'fò gɛ sa': Kristo,
EPH.1.10	ywə yə ǎ kɛbəŋ a ba yə ǎ dəmcǎ' a.
EPH.1.11	Pɑ lə̌ shyə́ m nə é ŋkwi yɔk pɑ tsʉ':
EPH.1.11	Nə pa' shyə m nə́ mka'nyə mo yə e jap
EPH.1.11	guŋ ywə awɛ pa' ě yɔ a
EPH.1.11	a bɑ pú lě shwɔ' wɔk pɑ tə́ dzə̀
EPH.1.12	po'o gɑ pɑ pɑ nə nə hɑ mku' nə ghu'tə é,
EPH.1.12	bɑ pɔ pyə wap lə ləŋdzə mɔktə Kristo a.
EPH.1.13	Po lě biŋ shyə m nə e,
EPH.1.13	mu'cʉ́m ju' ghɔmnwə nyənyɔ,
EPH.1.13	cuŋ pɑpúŋ yə a bvɔk wɔ a.
EPH.1.13	Po lě biŋ e,
EPH.1.13	pu yap stam Zhwenyə yə pu lə ka' a,
EPH.1.14	Zhwenyə Dɔlɔ̌ yə a bɑ zhwi'tə tsə́ mcʉ' mɔk pɑ
EPH.1.14	tə́ nə gɔ ŋkhəm nə cwə yə pu gɔ sɔ' kwi wɔk pɑ ŋkwi cʉ̌m,
EPH.1.14	pɑ cwə́ nə tsə́ mcʉ' bɔ,
EPH.1.14	nə pɑ́ jwɔp ghu'tə e.
EPH.1.15	A ywə yə a gə tə́ ba myə yɑ̌ tə fɑ́ pa' ŋ dɑ́ yǔ' piŋnthʉm yɔ nə Cyəpɔ Yeso ba yɔ kuŋnyə nə guŋ pɔ dɔlɔ̌ awɛ, 
EPH.1.16	ŋ nthɑ́ nthak nə gho'tə Si nə po pɑ́ nə pa' gɑ̌ nyəŋ wɔ nthʉm mcwyɛ'nyə mə̌. 
EPH.1.17	A Si Cyəpɔ yɔk pɑ Yeso Kristo, Tá yə́ ghu'tə bɑ m bi a hɑ zhwenyə fʉ́ bi po yə a gɔ la'tə e bi po, piŋ ghə po zhyə e kwa' nyənyɔ a. 
EPH.1.18	E ghyɛ' tʉm tsɔ nə ŋkha' é, po'o gɑ́ po zhyə́ ywə mɔktəmoktə yə yə́ nə ke wɔ hɑ bi po a, po zhyə dəŋ ghu' e, dəŋ tsə́ mcʉ' tsyə́ e gə po a pɔ dɔlɔ̌ ghap a. 
EPH.1.19	Dəŋ tʉɔ jɔmyɔ̌m yə é lə tě nə wɔk pɑ pyə pɑ̌ biŋ e a; dəŋ gʉ' fa' é, gʉ' nthʉɔtʉɔ e. 
EPH.1.20	E lě nthé guŋ e awɛ nə́ Kristo nə cwə yə e lə yam e nə vʉ̌, gə e cwə nə ghə́ŋ tʉɔ e kɛbəŋ 
EPH.1.21	tə́ thə́ də̌m guŋ nə sa', guŋ pɑ́ sa', guŋ tʉɔ, guŋ nəfo, ba guŋ mtsǒ awɛ, kɑ pú ŋkhe pɑ́ gɑ kɑlə, tə da' nthʉm yə̀ŋ dzʉ̌ pɑ́, ba yə dzʉ́ yə ǎ wə tə́ sɔ' a. 
EPH.1.22	Əŋ, é lě jap guŋ ywə awɛ to mkwə̀ e, hɑ dzə̀ bi e nə guŋ ywə awɛ, e pɑ thə́ cu'tə pɔ Kristo, 
EPH.1.23	yə a bɑ nɑ́ e a, bɑ mlonyə̀ Mo yə kwa' Si nə donyə awɛ a.
EPH.2.1	Ba wɔ́, a lə bɑ pǒ pfʉ́tə shyə m nə bɔkbɔk mnwə mɔ́ pu a mhɔnwə mɔ, 
EPH.2.2	mɑ́ myə po lə bɑ pǒ kotə́ nə cwə yə po lə jap jʉm si yə̀ŋ dzʉ̌ a, mú fo yə e sa' mtò kɛbə̀ŋ pu cǎ', zhwenyə yə e bɑwə cwəlɔ bɑwə fa' cəcɑ̌ mtʉɔthə́ a... 
EPH.2.3	Pɑ̀ lə bɑ cəcɑ̌ pɔ bɔ, ba wɔk pɑ̀ yɔk pɑ̀ awɛ, wɔk pɑ̀ pyə pɑ̀ lə́ jap m̀ jʉ̌m nwə bap nɑ́ a; pɑ lə fa' pa' e shəŋ a, giŋ pa' yʉ́ nə shya wɔk pɑ a; pɑ lə bɑ́ pa' pyə shɑ pɔ a, bɑ pɔ pyə yɛ̌lúŋ é lə bɑ gɔ ko nə pu a.
EPH.2.4	Da' gɑ Si bɑ e ghə cɔmmtso kwa' dù é nə pa' shyə m nə́ mɑ ŋkhùŋnyə yə e lə nə ŋkhúŋ wɔk pɑ 
EPH.2.5	nə pa' a lə bɑ́ pɑ lě pfʉ́ shyə m̀ nə mbɔkbɔk mnwə̀ mɔk pɑ a, ě hɑ vɔ̀k bi pɑ̀ shyə m nə Kristo, nə pa' a shyə pɑ́ m nə gho' tə po vɔ́k. 
EPH.2.6	E lě jám wɔk pa pú nə vʉ̌, gə pɑ cwə kɛ́bəŋ m̀ nə́ Yeso Kristo. 
EPH.2.7	A po'o tə a lě shyə m nə pùŋ nthʉ́m e nə pɑ̀ shyə m̀ nə Yeso Kristo, e yɔ gɑ́ e gɔ la'tə dəŋ mɑ gho' tɑ́ dhə́ e nə cwədzʉ̌ yə a gɔ sɔ' a. 
EPH.2.8	Nə pa' a shyə pɑ m nə gho'tə́ po vɔk, shyə m̀ nə piŋnthʉm; tə́ wɔ nə́ gə pɑ́, Si nə hɑ. 
EPH.2.9	A tə́ shyə m̀ nə mfa' mɔ pɑ̀, po' gɑ sɔmmo kɑ nə ŋa' nɑ́ e. 
EPH.2.10	Nə pa' yʉ́ nə lə́ bəm wɔk pɑ̀; e lě bəm wɔk pɑ̀, shyə m̀ nə Yeso Kristo, po'o m nə́ mfa' pɑpuŋ myə́ Si lə la' nyaptə́ tə tyɛ', po'o gɑ pɑ pɑ́ fa' a.
EPH.2.11	Po kamtə́ gɑ́ wɔ pyə po lə́ bɑ́ dzə bɑ pǒ ghə mtiŋ pɑ tə pɑ pɑ̀ Yudea nə nɑ́ tsɔ a, wɔ pyə pɔ pyə wap sɛ́ gɑ pu vo wap pa' pu ya' mu bap nə bap nɑ́ yap a, jɔ wɔ pa' pɔ pyə pu ka vo wap a. 
EPH.2.12	Po kamtə́ gɑ́ po lə bɑ cwə o bɔ, bɑ tə Mesia bɑ po ka ghə nə cwə Israɛl pa' po guŋ a; bɑ mghʉɔ nə kɔ mka'nyə, bɑ tə mɔktə, bɑ tə Si nthʉm dzʉ́. 
EPH.2.13	Tə́ cwəlɔ, shyə̀ m̀ nə Yeso Kristo, wɔ pyə po lə́ bɑ gʉə sʉəsʉə a, pú lě gə po sɔ' tə bɑ pɑ́ bəŋ o, shyə m̀ nə mcyə́ Kristo. 
EPH.2.14	Nə pa' kwa' yʉ́ Kristo nə bɑ́ hwitə̀ yɔk pɑ̀; nə pa' a bɑ̀ e lě nthamtə ywə yə a lə bɑ pu ghaptə a nə gə yɑmu'. E lě shyə m nə bap nɑ́ e sa'tə sak ywə yə a lə gaptə pɔ a: bò. 
EPH.2.15	E lě bi mco' pu a ywə yə a jap a, bi ba nə ghiŋ nə́. E lə gə po'o tə́ lɑ yə Yudea pu yə tə pɑ yə Yudea pəm ta' mo sə́ m̀ nə é nə pa' e lě jap hwitə̀, 
EPH.2.16	biŋ gwɔ'bvɑnyə cəcɑ̌ pu a Si, guŋ yap pɑpʉə cʉ' ta' nɑ́ shyə m nə bɛnyəpɛnyə; a pɑ po'o, e zhwə́ bò. 
EPH.2.17	E lə sɔ' nə siŋ hwitə bi wɔ pyə po lə bɑ́ gʉə sʉəsʉə a ba m̀ bi pɔ pyə wap lə bɑ bəŋ ó a.
EPH.2.18	A shyə́ m nə é guŋ yɔk pɑ awɛ ghə nə ghɔ bəŋ Tá nthʉm ta' Zhwenyə. 
EPH.2.19	A po'o tə po tə́ biŋ bɑ mghʉɔ pɑ̀, po lə nəŋ bɑ́ pɑ khʉlǎ'; po a pɔ dɔlɔ̌ bəmtə bɑ po á gùŋ; po ba pɔ nə́ tuŋdyə́ Si. 
EPH.2.20	A bɑ pu lě nyəŋ wɔ nə́ tsə nə ŋkwɑ pa' yə cyə é bɑ́ mghɛ nthəm pu a mghɔm ghɔ̀m Si a, yə pɑ kwa' yʉ́ Yeso bɑ gwɔ' phə e a. 
EPH.2.21	A bɑ nə Yeso tə́ guŋ ywə yə pú ŋkwɑ a shu'nyə, biŋ ŋkwɔ ji ta' Dyə Si dɔlɔ̌ nə Cyəpɔ. 
EPH.2.22	A shyə pɑ m̀ nə é tə pu tamtə ba wɔ yɔ nyəŋ wɔ nə pà' bɔ yə pu ŋkwɑ a, po'o gɑ po pɑ tsʉ' yə Si shwə́ nə a, shyə m̀ nə́ Zhwenyə.
EPH.3.1	A po'o tə myə, Polo, gɛ cɛ̌ Yeso Kristo, bi po, pɑ tə pɑ pɑ Yudea... 
EPH.3.2	Po la' pe' ju' bǎ gho' yə Si hɑ bəm nə pó tə́ ywə yə e lə yap a pəmtə á, 
EPH.3.3	ju' pa' a lə cyə m̀ nə nə́ ghə mo zhyə́, myə zhyə mnwə cyə Zhyə́nwə dəŋdəŋ pa' gɑ shwɔtə mthə myə́ bi po a. 
EPH.3.4	Po gɔ nə ke ŋwa'nyə a, yɔ dəŋ pa' gɑ nə jyə nwə cyə́ zhyənwə Yeso a. 
EPH.3.5	Nwə cyə Zhyənwə bɔ si bɑ e lě tə ghə pɑ cwədzə̀ zhyə́ ya pa' e da'tə cwəlɔ shyə m̀ nə Zhwenyə bi mghɛ nthəm dɔlɔ̌, ba bi mghɔm ghɔ̀m Si a. 
EPH.3.6	Ba pɑ tə pɑ́ pɑ Yudea bɑ pu piŋ wap nə tsə mcʉ', dɑ wap gə mkam nɑ́ nə ta' nɑ́, nthamtə́ wap nə ta' mka'nyə nə Yeso Kristo, shyə́ m̀ nə Cùŋ pɑpuŋ.
EPH.3.7	Si bɑ e lě dɑ á nə gə gɛfa' nə bɑ a shyə m nə tʉɔ e nə́ gho'. 
EPH.3.8	Myə yə́ gɑ̌ bɑ jʉɔjʉ̀m nə guŋ mzhʉɔjʉ̀m pɔ dɔlɔ̌ awɛ a, Si bɑ e lě go' a, dɑ a gə gɛ siŋ mɑ fʉ' gwyə́ Kristo bi pɑ tə pɑ́ pɑ Yudea. 
EPH.3.9	Biŋ da'tə pa' Si gə nwə cyə zhyənwə yə e lə la' dʉm pɑ nə é tə fɑ tə tyɛ' a, a pəmtə a. 
EPH.3.10	A po'o tə́ tə fɑ cwəlɔ, pɑ Sa' pu a Mtʉ̀ɔ kɛbəŋ shyə m nə Cu'tə pɔ Kristo jyə́ nthinthi mfʉ́ Si, 
EPH.3.11	Shyə m nə mka'nyə mama myə e gə́ a pəmtə̀ nə Yeso Kristo Cyəpɔ yɔk pɑ̀ a. 
EPH.3.12	Nə Kristo, pɑ shyə m̀ nə piŋnthʉm nə é gə nə fʉ'tə nɑ tsɔk pɑ̀ hɑ bə́ŋ é tə pwɔk sɔmywə. 
EPH.3.13	A po'o tə gɑ̌ wə gɔm bi po gɑ́ ka po tak mɑ gǒ' gwyə yə gɑ wə jɔ nə po a ghə po pwa. A bɑ yɔ ghu'tə.
