GEN.1.1	Yäput peŋpäŋ Anututä kunum kenta kome pewän ahäŋkumän. 
ROM.1.22	 Äma udewani Nin nadäk-nadäknin nikek yäŋ yäk täkaŋ upäŋkaŋ nämoinik! U guŋ itkaŋ. 
ROM.1.23	 Anutu paot-paori nämo unitäŋo wäpi pähap iniŋ oretnaŋipäŋ komenita äma ba imaka paotpaot ikek, barak, tom, gämok, gwakgwak unitäŋo wärani oraŋ yämik täkaŋ.
ROM.1.25	 Täŋkaŋ Anutu täŋo mebäri kwawak itkuko u peŋpäŋ jop manmanta nadäwä bureni täŋpäpäŋ kuŋat täkaŋ. Ude täŋkaŋ Anututä imaka pewän ahäwani u yäniŋ oretpäŋ watä epän täŋ yämiŋpäŋ Anutu pewä ahäwani ini u mäde ut imik täkaŋ. Yäke! Ämawebe kuduptagän Anutu u wäpi wari wari yäpmäŋ akuk tänaŋi! Bureni!
ROM.1.26	Täŋpäkaŋ ämawebe Anutu mäde ut imiŋkuŋo uwä Anututä yabä kätäŋirän iniken gärip iwatpäŋ ämatä nämo tänaŋi pewä ahäk täkaŋ. Wära! Webetäwä nädapi täktäk kädet Anututä peŋ yämiŋkuko u irepmitpäŋ kudän nämo tänaŋi webe noriye-kät kowat täŋpän täk täkaŋ. 
ROM.1.27	 Täŋpäkaŋ äma ätutä udegän, nädapi täktäk kädetta bitnäŋpäŋ kaŋgärip täŋo kädäpitä täŋpewän ämatä ämakät waki pewä ahäk täkaŋ. Ude täŋirä peŋawäk täŋo kowata iniken gupi bänepi bok täŋpäwak täkaŋ.
ROM.1.28	Ba ugän nämo. Äma udewani uwä Anutu täŋo mebäri nadäŋkaŋ upäŋkaŋ jop nadäŋ ärowani täŋ imik täkaŋ unita Anututä mäde ut yämiŋpewän nadäk-nadäki paoräpäŋ imaka nämo tänaŋipäŋ täk täkaŋ. 
ROM.1.29	Ude täŋpäŋ imaka waki mebäri mebäri kudup ŋode täŋ morek täkaŋ; Nadäŋ-gärip waki, ämäŋi täktäk, peŋawäk, närepmirek-gärepmirek terak kokwawak, äma kumäŋ-kumäŋ urut, iwan kowata kowata, yäŋ-yäkŋarani ba jopman yäkyäk unitä ahäŋpäŋ tokŋeŋ pätak. 
ROM.1.30+ROM.1.31	Ba yäŋpäŋ-yabäŋ yäwat, man kowat-ibewän, Anutu iwan täŋ imikimik, ärowani kudän täktäk, gup yäpmäŋ ärokärok, waki kädet pewä ahäk-ahäk, meŋnan täŋo man bitnäk, bänep nadäk-nadäki nämo kuŋat-kuŋat, butewaki nämo nadäŋkaŋ komi jop yämik-yämik, ba bänep ironi nämo. 
ROM.1.32	Anututä äma kädet udewani täŋpani uwä paot-paotta biŋam täkaŋ yäŋ yäwani u nadäŋkaŋ upäŋkaŋ gwäk pimiŋpäŋ pen täk täkaŋ. Ba ugän nämo, ätutä kädet udegän täŋirä oret yämik täkaŋ.
ROM.2.4	 Täŋpäkaŋ Ekänitä iron pähap täŋpäŋ bänepka äyäŋut yäŋpäŋ gäk gabäŋ koreŋpäŋ kwikinik itsämäk täyak unita imata nadäwi äpani täk täyak? Gäk bänepka äyäŋutta ude oraŋ gamik täyak u nämo nadätan? 
ROM.2.5	Upäŋkaŋ bänepka nämo äyäŋutkaŋ kädet waki u ehuranigän täk täyan uwä Anutu täŋo kokwawak kädäp bukä ude täk täyan. Buŋät yäpmäŋ äroŋiri Anutu täŋo kokwawak kadäni pähapken Anutu täŋo yäŋtärek man siwoŋi kwawak ahäŋirän kokwawak päke unitä ijiŋpäŋ api gewän kumben.
ROM.2.7	 Äma kudän tägatäga pen täŋ yäpmäŋ kuŋpäŋ irit paot-paori nämo, wäpi biŋam ba orakorak ikek u kaŋ-ahäkta gwäk pimiŋpäŋ kuŋatnayäŋ täŋo uwä irit kehäromi api yämek. 
ROM.2.8	Täŋ, äma initagän nadäŋpäŋ man bureni mäde ut imiŋpäŋ täŋpäwak täŋo man buraminayäŋ täŋo uwä kokwawak ba kowata komigämän api kaŋ-ahäneŋ. 
ROM.2.9	 Anututä waki täŋpani kuduptagänta bäräpi taŋi ba komi epän pähap api yämek. U Juda äbotken nanikta jukun yämiŋkaŋ guŋ äbotken nanikta imaka, api yämek. 
ROM.2.10	Upäŋkaŋ äma kudän tägatäga tänayäŋ täŋo u kuduptagänta orakorak, wäp biŋam ba kwini terak irit api yäpneŋ. U Juda äbotken nanikta jukun yämiŋkaŋ guŋ äbotken nanikta imaka, api yämek. 
ROM.2.11	 Imata, Anutu uwä äbot wäpi terak nämo api yäpmäŋ daniwek. Nämo, u iniken nadäk-nadäk siwoŋi kubägän u terak Juda äbotken nanikkät guŋ äbotken nanik bok api yäpmäŋ daniwek.
ROM.2.12	Uwä ŋode; Äma äbot Moses täŋo baga man nikek nämotä kuŋatkaŋ waki täk täkaŋ u kudup, baga mani nämo upäŋkaŋ momini uterak api paotneŋ. Täŋpäkaŋ äma äbot baga man nikektäwä waki täk täkaŋ u kudup Moses täŋo baga mantä mebärini kwawak yäŋahäŋirän paot-paotta biŋam api yäpmäŋ danineŋ. 
ROM.2.13	 U imata, baga mantä ini täŋpewän äma kubä Anutu iŋamiken siwoŋi täga nämo irek. Baga man u jukunitägän nadänayäŋ täŋo uwä Anututä yabäŋirän siwoŋi ämawebe nämo api täneŋ. Nämo, nadäŋpäŋ buraminayäŋ täŋo uyaku, siwoŋi yäŋ api yäŋtäreŋ yämek. 
ROM.2.14	 Täŋpäkaŋ äma ätu guŋ äbotken nanik, Moses täŋo baga man nämo nadäwanitä iniken nadäk terak baga man täŋo käderi iwatpäŋä, Moses täŋo baga mani nämo upäŋkaŋ baga man nadäwani bumik äworek täkaŋ. 
ROM.2.15+ROM.2.16	 Ude täŋirä baga man bänepi-ken kudän täwani yäŋ kwawak niwoŋärek täyak. Eruk, baga man bänepi-ken kudän täwanitä bänepi yäput täyak. Täŋpäkaŋ kadäni pähapken bänep nadäk-nadäkitä yäpmäŋ äyäŋutpäŋ täga täyan yäŋ ba waki täyan yäŋ api yäwerek. Kadäni uken Anututä Jesu Kristo iwet-pewän ämawebe bänepi-ken imaka käbop pätak unitäŋo mebäri kwawak api pewek. Bureni, biŋam man näkä yäŋahäk täyat uterakgän api ahäwek.
ROM.2.18	Täŋkaŋ kädet Anututä gäripi nadäk täyak u nadäk täkaŋ, ba unitäŋo baga man täwetpäŋ täwoŋärek täŋpani unita imaka siwoŋi täkta yäwani u kudup nadäwä tärek täkaŋ. 
ROM.2.19+ROM.2.20	 Ude täŋkaŋ ŋode nadäk täkaŋ; Baga man iŋit täkamäŋ unitä nadäk-nadäk täga kudup ba man bureni kudup uwäk täyak unita nin äma dapuri tumbani täga yämagutne, ba bipmäŋ urani-ken irani täŋo peŋyäŋek uwä nin yäŋ nadäk täkaŋ. Täŋkaŋ ämawebe guŋguŋi, ba iroŋiroŋi man bureni täŋo kädet siwoŋi u yäwetpäŋ yäwoŋärek täga täne yäŋ nadäk täkaŋ. 
ROM.2.21	 Eruk jide? In ude nadäŋpäŋ äma ätu Anutu täŋo man yäwetpäŋ yäwoŋärek täŋkaŋ injinken bänepjin nämo yäwet täkaŋ. Kubota nämo täneŋ yäŋ yäwetkaŋ injin kubota täk täkaŋ. 
ROM.2.22	Ba yanäpi täŋpanitä kubokäret nämo tädeŋ yäŋ yäwetkaŋ injin kubokäret kädet iwat täkaŋ. Ba anutu jopi nämoinik nadäŋ yämineŋ yäŋ yäwet täkaŋ upäŋkaŋ in guŋ äma täŋo kudupi yotta yabäŋgärip täŋpäŋ tuŋumi kubota täk täkaŋ. 
ROM.2.23	Nin baga man nadäwani yäŋ biŋam yäk täkaŋ upäŋkaŋ Anutu täŋo kädet irepmit täkaŋ uwä wäpi iniŋ iwet täkaŋ. 
ROM.2.24	 Ude täŋirä Anutu täŋo man kudän täwani kubä ŋode unitä bureni täyak; Juda äma intäŋo mebärita yäŋpäŋ guŋ ämatä Anutu yäŋärok iwet täkaŋ.
ROM.2.26	 Täŋpäkaŋ man unitäŋo kukŋini ŋode pätak; Guŋ äma kubä gupi moräk nämo madäwanipäŋ baga man täŋo kädet iwarayäŋ täko uwä Anututä kawän gupi moräk madäwani ude api äworewek. 
ROM.2.27	Nadäkaŋ? In Juda äbot Moses täŋo baga man nikek ba gupjin moräk madäwani upäŋkaŋ inä baga man u irepmitnayäŋ täŋo uwä, äma gupi moräk nämo madäwanitä baga man täŋo kädet u iwatnayäŋ täŋo uwä mebärijin kwawak api pewä ahäneŋ.
ROM.2.29	 Nämoinik! Juda äma bureni uwä äma Juda täŋo nadäk-nadäk bänepitä yäpmäŋ kuŋarani. Ba äma Anutu täŋo kudän bänepi-ken täŋpani u. Kudän uwä Munapiktä täŋpani, baga man terak gupi moräk madäk-madäk u nämo. Äma udewani uwä ämatä nämo käwep oraŋ yämineŋ. Upäŋkaŋ Anututä ini oraŋ yämik täyak.
ROM.3.1	Unita, yäŋyabäk kubä ŋode; Jide? Juda äma uwä äma gägäni päke ukät uterakgän itkaŋ? Ba gupi moräk madäk-madäk u imaka bureni nämo? 
ROM.3.2	 Ude nämo! Juda äma u imaka mäyap yäniŋ kirewani. Anututä Juda nanikta iniken manbiŋam mebäri mebäri yäwetpäŋ yäwoŋärek täŋpewän manbiŋam unitäŋo mähemi däkŋeŋkuŋ. 
ROM.3.3	 Upäŋkaŋ Juda äbot ätu uwä man u mäde ut imiŋpäŋ Anututa nadäŋ imikinik nämo täŋkuŋo unita jide? Ude täŋkuŋo unita Anututä udegän, iniken man bian yäŋkuko u nämo iwatpäŋ Juda äma u mäde api ut yämek? 
ROM.3.4	U nämotä nämoinik! Äma kuduptagän jop manman yäkyäk täŋo mähemi itneŋo upäŋkaŋ Anutu u inipärik, yäwän bureni ahäwani mähemi itkukotä api it yäpmäŋ ärowek. Unita man kudän kubä ŋode pätak;
ROM.3.5	Nin nadäkamäŋ; Waki täktäknintä Anutu u siwoŋi-inik yäŋ kwawak pena ahäk täyak. Eruk, mebäri ude pätak u bureni täŋpäwä Anututä wakinin täŋo kowata täga niminaŋi nämo yäŋ täga yäne? (Man ŋowä äma täŋo nadäk-nadäk terak yäyat.) 
ROM.3.6	Ude nämoinik yäne! Momita kowata yämik-yämik kädet siwoŋi nämo päreko uwä jide täŋpäŋ Anututä komen ämawebe täŋo täktäk täga yäpmäŋ daniwek?
ROM.3.7	Täŋpäkaŋ äma kubätä ŋode käwep yäwek; Näkŋo jopman yäkyäknatä Anutu u man siwoŋigän yäwani yäŋ kwawak pewän ahäŋirän wäpi biŋam taŋi yäpmäk täyak. Unita Anututä jideta näka waki täŋpani yäŋ näwet täyak? 
ROM.3.8	 Man udewani uwä man jopi-inik, äma kubätä ŋode yäweko ude bumik; Eruk, waki täŋitna, kädet siwoŋi kaŋ ahäwän! Jop man u äma ätutä näkä terak wähurirä yäŋupit täyat. Man ude yäk täkaŋ unita kowata waki yäpmäkinik täŋirä api tägawek!
ROM.3.10	 Unita Anutu täŋo man ŋode kudän täwani;
ROM.3.19	Eruk, nin ŋode nadäkamäŋ; Moses täŋo baga man uwä Juda äbot ninta nimani unita nintä unitäŋo jukumani u nadäne. Baga man unitä ämawebe kudup mebärinin kwawak peŋ nimiŋirän momininta äwo täga nämo yäne. Nämoinik, äma kuduptagän Anutu iŋamiken mominin nikek unita kowata yäpmäkta biŋam täkamäŋ. 
ROM.3.20	 Mebäri unita baga man kädet iwat-iwat unitäwä Anutu iŋamiken täga nämo yäpän-siwoŋ tawäpäŋ nipmaŋpek. Nämo, baga man unitäwä mominin kwawakgän niwoŋärek täyak.
ROM.3.22	 Täktäk kädet uwä ŋode; Ämawebe kuduptagän Jesu Kristota nadäŋ imikinik täk täkaŋ unita Anututä siwoŋi ämawebe yäŋ yäŋtäreŋ yämik täyak. Uwä Juda nanikta kädet inigän kubä, ämawebe ätuta kädet kubä nämo. 
ROM.3.23	 Nämoinik, ämawebe nin kuduptagän momi täŋpani unita Anutu peŋyäŋek mähemi ukät kunum gänaŋ bok itnaŋi nämo. 
ROM.3.24	 Upäŋkaŋ Anututä bänep iron pähap, kowatani nämo täŋ nimiŋkuko uterak siwoŋi ämawebe yäŋ yäŋtäreŋ nimik täyak. Iron uwä Jesu Kristo täŋo kumäk-kumäki terak mominin ärut nimiŋkuk. 
ROM.3.25	 Täŋpäkaŋ Anututä iniken kokwawak täŋpän bam tawäkaŋ ämawebe Jesuta nadäŋ imikinik täk täkaŋ unitäŋo momini ärut yämikta Jesu iniŋ kirewän nägäri piwän kuŋkuŋ. Kädet u täŋkuko uwä Anututä nadäk siwoŋi iwatpäŋ momi täŋo kowata däpmäŋ tärek täyak yäŋ kwawak niwoŋäreŋkuk. Täŋpäkaŋ bianä iniken nadäk terak Anututä ämawebe momi täŋirä kwikinik itkaŋ yabäŋ koreŋ it yäpmäŋ äbuk. 
ROM.3.26	Yabäŋ koreŋ it yäpmäŋ äbätäŋgän eruk apiŋode ämawebe täŋo momini unitäŋo kowata däpmäŋ tärekta kädet siwoŋi kubä pewän ahäŋkuŋ. Kädet u täŋkuko unitä ŋode niwoŋäretak; Anutu ini uwä siwoŋi itkaŋ ämawebe Jesuta nadäkinik täk täkaŋ uwä siwoŋi ämawebe yäŋ yäŋtäreŋ yämik täyak.
ROM.3.28	 Bureni-inik, Anutu iŋamiken siwoŋi irit u Jesuta nadäkinik täktäk u kubä-tägän pewän ahäk täkaŋ, baga man iwat-iwat kädet uterak nämo. 
ROM.3.29	 Unita Anututä äma jidewanita siwoŋi äma yäŋ täga yäwerek? Juda ämawebe ugän? Jide? Anutu uwä Juda ämawebe täŋogän? U guŋ äbotken nanik unitäŋo Anutu nämo? Ude nämo! Anutuwä u guŋ äbot täŋo bok. 
ROM.3.30	 Imata, Anutu bureni kubä unitägän itak. Unitä Juda ämawebe gupi moräk madäwani u ba guŋ äbotken nanik, gupi moräk nämo madäwani u, kädet kubä uterakgän siwoŋi ämawebe yäŋ yäŋtäreŋ yämik täyak. Ämawebe äbot yarä uken nanik netätä Jesuta nadäkinik täk täkaŋ unita siwoŋi ämawebe yäŋ yäŋtäreŋ yämik täyak.
ROM.4.1	Eruk Abraham, Juda äbot nintäŋo oranin pähap unita nadäna. Nadäkinikta man yäkamäŋ ŋo Abraham yäpmäŋtak ba nämo? 
ROM.4.2	Abraham unitä kädet täga täŋirän uterak Anututä gäk siwoŋi äma yäŋ iwetkuk yäwänäku Abraham ini wäpi biŋam u täga yäpmäŋ akwän. Upäŋkaŋ Anutu iŋamiken siwoŋi itkuko uwä kädet ude terak nämo. 
ROM.4.3	 Unita Anutu täŋo mantä jide yäyak? U ŋode yäyak;
ROM.4.5	Upäŋkaŋ äma kubätä epän täga kubä täŋirän epän täŋo gwäki ude Anututä siwoŋi äma yäŋ täga nämo iwerek. Unita äma u jide täŋpek? U Anutu, momi ämata siwoŋi äma yäŋ yäŋtäreŋ yämani unita nadäŋ imikinik täŋpek. Ude täŋpeko uwä Anututä siwoŋi äma yäŋ yäŋtäreŋ imek. 
ROM.4.6	Man unita Devittä yäŋ-kentäŋpäŋ udegän yäŋkuk. Äma kubäkubä Anututä unitäŋo täktäki yabäŋpäŋ-nadäŋkaŋ nämo, siwoŋi äma yäŋ yäŋtäreŋ yämiŋirän oretoret nadäk täkaŋ unita man ŋode yäŋkuk;
ROM.4.10	Täŋkaŋ Abraham jide irirän Anututä siwoŋi äma yäŋ iwetkuk? Gupi moräk madäwanipäŋ ba nämo madäwanipäŋ irirän Anututä ude iwetkuk? U gupi moräk nämo madäŋkaŋ itkuk-ken ugän Anututä siwoŋi äma yäŋ yäŋtäreŋ imiŋkuk. 
ROM.4.11	 Ude iweränkaŋ eruk mäden Anututä iwerän gupi moräk madäŋkuk. Gupi moräk madäŋkuko uwä wärani kubä, kwawak ŋode iwoŋärekta; Nadäkinik intäjukun täŋkuko uterak Anututä siwoŋi äma yäŋ yäŋtäreŋ imiŋkuk. Unita Abraham uwä ämawebe gupi moräk nämo madäŋkaŋ Anututa nadäkinik täŋirä Anututä siwoŋi äma yäŋ yäŋtäreŋ yämik täyak u kuduptagän täŋo orani pähap. 
ROM.4.12	 Ba Juda äma ätu gupi moräk madäwani imaka, unitäŋo orani pähap. Upäŋkaŋ gupi moräk madäwani unitägän täŋpewän orani pähap nämo täyak. Nämo, gupi moräk nämo madäŋkaŋ nadäkinik Abrahamtä intäjukun täŋkuko udegän täŋpeŋ kuŋat täkaŋ unita yäŋpäŋ orani yäŋ täga yäneŋ.
ROM.4.14	 Täŋpäkaŋ baga man iwat-iwat kädet uterakgän Anututä imaka iwoyäwani u täga yäpneŋo u bureni täŋpänä eruk nadäkinik u imaka jopi ude täŋpek. Täŋirän Anutu täŋo yäŋkehäromtak man Abraham iwetkuko u imaka, mewuni ude täŋpek. 
ROM.4.15	 U imata, baga man uwä Anutu täŋo kokwawak pewän ahäk täkaŋ, ämatä baga u kudup täga nämo buramik täkaŋ unita. Täŋ, baga man nämo ireko uwä baga irepmit-irepmit u imaka, nämo irek.
ROM.4.17	 Unita Anutu täŋo man ŋode kudän täwani; Näk gäk täŋpewa ämawebe komeni komeni mäden ahäŋ yäpmäŋ kunayäŋ täkaŋ unitäŋo orani pähap ude itan. Eruk, yäŋkehäromtak man uwä Anutu Abrahamtä nadäŋ imikinik täŋkuko u iŋamiken kehäromi itak. Anutu uwä kumbani-ken nanik täŋkodak täwani, ba imaka nämo ahäwanipäŋ yäŋpewän ahäwani.
ROM.4.19	 Eruk Abraham obaŋ 100 ude bumik täŋirän gupita nadäŋirän kumbani täŋo bumik täŋkuk. Ba webeni Saratä äruŋ it yäpmäŋ äbäŋirän nanak bäyak-bäyak kadäni täreŋirän kaŋpäŋ nadäŋkuk. Upäŋkaŋ nadäkiniki nämo pewän putäreŋkuk. 
ROM.4.20	Nadäkiniki nämo pewän putärewäpäŋ Anututä imaka ude api täŋ gamet yäŋ yäŋkehäromtak man iwetkuko unita bänep yarä nämo nadäŋkuk. Nämoinik, u nadäkiniki täŋkehärom taŋpäŋ Anutu iniŋ oretkuk. 
ROM.4.21	Täŋpäŋ ŋode nadäŋkuk; Anutu yäŋkehäromtak man näwetkuko udegän täga api täŋ namek yäŋ nadäkinik täŋkuk. 
ROM.4.22	 Ude nadäŋkuko unita Anututä Abraham täŋo nadäkiniki kaŋpäŋ siwoŋi äma yäŋ yäŋtäreŋ imiŋkuk.
ROM.4.23	Täŋpäkaŋ ‘siwoŋi äma yäŋ yäŋtäreŋ imiŋkuk’, man ude kudän täwani uwä Abraham-tagän nämo yäŋkuk. 
ROM.4.24	 Nämo, ämawebe Anutu, Jesu Ekäninin kumbani-ken nanik yäpmäŋ päŋaku teŋkuko unita nadäkinik täk täkamäŋ unita nikek bok yäŋkuk. 
ROM.4.25	 Täŋpäkaŋ Jesu u momininta yäŋpäŋ kumäkta Anututä iniŋ kireŋkuk. Täŋpäŋ täŋkodak täŋpewän akuŋkuko uterak siwoŋi ämawebe yäŋ yäŋtäreŋ nimani.
ROM.5.2	 Täŋpäkaŋ Anutu täŋo orakoraki uterak apiŋo itkamäŋ uwä Jesutä nadäkiniknin unita yäŋpäŋ kädet täwit nimiŋpäŋ uken nipmaŋkuk. Ude täŋkuko unita Anutu-kät kunum gänaŋ bok itta oretoret terak itsämäŋkamäŋ! 
ROM.5.3	 Ba ugän nämo. Bäräpi ahäŋ nimik täkaŋ unita imaka, oretoret täk täkamäŋ. U imata, bäräpi udewanitä ehutpäŋ kuŋat-kuŋat kädet pewän ahäŋ nimik täkaŋ yäŋ nadäk täkamäŋ. 
ROM.5.4	Täŋpäkaŋ bäräpi gänaŋ ehutpäŋ kuŋat-kuŋat unitä täŋpewän äma bureni äworek täkamäŋ. Eruk, äma bureni äworeŋpäŋä nadäkinik kehäromi ŋode täk täkamäŋ; Imaka iwoyäŋ nimani u bureni api yäpne yäŋ nadäk täkamäŋ. 
ROM.5.5	 Täŋpäkaŋ nadäk udewaniwä jopi nämoinik täk täyak. Nämo, unita yäŋpäŋ bänepnin-ken tägagän nadäk täkamäŋ. U imata, Anututä nadäŋ nimikinik täŋpäŋ Munapiki jop niniŋ kireŋkuk. Täŋirän Munapik unitä Anutu täŋo bänep iron pähap bänepnin-ken tokŋek-inik pewän ahäŋ nimiŋkuk.
ROM.5.6	Täŋpäkaŋ nin ninin täŋkentäkta kehärominin kubä nämo pat nimänpäŋ ämawebe wakiinik pen iritna Kristotä ninta yäŋpäŋ kadäni siwoŋi-ken kumbuk. 
ROM.5.7	Kristotä ude täŋkuko uwä inide kubä täŋ nimiŋkuk, nintä tänero ude nämo. Ninken nanik kubätä äma siwoŋi täŋkentäkta yäŋpäŋ iniken gupi kumäkta täga nämo iniŋ kirewek. Ba äma tägagämän kubä täŋkentäkta äma kubätä bänepi täŋkehärom taŋpäŋ iniken gupi kumäkta käwep iniŋ kirewek. 
ROM.5.8	 Täŋ, Kristowä nin momi äma wakiinik pen iritna nin täŋkentäkta kumbuk. Ude täŋkuko unitä bureni-inik ŋode niwoŋäretak; Anutu nadäŋ nimikinik täk täyak.
ROM.5.10	 Täŋpäkaŋ äneŋi ŋode yäkgän täŋpa; Nin Anutu-kät iwan täŋpäŋ iritna Nanaki täŋo kumäk-kumäki terak ninkät Anutu inikät bämopnin-ken bänep kubägän irit kädet pewän ahäŋkuk. Eruk, apiŋo Anutu-kät bänep kubägän kuŋat täkamäŋ unita imata kokwawaki-ken nanik täga nämo api nimagurek? Nämo, u bureni-inik api nimagurek, Nanaki kodak taŋkuko itak unita yäŋpäŋ. 
ROM.5.11	Ba ugän nämo, Anututä Ekäni Jesu Kristota yäŋpäŋ inikät nin bämopnin-ken bänep kubägän pewän ahäŋkuko unita Anututa oretoret pähap nadäk täkamäŋ.
ROM.5.13	 Täŋpäkaŋ Moses täŋo baga man nämo itkuk-ken uken momi täktäk kädet uku itkuk. Momi itkukopäŋ baga man nämo itkuko unita kadäni uken Anututä momini kubäkubä täŋo wäpi nämo yäpmäŋ daniŋ yämik täŋkukonik. 
ROM.5.14	 Nämo, u Adam täŋo noriye unita kumbuŋ. Yäput peŋpäŋ Adamtä itkuk-ken unitä it päbä Moses täŋo kadäni-ken kumäŋ-kumäŋtä ämawebe kudup koreŋkuk. Täŋpäkaŋ Adam uwä Anutu täŋo jukuman irepmitpäŋ kumbuk. Täŋ, ämawebe momi Adamtä täŋkuko udegän nämo täŋpani u imaka, kumäŋ-kumäŋtä koreŋkuk. Unita ŋode nadäna; Adam uwä äma mäden ahäwayäŋ täŋkuko unitäŋo wärani.
ROM.5.15	Upäŋkaŋ Anutu täŋo iron pähap u ba Adam täŋo momi uwä kubägän nämo. Nämoinik, u inigän inigän. Äma kubä unitäŋo momitä ämawebe kuduptagän-ken kumäŋ-kumäŋ kädet pewän ahäŋkuk. Ude upäŋkaŋ iron pähap Anututä pewän ahäŋkuko uwä ärowani-inik. U kumäŋ-kumäŋ täŋo kehäromi irepmitpäŋ ämawebe mäyap-ken tokŋeŋ patkuk. Bureni-inik, äma kubä wäpi Jesu Kristo unitäŋo iron terak ämawebe mäyap-iniktä irit kehäromita biŋam täŋkuŋ. 
ROM.5.16	Täŋpäkaŋ Adamtä momi kubägän täŋirän manken iritta biŋam täŋkuk. Upäŋkaŋ Anutu täŋo iron pähap uwä inipärik kubä. Ämawebetä momi mäyap täŋ yäpmäŋ äbäŋirä iron pähap u ahäŋkuk. Iron pähap ahäŋkuko unitä momi ämawebe u Anutu iŋamiken siwoŋigän itta kädet pewän ahäŋkuk. 
ROM.5.17	Eruk äneŋi ŋode yäkgän täŋpa; Äma kubätä momi täŋkuko uterak kumäŋ-kumäŋtä äma kuduptagänta ärowani täŋ yämiŋkuk. Täŋ, äma kubä wäpi Jesu Kristo unitä epän täŋkuko unitäŋo bureni u ärowani inipärik kubä! Uwä ŋode; Ämawebe Anutu täŋo iron tokŋek yäpmäŋirä Anututä siwoŋi ämawebe yäŋ yäŋtäreŋ yämik täyak, ämawebe unitä Jesu Kristo täŋo epän terak imaka kuduptagänta intäjukun it yämiŋpäŋ kehäromi nikek kuŋat täkaŋ.
ROM.5.19	 Ba äma kubätä Anutu täŋo jukuman irepmitkuko unitä ämawebe kudup momi-ken yepmaŋkuk. U udegän äma kubätä Anutu täŋo jukuman buramiŋkuko uterak ämawebe mäyap siwoŋi ämawebe yäŋ yäŋtäreŋ yämani ude api itneŋ.
ROM.5.21	 Momi täktäktä kumäŋ-kumäŋ kädet pewän ahäŋkuko unitä intäjukun itkuk. Upäŋkaŋ Anutu täŋo iron pähaptä nin iŋamiken yäpän-siwoŋ tawäpäŋ nipmaŋpäŋ Ekäninin Jesu Kristo täŋo epäni uterakgän irit kehäromi u iwoyäŋ nimiŋkuk. Ude täŋkuko unita apiŋowä Anutu täŋo irontä irepmitpäŋ intäjukun ärowani-inik itak.
ROM.6.2	 Ude yänaŋi nämo. Nämoinik! Nin momi kädawä kumbani ude itkamäŋ upäŋ imata gwäk pimiŋpäŋ momi kädet ugän wari täne? 
ROM.6.3	 Unita ŋode nämo käwep nadäk täkaŋ? Nin ume yäpumäŋ-ken uken Kristo yäpurärätkumäŋo udegän nin kudup kumäk-kumäki terak bok kumbumäŋ. 
ROM.6.4	 Unita ume ärut-ärutnin-ken Kristo-kät bok kumäŋpäŋ awaŋ gänaŋ äpmoŋkumäŋ. U jop nämo, mebäri ŋodeta; Anutu Nan iniken kehäromini inipärik kubä uterak Kristo kumbani-ken nanik yäpmäŋ akuŋpäŋ kodak teŋkuko itak udegän nin irit kodaki kudupi kubä kuŋatneta kumbani-ken nanik nimagutkuk.
ROM.6.6	 Unita nin nadäkamäŋ; Bänepnin biani täŋo irit kuŋat-kuŋat u päya kwakäp terak Jesu-kät bok kumbuŋo u mebäri ŋodeta kumbuŋ; Nin momita watä epän äneŋi nämo täneta irit kuŋat-kuŋat bänepnin biani unitäŋo kehäromi däpmäŋ täreŋkuk. 
ROM.6.7	 U imata, momi täŋo kehäromitä äma kumbani täga nämo imagurek.
ROM.6.8	Eruk, nin Kristo-kät bok kumbumäŋo unita ukät bok api it yäpmäŋ kune yäŋ nadäkinik täkamäŋ. 
ROM.6.9	U imata, Kristo kumbani-ken nanik äneŋi akuŋkuko unita äneŋi täga nämo api kumbek yäŋ nadäkamäŋ. Bureni, kumäŋ-kumäŋtä Kristo täŋo kehäromi yäpmäŋ äpäkta kehäromini nämo. 
ROM.6.10	 U kadäni kubägän kumäŋpäŋ momi täŋo kehäromi u täŋpän wawäpäŋ peŋkuko itak. Täŋkaŋ kodak taŋpäŋ akuŋkuko Anutu oraŋ imiktagän it täyak. 
ROM.6.11	 Unita in udegän, injinta ŋode nadäneŋ; Nin Jesu-kät bok kumbumäŋo unita apiŋo momitä ärowani nämo täŋ nimitak. Nämoinik, nin Kristo Jesu-kät kubägän itpäŋ Anutu oraŋ imiktagän itkamäŋ. Nadäk ude iŋitpäŋ kaŋ kuŋarut.
ROM.6.13	 Ba in ketjin kuroŋjin momita watä epän täŋ imikta nämo iniŋ kireneŋ. Nämo, in äma kumäŋ-kumäŋ-ken nanik akuŋpäŋ kodak irani udewani unita gupjin nadäk-nadäkjin kudup Anututa biŋam iniŋ kireŋpäŋ siwoŋita watä epän ugän täŋpeŋ kuŋatneŋ. 
ROM.6.14	 In nadäkaŋ? In baga man terak nämo itkaŋ. In Anutu täŋo bänep iron uterak itkaŋ unita momitä inta ärowani nämo it tamek.
