GEN.1.1	Er pen kenta Doue a grouaz an env hag an douar.
EPH.6.7	o servicha gant karantez an Aotrou, eleac’h servicha an dud hep‐ken; 
EPH.6.8	o c’houzout penaos pep hini, pe hen a zo esclav, pe hen a zo den libr, a recevo digant an Aotrou hervez ar mad hen devezo great. 
EPH.6.9	Ha c’houi, mistri, grit ar memeus tra en ho c’henver, ha lezit ar gourdrouzou, o c’houzout penaos hoc’h euz evel‐d’he eur Mestr en env, ha 
EPH.6.10	A‐hend‐all, va breudeur, en em grenvait en Aotrou, hag en he nerz holl‐c’halloudec. 
EPH.6.11	Gwiskit varnoc’h holl armou Doue, evit ma c’hellot stourm kalet ouz finessaou an diaoul. 
EPH.6.12	Rag n’e ket a‐enep ar c’hig hag ar goad hon euz da gombati, mes a‐enep ar princelezou, a‐enep ar puissansou, a‐enep prinsed an devalijen euz ar bed‐man, a‐enep ar puissansou spirituel euz an droug el leac’hiou celestiel. 
EPH.6.13	Rag‐se kemerit holl armou Doue, evit ma c’hellot derc’hel stard en devez fall, ha goude beza trec’het pep tra, choum en ho sa. 
EPH.6.14	Bezit eta ferm, gouriz ar wirionez en‐dro d’ho kroazellou, ha gwisket gant cuirassen ar justis, 
EPH.6.15	gwisket en ho treid gant ar garantez euz a Aviel ar peoc’h; 
EPH.6.16	o kemer, dreist‐holl, tiren ar feiz, gant pehini ec’h hellot dalla holl flemmou tanus an droukspered. 
EPH.6.17	Kemerit ive tokhouarn ar zilvidigez, ha kleze ar Spered, pehini eo ger Doue; 
EPH.6.18	o pedi bepred gant pep seurt peden ha supplication dre ar Spered; o veillia var gementse gant pep perseverans, hag o pedi evit an holl Zent, 
EPH.6.19	hag evidoun‐me ive, evit ma vezo roet d’in ar galloud da gomz em liberte, ha gant hardiegez, evit rei da anaoud myster an Aviel, 
EPH.6.20	evit pehini e ran ar garg a gannad er chadennou, evit ma c’hellin komz euz anezhan gant hardiegez, evel ma tlean hen ober.
EPH.6.21	Hogen, evit ma ouezot ive ar pez a zell ouzin, hag ar pez a ran, Tychikus, ar breur muia‐karet, hag ar ministr fidel en Aotrou, a roi deoc’h da anaoud pep tra. 
EPH.6.22	Hen kasset em euz deoc’h espres, evit ma ouezot ar pez a zell ouzomp, ha ma consolo ho calonou. 
EPH.6.23	Ra vezo ar peoc’h, ar garantez assambles gant ar feiz var ar breudeur, a‐berz Doue an Tad, hag an Aotrou Jesus‐Christ! 
EPH.6.24	Gras d’ar re holl a gar hon Aotrou Jesus‐Christ, 
PHP.1.1	Paol ha Timoteus, servicherien Jesus‐Christ, d’an holl zent en Jesus‐Christ, pere a zo en Philippos, d’an eskibien ha d’an diaconed: 
PHP.1.2	Gras ha peoc’h deoc’h digant Doue hon Tad, ha digant Jesus‐Christ hon Aotrou!
PHP.1.3	Renta a ran grasou d’am Doue, ken alies ha ma teu sonj d’in ac’hanoc’h; 
PHP.1.4	o pedi evidoc’h holl bepred gant joa em holl bedennou, 
PHP.1.5	abalamour d’ho karantez holl assambles evit an Aviel, abaoe an deiz kenta bete vreman; 
PHP.1.6	o kaoud ar greden ferm penaos an Hini hen deuz commanset an œuvrvad‐se enoc’h, a blijo ganthan he feur‐ober bete deiz Jesus‐Christ. 
PHP.1.7	Hadleeteo d’in kaoud ar zantimant‐se ac’hanoc’h‐hu holl, rag, em liammou, hag 
PHP.1.8	Rag Doue a zo test d’in pegement e karan ac’hanoc’h holl a‐greiz calon en Jesus‐Christ. 
PHP.1.9	Hag ar pez a c’houlennan, 
PHP.1.10	evit ma c’hellot, e pep tra, anaoud petra eo ar gwella, evit ma veot pur ha direbech evit dervez ar C’hrist, 
PHP.1.11	o veza leun euz a frouez ar justis dre Jesus‐Christ, evit gloar ha meuleudi Doue.
PHP.1.12	Koulskoude, breudeur, e fell d’in e ouefac’h penaos, kement a zo c’hoarvezet ganen, a zo troet kentoc’h evit avansamant an Aviel; 
PHP.1.13	en hevelep doare m’az eo deuet va liammou, dre Jesus‐Christ, da veza brudet er pretouar hag e leac’h all, dre holl; 
PHP.1.14	ha penaos an darn vraz euz ar breudeur en Aotrou, o veza bet rentet calounec dre va liammou, a gred prezeg ar gomz hardizoc’h, 
PHP.1.15	Beza ez euz lod, evit gwir, hag a brezeg ar C’hrist dre anvi ha dre zisput; ha lod all her gra gant karantez. 
PHP.1.16	Darn a brezeg ar C’hrist gant ar c’hoant da gontesti, heb lealded, o sonjal creski va foan em liammou; 
PHP.1.17	mes ar re all 
PHP.1.18	Ha fors a zo? en pe feçon‐benag ma vez, pe dre eur zeblant a garantez, pe en gwirionez, ar C’hrist a zo prezeget; hag en em rejouissa a ran, hag en em rejouissa a rin c’hoas a gement‐se. 
PHP.1.19	Rag gouzoud a ran penaos kement‐se, a droio d’am zilvidigez dre ho pedennou, ha 
PHP.1.20	hervez ar pez a c’hortozan ferm, hag an esperans em euz penaos, na vezin ket mezekeet e tra e‐bed, mes penaos, gant peb assurans, ar C’hrist pehini a zo bet a viskoas glorifiet em c’horf, a vezo c’hoas glorifiet breman, pe dre 
PHP.1.21	Rag evidoun‐me, ar C’hrist 
PHP.1.22	Hogen, na ouzon ket ha mad 
PHP.1.23	Rag gwasket oun a bep 
PHP.1.24	a‐hend‐all talvoudussoc’h 
PHP.1.25	Ha creden vad em euz e choumin, hag e rin va demeurans ganeoc’h holl, evit hoc’h avansamant hag ho choa er feiz, 
PHP.1.26	evit ma ho pezo enoun, pa zistroin en ho touez, leac’h d’en em c’hlorifia en pep tra en Jesus‐Christ.
PHP.1.27	En em gomportit, da vihana, en eun doare dign euz a Aviel ar C’hrist, evit, pe e teuin d’ho kwelet, pe e vezin pell diouzoc’h, ma klevin lavaret ac’hanoc’h, penaos e choumit stard en eur memeus spered, o combatti gant eur memeus ene, evit ar feiz euz an Aviel, heb beza spountet e doare e‐bed gant hoc’h enebourien, 
PHP.1.28	ar pez a zo evithe eur zin anat a gollidigez; mes evidoc’h 
PHP.1.29	rag roet hen deuz deoc’h ar c’hras, abalamour d’ar C’hrist, n’e ket hep‐ken da gridi enhan, mes ive da zouffr evithan, 
PHP.1.30	o combatti ar memeus combat en pehini hoc’h euz gwelet ac’hanoun hag e klevit emoun c’hoas breman.
PHP.2.2	lakit va joa da veza parfet, o veza a‐unan etrezoc’h, o kaoud ar memeus karantez, ar memeus ene, ar memeus santimant; 
PHP.2.3	na 
PHP.2.4	Na zellit ket pep hini ac’hanoc’h ouz hoc’h 
PHP.2.5	Bezit enoc’h ar memeus santimanchou evel Jesus‐Christ, 
PHP.2.6	pehini o veza en doare eun Doue, n’hen deuz ket klasket evel eur preiz da dapout, beza par da Zoue; 
PHP.2.7	mes en em divisket eo bet heunan, en eur gemer doare eur servicher, o tond da veza henvel ouz an dud; 
PHP.2.8	hag, o veza kemeret form eun den, ez eo en em izeleet, o tond da veza sentus beteg ar maro, ha zo‐ken maro ar groaz. 
PHP.2.9	Abalamour da ze ive, Doue hen deuz hueleet meurbed anezhan, hag hen deuz roet dezhan eun hano hag 
PHP.2.10	evit ma teuio peb glin da blega en hano Jesus, en env, ha var an douar, ha dindan an douar, 
PHP.2.11	ha ma teuio pep teod da anzav penaos Jesus‐Christ 
PHP.2.12	Dre‐ze, va 
PHP.2.13	rag Doue eo a ro deoc’h ar volontez hag ar galloud, evel ma plij ganthan. 
PHP.2.14	Grit pep tra heb murmuri hag 
PHP.2.15	evit ma viot direbech, heb tarch e‐bed, bugale da Zoue, didamal e‐kreiz eur raç corrompet ha fallacr, etouez pere e lugernit evel goulou er bed, o tigas 
PHP.2.16	en hevelep doare ma c’hellin, en dervez ar C’hrist, en em c’hlorifia, dre n’am bezo ket redet, na labouret en vên. 
PHP.2.17	Ha memeus mar deu 
PHP.2.18	C’houi ive evel‐se, kemerit levenez, hag en em rejouissit assambles ganen.
PHP.2.19	Hogen esperoud a ran, en Aotrou Jesus‐Christ, e kassin hep‐dale Timoteus d’ho kavoud, evit m’am bezo ive courach, o klevet deuz ho kelou. 
PHP.2.20	Rag n’am euz den hag a vez ken accord ganen, evit kemer sourci a‐walc’h euz ar pez a zell ouzoc’h; 
PHP.2.21	rag holl e klaskont ho 
PHP.2.22	Gouzoud a rit ez eo bet amprouvet, pa’z eo gwir ez eo en em lakeat assambles ganen e servich an Aviel, evel eur bugel 
PHP.2.23	Esper em euz eta d’hen kas d’
PHP.2.24	ha beza em euz fizians en Aotrou, penaos e teuin ive va‐unan hep‐dale. 
PHP.2.25	Mes sonjet em euz 
PHP.2.26	rag eur c’hoant vraz hen doa d’ho 
PHP.2.27	Klanv eo bet, en gwirionez, 
PHP.2.28	Kasset em euz eta anezhan gant kalz a hast, evit m’ho pezo joa ouz hen gwelet, ha m’am bezo 
PHP.2.29	Digemerit eta anezhan en Aotrou gant pep levenez, ha diskouezit eun istim vraz evit ar seurt tud‐se. 
PHP.2.30	Rag bet eo tost d’ar maro evit œuvrar C’hrist, o veza lakeat he vuez en danjer, evit gallout renta d’in ar zervich ne oac’h ket hoc’h‐unan evit renta.
PHP.3.1	A‐hend‐all, va breudeur, en em rejouissit en Aotrou. Ne skuizan ket, evidoun‐me, o scriva deoc’h ar memeus traou, hag evidoc’h‐hu, 
PHP.3.2	Likit evez ouz ar chass; likit evez ouz an droug‐oberourien; likit evez ouz ar 
PHP.3.3	Rag ni eo ar 
PHP.3.4	petra‐benag ma c’halljen‐me ive kaout fizians er c’hig. Mar d’euz unan‐benag hag a zonj dezhan ec’h hell fizioud er c’hig, 
PHP.3.5	 circonciset an eizved devez, euz a lignez Israel, hag euz a dribu Benjamin, eun Hebreat, ganet euz eun Hebreat; evit ar pez a zell al lezen, eur Farizian; 
PHP.3.6	evit ar pez a zell va aket e‐kenver 
PHP.3.7	Mes an traou‐ze holl, pere a oa eur gounid evidoun, em euz ho c’honsideret 
PHP.3.8	Ouzpen‐ze, evel eur c’holl e consideran pep tra, abalamour da excellans an anaoudegez euz a Jesus‐Christ, va Aotrou, evit pehini em euz kollet pep tra, hag ho c’honsideri a ran 
PHP.3.9	ha beza kavet enhan, o kaout nann va justis va‐unan, 
PHP.3.10	evit ma c’hallin anaoud 
PHP.3.11	evit erruout, mar gallan, da resurrection ar re varo. 
PHP.3.12	N’e ket ma ven dija erruet beteg 
PHP.3.13	Breudeur, evidoun‐me, a ziwall da gredi em befe 
PHP.3.14	mes setu aman ar pez 
PHP.3.15	Ni holl eta pere 
PHP.3.16	Koulskoude er poent m’az omp erruet, kerzomp hervez ar memeus reglen, 
PHP.3.17	Breudeur, heullit holl an exempl a roan deoc’h, ha sellit ouz ar re a vale hervez ar skouer hoc’h euz enomp. 
PHP.3.18	Rag beza ez euz kalz, hen lavaret em euz deoc’h alies, ha breman hen lavaran adare, en eur wela, hag a vale evel enebourien euz a groaz ar C’hrist; 
PHP.3.19	ar fin euz ar re‐ze 
PHP.3.20	Mes evidomp‐ni a zo bourc’hizien an env; a be leach ive e c’hortozomp ar Zalver, an Aotrou Jesus‐Christ, 
PHP.3.21	pehini a chencho hor c’horf vil, evit ma teui da veza henvel ouz he gorf glorius, hervez ar galloud hen deuz da lakaad pep tra da blega dezhan.
PHP.4.1	Dre‐ze, va breudeur ker ha deziret meurbed, 
PHP.4.2	Me a bed Evodias, hag a bed Sintyke, da gaoud ar memeus santimant en Aotrou. 
PHP.4.3	Pedi a ran ac’hanoud‐te ive, va c’hen‐labourer gwirion, da zicour ar 
PHP.4.4	En em rejouissit bepred en Aotrou; 
PHP.4.5	Ra vezo anavezet ho tousder gantan holl dud. An Aotrou 
PHP.4.6	Na vezit sourciet gant netra, mes, en peb occasion, lakit ho koulennou dirag Doue, dre bedennou ha supplicationou gant actionou a c’hras, hag ar peoc’h a Zoue, 
PHP.4.7	pehini a dremen peb ententamant, a ziwallo ho calonou hag ho sonjezonou en Jesus‐Christ.
PHP.4.8	A‐hend‐all, breudeur, 
PHP.4.9	Ho desket hoc’h euz ive, ho recevet hag ho c’hlevet 
PHP.4.10	Hogen, braz eo bet va joa en Aotrou, o veza m’hoc’h euz lakeat da renevezi ho karantez evidoun; evit gwir e sonjec’h enoun, mes an occasion a vanke deoc’h. 
PHP.4.11	Na lavaran ket kement‐se abalamour 
PHP.4.12	Gouzoud a ran beza en eur stad izel, gouzoud a ran ive beza en abondans; en holl ha dre holl em euz desket beza rassaziet ha kaoud naoun; beza en abondans, ha beza en dienez. 
PHP.4.13	Gallout a ran pep tra dre ar C’hrist, pehini a ro nerz d’in. 
PHP.4.14	Koulskoude mad hoc’h euz great kemer lod ganen em affliction. 
PHP.4.15	Gouzout mad a rit ive, Philippied, penaos goude ma oat commanset 
PHP.4.16	hamemeus, pa oann en Thessalonika, hoc’h euz digasset d’in eur vech, ha 
PHP.4.17	N’e ket ma klaskfen presanchou, mes klask a ran lakaad da greski ar frouez a dleit da gaoud euz a gement‐se. 
PHP.4.18	Hogen, recevet em euz pep tra, hag emoun en abondans; karget oun bet 
PHP.4.19	Ha va Doue a bourveo ive d’hoc’h holl ezomou, hervez he binvidigezou, gant gloar, en Jesus‐Christ. 
PHP.4.20	Hogen, da Zoue, hon Tad, 
PHP.4.21	Saludit an holl Zent en Jesus‐Christ; ar breudeur 
PHP.4.22	An holl Zent a zalud ac’hanoc’h, ha dreist‐holl ar re 
COL.1.1	Paol, abostol Jesus‐Christ, dre volontez Doue, ha Timoteus 
COL.1.2	d’ar breudeur er C’hrist, ar zent hag an dud fidel a zo en Colossa. Gras ha peoc’h deoc’h digant Doue hon Tad, ha 
COL.1.3	Renta a reomp grasou da Zoue, Tad hon Aotrou Jesus‐Christ, er pedennou a reomp heb ehan evidoc’h, 
COL.1.4	o veza klevet komz euz ho feiz en Jesus‐Christ, hag euz ar garantez 
COL.1.5	abalamour d’an esperans a zo miret deoc’h en envou, euz a behini hoc’h euz bet anaoudegez a‐ziaraog dre ar gomz a wirionez euz an Aviel, 
COL.1.6	pehini a zo en ho touez, evel ive er bed holl, hag a zoug frouez eno, evel ive en ho touez, abaoe an deiz m’hoc’h euz her c’hlevet, ha m’hoc’h euz anavezet gras Doue er wirionez; 
COL.1.7	evel ma hoc’h euz ive hen desket gant Epaphras, hor c’hen‐zervicher karet‐mad, pehini a zo evidoc’h eur ministr fidel euz ar C’hrist, 
COL.1.8	ha pehini hen deuz roet deomp da anaoud ho karantez hervez ar Spered. 
COL.1.9	Dre‐ze ni ive adaleg an deiz ma hon euz klevet 
COL.1.10	en hevelep doare ma valeot en eun doare dign euz an Aotrou, evit plijoud 
COL.1.11	o veza krenveet en pep doare hervez he c’halloud glorius, evit 
COL.1.12	o renta grasou d’an Tad, pehini hen deuz hon rentet capabl da gaout lod euz a heritach ar zent er sclerijen; 
COL.1.13	pehini hen deuz hon delivret euz a c’halloud an devalijen, hag hen deuz 
COL.1.14	en pehini hon euz ar redemption dre he oad, ar pardon euz ar pec’hejou.
COL.1.15	Hen eo an imach euz an Doue invisibl, ar c’henta‐ganet euz an holl grouadurien. 
COL.1.16	Rag dreizhan eo bet crouet an holl draou pere 
COL.1.17	Hen a zo araog pep tra, ha pep tra dreizhan a gendalc’h en he za. 
COL.1.18	Hag hen eo ar pen euz a gorf an Iliz; hen eo ar pen‐kenta, ar c’hentaganet a‐douez ar re varo, evit ma talc’ho ar plas kenta en pep tra. 
COL.1.19	Rag plijet eo bet 
COL.1.20	hag unani dreizhan pep tra ganthan he‐unan, o veza roet ar peoc’h, dre ar goad euz he groaz, ken d’an traou 
COL.1.21	C’houi ive, pere gwech‐all a oa estranjourien hag enebourien dre ho sonjezonou ha dre hoc’h oberou fall, 
COL.1.22	a zo bet unanet ganthan, erc’horf euz he gig, dre he varo, evit ho lakaad dirazhan santel, pur ha didamal; 
COL.1.23	gant ma teuot da genderc’hel fontet er feiz ha ferm en ho sa, heb dilezel an esperans euz an Aviel hoc’h euz klevet, pehini a zo bet prezeget da bep crouadur dindan an env, 
COL.1.24	En em rejouissa a ran breman em souffransou evidoc’h, hag e peur‐achuan da zouffr em c’hig ar rest euz a boaniou Jesus‐Christ evit he gorf, pehini eo an Iliz, 
COL.1.25	euz a behini ez oun bet great ministr, hervez ar garg hen deuzroet Doue d’in en ho kenver, evit discleria deoc’h ger Doue pen‐da‐ben, 
COL.1.26	ar myster a oa kuzet en holl amzeriou hag 
COL.1.27	da bere eo bet plijet gant Doue rei da anaoud pegen pinvidic 
COL.1.28	Hen eo an hini a brezegomp, oc’h exhorti peb den, hag o teski peb den en peb furnez, evit renta peb den parfet en Jesus‐Christ. 
COL.1.29	Evit se ive eo e labouran, o combatti dre he vertuz, pehini a labour nerzus enoun.
COL.2.1	Rag me a fell d’in e teufec’h da c’houzout pegen braz eo ar gombat em euz da zouten evidoc’h, hag evit ar 
COL.2.2	Evit ma vezo consolet ho c’halonou, hag unanet assambles er garantez, evit beza pinvidikeet euz a eun ententamant vad, evit anaoud myster Doue an Tad, hag ar C’hrist, 
COL.2.3	en pehini ema dastumet an holl denzoriou euz ar furnez hag euz ar skiant. 
COL.2.4	Kement‐man a lavaran, evit na deui den d’ho trompla gant komzou kaer. 
COL.2.5	Rag, mar d’oun pell diouzoc’h a gorf, emoun prezant en ho touez a spered, leun a joa, o velet an urz vad en ho touez, hag ho feiz stard er C’hrist.
COL.2.6	Evel eta ma hoc’h euz recevet Jesus‐Christ an Aotrou, baleit assambles ganthan, 
COL.2.7	o veza griziennet ha fontet enhan, ha krenveet er feiz, evel ma oc’h bet desket, o creski enhi, gant actionou a c’hras.
COL.2.8	Likit evez na zeufe den da c’hounid ac’hanoc’h dre philosophi ha touellerez goullo, hervez giz an dud, hervez kenta kenteliou ar bed, ha nann hervez ar C’hrist. 
COL.2.9	Rag enhan ema an holl leunder euz an divinite o choum en eur c’horf. 
COL.2.10	Ha c’houi hoc’h euz pep leunder enhan, pehini eo ar pen euz a bep princelez hag a bep galloud. 
COL.2.11	Enhan ive oc’h bet circonciset, gant eur circoncision great hep dorn e‐bed, en eur delivra ar c’horf euz a bec’hejou ar c’hig, 
COL.2.12	o veza bet sebeliet assambles ganthan er vadiziant; enhan ive ez oc’h resussitet, drear feiz en galloud Doue, pehini hen deuz resussitet anezhan a‐douez ar re varo. 
COL.2.13	Ha pa oac’h maro en ho pec’hejou hag en ho kig dicirconcis, hen deuz ho tigasset d’ar vuez assambles ganthan, o veza pardonet deoc’h hoc’h holl bec’hejou. 
COL.2.14	Effacet hen deuz ar pez 
COL.2.15	o veza divisket ar princelezou hag ar puissansou, lakeat hen deuz anezhe da spectacl dirag an holl, o veza ho zrec’het var ar 
COL.2.16	Diwallo den d’ho condaoni divarben an debri pe an eva, pe divarben eun devez gouel, pe eul loar nevez pe deiziou ar sabbat; 
COL.2.17	an traou‐ze a oa ar skeuden euz 
COL.2.18	Diwallo den da lemmel diganeoc’h ho recompans dre eur 
COL.2.19	hag heb en em derc’hel stag ouz ar pen, euz a behini e teu ar c’horf, unanet gant ar mellou hag al liammou, da greski euz eur greskadurez hervez Doue.
COL.2.20	Mar d’oc’h eta maro assambles gant ar C’hrist, evit ar pez a zell an diskadurez dister euz ar bed‐man, perag e karger ac’hanoc’h euz an ordrenansou‐ze, evel pa vijec’h c’hoas o veva er bed? 
COL.2.21	: Na zebr ket, na danva ket, na douch ket; 
COL.2.22	(
COL.2.23	 pere ho deuz evit‐gwir eur zeblant a furnez, o veza eur servich a volontez‐vad, great gant eun 
COL.3.1	Mar d’och eta resussitet assambles gant ar C’hrist, klaskit an traou a zo d’an neac’h, en pe leac’h ema ar C’hrist azezet a‐zeo da Zoue. 
COL.3.2	Likit ho karantez en traou 
COL.3.3	rag maro oc’h, hag ho puez a zo kuzet gant ar C’hrist en Doue; 
COL.3.4	mes pa zeuio ar C’hrist, 
COL.3.5	Lakit eta da vervel en hoc’h izili kement a zo euz an douar, al lubricite, an impurete, ar gwall‐ioulou, an deziriou fall, hag an avaristed, pehini a zo eun idolatriach; 
COL.3.6	 evit an traou‐ze 
COL.3.7	en traou‐ze hoc’h euz ive baleet gwech‐all, pa oac’h o veva enhe. 
COL.3.8	Mes breman c’houi ive dilezit anezhe holl: ar goler, ar gassoni, an drougviez, ar gwall‐deodadou, ar c’homzou udur; 
COL.3.9	Na livirit ket a c’hevier an eil d’egile; p’az oc’h en em divisket euz an den koz, hag euz he oberou, 
COL.3.10	ha pa’z oc’h en em visket euz an 
COL.3.11	Aman n’euz na Grek na Judeo, 
COL.3.12	En em viskit eta, evel 
COL.3.13	oc’h en em supporti an eil egile, hag o pardoni an eil d’egile, mar hen deuz unan‐benag eur c’hlem a‐enep unan all. Evel ma hen deuz pardonet ar C’hrist ac’hanoc’h, c’houi, 
COL.3.14	Mes dreistholl 
COL.3.15	Ha ra zeui peoc’h ar C’hrist, da behini ez oc’h bet galvet en eur c’horf hep‐ken, da rên en ho calonou; ha bezit leun a anaoudegez‐vad. 
COL.3.16	Ra zeui Ger ar C’hrist da choum enoc’h gant 
COL.3.17	Ha kement tra a reot, dre gomzou pe dre oberou, 
COL.3.18	Gragez, plegit d’ho priejou, evel ma’z eo deread hervez an Aotrou. 
COL.3.19	Goazed, karit ho kragez, ha na gemerit ket kaz outhe. 
COL.3.20	Bugale, sentit ouz ho tadou hag ho mamou en pep tra; rag kement‐se a zo agreabl d’an Aotrou. 
COL.3.21	Tadou, na hegazit ket ho pugale, gant aoun ne zeufent da goll courach. 
COL.3.22	Servicherien, sentit en pep tra ouz ho mistri hervez ar c’hig, o servicha 
COL.3.23	Ha kement tra a reot, grit‐
COL.3.24	o c’houzout penaos e recevfot digant an Aotrou ar recompans euz an heritach, rag c’houi a zervich Christ, an Aotrou. 
COL.3.25	Mes an hini a ra ar pez a zo injust, a recevo 
COL.4.1	Mistri, rentit d’ho servicherien ar peza c’houlen al lealded hag an honestis diganeoc’h, o c’houzout penaos, c’houi ive hoc’h euz eur Mestr en envou.
COL.4.2	Kendalc’hit da bedi, ha bezit aketus d’hen ober gant actionou a c’hras; 
COL.4.3	pedit er memeus amzer evidomp‐ni, evit ma tigoro Doue deomp eun nor evit ar gomz, evit annons myster ar C’hrist, abalamour da behini emoun ive er chadennou; 
COL.4.4	hag evit ma hen roin da anaoud, evel ma tlean komz 
COL.4.5	En em gomportit gant furnez e kenver ar re a zo a‐ziaveaz, o prena an amzer. 
COL.4.6	 ho komz 
COL.4.7	Tychikus, ar breur muia‐karet, ar ministr fidel, ha va c’hen‐zervicher en Aotrou, a roio da anaoud deoc’h kement a zell ouzin. 
COL.4.8	Kasset em euz anezhan deoc’h evit kement‐man, evit ma c’hanavezo e pe stad emaoc’h, ha ma consolo ho calonou, 
COL.4.9	gant Onesimus, eur breur karet ha fidel, pehini a zo euz ho pro; int a roio da anaoud deoc’h kement tra 
COL.4.10	Aristark, va c’hen‐brizonier, a zalud ac’hanoc’h, ha Marc ive, kinderv da Varnabas, divarben pehini hoc’h euz recevet urzou; (mar d’a d’ho kavoud, digemerit anezhan). 
COL.4.11	Jesus, les‐hanvet Justus, 
COL.4.12	Epaphras, pehini a zo euz ho touez, 
COL.4.13	Rag me a ro testeni 
COL.4.14	Lucas, ar medeusin muia‐karet, a zalud ac’hanoc’h, ha Damas 
COL.4.15	Saludit ar breudeur euz a Laodicea ha Nymphas, hag an Iliz 
COL.4.16	Ha pa vezo bet lennet al lizer‐man en ho touez, grit ma vezo lennet ive en Iliz al Laodiceed, ha lennit, c’houi ive, an hini d’al Laodiceed. 
COL.4.17	Ha livirit da Archippus: Laka evezmad ouz ar garg ec’h euz recevet digant an Aotrou, evit gallout he ober ervad.
COL.4.18	Me, Paol, a zalud 
1TH.1.1	Paol, ha Silvan, ha Timoteus, da Iliz an Thessalonied, en Doue an Tad, hag en Aotrou Jesus‐Christ. Gras ha peoc’h digant Doue, hon Tad, hag an Aotrou Jesus‐Christ.
1TH.1.2	Renta a reomp bepred grasou da Zoue evidoc’h holl, oc’h ober memor ac’hanoc’h en hor pedennou; 
1TH.1.3	o kaout sonj bepred, dirag Doue hon Tad, euz a œuvrou ho feiz, euz a labouriou ho karantez, hag euz an nerzeuzhoc’h esperans, en hon Aotrou Jesus‐Christ; 
1TH.1.4	oc’h anaoud, breudeur muia‐karet gant Doue, ar choaz a zo bet great ac’hanoc’h. 
1TH.1.5	Rag hon Aviel n’eo ket bet evidoc’h en komzou hep‐ken, mes beza e oa ive galloud assambles ganthan, hag ar Spered‐Santel, hag eun abondans vraz a breuvennou; c’houi hoc’h‐unan a oar penaos omp bet en em gomportet en ho touez, hag abalamour deoc’h.
1TH.1.6	Hag ez oc’h bet henvel ouzomp‐ni, hag ouz an Aotrou, dre m’oc’h euz recevet ar ger gant joa ar Spered‐Santel, e‐kreiz kalz a afflictionou; 
1TH.1.7	en hevelep doare ma’z oc’h deuet da veza skoueriou d’ar re holl ho deuz credet, er Macedonia hag 
1TH.1.8	Rag, n’eo ket a‐walc’h ma vez bet klevet ger an Aotrou euz ho pro er Macedonia hag 
1TH.1.9	Rag ho‐unan e leveront pebez digemer hon euz bet diganeoc’h, ha penaos ez oc’h distroet euz an idolou da Zoue, evit servicha an Doue beo ha gwirion, 
1TH.1.10	hag evit gortoz euz an env he Vab, pehini a zo bet resussitet ganthan a‐douez ar re varo, Jesus, pehini a zelivr ac’hanomp euz ar goler da zond.
1TH.2.1	Rag c’houi hoc’h‐unan a oar, breudeur, penaos hon donedigez en ho touez n’eo ket bet difrouez; 
1TH.2.2	mes, petra‐benag ma hor boa souffret araog, ha ma oamp bet tretet gant outraj, evel ma ouzoc’h, en Philippos, hon deuz kemeret hardiegez en hon Doue, da brezeg deoc’h Aviel Doue e‐kreiz combajou braz. 
1TH.2.3	Rag en hor c’helennadurez n’
1TH.2.4	Mes, evel ma’z omp bet kavet dign gant Doue da veza fiziet enomp an Aviel, evel‐se e komzomp, nann evit plijoud d’an dud, mes da Zoue, pehini a amprouv hor c’halonou. 
1TH.2.5	Rag n’hon euz biskoas impliet, evel ma ouzoc’h, komzou da c’hounid grasou‐mad an dud, na 
1TH.2.6	Ha n’hon euz ket klasket ar gloar 
1TH.2.7	Evel ma teu eur vagerez tener da gemer sourci euz he bugale heunan, evel‐se, leun a zourci evidoc’h, 
1TH.2.8	e karjemp beza roet deoc’h, n’e ket hep‐ken Aviel Doue, mes ive hor buez hon‐unan, abalamour ma hor boa evidoc’h eur garantez vraz. 
1TH.2.9	Rag c’houi hoc’h euz sonj, breudeur, euz hon labour hag euz hon poan. En eur labourat noz‐deiz, evit na deujemp da zamma hini ac’hanoc’h, eo hon euz prezeget deoc’h Aviel Doue. 
1TH.2.10	C’houi 
1TH.2.11	ha gouzoud a rit 
1TH.2.12	oc’h exhorti ac’hanoc’h, o rei 
1TH.2.13	Abalamour da gement‐man ive, e rentomp grasou da Zoue heb ehan, o veza, pa hoc’h euz recevet diganeomp Ger Doue pehini a brezegomp, ma hoc’h enz hen recevet, nann 
1TH.2.14	Rag c’houi, breudeur, a zo deuet da imita Ilizou Doue pere, er Jude, e zo er C’hrist Jesus; ha gouzanvet hoc’h euz, a‐berz tud ho pro, ar memeus traou evel an 
1TH.2.15	pere ho deuz lakeat d’ar maro an Aotrou Jesus, hag ho frofeted ho‐unan, hag ho deuz persecutet ac’hanomp, ha na blijont ket da Zoue, hag 
1TH.2.16	pere a vir ouzomp prezeg d’ar Jentiled, evit ma vezint salvet, o leunia evel‐se mui‐ouzmui 
1TH.2.17	Evidomp‐ni, breudeur, o veza, abaoe eur pennad amzer, dispartiet ouzoc’h a gorf, mes nann a galon, hon euz bet seul‐vui a c’hoant hag a brez d’ho kwelet a‐nevez. 
1TH.2.18	Dre‐ze eo bet fellet deomp, d’in‐me da vihana, Paol, mond d’ho pro eur vech ha zo‐ken diou; mes Satan hen deuz miret ouzomp 
1TH.2.19	Rag pehini 
1TH.2.20	Ia, c’houi eo hor gloar, hag hon levenez.
