GEN.1.1	Tenang tutuna' masipo' Kumponinge aa'ning paning ee'noko kansi' nkovuu'nang. 
1CO.16.21	Enang tee, ninge Paula'ke napo' tampara minkurampimang anaare ninge koonto' daariama nkaang birenge miring taa'ni'antamari. 
1CO.16.22	Baa naning tee Ovoring domange dai'uauka'nung barakosi' tee-koo otoaing. “Maranata” – Ovoring poaing. 
1CO.16.23	Tee biraanke Ovoring Jiisuu' Karistoo' bakaang dii' ninka nari' otomatoaing. 
1CO.16.24	Ninge piaarampimaang dii' Jiisuu' Karistoo'koo kuunge.
1CO.16.24	Masikung.
2CO.1.1	Aung karavoto˜ tee ninge Paula'ke daariamaang, Jiisuu' Karistoo'koong kara-okomui-nkai Kumponinge bamuio', ee'noko tee Timoti nii'maiko' nari', dii'aape Kumponing bakaning-aape teke Koorin-navuntu'koo dootuu'darimaing-aape, napo' teing ookara Kumponing bakaning meekupoong Akaia'namensi'kooning dii'anko otoromaing. 
2CO.1.2	Biraanke ee'noko mooa dii'koo otoaing Kumponing Niuma-itaing ee'noko teieta Ovoring Jiisuu' Karistoo'.
2CO.1.3	Kumponing tee Ovoring Jiisuu' Karistoo' Bauma tee bakei nii'ke deto biraankeampiri oto'koo makosi, tee piaa ee'noko domang kuaa'anta-koo okora'. 
2CO.1.4	Teie nii' dunsirunsi˜antamurimaung teing-koo niikaning arikananka-koo nii'ke napo' teing arikung-po'nupoong dunsirunsi-antavarampii'naang tee' nari' nii' Kumponinge dunsirunsi-antamurimana'. 
2CO.1.5	Nii' teing Karistoo' ninka nari' arikung deepo' kune'ampimaing deemariri tee napo' tee' nari' Karistoo' ninka aa'na' domang kuaa'antai maanto'murima nii'ning-koo pare'ampikoo'. 
2CO.1.6	Ee', kapoo'ke manki'antamuriko tee makosi, dii' Koorin-nupoong domang unaarori domantariaina' tee'. Ee'noko tenang nii'ke domang kuaa'morimanang dii' napo' domang kuaa'dorikoo', ee'noko puring nkaverikoo' ookara batei-koo teing manki'nanka puru'koong nii'ke nari' mantompampimaing. 
2CO.1.7	Dii' e'maniriaina' masika' noru'darampiri otong, ai' tee' arikung kune'ampiko domang kuaa'antamurimana' Kumponinge napo' dii' domang kuaa'antaruriainge.
2CO.1.8	Ee mmaikori', arikung Eesia-nameensi'koo kune'ampiru'nung-koo papaararariaroo'naang naurarampimang. Nii' teing aa'na' masika' arikunge pakusi'murio' domamariauka'ning-pina' noru'mariru'ning. 
2CO.1.9	Bakei boo'koo bamuru'ning-pina' noru'mariru', teka teie Kumponinge tee arikung nii'koo taura'puu'nung nii' tee narung-koo baitomarii'naang boo'nuka domang-antavurimaung-koo, ee'noko niikaang puring-koo bi'maria'. 
2CO.1.10	Ee', teie Kumponinge kapoo' nii' dupisi'koong-pina' oro'keta domang-antamuru'nunge tee' nari' taremuri otong. Tee'koo tee' nari' tee-koo aroo'marimaung daanto nari' moo'murimatoaing-koo. 
2CO.1.11	Dii'ke teie kunsi-koo nari' pakumereriaing, ai' dii'ke mmau'ke pakumereriko deeko' tee nantoong mmau'ke Kumponing-koo tampa' tampaavaing tenang Kumponinge nii' pakumuriko.
2CO.1.12	Nii' tee dotumarimaung domang kiiroraa'mariri ee'koo: ai' nii'ke tee aarumo koonto' narung nkoampimaung Kumponing piavomana' ookara nantoong ee'noko dii'koo meu'ke, nii'nung kapoo' makempampia', ee'noko tee' oro'noo'koo kansi' bakaang matau siompampia', Kumponing bakaang piaae kake'ii-antamuriko bakaang aarumo siompampikoo'.
2CO.1.13	Ookara kapoo' ninge daarirerompimaing teing makensi'ning deea', deeruerima tasi'peripeu'. 
2CO.1.14	Dii'koo nii'ninge nii' tampa' tasi'mereri otoina' tasi'merii'naang ookarai piamomaang.
2CO.1.15	Dii'ke ning masika'antamerimaung noru'ansi ning dii'ankoi tutung mee'naang tammaru' ee'noko toromarama napo' beero'dampiri kemu'kana' paku-antarampii'naang. 
2CO.1.16	A'noo' tee ninge tenang Masedonia' mema dii' oorampiri be'koo noru'antu' ee'noko Masedonia'keta napo' dii'anko meko pakumeriko Judia'aape mee'naang. 
2CO.1.17	Teketa maromaru'na' dii'anko mearuko tamung akapeu'marama minkuantu'nung-pina' noru'meriauka', ai' ning akapeu'marama maromaravaung naning kansi'koong bakana' tosiro'marama. 
2CO.1.18	Kumponing masikung minku deemparako niikaang kara tee'ke dii'koo nii' tosiro'maria'. 
2CO.1.19	Ai' tee Kumponing Bauring Jiisuu' Karistoo' tee Pako'pari'nii' nii'ke dii'koo daankiampimaung, aa'ninge Sivenus, Timoti ee'noko ning tee tosiro'koong deea', teka tee-koo kuunge ookara batei-koo tee nii' masikung narung minku-koo makosinuka. 
2CO.1.20	Ai' ookara maraka-antananka Kumponinge deining Jiisuu'koo kuunge teing masika'paravainanka. Tee'koo Kumponing daangampampima Jiisuu'koo kuunge aa'pampimaung, “Ee', masikung, nkoaravaing!” 
2CO.1.21	Enang tee Kumponing narunge ookeng dii' ee'noko nii' ima'antamurimaung Karistoo'koo. 
2CO.1.22	Bera pako'pari'murima bakaning deeng-anta-koong taa'ni'anta tee bakaang Tanuaang Meekung niikaang domang-koo sipuu' tee kore'nang tasi'anta tee-koo biraanke dama' ooampiaing-koong.
2CO.1.23	Enang tee masika'anta-koo Kumponing bakaang miring tampamang aa'pama: Ning tee dii' oraka' mantong-antarampi'neeng-koo dii'anko te' Koorin napo' toromarava'. 
2CO.1.24	Tenang ning mora tee diikaang baito booni'anta-koo piamoa' diikaang baito-koo tampa' donkoniri otoriko, teka ninge doturotu-aape-nameng-koo deeko' pakurampii'naang.
2CO.2.1	Tee tee napo' kemu'kana' dii' orarunsi-antarampima beero'koo kasiamparuu'nung. 
2CO.2.2	Ai' dii' orarunsi-antarampiko deeko' ning baie napo' dotu-antamupeu'? Otoa'. Tee tee dii'ke deeko' ninge orarunsi-antarampiaruko dotu-antameripeu'. 
2CO.2.3	Tee'koo ninge tee tutuna'nung karavoto dii'anko daariantu'nung dii'anko tamung mora dii' orarunsi-antarampiaroo'naang, dii' ning dotu-anta-koo narung-koo makosinuka-pina' noru'dampimaing. Ai' ninge ee' noru'dampiru'nung, ookara kapoo' koomparako deeko' dotumari dii'anko meaing, ee'noko ning dotumarako dii' ookara doturariai nari'. 
2CO.2.4	Koonto' sisikeera ninka domang manki'moi daarirerompiru'nung ta'due duu'marama. Dii' manki'anta-koo deea', teka dii'ke ninge piaae maanto'mui piaarampimana' noru'erii'naang.
2CO.2.5	Teka teie naninge tee orarunsi-anta basi-antavuu'nunge ning narung orarunsi-antamua', teka dii' ninka nari' orarunsi-antamuru'nung, teka aa'pamaang, dii' ookara nari' orarunsi-antaruria', kara baru' manki' minkuami'neeng-koo. 
2CO.2.6	Dii'koo mmau'ke kiimata averu'nung makosina' tee naning. 
2CO.2.7	Tee'koo enang tee dii'ke bere'darima tonta'antaverima domang kuaa'antaveriaing, baru' manki'orai'nange orarunsie booni'u'neeng. 
2CO.2.8	Tee'koo ning dii'koo eentamarang piaa nau-antaverii'naang tee. 
2CO.2.9	Tee tero tautaurampiri daarirerompiru'nung tee dii' paara-anta-koo dii' ookara kara aroo'nuka masikeng deeko' sira'darii'naang. 
2CO.2.10	Enang tee baa naning dii'ke tonta'antavering ninge teie tee' tonta'antavansinge. A'noo' tee kapoo' ninge tee tonta'antavansing tee ning-aape nkovua', tamung dii' pakurampiri tonta'antavansing Karistoo'koo uro'kanoo'ke. 
2CO.2.11	Tee' nkomarima tee Sietani' doona avompiaroo'naang nii' barang-koo, ai' nii' teing amakonanka deea' tee maroaramana' tasi'koo.
2CO.2.12	Tenang ning Toroasi-navuntu'koo basimarama tee doorenang Karistoo' bakaang daankiama doona ning-koo daate'ari otoko ooantu' tee Ovoring bakaang nko-nko nko-koo. 
2CO.2.13	Nka nkaang noru' baru' tampa' o'noa' tee Taitas, mmaiko', teka ooamparura dii'koong doorenang ninka mme' poaruko. Tee'koo tee besi'ama Toroasi-nupoong teka siparamira Masedonia'nameensi'aape mou'.
2CO.2.14	Teka tampara masikung tee-koo Kumponing, ai' teie tee Karistoo'koo kuunge aroo'antamurira siong-antamurimaung ookara batei-koo ookara kapoo' puru'uu'na' sirakura' oro'antavuma. Ee'noko nii'koo kuunge tee Karistoo' noru'koong noru' avitoitoi bereng-antavukoo' nuuraa' tampa' ka'mi'pina'. 
2CO.2.15	Ai' nii' teing Karistoo'koong numponuponanka ookara nantoong-koo meu'ke Kumponinge bamuru'na'; 
2CO.2.16	Teing nantoong boo'pariaing-koo tee niikaang doorenang tee oraka' ka'mi'pina' nuu, ee'noko teing-koo domampariaining-koo tee boo'antana' nuuraa' niikaang kara. Ee'noko baa naning baka tee' tampa' nuuraa'arapeu' Kumponing-koo taapo'ke? 
2CO.2.17	Ai' nii'ke tee Kumponing bakaang kara mooni' nka-koo daankiampiaung nii'ning nkoarimana', teka nii' nantoong aroo'po'nupoong masikeng, Kumponinge botomurio' Kumponing-koo dutakanoo'ke Karistoo'koo kuunge karompimaung.
2CO.3.1	Teing mooni' nka-koo daankiarimaing teing kara tasi'anta-koong tutung uro'ke nauraariko taaraverererimaing. Ee'noko napo' tenkenaama karavoto˜ eentaraarimaung tasi'anta-koong averereriko nii'ning napo' nauaarii'naang. Teka nii'ke kara nau-antararampiko namu'ke tasi'mererima taaramerererimaung, Ovoring-etaing kara okomuri nkanuka deemariko. 
2CO.3.2	Ee'noko nii'ninge nantoonge tee'ke taa'ni'anta-koong kara besi'aava' taaramaarimaung, ai' teinge noru'ai otong dii' nii'ke pankaruntoonge noru'darampimana'. Ee'noko teing tampara aarumonanka Karistoo'ketaing nii'ke dii'koo pare'antavampiru'ning ooaama tasi'maarikoo'. 
2CO.3.3	Ai' nii'ke tamung karonge siinkirarampia', ee'noko tamung dama'du teka'darampia' tee' Moosesie Kara Kivora kapang-koo teka'puu'na', teka Kumponing taa'ni'poio' bakaang Tanuaang ninka diikaang domananka-koo Karistoo' bakaang kara pare'darampiru'. 
2CO.3.4	Karistoo'ke makosi-antamurio' nii'ke aa'na' masika'antavampiri tee' minkuampimang Kumponing-koo aroo'mariri. 
2CO.3.5	Nii' nii'kamai' makosinuka tammaria'. Kapoo' tavo'arako nii'keta pupu'nii' tampampiarupeu', teka Kumponing narung okovuio' deeko' nii' makosinuka. 
2CO.3.6	Teie ee'narai makosi-antamuru'nung tee nerakung kara nantoong Kumponing ninka naroong-anta-koong pare'arampii'naang. Moosesi bakaang boto keperuu'ui domaang besi'na' minkuampiaung, teka Tanuaang Meekung uroio' siona' nauarampimaung. Tee boto tee nantoonge toto'paako tang boo'koo tuutunampurikoo', teka teie Tanuaang Meekunge nantoong daa'urima domang-antavurimaung.
2CO.3.7	Tenang tee boto Kumponinge kapang-koo teka'pui daarivuu'naare avuriko tee bakaang meenasi aa'na' siisioi oro'paru'. Moosesi bakaang oing aa'na' pipi'davou', ee'noko bane tee araka sirisiri'arako teinge Isireeli-nupoonge bakaang oing ooai oto'koo makosiaavaruu'. 
2CO.3.8	Nka tee boto, bakaang aarumo nantoong boo'anta-koong, meenasi pankaing ninka sira'paako ooampira ee' noru'ampiai: Tanuaang Meekunge domang-anta-koong kara sira'na' napo' aa'na' deto puring ninka meena'poi otong. 
2CO.3.9	Aa'nomaung: tee temurii' aarumo Moosesi bakaang, boto sionge nantoong tamung kiimata-antavurimaung miring pankaimpo'nung deeko' tee, tee aarumo nii'ke tareampimaung, nantoong Kumponing-ankoi koong-anta-koong, miring bakei aa'na' deto basi. 
2CO.3.10	Tee Moosesi bakaang meenasi temu' aa'na' arakavaru'nung tee enang otoa' aunge e'mununge meenasie Tanuaang Meekung bakaange nari' donkonuresi apoo'uio'. 
2CO.3.11	Ee'noko tee urikung aarumo paa'arama beu'nung meenasi-po'nung deemparako tee, ee' noru'ampiaing: aung aarumo tee' nari' tampa' otoi oto'koong aa'na' meenasi-po'nung deempari otoaing.
2CO.3.12	Enang tee, tee kara domang-anta-koong purinto' masika'antavampiri nii'ke tee aa'na' to'biiampiri daankiampimaung. 
2CO.3.13	Nii' teing Moosesi pina' araka niikaang avo'ampiaung teka sira'pampimaung ookarai ooverii'naang. Moosesi tee bakaang oing daka'paru'nung Isireeli-nupoonge ooai siisioroko bane doonko siri'arama nanuko tee araka. 
2CO.3.14	Ee'noko tee tenang biikaang onou nari' avo'ariru' koonto' tasi'pai taaravaa'neeng-koo. Ee'noko e'mung-koo basinoo' tee urikung kara nantoong Kumponing ninka naroong-anta-koong deeruaama noru' biikaang tee tee' nari' avo'ariri papaaravarimaung Kumponinge domampuriaina' oo-koo. Siraka'paria', ai' tee Karistoo'koo kuunge deeko' makosiaapeu'. 
2CO.3.15	Ee', e'mung-koo basinoo' tee Moosesi bakaang kara taaravaama biikaang domang mme' daate'aria'. 
2CO.3.16	Nka tenang nantoong Ovoring-anko bere'ariko deeko' tee noru' biikaang papaaranii'nanka siraka'antavurimaung Kumponinge domampuriaina' tasi'koo. 
2CO.3.17	Enang tee, tee Ovoring minkuampimaung tee Tanuaang Meekung, ee'noko teing nantoong Ovoringe Tanuaang Meekunge kuung deempuriaining teing teieta boto-koong tuutunang˜ eta unaavoroi otoroaining. 
2CO.3.18	Ee'noko nii'ke ookarai ee'ninge niikaang onou avo'maria' o'norimainge tee Ovoring bakaang araka tampa' ooampiri oorara-pina' oro'antavampimaung, ee'noko paarimarima tee' Karistoo'pina' oro'marimaung deto bia'morima meenasi-aape. Tee aung aarumo tee Ovoring-eta pomaung, tee ee'nara Tanuaang Meekung.
2CO.4.1	Tee'koo Kumponinge piaamurira tee araka oko-antamuri bereng-anta-koo botomurio' tee nii' iri' o'maria' sira'pampimaung. 
2CO.4.2	Nii'ke nantoong daua'arampiaunge niikaang minkunaa masika'anta-koo. Naning tosi-koo piamoriaunge. Kara Kumponing bakaang mare'ampiaunge. Teing maimaia'na' oro'nanka tee dama'duampiru'ning. Kumponing narung-koo uro'kanoo'ke donkonampiri kara masikung narung siraka'antavampiri nantoong nauarampimaung teinge tampa' tasi'maarira domang-eta aroo'aava'naang.
2CO.4.3	Ee'noko tee doorenang tampara daankiampimaung aa'na' siraka'pari otong, teka teing-koo boo'aape nameng-koo otoroining-koo deeko' tasi'parava'. 
2CO.4.4	Teing ee'ning masika'anta oto'evoroaing teie daang-koong kumponinge kansi'koonge siompaamaunge noru' kaputu'antavuru'ning. Tee'koo tee Karistoo' tee Kumponing siuraampi˜ meenasi-po'nung bakaang doorenang tampara arakavarako ooaavarukoo'. 
2CO.4.5	Ai' nii' nii'ka minkumarima daankimaria', teka Jiisuu' Karistoo' Ovoring deempari otoing sira'pampimaung, ee'noko nii' teing dii' diikaning botovotonaa'nuka Jiisuu' Karistoo'koo. 
2CO.4.6	Ai' teie Kumponinge kansi' pupu'uma aa'puu'nunge, “Araka, arakararavai mutaanang-koo meu'ke,” tee bakaang arakai niikaang domang siisi-antavuu'nung nau-antamurima tee meenasi Kumponing bakaang, Karistoo' bakaang oing-koo oro'parako tasi'pampira aa'pampii'naang tee tee Ovoring, Kumponinge tero Pako'pari'nii' nii' domamuri taremuriainoo'koo.
2CO.4.7	Nka bane tampeng meenasi nii'koo kuung otoko, nii' teing utau aaveta'nanka kansi'koo nkonii'pina' oro'nuka. Kumponinge tee' miru'muru'nung iri' dau basie puring-antamuriko nantoonge tee bakaang iri' tasi'paava'naang, niikaang deea'. 
2CO.4.8	Ookamenta-ita tee aa'na' iinkunumaarimaung, teka naka'mariaung. Bane papaaramariko, nka oraru'kampiaung. 
2CO.4.9	Turamaarimaunge, teka Kumponinge si'muriaung. Na'namaarima orari-antamaariarukoo'. 
2CO.4.10	Niikaang moni'ke doong kante boo' kune'umaung tee' Jiisuu'koo nkoaru'na' nari' Jiisuu' bakaang iri' tampa' oro'paraa'naang niikaang mono-koo. 
2CO.4.11	Ee', nii' domamariri o'noriko teie Kumponinge taura'murimaung boo' kune'koo Jiisuu'koo, Jiisuu' bakaang iri' taa'ni'poi oro'paraa'naang niikaang mono boo'dumpaa' deemparako. 
2CO.4.12	Enang tee nii'ke Karistoo' daankiampima boo' kune'ampiko dii'ke unaa-anta mantomperikoo'.
2CO.4.13	Tee' Daari Meekung-koo narunge aa'puu'na', “Ninge masika'antavamira karontu'nung,” teie narunge Tanuaange masika'anta-koonge daa'muriko masika'antavampima karompimaung. 
2CO.4.14	Aming-koo, nna' ee' masika' noru'ampiri o'noring, teie narunge Ovoring Jiisuu' boo'paru'noo'keta domampuu'nunge domamuriaing tee ninka, ee'noko dii' ninka nari' tavo'antamuriaing Kumponing-anko. 
2CO.4.15	Kumponinge aing ookara kapoo' nkoarampimaing tee dii' paku-anta-koo miru'uu'ning ee' noru'uitaa': mmau' nantoonge tee biraanke nkavaama tee napo' teinge Kumponing daangampaavai, ee'noko Kumponinge meenasi nkavuai tee-koo.
2CO.4.16	Tee'koo tarua'moriaung. Bane dama'du insimarima, nka nii'koo kuunoo' tee doong kante neraka'mariri o'norimaung. 
2CO.4.17	Aing niikaning arikananka teing a'noo' kuaa'ning, pankaroong oto'numpo'ning deea', teka teinge nerimemurimaung tee moo' aa'na' manki' tee meenasi otoi oto'. 
2CO.4.18	Tee'koo nii' teing-koo kapoo'nanka-koo e'mung oro'pariri otoroining-koo ookampiri o'noria', teka teing-koo oro'pariaing-koo aroo'mariri o'noring. Teing kapoo' oro'pari otoining oto'numpo'ning deea', teka teing oro'pariaing teing otoi otoaining.
2CO.5.1	Enang tee nii'ke noru'ampiri o'noring tee niikaang mono anke kansi'koo o'noring bare-pina' pesi'arako nii' teing tee pava Kumponing-etaing oto'memuring teing paning-koo otoi oto' aa'ning naninge birenge kanivua'. 
2CO.5.2	Enang nempampiri nii' teing baimarima o'noring tee mono Kumponing-etaing amurii'naang piamorima, 
2CO.5.3	tee mono nkomemuru'nunge duaanamuriko simpenoi'nuka deemariaroo'naang. 
2CO.5.4	Ee', enang mono kansi' bakaang-koo o'nori manki'morima baimarimaung. Mono tamung si'koo piamoria', teka niikaang mono boo'koong namu'ke mono boo'paa'ke daka'pui paari-antamurii'naang piamorimaung. 
2CO.5.5	Nii' nii'ka tee' nko-koo noru'maria', teka Kumponinge nii' pia-antamuru' mono boo'paa' nka-koo, ee'noko bakaang Tanuaang amuru' taa'ni'antamuri, tasi'anta-koo tee maraka-antamuru'nung tavo'kuaing-koo.
2CO.5.6	Tee'koo ee' noru'ampiri ookara batei-koo aroo'mariri o'norimaung: Enang tee aung kansi' bakaang mono ninka o'nori Ovoring-eta taapo' o'noring. 
2CO.5.7	O'noritaa' baitoi masika'anta ninka o'nori tee' noru'ampimaung, kapoo' dutai oo-koong deea'. 
2CO.5.8	Aa'pamaang, aa'na' purimariri o'noring, teka aa'na' deepo' aung mono sipampira Ovoring-anko o'norii'naang piamori otong. 
2CO.5.9	Ookara-koo dau basinoo'ka tee dotu-antavampii'naang piamori o'noring, anke mono ninka o'nori, nii'noo' aung mono sipampira deeko'. 
2CO.5.10	Ai' nii' teing ookara Karistoo'koo dutakanoo'ka teie simpe'muriaining, naruna' naruna' moo' kante nkavampiaing tenang mono-koo o'nori nkoampiru'na' siompario', tampa' deeko' ai' oraka' nkoampiru'nung deeko'.
2CO.5.11	Tee'koo nii'ke Kumponing-koo amorompiri nantoong pia-antavarampimaung tee-koo aroo'arii'naang. Nii' kuung o'norimana' Kumponinge koonto' noru'ui otong, ee'noko bakei tampa' dii'ke tee' nari' tasi'mereripeu' diikaang domang pankaruntoonge. 
2CO.5.12	Dii'ke baru' biivimerererii'naang etumaria', teka dii'ke nii' tasi'mereriaina'koo pakurarampimaang, ee'noko tenang teinge dii' barantaarimainge bii'ka tampeng tamparima nka biikaang domang tasi'paria' kararaariko, tampa' kake'ii-eta maku'ereriai. 
2CO.5.13	Nii' nii'ning-koo kanu'nuka-pina' auromarimaung deeko' tee tee kapoo' Kumponing bakaang, teka nii' tampa' taaramerererimaung deeko' makosi, dii' paku-koo tee' auromarimaung. 
2CO.5.14	Ai' nii' tee Karistoo' bakaang piaae aa'na' siong-antamuri o'noring tasi'antamuri tee narung nii'koo boo'paru'nung ookara-koo, ee'noko tee'koo ookara tee moompiru'ning-pina' o'noring. 
2CO.5.15	Ee'noko tee tee ookara-koo boo'paru'nung teing tee-koo napo' domampariaining bii'ka dotu-anta-koo deea', teka Karistoo' narung dotu-anta-koo, tee teing-koo boo'parara napo' domamparu'nung. 
2CO.5.16	Tee' tasi'pampiru'noo'keta nii'ke naning bakaang oo'oo-koo noru'ampiaung, kansi' bakaang noru'pina'. Karistoo' tee' noru'ampiko'nung deeko' enang tee' noru'ampia'. 
2CO.5.17	Tee'koo tee naning Karistoo'koo otoing tee neraka'puing. Urikung onou otoa', teka ookutunung neraka'puing. 
2CO.5.18	Aing teing ookara Kumponing-etaning tee ee'nara nii' baka-koo napo' navu-antamuru'nung Karistoo'koo, ee'noko navu-antamurira tee nko-nko nantoong napo' navu-anta-koong amuru' nii'ke nkoampii'naang. 
2CO.5.19	Tee' aa'na' Kumponinge ookara kansi'nupoong napo' navu-antavuru' baka-koo Karistoo'koo kuunge biikaang oraka' nkonanka deeruevurima tuumpivuria'. Ee'noko teie baremuru' nii'ke tee minkunaa daankiampii'naang napo' Kumponing ninka navuariaina'. 
2CO.5.20	Ee'noko nii' teing enang Karistoo' bakaning kara okomuri nkanuka Kumponing nii'koo kuunge karoko nantoong bokuarampimaing, ee'noko nii'ke ookara Karistoo'koo aa'na' kevi'arampiri bokuarampimaang aa'pampima: Aarumo orara siperira Kumponing ninka navurariai. 
2CO.5.21	Kumponinge tee Jiisuu' oraka'nko noru'uaung oraka' nkonanka-po'nung deeng-antavuu' nii' pari'anta-koo, tee-koo kuunge nii' Kumponing bakaang aarumo koonto'po'nupoong deemarii'naang.
2CO.6.1	Tee'koo nii' Kumponing-koo nari' mintoomarimaing deemarima nii'ke pia-antararampimaang doona otoko dii'ke Kumponing bakaang piaa tampa' komperimaatoaina'. 
2CO.6.2	Ai' Daari Meekung-koo ee' minkuvuu'nung,
2CO.6.2	“Ninge tee nkaang piaa tenang oro'paramanang makotuio' taararampiring, ee'noko te'mung domang-antana'mung-koo tee ninge pakurampiring.” 
2CO.6.2	Tee batei Kumponinge piaa oro'anta-koo minkuvuu'nung aung e'mung makotuio' naurampimang. E'mung ee'na'mung te'mung nii' domang-antana'mung.
2CO.6.3	Ee aing, pinaunuka taarameriaing, ai' nii'ke aarumo naning tupang-antavampipeu'nung dii'koo uro'kanoo'ke oro'antavampia' teing niikaning kara daang-antavupeu'nung. 
2CO.6.4	Nka ookara nko-nkonankai niikaninge tee sira'murimaung nii' teing Kumponing bakaning botovotonaa'nuka. Oomereriaing nii' tee aa'na' iveka'mori mintoomarimaung, bane ainge ee'oro'nankai paaramuriko: arikanankai ee'noko pore'nankai, napo' papaaranankai meu'muriko teka niikaang mintoong-koo meu'ka. 
2CO.6.5	Napo' teie aa'na' mura'maarimaunge, kiimatanava-koo si'maarikoo', totopurumaarima˜. Ee'noko napo' takaa'morikoo', aasi'koo tora'kampiarukoo', peera ninka, dii'koo ookara-koo. 
2CO.6.6	Napo' tasi'mereriai nii' teing domang kirokainku, napo' mataunukai, ee'noko napo' iira ninka mintoomariaunge, nka nantoong tampa' nari' tarearampimaung Tanuaang Meekung-koo kuunge piaa masikung ninka. 
2CO.6.7	Nii' teing kara masikung narung minkuampimaung Kumponing bakaang purinto' kompampiri, ee'noko tampara aarumo ookanaantai kaa'ba-pina' kompampiritaa'. 
2CO.6.8	Amutemurii' otooto'koo nii' Kumponing bakaning bautaranuka-pina' oro'antamarimaung: tenang tampa' nkomaariko nii'noo' poore'maariko, tenang daangamaariko nii'noo' daang-koo tuumpimaariko. Bane teie koomariri o'noriko nka tee tokomaarimaatoo'naang. 
2CO.6.9	Bane ookarai noru'maaritaa', nka nii'ninge noru'maariaung-pina' nkomaarikoo'. Bane ampankeena' boo'nanka-pina' noru'maariko nka tee mme' domamariri o'noring. Tenang mura'maarima teie domang dupisi'maariaung. 
2CO.6.10	Bane orarunsi-antamaarikoo', teka ookara batei-koo nii' dotumariri o'norimaung. Bane ata'kampiri, teka nantoong aa'na' biraankei maanto'antavarampimaung. Bane kapoo'navu' oto'memuria', teka kapoo' ookara okomuri otong.
2CO.6.11	Dii' nii'maikorori' Koorin-nupoong, nii'ke tee sira'mariri naurarampimaung niikaang domang aa'na' daate'mariri. 
2CO.6.12	Niikaang navunavu dii'koo avo'maria', teka dii' deeko' nii'koo avo'darimaung. 
2CO.6.13	Ninge tee dii' nkaning toirekaa'pina' kararampimang. Tampa' maku'meriaing diikaang domang daate'dariri.
2CO.6.14	Teing ninka nantoong masika'anta oto'evoroaing ninka nari' pake'deeriauka', ai' tampara aarumo orara aarumo ninka arekee' nari' meena'poresi oro'parepeu'? Ee'noko araka naanka mutaanang arekee' nari' otoresitaa' oro'parepeu'? 
2CO.6.15	Ee'noko Karistoo' naanka Sietani' arekee' marieerepeu'? Naning Karistoo'koo baito-nung ee'noko naning baitoropa aremeng-koo onou narung deemparepeu'? 
2CO.6.16	Arekee' teing daang-koong kansi'koong kumponinanka Kumponing deto basi domampari otomaung bakaang pava dootuu'nava-koo makosiai teke otoropeu'? Ai' nii' teing Kumponing domaang okonara bakanava makosinuka, Kumponinge aa'puu'na'koo,
2CO.6.16	“Ning tee teing ninka nari' o'noaing ee'noko teing ninka nari' meu'ke nanama'noai, ee'noko ning tee biikaang Kumponing deemari o'noaing ee'noko teing teing napo' nkaning nantoong deempariri otoroaing.” 
2CO.6.17	Tee'koo Ovoringe napo' aa'puu':
2CO.6.17	“Oravitu-eta tonta'darira taapo'ke otoriai. Kapoo' ku'mi'po'ning komperia' ee'noko dii' ninge onkeonke'dampiaing.
2CO.6.18	Ee'noko ning tee dii' Diuma deemari o'noaing ee'noko dii' teing nnurukaa' deentariri otoriaing, ookeng donkaang ee'noko maniku'. Tee' minkuvuing teie Ovoring Purinto'ke.” 
2CO.7.1	Ee mmaikori', teing aing maraka-antananka nkavampirinoo'keta kiiroraa'mariri o'noriaing teing-eta ookara kapoo' niikaang mono ee'noko tanuaang ku'mi'antavumaing-eta, ee'noko aa'na' paaramariai koonto' meeka'mariri oto'koo Kumponing-koo amorompiri.
2CO.7.2	Domang daate'dariri otoriai nii'koo, ai' nii'ke naning orari-antavampia'; oraka' nkoampia'; napo' auraimaria'. 
2CO.7.3	Aung tee kara ninge dii' tompintampima minkuampa', teka tee' tero naurampiru'na' naurampimang dii' teing nii'ke domange dai'darampiritaa' o'noriaininge, ee'noko moompima deeko' moompiaininge dii' ninka nari'. 
2CO.7.4	Ning koonto' dii'koo aroo' pankaing o'nong. Aa'na' doturotumaramaung dii'koo. Napo' domang aa'na' kuaa'antamerimaunge. Ee'noko ookara niikaang-koo arikananka-koo tee doturotue maanto'muma piampumaung.
2CO.7.5	Tenang ee'nang Masedonia'nameensi'aape meru'nang nii' tee niikaang mono uaa-koo koonto' makotuaruu'. Ookutunairu-koo meriko'noo'ka pore'anta kune'ampiko', aa'ning dama'due turang, kuunge avoro'. 
2CO.7.6	Teka teie Kumponinge domang manki'nuka kuaa'antavurimaunge kuaa'antamuru' Taitas tampa' nii'anko po'antavura. 
2CO.7.7	Taitas pou'nung narung-koo deea', teka dii'ke domang kuaa'antaveriko'ning pora ee' oro'ning naumurio': ning piaamerimaunge ee'noko nkaang tautau taaraverima aa'na' orarunsi ninka bere'dariru'nunge. Tee' taaramararai'nange dau basinoo' dotumarieeng!
2CO.7.8	Bane tero nkaang karavoto daariantu'nunge orarunsi-antarampiru'nunge, teka ninge enang baru' noru'ampa'. A'noo' tutung manki'mou'nung tee' daarirerompiru'nung-koo, teka enang tasi'pansi o'nong teie karavotoi tamung oki'noo'koo orarunsi-antaruru'nung. 
