GEN.1.2	Erd vikîvala û bêşikil bû, tariyê kûrahî rapêçabû. Ruhê Xwedê li ser rûyê avê digeriya.
JHN.15.20	Peyva ku min ji we re got bînin bîra xwe: ‹Xulam ne di ser axayê xwe re ye.› Eger wan tengahî dabe min, wê tengahiyê bidin we jî. Eger wan gotina min girtibe, wê gotina we jî bigirin. 
JHN.15.21	Lê van hemû tiştan wê ji ber navê min bi we bikin, çimkî ew, wî yê ku ez şandime nas nakin.
JHN.15.22	«Eger ez nehatama û min ji wan re negota, gunehên wan wê tunebûya. Lê niha ji bo guneh hêceta wan tune. 
JHN.15.23	Yê ku ji min nefret dike, ji Bavê min jî nefret dike. 
JHN.15.24	Karên ku tu kesî nekirine, eger min di nav wan de nekiribana, wê gunehên wan tunebûya. Lê niha wan dît û dîsa hem ji min hem jî ji Bavê min nefret kirin. 
JHN.15.25	Lê belê ev yek çêbû, da ev gotina ku di Şerîeta wan de hatiye nivîsîn, bê cih:
JHN.15.25	«Wan bê sedem ji min nefret kir.»
JHN.15.26	«Çaxê Alîkarê ku ezê ji ba Bav ji we re bişînim, ew Ruhê Rastiyê yê ku ji ba Bav derdikeve bê, ewê ji bo min şahidiyê bike. 
JHN.15.27	Hûn jî, hûnê şahidiyê bikin, çimkî ji destpêkê ve hûn bi min re bûne.
JHN.16.1	«Min ev tişt ji we re gotin, da ku hûn neterpilin. 
JHN.16.2	Ewê we ji kinîştan bavêjin derve. Erê wextekî wisa tê, her kesê ku we bikuje wê guman bike ku xizmetê ji Xwedê re dike. 
JHN.16.3	Wê van bikin, çimkî wan ne Bav nas kir û ne jî ez. 
JHN.16.4	Lê belê min ev tişt ji we re gotin, da ku çaxê wextê wan bê, hûn bînin bîra xwe ku min ev ji we re gotine.
JHN.16.4	«Min ev di destpêkê de ji we re negotin, çimkî ez bi we re bûm. 
JHN.16.5	Lê niha ez diçim ba yê ku ez şandime. Û ji nav we tu kes ji min napirse: ‹Tu bi ku derê ve diçî?› 
JHN.16.6	Îcar ji ber ku min ev tişt ji we re gotin, dilê we bi xemgînî tije bûye. 
JHN.16.7	Lê belê ez rastiyê ji we re dibêjim: Çûyîna min ji bo we çêtir e. Eger ez neçim, Alîkar ji we re nayê. Lê eger ez herim, ezê wî ji we re bişînim. 
JHN.16.8	Dema ku ew bê, ewê derbarê guneh, rastî û dîwanê de bala dinyayê bikişîne ser sûcên wê. 
JHN.16.9	Li ser guneh, çimkî ew baweriyê bi min naynin. 
JHN.16.10	Li ser rastiyê, çimkî ez diçim ba Bav û êdî hûn min nabînin. 
JHN.16.11	Li ser dîwanê, çimkî serokê vê dinyayê sûcdar hatiye derxistin.
JHN.16.12	«Hê gelek tiştên ku ez ji we re bêjim hene, lê niha hûn nikarin wan ragirin. 
JHN.16.13	Lê dema ku ew Ruhê Rastiyê bê, ewê we ber bi hemû rastiyê ve bibe. Çimkî ew ji ber xwe napeyive, lê tiştên ku bibihîze wê bêje û tiştên ku wê bibin, wê bi we bide zanîn. 
JHN.16.14	Ewê min bi rûmet bike, çimkî ewê ji yê min bistîne û bi we bide zanîn. 
JHN.16.15	Her çiyê Bav hebe, yê min e. Ji ber vê yekê min got ku ewê ji yê min bistîne û bi we bide zanîn.
JHN.16.16	«Piştî demeke kurt, êdî hûn min nabînin. Dîsa piştî demeke kurt hûnê min bibînin.» 
JHN.16.17	Ji şagirtên wî hinekan ji hevdû re gotin: «Ev çi ye ku ew ji me re dibêje? ‹Piştî demeke kurt hûn min nabînin û dîsa piştî demeke kurt hûnê min bibînin.› Û dibêje: ‹Çimkî ezê herim ba Bav›?» 
JHN.16.18	Îcar wan digot: «Ev ‹dema kurt› a ku dibêje çi ye? Em fêm nakin ku ew çi dibêje.»
JHN.16.19	Îsa dizanibû ku ew dixwazin jê bipirsin; li ser vê yekê wî ji wan re got: «Hûn li ser gotina min a ‹Piştî demeke kurt hûn min nabînin û dîsa piştî demeke kurt hûnê min bibînin› ji hev dipirsin? 
JHN.16.20	Bi rastî, bi rastî ez ji we re dibêjim, hûnê bigirîn û li xwe bixin, lê dinya wê şa bibe. Hûnê xemgîniyê bikişînin, lê xemgîniya we wê bibe şahî. 
JHN.16.21	Dema ku jin zarokê tîne dinyayê, êşê dikişîne. Lê piştî ku zarok anî, bi wê şabûna ku mirovek hatiye dinyayê, êdî ew êşa xwe nayne bîra xwe. 
JHN.16.22	Niha hûn jî xemgîn in, lê ezê we dîsa bibînim û dilê we wê bi şahiyê tije bibe. Û tu kes vê şahiya we ji we nastîne. 
JHN.16.23	Dema ku ew roj bê, hûn tu tiştî ji min napirsin. Bi rastî, bi rastî ez ji we re dibêjim, hûn bi navê min her çi ji Bav bixwazin, ewê bide we. 
JHN.16.24	Heta niha we bi navê min tu tişt nexwest. Bixwazin, hûnê bistînin, wisa ku şahiya we temam bibe.
JHN.16.25	«Min ev tişt ji we re bi meselan gotin. Wext tê ku êdî ez bi meselan ji we re nabêjim. Êdî ezê bi eşkereyî ji we re li ser Bav bêjim. 
JHN.16.26	Wê rojê hûnê bi navê min bixwazin; ez ji we re dibêjim, ne lazim e ku ez ji bo we ji Bav bixwazim; 
JHN.16.27	Bav bi xwe ji we hez dike, çimkî hûn ji min hez dikin û bawer dikin ku ez ji ba Xwedê hatime. 
JHN.16.28	Ez ji ba Bav derketim û hatim dinyayê. Dîsa ez dinyayê dihêlim û diçim ba Bav.»
JHN.16.29	Şagirtên wî gotin: «Va ye, niha tu bi eşkereyî dipeyivî û qet bi meselan nabêjî. 
JHN.16.30	Niha em fêm dikin ku tu her tiştî dizanî û hewcedariya te tune ku kesek ji te bipirse. Ji bo vê yekê em bawer dikin ku tu ji ba Xwedê hatiyî.»
JHN.16.31	Îsa ji wan re got: «Niha hûn bawer dikin? 
JHN.16.32	Wext tê, erê hatiye jî, wextê ku her yek ji we wê belav bibe, wê here cihê xwe û min bi tenê bihêle. Lê ez ne bi tenê me, çimkî Bav bi min re ye. 
JHN.16.33	Min ev tişt ji we re gotin, da ku hûn bi min re di aştiyê de bin. Hûnê li dinyayê tengahiyê bibînin, lê bi zirav bin! Ez li hember dinyayê bi ser ketim.»
JHN.17.1	Piştî ku Îsa ev tişt gotin, çavên xwe ber bi ezmên ve hildan û got: «Ya Bavo, saet hat! Kurê xwe bi rûmet bike, da ku Kur jî te bi rûmet bike. 
JHN.17.2	Çimkî te desthilatî li ser hemû mirovan da wî, da ku jiyana herheyî bide hemû kesên ku te dane wî. 
JHN.17.3	Jiyana herheyî jî ev e: Ku ew te, tu Xwedayê bi tenê rast û Îsa Mesîhê ku te şandiye nas bikim. 
JHN.17.4	Min tu li ser rûyê erdê bi rûmet kirî. Karê ku te spartibû min, min ew pêk anî. 
JHN.17.5	Ya Bavo, beriya ku dinya çêbe ew rûmeta ku li ba te ya min bû, bi wê niha min li ba xwe bi rûmet bike.
JHN.17.6	«Min navê te ji wan mirovan re eşkere kir ên ku te ji dinyayê dan min. Yên te bûn, te ew dan min û wan peyva te girt. 
JHN.17.7	Ew niha dizanin, her tiştên ku te dane min, ji te ne. 
JHN.17.8	Peyvên ku te dan min, min dan wan û wan jî ew qebûl kirin. Ew bi rastî dizanin ku ez ji te hatime û bawerî anîn ku te ez şandime.
JHN.17.9	«Ez ji bo wan dua dikim. Ne ji bo dinyayê; ez ji bo yên ku te dane min dua dikim. Çimkî ew ên te ne. 
JHN.17.10	Hemû yên ku yên min in, yên te ne; yên te jî yên min in. Û ez bi wan bi rûmet bûme. 
JHN.17.11	Êdî ez ne li dinyayê me, lê ew li dinyayê ne; niha ez têm ba te. Ya Bavê Pîroz! Bi navê xwe yê ku te da min, wan biparêze, da ku ew jî wek me bibin yek. 
JHN.17.12	Dema ku ez bi wan re bûm, bi navê te yê ku te dabû min, ez li wan bûm xweyî. Min ew parastin û tu kes ji wan winda nebû, ji bilî kurê helakê, da ku Nivîsara Pîroz bê cih. 
JHN.17.13	Lê niha ez têm ba te û hê ku ez li dinyayê me, ez van gotinan dibêjim, ji bo ku şabûna min di dilê wan de temam bibe. 
JHN.17.14	Min peyva te gihand wan û dinyayê ji wan nefret kir. Çimkî, çawa ku ez ne ji dinyayê me, ew jî ne ji dinyayê ne. 
JHN.17.15	Ez dua dikim, ne ji bo ku tu wan ji dinyayê rakî, lê ji bo ku tu wan ji Yê Xerab biparêzî. 
JHN.17.16	Çawa ku ez ne ji dinyayê me, ew jî ne ji dinyayê ne. 
JHN.17.17	Wan bi rastiyê pîroz bike û veqetîne; peyva te rastî ye. 
JHN.17.18	Wek ku te ez şandim dinyayê, min jî ew şandin dinyayê. 
JHN.17.19	Ez ji bo wan xwe dikim veqetandiyê pîroz, da ku ew jî bi rastiyê pîroz bibin û veqetin.
JHN.17.20	«Ez ne bi tenê ji bo wan, lê ji bo yên ku bi gotina wan baweriyê bi min tînin jî dua dikim, 
JHN.17.21	da ku hemû bibin yek. Ya Bavo, çawa tu bi min re yî û ez bi te re me, bila ew jî bi me re bin, da ku dinya bawer bike ku te ez şandime. 
JHN.17.22	Rûmeta ku te da min, min da wan, da ku ew bibin yek, wek ku em yek in: 
JHN.17.23	Ez bi wan re, tu jî bi min re, da ku ew bigihîjin yekîtiyeke temam û dinya bizane ku te ez şandime û çawa ku tu ji min hez dikî, tu ji wan jî hez dikî.
JHN.17.24	«Ya Bavo, ez dixwazim yên ku te dane min, li cihê ku ez lê me bi min re bin, da ku rûmeta ku te daye min bibînin. Çimkî te beriya damezrandina dinyayê ji min hez kir. 
JHN.17.25	Ya Bavê dadperwer! Dinya te nas nake, lê ez te nas dikim. Ev jî dizanin ku te ez şandime. 
JHN.17.26	Min navê te bi wan da zanîn û ezê hê bidim zanîn, da ku hezkirina te ya ji min, bi wan re jî be û ez bi wan re bim.»
JHN.18.1	Piştî ku Îsa ev tişt gotin, bi şagirtên xwe ve derbasî aliyê din ê newala Qidronê bû. Li wê derê baxçeyek hebû. Îsa û şagirtên xwe ketinê. 
JHN.18.2	Cihûdayê ku ew da dest jî ev cih dizanibû, çimkî Îsa û şagirtên xwe gelek caran li wir li hev diciviyan. 
JHN.18.3	Îcar Cihûda komeke leşker û hin parêzgerên ku Fêrisî û serekên kahînan şandibûn, bi fanos, xetîre û çekan ve bi xwe re anîn û hat wê derê. 
JHN.18.4	Îsa hemû tiştên ku wê bihatana serê wî dizanibû. Îcar derket pêş û ji wan re got: «Hûn li kê digerin?» 
JHN.18.5	Wan lê vegerand û gotin: «Li Îsayê Nisretî!» Îsa ji wan re got: «Ez ew im.»
JHN.18.5	Cihûdayê ku Îsa da dest jî bi wan re bû. 
JHN.18.6	Gava ku Îsa ji wan re got: «Ez ew im!» ew ber bi paş ve çûn û ketin erdê. 
JHN.18.7	Wî dîsa ji wan pirsî: «Hûn li kê digerin?» Wan got: «Li Îsayê Nisretî.»
JHN.18.8	Îsa bersîva wan da: «Min ji we re got ku ez ew im; madem hûn li min digerin, bihêlin bila evên ha herin.» 
JHN.18.9	Wî ev got, da ew peyva ku wî gotibû bê cih: «Ji yên ku te dane min, min yek ji wan winda nekir.»
JHN.18.10	Hingê Şimûn-Petrûs şûrê ku pê re bû kişand û daweşand xulamê Serokkahîn û guhê wî yê rastê jêkir. Navê xulam Malxos bû. 
JHN.18.11	Îsa ji Petrûs re got: «Şûrê xwe bixe kalan! Ma ez wê kasa tehl a ku Bav daye min venaxwim?»
JHN.18.12	Piştî vê yekê koma leşkeran û serdarê wan û parêzgerên Cihûyan Îsa girtin û girêdan. 
JHN.18.13	Pêşî ew birin ba Henanê ku xezûrê Qeyafa bû. Qeyafa Serokkahînê wê salê bû. 
JHN.18.14	Ew Qeyafa bû yê ku şîreta «Di oxira gel de mirina yekî ji bo me çêtir e» li serekên Cihûyan kiribû.
JHN.18.15	Şimûn-Petrûs û şagirtekî din li pey Îsa diçûn. Ji ber ku ev şagirt nasê Serokkahîn bû, ew bi Îsa re ket hewşa Serokkahîn. 
JHN.18.16	Lê Petrûs li derve, li ber derî rawestabû. Îcar şagirtê ku nasê Serokkahîn bû derket derve û bi dergehvanê re peyivî û Petrûs anî hundir. 
JHN.18.17	Ew keçika dergehvan ji Petrûs pirsî: «Ma tu jî ne yek ji şagirtên vî mirovî yî?» Petrûs got: «Na, ne ez im.»
JHN.18.18	Di vê navê de xizmetkar û parêzger li ber agirê ku ji komirê vêxistibûn, rawestabûn û xwe germ dikirin, çimkî dinya sar bû. Petrûs jî li ba wan rawestabû û xwe germ dikir.
JHN.18.19	Hingê Serokkahîn, Îsa li ser şagirtên wî û hînkirina wî kişand pirsyariyê. 
JHN.18.20	Îsa bersîv da û got: «Ez bi eşkereyî bi xelkê re peyivîm. Min herdem li kinîştan û li Perestgeha ku hemû Cihû lê diciviyan hîn dikir. Min tu tişt bi dizî negot. 
JHN.18.21	Tu çima min dikişînî pirsyariyê? Ji yên ku ez bihîstime bipirse, ka min ji wan re çi gotiye; ew dizanin ku min çi gotiye.»
JHN.18.22	Dema ku Îsa weha peyivî, yek ji parêzgerên ku li wê derê disekinîn sîleyek lê xist û got: «Çawa tu bersîva Serokkahîn weha didî?» 
JHN.18.23	Îsa lê vegerand û got: «Eger min ne rast gotibe, nerastiya min bêje. Lê eger ez rast dibêjim, tu çima li min dixî?» 
JHN.18.24	Hingê Henan ew girêdayî şand ba Qeyafayê Serokkahîn.
JHN.18.25	Di vê navê de Şimûn-Petrûs hê rawestabû, xwe germ dikir. Ji wî pirsîn: «Ma tu jî ne yek ji şagirtên wî yî?» Wî ev înkar kir û got: «Na, ne ez im.» 
JHN.18.26	Yek ji xizmetkarên Serokkahîn, mirovê wî yê ku Petrûs guhê wî birrîbû, jê pirsî: «Ma min tu di nav baxçe de bi wî re nedîtî?» 
JHN.18.27	Petrûs dîsa ev înkar kir û di wê gavê de dîk bang da.
JHN.18.28	Îcar Îsa ji ba Qeyafa birin qesra walî. Serê sibê zû bû û Cihû neketin qesrê, da ku adetên paqijiyê yên dînî xera nekin û bikarin xwarina Cejna Derbasbûnê bixwin. 
JHN.18.29	Loma Pîlatos derket derve, hat ba wan û pirsî: «Hûn vî mirovî bi çi sûcdar dikin?»
JHN.18.30	Wan bersîva wî da û got: «Eger ev ne mirovekî xerabkar bûya, me ew teslîmî te nedikir.» 
JHN.18.31	Pîlatos ji wan re got: «Hûn bi xwe wî bibin û li gor Şerîeta xwe dîwana wî bikin.» Cihûyan lê vegerand û gotin: «Destûra me tune ku em tu kesî bikujin.» 
JHN.18.32	Ev çêbû, da ku gotina Îsa ku pê îşaret kiribû, ka ewê bi mirineke çawa bimire, bê cih.
JHN.18.33	Hingê Pîlatos dîsa ket qesra walî, gazî Îsa kir û jê pirsî: «Ma tu Padîşahê Cihûyan î?» 
JHN.18.34	Îsa lê vegerand û got: «Tu vê ji ber xwe dibêjî an hinekên din ev yek li ser min ji te re gotine?»
JHN.18.35	Pîlatos got: «Ma ez Cihû me? Miletê te bi xwe û serekên kahînan tu dayî destê min. Te çi kiriye?» 
JHN.18.36	Îsa bersîv da û got: «Padîşahiya min ne ji vê dinyayê ye; eger padîşahiya min ji vê dinyayê bûya, ji bo ku ez nekevim destê Cihûyan, xizmetkarên min wê li ber xwe bidana. Lê padîşahiya min ne ji vê dinyayê ye.»
JHN.18.37	Pîlatos jî jê re got: «Nexwe tu padîşah î?» Îsa bersîv da û got: «Tu ji bo min dibêjî ku ez padîşah im. Ez ji bo vê yekê ji dayik bûme û ji bo vê yekê hatime dinyayê, da ku ez ji rastiyê re şahidiyê bikim. Her kesê ku ji aliyê rastiyê be, guhê xwe dide dengê min.»
JHN.18.38	Pîlatos jê pirsî: «Ma rastî çi ye?»
JHN.18.38	Piştî vê pirsê, Pîlatos dîsa çû derve ba Cihûyan û ji wan re got: «Ez tu sedemê sûcdarkirina wî nabînim. 
JHN.18.39	Lê adeta we ye ku ez di Cejna Derbasbûnê de yekî girtî ji bo we berdim. Ma hûn dixwazin ku ez ji bo we padîşahê Cihûyan berdim?»
JHN.18.40	Li ser vê yekê wan bi qîrîn got: «Ne vî mirovî, lê Barabas berde!» Barabas jî serhildêrek bû.
JHN.19.1	Hingê Pîlatos Îsa girt û da ber qamçiyan. 
JHN.19.2	Leşkeran jî ji stiriyan tacek honandin û dan serê wî û xiftanekî binefşî lê kirin. 
JHN.19.3	Îcar dihatin pêş wî û digotin: «Bijî padîşahê Cihûyan!» Û sîle li wî dixistin.
JHN.19.4	Pîlatos dîsa derket derve û ji wan re got: «Va ye, niha ez wî tînim derve ba we, da ku hûn bizanin ku min tu sedemê sûcdarkirina wî nedîtiye.» 
JHN.19.5	Li ser vê yekê Îsa bi taca serê xwe ya ji stiriyan çêkirî û bi xiftanê binefşî yê li xwe kirî ve derket derve. Pîlatos ji wan re got: «Va ye, ew mirov!»
JHN.19.6	Dema ku serekên kahînan û parêzgeran ew dît, qîriyan û gotin: «Wî li xaçê bixe, wî li xaçê bixe!» Pîlatos ji wan re got: «Hûn bi xwe wî bibin li xaçê bixin. Ez bi xwe tu sedemê sûckirina wî nabînim.»
JHN.19.7	Cihûyan bersîva wî da û gotin: «Şerîeta me heye û li gor Şerîetê divê ew bimire. Çimkî wî xwe kiriye Kurê Xwedê.»
JHN.19.8	Dema ku Pîlatos ev gotin bihîst, ew hê bêtir tirsiya. 
JHN.19.9	Ew dîsa çû hundirê qesra walî û ji Îsa re got: «Tu ji ku derê yî?» Lê Îsa bersîva wî neda. 
JHN.19.10	Pîlatos jî jê re got: «Ma tu bi min re napeyivî? Ma tu nizanî ku desthilatiya min heye ku ez te berdim û desthilatiya min heye ku ez te li xaçê jî bixim?»
JHN.19.11	Îsa lê vegerand û got: «Eger ji jor ji te re nehata dayîn, tu desthilatiya te wê li ser min tunebûya. Ji ber vê yekê gunehê wî yê ku ez dame destê te mezintir e.»
JHN.19.12	Hingê Pîlatos dixebitî ku Îsa berde, lê Cihû qîriyan û gotin: «Eger tu vî mirovî berdî, tu ne dostê Qeyser î! Her kesê ku xwe bike padîşah, li hember Qeyser serî hildaye!»
JHN.19.13	Dema ku Pîlatos ev gotinên ha bihîstin, Îsa anî derve. Ew bi xwe jî li ser kursiyê dîwanê rûnişt, ku li cihê ‹Reqfa Kevir› bû – bi Îbranî jê re ‹Gabata› digotin. 
JHN.19.14	Roja Amadekirinê ya Cejna Derbasbûnê bû. Saet li dora diwanzdehan bû, nîvro bû. Pîlatos ji Cihûyan re got: «Va ye, padîşahê we!»
JHN.19.15	Lê ew qîriyan: «Bila ji me dûr be, bila ji me dûr be! Wî li xaçê bixe!» Pîlatos ji wan re got: «Ma ez padîşahê we li xaçê bixim?» Serekên kahînan bersîva wî dan: «Ji Qeyser pê ve, padîşahê me tune.» 
JHN.19.16	Hingê wî Îsa teslîmî wan kir, da ku li xaçê bixin.
JHN.19.16	Li ser vê yekê wan Îsa bir. 
JHN.19.17	Îsa bi xwe xaça xwe hilgirt û derket wî cihê ku jê re ‹Cihê Qoqê Serî› – bi Îbranî ‹Golgota› – digotin. 
JHN.19.18	Li wê derê wan ew bi du kesên din re li xaçê xistin. Her yek li kêlekekê, Îsa di navbera wan de bû. 
JHN.19.19	Pîlatos depikek nivîsî û bi xaçê ve danî. Tiştê nivîsî ev bû: «ÎSAYÊ NISRETÎ, PADÎŞAHÊ CIHÛYAN.» 
JHN.19.20	Gelek Cihûyan ev nivîsdek xwend, çimkî cihê ku Îsa li xaçê xistibûn nêzîkî bajêr bû û ew bi Îbranî, Latînî û Yewnanî hatibû nivîsîn. 
JHN.19.21	Lê serekên kahînên Cihûyan ji Pîlatos re gotin: «Nenivîse ‹Padîşahê Cihûyan›! Binivîse ku ‹Vî mirovî got: Ez Padîşahê Cihûyan im.›» 
JHN.19.22	Pîlatos bersîv da: «Min çi nivîsîbe, min nivîsiye.»
JHN.19.23	Piştî ku leşkeran Îsa li xaçê xistin, wan cilên wî hildan, kirin çar par, da ku ji her yekî re parek bikeve. Kirasê wî jî hildan. Kiras ji serî heta binî honandî û bêdirûtin bû. 
JHN.19.24	Îcar ji hevdû re gotin: «Werin em vî nedirînin, em pişkê bavêjin, ka wê ji kê re bikeve.» Ev çêbû, da ku ew nivîsar bê cih:
JHN.19.24	«Cilên min di nav xwe de leva kirin,
JHN.19.24	Û ji bo xiftanê min pişk avêtin.»
JHN.19.24	Hingê leşkeran tam evên ha kirin.
JHN.19.25	Li ber xaça Îsa diya wî, xaltiya wî, Meryema jina Klopas û Meryema Mejdelanî rawestabûn. 
JHN.19.26	Dema Îsa dît ku diya wî û şagirtê wî yê ku wî jê hez dikir li wê derê disekinin, wî ji diya xwe re got: «Sitiyê! Va ye kurê te!» 
JHN.19.27	Di pey de wî ji şagirtê xwe re got: «Va ye diya te!» Ji hingê û pê ve vî şagirtî ew bir mala xwe.
JHN.19.28	Piştî vê yekê êdî Îsa dizanibû ku her tişt pêk hat. Ji bo ku Nivîsara Pîroz bê cih, wî got: «Ez tî me.» 
JHN.19.29	Firaxek ji sihikê tijekirî li wê derê bû. Avgirek li nav sihikê xistî bi serê darikê gûrizê ve danîn û dirêjî devê wî kirin. 
JHN.19.30	Gava ku Îsa sihik vexwar, wî got: «Temam bû», serê xwe xwar kir û ruhê xwe da.
JHN.19.31	Ji ber ku roja Amadekirinê bû û diviya roja Şemiyê cesed li ser xaçê nemînin – çimkî ew Şemî rojeke gelek girîng bû – serekên Cihûyan ji Pîlatos daxwaza şikandina teşkên ên xaçkirî kirin, da ku ew bên rakirin. 
JHN.19.32	Îcar leşker hatin; pêşî teşkên yekî û di pey de teşkên ê din ên ku bi wî re hatibûn xaçkirin, şikandin. 
JHN.19.33	Lê gava ku ew hatin ba Îsa û dîtin ku ew ji xwe miriye, wan teşkên wî neşikandin. 
JHN.19.34	Lê dîsa jî ji leşkeran yekî newqa wî bi rimê qul kir û di cih de av û xwîn herikî. 
JHN.19.35	– Yê ku ev dît şahidî kir, da ku hûn jî bawer bikin. Şahidiya wî rast e û ew dizane ku ew rastiyê dibêje. – 
JHN.19.36	Ev çêbû, da ku ew nivîsar bê cih:
JHN.19.36	«Tu hestiyê wî nayê şikandin.»
JHN.19.37	Û dîsa nivîsareke din weha dibêje:
JHN.19.37	«Ewê li wî yê ku bedena wî qul kirine binêrin.»
JHN.19.38	Piştî vê yekê, Ûsivê ji Arîmetyayê yê ku şagirtê Îsa bû û ji tirsa serekên Cihûyan xwe aşkere nekiribû, daxwaza rakirina cesedê Îsa ji Pîlatos kir û Pîlatos destûr dayê. Îcar Ûsiv hat û cesedê Îsa rakir. 
JHN.19.39	Nîkodêmos jî hat, yê ku cara pêşî bi şev hatibû ba Îsa; wî nêzîkî sed lîtrên Romayî ji mur û dara ûdê tevlihevkirî anî. 
JHN.19.40	Wan cesedê Îsa hilanî, li gor adetên Cihûyan ên veşartina miriyan, giyayên bîhnxweş lê dan û bi cawên keten ew pêçan. 
JHN.19.41	Li cihê ku Îsa lê hatibû xaçkirin baxçeyek hebû û di nav baxçe de jî goreke nû hebû ku hê tu kes lê nehatibû veşartin. 
JHN.19.42	Ji ber ku roja Amadekirinê ya Cihûyan bû û gor jî nêzîk bû, Îsa li wê derê dirêj kirin.
JHN.20.1	Roja pêşî ya heftiyê, serê sibê zû, hê ku tarî bû Meryema Mejdelanî hat ser gorê. Wê dît ku kevir ji ber derê gorê hatiye rakirin, 
JHN.20.2	bi bez çû ba Şimûn-Petrûs û şagirtê din ê ku Îsa jê hez dikir û ji wan re got: «Xudan ji gorê derxistine û em nizanin ku ew danîne ku derê.»
JHN.20.3	Li ser vê yekê Petrûs û şagirtê din derketin derve û bi aliyê gorê ve hatin. 
JHN.20.4	Herdu jî bi hev re dibezîn, lê şagirtê din ji Petrûs zûtir bezî û ew pêşî gihîşt ser gorê. 
JHN.20.5	Dema wî xwe xwar kir û nêrî, dît ku cawên keten raxistî ne. Lê ew neket hundir. 
JHN.20.6	Hingê Şimûn-Petrûs jî li pey wî hat; ket hundirê gorê, cawên keten ên raxistî 
JHN.20.7	û destmala ku li serê Îsa hatibû pêçandin, dîtin. Destmal ne li ba cawên keten bû, lê pêçayî û ji wan veqetayî bû. 
JHN.20.8	Hingê şagirtê din ê ku pêşî gihîştibû ser gorê ket hundir. Wî dît û bawer kir. 
JHN.20.9	– Wan hê ji Nivîsara Pîroz fêm nedikir ku diviya Îsa ji nav miriyan rabe. – 
JHN.20.10	Piştî vê yekê şagirt vegeriyan cihên xwe.
JHN.20.11	Lê Meryem li derve, li ber gorê sekinîbû û digiriya. Wê bi girîn xwe xwar kir û li hundirê gorê nêrî, 
JHN.20.12	dît ku du milyaketên cilspî, li cihê ku cesedê Îsa lê hatibû dirêjkirin rûniştine, yek li cihê serê wî û yê din li cihê lingên wî. 
JHN.20.13	Milyaketan ji wê re got: «Ya sitiyê! Tu çima digirî?» Meryemê ji wan re got: «Xudanê min rakirine û ez nizanim ew danîne ku derê.»
JHN.20.14	Gava wê weha got, li pişt xwe zivirî û dît ku Îsa li wê derê rawestaye. Lê wê nizanibû ku ew Îsa ye. 
JHN.20.15	Îsa ji wê re got: «Ya sitiyê, tu çima digirî? Tu li kê digerî?» Meryemê jî guman kir ku ew baxçevan e; wê ji wî re got: «Ezxadim, eger te ew rakiribe, ji min re bêje, te ew daniye ku derê, da ku ez wî ji wê derê rakim.» 
JHN.20.16	Îsa ji wê re got: «Meryem!» Meryem li wî zivirî û bi Îbranî got: «Rabbonî!» ku bi mana «Mamoste!» ye.
JHN.20.17	Îsa ji wê re got: «Destê xwe li min nede, çimkî hê ez derneketime ba Bav. Lê here ba birayên min û ji wan re bêje: ‹Ez derdikevim ba Bavê xwe û Bavê we, ba Xwedayê xwe û ba Xwedayê we.›» 
JHN.20.18	Meryema Mejdelanî çû ba şagirtan û ji wan re got: «Min Xudan dît» û tiştên ku wî ji wê re gotibû ji wan re got.
JHN.20.19	Wê êvara roja pêşî ya heftiyê, gava şagirt ji tirsa Cihûyan di pişt deriyên girtî de civiyabûn, Îsa hat, di nav wan de sekinî û ji wan re got: «Silamet li ser we be.» 
JHN.20.20	Ev tişt got, destên xwe û newqa xwe nîşanî wan da. Gava ku şagirtan Xudan dît, pirr şa bûn. 
JHN.20.21	Îsa dîsa ji wan re got: «Silamet li ser we be. Wek ku Bav ez şandim, ez jî we dişînim.» 
JHN.20.22	Piştî ku weha peyivî pif kir wan û ji wan re got: «Ruhê Pîroz bistînin. 
JHN.20.23	Hûn li gunehên kê bibihûrin, ew lêbihûrtî ne. Hûn li gunehên kê nebihûrin, li wan nayê bihûrtin.»
JHN.20.24	Tûmayê ku yek ji diwanzdehan bû û jê re Cêwî digotin, gava ku Îsa hat, ne bi wan re bû. 
JHN.20.25	Şagirtên din ji wî re gotin: «Me Xudan dît.» Lê Tûma ji wan re got: «Heta ku ez di destên wî de cihê bizmaran nebînim, tiliya xwe li cihê bizmaran nedim û destê xwe daneynim ser newqa wî, ez qet bawer nakim.»
JHN.20.26	Piştî heşt rojan, şagirtên Îsa dîsa li malekê bûn û Tûma jî bi wan re bû. Derî girtî bûn, lê Îsa hat, di nav wan de sekinî û got: «Silamet li ser we be.» 
JHN.20.27	Di pey de ji Tûma re got: «Tiliya xwe bîne vir û li destên min binêre. Destê xwe jî dirêj bike û deyne ser newqa min. Êdî bêbaweriyê neke, lê belê bi bawerî be!»
JHN.20.28	Tûma lê vegerand û got: «Xudanê min û Xwedayê min!» 
JHN.20.29	Îsa ji wî re got: «Ji ber ku te ez dîtim tu bawer dikî? Xwezî bi wan ên ku nebînin, lê dîsa bawer dikin!»
JHN.20.30	Erê, Îsa li ber şagirtên xwe hê gelek nîşanên din jî çêkirin ku ew di vê kitêbê de nehatine nivîsîn. 
JHN.20.31	Lê ev hatine nivîsîn, da ku hûn bawer bikin ku Îsa Mesîh e, Kurê Xwedê ye û bi vê baweriyê jiyana we bi navê wî hebe.
