GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
JER.41.17	Barakomeza bagera i Geruti-Kimuhamu hafi ya Betelehemu bajya mu Misiri. 
JER.41.18	Bari bahunze Abanyababiloniya, babatinyira ko Ishimayeli mwene Netaniya yari yarishe Gedaliya mwene Ahikamu, uwo umwami wa Babiloniya yari yaratoranyije kugira ngo abe umutegetsi w'igihugu.
JER.42.1	Abagaba b'ingabo bose na Yohanani mwene Kareya, na Yezaniya mwene Hoshaya n'abantu bose uhereye ku boroheje ukageza ku bakomeye, basanga 
JER.42.2	umuhanuzi Yeremiya baramubwira bati: “Turakwinginze, reka tuguture amaganya yacu maze udusabire ku Uhoraho Imana yawe, twebwe twese itsinda ry'abasigaye. Twari benshi none dusigaye turi bake nk'uko ubyirebera. 
JER.42.3	Dusabire kugira ngo Uhoraho Imana yawe atwereke aho tugomba kunyura, n'icyo tugomba gukora.”
JER.42.4	Umuhanuzi Yeremiya arabasubiza ati: “Nabyumvise. Ndambaza Uhoraho Imana yanyu nk'uko mubisabye, kandi icyo Uhoraho azansubiza cyose nzakibabwira nta cyo mbahishe.”
JER.42.5	Hanyuma babwira Yeremiya bati: “Uhoraho Imana yawe natubere umuhamya w'ukuri wizerwa, niba tutazumvira amabwiriza aguha ngo utubwire. 
JER.42.6	Byatunezeza cyangwa bitatunezeza, tuzumvira Uhoraho Imana yacu ari we tugusaba ngo utwambarize. Byose bizatubera byiza nitumwumvira.”
JER.42.7	Nuko hashize iminsi icumi Uhoraho avugana na Yeremiya. 
JER.42.8	Hanyuma Yeremiya ahamagara Yohanani mwene Kareya n'abagaba b'ingabo bose bari kumwe na we, n'abantu bose uhereye ku boroheje ukageza ku bakomeye, 
JER.42.9	arababwira ati: “Uhoraho Imana y'Abisiraheli mwantumyeho ngo mbasabire aravuze ati:
JER.42.10	‘Nimuguma muri iki gihugu nzabakomeza,
JER.42.10	nzabakomeza sinzabarimbura.
JER.42.10	Nzabareka mushikame sinzabahungabanya,
JER.42.10	koko nababajwe n'ibyago nabateje.
JER.42.11	Nimureke gutinya umwami wa Babiloniya,
JER.42.11	ntimumutinye ndi kumwe namwe,
JER.42.11	ndi kumwe namwe nzabakiza.
JER.42.12	Nzabagirira imbabazi,
JER.42.12	bityo umwami wa Babiloniya na we azazibagirira,
JER.42.12	azabareka mugume mu gihugu cyanyu.’
JER.42.13	“Nyamara nimutumvira Uhoraho Imana yanyu mukavuga muti: ‘Ntabwo tuzaguma muri iki gihugu 
JER.42.14	ahubwo tuzajya kuba mu Misiri, aho tutazongera kubona intambara cyangwa ngo twumve impanda, cyangwa ngo twongere gusonza.’ 
JER.42.15	None rero nimwumve Ijambo ry'Uhoraho mwe abacitse ku icumu bo mu Buyuda. Uhoraho Nyiringabo Imana y'Abisiraheli aravuga ati:
JER.42.15	‘Niba mwiyemeje kujya gutura mu Misiri,
JER.42.16	intambara mutinya izabasangayo,
JER.42.16	inzara mutinya izabakurikirana ibatsindeyo.
JER.42.17	Abantu bose bazahungira mu Misiri bazicishwa inkota,
JER.42.17	bazicwa n'inzara cyangwa icyorezo.
JER.42.17	Nta n'umwe uzarokoka,
JER.42.17	nta n'umwe uzahunga icyago nzabateza.’ ”
JER.42.18	Uhoraho Nyiringabo Imana y'Abisiraheli aravuze ati: “Nk'uko uburakari n'umujinya byanjye byasutswe ku bantu b'i Yeruzalemu, ni na ko bizabasukwaho nimujya mu Misiri. Muzaba ibivume mutere ubwoba abababona, muzaba urukozasoni, muzaba iciro ry'imigani kandi ntimuzagaruka muri iki gihugu ukundi.”
JER.42.19	Yeremiya yungamo ati: “Yemwe Bayuda mwacitse ku icumu, Uhoraho yarambwiye ati: ‘Ntimukwiriye kujya mu Misiri.’ Mumenye neza ko uyu munsi mbaburiye kuko 
JER.42.20	mwakosheje. Mwantumye ku Uhoraho Imana yanyu murambwira muti: ‘Dusabire ku Uhoraho Imana yacu tumenye icyo avuga tuzagikore.’ 
JER.42.21	Ubu ndababwira ko mutakurikije ibyo Uhoraho Imana yanyu yantumye kubamenyesha. 
JER.42.22	None rero mumenye ko muzicwa n'inkota n'inzara n'icyorezo, mu gihugu mushaka kujya kubamo.”
JER.43.1	Yeremiya amaze kubwira rubanda rwose ayo magambo yose Uhoraho Imana yabo yamubatumyeho, 
JER.43.2	Azariya mwene Hushaya na Yohanani mwene Kareya, n'abandi birasi bose babwira Yeremiya bati: “Urabeshya! Uhoraho Imana yacu ntiyigeze igutuma kutubuza kujya gutura mu Misiri. 
JER.43.3	Ahubwo Baruki mwene Neriya ni we wakuduteje kugira ngo mutugabize Abanyababiloniya batwice, cyangwa batujyane ho iminyago muri Babiloniya.” 
JER.43.4	Nuko rero Yohanani mwene Kareya n'abagaba b'ingabo bose n'abantu bose, ntibumvira Uhoraho wifuzaga ko baguma mu Buyuda. 
JER.43.5	Nyamara Yohanani mwene Kareya n'abagaba b'ingabo bose bashyira agahato ku Bayuda bose bacitse ku icumu, bari baragarutse gutura mu Buyuda bavuye mu mahanga aho bari baratataniye. 
JER.43.6	Bajyanye abagabo n'abagore n'abana n'abakobwa b'umwami, bajyana n'umuntu wese Nebuzaradani umutware w'abarinzi b'umwami yari yarasigiye Gedaliya mwene Ahikamu, akaba n'umwuzukuru wa Shafani. Umuhanuzi Yeremiya na Baruki mwene Neriya, bajyanywe hamwe n'abo bantu. 
JER.43.7	Banze kumvira Uhoraho bajya mu Misiri, bagera mu mujyi witwa Tafune
JER.43.8	Yeremiya ari i Tafune Uhoraho aramubwira ati: 
JER.43.9	“Fata amabuye manini, uyatabe munsi y'amatafari ashashe imbere y'umuryango w'ingoro y'umwami wa Misiri iri i Tafune, kandi ubikore Abayuda bakureba. 
JER.43.10	Hanyuma ubabwire uti: ‘Uhoraho Nyiringabo Imana y'Abisiraheli aravuze ngo: Dore nzohereza umugaragu wanjye Nebukadinezari umwami wa Babiloniya, nzashinga intebe ye y'ubwami kuri aya mabuye natabye. Aho ni ho azashinga ihema rye rya cyami. 
JER.43.11	Nebukadinezari azatera igihugu cya Misiri, abapfa bapfe, abandi bajyanwe ho iminyago, abandi bicishwe inkota. 
JER.43.12	Nzatwika ingoro z'ibigirwamana byo mu Misiri, Nebukadinezari azatwika ibyo bigirwamana, ibindi abijyane ho iminyago. Azigarurira igihugu cya Misiri nk'uko umushumba yigaruriraho igishura cye, yitahire amahoro nta wugize icyo amutwara. 
JER.43.13	Azamenagura inkingi zo mu ngoro Abanyamisiri basengeramo izuba, atwike n'izindi ngoro z'ibigirwamana byabo.’ ”
JER.44.1	Ubu ni ubutumwa Uhoraho yahaye Yeremiya ku byerekeye Abayuda bose batuye mu Misiri, mu mujyi wa Migidoli
JER.44.2	Uhoraho Nyiringabo Imana y'Abisiraheli aravuze ati: “Mwabonye ibyago byose nateje Yeruzalemu n'imijyi yose yo mu Buyuda, dore na n'ubu iracyari amatongo nta muntu uharangwa, 
JER.44.3	bitewe n'ibibi abaturage baho bakoze. Barandakaje bayoboka izindi mana batazi bo na ba sekuruza, bazosereza imibavu. 
JER.44.4	Sinahwemye kubatumaho abagaragu banjye bose b'abahanuzi mvuga nti: ‘Ntimugakore ibizira nanga.’ 
JER.44.5	Nyamara ntibumvise cyangwa ngo babyiteho, bareke ubugome bwabo no kosereza imibavu izindi mana. 
JER.44.6	Ni cyo cyatumye nsuka umujinya n'uburakari byanjye bigurumana nk'umuriro, bitwika imijyi y'u Buyuda n'amayira y'i Yeruzalemu, none hahindutse amatongo n'ikidaturwa nk'uko bimeze na n'ubu.”
JER.44.7	Uhoraho Nyiringabo Imana y'Abisiraheli aravuga ati: “Ni kuki mwikururira ibyago bikomeye? Murakururira abagabo n'abagore n'abana n'impinja gutsembwa, ku buryo nta n'umwe usigara mu Buyuda. 
JER.44.8	Kuki mundakaza muyoboka ibigirwamana mwikoreye ubwanyu, mukosereza imibavu izindi mana muri iki gihugu cya Misiri mutuyemo? Mbese murashaka kwikururira kurimbuka, mugahinduka ibivume n'iciro ry'imigani mu mahanga yose yo ku isi? 
JER.44.9	Mbese mwibagiwe ubugome bwa ba sokuruza n'ubw'abami b'u Buyuda n'abagore babo, ubugome bwanyu bwite n'ubw'abagore banyu bwakorewe mu Buyuda no mu mayira y'i Yeruzalemu? 
JER.44.10	Kugeza ubu ntibigeze bicisha bugufi cyangwa ngo banyubahe, nta n'ubwo bigeze bakurikiza amategeko n'amateka nabahaye bo na ba sekuruza.”
JER.44.11	None rero Uhoraho Nyiringabo Imana y'Abisiraheli aravuga ati: “Ngiye kubateza ibyago ndimbure Abuyuda bose. 
JER.44.12	Ngiye kwibasira Abayuda bacitse ku icumu bakajya gutura mu gihugu cya Misiri, bose kuva ku woroheje kugeza ku ukomeye bazagwa mu Misiri bishwe n'inkota n'inzara. Bazahinduka ibivume babe urukozasoni n'iciro ry'imigani. 
JER.44.13	Abatuye mu Misiri nzabahanisha inkota n'inzara n'icyorezo, nk'uko nahannye Yeruzalemu. 
JER.44.14	Nta n'umwe mu Bayuda bacitse ku icumu wagiye mu Misiri uzarokoka, ngo asubire gutura mu Buyuda nk'uko babyifuza. Nta n'umwe uzasubirayo uretse impunzi nkeya.”
JER.44.15	Nuko abagabo bose bari bazi ko abagore babo boshereje imibavu izindi mana, n'abagore bose bari bahagaze aho n'imbaga y'abantu, n'Abisiraheli bose bari batuye mu Misiri mu ntara ya Patirosi, babwira Yeremiya bati: 
JER.44.16	“Ntituzumva ibyo watubwiye mu izina ry'Uhoraho. 
JER.44.17	Ahubwo tuzakora ibyo twavuze byose: tuzosereza imibavu umwamikazi w'ijuru
JER.44.18	Nyamara aho twarekeye kosereza imibavu umwamikazi wo mu ijuru no kumutura amaturo asukwa, ni bwo twabuze ibintu byose kandi twicishwa inkota n'inzara.”
JER.44.19	Abagore na bo baravuga bati: “Igihe twoserezaga imibavu umwamikazi w'ijuru, tukamutura amaturo asukwa, abagabo bacu bari babizi. Twamukoreye kandi n'imigati ifite ishusho ye, tumutura n'amaturo asukwa.”
JER.44.20	Nuko Yeremiya abwira abagabo n'abagore, ndetse n'abantu bose bari bamubwiye ayo magambo ati: 
JER.44.21	“Mwosereje imibavu izindi mana mu mijyi y'u Buyuda no mu mayira y'i Yeruzalemu, mwebwe ubwanyu na ba sokuruza, n'abami banyu n'ibyegera byabo na rubanda rwose. Ese si ko byagenze? Mumenye ko Uhoraho yabibonye kandi atabyibagiwe. 
JER.44.22	Uhoraho ntabasha kwihanganira ibikorwa byanyu bibi n'ibizira mwakoze. Ni cyo gituma igihugu cyanyu cyahindutse amatongo kikaba giteye ubwoba, cyabaye ruvumwa n'ikidaturwa. 
JER.44.23	Ibi byago bibugarije mwabitejwe n'uko mwosereje imibavu izindi mana mugacumura ku Uhoraho, ntimumwumvire kandi ntimukurikize amategeko ye n'amateka ye n'amabwiriza ye.”
JER.44.24	Yeremiya abwira rubanda rwose, abagabo n'abagore bose ati: “Nimwumve Ijambo ry'Uhoraho Bayuda mwese muri ino mu Misiri. 
JER.44.25	Uhoraho Nyiringabo Imana y'Abisiraheli aravuga ati: ‘Mwebwe n'abagore banyu mwaravuze ngo: uko byagenda kose tuzakomeza amasezerano twagiranye n'umwamikazi w'ijuru, tuzamwosereza imibavu, tumuture n'amaturo asukwa.’ Koko rero ibyo mwagambiriye mwarabikoze.”
JER.44.26	None rero mwa Bayuda mwe mutuye mu Misiri, nimwumve Ijambo ry'Uhoraho. Uhoraho aravuze ati: “Ndabarahiye, nta Muyuda n'umwe utuye mu Misiri uzongera kuvuga izina ryanjye yirahira ati: ‘Ndahiye Nyagasani Uhoraho.’ 
JER.44.27	Ngiye kubahagurukira kugira ngo mbagirire nabi, aho kubagirira neza. Abayuda bose bari mu Misiri bazatsembwa n'inkota n'inzara kugeza ubwo barimbutse. 
JER.44.28	Nyamara abantu bake bazacika ku icumu, bazava mu Misiri basubire mu Buyuda. Itsinda ry'Abayuda basigaye bahungiye mu Misiri bazamenya uwavuze ukuri, niba ari jye cyangwa bo. 
JER.44.29	Dore rero ikimenyetso kizabereka ko ngiye kubahanira aha hantu, maze mukamenya ko ibyago nagambiriye kubateza bigiye kubageraho. Icyo kimenyetso ni iki: 
JER.44.30	ngiye kugabiza Hofura umwami wa Misiri abanzi be bashaka kumwica, nk'uko nagenje Sedekiya umwami w'u Buyuda, nkamugabiza umwanzi we Nebukadinezari umwami wa Babiloniya washakaga kumwica.”
JER.45.1	Mu mwaka wa kane Yoyakimu
JER.45.2	“Dore ibyo Uhoraho Imana y'Abisiraheli akubwira: 
JER.45.3	waravuze uti: ‘Ngushije ishyano! Nari nsanganywe intimba none Uhoraho ageretseho ingorane. Ndananiwe kubera gutaka, nta n'ubwo nkiruhuka.’ ”
JER.45.4	Yeremiya yungamo ati: “Ngubu ubutumwa Uhoraho yambwiye kukugezaho. Aravuga ati: ‘Ngiye gusenya ibyo nubatse, ndimbure ibyo nateye mu gihugu cyose. 
JER.45.5	Nyamara wowe ushaka ibintu bihambaye! Sigaho kubishaka. Dore ngiye guteza ibyago abantu bose, ariko wowe humura nta cyo uzaba. Nzakurinda aho uzajya hose.’ ”
JER.46.1	Ubutumwa bukurikira ni bwo Uhoraho yahaye Yeremiya, bwerekeye amahanga.
JER.46.2	Ubu ni ubutumwa bwagejejwe kuri Misiri n'ingabo z'umwami wayo Neko, ubwo yari i Karikemishi ku nkombe y'uruzi rwa Efurati, agatsindwa na Nebukadinezari umwami wa Babiloniya. Icyo gihe hari mu mwaka wa kane Yoyakimu mwene Yosiya ari ku ngoma mu Buyuda.
JER.46.3	Nimufate ingabo nto n'inini,
JER.46.3	nimuzifate mujye ku rugamba.
JER.46.4	Nimushyire intebe ku mafarasi muyurire!
JER.46.4	Nimwambare ingofero z'icyuma mwitegure,
JER.46.4	nimutyaze amacumu mwambare imyambaro y'ibyuma!
JER.46.5	Mbese bigenze bite?
JER.46.5	Ibyo mbona ni ibiki?
JER.46.5	Bafite ubwoba basubiye inyuma,
JER.46.5	intwari zabo ziratsinzwe,
JER.46.5	barahunga bihuta ubutarora inyuma,
JER.46.5	baradagadwa impande zose.
JER.46.5	Uko ni ko Uhoraho avuze.
JER.46.6	Abahanga mu kwiruka ntibashobora guhunga,
JER.46.6	ab'intwari ntibashobora gucika ku icumu!
JER.46.6	Mu majyaruguru ku nkombe ya Efurati,
JER.46.6	bacitse intege baratsindwa.
JER.46.7	Uwo ni nde umeze nk'uruzi rwa Nili rwarenze inkombe?
JER.46.7	Ni nde umeze nk'inzuzi nini zakutse?
JER.46.8	Misiri imeze nka Nili yarenze inkombe,
JER.46.8	imeze nk'inzuzi nini zakutse.
JER.46.8	Misiri yaravuze iti: “Nzakuka nsendere isi yose,
JER.46.8	nzarimbura imijyi yose n'abayituye.
JER.46.9	Amafarasi nahaguruke,
JER.46.9	amagare y'intambara natabare,
JER.46.9	ab'intwari nibajye imbere,
JER.46.9	ni Abanyakushi n'Abaputi bamenyereye gukinga ingabo,
JER.46.9	ni Abaludi bamenyereye gufora imiheto.”
JER.46.10	Nyamara uwo munsi ni uwa Nyagasani Uhoraho Nyiringabo,
JER.46.10	ni umunsi wo guhōra no guhana abanzi be.
JER.46.10	Inkota izica irambirwe,
JER.46.10	izahaga amaraso yabo.
JER.46.10	Koko Nyagasani Uhoraho Nyiringabo azatamba igitambo,
JER.46.10	azagitambira mu majyarugu ku ruzi rwa Efurati.
JER.46.11	Bantu bo mu Misiri, nimujye i Gileyadi,
JER.46.11	nimujyeyo mushakashake icyomoro.
JER.46.11	Nyamara nta cyo kizabamarira,
JER.46.11	igikomere ntigiteze gukira.
JER.46.12	Amahanga azumva ko mwacishijwe bugufi,
JER.46.12	umuborogo wanyu uzakwira mu isi hose.
JER.46.12	Koko intwari izasakirana n'indi,
JER.46.12	zombi zizagwira icyarimwe.
JER.46.13	Ubutumwa Uhoraho yahaye umuhanuzi Yeremiya, bwerekeye uko Nebukadinezari umwami wa Babiloniya azatera Misiri.
JER.46.14	Menyesha Misiri ubwo butumwa,
JER.46.14	bwamamaze i Migidoli,
JER.46.14	bumenyekanishe i Memfisi n'i Tafune uti:
JER.46.14	“Murabe maso dore inkota iratsemba abaturanyi banyu.
JER.46.15	Kuki abantu bawe b'intwari bahunze?
JER.46.15	Ntibashobora gushinga ibirindiro,
JER.46.15	Uhoraho yabatsinze.
JER.46.16	Abantu benshi bagwiriranye,
JER.46.16	barabwirana bati:
JER.46.16	‘Nimuhaguruke dusange bene wacu,
JER.46.16	nimuhaguruke dusubire mu gihugu cyacu,
JER.46.16	nimuhaguruke duhunge inkota y'umwanzi.’
JER.46.17	Umwami wa Misiri nimumuhimbe izina,
JER.46.17	nimumwite Gasaku mburamumaro,
JER.46.17	yivukije amahirwe.”
JER.46.18	Umwami aravuga ati: “Ndi muzima,
JER.46.18	izina ryanjye ni Uhoraho Nyiringabo,
JER.46.18	ndi nka Taboru hagati y'indi misozi,
JER.46.18	ndi nk'umusozi wa Karumeli ahirengeye inyanja.”
JER.46.19	Yemwe abatuye mu Misiri,
JER.46.19	nimwitegure guhunga.
JER.46.19	Koko umujyi wa Memfisi uzarimburwa,
JER.46.19	uzahinduka ikidaturwa.
JER.46.20	Misiri ni nk'inyana y'ishashi nziza cyane,
JER.46.20	ni nk'inyana itewe n'ibibugu byo mu majyaruguru.
JER.46.21	Abacancuro bayo ni nk'ibimasa bishishe,
JER.46.21	na bo bazahindukira bahunge,
JER.46.21	ntibazashobora kurwana.
JER.46.21	Umunsi w'ibyago byabo urageze,
JER.46.21	ni umunsi wabo wo guhanwa.
JER.46.22	Misiri izavugiriza nk'inzoka ihunga,
JER.46.22	abanzi bayiteye bafite imbaraga,
JER.46.22	bazayitera bitwaje amashoka nk'abatemyi b'ibiti.
JER.46.23	Bazatema ishyamba ryayo ry'inzitane,
JER.46.23	abanzi bayo ntibabarika,
JER.46.23	ni benshi kuruta inzige.
JER.46.24	Abanyamisiri bazakorwa n'isoni,
JER.46.24	bazagabizwa abantu bo mu majyaruguru.
JER.46.25	Uhoraho Nyiringabo Imana y'Abisiraheli aravuga ati: “Ngiye guhana ikigirwamana Amoni cy'i Tebesi, mpane umwami wa Misiri na Misiri ubwayo n'imana zayo n'abami bayo, nzahana n'abishingikirije ku mwami wayo. 
JER.46.26	Nzabagabiza abashaka kubica, nzabagabiza Nebukadinezari umwami wa Babiloniya n'ingabo ze, nyamara Misiri izongera iturwe nka kera.” Uko ni ko Uhoraho avuze.
JER.46.27	Uhoraho aravuga ati:
JER.46.27	“Rubyaro rw'umugaragu wanjye Yakobo, mwitinya,
JER.46.27	rubyaro rwa Isiraheli, mwikangarana.
JER.46.27	Nzabakiza mbavane mu mahanga ya kure yabajyanye ho iminyago.
JER.46.27	Rubyaro rwa Yakobo, muzagaruka mugire amahoro,
JER.46.27	muzishyira mwizane nta wubatera ubwoba.
JER.46.28	Rubyaro rwa Yakobo mugaragu wanjye, mwitinya kuko ndi kumwe namwe.
JER.46.28	Nzatsemba amahanga yose nabatatanyirijemo,
JER.46.28	nyamara mwebwe sinzabatsemba burundu.
JER.46.28	Sinzabura kubahana,
JER.46.28	nyamara nzaca inkoni izamba.”
JER.47.1	Ubu ni ubutumwa Uhoraho yabwiye Yeremiya, bwerekeye Abafilisiti mbere y'uko umwami wa Misiri atera i Gaza.
JER.47.2	Ngibyo ibyo Uhoraho avuga ati:
JER.47.2	“Dore umuvumba w'amazi aturutse mu majyaruguru,
JER.47.2	arasūma nk'uruzi rwarenze inkombe.
JER.47.2	Azasendera mu gihugu cyose no ku bikirimo byose,
JER.47.2	azasendera mu mijyi no ku bayituye.
JER.47.2	Abantu bazasakuza,
JER.47.2	abaturage bazaboroga.
JER.47.3	Hazumvikana imirindi y'amafarasi yiruka,
JER.47.3	hazumvikana n'urusaku rw'amagare y'intambara,
JER.47.3	ababyeyi bazacika intege batererane abana babo.”
JER.47.4	Koko uwo munsi uzaba uwo kurimbura Abafilisiti bose,
JER.47.4	uzatsemba abacitse ku icumu bashobora gutabara ab'i Tiri n'i Sidoni.
JER.47.4	Uhoraho azatsemba Abafilisiti,
JER.47.4	azatsemba abakomoka mu kirwa cya Shipure.
JER.47.5	Abantu b'i Gaza bazimoza umusatsi nk'abari mu cyunamo,
JER.47.5	aba Ashikeloni bazumirwa.
JER.47.5	Bafilisiti bo mu kibaya mwacitse ku icumu, muzaboroga kugeza ryari?
JER.47.6	Wa nkota y'Uhoraho we, uzatuza ryari?
JER.47.6	Subira mu rwubati rwawe utuze.
JER.47.7	Nyamara se yatuza ite yabitegetswe n'Uhoraho?
JER.47.7	Yatuza ite yayitegetse gutsemba Ashikeloni n'inkombe z'inyanja?
JER.48.1	Ubu ni ubutumwa bw'Uhoraho Nyiringabo Imana y'Abisiraheli bwagenewe Abamowabu:
JER.48.1	abaturage b'i Nebo bagushije ishyano,
JER.48.1	koko umujyi wabo urarimbutse.
JER.48.1	Kiriyatayimu ikozwe n'isoni irafashwe,
JER.48.1	ikigo ntamenwa cyayo kirashenywe, kirasuzuguritse.
JER.48.2	Mowabu ntizongera gushimagizwa ukundi,
JER.48.2	i Heshiboni barayigambanira bati:
JER.48.2	“Reka tuyirimbure ye kuba igihugu.”
JER.48.2	Nawe Madimeni uzumirwa,
JER.48.2	inkota izagukurikirana.
JER.48.3	Induru zirumvikana i Horonayimu,
JER.48.3	ni induru zivuga isenywa n'irimbuka rikomeye.
JER.48.4	Mowabu irarimbutse,
JER.48.4	umuborogo w'abana bayo urumvikana.
JER.48.5	Abacitse ku icumu bararira bagana i Luhiti,
JER.48.5	baramanuka i Horonayimu batakishwa n'akaga kabugarije.
JER.48.6	Baravuga bati:
JER.48.6	“Nimuhunge mukize ubuzima bwanyu,
JER.48.6	nimwibere mu butayu mumere nk'agahuru.”
JER.48.7	Mowabu wiringiye imirimo yawe n'ubutunzi bwawe,
JER.48.7	nawe uzajyanwa ho umunyago.
JER.48.7	Ikigirwamana cyawe Kemoshi kizanyagwa,
JER.48.7	kizanyagwa hamwe n'abatambyi bacyo n'ibyegera byacyo.
JER.48.8	Umurimbuzi azanyura muri buri mujyi,
JER.48.8	nta mujyi n'umwe uzarokoka.
JER.48.8	Imirambi n'ibikombe bizarimburwa.
JER.48.8	Uko ni ko Uhoraho avuze.
JER.48.9	Nimucukurire Mowabu imva kuko igiye kurimbuka,
JER.48.9	imijyi yayo izahinduka amatongo n'ikidaturwa.
JER.48.10	Havumwe umuntu ukorana ubunebwe umurimo w'Uhoraho,
JER.48.10	havumwe ubuza inkota ye kumena amaraso.
JER.48.11	Mowabu yaradamaraye kuva mu buto bwayo,
JER.48.11	ni nka divayi nziza itigeze isukwa.
JER.48.11	Mowabu ntiyigeze ijyanwa ho umunyago,
JER.48.11	uburyohe n'impumuro by'iyo divayi ntibyahindutse.
JER.48.12	Uhoraho aravuga ati: “Nyamara igihe kizagera, ubwo nzohereza abantu gusuka Mowabu nk'usuka divayi. Bazayisuka hasi ibibindi byayo babimenagure. 
JER.48.13	Abamowabu bazaterwa isoni n'imana yabo Kemoshi, nk'uko Abisiraheli bakojejwe isoni na Beteli biringiraga.”
JER.48.14	Bantu b'i Mowabu, kuki muvuga muti:
JER.48.14	“Turi intwari tumenyereye intambara”?
JER.48.15	Mowabu izarimburanwa n'imijyi yayo,
JER.48.15	abasore bayo b'ingenzi bazashirira ku icumu.
JER.48.15	Uko ni ko Umwami Uhoraho Nyiringabo avuze.
JER.48.16	Mowabu igiye kurimbuka,
JER.48.16	ibyago byayo biregereje.
JER.48.17	Abaturanyi bayo mwese nimuyihumurize,
JER.48.17	abazi ubwamamare bwayo mwese nimuvuge muti:
JER.48.17	“Ububasha bw'abami bayo burashize,
JER.48.17	imbaraga zayo zirarangiye!”
JER.48.18	Bantu b'i Diboni, nimuve mu mwanya w'icyubahiro,
JER.48.18	nimumanuke mwicare mu myanda.
JER.48.18	Koko umurimbuzi wa Mowabu araguteye,
JER.48.18	aje kurimbura imijyi ntamenwa yanyu.
JER.48.19	Bantu ba Aroweri, nimuhagarare ku nzira murebe,
JER.48.19	abagabo n'abagore bahunga nimubabaze uko bigenze.
JER.48.20	Mowabu yakozwe n'isoni kuko yasenyutse,
JER.48.20	nimurire muboroge,
JER.48.20	nimumenyeshe aba Arunoni ko Mowabu yarimbutse.
JER.48.21	Urubanza rwaciriwe akarere k'imirambi, ari yo mijyi ya Holoni na Yahasi na Mefāti, 
JER.48.22	na Diboni na Nebo na Beti-Dibulatayimu, 
JER.48.23	na Kiriyatayimu na Beti-Gamuli na Beti-Mewoni, 
JER.48.24	na Keriyoti na Bosira n'indi imijyi yose yo mu gihugu cya Mowabu, iya kure n'iya hafi.
JER.48.25	Uhoraho aravuga ati: “Mowabu yacitse intege ntigifite imbaraga.”
JER.48.26	Abamowabu basuzugura Uhoraho. Nimubareke basinde bigaragure mu birutsi byabo, maze bahinduke urw'amenyo. 
JER.48.27	Mwa Bamowabu mwe, nimwibuke ko mwari mwarahinduye Abisiraheli urw'amenyo. Mwabafataga nk'abajura, mubazunguriza imitwe igihe cyose muvuze ibyabo.
JER.48.28	Mwa Bamowabu mwe, nimuve mu mijyi,
JER.48.28	nimuyivemo muhungire mu bitare,
JER.48.28	nimube nk'inuma yarika mu rwinjiriro rw'ubuvumo.
JER.48.29	Twumvise ubwirasi bwa Mowabu,
JER.48.29	twumvise ubwirasi bwayo n'agasuzuguro kayo,
JER.48.29	twumvise ukwikuza kwayo n'agasuzuguro kayo,
JER.48.29	twumvise ubwibone bwayo no kwishyira hejuru kwayo.
JER.48.30	Uhoraho aravuga ati:
JER.48.30	“Nzi neza ubwirasi bwayo budafite umumaro,
JER.48.30	nzi n'agasuzuguro kayo kadafite ishingiro.
JER.48.31	“Ni cyo gituma ndirira Mowabu,
JER.48.31	ndaririra Abamowabu bose,
JER.48.31	ndaririra abantu b'i Kiri-Hareseti.
JER.48.32	Ndaririra umuzabibu w'i Sibuma,
JER.48.32	ndawuririra nk'uko ab'i Yāzeri bawuririra.
JER.48.32	Amashami yawo arandaranda agera ku nyanja
JER.48.32	ararandaranda agera ku nyanja i Yāzeri.
JER.48.32	Nyamara umurimbuzi yigabije imbuto n'umusaruro byawe.
JER.48.33	Ibyishimo n'umunezero ntibikirangwa mu mirima y'i Mowabu,
JER.48.33	nta divayi ikirangwa mu rwengero,
JER.48.33	nta byishimo bizongera kurangwa mu rwengero,
JER.48.33	nubwo basakuza si ukubera ibyishimo.
JER.48.34	“Abantu b'i Heshiboni barataka, induru yabo irumvikana kugeza Eleyale n'i Yahasi n'i Sowari, n'i Horonayimu na Egilati-Shelishiya, kuko n'amazi y'i Nimurimu yakamye.”
JER.48.35	Uhoraho aravuga ati: “Nzatsemba muri Mowabu abantu bose bajya ahasengerwa, gutambira ibitambo no kosereza imibavu imana zabo.”
JER.48.36	Ni cyo gituma ndirira Mowabu n'abaturage ba Kiri-Hareseti, meze nk'uvuza umwirongi kubera ko ubutunzi bwabo bubashizeho. 
JER.48.37	Abagabo bose bimoje imisatsi n'ubwanwa, biciye indasago ku maboko kandi bambara imyambaro igaragaza akababaro. 
JER.48.38	Uhoraho aravuga ati: “Abari hejuru y'amazu
JER.48.39	Nimurire muvuga muti: “Mowabu yashegeshwe. Mbega ukuntu itewe isoni no kuba yaranteye umugongo! Mowabu izahinduka urw'amenyo n'ikizira mu baturanyi bayo bose.”
JER.48.40	Uhoraho aravuga ati: “Dore igihugu kije gutera Mowabu,
JER.48.40	kimeze nka kagoma irambuye amababa yayo.
JER.48.41	Imijyi ya Mowabu izafatwa,
JER.48.41	imijyi ntamenwa izigarurirwa.
JER.48.41	Icyo gihe intwari z'i Mowabu zizagira ubwoba,
JER.48.41	zizamera nk'umugore uribwa n'ibise.
JER.48.42	Mowabu izarimburwa,
JER.48.42	ntizongera kuba igihugu,
