MAT.1.1	Aganay sləm aŋa azla­baba madzi­dziga aŋa Yesu Kristu, bəzi aŋa David, bəzi aŋa Abəraham. 
JUD.1.5	Iyay, amiyaka kadasəlaw tatak uwana gəpəh à akul kà, ama bà gotənaŋ kà, gəpəh à akul aya. Kiya uwaga, la zamana uwarà Sufəl aɓə̀lla azlatsəhay aŋha, asə̀lla atà à uda la gudəŋ Misəra. Ŋgaha akàɗ azladza uwana à gay la tataka aŋatà, uwana tadìŋal gəl à vok aw.
JUD.1.6	Azla­ma­lika babay, uwana tazigə̀nà gəl la kokuɗa mav à atà aŋa Zəzagəla, atà tazà vok la slaka uwana Zəzagəla aɓə̀k atà à abà, kà Zəzagəla ahə̀l atà, awaɗàh atà, ŋgaha aɓə̀k atà à mələs taɓa­ɗam­maga à abà aŋa koksi­koksi, tsəràh à kaslà uwana Kristu adàsa à waŋ kà maɗàh seriya à azladza gesina à gəl. 
JUD.1.7	Ŋgaha aya kà, dzùgwàw lakəl aŋa gudəŋ Sodom atà la Gomor babay, ŋgaha la azla­gu­dəŋ anik la azla­kutso uwatà la abà. Azladza aŋa azla­gu­dəŋ uwatà taɗa­hàhà azla­ma­bila babay, taɗa­hàhà azlatsəhay tatak anik mawi­siga, uwana naka dza la sləɓ vok aɗehəŋ aw. Zəzagəla afà à atà à gəl kà akàl uwana adà­ma­tsala didi aw. Uwanay apəha­nula, kà kiya uwanay la uwana Zəzagəla adà­ɗe­həŋ à azlatsəhay dza uwaga à gəl.
JUD.1.8	Azladza uwana tasà à waŋ à tataka aŋkul à abà, taɗehəŋ kiya uwanay babay. Baməraka mase­siŋay uwana ase­siŋla atà kà, taɗah mabila, asa à atà kà Zəzagəla akor atà aw, ŋgaha tatsə̀ɗ gay mawi­siga à azla­ma­lika uwana à tsəh, atà la mazləɓay. 
JUD.1.9	Amiyaka Misel, uwana məŋga aŋa malika anik gesina kà, agòɗàh à seteni aw, mok uwana tabayà vok gay la seteni lakəl aŋa Musa kà, aɗahà zlapay lakəl aŋa sləɓ vok aŋha aw, ama afà kà à ahàl aŋa Zəzagəla pəra. Agòɗal pəra kà: ‘Say Zəzagəla la uwana aɗahà à ka seriya à gəl!’, agòɗal.
JUD.1.10	Ama kà aŋa azladza uwana tatsə̀k mago­ɗahay à azla­tatak uwaga à gəl kà, tasəl godega aŋha aw. Taɗehəŋ kà say tatak uwana asa aresl aŋatà pəra, bokuba azla­tatak fəta, azla­tatak uwaga la uwana awìsatàla. 
JUD.1.11	Uwaga kà ŋgərpa uwana anəfa tetəvi aŋa Kaynu, ŋgaha babay taɗàh mawi­siga kà maɓəz sili bokuba aŋa Balam uwana aɗahàŋ uwarà. Tamə̀ts à gay kà uwana tadza­dzàŋà gəl aŋatà ala lakəl aŋa Zəzagəla, bokuba uwana Kora aɗahàŋ.
JUD.1.12	Digiya baŋa kadzaw madzay kà mazuw tatak may akul nna kà, ziruwi kà aŋkul, tahabàh madəvaday, tafa à gəl kà à vok aŋatà pəra, ziruwi bay aza à atà, tapa­kahay kà bokuba habaga uwana asal masa à afik, ama afaɗ ada­da­siŋla, tapa­kahay kà bokuba azlaahàf uwana amiyaka kaslà mayyay aŋatà babay kà tayyay aw, tagahay kà bokuba azlaahàf maɓaɗ à ahəŋ gà. 
JUD.1.13	Tagahay kà bokuba azlaiyaw uwana tagaŋ­tsay la dərəv la afik, atà la titi aw. Falfafal, tagoɗay bokuba iyaw uwana la dərəv la afik, tsakana aŋatà kà apəhla à vok ala, la uɗaka la abà, bokuba mahəra­papay aŋa iyaw, uwana amətsal à tsəh ala. Tagahay bokuba azla­tse­tsiliŋ uwana taɓaɗ vok. Zəzagəla ada­ɗa­hatàŋ slaka mələs gà à ahəŋ taɓa­ɗamma. La abatà la uwana tadàdz à ahəŋ aŋa tsəràh à awtày.
JUD.1.14	Ŋgaha aga la ahəŋ dagay uwarà Enok, uwana mayyi à tsəh ala mamukwa la lig aŋa Adama la ahəŋ, apə̀h à ahəŋ uwarà lakəl aŋa azladza uwanay: ‘Tsəɓàwwal sləm’, agòɗ, ‘Sufəl atsa à waŋ, la azla­ma­lika aŋha aŋuvaw, 
JUD.1.15	ama azlàtsa à waŋ kà maɗàh seriya à azladza gudəŋ à vok à gəl, adàdukw seriya à azladza uwana à gəl, takəs gay aŋha aw gesina, kà tatak mawi­siga uwana taɗa­hàhàŋ à vok gesina, ŋgaha la azlagay mawi­siga uwana tatagòl à vok’, Enok agòɗ. 
JUD.1.16	Azladza uwanay taŋo­ŋuzay à tsəh ala kiya uwanay koksi­koksi. Tarabay didi aw, taɗehəŋ kà say tatak uwana asa à ləv aŋatà, tapəhay kà bəla­sla­slaga, ŋgaha tapapàt azladza, tava­vàràh azladza, kà azladza aŋa makəs gay aŋatà.
JUD.1.17	Akul, azlaməna gay ləv gulo, avika akul gay uwana azlaməna matapla aŋa Sufəl gami Yesu Kristu tapə̀h à akul à vok à abà dagay uwarà aw. 
JUD.1.18	Tagò­ɗàhà à akul kà la madəv à gay gudəŋ à vok kà, adà­gahay la ahəŋ azladza uwana tadà­kəɗaslah azladza uwana tanəfa Zəzagəla. Atà kà, tasəl masla aw, taɗehəŋ kà azla­tatak mawi­siga uwana asa à ləv aŋatà pəra. 
JUD.1.19	Ŋgaha aya kà atà la uwana tatsala mavàhla à waŋ. Atà kà azladza uwana takor gəl aŋatà, atà la Masasəɗok Zəzagəla aw. 
JUD.1.20	Ama akul kà, akul azlaməna gay ləv gulo kà, wàɗàw vok à uda la ndzəɗa, zlàkàw vok kà akul à akul, akul gesina vàw ləv aŋkul kaykay à gay marabəŋ uwana katsənàwwàŋ. Zəzagəla la gəl aŋha apə̀hakulla, dàvàhàw kuɗa à ndzəɗa aŋa Masasəɗok Zəzagəla. 
JUD.1.21	Dzàw à ahəŋ la dziriga la abà, ŋgaha sə̀làw kà Zəzagəla awoya akul, fàw madzugway aŋkul kà à kaslà uwana afik, Sufəl Yesu adàpəhla ala, vok ahamàl aŋha uwana ala kà anu, ŋgaha avà à anu sifa uwana adəv à gay aw.
JUD.1.22	Gàw la vok mahamay kà azladza uwana ləv aŋatà matasləla gà aw. 
JUD.1.23	Bàyàw azladza anik à akàl la gay ala. Kà aŋa azladza anik aya kà, gàw la vok mahamay. Hòyàw atà à ahàl kà tsakana aŋatà, amiyaka bà lukut aŋatà uwana tadaw à vok kà maɗahla tsakana la vok kà, kadəɓawni aw.
JUD.1.24	Məzləɓa Zəzagəla, uwana masla la maslay kà manəŋla akul kà tetəvi aŋa maz à akul à adi aw. Adazəɓ akul à kəl ala tsakana, uwana kaɗa­hàwwàŋ gesina, ŋgaha adà­tsizl akul à huma aŋha, kadànəŋaw mazləɓay aŋha, kadà­hənawla la marabay. 
JUD.1.25	Məzləɓà Zəzagəla la gəl aŋha, aslə̀l à waŋ Sufəl gami Yesu Kristu kà masla aŋa maɓəl anu. Mazləɓay agay la masla, azladza gesina tata­taslla ahàl. Masla la uwana məŋ Sufəl gami, maslay aŋha adza à ahəŋ aŋa tsəràh à awtày. Kiya uwaga dagay madzəka ŋgaha tsəràh à lakana, ŋgaha aŋa tsəràh à awtày bay. Amen.
REV.1.1	Aganay uwana Yesu Kristu afətàla à azla­mayà aŋa Zəzagəla la kəl ala. “Iyay, fətàlla ama ala Zəzagəla”, agòɗal, kà atà aŋa masəlay uwana adàpaka vok la huma la gay. Kà uwaga Yesu Kristu aslə̀l à waŋ malika aŋha à slaka mayà aŋha Yuhana, kà mapəhalla azla­tatak uwaga. 
REV.1.2	Kiya uwaga Yuhana azàŋ la huma azladza gesina uwana anəŋàŋ, agòɗ la magəɗəŋ à afik, ndzer uwaga kà gay aŋa Zəzagəla, ŋgaha babay kà baməraka Yesu kà agəɗàŋ à afik, kà uwaga kà dziriga. 
REV.1.3	Mapis gay à vok agay la azladza, uwana tadzeŋ wakità uwanay la huma azladza la kuda zləkkà, azlagay uwanay kà atsà à waŋ kà la paŋaw aŋa Zəzagəla la awtày, kà aŋa azladza uwana tatsəɓ sləm à azlagay uwanay, ŋgaha takəs kà, Zəzagəla adàpis à atà gay à vok. Haɗay kà, kaslà uwana azla­tatak uwanay adàpaka vok kà, adàgay nekwa nekwa.
REV.1.4	Gi Yuhana, la uwana gətsetser à akul wakità, ‘Ayyi’ gəgoɗ à akul, akul maham à ahəŋ məna gay Zəzagəla sla­slaka məɗəf, uwaga la kutso aŋa Asəya la abà.
REV.1.4	Zəzagəla api­sa­kulla gay à vok, ŋgaha adzala akul à ahəŋ la lapiya la abà. Masla uwana agà la sifa dagay uwarà, mok uwana gudəŋ à vok gesina la ahəŋ dadàŋ aw, ŋgaha lakana aga la ahəŋ la sifa aya, ŋgaha adàsa à waŋ à gudəŋ à vok. Azla­ma­sasəɗok məɗəf tapis à akul gay à vok, ŋgaha tadzala akul à ahəŋ la lapiya la abà. Azla­ma­sasəɗok məɗəf uwaga tadza à ahəŋ la huma kursi aŋa Zəzagəla, tapis à akul gay à vok. 
REV.1.5	Yesu Kristu masla sayda dziriga, apis à akul gay à vok la mav à akul lapiya. Masla la uwana teraŋa aŋa mawul à uda la tataka azla­ma­zim­nekiɗ la abà, ŋgaha masla Sufəl aŋa azla­su­fəl aŋa gudəŋ à vok gesina.
REV.1.5	Yesu uwaga awoya anu, amə̀ts kà aŋami, kikay kà aŋiz aŋha, ndzəɗa aŋa tsakana lakəl gami aya aw, atəfà anu.
REV.1.6	Masla mapa­ka­nula kà tsəhay aŋha, kà uwana masla Sufəl gà gà. Masla aɗahàŋ kiya uwanay, kà anu aŋa magay azlaməna makaɗ tatak babay, kà mazlak Zəzagəla Baba aŋha, dza atəm à ahəŋ aŋa mazləɓay aw, zləɓàw masla gesina. Maslay atsa à waŋ kà la slaka aŋha koksi­koksi. Amen.
REV.1.7	Nə̀ŋàwwàŋ aganay atsa à ahəŋ la habaga la abà. Yewdi aŋa azladza gesina adà­nəŋəŋ baməraka azla­uwana tatsàh la atsəkaɗ babay. Azladza gesina tadàtsah hulolo, kà uwana guba adàza atà, kà uwana taweskà masla. Ndzer. Amen.
REV.1.8	Sufəl Zəzagəla agòɗ:
REV.1.8	ˈGi la uwana Alfa, ŋgaha gi la uwana Omega.ˈ
REV.1.8	Masla la maslay gesina la ahàl. Aga la sifa dagay uwarà, mok uwana gudəŋ à vok la ahəŋ dadàŋ aw, lakana aga la ahəŋ la sifa, ŋgaha adàsa à waŋ à gudəŋ à vok haɗay.
REV.1.9	Gi Yuhana, deda aŋkul la uwana gətsetser wakità uwanay. Anina gesina gami mədahama gay à vok la Yesu la abà. Kiya uwaga məhama à ŋgərpa uwaga à abà, ŋgaha à makoray aŋha, uwana à abà məbasaŋ gami. Kà aŋa gulo te­ke­ɗika tadùw à matəku­kurùh uwana à afik, la tataka dərəv la abà, uwana sləm aŋha Patmos, kà uwana gəpə̀h gay Zəzagəla la magəɗəŋ à afik kà Yesu la uwana dziriga, gəgòɗ. 
REV.1.10	La vuɗ ladu anik Masasəɗok Zəzagəla akə̀s gi, ŋgaha gətsənàŋ kuda la lig gulo la ndzəɗa, bokuba matsənay aŋa mazlazliŋ. 
REV.1.11	Uwana agòɗ: “Uwana kanəŋàŋ la uwana katsetser à wakità à abà, slàl à slaka maham à ahəŋ məna gay Zəzagəla sla­slaka məɗəf uwana la Efesus, la Səmirna, la Pergam, la Tiyatir, la Sardəs, la Fila­del­fiya, ŋgaha la Lawo­di­kiya”, agòɗ à gi. 
REV.1.12	Mok uwana gətsənàŋ, kiya uwaga gəgolà vok kà manəŋəŋ dza uwana avàts à gi gay uwaga, ŋgaha gənəŋàŋ fənəs sla­slaka məɗəf uwana maɗehəhəŋga la luwà­luwà. 
REV.1.13	La tataka aŋatà la abà gənəŋà maftsa à vok aŋa dza babay. Masla la lukut ziŋziŋga la vok, tsəràh à ɗaga­ɗaga, mawaɗ vok ala gà la gay ləv la gabaga luwà­luwà. 
REV.1.14	Aŋidz aŋha kà, me­ɗe­kuga sayya, bokuba slewzi. Yewdi aŋha awutsəɗay bokuba alàh akàl. 
REV.1.15	Asik aŋha wutswa­wuts bokuba ada vərze­ga­niga, uwana taf akàl à abà, kuda aŋha kalkal la maho­humay aŋa iyaw uwana la mukwà la afik. 
REV.1.16	Tse­tsiliŋ məɗəf la ahàl kaf aŋha, katsakar mazu­wayga gay səla nna, asà à waŋ la gay aŋha la awtày. Huɗ adi aŋha ŋərazl à adi bokuba afats aŋa tataka afats. 
REV.1.17	Kay, mok uwana gənəŋàŋ, gətə̀ɗ à makəla asik aŋha bokuba gi mamətsay gà. Ama la lig la ahəŋ aɓə̀k gi ahàl kaf aŋha à gəl, agòɗ à gi: “Guba akəs ka aw. Gi uwana gəga la ahəŋ dagay uwarà, ŋgaha gi uwana gədàgay la ahəŋ aya. 
REV.1.18	Gi, gi uwana la sifa. Gəmə̀ts ama gədza à ahəŋ la sifa aŋa tsəràh à awtày. Gi la ndzəɗa lakəl aŋa mamətsay, ŋgaha gi la tsəku­rəm aŋa slaka uwana azla­ma­zim­nekiɗ tadza à ahəŋ aya. 
REV.1.19	Kiya uwaga kà uwana kanəŋàŋ lagonay la uwana adàpaka vok bawbaw gesina kà: Tsetsèr! 
REV.1.20	Ŋgaha lakəl aŋa azla­tse­tsiliŋ məɗəf uwana kanəŋaŋ la ahàl kaf gulo, ŋgaha la azla­fənəs məɗəf uwana maɗehəŋ gà la luwà­luwà kà, gəpəha­kalla godega aŋa azla­tatak uwaga. Godega aŋa azla­tse­tsiliŋ məɗəf kà apəhla ala azla­ma­lika məɗəf uwana Zəzagəla aɓə̀k atà à azla­slaka məɗəf aŋa maham à ahəŋ məna gay Zəzagəla. Azla­fənəs məɗəf uwanay apəhla ala azla­maham à ahəŋ məna gay Zəzagəla uwatà aya pəra”, masla agòɗ.
REV.2.1	Yesu agòɗ: “Tsetsèr gay uwanay à malika, uwana anəŋla məna madiŋal gəl à vok la Efesus. Aganay gay aŋa dza uwana la tse­tsiliŋ məɗəf la ahàl kaf aŋha, akəsiŋ, ŋgaha uwana augu­zahay la tataka aŋa azla­fənəs məɗəf uwaga la abà. 
REV.2.2	Gəsəl sləray aŋak uwana kaɗahàŋ gesina, kabasàŋ ŋgərpa uwaga. Kavà tetəvi à azlaməna makəsa­fər aŋa mata­pa­kala azla­tatak aw. Azladza uwana tagoɗay: ‘Anu azlaməna masləl anu à waŋ gà aŋa Yesu’, tagòɗ, te­ke­ɗika azlaa­ŋulo aw, gùr atà, kaɓəza atà à tsəh kà azlaməna fida. 
REV.2.3	Kà gi à uwana kabasàŋ ŋgərpa, ŋgaha kasa­kawal à tsəh ala aw. 
REV.2.4	Ama gi la gay lakəl aŋak, kà uwana kawoya gi bokuba uwana uwarà aya aw. 
REV.2.5	Dzùgw slaka uwana katə̀ɗ à ahəŋ, pə̀h gay la ləv ala, dzà à ahəŋ aya bokuba madz à ahəŋ aŋak uwana uwarà, tsa baŋa kiya uwaga aw, kà gədàda à awtày, ŋgaha gədàwula fənəs aŋak à tsəh. 
REV.2.6	Ama la ahàl anik kaɗahà delga, kà uwana kakweskà uwana azla Niko­layya taɗehəŋ bokuba uwana gəkweskà suwaŋ. 
REV.2.7	Kəla dza uwana sləm lakəl, atsə̀ɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagəla. Azla­uwana taguwà à uda la abà la makəɗaslay kiya uwanay, gədàvà à atà tetəvi kà mazuw mayyay aŋa ahàf uwana la gày alàl aŋa Zəzagəla la abà uwana avà sifa à azladza”, Yesu agòɗ.
REV.2.8	Yesu agòɗ aya: “Bà gotənaŋ tsetsèr gay uwanay à malika uwana anəŋla azlaməna madiŋal gəl à vok la Səmirna. Aganay gay aŋa dza uwana agà la ahəŋ dagay uwarà, ŋgaha masla adàgay la ahəŋ aya. Amə̀ts, ŋgaha awulà à uda la mamətsay.
REV.2.9	Gəsəl matərəɓay uwana katərəɓay, gəsəl kà kak masla kuɗa aŋa gudəŋ à vok. Ama la slaka gulo kà kak gorobu. Gəsəl mawi­siga uwana azladza tapə̀h à kak à vok babay. Məna mapəh à ka uwaga à vok kà: ‘Anu azla Yahu­diya’, tagoɗ. Ama tsa, azla Yahu­diya kà aŋa gay gà pəra, maham à ahəŋ aŋatà kà aŋa seteni. 
REV.2.10	Guba akəs ka, kà ŋgərpa uwana kadàsay la huma aw. Sə̀l kà, seteni adàdaw azlaanik aŋkul à daŋay la tataka aŋkul la abà kà magur akul, ŋgərpa uwaga kà kadàsaw aŋa mahənay kulo. Baməraka tafa akul makits à kuda babay, kaba­sawwaŋ pəra. Kiya uwaga gədàvà à akul sifa adəv à gay aw, bokuba masik aŋkul. 
REV.2.11	Kəla dza uwana la sləm lakəl, atsəɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagləa, azla­uwana taguwà à uda la abà, la makəɗaslay, kiya uwanay mamətsay masəla adàtəɗ atà à gəl aya aw”, Kristu agòɗ.
REV.2.12	Yesu agòɗ aya: “Bà gotənaŋ tsetsèr gay uwanay à malika uwana anəŋla azlaməna madiŋal gəl à vok la Pergam. Aganay gay aŋa dza uwana akor katsakar mazu­wayga, gay səla nna. 
REV.2.13	Gəsəl gudəŋ uwana kadza à ahəŋ la abà, uwaga makoray aŋa seteni. Ama la kaslà uwana azladza takə̀ɗ magamza gulo dziriga gà Antipas kà, kaɓə̀ɗla gay aw, kawa­slàhà gi à ahəŋ la madiŋal gəl à vok la abà, takə̀ɗ masla à gudəŋ aŋkul à abà, kay kà, kak kaɗàh sayda gulo la dazu­waya, kà gi Sufəl aŋak. 
REV.2.14	Gəfahà à ka akur à lig babay. Ama azla­tatak anik la ahəŋ la tataka aŋak la abà uwana asà à atà manəf matapla aŋa Balam, uwana atapla à Balak uwana apa­pàtla azla Isərayel, kà mapaɗ azla­sləɓ matulay, ŋgaha kà atà aŋa maɗàh mabila aya babay. 
REV.2.15	Kiya uwaga babay azlaanik la tataka aŋak la abà, taɗe­həhəŋ bokuba azla­uwana tanəfa matapla aŋa azla Niko­layya. 
REV.2.16	Tsa baŋa kità kà, pə̀h gay la ləv ala. Awkà, gədà à awtày à slaka aŋak, gəp guvəl la azladza uwaga la katsakar uwana atsa à waŋ la gay gulo la awtày. 
REV.2.17	Kəla dza uwana sləm lakəl, atsəɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagəla. La azla­uwana taguwà à uda la abà la makəɗaslay, kiya uwaga gədà­tsəkla kaf, uwana asà à ahəŋ la zagəla uwana azladza tasəl aw. Gədà­vàha à atà babay akur me­ɗe­kuga uwana matse­tseral sləm mawga à vok gà. Dza la ahəŋ asəl sləm uwatà aw, say dza uwana aɓəzal uwaga pəra”, Yesu agòɗ.
REV.2.18	Yesu agòɗ aya: “Bà gotənaŋ tsetsèr gay uwanay à malika uwana anəŋla azlaməna madiŋal gəl à vok la Tiyatir. Aganay gay aŋa Kona aŋa Zəzagəla. Yewdi aŋha kà awutsəɗay bokuba alàh akàl, azlaasik aŋha tawutsəɗay wutswa­wuts bokuba ada vərze­ga­niga. 
REV.2.19	Gəsəl uwana kaɗehəŋ. Gəsəl kà kawoya azla­deda aŋak, ŋgaha la mad à huma à gay, uwana kadiŋ gi gəl à vok, ŋgaha la mabasiŋ aŋak la sləray la abà, ŋgaha la masal aŋak aya. Gəsəl kà uwana kaɗehəŋ la uwaga kà, ɗaɗuwa la uwana kaɗahàŋ uwarà. 
REV.2.20	Ama gi la gay lakəl aŋak: Mis uwaga la tataka aŋkul, sləm aŋha Yezabel kà, avavara ka aw. Masla agoɗah kà: ‘Gi masla mapəhal gay ahàl aŋa Zəzagəla’, agoɗ, ŋgaha kavàl tetəvi kà madz à ahəŋ la slaka aŋak aw. Masla la uwaga atapla fida à azla­mayà gulo, kà atà aŋa masokw à mabila à abà, la mapaɗàh sləɓ matulay. 
REV.2.21	Gədàkəɗəval kaslà à ahəŋ, kà masla aŋa mapəh gay la ləv ala; ama adà à huma à gay kà la maɗàh mabila aŋha pəra. 
REV.2.22	Kiya uwaga kà, gədàməlal gəl à kəslah à afik la ɗuvats, adàsa ŋgərpa. Azlaməna matsatsəlàh vok atà nna tadàsa ŋgərpa babay, say baŋa atà tapəh gay la ləv ala, ŋgaha la masakal à tsəh ala sləray aŋa mis uwaga gesina bay aya. 
REV.2.23	Ŋgaha aya bay kà, kəla dza uwana aɓəzal masik aŋa sləray aŋha, uwana aɗahàŋ. Gədàkaɗ azlabəza aŋha, kà maham à ahəŋ məna gay Zəzagəla aŋa masəlay, kà gi la uwana gənərəz madzugway aresl aŋa azladza, ŋgaha la uwana tatuwal à tsəh gesina. 
REV.2.24	Lakəl aŋa azla­uwana la gudəŋ Tiyatir uwana tanəfà matapla aŋa mis uwanay aw, tasəl uwana azladza tazalalla godega nasiri aŋa seteni aw. Gay la ahəŋ lakəl aŋatà aw. 
REV.2.25	Ama gəɗawaŋ à afik kà, say uwana gətàpakulla pəra, tsəràh à kaslà uwana gədàwul à waŋ. 
REV.2.26	Azla­uwana taguwà à uda la abà la makəɗaslay, ŋgaha uwana takəs gay gulo tsəràh à makəɗ gəl à ahəŋ, kiya uwaga gədà­pa­ka­tàla kà azla­su­fəl lakəl aŋa azlatsəhay gesina uwana tasəl gi aw. 
REV.2.27	Maslay uwana gədàvà à atà kà, uwana Baba gulo avà à gi babay. Tadà­gahay azla­su­fəl dzaŋ­d­zaŋga, azlaməna maɗàh mawi­siga kà tadà­dza­ma­ha­tàla bokuba dza uwana aɗəɗ masik à gəl ɗohɗoh.
REV.2.28	A azladza uwaga gədàvà à atà aya ŋuzla bebəŋ. 
REV.2.29	Kəla dza uwana sləm lakəl, atsəɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagəla”, Sufəl gami agòɗ.
REV.3.1	Yesu agòɗ aya: “Aya gotənaŋ tsetsèr gay uwanay à malika uwana anəŋla məna madiŋal gəl à vok la Sardəs. Aganay gay aŋa dza uwana la Masasəɗok Zəzagəla məɗəf, ŋgaha la tse­tsiliŋ məɗəf la ahàl bay. Gəsəl maɗehəŋ aŋak, ŋgaha azladza tadzugway kà: ‘Kak la sifa’, tagoɗ, tsa kak mamətsayga. 
REV.3.2	Tsənàla, wàɗ vok à uda, tsa baŋa kiya uwaga aw, kadàmətsay tsokw­fasl, kà uwana gənəŋàŋ sləray aŋak kà adà­henla la yewdi aŋa Zəzagəla dadàŋ aw. 
REV.3.3	Iyay awula à kak à gəl, uwana katàpla uwarà, la uwana kadà à abà, kapəh gay la ləv ala, ŋgaha kakə̀s gay gulo. Baŋa katsənla aw kà, gədàda à awtày la gurùh, la kokuɗa masəlay aŋak bokuba masla à gəl. 
REV.3.4	Ama te­ke­ɗika azlaanik la ahəŋ la slaka aŋkul la Sardəs, uwana taɗàh àlàh à lukut aŋatà à vok aw, bokuba magoɗay azla­sətaka la ləv aŋatà la tsəh. Atà azladza uwaga kà, tadàduw à vok lukut me­ɗe­kuga, anina mədàday la slaka gà, kà uwana azlayla atà. 
REV.3.5	Azla­uwana taguwà à uda la abà la makəɗaslay kiya uwanay, gədà­tsokwah atà à lukut me­ɗe­kuga à abà, gədàwis sləm aŋatà ala la wakità aŋa sifa la abà tetuw aw, la mok uwana gədàgay la huma aŋa Baba gulo la azlamalika aŋha. La dazu­waya gədàpəhay kà, azladza uwanay kà gədà­goɗay ndzer kà: Azla­aŋulo.
REV.3.6	Kəla dza uwana sləm lakəl, atsəɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagəla”, Yesu agòɗ.
REV.3.7	Yesu agòɗ aya: “Aya bà gotənaŋ tsetsèr gay uwanay à malika uwana anəŋla məna madiŋal gəl à vok la Fila­del­fiya. Aganay gay aŋa dza uwana asa à waŋ la slaka Zəzagəla, ŋgaha masla dziriga. Tsəku­rəm aŋa madla à makoray aŋa sufəl David la ahàl aŋha. Baŋa gi gəda­pəzl gamagày, dza aslala vok aŋa matsakalla à ama aya aw, ŋgaha aya, baŋa gi gədatsak à gamagày à ama dza aslala vok aŋa mapəzllay aya aw.
REV.3.8	Gəsəl maɗehəŋ aŋak. Gəsəl kà kak la ahəŋ la ndzəɗa aw. Te­ke­ɗika kakəs gi gay la ahàl ala la dazu­waya, kà kak aŋulo. Nə̀ŋàŋ gədà­pəzl gamagày kà kak, dza la ahəŋ aslala vok kà matsakal à ama aw. 
REV.3.9	Tsə̀ɓal sləm aganay uwana gədà­ɗe­həŋ la maham à ahəŋ dza aŋa seteni: ‘Anu azla Yahu­diya’, tagòɗ, tsa azla Yahu­diya kà aŋa gay gà pəra. Gədàbay atà à waŋ, kà atà makədeɗ à ka à ahəŋ. Kiya uwaga tadàsəlay kà gəwoya ka.
REV.3.10	Kak kafà sləm à gay gulo! Kabasaŋ, kà uwaga gi babay gədàfa à ka sləm, kà kak aŋa madà­diya à matərəɓay uwana à abà, adàsiya azladza gudəŋ à vok à gəl gesina aw. 
REV.3.11	La katskats gədàwula à waŋ. Tsìzllàw à afik la makəsəŋ uwana kaɓəzal, kà dza aŋa mazəɓ masik aŋa maɗuwiŋ aŋak aw. 
REV.3.12	Azla­uwana taguwà à uda la abà la makəɗaslay kiya uwanay kà, gədàɓək atà à ahəŋ, bokuba azla­ma­ŋu­ləv la gày aŋa Zəzagəla gulo la aku. Tatak la ahəŋ adà­ku­ɗək atà la uda aya aw. Gi, gədà­tsetser à atà sləm aŋa Zəzagəla gulo à vok, la sləm aŋa gudəŋ aŋa Zəzagəla gulo, gudəŋ uwaga kà Uru­sa­lima mawga, uwana Zəzagəla adàsləl à ahəŋ la zagəla. Gi la gəl gulo gədà­tsetser sləm gulo mawga à azladza uwaga à vok babay. 
REV.3.13	Kəla dza uwana sləm la kəl, atsəɓ sləm à uwana Masasəɗok Zəzagəla apəhay à maham à ahəŋ məna gay Zəzagəla”, agòɗ.
REV.3.14	Yesu agòɗ aya: “Bà gotənaŋ aya, tsetsèr gay uwanay à malika uwana anəŋla məna madiŋal gəl à vok la Lawo­di­kiya. Aganay gay aŋa dza uwana sləm aŋha: Amen. Masla sayda dziriga, fida atsa à waŋ la gay aŋha aw. La ahàl aŋha la uwana Zəzagəla aɗahà tatak gesina.
REV.3.15	Gəsəl sləray aŋak: Uwala kak iyaw akàl akàl magay aw, uwala kak iyaw matesl gà aw. Ŋuləm kaga tekula aŋatà. 
REV.3.16	Ama bokuba uwana kak la tataka gà la abà kiya uwanay kà, gi gədà­kəsl ka à vəɗah, puway. 
REV.3.17	‘Gi gorobu, gəkor tatak, gədahama gay à gorobu gulo à vok, gənəkuɗa aŋa tatak aya aw!’, kagoɗ. Tsa te­ke­ɗika, kak masla kuɗa uwana vok ahamay, kak la diga, kokuɗa lukut, kak guləf bay. 
REV.3.18	Də̀v gi kuɗa, kà gi aŋa mataɓ à ka gay à ahəŋ, sùkw luwà­luwà mawu­tsəɗayga la slaka gulo, kà kak aŋa magay gorobu. Sùkw babay lukut me­ɗe­kuga, kà kak aŋa matsokw à abà, ŋgaha kà kak aŋa mahaɗla ziruwi aŋak à ahəŋ. Bà gotənaŋ sùkw aya yohof yewdi la slaka gulo, kadəɓ à adi, kà kak aŋa manəŋla lela. 
REV.3.19	Haɗay ndzer kà, baŋa gəwoya dza kà, bà masla la uwana gəsla­hala vok, ŋgaha gətse­tsehəŋla. Tsa baŋa kiya uwanay kà, pə̀h gay la ləv ala, kapaka bokuba iyaw matesl gà aw.
REV.3.20	Tsə̀ɓal sləm, gi la uwaga gəda­tsizl à gay gamagày gəza­lahay. Dza uwana atsəna maza­lahay gulo, apəzl gi gamagày, gədàda à gày à slaka aŋha, ŋgaha mədàzuw tatak may anu səla. 
