MAT.1.1	Hehakaho Jesu Keriso oni amuhija vejajina. Jesuho Teviti 'ee Eparahami puni amuja.
2CO.8.24	'Enajihuna'e jara vwehu núna ikihija'e oja mihujaho samaumaa sosia puni una'i naja'avara. 'Ene irakijihuna'e núra ja ta'arorahu jihuni maijaho pu ka'avara.
2CO.9.1	Ijihuna'e na swara ka'ene Godoni ehija vajihuri kaukara ijí kú'o huri asura vehuna areri pana. 
2CO.9.2	Ijihuna'e jara vajihuna'e amairiaravujaho na nihena kivu. 'Ene na ijihuna'e ta'arorahare'e Masatonia ora 'waravuta. Juara pina ka'ene nipa'arenajino Akea ora vajihuna'e amairiaravara. Jara ea vajihuji henareja ea pwina oja 'urina paraniume avajara. 
2CO.9.3	'Enakaivo na vwehu núna niirechamiume va'ara. 'Ene núra ja ta'arorahe jara niamairiaravajaho 'waravara. 'Enajihuna'e pu vui'i kive ja mai'o paamairiara'e re'amajaho ijara veje núra ja'e ta'arorahujaho maa pa'ana'e rehuna. 
2CO.9.4	'Ene Masatonia opo na hu'úmo roi kive ja paamairiaravara'e ki'avajaho nara ja nimaa vetie 'waravujaho ijara venie na junihuna. 
2CO.9.5	'Ene na vwehu nuna 'ejahie irechamiume urasahe joni vu'e ki'eje swara ni'ima'ura ka'ene jara vajihuna'e nahama 'waravaji 'eke amairie irecha'avarono 'iavume vu'ara. 'Enakaivo na ura reniujaho swara ni'ina kajaho ja'e itunavujara reje 'aho'a ura renahuna pana kaivo maho'o icha'ina'e vajihuna'e amairiaravajaho niija'ina'e ihene vaji'avara. 
2CO.9.6	'Ene iviamaa na ikaho rone 'waravu Ea irara uja kwinu kwinu 'o'amajaho hu kwinu kwino jahene 'ekahuna 'ee ea irara uja mapoka mapoka 'o'amajaho hu mapoka mapoka jahena 'ekahuna. 
2CO.9.7	'Enakúne ea 'oi'oi huni oja vaji ichá'ina'e vajihuna'e vwihana ja'ina'e vaji'amana. A sena paveji'i vajihe 'ee ea 'ahopo 'ejahiu'e vajihu ja'ina pave'amana. Ijihuni maijaho Godiho ea ka'ene teamana'eju'e vajihi'inijija oja mihuna. 
2CO.9.8	'Ene Godiho maiji vwihaniujaho areri venahe jonuna'a ani renahuna. 'Ejakame na'ia mapoka uneunecha mapoka maho'o areri renahuna. 'Ene jara kaukara mamaa ka'ene ve'avajaho uneunecha mapoka areri renahuna. 
2CO.9.9	Godoni ira vaji ika'ina'e vejara
2CO.9.9	Hu ahaijikujume jirijiri va'ara. Hu ea ka'ene pivusahujihija'e vajihana. Huni mamaijaho aneja púsa pa'ana 'úmana.
2CO.9.10	'Ena'omo Godi ka'ene uja 'oji'iniji 'ina vajihe 'ee puretia 'iruma ihuna'e vajúhujara Hura vajihe 'ee joni 'ina veje mapoka mapoka 'ohuna re'amana. 'Ene arira maiji juara puna'i sahunijaho veje mapoka renahuna. 
2CO.9.11	Jara iswasina ka'ene rejujihuna'e joni hiijaho marana parahuna. 'Ene jara nuni vaji pu vajihajara reje pu Godi teimani 'wa'eja. 
2CO.9.12	'Ena'omo ike vajihuri kaukara ea ka'ene akuavi'inijipo pivusahuji vajihe areri renahunaru pana kaivo 'u'o vajihukara venau'e Godi teimani 'wavi'i navu. 
2CO.9.13	Ijí jara vajihuni kaukara mamaa ka'ene vejujara reje pu Godiho ta'arohuna. Ijí swara ka'ene ja pua 'ee ea 'aho'a vajihujara najahujaho ja Keriso oni ira maiu'ina mamaijara 'waramuji henare'e vejara'e renu. 
2CO.9.14	'Ene pu 'u'o siporua vajijino joni oja vwihaniura. Ijihuni maijaho Godoni maiji vwihani'ina ka'ene joni vaji ni'ima'ura renujihuna'e avajara. 
2CO.9.15	Godira Huni swara mamaa ka'ene niho'o iri ta'arohe amairie 'warahuna areri pa'ana ka'ene múhajihuna'e teimani 'waha.
2CO.10.1	Na Porura onuno ja 'ejahie Keriso oni ajuarana masuani hijura vajijino 'waravu. Na vea ka'ene ja pu'úmo ura varira kakaravujaho ajuasina'e rejura kaivo na karaa ani hijujaho na niho'o ira kisina'e jonuna'a 'waravura. 
2CO.10.2	Nara 'waravujaho vea ka'ene na ijí hi'ujaho nara nimaa vene harura ka'ene apene ea ka'ene nú kúme vwihaju'e nú mwe'a kehuni ura ija'ina'e 'uraha oju rojujija ira kisina'e ninama'e 'warahuna. 
2CO.10.3	Nú haha vaji oju vo nú haha huni 'unamijaho nana pa'ejura. 
2CO.10.4	Ijihuna'e 'arasaravuri kukua ka'ene núra 'eke nana'ejujaho mwe'a kehuni kukuijija pana kaivo Godoni kukua ka'ene harura rukima'ura ka'ene uneunecha kisima'urijihi tirakuhunijina. 
2CO.10.5	'Ene nú vwiha ka'ene mahine vwihajujija 'ee uneunecha mama'ina ira'ata ka'ene ijipo veju'e Godi hena kahuniji'i ninakaravujija tirakuju. 'Ene núni vwiha ichá'inijija 'oi'oi 'ajoha venau'e roe Keriso oni ura ijaho hene veju. 
2CO.10.6	'Ene vea ka'ene vu'ataa hejujara roe areri rene para'amajino nú amairiarame areri rene uneunecha ka'ene vu'a ataa pahejujija eha mihuna. 
2CO.10.7	Ja hine uneunechakija ma huri pu ichá'ina navuja'ina'e kivu. 'Enakúne ei pini huhusu hu Keriso oni ea renaji niarerina ro'amajaho maka'eje hu ikaho kú'o ori'ini huni vaji vwiha'amana. Hu Keriso oni ea renajihuna'e nú 'u'o rejara. 
2CO.10.8	Ijihuna'e na harura ka'ene Natohwijara nú múhajihuna'e ta'arosara'ujaho na pajunihuna. Ijí harura kajaho ja ni'ajihe 'urihuna kaivo parurahihuna. 
2CO.10.9	Ijihuni maijaho nuni asura ikipo veje ja tea junahunijaho na ura pareniu. 
2CO.10.10	Ijihuna'e pu ijá 'wavu. Huni asurijija ahisima'ure 'ee harura rukina 'wavu kaivo hu ea maijaho harura pana. 'Ene hura iraka ka'ene 'waramujija senahuna 'wavu. 
2CO.10.11	'Ene veje ea ijá kajija ikaho hami vwiha'avara. Nú ijaho pahijujaho ira ichá'ina asura vaji vejuja'ina'e vea ka'ene nú hamai piunivujaho nú ija'ina'e vejura. 
2CO.10.12	Nú harura pa'ana'omo nú pa'eke manura vene irechamie ea 'aho'a ka'ene opu rone 'waravu ja'ina pavejura. 'Enakaivo vea ka'ene pu opo manura vene pirahujaho pu pahene pakavi'ina'e kavu. 
2CO.10.13	'Enakaivo nú núni manurijaho paasime huri ta'arosarahuna. 'Enakaivo núni tinia ka'ene Godira mina vene múhajihuni vajijino hine vu'e joni usehuna. 
2CO.10.14	Ja núni harura hari hihunijaho arerina. Ijihuni maijaho núra amura Keriso oni vu'a maa maiu'inijaho 'warama 'unama jojora kaho roe jara hiju kaho usevara. 
2CO.10.15	Nú areri núni chahijaho paasime ea 'ahopo kaukara ka'ene vejajihuna'e ta'arosarahuna. 'Enakaivo nú vwihajujaho joni nimaa roijara 'urine emare'amajino núni kaukara ka'ene joni vajijaho 'urine natohwa'e rene rausaha parahuna. 
2CO.10.16	'Ene areri vu'a maa maiu'ina 'warama va'e jara hijujaho asime kaha'ana'i vahuna arerina. 'Enajihuna'e nú kaukara ka'ene ni ea pipuni ara kwaa vaji nivejajihuna'e pataarosara'i 'ahúu. 
2CO.10.17	'Ene Godi oni ira vaji ika'ina'e vejara Ea irara mari'ui ve'amajaho hu Natohwi jihuni vaji mari'u'amana 'iamana. 
2CO.10.18	Ijihuna'e ea ka'ene ori ta'arosaramujaho nimaa vetihuna pana kaivo Natohwijara nimaa vene ta'arohe 'waramujarana.
2CO.11.1	'Ene na hine puruva reti'inapo vejuja'ina'e vene 'warave he'avajaho maki'avara. 'Enakaivo masuani hine ataa apúsame heha. 
2CO.11.2	Ijihuna'e Godira jonijihuna'e oja ka'ene henuja'ina'e na 'u'o joni oja ija'ina'e heju. Ijihuna'e na parua kwinu vehuna'e nahama 'waravuta. 'Enareje na ja areri 'asúra ariramaa Keriso vajahuna. 
2CO.11.3	'Enakaivo vejuro'i taparijara huni henaka ira'atijino Ivi pisimia ja'ina'e hu joni vwihaiji 'u'o veje ja Keriso oja nimaa ka'ene mahuji arehunijara na tea junimu. 
2CO.11.4	Ijihuna'e ei pini roe Jesu pina ka'ene nú panajahaji roe naja'ena ho 'avena pina ani'ina ka'ene jara apeja ja'inijaho pana ka'i ani'ina ho vu'a maa maiu'ina ka'ene jara apeja ja'inijaho pana kaivo ani'iniji najahe ja ijihi nimaa vena'e ve'avarono tea junimu. 
2CO.11.5	'Ene na onuno pavwihajujaho na apasorua ka'ene mama'inijihi puni hara ka'ene niho'o túchama ijina paroju. 
2CO.11.6	'Enakaivo na ira hami pa'waravi'ina vo na henaka rukina. Nú ikija nimaa nú vejume jonuna'a uneunecha maho'o samaa renana. 
2CO.11.7	'Ene nara niho'o joni hari roe ja 'unirame ahasirima'e 'ee Godoni vu'a maa maiu'iniji ja'e eha pa'a najahujaho na sisea vene avajuta raka? 
2CO.11.8	Na sosia 'aho'a nesavu ja'ina'e vejuta. Ijihuni maijaho pura na aneja mi'eju'e ja najahu. 
2CO.11.9	'Ene vea ka'ene na ja pu'úmo hijujaho na pivujuta kaivo na ea pina ahija pamahuta. Ijihuni maijaho vea ka'ene vwehipo Masatoniai rena roajino nara pivujujaho maho'o vajihara. 'Enajihuna'e na uneunecha mapokijaho pavejume joni ahija'e renana. 'Ena'omo majaa ija'ina'e vehuna. 
2CO.11.10	'Ene areri ike Keriso oni nimaa ka'ene núni vaji hinujihuna'e nara ike temarane vejujaho Akea vaja ea pina patanuhuna. 
2CO.11.11	Irakijihuna'e? Ijihuni maijaho na ja oja pamihura raka? Nara ja oja ka'ene mihujaho Godira hena kimu. 
2CO.11.12	'Enakaivo nara iraka ka'ene vejujaho na majano vena vahuna. 'Ejakame ea ka'ene 'unama savujija uhusamihuna. 'Ene ea ka'ene 'unama same nú pu pu'úmo kaukara niareri nikwisu'ina veju ronare'e ta'arosaravujija uhusamihuna. 
2CO.11.13	Ijihuni maijaho ea ijá kajija apasorua ka'ene ira'asini jihina. 'Ene kaukara ira'ata veji'ini jihina. 'Ena'omo pu Keriso oni apasorue puna'i veju. 
2CO.11.14	'Ene Setani 'u'o ta'arohe areri hanaji'ini jihuni 'ona oji'ina sa'ina'e rehuna. 
2CO.11.15	'Enajihuna'e huni pwea 'u'o areri arimaa ijihuni pwea puna'i matesaravujaho na mai'o patata'eju. 'Ene pura kaukara ka'ene vejujihuni eha sisea apehuna.
2CO.11.16	Na kú'o ijá 'iavu Veje ea pina na vwiha pa'ana paro'amana kaivo ja ija'ina'e ro'avajaho vwiha pa'ane puna'i apeni'avara. 'Ejakame na ma'uako temarauta. 
2CO.11.17	Nara raka ka'ene 'waravukija Natohwijara 'waramu ja'ina'e pa'waravu. 'Enakaivo ea vwiha pa'ajipo vejuja'ina'e na onuno nimaa veti'aravi'i ta'arosaravu. 
2CO.11.18	Ijihuna'e ea mapoka mwe'a kehuni 'unamijino temaraju jihuna'e na 'u'o temarahuna. 
2CO.11.19	Ja vwihajujaho ja hami vwihaji'ina ronare'e ea ka'ene vwiha pa'ajija nimaa teamana'eju'e 'ekura. 
2CO.11.20	Ijihuna'e ja ea irara pwea 'ekahareje 'anie ruarahe 'ee 'eke hura ura renuja'ina'e 'ahie 'ee huhusu ta'arosarame varinu tahijihujaho ja majaa ata kairasahe hu hu'úmo hijura. 
2CO.11.21	'Ene na niho'o juni'eju'e 'waravu kaivo nú manura vene kúvajaho nú niho'o harura pa'ana. Na kú'o vwiha pa'apo 'waravu ja'ina'e 'waravu. Pu 'unama iraka sa'inijino harusina'e rejaja'ina'e núni harura 'u'o ija'ina. 
2CO.11.22	'Ú pu Hipurue? Na 'u'o Hipuru. Pu Isureri ore? Na 'u'o Isureri ora. 'Ú pu Eparahami oni amuhije? Na 'u'o Eparahami oni amuja. 
2CO.11.23	'Ú pu Keriso oni pwehija raka? Na húmata siseapo 'waravu ja'ina'e 'waravu. Nara niho'o pu asitahuta. Nara kaukara ka'ene vejujara pu asitahana. 'Ene nara na'ia mapoka'e tipurai hijujara pu asitahana. 'Ene na'e hijihiaji tahuna areria pana 'ee niho'o na'ia mapoka'e kwahuni hari hijuta. 
2CO.11.24	Jua na na'ia iropu 'aha mapoka (39) hijihiara. 
2CO.11.25	Na na'ia no'opisu ajiaki hijihiara. 'Ene na'ia kwino muni 'one hijihiara. 'Ene 'aha no'opisu sisima siserajara. 'Ejume vea kwinune 'ee na'ia kwinu ijá karo soha rira karohi imwasami'i venana. 
2CO.11.26	Na veku veku 'unama jojora va'e roura vajijaho na ahija mapoka piunivura. Toa puni ahija anuameji'ina puni ahija nuni aepuni ahija Jenitaru puni ahija 'ee taunua vaja 'ee nechi'a 'ee soha 'ee vwehija ka'ene ira'ata rukinijihi puna'ijaho ahija piunivura. 
2CO.11.27	Na niho'o kaukara kisina'e vene 'ee 'unama kisinijino hijuta. Na na'ia mapoka'e na'ia nia panejuta 'ee matunime 'ee toa huani'eju'e 'iruma pai ojura 'ee niho'o atuati'eju'e na'ia ateha paraane nejura. 
2CO.11.28	'Ene uneunecha ikeru pana vo na sosia maho'o ikihi puni ahijiji oja vwihaniare'e siseisei hijura. 
2CO.11.29	Ea irara harura pa'arenujaho na 'u'o pa'areniuna. 'Ene ea irara sisei vaji arumujaho na niho'o natohwa'e hunijihuna'e vwiha kisina'e vwihajura. 
2CO.11.30	'Enakaivo na temara'i ve'ujaho iraka ka'ene nuni vaji ajuaranuji na ijihuna'e temarahuna. 
2CO.11.31	Godi ka'ene núni Natohwa Jesu Keriso oni Oma ka'ene aneja púsa pa'a ta'arohujara ki'eju'e na ira'ata paapeju. 
2CO.11.32	Tamasikasi vaji kavana ijara Eritasi ka'ene kinijihuni hari Tamasinesi taunua kajaho 'ajohe kamori'i 'ahiume vejara. 
2CO.11.33	'Ene na namea vaji ranamie vera titi apúsamiume na huni ija'e juhame arihe aseha va'uta.
2CO.12.1	'Ene ta'arosaravujaho nijina kaivo ijaho ea mai'o pani'ajihuna. 'Enajihuna'e na iviamaa visonia 'ee Natohu ijara raka ka'ene veju'e samaa'e rejujihi 'waravuma. 
2CO.12.2	Na Keriso oni ea pina hena kavura'e juara iropu ropu no'una no'o ijá pa'arena ijino vinaho hahiji'ina ho haha pa'ana puruva reniu kaivo Godira hena kamu. 'Enavo ea kajaho akúpa 'ahi ruha ka'ene no'upisu jihunijino apejume va'ana. 
2CO.12.3	'Ene ijí ea kajaho huni hahiji'i va'ana 'aho huni 'avenijara va'ajaho na puruva reniu kaivo Godira Huhusu hena kamu. 
2CO.12.4	Hu Parataisi va'ana. 'Ene ira ka'ene areri pa'warahunijija henana. Ijí vu'a kajaho ea areri pa'warahuna'e tanu'urahara. 
2CO.12.5	Na ea ijá kajihi punijihuna'e mari'uhuna. 'Ene na nunijihuna'e pamari'uhuna kaivo nara pivujuri vajijino na mari'uhuna. 
2CO.12.6	Ijihuna'e na ura temara'i 'ahi'amajaho na vwiha papuruva reti'ina'e re'eju. Ijihuna'e na nimaiji rone 'warahuna. 'Enakaivo na ijaho pa'warahuna. 'Ejakame ei pini iraka ka'ene nuni vaji kime 'ee nununa'i henujiru aromihuna. 
2CO.12.7	'Ene uneunecha mapoka ka'ene vejume samaahirava ijihuna'e haha hiana ni'ina'e nuni haha vaja ranamana. Ijaho Setani oni ona'oji'inijina. Ijara 'wija oma rene nuni haha vaji hine ruarihakame na onuno pata'arosara'urono avanana. 
2CO.12.8	Ikehuni vu'ijaho na 'aha no'upisu natohwiji jarime ijí 'eka ruva'amarono 'waravuta. 
2CO.12.9	'Ejume Hu ijá 'wima Nuni maiji vwihanii'inijara venau'e a hu'úmo niareri renau. Ijihuni maijaho a harura pa'arenaujino Nuni harurijara venau'e a areri renauna 'wamana. 'Enajihuna'e na harura pa'areniujino mari'ume kehi kehi oju'ukame Keriso oni harurijaho nuni vaji namuna. 
2CO.12.10	Ijihuni hahi Keriso onijihuna'e nara pivujuri vajijaho ira sisea 'warivura 'ee vea kisina vaji aruvura. 'Ene sisei 'ahie rurihuri vaja 'ee kisina rene puruva retiuni vaji na nijihuna'e teamanimuna. Ijihuna'e vea ka'ene na harura pa'areniujaho na harura renihuna.
2CO.12.11	Ja ojono veniume na vwiha pa'ana'e rejuta. 'Enajihuna'e jara asura vene na ea icha'inijaho rone 'warava'a. 
2CO.12.12	Apasorua nimai jihipuni 'unamijija joni vaja masuani ajuarane vene najahajaho ikena. Acha ani ani'ina 'ee ea areri pavehunijija 'ee ea kime vwiha puruva retihunijija vene najahara. 
2CO.12.13	Ijihuni maijaho na 'unama irakijino venaume ja sosia 'aho'i jihipuni hara'e rejare? Nara unenu'u pina ka'ene jonuna'a pavejujaho na ja ahija pamihuta. 'Enakúne nara sisea ka'ene vejujaho vwihanie areha. 
2CO.12.14	'Ene na ivi'a 'aha no'upisu ijí ja vu'e ki'irono amairiaravu. 'Ene na paveje jonuna'a ahija renahuna. Ijihuni maijaho na joni kukuiji 'eka'irono avahuna pana kaivo ja 'eka'irono avaju. Ijihuna'e sesahwapo emahwa puni uneunecha patamuvanihura kaivo emahwapo sesahwa puna tamuvaniura. 
2CO.12.15	'Ene na teamani'eju'e joni 'aveniji marani'avarono nuni uneunecha 'ee nuni haha maho'o ato'uruve pa'arehuna. Na niho'o oja ni'ima'ura'e mihu kaivo ja na oja ma'uako mihuna raka? 
2CO.12.16	'Enakaivo areri ija'ina'e rehuna vo na pavejume jonuna'a ahija renahana. 'Ene na ea ka'ene 'unama ani ani'ini pisivisavi'ina 'wavura. 'Ene na ja papisimisamareno 'ekauta 'wahuna. 
2CO.12.17	Na ea ka'ene irechamiume vu'ajihi puni vaji unenu'u pina mamaa jona'e na pa'ekahuna sa'ina'e 'ekuta raka? 
2CO.12.18	'Ena na Taitasi 'ejahaume va'eme vweijaho ranavume hu hu'úmo vu'ana. 'Enakaivo Taitasiho jonuna'a unenu 'aho'a pa'ekahuna sa'inijaho 'ekana raka? 'Ú nú ja pu'úmo kara nikwinu rene vejara raka? 'Ene kara kwinu parene 'unama ura kwinu parene vejara raka? 
2CO.12.19	Jara hine vwihana apene roujaho núra raka ka'ene 'waravujaho nú núni haha anakarame ijihuna'e 'waravu roju. 'Enakaivo nimaijaho Godoni una'i nú Keriso oni vaji ja oja mihujihuna'e ja vena'e marasahe 'uri'avarono 'waravu. 
2CO.12.20	Ijihuna'e na vea ka'ene kú'o 'uname roujaho jara ichá'ina ka'ene rehuna'e na vwihajujaho parena vehunijara na oja hianimu. 'Ene nara ichá'ina ka'ene veje ja ura parenahuniji vwihaju. 'Ene joni vaja hine 'ura'aravu ho ea 'ahopuni kukui jihuna'e sename ajinavu ho ajiri pivaroramu ho 'ura'arame ninakaravu ho ea ira'atijino namahe 'wavu ho epuni vu'a sisea ronahu ho jarika reju ho 'ee uneunecha mai'o ura arini paname 'ee pareju. 
2CO.12.21	'Ene vea ka'ene na kú'o joni vu'ujino nuni Godijara venie na joni una'i vahi'a apehunijara tea junimu. 'Eje na ja'amu vehuna. Ijihuni maijaho ea mapoka ka'ene itunavume nimako rene hine sisea ka'ene vena apene roe 'ee hine hurecharame 'uasa vejajaho mai'o pataarohe puni sisea vwihane arevi'ina.
2CO.13.1	'Ene ikaho nuni 'aha no'opisu ijí na ja ki'irono vu'u. 'Ene vu'a nimaijija ea no'ohe'ina ho no'opiso avavukame iji'a roe nimaa'e rejura. 
2CO.13.2	Na nimarako vea ka'ene na ja pu'úmo hijuti veijino ona aruna mihuta. 'Ene kú'o na ijaho ja pu'úmo pahiju vo na nimarako 'warave ja hehuna. 'Ea ka'ene nimarako sisea vejajija 'ee ea maho'o ijija 'u'o Na kú'o roujaho ea pina paasinahuna kaivo eha mihuna. 
2CO.13.3	Ijihuni maijaho ja Kerisora nuni vaji 'waramu jihuni maiji ka'i 'ahiu'e savu kaivo Hu joni vaji harura pa'ana'e rehuna pana vo niho'o joni vaja kajaho harura ni'ima'ura'e renu. 
2CO.13.4	Ijihuna'e Hu nimaa ajuaranana vajijino korosi 'ahi 'anaara. 'Enavo Godoni harurijara reju'e Hu majama hinu. Ijihuna'e nú 'u'o Huni vajijaho ajuasina kaivo nú Hu hu'úmo hihuna. Ijihuni maijaho Godoni harurijaho jonuna'i ranavume vu'ajihuna'e. 
2CO.13.5	Ja nimairoa vajijino hiju ho pa'ajaho ojono mina vene ka'avara. 'Ene ja ojono piuha'arame kaha. 'Ú ja Keriso ka'ene joni vaji hinujaho mai'o pakavu raka? 'Ene ja vejuro'i ma irijino Godoni ea 'wavara'e re'ira'omo 'ari'ava. 
2CO.13.6	'Ene na nimaa vejujaho ja hena kú'avajaho nú vena kúvajaho pa'arihara'e kú'eja. 
2CO.13.7	Nú iviamaa Godoni siporua 'ojukame ja sisea paveju. Núra ika'ina ka'ene vejukaho núra raka ka'ene najahajara mamaa'e rejakame avahuna pana kaivo nú ura renujaho vea ka'ene núra arihune sa'ina'e kú'avajaho ja 'unama ka'ene aririji vehuna'e ura renukame avaju. 
2CO.13.8	Ijihuna'e nú unenu'u pina nimaiji niname vehuna pana kaivo nú nimai jihuneru vejura. 
2CO.13.9	Nú temarasahu jihuni maijaho vea ka'ene nú harura pa'arenujaho ja niho'o harura renau. 'Enajihuna'e nú ike 'u'o siporua 'ojura'omo ja vena'e mahou'ina'e renahuna. 
2CO.13.10	Ikehuni maijihuna'e na ijaho pahiju vo na uneunechakija vene 'waravura. 'E'ira'omo vea ka'ene na ijí hi'ujaho na nuni harura ka'ene Natohwijara mihajaho paapene ja ira kisina 'warahuna. Ijihuna'e na ja ni'ajihe emarene 'urihuna kaivo ja pavena'e arihuna. 
2CO.13.11	'Enajihuna'e vwehu nune túchamaijaho temarasaha 'ee vena'e mahou'ina'e reha. 'Ene ni'ajaraha 'ee oja sonahiaha 'ee vwiha nikwinu rene matausahe hiha. 'Eje Godoni oja mihi'ina 'ee matausahi'inijara ja pu'úmo nahuna. 
2CO.13.12	'Ene akuavuri 'unamijino 'ajosara'avara. 
2CO.13.13	'Ene nimaa roji'ina maho'okipo 'ajoravu. 
2CO.13.14	Natohwa Jesu Keriso oni maiji vwihanii'inijaho 'ee Godoni oja mihujaho 'ee 'Avenijihi pu'úmo ahuvujaho maho'o ja pu'úmuna. Nijina.
GAL.1.1	Na Poru apasorua ka'ene emaapo iji pijihe rehuna pane 'ee emaapuni haruri rehuna pana kaivo Jesu Keriso oni vaji Godi Amo ka'ene Hua'e vejume kwama 'urinajara iji pijihana. 
GAL.1.2	'Ene vwehu núna maho'o ka'ene nú pu'úmo hijukipo sosia ka'ene Karesia vaji navujihi 'ajorame veju. 
GAL.1.3	'Ene maiji vwihanúe 'ee matauvi'ina ka'ene Godi ka'ene núni Oma 'ee Natohwa Jesu Keriso oni rena roajaho ja pu'úmuna. 
GAL.1.4	Hu núni sisei jihuna'e kwamana 'ee areri Godi ka'ene núni Omijara Huni ura ijino niamariarama ja'ina'e ike mwe'a sisea vajakino ni'ajúhe siriruma ruva'ana. 
GAL.1.5	Ijihuna'e pinanijaho niho'o aneja púsa pa'ana'e maho'o majama Huna. Ameni.
GAL.1.6	'Ene na niho'o puruva retiu. Ijihuni maijaho Godi ka'ene Keriso oni vaji maiji vwihanúe 'umenuajaho ja nimarako rana'i vo vu'a ani'ina maiu'ina 'ararihau. 
GAL.1.7	Ijaho nimai'e ira pina ani'ina pana kaivo pu ea 'aho'a hine a ruarahau. 'Ene Keriso oni vu'ijaho apene ta'arohe ani najahu. 
GAL.1.8	'Ene núrana ho 'ona oji'ini kahi akúpa 'ahi rene roe ira ka'ene nú ja najahukeja are'i kaivo ira pina ani'ina naja'amajaho maka'eje Godira hu siri'amama. 
GAL.1.9	Na nimarako 'waravuta'e na kú'o 'waravu. Ei pini roe ira núra 'waravu ja'ina pana vo ira pina ani'ina'e 'warave he'avajaho maka'eje Godira sirimama. 
GAL.1.10	Ijihuni maijaho na iviamaa emaa'e ura rena'avarono avaju ho Godi ura re'amarono 'unama saravu raka? 'Ú na emaa'e ura rena'avarono harura veju raka? 'Ene na emaa'e ura re'avarono saravuta re'ipisa na Keriso oni pwea pareju'u.
GAL.1.11	'Ene vwehu nune maijaho na ura ja nimaa hami hehuna'e ura reniujaho nara vu'a ka'ene najahujija emaapuni rene roe na najahuna pana. 
GAL.1.12	Ijihuni maijaho na emaapuna'a paapejuta 'ee ei pini najihuna pana kaivo Jesu Keriso oni vajijino vejume roe samaa rejume na apejuta. 
GAL.1.13	Nara 'unama ka'ene Jua puni tamana vajijino vejujaho ja nihejura. 'Ene nara ichá'ina'e vene Godoni sosia sise'i 'aha'e 'ee tirakuje pa'are'amarono vejuji manura vehuna areri pana. 
GAL.1.14	Na ea ka'ene nú pu'úmo urijajija Jua puni tamanijihuni 'unama niho'o asitahe hena ka parajuta 'ee na harura natohwa vene amuhu núpuni 'unama tamana kajija maho'o 'ararihie ve parajuta. 
GAL.1.15	'Enaka'ivo nuni ohijihuni tei vaji Godira veniume na roe 'arihujino Hu ura rejume Huni maiji vwihaniuri vajijino iji pijihana. 
GAL.1.16	Hu teamavume Huni Hariha nuni vaji vejume samaa'e rejumakame na Jenitaru puni vaji naja'urono avanana kaivo na maku'a ea ka'ene haha 'ee 'aa rukini jihipuna'a vu'a pasaravuta. 
GAL.1.17	'Ene na Jerusaremi pava'e apasorua ka'ene nimarako reja jihipuni va'uta kaivo na va'e Arepia rene kú'o Tamasikasi routa. 
GAL.1.18	'Ene juara no'opiso pa'are'eme na iji'a Jerusaremi Sipasi (Pita) ka'irono va'uta. Na ijino na'ia iropu ropune 'ee umora ronu kwino hijuta. 
GAL.1.19	'Enakaivo na apasorua 'aho'a pakivuta kaivo Jemisi ka'ene Natohwijihuni 'u'uijiru kavuta. 
GAL.1.20	Nara iviamaa raka ka'ene jona'e vejukaho na nimaa'e Godoni una'i ja papisimie 'waravu. 
GAL.1.21	'Enarejo na 'urine Siria 'ee Sirisia va'uta. 
GAL.1.22	'Enajihuna'e sosia ka'ene Keriso oni vaji Jutia hijujija na pakivi'ina. 
GAL.1.23	'Enakaivo pu nuni vu'a ika'ineru hejura Ea ka'ene nitama sisei 'ahúajaho ivi'a nimairoa ka'ene hu nimarako tirakui venaji najahu. 
GAL.1.24	'Ene pu nuni hahijihuna'e hine Godi ta'arohura.
GAL.2.1	'Ene juara iropu ropu no'ona no'o pa'are'eme iji'a na kú'o 'uname Jerusaremi Panapasi ho 'ee Taitasi ho ijá aherame va'uta. 
GAL.2.2	Nara ijí va'ujihuni maijaho Godira najihumakame ijihuna va'uta. 'Ene nara vu'a iraka ka'ene Jenitaru puni vaji najahujaho hemi ea mama'ini jihipuni una'eru 'waravuta. Ijihuni maijaho na 'unama reha asisame ani naja'eju ronarejo avajuta. 
GAL.2.3	'Enakaivo Taitasiho na hu'úmo hinana vo hu Kuriki kaivo pu pa'ejahae sisa 'uhuhuna 'waravara. 
GAL.2.4	Ijihuni maijaho vwehu nuna 'aho'a ira 'atijino júhi roe kúme núra Jesu Keriso oni vaji ahija varapa pa'a ijí matauma hinojujihi kúmareje aheruma va'e sisea huni harura hari hi'avarono avajara. 
GAL.2.5	'Enaka'ivo pura ija'ina'e vejakame pu ruha aremahareje vea oma kwino aremahuna pana. Ijihuni maijaho vu'a nimaijara joni vaji majamano na'amarono avajara. 
GAL.2.6	'Enakaivo ea ka'ene pina'inijija pu mai'o núnuna'a ani'ina pareju. Ijihuni maijaho Godiho ronu kwino pareji'ina. Ijí ea mama'ina pina'ina kajija na unenu'u pina pani'ajihara. 
GAL.2.7	'Ene pura ani'ina ka'ene hejajaho na sisa pa'uhuahi'inijihi vu'a maa maiu'ina najahuna mihana hejara. 'Ene ija'ina'e Pitaho sisa 'uhua'inijihi najahuna'e ranavara. 
