GEN.1.1	太初，上帝创造了天地。 
ROM.16.26	如今按着永恒上帝的命令，借着先知们所写的经书公诸于世，让世人都信从耶稣基督。 
ROM.16.27	愿荣耀借着耶稣基督归于独一全智的上帝，直到永远。阿们！
1CO.1.1	我是按上帝旨意蒙召做基督耶稣使徒的
1CO.1.2	写信给在
1CO.1.3	愿我们的父上帝和主耶稣基督赐给你们恩典和平安！
1CO.1.4	我常常为你们感谢我的上帝，因为祂在基督耶稣里赐给了你们恩典， 
1CO.1.5	使你们在基督里凡事富足，有全备的口才和知识。 
1CO.1.6	这样，我为基督所做的见证就在你们身上得到了证实。 
1CO.1.7	因此，你们在殷切等候我们主耶稣基督再来的期间，并不缺少任何属灵的恩赐。 
1CO.1.8	我们的主耶稣基督必扶持你们到底，使你们在祂再来的日子无可指责。 
1CO.1.9	上帝是信实的，祂呼召你们是要你们与祂的儿子——我们的主耶稣基督相交。
1CO.1.10	亲爱的弟兄姊妹，我奉主耶稣基督的名劝你们，要同心合意，不可结党纷争，要团结一致， 
1CO.1.11	因为
1CO.1.12	我的意思是你们有人说：“我是跟随
1CO.1.13	难道基督是分成几派的吗？替你们钉十字架的是
1CO.1.14	感谢上帝，除了
1CO.1.15	所以没有人能说是奉我的名受洗的。 
1CO.1.16	不错，我也曾为
1CO.1.17	基督不是差遣我去为人施洗，而是去传扬福音，而且不用高言大智，免得基督十字架的能力被抹杀。
1CO.1.18	因为十字架之道在将要灭亡的人看来是愚昧的，但对我们这些得救的人来说却是上帝的大能， 
1CO.1.19	正如圣经上说：“我要摧毁智者的智慧，废弃明哲的聪明。”
1CO.1.20	这个世代所谓的智者、学者、雄辩家在哪里？上帝岂不是把这世上的智慧都变成愚昧了吗？ 
1CO.1.21	上帝运用自己的智慧不让世人凭自己的智慧去认识祂，祂乐意采用世人看为愚昧的道理去拯救那些相信的人，这就是上帝的智慧。
1CO.1.23	但我们传讲被钉十字架的基督。这对
1CO.1.24	但对于蒙召的人，无论是
1CO.1.25	因为上帝的“愚昧”也胜过世人的智慧，上帝的“软弱”也胜过世人的刚强。
1CO.1.26	弟兄姊妹，想想你们蒙召时的情形。按人的标准来衡量，你们当中称得上有智慧的不多，有能力的不多，出身名门望族的也不多。 
1CO.1.27	但上帝拣选了世人看为愚昧的，要使智者羞愧；上帝拣选了世上软弱的，要使强者蒙羞； 
1CO.1.28	上帝拣选了世上卑贱的、被藐视的和无足轻重的，要使世人看为举足轻重的变得无足轻重。 
1CO.1.29	这样，谁都不能在上帝面前自夸了。
1CO.1.30	上帝使你们活在基督耶稣里，祂使基督耶稣成为我们的智慧、公义、圣洁和救赎。 
1CO.1.31	所以，正如圣经上说：“要夸耀，就当夸耀主的作为。”
1CO.2.1	弟兄姊妹，我当初到你们那里传扬上帝的奥秘，并没有用高深的言论或哲理。 
1CO.2.2	因为我已决定在你们当中不谈别的，只讲耶稣基督和祂被钉十字架的事。 
1CO.2.3	那时我在你们当中很软弱，害怕，战战兢兢。 
1CO.2.4	我说话、讲道不是靠充满智慧的雄辩之词，而是靠圣灵的能力作明证， 
1CO.2.5	好使你们的信仰不是以人的智慧为基础，而是以上帝的能力为基础。
1CO.2.6	当然我们也跟成熟的人谈论智慧，不过并非这个世代的智慧，也不是那些在世上当权、将来要衰亡之人的智慧。 
1CO.2.7	我们所讲的是上帝隐藏在奥秘中的智慧，是祂为了使我们得荣耀而在万世以前定好的智慧。 
1CO.2.8	只可惜世上当权的人没有一个明白这智慧。他们要是明白，就不会把荣耀的主钉在十字架上了。 
1CO.2.9	正如圣经上说：
1CO.2.9	“上帝为爱祂的人所预备的，
1CO.2.9	是眼睛未曾见过，
1CO.2.9	耳朵未曾听闻，
1CO.2.9	人心也未曾想到的。”
1CO.2.10	然而，上帝借着圣灵将这一切启示给我们，因为圣灵洞悉万事，连上帝深奥的事都了如指掌。 
1CO.2.11	除了人里面的灵，谁能了解人的事呢？照样，除了上帝的圣灵，谁也不能了解上帝的事。 
1CO.2.12	我们接受的不是这世界的灵，而是上帝的圣灵，使我们可以领会上帝开恩启示给我们的事。 
1CO.2.13	我们讲述这些事，不是用人类智慧所教的话，而是用圣灵所教的话，用属灵的话解释属灵的事
1CO.2.14	然而，属血气的人不接受从上帝来的圣灵的教导，认为愚不可及，无法明白，因为只有属灵的人才能参透。 
1CO.2.15	属灵的人能够参透万事，但没有人能参透他。
1CO.2.16	“谁曾知道主的心意，
1CO.2.16	能够指教祂呢？”
1CO.2.16	但我们明白基督的心意。
1CO.3.1	弟兄姊妹，以前我对你们讲话的时候，还不能把你们看作属灵的人，只能把你们看作属肉体的人，是在基督里的婴孩。 
1CO.3.2	我只能用奶而不能用饭来喂养你们，因为你们当时不能消化，甚至现在也不能。 
1CO.3.3	你们仍然是属肉体的人，因为你们中间有嫉妒、争斗。这岂不证明你们是属肉体的，行事为人和世人一样吗？ 
1CO.3.4	你们有的说：“我是跟随
1CO.3.6	我栽种，
1CO.3.7	所以栽种的和灌溉的都算不得什么，一切都在于使之生长的上帝。 
1CO.3.8	其实栽种的人和浇灌的人目标都一样，各人将按照自己的付出得报酬。 
1CO.3.9	因为我们是上帝的同工，你们是上帝的园地和建筑。
1CO.3.10	我照着上帝赐给我的恩典，好像一位有智慧的建筑师打稳了根基，然后让其他的工人在上面建造。但每个人建造的时候要小心， 
1CO.3.11	因为除了那已经奠定的根基——耶稣基督以外，没有人能另立根基。 
1CO.3.12	人们用金、银、宝石、草、木或禾秸在这根基上建造， 
1CO.3.13	每个人的工程将来都会显明出来，因为到了审判的日子，必用火试验各人工程的品质。 
1CO.3.14	人在这根基上所建造的工程若经得起考验，他必获得奖赏。 
1CO.3.15	人的工程若被烧毁了，他必遭受损失，自己虽然可以得救，却像火里逃生一样。
1CO.3.16	岂不知你们就是上帝的殿，上帝的灵住在你们里面吗？ 
1CO.3.17	若有人摧毁上帝的殿，上帝必摧毁那人，因为上帝的殿是神圣的，你们就是这殿。
1CO.3.18	你们不要自欺。如果你们有人自以为在世上有智慧，他应当变成愚人，好成为真正的智者。 
1CO.3.19	因为这世上的智慧在上帝的眼中都是愚昧的，正如圣经上说：“上帝使智者中了自己的诡计。” 
1CO.3.20	又说：“主知道智者的思想虚妄。” 
1CO.3.21	因此，谁都不要仗着人夸耀，因为万物都属于你们， 
1CO.3.22	无论是
1CO.3.23	你们属于基督，基督属于上帝。
1CO.4.1	因此，人应该把我们当作是基督的仆人，是上帝奥秘之事的管家。 
1CO.4.2	对管家的要求是忠心。 
1CO.4.3	我对你们或别人给我的评价毫不介意，我也不评价我自己。 
1CO.4.4	就算我今日问心无愧，也不能自以为义，因为评价我的是主。 
1CO.4.5	所以，时候未到，不可妄下断语。到主耶稣再来的时候，祂会揭开暗中的隐情，使人心里的动机显露。到时候上帝会给各人应得的称赞。
1CO.4.6	弟兄姊妹，为了你们的益处，我以
1CO.4.7	谁使你与众不同呢？你有哪一样不是领受的呢？既然一切都是领受的，你为什么还自夸，好像不是领受的？ 
1CO.4.8	你们已经饱足了，富有了，不需要我们，自己已经做王了。我倒希望你们真的能做王，好让我们也和你们一同做王。 
1CO.4.9	我想，上帝把我们使徒排在队伍的末尾，好像被判了死罪的囚犯，让我们成了一台戏，给全宇宙看，就是给世人和天使观看。
1CO.4.10	我们为了基督的缘故被人看为愚昧，你们在基督里倒成了聪明人；我们软弱，你们倒强壮；你们受人尊敬，我们倒被人藐视。 
1CO.4.11	我们至今还是又饥又渴，衣不蔽体，遭受毒打，居无定所， 
1CO.4.12	还要亲手劳作。我们被人咒骂，就为对方祝福；受人迫害，就逆来顺受； 
1CO.4.13	被人毁谤，就好言相劝。人们至今仍将我们看作世上的废物，万物中的渣滓。
1CO.4.14	我之所以写这些事，并非是叫你们羞愧，而是像劝诫我亲爱的儿女一样劝诫你们。 
1CO.4.15	虽然有千万老师将基督的事教导你们，但父亲并不多，因为我借着福音在基督耶稣里成为你们的父亲。 
1CO.4.16	所以，我劝你们效法我。 
1CO.4.17	正因如此，我派了
1CO.4.18	你们当中有些人以为我不会再去你们那里，就傲慢自大起来。 
1CO.4.19	但主若许可，我会很快去你们那里。那时我要看看这些骄傲的人究竟是只会空谈，还是真有上帝的权能。 
1CO.4.20	因为上帝的国不在于空谈，而在于权能。 
1CO.4.21	到底你们要什么呢？要我带着刑杖去呢？还是要我带着温柔慈爱的心去呢？
1CO.5.1	我听说在你们当中竟有人与继母乱伦。这种淫乱的事，就是连异教徒都做不出来。 
1CO.5.2	你们竟然还自高自大！难道你们不该痛心，把做这事的人从你们当中赶出去吗？ 
1CO.5.3	现在，我虽然身在远方，心却在你们那里。我已经审判了做这事的人，就像亲自在场一样。 
1CO.5.4	你们奉我们主耶稣的名聚会时，我的心并我们主耶稣的权能也与你们同在。 
1CO.5.5	你们要把这人交给撒旦去毁坏他的肉体，好使这人的灵魂在主耶稣再来的日子可以得救。
1CO.5.6	你们自夸不是好事，岂不知一点面酵能使整团面发起来吗？ 
1CO.5.7	你们要把旧酵除掉，好成为真正无酵的新面团，因为我们逾越节的羔羊——基督已经被献为祭了。 
1CO.5.8	所以，我们不可带着歹毒邪恶的旧酵守这逾越节，而要用真诚纯洁的无酵饼。
1CO.5.9	我以前曾经写信吩咐你们，不可与淫乱的人交往。 
1CO.5.10	我的意思并不是指世上所有淫乱、贪婪、欺诈与祭拜偶像的人。那样的话，你们将不得不离开这个世界。 
1CO.5.11	我的意思是，若有人自称是信徒，却淫乱、贪婪、祭拜偶像、毁谤、酗酒、欺诈，你们不要和他们交往，甚至不要和他们一起吃饭。
1CO.5.12	我何必去审判教会以外的人呢？然而，教会里面的人岂不是该由你们审判吗？ 
1CO.5.13	上帝自会审判教会以外的人，你们要把那邪恶的人从你们当中赶出去。
1CO.6.1	你们中间发生了纠纷，不找圣徒审理，竟敢告到不义的人面前吗？ 
1CO.6.2	难道你们不知道圣徒将来要审判这世界吗？既然这世界也要由你们审判，难道你们不能审理这些小事吗？ 
1CO.6.3	岂不知我们将来要审判天使吗？何况今世的事呢？ 
1CO.6.4	如果你们有什么纠纷，你们会指派不受教会敬重的人来审理吗？ 
1CO.6.5	我说这些是要叫你们羞愧。难道你们当中没有一个有智慧的人可以审理弟兄姊妹之间的事吗？ 
1CO.6.6	你们居然弟兄告弟兄，还告到非信徒面前！
1CO.6.7	你们互相指控，已经是很大的失败，为什么不能甘愿受欺负、吃点亏呢？ 
1CO.6.8	你们反而欺负人、亏待人，而且欺负、亏待的是自己的弟兄姊妹。 
1CO.6.9	你们岂不知道不义的人不能承受上帝的国吗？不要自欺，一切淫乱的、拜偶像的、通奸的、变态的、同性恋的、 
1CO.6.10	偷窃的、贪婪的、酗酒的、毁谤的、欺诈的，都不能承受上帝的国。 
1CO.6.11	你们当中有些以前就是这样的人，但靠着主耶稣基督的名和我们上帝的灵，你们已经被洗净，成为圣洁的义人了。
1CO.6.12	凡事我都可以做，但并非事事都有益处；凡事我都可以做，但我不受任何事的辖制。 
1CO.6.13	食物是为了肚腹，肚腹也是为了食物，但将来上帝要把这两样都废弃。身体不是用来行淫的，而是为了主，主也是为了身体。 
1CO.6.14	上帝已经使主复活了，将来也会用祂的大能使我们复活。
1CO.6.15	难道你们不知道你们的身体就是基督的肢体吗？我能将基督的肢体与妓女的肢体联合吗？绝对不能！ 
1CO.6.16	你们不知道与妓女苟合，就是和她成为一体吗？因为主说：“二人要成为一体”。 
1CO.6.17	然而，与主联合就是与祂合为一灵。
1CO.6.18	你们务要远离淫乱的行为。人无论犯什么样的罪，都是在身体以外，唯独淫乱的，是得罪自己的身体。 
1CO.6.19	岂不知你们的身体就是圣灵的殿吗？你们里面住着上帝所赐的圣灵。你们不再属于自己， 
1CO.6.20	因为你们是上帝用重价买来的，所以你们要用自己的身体使祂得荣耀。
1CO.7.1	关于你们信上所写的事，我认为男人不亲近女人是好的。 
1CO.7.2	不过，为了避免发生淫乱的事，男婚女嫁也合情合理。
1CO.7.3	夫妻双方都应当履行自己的义务，过正常的夫妻生活。 
1CO.7.4	妻子无权支配自己的身体，丈夫才有权；丈夫也无权支配自己的身体，妻子才有权。 
1CO.7.5	夫妻不可亏负彼此的需要，除非双方同意，才可以暂时分房，以便专心祈祷。以后，二人仍要恢复正常的夫妻生活，免得撒旦趁你们情不自禁的时候引诱你们。 
1CO.7.6	我这番话是准许你们结婚，并不是命令你们结婚。 
1CO.7.7	虽然我希望人人都像我一样独身，但每个人从上帝所领受的恩赐不同，有的是这样，有的是那样。
1CO.7.8	至于那些未婚的和寡居的，他们若能像我一样就好了。 
1CO.7.9	但如果他们不能自制，就应该结婚，因为与其欲火攻心还不如结婚为好。 
1CO.7.10	我也吩咐那些已婚的人，其实不是我吩咐，而是主吩咐：妻子不可离开丈夫， 
1CO.7.11	若是离开了，妻子不可再嫁别人，只能与丈夫复合。丈夫也不可离弃妻子。
1CO.7.12	至于其他的人，主没有吩咐什么，但我要说，如果某弟兄的妻子不信主，但乐意和他同住，他就不应离弃妻子。 
1CO.7.13	同样，如果某姊妹的丈夫不信主，但乐意和她同住，她就不应离弃丈夫。 
1CO.7.14	因为不信的丈夫因妻子而得以圣洁了。同样，不信的妻子也因丈夫而得以圣洁了。否则你们的孩子就是不洁净的，但如今他们是圣洁的。 
1CO.7.15	倘若不信的一方坚持要离开的话，就让他离开好了。无论是弟兄或姊妹遇到这样的事情都不必勉强。上帝呼召我们，原是要我们和睦相处。 
1CO.7.16	你这做妻子的，怎么知道不能救你的丈夫呢？你这做丈夫的，怎么知道不能救你的妻子呢？
1CO.7.17	各人应当依照上帝的呼召和安排生活，这是我对各教会的吩咐。 
1CO.7.18	如果蒙召时已经受了割礼，不必消除割礼；如果蒙召时没有受割礼，也不必去受割礼。 
1CO.7.19	受不受割礼都算不得什么，最要紧的是遵行上帝的诫命。 
1CO.7.20	各人应当保持自己蒙召时的身份。 
1CO.7.21	如果你蒙召时是奴隶，不必因此而烦恼。不过如果你可以获得自由，也不要放过机会。 
1CO.7.22	因为，如果你蒙召信主时是奴隶，现在则是主的自由人；如果你蒙召时是自由人，现在则是基督的奴仆。 
1CO.7.23	你们是主用重价买来的，不要做人的奴隶。 
1CO.7.24	弟兄姊妹，你们要在上帝面前保持自己蒙召时的身份。
1CO.7.25	关于独身的问题，主并没有给我任何命令，但我既然深受主恩，成为祂忠心的仆人，就向你们提供一些意见。
1CO.7.26	鉴于目前时势艰难，我认为各人最好是安于现状。 
1CO.7.27	已经有妻子的，就不要设法摆脱她；还没有妻子的，就不要想着结婚。 
1CO.7.28	男婚女嫁并不是犯罪，只是有家室的人总免不了许多人生的苦恼，我是盼望你们能够免去这些苦恼。
1CO.7.29	弟兄们，我告诉你们，时日不多了，从今以后，那些有妻子的，要像没有妻子的； 
1CO.7.30	哭泣的，要像不哭泣的；欢喜的，要像不欢喜的；置业的，要像一无所有的。 
1CO.7.31	享用世界之物的，不要沉溺其中，因为现今的世界很快就要过去了。
1CO.7.32	我希望你们无牵无挂。未婚的男子可以专心于主的事，想着怎样讨主的喜悦。 
1CO.7.33	但已婚的男子挂虑世上的事，想着如何取悦妻子， 
1CO.7.34	难免分心。没有丈夫的妇女和处女可以专心于主的事，叫身体和心灵都圣洁；已婚的妇女挂虑世上的事，想着如何取悦丈夫。 
1CO.7.35	我这样说是为了你们的好处，不是要束缚你们，是要鼓励你们做合宜的事，好叫你们殷勤、专心事奉主。
1CO.7.36	若有人觉得对待自己的未婚妻有不合宜之处，女方的年纪也够大，自己又情欲难禁，就成全他的心愿，让他们结婚吧！这并不算犯罪。 
1CO.7.37	如果这人心里确信自己没有结婚的需要，又能自己作主，打定主意不结婚，这样做也好。 
1CO.7.38	所以，与未婚妻完婚是对的，但不结婚则更好。
1CO.7.39	丈夫还活着的时候，妻子必须忠于丈夫。如果丈夫去世了，她就自由了，可以再婚，只是要嫁给信主的弟兄。 
1CO.7.40	然而，照我的意见，她若能不再婚就更有福了。我想自己也是受了上帝的灵感动才说这番话的。
1CO.8.1	关于献给偶像的祭物，我们知道大家都有这方面的知识，但知识会使人自高，唯有爱心才能造就人。 
1CO.8.2	若有人自以为知道些什么，其实他需要知道的，他还不知道。 
1CO.8.3	但如果有人爱上帝，这人是上帝所认识的。
1CO.8.4	论到吃献给偶像的祭物，我们知道世上的偶像算不得什么，只有一位上帝，此外别无他神。 
1CO.8.5	虽然天上地上有许多被称为神的，好像有许多神、许多主， 
1CO.8.6	但我们只有一位神，就是父上帝，祂是万物的源头，是我们的归宿。我们也只有一位主，就是耶稣基督，万物都是借着祂存在，我们也是借着祂存在。
1CO.8.7	不过，并不是所有的人都有这种知识。有些人因为以前拜惯了偶像，现在吃到某些食物就觉得是祭过偶像的，因而良心不安，觉得自己被玷污了。 
1CO.8.8	其实食物并不能改变上帝对我们的看法，我们不吃也没有损失，吃了也不会更好。
1CO.8.9	但你们要小心，不要让你们的自由绊倒那些信心软弱的人。 
1CO.8.10	如果有人看见你这明白以上道理的人竟然坐在偶像的庙中吃喝，他虽然良心不安，岂不还是会放胆吃献给偶像的祭物吗？ 
1CO.8.11	这样，你的知识反而令那软弱的人，就是基督舍命救回的弟兄沉沦。 
1CO.8.12	你们这样得罪弟兄，伤了他脆弱的良心，就是得罪基督。 
1CO.8.13	所以，如果我吃某些食物会令我的弟兄在信仰上跌倒，我就情愿永远不吃
1CO.9.1	我不是自由的吗？我不是使徒吗？我不是见过我们的主耶稣吗？你们不是我在主里工作的成果吗？ 
1CO.9.2	即使对别人来说我不是使徒，对你们来说我也是使徒，因为你们就是我在主里做使徒的印证。
1CO.9.3	对那些责难我的人，我的答复是这样： 
1CO.9.4	难道我们没有权利接受弟兄姊妹供应的饮食吗？ 
1CO.9.5	难道我们没有权利像主的兄弟、
1CO.9.6	难道只有我和
1CO.9.7	有谁当兵要自备粮饷呢？有谁栽种葡萄园，却不吃园中出产的葡萄呢？有谁牧养牛羊，却不喝牛羊的奶呢？
1CO.9.8	我这样说难道只是人的观点吗？律法不也是这样说的吗？ 
1CO.9.9	的律法书上说：“牛在踩谷时，不可笼住它的嘴。”难道上帝关心的只是牛吗？ 
1CO.9.10	祂这样说难道不是为了我们吗？这话的确是为我们写的，因为耕耘的和打谷的农夫都应该存着分享收成的盼望劳作。 
1CO.9.11	既然我们在你们中间撒下了属灵的种子，难道就不能从你们那里得到物质上的收获吗？ 
1CO.9.12	如果别人有权要求你们供应他们，我们岂不更有权吗？可是我们从来没有用过这权利，反而凡事忍耐，免得妨碍了基督的福音。
1CO.9.13	你们难道不知道，在圣殿里事奉的人可以吃圣殿里的食物，在祭坛前事奉的人可以分享祭坛上的祭物吗？ 
1CO.9.14	同样，主也曾吩咐：传福音的人理当借着福音得到生活的供应。
1CO.9.15	但是，我完全没有使用这权利，如今我谈这些事，并不是要你们这样待我。因为我宁死也不要让人抹杀我所夸耀的。 
1CO.9.16	其实我传福音并没有什么可夸的，因为这是我的任务，我不传福音就有祸了！ 
1CO.9.17	我若甘心乐意地传福音，就可以得奖赏；我若不甘愿，责任也已经委托给我了。 
1CO.9.18	我能得到什么奖赏呢？就是我可以把福音白白地传给人，不使用自己因传福音而应有的权利。
1CO.9.19	我虽然是自由之身，不受任何人支配，但我甘愿成为众人的奴仆，为了要得到更多的人。 
1CO.9.20	面对
1CO.9.21	面对没有律法的人，我就像个没有律法的人，为了要赢得没有律法的人。其实我并非在上帝的律法之外，我是在基督的律法之下。 
1CO.9.22	面对软弱的人我就做软弱的人，为了要得软弱的人。面对什么人，我就做什么人，为了要尽可能地救一些人。 
1CO.9.23	我做的一切都是为了福音的缘故，为了要与人分享福音的祝福。
1CO.9.24	你们不知道吗？在运动场上赛跑的人虽然个个都在跑，但冠军只有一个。同样，你们也要努力奔跑，好获得奖赏。 
1CO.9.25	参加比赛的选手要接受严格的训练，以求赢得桂冠，但这桂冠终必朽坏，我们要赢得的却是永不朽坏的桂冠。 
1CO.9.26	因此，我奔跑不是漫无目标，我击拳不是打空气。 
1CO.9.27	我严格训练自己，克服自身的软弱，免得我传福音给别人，自己却被淘汰了。
1CO.10.1	弟兄姊妹，我希望你们知道，我们的祖先曾经在云下走过红海， 
1CO.10.2	都在云下、在海中受洗跟从了
1CO.10.3	他们都吃过同样的灵粮， 
1CO.10.4	都喝过同样的灵水，因为他们从那与他们同行的属灵磐石中得水喝，那磐石就是基督。 
1CO.10.5	尽管如此，他们当中大多数人不讨上帝的喜悦，倒毙在旷野。
1CO.10.6	如今这些事正好警戒我们，叫我们不要像他们那样贪恋罪恶， 
1CO.10.7	也不要像他们当中的人那样去祭拜偶像，正如圣经上说：“百姓坐下吃喝，起来狂欢。” 
1CO.10.8	我们也不要淫乱，像他们当中的人那样，结果一天就死了两万三千人。 
1CO.10.9	也不要试探主，像他们当中的人那样，结果被蛇咬死了。 
1CO.10.10	也不要发怨言，像他们当中的人那样，结果被灭命的天使毁灭了。 
1CO.10.11	发生在他们身上的这些事都是鉴戒，之所以记录下来是为了警戒我们这活在末世的人。 
1CO.10.12	所以，自以为站得稳的人要小心，免得跌倒。
1CO.10.13	你们遇见的诱惑无非是人们常见的。上帝是信实的，祂绝不会让你们遇见无法抵挡的诱惑，祂必为你们开一条出路，使你们经得住诱惑。
1CO.10.14	所以，我亲爱的弟兄姊妹，你们要远避祭拜偶像的事。 
1CO.10.15	你们都是明白事理的人，可以判断我说的对不对。 
1CO.10.16	领圣餐时，我们为那福杯献上感谢，这不表示我们有份于基督的血吗？我们吃掰开的饼，这不表示我们有份于基督的身体吗？ 
1CO.10.17	我们人数虽多，却同属一个身体，因为我们同享一个饼。
1CO.10.18	你们看
1CO.10.19	我这话是什么意思呢？是说偶像和祭偶像的食物有什么特别吗？ 
1CO.10.20	当然不是，我的意思是那些异教徒所献的祭是祭鬼魔的，而不是献给上帝的。我不愿意你们与鬼魔有任何关系。 
1CO.10.21	你们不能又喝主的杯又喝鬼魔的杯，不能又吃主的圣餐又吃祭鬼魔的食物。 
1CO.10.22	我们想惹主嫉妒吗？难道我们比祂更有能力吗？
1CO.10.23	凡事我都可以做，但并非事事都有益处；凡事我都可以行，但并非事事都造就人。 
1CO.10.24	无论是谁，不要为自己谋利，要为别人谋利。
1CO.10.25	市场上卖的肉，你们都可以吃，不必为良心的缘故而询问什么， 
1CO.10.26	因为世界和其中的万物都属于主。 
1CO.10.27	如果有非信徒邀请你们吃饭，你们又愿意去，那么，桌上摆的各样食物，你们只管吃，不必为良心的缘故而询问什么。 
1CO.10.28	不过，如果有人告诉你这些是献给偶像的祭物，你为了那告诉你的人和良心的缘故，就不要吃。 
1CO.10.29	不过我指的不是你的良心，而是那人的良心。或许有人说：“我的自由为什么要受别人的良心限制呢？ 
1CO.10.30	如果我存感恩的心吃，为什么还要受批评呢？”
1CO.10.31	所以，你们或吃或喝，无论做什么，都要为上帝的荣耀而做。 
1CO.10.32	不要成为
1CO.10.33	就像我凡事尽量让人满意，不求自己的好处，只求众人的好处，以便他们可以得救。
1CO.11.1	你们要效法我，正如我效法基督一样。
1CO.11.2	我赞赏你们，因为你们凡事都想到我，并坚守我传给你们的各种教导。
1CO.11.3	我希望你们知道，基督是男人的头，丈夫是妻子的头，上帝是基督的头。 
1CO.11.4	男人在祷告和讲道时，若蒙着头，就是羞辱自己的头。 
1CO.11.5	但妇女在祷告和讲道时，若不蒙着头，就是羞辱自己的头，因为她就像剃光了头发一样。 
1CO.11.6	因此，如果妇女不愿意把头蒙起来，就该把头发剪掉。如果她觉得剪发或剃头是羞耻的，就应该蒙头。 
1CO.11.7	然而，男人不该蒙头，因为男人是上帝的形象和荣耀，而女人是男人的荣耀。 
1CO.11.8	因为男人并非出自女人，而女人却是出自男人。 
1CO.11.9	并且男人不是为女人而造的，女人却是为男人而造的。
1CO.11.10	因此为了天使的缘故，女人在头上应该有服权柄的记号。 
1CO.11.11	不过在主里面，女人不可没有男人，男人不可没有女人。 
1CO.11.12	因为女人是从男人而来，男人又是女人生的，但万物都是来自上帝。
1CO.11.13	你们自行斟酌吧，女人向上帝祷告时不蒙头合适吗？ 
1CO.11.14	按着人的天性，难道你们不知道男人留长发是他的羞辱， 
1CO.11.15	女人留长发是她的荣耀吗？因为头发是用来给女人盖头的。 
1CO.11.16	如果有谁想反驳这些话，我只能说，这是我们和上帝的众教会向来遵守的规矩。
1CO.11.17	现在我有话要吩咐你们，不是称赞你们，因为你们聚会不但无益，反而有害。 
1CO.11.18	首先，我听说你们在聚会的时候拉帮结派，我相信这些话有几分真实。 
1CO.11.19	你们中间必然会有分裂的事，好显出谁是经得起考验的。
1CO.11.20	你们聚会的时候，不是在吃主的晚餐。 
1CO.11.21	因为你们进餐的时候，各人只顾吃自己的，结果有些人挨饿，有些人醉酒。 
1CO.11.22	难道你们不可以在家里吃喝吗？还是你们轻看上帝的教会，存心羞辱那些贫穷的弟兄姊妹呢？我该说什么呢？称赞你们吗？不可能！
1CO.11.23	我把从主领受的传给了你们，就是：主耶稣被出卖的那天晚上，祂拿起一个饼来， 
1CO.11.24	向上帝祝谢后掰开，说，“这是我的身体，是为你们掰开的，你们要这样做，为的是纪念我。” 
1CO.11.25	晚餐后，祂又照样拿起杯来，说，“这杯是用我的血立的新约。你们每逢喝的时候，要这样做，为的是纪念我。” 
1CO.11.26	所以，每当你们吃这饼、喝这杯的时候，就是宣告主的死，一直到主再来。
1CO.11.27	因此，无论是谁，若以不正确的心态吃主的饼、喝主的杯，就是得罪主的身体和主的血。 
1CO.11.28	所以，人要先自我省察，才可以吃这饼喝这杯。 
1CO.11.29	因为守圣餐的时候，若有人随便吃喝，忘记了这是主的身体，他就是自招审判。 
1CO.11.30	正因如此，你们当中有许多人身体软弱，疾病缠身，死亡的也不少。 
1CO.11.31	如果我们先自我省察，就不会遭受审判了。 
1CO.11.32	主审判我们，是对我们的管教，免得我们和世人一同被定罪。
1CO.11.33	因此，我的弟兄姊妹，当你们吃圣餐时，要彼此等候。 
1CO.11.34	如果有人饥饿，可以在家中先吃，免得你们聚会的时候自招审判。至于其余的事，等我到了以后再安排。
1CO.12.1	弟兄姊妹，谈到圣灵的恩赐，我不希望你们无知。 
1CO.12.2	你们知道，自己在信主前曾受到迷惑和引诱去拜不会说话的偶像。 
1CO.12.3	因此我希望你们知道，一个被上帝的灵感动的人绝不会说“耶稣该受咒诅”；若不是受了圣灵的感动，没有人会说“耶稣是主”。
1CO.12.4	恩赐各有不同，但圣灵是同一位。 
1CO.12.5	事奉各有不同，但主是同一位。 
1CO.12.6	工作各有不同，但上帝是同一位，祂在众人当中成就万事。 
1CO.12.7	圣灵给各人不同的恩赐为要使众人得益处。 
1CO.12.8	这人从圣灵领受智言，那人从圣灵领受知识； 
1CO.12.9	圣灵赐这人信心，赐那人医病的恩赐； 
1CO.12.10	圣灵使这人能行神迹，使那人能做先知讲道；使这人能辨别诸灵，使那人能说方言
1CO.12.11	这一切都是同一位圣灵所赐的，是祂按自己的旨意分别赐给各人的。
1CO.12.12	这如同一个身体有许多肢体，肢体虽多，仍同属一个身体。基督的身体也是这样。 
1CO.12.13	不论是
1CO.12.14	人的身体并非只有一个肢体，乃是由许多肢体组成的。 
1CO.12.15	如果脚说：“我不是手，所以我不属于身体。”难道脚就因此不属于身体吗？ 
1CO.12.16	如果耳朵说：“我不是眼睛，所以我不属于身体。”难道耳朵就因此不属于身体吗？ 
1CO.12.17	如果整个身体是一只眼睛，哪里有听觉呢？如果整个身体是一只耳朵，哪里有嗅觉呢？
1CO.12.18	但事实上，上帝按自己的旨意将各个肢体安置在身体上了。 
1CO.12.19	如果全身只有一个肢体，还会是身体吗？ 
1CO.12.20	如今肢体虽多，但身体只有一个。 
1CO.12.21	眼睛不能对手说：“我不需要你。”头也不能对脚说：“我不需要你。”
1CO.12.22	相反，看起来不太重要的肢体事实上是不可或缺的。 
