GEN.1.1	Uniotabakin ka Nukën 'Ibu Diosan uniokëxa, naíkamë 'ëo 'imainun me. 
REV.8.6	Usai 'icëbëtan ca a ángelcama mëcën achúshi 'imainun rabë́, an aín manë banañu banonuxun mëníoxa.
REV.8.7	Achúshi ángelnën pain ca aín manë banañu banoxa. Banocëbë ca 'uí 'aíshbi matsiira 'aish iru, a 'imainun tsi rëquirucë, acamabë imi mëscúcë, acamax meu nicëx rëucüaxa. Rëucucëbë ca 'aisamaira 'aíshbi mecama nëbë́tsi, rabë́ 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi nëëmëti nëtë́axa. Icama 'imainun basi paxacamaribi nëbë́tsi, rabë 'imainun achúshi oquin tëacësa 'aíshbi, amo 'icë achúshi ca nëëmëaxa.
REV.8.8	Usai 'icëbëtan ca bëtsi ángelnënribi aín manë banañu banoxa. Usocëbë ca achúshi ñu chaira aín bashi nëëmë́cësa 'icë nicë́xa parúnpapanu nipacëcëbë parúnpapa chaira 'aíshbi nëbë́tsi, rabë́ 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi imisa 'iaxa. 
REV.8.9	Usai 'icëbë ca anu 'icë ñuinacama 'imainun anu 'icë manë nunticamaxribi, 'itsa 'aíshbi nëbë́tsi, rabë́ 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi cëñuti nëtë́axa.
REV.8.10	Usai 'icëbëtan ca bëtsi ángelnënribi aín manë banañu banoxa. Banocëbë ca 'ispa chaira, bimicëxa taban rëquirucësa 'aish naínuax rëquícuaianx nipacëaxa. Usari 'i ca bacacamabëa xëxácama 'itsa 'aíshbi nëbë́tsi, rabë́ 'imainun achúshi oquin tëacësa 'ain, amo 'icë achúshinu nipacëaxa. 
REV.8.11	A 'ispax ca Mucaira caquin anëcë 'iaxa. Anu a 'ispa nipacëcë bacacamabë ca xëxácamaribi mucaxa. Usai 'ia mucacë cupí ca 'aisamaira uni bamaxa.
REV.8.12	Usai 'icëbëtan ca bëtsi ángelnënribi aín manë banañu banoxa. Banocëbë ca bari, 'uxë 'imainun 'ispacamaribi 'itsa 'aíshbi nëbë́tsi rabë́ 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi bënamëti pëquicëma 'icën. Usa 'ain ca nëtë 'imainun imë́ribi nëbë́tsi rabë 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi bari, 'uxë, 'ispacaman pëcacëma 'iaxa.
REV.8.13	Usacëbëtan istëcënquin cana ángel naínuax nuania isan. Nuania, munuma banai ësai quia cana cuan:
REV.8.13	—Manë banañu rabë́ 'imainun rabë́ banocë 'aínbi ca rabë́ 'imainun achúshi ángelnënribia banocëbëtan, axa menu bucucë unicaman masócë 'ixun 'aisamaira paë tanti 'icën. Achúshi banocëbë tëmëranan ca bëtsi banocëbëribi tëmëranan bëtsiribia banocëbë usaribiti tëmëratëcënti 'icën.
REV.9.1	Usai 'icëbëtan ca bëtsi ángelnënribi aín manë banañu banoxa. Banocëbëtan cana naínuaxa 'ispa achúshi menu nipacëcë isan. Nucën Papa Diosan 'ináncëxun ca anun quini chaira 'aish nëmínra xëocati ñu bixun tuíanxa. 
REV.9.2	A tuíncë ñu anun ca quini chaira 'aish nëmínra a xëocaxa. Xëocacëx ca anuax tsin cuin chiquíaxa, manë tsi rëquirucë aín cuin chiquícësaribi 'inun. Chiquíquin a cuinan mapucëx ca bari bëánquicësa 'iaxa. 
REV.9.3	A tsin cuínuax ca 'aisamaira chanpusaribi ñu chiquíaxa, mecamanu cuanux. Nucën Papa Diosan 'imicëx ca a chanpucaman paëx, nibantan paësaribi 'iaxa. 
REV.9.4	Tsin cuínuax chiquitia ca Nucën Papa Diosan a chanpucama caxa: Menu 'icë basi, imaxu, chucu, ro, i acama camina 'atimotima 'ain. A 'aquinma camina, ax ca 'ënan 'icë quixun 'unánun aín bëmánanu 'ën anë 'aquin 'unántiocëma uni acama cuni 'atimoti 'ain. 
REV.9.5	Mëcën achúshi 'uxë́an paë tanun 'aquinbi camina a unicama bamamitima 'ain. Usoquian cacëxun 'acëx ca aín paëx nibantan uni 'acëxuan paëocësa usaribi 'iaxa. 
REV.9.6	Usaía 'imainun ca a 'acë unicamax axbi bamatisa taníbi bamatima 'icën. Asérabi cana bamatisa tani quibi ca 'aisamaira oquin paë taníbi bamatima 'icën.
REV.9.7	A chanpucamax ca anúan 'acánani suntáru cuancë caballo usaribi 'iaxa. Aín maxcánu ca curi mañuti 'acësa 'iaxa. 'Imainun ca aín bëmánan unin bëmánansa 'iaxa. 
REV.9.8	Aín bux ca xanun busa 'iaxa, aín xëtax ca 'inúanën xëtasa 'iaxa. 
REV.9.9	Aín namicamax ca manë chupan rabumëcësa 'iaxa. 'Ianan ca aín pëchi banamiaxa. Nuánquianquin ca 'aisamaira autua an niquincë caballonën 'acánani cuanquin buancë́xa banacësaribi oquin aín pëchi banamiaxa. 
REV.9.10	A chanpucaman tsispin ca nibanta inasaribi 'iaxa. Ax ca anúan mëcën achúshi 'uxën uni paë tanmiti 'iaxa. 
REV.9.11	A chanpucaman 'apu ax ca quini chaira 'aish nëmíinra anu 'icë ñunshíncaman cushi 'iaxa. A ñunshinan anëx ca hebreo banan cacë Abadón 'icën, griego banan cacë ca Apolión 'icën.
REV.9.12	Usaquin ca rabë́ 'imainun rabë́ ángelnëan aín manë banañu banocëbëtan bëtsi ángelnënribi aín manë banañu banocëbëtan chanpun pain 'aisamaira oquin unicaman paë tanmiaxa. Usaquian 'acëbëtanbi ca rabë́ ángelnën aín manë banañu unicama paë tanun banocëma pan 'icën.
REV.9.13	Banoíma 'ixun ca a rabë́ ángel achúshinën aín manë banañu banoxa. Banocëbëtan cana anua Nucën Papa Dios 'icë a bëmánon 'icë anuxun sanutanun tsëpasa ñu nëënti, curi 'acë, aín cuëbícamanu i, vaca matúxcasa 'itánun 'acë, rabë́ 'imainun rabë́, anuaxa banaia cuan. 
REV.9.14	Banaquin an bërí manë banañu banocë ángel a caía, ësai quia cana cuan:
REV.9.14	—Camina Eufrates cacë baca rapasunuxuan nëacë rabë́ 'imainun rabë́ ángel a tubuxun ënti 'ain.
REV.9.15	A rabë́ 'imainun rabë́ ángelcama Eufrates baca rapasunuxuan nëacë, ax ca anúan camabi unicama rabë 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi acama 'ati nëtë utámainun nëacë 'iaxa. Usa 'ain ca anuxun sanutanun tsëpasa ñu nëënti anuaxa banaia a cuaxun, manë banañu tuíncë ángel an nëacë ángelcama tubuxun ëanxa. Usaquin ca a baritia, a 'uxë, a nëtë, a horabi ca unia 'anun ëncë 'iti 'icë quixuan Nucën Papa Diosan mëníosabi oquin 'axa. 
REV.9.16	A rabë́ 'imainun rabë́ ángelcama aín suntárucamax ca 'aisamaira caballonu tsócë 'iaxa. Acamax ca 'aisamaira 'aish doscientos millones 'icë quiáxa quia cana cuan.
REV.9.17	'Ën iscëx ca a caballocama ësa 'iaxa: anu tsócë suntárucaman manë chupa atun shicánu 'icë ax ca tsi rëquirucësa 'ianan cuman batsisa 'aíshbi tunántani 'ianan curúnsa 'iaxa. A caballocaman maxcatax ca 'inúanën maxcása 'iaxa. Aín cuëbínuax ca tsi rëquirucë 'imainun tsin cuin 'imainun azufre cacë ñu nëëmëti chiquíaxa. 
REV.9.18	Caballonën cuëbínuax chiquícë ñucamax chiquíquin ca unicama nëbë́tsi, rabë́ 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi cëñuaxa. 
REV.9.19	A caballocaman inax ca maxcáñu 'aish runusa 'iaxa. Anun ca unicama paë tanmiquin 'atimoxa. Usai 'iquin ca caballocaman aín cuëbínuax chiquícë ñucama 'imainun aín ina runusa, anun unicama 'aisamaira oquin 'atimoquin cëñuaxa.
REV.9.20	'Aisamaira oquin 'atimocëxbia bamacëma unicamax ca sinanaquin, atun ñu 'aisama 'acëcama ëncëma 'iaxa. Ñunshin 'atimacama rabianan ca unin 'acë ñu, curi 'acë 'imainun uxua manë 'acë 'imainun panshían manë 'acë 'imainun maxax 'acë 'imainun i 'acë, a ñucaman isíma 'ianan cuatíma 'ianan nitsíamabi, a rabiquin an 'acësabi oquin ñu 'atima 'ati ënquinma 'axa. 
REV.9.21	Uni 'ati, 'imainun ñu xëax ñubë́ 'iti, 'imainun aín xanuma 'aínbi xanu itsibë 'iti, 'imainun aín bënëma 'aínbi uni itsibë 'iti, 'imainun ñu mëcamati, acama sinanaquin ënquinma usabi oquin 'axa.
REV.10.1	Bëtsi ángel cushiira, axribia naínuax aia cana isan. Ax ca nëtë cuin mëu nicësa 'ianan aín maxcá manámi nónbai 'imainun aín bëmánan bari pëquicësa 'iaxa. 'Ianan ca aín quisi rabë́ tsi rëquiruia iscësa 'iaxa. 
REV.10.2	Aín mëcënan ca bacacë quiricaratsu tuíanxa. Usai 'iquin ca aín taë mëqueunën parúnpapa amánan aín taë mëmiunën me amáxa. 
REV.10.3	Usai 'itancëx ca 'inúan munuma banacësari banaxa. Banacëbë ca mëcën achúshi 'imainun rabë́ canacamë'ëoribi banaxa. 
REV.10.4	Caná banacëbëtan a banacama cuënëoti 'ixunbi cana naínuaxa ësai banaia cuan:
REV.10.4	—Canacaxa quicëcama camina uisai quicë cara quixun unin 'unánun cuënëotima 'ain.
REV.10.5	Angel an aín taë itsin parúnpapa amánan aín taë itsin me amácë, an ca aín mëcën mëqueu 'icë manámi oxa. 
REV.10.6	Manámi oquin ca caxa:
REV.10.6	—Axa bamatimoi tsócë, an naí, me, parúnpapa, acama 'imainun anu 'icë ñucamaribi unio Nucën Papa Dios, an cuamainun cana cain: Ax quiasabi oi ca bërí 'iti 'icën. 
REV.10.7	Bëtsi ángelnën aín manë banañu banocëbë ca an Nucën Papa Dios quicë bana uni ñuixuncë unicamaxa, usai ca 'iti 'icë quiásabi oi 'iti 'icën. A bana uisai quicë cara quixun unin 'unánma 'aínbi ca a bana quicësabi oi 'iti 'icën, manë banañu banocëbë.
REV.10.8	A ángelnëxa quicëbëtan cana naíucüax banaia cuatëcëan, ësai qui:
REV.10.8	—A ángel, axa parúnpapa 'imainun menuribi nixun aín mëcënan bacanuxun tuíncë quiricaratsu a ca bitsi cuan.
REV.10.9	Usaquian 'ë cacëx, ángelnu cuanquin cana —quiricaratsu camina 'ë 'inánti 'ai —quixun can. Cacëxun ca 'ë caxa:
REV.10.9	—A cënë 'icë, ca bit. Bixun ca pit. Picëx ca min cuëbínuax bataira 'aish buna rëpasaribi 'iti 'icën. Usa 'aíshbi ca min pucu 'ucë mëucüax mucaira 'iti 'icën.
REV.10.10	Usaquin caquian 'ë 'ináncëxun, aín mëcë́nua bixun cana a quiricaratsu pian. Picëx ca 'ën cuëbínuax bataira 'aish buna rëpasa 'iaxa. Bata 'aíshbi ca 'ën 'ecëx 'ën pucunuax mucaxa. 
REV.10.11	Usai 'icëbëtan cana ënë banaribi cuan:
REV.10.11	—Bëtsi bëtsi unibu, bëtsi bëtsi nëtënu 'ianan bëtsi bëtsi banan banacë, a unicama ñuia Nucën Papa Dios quicë bana camina unicama ñuixuntëcënti 'ain.
REV.11.1	Usai 'icëbëtan cana Nucën Papa Diosan 'ináncëxun i tsatisa biquin ësaia quiaribi cuan:
REV.11.1	—Tsatisa ënë i bixun camina anun anuxun Nucën Papa Dios rabiti xubu aín chaxcë́ tupúnti 'ain. Tupúanan camina anuxun ñu sanutanun nëënti, aín chaxcë́ribi tupúnti 'ain. Tupúanan camina an anuxun Nucën Papa Dios rabicë unicama cara uiti 'icë quixun 'unánuxun tupúnti 'ain. 
REV.11.2	A xubu rapasu 'icë me mëníocë, ashi camina tupúntima 'ain. Ax ca axa Nucën Papa Diosmi sináncëma unicamaxa anu 'inun ëncë 'iti 'icën. A unicaman ca cuarenta y dos 'uxëcama anu a xubu 'icë ëma, Jerusalén, a 'atimoi niti 'icën. Usa 'ain camina a xubu rapasu 'icë me mëníocë, a tupúntima 'ain. 
REV.11.3	A unicamaxa 'atimati anu nimainun cana an 'ë ñuiquin unicama canun rabë́ uni xuti 'ain. A uni rabë́ ax ca rabë́ olivos cacë iisa 'imainun rabë́ anu lamparín nanti ñusa 'icën. An ca 'ën xucëxun 'aisamaira nëtë, mil doscientos sesenta, a nëtëcama 'ë ñuiquin bana unicama ñuixunti 'icën. Atux ca masá nuitucë unían pañucësaribi chupa pañucë 'iti 'icën.
REV.11.4	An 'ë ñuiquin unicama cati rabë́ uni axa rabë́ olivos cacë iisa 'imainun rabë́ anu lamparín nanti ñusa 'icë ax ca anua Nucën 'Ibu Dios, axa camabi menu 'icë unicaman 'ibu 'icë, a bëmánon nitsíncë, a 'icën. 
REV.11.5	Unían a 'atimoisa tancëxun ca atun aín cuëbínua tsi rëquiruia chiquínquin cëñuia. An a 'atimoisa tancë unix ca usaquian 'acëx bamati 'icën. 
REV.11.6	A rabëtax ca cushiñu 'icën. Usa 'ixun ca 'aisa tanquin atúan Nucën Papa Dios quicësabi oquin bana ñuixunmainuan 'uí 'ibúaxma 'inun 'imiti 'icën. 'Aisa tanquin ca bacanu 'icë 'unpax imi 'imiti 'icën. 'Aisa tanquin ca bëtsi bëtsi ñu 'aquin paë tania tëmëranun unicama 'imiti 'icën. Uiti oquin cara usoquin 'aisa tania usoquin ca 'ati 'icën.
REV.11.7	Atúan unicama bana ñuixuncë nëtëcama inúcëbë ca piánancë ñuinasa ñu, ax quini chaira 'aish nëmíinra, anuax chiquíti 'icën. Chiquítancëxun ca an unicama bana ñuixuncë rabë́, ami nishi abë 'acánanquin ñusmoquin bamamiti 'icën. 
REV.11.8	Bamamicë 'aíshbi maíncëma 'aish ca a ëma cha, anu Nucën 'Ibu Jesús i curúsocënu matása, Jerusalén, anu 'icë bainu racáti 'icën. A ëmax ca Sodoma 'imainun Egipto caquin anëcëribi 'icën, anu 'icë unicamaxa Sodoma 'imainun Egiptonu 'icë uníxa 'iásaribiti Nucën Papa Diosmi sináncëma 'ain. 
REV.11.9	Rabë́ 'imainun achúshi nëtë 'imainun nëtë itsi bari xamárutamainun anu racácë ca anu cuancë unicama, bëtsi bëtsi unibu, bëtsi bëtsi menuax ucë 'ianan bëtsi bëtsi banan banacë, acaman isquin, uni raírinëan maíntisa taniabi 'amitima 'icën. 
REV.11.10	A rabëtan Nucën Papa Diosan bana ñuixunquin atun 'uchacama sinánmicë cupí ca axa Nucën Papa Diosmi sináncëma unicama a rabë́ bamacë isi cuëënti 'icën. Cuëëni ca abëa nuibanancë unicamabë ñu 'inánanti 'icën.
REV.11.11	Rabë́ 'imainun achúshi nëtë 'imainun nëtë itsi bari xamárucëbë ca a rabëtax bamaxbi Nucën Papa Diosan 'imicëx uinacëtëcëni niruaxa. Nirucëbë ca an atu iscë unicama ratuti racuë́ira racuë́axa. 
REV.11.12	Racuë́cëbëtan ca a rabëtan ësaquin caía naínuax banaia cuaxa:
REV.11.12	—Nëri ca ut.
REV.11.12	Cacëx ca axa atumi nishcë unicaman ismainunbi nëtë cuinan nëbë́tsiocëx naínu cuanxa. 
REV.11.13	Usai 'icëbë ca me 'aisamaira shaíquiaxa. Shaíqui ca Jerusalén ëma nëbë́tsi rabë́, mëcën rabë́ oquin tëacësa 'aíshbi amo 'icë achúshi rurucubuaxa. Rurucubucëbë ca 'aisamaira uni siete mil bamaxa. Acama bamacëbëtan ca bamacëma unicaman racuë́quin, Nucën Papa Dios naínu 'icë rabiaxa.
REV.11.14	Usaquin ca mëcën achúshi ángelnën aín manë banañu banocëbëtan bëtsi ángelnënribi aín manë banañu banocëbëtan unicaman 'aisamaira paë tantëcëanxa. Usocëbëtan ca ángel itsi an tsiánquiira aín manë banañu, unicama paë tanun banocëma pan 'ixunbi bërí banoti 'icën.
REV.11.15	Usa 'ain ca a ángelnënbi aín manë banañu banoxa. Banocëbëtan cana naínuax sharati munuma banaia ësai quia cuan:
REV.11.15	Bërí ca Nucën 'Ibu Dios 'imainun Cristo, Nucën Papa Dios an uni ië́minun caísa, axëshi 'Apu 'ia. Nëtë́timoi usabi 'inux ca 'ia.
REV.11.16	Usai banacëbë ca caniacëcë unicama mëcën rabë́ 'imainun taë rabë́ 'imainun rabë́ 'imainun rabë́, axa anu Nucën Papa Dios 'icë, a bëmánon tsócë, acaman rantin puruni racábuti meu bësuquin Nucën Papa Dios rabiaxa. 
REV.11.17	Rabiquin ca caxa:
REV.11.17	Nucën 'Ibu Dios, min cushi ca chaira 'aish bëtsi cushisama 'icën. Camina usabi 'iá 'ianan usabi 'aish, usabi 'iti 'ain. Cushiira 'ixun camina min cuëëncësabi oquin 'ain. 'Ai camina bërí mixëshi min unicaman 'Apu 'ain. Usa 'icë cananuna bërí —asábi ca —quixun caquin mi rabin. 
REV.11.18	Axa mimi sináncëma unicamax ca mimi xuamati nishaxa. Nishcë 'aínbi ca anun min uisoquin caramina atu 'ati 'ai, usoquin 'ati nëtë uaxa. Anun min camabi uni bama 'aíshbia baísquicë isti nëtë ca uaxa. An mix quicë bana uni ñuixuncë unicama, 'imainun axa min aín 'uchacama tërë́nun mimi catamëcë 'ixun min bana cuacë unicama, aín cushi unicama 'imainun cushima unicamaribi, camabi isquinmi anun mibëa 'inun biti nëtë ca uaxa. 'Imainun ca anúan 'uchañu unicama anua atun ñu 'atima 'acë cupí camabi 'uchañu uni 'iti anu cuanti nëtëribi uaxa.
REV.11.19	Usai 'icëbë ca naínu 'icë anuxun Nucën Papa Dios rabiti xubu aín xëcuë xëoquiaxa. Xëoquicëbëtan cana bunánti, anua Nucën Papa Diosan cuënëo maxax pará rabë́ nancë, a isan. Iscëbëa munuma caná mëriti banacëbë ca bëtsi ñuribi sharámainun mecama shaíquiaxa. 'Imainun ca 'uí 'aíshbi matsiira 'aish iru ax rëucubuaxa.
REV.12.1	Usai 'icëbëtan cana achúshi ñu naínu 'icë isan, ax ca xanu 'iaxa. Xanu 'aíshbi bari mëu nicësa 'ianan ca aín taë shimú 'uxë 'iaxa. Aín maxcánu ca mëcën rabë́ 'imainun rabë́ 'ispa mañutiocë 'iaxa. 
REV.12.2	Tuñu 'aish ca a xanu bacë́nux paë tani bënëti cuëncë́anxa. 
REV.12.3	A istancëxun cana bëtsi ñuribi naínua isan, ax ca pianancë ñuina chaira, maxë capë́sa 'iaxa. Aín maxcá ca mëcën achúshi 'imainun rabë́ 'iaxa. Usa 'aish ca aín maxcá achúshi achúshinu mañuti 'iaxa. Aín matúxcacama ca mëcën rabë́ 'iaxa. 
REV.12.4	Aín ina chaira anun ca maë́ncësoquin 'ispacama nëbë́tsi, rabë́ 'imainun achúshi oquin tëacësa 'aíshbi amo 'icë achúshi menua nipacënun rëupaxa. Usoquin 'ispa rëupatancëx ca bacënia aín tuá 'enux, tuñu xanu bëmánon niracëaxa. 
REV.12.5	Niracëxuan caínmainun ca a xanu bëbu tuá bacë́anxa, ax canitancëx cushi 'ixun ca camabi menu 'icë unían aín bana cuanun 'imiti 'icën. Usa 'ain ca aín tita bacë́ncë 'icë, anua ax 'icë anu abë 'Apu 'inun Nucën Papa Diosan buánxa. 
REV.12.6	Bacë́ntancëx ca a xanu anu uni 'icëma menu cuanxa, anua ax 'iti Nucën Papa Diosan mënío anu. Mil doscientos sesenta nëtën 'i anu 'ia ca an mëníosabi oquin Nucën Papa Diosan anúan ax upitax tsónun piti 'inánti 'icën.
REV.12.7	Usaía 'ian ca Nucën Papa Diosan nëtënuax, ángelcaman cushi, Miguel, a 'imainun aín ángelcamax, pianancë ñuina chaira maxë capë́sa a 'imainun aín ángelcamabë 'acananxa. 
REV.12.8	'Acananquin ca Miguel 'imainun aín ángelcaman, pianancë ñuina chaira maxë capë́sacëñun aín ángelcama ñusmoxa. Ñusmocëbë ca Nucën Papa Diosan nëtënu anua atux 'iti 'aíma 'iaxa. 
REV.12.9	Anua atux 'iti 'aíma 'ain ca pianancë ñuina chaira maxë capë́sa a aín ángelcamacëñunbi Nucën Papa Diosan chiquínxun menu niaxa. A capë́sa ñuina ax ca an bëráma Nucën Papa Diosan uniotabatia uni paran 'aish ñunshin 'atimanën 'apu, Satanás, an camabi menu 'icë unicama paráncë a 'icën.
REV.12.10	Usaía 'icëbëtan cana Nucën Papa Diosan nëtënuaxa ësai munuma banaia cuan:
REV.12.10	—An ami catamëcë unicama, nucën xucë́antu, 'atimaquin ñuiquin nëtë́quinma nëtë́nbi 'imë́bi Nucën Papa Dios manóncë, ax ca ënua chiquíncë 'icën. Usa 'ain ca bërí an aín cushínbi ainan 'inun uni ië́micë, Nucën Papa Dios, ainshi asérabi aín 'Apu 'ixun, aín unicama bërúanan Cristo atun 'Ibu 'inun 'imiaxa. 
REV.12.11	Aín unicama, nucën xucë́antu, ax ca Carnero 'icësaribitia unin 'ucha cupí bama, ami catamëcë cupí atun 'ucha tërë́ncë 'ianan aín bana ënquinma sináncë 'aish, ñunshin 'atimanën 'apúan 'atima ñu 'amicëma 'iaxa. Atun ca axa ami nishcë unin bëtsi bëtsi ocëx bamatisa 'ixunbi Nucën Papa Diosmi sinánti ëncëma 'icën. 
REV.12.12	Ñunshin 'atimanën 'apu a Nucën Papa Diosan aín nëtënua chiquíncë 'ain, camina a nëtënu 'icëcama, mitsux cuëënti 'ain. Mitsu usaquin canan cana axa menu 'icëcama 'imainun axa parúnpapanu 'icëcama ësaquin cain: Nucën Papa Diosan aín nëtënua chiquíncë 'aish ca ñunshin 'atimanën 'apu 'aisamairai nishaxa, anun an ñu 'ati nëtë ca 'itsama 'icë quixun 'unani. Nishquian ñu 'acëbëtan camina 'aisamaira masá nuituquin tëmërati 'ain.
REV.12.13	Usaía naínuax banaia 'ën cuacëbëtan ca pianancë ñuina chaira maxë capë́sa an —naínua chiquínxun ca 'ë menu niaxa —quixun 'unánquin, xanu axa bëbu tuá bacë́ncë, a 'atimonuxun nuiaxa. 
REV.12.14	Nuicëxbi ca a xanux Nucën Papa Diosan 'imicëx, tëtëcamë'ëon pëchisa rabë́ 'aish aín pëchi chaira 'iaxa. Anun anu uni 'icëma me, anu a ñuina chaira capë́sa ax cuantima, anu nuánti cupí ca usaquin Nucën Papa Diosan 'imiaxa, anuxun an mëníosabi oquin rabë́ 'imainun achúshi baritia 'imainun mëcën achúshi 'imainun achúshi 'uxën piti 'inánuxun. 
REV.12.15	Ñuina chaira capë́sa an ca a xanua bacan buántanun quixun aín cuëbitan 'unpax chaira, a caxuxun xucaxa. 
REV.12.16	Usocëbë ca me amo rabë́ tuqui baquicëbë, a ñuinacan xucacë 'unpax me 'ucë mëu atsini nëtë́axa. Usai 'iá 'unpax me 'ucë mëu atsíncëbëtan ca a xanu bacan buáncëma 'icën. 
REV.12.17+REV.12.18	Usai 'ia isi ca ñuina chaira capë́sa ax 'aisamairai xuamati xanumi nishaxa. Nishi ca a xanun rëbúnqui raíri, an Nucën Papa Diosan bana quicësabi oquin 'acë 'ianan an Jesucristomi sinánti ëncëma, a unicamabë 'acanani cuanxa.
REV.13.1	Usai 'icëbëtan cana parúnpapa masinu nixun ñuinacan'ëo parúnpapanuax uax 'iruia isan. A ñuinacan'ëo ax ca aín matúxcanëx mëcën rabë́ 'imainun aín matúxcanu 'icë mañutiribi mëcën rabë́ 'iaxa. Usa 'aish ca aín maxcataxribi mëcën achúshi 'imainun rabë́ 'imainun, aín maxcácamanuribi Nucën Papa Dios 'atimaquin ñui quicë bana cuënëocë 'iaxa. 
REV.13.2	A parúnpapanuax uax 'irucë ñuinacan'ëox ca paru 'inúansa 'ianan aín taë xaë́on taësa 'ianan aín cuëbitax 'inúan cuëbísa 'iaxa. A parúnpapanuax uax 'irucë ñuinacan'ëo ca capë́sa ñuinacan aín cushi 'inánan, aín bana cuacësaribi oquin aín bana cuanan unicaman an sinánmicësa oquin 'anun 'imiaxa. 
REV.13.3	'Ën iscëx ca a parúnpapanuax uax 'irucë ñuinacan'ëo aín maxcá achúshi, unin motisama oquin tëacësa 'aíshbi mooxa. Mocëbë ratúquin ca camabi menu 'icë unin —cushiira ca ax 'icë —quixun sinánxa. Usaquin sinánquin ca aín bana cuaxa. 
REV.13.4	Parúnpapanuax uax 'irucë ñuinacan'ëo a, aín cushi 'ináncë cupí, ca capë́sa ñuina chaira a camabi menu 'icë unicaman rabiaxa. Rabianan ca parúnpapanuax uax 'irucë ñuinacan'ëoribi rabi —asaribi ñu ca 'aíma 'icë —quianan ca —axa abë 'acananti ca 'aíma 'icë —quiaxa.
REV.13.5	Usai quicëbëtan ca parúnpapanuax uax 'irucë ñuinacan'ëo, ax a cërúai ami 'atimati bananun Nucën Papa Diosan ëanxa. Usaquin ca cuarenta y dos 'uxë́an unicaman aín bana cuanun ëanxa. 
REV.13.6	Usaquian ëncëxun ca aín cuëbitan Nucën Papa Dios 'imainun anua ax 'icë 'atimaquin ñui bananan, aín nëtënu abë 'icë aín unicamaribi 'atimati banaquin ñuiaxa. 
REV.13.7	Usaquian ëncëxun ca camabi menu 'icë unicama, axa Nucën Papa Diosmi catamëcë, abë 'acananquin ñusmoxa. Ñusmoxun ca camabi menu 'icë unicama, bëtsi bëtsi unibu, bëtsi bëtsi banan banacëcama, aín bana cuanun 'imiaxa. 
REV.13.8	Ënë menu bucucë, ui unicamax cara me uniotabacë 'ain, Carnero 'icësaribitia unin 'ucha cupí bama, aín quiricanu aín anë cuënëoma 'icë, a unicaman ca axa parúnpapanuax uax 'irucë ñuinacan'ëo aín bana cuanan rabiaxa.
REV.13.9	Uicaman cara upí oquin 'unántisa tania an ca aín pabitan ënë bana cuaquin aín nuitunënbi sinánquin cuati 'icën, ësai quicë: 
REV.13.10	Uicaman cara uni itsi sipuanun 'inania, acamaxribi ca sipuacë 'iti 'icën. An uni itsi manë xëtocën 'acë uni, a ca bëtsi unínribi usaribi oquin 'ati 'icën. Usa 'aínbi ca axa Nucën Papa Diosmi catamëcë unicaman uisai cara ñu 'icëbëtanbi Nucën Papa Diosmi sinánti ëntima 'icën.
REV.13.11	Bëtsi ñuinacan'ëoribi cana me mëucüaxa aia isan. Aín matúxca rabëtax ca carneronën matúxcasaribi 'iaxa. Ax ca capë́sa ñuina chaira ax banacësaribi banaxa. 
REV.13.12	A ñuinacan'ëo me mëucüax ucë, aín cushi ca parúnpapanuax uax 'irucë ñuinacan'ëo abë 'aish aín cushisaribi 'iaxa. Usa 'ixun ca camabi menu 'icë unicaman parúnpapanuax uax 'irucë ñuinacan'ëo, axa motisama oquin tëacë 'aíshbi mocë, a rabinun me mëucüaxa ucë ñuinacan'ëon rabimiaxa. 
REV.13.13	Me mëucüaxa ucë ñuinacan'ëo an ca unían iscëma ñu 'anan unin 'acëma ñu 'axa. Usaquin 'anan ca unicaman ismainunbi tsi naínua menu 'ibúmiaxa. 
REV.13.14	Parúnpapanuax uaxa 'irucë ñuinacan'ëon ismainun, usoquin 'anúan Nucën Papa Diosan ëncëxun ca unían iscëma ñu 'anan acëma ñuribi 'aquin, ënë menu 'icë unicama paránxa. Paránan ca a ñuinacan'ëo parúnpapanuax uaxa 'irucë axa manë xëtocën motisama oquin tëacë 'aíshbi mocë, abi tanquin a iscësaribi 'itánun 'anun uni 'amiaxa. 
REV.13.15	'Amitancëxun ca parúnpapanuax uax 'irucë ñuinacan'ëo a tanquin 'acë ñu a banamiaxa. Banamiquin ca uicaman cara a ñu ax isa dios 'icë quixun rabicëma 'icë, acama 'anun quixun uni 'amiaxa. 
