MAT.1.1	BAHWA inilah surat katurunan Isa Almasih, iya itu anak Daud, dan anak Ibrahim.
2CO.11.13	Kŭrna orang orang yang dŭmkian itulah rasul rasul yang dusta, tukang tukang pŭnipu, bŭrubahkan dirinya spŭrti rasul rasul Almasih.
2CO.11.14	Maka iya itu bukannya hieran, kŭrna shietan pun ada mŭngubahkan dirinya spŭrti sa’orang mŭliekat yang suchi.
2CO.11.15	Maka sŭbab itu bukannya suatu pŭrkara bŭsar kalau utus utusannya pun mŭngubahkan dirinya spŭrti utus utusan kabŭnaran, maka kasudahannya itu dibalas kŭlak spŭrti pŭkŭrjaannya juga.
2CO.11.16	Dan aku bŭrkata lagi, Janganlah barang sa’orang pun mŭnyangkakan aku ini bodoh, tŭtapi jikalau disangka bŭgitu, mŭskipun bodoh, trimalah juga aku, supaya aku bulih mŭmŭgahkan diriku sŭdikit.
2CO.11.17	Adapun pŭrkataan yang kukatakan ini bukannya chara Tuhan, mŭlainkan chara orang bodoh dalam kŭmŭgahan yang brani itu.
2CO.11.18	Sŭbab tampaklah bŭbrapa orang yang mŭmŭgahkan dirinya chara manusia, maka aku pun handak mŭmŭgahkan diriku.
2CO.11.19	Kŭrna kamu tŭlah mŭnahani akan hal orang yang bodoh dŭngan suka, sŭbab tampaknya kamulah orang yang pandie.
2CO.11.20	Kŭrna kamu mŭnahani jikalau orang pŭrhambakan kamu, jikalau orang mŭmbinasakan kamu, dan jikalau orang mŭrampas akan kamu, dan jikalau orang mŭngatas ataskan dirinya, dan jikalau orang mŭnampar mukamu pun.
2CO.11.21	Maka aku katakan ini atas pri kahinaan, sa’olah olah kami lŭmah adanya; kŭndatilah dalam hal barang apa orang ada mŭmŭgahkan dirinya, bahwa aku bŭrkata dŭngan bodohku, maka aku pun handak mŭmŭgahkan diriku.
2CO.11.22	Orang Ibranikah marika itu? Aku pun Ibrani. Orang Israilkah marika itu? Aku pun orang Israil. Bŭnih deripada Ibrahimkah marika itu? Aku pun dŭmkian juga.
2CO.11.23	Utus utusan Almasihkah marika itu? Aku bŭrkata chara orang bodoh, bahwa aku ini lebih pula; maka dalam kalŭlahan tŭrlebih pula lagi; dalam kŭna kŭna palu ta’dapat tŭrkira kira, dalam pŭnjara, tŭrlebih kŭrap; derihal mati kŭrap kali.
2CO.11.24	Aku sudah trima deripada orang Yahudi lima kali ampat puloh korang asa sŭsah.
2CO.11.25	Tiga kali aku sudah kŭna palu, skali aku kŭna rŭjam, tiga kali aku sudah pŭchah kapal, sa’hari sa’malam lamanya aku ditŭngah arongan;
2CO.11.26	Kŭrap kali pada pŭrjalanan, dalam bŭbrapa bahya ayer, bŭbrapa bahya pŭnyamun, dalam bŭbrapa bahya orang sa’bangsa dŭngan aku, dalam bŭbrapa bahya orang sŭsat, bŭbrapa bahya dalam nŭgri, bŭbrapa bahya dalam padang bŭlantara, bŭbrapa bahya dalam laut, bŭbrapa bahya diantara saudara saudara yang dusta.
2CO.11.27	Dalam kalŭlahan dan kasusahan, dŭngan bŭrjaga kŭrap kali, lapar dan dahga, puasa kŭrap kali, kŭna dingin dan tŭlanjang.
2CO.11.28	Lain pula deripada pŭrkara yang lahir itu yang datang kapadaku tiap tiap hari, iya itu tanggongan sagala sidang jŭmaah itu.
2CO.11.29	Siapa ta’da lŭmah? maka aku pun lŭmah juga. Siapa yang ta’da shak? maka aku pun mŭnyalah hatiku.
2CO.11.30	Maka jikalau kiranya patut aku mŭmŭgahkan diriku, maka aku handak mŭmŭgahkan akan pŭrkara pŭrkara derihal kŭlŭmahanku.
2CO.11.31	Allah Ayah Tuhan kami Isa Almasih yang bŭrbahgia slama lamanya, ma’lomlah iya, bahwa bukannya aku bŭrdusta.
2CO.11.32	Bahwa dalam nŭgri Damsek, pŭnghulu raja Aretas tŭlah mŭnyuroh mŭngawali pintu nŭgri orang Damsek itu dŭngan sa’pasukan rayat handak ditangkapnya aku.
2CO.11.33	Maka deripada suatu jŭnela aku ini dihulorkan deri tembok didalam suatu bakol, maka tŭrlŭpaslah aku deripada tangannya.
2CO.12.1	BAHWA sŭsungguhnya tiada bŭrpatutan padaku akan mŭmŭgahkan diri, maka aku handak mŭmbri tahu bŭbrapa pŭnglihatan dan kŭnyataan deri Tuhan.
2CO.12.2	Bahwasanya aku mŭngŭnal akan sa’orang orang Masihi ada kira kira ampat blas tahun lalu, ŭntah dalam tubohkah, tiada kutahu, atau diluar tubohkah, tiada kukŭtahui, mŭlainkan Allah yang tahu; maka orang itu tŭlah disambar dibawanya kadalam langit yang katiga.
2CO.12.3	Bahwa aku tŭlah mŭngŭnal akan sa’orang yang dŭmkian itu, ŭntah dalam tubohkah, atau diluar tubohkah, tiada kukŭtahui: mŭlainkan Allah yang tahu.
2CO.12.4	Bagimanakah grangan iya tŭlah tŭrtangkap sampie kadalam Fŭrdus, dan tŭlah mŭnŭngar bŭbrapa pŭrkataan yang tiada dapat tŭrkata katakan, dan tiada pula patut manusia bŭrkata kata.
2CO.12.5	Maka deri hal orang yang dŭmkian itulah aku handak mŭmŭgahkan: tŭtapi deri halku sŭndiri tiada aku mahu mŭmŭgahkan, mŭlainkan dalam hal sagala kalŭmahanku sahja.
2CO.12.6	Kŭrna jikalau aku handak mŭmŭgahkan skalipun, maka bukannya aku bodoh, kŭrna aku handak bŭrkata dŭngan sŭbŭnarnya; tŭtapi aku mŭnahankan diriku, supaya jangan dikirakan ulih barang sa’orang juapun akan daku tŭrlebih deripada barang yang dilihatnya itu, atau barang yang didŭngarnya deri halku.
2CO.12.7	Dan supaya jangan aku mŭngatas atas diriku tŭrlampau ulih kŭrna kalempahan sagala kanyataan itu, maka adalah suatu duri dijadikan dalam dagingku, iya itu suatu utus utusan Shietan akan mŭnyuchuk aku, asal jangan aku mŭngatas ataskan diriku bŭrlebih lebihan.
2CO.12.8	Bahwa ulih sŭbab pŭrkara itulah tiga kali aku tŭlah mŭmohonkan kapada Tuhan, supaya diundorkannya itu deripada aku.
2CO.12.9	Maka Tuhan tŭlah bŭrfŭrman padaku, Adapun anugrahku itu padalah bagiemu; kŭrna gagahku itu tŭlah mŭnjadi sampornalah dalam kalŭmahan itu. Maka sŭbab itu aku tŭrlebih suka akan mŭmŭgahkan dalam sagala kalŭmahanku, supaya kwasa Almasih itu tinggal atasku.
2CO.12.10	Maka sŭbab itu aku bŭrgŭmarlah dalam kalŭmahan, dan dalam kachŭlaan, dalam kasukaran, dalam annyaya, dalam kasŭsakkan sŭbab Almasih: kŭrna apabila aku lŭmahlah, maka tŭtkala itulah aku kuat.
2CO.12.11	Maka aku tŭlah mŭnjadi bodoh sŭbab kamŭgahan; tŭtapi kamu ini tŭlah mŭmaksa aku: kŭrna haruslah aku ini tŭlah dipuji ulih kamu: kŭrna dalam barang suatu juapun tiadalah kakoranganku deripada sagala rasul rasul yang tŭrnama itu, mŭskipun aku ini satupun tidak.
2CO.12.12	Maka sŭsungguhnya sagala tanda rasul tŭlah dijalankan diantara kamu dŭngan bŭbrapa sabar, dŭngan tanda tanda, dan ajaib ajaib, dan pŭrbuatan yang amat kwasa.
2CO.12.13	Kŭrna apakah kakurangannya kamu deripada sidang jŭmaah yang lain lain, hanya aku sa’orang bŭlom mŭndatangkan barang tanggongan atas kamu? maafkanlah kiranya padaku deri sŭbab kasalahan ini.
2CO.12.14	Maka sŭsungguhnya pada katiga kalinya aku adalah sŭdia handak datang mŭndapatkan kamu; tŭtapi tiada aku handak mŭndatangkan barang tanggongan atas kamu: kŭrna bukannya aku mŭnchari milik kamu, hanya diri kamu: kŭrna tiada harus anak anak mŭnghimponkan barang barang bagie ibu bapanya, mŭlainkan ibu bapa juga yang harus bŭrbuat dŭmkian bagie anak anak itu.
2CO.12.15	Maka dŭngan kŭrelaan hati aku handak blanja dan mŭmblanjakan diriku kŭrna kamu; maka jikalau korang kasih kamu akan daku skali pun, mŭlainkan kasihku akan kamu lempahlah juga.
2CO.12.16	Tŭtapi biarlah bŭgitu, maka aku ini tiada mŭndatangkan tanggongan ka’atas kamu: kandatilah sŭbab chŭrdek, maka aku mŭnangkap kamu dŭngan tipu daya.
2CO.12.17	Adakah aku mŭnchari laba deripada kamu tŭrsŭbab ulih barang sa’orang yang kusurohkan kapada kamu?
2CO.12.18	Maka aku pŭsan Titus, dan tŭlah kusurohkan sa’orang saudara pŭrgi bŭrsama sama dŭngan dia. Adakah Titus mŭnchari laba deripada kamu? maka bukankah kami tŭlah mŭlakukan diri kami mŭnurot sama Roh juga? dan bukankah kami mŭnurot sama kŭsan kaki juga?
2CO.12.19	Dan lagi kamu sangkakankah bahwa kami ini bŭrdalih dalih kapada kamu? maka kami bŭrkata dihadapan Allah dŭngan bŭrkat Almasih: bahwa skalian pŭrkara itu kami pŭrbuat akan mŭnjadi kŭbajikan bagie kamu juga, hie kŭkasihku.
2CO.12.20	Kŭrna aku takot, apabila aku datang kŭlak kapadamu, bahwa aku tiada akan mŭndapat kamu yang spŭrti kahandakku, dan aku pun kŭlak kamu tiada dapat yang spŭrti kahandakmu: asal jangan jadi pŭrbantahan, dan kadŭngkian, dan kamarahan, dan pŭrkalahian, dan umpat, dan bisik bisik, dan hati bŭsar, dan huru hara.
2CO.12.21	Lamun, jangan kŭlak apabila aku datang, Allahku mŭrŭndahkan aku diantara kamu, dan aku mŭngŭrang ulih kŭrna bŭbrapa orang yang tŭlah bŭrdosa dahulu, dan yang bŭlom bŭrtaubat deripada kachŭmarannya, dan zinah, dan pŭrchabulan yang tŭlah dipŭrbuatnya.
2CO.13.1	MAKA pada katiga kalinya aku handak datang kapada kamu, bahwa dŭngan saksi pŭrkataan mulot dua tiga orang, tiap tiap pŭrkataan akan ditŭtapkan.
2CO.13.2	Maka dahulu pun aku sudah bŭrkata, maka skarang pun aku katakan itu spŭrti ada aku halir pada kadua kalinya, dan sŭdang aku ta’da dihadapanmu skarang, aku kirim surat itu kapada sagala orang dahulu yang tŭlah bŭrdosa, dan kapada sagala orang lain lain pun, supaya jikalau aku datang kŭmbali kŭlak, maka tiada aku lŭpaskan marika itu.
2CO.13.3	Maka sŭbab kamu mŭnuntut saksi Almasih yang ada bŭrkata kata dalamku, yang tiada lŭmah kapada kamu, mŭlainkan bŭrkwasa juga iya diantara kamu.
2CO.13.4	Kŭrna mŭskipun iya tŭlah disalibkan dŭngan lŭmah, akan tŭtapi iya ada hidop juga dŭngan kwasa Allah, kŭrna kami inipun ada juga lŭmah dalamnya, tŭtapi kami ini kŭlak akan hidop juga bŭrsama sama dŭngan dia ulih kwasa Allah sŭbab kamu.
2CO.13.5	Maka pŭreksalah akan dirimu sŭndiri, kalau kalau adakah kamu dalam iman? maka ujikanlah dirimu sŭndiri, tiadakah kamu mŭngŭnal dirimu sŭndiri, bŭtapa Isa Almasih ada dalam kamu, kŭchualinya kamu jadi orang orang tŭrbuang?
2CO.13.6	Kŭrna pada harapku, bahwa kamu kŭlak akan mŭngarti, adapun kami ini bukannya orang orang yang tŭrbuang.
2CO.13.7	Maka skarang kupohonkan kapada Allah, supaya jangan kiranya kamu bŭrbuat kŭsalahan, tapi bukannya supaya kami ini tampaklah dipŭrkŭnankan, mŭlainkan supaya kamu bŭrbuat pŭrkara yang tulos, jikalau kami ada sa’olah olah orang yang tŭrbuang skalipun.
2CO.13.8	Kŭrna tiada dapat kami bŭrbuat barang sŭsuatu mŭlawan bŭnar, mŭlainkan ulih sŭbab bŭnar.
2CO.13.9	Kŭrna sukachitalah kami apabila kami lŭmah, tapi kamu kuat: dan lagipun kami mŭnghandaki ini, iya itu kasampornaan kamu pun.
2CO.13.10	Maka sŭbab itulah aku mŭnyurat sagala pŭrkara ini kutika tiada aku halir, asal jangan kŭlak apabila aku halir kupŭrlakukan dŭngan kakrasan, spŭrti kwasa yang tŭlah dikurniakan ulih Tuhan padaku, iya itu akan mŭmbaiki, tapi bukan akan mŭmbinasakan.
2CO.13.11	Pada akhirnya, hie saudara saudara, slamatlah atas kamu. Jadilah samporna, bŭrhiburlah yang baik, jadilah satu hati, dan dudoklah dŭngan sŭjahtra; maka Allah pohon pŭnghasihan, dan sŭjahtra itu akau bŭsŭrta dŭngan kamu.
2CO.13.12	Brilah sŭlam sa’orang kapada sa’orang dŭngan chium yang suchi.
2CO.13.13	Sagala orang yang suchi ampunya sŭlam kapada kamu.
2CO.13.14	Maka anugrah Tuhan Isa Almasih, dan pŭngasihan Allah, dan pŭrskutuan Roh Alkudus, adalah kiranya sŭrta dŭngan kamu skalian. Amin.
2CO.13.14	¶ Surat yang kadua kapada orang Korinthus, tŭrmaktob dinŭgri Filipi, iya itu sa’buah nŭgri dalam jajahan Makadonia, deripada Titus dan Lukas.
GAL.1.1	BAHWA Paulus sa’orang rasul, bukannya surohan deripada manusia, dan bukannya pula ulih manusia, mŭlainkan Isa Almasih, dan Allah iya itu Ayah, yang tŭlah mŭmbangkitkan Isa deripada matinya.
GAL.1.2	Sŭrta dŭngan saudara saudara skalian yang ada bŭrsama sama dŭngan aku, iya itu datang kapada sagala sidang jŭmaah yang diGalatia.
GAL.1.3	Adalah kiranya anugrah pada kamu, dan slamat deripada Allah iya itu Ayah, dan deripada Tuhan kami Isa Almasih.
GAL.1.4	Yang tŭlah mŭnyŭrahkan dirinya kŭrna sagala dosa kami, supaya iya mŭlŭpaskan kami deripada dunia yang jahat pada masa ini, spŭrti kahandak Allah iya itu Ayah kami.
GAL.1.5	Maka bagienyalah juga kamulian pada slama lamanya. Amin.
GAL.1.6	Maka hieranlah aku bahwa kamu bŭgitu sŭgra tŭlah bŭrpaling deripada Tuhan yang tŭlah mŭnjŭmpot kamu dalam bŭrkat anugrah Almasih itu kapada Injil yang lain.
GAL.1.7	Iya itu bukannya yang lain Injil; mŭlainkan ada barang barang orang yang mŭngachaukan kamu, dan handak mŭrosakkan Injil Almasih.
GAL.1.8	Tŭtapi jikalau kami, atau barang sa’orang mŭliekat deri langit skalipun mŭngajar Injil yang lain kapada kamu deripada yang tŭlah kami mŭngajar, biarlah iya kŭna la’nat.
GAL.1.9	Maka spŭrti kami tŭlah bŭrkata dahulu, maka skarang pun aku bŭrkata pula, jikalau barang sa’orang mŭngajarkan kamu barang Injil yang lain deripada Injil yang tŭlah kamu trima itu, biarlah iya kŭna la’nat.
GAL.1.10	Maka adakah aku skarang mŭngajak manusiakah, atau Allah? atau aku mŭnchari jalan mŭnyukakan manusiakah? kŭrna jikalau aku ada mŭnyukakan manusia itu, nŭschaya bukanlah aku hamba Almasih.
GAL.1.11	Tŭtapi hie saudara saudara, aku mŭnyatakan kapada kamu, adapun Injil yang tŭlah kuajarkan pada kamu itu, bahwa iya itu bukannya pŭngajaran manusia adanya.
GAL.1.12	Kŭrna bukannya aku mŭndapat itu deripada manusia, dan bukannya pula aku bŭlajar itu, mŭlainkan ulih pŭrtunjokkan Isa Almasih adanya.
GAL.1.13	Kŭrna kamu tŭlah mŭnŭngar akan prihal klakuanku yang dahulu kala tŭtkala dalam agama Yahudi, bŭtapa lampaulah sudah aku mŭnganyayai sidang jŭmaah Allah, dan mŭmbinasakan dia.
GAL.1.14	Adapun aku tŭlah bŭruntonglah dalam agama Yahudi itu tŭrlebih deripada sagala orang yang sŭbaya dŭngan aku dalam bangsaku, ulih sŭbab tŭrlampau rajin hatiku derihal hadis hadis nenek moyangku.
GAL.1.15	Tŭtapi apabila dipŭrkŭnankan Allah, yang tŭlah mŭmileh aku deripada rahim ibuku, sŭrta mŭngajak aku dŭngan anugrahnya,
GAL.1.16	Akan mŭnyatakan Anaknya kapadaku, supaya aku mŭngajarkan deri halnya diantara orang sŭsat; maka dŭngan sŭgranya tiadalah aku bŭrmufakat dŭngan manusia.
GAL.1.17	Dan tiada pula aku bŭrbalik kaJerusalem kapada marika itu yang tŭlah mŭnjadi rasul rasul tŭrdahulu deripada aku, mŭlainkan pŭrgilah aku katanah Arab, dan kŭmbalilah pula kanŭgri Damsek.
GAL.1.18	Sŭtlah kumdian deripada tiga tahun lamanya, pulanglah aku kanŭgri Jerusalem sŭbab handak bŭrtŭmu dŭngan Petros, maka aku pun tinggallah bŭrsama sama dŭngan dia limablas hari lamanya.
GAL.1.19	Akan tŭtapi sa’orang rasul rasul yang lain pun tiadalah aku bŭrtŭmu, hanyalah Yakob saudara Tuhan.
GAL.1.20	Adapun pŭrkara pŭrkara yang aku suratkan kapada kamu ini, bahwa sŭsungguhnya dihadapan Allah, bukannya aku bohong.
GAL.1.21	Hata sŭtlah itu, maka datanglah aku kapada jajahan nŭgri Syria dan Silicia.
GAL.1.22	Maka tiadalah dikŭnal ulih sagala sidang jŭmaah akan mukaku ditanah Yahuda, yang dalam agama Almasih itu.
GAL.1.23	Mŭlainkan marika itu mŭnŭngar khabar sahja, adapun orang yang mŭngannyayakan kami dahulu, maka skarang pula iya mŭmashorkan iman itu yang dahulu kala tŭlah dirosakannya.
GAL.1.24	Maka marika itu skalian pun tŭlah mŭmuliakan Allah ulih sŭbab aku.
GAL.2.1	ADAPUN sŭtlah ampatblas tahun kumdian naiklah pula aku kaJerusalem sŭrta dŭngan Barnabas, sambil kubawa pula Titus bŭrsama sama.
GAL.2.2	Adapun aku pŭrgi itu dŭngan pŭrtunjokkan Allah, lalu aku mŭnchŭrtrakan kapada marika itu akan Injil yang tŭlah kuajarkan diantara orang orang sŭsat, akan tŭtapi dŭngan diam diam kapada orang orang yang tŭrbilang, asal jangan kŭlak aku bŭrusaha, atau tŭlah bŭrusaha dŭngan sia sia.
GAL.2.3	Baik Titus, yang tŭlah bŭrsama sama dŭngan aku, sungguh pun sa’orang Grika, tiada digagahi suroh bŭrsunat.
GAL.2.4	Maka iya itu sŭbab saudara saudara lanchong yang mŭnyamarkan dŭngan bŭrsŭmbunyi, handak mŭngintie kabibasan kami, yang tŭlah kami bŭrulih deripada Isa Almasih, supaya dapat diajaknya kami kadalam ikatan taurat.
GAL.2.5	Maka tiada kami tundok kapada marika itu, sa’jam pun tidak; supaya kabŭnaran Injil itu tŭtap dŭngan kamu.
GAL.2.6	Tŭtapi deri hal orang orang yang tampaknya tŭrbilang, barang apa pun baik halnya, tiada apa kapada aku: bahwa Allah tiada mŭngindahkan muka barang sa’orang manusia: kŭrna orang orang yang tampaknya tŭrbilang dalam fakatan itu tiadalah mŭnambah suatu jua pun padaku.
GAL.2.7	Mŭlainkan apabila dilihatnya, bahwa jawatan mŭngajar Injil kapada orang yang tiada bŭrsunat itu, disŭrahkan kapadaku, spŭrti jawatan mŭngajar Injil kapada orang yang bŭrsunat itu tŭlah disŭrahkan kapada Petros.
GAL.2.8	Kŭrna Tuhan yang tŭlah mŭlakukan dŭngan tŭntunya dalam hati Petros atas jawatan rasul kapada orang yang bŭrsunat, maka dŭmkianlah juga Tuhan tŭlah mŭlakukan dŭngan sangat kwasa dalam hatiku pun kapada orang sŭsat.
GAL.2.9	Maka apabila Yakob, dan Kephas, dan Yahya, yang tampak spŭrti sukong sukong, tŭlah mŭndapat kanyataan anugrah itu, yang tŭlah dikurniakan pada aku, maka marika itu mŭnjabatkan aku dan Bernabas dŭngan tangan kanan pŭrsukutuan, supaya kami pŭrgi mŭngajar akan orang orang sŭsat, dan marika itu pun pŭrgi mŭngajar orang orang yang bŭrsunat.
GAL.2.10	Mŭlainkan dipintanya supaya kami ingat akan orang orang miskin; maka dŭmkianlah juga niatku handak bŭrbuat.
GAL.2.11	Maka tŭtkala Petros tŭlah sampielah kanŭgri Antiok, maka aku katalah bŭrtalaran dŭngan dia, sŭbab iya patut disalahkan.
GAL.2.12	Kŭrna dahulu deripada sianu sianu itu datang deripada Yakob, maka Petros tŭlah makan dŭngan orang orang sŭsat, tŭtapi apabila datanglah marika itu, maka undorlah iya sŭrta mŭnchŭriekan dirinya, sŭbab takotnya akan orang orang yang bŭrsunat itu.
GAL.2.13	Dan lagi orang Yahudi lain lain pun tŭrsipu sipulah dŭngan dia, sampielah Bernabas pun dibawalah ulih kasipu sipuannya.
GAL.2.14	Tŭtapi dŭmi kulihat pŭrjalanan marika itu tiada dŭngan bŭtulnya, spŭrti kabŭnaran Injil, maka kataku kapada Petros dihadapan marika itu skalian, Maka jikalau kiranya angkau ini sa’orang Yahudi, dudok chara orang sŭsat, dan bukannya chara orang Yahudi, mŭngapa angkau mŭngagahi orang sŭsat supaya dudok chara orang Yahudi.
GAL.2.15	Adapun kami yang bŭrasal orang Yahudi, dan bukannya orang bŭrdosa deripada bangsa sŭsat,
GAL.2.16	Kami mŭngatahui bahwa sa’orang manusia itu tiada dibŭnarkan ulih amal tauret, mŭlainkan ulih bŭrimankan Isa Almasih, sungguh pun kami tŭlah pŭrchaya akan Isa Almasih, supaya kami dibŭnarkan ulih iman Almasih, dan bukannya kŭrna amal tauret: kŭrna ulih amal tauret itu sa’orang manusia tiada dibŭnarkan.
GAL.2.17	Tŭtapi jikalau kami slagi handak dibŭnarkan ulih Almasih, maka kami pun akan didapati orang bŭrdosa, adakah Almasih itu pŭnghulu dosa? dijauhkan Allah.
GAL.2.18	Kŭrna jikalau aku mŭmbangunkan pula barang yang tŭlah kurombakkan itu, nŭschaya aku jadikan diriku sa’orang yang bŭrsalah.
GAL.2.19	Kŭrna dŭngan tulongan tauret aku tŭlah mŭmatikan diriku derihal tauret, supaya aku hidop kŭrna Allah
GAL.2.20	Maka aku sudah disalibkan sŭrta dŭngan Almasih: kandatilah aku hidop juga; tapi bukannya aku, mŭlainkan Almasihlah yang ada hidop dalam diriku: adapun kahidopan yang skarang aku ada hidop dalam diri, bahwa aku hidop ulih bŭriman akan Anak Allah, yang tŭlah mŭngasihi aku, dan tŭlah mŭnyŭrahkan dirinya sŭbab aku.
GAL.2.21	Maka tiadalah aku mŭngsia siakan anugrah Allah itu; kŭrna jikalau kiranya kabŭnaran itu deri tauret datangnya, nŭschaya Almasih itu tŭlah mati dŭngan sia sialah.
GAL.3.1	HIE orang Galatia yang bodoh, siapakah yang tŭlah mŭngŭnakan ubatan pada kamu, supaya kamu jangan mŭnurot bŭnar lagi? Kŭrna dimata mata kamu juga Isa Almasih itu dŭngan nyatanya tŭlah digambarkan sudah tŭrsalib diantara kamu.
GAL.3.2	Maka inilah sahja aku handak mŭngatahui deripada kamu, Maka adakah kamu tŭlah mŭnŭrima Roh itu ulih amal tauretkah, atau ulih pŭnŭngaran imankah?
GAL.3.3	Bŭgitukah bodohmu skali? tŭlah sudah mulie dŭngan Roh, maka skarang kamu disampornakan ulih nafsukah?
GAL.3.4	Maka adakah kamu tŭlah mŭrasai sangsara sŭbanyak itu dŭngan sia siakah? jika sia sia skali pun adanya,
GAL.3.5	Maka Allah yang tŭlah mŭngurniakan Roh kapada kamu itu, dan mŭngadakan bŭbrapa mujizat diantara kamu, adakah dipŭrbuatnya itu dŭngan amal tauretkah, atau dŭngan pŭnŭngaran imankah?
GAL.3.6	Maka sungguh pun spŭrti Ibrahim sudah pŭrchaya akan Allah, maka sŭbab itulah iya tŭlah dibilangkan bŭnar.
GAL.3.7	Maka sŭbab itu kŭtahuilah ulih kamu, adapun sagala orang yang bŭriman itu, maka marika itu pun anak Ibrahim adanya.
GAL.3.8	Kŭrna sŭbab ditilik ulih kitab dahulu, bahwa Allah kŭlak akan mŭmbŭnarkan orang orang sŭsat itu deri sŭbab iman; maka tŭlah dibri tahu dahulu Injil itu kapada Ibrahim, katanya, Maka deripada angkaulah kŭlak sagala bangsa manusia akan bŭrulih slamat.
GAL.3.9	Sŭbab dŭmkian itu, maka orang yang bŭriman itu pun bŭrulih bŭrkat bŭsŭrta dŭngan Ibrahim yang bŭrsŭtia itu.
GAL.3.10	Kŭrna sŭbanyak orang yang ada deripada amal tauret itu, maka iya itu dibawah kutok adanya; kŭrna tŭlah tŭrsurat, Maka kutoklah kiranya sagala orang yang tiada tŭtap bŭrbuat akan sagala sŭsuatu yang ada tŭrsŭbut dalam kitab tauret.
GAL.3.11	Maka tŭntulah sudah sa’orang pun tiada dibŭnarkan ulih tauret dihadapan Allah, kŭrna orang yang bŭnar itu akan slamat sŭbab iman.
GAL.3.12	Adapun tauret itu bukannya pohon iman, mŭlainkan manusia yang mŭlakukan sagala pŭrkaranya itu akan slamat dalam dia.
GAL.3.13	Maka Almasih tŭlah mŭnŭbos kami deripada kutok tauret itu, sŭbab iya tŭlah kŭna kutok sŭbab kami; kŭrna tŭlah tŭrsurat, Kutoklah kiranya barang siapa yang tŭrgantong kapada kayu;
GAL.3.14	Supaya slamat Ibrahim itu bulih sampie kapada sagala orang orang sŭsat itu dŭngan bŭrkat Isa Almasih, dan supaya kami pun bulih mŭnŭrima pŭrjanjian Roh itu ulih sŭbab iman.
GAL.3.15	Hie saudara saudaraku, bahwa aku bŭrkata ini chara adat manusia; mŭskipun kalau wasihat sa’orang manusia, tapi jikalau sudah ditŭntukan skali pun, maka sa’orang pun tiada dapat mŭnidakkan itu, atau mŭnambahi barang suatu padanya.
GAL.3.16	Adapun sagala pŭrjanjian itu tŭlah dipŭrbuat kapada Ibrahim, dan pada bŭnihnya; maka bukannya Allah bŭrkata kapada bŭnih bŭnihnya itu derihal banyak orang, mŭlainkan derihal sa’orang juga, katanya, Dan pada bŭnihmu, iya itu Almasih.
GAL.3.17	Maka aku bŭrkata ini, adapun pŭrjanjian yang tŭlah ditŭntukan Allah dahulu akan hal Almasih itu ta’bulih ditidakkan ulih tauret, iya itu yang jadi ampat ratus tiga puloh tahun kumdian, supaya jangan pŭrjanjian itu digunakan.
GAL.3.18	Kŭrna jikalau kiranya pusaka itu jadi deripada tauret, maka iya itu bukannya lagi deripada pŭrjanjian; akan tŭtapi tŭlah dikurniakan Allah pusaka itu kapada Ibrahim dŭngan pŭrjanjian.
GAL.3.19	Maka kalau bŭgitu, apatah gunanya tauret itu? Adapun iya itu ditambahi ulih sŭbab kŭsalahan, sahingga datang bŭnih itu, maka kapadanyalah pŭrjanjian itu tŭlah dikurniakan; maka iya itu tŭlah ditŭntukan ulih mŭliekat mŭliekat dŭngan tangan sa’orang pŭngantara.
GAL.3.20	Adapun pŭngantara itu bukannya iya pada sŭblah sa’orang sahja, tŭtapi Allah itu asa juga adanya.
GAL.3.21	Kalau bŭgitu, adakah hukum tauret itu mŭlawan pŭrjanjian Allah itu? Dijahukan Allah: kŭrna jikalau kiranya tauret yang tŭlah dikurniakan itu mŭndatangkan slamat, sŭsungguhnyalah kabŭnaran itu patut jadi deripada tauretlah.
GAL.3.22	Tŭtapi kitab Allah itu tŭlah mŭnŭntukan sagala manusia dalam dosa, supaya pŭrjanjian itu ulih sŭbab bŭrimankan Isa Almasih itu dapat dikurniakan kapada sagala orang yang bŭriman.
GAL.3.23	Tŭtapi sŭbŭlom datang iman itu, maka kami skalian tŭlah dibawah hukum tauret tŭrkurong kapada iman yang akan patut dinyatakan kŭlak.
GAL.3.24	Maka sŭbab itulah tauret itu mŭnjadi guru yang mŭmbawa kapada Almasih, supaya kami ini dibŭnarkan ulih iman.
GAL.3.25	Tŭtapi sŭtlah sudah datang iman itu, maka kami ini tiada dibawah prentah guru lagi.
GAL.3.26	Kŭrna kamu skalian anak anak Allah, ulih sŭbab bŭrimankan Isa Almasih.
GAL.3.27	Kŭrna sŭbrapa kamu yang tŭlah dibaptisakan kapada Almasih tŭlah mŭmakie akan Almasih.
GAL.3.28	Iya itu baik Yahudi baik Grika, baik abdi, atau mŭrdehka, baik laki laki, atau pŭrampuan, kŭrna kamu skalian ini satu adanya kapada Isa Almasih.
GAL.3.29	Dan jikalau kamu milik Almasih, maka kamulah juga bŭnih Ibrahim, dan warith warith mŭnurot pŭrjanjian itu.
GAL.4.1	SKARANG maka kataku, adapun warith itu slagi iya kanak kanak, maka tiadalah iya bŭrbetha skalipun dŭngan hamba, jikalau iya mŭnjadi tuan atas sagala sŭsuatu skalipun.
