MAT.1.1	Tone nüri bama pünanaquiti Jesucristo tücañe, bama ipiarientetorrti David y arrti Abraham.
JUD.1.15	Cuati acurrtati aübu namanaiña, y acheti carrticurrü ümo bama isamutema nomünantü, y itobo nanaiña arrüna churriampü ñanitacarrüma ümoti Tuparrü, y itobo arrüna chümacoconaunrrüpüma ümoti”. 
JUD.1.16	Arrübama mañoñünca yuratoquiorrüma y tarucu nuncurrüma ümoti quiatarrü. Bapacheroma ito niquiubuma causane nauqui aye uimia nirrantümoma. Isamutema isiu nirrancarrüma ñome ba chomirriampü. Tarucu nivianucurrüma. Coñorrtai ñanitacarrüma ümo maquiataca, abu iyo arrüna urria ümoma.
JUD.1.17	Pero arraño masaruquitaiqui, bama cuasürü iñemo, apaquionsaño iyo nurarrüma bama apostolerrü tücañe, bama tacümanauncunu uiti Señor Jesucristo. 
JUD.1.18	Arrüma nantarrtai urapoimia ausucarü arrüna sane: “Au cantio naneneca, arrtü tüsaimia ñapacümuncuturrti Tuparrü, cuamatü bama mañoñünca aübu tarucu nuncurrüma aume. Arrüma bavivicoma isiu nirrancarrüma ñome ba chomirriampü”. 
JUD.1.19	Tonema bama uiche chichepepü ñapensacarrüma bama icocoromati Jesús. Bavivicoma isiu nirrancarrüma icuqui nantai cürrü. Chümacoconaunrrüpüma ümoti Espíritu Santo.
JUD.1.20	Tapü arraño, bama masaruquitaiqui, tapü apiñocota arrüna champü tacanache manunecatarrü icütüpüti Jesucristo. Apayura aumeampatoe, nauqui manrrü aye aboi tacana nacarrti. Apean nantarrtai ui yayuracarrti Espíritu Santo. 
JUD.1.21	Apiña nurria tapü tacürusu napaquionco iyo arrüna naucua ümoti Tuparrü. Aparrüpera cümenuti Señor Jesucristo, arrtü cuatati acheti ausüboriquibo arrüna chütacürusupü. Itorrimiatati, itopiqui pucürusuti nurria autacu. 
JUD.1.22	Apayura ümo bama chipiacapü nurria aicocoromati Jesús, nauqui aye uimia. Aupucüru itacuma. 
JUD.1.23	Apitaesümunusama ñünana carrticurrü tacanarrtü uiquiaübuta eanaqui pese arrüna cuasürü oemo. Tapü arrümanuma maquiataca, bama bavivicoma isiu nirrancarrüma ñome ba chomirriampü, tari taquisürüma aume, pero amasasai nurria, tapü apisamute nomünantü tacana arrüma. Apacuira autacuapatoe.
JUD.1.24	Arrti Bae Tuparrü tarucu nicusüurrti. Puerurrti acuirati autacu, nauqui tapü ameca tato eana nomünantü. Uiti iyobo ñana aboi esati au manu champü tacanache nanentacarrti au napese aübu tarucu naupucünucu, y champü isane nomünantü aboi. 
JUD.1.25	Cunauntañati Tuparrti. Uiti utaesübuca eanaqui nomünantü, itopiqui icüpurutiti Señor Jesucristo. Esati te ane ñemanauncurratoe nanentacarrü. Champü tacanache nüriacarrti y nicusüurrti auqui ñemonco y ümo para siemprerrü. Amén.
REV.1.1	Toneño nurarrti Tuparrü, arrüba botorrio ümoti Jesucristo, nauqui atocoti uraboiti isucarü bama icocoromati, na atusi ümoma arrüna conto pasabobo. Arrti Jesucristo bacüpuruti ümoti taman ángel, nauqui uraboiti isucarüñü Juan. 
REV.1.2	Arrüñü Juan caüma iconomota nurarrti Tuparrü ichepe nurarrti Jesús y nanaiña arrüna yarrtai y ñoncoi.
REV.1.3	Urria nacarrüma bama leheboma arrüna nicororrü. Urria ito naca bama oncoimia y arrübama icocotama, itopiqui tüsaimia manu tiemporrü auche ñana cumplibo.
REV.1.4	Arrüñü Juan, nirraquionco tanu ümo bama icocoromati Jesús au manio siete puebluca au manu cürrü nürirri Asia. Taiquiana urria nabaca uiti Tuparrü y ui bama siete Espíritu aboma esati Tuparrü y uiti Jesucristo. Tari icunusüancanama año. Arrti Tuparrü anancatiatai tücañe, anatiquito caüma y anatiqui ñana. 
REV.1.5	Arrti Jesucristo urapoiti nurria usucarü nanaiña arrüba ñemanauntu. Cusürüboti asüboriti tato uturuqui macoiñoca, ümo chanantopü aconti tato. Arrti ane manrrü nüriacarrti pünanaqui bama mayüriabuca icu na cürrü. Uiñanaunati, itopiqui ucuasürüca ümoti. Coiñoti otopiqui apü curusürrü. 
REV.1.6	Tonenti naqui uiche aiyoberabarati oñü nauqui üriaburuti oemo. Isamunuti oñü sacerdoterrü ümoti Yaütoti, nitüsüru nupucünuncu y numanauncu ümoti. Amén.
REV.1.7	Amasasatü, arrti Jesucristo cuati ñana omeana cüsaüboca isucarü namanaiña macrirrtianuca icu na cürrü. Hasta arrübama itabairomati tücañe asaramatito ñana. Aüboqui ñana macrirrtianuca auqui nanaiña nacioneca tosibicoma, areoroma ui nirrucurrüma, arrtü tücuati tato. Sane te, amén.
REV.1.8	—Arrüñü anancañü auqui ñemonco —nanti Tuparrü —y arrtü omensoro nanaiña arrüba omirriante, pero arrüñü chiñensocapü.
REV.1.8	Anancañüatai tücañe, yacaiquito caüma, yacaiquito ñana. Arrüñü champü tacanache nisüriaca.
REV.1.9	Arrüñü Juan, isaruqui año y autaquisürüsapa icu na cürrü auqui naca nüriacarrti Jesús oemo. Ñasamuca tairri, tacane ito arraño, ui nubarrüperaca cümenuti Jesús. Tütane nüriacarrti oemo. Arrüñü yaca au preso au manu cürrü cümuinta turrü, nürirri Patmos, itopiqui anancañü surapoi nurarrti Tuparrü, arrüna tütusio nurria oemo caüma uiti Jesucristo. 
REV.1.10	Sane pasabo iñemo: Taman nanenese tominco yasacatü auqui quiatarrü niyasata uiti Espíritu Santo. Ñoncoi auna sane chacuñü arrone nurria manitacarrü tacanapae arrone puuru tapacürrü. 
REV.1.11	Nantü iñemo sane:
REV.1.11	—Arrüñü anancañü auqui ñemonco, arrüñü ito yacaiqui ñana arrtü nanaiña omensoro. Aiconomo icu taman librurrü arrüna arrtai caüma. Aicüpu manu nicororrü ümo bama icocoromañü au manio siete puebluca nobürirri Efeso, Esmirna, Pérgamo, Tiatira, Sardis, Filadelfia, Laodicea, taha au manu cürrü nürirri Asia.
REV.1.12	Auqui yasücübüca tato, na yasaratü ümoti maniqui manitana iñemo. Yasacatü caüma auqui quiatarrü niyasata ñome manio siete cantreruca oro. 
REV.1.13	Cümuinta manio siete cantreruca yasacatü ümoti taman ñoñünrrü, isiapae nacarrti naqui Aütorrti Tuparrü. Naibirrti abaesa, iñatai chepe nipoperrti. Poñoeno nitusirrti ui oro. 
REV.1.14	Purusubi nitanurrti tacanapae naborrü. Arrüba nirrtorrti tacanapae omo pese. 
REV.1.15	Bucuara oboi nipoperrti tacana arrone bien tacuquio oro. Nurarrti cüpurabo tacana arrone nosücü chama turrü. 
REV.1.16	Au nepanauncu neherrti abe siete nostoñeca. Ahiquiti tusio taman cüsese ñaupaña nurria, torrücaü nohorrü. Nisurrti cuara tacana nicuaca surrü, arrtü urria napese.
REV.1.17	Numo yasacatü ümoti, ichaübüca esati tacanarrtü isonca. Pero arrti iñatati nepanauncu neherrti ñonüñü, nanti iñemo:
REV.1.17	—Tapü airruca, arrüñü anancañü auqui ñemonco. Ane nisüriaca. Arrtü omensoro nanaiña arrüba abe, pero arrüñü chüpuerurrüpü ñenso, yacaiqui. 
REV.1.18	Arrüñü isüboriquia. Isonca tücañe, pero caüma isüboriquia tato. Champü nitacüru nisüboriqui. Arrüñü ane nisüriaca ümo concorrü y ümo nicü bama coiño. 
REV.1.19	Aiconomo arrüna arrtai y arrüna pasabo caüma y arrüna cuatiqui ñana. 
REV.1.20	Suraboira caüma asucarücü isane ümoche arrümanio siete nostoñeca abe au nepanauncu niñe, y manio siete cantreruca oro. Arrümanio siete nostoñeca, ta tonema manuma siete mañoñünca bacuirarama itacu bama icocoromañü au manio siete puebluca. Arrümanio siete cantreruca, ta tonema bama icocoromañü acamanu.
REV.2.1	‛Aconomo ümoti maniqui bacuirara itacu manuma icocoromañü au manu pueblurrü Efeso, ucanü sane ümoti: “Sane nurarrti aume maniqui abe siete nostoñeca mecuti, y amencoti omeana manio siete cantreruca oro: 
REV.2.2	Tusio iñemo arrüna napisamute y arrüna tairri napatrabacaca. Apasamuca tairri ümo. Chapasuquiucapüma bama churriampü nisüboriquirrima acamanu abarrüpecu. Apisuputacama bama namatü apostolerrüma, abu ñapanturrüma. Tabüco aboi arrümanu ñapanturrrüma. 
REV.2.3	Tusio ito iñemo tarucapae nautaquisürücü ichopiquiñü, pero ta apasamuca tairri, y tacane chubatapü aume. 
REV.2.4	Pero ane na taman churriampü iñemo aboi: Chauqui chisuasürücaiquipü nurria aume tacana tücañe numo aübo apicocoroñü. 
REV.2.5	Apaquionsaño nurria causane nausüboriqui tücañe. Apiña tatito isiu tacana tücañe. Arrtü chapiñorroncocañopü, isecatü aume na iquiaübu naubesa cantrerurrü omeanaqui manio siete, y amamenca tato eana nomünantü. 
REV.2.6	Pero ta, ane ito arrüna urria iñemo aboi: Arraño churriampito aume arrüna nisamutema manuma nicolaitarrü, arrümanuma süroma isiu ñapanturrti maniqui ñanunecarrü, nürirrti Nicolás. Arrüñü ito churriampü iñemo arrüna nisamutema.
REV.2.7	‛Arrti naqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü. Arrübama macanana ümoti maniqui macocono yasapacama nüta manu suese bachebo süboriquirri, arrüna ane au Paraíso, auna cauta nacarrti Tuparrü”.
REV.2.8	‛Aconomo ito ümoti maniqui bacuirara itacu manuma icocoromañü au manu pueblurrü nürirri Esmirna. Urasoi sane: “Arrti Jesucristo nanti aume: Arrüñü anancañü auqui maübo. Yacaiquito ñana arrtü tanaiña champüqui. Arrüñü isonca tücañe, pero isüboriquia tato. Sucanañü ito aume: 
REV.2.9	Tusio iñemo arrüna nautaquisürücü auqui niyaca, y arrüna naupoberequi auna icu na cürrü, pero ta rricurrü año au napese. Tusio ito iñemo arrüna ñanitacarrüma aume bama namatü israelitarrüma, y tacane iñanaunumati Tuparrü, abu chüsanempü. Arrüma icocotama nurarrti choborese. 
REV.2.10	Cuantionqui taquisürücüca aume, pero tapü aupirruca ñomünana. Aboma bama abuturuqui süroma au preso. Arrüna sane ta uiti choborese, nauqui aiñanti macocotorrü aume. Autaquisürüca baeta ñome diez naneneca. Pero tapü mameso napacoconauncu iñemo cheperrtü auconca. Arrüna naucua ñana sobi, tone nausüboriqui au napese.
REV.2.11	‛Arrti naqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü. Arrübama macanana ümoti maniqui macocono, chüpenecopüma au infierno”.
REV.2.12	‛Aconomo ito ümoti maniqui bacuirara itacu bama icocoromañü au manu pueblurrü nürirri Pérgamo. Urasoi ümoti arrüna sane: “Sane nurarrti aume maniqui uiche ane manu cüsese torrücaü nohorrü: 
REV.2.13	Tusio iñemo, pohoso año au manu pueblurrü auna cauta ane nüriacarrti choborese. Pero isuasürücaiqui aume, champürrtü tacürusu napaquionco iyoñü, ni nauquichepü tütaborioti Antípas amopünanaqui. Arrti coiñoti itopiqui nisura acamanu auna cauta ane nüriacarrti choborese. 
REV.2.14	Pero abe ito arrüba chomirriampü iñemo aboi: Arraño apicheta asioma acamanu abarrüpecu bama isamutema tacana nisonirrti Balaam tücañe. Arrti maniqui Balaam tücañe iñununecanatiti Balac na atachemacati ümo bama israelitarrü, na acumanama ümo bama maquiataca matupaca masantuca, y tacane na avivimia tacana numuquianca, champü nurabomacü ümomantoe. 
REV.2.15	Aboma ito abarrüpecu manuma chirranrrüpüma aiñocoma ñanunecaca manuma nicolaitarrü. Arrümanu manunecatarrü champürrtü urria iñemo. 
REV.2.16	Sane nauquiche apiñorroncosaño. Apiñoco manu churriampü nausüboriqui. Arrtü chapiñorroncocañopü, yeca tanu rrahi ümo manuma churriampü nisüboriquirrimia aübu na cüsese sahiquiñü, o sea aübu nisura.
REV.2.17	‛Arrti naqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü. Arrübama macanana ümoti maniqui macocono yasapacama ñana arrümanu pan nürirri maná, arrümanu ane anecanaiqui sobi. Yacheca ito ñana ümo taiquianati taman tachürüma purusubi aübu nuevurrü nürirrti corobo apü. Champüti quiatarrü atusi ümoti isane arrümanu nuevurrü nürirrti, tamantiatai naqui ümoche atorri”.
REV.2.18	‛Aconomo ito ümoti maniqui bacuirara itacu manuma icocoromañü au manu pueblurrü nürirri Tiatira. Urasoi arrüna sane ümoti: “Sane nurarrti Aütorrti Tuparrü aume, maniqui tacanapae nonco pese nirrtorrti y bucuara tacana oro nipoperrti: 
REV.2.19	Tusio iñemo arrüba napisamute y arrüna naucuasürücü aumeampatoe. Abacaiqui isiuñü. Tarucu napayuraca ümo macrirrtianuca. Tusio iñemo napasamucu tairri ümo nautaquisürücü. Manrrü urria napachücoi caüma pünanaqui tücañe. 
REV.2.20	Pero ta, abe ito ba chomirriampito iñemo aboi: Arraño apicheta asio abarrüpecu arrümanu paürrü, nürirri Jezabel. Tone mapaña anita au nürirrti Tuparrü, abu ta iñununecanama bama baserebioma iñemo, na avivimia tacana numuquianca, champü nurabomacü ümomantoe, y na acumanama ümo bama maquiataca matupaca masantuca. 
REV.2.21	Tücoboi suraboi isucarü na aiñoco arrümanu sane nisonirri, pero chirranrrüpü. 
REV.2.22	Amonsapesio caüma arrüna nisura aume: Arrüñü yacheca caüma norrocorrü ümo manu paürrü. Arrübama aboma isiu chiyaupü nitaquisürücürrüma sobi, arrtü chiñocotapüma arrümanu sane nisüboriquirrimia. 
REV.2.23	Arrübama aübosirri itabaiquiama, na atusi ümo manuma icocoromañü, tusio te iñemo arrüna ñapensacarrüma y arrüna nirrantümoma au nitusirrimia. Arrüñü isamute aume tacana arrüna napisamute.
REV.2.24	‛Arrübama mañanunecaca namatü champü tacanache nipiacarrüma, pero arrümanu nipiacarrüma torrio uiti choborese. Caüma rranitaca ito ümo bama aboma acamanu au Tiatira, bama chüsüropü yusiu manio chomirriampü manunecataca. Sucanañü sane aume: Champü manrrü nirracüpucu aume. 
REV.2.25	Tapü apiñensonocoquio manio omirria napanauncu cheperrtü iseca tato.
REV.2.26	‛Arrübama macanana ümoti maniqui macocono chepe nitacüru nisüboriquirrimia, y chunapüma ñacoconauncurrüma ümo nirracüpucu, tonema bama yacheca ñana üriacaboma na üriaburuma ñome nacioneca. 
REV.2.27	Orronene nurria yacüpucurrüma ñome, tacanarrtü baparriquia parropeca ui baretarrü. Isiataito arrüna nisüriaca torrio iñemo uiti Iyaü. 
REV.2.28	Isamucama tacana nocoborese, arrone tusio nurria arrtü tücuatü nanenese, na atusimia ito eana macrirrtianuca. 
REV.2.29	Arrti nauqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü”.
REV.3.1	‛Aconomo ito ümoti maniqui bacuirara itacu manuma icocoromañü au manu pueblurrü nürirri Sardis. Urasoi ümoti arrüna sane: “Sane nurarrti Cristo aume, naqui aboma bama siete Espíritu esati, y abe arrümanio siete nostoñeca mecuti: “Tusio iñemo arrüna napisamute. Tacanapaepü urria nausüboriqui, abu ta abaca tacanarrtü auconca au niyasata. 
REV.3.2	Apicoñoco nausüboriqui. Amasasatü itacu bama tirranrrapae atacüru ñacoconauncurrüma ümoti Tuparrü. Itopiqui arrüna napisamute champürrtü urria ümoti Tuparrü. 
REV.3.3	Apaquionsaño iyo nurarrti Tuparrü arrüna amoncoi y arrüna apasutiu tücañe. Apiñorroncosaño. Arrtü chapicoñocotapü nausüboriqui, isecatü aume tacanati cusüpürrü. Chütusiopü aume auche ayetü carrticurrü aume sobi. 
REV.3.4	Pero aboma bama mümanama acamanu abarrüpecu au Sardis, chümamesopü ñapanauncurrüma. Tonema bama aboma ñana ichepeñü, purusubi naibirrimia sobi, itopiqui ticoñocotama nisüboriquirrimia.
REV.3.5	‛Arrübama macanana ümoti maniqui macocono ichepe nitacüru nisüboriquirrimia, torrio ümoma sobi aibiboma purusubi. Chüborrabopü sobi nürirrimia icuqui manu librurrü arrüna cauta ane corobo nüri bama champü nitacüru nisüboriquirrimia. Surapoi nürirrimia isücarüti Bae Tuparrü y arrübama angelerrü. 
REV.3.6	Arrti naqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü”.
REV.3.7	‛Aconomo ito ümoti maniqui bacuirara itacu bama icocoromañü au manu pueblurrü nürirri Filadelfia. Urasoi ümoti arrüna sane: “Arrti Cristo tonenti naqui samamecanati ümoti Tuparrü. Chipiacatipü apanti, ane nüriacarrti tacanati yüriaburrü David tücañe. Arrtü ane isane iyaübutati, champüti naqui puerurrü aiñamati tato. Y arrtü ane isane iñamatati, champütito naqui puerurrü aiyaübuti tato. Sane nurarrti aume: 
REV.3.8	Tusio iñemo arrüna napisamute. Champürrtü tarucapae naucusüu, pero ta apicocota nisura, y chaucüsocapü aübu nisüri. Sane nauquiche iyaübuta taman tururrü aume, y champüti naqui puerurrü aiñamati amopünanaqui. 
REV.3.9	Aboma bama namatü que israelitarrüma y tacane iñanaunumañü, abu ñapanturrümantai, icocoromati choborose. Pero tiene que ariorrüma sobi achesoimia aubesa, y tiene que atusi ümoma tarucu naucua iñemo. 
REV.3.10	Arraño apicocota nirracüpucu, apasamu tairri ñome nautaquisürücü. Sane nauquiche rracuiraca ñana autacu, arrtü iñatai manu horarrü auche ensümunu ane macocotorrü ümo bama aboma icu na cürrü. 
REV.3.11	Apaquionsaño: Contoatai yeca tanu. Apacuira nurria itacu arrüna iyebo aboi isiuquiñü, tapü anati iquiaübuta amopünanaqui arrüna naucua sobi.
REV.3.12	‛Arrübama macanana ümoti maniqui macocono ichepe nitacüru nisüboriquirrimia, isamucama tacana nompacüorrüma ümo niporrti Tuparrü au napese. Chüpenecopüma auqui manu. Iconomota ito icütüpüma nürirrti Tuparrü y nüri nesarrti pueblurrü, arrümanu nuevurrü Jerusalén cuatü auqui napese uiti Tuparrü. Tacane iconomota ito cütüpüma nuevurrü nisüri. 
REV.3.13	Arrti naqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü”.
REV.3.14	‛Aconomo ito ümoti maniqui bacuirara itacu bama icocoromañü au manu pueblurrü nürirri Laodicea. Urasoi arrüna sane: “Arrti Cristo tonenti naqui ümoche puerurrü oñoncatü. Uiti tusio oemo nürirrti Tuparrü. Uiti omirriane nanaiña arrüba abe. Arrti nanti sane aume: 
REV.3.15	Tusio iñemo arrüna napisamute. Arraño chapicococapüñü nurria, pero ta apicococañü pario. ¿Causanempü chapicococapüñü nurria? o si no ¡tari uiqui taman te tapü apicococañü! Pero apicococañü parioatai. 
REV.3.16	Sane nauquiche caüma ipenecaño yesaquiñü, ui na chümarrtacarrüpatai aume. 
REV.3.17	Arraño amucanaño champü causane nausüboriqui aübuti Tuparrü, y champü isane faltabo aume. Pariquipü chapapensacapü que au niyasata abaca tacana pobrerrü año, y tarucu nitaquisürücü nabausüpü. Amamenca au tomiquianene tacanarrtü ausupuca, y tacanarrtü champü nabaibi. 
REV.3.18	Sane nauquiche suraboira ausucarü nauqui apacanane nausüboriqui urria tacana oro, tapü ane isane faltabo aume, y tacane na urria caüma nausüboriqui saübuñü. Apacompora ito yesaquiñü abaibibo arrümanu purusubi, tapü tusiapae naucüso. Apacuira ito ümo namasata, na aparrtanaun tato, tapü abasiquia amamen au tomiquianene. 
REV.3.19	Arrüñü rracuansomococa ümo bama cuasürü iñemo. Yacheca carrticurrü ümoma, nauqui aicoñocoma nisüboriquirrimia. Tapü ünantü aume arrüna icuansomococaño. 
REV.3.20	Apaquionsaño: Arrüñü yaca abeu tururrü, iyotobaita. Arrtü anati naqui oncoiti nirrabiqui, iyaübutati nitururrti, yecatüpo esati, na irra aübuti y arrti saübuñü.
REV.3.21	‛Arrübama macanana ümoti maniqui macocono ichepe nitacüru nisüboriquirrimia, icheta ñana ümoma atümoma ichepeñü au niyesa tronorrü. Arrüñü isiatai rracanaca ümoti maniqui macocono, sane nauquiche caüma yaca ichepeti Iyaü au nesarrti tronorrü. 
REV.3.22	Arrti naqui rranrrü oncoi, tari onsaperati arrüna nurarrti Espíritu Santo ümo bama icocoromañü”.
REV.4.1	Auqui yasacatü ape, besüro niyasata ümo taman tururrü aurübo au napese. Ñoncoi tatito arrone nurria manitacarrü, arrümanu ñoncoi tücañe tacanapae arrone puuru tapacürrü. Nantü iñemo sane:
REV.4.1	—Ariacu tauna ape, na itusianca asucarücü arrüna pasabobo ñana.
REV.4.2	Au manu rratorrü campiabo naca niyasata uiti Espíritu Santo. Yasacatü caüma ümo taman tronorrü ane au napese, y ümotito maniqui tümonso ahu, abu arrti Bae Tuparrü. 
REV.4.3	Arrti maniqui tümonso au manu tronorrü anentarrtai nicütüpürrti, tacanapae arrümanio omirriantai camanca, nobürirri jaspe y cornalina. Itupecu manu nesarrti tronorrü ane taman nirrirri, tacanapae arrümanu cama nobütama nisurrü, nürirri esmeralda. 
REV.4.4	Abe ito piquiataca tronorrü itupecu manu tronorrü, veinticuatro nububiquirri. Aboma tümonsoma veinticuatro mañoñünca ubau, arrübama mamayoreca. Purusubi naibirrimia. Ane ito nitarusürrüma oro. 
REV.4.5	Auqui manu tronorrü masünaca y mapaesoca tatito. Rabotito manitacaca. Abe ito esa tronorrü manio siete basaruca, abu ta tonema arrümanuma siete Espíritu aboma esati Tuparrü.
REV.4.6	Esa manu ito tronorrü ane arrüna cuara tacana taman narubaitu turrü cücheseña tuma ahu, anentarrtai pürücü tacana vidrio. Itupecu manu tronorrü aboma bama cuatro süboricoma, ataso nicütüpürrüma ui sütoca, auna sane cümenuma y chacuma ito. 
REV.4.7	Arrti maniqui primero uturuquimia tacana nocütürüquiorrti, arrti maniqui quiatarrü tacana tororrü, arrti maniqui quiatarrü arrüna nisurrti tacana nisurrti ñoñünrrü, arrti maniqui tacürurrü tacana arrone nutamonrrirri basoro. 
REV.4.8	Manuma süborico cadati taman abe seirri nipiarrti tacana nipia nutauma. Ubataso oboi sütoca auna omonü, y ñoquiana. Chümacansarapüma, naneneca y tobiquia nitosibirrimia namatü sane:
REV.4.8	Tarucu nüriacarrti Tuparrü, tarucu nüriacarrti Tuparrü, tarucu nüriacarrti Tuparrü, naqui champü tacanache nicusüurrti.
REV.4.8	Tanancatiatai tücañe, anati caüma, anatiquito ñana.
REV.4.9	Arrümanuma cuatro iñanaunumati maniqui tümonso au tronorrü, naqui champü nitacüru nisüboriquirrti. Machampiencanama ito ümoti. 
REV.4.10	Sane ito ui arrübama veinticuatro mamayoreca, bachesoiyoma esati Tuparrü, naqui tümonso au tronorrü, naqui champü nitacüru nisüboriquirrti. Manaunuma ümoti. Iñatama acü nitarusürrüma, namatü:
REV.4.11	Arrücü Tuparrücü y Señorcü suiñemo, chiyaupü napanauncu, champü tacanache nanentacarrü obi.
REV.4.11	Sopiñanauncü, chiyaupü nacusüu, itopiqui omirriante obi isiu narrianca nanaiña arrüba abe.
REV.5.1	Auqui yasacatü ümoti maniqui tümonso au manu tronorrü, au nepanauncu neherrti ane quichonimiacarrü quiñoeno, corobo icu y pürücü ito. Abe siete nitomoentorrü. 
REV.5.2	Au manu rratorrü rabotü nitosibirrti taman ángel, naqui tarucu nicusüurrti, nanti sane:
REV.5.2	—¿Quiti naqui puerurrü aisoquisünati y aiyaübuti arrüna quichonimiacarrü?
REV.5.3	Pero ni icuquipü cürrü, ni au napesepü, ni iquianapü cürrü anati naqui puerurrü aisoquisüna nitomoentorrü, na aurü, y nauqui leheboti. 
REV.5.4	Auqui arrone nurria nisareo, itopiqui champüti tabüco naqui puerurrü aiyaübuti manu quichonimiacarrü na leheboti arrüna corobo icu. 
REV.5.5	Auqui tamanti uturuqui manuma mamayoreca nanti iñemo:
REV.5.5	—Tapü areoca. Anati auna naqui arucu nurria ümoti, naqui üriatu bama israelitarrü. Ipiarientetorrti yüriaburrü David. Macananati ümo nomünantü. Tonenti caüma naqui samamecana, nauqui puerurrü aiyaübuti manu quichonimiacarrü.
REV.5.6	Auqui yasacatü eana manuma veinticuatro mamayoreca y eana manuma cuatro süborico esa tronorrü, ane taman Nobirrama atürai, tonenti Jesucristo. Tusioiqui nurria nobüriturrü ümo, arrüna uiche acon tücañe. Abe siete nitapacürrü y siete nistorrü. Arrümanio siete nistorrü, ta tonema bama siete nesarrti Espíritu Tuparrü. Arrti Bae Tuparrü bacüpuruti ümo manuma siete Espíritu nauqui ariorrüma au nanaiñantai icu cürrü.
REV.5.7	Auqui sürotü manu Nobirrama esati maniqui tümonso au tronorrü. Yasutiu mecuquiti arrümanu quichonimiacarrü. 
REV.5.8	Numo tiyasutiu, arrümanuma cuatro süborico ichepe arrümanuma veinticuatro mamayoreca bachesoiyoma esa, na anauma ümo. Cadati taman ane uiti taman violín ichepe taman coparrü oro aübu rroriocoma ahu. Arrümanu rroriocoma, tone neancarrüma bama samamecana ümoti Tuparrü. 
REV.5.9	Auqui macantarama arrümanu nuevurrü ñacantacarrüma, nantü sane:
REV.5.9	Arrücü samamecanacü nauqui asuriu manu quichonimiacarrü y aisoquisünanio nitomoentorrü, itopiqui aichücü tücañe aitabairomacü.
REV.5.9	Ui noto ataesümunucuca eanaqui nomünantü ümo bama macrirrtianuca auqui nanaiña nacioneca, auqui nanaiñantai manitacaca, nauqui aye uimia esati Tuparrü.
REV.5.10	Arrüma caüma yüriaburrüma obi, sacerdoterrüma ito ümoti Tuparrü.
REV.5.10	Ane ñana nüriacarrüma icu cürrü.
REV.5.11	Auqui yasacatü ichupecuñü, ñoncoi ñanitaca bama cütüpürrü angelerrü aboma itupecu tronorrü. Sürümana millones nubiquirrimia. Aboma ito manuma cuatro süborico y arrümanuma mamayoreca. 
REV.5.12	Fuerte nitosibirrimia, urapoimia arrüna sane:
REV.5.12	Arrüna Nobirrama ichübü atabori tücañe.
REV.5.12	Urria asuriu üriacabo, enarribo, ipiacabo, icusüubu, anentacabo uiti
REV.5.12	Tuparrü.
REV.5.12	Uiñanauna.
REV.5.13	Auqui ñoncoito nitosibi nanaiña bama aboma au napese, y bama aboma icu cürrü, y bama aboma iquiana cürrü, y arrüba abe au narubaitu turrü, nanaiña arrüba urriante uiti Tuparrü. Namatü sane:
REV.5.13	Champü tacanache nacarrti.
REV.5.13	Tarucu nüriacarrti y nanentacarrti.
REV.5.13	Sane nauquiche manauna ümoti maniqui tümonso au tronorrü, y ümo manu Nobirrama.
REV.5.14	Auqui namatü caüma arrümanuma cuatro süborico:
REV.5.14	—Amén, sane te. Arrümanuma mamayoreca bachesoiyoma y manaunuma ümoti Tuparrü, naqui champü nitacüru nisüboriquirrti.
REV.6.1	Isucarüñü nurria ito arrümanu Nobirrama isoquisünata taman nitomoento manu quichonimiacarrü. Rabotü nitosibirrti maniqui taman uturuqui manuma cuatro süborico, arrone nurria tacanarrtü süuru, nanti sane:
REV.6.1	—Ariacu.
REV.6.2	Auqui yasacatü. Besüro niyasata ümo taman cabayurrü purusubi. Anati taman ñoñünrrü chacu. Ane cümomese uiti. Torrio taman tarusürrü ümoti itobo na ñacanacarrti, na acanatiqui manrrü.
REV.6.3	Numo soquisüro quiatarrü nitomoento manu librurrü ui manu Nobirrama, rabotito nitosibirrti maniqui quiatarrü uturuqui manuma süborico, nanti sane:
REV.6.3	—Ariacu.
REV.6.4	Auqui paecüburu caüma quiatarrü cabayurrü, cüturiqui nicütüpürrü. Arrti maniqui anati chacu torrio ümoti taman cüsese sürümanarrü. Torrio ito ümoti üriacaboti nauqui puerurrti aiñarrimiacati nomirria icuqui cürrü, na tapü cuasürüma macrirrtianuca ümomantoe. Uiti caüma itabairomacü uirrimiantoe.
REV.6.5	Soquisüro ito caüma quiatarrü nitomoento manu librurrü ui manu Nobirrama. Rabotito caüma nitosibirrti maniqui quiatarrü uturuqui manuma süborico, nanti sane:
REV.6.5	—Ariacu.
