MAT.1.1	LLYVER 
2TI.3.8	Ac megis y gwrth safodd Iannes ac Iambres Voysen, vel’y y mae yr ei hyn yn 
2TI.3.9	Eithr ny vuddiant 
2TI.3.10	A’ thi a lwyr adwaenost vy‐dysc
2TI.3.11	Ymlidiae, 
2TI.3.12	Ac ys pawp a’r wyllysont vyw yn ddywol yn‐Christ Iesu, a ymlidir.
2TI.3.13	Eithr y drwc ddynion, a’r 
2TI.3.14	Eithyr aros ti yn y petheu a ddysceist, ac ith sefydlir 
2TI.3.15	A’ bot y ti wybot yr Scrythur
2TI.3.17	Mal y bo dyn Duw yn 
2TI.4.1	Y
2TI.4.2	Precetha’r gair: tyn‐rragot, 
2TI.4.3	Can ys e ddaw’r amser pryd na ddyoddefant athraweth iach
2TI.4.4	Ac a droant ei clustieu y wrth y gwirionedd, ac a ymchwelant at chwedleu.
2TI.4.4	Yr Epistol ar ddydd S. Luc.
2TI.4.5	Eithyr gwilia di ym‐pop dim: dyoddef‐wrth pwyth: gwna waith Euangelwr: par wybot yn ollawl dy wenidogeth.
2TI.4.6	Can ys ydd yw vi yr owrhon yn parat im offrymu, ac amser vy 
2TI.4.10	Can ys Demas am gadawdd, gan 
2TI.4.11	Luc
2TI.4.12	A’ T
2TI.4.13	Y 
2TI.4.14	Alexander y gof‐
2TI.4.15	Rac yr hwn ymgadw di
2TI.4.16	Yn vy atep cyntaf nyd oedd neb 
2TI.4.17	Er hyny yr Arglwydd a safodd gyd a mi, ac am nerthawdd, mal trywo vi y cwbl 
2TI.4.18	A’r Arglwydd am gwared rrac pop gweith
2TI.4.19	Anerch Prisca, ac Aquila, a’ th
2TI.4.20	Erastus a aro
2TI.4.21	Cais ddyvot cyn y gayaf. Eubulus ys ydd ith anerch, ac P
2TI.4.22	Yr Arglwydd Iesu Christ 
2TI.4.22	Yr ail 
TIT.1.1	PAUL gwas Duw, ac Apostol Iesu Christ, 
TIT.1.2	Y dan’obaith 
TIT.1.3	Eithr ef a eglurhaodd ei ’air 
TIT.1.4	Ad Titus vy 
TIT.1.5	Er mwyn hyn ith edais 
TIT.1.6	A’s bydd nep 
TIT.1.7	Can ys dir yw i E
TIT.1.8	Ethr yn rhoi‐lletuy, vn yn caru dayoni, doeth, 
TIT.1.9	Yn dal
TIT.1.10	Can ys bot llawer o rei anyvydd, a’ gwacsiaradwyr, a’ thwyllwyr meddilieu, yn ben 
TIT.1.11	Yr ei vydd 
TIT.1.13	Y testiolaeth hon ’sy wir: achos hyn argywedda ’hwy yn 
TIT.1.14	Nyd can ddarbot chwedleu Iuddewaidd a’ gorchymyneu dynion, yr ei a ymchwelant ywrth y gwirionedd.
TIT.1.15	Ys ir ei pur y mae pop 
TIT.1.16	Y maent yn 
TIT.2.1	EITHR adrodd di y petheu y weddant y ddysc iach
TIT.2.3	Yr henafwragedd yr vnffynyt, eu bot ynghyfryw ymwreddiat ac a wedda i sancteiddrwydd, nyd gau gyhuddiait, nyd wedy ymroi i win lawer, 
TIT.2.4	Mal y gallont iawnsynhwyraw y gwragedd‐ieainc, y garu ei gwyr, y garu ei plant.
TIT.2.6	Cygora wyr‐ieuainc yr vn modd, ar vot yn ddiseml.
TIT.2.7	Vch pen pop dim 
TIT.2.8	Ac ymadrodd iach
TIT.2.9	Bot gwasanaethddynion yn ddarostyngedic yw 
TIT.2.10	Nyd yn 
TIT.2.11	Can ys ’rat Duw y ddwc iechyt i bop dyn, a ymddangosawdd,
TIT.2.12	Ac ys ydd in dyscu y ymwadu ac andywoldep, a’ chwanteu bydol, a’ bot y ni vyw yn 
TIT.2.13	Gan edrych am yr ’obaith wynvydedic, ac ymddangosiat gogoniant y Duw 
TIT.2.14	Yr hwn y rroddes y hun y trosam, val in prynei 
TIT.2.15	Adrodd y petheu hyn, ac annoc ac argywedda ac oll awdurtot. Na vit y nep dy dremygu.
TIT.3.1	COFF
TIT.3.2	Na 
TIT.3.3	Can ys ydd oeddem ni
TIT.3.4	Eithyr gwedy y 
TIT.3.5	Nyd o weithredredd cyfiawnder, a’r y wnaethem ni, eithr 
TIT.3.6	Yr hwn a 
TIT.3.7	Val y bei y ni, gwedy ein cyfiawnhau gan y rat ef, gael yn gwneuthur yn etiveddion 
TIT.3.8	Fyddlawn yw’r ymadrodd hyn, a’r petheu a wyllysiaf yty eu 
TIT.3.9	Eithr gwrthladd questione ynvydion, ac 
TIT.3.11	Gan wybot am y cyfryw, yddymchwelwyt, ai vot yn pechu wedy 
TIT.3.12	Pan 
TIT.3.14	Discant hefyt yr ei 
TIT.3.15	Yr oll ’rei ’sy gyd a mi
TIT.3.15	Ad Titus, y ddewysiwyt yn E
PHM.1.1	PAUL carcharawr Iesu Christ, a’
PHM.1.2	Ac at 
PHM.1.3	Rat y gyd a chwi, a’ thangneddyf y can Dduw Dat, a’ 
PHM.1.4	Diol
PHM.1.5	(Wrth y mi glywet am dy gariat ath ffydd, yr hon ’sy canyt ar yr Arglwydd Iesu, ac ar ei oll Sainct
PHM.1.6	Mal y gwneler 
PHM.1.7	Can ys y mae genym lawenydd mawr a’ 
PHM.1.8	Erwydd paam, cyd bo mawr vy hyder yn‐Christ y orchymyn yty yr hyn ’sy 
PHM.1.10	Atolygaf yty dros vy map Onesimus, yr hwn a 
PHM.1.11	Yr hwn gynt a vu yty yn 
PHM.1.12	Yr hwn a 
PHM.1.13	Yr hwn 
PHM.1.14	Eithr eb 
PHM.1.15	Ef allei gan hyny y vyned ef ymaith dros amser, mal yd erbynyt ef yn dragyvyth,
PHM.1.16	Nyd yr owrhon mal gwas
PHM.1.17	A’s gan hyny y 
PHM.1.18	A’s gwnaeth ef eniwet yty, neu vot yn dy ddlet, dod hyny 
PHM.1.19	Mi Paul a scrivendodd hyn am llaw vy un: 
PHM.1.21	Gan ymddiriet yn dy vvydddot, yr escrivennais atat, gan wybot y gwnai ys mwy nac a ddywedaf.
PHM.1.22	Eb law hyn hefyt paratoa i mi letuy: canys gobeithaf trwy eich gweddieu im rroddir ychwy.
PHM.1.23	Y mae yn dy anerch Epaphras vy cydcarcharor in‐Christ Iesu,
PHM.1.24	Marc
PHM.1.25	Rat ein Arglwydd Iesu Christ 
PHM.1.25	O Ruuein yr escrivenwyt ad Philemon, 
HEB.1.1	DUW lawer gwaith a llawer modd gynt a ymddiddanodd ar tadau trwy’r prophwydi: 
HEB.1.2	Y dyddie diwaythaf hynn ef ymddiddanodd, a nyni trwy eu Vab, rrwn a wnaeth ef yn etyvedd pop peth, trwyr hwn hefyd y gwnaeth ef y bydoedd, 
HEB.1.3	Rrwn am yfod yn llewyrch y gogoniant, a 
HEB.1.4	Ac ef a wnaethbwyd o lawer yn well nor Angylion o gymyn ac y raeth ef ac enw sy yn dwyn rragor arnyntwy. 
HEB.1.5	Can ys wrth pwy or angylion yrioed y dywod ef, Vy mab i ydwyt i, myvi heddiw ath enillais di? ac eilwaith, Myfy a fydd yn tad iddo ef, ac yntau fydd yn vab y mineu? 
HEB.1.6	A’ thrachefn pan ydyw yn dwyn eu vab cyntaf ir byd 
HEB.1.7	Ac am yr angylion yn wir y dowaid, Rrwn a wna eu cenadau o yspridion, ay wasanaythwyr o fflam dan. 
HEB.1.8	Wrth y mab hagen 
HEB.1.9	Ti a geraist wirionedd, ac a gasëist enwiredd; am hyny Dyw, ysef dy Ddyw di ath 
HEB.1.10	A’c, Tydi yn y dechreuad, arglwydd, a 
HEB.1.11	Colli a wnant wy eythr tydi a erys: acy gyd oll heneiddio a wnant megis cadachay. 
HEB.1.12	Ac megis gwisc y plygi di hwynt, ac a ymnewidiant: eythr tydi yr vn ydwyd, ath vlenyddoedd di ni 
HEB.1.13	Wrth pwy or angylion erioed y dywod ef, Eistedd ar y llaw ddeau ym, hyd oni ddodwy dy elynion yn stol ith traed? 
HEB.1.14	Onid ysprydion gwasanaythgar y dynt wy oll, a ddanfonir y wasanaenthu, ir mwyn y rray a fyddont ytyveddion yr iechaid?
HEB.2.1	AM hynny rraid yni yn ddysceulus ystirieth y pethau a glowsom, mal na ollymgom ni hwynt vn amser y lithro. 
HEB.2.2	Can ys o bydday gadarn y gair a ddoydid trwy Angelion, a derbyn o bob sarhaet, ac anufyddtod gyfion talu pwyth, 
HEB.2.3	Pa fodd y diangwn ni, od esceuluswn cyfryw 
HEB.2.4	Duw yn cydtestlauthu, drwy arwyddion a rryveddodau, ac ymravael rinweddau, a’ rranniadau yr Yspryd glan, ar ol y wyllys y hun. 
HEB.2.5	Can ys nid ir engylion y darestyngodd ef y byd a ddaw, rrwn y ddydym yn son am dano. 
HEB.2.6	Eithr vn yn rryw fan a ddwg testioleth, gan ddoydyd, Beth yw dyn, mal y meddyliech am dano? neu vab dyn mal y darbyddech o honaw? 
HEB.2.7	Ti ay gwnaythost ef 
HEB.2.8	Pob peih a ddarostyngaisti tan y draed ef. Am hyn, gan ddarostwng o hono bob peth yddo, ni adawodd ef ddim heb y ddarostwng iddo. Eythr etto nid ydym yn gweled pop peth yn ostyngedic yddo. 
HEB.2.9	Eythr Iesu a welwn ni wedy y goroni a gogoniant ac 
HEB.2.10	Can ys gweddus oedd yddo ef, herwydd pwy y may pob peth, a thrw yr hwn y may pob peth, wrth iddo ddwyn llawer o feibion y ogoniant, gysegru pennadur y cadwadigaeth hwynt trwy ’ovydiau. 
HEB.2.11	Can ys y neb a santeiddio, ar sawl a santeiddier, or vn y maynt 
HEB.2.12	Can ddoydyd, Myvi a ddangosaf dy enw di ym brodyr, ynghanol yr eglwys y canaf ymynnau yti. 
HEB.2.13	A’ thrachefn, Mi a ddodaf vy ymddiriaid yntho. A’ thrachefn, Wele vi, a’r plant a roddes Duw y mi. 
HEB.2.14	Am hynny gan fod y plant yn gyfrannog o gig a gwaed, yntau hevyd yr vn modd a wnaythbwyd yn gyframog or vnrryw, mal y gallai ef trwy farfolaeth ddistrowiaw, y neb y doedd a llyvodrayth marfolayth ar eu law, sef yw hwnw diawl. 
HEB.2.15	Ac mal y gallay ef y ymwared hwynt 
HEB.2.16	Nid angylion eusus a gymerawdd ef: eithyr epil Abraham a gymerawdd ef. 
HEB.2.17	Wrth hynny y dylai ef ymhob peth fod yn gyffelib yw frodyr, mal y gallai fod yn drigaroc, ac yn Archoffeiriat ffyddlawn am y pethau a berthynant y Dduw, y 
HEB.2.18	Yn wir gan ddioddef o honaw, 
HEB.3.1	AM hyn, vymrodyr santeidd, cyfranog
HEB.3.2	Ef fu ffyddlon yr neb ay gosodes ef, megis ac y bu Moyses ynghwbl oi dy ef. 
HEB.3.3	Cymynt yn wir rragor ’ogoniant tu hwnt y Voyses a hayddai hwn, ac y may mwy or vrddas 
HEB.3.4	Can ys pob ty a edeilir trwy ryw vn, ar neb a 
HEB.3.5	A’ Moses yn wir a fu ffyddlon ynghwbl oi dy ef, megys gwas
HEB.3.6	Eythyr Christ megis mab, ar eu dy y hun, ty yr rwn ydym ni, os nyni a geidw ein 
HEB.3.7	Am hynny megis y dowaid yr yspryd glan, Heddiw o gwrandewch i y 
HEB.3.8	Na chaledwch ych calonau, megis yn 
HEB.3.9	Lle y tentiason ych tadan chwi fi, ym profason, ac a welson fyngweithredoedd ddeugain mlynedd, 
HEB.3.10	Am hynny y sorais wrth 
HEB.3.11	Ac velly y tyngais yn fynig
HEB.3.12	Disgwiliwch 
HEB.3.13	Eithyr cynghorwch bawb y gilidd beunyd, tra elwer Y dydd heddiw, rrac i neb o honoch 
HEB.3.14	Can ys cyfrannawg o grist eyn gwnaythbwyt ni, os cadwn ni y dechreuad drwyr hwn eyn cynhelir y fyny, yn gyfan hyd y dewedd. 
HEB.3.15	Lle y doydir, Heddiw os gwrandewch i y lais ef, na chaledwch ych caloneu, megis ac yn yr 
HEB.3.16	Can ys rrai 
HEB.3.17	Wrth pwy y bu ef sorredic ddeugain blynedd? onid wrth y rrai a bechasai, rrain a gwympasai eu 
HEB.3.18	Wrth pwy y tyngodd na chaent wy entrio yw ’orphoysfa 
HEB.3.19	Ac ydd ym yn gweled na allent wy entrio herwydd angrrediniaeth.
HEB.4.1	OFNWN am hynny, rrac vnrryw amser trwy wrthod addewid entrio yw orphwysfa ef, gael ar neb o honochi foddybygu eu 
HEB.4.2	Can ys y ni pregethwyd yr Evengel mal vddyntwythe: eithr ni thykiodd vddynt wy y gair a glowid, am nad oedd wedy eu gydwascu a ffydd yn y rrai ay clywsont. 
HEB.4.3	Nine yn wir y rrai a gredasom, sy yn entrio ir orphoysfa, megis ac ydyvod ef wrth y llaill, Val 
HEB.4.4	Can ys am y saithvet dydd mewn man y dyvawd val hyn, Ac a orffwysawdd Dyw y seithfed tydd oddiwrth eu holl weith. 
HEB.4.5	Ac yma drachefn, Os cant wy entrio i’m gorphwysfa. 
HEB.4.6	Or achos hwn gan fod hyn wedi y adael yn ol, vod rrai yn cael entrio y mewn, a’ bod y rrai y pregethwyd yn gynta vddynt, heb entrio herwydd angrrediniaeth, 
HEB.4.7	Trachefn may yn rracderfynn rryw ddydd, gan ddoydyd trwy ddavydd Heddiw, ar ol cymaint o amser, megis y doytbwyd, Heddiw o gwrandewch y lais ef, na chaledwch ych caloneu. 
HEB.4.8	Can ys pe 
HEB.4.9	Ac am hynny may 
HEB.4.10	Can ys yr hwn a entriodd yw ’orphwysva, gorffwyso a wnaeth hwnw oddiwrth y weithredoedd eu hun, megis ac y 
HEB.4.11	Rown eyn bryd am hynny ar entrio ir 
HEB.4.12	Can ys byw
HEB.4.13	Ac nid oes 
HEB.4.14	Gan fod am hynny y ni Archeffeiriad mawr, a entriodd ir nefoedd 
HEB.4.15	Can ys nid oes y ni archeffeiriad, rrwn nis dichon gydoddau an gwendid ni, namyn a tentiwyd ym hob peth yr vn modd, eithr yn ddibechawd. 
HEB.4.16	Am hynny awn yn hy
HEB.5.1	CAN ys pob Archeffeiriad o blith dynyon y cymerir 
HEB.5.2	Rrwn a 
HEB.5.3	Ac ir mwyn hynny y dyly trostaw y hun yr vn modd a’ thros 
HEB.5.4	Ac ni chymer neb yr 
HEB.5.5	Velly Christ hevyd ni chymerawdd yddo yhun hyn o vrddas, y fod yn archeffeiriad, namyn yr hwn a ddyvod wrtho, Tydi yw fy mab i, heddiw yr enillais i dydi, 
HEB.5.6	Megis y may ef heuyd mewn man arall yn doydyd, Tydi effeiriad wyt yn dragwddawl, ar ol ordr Melchisedec. 
HEB.5.7	Rrwn yn y dyddiau y gnawd ef a offerymmodd trwy levain a 
HEB.5.8	A chyd bay ef Vab, er hyny ef a ddyscawdd vfydd-dot, erwydd y pethau a ddioddefawdd. 
HEB.5.9	A’ chwedi eu gysegru, ef a wnaythbwyd yn audur iechid tragwyddawl ir rrai a wrandewynt: 
HEB.5.10	Wedi eu 
HEB.5.11	Am yr rwn may y ni lawer yw ddoydet, sy anhawdd y 
HEB.5.12	Can ys lle y dyleychi herwydd amser fod yn athrawon, rraid yw drachefn ddyscu i chwi beth ydiw 
HEB.5.13	Achos pawb a ymarfero a llaeth, anghynefin yw a gair y cyfiownder: can ys maban yw yw. 
HEB.5.14	Eythyr y bwyd ffyrf a berthyn irei oedrannus, 
HEB.6.1	OR achos hwn, rrown heibio yr addysc sy yn dechrau Christ, a 
HEB.6.2	O addysc y 
HEB.6.3	A’ hynny a wnawn ni os Dyw ai Cannihata. 
HEB.6.4	Can ys amhossybl ir rrai a ’oleuwyd vnwaith, ac a 
HEB.6.5	Ac a brofason 
HEB.6.6	Os llwyrgwympant, adnewyddy trwy edifeirwch, gan y bod hwynt drachefn yn 
HEB.6.7	Can ys y 
HEB.6.8	Eithyr 
HEB.6.9	Eithyr 
HEB.6.10	Can ys nid anghyfion Dyw, mal y gollyngo tros gof ych gwaith, a’r llafur
HEB.6.11	A’ chwenychu ddydym ddangos o bob vn o honoch gyfriw ddiwdrwyd, ir mwyn sicerhau gobaith hyd 
HEB.6.12	Val na bythoch 
HEB.6.13	Cans Dyw wrth wneuthyr 
HEB.6.14	Can ddoydyd, Yn wir mi ath fendithia yn helayth, ac yn ddiandlawd yr amylhaa dydi. 
HEB.6.15	Ac velly pan ydoedd dda i emynedd, ef a feddiannodd yr addewid. 
HEB.6.16	Can yn 
HEB.6.17	Velly Dyw yn chwenychu yn helaethach ddangos y ytifeddion yr addewid ddianwadalwch y gyngor ef, a ymrwymodd 
HEB.6.18	Megis trwy ddau beth disymmut, 
HEB.6.19	Rrwn sy cenym i, megis angor yr enaid, diogel a’ chyfan, ac yn entrio hyd at y peth sy tu vewn ir llen, 
HEB.6.20	Ir man yr entriodd y rracflaynor trosomni, 
HEB.7.1	CAN ys y Melchisedec hwn brenin Salem ydoedd, effeiriat Dyw goruchaf, rrwn a ddoeth y gyfarfod ac Abraham, wrth yddo ddymchwelud o ddiwrth laddfa yr brenhinoedd, ac ay bendi 
HEB.7.2	Ac yddo efe y cyfrannawdd Abraham ddegwm o bob peth: yn gynta yn wir wrth y ddeongl 
HEB.7.3	Heb dad, heb vam, heb genedl, nid oes yddo na dechreu dyddiau, na diwedd einioes: eythr a gyfflybir y vab Dyw, ac a erys yn effeiriad yn dragwyddawl. 
HEB.7.4	Edrychwch eusus faint 
HEB.7.5	Ar rreini yn wir sy o feibion Levi, yn derbyn 
HEB.7.6	Eythr yr hwn ni hanoedd i genhedlayth o honyntwy, a 
HEB.7.7	Ac yn ddiddadl y lleia, a 
HEB.7.8	Ac yma dynion y rrai a fyddant feirw, a gymerant ddegwn: eythr yno 
HEB.7.9	Ac o ddoydyt 
HEB.7.10	O blegyt eto yn llwynau eu dad 
HEB.7.11	Os ydoedd gan hynny perffeithrwydd trwy offeiriadaeth Leui (oblegid can honno y sikerhawdd y gyfraith ir bobl) pam raid ymhellach no hynny, godi effeiriad arall, ar ol ordr Melchi‐sedec, nis gelwid ar ol ordr Aaron? 
HEB.7.12	O blegid yn wir wedi newidiaw yr effeiriadaeth, rraid oedd fod newidiad ar y gyfraith hevyd. 
HEB.7.13	O blegid am yr hwn y doydir hyn, ef a berthyn y lwyth arall, or rrwn ni does neb yn gwasneuthu yr allor. 
HEB.7.14	Can ys ysbys yw, may o Iuda y may yn harglwydd 
HEB.7.15	Ac etto chwaneg o ysbysrwydd, gan godi effeiriad arall ar ol cyfflybrwydd Melchi‐sedec, 
HEB.7.16	Rrwn nid wrth gyfraith y gorchymyn knowdol y gwnaythbwyd 
HEB.7.17	O blegid y may yn testlauthu 
HEB.7.18	Can ys y gorchymyn oedd or blaen 
HEB.7.19	Can ny wnaeth y gyfraith ddim perffeithrwydd, namyn dyvodiad y gobaith gwell 
HEB.7.20	Ac yn gimaint nas byddid heb lw (o blegid hwynt wy o ddieythyr llw y gwnaythbwyd yn effeiriaid: 
HEB.7.21	A’ hwn, 
HEB.7.22	Ar 
HEB.7.23	Ac wynt wy llawer o honyn a wnaid yn effeiriaid, achos nas goddefay marfolaeth vddynt aros. 
HEB.7.24	Eithyr hwn, am y fod ef yn perhau yn dragowydd, may iddo ef effeiriadaeth tragwyddol. 
HEB.7.25	Am hynny fe ddychin hefyt yn llwyr iachau yr rai a ddawant at Ddyw trwyddo ef, gan y fod ef yn byw fyth, y gyfrwng‐weddiaw trostynt. 
HEB.7.26	O blegid cyfryw Archoffeiriad oedd weddus y ni y gael, 
HEB.7.27	Yr rrwn nid 
HEB.7.28	Can ys y gyfraith sy yn gosod dynion yn archoffeiriaid, ac anallu arnynt: eithyr gair y 
HEB.8.1	EITHR swm yr hyn a ddoytbwyd yw hyn, fod y ni gyfriw archeffeiriad, rrwn a eistedd
HEB.8.2	Gwasnaythwr y cyssegr
HEB.8.3	Can ys pob archeffeiriad a osodir y offrymmu rrodion ac aberthau: ac am hyny y ddydoedd rraid, bod can hwn hefyt beth yw offrwmu. 
HEB.8.4	O blegid petfai ef ar y ddayar, ni byddei yn effeiriad chwaith, gan fod effeiriad sy yn offrymu rroddion ar ol y Ddeddyf, 
HEB.8.5	Rrain sy yn gwasneuthu portryad, a chysgod pethau nefawl, megis or nefoedd yr attebwyd y Voyses, pan oedd yn amcanu gorphen y tabernacl. Edrych hagen, heb ef, ar wneuthyr o honoti bob peth ar ol y 
HEB.8.6	Eithr yn awr ir ayth 
HEB.8.7	O blegid yn wir ped fiase y 
HEB.8.8	Can ys yn beio arnuntwy y dowaid 
HEB.8.9	Nid ar ol y Testament a wneuthym i ay taday hwynt, yn y dydd yr ymeilais i yn y llaw hwynt, yw dwyn o dir ir Aipht: can ys ni thrigasont wy yn y 
HEB.8.10	O blegid hwn yw yr 
HEB.8.11	Ac ni ddysc pop vn ei 
HEB.8.12	Can ys mi fydda drigaroc wrth y enwiredd hwynt, ac wrth eu pechodau ac ni wna coffa am eu enwiredd hwynt mwy. 
HEB.8.13	Lle may ef yn doyded 
HEB.9.1	AM hynny yn wir rydoedd hevyd ir 
HEB.9.2	O blegid y 
HEB.9.3	Yn ol yr ail llen 
HEB.9.4	Llei roedd y senser aur, ac arch y Testament wedi y goreuro oi hamgylch, yn yr hon 
HEB.9.5	Ac uwch yr arch y Cherubym gogoneddus, yn kysgodi y drigareddva: am yr rrain ni dawn ni yn awr i son am danyn bob vn or neiltu. 
HEB.9.6	Wedi gosod yr rrain mewn ordr y sut yma, ir Tabernacl cynta yn wir y rai bop amser yr effeiriad, sy yn gwasneuthu yr creuydd. 
HEB.9.7	Ir ail yn wir y rai vnwaith bob blwyddyn yr archeffeiriad yn vnig, nid heb waed rrwn a offrymmay ef trosto y hun, a thros anwybodaethe y bobl. 
HEB.9.8	Yr ysbryd glan yn arddangos hyn, nad oedd y ffordd ir cyssegrfa yn egored etto, tra vyddai y Tabernacl cynta yn sevyll, 
HEB.9.9	Rrwn ydoedd ffygur tros yr amser 
HEB.9.10	Rrwn oedd wedy y ’osod yn vnic mewn bwydydd a diodydd, ac amryw 
HEB.9.10	Yr Epistol y v. Sul yn y Grawys.
HEB.9.11	Eythyr Christ yn dyfod yn archeffeiriad y dayoni rrag llaw, trwy dabernacl fwy a’ pherffeithiach, nid o waith 
HEB.9.12	Nid chwaith trwy waed 
HEB.9.13	O blegid os gwaed teirw, a’ geifr a lludw 
HEB.9.14	O ba vaint mwy, y pura gwaed Christ, rrwn trwy yr Ysbryd tragowydd ay offrymmawdd ef y hun yn 
HEB.9.15	Ac am hynny y may ef yn gyfrwngwr, y Testament newydd, megis trwy farfolaeth rron oedd ir gollyngdod y camweddau 
HEB.9.15	Yr Epistol ar ddie merchur cyn y Pasc.
HEB.9.16	O blegid lle bo Testament, rraid yw 
HEB.9.17	Can ys or meirw y cayff y testament eu ’rymm: achos ni does nerth yntho tra vo byw y 
HEB.9.18	Ac wrth hynn ni 
HEB.9.19	Can ys pan ddarffai i Voyses 
HEB.9.20	Gan ddoydyd, hwn yw gwaed y Testament, rrwn a orchmynawdd Dyw y chwi. 
HEB.9.21	Heb law hynny, taynellu hevyd awnay ef y Tabernacl a holl llestri’r gwasanaeth a gwaed. 
HEB.9.22	A’ phob peth 
HEB.9.23	Am hynny angenrreidiol ydoedd y 
HEB.9.24	Can ys nid ir cyssegr
HEB.9.25	Ac nid yw offrymu y hun yn fynych, mal y may yr archeffeiriad yn myned y mewn ir cyssegr
HEB.9.26	(O blegid velly y biase raid iddo ddiodde yn fynych o ddechreuad y byd) eythr yn awr vnwaiih yn diwedd 
HEB.9.27	Ac megis ac y gosoded hyn y ddynion farw vnwaith, ac yn ol hynny 
HEB.9.28	Velly Christ hevyd a aberthwyt vnwaith y doddi pechodeu llawer, yr ail waith heb ddim pechod ir ymddengis ef ir rrai sy yn y ddiscwyl, ir iechaid 
HEB.10.1	OBLEGID y gyfraith rron y may kenthi gyscawd y pethay da a ddaw rrag llaw, ac nid 
HEB.10.2	Pe na bai felly oni pheidiesent wy ac offrymu, am na biase yn awr ddim cydwybod pechod o 
HEB.10.3	Eithr yn yr 
HEB.10.4	Can ys ni ddichin gwaed teirw a’ geifr 
HEB.10.5	O achos pam ac ef yn dyvod ir byd, y dowaid, Aberth ac offrwm nis mynaist: eythyr corph 
HEB.10.6	Abertheu poethion ac aberth 
HEB.10.7	Yno y doydais, Wele fi yn dyvot, (Y may yn escrifennedig ym 
HEB.10.8	Wedi yddo ddoydyt vchod, Aberth ac offrwm, a phoeth‐aberthay, ac offrwmay tros pechawd nis mynaist, ac nis derbyniaist, (rrain a offrymmir wrth y gyfraith) 
HEB.10.9	Yno y dywod ef, Wele fi yn dyfod y wneuthyr dy wollys di, Ddyw, may y yn 
HEB.10.10	Drwy yr hwn wollys, y ddydym wedi yn santeidio, 
HEB.10.11	Am hyny pob effeiriad sy yn sefyll gar bron beunydd 
HEB.10.12	Eithr hwn yma gwedi darfod, yddo vnwaith offrymmu aberth tros pechodau, yn dragwyddol sy yn eistedd ar y llaw ddeau 
HEB.10.13	Gan aros yr hyn sy yn ol, 
HEB.10.14	Can ys ac 
HEB.10.15	Testlaythy yn wir a wna yr ysbryd glan y ni hevyd: can ys ar ol iddo ef ddoyded ymlaenllaw, 
HEB.10.16	Hwn yw ’r 
HEB.10.17	Ac y pechodau ay enwiredd hwynt nid atcoffaa mwy, 
HEB.10.18	Velly lle bo maddeuant y rrain, ni bydd mwy offrwm tros pechawd. 
HEB.10.19	Am hyn vrodyr, can fod y ni rydit y fyned y mewn yr cyssegr drwy waed Iesu 
HEB.10.20	Rryd y ffordd a gysegrodd ef yni yn newydd ac yn fyw, trwyr llenn sef yw trwy y gnawd ef: 
HEB.10.22	Nesawn a chalon gowir a sicerwydd ffydd, wedi puro yn caloneu oddiwrth cydwybod drwg, a golchi 
HEB.10.23	Cadwn 
HEB.10.24	A’ chydystyriwn bawb y gilidd, herwydd annoc cariad, a’ gweithredoedd da, 
HEB.10.25	Ac na wrthodwn eyn cydgy 
HEB.10.26	Can ys os yn wyllyscar y pechwn i ar ol derbyn gwybodaeth y gwirionedd, ni does mwy aberth wedi y adel tros bechode, 
HEB.10.27	Eithr 
HEB.10.28	Yr hwn a dorho cyfraith Voyses yn ddidrigaredd tann ddau, neu dri o dystion y gorfydd yddo farw. 
HEB.10.29	Pa faint dybygwchi mwy dialedd y bernir hwnw a 
HEB.10.30	Can ys ni adoynom y neb a ddywedodd, Myfi 
HEB.10.31	Peth 
HEB.10.32	Gelwch bellach ich kof y dyddiau ayth heibiaw yn yr rain, wedi ywch dderbyn goleuni y goddefasoch vrwydr mawr ac adfyd
HEB.10.33	Tra ddygid chwi allan weithiau trwy 
HEB.10.34	Can ys am fy rrwymay y royddych yn cydolurio a mi, ac a gymerasoch yn llawen yspeil
HEB.10.35	Am hynny na fwriwch y ffordd ych 
HEB.10.36	Can ys rraid ydyw y chwi wrth ymynedd, mal y galloch wedy darffo ywch wneuthyr wollys Dyw, dderbyn yr addewid. 
HEB.10.37	O blegid etto ychydigyn 
HEB.10.38	Sef y kyfion trwy ffydd y bydd byw, eithr o kilia neb, yr enaid mau
HEB.10.39	Eithr ni dydym ni rrai sy yn 
HEB.11.1	FFYDD yn wir, yw 
HEB.11.2	O blegid trwyddi hi yr enillason yr henafiaid air da. 
HEB.11.3	Wrth ffydd y ddym yn dyall wneuthyr y byd trwy ’air Dyw, ac nid o ddim ar oedd yn ymddangos y gwnaythbwyd y pethau y ddym yn y gweled. 
HEB.11.4	Drwy ffydd ir offrymmodd Abel y Ddyw aberth 
HEB.11.5	Trwy ffydd y cymerwyt Enoch ymaith, rrag gweled ange: ac ni chad ef: am ddarfod y Ddyw y gymeryd ef ymaith: eithr cyn y gymeryd ef ymaith, ef a gowser gair, y fod yn bodloni Dyw. 
HEB.11.6	Eithr heb ffydd ni ellir y fodloni 
HEB.11.7	Noe wedi y Ddyw y rebuddio am y pethau nis gwelsid etto, yn llawn o 
HEB.11.8	Drwy ffydd gwedi galw Abraham, yr vfyddhaodd 
HEB.11.9	Trwy ffydd yr aro
