MAT.1.1	Jesucristo Abrahampaj Davidpajpiwan mirayninmanta carkan. Cayka Jesucristopaj abueloncuna: 
2CO.12.21	Manchachicullanitaj, cutimojtiy Diosniy kancuna causa p'enkachinawanmanta, achqhayoj kancunamanta wakachinawanmantapas. Waquinniyquichis unayña juchapi causachcanquichis, manataj Diosman cutirinquichischu khelli caymanta, adulterio juchacunapi caskayquichismanta, viciocunapi puriskayquichismantawan.
2CO.13.1	Caywanka quimsa cutitaña watuskayquichis. Tucuy imata chaypi arreglaconka iscay chayri quimsa testigopaj niskanwan. 
2CO.13.2	Ñaupaj juchallicojcunata tucuy juchallicojtapas nini, imaynatachus iscaycaj watuskaypi nerkayquichis, cunanpas carupi cachcaspa ujtawan nini: jamuspaka, mana uyarispa castigasaj. 
2CO.13.3	Kancuna masc'achcanquichis sut'inta ricuchinayta noka uqhunta Cristo parlaskanta. Cristoka mana mana atiyniyojchu, manachayri atiyninta ricuchin kancuna uqhupi. 
2CO.13.4	Cierto mana callpayoj jina chacataska carkan, chaywanpas Diospaj atiyninwan causachcan. Ajinallatataj nokaycupas mana callpayoj jina caycu, manachayri Diospaj atiyninwan Cristowan cusca causasajcu, kancunata sirvinaycupaj.
2CO.13.5	Kancuna quiquiyquichis khawaricuychis, ¿ciertotachu Cristopi firme creyente canquichis? Ricuchicuychis. ¿Manachu reparacunquichis Jesucristo kancunapi caskanta, icha manachu creyente canquichis? 
2CO.13.6	Chaywanpas confiani rejsinayquichista nokaycu apóstol caskaycuta. 
2CO.13.7	Diosmanta mañaycu mana allinta ama ruwanayquichispaj. Chayta mañaycu, nokaycu allin apóstol caskaycuta mana ricuchinallaycupajchu, manachayri kancuna allinta ruwanayquichispaj, waquincuna mana allin caskaycuta creewanquichischu chaywanpas. 
2CO.13.8	Mana imatapas verdad contra ruwaycumanchu, manachayri verdad cajta ruwaycu. 
2CO.13.9	Chayraycu cusicuycu pisi callpayoj caycu chhica, kancunacaj callpayoj canayquichispaj. Nokaycu oracionta ruwallasajcupuni, allin creyente canayquichispaj. 
2CO.13.10	Manaraj jamuchcaspa, cay cartata escribimuyquichis, jamuspa mana c'aminaypaj apóstol cayniywan. Chayta Señor kowan, mana ñut'unaypajchu, manachayri kancuna cristiano causaypi wiñanayquichispaj.
2CO.13.11	Tucuchapunaypaj, hermanocuna, munani cusiska causanayquichista. Masc'aychis allin creyente cayta causayniyquichispi. Animanacuychis, uj ujcunawan sumaj allinpi causaychis sonko tiyaycuypiwan. Munacoj Dios, sonko tiyaycuchej, kancunawan canka. 
2CO.13.12	Uj ujcuna saludanacuychis uj santo much'aycuywan. 
2CO.13.13	Tucuy creyentecuna Señorpi saludamusunquichis.
2CO.13.14	Señor Jesucristopaj favornin, Diospaj munacuynin, Santo Espiritupaj causaynin tucuy kancunawan cachun. Ajina cachun.
GAL.1.1	Noka, Pablo, cachaska apóstol cani, mana runacunapaj ajllaskanchu, ni cachaskanchu, manachayri Jesucristo quiquinpaj, payta causarichej Dios Tatapajpiwan. 
GAL.1.2	Nokawan cachcaj tucuy hermanocunawan cusca cay cartata escribimuni Galacia provinciapi caj iglesiacunaman. 
GAL.1.3	Dios Tatanchis Señor Jesucristopiwan favorninwan sonko tiyaycuyninwan kancunata bendicichun. 
GAL.1.4	Dios Tatanchispaj munaskanman jina Jesucristo juchanchisraycu wañorkan, Dios contra caj mana allincunamanta salvanawanchispaj. 
GAL.1.5	¡Dios alabaska cachun wiñaypaj! Ajina cachun.
GAL.1.6	Noka musphani rato Diosmanta carunchacuskayquichismanta, waj evangeliota jap'ekanayquichispaj. Dios Cristopaj munacuyninraycu wajasunquichis, salvaska canayquichispaj. 
GAL.1.7	Cierto, mana waj evangelioka canchu. Waquin runacunataj pantachisunquichis, Cristopaj salvación evangelionta k'ewiyta munaspa. 
GAL.1.8	Willaskaycu evangeliomanta pipas waj evangeliota willajka, maldiciska cachun, noka quiquiypas janaj pachamanta jamoj angelpas waj jinata willajtenka. 
GAL.1.9	Ñaupaj nerkayquichis, cunanpas nillayquichistaj, jap'ekaskayquichis evangeliomanta pipas waj evangeliota willajka, maldiciska cachun.
GAL.1.10	Mana runacunatachu agradayta munani, manachayri Diosta. ¡Runacunallawan allinpi cayta munayman chayka, manaña Cristopaj sirvejninchu cayman!
GAL.1.11	Hermanocuna, cayta yachaychis, mana runamantachu nokapaj willaskay salvación evangelioka. 
GAL.1.12	Mana runamantachu jap'ekani ni yachakanipas, manachayri Jesucristo quiquin sut'inchawan.
GAL.1.13	Kancuna uyarerkanquichischari, ñaupaj judío religionpi cachcaspa, Diospi creyentecunata sinchitapuni ñac'aricherkani, tucuchayta munaspa. 
GAL.1.14	Judío religionpi cachcaspa, abueloycunapaj costumbrencunata astawan wakaycharkani wiñajmasiycunamanta nejtenka. Chayraycu paycunamanta astawan junt'ajpuni carkani religionniypaj costumbrencunata. 
GAL.1.15	Chaywanpas manaraj nacichcajtiy, Dios munawaskanman jina ajllawarkan favorninraycu. 
GAL.1.16	Churin Jesucristota rejsichiwan, salvación evangeliota willanaypaj mana judiocunaman. Chhicataj mana pimanpas purerkanichu Cristomanta tapucoj. 
GAL.1.17	Ni Jerusalenman purerkanichu, nokamanta ñaupaj caj apostolcunata tapucunaypaj, manachayri chhicapacha Arabiaman purerkani. Chaymantataj Damasco llajtaman cutimuni.
GAL.1.18	Quimsa watamanta Jerusalenman purerkani, Pedrowan tupaj. Chunca phichkayoj p'unchaytataj paywan quedacorkani. 
GAL.1.19	Chaypi mana mayken apostolcunatapas ricorkanichu, manachayri Señorpaj hermanon Santiagollata ricorkani. 
GAL.1.20	Diospaj ñaupakenpi segurayquichis, ciertotapuni mana llullacuspa escribimuchcayquichis.
GAL.1.21	Chaymanta purerkani Siria, Cilicia provinciacunaman. 
GAL.1.22	Chayraycu Judea provinciapi Cristopi caj creyentecuna manaraj rejsiwarkancuchu. 
GAL.1.23	Paycunaka uyarillarkancu: “Payka ñaupaj ñac'arichiwarkanchis nokanchista tucuchayta munaspa; cunanka creeskanchis evangeliota willaspa purichcan” nejta. 
GAL.1.24	Nokaraycutaj Diosta alabarkancu.
GAL.2.1	Chunca tawayoj watamanta ujtawan Jerusalenman purerkani Bernabewan, Titota pusaspa. 
GAL.2.2	Dioska sut'inchawarkan purinaypaj. Jerusalenpiña creyentecunapaj curaj dirigentencunawan uj tantacuypi, mana judiocuna uqhupi salvación evangeliota willaskayta sut'incharkani. Chayta ruwarkani, ruwaskay ruwachcaskaypas yankhapaj cananta mana munaspa. 
GAL.2.3	Chaypi nokawan cachcaj Tito, griego cayninwanpas, mana obligaskachu carkan circuncisión costumbre ruwananpaj. 
GAL.2.4	Waquin falso creyentecuna pacamanta nokaycu uqhuman yaycumuskacu, Cristo Jesuspi salvaska caskanchista khamisiyanancupaj, ujtawan leypaj mandaskanta ruwayta munaspa. 
GAL.2.5	Ni uj chhicantapas paycunawan apachicuycuchu. Imaraycuchus munarkaycu verdad salvación evangelio kancunapaj cananta.
GAL.2.6	Jerusalenpi caj dirigentecuna mana imatapas wajtaka niwarkancuchu. (Nokamanka mana importawanchu ima paycuna caskanka, Dioska mana waj wajtachu khawan uj ujcunata.) 
GAL.2.7	Mana imatapas wajta niwaspa jap'ekawarkancu, cay cargota Dios kowaskanta reparaspa, salvación evangeliota willanaypaj mana judiocunaman, imaynatachus Pedromanpas Dios cargota kon, salvación evangeliota willananpaj judiocunaman, ajinata. 
GAL.2.8	Dios apóstol cargota kospa, Pedrota judiocunaman cacharkan. Chay quiquin Diosllataj apóstol cargota kospa, nokatapas cachawan mana judiocunaman.
GAL.2.9	Ajinamanta Jerusalenpi caj creyentecunapaj athun dirigentencuna, Santiago, Pedro, Juanpiwan, rejserkancu Dios cay cargota kowaskanta. Nokata Bernabetawan jap'iycuwarkancu, llanc'ajmasincupaj jap'ekawaskancuta ricuchinancupaj. Uj yuyaylla carkancu, nokaycu mana judiocuna uqhupi llanc'anaycupaj, paycunataj judiocuna uqhupi llanc'anancupaj. 
GAL.2.10	Pobrecunamanta yuyaricunallaycuta mañawarkancu. Chayta nokapas tucuy sonkowan ruwarkani.
GAL.2.11	Pedro Antioquía llajtaman purejtin, uyanpi c'amerkani ruwachcaskan jucha caskanraycu. 
GAL.2.12	Ñaupajta miqhuchcarkan mana judío creyentecunawan. Santiagowan purej runacuna chayamojtincu, Pedroka ithiricaporkan mana judío creyentecunamanta. Manañataj paycunawan miqhorkanchu, circuncisionpi tucuy judiopaj leyninpipas sinchita jap'icojcunata manchacuspa. 
GAL.2.13	Waj judío creyentecunapas Pedrowan juntacullarkancutaj iscay uya cayninpi. Bernabenintin paycunawan apachicorkan. 
GAL.2.14	Chayraycu verdad salvación evangelioman jina mana puriskanta ricuspa, tucuy creyentecunapaj ñaupakenpi Pedrota c'amerkani: “Kan judío canqui, mana judío jinataj causachcanqui. ¿Imaraycutaj obligayta munanqui mana judío creyentecunata judío jina causanancupaj?” nispa.
GAL.2.15	Nokaycoka naciskaycumantapacha judiocuna caycu, mana waj diospi creej juchasapacunachu. 
GAL.2.16	Chaywanpas yachanchis, ni pipas Moisespaj leyninta junt'aspachu salvacun, manachayri Jesucristopi creespalla. Chayraycu nokaycupas Jesucristopi creeycu, cay creeskaycuraycu salvaska mana juchayoj canaycupaj, manataj leypaj mandaskanta junt'aspachu.
GAL.2.17	Cunan Cristopi salvacionta masc'achcaspa, riqhurinchis nokanchispas juchasapa caskanchista. ¿Cayri niytachu munan, Cristoraycu juchasapa caskanchista? ¡Mana jinachu! 
GAL.2.18	Salvaska canaypaj sakeskay leyman ujtawan cutiyman chayka, noka quiquiy juchayoj cani. 
GAL.2.19	Nokaka leyta mana junt'ayta atispa, wañuska jina cani leypaj, Diosllapajña causanaypaj. Cristowan chacataska cani. 
GAL.2.20	Manaña nokachu causani, manachayri Cristo causan nokapi. Cunan cuerpoypi causaskaytaka causani Diospaj Churinpi creeskaywan. Munacuwaspa, nokaraycu wañorkan. 
GAL.2.21	Diospaj qhuyapayacuyninta mana wasanchayta munanichu. Leyta casuspa uj salvacunman chayka, Cristopaj wañuskan yankhapaj canman.
GAL.3.1	¡Mana yuyayniyoj Gálata runacuna! ¿Pitaj pantachisunquichis? Sut'inta willarkayquichis chacataska Jesucristomanta. 
GAL.3.2	Cayllata contestanawayquichista munani: ¿Moisespaj leyninta casucuspachu Diospaj Espiritunta jap'ekarkanquichis, icha evangelio uyariskayquichista creespachu? 
GAL.3.3	¿Sinchi sonsochu canquichis? Santo Espirituwan mosoj causayta kallarispa, cunantaj tucuchayta munanquichis kancunapaj ruwaskayquichiswan. 
GAL.3.4	¿Yankhapajchu achqha sumajcunata ricorkanquichis? ¡Mana yankhapaj canmanchu! 
GAL.3.5	Dios Espiritunta kancunaman kospa, kancuna uqhupi milagrocunata ruwarkan. ¿Imaraycutaj ruwarkan? Mana leyta junt'askayquichisraycuchu, manachayri uyariskayquichis evangeliota creeskayquichisraycu.
GAL.3.6	Abraham Diospi creerkan, chayraycu Dios justo mana juchayojpaj jap'ekarkan. 
GAL.3.7	Chayraycu kancuna yachanayquichis, Abrahampaj verdadero miraynenka creyentecuna cancu. 
GAL.3.8	Dios ñaupajmanta ricucherkan mana judiocunatapas salvananta creeskancuwan, imaraycuchus Escriturapi Abrahamman willarkan cay sumaj noticiata: “Kan uqhunta tucuy nacioncunapi caj runacuna bendiciska cankacu” nispa. 
GAL.3.9	Ajinamanta creyentecunaka creej Abrahamwan cusca bendiciska cancu.
GAL.3.10	Moisespaj leyninpi confiacojcunaka maldiciska cancu. Escrituraka nin: “Ley libropi tucuy escribiska cajta manapuni junt'ajka maldiciska cachun” nispa. 
GAL.3.11	Ajinamanta sut'i cachcan, leypaj mandaskanta casucuspaka mana pipas salvacunchu juchamantaka. Escrituraka nin: “Salvaska runaka creeskanwan causanka” nispa. 
GAL.3.12	Moisespaj leynin junt'anaka mana creeychu, imaraycuchus nin: “Leypaj tucuy mandaskanta junt'ajka causanka leyta junt'askanwan.”
GAL.3.13	Leyta mana junt'askanchisraycu castiganapaj canchis. Chay maldicionmanta Cristo librawanchis. Maldicionninchis Cristota wañuyman apan. Escritura nin: “Maldiciska tucuy c'aspipi warcuska wañojka” nispa. 
GAL.3.14	Cay pasarkan, Abrahamman Diospaj prometiskan bendición Cristo Jesusraycu chayananpaj mana judiocunamanpas. Jesucristopi creeskanchisraycu tucuyninchis Diospaj prometicuskan Santo Espiritunta jap'ekanchis.
GAL.3.15	Hermanocuna, runapaj contratonmanta ejemplowan yachachiskayquichis. Uj runa contratota ruwaspa firmajtenka, mana pipas mana valichiyta atinchu, ni yapaytapas. 
GAL.3.16	Ajinallatataj Dios compromisota ruwarkan Abrahamman mirayninmanpiwan. Escrituraka mana achqhayojmantachu nin; manachayri ujllamanta nin “mirayniyquiman” nispa, chay runataj Cristo. 
GAL.3.17	Niskayka cay: Dios uj compromisota Abrahamwan ruwarkan. Chaytaj Cristopi junt'acun. Moisespaj leynenka koska carkan tawa pachaj quimsa chuncayoj wata khepataraj. Chayraycu leyka Diospaj ñaupaj comprometicuskanta mana mana valichinmanchu. 
GAL.3.18	Sichus Moisespaj leyninta junt'ajtinchis, Dios salvacionta konawanchis canman carkan chayka, manaña kasilla compromisochu canman. Dioska Abrahamman comprometicun, salvacionta kasilla konanpaj.
GAL.3.19	Chhicari ¿imapajtaj sirvin Moisespaj leyninri? Leyka khepata koska carkan, runacunaman mana casucuskancuta ricuchinapaj, Diospaj comprometicuskan Cristo jamunancama. Dios angelnincunata Moisesman cacharkan leynincunata konanpaj, Moisestaj runacunaman pasachinanpaj. 
GAL.3.20	Mosoj compromisopi mana necesitacunchu pasachejka, Dios pay quiquin kojtenka. Dioska ch'ullalla.
GAL.3.21	¿Cayri niytachu munan, Moisespaj leynin Diospaj compromison contra caskanta? ¡Mana jinachu! Sichus leyka salvación causayta koyta atinman chayka, chhicaka leypaj mandaskanta casucuspa libracunman juchachaskamanta. 
GAL.3.22	Escriturapaj niskanman jina tucuy runacuna juchapi cancu preso jina. Chayraycu Jesucristopi creejcunacajka Diospaj prometicuskan salvacionta jap'ekankacu.
GAL.3.23	Manaraj evangeliota willarachcajtin, leyka presochawarkanchis, suyachiwanchistaj evangelio sut'inchacunancama. 
GAL.3.24	Imaynatachus wawa cuidaj wawacunata pusan, ajinallatataj leyka Cristoman pusawanchis, juchamanta salvaska cananchispaj Cristopi creejtinchis. 
GAL.3.25	Cunanka Cristopaj evangelionpi creenchisña, manaña leypaj presochaskanchu canchis. 
GAL.3.26	Jesucristopi creeskayquichisraycu tucuyniyquichis kancuna Diospaj wawancuna canquichis. 
GAL.3.27	Bautismoraycu Cristowan ujchaska canquichis, Cristowan p'achalliska jina. 
GAL.3.28	Manaña importanchu judío, griego, patronniyoj, mana patronniyoj, khari, warmi canaka, imaraycuchus Cristo Jesuswan ujchaska caspa, tucuyniyquichis ujlla canquichis. 
GAL.3.29	Sichus Cristopajta canquichis chayka, Abrahampaj miraynin canquichis, Diospaj prometicuskanta jap'ekajcuna.
GAL.4.1	Cayta nillanitaj: Herencia jap'ej, wawaraj cajtenka, tucuy imamanta dueño cacuchcan chaywanpas, uywaskacuna jinalla cacuchcan. 
GAL.4.2	Waj runa paypaj cajcunata cuidan chayri wakaychan, tatanpaj niskan p'unchaypi herencianta jap'ekanancama. 
GAL.4.3	Ajinallataj nokanchiswan pasan. Wawa jinaraj cachcajtinchis, religión costumbrecunapaj mandaskan cachcarkanchis. 
GAL.4.4	Diospaj ajllaskan tiempo junt'acojtin, Dios Churinta cachamun. Uj warmimanta nacerkan, Moisespaj leyninta casucojta, 
GAL.4.5	religión leypi causachcajcunata salvanawanchispaj, Dios wawancunata jina jap'ekanawanchispaj. 
GAL.4.6	Diospaj wawancunaña caskanchista sut'inchanawanchispaj, Dios Churinpaj Espiritunta cachamuwanchis nokanchispaj sonkonchiscunaman. Chay Espíritu nin: “¡Tatáy!” nispa. 
GAL.4.7	Ajina ari, kan manaña leypaj presonchu canqui, manachayri Diospaj wawan. Wawan cajtiyquitaj, Dios herenciata kosunqui Cristoraycu. Chaymi munaynenka.
GAL.4.8	Manaraj verdadero Diosta rejsichcaspa, falso dioscunata sirverkanquichis, presocuna jina. 
GAL.4.9	Cunanka Diosta rejsinquichisña; niyta munani Dios kancunata rejsisunquichisña, ¿imaynatataj cutiwajchis, chay mana callpayoj pobre religioncunata sirvinayquichispaj preso jina? 
GAL.4.10	Kancunaka wakaychanquichis p'unchaycunata, quillacunata, tiempocunata, watacunata ima. 
GAL.4.11	¡Sinchita manchachicuni yankhapajchus llanc'askayta kancuna uqhupi!
GAL.4.12	Hermanocuna, rogayquichis: Noka jina leymanta libre caychis. Kancuna jina mana leyniyojman tucuni. Kancunataj mana ima mana allintapas ruwawarkanquichischu; allinta jap'ekawarkanquichis. 
GAL.4.13	Kancuna yachanquichis salvación evangeliota willarkayquichis, onkoska cachcaspa. 
GAL.4.14	Onkoska cajtiypas, mana despreciawarkanquichischu, nitaj negawarkanquichischu, manachayri jap'ekawarkanquichis Diospaj uj angelninta jina, Jesucristopas cayman carkan jinata. 
GAL.4.15	¿Imataj pasan chay cusicuyniyquichiswanri? Kancunamanta nini, atiwajchischus carkan chayka, ñawiyquichistapas orkhocuspa kowanquichisman carkan. 
GAL.4.16	Cunanri ¿enemigoyquichischu capuni verdadta kancunaman niskayraycu?
GAL.4.17	Chay llulla yachachejcuna sinchita munancu sonkoyquichista suwayta, manataj allinniyquichispajchu. Nokaycumanta apakayta munancu, paycunata casunayquichispaj. 
GAL.4.18	Ujcunata yanapayta munanaka allin, chaywanpas sumaj sonkowan allinniyquichispajpuni cachun, mana kancuna uqhupi cachcajtillaychu. 
GAL.4.19	Wawitaycuna, ujtawan kancunaraycu nanaycunawan ñac'arini uj onkoj warmi jina. Ñac'arisajpunitaj cristiano causayniyquichispi wiñanayquichiscama. 
GAL.4.20	Cunanpacha kancunawan cayta munayman, sumajta parlapayanaypaj. ¡Ni imanayta atinichu kancunamanta!
GAL.4.21	Niwaychis kancuna, Moisespaj leyninta casucuspa salvacuy munajcuna, ¿manachu leypaj niskanta uyarerkanquichis? 
GAL.4.22	Leyka nin Abraham iscay churiyoj caskanta: ujnin esclavanmanta, ujnintaj librecaj esposanmanta. 
GAL.4.23	Esclavapaj wawanka nacerkan tucuy wawa jina; librecaj esposanpaj churintaj nacerkan Diospaj prometicuskan junt'acunanpaj. 
GAL.4.24	Caytaj niyta munan: iscaynin warmicuna iscay compromisoman ninacun. Ujnin Sinaí lomamanta koska, caytaj Agarman rijch'acun. Cay Sinaí leypi casucojcunaka nacincu leypaj mandaskanpi canancupaj. 
GAL.4.25	Agarka Arabiapi caj Sinaí loma jina, cunan Jerusalenman rijch'acoj. Chay llajtayoj runacunaka wawancunantin leypaj mandaskanpi cancu. 
GAL.4.26	Janaj pacha Jerusalentaj libre. Nokanchistaj paypaj wawancuna canchis. 
GAL.4.27	Escritura nin:
GAL.4.27	“Cusicuy, mana wawacoj warmi,
GAL.4.27	kan mana wawacunayoj.
GAL.4.27	Cusicuywan wajach'acuy,
GAL.4.27	kan parto nanaycuna mana rejsej.
GAL.4.27	Wijch'uska warmeka achqha wawacunayoj
GAL.4.27	canka kosayoj warmimanta nejtenka.”
GAL.4.28	Hermanocuna, kancunaka Isaac jina canquichis, Diospaj prometicuskan wawacuna. 
GAL.4.29	Imaynatachus chay tiempopi runaman jinalla nacej chureka Santo Espiritupaj atiyninwan nacej churita ñac'aricherkan, ajinallatataj cunan runacuna ñac'arichiwanchis. 
GAL.4.30	¿Ima nintaj Escriturari? Nin ari: “Wijch'uy esclavata churintinta, imaraycuchus esclavapaj churenka herenciata jap'iyta mana atinchu libre churiwanka.” 
GAL.4.31	Ajinamanta, hermanocuna, mana esclavapaj wawancunachu canchis, manachayri libre cajpajta.
GAL.5.1	Cristo librawarkanchis libre cananchispaj. Chayraycu kancunaka firme caychis chay salvaska libre caskayquichispi. Amataj ujtawan cutiychischu leypaj mandaskan preso jina canayquichispaj.
GAL.5.2	Uyariwaychis; noka, Pablo, niyquichis: Sichus kancuna circuncisión costumbrewan salvacunapaj purinquichis chayka, Cristo ni imapaj sirvisunquichischu. 
GAL.5.3	Ujtawan niyquichis: Pi runapas circuncidacun salvacunanpaj chayka, obligaskallataj Moisespaj tucuy ley mandaskanta junt'ananpaj. 
GAL.5.4	Kancuna, leyta junt'aspa juchamanta libre cay masc'ajcuna, Cristomanta carunchacunquichis Diospaj munacuyninmantapas. 
GAL.5.5	Nokanchiska Santo Espirituwan creeskanchispiwan juchamanta libre canapaj suyacunchis. 
GAL.5.6	Cristo Jesuswan ujchaska canchis chayka, ni imapaj valinchu circuncidaska cana chayri mana circuncidaska caypas. Jesucristopi creeycaj valin, cay creeyninchistaj munacuywan causachiwanchis.
GAL.5.7	Kancuna allinta purichcarkanquichis. ¿Pitaj pantachisunquichis verdadcajta mana casunayquichispajri? 
GAL.5.8	Chayka mana kancuna salvaj Diosmantachu. 
GAL.5.9	Nincu: “Uj chhican levadura enteron masata pokochin.” 
GAL.5.10	Señorpi confiacuni, kancuna mana waj jinata purinayquichispaj. Pichus pantachisunquichis chaytaka Dios castiganka, pipas cachun.
GAL.5.11	Hermanocuna, noka yachachiymanraj creyentecuna circuncidacunanta salvaska canancupaj chayka, judiocuna manaraj ñac'arichiwancumanchu. Ajina cajtenka, mana phiñacuncumanchu, “Salvanawanchispaj Cristo cruzpi wañorkan” nispa willajtiypas. 
GAL.5.12	¡Chay circuncisión costumbrewan kancunata pantachejcuna ujpitapas paycuna quiquin capacuncuman!
GAL.5.13	Hermanocuna, kancunaka libre canapaj wajaska canquichis. Cay libre caskayquichiswan amataj cuerpoyquichispaj munaskan juchacunata ruwaychischu, manachayri uj ujcuna yanapanacuychis munacuywan. 
GAL.5.14	Cay tucuy leyka junt'acun cay ch'ulla mandamientollapi: “Runamasiyquita munacuy kan quiquiyquita jina.” 
GAL.5.15	Cuidacuychis, kancunapura animalcuna jina c'utunacuspa, miqhunacuspa, kancuna quiquiyquichis ch'usajman tucuwajchis.
GAL.5.16	Niyquichis ari: Espiritupaj munaskanman jina causaychis, amataj masc'aychischu cuerpoyquichispaj mana allin munaskancunapi cusicuyta. 
GAL.5.17	Cuerpoyquichispaj mana allin munaskancunaka Espiritupaj munaskan contra. Espiritutaj cuerpoyquichispaj mana allin munaskancuna contra. Iscaynincu chejninacun, chayraycu munaskayquichis ruwayta mana atinquichischu. 
GAL.5.18	Santo Espíritu pusasunquichisña chayka, manaña leypaj mandaskanpichu canquichis.
GAL.5.19	Sut'ita riqhurincu picunachus mana allinta munaskancuman jina ruwajcunaka: adulterio juchata ruwajcuna, mana casaraspa tucuywan meticojcuna, khelli viciopi purejcuna, 
GAL.5.20	ruwaska dios adorajcuna, laykacuna, chejnicojcuna, ch'ajwajcuna, celanacojcuna, phiñaricojcuna, churanacojcuna, t'ipinacojcuna, partido ruwacojcuna, 
GAL.5.21	envidiacojcuna, runa wañuchejcuna, machajcuna, miqhuylla munajcuna, waj mana allin cajcunapas. Chaycunata niyquichis ama ruwanayquichispaj, imaynatachus ñaupajta nerkayquichisña. Chay jina ruwajcunaka Diospaj gobiernonman mana yayconkacuchu.
GAL.5.22	Santo Espiritupaj uriynenka caycuna: munacuy, cusicuy, sonko tiyaycuy, pacienciayoj cay, allin sonkoyoj cay, sumaj cay, niskanta junt'aj, 
GAL.5.23	humilde cay, causayninpi sumaj puriy. Chaycuna contra mana ni ima ley canchu. 
GAL.5.24	Jesucristopaj cajcunaka wañuska jina cancu, mana cuerponcupaj mana allin munaskancunapi purinancupaj. 
GAL.5.25	Cunanka Santo Espiritumanta causachcaspa, payllawantaj pusachicunanchis.
GAL.5.26	Mana pay pay tucojchu cananchis, ni churanacuyllaman purej, ni envidianacoj.
GAL.6.1	Hermanocuna, pipas juchaman urman chayka, firme creyentecuna yanapaychis Diosman cutirinanpaj. Sumaj munacuywan yanapaychis, cuidacuspa, mana kancunapas juchaman urmanayquichispaj. 
GAL.6.2	Yanapanacuychis pruebacunata aguantayta. Ajinamanta Cristopaj leyninta junt'anquichis.
GAL.6.3	Pipas ima caskanta yuyacun mana imapas cachcaspa Diospaj ñaupakenpi chayka, pay quiquin engañacun. 
GAL.6.4	Sapa uj reparacunan imayna causaskanta; allin cajtenka pay quiquin cusicunan, mana wajcunapaj causaskanta khawaspa. 
GAL.6.5	Sapa uj ruwanancunata junt'anan.
GAL.6.6	Diospaj palabran yachakajka yachachejninta yanaparinan cajnincunawan.
GAL.6.7	Ama engañacuychischu, mana pipas Dioswan burlacunmanchu; runaka tarpuskanta ajthapenka. 
GAL.6.8	Pichus tarpun cuerponpaj mana allin munaskancunata agradananpaj chayka, chaymanta ajthapenka infiernota. Pichus tarpun Santo Espiritupaj munaskancunata agradananpaj chayka, chaymanta ajthapenka wiñay causay salvacionta. 
GAL.6.9	Ajinaka allin ruwayta mana sayc'unanchischu; mana desanimacusunchu chayka, premio kona tiempopi allin ruwaskanchiscunamanta ajthapisunchis. 
GAL.6.10	Chayraycu atiskanchisman jina allincunata ruwasunchis tucuy runapaj, astawanraj creyentemasinchiscunacajpajka.
GAL.6.11	¡Khawariychis, may athun letracunawan escribimuchcayquichis quiquin maquiywan! 
GAL.6.12	Circuncisión costumbreta obligay munajcunaka runacunawan allinpi canallancupaj ruwancu, mana chejnichicunancupaj Cristopaj cruzpi wañuskan salvación evangelioraycu. 
GAL.6.13	Circuncisión obligajcunapas tucuy leypaj mandaskanta mana junt'ayta atincuchu; astawanka circuncidaska canayquichista munancu, cuerpoyquichispi circuncidaskawan cusicunancupaj. 
GAL.6.14	Nokaka Señorninchis Jesucristopaj cruzpi wañuskan salvación evangeliollapi cusicuni. Chay jina Cristopaj wañuskanraycu, mana creyente runapaj causaynenka wañuska jina nokapajka, nokapas wañuska jina cani chay jina causayman. 
GAL.6.15	Circuncidaska caypas mana circuncidaska caypas ni imapaj valinchu; manachayri mosoj runaña caskanchiscaj valin. 
GAL.6.16	Yachachiskayman jina tucuy causajcuna, Diospi tucuy verdadero creyentecunapas, kancuna jap'ekaychis Diospaj sonko tiyaycuyninta qhuyapayacuynintawan.
GAL.6.17	Cunanmanta jakaynejman mana munanichu ni pipas chay religión costumbrecunawan molestanawanta; cuerpoypi nanachiwaskancu t'iricuna ricuchin Jesuspaj apostolnin caskayta. 
GAL.6.18	Hermanocuna, Señorninchis Jesucristo favorninwan tucuy kancunata bendicichun. Ajina cachun.
EPH.1.1	Noka, Pablo, Diospaj munayninraycu Jesucristopaj apostolnin, cay cartata escribimuyquichis Efeso llajtapi Diospajta cajcunaman, Cristo Jesuspi creyentecunaman. 
EPH.1.2	Dios Tatanchis Señor Jesucristopiwan favorninwan sonko tiyaycuyninwan kancunata bendicichun.
EPH.1.3	Señorninchis Jesucristopaj Dios Tatanta alabasunchis. Cristowan ujlla caskanchisraycu, Dios bendiciwanchis tucuy ima janaj pacha bendicioncunawan. 
EPH.1.4	Manaraj cay pacha ruwaska cachcajtin, Dios ajllawanchis Cristopi, ñaupakenpi payllapaj allin causaywan mana juchayoj cananchispaj. 
EPH.1.5	Munacuskanraycu churawanchis wawancuna jina jap'ekaska cananchispaj Jesucristo uqhunta munayninman jina. 
EPH.1.6	Chayraycu Diosta alabanchispuni sumaj glorioso favorninmanta, chaywan achqhata bendiciwanchis munaska Churin uqhunta. 
EPH.1.7	Athun munacuyninpi Dios Churinpaj jich'askan yawarninwan salvawanchis, juchanchiscunata perdonawanchis. 
EPH.1.8	Dios munacuyninta ricuchiwanchis, tucuy yachayta entendiytawan nokanchisman kospa. 
EPH.1.9	Pacaska munayninta rejsichiwanchis, ruway munaskanta pay quiquin junt'ananpaj. 
