MAT.1.1	SIN AK'SIN Jesus Christ David okkuai' Abraham okkuai' un'ix o sĭnaks' oaiĕxĕsts. 
MAT.13.15	Am'o o'tappiisĭnna u'skĕttsipŏppĭsts mi'ĕsts, ki okhtok'oauĕsts matomaipumokhtsĭmiu'axau, ki oŏps'puauax naps'tsiiax; mŏksta'apsax moŏps'pix, mŏksta'okhtsĭmsĕsts mokhtok'ĭsts, mŏkstau'okhtsĭmsĕsts mu' skĕttsipŏppists, mŏkstaisauai'tsitasau, nok'staukuttutuawsau. 
MAT.13.16	Atsĭm'siau koŏps'puauax, aiapiau; ki kokhtok'ĭsts, ai'okhtsĭmiau. 
MAT.13.17	Kit au'mŭnĭstopuau, akaiĕm'ix prophetix ki mokŏm'otsitappix ai'puĭnŭmiau mŏk'satsĭsauĕsts annists'isk kitai'nipuauĭstsk ki matsiĭnĭm'axauĕsts; ki mŏk'okhtsisauĕsts annists'isk kitai'okhtsipuauĭstsk, ki matokhtsĭm'axauĕsts. 
MAT.13.18	Okhtok ai'sŭpipummauă parable. 
MAT.13.19	Ma tap' pi okhtsĭs'si nĭn'naiisĭnni istse'poawsĭn, ki sauo'kŏmotokhtsĭssi, itŭm'ipuksipu Sauum'itsitappiuă ki ito'kasattomaie annik' itsŭp'ipumattopik u'skĕttsipŏppi. Annŏk'auk mat'sĭmaie ĭstsŭpipum'ani moksoku'i. 
MAT.13.20	Annŏk' mat'sĭmŏk ĭstsŭpipum'ani ok'otokskui, ai'okhtsĭmiu epo'awsĭnu, ki otse'tametŭksĭnni mat'sĭmaie; 
MAT.13.21	Mat'auŭtsitstsipa kŏk'seksi, ki matakisŭmsu'ats; ikikĭn'etŭksĭnni ki ŭkksĭstutŭk'sĭnni otos'au, atsim'epoawsĭnni ŭn'nikaie ito'toiau, ĭsts'kĭmskŭkiu. 
MAT.13.22	Annŏk' mat'sĭmŏk ĭstsŭpipum'ani ksĭssi'ix, ai'okhtsĭmiu atsĭm'epoawsin; ki annok' pai'tappiisĭnni ĭstap'aitsitani, ki spŭkĭs'sists ito'satstomiauaie atsĭm'epoawsĭnni, ki matsinasiu'ats. 
MAT.13.23	Annŏk' mat'sĭmŏk ĭstsŭpipum'ani ŏkhs'ksŏkkui, ai'okhtsĭmiu Atsĭm'epoawsinni, ki mokŏm'otokhtsĭmaie; ki itsin'asiu, stsikix, kepĭp'puyi, stsik'ix nai'ĭppuyi, stsĭk'ix niip'puyi. 
MAT.13.24	Stsik'i parable an'ĭstsiuax, ki an'iu, Spots'ĭm'ĭstsinnaiisĭnni netum'anĭstsiu Nĭn'au, annŏk' ai'sŭpipumauŏk ŏkh'sisŭppipum'ani otsĭn'sĭmman; 
MAT.13.25	otai'okasax otap'automokix, okatum'i ito'toyiuaie, ki ŏkh'sisŭpipumani ipa'soksŭp'pipumau makap'sŭpipumani, ki itsĭs'tapu. 
MAT.13.26	Ki otsŭs'kĭssi mattuyĭs, ki otsĭn'assi, itŭmĭn'akuo makap'sŭpipumani. 
MAT.13.27	Ki Nin'au otapautomokix otsito'taakax ki an'ĭstsiauaie, Nin'a, Kikŭt'taiĭnsĭmattop'a ŏkhsisŭpipumani kĭtsĭnsĭmman? Tsema ito'to makap'sŭpipumani? 
MAT.13.28	An'istsiuax, Katum'a otap'ĭstntŭksĭnaie. Ap'automokix otan'ikax kikŭt'ŏkhsitŭkkipa nŏk'ittotosĭnan nŏk'sauotsĭsĭnaniau? 
MAT.13.29	Ki an'iu, Sa; sauau'tsĭmĭnoainikiau, makap'sŭpipnmani, kŏkskakŭm'sanotsipnaii ŏkh'sisŭpipumani. 
MAT.13.30	Unnianĭst'sŭskĭsan mŏk'itotosi pokiak'sĭnni: Ki pokiak'sĭnni oto'si, nitak'otŭmanistaiau ai'pokiakix, matom'omoipotokan makap'sŭpipumani, ki ĭs'ksipikan kŏk'ksĭetsĭnsĭssuaiau; ki ĭstŭp'omoipotokan napaiĕn'insĭmman nitapaiĕn'iokoai. 
MAT.13.31	Stsik'i parable an'ĭstsiuax, ki an'iu, Spots' im istsĭn'naiisĭnni netŭm'anĭstsiu mustard ĭstsĭn'sĭmman, annik' mat'sĭmŏk nĭnau, ki ai'sŭpipumau otsĭn'sĭmman; 
MAT.13.32	Itsĭs'tŭpskaiinŭkotsiuaie kŏnai'ĭnsĭmmanĭsts; ki sŭs'kiĭssi, itsĭs'tŭpomŭkkuiau insĭm'mansts, ki itsĭs'tsĭsasiu, ki paiu'tax itotoiau ki itoko'attomiax ĭsto'kŭniksĭsts. 
MAT.13.33	Stsik'i parable an'ĭstsiuax; Spots' im ĭstsĭn'naiisĭnni nitŭm'anĭstsin itai'kopŭtstaupi, annik' mat'sĭmŏk ake'u, ki kaias'attom niuks' kŭmi omŭk'okosix, napaiĕn itui'tsiau, ki ikŏnai'kopŭtstopiau. 
MAT.13.34	Am'ostsk Jesus ikŏnai'sĭtsĭpsattsiuăsts matap'pix parables itai'sĭtsĭpsattsiu; ki sauomai'sĭtsĭpsĭssi parable matomaisĭtsipsatsiuatsax: 
MAT.13.35	Mŏksenŭp'anĭstossi Prophet otanipi, ki an'iu, nimutaksipa'kuiaki parables; nitakse'poattopiau annists'isk kai'sattop'istsk ksŏk'kumă sauomap'ăstotoawsi. 
MAT.13.36	Ki Jesus aiĭs'tŭpskuyiuax matap'pix, ki itsit'sipim nap'ioyis: ki otŭsksĭnĭmats ax otsitota'akax, ki an'iau noksksĭnĭm'atsokĭnan parable makap'itaisŭppipumaupi ĭnsĭm'man. 
MAT.13.37	Nokŭt'anĭstsiuax, Annŏk' itai'sŭpipumauŏk ŏkh'si ĭnsĭmmani Nĭn'au okku'yi am'ĭni; 
MAT.13.38	Insĭm'man konai'tappiua; ŏkh'si ĭnsĭmmani, nĭn'naiisĭnni ĭsto'kos'ix; ki makap'iĭnsĭmmani, Sauum'itsitappiuă o'kosix; 
MAT.13.39	Katum'a annŏk' ai'sŭppipumattomĕsts, Sauum'itsitappiuă itamiu; pokiak'sĭnni ksŏkkum aiksiuo'si; ki aipo'kiakix, atsĭm'otokatatsĭsau, 
MAT.13.40	Manĭsts'aumoipitŭkkipiau makap'ĭnsĭmmanĭsts ki manĭstse'tsĭnĭtspiau; ak'ŭnĭststsiu aiksiuo'si annom' ksŏk'kum. 
MAT.13.41	Nĭn'au okku'i aks'ĭstŭpskuyiuax otatsĭm'otokatatsix, ki ak'omoipotsĭmiauĕsts ikŏnau'kapiĭsts ki anniks'isk matap'pixk, sauum'itsitappiiau ak'omoipotoyiuax; 
MAT.13.42	Ki akitsĭpst'apiksĭstsiauax omŭx'tsi; annim' ak'itstsiau a sain'sĭnni, ki satse'kĭnani. 
MAT.13.43	Mokŏm'otsitappix akotŭmĭk'kŭnasuyeiau, manistsĭk'kŭnasuyipi nato' si, un'oauai otsĭn'naiisĭnni, akotsĭk' kŭnasuyiauaie. Annŏk' itokh'iuŏk ŭnanistokh'tsĭms. 
MAT.13.44	Stsĭki, Spots'im istsĭn'naiisĭnni nitŭm'anĭstsiu treasure kaias'attomaie insĭm'man; kon'ĭssi nĭn'au, mat'aiksasattomaie, kĭ otsetam'etŭksĭnni itsĭs'tapu ki ipum'attopiĕsts otokŏnai'nanĭsts, ki ipum'attomaie annik' ĭnsĭm'manĭk. 
MAT.13.45	Stsik'i, Spotsim ĭstsĭn'naiisĭnni nitŭm'anĭstsiu awkh'pumapiekuŭn otap'sŭmmŏssi ŏkh'six pearls: 
MAT.13.46	Kon'ĭssi tuks'kŭmi pearl akai'ĭxkĭmasiu, itsĭs'tapu, ki ipum'attopiĕsts otokŏnai'nanĭsts ki ipum'attau. 
MAT.13.47	Stsĭk'i, spots' im ĭstsĭn'naiisinni nitŭm'aniststsiu itau'mikaupi, annŏk itsuia'pĭxĭmŏkaie omŭk'sikĭmi, ki itomian'ĭstomoipitŭkkiu: 
MAT.13.48	Itui'tsĭssaie, itopĭts'ŭsskŏpattomiauaie ĭssoots'i, ki ito'piiau, ki ŏkh'six itaisŭppitsi'iau ĭskix; ki makaps'ix istsĭs'tapiksĭstsiiau. 
MAT.13.49	Ak'otŭmanĭstsiu aiksiuos'i ksŏk'kum: atsĭm'otokatatsix ak'sipuksŭpsŭxiau, ki akai'aketaipiksĭstsiiau Sauum'itsitappix ki mokŏm'otsitappix; 
MAT.13.50	Ki akitsipst'apiksĭstsiiau (sauum'itsitappix) omŭx'tsii; annim' ak'itstsiau a saĭn'sĭnni ki satse'kĭnani. 
MAT.13.51	Jesus an'ĭstsiuax kikai'okhtsĭmipuauastsau annists'isk? An'ĭstsiauaie, A, nĭn'an. 
MAT.13.52	Itŭm' anĭstsiuax Annŏk' ai'sĭnakiuŏk ŭsksĭnĭmats'au spots'im istsĭn'naiisĭnni, nitŭm'aniststsiu nĭn'au, iko'yiuŏk, sauauts'ĭmĕsts treasure manists' ki ŭk'aisĭsts. 
MAT.13.53	Ki itŭnĭsts'tsiu, Jesus otaiksiu'attosĕsts annĭsts'isk parables, itsĭstŭpa'atomaie. 
MAT.13.54	Ki otsito'tosi otau'ŭtauŏsĭni otat'oiapioyimoai itsipst'ŭsksĭnĭmatsiuax, ki ek'skaietŭkkiau, ki, an'iau, Tse'ma itotsĭm'atsĕsts am'ok mokŏk'sĭnik, ki am'ostsk ot'omŭkapĭstutŭksists? 
MAT.13.55	Kŭttomai'sauamiu'ats ai'satsakiuă okku'i? Kŭttomaisauainikŏttsiu'ats Oksĭstsi, Mary? Ki omu'pappiipix kŭttomaisauainikŏttsiu'atsax James, ki Joses, ki Simon, ki Judas? 
MAT.13.56	Ki ot'akemix okŭttomaisaiiokŏnopokomok'atsax? Am'o Nĭn'au, Tse'ma itotsĭm'atsĕsts annists'ĭsk? 
MAT.13.57	Ki itś'tsskĭmskŭkiax osto'i. Ki Jesus an'ĭstsiuax, prophet itŭs'tsakŏttau, sauomai'tapposiĕsts otau'ŏsĭni ki otauŭt'okoai. 
MAT.13.58	Otsauomai'tuksuai ŭn'nikaie itsauomapĭstutŭkkiu annim' akatio'yiĕsts ŭkkŭk'umapotŭksĭsts.
MAT.14.1	ANNIK' Herod tetrarch okhtsĭm'attomĕsts Jesus otap'ĭstutsipists, 
MAT.14.2	Ki an'ĭstsiuax otap'otomokix am'omauk John Baptist; enio'sĭnni mat'sipuau; ŭn'nikaie ŭkkŭk'umapotŭksists itap'ĭtutsimĕsts. 
MAT.14.3	Herod ŭkai'eĕniuaie John, ki aiĭs'ksipĭstsiuaie, ki itsok'iuaie osto'iaie Herodias, us Philip otokeman'ĭnaai. 
MAT.14.4	Tŭk'ka John an'ĭstsiuaie matŏkhsiu'ats kŏk'otoŏssi. 
MAT.14.5	Ki otai'aksenitossaie, stun'nuyiuax matap' pix, tŭk'ka ĭsksĭnnu'yiuaxauaie prophet. 
MAT.14.6	Ki otai'totstsĭssi Herod otsit'sipokaiipi, Herodias otŭn'ni itŭt'sikipiu, ki itsŭp'ĭstutuyiuaie Herod. 
MAT.14.7	Itsiksĭs'toatsiuaie atoŭn'ĭssĭnni mŏk'ittokotossaie otan'ĭstopiaie. 
MAT.14.8	Ki oksĭs'tsi otsĭs'tok, ki an'iu, John Baptist otokŏn' ĭstsŭp'potoat omŭk'okos ki annom' ĭstoko'kit. 
MAT.14.9	Ki omŭx'ina itsĭk'oketŭkkiu: ki otŭtoanĭs'si ki otopokau'yemix, ŭn'nikaie itani'u mŏk'okotŏsaie. 
MAT.14.10	Ki itŭp'skŏkiu, ki itsi'kawkokĭtsiauaie John itsĭpsts'okiawpiaie. 
MAT.14.11	Ki otokŏn'itsipuk'sipĭppotopaie, omŭk'okos itsŭp'potopaie, ki ikotauai'e ake'kuŭn: ki ito'tsĭppotuyiuaie oksĭs'tsi. 
MAT.14.12	Ki otŭs'ksĭnĭmatsax itoto'iau ki mat'sĭmiau mostŭm' i, ki ai'akotomiau, ki i'tappoiau ki itŭnĭs'tsiiau Jesus. 
MAT.14.13	Jesus otokh'tsĭmsi, itsĭs'tŭpaatomaie akli'iosatsĭs itsui'akhiosiu, ki ksĭs'tapsksŏkkum itŭpanĭstappo'aie: ki matap'pix otokh'tsĭsau itsiksiuopokiuo'iauaie, otakap'ioyimoauĕsts sŭx'iau. 
MAT.14.14	Ki Jesus itopĭtsĭssa'atomaie, ki nan'nuyiuax akai'tappix, ki kaiĭm'iuax, ki ikut'tutuyiuax otai'oktokosimoauax. 
MAT.14.15	Ki otai'ĭstŭkkŏpsi, otŭs'ksĭnĭmatsax otsitota'akax, ki an'ĭstsiauaie, annom' ksĭs'tapsksŏkkumasiu, ki au'mŭtŭputŭkku; o'tappiisĭnna ŭnnĭstŭps'skos, mŏk'ittapposi akap'ioyĭsts, mŏk'opumattosi aau'ŏsĭn. 
MAT.14.16	Ki Jesus an'ĭstsiuax, matokuiĭstapu'iauats; kotok' mŏks'auattopiau. 
MAT.14.17	Ki an'ĭstsiauaie, annom' nitsinan'anĭsts nĭsittu'yi ke'tanĭsts ki na'tokŭmi mammix'. 
MAT.14.18	An'iu, puk'sipĭppotokikau. 
MAT.14.19	Ki an'ĭstsiuax kŏnai'tappix mŏk'opasax mattu'yikui; ki mat'sĭmĕsts nĭsittu'yĭsts ke'tanĭsts ki na'tokŭmi mam mix', ki, otspisŭp'si itatsĭm'etsĭmĕsts, ki itau'minotsimĕsts; ki ikotsiu'ax otŭs'ksĭnĭmatsax ke'tanists, ki otŭs'ksĭnĭmatsax ikotsiu'ăsts o'tappiisĭnna. 
MAT.14.20	Ki ikŏnau'yiau, ki itoku'yiau: ki mat'sĭmĕsts iau pi'nikĕsts itstsi'ĭsts na'tsikoputtuyi ĭsksĭmmatŭk'iĭssokaiĭsts. 
MAT.14.21	Ki aiiniks'ĭsk au'yixk nĭsitsi' omŭk'sikepĭppix nĭn'ax, ki akex, ki pokax'. 
MAT.14.22	Ki Jesus eikak'imatsiuax otŭs'ksĭnĭnatsax mŏkĭt'sŭppopĭsax akh'iosatsĭs, mŏkotom'apŭmmosax, otsakiaiĭs'tŭpskoŏsaie tappiisĭn'na. 
MAT.14.23	Ki otsĭs'tŭpskoŏsax otappiisĭn'nă, itsitamĭsso' nitum'mo mŏkatsimoiikasi; ki otau'tŭkkussi itsĭttau'piu. 
MAT.14.24	Ki akli'iosatsĭs ai'itŭtsikioo, ki ipawkh'paikimskawp: tŭk'ka, umut'totsŭppopi. 
MAT.14.25	Ki nĭssoo'yi ĭskska'tŭksĭnni koku'yi Jesus itsitappo'ax, omŭk'sikĭmi itokh'itauauŏkau. 
MAT.14.26	Ki otŭs'ksĭnimatsax otsĭnno'ossauaie umuttokhitauau'okani omŭk'sikimi, ap'aitsitaiau, ki an'iau, Sta'awina; ki oko'pusuai itokum'iau. 
MAT.14.27	Ki Jesus kaiĭp'sĭtsĭpsatsiuax, ki an'iu, Ŏkh'sitŭkkik; nitam'i; Piniko'puk. 
MAT.14.28	Ki Peter nokŭt'anĭstsiuaie, Nin'a kŭm'ămieniki ani'kit ksĕsto'a nŏk'itotosi nŏk'itsitŭpauauŏkasi omŭk'sikĭmi. 
MAT.14.29	Ki an'iu, Puk'siput. Ki Peter otĭnnĭsa'atossi akh'iosatsis, itokh'itauauŏkau omŭk'sikĭmi mŏk'ittapposi Jesus. 
MAT.14.30	Ki otsĭnĭs'si eik'sopuyi, itsiko'pum: ki otaumutŭp'sŭppopiisi omŭk'sikĭmi ita'sainiepuyiu, ki au'aniu Nin'a, Kŏmotse'piokit. 
MAT.14.31	Ki Jesus itŭp'sauksikĭns'tsakiuaie ki itsĕn'iuaie, ki an'ĭstsiuaie, ksĕsto'a enŭkaumai'tŭkkiua, kumauk'saietŭkkiks? 
MAT.14.32	Otsito'tosau akh'iosatsis, itsiksĭst'sopu. 
MAT.14.33	Anniks'isk itsŭp'popixk akh'iosatsĭs itoto'iauaie ki atsĭmmĭm'miauaie ki an'iaiu, E'mŭmi kitam'i Ap'istotok'iuă okku'i. 
MAT.14.34	Ki otau'pŭmmossau, itoto'iau Gennesaret ĭstau'ŏssĭni. 
MAT.14.35	Ki annim' ĭstsĭn'ax, ots'ksĭnuoŏssau, itŭp'skŭkiau kŏnŭs'ksŏkkum sa'akapotsi, ki itotsĭp'iauaie ikŏnai'oktokosix: 
MAT.14.36	Ki au'kŏmŏnĭstsiauaie (Jesus) mŏkskaks'ĭxenĭsax oso'kŏsĭm itssaiin'ikaists: ki manĭsts'eipi kaien'ĭmĭx ŭn'nineetsĭmi sokap'okuttotoax.
MAT.15.1	AI'SĬNAKIX ki Pharisees, Jerusalem istsitappimix otsit'totaakax Jesus, ki an'iau, 
MAT.15.2	Tsanĭstapiuats umut'ŭnĭstŭpaipixipiau ŭkaitappix otŭn'ĭssuaiauĕsts? Oyĭs'sax ke'tan, matŭstsĭmiu'ax. 
MAT.15.3	Nokŭt'anĭstsiuax ku'maukanĭstŭpaipĭxipuaiĭsks Ap'ĭstotokiuă otse'poawsĭnni kŏk'satsĭsaai kiksĭs'tapŭnĭssuai? 
MAT.15.4	Ap'ĭstotokiuă an'iu, atsĭmmĭm'mĭsau kĭn'a ki kiksĭs'ta; ki, annŏk' ai'pakosĭnikuyiuŏk un'ni ki oksĭs'tsi, unnianĭstse'ĭnsă. 
MAT.15.5	Ki kitan'ipuau annŏk' an'ĭstsiuŏk un'ni ki oksĭs'tsi, kotŭk'sĭnaie, kitak'ototokuinanipi nĕsto'a, 
MAT.15.6	Ki kŭt'atsĭmmĭmmiuax un'ni ki oksĭs'tsi, paio'toau. Kitse'poawsuauĕsts kumut'saiepumapĭstutsipaie Ap'ĭstotokiuă otse'poawsăn. 
MAT.15.7	Kitsiksĭs'tapokŏmmotsitappiansuai! Esaias prophet kit'sokapenŭpanikoau, ki an'iu, 
MAT.15.8	Am' ox matap'pix nimut'astokokiau maau'ĕsts, ki nimut'atsĭmmĭmmokiau oto'ŭniuauĕsts: ki u'skĕttsipŏppuanĕsts nitsĭp'piokokiĕsts. 
MAT.15.9	Nitsiksĭs'tapatsĭmmĭmmokiau, ŏk'aumaitsipĭsts ăt'suaiĭsksĭnĭmats'iauax nĭn'ax otan'ipuauĕsts. 
MAT.15.10	Ki nan'nikŏttsiuax o'tappiisĭnna ki an'ĭstsiuax, Okh'tok, ki sokap'okhtok; 
MAT.15.11	Annik' itsŭp'popiik maoi'i matokapĭstotok'atsaie nĭn'aii; annik' sŭk'siik maoi'i itokapĭstutuyiu'iu'aie nĭnaii. 
MAT.15.12	Ki otŭsksĭnimats'ax otsĭtota'akax ki otan'ikax kikŭt'ŭsksĭnipa Pharisees otsĭs'kŭksau otokh'tsĭsau annik' epo'awsĭnik? 
MAT.15.13	Ki nokŭt'ŭniu, kŏnai'sŭpipumanĭsts Nin'a spots'im okŭt'taisŭpipumattopĭstsi ak'sŭskŏpattopiĕsts. 
MAT.15.14	Amau'patokau; naps'tsiotŭppĭnnŭkiau naps'tsix. Ki naps'tsiuă ătŭppĭn'nŭssi napstsi'i, atŭn'iaksĭnni akai'akitsŭppopiiau. 
MAT.15.15	Peter itŭman'ĭstsiuaie, noksksĭnĭm'atsokĭnan am'om parable. 
MAT.15.16	Ki Jesus an'iu, kikŭttaisakiaisauaiokhtsĭmipiuaua? 
MAT.15.17	Kikŭttaisauaioklitsimipuaua, annik' itsŭp'opiik maoi'i, itŭp'sŭppopiu mo'koanni ki ipsai'piosop? 
MAT.15.18	Ki annists'ĭsk itsŭks'isk maoi'i u'skĕttsipŏppi itsŭks'iax; ki itokap'ĭstutuyiauaie nĭn'aii. 
MAT.15.19	U'skĕttsipŏppi itsŭks'ĕsts sauum'itsitsitanĭsts, inik'sĭsts, auŏk'otanĭsts kŏmos'ists, ĭstŭp'saiepĭtsĭnni, atauŭn'ĭssĭsts; 
MAT.15.20	Am'ostsk itokap'istutuyiauaie nĭn'ai'i; ki maks'oyissi otsauomŭs'tsĭmĭssi matokapistutuyiuats nĭn'aii. 
MAT.15.21	Jesus itŭmĭstŭpa'atomaie, ki Tyre ki Sidon ĭstssoots'ĭsts itsitap'po. 
MAT.15.22	Ki sat' sit, Canaan ista'ke itsux'iu annists'isk issoots'istsk, ki itasaine'poattsiuaie, ki an'iu, Kĭm'okit Nin'a, David okku'i! Nitŭn'na eiko'ksĭstutoau maka'pistaaw. 
MAT.15.23	Ki matsitsitsipsattsiuatsaie. Ki otŭsksĭnĭmatsax otsitota'akax ki otau'kŏmŏnikax ki an'iax Ŭnnĭstŭp'skŏs; nitŭsksauasaine'poŭkĭnan. 
MAT.15.24	Ki nokŭt'anistsiuax, nikak'itŭpskoko Israeli ĭstat'stanix emŭk'ikĭnaiĭx. 
MAT.15.25	Otsitŭmitota'akaie ki otatsĭm'mĭmmokaie, ki an'iu, Nin'a Spum'mokit! 
MAT.15.26	Ki nokŭt'anĭstsiuaie, matŏkhsiu'ats mŏk'otsĭssi pokax otsau'ŏsĭnoaii mŏkitŭp'apĭxĭsĕsts imitax'. 
MAT.15.27	Ki (ake'uă) an'iu, E'mŭniu, Nin'a; ki imitax' au'attomiau pinikĕsts ĭnnĭssi'ĭsts otsin'aimoauai otsitau'yipiaie. 
MAT.15.28	Jesus itŭmok'anĭstsiuaie, Ake', omŭk'o kĭtaumai'tŭksĭnni: Ŭnnianĭstsits'tsĭs kitsitsi'tatopi. Ki otŭn'ni ikuttotoai'ĭnai annik' itai'ksĭstsikumiopik. 
MAT.15.29	Ki Jesus itsĭs'tŭpaatomaie annim', ki itast'toto Galilee istomŭk'sikĭmi; ki ita'mĭsso nitum'mo ki itau'piu annim'. 
MAT.15.30	Ki akai'tappix otsito'taakax, ki ipokom'iauax ŭs'tsekaiix, naps'tsix, kŭttaiai'puyix, iko'mŭksix, ki akaiĕm'ix stsĭk'ix ki Jesus okt'sĭsts itsĭn'apiksĭstsiauax; ki ikut'tutuyiuax: 
MAT.15.31	Ki kŏnai'tappix ek'skaietŭkkiau, otsĭnno'ŏssauax kŭttaiai'puyix otse'puyĭssax, ki iko'mŭksĭx otokut'totoŏsax, ki ŭs'tsekaiix otauau'ŏkăsax, ki naps'tsix otsaps'ax: ki ŭs'tsakŏttsiau Israel ĭstap'ĭstotokii. 
MAT.15.32	Jesus itŭmĭn'nikŏttsiuax otŭsksĭnĭmats'ax, ki an'iu, nitai'kĭmaiau o'tappiisĭnna nioks'kai ksĭstsiku'ĭsts nitopokau'pimokiau, ki matokoyiu'axau: ki nimat'aksĭstŭpskoauaxau otau'notssau ŏkskakŭmitseni'au moksoku'i. 
MAT.15.33	Ki otŭsksĭnĭmatsax an'ĭstsiauaie Tse'ma nŏkitotsipĭnan'a ke'tani manĭsto'mŭkopiau mŏk'otkuĭsĕsts o'tappiisĭnna? 
MAT.15.34	Ki Jesus anĭstsiuax, Tsanetso'a ke'tanĭsts kitsinan'oauĕsts? Ki an'iau, Ikĭt'sikaiau, ki unna'tosĭmi inŭk'umix. 
MAT.15.35	Ki an'ĭstsiuax o'tappiisĭnna, ksŏk'kum mŏkittopasax'ax. 
MAT.15.36	Ki mat'sĭmĕsts ikĭt'sikaiĕsts ke'tanĭsts ki mammix', ki a'tsĭmoiikau, ki a'mĭnotsĭmĕsts, ki ikotsiuax otŭsksĭnĭmats'ax, ki ŭsksĭnĭmats'ax ikotsiu'ax o'tappiisĭnna. 
MAT.15.37	Ki ikŏnau'yiau, ki ikuyi'au; ki mat'sĭmiau pinikĕsts ĭtskim'iauĕsts ikĭt'sikaii ĭsksĭmmatŭk'isokaiĭsts itui' tsĭsts. 
MAT.15.38	Anniks'isk au'yixk nĭssoyĭm'i omŭk'sikepĭppix nĭn'ax, ki akex, ki pokai. 
MAT.15.39	Ki itsĭs'tŭpskuyiu o'tappiisĭn'na, ki itsĭt'sŭppopiu akh'iosatsĭs, ki ito'to Magdala ĭstssootsĭsts'i.
MAT.16.1	PHARISEES ki Saducees ipok'itotoiau ki as'saksksĭnnuyiauaie, ai'puĭnŭmiau mŏkanĭs'tsĭnnomoŏsax spots'im ĭstap'stosĭnni. 
MAT.16.2	Nokŭt'anĭstsiuax, autŭkkus' si, kitan'ipuan ak'etameksĭstsi ku; ămawk'ĭssoksĭstsikuists. 
MAT.16.3	Ki ksĭskŭnna'tŭnnĭssi, ak'akapiksĭstsiku annok' ksĭstsikui, amawkĭssoksĭstsikuists ki ĭkikĭn'inatsiu. Kitsiksĭs'tapokămotsitappiansuai! Kitokot'ainipuau assoksĭs'tsikuĭsts ostokso'auĕsts; ki kimatokot'ainipuau annists'isk ksĭstsiku'ĭstsk ĭstsap'stosĭsts. 
MAT.16.4	Otsauum'itsitappiisĭn'na ki otau'ŏkotaitappiisĭn'na ap'satsĭmiau apsto'sĭnni; ki matakokotau'axau apsto'sĭnni; prophet Jonas otap'stosĭnni akokotauaie'. Ki skĭtsiu'ax ki itsĭs'tapu. 
MAT.16.5	Ki otŭs'ksĭnĭmatsax otau'pŭmmosau pakhts'esaiĭsksĭnĭmiau mŏk'atŭksau ke'tani. 
MAT.16.6	Jesus itŭm'anĭstsiuax Mokŏk'ik ki iskskats'ĭk Pharisees ki Saducees ĭstsi'kopŭtsketatsĭsau. 
MAT.16.7	Ki ai'sĭtsĭpsattseiau, ki an'iau, nimatotsipĭnan'a ke'tani, 
MAT.16.8	Jesus otsĭnno'ŏsax, an'istsiuax, Inŭk'aumaitŭkkix, kumauk'sĭtsĭpsăttseipuauaisks, kitsauo'tŭksuai ke'tani? 
MAT.16.9	Kikŭt'taisakiaisauokhtsĭmipuaua, kikŭttaisauŭsksĭnipuaua nĭsito'mŭksikepippix matap'pix ĭstsĭsĭttu'ĭsts ke'tanĭsts, ki tsanetso'ă kitots'ipuauĕsts ĭsksĭmmatŭk'isokaiĭsts? 
MAT.16.10	Nĭstoyĭm'i omŭk'sikepĭppix matap'pix ĭstokĭtsikaists ke'tanĭsts ki tsanetso'ă kitots'ipuauĕsts ĭsksĭmmatŭk'isokaiĭsts? 
MAT.16.11	Kumauk'staiokhtsĭmipuauaisks kimat'sĭtsĭpsattopuau'ats ke'tani, kŏkĭskskatsissuai Pharisees ki Saducees ĭstsi'koputsketatsĭsau? 
MAT.16.12	Itŭm'ĭsksĭnĭmiau matsemiu'atsax mŏksĭskatsĭsaie ke'tani istsi'koputsketatsĭs, ki ai'semiuaxmŏks'ĭskatsĭsaie Pharisees ki Saducees ots'ksĭnĭmats'tŭksuaiax. 
MAT.16.13	Jesus otsito'tosi Cesarea Philippi, ai'sŭppoŏtsesattsiuax otŭsksĭnĭmats'ax, Tsa aniu'axau matap'pi nesto'a nĭn'au okku'i nŏk'ŭmsi? 
MAT.16.14	Ki an'iau, stsik'ix John Baptist: stsĭk'ix, Elias: ki stsĭk'ix, Jeremias, ki stsĭk'ă prophet. 
MAT.16.15	An'ĭstsiuax Tsa kitak'anipuau nŏk'ŭm-si? 
MAT.16.16	Ki Simon Peter nokŭt'anĭstsiuaie ksĕsto'ăkauk Christ, Ap'istotokiuă ipai'tappiiuŭk okku'i. 
MAT.16.17	Jesus nokŭt'anĭstsiuaie kitatsĭm'si, Simon Bar Jonas. Ik'sisakuyi ki aa'pŭni kimat'ŭsksĭnĭmatsok'astsau: nin'a spots'im kitusksĭnĭmats'ok. 
MAT.16.18	Ki kita'atanĭsto, ksĕsto'akauk Peter, ki am'om ok'otokŭm nitak'ittokhitokoĭska church; ki Hades istokh'sepĭstanĭsts matakatsiu'atsaie. 
MAT.16.19	Ki kitai'akokoto spots' im istsĭn'naiisĭnni itotai'kauaipixĭxtŭkiopi; ksŏk'kum kitai'akomianĭstomopipi, spots'im ak'itomopipo; ksŏk' kum kitai'akomianĭstapotsippi spots'im ak'itapotsip. 
MAT.16.20	Itŭm'anĭstsiuax otŭsksĭnĭmats'ax mŏkstaitsĭnnikoŏsax'aie osto'i otŭm'si Jesus Christ. 
