MAT.1.1	Ǝntanay da esmawan n aljadan ǝn Ɣaysa Ǝlmǝsix, ahaya n ǝnnǝbi Dawǝd, d ǝnnǝbi Ibrahim:
GAL.6.9	Ad wǝr nǝḍḍǝz igi n awa olaɣan, as iga adi ad nǝgrǝw arozan daɣ alwaq wa itawaskatan y awen, as wǝr nǝqqel dǝffǝr-na. 
GAL.6.10	Daɣ adi iket di ad nǝgraw tarrayt n awen, taggiwatanaɣ awa infan aytedan kul, wǝllen imǝdrayan-nana daɣ ǝzǝgzan s Ǝlmǝsix.
GAL.6.11	Ǝnǝyat ǝlxǝrǝfan win zawwarnen a. Ǝfus-in as dawan-tan-in-kattaba. 
GAL.6.12	Aytedan win gammaynen a kawan-šǝhhǝššǝlan âs iwar-kawan ǝmǝnkǝd, win di agamay a taggin a tan-ǝssǝɣmǝran aytedan. Amaran arat wa gammayan wǝllen, a tan-wǝr-ǝdgezan aytedan fǝl ǝddǝlil n ǝzǝgzan-nasan ǝs tamattant n Ǝlmǝsix fǝl tǝgǝttawt. 
GAL.6.13	Aytedan win tamankadnen da, wǝr ǝlkeman y ǝššǝriɣa fadda. Tara ɣas a ǝgan a kawan-sǝmmǝnkǝdan fǝl ad agin ibaragan s awen. 
GAL.6.14	Nak amaran wǝr ilkem ad sibaragaɣ âr ǝs tǝgǝttawt ta fǝl itawataytay Ǝmǝli-nana Ɣaysa Ǝlmǝsix. Tarrayt ten daɣ ǝn tǝgǝttawt en ǝnta a du-tǝwayat as ark aratan n ǝddǝnet a kul ǝmosan sǝr-i a ammen, zund ǝmmǝk as nak da ǝmosaɣ iri ammen daɣ batu ta tǝqqalat ǝddǝnet. 
GAL.6.15	Fǝlas wǝrgeɣ ǝmǝnkǝd wala iban-net a imosan ǝlmǝxsud, kalar axluk aynayan ǝs tarrayt n Ǝlmǝsix a imosan ǝlmǝxsud. 
GAL.6.16	Ihǝnǝttǝtet Mǝššina y aytedan kul win ǝlkamnen y anamod wa, akf-en alxer, s ǝmmǝk was iga adi i tamattay-net!
GAL.6.17	A obazan ɣur ǝmǝrǝdda, a di-wǝr-ilǝs awedan waliyyan ǝddǝguz, fǝlas elam-in ǝwarnat-tu tǝmijar ǝn lǝkkum-in i Ɣaysa.
GAL.6.18	Ya imǝdrayan-in, ǝttâra s Ǝmǝli-nana Ɣaysa Ǝlmǝsix a kawan-ikfan arraxmat. Amin.
EPH.1.1	Awa nak Bulǝs, imosan anammazul n Ǝlmǝsix Ɣaysa ǝs tǝrǝddawt ǝn Mǝššina. Širawt ta tǝkkâ aytedan win ǝmosnen tamattay ǝn Mǝššina ǝhanen aɣrǝm n Efez, almaɣna aytedan win ǝɣdalnen daɣ tassaq d Ǝlmǝsix Ɣaysa. 
EPH.1.2	Ǝgmaya daɣ Mǝššina di n Abba-nana, d Ǝmǝli-nana Ɣaysa Ǝlmǝsix a kawan-ikfan arraxmat d alxer.
EPH.1.3	Tǝmmal i Mǝššina, imosan Abba n Ǝmǝli-nana Ɣaysa Ǝlmǝsix! Ig-anaɣ albaraka daɣ tassaq-nana d Ǝlmǝsix ǝs tahakkay ta danaɣ-iga ǝkkulluk n albaraka wa d-izazzabbat Infas wa Zǝddigan daɣ jǝnnawan. 
EPH.1.4	Daɣ adi, ǝssǝnatanaɣ as harwa dat ǝxluk n ǝddǝnet a danaɣ-isannafran Mǝššina y ad nǝqqǝl i-net ǝs tarrayt n Ǝlmǝsix fǝl a dat-ǝs nǝqqǝl aytedan zaddognen wǝr iwer a imosan lahan, fǝl ad nagu tǝmǝddurt tǝha tara. 
EPH.1.5	Mǝššina ǝnta a danaɣ-isannafran harwa daɣ tizarat y a danaɣ-agu bararan-net ǝs tarrayt ǝn Ɣaysa Ǝlmǝsix. Awen daɣ a igrazan i Mǝššina, 
EPH.1.6	amaran ig-ay fǝl ad nǝmmâl tanaya-net d arraxmat-net tas danaɣ-isabbalal ǝs tarrayt ǝn Barar-net a ikna tara.
EPH.1.7	Tartǝyt ǝd Barar-net en da a dana-tǝkfat tǝdarfit ǝs tarrayt n ǝzni-net. Tǝdarfit ten tǝmos tǝsureft ǝn bakkadan-nana, amaran nǝgrâw-tat s arraxmat ǝn Mǝššina wǝr nǝla ǝddukad 
EPH.1.8	a fall-ana d-izizzabbat s igǝt, ikf-anaɣ ǝzzǝnǝfan kul ǝn masnaten d ǝgǝrri. 
EPH.1.9+EPH.1.10	Awen ig-ay s ǝsusǝn wa daɣ-na iga ǝssir ǝn tara-net. Ǝssir wen imos ǝšidǝw n aratan kul win ǝhanen ijǝnnawan ǝd win ǝwarnen amaḍal fǝl ad ittǝf Ǝlmǝsix tanat-nasan. Tarrayt ten ig-et-du harwa a irǝwan s ǝssǝbab n Ǝlmǝsix, amaran awen da das-igrazan. Igâ awen fǝl ad assandu tarrayt ten daɣ alwaq wa das-iskat.
EPH.1.11	Isinafran-ana deɣ Mǝššina harwa daɣ tizarat, ǝs tarrayt n Ǝlmǝsix y ad nǝqqǝl i-net inimannak awen ǝd tarrayt ta d-iktab Mǝššina s ǝnta a itaggin aratan kul s ǝmmǝk was tan-d-ikta ǝd was iga tanat-nasan. 
EPH.1.12	Mǝššina ig-ânaɣ awen fǝl ad nagu tǝmǝddurt a daɣ-as nǝtaggu tǝmmalen fǝl tanaya-net, nakkanay win azzarnen igi n attama daɣ Ǝlmǝsix.
EPH.1.13	Kawanay da tǝslâm y awal wa imosan tidǝt a t-imosan isalan n Ǝlinjil win kawan-hakkinen ǝlɣillas ǝs tarrayt n Ǝlmǝsix. Amaran as tǝzzǝgzanam, wǝdi issǝwar-kawan Mǝššina ǝs tarrayt n Ǝlmǝsix ejwal issiknan âs tamattay-net a tǝmosam. Ejwal wen, imos-tu Infas wa Zǝddigan as iga arkawal-net. 
EPH.1.14	Infas wa Zǝddigan en ǝnta a imosan tǝdagart ta tazzarat daɣ awa dana-z-akfu Mǝššina daɣ jǝnnawan. Mǝššina issiwar-anaɣ ejwal-net iket di a du-tǝtawad tǝdarfit ǝn tamattay ta iskat i man-net. Arat wen kul ad t-agu Mǝššina fǝl ad tǝwǝgginat tǝmmalen i tanaya-net.
EPH.1.15	Awen daɣ a fǝlas, nak da, dǝffǝr as ǝsleɣ ǝzǝgzan-nawan s Ǝmǝli Ɣaysa, ǝd tara ta tǝssǝknam i mizdagan ketnasan, 
EPH.1.16	wǝr kala ad ǝmǝzzayaɣ ǝd godan i Mǝššina daɣ batu-nawan alwaq kul wa kawan-d-ǝkteɣ daɣ tǝwatriwen-in. 
EPH.1.17	Ǝgammaya daɣ Mǝššina imosan Ǝmǝli n Ǝmǝli-nana Ɣaysa Ǝlmǝsix, imosan deɣ Abba wa ilan tanaya, a kawan-akfu Infas wa ihakkin masnat, isinǝfilil deɣ aratan win ǝhanen ǝtǝnkul, fǝl a tu-tǝssǝnam. 
EPH.1.18	Gammaya daɣ-as deɣ ad alǝm iwallan[-nawan] fǝl ad tǝknim ǝgǝrri n awa imos attama was kawan-iɣra, tǝssǝnam deɣ awa dǝr ogdanat tǝhussay ǝn saɣmar wa igarraw Mǝššina ɣur-na nakkanay a n mizdagan, 
EPH.1.19	tǝssǝnam deɣ awa dǝr togda tǝzzǝwwǝrt wǝr nǝla ǝddukad ǝn tarna-net sǝr-naɣ nakkanay a ǝzzǝgzannen ǝs mazalan ǝssohatnen ǝn tarna-net. 
EPH.1.20	Tarna-net ten iššišɣal-tat daɣ Ǝlmǝsix, s ǝsǝnkǝr wa t-id-iga daɣ tǝmattant d ǝsǝɣɣimi wa t-iga daɣ ǝɣil-net daɣ jǝnnawan. 
EPH.1.21	Ig-ay dǝnnǝg taɣmar kul ǝd tǝmǝnukǝla kul, ǝd tarna kul, d ǝlxǝkum kul. Iga esǝm-net dǝnnǝg esǝm kul wa t-illan gǝr za daɣ azzaman win ǝmǝrǝdda, wala deɣ azzaman win d-ǝzaynen. 
EPH.1.22	Arat kul ig-ay daw daran-net, tǝzzar ig-ay ǝmuzar n arat kul daɣ Ǝlkǝnisat, 
EPH.1.23	tǝmosat taɣǝssa-net. Taɣǝssa en amaran ǝnta a daɣ ikannu Ǝlmǝsix ǝlkamalat, ǝnta a ihan edag kul.
EPH.2.1	Amaran kawanay aba-kawan fǝl aganna wa iqqalan tassaq ǝd Mǝššina s ǝssǝbab n arak mazalan-nawan ǝd bakkadan-nawan. 
EPH.2.2	Dat awa tǝššokalam daɣ arak mazalan win, tǝlkâmam y alxal wa n ǝddǝnet, tǝlkâmam y awa ira ǝmuzar ǝn kǝl ǝtǝnkul win alhawa, a t-imosan infas wa ixkaman daɣ nǝmmǝzray ǝn Mǝššina daɣ ǝddǝnet. 
EPH.2.3	Ketnana as tizarat nǝmos arat daɣ-san. Dat awa nǝlkâm y arak deranan ǝn tǝɣǝswen-nana, nǝtamazal awa ǝranat tǝɣǝswen-nana ǝd medranan-nana. Daɣ adi tǝsǝlkamt-nana ǝstizarat, âs nakkanay da, a danaɣ-iwǝr attadib ǝn Mǝššina wa iwaran aytedan kul.
EPH.2.4	Mišan tǝhanint ǝn Mǝššina wǝr tǝla ǝddukad. Amaran ǝddǝlil ǝn tara tagget ta danaɣ-iga, 
EPH.2.5	nakkanay as zun danaɣ-aba s ǝssǝbab n ark mazalan-nana, ǝnta a fǝl danaɣ-ikfa tǝmǝddurt ǝs tarrayt n Ǝlmǝsix. Arraxmat ǝn Mǝššina as tǝgrawam efsan. 
EPH.2.6	Issǝnkar-ana-du nǝddew d Ǝlmǝsix Ɣaysa, isaɣɣam-ana daɣ jǝnnawan nǝddew dǝr-ǝs fǝl ǝddǝlil ǝn tassaq ta dǝr-ǝs nǝga. 
EPH.2.7	Awen ig-ay fǝl ad assaknu daɣ azzaman win d-ǝzaynen igǝt wǝr nǝla ǝddukad a tǝga arraxmat-net ǝs tarrayt n ǝlluɣ-net y-anaɣ fǝl ǝddǝlil ǝn tassaq ta nǝga d Ǝlmǝsix Ɣaysa. 
EPH.2.8	Fǝlas illikan âs arraxmat as tǝgrawam efsan, ǝs tarrayt n ǝzǝgzan-nawan. Amaran wǝrgeɣ kawanay a ɣur d-ifal awen, kalar tǝhǝkkut ǝn Mǝššina a imos. 
EPH.2.9	Wǝrgeɣ imazalan win olaɣnen a hakkinen efsan, ǝnnar adi a igan ǝzzǝzwǝran aytedan iman-nasan. 
EPH.2.10	Šixǝllak ǝn Mǝššina a nǝmos, a d-ixlâk ǝs tarrayt n Ǝlmǝsix Ɣaysa fǝl ad nagu tǝmǝddurt daɣ nǝtamazal awa olaɣan âs Mǝššina a t-isammatagan harwa daɣ tizarat y a tu-nammazal.
EPH.2.11	Daɣ adi aktiwat arat wa: Dat awa tǝlâm alɣalamat daɣ tǝɣǝswen-nawan tǝssiknat as wǝr tǝmosam Kǝl-Ǝlyǝhud. Aytedan win ǝnnanen ǝmminkadan, gannin wǝr tǝmmǝnkadam. Ǝntanay amaran ǝmǝnkǝd-nasan wǝr imos âr arat ǝgân fassan n aggadǝm. 
EPH.2.12	Aktiwat alxalat ta tǝham ǝstizarat. Azzaman win di wǝr tǝqbelam Ǝlmǝsix, itiwagdal-awan tišit ǝn tamattay n Israyil. Tǝmosam inaftaɣan daɣ batu ta tǝqqalat arkăwal ǝn tassaq wa iga Mǝššina. Alwaq wǝdi wǝr tǝlem attama waliyyan, wǝr tǝlem tassaq waliyyat ǝd Mǝššina daɣ ǝddǝnet. 
EPH.2.13	Mišan ǝmǝrǝdda ǝs tarrayt ǝn tǝrtǝyt-nawan d Ǝlmǝsix Ɣaysa, kawanay win as kala ad tǝggugam Mǝššina, tǝhozam-du ǝs tarrayt n ǝzni n Ǝlmǝsix.
EPH.2.14	Ǝlmǝsix ǝnta a imosan alxer-nana, ǝnta a issǝrtayan Kǝl-Ǝlyǝhud ǝd win tan-wǝr-nǝmos ig-en arat iyyanda, irza taɣǝrt ta tan-tǝzammazzayat, ikkas ǝnǝmǝzǝnga gar-essan, ǝs tarrayt ǝn taɣǝssa-net ta ikfa fǝl tǝgǝttawt. 
EPH.2.15	Arat wen ig-ay s ikus wa din-iga Ǝttawret d ǝlwajiban-net d ǝššǝrǝdan-net. Iga alxer gǝr Kǝl-Ǝlyǝhud ǝd win tan-wǝr-nǝmos ǝs tarrayt ǝn tassaq ta dǝr-san iga, ig-en tamattay iyyadda taynayat. 
EPH.2.16	Tǝmattant ta iga Ǝlmǝsix fǝl tǝgǝttawt, ǝnta as issǝrtay Kǝl-Ǝlyǝhud ǝd win tan-wǝr-nǝmos, ig-en taɣǝssa iyyadda. Ig-asan alxer ǝd Mǝššina, ikkas ǝnǝmǝzǝnga gar-essan s ǝtǝwǝtǝytǝy wa iga fǝl tǝgǝttawt. 
EPH.2.17	Amaran osa-du y a dawan-agu isalan n alxer, a tan-imosan Ǝlinjil, kawanay a namaggagnen ǝd Mǝššina, imǝl deɣ alxer i win t-ǝhoznen. 
EPH.2.18	Id Ǝlmǝsix ǝnta a ifragan a danaɣ-izǝnnǝmihǝz ketnana ǝd Mǝššina di n Abba, ǝs tarrayt n Infas-net di Zǝddigan.
EPH.2.19	Ǝmmǝk en daɣ as ab-as tǝmosam inaftaɣan, wala iɣǝrab. Kalar arat iyyanda a tǝmosam kawanay ǝd tamattay zǝddigat ǝn Mǝššina, tǝmosam kǝl ahan ǝn Mǝššina. 
EPH.2.20	Tǝmosam ehan âs inǝmmuzal d ǝnnǝbitan a mosnen šisǝttǝytay-net, imos Ǝlmǝsix Yaysa tǝhunt ta n tǝsǝkbǝlt-net. 
EPH.2.21	Šihun šin as ikras ahan wen, kul ǝknânat ǝnǝmǝttaf ǝs tarrayt ǝn tǝrtǝyt d Ǝlmǝsix, ǝqqalnat ehan zǝddigan n ǝlɣibada ǝs tarrayt ǝn tassaq d Ǝmǝli. 
EPH.2.22	Kawanay deɣ tǝrtayam tǝqqalam ǝkǝrrus iyyanda fǝl ad tǝqqǝlam tǝmǝzduq ǝn Mǝššina ǝs tarrayt n Infas wa Zǝddigan. Awen kul iga ǝs tarrayt ǝn tǝrtǝyt-nawan d Ǝlmǝsix.
EPH.3.1	Awen daɣ a fǝl ǝmosa nak Bulǝs, amaskasaw n Ǝlmǝsix [Ɣaysa] fǝl ǝddǝlil-nawan, kawanay a wǝr nǝmos Kǝl-Ǝlyǝhud. 
EPH.3.2	A igan da tǝgrâwam isalan n ǝzuk wa di-issǝwar Mǝššina daɣ batu n arraxmat-net ta di-tǝtawakfat fǝl tǝnfa-nawan. 
EPH.3.3	Almaɣna Mǝššina a di-isannafalalan ǝssir ǝn tarrayt ta d-iga, s ǝnta a ǝktaba da imos arat ǝn tǝfir. 
EPH.3.4	As tǝɣram awa ǝktaba da, ad tǝnǝyam awa dǝr-ogda ǝgǝrri a ǝgeɣ y ǝssir n Ǝlmǝsix. 
EPH.3.5	Ǝssir wa, wǝr tǝtawakfa masnat-net y aytedan n azzaman win okaynen, zun ǝmmǝk was itawasanafalal ǝmǝrǝdda ǝs tarrayt n Infas wa Zǝddigan i nǝmmuzal n Ǝlmǝsix d ǝnnǝbitan-net a zaddognen. 
EPH.3.6	Ǝssir wen ǝnta da: Aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud, ǝd mǝzzǝgzan s Ǝlmǝsix win ǝmosnen Kǝl-Ǝlyǝhud ǝgrâwan tǝkasit, ǝqqalan taɣǝssa iyyadda, ǝqqalan deɣ arat iyyanda ǝs tarrayt ǝn tassaq ta ǝgan d Ǝlmǝsix daɣ arkawal wa ihan Ǝlinjil. 
EPH.3.7	Ǝlmǝsix en daɣ as ǝqqalaɣ amaššaɣal-net a t-iɣbâdan, s ǝssǝbab ǝn tarna ǝn tǝhǝkkut ǝn Mǝššina tǝgât s arraxmat-net ta ǝgrawa.
EPH.3.8	Nak a ogaran tǝmmǝdrǝyt daɣ mǝzzǝgzan di ǝn mizdagan ǝn Mǝššina ketnasan, mišan ǝgrâwaɣ arraxmat ta, a tat-imosan: Igi y aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud isalan n Ǝlinjil, imosan isalan n arraxmaten n Ǝlmǝsix as tu-wǝr-illa i ifrâgan ǝgǝrri-nasnat. 
EPH.3.9	Sǝnnǝfilǝla deɣ y aytedan [kul], ǝmmǝk was innǝzzam Mǝššina tarrayt ta, har tat-iɣrad ǝsǝkmǝl. Tarrayt ten, harwa daɣ tizarat a tat-iga Mǝššina a d-ixlakan arat kul, tǝmos ǝssir. 
EPH.3.10	Ǝnǝfilal wa tǝga tarrayt ta, ǝnta a du-z-awǝyan ǝmǝrǝdda as taɣmaren ǝd tǝmǝnukǝla šin jǝnnawan, ad ǝzdǝynat assayfaten wǝr nǝla ǝddukad a tǝmos masnat ta n Mǝššina. Arat wen tarrayt n Ǝlkǝnisat as zʼagu. 
EPH.3.11	Amaran awen ad agu s ǝmmǝk was t-innǝzzam Mǝššina imos arat iɣlalan, ikmal-du deɣ daɣ Ǝlmǝsix Ɣaysa Ǝmǝli-nana. 
EPH.3.12	Tassaq ta nǝga d Ǝlmǝsix Ɣaysa ǝs tarrayt n ǝzǝgzan sǝr-ǝs a danaɣ-tǝkfat tǝdarfit n ad nǝfrǝg ǝnǝmihaz ǝd Mǝššina ǝs tǝflǝst. 
EPH.3.13	Daɣ adi ǝgmaya daɣ-wan ad wǝr tǝqqǝlam ǝlǝqqam fǝl ǝddǝlil n alɣazab wa tagga da fǝl ǝddǝlil-nawan. Alɣazab wa ǝnta a kawan-z-akfin tanaya.
EPH.3.14	Awen daɣ a fǝl ǝssǝjada dat Mǝššina di n Abba, 
EPH.3.15	s ǝnta a igan esǝm y id t-illa aɣaywan kul daɣ jǝnnawan d amaḍal. 
EPH.3.16	Awalla! Ǝgmâyaɣ daɣ-as ad aknu ǝssǝsuhi ǝn wallan-nawan ǝs tarrayt n Infas-net wa Zǝddigan s ǝssǝbab ǝn tanaya-net tǝkmâlat. 
EPH.3.17	Onsâyaq-qu ad izdǝɣ Ǝlmǝsix daɣ wallan-nawan, ǝs tarrayt n ǝzǝgzan-nawan, id tǝqqalam aytedan zizawatnen wǝllen sihaddan deɣ fǝl tara. 
EPH.3.18	Onsâyaq-qu daɣ adi ad taknim ǝzǝzzǝwi daɣ ǝzǝgzan-nawan, tǝfrǝgam ad tǝmǝsǝsǝgrim ǝd mǝzzǝgzan di zaddognen kul daɣ batu ǝn tara n Ǝlmǝsix tǝknât ilwi fǝl aganna kul, 
EPH.3.19	tǝzdǝyam deɣ tara ten tǝllât dǝnnǝg masnat kul. Ǝddi a kawan-za-tǝdkǝr tanaya ǝn Mǝššina s ǝmmǝk ikmâlan.
EPH.3.20	Ǝmmǝk en daɣ âs Mǝššina ifrâg ad agu y arat kul igi ofân wa daɣ-as nǝgmay, ofa deɣ awa nǝɣil. Arat wen, itagg-ay ǝs tarna-net ta daɣ-na tǝšɣalat. 
EPH.3.21	Igrǝwet Mǝššina ǝtǝwǝsǝɣmar daɣ Ǝlkǝnisat igâ awen daɣ tassaq d Ǝlmǝsix daɣ azzaman kul har faw. Amin.
EPH.4.1	Daɣ adi arat da wa daɣ-wan gammaya, nak imosan amaskasaw fǝl as ǝɣbadaɣ Ǝmǝli: Kawanay a iɣra Mǝššina, agiwat alxal inihaggan d ǝtǝwǝɣra wa tǝtǝwaggam den. 
EPH.4.2	Ǝqqǝlat faw aytedan wǝr nǝdkel iman-nasan, tilmadam, tǝqqǝlam imǝzǝzzǝydar. Nǝmǝqbǝlat gar-ewwan ǝs tara. 
EPH.4.3	Ǝdgǝzat faw daɣ agamay ǝn tartǝyt ta ihakku Infas wa Zǝddigan ǝs tassaq n alxer ta tǝllat gar-ewwan. 
EPH.4.4	Taɣǝssa iyyadda a tu-tǝllat, d Infas iyyanda. Ǝmmǝk en daɣ as Mǝššina iɣr-iwan-du s ad tagim attama iyyanda, a t-imosan was du-tǝtawaɣram. 
EPH.4.5	Ǝmǝli iyyanda a t-illan, ill-ay ǝzǝgzan iyyanda, d alamaɣ daɣ aman iyyanda, 
EPH.4.6	Mǝššina deɣ iyyanda a imos, imos abba n awedan kul, ixkâm fǝl i t-illân kul, itaggu igitan-net ǝs tarrayt n id t-illa iyyan, irtây deɣ d id t-illa iyyan.
EPH.4.7	Dǝr iga awen da ya, akkiyyan daɣ-na igrâw arraxmat ǝn Mǝššina, ewâl awen s adagar wa t-ikfa Ǝlmǝsix daɣ ǝššǝɣǝl-net. 
EPH.4.8	Awen daɣ a fǝl ǝnnan Ǝlkǝttaban: 
EPH.4.9	Ma imos almaɣna ǝn batu ta n «iggǝzzay»? Wǝrgeɣ almaɣna n awen as iras har imal daw amaḍal? 
EPH.4.10	Wa d-izzǝbben, ǝnta a iggǝzzayan imal dǝnnǝg jǝnnawan kul fǝl ad idnǝy edag kul d arat kul.
EPH.4.11	Amaran Ǝlmǝsix, ǝnta a igan aytedan wiyyad inǝmmuzal, iga wiyyad ǝnnǝbitan, iga wiyyad imaggan ǝn salan n Ǝlinjil, iga wiyyad imadanan ǝd mǝssǝsǝɣra. 
EPH.4.12	Šihǝkkuten šin den ig-enat Ǝlmǝsix fǝl ǝsǝssuhi d ǝsǝkmǝl ǝn mǝzzǝgzan, fǝl ad ǝfǝrgan ǝššǝɣǝl was tawaɣran, y ad taknu tǝɣǝssa n Ǝlmǝsix assahat. 
EPH.4.13	Ǝmmǝk en daɣ as ketnanaɣ as za nawǝd ǝnǝmǝnnǝk daɣ ǝzǝgzan, iga awen daɣ tǝmǝzdǝyt ǝn Barar ǝn Mǝššina. Tǝsǝlkamt n awen as ad nǝqqǝl imǝzzǝgzan ǝkmâlnen, tǝnifalal daɣ-na tišit tǝkmâlat n Ǝlmǝsix. 
EPH.4.14	Ǝddi ad zʼibʼas nǝmos bararan madrornen, ǝddagnen sa ǝd sa ǝbbatan-tan ǝzzǝnǝfan ǝn sǝssǝɣritan taggin nǝsbuha ǝn mǝkkǝrras saxraknen aytedan. 
EPH.4.15	Kalar ǝddi ad za nǝmmal tidǝt, nag-as emel igân ǝs tara, nǝttǝy daɣ ǝkkulluk n anamod daɣ tarrayt ǝn wa imosan eɣaf-nana, almaɣna Ǝlmǝsix. 
EPH.4.16	Ǝnta en daɣ a isadwalan taɣǝssa ketnet, ǝnta deɣ a ɣur du-tǝgarraw tǝɣǝssa assahat-net, iga awen daɣ tara. Ǝnta deɣ a isannamannakan taɣǝssa tǝnamattaf ǝs sǝmmǝɣras ǝssohatnen fǝl ad tǝfrǝg tǝslǝt kul igi n ǝššǝɣǝl-net.
EPH.4.17	Daɣ adi ǝggǝyyeɣ ǝsilakanaɣ-awan s esǝm n Ǝmǝli as: Wǝr immǝkkan ad tǝlǝsam igi ǝn mazalan win taggin aytedan win wǝr nǝmos Kǝl-Ǝlyǝhud, a wǝr nǝlkem ar i tayttay-nasan tǝmosat šibǝnnan. 
EPH.4.18	Tayttay-nasan wǝr tat-iha ǝnnur, ǝmosan inaftaɣan i tǝmǝddurt ta tǝssǝɣmarat Mǝššina s ǝssǝbab n ǝljǝhǝl-nasan a sǝr-san du-tewây taɣart ǝn wallan-nasan. 
EPH.4.19	Ab-as ǝssanan awa olaɣan wala awa wǝr noleɣ. Ǝššokalan daɣ tǝmazrǝyt, taggin imazalan zizallatnen aggadǝm, d iba n tǝla n igda daɣ ǝzzǝnǝfan kul ǝn mazalan samadasnen, ǝknân tara n ǝddǝnet.
EPH.4.20	Mišan kawanay wǝrgeɣ ǝmmǝk wen as tǝssanam awa imos Ǝlmǝsix. 
EPH.4.21	Dad zamas tǝgrâwam isalan n Ǝlmǝsix, tǝtawasasaɣram daɣ tǝrtǝyt dǝr-ǝs, wǝdi tǝtiwasâsanam tidǝt ta tǝhât Ɣaysa. 
EPH.4.22	Almaɣna n awen ad tammazzayam d alxal-nawan wa irǝwan, a t-imosan alxal n aggadǝm was kala a tu-tǝmosam, tâwayan arak deranan-net s ǝxruk. 
EPH.4.23	Ǝqqǝlat aytedan išišanay Infas wa Zǝddigan isimattay taytwen-nawan. 
EPH.4.24	Zund ǝmmǝk as ilassu awedan tabdoq, tǝqqǝlet tǝbdoq-nawan alxal aynayan wa d-iga Mǝššina. Alxal wen, itinǝfilil daɣ taqqat ǝd tazdak šin tǝhakku tidǝt.
EPH.4.25	Awen daɣ a fǝlas mazzayat d igi ǝn bahu. 
EPH.4.26	 Ad wǝr tudu tǝfuk ih-iwan alham. 
EPH.4.27	Ad wǝr talǝmam y Iblis tarrayt as d-iggaz. 
EPH.4.28	Wa imosan abaydag ammazzayet ǝd šikra, iššǝšɣǝlet šiɣurad-net, išɣǝlet ǝs fassan-net fǝl ad igrǝw tǝnfa a za uzan i maddararan.
EPH.4.29	A du-wǝr-tǝgmǝd batu waliyyat labasat imawan-nawan. Kalar ad wǝr tǝtaggim ar batuten hossaynen a za tǝggǝz tǝnfa, as tǝga addararat s awen, ǝqqǝlnat deɣ arraxmat i wa dasnat-islan. 
EPH.4.30	Ad wǝr tǝzǝzzǝkǝnzǝram Infas wa Zǝddigan ǝn Mǝššina, fǝlas tarrayt n Infas wa Zǝddigan en as kawan-issǝwar Mǝššina ejwal-net y ǝzǝl wa n tǝdarfit ta n tǝzǝrǝst. 
EPH.4.31	Tǝgmǝdet-kawan i tu-tǝlla tǝssǝmǝmt, d ǝɣǝšǝši, d alham, ǝd tǝhǝrǝššet, d ǝrrǝbdan, d a iqqal aššar. 
EPH.4.32	Tinǝmǝggiwat awa olaɣan gar-ewwan, akkiyyan iqqǝl awedan tǝha tǝhanint, lǝmmid i midiwan-net. Akkiyyan daɣ-wan isurǝfet i win hadatnen zund ǝmmǝk as dawan-isoraf Mǝššina ǝs tarrayt n Ǝlmǝsix.
EPH.5.1	Dad zamas bararan ǝn Mǝššina ikna tara a tǝmosam, wǝdi ǝlkǝmat y almasal wa-net. 
EPH.5.2	Ǝqqǝlat aytedan ǝššokalnen daɣ tara, zund ǝmmǝk was danaɣ-ira Ǝlmǝsix har as ikfa iman-net i Mǝššina, imos tǝhǝkkut ǝd tǝkutay tǝlât ɣur-ǝs aḍu izodan. 
EPH.5.3	Nǝmǝggǝgat d ǝzzǝna, ǝd mazalan samadasnen a ǝqqalan, ǝd tara n ǝddǝnet. Aratan win di a du-wǝr-tammadkel batu-nasan fadda ɣur-wan. Awen daɣ as ihor ad t-agin mizdagan ǝn Mǝššina. 
EPH.5.4	Ad wǝr tǝtaggim aratan jargonnen wala batuten wǝr nǝla almaɣna âs zun tanat-iga ǝmeskel, wala batuten jargonnen. Adi wǝr itǝwǝggu. Kalar taggiwat igodan i Mǝššina. 
EPH.5.5	Fǝlas ǝssǝnat wǝllen as, awedan kul wa itaggin ǝzzǝna, wǝdi immidas, iga attama-net daɣ ǝrrǝzǝɣan n aytedan, almaɣna iɣbâd ǝssǝnǝman, wǝdi wǝr zʼigrǝw adagar waliyyan daɣ taɣmar ta n Ǝlmǝsix ǝd Mǝššina.
EPH.5.6	A kawan-wǝr-akkarras awedan waliyyan wala issǝxrǝk-kawan ǝs batuten ǝn bannan, fǝlas arat wen ǝnta a d-itawayan alham ǝn Mǝššina s aytedan win nǝffǝllag. 
EPH.5.7	Daɣ adi ad wǝr tilem tassaq waliyyat d aytedan win. 
EPH.5.8	Fǝlas illikan âs dat awa kala ad tǝham šiyyay, mišan ǝmǝrǝdda tǝhâm ǝnnur daɣ tǝrtǝyt d Ǝmǝli. Agiwat alxal wa taggin aytedan ǝhanen ǝnnur, 
EPH.5.9	fǝlas tǝnfa ta d-itaway ǝnnur tǝmos ǝzzǝnǝfan n aratan kul win olaɣnen, ǝd win oɣadnen ǝd win ǝmosnen tidǝt. 
EPH.5.10	Dad zamas tǝhâm ǝnnur, wǝdi gammayat wǝllen d ad tǝssǝnam awa igrazan y Ǝmǝli. 
