MAT.1.1	Taariika iwdi Iisaa *Almasiihu mo Daawuuda mo Ibraahiima.
HEB.9.4	Tawi hinde wondunoo e sunnirde urngallooji tafiraande kaŋŋe, e *kankiranwal seeditoore hoobiraangal kaŋŋe haa hunditi. Tawi no e nder maggal loonde kaŋŋe waɗornde ‹*manna›, wondude e tuggordu *Haaruuna ndun, ndu tawata hari fiinii, e alluuje maande ahadi ɗen. 
HEB.9.5	Tawi no ka hoore kankiranwal nandollaaji *serubiina Mangural ngal, omborde maggal on, ɗun ko ka junuubaaji ɗin yaafetee ɗon, no ɗuwiraa
HEB.9.6	Nde tawnoo ɗun fow ko non joɗɗiniranoo, *yottinooɓe sadaka ka Alla ɓen naatayno soono woo ka nokkuure aranere e nder rewirdu ndun, fii waɗugol golle diina maɓɓe kan. 
HEB.9.7	Kono ka *nokkuure hormorde mawnde, ko yottinoowo mawɗo on tun naataynoo ton nde wootere e nder hitaande nden, e hoore addorgol ƴiiƴan ko sakkoo fii hoore mun e fii ellaaji ɗi jamaa on waɗiri angal andude. 
HEB.9.8	Ruuhu* Seniiɗo on no holliri en telen ɗoo wonde ɗatal nokkuure hormorde mawnde nden udditaaki, fannamaa rewirdu aranuru ndun no lutti. 
HEB.9.9	Hiɗen mari ɗoo misal feɲɲingal goongaaji fewndiiɗi hande ɗin. Ɗun fow no ɓangini wonde dokke e sadakaaji, ko weeɓitirantenoo nii Alla, waawataa laɓɓinde ɓernde on rewiroowo non. 
HEB.9.10	Ko ɗunɗoo woni yamirooje neɗɗanke tun yuɓɓondirɗe e ɲaameteeji e njaramji e noone salligiiji, yamiraaɗe haa ɲande Alla heyɗintini piiji ɗin fow.
HEB.9.11	Kono *Almasiihu on ardii wa yottinoowo mawɗo sadaka fii moƴƴereeji fewndiiɗi ɗin. O taƴiti rewirdu ɓurndu mawnude ndun e ɓurndu timmude ndun, ndu tawata hinaa darniraandu juuɗe yimɓe, e maanaa ndun hinaa ndu oo aduna. 
HEB.9.12	O naatii ka nokkuure hormorde mawnde nde wootere ko yoni haa poomaa, rewrude e ƴiiƴan makko ɗan tigi, hara hinaa rewrude e ƴiiƴan ciikuliiji e ɲalbi. Ko nii o yeɗiri en cottudi poomayankeeri. 
HEB.9.13	Si tawii ƴiiƴan ciikuliiji e ga'i na'i e ndoondi wiige, ko wiccitee junjee e hoore yimɓe ɓe laaɓaa, no laɓɓina ɓe ka ɓandu, 
HEB.9.14	kono Almasiihu on kaɲun ko hoore mun tigi ittani Alla sadaka e ɓaawo ella, e hoore ardoreede Ruuhu Poomayankeejo on, ko haa honto non ƴiiƴan makko ɗan laɓɓinta ɓerɗe men, itta en e kuuɗe nawrayɗe en e mayde, fii no rewiren Alla Wuuruɗo on!
HEB.9.15	Ko ɗun waɗi si ko kanko woni holnuɗo ahadi heyri ndin, fii yo noddaaɓe ɓen hendo ndondi poomayankeeri ndi Alla fodi ɓe ndin. Ko fii mayde makko nden wonii sadaka fii sottugol ɓe e ɗin bonnereeji waɗaaɗi ka fewndo ahadi hinndi. 
HEB.9.16	Ko fii, ka wasiyannde nden woni ɗon, haray no haani ka mayde wasiyiiɗo on andee. 
HEB.9.17	Wasiyannde nden non laatike woo ɓawto mayde nden, ko fii nde alaa nafa fewndo wasiyiiɗo on wuuri. 
HEB.9.18	Ko ɗun waɗi, ahadi araniri ndin tigi, ndi udditaaka e ɓaawo hibbugol ƴiiƴan. 
HEB.9.19	Ɓay Muusaa gaynii weeɓitande jamaa on fow kala yamiroore, wano ɗe woniri non ka Sariya, o ƴetti ƴiiƴan ga'i na'i e ciikuliiji e ndiyan e gaara boɗe, o wicciri deftere nden e jamaa on baapal no wi'ee *hisoopu, 
HEB.9.20	e hoore himo wi'a: «Ɗunɗoo ko ƴiiƴan ahadi ndi Alla yamiri fii mon ndin nii.»
HEB.9.21	Ko wano non kadi, o wicciri rewirdu ndun e aalaaji gollirteeɗi fii diina ɗin ƴiiƴan. 
HEB.9.22	E telen-ma Sariya on, fayda fow ko ƴiiƴan laɓɓiniraa, ko fii yaafuyee alaa e ɓaawo hibbugol ƴiiƴan.
HEB.9.23	Ɗin aalaaji lontiiɗi goongaaji kammuyankeeji, no haanunoo laɓɓinireede oo noone ɗoo, kono no haaniri non ka haqiiqaaji kammuyankeeji ɗin laɓɓiniree sadakaaji ɓurɗi moƴƴude. 
HEB.9.24	Ko fii Almasiihu on naataali e nder nokkuure hormorde waɗiraande juuɗe neɗɗanke, ɲembinaande goongaare nden, kono ko ka kammu tigi fii no o weeɓitorana en jooni yeeso Alla. 
HEB.9.25	O naatiraali fii ittugol hoore makko sadaka soono woo, wano yottinooɓe mawɓe ɓen naatirta hitaande woo ka nokkuure hormorde mawnde wondude e ƴiiƴan ɗan tawata wonaa ƴiiƴan makko. 
HEB.9.26	Ko fii, si hinaano ɗun, Almasiihu on tampayno soono woo gila ka fuɗɗoode aduna on. Kono jooni, ka lannoode jamaanuuji, o feeɲii nde wootere ko yoni fii saa'iiji ɗin fow fii bonnitugol junuubaaji e nder ko o itti hoore makko sadaka kon. 
HEB.9.27	Nde tawnoo no maranaa yimɓe ɓen maayugol nde wootere pet, ɓawto ɗun ɲaawoore nden waɗa, 
HEB.9.28	ko wano non Almasiihu on ittiri hoore mun sadaka nde wootere pet fii ronditagol junuubaaji yimɓe ɗuuɗuɓe. Awa, o artoyay kadi, hara hinaa fii ronditagol junuubaaji, kono ko fii dandugol ɓen habbornooɓe mo kisiyee.
HEB.10.1	E hoore ɗun, wonaa Sariya on tigi woni haqiiqaaji aroyaynooɗi ɗin, kono ko mbaadi mun tun. O waawataa few laatinde ɓen ɓadorayɓe non Alla timmuɓe, rewrude e on sadaka gooto jokkondirɗo hitaande woo hitaande. 
HEB.10.2	Si o waawayno, harayno neeɓii ko ɓen waɗaynooɓe ɗin sadakaaji acci, harayno ɓe laɓɓinaama nde wootere ko yoni haa poomaa, harayno kadi ɓernde maɓɓe felataa ɓe e telen-ma junuubu woo. 
HEB.10.3	Kono, ɗin sadakaaji andintinay en hitaande kala fii junuubaaji ɗin. 
HEB.10.4	Ko fii waawataa ka ƴiiƴan ga'i na'i e ciikuliiji monta junuubaaji.
HEB.10.5	Ko ɗun waɗi, e nder naatugol e nder aduna on, *Almasiihu on no wi'i:
HEB.10.5	«Wonaa sadakaaji maa dokke faalaɗaa,
HEB.10.5	kono a waɗanii lan ɓandu.
HEB.10.6	A weltoraali sadaka sunneteeɗo,
HEB.10.6	maa ko sakkaa fii junuubu.
HEB.10.7	Awa mi wi'i: ‹E hino lan, mi arii
HEB.10.7	fii waɗugol faale maa on, yaa an Alla,
HEB.10.7	wano fii an windori non e nder ndee deftere taggiinde.› »
HEB.10.8	Himo wi'i taho: «A yiɗaali e a weltoraali sadakaaji e dokke e sadakaaji sunneteeɗi e sadakaaji fii junuubaaji, waɗiranooɗi no yaadiri e Sariya on.»
HEB.10.9	E hoore ɗun o wi'i kadi: «E hino lan, mi arii fii waɗugol faale maa on.» O ittii aranun ɗun fii sincugol ɗimmun ɗun. 
HEB.10.10	Awa, ko sabu faale Alla on *laɓɓinaɗen fii wonugol yimɓe makko, rewrude e oo sadaka mo Iisaa Almasiihu on ittiri ɓandu mun ndun tigi nde wootere ko yoni haa poomaa.
HEB.10.11	Kala *yottinoowo sadaka ka Alla no ka gollata ɗon ɲande woo fii waɗugol golle mun diina ɗen, e ittugol sadakaaji gooti ɲande woo, ɗi tawata waawataa ittude junuubaaji few. 
HEB.10.12	Almasiihu on non kaɲun, o waɗii sadaka gooto bajjo fii junuubaaji ɗin, yonuɗo haa poomaa, awa kadi himo jooɗii ka sengo ɲaamo Alla, 
HEB.10.13	himo sabbii ɗon haa Alla waɗa ayɓe makko ɓen ka ley koyɗe makko. 
HEB.10.14	Ko dokkal bajjal o timminiri haa poomaa wonaaɓe *laɓɓineede fii wonugol yimɓe Alla ɓen. 
HEB.10.15	Ko ɗun *Ruuhu Seniiɗo on seeditanii en kadi. Ko fii himo wi'i taho:
HEB.10.16	«Joomiraaɗo on daali:
HEB.10.16	‹E hino *ahadi ndi mi ƴettodoyta e maɓɓe ndin:
HEB.10.16	Ɓawto ɗee ɲalaaɗe ɗoo,
HEB.10.16	mi waɗoyay sariyaaji an ɗin ka ɓerɗe maɓɓe,
HEB.10.16	mi windoya ɗi ka hakkille maɓɓe.› »
HEB.10.17	O ɓeyditi e ɗun:
HEB.10.17	«Mi anditoytaa hande kadi fii junuubaaji maɓɓe ɗin
HEB.10.17	e angal peewal maɓɓe ngal.»
HEB.10.18	Ko fii ka junuubaaji ɗin yaafaa ɗon, haray alaa ko sakkee fii junuubu.
HEB.10.19	Ko ɗun waɗi, yo musiɓɓe an, ɓay hiɗen mari hoolaare fii naatugol ka *nokkuure hormorde mawnde sabu oo sadaka ƴiiƴan Iisaa 
HEB.10.20	ɗan o udditirani en laawol kesol wurngol, rewrungol ka *wirngallo, ngon-le ko ɓandu makko ndun, 
HEB.10.21	e ɓay kadi hiɗen mari yottinoowo mawɗo wonɗo ka suudu Alla, 
HEB.10.22	ɓadoren Alla ɓernde nunɗunde e gomɗinal heewungal pellital, e ɓernde laɓɓinaande kala miijooji bonɗi, e ɓandu lootiraandu ndiyan laaɓuɗan. 
HEB.10.23	Wonen catiiɓe tabiti e tama'u mo qirritiɗen on, ko fii Waɗanɗo en ɗin fodaariiji on ko Sella-findeejo. 
HEB.10.24	Miijondiranen ko honno waaweten wakkilindirde ka giggol e ka kuuɗe moƴƴe. 
HEB.10.25	Wota en terto mottondiral men ngal, wano woɓɓe woowiri non. Kono wakkilindiren fodde hiɗen yi'ude ɲalaande nden no ɓadaade.
HEB.10.26	Ko fii si en duumike waɗugol junuubu e nder tewaare ɓawto en hendaade gandal goonga on, haray sadaka alaa hande kadi fii junuubaaji, 
HEB.10.27	kono ko habbannde ɲaawoore hulɓiniinde e nguleendi yiite hebuliinge sunnugol murtuɓe ɓen. 
HEB.10.28	Si goɗɗo bonniino Sariya Muusaa on, o wareteno, o yaafetaake, e hoore seeditoore ɗiɗo maa tato. 
HEB.10.29	E miijo mon onon, si goɗɗo hayfinii *Ɓiɗɗo Alla on, si o jogitorii ƴiiƴan ahadi ɗan wa ɗan aldaa e fiira, ɗan ɗan o *laɓɓiniraa, e si o hoynii Ruuhu Allaahu on, on Jom Sulfu, e hara on miijaaki himo handi e lette ɓurɗe muusude kadi? 
HEB.10.30	Ko fii hiɗen andi on Wi'uɗo: «Ko min yottagol woodani, ko min yoɓoyta», e hoore ɗun: «Joomiraaɗo on ɲaaway jamaa mun on.»
HEB.10.31	No hulɓinii yanugol e juuɗe Alla Wuuruɗo on!
HEB.10.32	Anditee liddu ɗun ka saa'iiji arani, ɓawto Alla ndayginande on, on ŋaɲɲino satteende tiiɗunde e nder tippiro muusungo. 
HEB.10.33	Ko fii e saa'i goo on hoynano, cukkaɗon e kene, e saa'i goo jonnindirɗon juuɗe e ɓen waɗiranooɓe wano non. 
HEB.10.34	E hoore ɗun, yurmaɗon sokaaɓe ɓen, jaɓuɗon kadi e nder weltaare yo on jatte keyeeji mon ɗin, sabu andugol mon hiɗon mari keyee ɓurɗo moƴƴude, luttoowo. 
HEB.10.35	Awa wota on accitu hoolaare mon addaynde mbarjaari mawndi nden. 
HEB.10.36	Ko fii hiɗon haani ŋaɲɲaade, fii, nde timminoyɗon faale Alla on, yo on hendoyo ko o fodi on kon.
HEB.10.37	Ko fii e nder saa'ihun nii:
HEB.10.37	«Haanuɗo arude on aray, neeɓataa.
HEB.10.38	Feewuɗo an on non wuuriray gomɗinal.
HEB.10.38	Kono si o yiltitike,
HEB.10.38	wonkii an kin weltanoytaako mo.»
HEB.10.39	Enen-le hinaa en yiltorooɓe ɓaawo fii hayrugol, kono ko en gomɗinɓe fii dandegol.
HEB.11.1	E hin-le, gomɗinal ngal ko pellital fii piiji ɗi tanƴiniɗen, e hoolaare fii piiji ɗi en yi'aali taho. 
HEB.11.2	Alla kulji mawɓe ɓaawo ɗoo ɓen sabu gomɗinal maɓɓe ngal.
HEB.11.3	Ko gomɗinal ngal wonɗen andirde aduna on ko daaluyee Alla on tagiraa. Ko ɗun waɗi ko yi'eten kon iwraa e ko yi'otoo.
HEB.11.4	Ko gomɗinal ngal Haabiila yeɗiri Alla sadaka ɓurɗo moƴƴude mo Qaayiina on. O kuljiraa feewuɗo sabu ngal gomɗinal. Alla tigi kulji ɗen dokke makko. Fii kala kanko Haabiila o maayii, kono ngal gomɗinal no ɓanginde fii makko.
HEB.11.5	Ko gomɗinal ngal kadi Hanuuka ƴentiniraa fii wota o andu mayde nden. En yi'ataa mo hande kadi sabu Allaahu on ƴentinno mo. Ko fii, ado o ƴentineede, hari o heɓiino kuluujaa wonde himo weltini Alla. 
HEB.11.6	Awa, e ɓaawo gomɗinal, gasataa ka ontigi weltina Alla, ko fii on ɓadotooɗo mo no haani gomɗinde wonde kanko Alla himo woodaa, gomɗina kadi ko kanko woni yoɓoowo ɗaɓɓooɓe mo ɓen.
HEB.11.7	Ko gomɗinal ngal fahin Nuuhu moƴƴinirnoo laana fii dandugol ɓeynguure mun nden. Ko nii o teddiniri ko Alla *hiitaninoo mo fii ko aroyta yi'aaka taho kon. Ɓay o warrii non kanko Nuuhu, tawi o hollii wonde yimɓe aduna on ko felniiɓe. Alla jogori Nuuhu feewuɗo sabu gomɗinal makko ngal.
HEB.11.8	Ko gomɗinal ngal kadi Ibraahiima ɗoftori noddaandu ndu Alla noddi mo ndun fii yahugol e leydi ndi o ronoyta ndin. O yahi e hoore o andaa ka o woni yahude. 
HEB.11.9	Ko gomɗinal o hoɗiri e ndin leydi fodaandi wa leydi jananiri, o hoɗi e nder cuuɗi bagi. Issaaqa* e Yaaquuba kadi hoɗiri non, ɓe ronidi e makko fodaari wootiri ndin. 
HEB.11.10	Ko fii hari, kanko Ibraahiima himo habbii hoɗo ngo tawata didol cuuɗi mun no tiiɗi, ngo tawata ko Alla eɓɓi, darni. 
HEB.11.11	Ko sabu gomɗinal ngal kadi, fii kala Saarata kaɲun ko mo jiidotaako, o heɓiri feere jurriyagol e nder nayeewu makko, ɓay himo hoolii wonde Alla ko hunnoowo ko o fodi kon. 
HEB.11.12	Ko ɗun waɗi si neɗɗo gooto, mo tawata mayde mun nden heɓiino ɗun, heɓi jurriya ɓurɗo koode ɗen ka kammu ɗuuɗude e njaareendi ndin ka sera baharu, ko tawata en waawataa limude.
HEB.11.13	Ko e nder gomɗinal ngal ɓe fow ɓe maayi e ɓaawo hendagol piiji fodaaɗi ɗin, kono ɓe haynino ɗi ka woɗɗi, ɓe weltori, e nder qirritagol ko ɓe tuŋarankeeɓe e jananɓe ka leydi. 
HEB.11.14	Yewtirayɓe nii ɓen hollii no laaɓiri wonde hiɓe ɗaɓɓande hoore maɓɓe leydi heyri. 
HEB.11.15	Si tawno non ɓe wulɗano ka ɓe iwi ton, ɓe heɓayno feere no ɓe yiltora. 
HEB.11.16	Kono ka haqiiqa hiɓe himmannoo nokkuure ɓurnde moƴƴude, ɗun ko ka kammu. Ko ɗun waɗi Alla hersiraa noddeede Alla maɓɓe, ko fii o moƴƴinanii ɓe hoɗo.
HEB.11.17	Ko gomɗinal ngal kadi Ibraahiima weeɓitiri Issaaqa fii layyagol fewndo ko Allaahu on ndarndii mo. Hari himo e fii sakkagol Issaaqa, ɓiɗɗo makko bajjo on, kanko hendinooɗo fodaariiji ɗin, 
HEB.11.18	ɗun ko on mo Allaahu on daalannoo wonde: «Ko e Issaaqa jurriya maa on nodditirtee.» 
HEB.11.19	Himo joginoo wonde Alla ko Waawuɗo hay immintingol mayɗo e hakkunde mayɓe ɓen, ko ɗun waɗi si o hettitiri ɓiɗɗo makko on wa immitiiɗo e mayde.
HEB.11.20	Ko gomɗinal ngal kadi Issaaqa du'orani Yaaquuba e *Iisu fii ko aroyta kon.
HEB.11.21	Ko gomɗinal ngal fahin, fewndo Yaaquuba maayata, o du'orani mo kala e ɓiɓɓe Yuusufu ɓen, o ugginii e hoore tuggordu makko ndun, o sujjani Alla.
HEB.11.22	Ko gomɗinal ngal fahin, ɓay ɓadike ka Yuusufu maaya, o maandiniri fii eggudu *Banii-Isra'iila'en ndun *Misira, o waɗi kadi yamirooje fii ƴi'e makko ɗen.
HEB.11.23	Ko gomɗinal ngal kadi, ɓay Muusaa jibinaama, mawɓe makko ɓen suuɗiri mo lebbi tati, ɓay ɓe tawii boobo on no labaa fota, awa kadi ɓe hulaano yamiroore lanɗo on.
HEB.11.24	Ko gomɗinal ngal kadi, ɓay Muusaa mawnii, o salori wi'eede ko o geɗal jiwo Fir'awna on. 
HEB.11.25	O tawi ko tampindineede e jamaa Alla on ɓurani mo, edii weltorgol junuubu e nder saa'ihun. 
HEB.11.26	Tawi himo miijii wonde ko aybinireede wa *Almasiihu on ɓuri jogaade ngalu tiiɗungu edii ngu Misira ngun, ko fii himo ndaaraynoo ka muutii telen ka njoddi. 
HEB.11.27	Ko gomɗinal ngal o yaltiri Misira e ɓaawo ɗenƴagol tikkere lanɗo on, ɓay himo catornoo wa sutiiɗo on mo yi'otaako. 
HEB.11.28	Ko gomɗinal ngal kadi o waɗiri *Juldeere Yawtaneede nden, e wujugol ƴiiƴan fii wota muloowo dikkuruuɓe on meemu ko dikkoranaa Isra'iilayankeeɓe ɓen kon.
HEB.11.29	Ko gomɗinal ngal fahin ɓe taƴitiri *Baharu Boɗeejo on wa leydi yorndi, kono nde Misirayankooɓe ɓen eɓɓunoo waɗirgol non, ɓe yoolino.
HEB.11.30	Ko gomɗinal ngal kadi tata on Yeerikoo yaniri, ɓay ɓe gaynii taaraade mo e nder balɗe jeeɗiɗi. 
HEB.11.31	Ko gomɗinal ngal kadi waɗi si *Raabi, oo debbo cagaajo, maydaano e heeferɓe ɓen, sabu ko o wernirnoo tefooɓe ɓen kon ɓuttu.
HEB.11.32	Ko honɗun mi wi'ata kadi? Saa'i on yonantaa lan si tawii mi wowlay mi fensita fii oo wi'eteeɗo *Gadawna e *Baaraka e Samsuuna e Yiftaaha e Daawuuda e Samu'iila e annabaaɓe ɓen. 
HEB.11.33	Ko gomɗinal ngal ɓe fooliri laamateeriiji, ɓe tabintini peewal, ɓe heɓi fodaariiji, ɓe ombi sekko ngayuuje. 
HEB.11.34	Ɓe ɗannini giiteeli bonnooji, ɓe daɗi mbelndi kaafa, ɓe heewi doole fii kala hiɓe lo'unoo, ɓe hollitii ka nder hareeji, ɓe raɗii koneeli jananɓe ɓen. 
HEB.11.35	Rewɓe yi'i mayɓe mun no immitoo. Woɓɓe goo kadi lettaa, ɓe salii sotteede fii no ɓe heɓira ummutal ɓurngal moƴƴude. 
HEB.11.36	Woɓɓe ɓen heɓi aybineede e focceede, e hoore jolkeede sokee. 
HEB.11.37	Woɓɓe ɓen wariraa kaaƴe, woɓɓe ɓen tampinaa taƴaa ɗiɗi, maa wariraa kaafa. Woɓɓe nawri ngurndan mun ɗan yaarugol hen fow, hara no ɓornii guri baali maa be'i, ɓillorɓe ɗi fow, cukkee tampinee. 
HEB.11.38	Hari aduna on handaa e ɓen, ɓe tawata wonundeeji mun ko ka wulaaji e ka pelle e ka pammeeje e ka gayɗe.
HEB.11.39	Ɓen kuljiranooɓe sabu gomɗinal mun ngal fow non, hendaaki ko ɓe fodanoo kon. 
HEB.11.40	Ko fii Alla no eɓɓani en goɗɗun ko ɓuri moƴƴude, fii wota ɓe laato timmuɓe e ɓaawo men.
HEB.12.1	Ɓay wano ngal dental mawngal seedeeɓe no hundi en, bugitoɗen kala dongal e junuubu ko falli en no weeɓiri, dogiren wakkilaare dogudu ndu eɓɓanaɗen ndun. 
HEB.12.2	Punnoɗen Iisaa, on wonɗo daƴƴere gomɗinal ngal, on timminoowo ngal. Ɓay himo sutinoo weltaare maraniinde mo nden, o jaɓuno *leggal altindiraangal ngal, o yawitii hersa, o jooɗii ka sengo ɲaamo jullere laamu Alla. 
HEB.12.3	Miijitee fii on ŋaɲɲiiɗo ndee liddannde nde junuubanke'en liddii mo, fii wota ronkere heɓu on haa ɓerɗe mon maaya.
HEB.12.4	E hin-le e nder gertagol mon junuubu ngol, on dartaaki haa ƴiiƴan mon ɗan hibbi. 
HEB.12.5	Awa kadi on yejjitii kongol ngol Allaahu on wakkiliri on ngol wa ɓiɓɓe makko:
HEB.12.5	«Ɓiɗɗo an, wota a jogitor wurtannde Joomiraaɗo on no hayfiri,
HEB.12.5	awa kadi wota ɓernde maa maayu nde o wurtu-maa.
HEB.12.6	Ko fii ko mo Joomiraaɗo on yiɗi, o wurtata,
HEB.12.6	o yaggina kala mo o jaɓi yo wonu ɓiɗɗo makko.»
HEB.12.7	Wakkilee tampereeji mon ɗin, ko ɗin woni on wurtude. Ko wa ɓiɓɓe Alla woni on jogitorde. Ko hombo woni ɓiɗɗo mo ben mun wurtataa? 
HEB.12.8	Kono si on woorike wurtannde nde fow heɓata nden, haray ko on fattuuɓe, hinaa on ɓiɓɓe. 
HEB.12.9	Ɓay en heɓii baabaaɓe ka aduna ɗoo wurtaynooɓe en, ɓe teddinnoɗen, ko haa honto non haanuɗen yankinanaade Ben ruuhuuji men ɗin fii no wuuriren! 
HEB.12.10	Ko fii baabiraaɓe men ɓen no wurtaynoo en e nder saa'ihun nii, ɓay ɓe tawno ko ko moƴƴi, kono Alla ko woni en wurtirde ko fii nafa men on tigi, fii no tawreɗen e laaɓal makko ngal. 
HEB.12.11	No fellitaa fewndo wurteede nandaa e huunde weltinnde, kono ko satteende. Kono ɓawto ɗun, battane ngurndan feewuɗan wonɗan e nder ɓuttu no maranii ɓen wurtaaɓe.
HEB.12.12	Ko ɗun waɗi si mi wi'ay on, ɓantee juuɗe mon lo'uɗe ɗen, sattinon koppi mon lo'uɗi ɗin, 
HEB.12.13	yo koyɗe mon ɗen jokku laawi feewuɗi ɗin, fii wota laƴooje ɗen worgito, kono ɗe sella.
HEB.12.14	Etee no wondiron e fow e nder ɓuttu, wuuron e nder laaɓal, ko fii ɓaawo maggal hay gooto yi'ataa Joomiraaɗo on. 
HEB.12.15	Reenee fii wota hay gooto ŋakkire moƴƴere Alla nden, wota ɗaɗol haaɗungol woo kadi funtu, wona sabu jiiɓoldu haa raaɓa buy e mon. 
HEB.12.16	Reenee fii wota hay gooto e mon jeenu, maa wona keefeero wa *Iisu, on yeeyitunooɗo afoyaagal mun ngal fii nafakka gooto. 
HEB.12.17	Hiɗon andi, ɓawto ɗun, wa fewndo ko o faalaa heɓude du'aa ben makko on, o bugitano, ko fii o heɓaano feere waylugol miijo ben makko ngon, fii kala hari himo ɗaɓɓirde ɗun gonɗi.
HEB.12.18	Ko fii onon, on ɓadaaki fello ngo waaweten meemude, e yiite huɓɓunge e ɗowdi duule e niɓe e nduluuru, 
HEB.12.19	maa hito *liital, maa hawa ka *Isra'iilayankeeɓe ɓen nanunoo kan haa ɓe wi'i wota ɓe ɓeyditane hay kongol, 
HEB.12.20	ko fii ɓe townataano sifa ndee yamiroore tiiɗunde ɗoo: «Hay si mummunte meemiino ngon fello, warirteno kaaƴe.»
HEB.12.21	Hakkee ko ɗun hulɓininoo, Muusaa wi'i: «Mi diwnii hakkee ko mi huli!»
HEB.12.22	Kono onon, on ɓadike Fello *Siyuuna ngon e saare Alla Wuuruɗo on, ɗun ko *Yerusalaam kammuyankeejo on, e guluuje malaa'ika mottondiri e nder weltaare. 
HEB.12.23	On ɓadike dental dikkuruuɓe Alla ɓen, ɓen ɓe tawata no windii ka kammuuli. On ɓadike Alla, on Ɲaawoowo yimɓe ɓen fow, e ruuhuuji feewuɓe timminaaɓe ɓen. 
HEB.12.24	On ɓadike Iisaa, on holnuɗo *ahadi heyri ndin, e ƴiiƴan makko hibbaaɗan, ɗan seeɗitoore mun ɓuri moƴƴude ɗan Haabiila ɗan.
HEB.12.25	Awa reenee wota on salo heɗaade on Wonɗo on yewtude. Ɓen Isra'iilayankeeɓe, salinooɓe heɗaade on Wonnooɗo ɓe yamirde ka hoore leydi, ɓe daɗaano lette ɗen. E ko honno non woniranta en si en huccii on Wonɗo en yewtude ka kammuuli dow? 
HEB.12.26	On mo hito mun dimbi leydi ndin, waɗii jooni ndii fodaari ɗoo: «Awa mi dimbitoyay nde wootere kadi, hinaa non leydi ndin tun, kono hay kammu ngun.»
HEB.12.27	Ngol daalol «nde wootere kadi» no laaɓi poy holli wonde kala ko tagaa dimboto, dilla, fii no goongaaji ɗi gasataa dimbaade ɗin luttira. 
HEB.12.28	Ɓay laamu ngu hendotoɗen ngun hinaa dimbotoongu, weltanoɗen Alla, kurkanoɗen mo noone no welirta mo e nder teddungal e kulol. 
HEB.12.29	Ko fii Alla men on ko yiite sunnoowe.
HEB.13.1	Yo giggol siɗɗankaaku ngol duumo. 
HEB.13.2	Wota on yejjitu wernugol. Ko fii e nder warrugol non woɓɓe wernii malaa'ikaaɓe, hara ɓe andaa. 
HEB.13.3	Anditee fii kasooɓe ɓen, wa si tawii hiɗon sokidaa e maɓɓe, e wonaaɓe e tampineede ɓen, wa si tawii ko onon wonaa tampineede.
HEB.13.4	Yo mo kala teddin dewgal ngal, awa kadi yo ƴettindirɓe ɓen yonindiran, ko fii telen-ma ɗon, Alla ɲaaway fijooɓe ɓen e jinooɓe ɓen. 
HEB.13.5	Wota on ardinir ngurndan mon ɗan giggol kaalisi, yondinoree ko jogiɗon kon fewndo ɗoo. Ko fii Alla tigi no wi'i: «Mi accitataa ma e mi tertotaako ma few.»
HEB.13.6	Mo kala e men no waawi wi'ude e nder pellital:
HEB.13.6	«Ko Joomiraaɗo on woni faabo an ngon, mi hulataa.
HEB.13.6	Ko honɗun neɗɗo waawanimmi?»
HEB.13.7	Anditee fii ardotooɓe on ɓen, ɓen feɲɲinannooɓe on daaluyee Alla on, miijitoɗon fii battane no ɓe wuuriri non, ɲembon gomɗinal maɓɓe ngal. 
HEB.13.8	Awa Iisaa Almasiihu on ko gooto, o waylotaako hanki e hande e haa poomaa.
HEB.13.9	Wota on jaɓu kala noone janndeeji janani selna on. Ko fii no moƴƴi ka ɓernde nden tiiɗiniree moƴƴere Alla nden, hara hinaa sariyaaji fii ɲaameteeji ɗi nafaali huunde ɓen jokkuɓe ɗi. 
HEB.13.10	Ko fii hiɗen mari *layyorde nde tawata haananaa gollooɓe ka *rewirdu adunayankeeru ɲaamugol ko sakkaa ɗon kon. 
HEB.13.11	Ko fii *yottinooɓe mawɓe sadaka ɓen sakkorayno ƴiiƴan ka nokkuure hormorde, kono tebbeeli ɗin sunneteno ka ɓaawo hoɗo. 
HEB.13.12	Ko ɗun waɗi si Iisaa kadi tampuno ka ɓaawo hoɗo fii *laɓɓinirgol jamaa on ƴiiƴan makko ɗan tigi. 
HEB.13.13	Awa enen kadi, yalten ka ɓaawo hoɗo fii yahugol e makko, e hoore rondagol hersa ka o rondinoo kan. 
HEB.13.14	Ko fii en maraa ɗoo hoɗo tabitungo, kono hiɗen ɗaɓɓude aroyayngo ngon. 
HEB.13.15	E innde makko kanko Iisaa, duumoɗen e waɗangol Alla sadaka mantoore, e maanaa sadaka yaltoowo e toni jantotooɗi innde makko nden. 
HEB.13.16	Awa wota on weddito e waɗugol moƴƴere e wallindirgol, ko ɗii woni sadakaaji ɗi Alla jaɓata weltora.
HEB.13.17	Ɗoftee ardotooɓe on ɓen, yankinanoɗon ɓe. Ko fii hiɓe ayni fota wonkiiji mon ɗin, wa hunitoytooɓe ka Alla. Awa etee ɓe waɗa ɗun e hoore weltaare, hara hinaa no mettirta ɓe. Si hinaa ɗun, nafoytaa on.
HEB.13.18	Awa toranee men: meɗen felliti wonde meɗen mari ɓernde laaɓunde e nder faalegol nawrude ngurndan amen ɗan no feewiri e kala huunde. 
HEB.13.19	Mi torike on fow tentinii toragol fii yo Allaahu on newnanan yiltitagol ka mon no yaawiri.
