GEN.1.1	Na počiatku stvoril Boh nebo a zem.
EZK.11.8	Obávate sa meča, a predsa privodím na vás meč,‘ znie výrok Pána, Hospodina. 
EZK.11.9	‚Vyvediem vás z neho, vydám vás do ruky cudzincov a vykonám na vás rozsudky: 
EZK.11.10	padnete mečom. Budem vás súdiť na hranici Izraela. Potom spoznáte, že ja som Hospodin.
EZK.11.11	Mesto vám nebude hrncom ani vy v ňom nebudete mäsom. Budem vás súdiť na hranici Izraela. 
EZK.11.12	Potom spoznáte, že ja som Hospodin, v ktorého ustanoveniach ste nechodili ani ste neplnili moje nariadenia, ale konali ste podľa predpisov národov, ktoré sú okolo vás.‘“
EZK.11.13	Kým som prorokoval, zomrel Pelatja, Benajov syn. Vtedy som padol na tvár a zvolal som mocným hlasom: „Ach, Pane, Hospodin, chceš úplne zničiť zvyšok Izraela?“
EZK.11.14	Vtedy mi zaznelo slovo Hospodina: 
EZK.11.15	„Človeče, o tvojich bratoch, tvojich príbuzných a o celom dome Izraela hovoria obyvatelia Jeruzalema: ‚Sú ďaleko od Hospodina, táto krajina je daná do vlastníctva nám.‘ 
EZK.11.16	Preto povedz: Takto vraví Pán, Hospodin: ‚Vskutku, ja som ich vyhnal ďaleko medzi národy a rozptýlil som ich po krajinách, ale budem im svätyňou na krátky čas v krajinách, do ktorých prišli.‘
EZK.11.17	Preto povedz: Takto vraví Pán, Hospodin: ‚Potom vás zhromaždím spomedzi národov a pozbieram vás z krajín, do ktorých ste boli rozptýlení; dám vám pôdu Izraela.‘
EZK.11.18	Keď tam prídu, odstránia z nej všetky jej mrzké a ohavné modly.
EZK.11.19	Potom im dám jedno srdce a nového ducha vložím do ich vnútra. Odstránim kamenné srdce z ich tela a vložím im srdce z mäsa,
EZK.11.20	aby chodili podľa mojich ustanovení, aby zachovávali moje nariadenia a plnili ich. Oni budú mojím ľudom a ja budem ich Bohom,
EZK.11.21	avšak na hlavu tých, ktorých srdce sa pridŕža mrzkých a ohavných modiel, uvalím trest za ich cesty,“ znie výrok Pána, Hospodina.
EZK.11.22	Cherubi zdvihli svoje krídla a kolesá sa pohli zároveň s nimi, kým sláva Boha Izraela bola nad nimi.
EZK.11.23	Potom Hospodinova sláva odišla z mesta nahor a zastala na vrchu východne od mesta.
EZK.11.24	Potom ma duch zdvihol a prostredníctvom Božieho ducha ma zaniesol vo videní do Chaldejska k zajatým. Potom odišlo odo mňa videnie, ktoré som mal.
EZK.11.25	Vyrozprával som zajatým všetko, čo mi Hospodin dal prežiť vo videní.
EZK.12.1	Potom mi zaznelo slovo Hospodina: 
EZK.12.2	„Človeče, bývaš uprostred domu vzdoru, ktorý má oči, aby videl, ale nevidí, má uši, aby počúval, ale nepočuje, lebo je domom vzdoru.
EZK.12.3	Ty však, človeče, zhotov si pútnický výstroj! Vysťahuj sa akoby do zajatia vo dne pred ich očami a odsťahuj sa zo svojho miesta na iné miesto pred ich očami. Azda to pochopia, hoci sú domom vzdoru. 
EZK.12.4	Svoj výstroj vynes ako výstroj do zajatia vo dne pred ich očami. Večer vyjdi pred ich očami ako tí, čo idú do vyhnanstva. 
EZK.12.5	Pred ich očami prebúraj stenu a potom vyjdi cez ňu. 
EZK.12.6	Pred ich očami vynášaj veci na pleci, za tmavej noci vyjdi a zakry si tvár, aby si nevidel krajinu, lebo som ťa dal za znamenie pre dom Izraela.“
EZK.12.7	Vykonal som, ako mi bolo rozkázané: výstroj som vyniesol ako výstroj do zajatia vo dne a večer som vlastnoručne prebúral stenu. Za tmy som vynášal veci, na pleci som ich nosil pred ich očami.
EZK.12.8	Potom mi za rána zaznelo slovo Hospodina: 
EZK.12.9	„Človeče, či sa ťa nespýtal dom Izraela, dom vzdoru: ‚Čo robíš?‘
EZK.12.10	Povedz im: Takto vraví Pán, Hospodin: ‚Tento výrok sa vzťahuje na knieža v Jeruzaleme i na všetkých z domu Izraela, ktorí tam bývajú.‘ 
EZK.12.11	Povedz: ‚Ja som znamením pre vás. Ako som urobil ja, tak sa stane im: pôjdu do vyhnanstva ako zajatci. 
EZK.12.12	Knieža, ktoré je uprostred nich, bude niesť svoj výstroj na pleci za tmy a odíde. Prebúra stenu, aby mohlo vyjsť. Zakryje si tvár, aby svojím zrakom nevidelo krajinu.
EZK.12.13	Rozostriem naň svoju sieť, bude chytené do mojich osídel a dovediem ho do Babylonu, krajiny Chaldejcov. Neuvidí ju, zomrie tam.
EZK.12.14	Všetkých, ktorí sú okolo neho, jeho pomocníkov i všetky jeho húfy rozptýlim do vetrov všetkých smerov a vytasím za nimi meč. 
EZK.12.15	Potom spoznajú, že ja som Hospodin, keď ich rozptýlim medzi národy a roztrúsim po krajinách. 
EZK.12.16	Ponechám si z nich malý počet mužov, ktorí uniknú meču, hladu a moru, aby mohli rozprávať o všetkých svojich ohavnostiach medzi národmi, do ktorých prídu. Vtedy spoznajú, že ja som Hospodin.‘“
EZK.12.17	Potom mi zaznelo slovo Hospodina: 
EZK.12.18	„Človeče, s chvením budeš jesť svoj chlieb a svoju vodu budeš piť s trasením a úzkosťou. 
EZK.12.19	Ľudu krajiny povedz: Takto vraví Pán, Hospodin, o obyvateľoch Jeruzalema v Izraeli: ‚Svoj chlieb budú jesť s úzkosťou a svoju vodu budú piť s hrôzou; lebo ich krajina spustne pre množstvo násilia všetkých tých, čo v nej žijú. 
EZK.12.20	Mestá, ktoré boli obývané, budú ležať pusté a krajina bude púšťou. Potom spoznáte, že ja som Hospodin.‘“
EZK.12.21	Potom mi zaznelo slovo Hospodina: 
EZK.12.22	„Človeče, aké to máte porekadlo o krajine Izraela, že dni plynú a zo všetkých videní nie je nič?
EZK.12.23	Preto im povedz: Takto vraví Pán, Hospodin: ‚Skoncujem s týmto porekadlom a už ho nebudú používať v Izraeli.‘ Povedz im však: ‚Blížia sa dni, keď sa splní každé videnie.
EZK.12.24	Nebude totiž už nijaké márne videnie ani pochlebovačské veštenie v dome Izraela, 
EZK.12.25	ale prehovorím ja, Hospodin. Čo poviem, to sa splní a už sa neoddiali. Ešte za vašich dní, dom vzdoru, prehovorím a svoje slovo splním,‘“ znie výrok Pána, Hospodina.
EZK.12.26	Potom mi zaznelo slovo Hospodina: 
EZK.12.27	„Človeče, dom Izraela hovorí: ‚Videnie, ktoré on má, sa vzťahuje na vzdialené dni a prorokuje o ďalekých dobách.‘ 
EZK.12.28	Preto im povedz: Takto vraví Pán, Hospodin: ‚Neoddiali sa už žiadne moje slovo. Slovo, ktoré vypoviem, sa splní,‘“ znie výrok Pána, Hospodina.
EZK.13.1	Potom mi zaznelo slovo Hospodina: 
EZK.13.2	„Človeče, prorokuj proti izraelským prorokom, ktorí prorokujú, a povedz tým, čo prorokujú z vlastného srdca: ‚Počujte slovo Hospodina!‘“ 
EZK.13.3	Takto vraví Pán, Hospodin: „Beda bláznivým prorokom, ktorí idú za vlastným duchom bez toho, že by niečo videli.
EZK.13.4	Tvoji proroci sú ako líšky na zrúcaninách, Izrael. 
EZK.13.5	Nevstúpili ste do trhlín a nepostavili ste múr okolo domu Izraela, aby obstál vo vojne v deň Hospodina.
EZK.13.6	Vidia márnosť, veštia lož tí, čo hovoria: ‚Tak znie výrok Hospodina!‘, hoci Hospodin ich neposlal, a čakajú na to, že on vyplní klamné slovo.
EZK.13.7	Nie je márne videnie, ktoré vidíte, a lživá veštba, ktorú hlásate, a pritom hovoríte: ‚Tak znie výrok Hospodina!‘? Ale ja som neprehovoril.“
EZK.13.8	Preto takto vraví Pán, Hospodin: „Pretože hovoríte márnosť a mávate klamné videnia, som proti vám,“ znie výrok Pána, Hospodina. 
EZK.13.9	„Moja ruka bude proti prorokom, ktorí mávajú klamné videnia a veštia lož. Nemôžu patriť do spoločenstva môjho ľudu ani nebudú zapísaní do zoznamu domu Izraela, ani nevojdú na pôdu Izraela. Potom poznáte, že ja som Pán, Hospodin.
EZK.13.10	Preto, a len preto, že zavádzali môj ľud a hovorili: ‚Pokoj!‘, keď nebolo pokoja, a keď ľud stavia stenu, oni ju zatierajú hlinenou omietkou,
EZK.13.11	povedz tým omietkarom, že odpadne. Príde zaplavujúci lejak, zošlem krupobitie a strhne sa búrlivý vietor. 
EZK.13.12	Keď padne stena, iste vám povedia: ‚Kde je hlinená omietka, ktorou ste omietali?‘“
EZK.13.13	Preto takto vraví Pán, Hospodin: „Vo svojej prchkosti spôsobím búrlivý víchor, zaplavujúci lejak vo svojom hneve a krupobitie v prchkosti na zničenie. 
EZK.13.14	Zrútim stenu, ktorú ste omietli hlinenou omietkou, zvalím ju na zem, takže bude odkrytý jej základ. Padne, v nej zahyniete aj vy a potom poznáte, že ja som Hospodin. 
EZK.13.15	Keď si úplne vylejem prchkosť na stenu a na tých, čo ju omietajú hlinenou omietkou, potom vám poviem: ‚Nieto steny ani tých, čo ju omietali, 
EZK.13.16	totiž prorokov Izraela, ktorí prorokovali o Jeruzaleme a ktorí mali preň videnia o pokoji, hoci nebolo pokoja,‘“ znie výrok Pána, Hospodina.
EZK.13.17	„Ty však, človeče, upri svoju tvár proti dcéram svojho ľudu, ktoré prorokujú z vlastného srdca, a prorokuj proti nim! 
EZK.13.18	Povedz: Takto vraví Pán, Hospodin: ‚Beda tým, ktoré zošívajú čarodejnícke obväzy pre každé zápästie a zhotovujú závoje na hlavu akejkoľvek veľkosti, aby ulovili ľudské životy. Či budete loviť životy môjho ľudu a svoje životy, aby ste udržali nažive sami seba? 
EZK.13.19	Znesvätili ste ma u môjho ľudu za hrsť jačmeňa a za kus chleba, aby ste vydali na smrť osoby, ktoré nemali zomrieť, a zachovali ste nažive osoby, ktoré nemali žiť, pretože ste luhali môjmu ľudu, ktorý počúva lož.‘“
EZK.13.20	Preto takto vraví Pán, Hospodin: „Hľa, ja budem proti vašim čarodejníckym obväzom, ktorými lovíte ľudské životy ako vtáky, postŕham ich z vašich ramien a prepustím ako vtáky tie osoby, ktoré ste ulovili. 
EZK.13.21	Roztrhám i vaše závoje a vytrhnem svoj ľud z vašej ruky; nebudú viac vo vašej ruke korisťou. Potom poznáte, že ja som Hospodin. 
EZK.13.22	Pretože srdce spravodlivého privádzate klamom do zúfalstva, zatiaľ čo ja som mu nespôsobil bolesť, a pretože posilňujete ruky bezbožného, aby sa nevrátil zo svojej zlej cesty, a tak ostal nažive,
EZK.13.23	nebudete mať klamné videnia ani veštbu, ani nebudete už viac veštiť; ja sám vytrhnem svoj ľud z vašej ruky. Vtedy poznáte, že ja som Hospodin.“
EZK.14.1	Potom prišli za mnou niektorí zo starších Izraela a sadli si predo mňa.
EZK.14.2	Vtedy mi zaznelo slovo Hospodina: 
EZK.14.3	„Človeče, títo muži prijali do srdca svoje modly a tým si položili pred seba previnenie, aby sa oň potkli. Môžem im dovoliť, aby sa ma dopytovali? 
EZK.14.4	Preto hovor s nimi a povedz im: Takto vraví Pán, Hospodin: ‚Každému z domu Izraela, ktorý prijal modly do srdca a tým si položil pred seba previnenie, aby sa potkol a potom príde za prorokom, tomu ja, Hospodin, odpoviem primerane podľa množstva jeho modiel, 
EZK.14.5	aby som uchopil za srdce dom Izraela, ktorý sa odvrátil odo mňa pre všetky svoje modly.‘
EZK.14.6	Preto povedz domu Izraela: Takto vraví Pán, Hospodin: ‚Obráťte sa a odvráťte sa od svojich modiel a odvráťte si tvár od všetkých svojich ohavností! 
EZK.14.7	Ktokoľvek sa totiž z domu Izraela alebo z cudzincov, ktorí sa zdržujú v Izraeli, odvráti odo mňa, prijme modly do srdca a položí pred seba previnenie, aby sa potkol, a potom príde za prorokom, aby sa mňa o sebe dopytoval, tomu ja, Hospodin, sám odpoviem: 
EZK.14.8	obrátim svoju tvár proti tomu človeku, urobím ho znamením a porekadlom a vyhubím spomedzi svojho ľudu. Potom spoznáte, že ja som Hospodin.
EZK.14.9	Ak by sa prorok dal podviesť a vyslovil by prorocké slová, ja, Hospodin, som podviedol toho proroka. Potom vystriem svoju ruku proti nemu a vyhubím ho zo svojho izraelského ľudu.
EZK.14.10	Obaja ponesú trest za svoju vinu: vina toho, kto sa dopytoval, bude rovnaká ako vina proroka,
EZK.14.11	aby dom Izraela už nezblúdil odo mňa, aby sa už neznečisťovali svojimi všelijakými previneniami. Potom mi budú ľudom a ja im budem Bohom,‘“ znie výrok Pána, Hospodina.
EZK.14.12	Potom mi zaznelo slovo Hospodina: 
EZK.14.13	„Človeče, ak krajina zhreší proti mne tým, že sa mi spreneverí, vystriem proti nej ruku a polámem jej palicu na nosenie chleba, pošlem na ňu hlad a vyhubím z nej človeka i dobytok.
EZK.14.14	Aj keby boli uprostred nej títo traja muži: Noach, Daniel a Jób, oni sami by si zachránili život svojou spravodlivosťou,“ znie výrok Pána, Hospodina.
EZK.14.15	„Keby som krajinou previedol dravú zver a pripravil by som ju o deti, takže by sa stala pustatinou, takže nikto by ňou neprechádzal pre dravú zver, 
EZK.14.16	a títo traja muži by boli uprostred nich, ako žijem,“ znie výrok Pána, Hospodina, „nezachránia ani synov, ani dcéry, iba oni sami sa zachránia; krajina ostane pustatinou. 
EZK.14.17	Alebo ak by som uviedol meč na túto krajinu a povedal by som: ‚Meč, prejdi krajinou!‘ a vyhubil by som z nej ľudí i zvieratá, 
EZK.14.18	a keby títo traja mužovia boli v nej, ako žijem,“ znie výrok Pána, Hospodina, „nezachránia si ani synov, ani dcéry, iba oni sami sa zachránia. 
EZK.14.19	Alebo keby som poslal mor na tú krajinu a krvavo by som vylial na ňu svoju prchkosť a vykynožil by som z nej ľudí a zvieratá, 
EZK.14.20	ale Noach, Daniel a Jób by boli uprostred nej, ako žijem,“ znie výrok Pána, Hospodina, „nezachránili by ani syna, ani dcéru, len oni sami by si svojou spravodlivosťou zachránili vlastný život.“
EZK.14.21	Takto však vraví Pán, Hospodin: „I keby som poslal proti Jeruzalemu svoje štyri prísne prejavy súdu — meč, hlad, dravú zver a mor —, aby som z neho vykynožil ľudí i zvieratá,
EZK.14.22	zostali by v ňom zachránení, ktorí vyvedú synov a dcéry. Keď vyjdú k vám a uvidíte ich život aj ich skutky, budete sa tešiť z nešťastia, ktoré som uviedol na Jeruzalem, z toho všetkého, čo som naň uviedol. 
EZK.14.23	Potešia vás, keď uvidíte ich život a ich skutky; poznáte, že bez príčiny som neurobil všetko, čo som v ňom urobil,“ znie výrok Pána, Hospodina.
EZK.15.1	Potom mi zaznelo slovo Hospodina:
EZK.15.2	„Človeče, o čo je vinič lepší než iné stromy
EZK.15.2	a ratolesť viniča lepšia než stromy lesa?
EZK.15.3	Možno vziať z neho drevo a použiť ho na náradie?
EZK.15.3	Či vezmú z neho kolík na zavesenie náčinia?
EZK.15.4	Veru, ohňu sa dáva na strávenie.
EZK.15.4	Keď oheň strávil oba jeho konce
EZK.15.4	a jeho stred zotlel, či je ešte súci na niečo?
EZK.15.5	Veď ani kým bol celý, nedal sa použiť na nič.
EZK.15.5	O to menej sa potom môže použiť na niečo,
EZK.15.5	keď ho strávil oheň a keď zotlel.“
EZK.15.6	Preto Pán, Hospodin, hovorí toto:
EZK.15.6	„Ako som medzi stromami lesa urobil s viničom to,
EZK.15.6	že som ho dal ohňu na strávenie,
EZK.15.6	tak som urobil s obyvateľmi Jeruzalema.
EZK.15.7	Upriem svoju tvár proti nim:
EZK.15.7	dostanú sa z ohňa, ale oheň ich pohltí!
EZK.15.7	Potom spoznáte, že ja som Hospodin,
EZK.15.7	keď obrátim svoju tvár proti vám.
EZK.15.8	Potom krajinu zmením na pustatinu,
EZK.15.8	pretože sa dopúšťali nevernosti,“
EZK.15.8	znie výrok Pána, Hospodina.
EZK.16.1	Potom mi zaznelo slovo Hospodina: 
EZK.16.2	„Človeče, oznám Jeruzalemu jeho ohavnosti! 
EZK.16.3	Povedz: Takto vraví Pán, Hospodin, Jeruzalemu: ‚Podľa svojho pôvodu a rodu pochádzaš z Kanaánu: tvoj otec bol Amorejčan a tvoja matka bola Chetitka. 
EZK.16.4	Vo chvíli tvojho narodenia, v deň, keď si sa narodila, neodrezali tvoju pupočnú šnúru, na očistenie ťa neumyli vodou ani ťa neposolili soľou, ani ťa nezavinuli do plienok. 
EZK.16.5	Oko sa nad tebou nezľutovalo, aby ti vykonalo čo len niečo z toho zo súcitu voči tebe, ale pohodili ťa na šíre pole, keď si sa narodila. 
EZK.16.6	Keď som prešiel okolo teba a videl som ťa trepotať sa vo vlastnej krvi, povedal som ti, keď si ležala vo svojej krvi: »Ostaň nažive! 
EZK.16.7	Vzrastaj ako poľný kvet!« Ty si aj vyrástla, dospela a dozrela si do veku zrelosti. Prsia sa ti vyvinuli a vlasy ti narástli. Bola si však holá a nahá. 
EZK.16.8	Keď som prešiel okolo teba a videl som, že nadišiel tvoj čas, čas lásky, zastrel som ťa okrajom svojho plášťa, zakryl som tvoju nahotu, prisahal som ti lásku a uzavrel som s tebou zmluvu,‘ znie výrok Pána, Hospodina, ‚a tak si sa stala mojou.
EZK.16.9	Poumýval som ťa vodou, opláchol som z teba krv a pomazal som ťa olejom. 
EZK.16.10	Zaodel som ťa pestrofarebným rúchom, obul som ti obuv z tachašovej kože, zavinul som ťa do jemného ľanu a zahalil hodvábom. 
EZK.16.11	Ozdobil som ťa šperkami; dal som ti na ruku náramky i náhrdelník na krk. 
EZK.16.12	Potom som ti dal krúžok do nosa i náušnice na tvoje uši i nádhernú korunu na tvoju hlavu. 
EZK.16.13	Keď si sa vyzdobila zlatom a striebrom a tvojím odevom bol jemný ľan, hodváb a pestrofarebné rúcho, keď si jedávala jemnú múku, med a olej, preveľmi si opeknela a bola si súca na kráľovskú hodnosť. 
EZK.16.14	Šíril sa o tebe chýr medzi národmi pre tvoju krásu, lebo bola dokonalá pre nádheru, ktorou som ťa ja vystrojil,‘ znie výrok Pána, Hospodina.
EZK.16.15	‚Avšak spoľahla si sa na svoju krásu, smilnila si pre svoj chýr a zahrňovala si smilstvom každého. Oddala si sa každému, kto šiel okolo.
EZK.16.16	Potom si vzala zo svojich šiat, zhotovila si si pestré obetné výšiny a na nich si smilnila. Také niečo sa ešte nevyskytlo ani sa nevyskytne. 
EZK.16.17	Pobrala si svoje ozdobné predmety z môjho zlata a striebra, ktoré som ti daroval, zhotovila si si mužské podoby a smilnila si s nimi.
EZK.16.18	Vzala si pestrofarebné látky, zakryla si ich nimi; môj olej a moje kadidlo si položila pred ne;
EZK.16.19	i môj chlieb, ktorý som ti dal, jemnú múku i olej i med, ktorými som ťa kŕmil, a kládla si to pred ne ako príjemnú vôňu,‘ znie výrok Pána, Hospodina. 
EZK.16.20	‚Potom si pobrala svojich synov i svoje dcéry, ktorých si mi porodila, a obetovala si ich modlám za pokrm.
EZK.16.20	Či bolo málo tvojho smilstva,
EZK.16.21	že si zabíjala mojich synov a dala si ich im, aby ich previedli cez oheň? 
EZK.16.22	Pri všetkých svojich ohavnostiach a pri svojom smilstve si si nespomenula na dni svojej mladosti, keď si bola nahá a holá, keď si sa trepotala vo vlastnej krvi.
EZK.16.23	Po všetkej tvojej zlobe beda, beda ti!‘ znie výrok Pána, Hospodina. 
EZK.16.24	‚Zhotovila si si vyvýšeninu na oltárnom podstavci a zriadila si si výšinu na každom priestranstve;
EZK.16.25	pri každom rázcestí si si postavila výšinu, zohavila si svoju krásu a ponúkala si sa každému, čo prechádzal okolo; rozmnožovala si svoje smilstvo. 
EZK.16.26	Potom si smilnila s Egypťanmi, so svojimi susedmi statného tela a rozmnožovala si svoje smilstvo, aby si ma popudzovala.
EZK.16.27	Preto som proti tebe vystrel ruku, obmedzil som tvoje právo a vydal som ťa žiadostivosti dcér Filištíncov, ktoré ťa nenávidia a ktoré sa hanbili za tvoje hanebné správanie. 
EZK.16.28	Potom si smilnila s Asýrčanmi, pretože si bola nenásytná. Smilnila si s nimi, ale ani tak si sa neuspokojila.
EZK.16.29	Potom si ešte viac smilnila: až po krajinu kupcov, po Chaldejsko, ale ani týmto si sa neuspokojila. 
EZK.16.30	Aké len roztúžené bolo tvoje srdce,‘ znie výrok Pána, Hospodina, ‚keď si všetko páchala ako skutky rozpustilej neviestky, 
EZK.16.31	keď si zhotovila vyvýšeninu na oltárnom podstavci pri každom rázcestí a výšinu si si zriaďovala na každom priestranstve. Nebola si ako obyčajná neviestka; pohrdla si odmenou za smilstvo. 
EZK.16.32	Cudzoložná žena miesto svojho muža berie cudzích. 
EZK.16.33	Všetkým neviestkam dávajú odmenu, ale ty si dávala dary svojim milencom a obdarovala si ich, aby vchádzali za tvojím smilstvom k tebe zo všetkých strán. 
EZK.16.34	Pri tebe, pri tvojom smilstve, to bolo opačne ako pri iných ženách: nechodili za tebou smilniť — ty si dávala odmenu, tebe však nedávali odmenu. Pri tebe to bolo opačne.‘
EZK.16.35	Preto, neviestka, počuj slovo Hospodina! 
EZK.16.36	Takto vraví Pán, Hospodin: ‚Pretože si odhaľovala svoje telo a tvoja hanba bola odhalená pri tvojom smilstve s tvojimi milencami a s tvojimi ohavnými modlami a pre krv tvojich detí, ktoré si im dala, 
EZK.16.37	zhromaždím všetkých tvojich milencov, ktorým si sa páčila, i všetkých, ktorých si milovala, so všetkými, ktorých si nenávidela, zhromaždím ich proti tebe zo všetkých strán a odkryjem im tvoju nahotu, takže uvidia celú tvoju hanbu.
EZK.16.38	Potom ťa budem súdiť podľa predpisov o cudzoložniciach a o tých, čo preliali krv, a za krv uvalím na teba svoj hnev a svoju žiarlivosť.
EZK.16.39	Vydám ťa do ich rúk, zbúrajú ti vyvýšeninu na oltárnom podstavci, zrúcajú ti výšiny, vyzlečú ťa z tvojich šiat, poberú ti ozdoby a nechajú ťa holú a nahú. 
EZK.16.40	Privedú proti tebe zhromaždenie, ukameňujú ťa, rozsekajú ťa svojimi mečmi,
EZK.16.41	spália tvoje domy ohňom a vykonajú na tebe rozsudky pred očami mnohých žien. Tak zamedzím tvoje smilstvo a nebudeš viac dávať odmenu za smilstvo. 
EZK.16.42	Tak utíšim na tebe svoj hnev a moja žiarlivosť odstúpi od teba; ja sa upokojím a nebudem sa viac hnevať.
EZK.16.43	Pretože si nepamätala na dni svojej mladosti, ale tým všetkým si ma popudzovala, preto, pozri, aj ja som priviedol na teba odplatu za tvoje skutky,‘ znie výrok Pána, Hospodina. ‚Nepáchala si hanebnosť so všetkými svojimi ohavnosťami? 
EZK.16.44	Hľa, každý skladateľ posmešných veršov bude skladať verše o tebe: »Aká matka, taká dcéra!« 
EZK.16.45	Si dcérou svojej matky, ktorá odohnala muža i synov, a si sestrou svojich sestier, ktoré odohnali mužov i synov — veď vaša matka bola Chetitka a váš otec bol Amorejčan.
EZK.16.46	Tvoja staršia sestra je Samária so svojimi dcérami, ktorá býva na severe, tvoja mladšia sestra, ktorá býva na juhu, je Sodoma so svojimi dcérami. 
EZK.16.47	Ty si však nielen chodila po ich cestách a páchala ich ohavnosti. To sa ti málilo a na svojich cestách si konala horšie než ony. 
EZK.16.48	Ako žijem,‘ znie výrok Pána, Hospodina, ‚Sodoma, tvoja sestra, ani jej dcéry nerobili tak, ako si robila ty a tvoje dcéry.
EZK.16.49	Pozri, toto bola vina tvojej sestry Sodomy: pýcha, prebytok chleba a bezstarostný pokoj i so svojimi dcérami, ale biednemu a chudobnému ruku nepodala. 
EZK.16.50	Spyšneli a páchali ohavnosť predo mnou, preto som ich odstránil, keď som to videl.
EZK.16.51	Pritom sa Samária nedopustila ani polovice tvojich hriechov; ty si rozmnožila svoje ohavnosti viac ako ony a ospravedlnila si svoje sestry všetkými svojimi nehanebnosťami, ktoré si páchala.
EZK.16.52	Aj ty znášaj svoju potupu, pretože si nastúpila na miesto svojich sestier svojimi hriechmi, ktorými si sa dopustila viacerých ohavností ako ony. Sú spravodlivejšie ako ty. Aj ty sa teda hanbi a znášaj svoju potupu za to, že si ospravedlnila svoje sestry!
EZK.16.53	Zmením ich údel, údel Sodomy a jej dcér, i údel Samárie a jej dcér, aj tvoj údel zmením uprostred nich,
EZK.16.54	aby si niesla svoju potupu a hanbila sa za všetko, čo si popáchala, im na potechu. 
EZK.16.55	Tvoja sestra Sodoma a jej dcéry sa vrátia do predchádzajúceho stavu. Aj Samária a jej dcéry sa vrátia do predchádzajúceho stavu. Ty i tvoje dcéry sa vrátite do svojho predošlého stavu. 
EZK.16.56	Nebola tvoja sestra Sodoma výstražnou správou v deň tvojej pýchy, 
EZK.16.57	skôr ako bola odkrytá tvoja zloba, ako za čias, keď ťa potupovali Sýrčanky a znevažovali ťa Filištínky okolo teba? 
EZK.16.58	Následky za svoju hanebnosť a za svoje ohavnosti budeš znášať,‘ znie výrok Hospodina.
EZK.16.59	Veď takto vraví Pán, Hospodin: ‚Naložím s tebou, ako si ty konala, keď si znevážila prísahu a zrušila zmluvu. 
EZK.16.60	Potom sa však rozpomeniem na svoju zmluvu s tebou, uzavretú v dňoch tvojej mladosti, a ustanovím ti večnú zmluvu.
EZK.16.61	Vtedy si spomenieš na svoje cesty a budeš sa hanbiť, keď vezmem tvoje sestry, väčšie ako ty i menšie ako ty, a dám ti ich za dcéry, ale nie na základe zmluvy uzavretej s tebou.
EZK.16.62	Ja ustanovím svoju zmluvu s tebou a spoznáš, že ja som Hospodin, 
EZK.16.63	aby si si spomenula a zahanbila sa, aby si už viac neotvárala ústa pre svoju potupu, keď ti odpustím všetko, čo si popáchala,‘ znie výrok Pána, Hospodina.“
EZK.17.1	Potom mi zaznelo slovo Hospodina: 
EZK.17.2	„Človeče, povedz hádanku, zostav podobenstvo domu Izraela 
EZK.17.3	a povedz: Takto vraví Pán, Hospodin:
EZK.17.3	‚Veľký orol s veľkými krídlami,
EZK.17.3	dlhými brkami,
EZK.17.3	úplne pokrytý pestrým perím,
EZK.17.3	priletel na Libanon
EZK.17.3	a vzal vrchovec cédra,
EZK.17.4	jeho vrcholný výhonok odlomil,
EZK.17.4	zaniesol ho do krajiny kupcov
EZK.17.4	a zložil v meste obchodníkov.
EZK.17.5	Potom nabral zo semena krajiny
EZK.17.5	a dal ho do úrodnej pôdy,
EZK.17.5	vzal ho k hojným vodám,
EZK.17.5	zasadil ho ako vŕbu.
EZK.17.6	Vypučalo a stalo sa bujným viničom
EZK.17.6	nízkeho vzrastu,
EZK.17.6	ktorý mal obracať letorasty k nemu
EZK.17.6	a jeho korene mali byť pod ním.
EZK.17.6	Tak sa stal viničom,
EZK.17.6	vyháňal konáre a vystieral výhonky.
EZK.17.7	Bol však aj iný veľký orol
EZK.17.7	s veľkými krídlami a mnohým perím.
EZK.17.7	Pozri, vinič vystieral k nemu
EZK.17.7	svoje korene
EZK.17.7	a letorasty obracal k nemu,
EZK.17.7	aby ho zvlažoval lepšie ako záhon,
EZK.17.7	na ktorom bol zasadený.
EZK.17.8	Bol predsa zasadený
EZK.17.8	na dobrom poli,
EZK.17.8	pri hojných vodách,
EZK.17.8	aby sa rozvetvil a prinášal úrodu,
EZK.17.8	aby sa stal nádherným viničom.‘
EZK.17.9	Povedz: Takto vraví Pán, Hospodin:
EZK.17.9	‚Vydarí sa?
EZK.17.9	Či onen nevytrhá jeho korene
EZK.17.9	a neobtrhá jeho ovocie,
EZK.17.9	takže vyschne aj jeho vypučané lístie?
EZK.17.9	Nebude treba ani mocné rameno,
EZK.17.9	ani množstvo ľudu,
EZK.17.9	aby ho zdvihli z jeho koreňov.
EZK.17.10	Zasadený je, ale či sa vydarí?
EZK.17.10	Nevyschne azda,
EZK.17.10	keď ho ovanie východný vietor?
EZK.17.10	Vyschne na záhone, kde rástol.‘“
EZK.17.11	Potom mi zaznelo slovo Hospodina: 
EZK.17.12	„Povedz domu vzdoru: ‚Či neviete, čo to znamená?‘ Povedz: ‚Prišiel babylonský kráľ do Jeruzalema, vzal jeho kráľa i kniežatá a zaviedol ich k sebe do Bábelu.
EZK.17.13	Vzal jedného z kráľovského rodu, uzavrel s ním zmluvu a zaviazal ho prísahou, ale vznešených z krajiny odviedol,
