GEN.1.1	Na počiatku stvoril Boh nebo a zem.
JAS.1.21	Preto odložte všetku nečistotu a všetko množstvo zlosti a s tichosťou prijímajte vštepované slovo, ktoré má moc spasiť vaše duše.
JAS.1.22	Buďte však činiteľmi slova, a nielen poslucháčmi, ktorí oklamávajú sami seba.
JAS.1.23	"Lebo ak je niekto poslucháčom slova, a nie činiteľom, podobá sa mužovi, ktorý si v zrkadle pozerá svoju prirodzenú tvár;"
JAS.1.24	videl sa totiž, ale odišiel a ihneď zabudol, aký je.
JAS.1.25	Ale kto sa zahľadel do dokonalého zákona slobody a vytrval nie ako zábudlivý poslucháč, ale ako činiteľ skutku, ten bude blahoslavený vo svojom konaní.
JAS.1.26	Ak si niekto myslí, že slúži Bohu, a jazyk si nedrží na uzde, ale oklamáva si srdce, u takého je daromné uctievanie Boha.
JAS.1.27	Čisté a nepoškvrnené uctievanie Boha pred Bohom a Otcom je: navštevovať siroty a vdovy v ich tiesni a seba zachovávať nepoškvrneného svetom.
JAS.2.1	Bratia moji, neuprednostňuje nikoho, keďže veríte v nášho osláveného Pána Ježiša Krista.
JAS.2.2	Veď ak by do vášho zhromaždenia vošiel muž so zlatými prsteňmi, v nádhernom rúchu, a vošiel by aj chudobný v chatrnom rúchu,
JAS.2.3	a vy by ste s úľubou pohliadli na toho, čo má nádherné rúcho, a povedali by ste: Ty sa posaď pekne sem! ale tomu chudobnému by ste povedali: Ty stoj tam, alebo sadni si mi ku nohám!
JAS.2.4	či ste nerobili rozdiel medzi sebou a nesúdili podľa zlého uvažovania?
JAS.2.5	Počujte, bratia moji milovaní: či Boh tých, čo sú v očiach sveta chudobní, nevyvolil, aby boli bohatí vo viere a dedičia kráľovstva zasľúbeného tým, čo Ho milujú?
JAS.2.6	Ale vy ste znevážili chudobného. Či nie bohatí vás utláčajú a vláčia po súdoch?
JAS.2.7	Či sa nie oni rúhajú slávnemu menu, ktoré bolo vyslovené nad vami?
JAS.2.8	Iste, ak plníte kráľovský zákon podľa Písma: Milovať budeš blížneho ako seba samého! dobre činíte.
JAS.2.9	Ale ak uprednostňujete osoby, páchate hriech a zákon vás usvedčuje ako priestupníkov.
JAS.2.10	Lebo keby niekto celý zákon zachoval, ale previnil by sa v jednom (prikázaní), previnil sa proti všetkým.
JAS.2.11	Veď Ten, ktorý povedal: Nescudzoložíš! povedal aj: Nezabiješ! A keď aj nescudzoložíš, ale zabíjaš, prestúpil si zákon.
JAS.2.12	Aj hovorte aj konajte ako ľudia, ktorí majú byť súdení podľa zákona slobody.
JAS.2.13	"Lebo nemilosrdný bude súd nad tým, kto nepreukazoval milosrdenstvo; milosrdenstvo nemá strach pred súdom."
JAS.2.14	Čo je platné, bratia moji, keď niekto povie, že má vieru, ale nemá skutky? Či ho (takáto) viera môže spasiť?
JAS.2.15	Ak brat alebo sestra nemá odev a nedostáva sa im denný pokrm,
JAS.2.16	a niekto z vás im povie: Choďte v pokoji, zohrejte a najedzte sa! ale nedáte im, čo potrebujú pre telo, čo je to platné?
JAS.2.17	Tak aj viera, ak nemá skutkov, je sama osebe mŕtva.
JAS.2.18	Ale povie niekto: Ty máš vieru a ja mám skutky! Ukáž mi svoju vieru bez skutkov! Ja ti zo svojich skutkov ukážem vieru.
JAS.2.19	Ty veríš, že Boh je jeden. Dobre robíš. Aj démoni veria, ale sa desia.
JAS.2.20	Či chceš pochopiť, prázdny človeče, že viera bez skutkov je neužitočná?
JAS.2.21	Či náš otec Abrahám nebol ospravedlnený zo skutkov, keď svojho syna Izáka položil na obetný oltár?
JAS.2.22	Vidíš - viera spolupracovala s jeho skutkami a skutkami sa stala dokonalou,
JAS.2.23	"a naplnilo sa Písmo, ktoré hovorí: Abrahám uveril Bohu a počítalo sa mu to za spravodlivosť; nazvaný bol priateľom Božím."
JAS.2.24	Vidíte, že zo skutkov býva človek ospravedlnený, a nie zo samej viery.
JAS.2.25	Podobne aj neviestka Rachab: či nebola ospravedlnená zo skutkov, keď prijala poslov a inou cestou ich vypustila?
JAS.2.26	Lebo ako telo bez ducha je mŕtve, tak je mŕtva aj viera bez skutkov.
JAS.3.1	"Nechcite byť, bratia moji, tak mnohí učiteľmi; vedzte, že súd nad nami bude ťažší."
JAS.3.2	Veď sa my všetci v mnohom prehrešujeme. Ak sa niekto neprehrešuje v reči, je dokonalý muž, schopný držať si na uzde aj celé telo.
JAS.3.3	Keď koňom dávame do úst zubadlá, aby nám boli povoľné, usmerňujeme aj celé ich telo.
JAS.3.4	A hľa, aj lode - hoci sú také veľké a ženú ich prudké vetry - riadi najmenšie kormidlo, kam chce kormidelníkova vôľa.
JAS.3.5	Podobne aj jazyk: je malý úd, ale chváli sa veľkými vecami. Ajhľa, aký malý oheň, a akú veľkú horu zapáli!
JAS.3.6	"Jazyk je ohňom; svetom neprávosti medzi našimi údmi stáva sa jazyk: poškvrňuje celé telo, a rozpaľovaný peklom zapaľuje beh života."
JAS.3.7	Všetku divú zver, aj vtákov, plazy, aj morské tvory krotievajú aj krotili ľudia,
JAS.3.8	ale jazyk, (toto) nepokojné zlo, plné smrtiaceho jedu, nikto z ľudí nevládze skrotiť.
JAS.3.9	"Ním dobrorečíme Pánovi a Otcovi, ním preklíname ľudí stvorených na podobu Božiu;"
JAS.3.10	z tých istých úst vychádza dobrorečenie a preklínanie. Bratia moji, to nemá tak byť!
JAS.3.11	Či z prameňa tým istým otvorom vyviera sladká a horká voda?
JAS.3.12	Či figovník, bratia moji, môže rodiť olivy, alebo vinič figy? Ani slaný (prameň) nevydáva sladkú vodu.
JAS.3.13	Kto je medzi vami múdry a rozumný? Nech dobrým konaním preukáže svoje skutky v múdrej skromnosti!
JAS.3.14	Ale ak máte horkú vášnivosť a hašterivosť v srdci, nevychvaľujte sa a neklamte proti pravde.
JAS.3.15	Toto nie je múdrosť zhora, ale pozemská, zmyslová, démonická.
JAS.3.16	Lebo kde je vášnivosť a hašterivosť, tam je nepokoj a všetko možné zlo.
JAS.3.17	Ale múdrosť, ktorá je zhora, je predovšetkým čistá, potom pokojamilovná, krotká, poslušná, plná milosrdenstva a dobrého ovocia, nestranná, bez pokrytectva.
JAS.3.18	A ovocie spravodlivosti rozsieva sa v pokoji tým, čo tvoria pokoj.
JAS.4.1	Odkiaľ sú medzi vami boje a odkiaľ zrážky? Či nie odtiaľ - z vašich žiadostí, ktoré bojujú vo vašich údoch?
JAS.4.2	"Túžobne žiadate, ale nemáte; vraždíte a horlíte, ale nemôžete dosiahnuť; máte zrážky a boje (medzi sebou) - ale (nič) nemáte, lebo neprosíte;"
JAS.4.3	prosíte, ale nedostávate, lebo zle prosíte, aby ste to premárnili na svoje žiadosti!
JAS.4.4	Vy [cudzoložníci a] cudzoložnice, či neviete, že priateľstvo so svetom je nepriateľstvo proti Bohu? Kto teda chce byť priateľom sveta, prejavuje sa ako nepriateľ Boha.
JAS.4.5	Alebo si myslíte, že Písmo nadarmo hovorí: Až po závisť túži (po nás) Duch, ktorému dal prebývať v nás?
JAS.4.6	"Dáva však väčšiu milosť; preto hovorí: Boh sa pyšným protiví, ale pokorným dáva milosť.
JAS.4.6	"
JAS.4.7	Poddajte sa teda Bohu, ale vzoprite sa diablovi - a utečie od vás.
JAS.4.8	"Priblížte sa Bohu a priblíži sa vám. Očistite si ruky, hriešnici, a vy, duševne rozpoltení, posväťte si srdcia;"
JAS.4.9	uvedomte si svoju biedu, žalostite a plačte! Nech sa váš smiech obráti na žalosť a radosť na žiaľ!
JAS.4.10	Pokorte sa pred Pánom a povýši vás.
JAS.4.11	Bratia, neohovárajte sa navzájom! Kto ohovára brata alebo posudzuje brata, ohovára zákon a posudzuje zákon. A ak posudzuješ zákon, nie si činiteľom zákona, ale sudcom.
JAS.4.12	Jeden je zákonodarca a sudca, ktorý má moc zachovať a zatratiť. Ale ktože si ty, čo posudzuješ blížneho?
JAS.4.13	A teraz už vy, ktorí hovoríte: Dnes alebo zajtra vypravíme sa do tohto alebo tamtoho mesta, pobudneme tam rok a budeme kupčiť a zarábať -
JAS.4.14	"veď neviete, čo bude zajtra s vaším životom; ste para, ktorá sa nakrátko ukáže, a potom zmizne;"
JAS.4.15	miesto toho, aby ste hovorili: Ak Pán bude chcieť, budeme živí a vykonáme toto alebo tamto!
JAS.4.16	teraz sa vychvaľujete v pýche! Každá takáto chvála je hriešna.
JAS.4.17	A tak: kto vie dobre robiť, a nerobí, má hriech.
JAS.5.1	A vy, boháči, plačte, bedákajte nad svojimi biedami, ktoré prichádzajú na vás!
JAS.5.2	"Vaše bohatstvo zhnilo a vaše šatstvo zmoľavelo;"
JAS.5.3	vaše zlato a striebro zhrdzavelo a ich hrdza bude svedectvom proti vám a zožerie vám telá ako oheň! Nahromadili ste si bohatstvo - v posledné dni!
JAS.5.4	Ajhľa, mzda, ktorú ste zadržali robotníkom, čo vám zožali polia, kričí, a krik žencov došiel k ušiam Pána mocností!
JAS.5.5	"Hýrili ste na zemi a hodovali; vykŕmili ste si srdcia [ako] v deň zabíjačky!"
JAS.5.6	Súdili a vraždili ste spravodlivého - neprotiví sa vám!
JAS.5.7	Tak buďte, bratia, trpezliví až do príchodu Pánovho. Ajhľa, roľník vyčkáva vzácnu úrodu zeme, trpezlivo ju vyčkáva, až sa jej dostane jesenného a jarného dažďa.
JAS.5.8	Aj vy buďte trpezliví, vzmužte si srdcia, lebo sa priblížil Pánov príchod!
JAS.5.9	Nežalujte, bratia, na seba navzájom, aby ste neboli súdení. Ajhľa, sudca stojí predo dvermi!
JAS.5.10	Za vzor, ako znášať súženie a byť trpezlivým, berte si, bratia, prorokov, ktorí hovorievali v mene Pánovom.
JAS.5.11	Ajhľa, blahoslavíme vytrvalých. O Jóbovej vytrvalosti ste počuli, a videli ste aj to, aký koniec mu pripravil Pán, lebo ľútostivý je Pán a milosrdný.
JAS.5.12	A predovšetkým, bratia moji, neprisahajte: ani na nebo, ani na zem, ani akoukoľvek inou prísahou. Ale vaše áno nech je áno, a nie (nech je) nie, aby ste neprepadli súdu.
JAS.5.13	Trpí niekto medzi vami? Nech sa modlí. Raduje sa niekto? Nech spieva žalmy.
JAS.5.14	Je niekto chorý medzi vami? Nech si zavolá starších zboru a nech sa modlia nad ním, keď ho v Pánovom mene pomazali olejom.
JAS.5.15	A modlitba z viery zachráni chorého a Pán ho pozdvihne. A ak sa dopustil hriechov, odpustí sa mu.
JAS.5.16	Preto si vyznávajte navzájom hriechy a navzájom sa modlite za seba, aby ste sa vyliečili. Mnoho zmôže v účinkoch modlitba spravodlivého.
JAS.5.17	Eliáš bol človek podrobený utrpeniu ako vy. Ale horlivo sa modlil, aby nepršalo, a nepršalo na zemi tri roky a šesť mesiacov.
JAS.5.18	A zase sa modlil, a nebo dalo dážď a zem vydala úrodu.
JAS.5.19	Bratia moji, ak niekto medzi vami zblúdi od pravdy, a iný ho obráti,
JAS.5.20	vedzte, že kto obráti hriešnika z jeho bludnej cesty, zachráni mu dušu od smrti a zakryje množstvo hriechov. [Amen.]
1PE.1.1	Peter, apoštol Ježiša Krista, vyvoleným, ktorí ako cudzinci žijú v diaspore v Ponte, Galácii, Kapadókii, Ázii, Bitýnii
1PE.1.2	a ktorých Boh Otec vopred poznal, Duch posvätil, aby boli poslušní a skropení krvou Ježiša Krista.
1PE.1.2	Milosť a pokoj nech sa rozhojňuje medzi vami!
1PE.1.3	Požehnaný Boh a Otec nášho Pána Ježiša Krista, ktorý nás zo svojho veľkého milosrdenstva vzkriesením Ježiša Krista z mŕtvych znovuzrodil pre živú nádej:
1PE.1.4	k neporušiteľnému, nepoškvrnenému a nevädnúcemu dedičstvu, odloženému v nebesiach vám,
1PE.1.5	ktorých moc Božia zachováva vieru na spasenie pripravené zjaviť sa v poslednom čase.
1PE.1.6	Veseľte sa z toho, hoci sa teraz ešte, keď treba, na krátky čas aj rmútite pre rozličné pokúšania,
1PE.1.7	aby vaša skúšaná viera, omnoho drahšia ako hynúce, ale ohňom preskúšané zlato, bola vám na chválu, slávu a česť pri zjavení Ježiša Krista.
1PE.1.8	"Nevideli ste Ho, a milujete Ho; ani teraz Ho nevidíte, a veríte v Neho a radujete sa nevýslovnou radosťou plnou slávy,"
1PE.1.9	dosahujúc cieľ svojej viery, spasenie duší.
1PE.1.10	Po tomto spasení túžili a pátrali proroci, ktorí prorokovali o milosti vám pripravenej.
1PE.1.11	Pátrali totiž, na ktorý a na aký čas Duch Kristov, ktorý prebýval v nich, oznamoval utrpenia pre Krista a slávu po nich.
1PE.1.12	A bolo im zjavené, že nie sebe, ale vám poslúžili tým, čo teraz vaši zvestovatelia evanjelia oznamujú vám v moci Ducha Svätého, poslaného z neba, na čo túžia hľadieť anjeli.
1PE.1.13	Preto opášte si bedrá svojej mysle, buďte dokonale triezvi, dúfajte v milosť, ktorá vám bude daná pri zjavení Ježiša Krista.
1PE.1.14	A ako poslušné deti nepripodobňujte sa predošlým žiadostiam z čias nevedomosti,
1PE.1.15	ale ako svätý je Ten, ktorý vás povolal, aj vy buďte svätí v celom svojom počínaní.
1PE.1.16	Veď je napísané: Buďte svätí, lebo aj ja som svätý!
1PE.1.17	A ak vzývate Otca, ktorý bez uprednostňovania súdi každého podľa jeho diela, konajte v bázni, kým ste tu na zemi.
1PE.1.18	Veď viete, že zo svojho márneho počínania, zdedeného po otcoch, boli ste vykúpení nie porušiteľnými vecami, striebrom alebo zlatom,
1PE.1.19	ale drahou krvou nevinného a nepoškvrneného Baránka, Krista,
1PE.1.20	ktorý bol síce vopred poznaný už pred stvorením sveta, ale v posledných časoch zjavený vám,
1PE.1.21	veriacim skrze Neho v Boha, ktorý Ho vzkriesil z mŕtvych a dal Mu slávu, aby vaša viera bola aj nádejou v Bohu.
1PE.1.22	Keďže ste si očistili duše poslušnosťou pravde, aby ste mali bratskú lásku bez pokrytectva, z tej duše sa vždy navzájom milujte,
1PE.1.23	veď ste živým a večným slovom Božím znovuzrodení nie z porušiteľného, ale z neporušiteľného semena.
1PE.1.24	Lebo
1PE.1.24	všetko telo je ako tráva,
1PE.1.24	všetka jeho sláva ako kvet trávy:
1PE.1.24	uschla tráva,
1PE.1.24	opršal kvet,
1PE.1.25	ale slovo Pánovo zostáva naveky.
1PE.1.25	A toto je to slovo, ktoré sa vám zvestovalo ako evanjelium.
1PE.2.1	A keď ste už zobliekli všetku zlosť, všetku falošnosť, pokrytectvo, závisť a všetko ohováranie,
1PE.2.2	ako práve narodené nemluvniatka túžte po duchovnom čistom mlieku, aby ste ním rástli na spasenie,
1PE.2.3	keďže ste už okúsili, že Pán je dobrý.
1PE.2.4	Pristupujte k Nemu, živému kameňu, ľuďmi zavrhnutému, ale Bohom vyvolenému a vzácnemu,
1PE.2.5	a aj vy sami ako živé kamene budujte sa na duchovný dom, sväté kňazstvo, aby ste prinášali duchovné obete príjemné Bohu skrze Ježiša Krista.
1PE.2.6	Veď stojí v Písme:
1PE.2.6	Ajhľa, kladiem na Sione
1PE.2.6	uholný kameň, vyvolený, vzácny,
1PE.2.6	a kto verí v Neho,
1PE.2.6	nebude zahanbený.
1PE.2.7	Tak vám, veriacim, je chválou, nevercom však je kameňom, ktorý zavrhli stavitelia, ale ktorý sa stal uholným kameňom,
1PE.2.8	"kameňom úrazu a skalou pohoršenia, lebo oni, slovu neposlušní, sa urážajú; to je teda ich určenie."
1PE.2.9	Ale vy ste vyvoleným rodom, kráľovským kňazstvom, svätým národom, ľudom Jemu vlastným, aby ste zvestovali cnostné skutky Toho, ktorý vás povolal z tmy do svojho predivného svetla.
1PE.2.10	"Kedysi neboli ste ani len ľudom, a teraz ste ľudom Božím; žili ste bez zmilovania, a teraz ste došli zmilovania."
1PE.2.11	Milovaní, napomínam vás ako cudzincov a hostí, aby ste sa zdržiavali telesných žiadostí, ktoré bojujú proti duši.
1PE.2.12	Vaše správanie medzi pohanmi nech je vzorné, aby - vidiac vaše dobré skutky - oslavovali Boha v deň navštívenia pre to, pre čo vás (teraz) ohovárajú ako zločincov.
1PE.2.13	Poddaní buďte kvôli Pánovi každému ľudskému zriadeniu, či už kráľovi ako najvyššiemu,
1PE.2.14	alebo vladárom, ktorých On posiela trestať všetkých, čo zle robia, a chváliť tých, čo dobre robia.
1PE.2.15	Lebo to je vôľa Božia, aby ste dobre robiac, umlčali nerozumnosť nevedomých ľudí
1PE.2.16	ako slobodní, ktorým sloboda nie je zásterkou zlosti, ale ako Boží služobníci!
1PE.2.17	Všetkých si uctite, bratstvo milujte, Boha sa bojte, kráľa ctite!
1PE.2.18	Sluhovia, poddaní buďte s úplnou bázňou svojim pánom, nielen dobrým a miernym, ale aj nevľúdnym.
1PE.2.19	Veď je milosťou, keď niekto s čistým svedomím pred Bohom znáša bolesti a trpí bez viny.
1PE.2.20	Ale čože je to za sláva, keď vás bijú preto, že hrešíte? Keď však dobre robíte, a predsa vytrváte v utrpení, to je milé Bohu,
1PE.2.21	"lebo na to ste boli povolaní; pretože Kristus trpel za vás, dal vám príklad, aby ste nasledovali Jeho šľapaje."
1PE.2.22	"On nikdy hriechu neučinil, ani ľsti nebolo v Jeho ústach;"
1PE.2.23	"keď Mu zlorečili, nezlorečil; keď trpel, nehrozil, ale porúčal Tomu, ktorý spravodlivo súdi;"
1PE.2.24	"na vlastnom tele vyniesol naše hriechy na drevo, aby sme odumreli hriechom a žili spravodlivosti; Jeho krvavé rany vás uzdravili."
1PE.2.25	Boli ste ako blúdiace ovce, ale teraz ste navrátení Pastierovi a Biskupovi vašich duší!
1PE.3.1	Podobne ženy, poddané buďte svojim mužom, aby ste mužov, ktorí sa protivia slovu, mlčky získali svojím počínaním,
1PE.3.2	až uvidia vaše cudné správanie v bázni.
1PE.3.3	Vaša ozdoba nech nie je vonkajšia: zapletené vlasy, navešané zlato, naobliekané šaty,
1PE.3.4	ale skrytý človek srdca, to jest neporušiteľný a pred Bohom veľmi vzácny duch krotkosti a tichosti.
1PE.3.5	"Tak sa ozdobovali kedysi aj sväté ženy, ktoré dúfali v Boha a boli poddané svojim mužom; "
1PE.3.6	ako Sára, ktorá poslúchala Abraháma a nazývala ho pánom. Vy ste jej dcérami, keď dobre robíte a nebojíte sa nijakého postrachu.
1PE.3.7	Podobne mužovia, uznanlivo nažívajte so ženským pokolením ako so slabším a uctite si ich ako spoludedičky milosti života, aby vaše modlitby neboli daromné.
1PE.3.8	A napokon: všetci buďte jednej mysle, súcitní, milovníci bratstva, milosrdní, pokorní.
1PE.3.9	Neodplácajte sa zlým za zlé, ani zlorečením za zlorečenie, ale naopak: žehnajte, lebo na to ste povolaní, aby ste zdedili požehnanie.
1PE.3.10	Veď kto chce milovať život
1PE.3.10	a vidieť dobré dni,
1PE.3.10	nech si zdržuje jazyk od zlého
1PE.3.10	a ústa od ľstivých rečí,
1PE.3.11	"nech sa odkloní od zlého
1PE.3.11	a činí dobre,
1PE.3.11	hľadá pokoj a usiluje sa oň;
1PE.3.11	"
1PE.3.12	lebo oči Pánove
1PE.3.12	hľadia na spravodlivých,
1PE.3.12	Jeho uši pozorujú ich prosby,
1PE.3.12	ale tvár Pánova je proti tým,
1PE.3.12	čo zle činia.
1PE.3.13	Ktože vám uškodí, keď budete horliť za dobré?
1PE.3.14	Ale ak aj trpíte pre spravodlivosť, blahoslavení ste. Nebojte sa ich ani sa neľakajte,
1PE.3.15	ale Pána, Krista, posväcujte v srdciach! Každému, kto by vás bral na zodpovednosť pre vašu nádej, buďte stále pripravení vydať počet,
1PE.3.16	pravda, v tichosti a s bázňou, majúc čisté svedomie, aby tí, čo potupujú vaše cnostné správanie v Kristovi, práve v tom boli zahanbení, v čom vás ohovárajú.
1PE.3.17	Lepšie je totiž, aby ste trpeli, ak je to vôľa Božia, konajúc dobro, a nie zlo.
1PE.3.18	Pretože aj Kristus umrel raz za hriechy, spravodlivý za nespravodlivých, aby vás priviedol k Bohu. Telesne bol usmrtený, ale oživený Duchom,
1PE.3.19	v ktorom zostúpil a kázal väzneným duchom,
1PE.3.20	neposlušným kedysi, keď Božia zhovievavosť vyčkávala za dní Nóacha, staviteľa korábu, do ktorého vošlo a vodou sa zachránilo niekoľko, to jest osem, duší.
1PE.3.21	Ona aj vás zachraňuje teraz v podobe krstu, ktorý nie je obmytím telesnej nečistoty, ale prosbou o dobré svedomie pred Bohom skrze vzkriesenie Ježiša Krista,
1PE.3.22	ktorý vstúpil na nebo, sedí na pravici Boha a poddaní sú Mu anjeli, mocnosti a moci.
1PE.4.1	Keď Kristus trpel telesne, vyzbrojte sa aj vy tým istým zmýšľaním, že kto trpel telesne, prestal hrešiť,
1PE.4.2	aby - dokiaľ je ešte v tele - nežil viac podľa ľudských žiadostí, ale podľa vôle Božej.
1PE.4.3	Veď prešlo dosť času, v ktorom ste žili podľa vôle pohanov, chodiac v neviazanosti, náruživosti, pijanstve, hodovaní, opilstve a nedovolenej modloslužbe.
1PE.4.4	Zaráža ich, že sa nerútite s nimi do toho istého prúdu rozpustilosti, a rúhajú sa.
1PE.4.5	Ale zodpovedať sa budú Tomu, ktorý je pripravený súdiť živých aj mŕtvych!
1PE.4.6	Lebo preto sa evanjelium zvestovalo aj mŕtvym, aby boli súdení síce po ľudsky, v tele, ale aby žili Duchom podľa Boha.
1PE.4.7	Koniec všetkého je blízko. Buďte teda rozvážni a dbajte na modlitby.
1PE.4.8	A nadovšetko, verne sa milujte vospolok, lebo láska prikrýva množstvo hriechov.
1PE.4.9	Buďte navzájom pohostinní bez reptania.
1PE.4.10	Posluhujte si ako dobrí šafári rozličnej milosti Božej, každý tým duchovným darom, ktorý prijal.
1PE.4.11	"Keď niekto hovorí, nech hovorí ako reč Božiu; keď niekto posluhuje, nech to robí ako z moci od Boha, aby sa vo všetkom oslavoval Boh pre Ježiša Krista; On má slávu a moc naveky vekov. Amen."
1PE.4.12	Milovaní, nedivte sa ohňu (súženia), ktorý vás prišiel skúšať, akoby sa vám prihodilo niečo nezvyčajné.
1PE.4.13	Ale nakoľko sa podieľate na Kristových utrpeniach, radujte sa, aby ste sa s plesaním radovali aj pri zjavení Jeho slávy.
1PE.4.14	Blahoslavení ste, keď vás ľudia hanobia pre Kristovo meno, lebo Duch slávy, Duch Boží, spočíva na vás.
1PE.4.15	"Len nech nikto z vás netrpí ako vrah, zlodej, zločinec alebo všetečník;"
1PE.4.16	keď však (trpí) ako kresťan, nech sa nehanbí za to, ale nech oslavuje Boha týmto menom.
1PE.4.17	Lebo už je čas, aby sa začal súd od domu Božieho. A keď sa najprv od nás začína, akýže bude koniec tých, čo sú neposlušní evanjeliu Božiemu?
1PE.4.18	Veď keď spravodlivý len-len, že obstojí, kde sa podeje bezbožník a hriešnik?
1PE.4.19	A preto aj tí, čo trpia podľa vôle Božej, nech dobre konajú a porúčajú duše vernému Stvoriteľovi.
1PE.5.1	Starších medzi vami napomínam ako spolustarší a svedok Kristových utrpení i účastník slávy, ktorá sa má zjaviť:
1PE.5.2	"Paste Božie stádo, ktoré je u vás, nie s nevôľou, ale dobrovoľne, ako Boh chce; nie pre nečistý zisk, ale ochotne."
1PE.5.3	Ani nie, ako by ste panovali nad dedičstvom, ale buďte vzorom stádu,
1PE.5.4	a keď sa zjaví Arcipastier, dostanete nevädnúci veniec slávy.
1PE.5.5	Podobne mladší, poddaní buďte starším. A všetci spoločne opášte sa pokorou, lebo Boh sa pyšným protiví, ale pokorným dáva milosť.
1PE.5.6	Pokorte sa teda pod mocnú Božiu ruku, aby vás časom povýšil.
1PE.5.7	Na Neho uvaľte všetky svoje starosti, lebo On sa o vás stará.
1PE.5.8	"Buďte rozvážni, bdejte! Váš protivník diabol obchádza ako revúci lev, hľadajúc koho by zožral;"
1PE.5.9	vzoprite sa mu, pevní vo viere, a vedzte, že takéto isté utrpenia sú údelom vášho bratstva po celom svete!
1PE.5.10	Boh všetkej milosti, ktorý vás povolal v Kristovi do svojej večnej slávy, keď trochu potrpíte, vás zdokonalí, utvrdí, upevní a postaví na stály základ!
1PE.5.11	Jemu moc naveky vekov. Amen.
1PE.5.12	"Po Silvánovi, vašom - ako verím - vernom bratovi, len nakrátko som vám napísal, aby som vás napomenul a vydal svedectvo, že toto je tá pravá milosť Božia; v nej zotrvajte!"
1PE.5.13	Pozdravujú vás: spolu s vami vyvolený cirkevný zbor v Babylone a môj syn Marek.
1PE.5.14	Pozdravujte sa navzájom bozkom lásky. Pokoj vám všetkým, ktorí ste v Kristovi. [Amen.]
2PE.1.1	Šimon Peter, služobník a apoštol Ježiša Krista, tým, ktorí pre spravodlivosť nášho Boha a Spasiteľa Ježiša Krista dosiahli vieru rovnocennú s nami.
2PE.1.2	Milosť a pokoj nech sa rozhojňuje medzi vami poznávaním Boha a Ježiša, nášho Pána!
2PE.1.3	Ako nám Jeho božská moc v poznaní Toho, ktorý nás povolal svojou slávou a cnosťou, darovala všetko potrebné pre život a zbožnosť,
2PE.1.4	"obdarujúc nás vzácnymi a veľkými zasľúbeniami, aby sme nimi mali účasť na božskej prirodzenosti a ušli porušeniu, ktoré je vo svete pre žiadostivosť;"
2PE.1.5	tak aj vy podobne vynaložte všetko úsilie a pridávajte k viere cnosť, k cnosti poznávanie,
2PE.1.6	k poznávaniu zdržanlivosť, k zdržanlivosti trpezlivosť, k trpezlivosti pobožnosť,
2PE.1.7	k pobožnosti milovanie bratstva a k milovaniu bratstva lásku.
2PE.1.8	Lebo ak sú pri vás všetky tieto vlastnosti a rozmáhajú sa, nebudete nečinní a neplodní ani v poznávaní nášho Pána Ježiša Krista.
2PE.1.9	Kto nemá tieto vlastnosti, je slepý, lebo v zaslepenosti zabúda, že bol očistený z dávnych hriechov.
2PE.1.10	Preto o to viac, bratia, usilujte sa upevniť svoje povolanie a vyvolenie, lebo keď to urobíte, nepotknete sa nikdy,
2PE.1.11	a tak skôr budete mať prístup do večného kráľovstva nášho Pána a Spasiteľa Ježiša Krista.
2PE.1.12	Chcem vám vždy pripomínať tieto veci, aj keď ich poznáte a ste si istí prítomnou pravdou.
2PE.1.13	Ale pokladám za správne prebúdzať vás a napomínať, kým som v tomto stánku (tela),
2PE.1.14	lebo viem, že čoskoro zložím svoj stánok, ako mi zjavil náš Pán Ježiš Kristus.
2PE.1.15	Pousilujem sa však, aby ste sa rozpomínali na tieto veci vždy, aj po mojom odchode.
2PE.1.16	Veď sme nesledovali vymyslené báje, keď sme vás oboznamovali s mocou a príchodom nášho Pána Ježiša Krista, ale boli sme očitými svedkami Jeho velebnosti,
2PE.1.17	keď prijal česť a slávu od Boha Otca a z velebnej slávy Mu zaznel takýto hlas: Toto je môj milovaný Syn, v ktorom som našiel zaľúbenie!
2PE.1.18	Tento hlas sme počuli prichádzať z neba my, ktorí sme boli s Ním na svätom vrchu.
2PE.1.19	Tým pevnejšie je prorocké slovo, ktoré máme. Dobre robíte, že pozorne hľadíte naň ako na sviecu, ktorá svieti v tme, kým nesvitne a nevyjde vám zornička v srdciach.
2PE.1.20	"Uvedomte si predovšetkým, že ani jedno proroctvo Písma nepripúšťa samovoľný výklad;"
2PE.1.21	lebo nikdy z ľudskej vôle nepovstalo proroctvo, ale Duchom Svätým vedení hovorili (svätí) ľudia Boží.
2PE.2.1	Bývali však medzi ľudom aj falošní proroci, ako aj medzi vami budú falošní učitelia, ktorí vnesú skazonosné sektárstvo, a keďže budú zapierať aj samého Pána, ktorý si ich vykúpil, uvalia na seba skorú skazu.
2PE.2.2	A mnohí budú nasledovať ich výstrednosti a potupia cestu pravdy.
2PE.2.3	Z chamtivosti sa budú usilovať vykorisťovať vás úlisnými rečami, ale ich odsúdenie sa už oddávna pripravuje a ich zatratenie nespí.
2PE.2.4	Lebo Boh neodpustil ani anjelom, ktorí zhrešili, ale uvrhol ich do podsvetia a v reťaziach temna ich dal strážiť až do súdu.
