MAT.1.1	Ăṭṭarex n-
EPH.1.19	d-təmɣăre n-tărna ta s-wăr t-illa a dăr-togdăh ihăkk imumənăn s-a-wa dăr-ogdăh ăṣṣahăt-net, tădabit-net d-tărna-net.
EPH.1.20	Tărna-ten-dăɣ, ăšmašăl-tăt-dd s-ăṣṣahăt ašăl wa dd-issənkăr 
EPH.1.21	jənnəj-e d t-illăm ănjălos, d-e d t-illăm ămănokal, d-e d t-illăm hărăt ilan tărna dăɣ-išənnawăn, d-e d t-illăm amănay; ăssajăr isəm-net e d t-illăm isəm itawăɣren dăɣ-ăddunya hakd-dăɣ e d t-illăm isəm s-ilkam ad-dăɣ-s ătiwăɣra. 
EPH.1.22	Ija hărăt iket-net daw-iḍarăn-net, ijʼ-e eɣăf n-
EPH.1.23	tămoosăt taɣəssa ta dăɣ-izzăɣ ənta-i dd-ăsnăfalălăn Măssinăɣ-i ilsăn ăkall s-ălmăɣna imdan.
EPH.2.1	Kăwăneḍ ibda, tămmum dat-Măssinăɣ, a-wa-dăɣ hawăn-jăn ălɣibăn-năwăn d-ibăkkaḍăn-năwăn. 
EPH.2.2	Tăttilălăm ăzzăman-en a-wa făll-təglʼ ăddunya, tamašalăm a-wa fălla-wăn irha Iblis-i ăminakălăn făll-alšinăn-i əllăynen, ămiinakăl daɣ făll-inămašrayăn wi n-iməffelləgăn.
EPH.2.3	Ăddinăt-win-dăɣ, kăla dăɣ-săn năḍḍin năkkăneḍ-dăɣ, nəlkam ɣas i-derhanăn wi lăbasnen n-tiɣəswen-nănăɣ d-erk inəzjam-nănăɣ; ăssiitbăt a-wen tumast-nănăɣ n-kăl-ăddunya wăren əẓley d-imidiwăn-năsăn. Wăr hin-ăqqima ɣas ar ad-fălla-năɣ dd-izəzzubbət Măssinăɣ aḍkăr-net s-əmmək wa s-t-dd-mad-izəzzubət făll-ăddinăt wi iyyăḍnen t-wăren ăksuḍ.
EPH.2.4	Măšan Măssinăɣ, măqqăr tăhanint-net, ijʼ-anăɣ tărha-i-dăɣ măqqărăt, 
EPH.2.5	s-hărwa nămmut dat-Măssinăɣ, a-wa-dăɣ hanăɣ-jăn uḍlemăn-nănăɣ, ăssodăr-anăɣ năkkăneḍ hakd 
EPH.2.6	Dăɣ-təssəba n-
EPH.2.7	A-wen, ijʼ-e dăɣ-milɣaw-net i-ad-əlmədăn ăddinăt făll-təmɣăre, d-əjut n-ănnuɣmăt wa ihăn Ɣisa Ălmasex s-wăr-ilkem ad-istak.
EPH.2.8	Ănnuɣmăt n-Măssinăɣ ăddewăn d-immun săr-s a iɣallăsăn; a-wen, wădden ăgg-adəm a dd-ifal, ihuk n-Măssinăɣ a ămoos. 
EPH.2.9	Wăr t-jărrəwăn imărkedăn ămešăl ăwadəm i-ad-wăr-itəbărij wălʼ iyyăn.
EPH.2.10	Măssinăɣ a dd-ifăl a-wen, ənta a hanăɣ-dd-ixlăkăn s-tihusay s-tărna n-Ɣisa Ălmasex i-ad-nudabăt amišəl n-imărkedăn wi s-ăru d-tăn-dd-ăsmăjnăt Măssinăɣ i-ad-tăn-nămašăl.
EPH.2.11	A-wen-dăɣ a făl ămăra, wăr hin-təttəwăm a-s kăla tămoosăm inəẓẓulam,
EPH.2.12	Ăzzăman-en-hi, wăr t-illa a toharăm d-
EPH.2.13	Ǝnta-den-dăɣ a-wa dăɣ-wăn ijan măšan, ašăl-i-dăɣ, kăwăneḍ-i s-kăla tujəjăm, ăẓẓehăẓ-kăwăn-dd Măssinăɣ iman-net s-ašni wa n-Ălmasex inɣălăn, tosăɣăm d-
EPH.2.14	Ǝnta-en-dăɣ a-s ălxer-nănăɣ, ənta-i issărtăyăn kăl-Ălyăhud d-inəẓẓulam, ămoosnen ihənnin, sănatăt tiwsaten, ijʼ-en iyyăn n-ăwadəm, ikkăs-in jere-săn ajăzzar wa ikkăn jere-săn ed ikfa taɣəssa-net ašăl wa d-ămmut i-ad-hin-ănd ăɣalla wa tăn-ibḍăn. 
EPH.2.15	Tamăttant-ten-dăɣ ija a-s hin-issəmdă a-wa hin-ăba dăɣ-a-wa innă alămăr wa n-ănnăbi Mosa dăɣ-isălan n-a-wa xălalăn d-a-wa xăramăn. Issărtăy ămăra kăl-Ălyăhud d-inəẓẓulam, imăl-t ălxer jere-săn i-ad-umasăn făll-əssin-essăn tiyyăt tawset dăr-s tosaɣăt, 
EPH.2.16	ăẓmăẓăl ăddinăt d-Măssinăɣ d-jer-iman-năsăn s-tamăttant ta ija făll-tajəttewt, ijʼ-en tiyyăt taɣəssa i-ad-ăbas t-illa anməkšar jere-săn.
EPH.2.18	ənta-en-dăɣ a ikfăn Unfas iyyăn Šăddijăn i-kăl-Ălyăhud hakd inəẓẓulam i-ad-əjrəwăn tabarăt s-Abba.
EPH.2.19	Ămăra, ăbas tămoosăm imăjarăn wăla ăddinăt əzzaɣnen ăkall wăr len, tohărăm ăkall d-iməššeddəjăn, tămoosăm d-ăgg-ehăn wa n-Măssinăɣ, 
EPH.2.20	tolăhăm d-ibəlɣan n-tihun wi s-ikrăs ehăn dăɣ-a-s ăssas n-ehăn-en, a-wa ăxṭăbăn inəmmušal d-ănnăbităn a t-ămoosăn; 
EPH.2.21	Ɣisa-en-dăɣ a făl ănimăṭṭăfnăt tihun ti s-ikrăs ehăn i-ad-wăr t-isiḍəw hărăt, ogdăh iket-net, itimɣar i-ad-umas ehăn-en, ehăn šăddijăn dăɣ-izzaɣ Emăli. 
EPH.2.22	Kăwăneḍ daɣ-i n-imumənăn, tănimăṭṭăfăm dăr-s, i-ad-tumasăm ehăn dăɣ-izzaɣ Măssinăɣ s-Unfas-net.
EPH.3.1	A-wen-dăɣ a făl, năkk Buləs, ašăl-i-dăɣ, ămoosăɣ u-takărmut dăɣ-təssəba n-
EPH.3.2	ăšmašăl-ahi-dd săr-wăn Măssinăɣ dăɣ-ănnuɣmăt-net i-ad-kăwăn-in-səssiwəḍăɣ isălan-net, 
EPH.3.3	ənta-i hi-dd-ăsnăflălăn əddăraj wa s-hawăn-odăšăɣ isălan-net a ənḍărrăn dăɣ-armuḍ, 
EPH.3.4	măšan afăl tăɣrăm tăkarḍe-ta-dăɣ, ad-təjrăhăm a-wa-dăɣ s-hawăn-ăssewălăɣ ed năkk, Ălmasex a hi-issəfhămăn ălmăɣna n-əddăraj-wen-dăɣ.
EPH.3.5	Isălan-wi-dăɣ, əzzurəyatăn ti hin-okăynen, wăr tănăt-dd-izjer ăgg-adəm s-dd-ăsinăfalăl Măssinăɣ ălmăɣna-năsăn-has măšan, ašăl-i-dăɣ, issəlmăd ălmăɣna-năsăn s-tărna n-
EPH.3.6	Ǝddăraj-en-hi, ălmăɣna-net a-s inəẓẓulam hakd kăl-Ălyăhud, iyyăn n-ajăraw a jăn ɣur-Măssinăɣ, ămoosăn tiyyăt tawset, ohărăn iket-dăɣ-năsăn d-Ɣisa Ălmasex ărkăwăl wa s-ătwăjjăn isălan-net dăɣ-
EPH.3.7	Năkk-i, ijʼ-ahi Măssinăɣ s-tărna n-ănnuɣmăt-net akli-net, wa ixaṭṭăbăn isălan n-Ălənžil, 
EPH.3.8	năkk-i n-adday jer-iməššeddəjăn, ikfʼ-ahi Măssinăɣ ănnuɣmăt-net i-ad-ăjăɣ i-inəẓẓulam isălan n-təmɣăre n-ărrəzăɣ wa ihăn 
EPH.3.9	ăffăsărăɣ-asăn iket-dăɣ-năsăn isălan n-əddăraj wa s-kăla ăttunkăl iket-di dd-ixallăk Măssinăɣ ăddunya, s-ašăl-i-dăɣ, ănfalăl-dd ălmăɣna-net.
EPH.3.10	Isălan-en, ăsnăfalăl-tăn-dd Măssinăɣ i-ad-tumas 
EPH.3.11	A-wa s-ăru t-issəbdăd Măssinăɣ dăɣ-isălan-win-dăɣ, ămešăl-t Emăli-nănăɣ Ɣisa Ălmasex-i 
EPH.3.12	hanăɣ-ijrăwăn dăɣ-təssəba n-immun wa săr-s nəja, anmihaẓ d-Măssinăɣ s-ənniyăt t-iflasăn. 
EPH.3.13	A-wen-dăɣ a făl dăɣ-wăn ărheeɣ, ad-wăr hawăn-igəddəl aɣăna wa hannăyăɣ akuyəd, ănn-ak, umaset-awăn a-wen əssəbab n-aḍkul n-iɣăfawăn-năwăn.
EPH.3.14	A-wen-dăɣ a făl rakkăɣăɣ dat-Abba i-ad-t-ădəlăɣ, 
EPH.3.15	ənta-i s-wăr t-illa ejădăš iwarăn išənnawăn wăla ăkall s-wădden iɣarr isəm-net, 
EPH.3.16	təddalăɣ-t ənta-i s-irzăɣ ănnuɣmăt-net, wăr t-illa a-s wădden illʼ-e jənnəj-s i-ad-kăwăn-isəṣṣuhət dăɣ-iman-năwăn s-tărna n-Unfas-net, 
EPH.3.17	ikən immun s-
EPH.3.18	tudabem kăwăneḍ d-iməššeddəjăn iket-năsăn ujreh n-tărha-net-i-dăɣ măqqărăt: tărha daɣ jat tăhhərut d-təššəjrət d-aḍkul d-atrəjji-i-dăɣ s-wăr t-illa făw a tăt-madăn-iktəl. 
EPH.3.19	Təddalăɣ Măssinăɣ i-ad-təknəm ujreh n-tărha n-Ălmasex-i-dăɣ măqqărăt tojărăt a-wa s-ăddoobăt eɣăf n-ăgg-adəm ad-t-dd-isăɣləy, iḍney Măssinăɣ ulhawăn-năwăn s-a-wa iḍnăy wa-net.
EPH.3.20	Măssinăɣ-i ăddoben ad-ăj a ojărăn a-wa s-ăddooben iɣăfawăn-nănăɣ utăr-net d-azənnəzjəmi dăɣ-s, ənta-i ăddooben ad-hanăɣ-idhəl s-tărna-net ta simrumirăt ulhawăn-nănăɣ, 
EPH.3.21	tumaset təmmal ti-net dăɣ-
EPH.4.1	Ayətma! Ăsimătărăɣ-kăwăn năkk-i n-u-takărmut dăɣ-təssəba n-Emăli d-ad-təjəm tămudre tănihăjjăt d-teɣăre ta kăwăn-dd-ija Măssinăɣ s-iman-net. 
EPH.4.2	Sărəsăt iman-năwăn dăɣ-hărăt iket-net, iẓadăt, ẓăydărăt, tənməšmărăm jer-iman-năwăn dăɣ-tărha. 
EPH.4.3	Ăjăt a-wa tăddobem iket-net i-ad-təṭṭəfăm tassaɣt ta n-iyyăt dăɣ-kăwăn-ija 
EPH.4.4	Tiyyăt taɣəssa a tămoosăm,
EPH.4.4	Unfas daɣ iyyăn ɣas,
EPH.4.4	iyyăn n-ăṭṭăma
EPH.4.4	a kăwăn-ăsjăr Măssinăɣ a-s
EPH.4.4	kăwăn-dd-iɣră s-iman-net;
EPH.4.5	Emăli iyyăn,
EPH.4.5	immun iyyăn,
EPH.4.5	atwəsəlmaɣ dăɣ-aman daɣ iyyăn.
EPH.4.6	Măssinăɣ, iyyăn ɣas,
EPH.4.6	ənta a-s Abba n-e d t-illăm ăgg-adəm,
EPH.4.6	illʼ-e jənnəj-hărăt iket-net,
EPH.4.6	ăssodăr hărăt iket-net,
EPH.4.6	ihʼ ulhawăn iket-năsăn.
EPH.4.7	Dăɣ-ănnuɣmăt-net, hak ăwadəm-dăɣ, ijʼ-as isuf wi ităjj 
EPH.4.8	A-wen-dăɣ a făl innă əlkəttab n-Măssinăɣ dăɣ-isălan n-Ɣisa:
EPH.4.8	«A-s ikkʼ išənnawăn,
EPH.4.8	irna imiksănăn-net,
EPH.4.8	ăšrăwrăw-tăn ḍara-s
EPH.4.8	təzzar ija isuf wi s-irha i-dăgg-adəm.»
EPH.4.9	Ma ămoos ălmăɣna n-tăfert ta tənnăt: «Ikkʼ išənnawăn»? Ălmăɣna-net a-s 
EPH.4.10	Ǝnta-en-dăɣ s-hawăn-heɣ ti-net, ənta-i ijjăšăn ider n-ăkall, ənta daɣ a ikkăn ašənna wa hin-illan dăɣ-išənnawăn, ămnakăl făll-hărăt iket-net.
EPH.4.11	Ămăra, dăɣ-isălan n-isuf wi ijă, ənta iman-net a ijăn iyyăḍ inəmmušal, iyyăḍ ănnăbităn, iyyăḍ imăllănžalăn,
EPH.4.12	Isuf-win-dăɣ, ijʼ-asăn-tăn i-ad-sărɣəsăn i-iməššeddəjăn tadăwla, əkfən-tăn imutaj wi s-ămiɣatărăn i-ad-təhəl ălkănisăt-i tămoosăt taɣəssa n-Ălmasex s-data.
EPH.4.13	Dihen, ad-năj issuɣ imdan dăɣ-immun wa nohăr, nəkən təməzzuyt n-
EPH.4.14	Ad-ăbas nămoos aratăn s-tăšikwălt n-teɣăre tăn-dd-təmmărăt-dăɣ, ad-tăn-tăzzawăt; năɣləs dăɣ-a-wa sălmadăn dăgg-adəm wi wăren təttăr ar ere ăšnămăšrăyăn s-tikărras-năsăn.
EPH.4.15	Numaset ăddinăt tinmənninen tidət tăddeewăt d-tărha i-ad-nədwəl, nalăh d-
EPH.4.16	Ǝnta-en-dăɣ a-s əssəbab wa dd-isadawăn ăddinăt i-ad-asəɣən s-əmmək wa s-osăɣăn izəmmuz taɣəssa n-ăgg-adəm. Taɣəssa, afăl hak taslăḍt-net dăɣ, išlʼ-eet a-wa tăt-iwărăn, ad-daggăl iket-net, togdăh, tosaɣ. A-wen-dăɣ a făl, nənmărhet i-ad-nəhəl s-data.
EPH.4.17	Ămăra, a-wa, ənneɣ-t, tiləsăɣ daɣ tənna-net dăɣ-təssəba n-Emăli: wăr tolehăm d-inəẓẓulam
EPH.4.18	tihay a dăɣ-ărjašăn, əžhalăn, ăqqurăn ulhawăn-năsăn, tədraj-asăn tămudre ta ihăkk Măssinăɣ. 
EPH.4.19	Ăssetăn dăɣ-təẓẓuləma d-iba n-tăkrakiḍt d-asəmmăḍəs n-iman-năsăn d-tărha n-ajăraw okăyăn ămaku.
EPH.4.20	Măšan, kăwăneḍ, wădden erk ălxal-wen-dăɣ a kăwăn-issăɣra 
EPH.4.21	kunta ənta a făl təlmădăm, təlkămăm i-tidət ta kăwăn-issăɣra 
EPH.4.22	Ăyyăt fălla-wăn erk ălxal wa s-kăla t-tăttilălăm, təbḍəwăm d-derhanăn n-tiɣəswen-năwăn ed a-wen wăr dd-itiirəw ar əlhəllak s-ăgg-adəm. 
EPH.4.23	Ăyyăt Măssinăɣ ad-isəynəy inəzjam-năwăn, ăjʼ-iwăn ăddinăt ărjašnen s-tayətte tăynayăt, 
EPH.4.24	əkrəšăt ălxal wa ikarrăš ăwadəm ăssiynăy Măssinăɣ, ăɣədăt, išdajăt, tənnəm tidət dăɣ-hărăt iket-net. 
EPH.4.25	A-wen-dăɣ a făl, əbḍəwăt d-bahu, ănnet hak iyyăn dăɣ-wăn tidət i-amidi-net ed ămăra-dăɣ, hak iyyăn dăɣ-năɣ, ămoos ašrut n-iyyăn.
EPH.4.26	Afăl kăy-ijjăš aḍkăr, wăr təyy aḍkăr-năk ăssoḍʼ-ik dăɣ-a išlayăn, wăr toyyed tăfukt toḍa ha təsəmme n-a-wen ulh-năk, 
EPH.4.27	wăr jem i-Iblis tašləlt s-kăwăn-orăm.
EPH.4.28	Wa itikrən, wăr-itiləset tikra, ănn-ak, ixdəmet s-ifassăn-net i-ad-ijrəw s-ălxaqq n-tide-net, idhəl ənta-dăɣ wa tărmăs tămăɣatert.
EPH.4.29	Wăr dd-izăjjăret măjrăd səmmăn, a ămoos-dăɣ, imawăn-năwăn, ănn-ak, i dăɣ-wăn orăn emm-net i-măjrăd-dăɣ, izjăret-t-dd a infan hărăt, iknan, wărăn inxes iman n-ăddinăt wi has-ăsijădnen.
EPH.4.30	Wăr zăẓẓăkănẓărăt 
EPH.4.31	Wăr toyyem təsəmme wăla ăšo wăla aḍkăr wăla terk tettert wăla tigəggar, wăr toyyem wăla dăɣ-hărătăn-win-dăɣ ikraš ekew dăɣ-ulhawăn-năwăn. Ǝbḍəwăt d-tăllăbăst a tămoos-dăɣ. 
EPH.4.32	Iẓadăt jer-iman-năwăn, nəmiḍənăt tăhanint, ɣaymăt tinmənšim jer-iman-năwăn s-əmmək wa s-hawăn-in-inša Măssinăɣ dăɣ-idəm n-Ălmasex.
EPH.5.1	Ayətma! Šămad aratăn n-Măssinăɣ ikna tărha a tămoosăm, adiš, tălălăt-t.
EPH.5.2	Tănnăhăḍet tărha dăɣ-a-wa tăjjăm iket-net s-əmmək wa s-hawăn-tăt-issəkna Ălmasex-i ikfăn iman-net, ămmut i-ad-umas takute lat ălqim, s-ijraẓ aḍu-net i-Măssinăɣ.
EPH.5.3	A-wen-dăɣ a făl wăr jere-wăn dd-tătwăḍkalnet isălan n-ăwadəm ikfan iman-net iba n-tăkrakiḍt wăla asəmmăḍəs n-iman-net wăla utăr n-terše tokăyăt ămaku. A-wa hărătăn s-wăr-ănhăjja făw ad-dd-titwăɣrin jer-iməššeddəjăn. 
EPH.5.4	Wăr safălɣaɣăt, wăr tăjjăt măjrăd wărăn ila ălmăɣna, wăla tekăškăšt wărăt la ăddălil, ănn-ak, a tăjjăm-dăɣ, ɣaymăt tumayăm i-Măssinăɣ ijităn-net. 
EPH.5.5	Ǝlmədăt a-s ăddinăt wi əkfănen iman-năsăn iba n-tăkrakiḍt d-wi samăḍasnen iman-năsăn d-wi ha tărha n-hărăt-i wărăt təẓley d-ălɣibadăt n-ăṣṣănămăn; ăddinăt-en, xăram-asăn ahănay n-Təmmənəya ta n-Ălmasex d-Măssinăɣ.
EPH.5.6	Wăr kăwăn-isăswadet ăwadəm s-tăẓude n-iləs wărăn infa hărăt ed anməšri šund-wen-dăɣ ad-dd-itirəwăn aḍkăr n-Măssinăɣ făll-ăddinăt wi unjăynen s-ămišəl n-tənna-net.
EPH.5.7	Ăddinăt wi tamašalnen hărătăn-win-dăɣ, wăr tăn-tăsmadăwăm. 
EPH.5.8	Kăla hăm kăwăneḍ-dăɣ tihay măšan, ašăl-i-dăɣ, tosăɣăm d-Emăli, adiš, əṭṭəfăt ălxal wa n-dăgg-ănnur; 
EPH.5.9	ănnur daɣ, wăr t-dd-izəjjăr ar milɣaw, iqqud d-tidət. 
EPH.5.10	Šămad dăgg-ănnur a tămoosăm, əlmədăt a-wa ijrăẓăn i-Emăli, tămašălăm-t.
EPH.5.11	Wăr tihrăt hărăt d-mălayăɣnatăn wi tamašalăn kăl-tihay, ănn-ak, səffukkărăt a-wa tamašalăn 
EPH.5.12	ed a-wa tăn-išillun dăɣ-ufăr, ăsikărakăḍ wăla edăwănne dăɣ-s. 
EPH.5.13	Wăr tăkărrasnet iman-năsăn, ilkam ad-dd-isəffukkăr ănnur a-wa tăn-išlăn iket-net, 
EPH.5.14	ed ănnur, wăr t-dd-izəjjăr ar ănnur. A-wen-dăɣ a făl ătwănnă:
EPH.5.14	«Jăy! Kăyy-i iṭṭăsăn, ənkăr-dd dăɣ-eḍəs
EPH.5.14	Ǝnkăr-dd jer-inəmmuttan wi jer-tənsed
EPH.5.14	i-ad-fălla-k isəmmələwləw Ălmasex ănnur-net.»
EPH.5.15	Ăjăt ənniyăt i-tămudre-năwăn, udaɣ ad-tumasăm ăddinăt wăren la tayətte, umasăt iməssorha. 
EPH.5.16	Ăjăt ărramăt dăɣ-taɣrəst-năwăn, ăyyăt fălla-wăn a-wa wăr-iha ălfăyda ed, išilan lăbasnen a fălla-năɣ janen.
EPH.5.17	Wăr tămoosăm ăddinăt irmas iba n-tayətte, əjrăhăt erhet n-Emăli.
EPH.5.18	Wăr săssăt asməd har dăɣ-wăn itakkăs ənniyăt ed iba n-ălxal a-wen, ănn-ak, ăyyăt Unfas Šăddijăn a dăɣ-wăn ănnăhăḍ.
EPH.5.19	Nəmăṭṭəfăt jer-iman-năwăn s-təmmalen dd-əzjarnen Ăẓẓăbur, d-təmmalen kăwăn-samătarnen d-isuhaɣ săr-wăn dd-oraw Unfas Šăddijăn. Aməlăt Emăli s-ulh imdan.
EPH.5.20	Umayăt hărkuk i-Măssinăɣ-i n-Abba a-wa hawăn-ija iket-net dăɣ-isəm n-Emăli-nănăɣ Ɣisa Ălmasex.
EPH.5.21	Isărəset hak iyyăn dăɣ-wăn iman-net i-amidi-net dăɣ-təssəba n-tuksəḍa ta jăm i-Ălmasex.
EPH.5.22	Tiḍeḍen! Sărəsmăt iman-năkmăt dat-meddən-năkmăt šund a-s Emăli a dat-tăsrăsmăt iman-năkmăt, 
EPH.5.23	ăniihăjja a-wen făl-a-s, ăhaləs a-s ămizăr n-hănne-s s-əmmək wa s-ămoos 
EPH.5.24	Ǝmmək-wa-dăɣ s-tăsirăs ălkănisăt iman-net dat-Ălmasex, əmmək-wen-dăɣ daɣ a-s lanăt tiḍeḍen ad-sărəsnăt iman-năsnăt dat-meddən-năsnăt dăɣ-hărăt iket-net.
EPH.5.25	Meddən! Ărhet hak iyyăn hănne-s s-əmmək wa s-irha 
EPH.5.26	i-ad-tăt-dd-isəbdəd dat-Măssinăɣ, wăr tăt-iwer ălɣib wălʼ iyyăn ed, ənta iman-net a tăt-iššəšdăjăn, ăssirăd-tăt s-măjrăd-net-i išašdajăn, 
EPH.5.27	i-ad-dd-təbdəd data-s təkna tihusay, tăsisahăɣ ašăl, wăla ălɣib wăla ešer wăla ankəmmi wălʼ iyyăn.
EPH.5.28	Ǝmmək-wen-dăɣ daɣ a-s lan meddən s-ad-əṭṭafăn tiḍeḍen-năsăn, əjən-asnăt tărha d-ənniyăt wa jăn i-tiɣəswen-năsăn. Tărha ta jed i-iman-năk, ăjet i-hănne-k 
EPH.5.29	ed wăr t-illa ere iksanăn iman-net, ănn-ak, hak ăwadəm ija ənniyăt i-taɣəssa-net, išakšʼ-et, isalsʼ-et. Ǝmmək-wen-dăɣ daɣ a ija Ălmasex i-ălkănisăt 
EPH.5.30	ed năkkăneḍ-i săr-s omănnen, nămoos tislaḍ n-taɣəssa-net.
EPH.5.31	A-wen-dăɣ a făl innă măjrăd n-Măssinăɣ:
EPH.5.31	«Ad-ifəl ăhaləs ti-s d-ma-s, asăɣ d-hănne-s,
EPH.5.31	umasăn făll-əssin-essăn tiyyăt taɣəssa d-iyyăn n-ăwadəm.»
EPH.5.32	Măjrăd-wa-dăɣ hawăn-jeɣ dăɣ-isălan n-əddăraj wa tămoos tassaɣt ta ija Ălmasex d-ălkănisăt-net, əssanăɣ a-s wăr răqqis ujreh-net 
EPH.5.33	măšan, ifraḍ făll-hak ăhaləs-dăɣ, ad-ărh hănne-s s-əmmək-wa-dăɣ s-irha iman-net; səmɣăret daɣ hak tamăḍt, ăhaləs-net.
EPH.6.1	Aratăn! Sajadăt i-imărawăn-năwăn, ənta-den-dăɣ a-wa oɣădăn fălla-wăn irha Emăli. 
EPH.6.2	Innă iyyăn dăɣ-alămărăn n-Măssinăɣ:
EPH.6.2	«Səmɣăr ti-k d-ma-k»;
EPH.6.2	alămăr-wa-dăɣ, ənta a-s wa ăzzarăn ăsdăw Măssinăɣ d-ărkăwăl, innă:
EPH.6.3	«Afăl təssəmɣărăd ti-k d-ma-k,
EPH.6.3	ad-təjrəwăd ălxer, təkrəšăd taɣrəst.»
EPH.6.4	Kăwăneḍ-i daɣ n-imărawăn, wăr tăẓẓăkănẓărăm aratăn-năwăn ănn-ak, ăjăt-asăn asədwal dăɣ-tăn saɣrem, tadăbbarăm-asăn s-a-wa innă Emăli dăɣ-măjrăd-net.
EPH.6.5	Eklan! Săjdăt i-imălan-năwăn, uksaḍăt-tăn, səmɣărăm-tăn s-ulhawăn šăddijnen šund ɣas a-s Ălmasex iman-net a-s jăm a-wen. 
EPH.6.6	Udaɣ ad-tajjăm a-wa fălla-wăn ărhăn dihad kăwăn-hannăyăn ɣas šund a-s tărham ad-kăwăn-in-əjrăhăn ăddinăt, ănn-ak, ăjăt a-wa fălla-wăn ărhăn s-ulh irḍan, ed a-wen-dăɣ a fălla-wăn irha Măssinăɣ. 
EPH.6.7	Ăjăt a-wa kăwăn-iwărăn s-ulh imdan šund a-s Emăli a-s t-tajjăm wădden dăgg-adəm. 
EPH.6.8	Təssanăm a-s hak ăwadəm, jer-akli wăla elăll, hak ăwadəm-dăɣ, ad-t-ăkf Emăli a-wa has-jăn imojjan-net.
EPH.6.9	Kăwăneḍ daɣ-i n-məssaw-s n-eklan, tajjăt a olaɣăn i-eklan-năwăn, udaɣ ɣas ad-fălla-săn samahaḍăm ed təssanăm a-s kăwăneḍ hakd eklan-năwăn, Emăli-năwăn wa n-tidət ihʼ išənnawăn, wăr təẓleyăm data-s.
EPH.6.10	Ḍarăt-a-wen daɣ, əṭṭəfăt tărna n-Emăli i-ad-kăwăn-isəṣṣuhət.
EPH.6.11	Ǝjbəsăt, təḍkəlăm əẓẓənəfăn n-imutaj n-amjăr wi kăwăn-ikfa Măssinăɣ i-ad-tudabem ehel n-iman-năwăn dat-Iblis d-tidămaten-net. 
EPH.6.12	Ămăra, anmănɣ wa nəha, təssanăm a-s wădden dăgg-adəm a dăr-t nəja, ănn-ak, nəjʼ-e d-kăl-tărna d-kăl-əlxəkum d-kăl-tădabit wi n-ăddunya ărjăšnen dăɣ-tihay, nəjʼ-e d-a-wa-dăɣ iglăn făll-tăllăbăst d-alšinăn wi əllăynen dăɣ-ălhăwa.
EPH.6.13	Šămad isălan-den-dăɣ, adiš, əjbəsăt s-əẓẓənəfăn n-imutaj n-akənnas wi kăwăn-ikfă Măssinăɣ i-ad-tudabem ehel n-iman-năwăn, afăl fălla-wăn dd-oḍa erk ašăl, tudabem akənnas s-a-wa təṭṭăfăm, wăr tăjewăḍăm. 
EPH.6.14	Ǝhəlăt iman-năwăn: tumaset-awăn tidət, taməntəka; umaset-awăn iqqud, əltăɣ-idmar wa wăr nəbbəjnət tidij, 
EPH.6.15	əmmək-wa-dăɣ s-tăssirmăḍăm esel n-tifădelen-năwăn, əmmək-wen-dăɣ daɣ a-s hărkuk, ɣaymăt tăsidăwăm i-iji n-isălan n-
EPH.6.16	A tăjjăm-dăɣ, umaset immun s-Măssinăɣ aɣărh wa hin-itiwăɣăn fălla-wăn ăssămăn wi ăhijăljălnen s-kăwăn-itəjjar Iblis. 
EPH.6.17	Umaset-awăn əlɣəllas wa kăwăn-ikfa Măssinăɣ takənbut ta hin-tiwăɣăt fălla-wăn tisăwaten, əšləjăt tăkoba ta ămoos măjrăd n-Măssinăɣ-i kăwăn-ikfă Unfas Šăddijăn.
EPH.6.18	Təddalăt Măssinăɣ hărkuk s-tărna n-Unfas Šăddijăn, əjləyăt hullan dăɣ-a-wen-dăɣ, wăr toyyem sendad n-a-wen irmas-kăwăn, təddalăt Măssinăɣ i-iməššeddəjăn iket-dăɣ-năsăn. 
EPH.6.19	Ădəlăt-ahʼ-in Măssinăɣ năkk-dăɣ a hi-issărɣăsăn măjrăd, udabeɣ asuɣəl n-isălan n-əddăraj wa ămoos Ălənžil s-ənniyăt ozjan. 
EPH.6.20	Ălənžil-en-dăɣ a-s ămoosăɣ ălwakil, kud-dăɣ ašăl-i-dăɣ, dăɣ-təssəba n-iji n-isălan-net a făl heɣ takărmut. Ǝttărăt-ahʼ-in ad-əjrəwăɣ iman-in i-ad-udabeɣ iji n-isălan-en s-a-wa ilăn əmmək d-esăwe.
EPH.6.21	Dăɣ-a-wa dd-iqqălăn taɣărha-nin hakd-dăɣ a-wa hi-išlăn, ad-dăɣ-wăn ăj, Tušik-i emărh-in n-ăŋŋa-ɣ n-ămaɣdal dăɣ-ămašal-wa-dăɣ hanăɣ-ija Emăli, isălan-in; 
EPH.6.22	ăšimašălăɣ-t-in săr-wăn i-ad-hawăn-ăj isălan-nănăɣ, isəsmăḍ ulhawăn-năwăn.
EPH.6.23	Ăhuulăɣ-kăwăn-in, əttarăɣ daɣ s-Măssinăɣ-i n-Abba d-Emăli 
EPH.6.24	Ikfă Măssinăɣ ănnuɣmăt-net i-ăddinăt wi jănen tărha təmdat i-Emăli-nănăɣ Ɣisa Ălmasex. Amin!
PHP.1.1	A-wa Buləs d-Timoti, eklan n-
