MAT.1.1	Nkanda ya mbutukulu ya Yesu Klisto, mwana ya Davidi, mwana ya Abalahami. 
1CO.14.21	Mu nsiku yo ikele kusonama: Mu bantu ya ikele na tudimi ya nzenza, ye mu bikoba ya banzenza mono tatuba kwa bantu yai, kansi buna mpe bau takonda kuwa mono, Mfumu imene kutuba.
1CO.14.22	Buna tudimi yankaka ikele kidimbu ve kwa bau ya kwikila, kansi kwa bau ya konda kukwikila, mbikudulu ikele kidimbu ve kwa bau yo konda kukwikila, kansi kwa bau ya kwikila.
1CO.14.23	Sambu na yai kana dibundu yamvimba kutakana sikamosi ye bau yonso tuba mu tudimi, kana bantu kota ya konda kulongwa keti ya konda kukwikila, bau tatuba ve beno imene kulauka ?
1CO.14.24	Kansi kana bau yonso bikula, ye muntu kota ya konda kukwikila keti konda kulongwa, buna yandi ikele kubediswa na bau yonso ye kufundiswa na bau yonso,
1CO.14.25	mpilayai mambu ya kinsweki ya ntima ya yandi tazabakana, nanima yandi tafukama va luse ya yandi ye sambila Nzambi ye tuba Nzambi ikele nakati beno kieleka.
1CO.14.26	Buna nki, bampangi ? Bu beno kutakana, muntu ikele na nkunga, yankaka ikele na malongi, yankaka na nzaikusu, yankaka ikele na ludimi yankaka, yankaka ikele kutendula; bika yonso salwa mu ntungulu.
1CO.14.27	Kana bankaka tuba mu tudimi, bika zole keti tatu kaka, bau tatuba mosi mosi, kansi mosi tatendula.
1CO.14.28	Kansi kana mutendudi ikele ve, bika yandi vanda napi mu dibundu, kansi bika yandi tuba kwa yandi kibeni ye kwa Nzambi.
1CO.14.29	Bika bambikudi zole keti tatu tuba, ye bankaka tafundisa.
1CO.14.30	Kana yankaka ya ikele kuvanda kuna, mona nzaikusu, bika yandi ya ntete vanda napi.
1CO.14.31	Kadi beno yonso lenda kubikula, mosi mosi, na yonso lenda kulongwa, ye yonso lenda kubombidilwa.
1CO.14.32	Bampeve ya bambikudi ikele kulemvuka kwa bambikudi.
1CO.14.33	Kadi Nzambi ikele Nzambi ya nkindu ve, kansi ya yenge.
1CO.14.34	Bonso ikele mu mabundu yonso ya banlongo, bika bankento vanda napi mu mabundu, kadi bau ikele na nzila ve kutuba, kansi bika bau lemvuka, bonso nsiku kutuba.
1CO.14.35	Kana bau zola kulonguka mambu, bika bau yuvula babakala ya bau mu banzo ya bau, kadi yo ikele nsoni kwa nkento kutuba mu dibundu.
1CO.14.36	Mambu ya Nzambi katukaka na beno ntete ? Keti yo imene kwiza kwa beno kaka ?
1CO.14.37	Kana muntu banza yandi ikele mbikudi keti ya kimpeve, bika yandi zaba mbote mambu ya mono sonika kwa beno, na yau ikele nsikudukusu ya Mfumu.
1CO.14.38	Kansi kana muntu zola ve kuzaba yo, bika yandi konda kuzaba yo.
1CO.14.39	Mpilayai, bampangi ya mono, tonda ngolo kubikula ye buya ve kutuba mu tudimi.
1CO.14.40	Kansi bika yonso salwa ya lunga ye ya sungama.
1CO.15.1	Bampangi, mono zabisa beno nsamu mbote ya mono samunaka kwa beno, ya beno mpe bakaka, mu yo beno kutelema mpe, 
1CO.15.2	mu yo beno mpe vuluswa, kana beno simba ngolo mambu ya mono samunaka kwa beno, keti beno imene kukwikila mpamba. 
1CO.15.3	Kadi ntete mono mpe pesaka beno yina ya mono bakaka, na Klisto kufwaka sambu na masumu ya beto, bonso ikele mu masonukwa. 
1CO.15.4	na yandi zikwaka ye fulukiswaka mu lumbu ya tatu, bonso ikele mu masonukwa, 
1CO.15.5	na yandi monikaka kwa Kefa, nanima kwa bau kumi ye zole. 
1CO.15.6	Nanima yandi monikaka kwa bampangi ya luta nkama tanu mu ntangu mosi; mingi ya bau ikele ti ntangu yai, kansi bankaka imene kulala tulu.
1CO.15.7	Nanima yandi monikaka kwa Yakobi, nanima kwa bantumwa yonso.
1CO.15.8	Nanima na bau yonso, yandi monikaka kwa mono mpe, bonso kwa mwana ya butukaka ntete ya ntangu lunga. 
1CO.15.9	Kadi mono luta fioti na bantumwa, mono lunga ve bingwa ntumwa, sambu na mono zomaka dibundu ya Nzambi. 
1CO.15.10	Kansi mu nlemvo ya Nzambi mono ikele yina ya mono ikele, ye nlemvo ya yandi kwa mono vandaka mpamba ve, kansi mono salaka ya luta mingi bau yonso; kansi ikele mono ve, kansi nlemvo ya Nzambi ya ikele na mono. 
1CO.15.11	Buna kana yo ikele mono keti bau, mpilayai beto ikele kusamuna, ye mpilayai beno kwikilaka.
1CO.15.12	Kana Klisto ikele kusamunwa na yandi fulukiswaka tuka bafwa, buna nki bankaka ya beno ikele kutuba mfulukulu ya bafwa ikele ve ?
1CO.15.13	Kana mfulukulu ya bafwa ikele ve, buna Klisto mpe fulukiswaka ve.
1CO.15.14	Kana Klisto fulukiswaka ve, buna nsamunu ya beto ikele mpamba, lukwikilu ya beno ikele mpamba mpe.
1CO.15.15	Beto monika na beto ikele bantemo ya luvunu ya Nzambi, sambu na beto tubaka kitemo ya Nzambi na yandi fulukisaka Klisto, ya yandi fulukisaka ve, kana bafwa ikele kufulukiswa ve.
1CO.15.16	Kadi kana bafwa ikele kufulukiswa ve, buna Klisto fulukiswaka mpe ve.
1CO.15.17	Kansi kana Klisto fulukiswaka ve, lukwikilu ya beno ikele mpamba; beno ikele mu masumu ya beno.
1CO.15.18	Buna bau ya imene kulala tulu mu Klisto, imene kuvila mpe.
1CO.15.19	Kana beto tula vuvu mu Klisto mu moyo yai kaka, buna beto luta bantu yonso mu ntantu.
1CO.15.20	Kansi na kieleka Klisto imene kufulukiswa tuka bafwa, ya ntete ya bau ya lala tulu. 
1CO.15.21	Kadi lufwa kwizaka sambu na muntu mosi, mpilayai mpe mfulukulu ya bafwa kwizaka sambu na muntu mosi. 
1CO.15.22	Kadi bonso yonso ikele kufwa mu Adami, buna yonso tasalwa moyo mu Klisto,
1CO.15.23	kansi muntu na muntu na ndonga, Klisto ya ntete, nanima bau ya Klisto bu yandi kwiza, 
1CO.15.24	buna nsuka takwiza, bu yandi tayekula kimfumu kwa Nzambi, Tata, bu yandi imene kumanisa kimfumu yonso ye luyalu yonso ye ngolo yonso.
1CO.15.25	Kadi yandi fwiti kuyala ti yandi imene kutula bambeni yonso nansi ya bitambi ya yandi. 
1CO.15.26	Mbeni ya nima ya tamaniswa ikele lufwa.
1CO.15.27	Kadi yandi lemvulaka bima yonso nansi ya bitambi ya yandi. Bu yandi tubaka: Bima yonso ikele kulemvulwa nansi ya bitambi ya yandi, buna yo ikele kumonika na yandi ya lemvudilaka bima yonso, yandi dilemvulwaka ve. 
1CO.15.28	Bu bima yonso imene kulemvulwa kwa yandi, yandi kibeni, Mwana, talemvuka kwa yandi ya lemvudilaka bima yonso, na Nzambi lenda kuvanda yonso mu yonso. 
1CO.15.29	Kana mpilayai ve, bau ya botikwaka sambu na bafwa, bau tasala nki ? Kana bafwa tafulukiswa ve, buna sambu na nki bau botikwaka sambu na bafwa ?
1CO.15.30	Sambu na nki beto mpe telema mu mpasi ya lufwa ntangu yonso ?
1CO.15.31	Mono ikele kufwa lumbu na lumbu, mono tuba yai, bampangi, sambu na luyanu ya ikele na mono mu beno, mu Klisto Yesu Mfumu ya beto.
1CO.15.32	Kana mu kimuntu mono nwanaka na bambizi ya makasi mu Efeso, mono baka ndandu nki ? Kana bafwa ikele kufulukiswa ve, bika beto kudia ye kunwa, kadi mbazi beto takufwa.
1CO.15.33	Beno dikusa ve, kinduku ya mbi ikele kubivisa bifu ya mbote. 
1CO.15.34	Sikama ku konda kukolwa, sala lunungu, sala masumu ve! Kadi bankaka konda kuzaba Nzambi. Mono tuba yai kumonisa beno nsoni.
1CO.15.35	Kansi muntu tatuba: Bafwa tafulukiswa mpila nki ? Ye bau ikele kwiza na nitu mutindu nki ? 
1CO.15.36	Nge nkwa buzoba, yina ya nge ikele kukuna tapeswa moyo ve kana yo kufwa ve. 
1CO.15.37	Yina ya nge ikele kukuna, nge ikele kukuna ve nitu ya tavanda, kansi nkeni yo mosi, keti nkeni ya ble keti mutindu yankaka.
1CO.15.38	Kansi Nzambi pesa yo nitu, bonso yandi zolaka, nkeni na nkeni nitu na yo kibeni. 
1CO.15.39	Nsuni yonso ikele nsuni mutindu mosi ve, nsuni ya bantu ikele yankaka, nsuni ya bambizi ikele yankaka, nsuni ya bandeke ikele yankaka, ya bambizi ya masa ikele yankaka.
1CO.15.40	Banitu ya kizulu ikele, banitu ya kintoto ikele mpe, kansi nkembo ya yina ya kizulu ikele yankaka ye ya kintoto ikele yankaka.
1CO.15.41	Nkembo ya ntangu ikele yankaka ye nkembo ya ngonda ikele yankaka ye nkembo ya bambwetete ikele yankaka; kadi mbwetete mosi ikele luta yankaka mu nkembo.
1CO.15.42	Mpilayai mpe ikele mfulukulu ya bafwa. Nitu ikele kukunwa mu mbivisu, yo ikele kufulukiswa mu konda mbivisu.
1CO.15.43	Yo ikele kukunwa mu konda nzitusu, yo ikele kufulukiswa mu nkembo. Yo ikele kukunwa mu lebakana, yo ikele kufulukiswa mu ngolo. 
1CO.15.44	Yo ikele kukunwa nitu ya kimuntu yo ikele kufulukiswa nitu ya kimpeve. Kana nitu ya kimuntu ikele, buna nitu ya kimpeve ikele mpe.
1CO.15.45	Yo ikele kusonama mpilayai mpe: Muntu ya ntete Adami kitukaka mwela ya moyo. Adami yanima kitukaka mpeve ya pesa moyo.
1CO.15.46	Yina ya kimpeve ikele ntete ve, kansi yina ya kimuntu, nanima yina ya kimpeve.
1CO.15.47	Muntu ya ntete katukaka na ntoto ye ikele ya kintoto, muntu ya zole katukaka na zulu.
1CO.15.48	Bonso yina ya kintoto, buna ikele mpe bau ya kintoto; bonso yina ya kizulu, buna ikele mpe bau ya kizulu. 
1CO.15.49	Bonso beto nataka kifwani ya yina ya kintoto, buna bika beto nata kifwani ya yina ya kizulu mpe. 
1CO.15.50	Bampangi, mono tuba yai, nsuni ye menga lenda ve kubaka difwa ya kimfumu ya Nzambi, keti mbivisu baka ve difwa ya konda mbivisu. 
1CO.15.51	Tala, mono songa beno mambu ya kinsweki: Beto yonso talala tulu ve, kansi beto yonso takitulwa,
1CO.15.52	mbala mosi mu mbwetolo ya disu, mu ndinga ya mpungi ya nsuka, kadi mpungi tadila, ye bafwa tafulukiswa ya konda mbivisu, ye beto takitulwa. 
1CO.15.53	Kadi mbivisu yai fwiti kuvwata ya konda mbivisu, ye kufwa yai fwiti kuvwata ya konda kufwa. 
1CO.15.54	Kansi bu mbivisu yai imene kuvwata ya konda mbivisu, ye bu kufwa yai imene kuvwata ya konda kufwa, buna mambu yai ya sonama takwiza: Ndungunu imene kumina lufwa.
1CO.15.55	O lufwa, ndungunu ya nge ikele wapi ? O lufwa, ntatiku ya nge ikele wapi ?
1CO.15.56	Kansi ntatiku ya lufwa ikele masumu, ye ngolo ya masumu ikele nsiku.
1CO.15.57	Matondo kwa Nzambi ya pesa beto ndungunu mu Mfumu ya beto Yesu Klisto.
1CO.15.58	Mpilayai, bampangi ya mono ya zolwa, vibidila, ye nikuka ve, luta kuvanda ngolo ntangu yonso mu kisalu ya Mfumu, sambu na beno zaba kisalu ya beno ikele mpamba ve mu Mfumu.
1CO.16.1	Sambu na kutikisa ya mbongo sambu na banlongo, beno sala mpe bonso mono sikidikisaka ku mabundu ya Ngalatia.
1CO.16.2	Lumbu ya ntete ya lumingu, bika muntu na muntu bumba mu nzo ya yandi bonso ndandu ya yandi imene kubaka. 
1CO.16.3	Bu mono kuma, mono tafidisa nkanda sikamosi na bau ya beno imene kusola kunata makabu ya beno ya zola ku Yelusalemi.
1CO.16.4	Kana yo lunga na mono kwenda mpe, bau takwenda na mono.
1CO.16.5	Kansi mono takwiza kwa beno bu mono imene kuluta mu Makedonia; kadi mono taluta mu Makedonia, 
1CO.16.6	kansi mono banza mono tavanda na beno ntangu fioti, keti mu nsungi ya madidi yamvimba, na beno lenda kusindika mono konso nzila ya mono kwenda.
1CO.16.7	Kadi mono zola ve kumona beno ntangu yai bu mono luta; kadi mono ikele na vuvu kuvanda na beno ndambu ntangu yankaka, kana Mfumu zola yo. 
1CO.16.8	Kansi mono tavanda mu Efeso ti Pentikoti,
1CO.16.9	kadi mwelo ya kisalu ya nene ye ya ndandu ikele kukanguka kwa mono, ye bambeni ikele mingi.
1CO.16.10	Kana Timoteo kwiza, tala na yandi vanda na beno na boma ve, kadi yandi sala kisalu ya Mfumu bonso mono sala mpe.
1CO.16.11	Bika muntu saula yandi ve. Kansi sindika yandi na nzila mu yenge, na yandi lenda kwiza kwa mono, sambu na mono vingila yandi sikamosi na bampangi.
1CO.16.12	Sambu na Apolo mpangi, mono bombidilaka yandi mingi kwiza kwa beno sikamosi na bampangi, kansi yo vandaka luzolo ya yandi ntangu yai ve; kansi yandi takwiza bu yandi baka ntangu.
1CO.16.13	Tomatala, telema ngolo mu lukwikilu, vanda bonso bakala, vanda na ngolo. 
1CO.16.14	Yonso ya beno sala, sala yo mu zola. 
1CO.16.15	Bampangi, beno zaba na nzo ya Stefana ikele ya ntete ya kwikila mu Akaya, ye bau imene kudipesa sambu na sadila banlongo, sambu na yai mono bombidila beno,
1CO.16.16	na beno lemvuka kwa bau ya mpilayai, ye kwa muntu na muntu ya sadisa mu kisalu ye ya ikele kusala.
1CO.16.17	Mono yangalala sambu na Stefana ye Fotunato ye Akaiko imene kwiza, kadi bau imene kulungisa yina ya beno konda,
1CO.16.18	kadi bau yangidisaka mpeve ya mono ye ya beno. Sambu na yai zaba mbote bau ya mpilayai. 
1CO.16.19	Mabundu ya Asia fidisa beno mbote. Akila ye Pliska ye dibundu ya ikele mu nzo ya bau fidisa beno mbote mu Mfumu. 
1CO.16.20	Bampangi yonso fidisa beno mbote. Pesana mbote na mfibulu ya nlongo.
1CO.16.21	Mono Paulu sonika mbote kwa beno na diboko ya mono mosi. 
1CO.16.22	Kana muntu zola Mfumu ve, bika yandi vanda nansi ya ndola, Mfumu ikele kwiza.
1CO.16.23	Nlemvo ya Mfumu ya beto Yesu vanda na beno. 
1CO.16.24	Zola ya mono vanda na beno yonso mu Klisto Yesu. Amen.
2CO.1.1	Paulu, ntumwa ya Yesu Klisto mu luzolo ya Nzambi, ye Timoteo, mpangi ya beto, fidisa mbote kwa dibundu ya Nzambi ya ikele mu Kolinto ye kwa banlongo yonso ya ikele mu Akaya yamvimba. 
2CO.1.2	Nlemvo kwa beno ye yenge ya katuka na Nzambi, Tata ya beto, ye Mfumu Yesu Klisto.
2CO.1.3	Nsakumunu kwa Nzambi ye Tata ya Mfumu ya beto Yesu Klisto, Tata ya nkenda ye Nzambi ya mbombolo yonso. 
2CO.1.4	Yandi ya bomba beto mu mpasi yonso ya beto, na beto lenda kubomba bau ya ikele na mpasi mutindu yonso mu mbombolo ya beto kibeni ikele kubombwa mu Nzambi. 
2CO.1.5	Kadi bonso mpasi ya Klisto ikele mingi mu beto, buna mbombolo ya beto ikele mingi mu Klisto. 
2CO.1.6	Kana beto moniswa mpasi, yo ikele kwa mbombolo ya beno ye mpulusu ya beno, kana beto bombwa yo ikele kwa mbombolo ya beno, yo ikele kubasisa mvibudulu mu mpasi, ya beto ikele kumoniswa mpe. Ye vuvu ya beto mu beno ikele kuvanda, 
2CO.1.7	sambu na beto, zaba, bonso beno ikele na kintuadi mu mpasi, buna beno ikele mu mbombolo mpe. 
2CO.1.8	Bampangi, beto zola ve, beno konda kuzaba mpasi ya beto monaka mu Asia, bu beto tulwaka kizitu ya luta ngolo ya beto, ye beto banzaka beto takufwa.
2CO.1.9	E, beto kibeni vandaka na mabanza, na beto takufwa kaka, na beto tatula vuvu mu beto kibeni ve, kansi mu Nzambi ya fulukisa bafwa. 
2CO.1.10	Yandi ya vulusaka beto tuka lufwa yina ya nene, yandi tavulusa beto; mu yandi beto imene kutula vuvu ya beto, na yandi tavulusa beto diaka. 
2CO.1.11	Beno mpe sadisa beto mu lombilu ya beno, sambu na nlemvo ya peswaka kwa beto mu lusadusu ya bantu mingi, mingi tavutula matondo sambu na beto. 
2CO.1.12	Kadi luyanu ya beto ikele yai, kitemo ya kansansa ya beto, beto tambula mu nsi ye nakati na beno mu nlongo ya kieleka ya Nzambi, mu ngangu ya kinsuni ve, kansi mu nlemvo ya Nzambi. 
2CO.1.13	Kadi beto ikele kusonika kwa beno mambu yankaka ve, kansi ya beno tangaka ye ya beno bakaka. Mono ikele kutula vuvu, na beno tabaka yau ti nsuka,
2CO.1.14	bonso beno yantikaka kubaka beto ndambu, na beto ikele nkembolo ya beno, bonso beno mpe ikele nkembolo ya beto mu lumbu ya Mfumu ya beto Yesu. 
2CO.1.15	Mu vuvu yina mono zolaka ntete kwiza kwa beno, na beno lenda kubaka nlemvo yankaka,
2CO.1.16	ye luta beno, bu mono kwenda ku Makedonia, ye katuka na Makedonia ye kwiza kwa beno, na beno lenda kusindika mono na nzila ku Yuda. 
2CO.1.17	Sambu na yai, bu mono zolaka mpilayai, mono songaka mambu ya kusakana ? Mambu ya mono zola kusala, mono ikele kusala yau mu kinsuni ? na yo tavanda e, e, ye ve, ve mu ntangu mosi ? 
2CO.1.18	Kansi bonso Nzambi ikele kwikama, buna mambu ya beto kwa beno vandaka ve, e ye ve. 
2CO.1.19	Kadi Mwana ya Nzambi, Yesu Klisto, ya beto samunaka kwa beno, mono ye Silvano ye Timoteo, vandaka ve e ye ve, kansi mu yandi ikele e.
2CO.1.20	Kadi bansilulu yonso ya Nzambi ikele e mu yandi, ye mu yandi amen, na Nzambi lenda kukembiswa mu beto.
2CO.1.21	Yandi ya siamisa beto sikamosi na beno mu Klisto ye sitaka beto, ikele Nzambi. 
2CO.1.22	Yandi tulaka beto kidimbu mpe, ye pesaka beto Mpeve ya yandi, bonso kidimbu mu ntima ya beto. 
2CO.1.23	Mono ikele kubinga Nzambi kuvanda ntemo kwa mwela ya mono, sambu na kukeba beno, mono kwiza ve ku Kolinto.
2CO.1.24	Beto ikele bamfumu ya lukwikilu ya beno ve, kansi beto ikele bansadisi ya beno mu kiese ya beno; kadi mu lukwikilu beno ikele kutelema. 
2CO.2.1	Mono kanaka mambu yai mu mono kibeni, na mono tavutuka ve kwa beno mu ntantu.
2CO.2.2	Kadi kana mono pesa beno ntantu, buna nani tayangidisa mono, ikele yandi ya mono pesa ntantu ?
2CO.2.3	Mono sonikaka mambu yina, keti bu mono kwizaka, mono imene kumona ntantu ve na bau ya fwiti kuyangidisa mono, mono ikele na vuvu mu beno yonso, na kiese ya mono ikele kiese ya beno yonso. 
2CO.2.4	Kadi mu ntantu mingi ye kizitu ya ntima mono sonikaka kwa beno mu mansanga mingi, ikele ve kupesa beno ntantu, kansi na beno tazaba zola ya ikele na mono ya luta kwa beno. 
2CO.2.5	Kana muntu monisaka beto ntantu, yandi salaka yo ve kwa mono kaka, kadi yo ikele kwa beno yonso, kansi ndambu kaka, kadi mono zola ve kulutisa beno mambu.
2CO.2.6	Sambu na yai, kwa muntu yai kusemba yina lunga, ya yandi bakaka na bantu mingi. 
2CO.2.7	Kana mpilayai ve, beno fwiti kuvidisa yandi ye bomba yandi, keti yandi talutwa ngolo mu ntantu yina ya luta.
2CO.2.8	Sambu na yai mono bombidila beno, songa zola ya beno kwa yandi.
2CO.2.9	Sambu na mambu yina mpe mono sonikaka, na mono lenda kumeka beno, kana beno ikele kulemvuka mu mambu yonso.
2CO.2.10	Kansi konsonani ya beno vidisa mambu, mono mpe tavidisa yandi, kadi yina ya mono imene kuvidisa, kana mono imene kuvidisa mambu, mono vidisa yau sambu na beno na luse ya Klisto,
2CO.2.11	na Satana taluta beto ve, kadi beto zaba mayele ya yandi. 
2CO.2.12	Bu mono kwizaka ku Toloa, kusamuna nsamu mbote ya Klisto, ye mwelo kangulwaka kwa mono mu Mfumu, 
2CO.2.13	buna mpeve ya mono imene kuvunda ve, kadi mono monaka ve Tito, kansi bu mono bikila bau mbote, mono kwendaka ku Makedonia. 
2CO.2.14	Matondo kwa Nzambi ya ikele kutwala beto mu nkembo ntangu yonso mu Klisto, ye ikele kumonisa nsunga ya ngangu ya yandi nakati na beto mu ndambu yonso.
2CO.2.15	Kadi beto ikele nsunga ya Klisto kwa Nzambi mu bau ya ikele kuvuluswa ye mu bau ya ikele kuvila. 
2CO.2.16	Kwa bankaka beto ikele nsunga ya lufwa ku lufwa, kansi kwa bankaka beto ikele nsunga ya moyo ku moyo. Nani lunga na mambu yai yonso ? 
2CO.2.17	Kadi beto ikele kubivisa mambu ya Nzambi ve, sambu na kubaka ndandu, bonso bankaka mingi ikele kusala, kansi mu kieleka nantwala ya Nzambi, beto ikele kutuba mu Klisto mambu ya katuka na Nzambi. 
2CO.3.1	Beto yantika kudisonga kitemo diaka ? Keti beto ikele bonso bankaka ya ikele na nsatu ya nkanda ya kitemo kwa beno keti ya katuka na beno ? 
2CO.3.2	Beno ikele nkanda ya beto ya sonikwa mu ntima ya beto, ikele kuzabakana ye kutangwa na bantu yonso, 
2CO.3.3	bu yo zabakana, na beno ikele nkanda ya Klisto ya salwaka mu kisalu ya beto, ya sonikwa na ntinta ve, kansi na Mpeve ya Nzambi ya moyo, va matadi ve, kansi va matadi nsuni ya ikele mu ntima ya beno. 
2CO.3.4	Beto ikele na vuvu ya mpilayai mu Klisto kwa Nzambi;
2CO.3.5	ikele ve na beto lunga mu beto kibeni, kubanza mambu mpilamosi yo katuka na beto kibeni, kansi kulunga ya beto katuka na Nzambi, 
2CO.3.6	yandi lungisaka beto, kuvanda basielo ya luwawanu yampa, mu bisono ve, kansi mu mpeve, kadi bisono ikele kufwa, kansi mpeve ikele kupesa moyo. 
2CO.3.7	Kansi kana kisielo ya lufwa ya sonikwa mu bisono va matadi vandaka na nkembo, na bana ya Isaeli lendaka ve kutala luse ya Mose, sambu na nkembo ya luse ya yandi, ye nkembo yina katukaka, 
2CO.3.8	buna kisielo ya mpeve taluta ve kuvanda na nkembo ? 
2CO.3.9	Kadi kana kisielo ya mbedoso ikele na nkembo, buna kisielo ya lunungu taluta mu nkembo.
2CO.3.10	Kadi yina ya vandaka na nkembo ikele na nkembo ta fioti ve, sambu na nkembo yai ya luta.
2CO.3.11	Buna kana yina ya katukaka kuvandaka na nkembo, buna yina ya bika taluta mu nkembo.
2CO.3.12	Mpilayai sambu na beto ikele na vuvu mpilayai, beto ikele kutuba mu kikesa mingi,
2CO.3.13	ye beto ikele kusala bonso Mose ve, ya tulaka lele ya kufuka va luse ya yandi, na bana ya Isaeli lenda ve kutala nsuka ya yina ya katukaka.
2CO.3.14	Kansi mabanza ya bau kwizaka ngolo. Kadi ti kilumbu yai lele ya kufuka ikele, bu bau ikele kutanga luwawanu ya nkulu, kansi yo monikaka kwa bau ve, na yo imene kukatulwa mu Klisto. 
2CO.3.15	Kadi ti kilumbu yai, konso ntangu ya bau tanga Mose, lele ya kufuka ikele va ntima ya bau.
2CO.3.16	Kansi konso ntangu ya muntu tapinduka kwa Mfumu, lele ya kufuka takatulwa.
2CO.3.17	Mfumu ikele Mpeve, konsosika ya Mpeve ya Mfumu ikele, kuna ikele kimpwanza. 
2CO.3.18	Beto yonso na luse ya fukwa ve, ikele kutala nkembo ya Mfumu, beto ikele kukitulwa mu kifwani ya yandi tuka nkembo ku nkembo, bonso Mpeve ya Mfumu ikele kusala. 
2CO.4.1	Mpilayai, sambu na beto ikele na kisielo yai, mu nkenda ya beto bakaka, beto lenda kulembwa ve. 
2CO.4.2	Kadi beto buyaka mambu ya kinsweki ya nsoni, beto ikele kutambula ve mu luvunu, beto ikele kulonga mambu ya Nzambi mu kukusa ve, kansi mu nzaikusu ya kieleka, beto ikele kudisonga kitemo mpe kwa kansansa ya bantu yonso nantwala na Nzambi. 
2CO.4.3	Kansi kana nsamu ya beto ya mbote ikele kufukwa, buna yo ikele kufukwa kwa bau ya ikele kuvila.
2CO.4.4	Kadi nzambi ya nzi yai imene kufwa meso ya mabanza ya bantu ya konda lukwikilu, na mwini ya nsamu mbote ya nkembo ya Klisto ya ikele kifwani ya Nzambi takienzudila bau ve. 
2CO.4.5	Kadi beto disamuna ve, kansi beto samuna Klisto Yesu bonso Mfumu, ye beto kibeni bonso bampika ya beno sambu na Yesu. 
2CO.4.6	Sambu na yo ikele Nzambi ya tubaka: Mwini kienzula mu mpimpa; yo kienzulaka ntima ya beto, kupesa mwini ya nzailu ya nkembo ya Nzambi na luse ya Klisto.
2CO.4.7	Beto ikele na kima yai ya ntalu mu wumbwa ya ntoto, na ngolo yina ya luta nene tavanda ya Nzambi, kansi ya beto ve. 
2CO.4.8	Mu mambu yonso beto fietikiswa, kansi beto kangama ve, beto moniswa mpasi, kansi beto lembwa ve,
2CO.4.9	bau zomaka beto kansi Nzambi bikaka beto ve, bau bulaka beto na ntoto, kansi beto kufwaka ve, 
2CO.4.10	ntangu yonso beto nata lufwa ya Yesu mu banitu ya beto, na moyo ya Yesu lenda kumonika mpe mu banitu ya beto.
2CO.4.11	Kadi beto ya ikele na moyo ikele kuyekulwa bilumbu yonso ku lufwa, sambu na Yesu, na moyo ya Yesu lenda kumonika mpe mu nsuni ya beto ya lufwa. 
2CO.4.12	Buna lufwa ikele kusala mu beto, kansi moyo mu beno.
2CO.4.13	Sambu na beto ikele na mpeve mosi ya lukwikilu, bonso yo sonama: Mono kwikilaka, sambu na yai mono imene kutuba. Beto mpe ikele kukwikila, sambu na yai mpe beto ikele kutuba,
2CO.4.14	kadi beto zaba, yandi ya fulukisaka Mfumu Yesu, tafulukisa beto mpe sikamosi na Yesu, ye tamonisa beto sikamosi na beno. 
2CO.4.15	Kadi mambu yonso ikele sambu na beno, sambu na nlemvo ikele mingi nakati bantu mingi, yo lenda kulutisa matondo kukembisa ya Nzambi. 
2CO.4.16	Sambu na yai beto lembwa ve, kansi kana muntu ya beto ya nganda ikele kufwa, kansi muntu ya beto ya kati ikele kukituka yampa kilumbu na kilumbu.
2CO.4.17	Kadi bampasi ya beto ya kizitu ve, ye ya ntangu fioti ikele kubasisa kwa beto nkembo ya luta mingi ya nene ya mvu ya mvu, 
2CO.4.18	bu beto tala ve bima ya ikele kumonika, kansi yina ya lenda ve kumonika, kadi yina ya ikele kumonika ikele kuvanda ntangu fioti, kansi yina ya lenda ve kumonika ikele mvu ya mvu. 
2CO.5.1	Kadi beto zaba, kana nzo ya beto ya lele ya kintoto vila, buna beto ikele na nzo ya katuka na Nzambi, nzo ya tungwa ve na maboko, ya ikele mvu ya mvu mu zulu.
2CO.5.2	Kadi beto ikele kuvumuna mpe mu yai, beto ikele kutonda mingi kuvwata nzo ya beto ya kizulu. 
2CO.5.3	Kana beto vwata yo, beto tomonika kinkonga ve.
2CO.5.4	Kadi beto ya ikele mu nzo yai ya lele, ikele kuvumuna na nsi ya kizitu, kadi beto zola kukatula yo ve, kansi beto zola kuvwata yo, na moyo tamina lufwa. 
2CO.5.5	Yandi ya salaka beto sambu na yai ikele Nzambi, ya pesaka beto kidimbu ya Mpeve. 
2CO.5.6	Sambu na yai, beto ikele na kikesa ntangu yonso, ye beto zaba kana beto vanda mu nitu, beto ikele sikamosi na Mfumu ve,
2CO.5.7	kadi beto ikele kutambula mu lukwikilu ye mu kumona ya meso ve.
2CO.5.8	Kansi beto ikele na kikesa, ye beto luta zola kukatuka na nitu ye kwenda kuvanda na Mfumu. 
2CO.5.9	Sambu na yai, beto tula ngolo kuyangidisa yandi, kana beto ikele mu nitu, keti kana beto imene kukatuka.
2CO.5.10	Kadi beto yonso fwiti kumoniswa nantwala ya kiti ya mfundusu ya Klisto, na muntu na muntu lenda kubaka ya yandi salaka mu nitu, bonso yina ya yandi salaka, kana ya mbote keti ya mbi. 
2CO.5.11	Mpilayai sambu na beto zaba vumi ya Mfumu, beto ikele kukwikidisa bantu, kansi kwa Nzambi beto ikele kumonika; mono tula vuvu mpe na beto ikele kumonika mu kansansa ya beno.
