MAT.1.1	Igioroni jio abuk ana afureta hohonyiok Yesu Kristo to woyo ba Dafide, lonyi Abramo.
2PE.3.17	Tania, illarak iko haniyarak hoŋ, asari nyia itai berien. Hèlaha epalita hepalak itisiabari itai, ette itakuahara itai. 
2PE.3.18	Ati ijiara ayiji taji iko amijana onno ottu 'to jio Yesu Kristo Etalahani, Lamonye hohoi, obobolororo itajia hatai. Hatawana akuatan jihonyi ihuania many 'tulaŋ! 
1JN.1.2	Ninyia italeyehini nesu ania jihohoi, egonyu nyia hohoi inyi; ania, erari hohoi asuuti honyi. Ihuania eramak hohoi jihatai eram ono nesu ania, onno osio 'to 'tulaŋ, ninyia owon 'to iko Monye, ette italeyehina jihohoi. 
1JN.1.3	Ariŋ ninyia egonyu hohoi buo fe etayiru, inyi enne eramak hohoi ania jihatai jio, oŋida itai ittubaniete ikohoi arabotie jio enoso hohoi iko Monye buo Lonyi honyi, Yesu Kristo. 
1JN.1.4	Egiorok hohoi erre hunia jio, oŋida bati luŋa amuno ifut jihohoi
1JN.1.5	Ihuania, asayyo hunyia etaniŋu hohoi jio Lonyi honyi, hunyia eramak hohoi jihatai, isi huna: Hollum, inyi afaŋan. Obeŋ edumele jihonyi 'tuŋ. 
1JN.1.6	Elle ejio jio, enoso iko Hollum, buo emanya idumele, era agesomok; ebeŋ emanya te elahode. 
1JN.1.7	Buo elle emanya ifaŋan ihuo inyi, owon buo fe enoso ihiji hohoi; buo nooto Yesu, Lonyi honyi, ette italibo hohoi jio eyyau 'daŋ. 
1JN.1.8	Elle ejio jio, ebeŋ ewon iko eyyau, enyobio ahuattek hohoi; obeŋ buo fe elahode jihohoi. 
1JN.1.9	Buo elle eruhok eyyau hohoi ihosiere Hollum, ogottiere adi inyi ecorit honyi, ette ihan ariŋ onno obis. Ohohi adi inyi eyyau hohoi, ette italibo hohoi jio epalita hohoi 'daŋ. 
1JN.1.10	Elle ejio jio, hèbeŋ eyyau, etagesemio fe Hollum, buo fe ekiana honyi obeŋ jihohoi.
1JN.2.1	Aduri hoŋ, egiorok ni erre huna jihatai jio, ŋadi itai iyyauna. Buo elle iyyau obo, owon atulo alla attana 'to Monye te eram hohoi; inyi Yesu Kristo labisani. 
1JN.2.2	Ara Kristo a hikoi onno ohohinierek eyyata hohoi; obiaŋara eyyata hohoi hama, ati eyyau tulo 'daŋ ta fau.
1JN.2.3	Elle eniŋio efahita Hollum, itahutak ania luŋa jio emijak inyi. 
1JN.2.4	Elle ejio jio, emijak inyi buo emesio efahita honyi, era agesomok; obeŋ buo fe obo nelahode jihohoi. 
1JN.2.5	Buo elle egottiere ekiana honyi, ottuba adi luŋa abuaran atajia hohoi Hollum. Ariŋ ania enne eremihiniere imijaniere jiojio, enoso iko Hollum. 
1JN.2.6	Elle ejio jio, enoso iko Hollum, ijiara ti luŋa emanya ihuo ninyia amanyari Yesu Kristo.
1JN.2.8	Ati, hode, ara efahi enne egiorok ni ana jihatai aŋejuk. Nyio, aleyo nelahode honyi jio Kristo iko jihatai. Tania, alilitoro edumele, awon afaŋan ahode hode. 
1JN.2.9	Elle ejio jio, ewon ifaŋan, buo eliwari aati hullomuk, hèrasa luŋa idumele. 
1JN.2.10	Elle etabuor atajia jio aati hullomuk, emanya ifaŋan. Obeŋ obo ariŋ jihohoi onno oremik 'to iyaŋuno eyyau jio obo atulo
1JN.2.11	Ati, elle eliwari illarak iko haniyarak hohoi, ewon idumele buo fe edaha idumele, ebeŋ emijak efuo ajia; nyio, itaŋodo edumele hohoi.
1JN.2.12	Egiorok ni jihatai, aduri hoŋ, nyio, ahohinie eyyata hatai te eram Kristo. 
1JN.2.13	Egiorok ni jihatai monyie, nyio, imijana itai lia, linyia owon 'to many tetteri. Egiorok ni jihatai nyarhalu, nyio, igalihina itai Olorroho.
1JN.2.14	Egiorok ni jihatai aduri hoŋ, nyio, imijana itai Monye. Egiorok ni jihatai monyie, nyio, imijana itai lia, linyia owon 'to many tetteri. Egiorok ni jihatai nyarhalu, nyio, iwanata itai iko agolon; owon ekiana Hollum itajia hatai, igalihina buo fe itai Olorroho.
1JN.2.15	Hèmunoti afau ana kuyya erre hunno owoni 'to ifau dini. Elle imunoti itai afau ana, obeŋi atajia hatai obuori Monye. 
1JN.2.16	Erre 'daŋ hutta fau…ewahiti huan, erre hunne igonyuni aati ette iwahan, iko erre 'daŋ huttono afau ana hunne itadararik aati…obeŋi isi 'daŋ ofuonni jio Monye, ati ofuonni isi 'daŋ jio afau ana. 
1JN.2.17	Iliaha atuhoro afau ana iko erre honyi 'daŋ hunna awahi aati; ati amanya adi 'tulaŋ atulo elle ihanio 'to erre hunna awak Hollum.
1JN.2.18	Aduri hoŋ, iliaha esidi fau! Itaniŋuna nyia itai jio ottu adi amiottononi olo Kristo. Ihuania, aleye amiorok Kristo arriai, tania, emijak tibuo jio iliaha esidi fau. 
1JN.2.19	Obeŋi nyiadi hode aati hulia arai a hulohoi; inyi onno ofuarik isi addi jihohoi. Ara nyia anna arai isi a hulohoi, arasai duo fe isi ikohoi. Ati, afuoi isi addi jio, oŋida bati omijani jio, obeŋi nyia isi luŋa arai a hulohoi. 
1JN.2.20	Ati isiarak nyia Kristo jihatai Loholio Olibo, ania, imijaniette itai nelahode. 
1JN.2.21	Egiorok ni jihatai, obiaŋara jio itimoti itai nelahode; ati ta amijana hatai inyi. Imijana itai jio, obeŋ agesemi ottutta jio nelahode. 
1JN.2.22	Ŋai ti ologesem? Inyi atulo ollo ojio 'to jio, obeŋ Yesu ara 
1JN.2.23	Nyio, atulo elle iha 'to Lonyi, iha buo fe Monye; buo atulo elle iruk 'to Lonyi, iruk buo fe Monye. 
1JN.2.24	Ogottiette luŋa itajia hatai asayyo hunyia itaniŋuna itai tetteri. Elle igottiette itai asayyo hunia, tania, iduloro adi itai enoso jio Lonyi iko Monye. 
1JN.2.25	Nesu onno osio 'to 'tulaŋ, inyi ariŋ ninyia ocorok Kristo jio, esiarak adi inyi jihohoi.
1JN.2.26	Egiorok ni erre hunia jihatai, te eram ono aati hulla awahi 'to inyobio itai. 
1JN.2.27	Ati odulo Oloholio ninyia isiarak Kristo iwanan jihatai. Ibiaŋata itai inyiahata iwahan obo atulo ittiyenio itai, nyio, ittiyenio Oloholio ania itai erre 'daŋ. Arai erre hunne ittiyenio inyi hode, obeŋi isi arai enyobita. Oniŋiete ettiyenio ono Oloholio, oduloro buo fe enoso iko Kristo.
1JN.2.28	Ihuania, aduri hoŋ, oduloro enoso ikonyi jio, alla aleyo inyi, oŋida bati ewon iko agolon tajia. Hèlaha ariri oŋiye hohoi to hosiere honyi jio Noloŋ onno ottuniere inyi. 
1JN.2.29	Imijana itai jio obis Kristo; omijana buo fe luŋa jio, atulo 'daŋ elle ihanio 'to erre abisak, ara a hito Hollum.
1JN.3.2	Illarak iko haniyarak hoŋ, era ihuania aduri Hollum; ati hobeŋ ihum leyo efuo adi irahan aŋai. Ati emijak jio, alla aleyo Kristo, efuonni adi irahan ihuo inyi; nyio, efuo adi igonyuna ahuan honyi luŋa, luŋa. 
1JN.3.3	Tania, atulo 'daŋ elle iyihi 'to jihonyi, ogottiere adi inyi alibori huan honyi ihuo onno oliborori Kristo.
1JN.3.4	Lia, elle iyyau 'to, omesio inyi efahita Hollum nyio, ara eyyau amesio ono efahita. 
1JN.3.5	Imijana itai jio, ottu nyia Kristo iyari eyyata
1JN.3.6	Tania, obeŋ atulo alla amanya 'to te enoso iko Kristo odulo eyyautta; buo ollo odulo 'to eyyautta, obeŋ igonyu Kristo buo fe obeŋ omijak inyi.
1JN.3.7	Aduri hoŋ, hèlaha obo atulo inyob itai! Lia, elle ihanio 'to erre abisak, obis inyi ihuo onno obisari Kristo. 
1JN.3.8	Lia, ollo odulo 'to eyyautta, ara inyi a holo Sittan, nyio, iyyau nyia Sittan many tetteri fau. Inyi eram ania ninyia ottuniere Lonyi Hollum, itatturiere ehanita huno Sittan 'daŋ.
1JN.3.9	Obeŋ bunyi atulo alla ara 'to a hito Hollum odulo eyyautta, nyio, owon nesu ono Hollum jihonyi. Ta arahan Hollum Monyonyi, ittallik inyi iduloro eyyautta. 
1JN.3.10	Eremik iheruna aduri Hollum jio hulo Sittan te eram ana: hia, hullo obeŋi 'to ihanie onno obis kuyya obeŋ abuaran taji owon ihiji hosi, obeŋi isi arai aduri Hollum.
1JN.3.12	Hèlaha luŋa era ihuo Kaino. Ara nyia Kaino a holo Olorroho, ette ittohoro illanyi, Abele. Nyio nyia ti ottoho inyi illanyi? Ottoho nyia inyi illanyi nyio, ipali nyia ehanita honyi, buo huno illanyi obisi.
1JN.3.13	Tania, illarak iko haniyarak hoŋ, hèllillihati alla aliwarik aati hutta fau itai. 
1JN.3.14	Te etabuorio tajia hohoi jio aati hullomuk, emijak jio, ediehuno naye, efuonni jio nesu. Buo lia, ollo obeŋ 'to itabuor ataji honyi jio aati hullomuk, harasa inyi imanya igolon ono naye. 
1JN.3.15	Lia, ollo oliwari 'to aati hullomuk, ara inyi a hattohoni. Imijana buo fe itai jio, obeŋ attohoni owon iko nesu onno osio 'to 'tulaŋ. 
1JN.3.16	Emijak anyio abuaran taji nyio, iruk nyia Kristo naye te eram hohoi. Tania, ijiara buo fe luŋa eye te eram aati hullomuk. 
1JN.3.17	Aŋai attadi oremehini aati asamak, hulle igonyuni 'to elociaŋ illarak iko haniyarak hosi, jiaran jio, obuori atajia hosi Hollum, buo obeŋi igigilo tesi? 
1JN.3.18	Aduri hoŋ, hèlaha abuaran tajia hohoi ara eram hutuk ijiai. Ijiara luŋa hétara hode buo fe oleyo te ehanita hohoi.
1JN.3.19	Ekoi ania enne emijaniere jio, era a hulo nelahode; inyi buo fe enne etoŋori ta allalla ihosiere Hollum. 
1JN.3.20	Buo alla aŋotoni atajia hohoi epali jihohoi, emijak jio obolo Hollum agalik atajia hohoi, buo fe omijak erre 'daŋ. 
1JN.3.21	Illarak iko haniyarak hoŋ, alla abeŋi atajia hohoi oŋotoni epali jihohoi, egol adi to hosiere Hollum. 
1JN.3.22	Efuotu erre 'daŋ hunne emojo jihonyi, nyio, eniŋio efahita honyi, buo fe ehanio erre hunno omuno inyi. 
1JN.3.23	Awak inyi oŋida luŋa eruk jio Yesu Kristo, Lonyi honyi, buo fe oŋida luŋa abuaran taji owon ihiji hohoi, ihuo iramak nyia Kristo hohoi. 
1JN.3.24	Hia 'daŋ, hullo oniŋie 'to efahita Hollum, amanyai adi isi te enoso ikonyi; odulo adi buo fe inyi enoso ikosi. Tania, to Oloholio ninyia isiarak Hollum jihohoi, emijak jio enoso iko Hollum.
1JN.4.1	Illarak iko haniyarak hoŋ, hèruhoto aati 'daŋ hullo ojiori 'to jio, ewon isi iko Oloholio Hollum. Okiamata isi 'daŋ, irumaniere ollo ottu inyi luŋa jio Hollum. Nyio, imasik 'daŋ, isarrahini ekianak enyabak arriai hullo ojiori 'to jio ekiana isi eram Hollum. 
1JN.4.2	Iremehina adi itai imijana Oloholio onno ottu 'to jio Hollum te ekoi ana: atulo 'daŋ elle iruhok 'to jio, ara nyia Yesu Kristo atulo, owon inyi iko Oloholio Hollum. 
1JN.4.3	Buo atulo 'daŋ ollo orisa 'to eram Yesu ania, obeŋ inyi owon iko Oloholio Hollum. Ottu oloholio ottononyi ania jio Amiottononi Kristo, linyia itaniŋuna itai jio olo ittuna; lawon inyi ihuania ifau dini.
1JN.4.4	Ati, aduri hoŋ, irata itai a hulo Hollum. Igalihina itai ekianak enyabak hullo ojiori 'to jio ekiana isi eram Hollum, nyio, odua bebe Oloholio ollo owon 'to jihatai agalik ollo owon 'to jio hia hulla arai 'to a hulo afau. 
1JN.4.5	Arai ekianak enyabak hullo ojiori 'to hulia jio ekiana isi eram Hollum a hulo afau ana. Ikianai isi eram afau ana, buo aati afau ana itayirie jihosi. 
1JN.4.6	Ati era a hulo Hollum. Lia, ollo omijak 'to Hollum, itayirio inyi jihohoi; buo lia ollo obeŋ 'to ara a holo Hollum, obeŋ itayirio jihohoi. Ekoi ania, enne eremehiniere imijaniere Oloholio ono nelahode jio oloholio ono enyobio.
1JN.4.7	Illarak iko haniyarak hoŋ, ijiara luŋa abuaran taji owon ihiji hohoi; nyio, ottu abuaran taji jio Hollum. Lia, elle itabuor 'to ataji honyi, ara inyi a hito Hollum buo fe inyi omijak Hollum. 
1JN.4.8	Lia, ollo obeŋ 'to itabuor ataji honyi jio hullomuk, obeŋ inyi omijak Hollum; nyio, Hollum inyi abuaran taji. 
1JN.4.9	Itahutak nyia Hollum abuaran taji honyi hohoi, te efahuna honyi, Lonyi honyi olobotie ifau, jiojio oŋida bati esu tenyi. 
1JN.4.10	Obeŋ abuaran taji ahode ara te etabuorio tajia jio Hollum; ati, ara ta abuaran taji honyi hohoi iko te efahuna honyi Lonyi honyi irari ehumi onno ohohinierek eyyata hohoi. 
1JN.4.11	Illarak iko haniyarak hoŋ, alla abuor ataji Hollum hohoi ihuo nyia, ijiara fe luŋa abuaran taji owon ihiji hohoi. 
1JN.4.12	Hobeŋ tulo igonyu Hollum, ati alla awon abuaran taji ihiji hohoi, enoso iko Hollum buo fe abuaran taji honyi ifut jihohoi.
1JN.4.13	Tania, emijak luŋa jio enoso iko Hollum, buo fe inyi inoso ikohoi; nyio, isiarak inyi jihohoi Oloholio honyi. 
1JN.4.14	Ifahu nyia Monye Lonyi honyi irari A hetalahani olo afau ana. Egonyu nyia Lonyi honyi buo fe eramak aati hullomuk eram honyi. 
1JN.4.15	Lia, elle iruhok 'to sar sar jio ara Yesu a Lonyi Hollum, inoso inyi iko Hollum buo fe Hollum inoso ikonyi. 
1JN.4.16	Emijak buo fe eruhok jio obuor ataji Hollum hohoi.
1JN.4.16	Hollum inyi abuaran taji. Lia, alla amanya 'to ta abuaran taji, inoso inyi iko Hollum, buo fe Hollum inoso ikonyi. 
1JN.4.17	Itufutani jihohoi abuaran taji jio, oŋida bati ewon iko agolon tajia Iholoŋ ono Aŋocio Hiram. Ogoli atajia hohoi, nyio, orriama amanya hohoi jio afau ana iko ono Kristo. 
1JN.4.18	Obeŋ abuaran taji iyaŋuno abaŋi, nyio, elle efut abuaran taji jio atulo, ittallik inyi ibaŋi. Tania, alla abaŋ atulo eram ono ettigemio, itahutak jio hobeŋi itufutani abuaran taji jihonyi. 
1JN.4.19	Etabuorio atajia, nyio, Hollum nyia ahosiere itabuor ataji honyi jihohoi. 
1JN.4.20	Elle ejio jio, obuori atajia hohoi Hollum, buo eliwari illarak iko haniyarak hohoi, era agesomok. Hèbeŋ egonyu Hollum. Aŋai ti eremik itabuor atajia jio Hollum buo ebeŋ etabuor jio aati hulle egonyu? 
1JN.4.21	Isiarak nyia Kristo jihohoi efahi ana: lia, ollo obuor ataji honyi Hollum, ijiara buo fe luŋa inyi itabuor ataji jio aati hullomuk.
1JN.5.1	Lia, elle iruk 'to jio ara Yesu 
1JN.5.2	Alla abuori atajia hohoi Hollum buo fe oniŋie efahita honyi, emijak tibuo jio, obuori atajia hohoi aduri honyi. 
1JN.5.3	Elle egottiere efahita Hollum, itahutak ania jio, obuori atajia hohoi inyi. Obeŋi efahita honyi ogoli jihohoi, 
1JN.5.4	nyio, agalihini aduri Hollum erre 'daŋ hutta fau. Eruk onno owon 'to jihohoi iyaŋuno jihohoi agalihina hirre 'daŋ hutta fau. 
1JN.5.5	Ŋai oremik igalihina erre hutta fau? Lia fe hama, elle iruk 'to jio ara Yesu Olonyi Hollum.
1JN.5.6	Yesu Kristo alia, linyia ottu 'to ta aari to ninyia itifuotonierek inyi batisimo iko to nooto ninyia oyeri inyi. Obeŋ nyia inyi ottu ta aari ijiai; ottu nyia inyi ta aari iko to nooto. Ara Oloholio asuut olo erre hunia, nyio, ara inyi elahode. 
1JN.5.7	Owoni asuuti hunihoi hulo erre hunia; 
1JN.5.8	isi Oloholio, aari, iko nooto; ikianai isi 'daŋ eram abotie. 
1JN.5.9	Eruk elosuut tulo, ati agalik bebe elosuut ono Hollum. Hollum ara asuut olo eram Lonyi honyi. 
1JN.5.10	Tania, lia elle iruk 'to jio Lonyi Hollum, owon elosuut ania itaji honyi. Buo lia, ollo obeŋ 'to iruk eram Hollum, itagesemio inyi Hollum; nyio, obeŋ inyi iruk arahan Hollum asuut olo Lonyi honyi. 
1JN.5.11	Ikiana elosuut ania jio, isiarak nyia Hollum jihohoi nesu onno osio 'to 'tulaŋ. Ottu nesu ania jio Lonyi honyi. 
1JN.5.12	Lia, ollo owon 'to iko Lonyi Hollum, owon buo fe inyi iko nesu. Buo lia, ollo obeŋ 'to owon iko Lonyi Hollum, obeŋ buo fe inyi owon iko nesu.
1JN.5.13	Egiorok ni jihatai hulle iruhoto 'to jio Lonyi Hollum jio, oŋida bati imijana jio iwanata itai iko nesu onno osio 'to 'tulaŋ. 
1JN.5.14	Ilihi atajia hohoi to hosiere Hollum, nyio, emijak luŋa jio itayirio inyi jihohoi elle emojo jihonyi obo ariŋ onno omuno inyi. 
1JN.5.15	Buo elle emijak jio itayiru inyi erre 'daŋ hunne emojo, emijak buo fe luŋa jio efuotu adi erre 'daŋ hunne emojo jihonyi. 
1JN.5.16	Elle igonyu iyye eruhoni ihanio eyyau onno obeŋ 'to iyaŋuno naye, omojoi luŋa jio Hollum, elle isiarak adi jihonyi nesu. Ara eram ana ta aati 'daŋ hullo obeŋi eyyata hosi iyaŋunie naye. Ati owon eyyau enne iyaŋuno 'to naye, abeŋ ni ajio, ijiara omojoi te eram eyyau ania. 
1JN.5.17	Arai ehanita 'daŋ hunne epali 'to eyyau, ati owon eyyau onno obeŋ 'to iyaŋuno naye.
1JN.5.18	Emijak jio, obeŋ eto Hollum odulo eyyautta; nyio, odulo Lonyi Hollum erriria inyi, ittallik Olorroho ittir inyi.
1JN.5.19	Duadi bu arasai aati hutta fau 'daŋ igolon ono Olorroho, emijak luŋa jio, era a hulo Hollum.
1JN.5.20	Emijak buo fe jio, lattu nyia Lonyi Hollum, ette isiarana jihohoi amijana jio, oŋida emijak Hollum ahode hode. Enoso iko Hollum ahode hode, buo fe enoso iko Yesu Kristo, Lonyi honyi. Inyi alia Hollum ahode hode, elle iyaŋuno 'to nesu 'tulaŋ. 
1JN.5.21	Aduri hoŋ, hènyihati luŋa jio ajiohin.
2JN.1.1	Ani alia Lahouti…
2JN.1.1	Jio Aŋotte Nonyimoto iko aduri honyi
2JN.1.2	Nyio, odulo nelahode jihohoi, owon adi jihohoi 'tulaŋ.
2JN.1.3	Ijiara Hollum Monye iko Yesu Kristo, Lonyi Monye, isiarani jihohoi ayiji taji, amehino, iko nelik tajia; ijiara arai ahunohoi te nelahode iko ta abuaran tajia.
2JN.1.4	Amuno nyia ni bebe ninyia etayiru ni jio amanyai omuk aduri hoi te nelahode, ihuo ninyia ihumari Monye iramaniere jihohoi. 
2JN.1.5	Ihuania, attana ni iyye, Aŋotte Nonyimoto: Ijiara abuaran taji owon ihiji hohoi. Abeŋ ni egiorok jihoi obo efahi aŋejuk; inyi fe ania efahi ninyia owon 'to jihohoi many tetteri. 
2JN.1.6	Ojio awoyo hiram ono abuaran taji enne ekiana ni ania jio, ijiara luŋa ejifatio efahita Hollum. Ihuo itaniŋuna nyia itai 'daŋ tetteri, ojio efahi ania jio, ijiara luŋa emanya ta abuaran tajia.
2JN.1.7	Isarrari enyabak arriai afau 'daŋ; isi aati hullo obeŋi 'to iruhoni jio ara Yesu Kristo atulo. Aati ihuo hulia, hulla arai 'to a henyabak buo fe amiorok Kristo. 
2JN.1.8	Ihumata ti mijio, ŋadi italitohina ariŋ enne egemu
2JN.1.9	Atulo 'daŋ elle itallaŋ 'to ettiyenita Kristo, buo obeŋ ogottiere isi, obeŋ Hollum jihonyi. Buo lia, ollo ogottiere 'to ettiyenita Kristo, owon Monye arabotie iko Lonyi, jihonyi. 
2JN.1.10	Tania, alla attu obo atulo jihatai, buo obeŋ ittiyenio ettiyenita hunia, hèfuotuna inyi ihaŋitek hatai. Hèfonyata buo fe inyi. 
2JN.1.11	Lia, elle ifony 'to inyi, iruk inyi ehanita atulo alia hunno orrohoji 'to hunia.
2JN.1.12	Oluaji erre hunna awak ni iramana jihatai, ati abeŋ ni awak igioronia isi iwaraga. Egigilo ni ittuniere jihatai, ikianari ikatai ta ahuan hoŋ jio, oŋida bati amuno hohoi luŋa ottuba.
2JN.1.13	Itifonyai iyye aduri Haniyohoi nonyimoto.
3JN.1.1	Egiorok ni jio Gayos, alla amuno ni, ollo obuor ataji hoŋ hode.
3JN.1.2	Illaŋ, alla amuno ni bebe, amojo ni jio ijiara erre ayijok hotodulohi ikoye. Ijiara buo fe ahuan hoi odulo ayiji…ihuo amijak ni jio oyyu oloholio hoi. 
3JN.1.3	Amuno nyia ni bebe ninyia afuonni omuk Kristiani jihatai, ette iramana jihoŋ jio imanya iyye te elahode…ihuo enne iniŋiere iyye luŋa nelahode. 
3JN.1.4	Obeŋ obo ariŋ enne itamuno 'to nani bebe, agalik etaniŋuna jio amanyai aduri hoŋ te nelahode.
3JN.1.5	Illaŋ, alla amuno ni, igottiere iyye luŋa ehanio onno oyyu jio Kristiani hullomuk, duadi bu itimo iyye isi. 
3JN.1.6	Iramani isi jio eluluŋ heruhok eram ono abuaran taji hoi. Oduloi luŋa iluahio isi iculari ahosiere, ihuo awak Hollum. 
3JN.1.7	Nyio, itterie nyia isi amomoriya igiamari jio Kristo, buo ihari efuotuna obo aluahio jio aati hullo obeŋi 'to arai aheruhok. 
3JN.1.8	Tania, ijiara luŋa eluahio eruhok ihuo hulia, oŋida bati era 'daŋ arabotie ikosi a hegiamak hulo nelahode.
3JN.1.9	Egiorok nyia ni awaraga jio eluluŋ heruhok, ati iha nyia Diyotrifis asiehina 'yaha jio eram awaraga ania. Nyio, awak nyia inyi ikafana ahuan honyi elettok hosi. 
3JN.1.10	Tania, alla attu ni, alo adi ni salana ehanita honyi 'daŋ: etarrohojio fureta hohoi iko agesemita 'daŋ hunyia omuaŋari inyi hohoi! Obiaŋara nyia hunia ijiai; obeŋ nyia inyi ifuotutta Kristiani, buo fe itihotio hia hulla awahi 'to ifuotuna isi, ette buo fe wahan ifuhara isi addi to klesia.
3JN.1.11	Illaŋ, alla amuno ni, hèjifatio ehanita 'rohojak, ijifatie ehanita yijok. Lia, elle ihanio 'to onno oyyu, ara inyi a holo Hollum; buo lia, elle ihanio 'to onno orroho, hobeŋ inyi omijak Hollum.
3JN.1.12	Ikianai aati 'daŋ onno oyyu to Dimetrios, buo fe nelahode 'daŋ ikiana onno oyyu tenyi. Eruk buo fe hohoi eram ania. Imijana itai jio, obis ekiana hohoi.
3JN.1.13	Oluaji erre hunna awak ni iramana iyye, ati abeŋ ni awak igioronia isi jio awaraga ana. 
3JN.1.14	Egigilo ni, eliaha ni attuna jihoi, oŋida efuonni ikiana, nani ikoyye.
3JN.1.15	Ijiara nelik taji hatawana ikoyye.
3JN.1.15	Itifonyai mottiarak hoi 'daŋ, iyye. Itifonyak mottiarak hohoi 'daŋ ababo.
JUD.1.1	Egiorok ni jio hia hulle iloŋu Hollum, hullo obuor atua Hollum Monye, buo fe Yesu Kristo ottoŋotio isi.
JUD.1.2	Ijiara namehino iko nelik taji buo abuaran tajia odulori afuanatta jihatai.
JUD.1.3	Illarak iko haniyarak hoŋ, awak nyia ni bebe igioronia jihatai eram ono etalahuno onno owon 'to jihoŋ ikatai. Ati, egigilo ni ijiara tibuo luŋa ani egiorok jihatai itagoliere itai, oŋida isiyete neruk ninyia isiarak Hollum jio aati honyi enyiahi abotie ijiai. 
JUD.1.4	Ilunyani omuk amiosok Hollum ihiji hohoi, aati hulle itabahasi 'to asayyo huno ayiji taji Hollum oŋida ara eliet somon hosi. Isi hulia, aati hunyia ikilu Abuk Hollum many berien jio, ofuoi adi itamuhina. Ihari isi Yesu Kristo, alla ara 'to hama Elettok iko Lamonye hohoi.
JUD.1.5	Duadi bu imijana itai erre hunia 'daŋ, awak ni hèlaha itai iguotti aŋai nyia italuahu Lamonye
JUD.1.6	Ogiluna buo fe eram ajilohien hinyia itillaŋari 'to elohittok ninyia isiori jihosi, ette ibusuno amaji onno osiru jihosi imanyari. Ifitak nyia Hollum isi, imaji dumele enne iriok 'tir 'tir, ta aririk hunno osioi 'to 'tulaŋ, amaji enne ihananiere inyi isi many jio Oloŋ enne ittokon, onno ofuarik iŋotoniere jihosi epali. 
JUD.1.7	Ogiluna buo fe eram Sodom iko Gomora buo aborejin gala hutteger hosi. Ihanie nyia buo fe aati hosi erre somon iko epalita arriai ihuo ajilohien hulia. Ittigemie nyia isi te eema onno osio 'to 'tulaŋ; ara ania esarit jio aati 'daŋ.
JUD.1.8	Ihuo nyia buo fe, arai aati hulle ekiana ni hulia, ihuo aati hunyia irigiai 'to, ette iyyauna te ehanio hirre somon ihuattek hosi. Ihari nyia isi elohittok Hollum ette buo fe imorio ajilohien. 
JUD.1.9	Duadi bu Mikelele ajilo elle ittokon, obeŋ nyia omor Sittan to ninyia aŋalafarik isi te eram ono ahuan Mose. Ati ojio nyia jihonyi jio, “Ijiara Lamonye iriŋ iyye!” 
JUD.1.10	Ati omorie aati hulia erre 'daŋ hunno otimoi isi. Arai isi ihuo aciaŋi hunno obeŋi 'to owoni iko egigilo, ihanie isi erre asai asai. Ehanita hosi hunia tibuo iyaŋunie jihosi arrohoji. 
JUD.1.11	Orroho adi bebe jihosi! Nyio, ijifatie isi ekoi ninyia tono Kaino. Te eram gurusi, aruasani isi ahuattek hosi ihaniere epali ihuo ono Balaam. Ania, otuhierek isi te eram mesio ihuo Kora. 
JUD.1.12	Omuyahi ossi aati hulia. Te ehanita hosi hunno omuyahi 'to buo fe aŋariji, ittarrohoji isi aŋiyo heruhok enne iŋiyete itai arabotie. Arai isi ihuo edohuo hunno ohutuno oyyami, buo obeŋi itasauni hide. Arai isi ihuo ayyani hunno obeŋi 'to oŋiji alla alum ayafa onno oŋijarik isi. Ayei isi, nyio, arutuni isi addi. 
JUD.1.13	Arai isi ihuo apoŋia poŋia hari enne ittokon, enne ifiriwa 'to. Ayafutai ehanita hosi hunna aŋariji 'to hunia ihuo olobou hari. Arai isi ihuo elelefi hunne isiabitai 'to. Ihuhumak Hollum 'tulaŋ jihosi amaji idumele enne iriok 'tir 'tir.
JUD.1.14	Isi erre hunia hunyia ikilu Enok, etahattarihi hohonyiok elle ehenuno jio Adam; to ninyia ojiari inyi jio, “Imijiete, ottu adi Lamonye iko alif arriai ono ajilohien honyi aliborok, 
JUD.1.15	iŋociere eram waati 'daŋ. Oŋotok adi inyi jihosi 'daŋ epali te eram ono arrohojita hunne ihani isi jio Hollum, iko te eram imoriti 'daŋ hunne ittarrohojierek isi afure honyi!”
JUD.1.16	Isi hulia, aati hullo odulori 'to eŋuŋunita iko arrosotia epalita jio aati hullomuk, buo fe ijifatie ewahiti hosi hunno orrohoji 'to. Itahuoroi isi, isi hama buo fe itayijie etuhe jio aati hullomuk irumaniere erre hunna awahi isi.
JUD.1.17	Ati, illarak iko haniyarak hoŋ, ogiluttati esariti hunyia iramani lefahat hulo Lamonye hohoi Yesu Kristo, jihatai. 
JUD.1.18	Ojiori nyia isi jihatai jio, “Jio oŋitek esidita, ofuonni adi aati, etabuyaŋak hatai iko Hollum. Isi hulia, aati hulle ijifatie 'to ewahiti hosi hunno orrohoji 'to.” 
JUD.1.19	Isi hulia, aati hulle iyaŋunie 'to ebubuanya, hulle ijifatie 'to ewahiti huattek hosi, buo fe obeŋi owoni iko Oloholio. 
JUD.1.20	Buo jihatai, illarak iko haniyarak hoŋ, oduloro ehuhumio ahuattek hatai te neruk enne isiarak Hollum jihatai. Omojoti ta agolon ono Loholio Olibo. 
