MAT.1.1	Jiꞌi sen kuachrjenixin ndo Jesucristo. Jeꞌe ndo kuachrjenixin ndo, ndo David ko ndo Abraham.
EPH.6.3	ixi jaña jian tsinteenta ko itsjé nchakon tsaricho̱nnta ngataꞌa nunte xasintajni.”
EPH.6.6	Ko jeꞌa jeꞌo jian ncheꞌenta hora stetsjeꞌe na̱ ixi jaña xraxaonnta ixi jeꞌe na̱ tsikon na̱ tsango chjakonꞌannta. Naꞌi. Jaꞌanta maski tsikonꞌa na̱, jian ncheꞌenta ixra̱ xranchi xrojuincheꞌenta xrée ndo Cristo, ixi jaña tjaun ndo Dio sincheꞌenta. 
EPH.6.7	Jaꞌanta ixi nchijíi asáanta ncheꞌenta ixra̱ xranchi xrojuincheꞌenta xrée Ncháina Jesucristo, ko jeꞌa xranchi xrokui jeꞌo xrée naa chujni. 
EPH.6.8	Ko jaꞌanta ó noꞌanta ixi Ncháina tsjengai̱na ndo ꞌna̱ ngujnguna ixi ti ixra̱ jian juincheꞌena, maski á sen nchencheꞌe na̱ ixra̱
EPH.6.10	Ko jai kichuuna, tonsojinta, ixi juachaxin ijié tajon Ncháina. 
EPH.6.11	Ko tjanchianta kain juachaxin tajon ndo Dio nchesoji asáanta ixi jaña soji tsakeꞌenta nchakon Xixronꞌanxrée tjaun xa sintayaꞌanta xa. 
EPH.6.12	Ixi jai̱na jeꞌa tse̱to̱kuꞌuna chujni. Naꞌi. Jai̱na tse̱to̱kuꞌuna espíritue Xixronꞌanxrée chónda juachaxin ko ichrji ngataꞌa chrinto ko ngajní. Xixronꞌanxrée tituenꞌen kain espíritu ñaꞌi ichrji ngataꞌa nunte ti naxixeꞌe. 
EPH.6.13	Méxin, tjancheꞌenta kain juachaxien ndo Dio ixi jaña soji tsakeꞌenta nchakon tse̱to̱kuꞌunta ti ñaꞌi, ko nchakon tsjexin tse̱to̱kuꞌunta, ícha soji tsakeꞌe asáanta. 
EPH.6.14	Soji takeꞌénta ko titikaonnta chijnie ndo Dio xranchi naa ngeꞌe tingatóxin xi soldado ti jitikao kain ngeꞌe tsjayaxin xa ko jian sincheꞌenta, xranchi naa xi soldado jiyá xa chika tsingakuenxin ixi jaña sincheníeꞌa na̱ xa. 
EPH.6.15	Ko jian tanginta ixi xronichjanta chijnie ndo Jesucristo tajon juaxruxin, xranchi xi soldado jian kaꞌte takeꞌe xa. 
EPH.6.16	Ko ícha soji chuntianta Ncháina Jesucristo xranchi xi soldado tikao xa chika tingakuenxin xa flecha tikao xroꞌi neꞌe Xixronꞌanxrée. 
EPH.6.17	Ko jian titikaonnta ti juachaxin kuayeꞌenta ixi tsaricho̱nnta kain nchakon, jaña xranchi chika teya jáa xi soldado ixi tsenꞌa xa, ko jian nichjanta chijnie ndo Dio, meꞌe xranchi xrokjui chika espada tajon Espíritue ndo Dio. 
EPH.6.18	Ko tjáñaꞌinta nichjeꞌenta ndo Dio, kain nchakon tinóatáanta ngajin ndo ko tjancheꞌenta Espíritue ndo ixi tsingijnanta. Ko tonchrjeꞌanta nichjeꞌenta ndo Dio ko tjanchianta ixi tsingijna ndo kain sen titikaon ndo. 
EPH.6.19	Kaxon tjancheꞌenta ndo Dio ixi tsingijnana ndo, tsakeꞌe ndo chijnie ndo ngaya roꞌa ixi jaña jian xronichja chijnie ndo ko tsinꞌen chujni ngeꞌe kuanoeꞌa na̱. 
EPH.6.20	Ndo Dio chjána ixra̱ jiꞌi ixi xronichja chijnie ndo, méxin, ritjén ngaxinꞌin ndoꞌachjiso ko tjancheꞌenta ndo Dio ixi jian xronichja chijnie ndo.
EPH.6.22	Méxin, janꞌan xruanꞌan ndo tsitsjaꞌanta ndo ixi xrochronga ndo xranchi stena ntiꞌi ko jaña ícha soji tsitikaonnta.
EPH.6.23	Ndotáina Dio ko Ncháina Jesucristo tsajon sen juaxruxin tsayeꞌenta kainnta kichuuna ixi ícha xrotjueꞌe kichuunta ko ícha soji xrochuntianta ndo. 
EPH.6.24	Juasie ndo Dio, jeꞌe ndo sinchenchaon
PHP.1.2	Ndotáina Dio ko Ncháina Jesucristo sintanchaonnta ndo ko xrotjáanta ndo juaxruxin.
PHP.1.3	Nchakon xraxaꞌon jaꞌanta tajon juasiana ngajin Ndotáina Dio, 
PHP.1.4	ko nchakon nichjaꞌa ndo Dio, tsango chéꞌe aséenna ixi tjanchaꞌa ndo ixi jaꞌanta 
PHP.1.5	ixi xrajeꞌo ncheꞌena xrée Ncháina, ti nchakon kuaxi kuinꞌennta chijnie ndo Dio ko hasta ti jai. 
PHP.1.6	Janꞌan nóna ixi ndo Dio juangíxin ndo naa ixra̱ jian ngaya asáanta ixi kuitikaonnta ndo, ko jaña sincheꞌe ndo kain nchakon ti xrokjanjan ndo Jesucristo. 
PHP.1.7	Méxin, jian xraxaꞌon jaꞌin ixi jaꞌanta ixi tsango tjuaꞌanta, ko xrajeꞌo kuayeꞌena juachaxien ndo Dio. Siá janꞌan ritjén ngaxinꞌin ndoꞌachjiso o̱ ritjén ti ste ni tetuanꞌan, nduaxin nichja chijni jian. 
PHP.1.8	Ndo Dio noꞌe ixi tsango tjuaꞌanta kainnta xranchi ndo Cristo tjuai̱na ndo. 
PHP.1.9	Tjáncháꞌa̱ ndo Dio tsingijnanta ndo ixi ícha xrotjueꞌenta ndo ko ícha jian tsonoꞌanta ko tsienxinnta kain ngeꞌe. 
PHP.1.10	Jaña tsonoꞌanta ngeꞌe ícha jian sincheꞌenta ngeꞌe ti jian ko jaña tjúá tsinteenta ixi xroꞌan ngisen tsjankataꞌanta ijie̱ nchakon xrokjan Ncháina Jesucristo. 
PHP.1.11	Jian ncheꞌenta ixi jaña tsjakoxinnta ti titikaonnta ndo Jesucristo, ko jaña jaꞌanta ko kain jai̱na tsajonna juasaya ngajin ndo Dio.
PHP.1.12	Kichuuna, tjaꞌon tsonoꞌanta ixi kain ngeꞌe tangi kuatsinga janꞌan meꞌe bingijna juakoxin ngajin chujni chijni jian tajon juachaxin tsechónni kain nchakon. 
PHP.1.13	*Jaña kain xi soldado jii nchia tituanxin na̱ ko ikaxin ni ste ntiꞌi noꞌe na̱ ixi janꞌan jijaꞌna ndoꞌachjiso ixi janꞌan chuntia ndo Jesucristo. 
PHP.1.14	Nchakon bikon sen kichuuna jijaꞌna, itsjé sen ícha chjée sen juaxruxin chronga sen chijnie ndo Dio ko í xrakonꞌa sen ko ícha chuntia sen Ncháina.
PHP.1.15	Nduaxin, jii kaxin sen tjako chijnie ndo Cristo ixi tochjuyeꞌe sen kondeexin ixra̱ tjakona chijnie ndo Dio. Ko jii ikaxin sen ixi nduaxin nchijíi aséen sen tjako sen chijnie ndo Dio. 
PHP.1.16	Ko jii kaxin chujni nichja chijnie ndo Cristo ixi tjaun na̱ nchejié aséen na̱ ko jeꞌa ixi nduaxin xrokuachrjexin aséen na̱. Jaña ncheꞌe na̱ ixi tjaun na̱ sincheniꞌe na̱ aséenna ixi xrajijaꞌna ntiꞌi. 
PHP.1.17	Ko ikaxin sen nduaxin stenichja sen chijnie ndo Dio ixi noꞌe sen ritjén ntiꞌi ixi rindachrja̱n chijnie ndo meꞌe nduaxin. 
PHP.1.18	Ko maski á nduaxin ixi nchijíi aséen sen nichja sen o̱ naꞌi, janꞌan ritjén juaxruxin ixi jeꞌe sen chronga sen chijnie ndo Cristo.
PHP.1.19	Ko nóna ixi jian tsachrje kain jiꞌi ixi rinichjeꞌenta ndo Dio ixi janꞌan ko Espíritue ndo Jesucristo jitingijnana. 
PHP.1.20	Janꞌan tjaꞌon ixi tsosuanaꞌi nchakon nichja chijnie ndo Dio ixi tjaꞌon janꞌan tsjáko̱xin juachaxin ijié chjána ndo Cristo, maski á rícho̱n o̱ ndatsikenꞌenna. 
PHP.1.21	Janꞌan rícho̱n ixi juachaxien ndo Cristo, ko siá tsenꞌenna naa ngeꞌe ícha jian tsjácha. 
PHP.1.22	Ko siá xratsakeꞌé ngataꞌa nunte xasintajni, ícha sintaꞌa xrée Ncháina Jesucristo. Méxin, nónaꞌi ngeꞌe ícha jian tsinchaꞌa. 
PHP.1.23	Méxin, nónaꞌi ngeꞌe ícha jian tsinchaꞌa ixi tjaꞌon ndaxrokuenꞌenna ixi jaña xrobakeꞌé ngajin ndo Cristo ko meꞌe ícha jian. 
PHP.1.24	Ko ixi kondaxin jaꞌanta, cháña tsenꞌana ixi jaña chao tsingijnanta. 
PHP.1.25	Ko janꞌan jitonóna ixi xratsakeꞌé ngajinnta kaxin nchakon, meꞌe tsingijnanta ixi ícha jian tsonoꞌanta ko juaxruxin tsakeꞌenta ixi ícha xrochuntianta Ncháina Jesucristo. 
PHP.1.26	Ko íjngo tsakeꞌe ngajinnta meꞌe tsakeꞌenta juaxruxin ko jaña tsajonnta juasianta ngajin ndo Jesucristo.
PHP.1.27	Xrokonda tsjakoxinnta ixi jian stencheꞌenta xranchi nichja chijnie Ncháina Jesucristo. Jaña siá tsjasotsjaꞌanta o̱ naꞌi, janꞌan tjaꞌon tsonóna ixi jian stencheꞌenta ko jian stekuꞌu kichuunta ko nduaxin stechuntianta chijni tajon juachaxin tsechónni kain nchakon. 
PHP.1.28	Ko xrakuenꞌanta chujni ningakonꞌannta. Jaꞌanta soji tinteenta, jaña tsjakonta ixi chujni meꞌe tsitjáña na̱, ko jaña tjako kaxon ixi jaꞌanta tsaricho̱nnta kain nchakon ixi meꞌe ti tajon ndo Dio. 
PHP.1.29	Ixi juachaxien ndo Cristo jaꞌanta titikaonnta ndo ko jeꞌa jeꞌo titikaonnta ndo. Naꞌi, kaxon jaꞌanta juaxruxin tsayeꞌenta nchakon tangi tsonꞌannta kondeexin ti chuntianta ndo. 
PHP.1.30	*Jaꞌanta ko janꞌan xrajeꞌo tsango tangi stena ixi stechrongana chijnie ndo Jesucristo. Jaꞌanta ó bikonta xranchi tsango tangi bakeꞌé ko stetonoꞌanta ixi tangi ritjén jai.
PHP.2.1	Méxin, siá ndo Cristo tjingi̱jnanta ndo ko siá ti tjuaꞌanta ndo meꞌe juaxruxin takeꞌe asáanta ko siá espíritue ndo jii ngajinnta ko siá já tjueꞌe kichuunta ko tikonóeꞌénta chujni; 
PHP.2.2	meꞌe janꞌan tsakeꞌe juaxruxin ixi nóna ixi jian stekuꞌu kichuunta ko kainnta tjueꞌenta kichuunta ixi chondanta espíritue ndo Dio ko naakua xra̱ sincheꞌenta. 
PHP.2.3	Xroꞌan ngeꞌe ncheꞌenta ixi tjaunnta tsjachanta xrojan ngeꞌe ko jaña sinchejié asáanta. Naꞌi. Cháña xraxaonnta ixi ikaxin na̱ ícha tjintee na̱ ixi jaꞌanta. 
PHP.2.4	Ninaa jaꞌanta tjéꞌanta jeꞌo jian xrokuakeꞌenta. Cháña tingijnanta ikaxin chujni tsakeꞌe jian.
PHP.2.5	Jaꞌanta xraxaonnta xranchi xraxaon ndo Cristo Jesús. 
PHP.2.6	Maski jeꞌe ndo chónda ndo kain juachaxin xranchi ndo Dio, tjaunꞌa ndo juachaxin meꞌe ixi tjaunꞌa ndo xrobikonni xranchi ndo Dio. 
PHP.2.7	Ko kuintuꞌe ndo ngeꞌe kuachónda ndo, ko kui̱i̱ ndo ntiꞌi nunte xasintajni xranchi ngixeꞌi inaa chujni. 
PHP.2.8	Ko kuakeꞌe ndo xranchi naa xi ko jeꞌe ndo juinchenóa aséen ndo kuitikaon ndo kain ngeꞌe kuetuanꞌan ndo Dio ko kuenꞌen ndo nganito nta̱cru xranchi naa chujni yama ijie̱. 
PHP.2.9	Méxin, ndo Dio tsango ijié juachaxin kuajon ndo ngajin ndo Jesús ko chjée ndo ndo naa nombrée ícha tetuanꞌan, ti chóndaꞌi ninaa chujni. 
PHP.2.10	Ko nchakon tsinꞌen na̱ nombrée ndo Jesús kain na̱ tsakeꞌexin na̱ ntatuchiꞌin na̱, sen ste ngajní ko ni ste nunte xasintajni ko ni ste chringi inche, 
PHP.2.11	ko kain na̱ xrondachro na̱ ixi ndo Jesucristo meꞌe Nchéeni ko jaña tsajon na̱ juasaya
PHP.2.12	Kichuuna, kain nchakon bakeꞌé ngajinnta kuitikaonninta, ko jai ikjín ritjén, ícha jian titikaonninta ko jian xrotsjeꞌenta xranchi tsakeꞌenta ixi sinchetjáñaꞌinta juachaxin tsaricho̱nnta kain nchakon ko tájonnta juasianta ngajin ndo Dio, 
PHP.2.13	ixi ndo Dio ntaxraxaonnta ndo ko tingijnanta ndo sincheꞌenta ti jian ixi jaña tjaun ndo.
PHP.2.14	Kain jiꞌin xrokonda sincheꞌenta ko nichjangíeꞌa kichuunta ko te̱to̱ꞌanta, 
PHP.2.15	ko jaña xroꞌan ngisen xrondachro ixi chondanta ijie̱ o̱ ngeꞌe ndakoꞌa juincheꞌenta. Jian ncheꞌenta xranchi chjenꞌen ndo Dio, xjan chóndaꞌi ijie̱, maski stenta ngakjenꞌen chujni ñaꞌi ko ndakoꞌa ncheꞌe. Jaꞌanta ti ncheꞌenta meꞌe, tsingasáña xranchi xroꞌi ngakjenꞌen chujni ste ti naxixeꞌe. 
PHP.2.16	Ko tjakoꞌenta na̱ chijni jian tajon juachaxin tsechónni kain nchakon. Ixi jaña nchakon xrokjan Ncháina Cristo, janꞌan tsakeꞌe juaxruxin ixi jaꞌanta kuitikaonnta ti juintakuanꞌannta ko nchakon meꞌe tsonóna ixi jian ixra̱ juintaꞌa ko jeꞌa xruenxon. 
PHP.2.17	Ko maski ndaxrokuenꞌenna ixi ti xra̱ juintaꞌa, janꞌan juaxruxin tsakeꞌé ixi bingijnanta chuntianta ndo Dio ko jiꞌi xroxetjaxin xranchi naa ngeꞌe tsajonnta tsayéꞌe ndo ko tjaꞌon ixi jaꞌanta kaxon tsakeꞌenta juaxruxin xranchi janꞌan. 
PHP.2.18	Cháꞌanta ko juaxruxin takeꞌénta xranchi janꞌan.
PHP.2.19	Ko siá Ncháina tsajon juachaxin, tuinxin xroxruanꞌanta ndo Timoteo tsjikitsjaꞌanta ndo ixi jaña tsonóna xranchi stenta ko juaxruxin tsakeꞌe tsinꞌan meꞌe. 
PHP.2.20	Ko xroꞌan ngisen xraxaon ko taa juachjaon ixi jaꞌanta xranchi ndo Timoteo. 
PHP.2.21	Ixi ikaxin sen jeꞌo tjaun sen jian tsintee sen ko ncheꞌa sen ngeꞌe tjaun ndo Jesucristo. 
PHP.2.22	Ko jaꞌanta ó chuxinnta ndo Timoteo ko bikonta ixi jian ncheꞌe ndo ko tingijnana ndo chronga ndo chijni jian xranchi naa chjan tingijna ndotée xjan. 
PHP.2.23	Tjaꞌon xroxruanꞌan ndo tsijitsjaꞌanta ndo, jeꞌo tsonóna xranchi tsonchjian kondeexin jijaꞌna. 
PHP.2.24	Ko chuntia ngajin Ncháina ixi tuinxin tsjasotsjaꞌanta.
PHP.2.25	Ko kaxon xraxaꞌon xrokonda xroxruanꞌanta ndo kichuuna, ndo Epafrodito. Jeꞌe ndo kaxon tingijnana ndo ntaꞌana xra̱ ko kayuina tsango tangi bakeꞌena. Jeꞌe ndo xruanꞌannta ndo ixi tsingijnana ndo kain ngeꞌe xrokondai̱na. 
PHP.2.26	Tsango tjaun ndo tsikitsjaꞌanta ndo kainnta ko yaa ndo juachjaon ixi konoꞌe ndo kuinꞌennta koniꞌe ndo. 
PHP.2.27	Ko nduaxin koniꞌe ndo ko bananchichjaon ndaxrokuenꞌen ndo ko ndo Dio bikonóeꞌe ndo. Ko jeꞌa jeꞌo ndo, kaxon janꞌan bikonóaꞌna ndo Dio ixi íxrokuaꞌi ícha juachjaon. 
PHP.2.28	Méxin, ícha tjaꞌon xroxruanꞌan ndo tsijitsjaꞌanta ndo ixi jaña juaxruxin tsakeꞌenta tsikonnta ndo íjngo ko jaña janꞌan kaxon tsaꞌi juachjaon. 
PHP.2.29	Juaxruxin tayeꞌénta xranchi naa sen kichuunta titikaon Ncháina, ko tjueꞌenta ndo xranchi tjueꞌenta ikaxin sen ncheꞌe xrée Ncháina. 
PHP.2.30	Ixi jeꞌe ndo koniꞌe ndo nchakon jincheꞌe ndo xrée ndo Cristo ko ixi tsango bingijnana ndo ixi jaꞌanta ikjín stenta ko juaꞌi xrobingijnaninta jaꞌanta, ko méxin ndaxrokuenꞌen ndo.
PHP.3.1	Jai, kichuuna, takeꞌénta juaxruxin ixi titikaonnta Ncháina Jesús ko janꞌan tonchrjeꞌana xrokjin íjngo ixi ti ikjin jian xrokondaꞌa jaꞌanta. 
PHP.3.2	Tsjeꞌenta jian ixi ste chujni ñaꞌi xranchi xrokjui kunia, tjaun na̱ tsonchrijin na̱ ntauꞌeni ixi jaña tsaani chjiꞌe ni judío. 
PHP.3.3	Sen nduaxin chónda chjiꞌe ndo Dio, sen meꞌe jai̱na ixi jai̱na nduaxin tajonna juasaya ngajin ndo Dio ixi tingijnana Espíritue ndo, ko tsango chai̱na ixi jai̱na tikinixinꞌenna Ncháina Jesucristo. Méxin, chuntiaꞌina ti taani chjiꞌe ni judío. 
PHP.3.4	Janꞌan kaxon chao xrochuntia ti taani chjiꞌeni ko ikaxin ngeꞌe, janꞌan ícha tikinixinna xrochuntia jiꞌi ixi ikaxin na̱ 
PHP.3.5	*ixi janꞌan kua chjiꞌe ni judío ti kuachonda ijní nchakon, ko janꞌan tjajna israelita ko tsikachrjenixin sen tjajna tikinixinꞌen ndo Benjamín ko kaxon janꞌan nduaxin hebreona. Ko janꞌan saꞌó kaxon ikjui fariseo ko bakitikaꞌon ley neꞌe ni judío. 
PHP.3.6	*Ko janꞌan tsango bakitikaꞌon ti tjako ni fariseo, méxin kuaningakonꞌan ni titikaon ndo Cristo ko janꞌan tsango bakitikaꞌon ley ko xroꞌan ngisen xrondachro ixi nduaxinꞌa juintaꞌa meꞌe. 
PHP.3.7	Kain meꞌe saꞌó ti bakitikaꞌon janꞌan, ndachrja̱n ixi tsango tjintee. Ko jai ndachrja̱n íxroꞌan tjintee kain meꞌe ixi jai janꞌan titikaꞌon ndo Cristo. 
PHP.3.8	Ko kain ngeꞌe kuanóna ko kuachonda, tiko̱n jai íxroꞌan ngeꞌe tjintee, ixi ícha tjintee chúxin Ncháina Jesucristo. Kain ngeꞌe kuachonda, kain meꞌe kuitjáña ko ikjan xineno kondeexin ndo Cristo ixi jai juácha titikaꞌon ndo 
PHP.3.9	ko chao tsakeꞌé ngajin ndo. Jeꞌa ixi janꞌan tsango jianna ixi xrokuitikaꞌon ley neꞌe ndo Moisés. Naꞌi. Ndo Dio sinchetjúá ndo aséenna ixi chuntia ndo Cristo. 
PHP.3.10	Ti janꞌan tjaꞌon: nduaxin xrochuxin ndo Cristo ko xrochonda juachaxin xranchi nchakon xechón ndo, ko tjaꞌon tangi tsónna xranchi tangi konꞌen ndo ko xrokueꞌenna xranchi kuenꞌen jeꞌe ndo, 
PHP.3.11	ko tjumeꞌe jaña kaxon janꞌan chao xroxechónna íjngo.
PHP.3.12	Ndachrja̱nꞌi ixi ó juácha janꞌan kain jiꞌin ko ndachrja̱nꞌi ixi ó tsango jianna. Naꞌi. Janꞌan tjaꞌon ícha xroruaꞌa ndo Cristo Jesús, ixi tsjácha tsjaso ti tjaun ndo ixi jeꞌe ndo kuincheꞌena ndo ó saꞌó. 
PHP.3.13	Kichuuna, janꞌan ndachrja̱nꞌi ixi ó juácha kain jiꞌi. Janꞌan tjaꞌon xrotjáñana kain ngeꞌe ó juintaꞌa ko jai xroruaꞌa ícha ngeꞌe titjáña sintaꞌa. 
PHP.3.14	Ixi jaña tsjácha sintajexin xra̱na, ko meꞌe tsjácha tsayáꞌa̱ ngeꞌe tsajon ndo Dio jii ngajní ixi jeꞌe ndo ndachro ndo tsayáꞌa̱ naa ngeꞌe tsajon ndo ixi chuntia ndo Jesucristo.
PHP.3.15	Ko kainna ti nduaxin chuntiana ndo Jesús xrokonda jaña xroxraxaonna. Ko siá xrojan jaꞌanta xraxaonnta inaa ngeꞌe, ndo Dio sintaxraxaonnta ndo ixi jian sincheꞌenta. 
PHP.3.16	Ko xrokonda kainna jaña xroxraxaonna ko jaña sincheꞌena ngeꞌe ó kuangina.
PHP.3.18	Ó itsjé vez ntatjunta ko jai ritsja̱nga ntatjunta ixi ste kueya na̱ ndachro na̱ ixi tjinteꞌa ti kuenꞌen ndo Cristo nganito nta̱cru. 
PHP.3.19	Ko ni meꞌe tsi̱i̱ nchakon tsitjáña na̱ ixi jeꞌe na̱ jeꞌo xraxaonna ti sine na̱ ko ti tsitsáa na̱ ko nchejié aséen na̱ ixi ti ndakoꞌa ncheꞌe na̱ ko xraxaon na̱ ngeꞌe jii ngataꞌa xasintajni. Kain jiꞌin xrokjui xranchi naa dio neꞌe na̱. 
PHP.3.20	Ko kain jai̱na tikinixinna tsojuna ngajní ko jai stechonꞌenna Ncháina Jesucristo tsi̱ꞌxi̱n ndo ngajní, tsajon ndo juachaxin tsechónna ntiꞌa 
PHP.3.21	ixi jeꞌe ndo tsindoxin ndo cuerpoi̱na ti toniꞌe ko jeꞌe ndo tsajon ndo naa cuerpo tsango chaxro xranchi chónda jeꞌe ndo. Ko kain jiꞌi tsonꞌen ixi jeꞌe ndo chónda ndo ijié juachaxin ko tituenꞌen ndo kain ngeꞌe.
PHP.4.1	Méxin, kichuuna, tsango tjuaꞌanta ko tsango jitiyeꞌe ñaꞌo ixi jaꞌanta ko juaxruxin ritjén ixi jaꞌanta xrokjui xranchi naa ngeꞌe tsango tjintee juácha; méxin soji titikaonnta Ncháina Jesucristo.
PHP.4.2	Janꞌan tinóatáana ngajin jan Evodia ko jan Síntique ixi xrajeꞌo xroxraxaon sen xranchi kichuu sen titikaon Ncháina Jesucristo. 
PHP.4.3	Ko jaꞌanta kichuuna, ti kuingijnanta juincheꞌena xra̱, tjaꞌon tsingijnanta yui jan kichuuna, sen juincheꞌe ixra̱ kaxon tjako sen chijnie Ncháina Jesucristo, kao ndo Clemente ko ikaxin sen juincheꞌe ixra̱ ngaji̱n. Ko nombrée sen ó jitaxin xroon ti no stetaxin nombrée kain sen tsechón kain nchakon.
PHP.4.4	Takeꞌénta juaxruxin kain nchakon ixi titikaonnta Ncháina Jesucristo; íjngo ntatjunta, takeꞌénta juaxruxin. 
PHP.4.5	Ko kain chujni tsikon na̱ ixi jaꞌanta nduaxin tingijnanta chujni, ko jaña xrokonda sincheꞌenta ixi Ncháina Jesucristo ó tuinxin tsi̱i̱ ndo.
PHP.4.6	Méxin, xroꞌan ngeꞌe taxinta juachjaon. Cháña tjancheꞌenta ndo Dio ngeꞌe xrokondaꞌanta ko kaxon tájonnta juasianta ngajin ndo. 
PHP.4.7	Ko ndo Dio xrotjáanta ndo juaxruxin, ko juaxruxin meꞌe xroꞌan chujni tienxin. Juaxruxin meꞌe tayakonꞌen asáanta ko tsingijna jian xroxraxaonnta ixi stechuntianta ndo Cristo Jesús.
PHP.4.8	Méxin, tsjexixin tjanchaꞌanta, kichuuna, xrokonda xroxraxaonnta kain ngeꞌe ti nduaxin, kain ngeꞌe ti tikinixin juasaya, ko kain ngeꞌe ti ndako jii ko kain ngeꞌe jian ko ngeꞌe chaxro ko kain ngeꞌe jian tsayéxinni juasaya. Kain jiꞌi xrokonda xroxraxaonnta.
PHP.4.9	Xrotjáñaꞌinta kain ngeꞌe juakoꞌanta ko ngeꞌe kuinꞌennta nichja ko ngeꞌe kuetuanꞌannta ko kain ixra̱ bikonta juintaꞌa. Jaña ncheꞌenta ko jaña ndo Dio, ndo tajon juaxruxin, tsakeꞌe ndo ngajinnta.
PHP.4.10	Tsango juaxruxin ritjén ixi Ncháina bingijnanta ndo íjngo xraxaonninta. Ndachrja̱nꞌi ixi í xraxaonꞌantana. Naꞌi. Jeꞌo juaꞌi bingijnaninta ó saꞌó. 
PHP.4.11	Ko ndachrja̱nꞌi ixi xrojan ngeꞌe xrokondana. Janꞌan ó juikuana takeꞌé juaxruxin ixi jeꞌo ngeꞌe chonda. 
PHP.4.12	Janꞌan ó nóna ngeꞌe xrondachro chóndaꞌini ninaa ngeꞌe, ko kaxon nóna ngeꞌe xrondachro chóndani kueya ngeꞌe. Janꞌan ó juikuanna á juiné o̱ juineꞌa jian, o̱ á chonda itsjé ngeꞌe o̱ xroꞌan ngeꞌe chonda. 
PHP.4.13	Kain ixra̱ chao sintaꞌa ixi ndo Cristo tingijnana ndo ko nchesojina ndo. 
PHP.4.14	Ko méxin, jian juincheꞌenta ixi bingijnaninta, kuajonnta ngeꞌe xrokondana.
PHP.4.15	Jaꞌanta ni tjajna Filipos, ó noꞌanta jian ixi nchakon juangíxin juintakuanꞌannta chijnie ndo Dio, ko nchakon sajuixin tjajna Macedonia, jaꞌonta ni niꞌngo Filipos xruanꞌannta tomi kuayáꞌa̱ ixi kuinteenta juaxruxin. 
PHP.4.16	*Méxin, nchakon bakeꞌé tjajna Tesalónica jeꞌa naakua xruannaninta tomi xraꞌo niꞌngo bingijnaxinninta ixi ngeꞌe xrokondana. 
PHP.4.17	Jeꞌa ixi tjaꞌon jeꞌo tsayáꞌa̱ ngeꞌe xruannaninta. Naꞌi Janꞌan tjaꞌon ixi ícha xrochondanta ngeꞌe tajon ndo Dio. 
PHP.4.18	Ko janꞌan kuayáꞌa̱ kain ngeꞌe tsixruanꞌannta ko jai ícha chonda. Ko kuayáꞌa̱ ngeꞌe tsixruanꞌannta bikao ndo Epafrodito, ko ó jian ritjén. Ti xruannaninta xranchi naa ngeꞌe chaxro xraxe tayéꞌeni ko ndo Dio ncheꞌe ndo juaxruxin meꞌe. 
PHP.4.19	Ndotána Dio xrotjáanta ndo kain ngeꞌe titjáña xrochondanta ixi jeꞌe ndo chónda ndo kain ngeꞌe tsango chaxro tsayéꞌe kain sen titikaon Ncháina Cristo Jesús. 
PHP.4.20	Ndotáina Dio tsayéꞌe ndo juasaya tsajon kain chujni kain nchakon. Jaña tsonꞌen.
PHP.4.21	Tájonnta juajna ngajin kain sen titikaon ndo Jesucristo ste ntiꞌa. Sen kichuuna stekiꞌan ntiꞌi, xruanꞌannta sen juajna. 
PHP.4.22	Jaña kain sen ste ntiꞌi titikaon ndo Dio ko sen kichuuna ncheꞌe xrée xi tetuanꞌan Roma, xruanꞌannta sen juajna. 
PHP.4.23	Ncháina Jesucristo sintanchaonnta ndo kainnta. Jaña tsonꞌen.
COL.1.1	Janꞌan, Pablo, Ncháina Jesucristo kuincheꞌena ndo ixi sintaꞌa xrée ndo, xra̱ apóstol, ixi jaña tjaun ndo Dio, ko kao kuincheꞌe ndo ndo kichuuna Timoteo, 
COL.1.2	ikjin xroon jiꞌi tsayéꞌe sen kichuuna tjajna Colosas, sen titikaon ndo Cristo ko tikinixinꞌen sen ndo Dio. Ndotáina Dio ko Ncháina Jesucristo sintanchaonnta ndo ko xrotjáꞌanta ndo juaxruxin.
COL.1.3	Kain nchakon tajonna juasaya
COL.1.4	ixi kuinꞌanna ixi jaꞌanta jian chuntianta Ncháina Jesucristo ko tjueꞌenta kain sen titikaon ndo Dio, 
COL.1.5	ixi stechonꞌennta tsayeꞌenta ngeꞌe tsajon ndo Dio ti jii ngajní. Jaꞌanta jaña stechonꞌennta ixi kuinꞌennta chijni jian nduaxin ó kuajon ndo Dio. 
COL.1.6	Méxin, chijni kuinꞌennta, chijni meꞌe stetinꞌen kueya chujni nchijíi nunte xasintajni, ko jaña ó jitinga ko jitonkueya ni titikaon ixi juachaxin tajon ndo Dio. Jaña konꞌen kaxon nchakon kuinꞌennta ko kuitikaonnta ixi nduaxin tjuaꞌanta ndo Dio. 
COL.1.7	*Jiꞌi juakoꞌanta ndo kichuuna Epafras, ndo kuingijnana juintaꞌana ixra̱, ko jai jii ndo ngajinnta ko jian ncheꞌe ndo xrée ndo Cristo. 
COL.1.8	Jeꞌe ndo bikaona̱na ndo juajna xranchi tjueꞌé kichuunta ixi Espíritue ndo Dio tingijnanta.
