MAT.1.1	Níilii caasamuncii Yéesu 
GAL.4.2	Ɓiɓoꞌ ɓërí toputuꞌanndi, ɓa toputuꞌi iñaa ya laakɗa, bi ga daa jamaanaa paamci woꞌ an ya mín hafci kiɓayɗa leꞌan. 
GAL.4.3	Ee ɗí ɓan, ga wii ɗí en oomaaɗa
GAL.4.4	Wayee nak ga waa wahtaa Kooh woꞌeeɗa leꞌꞌa, ya wossa Kowukaagari, ka límukka ga ɓeti, ka hayya ga jamaanaa 
GAL.4.5	doonaa Kowukaa laas ɓuwii aƴ kipesɓa ga Waasii Móyíisɗa. Fodaama ka onndaruu kiꞌen ɓitowu Kooh. 
GAL.4.6	Kooh waareeruu kiteeɓ an ɗu ɓitowuci, kërí tah, ya wossa Helaa Kowukaagari ga keeñciigaruu. Helaa waama wërí ɓayiri didóolí an: «*Abaa! Paammboo!». 
GAL.4.7	Kon fu enissii ñaam, wayee fu kowu. Ee waa fu kowu, Kooh hayyaa kiꞌon fu lam ga iñcaa ya ɗaakiꞌ towutaagariɗa.
GAL.4.8	Kuɗewaa, ɗú ínohéeríi Kooh, ee ɗú daanee kijaamuk fodii ñaam enaama ciliis caa enndii Kooh kayoh-kayohɗa. 
GAL.4.9	Wayee diimaɗa, waa ɗú hídohin na Kooh, wala sah waa Kooh hídohin narúu, ɗú mín na kiɓoyukis ga baahcaa caama haydohɗoorúu tús ee ca caloo daraɗa? Iñii tah ya ɗú waaꞌ kiɓoyukis kiꞌen ñaam gaca? 
GAL.4.10	Laakin ga bescii, ga ñiincii, ga jamaanucii, wala tíkíistii, caa ɗú am, ɗú tíkkaca enaama cilëekíꞌ-solu. 
GAL.4.11	Mi niikin man daal iñii mi son garúuɗa tóoh en sooƴ!
GAL.4.12	Mbokcii, mi kíimmbúu, tumat fodiigoo, waa mi tumin haffoo fodii garúu
GAL.4.13	Ɗú níindísukaa, wii mi ɗeɓpúu kiyéegal 
GAL.4.14	Hídaa daa ɗúukoolii faanfiigoo sodaleerúuɗa tóoh tahhii bi ɗú saŋngaroo ɗú sëbítukkaroo
GAL.4.15	Wada keeñ-soosaa ɗú taabee nawaɗa? Na dii ɗú safareeɗa! Mi mínin kiseediꞌ garúu an, enee an mínukinaa eneenaa ɗú hay kilukit tuhastiigarúu, ɗú eꞌtoota. 
GAL.4.16	Kon diima, mi enin ɓaa ɗú waaꞌtii gari kihot ndaga kayohfii mi woꞌꞌúuɗane?
GAL.4.17	Ɓuwum enu na kifool ga fenoorúuɗa, nofcumgaɓa moroo. Ɓa heellúu kihëgísoh naroo
GAL.4.18	Kikaantukoh ga yen jofin, wayee enat ga yijófíꞌ, ee ɓan ka enat besaa en ɓéeɓ. Ka hanat kiꞌen rek binaa mi en narúunaa. 
GAL.4.19	Towutiigoo, ɗú tahinndoo kiꞌenis ga coonu, en fan ɓetifaa en na kimatuk. Ee iñaama ƴah bi ga daa Kiristaanii pesan garúu. 
GAL.4.20	Dii mi waareerúu kideeƴ diima deŋɗa, bi mi tuuk, mi woꞌ narúu woꞌeen wiliisɗa. En kiꞌenaa, mi ínohoo dii mi tumanndúuɗa.
GAL.4.21	Woꞌattoo, ɗú ɓii ɗú waaꞌ kiꞌaƴ kipeskiigarúu ga 
GAL.4.22	En kiꞌenaa, bíduunun ga Këyítfaa an 
GAL.4.23	Kowukaa ya laak na ɓetifaa en ñaamɗa límu fodii towutii ɓéeɓta. Wayee kaa ya laak na ɓetifaa enndii ñaamɗa, límu ga kíntaanaa Kooh tum kimëtí iñaa ya dígoheeɗa. 
GAL.4.24	Laakin yen yiliis yaa ɗaakuk ga woꞌeenaama: Ɓeticaama teewoh kifiiliimunoh kom kanak. Kifiiliimunohkaa kíinoo, Kooh pokoheeka na Móyíis ga jaŋjagaa Sínayíi, ee lím towu-ñaam kesi. Ɓeti-ñaamfaa ee teeku Agaaꞌɗa fërí teewohka. 
GAL.4.25	Agaaꞌ yërí mandarga jaŋjagaa Sínayíi en ga kúlkaa Arabíiɗa. Ya teewoh Yéerúsaleem yii ga jamaanii diimaɗa. Yéerúsaleem yiima, na ɓuwaa dëk daɗa, ɓa ɓiñaam. 
GAL.4.26	Wayee kifiiliimunkaa kukanakkaa meƴdoh Yéerúsaleemyaa en ga ɗookɗa
GAL.4.27	En kiꞌenaa, Këyítfaa woꞌ an:
GAL.4.27	«Fu, ɓetifii mínoo kilaak kowuɗa,
GAL.4.27	neɓluka;
GAL.4.27	fu yii fu mosoo kiꞌínoh mesiklaat kilaak kowuɗa,
GAL.4.27	kurnuka,
GAL.4.27	ndaga towutaa ɓetifaa foñuɗa tërí wëñan kiyewin taa ɓetifaa en na ƴaalciɗa
GAL.4.28	Ɗú nak mbokcii, ɗú ɓërí en towutii límu, fodaa 
GAL.4.29	Kuɗewaa, kowukaa límsee fodii towutii ɓéeɓtaɗa daanee kihatal ga kipes kowukaa límu ga doolii Helii yiselaꞌíꞌyiiɗa. Ee iñaama bi wati lís kilaak. 
GAL.4.30	Wayee iñii yiida woꞌsee Abaraham bídussa ga Këyítfaa an: «Kaalaa ñaamii ya na kowukiigari, ndaga kowukii ñaamii jomoo kibok kilam na kowukii ɓetifii enndii ñaamɗa
GAL.4.31	Kon nak mbokcii, ɗu enndii ɓitowu ñaam wayee ɗu ɓitowu ɓetifaa enndii ñaamɗa.
GAL.5.2	Súkúrukat, mi 
GAL.5.3	Mi yii woꞌiska ɓan an: ɓéeɓ ɓaa eroh hafci ga kigúrukaa, ya joman kitaabuk hen ɓéeɓ iñcii 
GAL.5.4	Ɗú ɓii ɗú heeli kiꞌabu ɓiɓoꞌ yijúwíꞌ ga fíkíi Kooh, ga kitaabuk Waasii Móyíisɗa, ɗú hëgísohin haffúu na Kiristaanii ee ɗú meƴdohin haffúu ga yërmaandaa Kooh. 
GAL.5.5	Ɗí ɓii ɗí gëminɗa nak, Helii yiselaꞌíꞌyii yërí onndíi kiyaakaaꞌ an Kooh hayyíi kiꞌaboh ɓiɓoꞌ ɓijúwíꞌ ga fíkíici. Ee iñaama yërí ɗí sek wa gaaw kilaak. 
GAL.5.6	En kiꞌenaa, binaa ɓoꞌ en wíinoo na Yéesu Kiristaanaa, iñaa laak soluɗa enndii kigúruk, wala kigúrukkii. Iñaa laak soluɗa wërí en kilaak ngëmaa teewohi tumeencaa taam na kiwaaroh.
GAL.5.7	Jaarii ɗú bëteeɗa dii wa jekeeɗa moos! Ɓii pellúu ɓa, hoonohharúu kitaabuk kayohfii? 
GAL.5.8	Iñaa ɗú gëmlukohu yaama meyohhii ga Kooh, yii ɓayyúu ɗú hay gariɗa. 
GAL.5.9	Woꞌuunun an «Moloŋ kuun wijutuut, waa kaañohin, dooyin kikaañohi kuuncaa ɓéeɓca.» 
GAL.5.10	Moona déy, mi abin yaakaaꞌ garúu ndaga 
GAL.5.11	Kon mbokcii, mi ga kihaffoo, enee an mi lís kijëgíroh an kigúruk tumsataa, eneenaa mi hatalsoo ga kipes. Kon iñii tah ya mi hatalu ga kipessoo? Kikaankii Yéesu ga kuraanaa mi en kiyéegaloh ee ka newoo ɓuwiiɗa, kërí tahka. 
GAL.5.12	Ɓuwiima jaahallúu ga iñaamaɗa, mi woꞌ man ɓa hanat kiꞌeem ga kigúruk doŋ, wayee ɓa namat kigúꞌ hen tóoh.
GAL.5.13	Ɗú nak mbokcii, Kooh ɓayinndúu, ɗú hay gari, en ɗanaa ɗú laak haffúu. Wayee nak, kaa koorohat laakaa ɗú laak haffúu waama, ɗú pesi ga iñaa neɓ kumuunndúu rek. Namat kiwaaroh hen, ɗú dímalohi ga díkaantirúu. 
GAL.5.14	En kiꞌenaa, Waasii Móyíis, iñcii wa nakohɗa tóoh matin ga woꞌeenii wiwóoríꞌwii wii: «Waaraa mooroomfu fodaa daa fu waaꞌ haffuɗa.» 
GAL.5.15	Ee ɓan binaa ɗú tum fodii júuꞌcii ga ëgíriiɗa, ɗú ɗowohi, ɗú ñamohi ga ɗuuƴcúunaa, ínohat an ɗú aaw ga kilëehɗoh ga ɗuuƴcúu. Kon watukat iñaama.
GAL.5.16	Iñii yii yërí mi ƴahhúu kiwoꞌ: Íisat Helii yiselaꞌíꞌyii ya níiꞌ kipeskiigarúu, en ɗanaa, ɗú taabukoo neɓlaat-kumuunndúu. 
GAL.5.17	En kiꞌenaa, iñaa neɓ kumuun ɓoꞌ-súusúus bokkii na iñaa Helaa yiselaꞌíꞌyaa waaꞌ, ee iñaa Helaa yiselaꞌíꞌyaa waaꞌɗa wóotírohin na iñaa neɓ kumuun ɓoꞌ-súusúus. Kon nak iñcaa kanakcaa caama mínohsoo, en ɗanaa, enoo an iñaa neɓpúu ɓéeɓ ɗú mínndi kitum. 
GAL.5.18	Binaa ɗú kuliyukiꞌ Helii yiselaꞌíꞌyii ga kipeskiigarúunaa, 
GAL.5.19	Leerin an ɓaa taabuki neɓlaat-kumuun ga kipesci, tumi iñcii cii: kiŋalaañuk; kiɓay halaat cisépíꞌíꞌ; kifaanuk na ɓaa en ɓéeɓ; 
GAL.5.20	kijaamuk koof; na kinaahuk, kimínohoo na mooroomfu, kiñaroh na kiꞌiñaan, kiꞌaylukoh, kiwaaꞌ kiwëñíꞌ, kihëgískoh, na kifaꞌɗoh, 
GAL.5.21	kiñeeh ɓoꞌ, kiliiluk ga kiꞌan na kiñam, kihaabin na enaama ciliis caa manɗa. Mi ɗeweerarúuka kiwoꞌ ee mi yii woꞌissúuka yii: ɓuwaa enukoh iñcaamaɗa boksoo ga 
GAL.5.22	Wayee iñcii Helii yiselaꞌíꞌyii lími ga ɓoꞌɗa cërí en: kiwaaroh, kineɓ keeñ, kilaak jam, kiteey, kijof, kilaak yërmaandi ga ɓoꞌ na kiꞌen goꞌ; 
GAL.5.23	kimoꞌ keeñ na kimín kiꞌabuk. Ee wóorin an iñcaama Waasii Móyíis saŋngiica. 
GAL.5.24	Ɓuwii en ɓuu Yéesu 
GAL.5.25	En lak Helii yiselaꞌíꞌyii yërí onnduu kipesaa ɗu taaban ɓan ga iñaa ya waaꞌɗa. 
GAL.5.26	Kindamukoh hanat kilaak ga díkaantiruu: ɗu Íisat kidiiŋatoh, ɗu íis kiꞌiñaadoh.
GAL.6.1	Mbokcii, binaa ɓoꞌ abu ga kitum iñaa joffiinaa, ɗú ɓii ɗú taam na Helii yiselaꞌíꞌyiiɗa, ɗú ɓërí jommbi kiɓoyukidoh ga kayoh, ɗú taam ga na teey. Ee ɗú, yaa en ɓéeɓ watukat hafci, doonaa dú keenoo ɓan ga fíꞌ Seytaani. 
GAL.6.2	Ɗú, amɗohat ga díkaantirúu kikooruk ɗofciigarúu. Fodaama, ɗú hay kimëtíꞌ kitum ɓéeɓ iñii waasii
GAL.6.3	En kiꞌenaa, binaa ɓoꞌ tík hafci kilaak solu ee lak ya enndii dara, ya ɗúk hafci. 
GAL.6.4	Ɓaa en ɓéeɓ, malaksukohat iñcaa ya tumiɗa. Ya hot iñaa ya ndamukan ganaa, ya eemdohatka ga hafci, ya hanat kinatuk ga mooroomci. 
GAL.6.5	Ndaga ɓaa en ɓéeɓ línan sasaagari. 
GAL.6.6	Ɓaa en na kijëgíru 
GAL.6.7	Ken hanattúu kiɗúk ga iñii yii: Kooh, ken yapoori. Ee iñaa ɓoꞌ sokaa, píikanndi. 
GAL.6.8	Ɓaa fu sok iñaa neɓ kumuunfunaa, fu píikan iñaa neɓlaat-kumuun límɗi ɓoꞌɗa ee wërí en kikaan. Wayee ɓaa fu sok iñaa Helii yiselaꞌíꞌyii waaꞌɗanaa, fu píikan iñaa Helaa yiselaꞌíꞌyaa límɗi ɓoꞌɗa ee wërí en kipeskaa leehoo taaꞌɗa. 
GAL.6.9	Ɗu hanat kiyówíꞌ yahhuu ga kitum yijófíꞌ. En kiꞌenaa, binaa ɗu am, ɗu íissiinaa, wahtaa leꞌaa, ɗu hay kipíik iñaa laakin jeriñ. 
GAL.6.10	Kon wahtaa ɗu mínka tóoh, leenaa ɗu tumɗat ɓéeɓ iñaa jofin, wëñaa ga ɓuwii ɗu bok naɓa ngëmɗa.
GAL.6.11	Ɗú hotin bínciigoo, dii ca yakɗa, mi yërí bínca na yahhoo. 
GAL.6.12	Ɓuwaa gítínsirúu ga kigúrukɗa, ɓa heel kilaak teek ga ɗuuƴ ɓuwii. Iñaa ɓa niik rekɗa wërí en kihatalu ga kipesɓa binaa ɓa yéegaloh kikaankaa 
GAL.6.13	En kiꞌenaa, ɓuwaama faꞌ ga kigúrukɗa, ɓa ga kihafɓa sah taabukussii 
GAL.6.14	Mi ga kihaffoo, laakoo enaama yiliis yaa tahanndoo kibakuk, enndii kikaankaa Yéesu Kiristaa, 
GAL.6.15	Yii gúrukin wala yii gúrukkii, iñaama laakoo solu. Iñii laak soluɗa wërí en kiꞌen ɓoꞌ yiꞌas. 
GAL.6.16	Ɓéeɓ ɓuwii taabuk iñum mi woꞌ yuma, na ɓéeɓ ɓuwii en ɓuu Kooh
GAL.6.17	Ee iñii aaw ga fíkíiɗa, ken hanattoo kiꞌek coonu. En kiꞌenaa, ñancii mi ɓay ga faanndooɗa teewohin an mi sodaluunun ndaga Yéesu.
GAL.6.18	Mbokcii, yërmaandaa Yéesu 
EPH.1.1	Mi 
EPH.1.2	Mi yii kíim Kooh Paamudiigaruu, ya na Yéesu Kiristaa, 
EPH.1.3	Ɗu kañat Kooh, yii en Paamudii Yéesu 
EPH.1.4	Ya tanukinnduu ɗu en wíinoo na Kiristaa, lak ya sakkii ëldúna duum, en ɗanaa ɗu en ɓiɓoꞌ ɓiselaꞌíꞌ, ɓaa laakoo sík ga fíkíici. Ga kiwaaꞌkii ya waaꞌtuuɗa, 
EPH.1.5	ya ammba kumëeñíꞌ kitanukkuu ɗu en ɓitowuci ee kooroh ga Yéesu Kiristaa. Iñaama yërí ya waaree ee yërí neɓpi. 
EPH.1.6	Kon nak, ɗu kañatti ndaga kijofkiigari paafin iñaa en tóohɗa: ya jofin garuu ee ya meekissiiruu dara ga ndaga dii ɗu en wíinoo na Kowukiigari ya wëñ kikeeñukɗa.
EPH.1.7	Ya kooroh ga ñífaa Kiristaa aamseeɗa, ya laassaruu, ya bayallaruu tooñcaa ɗu tooñnjiɗa. Fodaama, ya teewinnduu dii kijofkiigari hín kiyakɗa. 
EPH.1.8	Kijofkiima, ya teewinnduuka bi dooyin sëk, ya sorin garuu kiñaañkaa meyoh gari, na ɓan kilaak hel. 
EPH.1.9	Ya oninnduu kiꞌínoh iñaa ya waaree kitum, wa newinndi ee enee kúmpa garuuɗa. Iñaama, ya abeeri kumëeñíꞌ ee ya koorohan ga Kiristaa ya tumwa. 
EPH.1.10	Iñaama ya mëtíran ga wahtaa ya amɗa, wërí en an ɓéeɓ iñcii en ga asamaanɗa, na ɓéeɓ iñcii en ga kakayfiiɗa ya hídírohca wíinoo ee 
EPH.1.11	Waa ɗí enin wíinoo na Kiristaanii, ɗí laakin ɓak ga tóoh iñcii Kooh díŋ heetiigariɗa. Kooh tanukeeríi kumëeñíꞌ fodaa ya nateeka kitumɗa. En kiꞌenaa, ya tumi iñaa en ɓéeɓ fodaa ya natkaɗa na daa ya waaꞌkaɗa. 
EPH.1.12	Fodaama, ɗí ɓii ɗí en ɓuwii ɗeɓ kilík yaakaaꞌɓa ga Kiristaaniiɗa, ɗí teewoh ndamii Kooh ga kipeskiigaríi.
EPH.1.13	Ɗú ɓan, ga waa ɗú kelohha woꞌeenii wukayohwii, wii en 
EPH.1.14	Helii yiselaꞌíꞌyii yërí en iñii Kooh ɗeɓpuu kiwaꞌ ga ɓéeɓ iñcii ya faaniꞌtuuɗa, bi ga daa ɗu ɓëgískan say ga tóoh iñaa bonin. Kon ɗu ƴeekat ndamii Kooh laakɗa.
EPH.1.15	Ga iñaama, mi ɓan, mi kelohin ngëmii ɗú laak ga Yéesu Haꞌmudiiɗa, na ɓan dii ɗú hín kiwaaꞌ ɓéeɓ ɓuwii enu ɓuu Koohɗa. 
EPH.1.16	Fodaama, mi dëk ga kigërëm Kooh garúu, ee saycaa mi kíim Kooh tóoh, helloo kaꞌ garúu. 
EPH.1.17	Mi yii kíim Kooh, yii Yéesu 
EPH.1.18	Mi yii kíim ya léeríꞌ helciigarúu doonaa ɗú ínoh yaakaarii ɗú laak ga ɓayii ya ɓayyúu ga hafciɗa. Ɗú ínoh ɓan alalii wiyaakwii laakoo ga fen ya faaniꞌ ɓuwii en ɓuuciɗa, dii wa hín kiyakɗa. 
EPH.1.19	Ee ɗú ínoh ɓan dooliigari lëgëy ga ɗuuƴcuu, ɗu ɓii ɗu gëm gariɗa, dii wa hín kiyakɗa. Ya teewohha dooliigari wiyaakwiima ga daa iñaa wa mín hín kiyakɗa 
EPH.1.20	ga wii ya mílísiꞌ Yéesu Kiristaa ga ɓuwaa kaaninɗa, ya ɓëwíꞌtari ɗook asamaan, yugiꞌtari, hanoh yah-ñaabaagari. 
EPH.1.21	Daama, Kiristaa hanohɗussa ga ɗook iñcii ga díkaanti ɗook na kakay, ca cii nguuruk, ca kaañukoo, ca laakin dooli ee ca toon dooliɗa. Ya hanohɗussa ga ɗook ɓéeɓ teek, waa ɓoꞌ mín kiɓayohu. Iñaama eemmbii doŋ ga jamaanii diima, wayee bi ga sah jamaanucaa ƴah kihayɗa. 
EPH.1.22	Kooh erin Kiristaa kinguuruk ga ɗook iñaa en tóoh
EPH.1.23	Jaangii wërí en faanfii Kiristaanii. Kiristaanii yii ga jaangii bi gomin ee Kooh yii gari ɓan bi gomin
EPH.2.1	Ɗú nak, kuɗewaa, ɗú enee ɓuwaa kaanin ga fíkíi Kooh ndaga tooñcaa ɗú tooñeeri ee ɗú dëkee ga kitum baakaaꞌ rek. 
EPH.2.2	Ga ɗuuƴ iñcaama ɗú taabukee kipeskii kibóníꞌkii ɓuwii ga ëldúna enukohɗa. Ɗú kelohɗee buurii kaañukoo ee nguuruk ga iñcii en ga díkaanti ɗook na kakayɗa. Buuriima yërí en helii wibóníꞌwii en na kilëgëy diima ga ɗuuƴ ɓuwii saŋ kikelohiꞌ Koohɗa. 
EPH.2.3	Ɗu ɓéeɓpuu, ɗu bokee ga ɓuwaama ɓan. Waama, ɗu pesee ga iñaa neɓ kumuunnduu, ɗu tumi iñaa faannduu meekisoh na iñaa en ga helluu. Fodaama, ga daa ɗu madeeɗa, ɗu enee ɓuwaa aylukaa Kooh jomee kikípuk ga ɗookɓa, fodaa ɓuwaa ɓaama.
EPH.2.4	Kooh nak laakin yërmaandi wiyaak garuu, ee ya waaꞌtuu hen bi, 
EPH.2.5	hídaa ga dii ɗu enee ɓuwaa kaanin ndaga tooñcaa ɗu tooñeeriɗa tóoh, ya onndaruu kipesis na 
EPH.2.6	Ɗu enin wíinoo na Yéesu Kiristaa, Kooh mílísɗinnduu nari ee ya oninnduu ɗu bok kinguuruk nari ga ɗook asamaan. 
EPH.2.7	Kooh tumin iñaama doonaa ya teeɓ ɓuwii ga jamaanucii hayanɗa daa yërmaandaagari hín kiꞌaŋ ee wa laakoo ga fenɗa. Kooh teewohinwa ga kijofkaa ya laak garuu ee kooroh ga Yéesu Kiristaaɗa.
EPH.2.8	En kiꞌenaa, kijofkaa Kooh kërí múlsallúu kooroh ga dii ɗú gëmin gariɗa. Iñaama meyohhii garúu, Kooh yërí onndúuka. 
EPH.2.9	Enndii tumeenciigarúu tah iñaama kilaak. Kon ken hanat ga kindamuk. 
EPH.2.10	En kiꞌenaa, Kooh yërí tummbuu ga dii ɗu manɗa. Ya kooroh ga Yéesu Kiristaa, tummbaruu ɓiɓoꞌ ɓiꞌas, en ɗanaa kipeskiigaruu líif na tumeen cijófíꞌ, caa ya waayuk garuu kumëeñíꞌ doonaa ɗu taabukca.
EPH.2.11	Ga iñaama, ɗú ɓii ɗú límukohhii yaawúuꞌɗa, níindísukat iñaa ɗú enee kuɗewaaɗa. Yaawúuꞌcii teekussúu haat, ɓa teekka hafɓa ɓuwaa gúrukin, ee ɓa aƴ iñaama ga kuꞌenaama jijutuut jaa ɓa gúꞌ ga faanɓa. 
EPH.2.12	Ga jamaanaama, ɗú ínohéeríi 
EPH.2.13	Wayee diimaɗa, ɗú ɓii ɗú úsaayeera Koohɗa, ɗú deeƴdohuunun ndaga dii ɗú enin wíinoo na Yéesu Kiristaa, kooroh ga ñífaa Kiristaa aamseeɗa.
EPH.2.14	Kiristaanii, ga kihafci, haydohɗinnduu jam. Ya tuminnduu heet wíinoo: ennda yaawúuꞌ, ennda ɓaa enndii yaawúuꞌ. Ya nísin kisagohkaa ɗígee díkaantiruu ga wii ya eroh kumuunkaagariɗa. 
EPH.2.15	Fodaama, ya këlëembíssa 
EPH.2.16	Ya kooroh ga kikaankaagari ga kuraanaaɗa, yaawúuꞌ na ɓaa enndii yaawúuꞌ, ya júwohirohhaɓa na Kooh; ya ɗúbíꞌta kisagoh ga díkaantiɓa, tummbaɓa ɓa en wíinoo. 
EPH.2.17	Fodaama, Kiristaanii hayin ëldúna kiyéegaloh hewhew jam garúu, ɗú ɓii ɗú úsaayee Koohɗa, hewhew jam ɓan ga ɓuwii deeƴsee gariɗa. 
EPH.2.18	En kiꞌenaa, ɗu ɓéeɓpuu, ennda yaawúuꞌ, ennda ɓaa enndii yaawúuꞌ, Yéesu Kiristaa oninnduu kimín kituuk ga fíkíi Kooh kooroh ga Helii yiselaꞌíꞌyii ee ya yíinooɗa.
EPH.2.19	Kon nak, ɗú ɓii ɗú enndii yaawúuꞌɗa, ɗú enissii sagac wala ɓuwaa meyoh ín, wayee, ɗú en ɓuwaa bok kidëk na ɓuwii enu ɓuu Koohɗa, ee ɗú bok ga jawootii Kooh. 
EPH.2.20	Ɗú ekuunun ga tawahii yípu ga ɗook laꞌ-atohiiɗa, ee apotaaꞌcii na 
EPH.2.21	Ya yërí on ɓéeɓ atohcii tawahii kitaaboh; tawahaa koluk, tuuk gík; ee wa ennda kaan fiselaꞌíꞌfaa 
EPH.2.22	Ɗú ɓan, waa ɗú enin wíinoo na Haꞌmudii, ɗú bokidohuunun ga tawahiima, ee ɗú ɓërí en Kaanfiima Kooh kooroh ga Heliigari yiselaꞌíꞌyii, dëkka gafaɗa.
EPH.3.1	Iñaama tah, mi yii kíimiꞌtúu Kooh, mi 
EPH.3.2	Wóorin an ɗú kelohin iñaa aaw ga lëgëyii Kooh sassoo kimëtíꞌ ga ɗuuƴcúu ee kooroh ga kijofkaagariɗa. 
EPH.3.3	Kooh teewinndoo, onndaroo kiꞌínoh kúmpafaa meyoh gariɗa. Iñaama, laakin iñcaa mi laassúu ga kibín ga ɗook. 
EPH.3.4	Binaa ɗú jaŋcanaa ɗú hay kiꞌínoh yen ga helii mi laak ga kúmpafii ga Kiristaaniiɗa. 
EPH.3.5	Ga jamaanucaa paafɗa, Kooh onéeríi ɓoꞌ-súusúus kiꞌínoh kúmpafaama, fodii dii ya hanfa kiteeɓ wati apotaaꞌciigari ɓiselaꞌíꞌɓii na 
EPH.3.6	Kúmpafaama fërí en an, ɓuwii enussii yaawúuꞌɗa bokidohuunun na yaawúuꞌcii ga iñcii cijófíꞌcii Kooh faaniꞌ ɓuwii en ɓuuciɗa, ɓa bokka ga faanfii fa fíinoo, ɓa bokin ɓan ga iñaa Kooh dígoheeɗa. Iñaa tahkaɗa wërí en ga dii ɓa enin wíinoo na Yéesu Kiristaa ga wii ɓa gëm ga 
EPH.3.7	Hewhewii winéwíꞌwii wiima wërí Kooh, ga kijofkaagari, tummboo súrga kiyéegalohwa, ee ya mínlukohhoo iñaama ga dooliigari mi ɓayɗa. 
EPH.3.8	Mi wëñ kijutuut ga ɓéeɓ ɓuwii en ɓuu Koohɗa. Moona déy, Kooh tanukinndoo kiyéegaloh, fodii hewhew, ɓuwii enussii yaawúuꞌɗa alalii leehoo taaꞌ meyoh ga Kiristaaniiɗa. 
EPH.3.9	Ya oninndoo fodaama kimeƴdoh faŋ ga ɓéeɓ ɓuwii iñaa ya waayukeeɗa, ya yii ya sak iñaa en tóohɗa. Ee iñaama mos kiꞌen kúmpa ga ɓéeɓ. 
EPH.3.10	Diimaɗa nak, iñcii en ga asamaan, ca cii nguuruk ee ca kaañukooɗa, kooroh ga iñaa Kooh tumiꞌ jaangiigariɗa, ca hotta kimma kiñaañkii meyoh ga Koohɗa ga dii ka hín kiꞌaŋɗa. 
EPH.3.11	Kooh tumin iñaama fodaa ya nateeka kitum lak ëldúna sakussii duum ee ya mëtírinwa kooroh ga Yéesu Kiristaa, 
EPH.3.12	Kon waa ɗu enin wíinoo na Yéesu Kiristaa ee ɗu gëmin gari, ɗu mínin kituuk ga fíkíi Kooh na hel widëlíꞌ. 
EPH.3.13	Kërí tah, mi kíimmbúu, kaa halaatat ga coonucii mi en na kidaƴ ndaga ɗú, bi tah ɗú yówíꞌ yahhúu. Coonuciima límíꞌtúu ndam kesi.
EPH.3.14	Iñaama tah mi yii ƴíꞌ ga fíkíi Kooh, Paamudii kikíimmbi, 
EPH.3.15	ya yii ya en cosaanii ɓéeɓ jawootciiɗa: ennda ga asamaan, ennda ga kakayfii. 
EPH.3.16	Kooh yewinin ndam ee yërí laak iñaa en tóoh. Kon mi yii kíimmbi ya kooroh ga Heliigari yiselaꞌíꞌyii, ya onndúu dooli wiyaak, waa yëgísɗan ngëmiigarúu. 
EPH.3.17	Ee kooroh ga ngëmaamaa, 
EPH.3.18	Fodaama, ɗú na ɓéeɓ ɓuwii en ɓuu Koohɗa, ɗú guuꞌguuluk ga kiꞌínoh dii kiwaarohkii Kiristaanii hín kiꞌaŋ, kihooꞌ, kikaꞌ ɗook na kihuutɗa. 
EPH.3.19	Ɗú hay kimín kiꞌínoh ɓan kiwaarohkiima paafin tóoh iñaa ɓoꞌ mín kiꞌínohɗa; ee fodaama Kooh hay kigom garúu bi ɗú líif muut nari.
EPH.3.20	Kooh, ga dooliigari en na kilëgëy ga ɗuuƴcuuɗa, mínin kitum iñaa paaf fúuf, tóoh iñaa ɗu mín kikíim wala sah iñaa ɗu mín kihalaat. 
EPH.3.21	Ya laakat ndam ga tumeencii ɓuwii ga jaangiiɗa, ee ya laak ndam ga iñaa Yéesu Kiristaa tumɗa, ga jamaanaa mín kiꞌen ɓéeɓ, bi taaꞌ! Aameen.
EPH.4.1	Kon mi yii mi lagu ga kasu ndaga kilëgëyiꞌ 
EPH.4.2	Dëkat ga kiyóoskíꞌ haffúu, mínat kiɗúkoh na ɓuwum, ɗú took kimúuñ. Ɓaa en ɓéeɓ tookat kimúuñiꞌ mooroomci, taam na kiwaaroh. 
EPH.4.3	Tumat tóoh bi, ga jamii akitohhúu yaa en ɓéeɓ na mooroomciɗa, ɗú am enii ɗú en wíinoo Helii yiselaꞌíꞌyii onndúuɗa. 
EPH.4.4	Faanfii fa fíinoo, Helii yiselaꞌíꞌyii ya yíinoo, fodaa daa ɓan wa wíinoo yaakaarii laak ga ɓayii Kooh ɓayyúuɗa. 
EPH.4.5	Haꞌmun yíinoo yërí laak, ngëm wíinoo wërí laak ee bëtísiꞌ wíinoo wërí laak. 
EPH.4.6	Kooh yíinoo yërí laak, ee yërí en Paamudii ɓéeɓ ɓuwii. Yërí hanoh ɓéeɓ ɗook, ya tumeenciigari koorohi ga ɓaa en ɓéeɓ ee ya dëk ga ɓéeɓ.
EPH.4.7	Wayee ɓaa en ɓéeɓ garuu laasin iñaa Kooh, ga kijofkaagari, onndiɗa fodaa daa 
EPH.4.8	Kërí tah, bíduunun ga Këyítfaa ga loo Kiristaanii an:
EPH.4.8	«Ga wii ya en na kilap ɗook asamaanɗa
EPH.4.8	ya ɓaydohin ɓiɓoꞌ ɓaa abuunun
EPH.4.8	Ee ya warohha ɓuwii iñcaa ya onohɗa.»
