GEN.1.1	In the beginning when God created
ROM.12.20	No, “if your enemies are hungry, feed them; if they are thirsty, give them something to drink; for by doing this you will heap burning coals on their heads.” 
ROM.12.21	Do not be overcome by evil, but overcome evil with good.
ROM.13.1	Let every person be subject to the governing authorities; for there is no authority except from God, and those authorities that exist have been instituted by God. 
ROM.13.2	Therefore whoever resists authority resists what God has appointed, and those who resist will incur judgment. 
ROM.13.3	For rulers are not a terror to good conduct, but to bad. Do you wish to have no fear of the authority? Then do what is good, and you will receive its approval; 
ROM.13.4	for it is God's servant for your good. But if you do what is wrong, you should be afraid, for the authority
ROM.13.5	Therefore one must be subject, not only because of wrath but also because of conscience. 
ROM.13.6	For the same reason you also pay taxes, for the authorities are God's servants, busy with this very thing. 
ROM.13.7	Pay to all what is due them—taxes to whom taxes are due, revenue to whom revenue is due, respect to whom respect is due, honor to whom honor is due.
ROM.13.8	Owe no one anything, except to love one another; for the one who loves another has fulfilled the law. 
ROM.13.9	The commandments, “You shall not commit adultery; You shall not murder; You shall not steal; You shall not covet”; and any other commandment, are summed up in this word, “Love your neighbor as yourself.” 
ROM.13.10	Love does no wrong to a neighbor; therefore, love is the fulfilling of the law.
ROM.13.11	Besides this, you know what time it is, how it is now the moment for you to wake from sleep. For salvation is nearer to us now than when we became believers; 
ROM.13.12	the night is far gone, the day is near. Let us then lay aside the works of darkness and put on the armor of light; 
ROM.13.13	let us live honorably as in the day, not in reveling and drunkenness, not in debauchery and licentiousness, not in quarreling and jealousy. 
ROM.13.14	Instead, put on the Lord Jesus Christ, and make no provision for the flesh, to gratify its desires.
ROM.14.1	Welcome those who are weak in faith,
ROM.14.2	Some believe in eating anything, while the weak eat only vegetables. 
ROM.14.3	Those who eat must not despise those who abstain, and those who abstain must not pass judgment on those who eat; for God has welcomed them. 
ROM.14.4	Who are you to pass judgment on servants of another? It is before their own lord that they stand or fall. And they will be upheld, for the Lord
ROM.14.5	Some judge one day to be better than another, while others judge all days to be alike. Let all be fully convinced in their own minds. 
ROM.14.6	Those who observe the day, observe it in honor of the Lord. Also those who eat, eat in honor of the Lord, since they give thanks to God; while those who abstain, abstain in honor of the Lord and give thanks to God.
ROM.14.7	We do not live to ourselves, and we do not die to ourselves. 
ROM.14.8	If we live, we live to the Lord, and if we die, we die to the Lord; so then, whether we live or whether we die, we are the Lord's. 
ROM.14.9	For to this end Christ died and lived again, so that he might be Lord of both the dead and the living.
ROM.14.10	Why do you pass judgment on your brother or sister?
ROM.14.11	For it is written,
ROM.14.11	“As I live, says the Lord, every knee shall bow to me,
ROM.14.11	and every tongue shall give praise to
ROM.14.12	So then, each of us will be accountable to God.
ROM.14.13	Let us therefore no longer pass judgment on one another, but resolve instead never to put a stumbling block or hindrance in the way of another.
ROM.14.14	I know and am persuaded in the Lord Jesus that nothing is unclean in itself; but it is unclean for anyone who thinks it unclean. 
ROM.14.15	If your brother or sister
ROM.14.16	So do not let your good be spoken of as evil. 
ROM.14.17	For the kingdom of God is not food and drink but righteousness and peace and joy in the Holy Spirit. 
ROM.14.18	The one who thus serves Christ is acceptable to God and has human approval. 
ROM.14.19	Let us then pursue what makes for peace and for mutual upbuilding. 
ROM.14.20	Do not, for the sake of food, destroy the work of God. Everything is indeed clean, but it is wrong for you to make others fall by what you eat; 
ROM.14.21	it is good not to eat meat or drink wine or do anything that makes your brother or sister
ROM.14.22	The faith that you have, have as your own conviction before God. Blessed are those who have no reason to condemn themselves because of what they approve. 
ROM.14.23	But those who have doubts are condemned if they eat, because they do not act from faith;
ROM.15.1	We who are strong ought to put up with the failings of the weak, and not to please ourselves. 
ROM.15.2	Each of us must please our neighbor for the good purpose of building up the neighbor. 
ROM.15.3	For Christ did not please himself; but, as it is written, “The insults of those who insult you have fallen on me.” 
ROM.15.4	For whatever was written in former days was written for our instruction, so that by steadfastness and by the encouragement of the scriptures we might have hope. 
ROM.15.5	May the God of steadfastness and encouragement grant you to live in harmony with one another, in accordance with Christ Jesus, 
ROM.15.6	so that together you may with one voice glorify the God and Father of our Lord Jesus Christ.
ROM.15.7	Welcome one another, therefore, just as Christ has welcomed you, for the glory of God. 
ROM.15.8	For I tell you that Christ has become a servant of the circumcised on behalf of the truth of God in order that he might confirm the promises given to the patriarchs, 
ROM.15.9	and in order that the Gentiles might glorify God for his mercy. As it is written,
ROM.15.9	“Therefore I will confess
ROM.15.9	and sing praises to your name”;
ROM.15.10	and again he says,
ROM.15.10	“Rejoice, O Gentiles, with his people”;
ROM.15.11	and again,
ROM.15.11	“Praise the Lord, all you Gentiles,
ROM.15.11	and let all the peoples praise him”;
ROM.15.12	and again Isaiah says,
ROM.15.12	“The root of Jesse shall come,
ROM.15.12	the one who rises to rule the Gentiles;
ROM.15.12	in him the Gentiles shall hope.”
ROM.15.13	May the God of hope fill you with all joy and peace in believing, so that you may abound in hope by the power of the Holy Spirit.
ROM.15.14	I myself feel confident about you, my brothers and sisters,
ROM.15.15	Nevertheless on some points I have written to you rather boldly by way of reminder, because of the grace given me by God 
ROM.15.16	to be a minister of Christ Jesus to the Gentiles in the priestly service of the gospel of God, so that the offering of the Gentiles may be acceptable, sanctified by the Holy Spirit. 
ROM.15.17	In Christ Jesus, then, I have reason to boast of my work for God. 
ROM.15.18	For I will not venture to speak of anything except what Christ has accomplished
ROM.15.19	by the power of signs and wonders, by the power of the Spirit of God,
ROM.15.20	Thus I make it my ambition to proclaim the good news,
ROM.15.21	but as it is written,
ROM.15.21	“Those who have never been told of him shall see,
ROM.15.21	and those who have never heard of him shall understand.”
ROM.15.22	This is the reason that I have so often been hindered from coming to you. 
ROM.15.23	But now, with no further place for me in these regions, I desire, as I have for many years, to come to you 
ROM.15.24	when I go to Spain. For I do hope to see you on my journey and to be sent on by you, once I have enjoyed your company for a little while. 
ROM.15.25	At present, however, I am going to Jerusalem in a ministry to the saints; 
ROM.15.26	for Macedonia and Achaia have been pleased to share their resources with the poor among the saints at Jerusalem. 
ROM.15.27	They were pleased to do this, and indeed they owe it to them; for if the Gentiles have come to share in their spiritual blessings, they ought also to be of service to them in material things. 
ROM.15.28	So, when I have completed this, and have delivered to them what has been collected,
ROM.15.29	and I know that when I come to you, I will come in the fullness of the blessing
ROM.15.30	I appeal to you, brothers and sisters,
ROM.15.31	that I may be rescued from the unbelievers in Judea, and that my ministry
ROM.15.32	so that by God's will I may come to you with joy and be refreshed in your company. 
ROM.15.33	The God of peace be with all of you.
ROM.16.1	I commend to you our sister Phoebe, a deacon
ROM.16.2	so that you may welcome her in the Lord as is fitting for the saints, and help her in whatever she may require from you, for she has been a benefactor of many and of myself as well.
ROM.16.3	Greet Prisca and Aquila, who work with me in Christ Jesus, 
ROM.16.4	and who risked their necks for my life, to whom not only I give thanks, but also all the churches of the Gentiles. 
ROM.16.5	Greet also the church in their house. Greet my beloved Epaenetus, who was the first convert
ROM.16.6	Greet Mary, who has worked very hard among you. 
ROM.16.7	Greet Andronicus and Junia,
ROM.16.8	Greet Ampliatus, my beloved in the Lord. 
ROM.16.9	Greet Urbanus, our co-worker in Christ, and my beloved Stachys. 
ROM.16.10	Greet Apelles, who is approved in Christ. Greet those who belong to the family of Aristobulus. 
ROM.16.11	Greet my relative
ROM.16.12	Greet those workers in the Lord, Tryphaena and Tryphosa. Greet the beloved Persis, who has worked hard in the Lord. 
ROM.16.13	Greet Rufus, chosen in the Lord; and greet his mother—a mother to me also. 
ROM.16.14	Greet Asyncritus, Phlegon, Hermes, Patrobas, Hermas, and the brothers and sisters
ROM.16.15	Greet Philologus, Julia, Nereus and his sister, and Olympas, and all the saints who are with them. 
ROM.16.16	Greet one another with a holy kiss. All the churches of Christ greet you.
ROM.16.17	I urge you, brothers and sisters,
ROM.16.18	For such people do not serve our Lord Christ, but their own appetites,
ROM.16.19	For while your obedience is known to all, so that I rejoice over you, I want you to be wise in what is good and guileless in what is evil. 
ROM.16.20	The God of peace will shortly crush Satan under your feet. The grace of our Lord Jesus Christ be with you.
ROM.16.21	Timothy, my co-worker, greets you; so do Lucius and Jason and Sosipater, my relatives.
ROM.16.22	I Tertius, the writer of this letter, greet you in the Lord.
ROM.16.23	Gaius, who is host to me and to the whole church, greets you. Erastus, the city treasurer, and our brother Quartus, greet you. 
ROM.16.25	Now to God
ROM.16.26	but is now disclosed, and through the prophetic writings is made known to all the Gentiles, according to the command of the eternal God, to bring about the obedience of faith— 
ROM.16.27	to the only wise God, through Jesus Christ, to whom
1CO.1.1	Paul, called to be an apostle of Christ Jesus by the will of God, and our brother Sosthenes,
1CO.1.2	To the church of God that is in Corinth, to those who are sanctified in Christ Jesus, called to be saints, together with all those who in every place call on the name of our Lord Jesus Christ, both their Lord
1CO.1.3	Grace to you and peace from God our Father and the Lord Jesus Christ.
1CO.1.4	I give thanks to my
1CO.1.5	for in every way you have been enriched in him, in speech and knowledge of every kind— 
1CO.1.6	just as the testimony of
1CO.1.7	so that you are not lacking in any spiritual gift as you wait for the revealing of our Lord Jesus Christ. 
1CO.1.8	He will also strengthen you to the end, so that you may be blameless on the day of our Lord Jesus Christ. 
1CO.1.9	God is faithful; by him you were called into the fellowship of his Son, Jesus Christ our Lord.
1CO.1.10	Now I appeal to you, brothers and sisters,
1CO.1.11	For it has been reported to me by Chloe's people that there are quarrels among you, my brothers and sisters.
1CO.1.12	What I mean is that each of you says, “I belong to Paul,” or “I belong to Apollos,” or “I belong to Cephas,” or “I belong to Christ.” 
1CO.1.13	Has Christ been divided? Was Paul crucified for you? Or were you baptized in the name of Paul? 
1CO.1.14	I thank God
1CO.1.15	so that no one can say that you were baptized in my name. 
1CO.1.16	(I did baptize also the household of Stephanas; beyond that, I do not know whether I baptized anyone else.) 
1CO.1.17	For Christ did not send me to baptize but to proclaim the gospel, and not with eloquent wisdom, so that the cross of Christ might not be emptied of its power.
1CO.1.18	For the message about the cross is foolishness to those who are perishing, but to us who are being saved it is the power of God. 
1CO.1.19	For it is written,
1CO.1.19	“I will destroy the wisdom of the wise,
1CO.1.19	and the discernment of the discerning I will thwart.”
1CO.1.20	Where is the one who is wise? Where is the scribe? Where is the debater of this age? Has not God made foolish the wisdom of the world? 
1CO.1.21	For since, in the wisdom of God, the world did not know God through wisdom, God decided, through the foolishness of our proclamation, to save those who believe. 
1CO.1.22	For Jews demand signs and Greeks desire wisdom, 
1CO.1.23	but we proclaim Christ crucified, a stumbling block to Jews and foolishness to Gentiles, 
1CO.1.24	but to those who are the called, both Jews and Greeks, Christ the power of God and the wisdom of God. 
1CO.1.25	For God's foolishness is wiser than human wisdom, and God's weakness is stronger than human strength.
1CO.1.26	Consider your own call, brothers and sisters:
1CO.1.27	But God chose what is foolish in the world to shame the wise; God chose what is weak in the world to shame the strong; 
1CO.1.28	God chose what is low and despised in the world, things that are not, to reduce to nothing things that are, 
1CO.1.29	so that no one
1CO.1.30	He is the source of your life in Christ Jesus, who became for us wisdom from God, and righteousness and sanctification and redemption, 
1CO.1.31	in order that, as it is written, “Let the one who boasts, boast in
1CO.2.1	When I came to you, brothers and sisters,
1CO.2.2	For I decided to know nothing among you except Jesus Christ, and him crucified. 
1CO.2.3	And I came to you in weakness and in fear and in much trembling. 
1CO.2.4	My speech and my proclamation were not with plausible words of wisdom,
1CO.2.5	so that your faith might rest not on human wisdom but on the power of God.
1CO.2.6	Yet among the mature we do speak wisdom, though it is not a wisdom of this age or of the rulers of this age, who are doomed to perish. 
1CO.2.7	But we speak God's wisdom, secret and hidden, which God decreed before the ages for our glory. 
1CO.2.8	None of the rulers of this age understood this; for if they had, they would not have crucified the Lord of glory. 
1CO.2.9	But, as it is written,
1CO.2.9	“What no eye has seen, nor ear heard,
1CO.2.9	nor the human heart conceived,
1CO.2.9	what God has prepared for those who love him”—
1CO.2.10	these things God has revealed to us through the Spirit; for the Spirit searches everything, even the depths of God. 
1CO.2.11	For what human being knows what is truly human except the human spirit that is within? So also no one comprehends what is truly God's except the Spirit of God. 
1CO.2.12	Now we have received not the spirit of the world, but the Spirit that is from God, so that we may understand the gifts bestowed on us by God. 
1CO.2.13	And we speak of these things in words not taught by human wisdom but taught by the Spirit, interpreting spiritual things to those who are spiritual.
1CO.2.14	Those who are unspiritual
1CO.2.15	Those who are spiritual discern all things, and they are themselves subject to no one else's scrutiny.
1CO.2.16	“For who has known the mind of the Lord
1CO.2.16	so as to instruct him?”
1CO.2.16	But we have the mind of Christ.
1CO.3.1	And so, brothers and sisters,
1CO.3.2	I fed you with milk, not solid food, for you were not ready for solid food. Even now you are still not ready, 
1CO.3.3	for you are still of the flesh. For as long as there is jealousy and quarreling among you, are you not of the flesh, and behaving according to human inclinations? 
1CO.3.4	For when one says, “I belong to Paul,” and another, “I belong to Apollos,” are you not merely human?
1CO.3.5	What then is Apollos? What is Paul? Servants through whom you came to believe, as the Lord assigned to each. 
1CO.3.6	I planted, Apollos watered, but God gave the growth. 
1CO.3.7	So neither the one who plants nor the one who waters is anything, but only God who gives the growth. 
1CO.3.8	The one who plants and the one who waters have a common purpose, and each will receive wages according to the labor of each. 
1CO.3.9	For we are God's servants, working together; you are God's field, God's building.
1CO.3.10	According to the grace of God given to me, like a skilled master builder I laid a foundation, and someone else is building on it. Each builder must choose with care how to build on it. 
1CO.3.11	For no one can lay any foundation other than the one that has been laid; that foundation is Jesus Christ. 
1CO.3.12	Now if anyone builds on the foundation with gold, silver, precious stones, wood, hay, straw— 
1CO.3.13	the work of each builder will become visible, for the Day will disclose it, because it will be revealed with fire, and the fire will test what sort of work each has done. 
1CO.3.14	If what has been built on the foundation survives, the builder will receive a reward. 
1CO.3.15	If the work is burned up, the builder will suffer loss; the builder will be saved, but only as through fire.
1CO.3.16	Do you not know that you are God's temple and that God's Spirit dwells in you?
1CO.3.17	If anyone destroys God's temple, God will destroy that person. For God's temple is holy, and you are that temple.
1CO.3.18	Do not deceive yourselves. If you think that you are wise in this age, you should become fools so that you may become wise. 
1CO.3.19	For the wisdom of this world is foolishness with God. For it is written,
1CO.3.19	“He catches the wise in their craftiness,”
1CO.3.20	and again,
1CO.3.20	“The Lord knows the thoughts of the wise,
1CO.3.20	that they are futile.”
1CO.3.21	So let no one boast about human leaders. For all things are yours, 
1CO.3.22	whether Paul or Apollos or Cephas or the world or life or death or the present or the future—all belong to you, 
1CO.3.23	and you belong to Christ, and Christ belongs to God.
1CO.4.1	Think of us in this way, as servants of Christ and stewards of God's mysteries. 
1CO.4.2	Moreover, it is required of stewards that they be found trustworthy. 
1CO.4.3	But with me it is a very small thing that I should be judged by you or by any human court. I do not even judge myself. 
1CO.4.4	I am not aware of anything against myself, but I am not thereby acquitted. It is the Lord who judges me. 
1CO.4.5	Therefore do not pronounce judgment before the time, before the Lord comes, who will bring to light the things now hidden in darkness and will disclose the purposes of the heart. Then each one will receive commendation from God.
1CO.4.6	I have applied all this to Apollos and myself for your benefit, brothers and sisters,
1CO.4.7	For who sees anything different in you?
1CO.4.8	Already you have all you want! Already you have become rich! Quite apart from us you have become kings! Indeed, I wish that you had become kings, so that we might be kings with you! 
1CO.4.9	For I think that God has exhibited us apostles as last of all, as though sentenced to death, because we have become a spectacle to the world, to angels and to mortals. 
1CO.4.10	We are fools for the sake of Christ, but you are wise in Christ. We are weak, but you are strong. You are held in honor, but we in disrepute. 
1CO.4.11	To the present hour we are hungry and thirsty, we are poorly clothed and beaten and homeless, 
1CO.4.12	and we grow weary from the work of our own hands. When reviled, we bless; when persecuted, we endure; 
1CO.4.13	when slandered, we speak kindly. We have become like the rubbish of the world, the dregs of all things, to this very day.
1CO.4.14	I am not writing this to make you ashamed, but to admonish you as my beloved children. 
1CO.4.15	For though you might have ten thousand guardians in Christ, you do not have many fathers. Indeed, in Christ Jesus I became your father through the gospel. 
1CO.4.16	I appeal to you, then, be imitators of me. 
1CO.4.17	For this reason I sent
1CO.4.18	But some of you, thinking that I am not coming to you, have become arrogant. 
1CO.4.19	But I will come to you soon, if the Lord wills, and I will find out not the talk of these arrogant people but their power. 
1CO.4.20	For the kingdom of God depends not on talk but on power. 
1CO.4.21	What would you prefer? Am I to come to you with a stick, or with love in a spirit of gentleness?
1CO.5.1	It is actually reported that there is sexual immorality among you, and of a kind that is not found even among pagans; for a man is living with his father's wife. 
1CO.5.2	And you are arrogant! Should you not rather have mourned, so that he who has done this would have been removed from among you?
1CO.5.3	For though absent in body, I am present in spirit; and as if present I have already pronounced judgment 
1CO.5.4	in the name of the Lord Jesus on the man who has done such a thing.
1CO.5.5	you are to hand this man over to Satan for the destruction of the flesh, so that his spirit may be saved in the day of the Lord.
1CO.5.6	Your boasting is not a good thing. Do you not know that a little yeast leavens the whole batch of dough? 
1CO.5.7	Clean out the old yeast so that you may be a new batch, as you really are unleavened. For our paschal lamb, Christ, has been sacrificed. 
1CO.5.8	Therefore, let us celebrate the festival, not with the old yeast, the yeast of malice and evil, but with the unleavened bread of sincerity and truth.
1CO.5.9	I wrote to you in my letter not to associate with sexually immoral persons— 
1CO.5.10	not at all meaning the immoral of this world, or the greedy and robbers, or idolaters, since you would then need to go out of the world. 
1CO.5.11	But now I am writing to you not to associate with anyone who bears the name of brother or sister
1CO.5.12	For what have I to do with judging those outside? Is it not those who are inside that you are to judge? 
1CO.5.13	God will judge those outside. “Drive out the wicked person from among you.”
1CO.6.1	When any of you has a grievance against another, do you dare to take it to court before the unrighteous, instead of taking it before the saints? 
1CO.6.2	Do you not know that the saints will judge the world? And if the world is to be judged by you, are you incompetent to try trivial cases? 
1CO.6.3	Do you not know that we are to judge angels—to say nothing of ordinary matters? 
1CO.6.4	If you have ordinary cases, then, do you appoint as judges those who have no standing in the church? 
1CO.6.5	I say this to your shame. Can it be that there is no one among you wise enough to decide between one believer
1CO.6.6	but a believer
1CO.6.7	In fact, to have lawsuits at all with one another is already a defeat for you. Why not rather be wronged? Why not rather be defrauded? 
1CO.6.8	But you yourselves wrong and defraud—and believers
1CO.6.9	Do you not know that wrongdoers will not inherit the kingdom of God? Do not be deceived! Fornicators, idolaters, adulterers, male prostitutes, sodomites, 
1CO.6.10	thieves, the greedy, drunkards, revilers, robbers—none of these will inherit the kingdom of God. 
1CO.6.11	And this is what some of you used to be. But you were washed, you were sanctified, you were justified in the name of the Lord Jesus Christ and in the Spirit of our God.
1CO.6.12	“All things are lawful for me,” but not all things are beneficial. “All things are lawful for me,” but I will not be dominated by anything. 
1CO.6.13	“Food is meant for the stomach and the stomach for food,”
1CO.6.14	And God raised the Lord and will also raise us by his power. 
1CO.6.15	Do you not know that your bodies are members of Christ? Should I therefore take the members of Christ and make them members of a prostitute? Never! 
1CO.6.16	Do you not know that whoever is united to a prostitute becomes one body with her? For it is said, “The two shall be one flesh.” 
1CO.6.17	But anyone united to the Lord becomes one spirit with him. 
1CO.6.18	Shun fornication! Every sin that a person commits is outside the body; but the fornicator sins against the body itself. 
1CO.6.19	Or do you not know that your body is a temple
1CO.6.20	For you were bought with a price; therefore glorify God in your body.
1CO.7.1	Now concerning the matters about which you wrote: “It is well for a man not to touch a woman.” 
1CO.7.2	But because of cases of sexual immorality, each man should have his own wife and each woman her own husband. 
1CO.7.3	The husband should give to his wife her conjugal rights, and likewise the wife to her husband. 
1CO.7.4	For the wife does not have authority over her own body, but the husband does; likewise the husband does not have authority over his own body, but the wife does. 
1CO.7.5	Do not deprive one another except perhaps by agreement for a set time, to devote yourselves to prayer, and then come together again, so that Satan may not tempt you because of your lack of self-control. 
1CO.7.6	This I say by way of concession, not of command. 
1CO.7.7	I wish that all were as I myself am. But each has a particular gift from God, one having one kind and another a different kind.
1CO.7.8	To the unmarried and the widows I say that it is well for them to remain unmarried as I am. 
1CO.7.9	But if they are not practicing self-control, they should marry. For it is better to marry than to be aflame with passion.
1CO.7.10	To the married I give this command—not I but the Lord—that the wife should not separate from her husband 
1CO.7.11	(but if she does separate, let her remain unmarried or else be reconciled to her husband), and that the husband should not divorce his wife.
1CO.7.12	To the rest I say—I and not the Lord—that if any believer
1CO.7.13	And if any woman has a husband who is an unbeliever, and he consents to live with her, she should not divorce him. 
1CO.7.14	For the unbelieving husband is made holy through his wife, and the unbelieving wife is made holy through her husband. Otherwise, your children would be unclean, but as it is, they are holy. 
1CO.7.15	But if the unbelieving partner separates, let it be so; in such a case the brother or sister is not bound. It is to peace that God has called you.
1CO.7.16	Wife, for all you know, you might save your husband. Husband, for all you know, you might save your wife.
1CO.7.17	However that may be, let each of you lead the life that the Lord has assigned, to which God called you. This is my rule in all the churches. 
1CO.7.18	Was anyone at the time of his call already circumcised? Let him not seek to remove the marks of circumcision. Was anyone at the time of his call uncircumcised? Let him not seek circumcision. 
1CO.7.19	Circumcision is nothing, and uncircumcision is nothing; but obeying the commandments of God is everything. 
1CO.7.20	Let each of you remain in the condition in which you were called.
1CO.7.21	Were you a slave when called? Do not be concerned about it. Even if you can gain your freedom, make use of your present condition now more than ever.
1CO.7.22	For whoever was called in the Lord as a slave is a freed person belonging to the Lord, just as whoever was free when called is a slave of Christ. 
1CO.7.23	You were bought with a price; do not become slaves of human masters. 
1CO.7.24	In whatever condition you were called, brothers and sisters,
1CO.7.25	Now concerning virgins, I have no command of the Lord, but I give my opinion as one who by the Lord's mercy is trustworthy. 
1CO.7.26	I think that, in view of the impending
1CO.7.27	Are you bound to a wife? Do not seek to be free. Are you free from a wife? Do not seek a wife. 
1CO.7.28	But if you marry, you do not sin, and if a virgin marries, she does not sin. Yet those who marry will experience distress in this life,
1CO.7.29	I mean, brothers and sisters,
1CO.7.30	and those who mourn as though they were not mourning, and those who rejoice as though they were not rejoicing, and those who buy as though they had no possessions, 
1CO.7.31	and those who deal with the world as though they had no dealings with it. For the present form of this world is passing away.
1CO.7.32	I want you to be free from anxieties. The unmarried man is anxious about the affairs of the Lord, how to please the Lord; 
1CO.7.33	but the married man is anxious about the affairs of the world, how to please his wife, 
1CO.7.34	and his interests are divided. And the unmarried woman and the virgin are anxious about the affairs of the Lord, so that they may be holy in body and spirit; but the married woman is anxious about the affairs of the world, how to please her husband. 
1CO.7.35	I say this for your own benefit, not to put any restraint upon you, but to promote good order and unhindered devotion to the Lord.
1CO.7.36	If anyone thinks that he is not behaving properly toward his fiancée,
1CO.7.37	But if someone stands firm in his resolve, being under no necessity but having his own desire under control, and has determined in his own mind to keep her as his fiancée,
1CO.7.38	So then, he who marries his fiancée
1CO.7.39	A wife is bound as long as her husband lives. But if the husband dies,
1CO.7.40	But in my judgment she is more blessed if she remains as she is. And I think that I too have the Spirit of God.
1CO.8.1	Now concerning food sacrificed to idols: we know that “all of us possess knowledge.” Knowledge puffs up, but love builds up. 
1CO.8.2	Anyone who claims to know something does not yet have the necessary knowledge; 
1CO.8.3	but anyone who loves God is known by him.
1CO.8.4	Hence, as to the eating of food offered to idols, we know that “no idol in the world really exists,” and that “there is no God but one.” 
1CO.8.5	Indeed, even though there may be so-called gods in heaven or on earth—as in fact there are many gods and many lords— 
1CO.8.6	yet for us there is one God, the Father, from whom are all things and for whom we exist, and one Lord, Jesus Christ, through whom are all things and through whom we exist.
1CO.8.7	It is not everyone, however, who has this knowledge. Since some have become so accustomed to idols until now, they still think of the food they eat as food offered to an idol; and their conscience, being weak, is defiled. 
1CO.8.8	“Food will not bring us close to God.”
1CO.8.9	But take care that this liberty of yours does not somehow become a stumbling block to the weak. 
1CO.8.10	For if others see you, who possess knowledge, eating in the temple of an idol, might they not, since their conscience is weak, be encouraged to the point of eating food sacrificed to idols? 
1CO.8.11	So by your knowledge those weak believers for whom Christ died are destroyed.
1CO.8.12	But when you thus sin against members of your family,
1CO.8.13	Therefore, if food is a cause of their falling,
1CO.9.1	Am I not free? Am I not an apostle? Have I not seen Jesus our Lord? Are you not my work in the Lord? 
1CO.9.2	If I am not an apostle to others, at least I am to you; for you are the seal of my apostleship in the Lord.
1CO.9.3	This is my defense to those who would examine me. 
1CO.9.4	Do we not have the right to our food and drink? 
1CO.9.5	Do we not have the right to be accompanied by a believing wife,
1CO.9.6	Or is it only Barnabas and I who have no right to refrain from working for a living? 
1CO.9.7	Who at any time pays the expenses for doing military service? Who plants a vineyard and does not eat any of its fruit? Or who tends a flock and does not get any of its milk?
1CO.9.8	Do I say this on human authority? Does not the law also say the same? 
1CO.9.9	For it is written in the law of Moses, “You shall not muzzle an ox while it is treading out the grain.” Is it for oxen that God is concerned? 
1CO.9.10	Or does he not speak entirely for our sake? It was indeed written for our sake, for whoever plows should plow in hope and whoever threshes should thresh in hope of a share in the crop. 
1CO.9.11	If we have sown spiritual good among you, is it too much if we reap your material benefits? 
1CO.9.12	If others share this rightful claim on you, do not we still more?
1CO.9.12	Nevertheless, we have not made use of this right, but we endure anything rather than put an obstacle in the way of the gospel of Christ. 
1CO.9.13	Do you not know that those who are employed in the temple service get their food from the temple, and those who serve at the altar share in what is sacrificed on the altar? 
1CO.9.14	In the same way, the Lord commanded that those who proclaim the gospel should get their living by the gospel.
1CO.9.15	But I have made no use of any of these rights, nor am I writing this so that they may be applied in my case. Indeed, I would rather die than that—no one will deprive me of my ground for boasting! 
1CO.9.16	If I proclaim the gospel, this gives me no ground for boasting, for an obligation is laid on me, and woe to me if I do not proclaim the gospel! 
1CO.9.17	For if I do this of my own will, I have a reward; but if not of my own will, I am entrusted with a commission. 
1CO.9.18	What then is my reward? Just this: that in my proclamation I may make the gospel free of charge, so as not to make full use of my rights in the gospel.
1CO.9.19	For though I am free with respect to all, I have made myself a slave to all, so that I might win more of them. 
1CO.9.20	To the Jews I became as a Jew, in order to win Jews. To those under the law I became as one under the law (though I myself am not under the law) so that I might win those under the law. 
1CO.9.21	To those outside the law I became as one outside the law (though I am not free from God's law but am under Christ's law) so that I might win those outside the law. 
1CO.9.22	To the weak I became weak, so that I might win the weak. I have become all things to all people, that I might by all means save some. 
1CO.9.23	I do it all for the sake of the gospel, so that I may share in its blessings.
1CO.9.24	Do you not know that in a race the runners all compete, but only one receives the prize? Run in such a way that you may win it. 
1CO.9.25	Athletes exercise self-control in all things; they do it to receive a perishable wreath, but we an imperishable one. 
1CO.9.26	So I do not run aimlessly, nor do I box as though beating the air; 
1CO.9.27	but I punish my body and enslave it, so that after proclaiming to others I myself should not be disqualified.
1CO.10.1	I do not want you to be unaware, brothers and sisters,
1CO.10.2	and all were baptized into Moses in the cloud and in the sea, 
1CO.10.3	and all ate the same spiritual food, 
1CO.10.4	and all drank the same spiritual drink. For they drank from the spiritual rock that followed them, and the rock was Christ. 
1CO.10.5	Nevertheless, God was not pleased with most of them, and they were struck down in the wilderness.
1CO.10.6	Now these things occurred as examples for us, so that we might not desire evil as they did. 
1CO.10.7	Do not become idolaters as some of them did; as it is written, “The people sat down to eat and drink, and they rose up to play.” 
1CO.10.8	We must not indulge in sexual immorality as some of them did, and twenty-three thousand fell in a single day. 
1CO.10.9	We must not put Christ
1CO.10.10	And do not complain as some of them did, and were destroyed by the destroyer. 
1CO.10.11	These things happened to them to serve as an example, and they were written down to instruct us, on whom the ends of the ages have come. 
1CO.10.12	So if you think you are standing, watch out that you do not fall. 
1CO.10.13	No testing has overtaken you that is not common to everyone. God is faithful, and he will not let you be tested beyond your strength, but with the testing he will also provide the way out so that you may be able to endure it.
1CO.10.14	Therefore, my dear friends,
1CO.10.15	I speak as to sensible people; judge for yourselves what I say. 
1CO.10.16	The cup of blessing that we bless, is it not a sharing in the blood of Christ? The bread that we break, is it not a sharing in the body of Christ? 
1CO.10.17	Because there is one bread, we who are many are one body, for we all partake of the one bread. 
1CO.10.18	Consider the people of Israel;
1CO.10.19	What do I imply then? That food sacrificed to idols is anything, or that an idol is anything? 
1CO.10.20	No, I imply that what pagans sacrifice, they sacrifice to demons and not to God. I do not want you to be partners with demons. 
1CO.10.21	You cannot drink the cup of the Lord and the cup of demons. You cannot partake of the table of the Lord and the table of demons. 
1CO.10.22	Or are we provoking the Lord to jealousy? Are we stronger than he?
