GEN.1.1	In the beginning when God created
JER.41.3	Ishmael also killed all the Judeans who were with Gedaliah at Mizpah, and the Chaldean soldiers who happened to be there.
JER.41.4	On the day after the murder of Gedaliah, before anyone knew of it, 
JER.41.5	eighty men arrived from Shechem and Shiloh and Samaria, with their beards shaved and their clothes torn, and their bodies gashed, bringing grain offerings and incense to present at the temple of the 
JER.41.6	And Ishmael son of Nethaniah came out from Mizpah to meet them, weeping as he came. As he met them, he said to them, “Come to Gedaliah son of Ahikam.” 
JER.41.7	When they reached the middle of the city, Ishmael son of Nethaniah and the men with him slaughtered them, and threw them
JER.41.8	But there were ten men among them who said to Ishmael, “Do not kill us, for we have stores of wheat, barley, oil, and honey hidden in the fields.” So he refrained, and did not kill them along with their companions.
JER.41.9	Now the cistern into which Ishmael had thrown all the bodies of the men whom he had struck down was the large cistern
JER.41.10	Then Ishmael took captive all the rest of the people who were in Mizpah, the king's daughters and all the people who were left at Mizpah, whom Nebuzaradan, the captain of the guard, had committed to Gedaliah son of Ahikam. Ishmael son of Nethaniah took them captive and set out to cross over to the Ammonites.
JER.41.11	But when Johanan son of Kareah and all the leaders of the forces with him heard of all the crimes that Ishmael son of Nethaniah had done, 
JER.41.12	they took all their men and went to fight against Ishmael son of Nethaniah. They came upon him at the great pool that is in Gibeon. 
JER.41.13	And when all the people who were with Ishmael saw Johanan son of Kareah and all the leaders of the forces with him, they were glad. 
JER.41.14	So all the people whom Ishmael had carried away captive from Mizpah turned around and came back, and went to Johanan son of Kareah. 
JER.41.15	But Ishmael son of Nethaniah escaped from Johanan with eight men, and went to the Ammonites. 
JER.41.16	Then Johanan son of Kareah and all the leaders of the forces with him took all the rest of the people whom Ishmael son of Nethaniah had carried away captive
JER.41.17	And they set out, and stopped at Geruth Chimham near Bethlehem, intending to go to Egypt 
JER.41.18	because of the Chaldeans; for they were afraid of them, because Ishmael son of Nethaniah had killed Gedaliah son of Ahikam, whom the king of Babylon had made governor over the land.
JER.42.1	Then all the commanders of the forces, and Johanan son of Kareah and Azariah
JER.42.2	the prophet Jeremiah and said, “Be good enough to listen to our plea, and pray to the 
JER.42.3	Let the 
JER.42.4	The prophet Jeremiah said to them, “Very well: I am going to pray to the 
JER.42.5	They in their turn said to Jeremiah, “May the 
JER.42.6	Whether it is good or bad, we will obey the voice of the 
JER.42.7	At the end of ten days the word of the 
JER.42.8	Then he summoned Johanan son of Kareah and all the commanders of the forces who were with him, and all the people from the least to the greatest, 
JER.42.9	and said to them, “Thus says the 
JER.42.10	If you will only remain in this land, then I will build you up and not pull you down; I will plant you, and not pluck you up; for I am sorry for the disaster that I have brought upon you. 
JER.42.11	Do not be afraid of the king of Babylon, as you have been; do not be afraid of him, says the 
JER.42.12	I will grant you mercy, and he will have mercy on you and restore you to your native soil. 
JER.42.13	But if you continue to say, ‘We will not stay in this land,’ thus disobeying the voice of the 
JER.42.14	and saying, ‘No, we will go to the land of Egypt, where we shall not see war, or hear the sound of the trumpet, or be hungry for bread, and there we will stay,’ 
JER.42.15	then hear the word of the 
JER.42.16	then the sword that you fear shall overtake you there, in the land of Egypt; and the famine that you dread shall follow close after you into Egypt; and there you shall die. 
JER.42.17	All the people who have determined to go to Egypt to settle there shall die by the sword, by famine, and by pestilence; they shall have no remnant or survivor from the disaster that I am bringing upon them.
JER.42.18	“For thus says the 
JER.42.19	The 
JER.42.20	that you have made a fatal mistake. For you yourselves sent me to the 
JER.42.21	So I have told you today, but you have not obeyed the voice of the 
JER.42.22	Be well aware, then, that you shall die by the sword, by famine, and by pestilence in the place where you desire to go and settle.”
JER.43.1	When Jeremiah finished speaking to all the people all these words of the 
JER.43.2	Azariah son of Hoshaiah and Johanan son of Kareah and all the other insolent men said to Jeremiah, “You are telling a lie. The 
JER.43.3	but Baruch son of Neriah is inciting you against us, to hand us over to the Chaldeans, in order that they may kill us or take us into exile in Babylon.” 
JER.43.4	So Johanan son of Kareah and all the commanders of the forces and all the people did not obey the voice of the 
JER.43.5	But Johanan son of Kareah and all the commanders of the forces took all the remnant of Judah who had returned to settle in the land of Judah from all the nations to which they had been driven— 
JER.43.6	the men, the women, the children, the princesses, and everyone whom Nebuzaradan the captain of the guard had left with Gedaliah son of Ahikam son of Shaphan; also the prophet Jeremiah and Baruch son of Neriah. 
JER.43.7	And they came into the land of Egypt, for they did not obey the voice of the 
JER.43.8	Then the word of the 
JER.43.9	Take some large stones in your hands, and bury them in the clay pavement
JER.43.10	and say to them, Thus says the 
JER.43.11	He shall come and ravage the land of Egypt, giving
JER.43.11	those who are destined for pestilence, to pestilence,
JER.43.11	and those who are destined for captivity, to captivity,
JER.43.11	and those who are destined for the sword, to the sword.
JER.43.12	He
JER.43.13	He shall break the obelisks of Heliopolis, which is in the land of Egypt; and the temples of the gods of Egypt he shall burn with fire.
JER.44.1	The word that came to Jeremiah for all the Judeans living in the land of Egypt, at Migdol, at Tahpanhes, at Memphis, and in the land of Pathros, 
JER.44.2	Thus says the 
JER.44.3	because of the wickedness that they committed, provoking me to anger, in that they went to make offerings and serve other gods that they had not known, neither they, nor you, nor your ancestors. 
JER.44.4	Yet I persistently sent to you all my servants the prophets, saying, “I beg you not to do this abominable thing that I hate!” 
JER.44.5	But they did not listen or incline their ear, to turn from their wickedness and make no offerings to other gods. 
JER.44.6	So my wrath and my anger were poured out and kindled in the towns of Judah and in the streets of Jerusalem; and they became a waste and a desolation, as they still are today. 
JER.44.7	And now thus says the 
JER.44.8	Why do you provoke me to anger with the works of your hands, making offerings to other gods in the land of Egypt where you have come to settle? Will you be cut off and become an object of cursing and ridicule among all the nations of the earth? 
JER.44.9	Have you forgotten the crimes of your ancestors, of the kings of Judah, of their
JER.44.10	They have shown no contrition or fear to this day, nor have they walked in my law and my statutes that I set before you and before your ancestors.
JER.44.11	Therefore thus says the 
JER.44.12	I will take the remnant of Judah who are determined to come to the land of Egypt to settle, and they shall perish, everyone; in the land of Egypt they shall fall; by the sword and by famine they shall perish; from the least to the greatest, they shall die by the sword and by famine; and they shall become an object of execration and horror, of cursing and ridicule. 
JER.44.13	I will punish those who live in the land of Egypt, as I have punished Jerusalem, with the sword, with famine, and with pestilence, 
JER.44.14	so that none of the remnant of Judah who have come to settle in the land of Egypt shall escape or survive or return to the land of Judah. Although they long to go back to live there, they shall not go back, except some fugitives.
JER.44.15	Then all the men who were aware that their wives had been making offerings to other gods, and all the women who stood by, a great assembly, all the people who lived in Pathros in the land of Egypt, answered Jeremiah: 
JER.44.16	“As for the word that you have spoken to us in the name of the 
JER.44.17	Instead, we will do everything that we have vowed, make offerings to the queen of heaven and pour out libations to her, just as we and our ancestors, our kings and our officials, used to do in the towns of Judah and in the streets of Jerusalem. We used to have plenty of food, and prospered, and saw no misfortune. 
JER.44.18	But from the time we stopped making offerings to the queen of heaven and pouring out libations to her, we have lacked everything and have perished by the sword and by famine.” 
JER.44.19	And the women said,
JER.44.20	Then Jeremiah said to all the people, men and women, all the people who were giving him this answer: 
JER.44.21	“As for the offerings that you made in the towns of Judah and in the streets of Jerusalem, you and your ancestors, your kings and your officials, and the people of the land, did not the 
JER.44.22	The 
JER.44.23	It is because you burned offerings, and because you sinned against the 
JER.44.24	Jeremiah said to all the people and all the women, “Hear the word of the 
JER.44.25	Thus says the 
JER.44.26	Therefore hear the word of the 
JER.44.27	I am going to watch over them for harm and not for good; all the people of Judah who are in the land of Egypt shall perish by the sword and by famine, until not one is left. 
JER.44.28	And those who escape the sword shall return from the land of Egypt to the land of Judah, few in number; and all the remnant of Judah, who have come to the land of Egypt to settle, shall know whose words will stand, mine or theirs! 
JER.44.29	This shall be the sign to you, says the 
JER.44.30	Thus says the 
JER.45.1	The word that the prophet Jeremiah spoke to Baruch son of Neriah, when he wrote these words in a scroll at the dictation of Jeremiah, in the fourth year of King Jehoiakim son of Josiah of Judah: 
JER.45.2	Thus says the 
JER.45.3	You said, “Woe is me! The 
JER.45.4	Thus you shall say to him, “Thus says the 
JER.45.5	And you, do you seek great things for yourself? Do not seek them; for I am going to bring disaster upon all flesh, says the 
JER.46.1	The word of the 
JER.46.2	Concerning Egypt, about the army of Pharaoh Neco, king of Egypt, which was by the river Euphrates at Carchemish and which King Nebuchadrezzar of Babylon defeated in the fourth year of King Jehoiakim son of Josiah of Judah:
JER.46.3	Prepare buckler and shield,
JER.46.3	and advance for battle!
JER.46.4	Harness the horses;
JER.46.4	mount the steeds!
JER.46.4	Take your stations with your helmets,
JER.46.4	whet your lances,
JER.46.4	put on your coats of mail!
JER.46.5	Why do I see them terrified?
JER.46.5	They have fallen back;
JER.46.5	their warriors are beaten down,
JER.46.5	and have fled in haste.
JER.46.5	They do not look back—
JER.46.5	terror is all around!
JER.46.5	says the 
JER.46.6	The swift cannot flee away,
JER.46.6	nor can the warrior escape;
JER.46.6	in the north by the river Euphrates
JER.46.6	they have stumbled and fallen.
JER.46.7	Who is this, rising like the Nile,
JER.46.7	like rivers whose waters surge?
JER.46.8	Egypt rises like the Nile,
JER.46.8	like rivers whose waters surge.
JER.46.8	It said, Let me rise, let me cover the earth,
JER.46.8	let me destroy cities and their inhabitants.
JER.46.9	Advance, O horses,
JER.46.9	and dash madly, O chariots!
JER.46.9	Let the warriors go forth:
JER.46.9	Ethiopia
JER.46.9	the Ludim, who draw
JER.46.10	That day is the day of the Lord 
JER.46.10	a day of retribution,
JER.46.10	to gain vindication from his foes.
JER.46.10	The sword shall devour and be sated,
JER.46.10	and drink its fill of their blood.
JER.46.10	For the Lord 
JER.46.10	in the land of the north by the river Euphrates.
JER.46.11	Go up to Gilead, and take balm,
JER.46.11	O virgin daughter Egypt!
JER.46.11	In vain you have used many medicines;
JER.46.11	there is no healing for you.
JER.46.12	The nations have heard of your shame,
JER.46.12	and the earth is full of your cry;
JER.46.12	for warrior has stumbled against warrior;
JER.46.12	both have fallen together.
JER.46.13	The word that the 
JER.46.14	Declare in Egypt, and proclaim in Migdol;
JER.46.14	proclaim in Memphis and Tahpanhes;
JER.46.14	Say, “Take your stations and be ready,
JER.46.14	for the sword shall devour those around you.”
JER.46.15	Why has Apis fled?
JER.46.15	Why did your bull not stand?
JER.46.15	—because the 
JER.46.16	Your multitude stumbled
JER.46.16	and one said to another,
JER.46.16	“Come, let us go back to our own people
JER.46.16	and to the land of our birth,
JER.46.16	because of the destroying sword.”
JER.46.17	Give Pharaoh, king of Egypt, the name
JER.46.17	“Braggart who missed his chance.”
JER.46.18	As I live, says the King,
JER.46.18	whose name is the 
JER.46.18	one is coming
JER.46.18	like Tabor among the mountains,
JER.46.18	and like Carmel by the sea.
JER.46.19	Pack your bags for exile,
JER.46.19	sheltered daughter Egypt!
JER.46.19	For Memphis shall become a waste,
JER.46.19	a ruin, without inhabitant.
JER.46.20	A beautiful heifer is Egypt—
JER.46.20	a gadfly from the north lights upon her.
JER.46.21	Even her mercenaries in her midst
JER.46.21	are like fatted calves;
JER.46.21	they too have turned and fled together,
JER.46.21	they did not stand;
JER.46.21	for the day of their calamity has come upon them,
JER.46.21	the time of their punishment.
JER.46.22	She makes a sound like a snake gliding away;
JER.46.22	for her enemies march in force,
JER.46.22	and come against her with axes,
JER.46.22	like those who fell trees.
JER.46.23	They shall cut down her forest,
JER.46.23	says the 
JER.46.23	though it is impenetrable,
JER.46.23	because they are more numerous
JER.46.23	than locusts;
JER.46.23	they are without number.
JER.46.24	Daughter Egypt shall be put to shame;
JER.46.24	she shall be handed over to a people from the north.
JER.46.25	The 
JER.46.26	I will hand them over to those who seek their life, to King Nebuchadrezzar of Babylon and his officers. Afterward Egypt shall be inhabited as in the days of old, says the 
JER.46.27	But as for you, have no fear, my servant Jacob,
JER.46.27	and do not be dismayed, O Israel;
JER.46.27	for I am going to save you from far away,
JER.46.27	and your offspring from the land of their captivity.
JER.46.27	Jacob shall return and have quiet and ease,
JER.46.27	and no one shall make him afraid.
JER.46.28	As for you, have no fear, my servant Jacob,
JER.46.28	says the 
JER.46.28	for I am with you.
JER.46.28	I will make an end of all the nations
JER.46.28	among which I have banished you,
JER.46.28	but I will not make an end of you!
JER.46.28	I will chastise you in just measure,
JER.46.28	and I will by no means leave you unpunished.
JER.47.1	The word of the 
JER.47.2	Thus says the 
JER.47.2	See, waters are rising out of the north
JER.47.2	and shall become an overflowing torrent;
JER.47.2	they shall overflow the land and all that fills it,
JER.47.2	the city and those who live in it.
JER.47.2	People shall cry out,
JER.47.2	and all the inhabitants of the land shall wail.
JER.47.3	At the noise of the stamping of the hoofs of his stallions,
JER.47.3	at the clatter of his chariots, at the rumbling of their wheels,
JER.47.3	parents do not turn back for children,
JER.47.3	so feeble are their hands,
JER.47.4	because of the day that is coming
JER.47.4	to destroy all the Philistines,
JER.47.4	to cut off from Tyre and Sidon
JER.47.4	every helper that remains.
JER.47.4	For the 
JER.47.4	the remnant of the coastland of Caphtor.
JER.47.5	Baldness has come upon Gaza,
JER.47.5	Ashkelon is silenced.
JER.47.5	O remnant of their power!
JER.47.5	How long will you gash yourselves?
JER.47.6	Ah, sword of the 
JER.47.6	How long until you are quiet?
JER.47.6	Put yourself into your scabbard,
JER.47.6	rest and be still!
JER.47.7	How can it
JER.47.7	when the 
JER.47.7	Against Ashkelon and against the seashore—
JER.47.7	there he has appointed it.
JER.48.1	Concerning Moab.
JER.48.1	Thus says the 
JER.48.1	Alas for Nebo, it is laid waste!
JER.48.1	Kiriathaim is put to shame, it is taken;
JER.48.1	the fortress is put to shame and broken down;
JER.48.2	the renown of Moab is no more.
JER.48.2	In Heshbon they planned evil against her:
JER.48.2	“Come, let us cut her off from being a nation!”
JER.48.2	You also, O Madmen, shall be brought to silence;
JER.48.2	the sword shall pursue you.
JER.48.3	Hark! a cry from Horonaim,
JER.48.3	“Desolation and great destruction!”
JER.48.4	“Moab is destroyed!”
JER.48.4	her little ones cry out.
JER.48.5	For at the ascent of Luhith
JER.48.5	they go
JER.48.5	for at the descent of Horonaim
JER.48.5	they have heard the distressing cry of anguish.
JER.48.6	Flee! Save yourselves!
JER.48.6	Be like a wild ass
JER.48.7	Surely, because you trusted in your strongholds
JER.48.7	you also shall be taken;
JER.48.7	Chemosh shall go out into exile,
JER.48.7	with his priests and his attendants.
JER.48.8	The destroyer shall come upon every town,
JER.48.8	and no town shall escape;
JER.48.8	the valley shall perish,
JER.48.8	and the plain shall be destroyed,
JER.48.8	as the 
JER.48.9	Set aside salt for Moab,
JER.48.9	for she will surely fall;
JER.48.9	her towns shall become a desolation,
JER.48.9	with no inhabitant in them.
JER.48.10	Accursed is the one who is slack in doing the work of the 
JER.48.11	Moab has been at ease from his youth,
JER.48.11	settled like wine
JER.48.11	he has not been emptied from vessel to vessel,
JER.48.11	nor has he gone into exile;
JER.48.11	therefore his flavor has remained
JER.48.11	and his aroma is unspoiled.
JER.48.12	Therefore, the time is surely coming, says the 
JER.48.13	Then Moab shall be ashamed of Chemosh, as the house of Israel was ashamed of Bethel, their confidence.
JER.48.14	How can you say, “We are heroes
JER.48.14	and mighty warriors”?
JER.48.15	The destroyer of Moab and his towns has come up,
JER.48.15	and the choicest of his young men have gone down to slaughter,
JER.48.15	says the King, whose name is the 
JER.48.16	The calamity of Moab is near at hand
JER.48.16	and his doom approaches swiftly.
JER.48.17	Mourn over him, all you his neighbors,
JER.48.17	and all who know his name;
JER.48.17	say, “How the mighty scepter is broken,
JER.48.17	the glorious staff!”
JER.48.18	Come down from glory,
JER.48.18	and sit on the parched ground,
JER.48.18	enthroned daughter Dibon!
JER.48.18	For the destroyer of Moab has come up against you;
JER.48.18	he has destroyed your strongholds.
JER.48.19	Stand by the road and watch,
JER.48.19	you inhabitant of Aroer!
JER.48.19	Ask the man fleeing and the woman escaping;
JER.48.19	say, “What has happened?”
JER.48.20	Moab is put to shame, for it is broken down;
JER.48.20	wail and cry!
JER.48.20	Tell it by the Arnon,
JER.48.20	that Moab is laid waste.
JER.48.21	Judgment has come upon the tableland, upon Holon, and Jahzah, and Mephaath, 
JER.48.22	and Dibon, and Nebo, and Beth-diblathaim, 
JER.48.23	and Kiriathaim, and Beth-gamul, and Beth-meon, 
JER.48.24	and Kerioth, and Bozrah, and all the towns of the land of Moab, far and near. 
JER.48.25	The horn of Moab is cut off, and his arm is broken, says the 
JER.48.26	Make him drunk, because he magnified himself against the 
JER.48.27	Israel was a laughingstock for you, though he was not caught among thieves; but whenever you spoke of him you shook your head!
JER.48.28	Leave the towns, and live on the rock,
JER.48.28	O inhabitants of Moab!
JER.48.28	Be like the dove that nests
JER.48.28	on the sides of the mouth of a gorge.
JER.48.29	We have heard of the pride of Moab—
JER.48.29	he is very proud—
JER.48.29	of his loftiness, his pride, and his arrogance,
JER.48.29	and the haughtiness of his heart.
JER.48.30	I myself know his insolence, says the 
JER.48.30	his boasts are false,
JER.48.30	his deeds are false.
JER.48.31	Therefore I wail for Moab;
JER.48.31	I cry out for all Moab;
JER.48.31	for the people of Kir-heres I mourn.
JER.48.32	More than for Jazer I weep for you,
JER.48.32	O vine of Sibmah!
JER.48.32	Your branches crossed over the sea,
JER.48.32	reached as far as Jazer;
JER.48.32	upon your summer fruits and your vintage
JER.48.32	the destroyer has fallen.
JER.48.33	Gladness and joy have been taken away
JER.48.33	from the fruitful land of Moab;
JER.48.33	I have stopped the wine from the wine presses;
JER.48.33	no one treads them with shouts of joy;
JER.48.33	the shouting is not the shout of joy.
JER.48.34	Heshbon and Elealeh cry out;
JER.48.35	And I will bring to an end in Moab, says the 
JER.48.36	Therefore my heart moans for Moab like a flute, and my heart moans like a flute for the people of Kir-heres; for the riches they gained have perished.
JER.48.37	For every head is shaved and every beard cut off; on all the hands there are gashes, and on the loins sackcloth. 
JER.48.38	On all the housetops of Moab and in the squares there is nothing but lamentation; for I have broken Moab like a vessel that no one wants, says the 
JER.48.39	How it is broken! How they wail! How Moab has turned his back in shame! So Moab has become a derision and a horror to all his neighbors.
JER.48.40	For thus says the 
JER.48.40	Look, he shall swoop down like an eagle,
JER.48.40	and spread his wings against Moab;
JER.48.41	the towns
JER.48.41	and the strongholds seized.
JER.48.41	The hearts of the warriors of Moab, on that day,
JER.48.41	shall be like the heart of a woman in labor.
JER.48.42	Moab shall be destroyed as a people,
JER.48.42	because he magnified himself against the 
JER.48.43	Terror, pit, and trap
JER.48.43	are before you, O inhabitants of Moab!
JER.48.43	says the 
JER.48.44	Everyone who flees from the terror
JER.48.44	shall fall into the pit,
JER.48.44	and everyone who climbs out of the pit
JER.48.44	shall be caught in the trap.
JER.48.44	For I will bring these things
JER.48.44	in the year of their punishment,
JER.48.44	says the 
JER.48.45	In the shadow of Heshbon
JER.48.45	fugitives stop exhausted;
JER.48.45	for a fire has gone out from Heshbon,
JER.48.45	a flame from the house of Sihon;
JER.48.45	it has destroyed the forehead of Moab,
JER.48.45	the scalp of the people of tumult.
JER.48.46	Woe to you, O Moab!
JER.48.46	The people of Chemosh have perished,
JER.48.46	for your sons have been taken captive,
JER.48.46	and your daughters into captivity.
JER.48.47	Yet I will restore the fortunes of Moab
JER.48.47	in the latter days, says the 
JER.48.47	Thus far is the judgment on Moab.
JER.49.1	Concerning the Ammonites.
JER.49.1	Thus says the 
JER.49.1	Has Israel no sons?
JER.49.1	Has he no heir?
JER.49.1	Why then has Milcom dispossessed Gad,
JER.49.1	and his people settled in its towns?
JER.49.2	Therefore, the time is surely coming,
JER.49.2	says the 
JER.49.2	when I will sound the battle alarm
JER.49.2	against Rabbah of the Ammonites;
JER.49.2	it shall become a desolate mound,
JER.49.2	and its villages shall be burned with fire;
JER.49.2	then Israel shall dispossess those who dispossessed him,
JER.49.2	says the 
JER.49.3	Wail, O Heshbon, for Ai is laid waste!
JER.49.3	Cry out, O daughters
JER.49.3	Put on sackcloth,
JER.49.3	lament, and slash yourselves with whips!
JER.49.3	For Milcom shall go into exile,
JER.49.3	with his priests and his attendants.
JER.49.4	Why do you boast in your strength?
JER.49.4	Your strength is ebbing,
JER.49.4	O faithless daughter.
JER.49.4	You trusted in your treasures, saying,
JER.49.4	“Who will attack me?”
JER.49.5	I am going to bring terror upon you,
JER.49.5	says the Lord 
JER.49.5	from all your neighbors,
JER.49.5	and you will be scattered, each headlong,
JER.49.5	with no one to gather the fugitives.
JER.49.6	But afterward I will restore the fortunes of the Ammonites, says the 
JER.49.7	Concerning Edom.
JER.49.7	Thus says the 
JER.49.7	Is there no longer wisdom in Teman?
JER.49.7	Has counsel perished from the prudent?
JER.49.7	Has their wisdom vanished?
JER.49.8	Flee, turn back, get down low,
JER.49.8	inhabitants of Dedan!
JER.49.8	For I will bring the calamity of Esau upon him,
JER.49.8	the time when I punish him.
JER.49.9	If grape-gatherers came to you,
JER.49.9	would they not leave gleanings?
JER.49.9	If thieves came by night,
JER.49.9	even they would pillage only what they wanted.
JER.49.10	But as for me, I have stripped Esau bare,
JER.49.10	I have uncovered his hiding places,
JER.49.10	and he is not able to conceal himself.
JER.49.10	His offspring are destroyed, his kinsfolk
JER.49.10	and his neighbors; and he is no more.
JER.49.11	Leave your orphans, I will keep them alive;
JER.49.11	and let your widows trust in me.
JER.49.12	For thus says the 
JER.49.13	For by myself I have sworn, says the 
JER.49.14	I have heard tidings from the 
JER.49.14	and a messenger has been sent among the nations:
JER.49.14	“Gather yourselves together and come against her,
JER.49.14	and rise up for battle!”
JER.49.15	For I will make you least among the nations,
JER.49.15	despised by humankind.
JER.49.16	The terror you inspire
JER.49.16	and the pride of your heart have deceived you,
JER.49.16	you who live in the clefts of the rock,
JER.49.16	who hold the height of the hill.
JER.49.16	Although you make your nest as high as the eagle's,
JER.49.16	from there I will bring you down,
JER.49.16	says the 
JER.49.17	Edom shall become an object of horror; everyone who passes by it will be horrified and will hiss because of all its disasters. 
JER.49.18	As when Sodom and Gomorrah and their neighbors were overthrown, says the 
JER.49.19	Like a lion coming up from the thickets of the Jordan against a perennial pasture, I will suddenly chase Edom
JER.49.20	Therefore hear the plan that the 
JER.49.21	At the sound of their fall the earth shall tremble; the sound of their cry shall be heard at the Red Sea.
JER.49.22	Look, he shall mount up and swoop down like an eagle, and spread his wings against Bozrah, and the heart of the warriors of Edom in that day shall be like the heart of a woman in labor.
JER.49.23	Concerning Damascus.
JER.49.23	Hamath and Arpad are confounded,
JER.49.23	for they have heard bad news;
JER.49.23	they melt in fear, they are troubled like the sea
JER.49.23	that cannot be quiet.
JER.49.24	Damascus has become feeble, she turned to flee,
JER.49.24	and panic seized her;
JER.49.24	anguish and sorrows have taken hold of her,
JER.49.24	as of a woman in labor.
JER.49.25	How the famous city is forsaken,
JER.49.25	the joyful town!
JER.49.26	Therefore her young men shall fall in her squares,
JER.49.26	and all her soldiers shall be destroyed in that day,
JER.49.26	says the 
JER.49.27	And I will kindle a fire at the wall of Damascus,
JER.49.27	and it shall devour the strongholds of Ben-hadad.
JER.49.28	Concerning Kedar and the kingdoms of Hazor that King Nebuchadrezzar of Babylon defeated.
JER.49.28	Thus says the 
JER.49.28	Rise up, advance against Kedar!
JER.49.28	Destroy the people of the east!
JER.49.29	Take their tents and their flocks,
JER.49.29	their curtains and all their goods;
JER.49.29	carry off their camels for yourselves,
JER.49.29	and a cry shall go up: “Terror is all around!”
JER.49.30	Flee, wander far away, hide in deep places,
JER.49.30	O inhabitants of Hazor!
JER.49.30	says the 
JER.49.30	For King Nebuchadrezzar of Babylon
JER.49.30	has made a plan against you
JER.49.30	and formed a purpose against you.
JER.49.31	Rise up, advance against a nation at ease,
JER.49.31	that lives secure,
JER.49.31	says the 
JER.49.31	that has no gates or bars,
JER.49.31	that lives alone.
JER.49.32	Their camels shall become booty,
JER.49.32	their herds of cattle a spoil.
JER.49.32	I will scatter to every wind
JER.49.32	those who have shaven temples,
JER.49.32	and I will bring calamity
JER.49.32	against them from every side,
JER.49.32	says the 
JER.49.33	Hazor shall become a lair of jackals,
JER.49.33	an everlasting waste;
JER.49.33	no one shall live there,
JER.49.33	nor shall anyone settle in it.
JER.49.34	The word of the 
JER.49.35	Thus says the 
JER.49.36	and I will bring upon Elam the four winds from the four quarters of heaven; and I will scatter them to all these winds, and there shall be no nation to which the exiles from Elam shall not come. 
JER.49.37	I will terrify Elam before their enemies, and before those who seek their life; I will bring disaster upon them, my fierce anger, says the 
JER.49.38	and I will set my throne in Elam, and destroy their king and officials, says the 
JER.49.39	But in the latter days I will restore the fortunes of Elam, says the 
JER.50.1	The word that the 
JER.50.2	Declare among the nations and proclaim,
JER.50.2	set up a banner and proclaim,
JER.50.2	do not conceal it, say:
JER.50.2	Babylon is taken,
JER.50.2	Bel is put to shame,
JER.50.2	Merodach is dismayed.
JER.50.2	Her images are put to shame,
JER.50.2	her idols are dismayed.
JER.50.3	For out of the north a nation has come up against her; it shall make her land a desolation, and no one shall live in it; both human beings and animals shall flee away.
JER.50.4	In those days and in that time, says the 
JER.50.5	They shall ask the way to Zion, with faces turned toward it, and they shall come and join
JER.50.6	My people have been lost sheep; their shepherds have led them astray, turning them away on the mountains; from mountain to hill they have gone, they have forgotten their fold. 
JER.50.7	All who found them have devoured them, and their enemies have said, “We are not guilty, because they have sinned against the 
JER.50.8	Flee from Babylon, and go out of the land of the Chaldeans, and be like male goats leading the flock. 
JER.50.9	For I am going to stir up and bring against Babylon a company of great nations from the land of the north; and they shall array themselves against her; from there she shall be taken. Their arrows are like the arrows of a skilled warrior who does not return empty-handed. 
JER.50.10	Chaldea shall be plundered; all who plunder her shall be sated, says the 
JER.50.11	Though you rejoice, though you exult,
JER.50.11	O plunderers of my heritage,
JER.50.11	though you frisk about like a heifer on the grass,
JER.50.11	and neigh like stallions,
JER.50.12	your mother shall be utterly shamed,
JER.50.12	and she who bore you shall be disgraced.
JER.50.12	Lo, she shall be the last of the nations,
JER.50.12	a wilderness, dry land, and a desert.
JER.50.13	Because of the wrath of the 
JER.50.13	but shall be an utter desolation;
JER.50.13	everyone who passes by Babylon shall be appalled
JER.50.13	and hiss because of all her wounds.
JER.50.14	Take up your positions around Babylon,
JER.50.14	all you that bend the bow;
JER.50.14	shoot at her, spare no arrows,
JER.50.14	for she has sinned against the 
JER.50.15	Raise a shout against her from all sides,
JER.50.15	“She has surrendered;
JER.50.15	her bulwarks have fallen,
JER.50.15	her walls are thrown down.”
JER.50.15	For this is the vengeance of the 
JER.50.15	take vengeance on her,
JER.50.15	do to her as she has done.
JER.50.16	Cut off from Babylon the sower,
JER.50.16	and the wielder of the sickle in time of harvest;
JER.50.16	because of the destroying sword
JER.50.16	all of them shall return to their own people,
JER.50.16	and all of them shall flee to their own land.
JER.50.17	Israel is a hunted sheep driven away by lions. First the king of Assyria devoured it, and now at the end King Nebuchadrezzar of Babylon has gnawed its bones. 
JER.50.18	Therefore, thus says the 
JER.50.19	I will restore Israel to its pasture, and it shall feed on Carmel and in Bashan, and on the hills of Ephraim and in Gilead its hunger shall be satisfied. 
JER.50.20	In those days and at that time, says the 
JER.50.21	Go up to the land of Merathaim;
JER.50.21	go up against her,
JER.50.21	and attack the inhabitants of Pekod
JER.50.21	and utterly destroy the last of them,
JER.50.21	says the 
JER.50.21	do all that I have commanded you.
JER.50.22	The noise of battle is in the land,
JER.50.22	and great destruction!
JER.50.23	How the hammer of the whole earth
JER.50.23	is cut down and broken!
JER.50.23	How Babylon has become
JER.50.23	a horror among the nations!
JER.50.24	You set a snare for yourself and you were caught, O Babylon,
JER.50.24	but you did not know it;
JER.50.24	you were discovered and seized,
JER.50.24	because you challenged the 
JER.50.25	The 
JER.50.25	and brought out the weapons of his wrath,
JER.50.25	for the Lord 
JER.50.25	in the land of the Chaldeans.
JER.50.26	Come against her from every quarter;
JER.50.26	open her granaries;
JER.50.26	pile her up like heaps of grain, and destroy her utterly;
JER.50.26	let nothing be left of her.
JER.50.27	Kill all her bulls,
JER.50.27	let them go down to the slaughter.
JER.50.27	Alas for them, their day has come,
