GEN.1.1	In the beginning, when God created the universe,
1CO.6.10	or who steal or are greedy or are drunkards or who slander others or are thieves—none of these will possess God's Kingdom. 
1CO.6.11	Some of you were like that. But you have been purified from sin; you have been dedicated to God; you have been put right with God by the Lord Jesus Christ and by the Spirit of our God.
1CO.6.13	Someone else will say, “Food is for the stomach, and the stomach is for food.” Yes; but God will put an end to both. The body is not to be used for sexual immorality, but to serve the Lord; and the Lord provides for the body. 
1CO.6.14	God raised the Lord from death, and he will also raise us by his power.
1CO.6.15	You know that your bodies are parts of the body of Christ. Shall I take a part of Christ's body and make it part of the body of a prostitute? Impossible! 
1CO.6.16	 Or perhaps you don't know that the man who joins his body to a prostitute becomes physically one with her? The scripture says quite plainly, “The two will become one body.” 
1CO.6.17	But he who joins himself to the Lord becomes spiritually one with him.
1CO.6.18	Avoid immorality. Any other sin a man commits does not affect his body; but the man who is guilty of sexual immorality sins against his own body. 
1CO.6.19	 Don't you know that your body is the temple of the Holy Spirit, who lives in you and who was given to you by God? You do not belong to yourselves but to God; 
1CO.6.20	he bought you for a price. So use your bodies for God's glory.
1CO.7.1	Now, to deal with the matters you wrote about.
1CO.7.1	A man does well not to marry.
1CO.7.2	But because there is so much immorality, every man should have his own wife, and every woman should have her own husband. 
1CO.7.3	A man should fulfill his duty as a husband, and a woman should fulfill her duty as a wife, and each should satisfy the other's needs. 
1CO.7.4	A wife is not the master of her own body, but her husband is; in the same way a husband is not the master of his own body, but his wife is. 
1CO.7.5	Do not deny yourselves to each other, unless you first agree to do so for a while in order to spend your time in prayer; but then resume normal marital relations. In this way you will be kept from giving in to Satan's temptation because of your lack of self-control.
1CO.7.6	I tell you this not as an order, but simply as a permission. 
1CO.7.7	Actually I would prefer that all of you were as I am; but each one has a special gift from God, one person this gift, another one that gift.
1CO.7.8	Now, to the unmarried and to the widows I say that it would be better for you to continue to live alone as I do. 
1CO.7.9	But if you cannot restrain your desires, go ahead and marry—it is better to marry than to burn with passion.
1CO.7.11	but if she does, she must remain single or else be reconciled to her husband; and a husband must not divorce his wife.
1CO.7.12	To the others I say (I, myself, not the Lord): if a Christian man has a wife who is an unbeliever and she agrees to go on living with him, he must not divorce her. 
1CO.7.13	And if a Christian woman is married to a man who is an unbeliever and he agrees to go on living with her, she must not divorce him. 
1CO.7.14	For the unbelieving husband is made acceptable to God by being united to his wife, and the unbelieving wife is made acceptable to God by being united to her Christian husband. If this were not so, their children would be like pagan children; but as it is, they are acceptable to God. 
1CO.7.15	However, if the one who is not a believer wishes to leave the Christian partner, let it be so. In such cases the Christian partner, whether husband or wife, is free to act. God has called you to live in peace. 
1CO.7.16	How can you be sure, Christian wife, that you will not save
1CO.7.17	Each of you should go on living according to the Lord's gift to you, and as you were when God called you. This is the rule I teach in all the churches. 
1CO.7.18	 If a circumcised man has accepted God's call, he should not try to remove the marks of circumcision; if an uncircumcised man has accepted God's call, he should not get circumcised. 
1CO.7.19	For whether or not a man is circumcised means nothing; what matters is to obey God's commandments. 
1CO.7.20	Each of you should remain as you were when you accepted God's call. 
1CO.7.21	Were you a slave when God called you? Well, never mind; but if you have a chance to become free, use it.
1CO.7.22	For a slave who has been called by the Lord is the Lord's free person; in the same way a free person who has been called by Christ is his slave. 
1CO.7.23	God bought you for a price; so do not become slaves of people. 
1CO.7.24	My friends, each of you should remain in fellowship with God in the same condition that you were when you were called.
1CO.7.25	Now, concerning what you wrote about unmarried people: I do not have a command from the Lord, but I give my opinion as one who by the Lord's mercy is worthy of trust.
1CO.7.26	Considering the present distress, I think it is better for a man to stay as he is. 
1CO.7.27	Do you have a wife? Then don't try to get rid of her. Are you unmarried? Then don't look for a wife. 
1CO.7.28	But if you do marry, you haven't committed a sin; and if an unmarried woman marries, she hasn't committed a sin. But I would rather spare you the everyday troubles that married people will have.
1CO.7.29	What I mean, my friends, is this: there is not much time left, and from now on married people should live as though they were not married; 
1CO.7.30	those who weep, as though they were not sad; those who laugh, as though they were not happy; those who buy, as though they did not own what they bought; 
1CO.7.31	those who deal in material goods, as though they were not fully occupied with them. For this world, as it is now, will not last much longer.
1CO.7.32	I would like you to be free from worry. An unmarried man concerns himself with the Lord's work, because he is trying to please the Lord. 
1CO.7.33	But a married man concerns himself with worldly matters, because he wants to please his wife; 
1CO.7.34	and so he is pulled in two directions. An unmarried woman or a virgin concerns herself with the Lord's work, because she wants to be dedicated both in body and spirit; but a married woman concerns herself with worldly matters, because she wants to please her husband.
1CO.7.35	I am saying this because I want to help you. I am not trying to put restrictions on you. Instead, I want you to do what is right and proper, and to give yourselves completely to the Lord's service without any reservation.
1CO.7.36	In the case of an engaged couple who have decided not to marry: if the man feels that he is not acting properly toward the young woman and if his passions are too strong and he feels that they ought to marry, then they should get married, as he wants to.
1CO.7.37	But if a man, without being forced to do so, has firmly made up his mind not to marry,
1CO.7.38	So the man who marries
1CO.7.39	A married woman is not free as long as her husband lives; but if her husband dies, then she is free to be married to any man she wishes, but only if he is a Christian. 
1CO.7.40	She will be happier, however, if she stays as she is. That is my opinion, and I think that I too have God's Spirit.
1CO.8.1	Now, concerning what you wrote about food offered to idols.
1CO.8.1	It is true, of course, that “all of us have knowledge,” as they say. Such knowledge, however, puffs a person up with pride; but love builds up. 
1CO.8.2	Those who think they know something really don't know as they ought to know. 
1CO.8.3	But the person who loves God is known by him.
1CO.8.4	So then, about eating the food offered to idols: we know that an idol stands for something that does not really exist; we know that there is only the one God. 
1CO.8.5	Even if there are so-called “gods,” whether in heaven or on earth, and even though there are many of these “gods” and “lords,” 
1CO.8.6	yet there is for us only one God, the Father, who is the Creator of all things and for whom we live; and there is only one Lord, Jesus Christ, through whom all things were created and through whom we live.
1CO.8.7	But not everyone knows this truth. Some people have been so used to idols that to this day when they eat such food they still think of it as food that belongs to an idol; their conscience is weak, and they feel they are defiled by the food. 
1CO.8.8	Food, however, will not improve our relation with God; we shall not lose anything if we do not eat, nor shall we gain anything if we do eat.
1CO.8.9	Be careful, however, not to let your freedom of action make those who are weak in the faith fall into sin. 
1CO.8.10	Suppose a person whose conscience is weak in this matter sees you, who have so-called “knowledge,” eating in the temple of an idol; will not this encourage him to eat food offered to idols? 
1CO.8.11	And so this weak person, your brother for whom Christ died, will perish because of your “knowledge”! 
1CO.8.12	And in this way you will be sinning against Christ by sinning against other Christians and wounding their weak conscience. 
1CO.8.13	So then, if food makes a believer sin, I will never eat meat again, so as not to make a believer fall into sin.
1CO.9.1	Am I not a free man? Am I not an apostle? Haven't I seen Jesus our Lord? And aren't you the result of my work for the Lord? 
1CO.9.2	Even if others do not accept me as an apostle, surely you do! Because of your life in union with the Lord you yourselves are proof of the fact that I am an apostle.
1CO.9.3	When people criticize me, this is how I defend myself: 
1CO.9.4	Don't I have the right to be given food and drink for my work? 
1CO.9.5	Don't I have the right to follow the example of the other apostles and the Lord's brothers and Peter, by taking a Christian wife with me on my trips? 
1CO.9.6	Or are Barnabas and I the only ones who have to work for our living? 
1CO.9.7	What soldiers ever have to pay their own expenses in the army? What farmers do not eat the grapes from their own vineyard? What shepherds do not use the milk from their own sheep?
1CO.9.8	I don't have to limit myself to these everyday examples, because the Law says the same thing. 
1CO.9.9	 We read in the Law of Moses, “Do not muzzle an ox when you are using it to thresh grain.” Now, is God concerned about oxen? 
1CO.9.10	Didn't he really mean us when he said that? Of course that was written for us. Anyone who plows and anyone who reaps should do their work in the hope of getting a share of the crop. 
1CO.9.11	 We have sown spiritual seed among you. Is it too much if we reap material benefits from you? 
1CO.9.12	If others have the right to expect this from you, don't we have an even greater right?
1CO.9.12	But we haven't made use of this right. Instead, we have endured everything in order not to put any obstacle in the way of the Good News about Christ. 
1CO.9.13	 Surely you know that the men who work in the Temple get their food from the Temple and that those who offer the sacrifices on the altar get a share of the sacrifices. 
1CO.9.14	 In the same way, the Lord has ordered that those who preach the gospel should get their living from it.
1CO.9.15	But I haven't made use of any of these rights, nor am I writing this now in order to claim such rights for myself. I would rather die first! Nobody is going to turn my rightful boast into empty words! 
1CO.9.16	I have no right to boast just because I preach the gospel. After all, I am under orders to do so. And how terrible it would be for me if I did not preach the gospel! 
1CO.9.17	If I did my work as a matter of free choice, then I could expect to be paid; but I do it as a matter of duty, because God has entrusted me with this task. 
1CO.9.18	What pay do I get, then? It is the privilege of preaching the Good News without charging for it, without claiming my rights in my work for the gospel.
1CO.9.19	I am a free man, nobody's slave; but I make myself everybody's slave in order to win as many people as possible. 
1CO.9.20	While working with the Jews, I live like a Jew in order to win them; and even though I myself am not subject to the Law of Moses, I live as though I were when working with those who are, in order to win them. 
1CO.9.21	In the same way, when working with Gentiles, I live like a Gentile, outside the Jewish Law, in order to win Gentiles. This does not mean that I don't obey God's law; I am really under Christ's law. 
1CO.9.22	Among the weak in faith I become weak like one of them, in order to win them. So I become all things to all people, that I may save some of them by whatever means are possible.
1CO.9.23	All this I do for the gospel's sake, in order to share in its blessings. 
1CO.9.24	Surely you know that many runners take part in a race, but only one of them wins the prize. Run, then, in such a way as to win the prize. 
1CO.9.25	 Every athlete in training submits to strict discipline, in order to be crowned with a wreath that will not last; but we do it for one that will last forever. 
1CO.9.26	That is why I run straight for the finish line; that is why I am like a boxer who does not waste his punches. 
1CO.9.27	I harden my body with blows and bring it under complete control, to keep myself from being disqualified after having called others to the contest.
1CO.10.2	In the cloud and in the sea they were all baptized as followers of Moses. 
1CO.10.3	 All ate the same spiritual bread 
1CO.10.4	 and drank the same spiritual drink. They drank from the spiritual rock that went with them; and that rock was Christ himself. 
1CO.10.5	 But even then God was not pleased with most of them, and so their dead bodies were scattered over the desert.
1CO.10.7	 nor to worship idols, as some of them did. As the scripture says, “The people sat down to a feast which turned into an orgy of drinking and sex.” 
1CO.10.8	 We must not be guilty of sexual immorality, as some of them were—and in one day twenty-three thousand of them fell dead. 
1CO.10.9	 We must not put the Lord
1CO.10.10	 We must not complain, as some of them did—and they were destroyed by the Angel of Death.
1CO.10.11	All these things happened to them as examples for others, and they were written down as a warning for us. For we live at a time when the end is about to come.
1CO.10.12	If you think you are standing firm you had better be careful that you do not fall. 
1CO.10.13	 Every test that you have experienced is the kind that normally comes to people. But God keeps his promise, and he will not allow you to be tested beyond your power to remain firm; at the time you are put to the test, he will give you the strength to endure it, and so provide you with a way out.
1CO.10.14	So then, my dear friends, keep away from the worship of idols. 
1CO.10.15	I speak to you as sensible people; judge for yourselves what I say. 
1CO.10.16	 The cup we use in the Lord's Supper and for which we give thanks to God: when we drink from it, we are sharing in the blood of Christ. And the bread we break: when we eat it, we are sharing in the body of Christ. 
1CO.10.17	Because there is the one loaf of bread, all of us, though many, are one body, for we all share the same loaf.
1CO.10.19	Do I imply, then, that an idol or the food offered to it really amounts to anything? 
1CO.10.20	 No! What I am saying is that what is sacrificed on pagan altars is offered to demons, not to God. And I do not want you to be partners with demons. 
1CO.10.21	You cannot drink from the Lord's cup and also from the cup of demons; you cannot eat at the Lord's table and also at the table of demons. 
1CO.10.22	 Or do we want to make the Lord jealous? Do we think that we are stronger than he?
1CO.10.24	None of you should be looking out for your own interests, but for the interests of others.
1CO.10.25	You are free to eat anything sold in the meat market, without asking any questions because of your conscience. 
1CO.10.26	 For, as the scripture says, “The earth and everything in it belong to the Lord.”
1CO.10.27	If an unbeliever invites you to a meal and you decide to go, eat what is set before you, without asking any questions because of your conscience. 
1CO.10.28	But if someone tells you, “This food was offered to idols,” then do not eat that food, for the sake of the one who told you and for conscience' sake— 
1CO.10.29	that is, not your own conscience, but the other person's conscience.
1CO.10.29	“Well, then,” someone asks, “why should my freedom to act be limited by another person's conscience? 
1CO.10.30	If I thank God for my food, why should anyone criticize me about food for which I give thanks?”
1CO.10.31	Well, whatever you do, whether you eat or drink, do it all for God's glory. 
1CO.10.32	Live in such a way as to cause no trouble either to Jews or Gentiles or to the church of God. 
1CO.10.33	Just do as I do; I try to please everyone in all that I do, not thinking of my own good, but of the good of all, so that they might be saved.
1CO.11.2	I praise you because you always remember me and follow the teachings that I have handed on to you. 
1CO.11.3	But I want you to understand that Christ is supreme over every man, the husband is supreme over his wife, and God is supreme over Christ. 
1CO.11.4	So a man who prays or proclaims God's message in public worship with his head covered disgraces Christ. 
1CO.11.5	And any woman who prays or proclaims God's message in public worship with nothing on her head disgraces her husband; there is no difference between her and a woman whose head has been shaved. 
1CO.11.6	If the woman does not cover her head, she might as well cut her hair. And since it is a shameful thing for a woman to shave her head or cut her hair, she should cover her head. 
1CO.11.7	 A man has no need to cover his head, because he reflects the image and glory of God. But woman reflects the glory of man; 
1CO.11.8	 for man was not created from woman, but woman from man. 
1CO.11.9	Nor was man created for woman's sake, but woman was created for man's sake. 
1CO.11.10	On account of the angels, then, a woman should have a covering over her head to show that she is under her husband's authority. 
1CO.11.11	In our life in the Lord, however, woman is not independent of man, nor is man independent of woman. 
1CO.11.12	For as woman was made from man, in the same way man is born of woman; and it is God who brings everything into existence.
1CO.11.13	Judge for yourselves whether it is proper for a woman to pray to God in public worship with nothing on her head. 
1CO.11.14	Why, nature itself teaches you that long hair on a man is a disgrace, 
1CO.11.15	but on a woman it is a thing of beauty. Her long hair has been given her to serve as a covering. 
1CO.11.16	But if anyone wants to argue about it, all I have to say is that neither we nor the churches of God have any other custom in worship.
1CO.11.17	In the following instructions, however, I do not praise you, because your meetings for worship actually do more harm than good. 
1CO.11.18	In the first place, I have been told that there are opposing groups in your meetings; and this I believe is partly true. ( 
1CO.11.19	No doubt there must be divisions among you so that the ones who are in the right may be clearly seen.) 
1CO.11.20	When you meet together as a group, it is not the Lord's Supper that you eat. 
1CO.11.21	For as you eat, you each go ahead with your own meal, so that some are hungry while others get drunk. 
1CO.11.22	Don't you have your own homes in which to eat and drink? Or would you rather despise the church of God and put to shame the people who are in need? What do you expect me to say to you about this? Shall I praise you? Of course I don't!
1CO.11.23	For I received from the Lord the teaching that I passed on to you: that the Lord Jesus, on the night he was betrayed, took a piece of bread, 
1CO.11.24	gave thanks to God, broke it, and said, “This is my body, which is for you. Do this in memory of me.” 
1CO.11.25	 In the same way, after the supper he took the cup and said, “This cup is God's new covenant, sealed with my blood. Whenever you drink it, do so in memory of me.”
1CO.11.26	This means that every time you eat this bread and drink from this cup you proclaim the Lord's death until he comes. 
1CO.11.27	It follows that if one of you eats the Lord's bread or drinks from his cup in a way that dishonors him, you are guilty of sin against the Lord's body and blood. 
1CO.11.28	So then, you should each examine yourself first, and then eat the bread and drink from the cup. 
1CO.11.29	For if you do not recognize the meaning of the Lord's body when you eat the bread and drink from the cup, you bring judgment on yourself as you eat and drink. 
1CO.11.30	That is why many of you are sick and weak, and several have died. 
1CO.11.31	If we would examine ourselves first, we would not come under God's judgment. 
1CO.11.32	But we are judged and punished by the Lord, so that we shall not be condemned together with the world.
1CO.11.33	So then, my friends, when you gather together to eat the Lord's Supper, wait for one another. 
1CO.11.34	And if any of you are hungry, you should eat at home, so that you will not come under God's judgment as you meet together. As for the other matters, I will settle them when I come.
1CO.12.1	Now, concerning what you wrote about the gifts from the Holy Spirit.
1CO.12.1	I want you to know the truth about them, my friends. 
1CO.12.2	You know that while you were still heathen, you were led astray in many ways to the worship of lifeless idols. 
1CO.12.3	I want you to know that no one who is led by God's Spirit can say “A curse on Jesus!” and no one can confess “Jesus is Lord,” without being guided by the Holy Spirit.
1CO.12.5	There are different ways of serving, but the same Lord is served. 
1CO.12.6	There are different abilities to perform service, but the same God gives ability to all for their particular service. 
1CO.12.7	The Spirit's presence is shown in some way in each person for the good of all. 
1CO.12.8	The Spirit gives one person a message full of wisdom, while to another person the same Spirit gives a message full of knowledge. 
1CO.12.9	One and the same Spirit gives faith to one person, while to another person he gives the power to heal. 
1CO.12.10	The Spirit gives one person the power to work miracles; to another, the gift of speaking God's message; and to yet another, the ability to tell the difference between gifts that come from the Spirit and those that do not. To one person he gives the ability to speak in strange tongues, and to another he gives the ability to explain what is said. 
1CO.12.11	But it is one and the same Spirit who does all this; as he wishes, he gives a different gift to each person.
1CO.12.13	In the same way, all of us, whether Jews or Gentiles, whether slaves or free, have been baptized into the one body by the same Spirit, and we have all been given the one Spirit to drink.
1CO.12.14	For the body itself is not made up of only one part, but of many parts. 
1CO.12.15	If the foot were to say, “Because I am not a hand, I don't belong to the body,” that would not keep it from being a part of the body. 
1CO.12.16	And if the ear were to say, “Because I am not an eye, I don't belong to the body,” that would not keep it from being a part of the body. 
1CO.12.17	If the whole body were just an eye, how could it hear? And if it were only an ear, how could it smell? 
1CO.12.18	As it is, however, God put every different part in the body just as he wanted it to be. 
1CO.12.19	There would not be a body if it were all only one part! 
1CO.12.20	As it is, there are many parts but one body.
1CO.12.21	So then, the eye cannot say to the hand, “I don't need you!” Nor can the head say to the feet, “Well, I don't need you!” 
1CO.12.22	On the contrary, we cannot do without the parts of the body that seem to be weaker; 
1CO.12.23	and those parts that we think aren't worth very much are the ones which we treat with greater care; while the parts of the body which don't look very nice are treated with special modesty, 
1CO.12.24	which the more beautiful parts do not need. God himself has put the body together in such a way as to give greater honor to those parts that need it. 
1CO.12.25	And so there is no division in the body, but all its different parts have the same concern for one another. 
1CO.12.26	If one part of the body suffers, all the other parts suffer with it; if one part is praised, all the other parts share its happiness.
1CO.12.27	All of you are Christ's body, and each one is a part of it. 
1CO.12.28	 In the church God has put all in place: in the first place apostles, in the second place prophets, and in the third place teachers; then those who perform miracles, followed by those who are given the power to heal or to help others or to direct them or to speak in strange tongues. 
1CO.12.29	They are not all apostles or prophets or teachers. Not everyone has the power to work miracles 
1CO.12.30	or to heal diseases or to speak in strange tongues or to explain what is said. 
1CO.12.31	Set your hearts, then, on the more important gifts.
1CO.12.31	Best of all, however, is the following way.
1CO.13.1	I may be able to speak the languages of human beings and even of angels, but if I have no love, my speech is no more than a noisy gong or a clanging bell. 
1CO.13.2	 I may have the gift of inspired preaching; I may have all knowledge and understand all secrets; I may have all the faith needed to move mountains—but if I have no love, I am nothing. 
1CO.13.3	I may give away everything I have, and even give up my body to be burned
1CO.13.4	Love is patient and kind; it is not jealous or conceited or proud; 
1CO.13.5	love is not ill-mannered or selfish or irritable; love does not keep a record of wrongs; 
1CO.13.6	love is not happy with evil, but is happy with the truth. 
1CO.13.7	Love never gives up; and its faith, hope, and patience never fail.
1CO.13.8	Love is eternal. There are inspired messages, but they are temporary; there are gifts of speaking in strange tongues, but they will cease; there is knowledge, but it will pass. 
1CO.13.9	For our gifts of knowledge and of inspired messages are only partial; 
1CO.13.10	but when what is perfect comes, then what is partial will disappear.
1CO.13.11	When I was a child, my speech, feelings, and thinking were all those of a child; now that I am an adult, I have no more use for childish ways. 
1CO.13.12	What we see now is like a dim image in a mirror; then we shall see face-to-face. What I know now is only partial; then it will be complete—as complete as God's knowledge of me.
1CO.13.13	Meanwhile these three remain: faith, hope, and love; and the greatest of these is love.
1CO.14.1	It is love, then, that you should strive for. Set your hearts on spiritual gifts, especially the gift of proclaiming God's message. 
1CO.14.2	Those who speak in strange tongues do not speak to others but to God, because no one understands them. They are speaking secret truths by the power of the Spirit. 
1CO.14.3	But those who proclaim God's message speak to people and give them help, encouragement, and comfort. 
1CO.14.4	Those who speak in strange tongues help only themselves, but those who proclaim God's message help the whole church.
1CO.14.5	I would like for all of you to speak in strange tongues; but I would rather that you had the gift of proclaiming God's message. For the person who proclaims God's message is of greater value than the one who speaks in strange tongues—unless there is someone present who can explain what is said, so that the whole church may be helped. 
1CO.14.6	So when I come to you, my friends, what use will I be to you if I speak in strange tongues? Not a bit, unless I bring you some revelation from God or some knowledge or some inspired message or some teaching.
1CO.14.7	Take such lifeless musical instruments as the flute or the harp—how will anyone know the tune that is being played unless the notes are sounded distinctly? 
1CO.14.8	And if the one who plays the bugle does not sound a clear call, who will prepare for battle? 
1CO.14.9	In the same way, how will anyone understand what you are talking about if your message given in strange tongues is not clear? Your words will vanish in the air! 
1CO.14.10	There are many different languages in the world, yet none of them is without meaning. 
1CO.14.11	But if I do not know the language being spoken, those who use it will be foreigners to me and I will be a foreigner to them. 
1CO.14.12	Since you are eager to have the gifts of the Spirit, you must try above everything else to make greater use of those which help to build up the church.
1CO.14.13	The person who speaks in strange tongues, then, must pray for the gift to explain what is said. 
1CO.14.14	For if I pray in this way, my spirit prays indeed, but my mind has no part in it. 
1CO.14.15	What should I do, then? I will pray with my spirit, but I will pray also with my mind; I will sing with my spirit, but I will sing also with my mind. 
1CO.14.16	When you give thanks to God in spirit only, how can ordinary people taking part in the meeting say “Amen” to your prayer of thanksgiving? They have no way of knowing what you are saying. 
1CO.14.17	Even if your prayer of thanks to God is quite good, other people are not helped at all.
1CO.14.18	I thank God that I speak in strange tongues much more than any of you. 
1CO.14.19	But in church worship I would rather speak five words that can be understood, in order to teach others, than speak thousands of words in strange tongues.
1CO.14.20	Do not be like children in your thinking, my friends; be children so far as evil is concerned, but be grown up in your thinking. 
1CO.14.21	 In the Scriptures it is written,
1CO.14.21	“By means of people speaking strange languages
1CO.14.21	I will speak to my people, says the Lord.
1CO.14.21	I will speak through lips of foreigners,
1CO.14.21	but even then my people will not listen to me.”
1CO.14.22	So then, the gift of speaking in strange tongues is proof for unbelievers, not for believers, while the gift of proclaiming God's message is proof for believers, not for unbelievers.
1CO.14.23	If, then, the whole church meets together and everyone starts speaking in strange tongues—and if some ordinary people or unbelievers come in, won't they say that you are all crazy? 
1CO.14.24	But if everyone is proclaiming God's message when some unbelievers or ordinary people come in, they will be convinced of their sin by what they hear. They will be judged by all they hear, 
1CO.14.25	their secret thoughts will be brought into the open, and they will bow down and worship God, confessing, “Truly God is here among you!”
1CO.14.26	This is what I mean, my friends. When you meet for worship, one person has a hymn, another a teaching, another a revelation from God, another a message in strange tongues, and still another the explanation of what is said. Everything must be of help to the church. 
1CO.14.27	If someone is going to speak in strange tongues, two or three at the most should speak, one after the other, and someone else must explain what is being said. 
1CO.14.28	But if no one is there who can explain, then the one who speaks in strange tongues must be quiet and speak only to himself and to God. 
1CO.14.29	Two or three who are given God's message should speak, while the others are to judge what they say. 
1CO.14.30	But if someone sitting in the meeting receives a message from God, the one who is speaking should stop. 
1CO.14.31	All of you may proclaim God's message, one by one, so that everyone will learn and be encouraged. 
1CO.14.32	The gift of proclaiming God's message should be under the speaker's control, 
1CO.14.33	because God does not want us to be in disorder but in harmony and peace.
1CO.14.33	As in all the churches of God's people, 
1CO.14.34	the women should keep quiet in the meetings. They are not allowed to speak; as the Jewish Law says, they must not be in charge. 
1CO.14.35	If they want to find out about something, they should ask their husbands at home. It is a disgraceful thing for a woman to speak in a church meeting.
1CO.14.36	Or could it be that the word of God came from you? Or are you the only ones to whom it came? 
1CO.14.37	If anyone supposes he is God's messenger or has a spiritual gift, he must realize that what I am writing to you is the Lord's command. 
1CO.14.38	But if he does not pay attention to this, pay no attention to him.
1CO.14.39	So then, my friends, set your heart on proclaiming God's message, but do not forbid the speaking in strange tongues. 
1CO.14.40	Everything must be done in a proper and orderly way.
1CO.15.1	And now I want to remind you, my friends, of the Good News which I preached to you, which you received, and on which your faith stands firm. 
1CO.15.2	That is the gospel, the message that I preached to you. You are saved by the gospel if you hold firmly to it—unless it was for nothing that you believed.
1CO.15.4	 that he was buried and that he was raised to life three days later, as written in the Scriptures; 
1CO.15.5	 that he appeared to Peter and then to all twelve apostles. 
1CO.15.6	Then he appeared to more than five hundred of his followers at once, most of whom are still alive, although some have died. 
1CO.15.7	Then he appeared to James, and afterward to all the apostles.
1CO.15.9	 For I am the least of all the apostles—I do not even deserve to be called an apostle, because I persecuted God's church. 
1CO.15.10	But by God's grace I am what I am, and the grace that he gave me was not without effect. On the contrary, I have worked harder than any of the other apostles, although it was not really my own doing, but God's grace working with me. 
1CO.15.11	So then, whether it came from me or from them, this is what we all preach, and this is what you believe.
1CO.15.12	Now, since our message is that Christ has been raised from death, how can some of you say that the dead will not be raised to life? 
1CO.15.13	If that is true, it means that Christ was not raised; 
1CO.15.14	and if Christ has not been raised from death, then we have nothing to preach and you have nothing to believe. 
1CO.15.15	More than that, we are shown to be lying about God, because we said that he raised Christ from death—but if it is true that the dead are not raised to life, then he did not raise Christ. 
1CO.15.16	For if the dead are not raised, neither has Christ been raised. 
1CO.15.17	And if Christ has not been raised, then your faith is a delusion and you are still lost in your sins. 
1CO.15.18	It would also mean that the believers in Christ who have died are lost. 
1CO.15.19	If our hope in Christ is good for this life only and no more,
1CO.15.20	But the truth is that Christ has been raised from death, as the guarantee that those who sleep in death will also be raised. 
1CO.15.21	For just as death came by means of a man, in the same way the rising from death comes by means of a man. 
1CO.15.22	For just as all people die because of their union with Adam, in the same way all will be raised to life because of their union with Christ. 
1CO.15.23	But each one will be raised in proper order: Christ, first of all; then, at the time of his coming, those who belong to him. 
1CO.15.24	Then the end will come; Christ will overcome all spiritual rulers, authorities, and powers, and will hand over the Kingdom to God the Father. 
1CO.15.25	 For Christ must rule until God defeats all enemies and puts them under his feet. 
1CO.15.26	The last enemy to be defeated will be death. 
1CO.15.27	 For the scripture says, “God put 
1CO.15.28	But when all things have been placed under Christ's rule, then he himself, the Son, will place himself under God, who placed all things under him; and God will rule completely over all.
1CO.15.30	And as for us—why would we run the risk of danger every hour? 
1CO.15.31	My friends, I face death every day! The pride I have in you, in our life in union with Christ Jesus our Lord, makes me declare this. 
1CO.15.32	 If I have, as it were, fought “wild beasts” here in Ephesus simply from human motives, what have I gained? But if the dead are not raised to life, then, as the saying goes, “Let us eat and drink, for tomorrow we will die.”
1CO.15.33	Do not be fooled. “Bad companions ruin good character.” 
1CO.15.34	Come back to your right senses and stop your sinful ways. I declare to your shame that some of you do not know God.
1CO.15.35	Someone will ask, “How can the dead be raised to life? What kind of body will they have?” 
1CO.15.36	You fool! When you plant a seed in the ground, it does not sprout to life unless it dies. 
1CO.15.37	And what you plant is a bare seed, perhaps a grain of wheat or some other grain, not the full-bodied plant that will later grow up. 
1CO.15.38	God provides that seed with the body he wishes; he gives each seed its own proper body.
1CO.15.39	And the flesh of living beings is not all the same kind of flesh; human beings have one kind of flesh, animals another, birds another, and fish another.
1CO.15.40	And there are heavenly bodies and earthly bodies; the beauty that belongs to heavenly bodies is different from the beauty that belongs to earthly bodies. 
1CO.15.41	The sun has its own beauty, the moon another beauty, and the stars a different beauty; and even among stars there are different kinds of beauty.
1CO.15.42	This is how it will be when the dead are raised to life. When the body is buried, it is mortal; when raised, it will be immortal. 
1CO.15.43	When buried, it is ugly and weak; when raised, it will be beautiful and strong. 
1CO.15.44	When buried, it is a physical body; when raised, it will be a spiritual body. There is, of course, a physical body, so there has to be a spiritual body. 
1CO.15.45	 For the scripture says, “The first man, Adam, was created a living being”; but the last Adam is the life-giving Spirit. 
1CO.15.46	It is not the spiritual that comes first, but the physical, and then the spiritual. 
1CO.15.47	The first Adam, made of earth, came from the earth; the second Adam came from heaven. 
1CO.15.48	Those who belong to the earth are like the one who was made of earth; those who are of heaven are like the one who came from heaven. 
1CO.15.49	Just as we wear the likeness of the man made of earth, so we will wear
1CO.15.50	What I mean, friends, is that what is made of flesh and blood cannot share in God's Kingdom, and what is mortal cannot possess immortality.
1CO.15.53	For what is mortal must be changed into what is immortal; what will die must be changed into what cannot die. 
1CO.15.54	 So when this takes place, and the mortal has been changed into the immortal, then the scripture will come true: “Death is destroyed; victory is complete!”
1CO.15.55	Where, Death, is your power to hurt?”
1CO.15.56	Death gets its power to hurt from sin, and sin gets its power from the Law. 
1CO.15.57	But thanks be to God who gives us the victory through our Lord Jesus Christ!
1CO.15.58	So then, my dear friends, stand firm and steady. Keep busy always in your work for the Lord, since you know that nothing you do in the Lord's service is ever useless.
1CO.16.2	Every Sunday each of you must put aside some money, in proportion to what you have earned, and save it up, so that there will be no need to collect money when I come. 
1CO.16.3	After I come, I shall give letters of introduction to those you have approved, and send them to take your gift to Jerusalem. 
1CO.16.4	If it seems worthwhile for me to go, then they can go along with me.
