GEN.1.1	In the beginning God created the heavens and the earth. 
GEN.13.9	Isn’t the whole land before you? Please separate yourself from me. If to the left, then I’ll go to the right, and if to the right, then I’ll go to the left.” 
GEN.13.10	Lot lifted up his eyes and saw that the whole area surrounding the Jordan was well watered in its entirety (before 
GEN.13.11	So Lot chose for himself the whole area surrounding the Jordan. Lot journeyed to the east, and they separated from each other. 
GEN.13.12	Abram dwelled in the land of Canaan, and Lot dwelled in the cities of the valley. And he moved his tent from place to place near Sodom. 
GEN.13.13	But the people of Sodom were evil—very great sinners against 
GEN.13.14	After Lot separated himself from him, 
GEN.13.15	For all the land that you are looking at, I will give to you and to your seed forever. 
GEN.13.16	I will make your seed like the dust of the earth so that if one could count the dust of the earth, then your seed could also be counted. 
GEN.13.17	Get up! Walk about the land through its length and width—for I will give it to you.” 
GEN.13.18	So Abram moved his tent from place to place, and came and dwelt by Mamre’s large trees, which are in Hebron, and there built an altar to 
GEN.14.1	Now it came about in the days of Amraphel king of Shinar, Arioch king of Ellasar, Chedorlaomer king of Elam, and Tidal king of Goiim, 
GEN.14.2	that they made war with Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboiim, and the king of Bela (this is Zoar). 
GEN.14.3	All of these kings joined forces in the Valley of the Siddim (this is the Salt Sea). 
GEN.14.4	For 12 years they had served Chedorlaomer, but in the thirteenth year they rebelled. 
GEN.14.5	In the fourteenth year Chedorlaomer came with the kings who were with him, and they defeated the Rephaim in Ashterot-karnaim, the Zuzim in Ham, and the Emim in Shaveh-kiryataim, 
GEN.14.6	and the Horites in the hill country of Seir as far as El-Paran, which is beside the wilderness. 
GEN.14.7	Then they came again to En-mishpat (this is Kadesh), and they subdued all the territory of the Amalekites, as well as the Amorites who live in Hazazon-tamar. 
GEN.14.8	Then the king of Sodom, the king of Gomorrah, the king of Admah, the king of Zeboiim, and the king of Bela (this is Zoar) went out and lined themselves up for battle with them in the Valley of the Siddim, 
GEN.14.9	against Chedorlaomer king of Elam, Tidal king of Goiim, Amraphel king of Shinar, and Arioch king of Ellasar: four kings against five. 
GEN.14.10	Now the Valley of the Siddim was full of tar pits, and as the kings of Sodom and Gomorrah fled, they fell into them, and those who remained fled to the hills. 
GEN.14.11	So they took all of Sodom and Gomorrah’s possessions and their food and left. 
GEN.14.12	They also took Lot, Abram’s nephew, and his possessions, and they left (as he was living in Sodom). 
GEN.14.13	Then a survivor came and told Abram the Hebrew, who was dwelling by the large trees belonging to Mamre the Amorite, the brother of Eschol and the brother of Aner—they were Abram’s allies. 
GEN.14.14	When Abram heard that his kinsman had been taken captive, he rallied his trained men, those born in his household, 318 of them, and went in pursuit as far as Dan. 
GEN.14.15	Then he divided his servants against them at night, and he defeated them and pursued them as far as Hovah, which is north of Damascus. 
GEN.14.16	He brought back all the possessions, and also brought back his kinsman Lot and his possessions, as well as the women and the other people. 
GEN.14.17	Now after he returned from defeating Chedorlaomer and the kings who were with him, the king of Sodom went out to meet him in the Valley of Shaveh (this is the King’s Valley). 
GEN.14.18	Then 
GEN.14.19	He blessed him and said, “Blessed be Abram by 
GEN.14.20	and blessed be 
GEN.14.21	Then the king of Sodom said to Abram, “Give me the people—the possessions take for yourself.” 
GEN.14.22	But Abram said to the king of Sodom, “I raise my hand in oath to 
GEN.14.23	Not a thread or even a sandal strap of all that is yours will I take, so you will not say, ‘I’ve made Abram rich!’ 
GEN.14.24	I claim nothing but what the young men have eaten, and the share of the men who went with me—Aner, Eschol, and Mamre—let them take their share.”
GEN.15.1	After these things the word of 
GEN.15.2	But Abram said, “My Lord 
GEN.15.3	Then Abram said, “Look! You have given me no seed, so a house-born servant is my heir.” 
GEN.15.4	Then behold, the word of 
GEN.15.5	He took him outside and said, “Look up now, at the sky, and count the stars—if you are able to count them.” Then He said to him, “So shall your seed be.” 
GEN.15.6	Then he believed in 
GEN.15.7	Then He said to him, “I am 
GEN.15.8	So he said, “My Lord 
GEN.15.9	Then He said to him, “Bring Me a three year old young cow, a three year old she-goat, a three year old ram, a turtle-dove and a young bird.” 
GEN.15.10	So he brought all these to Him and cut them in half, and put each piece opposite the other; but he did not cut the birds. 
GEN.15.11	Then birds of prey came down upon the carcasses, but Abram drove them away. 
GEN.15.12	When the sun was about to set and a deep sleep fell on Abram, behold, terror of great darkness was falling upon him! 
GEN.15.13	Then He said to Abram, “Know for certain that your seed will be strangers in a land that is not theirs, and they will be enslaved and oppressed 400 years. 
GEN.15.14	But I am going to judge the nation that they will serve. Afterward they will go out with many possessions. 
GEN.15.15	But you, you will come to your fathers in peace. You will be buried at a good old age. 
GEN.15.16	Then in the fourth generation they will return here—for the iniquity of the Amorites is not yet complete.” 
GEN.15.17	When the sun set and it became dark, behold, there was a smoking oven and a fiery torch that passed between these pieces. 
GEN.15.18	On that day 
GEN.15.19	the Kenite, the Kenizzites, the Kadmonites, 
GEN.15.20	the Hittites, the Perizzites, the Raphaites, 
GEN.15.21	the Amorites, the Canaanites, the Girgashites, and the Jebusites.”
GEN.16.1	Now Sarai, Abram’s wife, had not borne him children. But she had an Egyptian slave-girl—her name was Hagar. 
GEN.16.2	So Sarai said to Abram, “Look now, 
GEN.16.3	So Sarai, Abram’s wife, took her slave-girl Hagar the Egyptian—after Abram had lived ten years in the land of Canaan—and gave her to Abram her husband to be his wife. 
GEN.16.4	Then he went to Hagar and she became pregnant. When she saw that she was pregnant, in her eyes her mistress was belittled. 
GEN.16.5	So Sarai said to Abram, “The wrong done to me is because of you! I myself placed my slave-girl in your embrace. Now that she saw that she became pregnant, so in her eyes I am belittled. May 
GEN.16.6	Abram said to Sarai, “Look! Your slave-girl is in your hand. Do to her what is good in your eyes.” So Sarai afflicted her, and she fled from her presence. 
GEN.16.7	Then the angel of 
GEN.16.8	He said, “Hagar, Sarai’s slave-girl, where have you come from and where are you going?” She said, “I am fleeing from the presence of my mistress Sarai.” 
GEN.16.9	The angel of 
GEN.16.10	Then the angel of 
GEN.16.11	Then the angel of 
GEN.16.12	He will be a wild donkey of a man. His hand will be against everyone, and everyone’s hand against him, and away from all his brothers will he dwell. 
GEN.16.13	So she called 
GEN.16.14	That is why the well is named, the Well of the Living One Who Sees Me. (Behold, it is between Kadesh and Bered.) 
GEN.16.15	Then Hagar gave birth to a son for Abram, and Abram named his son, whom Hagar bore, Ishmael. 
GEN.16.16	Abram was 86 years old when Hagar gave birth to Ishmael for Abram.
GEN.17.1	When Abram was 99 years old, 
GEN.17.2	My heart’s desire is to make My covenant between Me and you, and then I will multiply you exceedingly much.” 
GEN.17.3	Abram fell on his face, and God spoke with him, saying, 
GEN.17.4	“For My part, because My covenant is with you, you will be the father of a multitude of nations. 
GEN.17.5	No longer will your name be Abram, but your name will be Abraham, because I make you the father of a multitude of nations. 
GEN.17.6	Yes, I will make you exceedingly fruitful, and I will make you into nations, and kings will come forth from you. 
GEN.17.7	Yes, I will establish My covenant between Me and you and your seed after you throughout their generations for an everlasting covenant, in order to be your God and your seed’s God after you. 
GEN.17.8	I will give to you and to your seed after you the land where you are an outsider —the whole land of Canaan—as an everlasting possession, and I will be their God.” 
GEN.17.9	God also said to Abraham, “As for you, My covenant you must keep, you and your seed after you throughout their generations. 
GEN.17.10	This is My covenant that you must keep between Me and you and your seed after you: all your males must be circumcised. 
GEN.17.11	You must be circumcised in the flesh of your foreskin, and this will become a sign of the covenant between Me and you. 
GEN.17.12	Also your eight-day-olds must be circumcised, every male, throughout your generations, including a house-born slave or a slave bought with money from any foreigner who is not of your seed. 
