GEN.1.1	In the beginning God created the heavens and the earth. 
GEN.13.7	And there was strife between the herdsmen of Abram’s livestock and the herdsmen of Lot’s livestock. The Canaanites and the Perizzites dwelled in the land at that time.
GEN.13.8	So Abram said to Lot, “Let there be no strife, I ask you, between me and you, and between my herdsmen and your herdsmen, for we are close relatives. 
GEN.13.9	Is not the whole land before you? Please separate from me. If you will go to the left, then I will go to the right, or if you take the right, then I will go to the left.”
GEN.13.10	Lot lifted up his eyes, and looked at all the valley of the Jordan, that it was well watered everywhere like the garden of the 
GEN.13.11	Then Lot chose for himself the entire valley of the Jordan and journeyed east, and the two of them separated from each other. 
GEN.13.12	Abram dwelled in the land of Canaan, and Lot dwelled in the cities of the valley and pitched his tent as far as Sodom. 
GEN.13.13	Now the men of Sodom were exceedingly wicked and sinners against the 
GEN.13.14	After Lot had departed from him, the 
GEN.13.15	All the land that you see I will give to you and to your descendants forever. 
GEN.13.16	I will make your descendants like the dust of the earth, so that if a man could number the dust of the earth, then your descendants could also be numbered. 
GEN.13.17	Arise, and walk throughout the land across its length and its width, for I will give it to you.”
GEN.13.18	So Abram moved his tent and came and settled by the oaks of Mamre, which are in Hebron, and built an altar to the 
GEN.14.1	In the days that Amraphel was king of Shinar, Arioch king of Ellasar, Ked­orlaomer king of Elam, and Tidal king of Goyim, 
GEN.14.2	they made war with Bera king of Sodom, Birsha king of Gomorrah, Shinab king of Admah, Shemeber king of Zeboyim, and the king of Bela (that is, Zoar). 
GEN.14.3	All these were joined together in the Valley of Siddim (that is, the Dead Sea). 
GEN.14.4	For twelve years they had served Kedorlaomer, but in the thirteenth year they rebelled.
GEN.14.5	In the fourteenth year, Kedorlaomer and the kings who were with him came and defeated the Rephaites in Ashteroth Karnaim, the Zuzites in Ham, and the Emites in Shaveh Kiriathaim, 
GEN.14.6	and the Horites in their hill country of Seir, as far as El Paran, which is by the wilderness. 
GEN.14.7	Then they turned back and came to En Mishpat (that is, Kadesh) and conquered all the country of the Amalekites and also the Amorites who lived in Hazezon Tamar.
GEN.14.8	Then the king of Sodom, the king of Gomorrah, the king of Admah, the king of Zeboyim, and the king of Bela (that is, Zoar) came out, and they joined together in battle in the Valley of Siddim 
GEN.14.9	against Kedorlaomer, the king of Elam, Tidal king of Goyim, Amraphel king of Shinar, and Arioch king of Ellasar—four kings against five. 
GEN.14.10	Now the Valley of Siddim was full of tar pits, and as the kings of Sodom and Gomorrah fled, some fell in them, and the rest fled to the hill country. 
GEN.14.11	Then they took all the possessions of Sodom and Gomorrah, and all their provisions, and departed. 
GEN.14.12	They also took Lot, Abram’s brother’s son, who lived in Sodom, and his possessions, and went their way.
GEN.14.13	Then one who had escaped came and told Abram the Hebrew, who was living near the oaks of Mamre the Amorite, brother of Eshkol and Aner, and these were allies with Abram. 
GEN.14.14	When Abram heard that his relative was taken captive, he armed his three hundred and eighteen trained servants born in his own house, and pursued them as far as Dan. 
GEN.14.15	During the night he divided his men to attack them and defeated them, and pursued them as far as Hobah, which is north of Damascus. 
GEN.14.16	He brought back all the possessions, along with his relative Lot and his possessions, and also the women and the people.
GEN.14.17	After his return from the defeat of Kedorlaomer and the kings who had joined with him, the king of Sodom went out to meet him in the Valley of Shaveh (that is, the King’s Valley).
GEN.14.18	Then Melchizedek king of Salem brought out bread and wine. He was the priest of God Most High. 
GEN.14.19	And he blessed him and said,
GEN.14.19	 “Blessed be Abram by God Most High,
GEN.14.19	Creator
GEN.14.20	 and blessed be God Most High,
GEN.14.20	who has delivered your enemies into your hand.”
GEN.14.20	Then Abram gave him a tenth of everything.
GEN.14.21	The king of Sodom said to Abram, “Give me the people and take the goods for yourself.”
GEN.14.22	But Abram said to the king of Sodom, “I have lifted up my hand to the 
GEN.14.23	that I will take nothing that is yours, not a thread or a sandal strap; lest you say, ‘I have made Abram rich.’ 
GEN.14.24	I will accept only that which my men have eaten and the portion that belongs to the men who went with me, Aner, Eshkol, and Mamre. Let them take their portion.”
GEN.15.1	After this the word of the 
GEN.15.1	 “Do not fear, Abram.
GEN.15.1	I am your shield,
GEN.15.1	your exceedingly great reward.
GEN.15.2	But Abram said, “Lord 
GEN.15.3	Abram said, “Since You have not given me any children, my heir is a servant born in my house.”
GEN.15.4	Then the word of the 
GEN.15.5	He brought him outside and said, “Look up toward heaven and count the stars, if you are able to count them.” And He said to him, “So will your descendants be.”
GEN.15.6	Abram believed the 
GEN.15.7	He also said to him, “I am the 
GEN.15.8	But Abram said, “Lord 
GEN.15.9	So He said to him, “Bring Me a three-year-old heifer, a three-year-old female goat, a three-year-old ram, a turtledove, and a young pigeon.”
GEN.15.10	Then Abram brought all of these to Him and cut them in two and laid each piece opposite the other, but he did not cut the birds in half. 
GEN.15.11	When the birds of prey came down on the carcasses, Abram drove them away.
GEN.15.12	As the sun was going down, a deep sleep fell on Abram, and terror and a great darkness fell on him. 
GEN.15.13	Then He said to Abram, “Know for certain that your descendants will live as strangers in a land that is not theirs, and they will be enslaved and mistreated for four hundred years. 
GEN.15.14	But I will judge the nation that they serve, and afterward they will come out with great possessions. 
GEN.15.15	As for you, you will go to your fathers in peace and you will be buried at a good old age. 
GEN.15.16	In the fourth generation, your descendants will return here, for the iniquity of the Amorites is not yet complete.”
GEN.15.17	When the sun went down and it was dark, a smoking fire pot with a flaming torch passed between these pieces. 
GEN.15.18	On that same day the 
GEN.15.19	the land of the Kenites, the Kenizzites, the Kadmonites, 
GEN.15.20	the Hittites, the Perizzites, the Rephaites, 
GEN.15.21	the Amorites, the Canaanites, the Girga­shites, and the Jebusites.”
GEN.16.1	Now Sarai, Abram’s wife, had borne him no children, and she had a maidservant, an Egyptian, whose name was Hagar. 
GEN.16.2	So Sarai said to Abram, “The 
GEN.16.2	Abram listened to Sarai. 
GEN.16.3	So after Abram had been living for ten years in the land of Canaan, Sarai, his wife, took Hagar her maid, the Egyptian, and gave her to her husband Abram to be his wife. 
GEN.16.4	He went in to Hagar, and she conceived.
GEN.16.4	When she saw that she had conceived, she began to despise her mistress. 
GEN.16.5	Then Sarai said to Abram, “May the wrong done to me be on you! I gave my maid into your arms; and when she saw that she had conceived, I became despised in her eyes. May the 
GEN.16.6	But Abram said to Sarai, “Indeed, your maid is in your power; do to her as you please.” Then Sarai dealt harshly with her, and she fled from her presence.
GEN.16.7	The angel of the 
GEN.16.8	And he said, “Hagar, Sarai’s maid, where have you come from and where are you going?”
GEN.16.8	And she said, “I am fleeing from the presence of my mistress Sarai.”
GEN.16.9	Then the angel of the 
GEN.16.10	The angel of the 
GEN.16.11	Then the angel of the 
GEN.16.11	 “You are pregnant
GEN.16.11	and will bear a son.
GEN.16.11	You shall call his name Ishmael,
GEN.16.11	because the 
GEN.16.12	 He will be a wild man;
GEN.16.12	his hand will be against every man,
GEN.16.12	and every man’s hand will be against him.
GEN.16.12	And he will dwell
GEN.16.12	in the presence of all his brothers.”
GEN.16.13	Then she called the name of the 
GEN.16.14	Therefore the well was called Beer Lahai Roi. It is between Kadesh and Bered.
GEN.16.15	So Hagar bore Abram a son, and Abram called the son she bore Ishmael. 
GEN.16.16	Abram was eighty-six years old when Hagar bore Ishmael to Abram.
GEN.17.1	When Abram was ninety-nine years old, the 
GEN.17.2	And I will make My covenant between you and Me and will exceedingly multiply you.”
GEN.17.3	Abram fell on his face and God said to him, 
GEN.17.4	“As for Me, My covenant is with you, and you shall be the father of a multitude of nations. 
GEN.17.5	No longer will your name be called Abram, but your name will be Abraham, for I have made you the father of a multitude of nations. 
GEN.17.6	I will make you exceedingly fruitful; and I will make nations of you, and kings will come from you. 
GEN.17.7	I will establish My covenant between Me and you and your descendants after you throughout their generations for an everlasting covenant, to be God to you and your descendants after you. 
GEN.17.8	All the land of Canaan, where you now live as strangers, I will give to you and to your descendants for an everlasting possession, and I will be their God.”
GEN.17.9	Then God said to Abraham, “As for you, you shall keep My covenant, you and your descendants after you throughout their generations. 
GEN.17.10	This is My covenant, which you shall keep, between Me and you and your descendants after you; every male among you shall be circumcised. 
