GEN.1.1	In the beginning God created the heavens and the earth.
DEU.12.26	But the things which thou hast consecrated and thy vows, thou shalt take and go unto the place which the 
DEU.12.27	and thou shalt offer thy burnt offerings, the flesh and the blood, upon the altar of the 
DEU.12.28	Keep and hear all these words which I command thee that it may go well with thee and with thy children after thee for ever, when thou doest that which is good and right in the sight of the 
DEU.12.29	When the 
DEU.12.30	keep thyself from being snared by following them, after they are destroyed from before thee; enquire not after their gods, saying, After the manner that these Gentiles served their gods, even so will I do likewise.
DEU.12.31	Thou shalt not do so unto the 
DEU.12.32	Keep thyself, and do all that I command you; thou shalt not add to it nor diminish from it.
DEU.13.1	When there arises among you a prophet, or a dreamer of dreams, and gives thee a sign or a wonder,
DEU.13.2	and the sign or the wonder comes to pass, of which he spoke unto thee, saying, Let us go after other gods, which thou hast not known, and let us serve them,
DEU.13.3	thou shalt not hearken unto the words of that prophet or that dreamer of dreams; for the 
DEU.13.4	Ye shall walk after the 
DEU.13.5	And that prophet, or that dreamer of dreams, shall be put to death because he has spoken rebellion against the 
DEU.13.6	If thy brother, the son of thy mother, or thy son or thy daughter or the wife of thy bosom or thy friend who is as thine own soul should entice thee secretly, saying, Let us go and serve other gods, which thou nor thy fathers have known,
DEU.13.7	namely, of the gods of the peoples who are round about you, near unto thee or far off from thee, from the one end of the earth even unto the other end of the earth,
DEU.13.8	thou shalt not consent with him nor hearken unto him; neither shall thine eye pity him; neither shalt thou have compassion; neither shalt thou conceal him,
DEU.13.9	but thou must kill him; thy hand shall be first upon him to put him to death and afterwards the hand of all the people.
DEU.13.10	And thou must stone him with stones, and he shall die because he has sought to thrust thee away from the 
DEU.13.11	so that all Israel shall hear and fear and shall do no more any such wickedness as this is among you.
DEU.13.12	If thou shalt hear in one of thy cities, which the 
DEU.13.13	certain men, the sons of Belial, are gone out from among you and have incited the inhabitants of their city, saying, Let us go and serve other gods, which ye have not known,
DEU.13.14	then shalt thou enquire and search and ask diligently; and, behold, if it is the truth and the thing certain that such abomination is wrought among you,
DEU.13.15	thou shalt surely smite the inhabitants of that city with the edge of the sword, destroying it utterly with all that is therein and the beasts thereof, with the edge of the sword.
DEU.13.16	And thou shalt gather all the spoil of it into the midst of its plaza and shalt burn the city with fire and all the spoil thereof, all of it, unto the 
DEU.13.17	And none of the anathema shall cleave to thine hand that the 
DEU.13.18	when thou shalt hearken to the voice of the 
DEU.14.1	Ye are the sons of the 
DEU.14.2	For thou art a holy people unto the 
DEU.14.3	Thou shalt not eat any abominable thing.
DEU.14.4	These are the animals which ye shall eat: the ox, the sheep, and the goat,
DEU.14.5	the hart and the roebuck and the buffalo and the wild goat and the unicorn (rhinoceros) and the wild ox and the mountain goat,
DEU.14.6	and every animal that parts the hoof and cleaves the cleft into two claws and chews the cud among the beasts that ye shall eat.
DEU.14.7	Nevertheless these ye shall not eat of those that chew the cud or of those that divide the cloven hoof: the camel and the hare and the coney, for they chew the cud, but do not divide the hoof; therefore they are unclean unto you;
DEU.14.8	and the swine, because it divides the hoof, yet does not chew the cud, it is unclean unto you. Ye shall not eat of their flesh nor touch their dead carcase.
DEU.14.9	These ye shall eat of all that are in the waters: all that have fins and scales shall ye eat,
DEU.14.10	but whatever does not have fins and scales ye may not eat; it is unclean unto you.
DEU.14.11	Of all clean birds ye shall eat.
DEU.14.12	But these are they of which ye shall not eat: the eagle and the ossifrage and the ospray
DEU.14.13	and the glede and the kite and the vulture after his kind
DEU.14.14	and every raven after his kind
DEU.14.15	and the owl and the night hawk and the cuckow and the hawk after his kind
DEU.14.16	the little owl and the great owl and the swan
DEU.14.17	and the pelican and the gier eagle and the cormorant
DEU.14.18	and the stork and the heron after her kind and the lapwing and the bat.
DEU.14.19	And every serpent that flies shall be unclean unto you; they shall not be eaten.
DEU.14.20	But of all clean fowls ye may eat.
DEU.14.21	Ye shall not eat of any thing that died of itself; thou shalt give it unto the stranger that is in thy gates that he may eat it, or thou may sell it unto an alien; for thou art a holy people unto the 
DEU.14.22	Thou shalt without fail tithe all the increase of thy seed that thy field brings forth each year.
DEU.14.23	And thou shalt eat before the 
DEU.14.24	And if the way is too long for thee, so that thou art not able to carry it, or if the place is too far from thee, which the 
DEU.14.25	then shalt thou sell it for money and bind up the money in thy hand and shalt go unto the place which the 
DEU.14.26	and thou shalt give that money for whatever thy soul desires, for cows or for sheep or for wine or for strong drink or for whatever thy soul desires; and thou shalt eat there before the 
DEU.14.27	And thou shalt not forsake the Levite that dwells within thy gates, for he has no part nor inheritance with thee.
DEU.14.28	At the end of three years thou shalt bring forth all the tithe of thine increase the same year and shalt lay it up within thy gates.
DEU.14.29	And the Levite, who has no part nor inheritance with thee, and the stranger and the fatherless and the widow who are within thy gates, shall come and shall eat and be satisfied, that the 
DEU.15.1	At the end of every seven years thou shalt make a release.
DEU.15.2	And this is the manner of the release: everyone who has lent anything to his neighbour, causing him to be in debt, shall release it; he shall not exact it any more of his neighbour or of his brother, because the release of the 
DEU.15.3	Of the foreigner thou shalt demand that it be repaid; but that which thy brother has of thine thy hand shall release,
DEU.15.4	so that thus there shall be no poor among you, for the 
DEU.15.5	only if thou carefully hearken unto the voice of the 
DEU.15.6	For when the 
DEU.15.7	If there should be among you a poor man of one of thy brethren within any of thy towns in thy land which the 
DEU.15.8	but thou shalt open thine hand wide unto him and shalt surely lend him sufficient for his need, in that which he lacks.
DEU.15.9	Keep thyself that there not be a thought of Belial in thy heart, saying, The seventh year, the year of release, is at hand; and thine eye be evil against thy poor brother to give him nothing; for he shall cry unto the 
DEU.15.10	Thou shalt surely give unto him, and thine heart shall not be grieved when thou givest unto him because for this thing the 
DEU.15.11	For the poor shall never cease out of the land; therefore, I command thee, saying, Thou shalt open thine hand wide unto thy brother, to thy poor and to thy needy, in thy land.
DEU.15.12	And if thy brother, a Hebrew man, or a Hebrew woman, is sold unto thee and serves thee six years, then in the seventh year thou shalt send him forth from thee free.
DEU.15.13	And when thou sendest him out free from thee, thou shalt not send him away empty.
DEU.15.14	Thou shalt furnish him liberally out of thy flock and out of thy threshing floor and out of thy winepress; of that with which the 
DEU.15.15	And thou shalt remember that thou wast a slave in the land of Egypt, and the 
DEU.15.16	And it shall be, if he says unto thee, I will not go away from thee because he loves thee and thy house because he is well with thee,
DEU.15.17	then thou shalt take an aul and thrust it through his ear unto the door, and he shall be thy slave for ever. And also unto thy maidservant thou shalt do likewise.
DEU.15.18	It shall not seem hard unto thee when thou sendest him away free from thee, for he has served thee for half the cost of a hired servant for six years; and the 
DEU.15.19	All the firstborn males that come of thy herd and of thy flock thou shalt sanctify unto the 
DEU.15.20	Thou shalt eat it before the 
DEU.15.21	And if there is any blemish in it, if it is lame or blind or has any ill blemish, thou shalt not sacrifice it unto the 
DEU.15.22	Thou shalt eat it within thy gates; the unclean and the clean person shall eat it alike, as the roebuck and as the hart.
DEU.15.23	Only thou shalt not eat the blood thereof; thou shalt pour it upon the ground as water.
DEU.16.1	Keep the month of the new fruit, {Heb. of Abib} and thou shalt do the passover unto the 
DEU.16.2	Thou shalt, therefore, sacrifice the passover unto the 
