GEN.1.1	In the beginning, when God created the universe,
SIR.24.10	and then made my home on Mount Zion.
SIR.24.11	He settled me in the Beloved City
SIR.24.11	and gave me authority over Jerusalem.
SIR.24.12	I put down roots among an honored people
SIR.24.12	whom the Lord had chosen as his own.
SIR.24.13	I grew tall, like the cedars in Lebanon,
SIR.24.13	like the cypresses on Mount Hermon,
SIR.24.14	like the palm trees of Engedi,
SIR.24.14	like the roses of Jericho,
SIR.24.14	like beautiful olive trees in the fields,
SIR.24.14	like plane trees growing by the water.
SIR.24.15	My breath was the spicy smell of cinnamon,
SIR.24.15	of sweet perfume and finest myrrh,
SIR.24.15	of stacte, onycha, and galbanum,
SIR.24.15	the fragrant incense in the Sacred Tent.
SIR.24.16	Like an oak I spread out my branches,
SIR.24.16	magnificent and graceful.
SIR.24.17	Like a grapevine I put out lovely shoots;
SIR.24.17	my blossoms gave way to rich and glorious fruit.
SIR.24.19	Come to me, all you that want me,
SIR.24.19	and eat your fill of my fruit.
SIR.24.20	You will remember me as sweeter than honey,
SIR.24.20	better than honey from the comb.
SIR.24.21	Eat me, and you will hunger for more;
SIR.24.21	drink me, and you will thirst for more.
SIR.24.22	Obey me, and you will never have cause for embarrassment;
SIR.24.22	do as I say, and you will be safe from sin.”
SIR.24.23	Wisdom is the Law, the Law which Moses commanded us to keep, the covenant of God Most High, the inheritance of the synagogues of Israel.
SIR.24.25	The Law overflows with Wisdom like the Pishon River, like the Tigris at fruit-picking time. 
SIR.24.26	The Law brims over with understanding like the Euphrates, like the Jordan at harvest time. 
SIR.24.27	It sparkles with teachings like the Nile,
SIR.24.28	The first human being ever created never knew Wisdom completely, and the last person on earth will be no more successful. 
SIR.24.29	The possibilities of Wisdom are vaster than the ocean; her resources are more profound than the deepest waters beneath the earth.
SIR.24.30	As for me, I thought of myself as an irrigation canal bringing water from a river into a garden. 
SIR.24.31	I only intended to water my orchard and flower beds, but the canal soon became a river, and the river became a sea. 
SIR.24.32	And so I present you with my learning; I hold it high, so that its light can be seen everywhere, like that of the rising sun. 
SIR.24.33	Like an inspired prophet, I pour out my teachings, so that future generations can benefit from them. 
SIR.24.34	Please realize that I have not done all this hard work for myself alone, but to help anyone who wants to be wise.
SIR.25.1	There are three things in which I take special delight—things that are beautiful to the Lord and people alike:
SIR.25.1	brothers who get along with each other,
SIR.25.1	neighbors who are friends,
SIR.25.1	and a married couple who are happy together.
SIR.25.2	There are three kinds of people I cannot stand, whose behavior I find highly offensive:
SIR.25.2	poor people who are arrogant,
SIR.25.2	rich people who lie,
SIR.25.2	and foolish old men who commit adultery.
SIR.25.3	Unless you learn what you can while you are young, you will never be wise when you reach old age. 
SIR.25.4	Sound judgment, good advice, and gray hair go together beautifully. 
SIR.25.5	Wisdom, understanding, and sound counsel are appropriate to the aged and the respected. 
SIR.25.6	Elderly people wear the crown of long experience, and they can boast of nothing finer than their fear of the Lord.
SIR.25.7	I will tell you about ten kinds of people that I feel fortunate to know, especially fortunate in the case of the tenth:
SIR.25.7	someone who takes pride in his children,
SIR.25.7	someone who lives to see his enemies fall,
SIR.25.8	a man fortunate enough to have an understanding wife,
SIR.25.8	a married couple who are well-matched,
SIR.25.8	a person who never speaks sinfully,
SIR.25.8	a person who doesn't have to work for someone less competent than himself,
SIR.25.9	someone fortunate enough to have a real friend,
SIR.25.9	a person that people are happy to listen to,
SIR.25.10	and the really great one: someone who is wise.
SIR.25.10	But the greatest one of all is the person who fears the Lord.
SIR.25.11	Such a person has no equal, because the fear of the Lord is the most important thing in the world.
SIR.25.13	No wound is as serious as wounded love. No troubles are as serious as the troubles that women cause. 
SIR.25.14	No sufferings are worse than the sufferings caused by people who hate you. No revenge is worse than revenge taken by an enemy. 
SIR.25.15	No poison is deadlier than the poison of a snake, and no anger is deadlier than the anger of a woman.
SIR.25.16	I would rather live in the same house with a lion or a dragon than with a bad wife. 
SIR.25.17	When a wife is in a bad mood, her expression changes until she looks like an angry bear. 
SIR.25.18	Her husband has to go and eat with the neighbors, where he can't hold back his bitter sighs.
SIR.25.19	Compared with the troubles caused by a woman, any other trouble looks small. May such women suffer the fate of sinners!
SIR.25.20	A quiet man living with a nagging wife is like an old man climbing up a sandy hill.
SIR.25.21	Never lose your head over a woman's beauty, and don't try to win a woman because she is wealthy.
SIR.25.22	When a man is supported by his wife, there is sure to be anger, arrogance, and humiliation. 
SIR.25.23	A bad wife will make her husband gloomy and depressed, and break his heart. Show me a timid man who can never make up his mind, and I will show you a wife who doesn't make her husband happy. 
SIR.25.24	Sin began with a woman, and we must all die because of her. 
SIR.25.25	Don't let a bad wife have her way, any more than you would allow water to leak from your cistern. 
SIR.25.26	If she won't do as you tell her, divorce her.
SIR.26.1	The husband of a good wife is a fortunate man; he will live twice as long because of her. 
SIR.26.2	A fine wife is a joy to her husband, and he can live out his years in peace. 
SIR.26.3	A good wife is among the precious blessings given to those who fear the Lord. 
SIR.26.4	Whether such men are rich or poor, they will be happy and always look cheerful.
SIR.26.5	There are four things that scare me: vicious rumors spread around town, a gathering mob, false accusations—these are all worse than death. 
SIR.26.6	But a woman jealous of another woman causes heartache and grief; her tongue lashes out at everyone.
SIR.26.7	A bad wife is like a yoke that doesn't fit. Trying to control her is like holding a scorpion. 
SIR.26.8	A drunken woman is an infuriating sight; she can't conceal her shameless behavior. 
SIR.26.9	You can tell an unfaithful wife by the bold and flirting look in her eyes.
SIR.26.10	If your daughter is determined to have her own way, keep a close watch on her. If you don't, she'll take advantage of any chance she gets. 
SIR.26.11	If she is too self-willed, be on guard, and don't be surprised if she disappoints you. 
SIR.26.12	She'll spread her legs anywhere for any man who wants her, just as a thirsty traveler will drink whatever water is available.
SIR.26.13	A gracious wife is her husband's delight; her abilities make him a stronger man.
SIR.26.14	A wife who doesn't talk too much is a gift from the Lord. Such restraint is admirable beyond words. 
SIR.26.15	A modest wife has endless charm; it is a quality too precious to measure. 
SIR.26.16	The beauty of a good wife in her well-kept home is like the noonday sun shining in the Lord's sky. 
SIR.26.17	Her beautiful face and attractive figure are
SIR.26.18	and like its gold shaft set on its silver base are her shapely legs and strong ankles.
SIR.26.28	There are two things that make me sad, and a third that makes me angry:
SIR.26.28	a soldier who has become poor,
SIR.26.28	intelligent people who are not respected,
SIR.26.28	and a righteous person who turns to evil.
SIR.26.28	The Lord will punish such a person with death!
SIR.26.29	A merchant can hardly avoid doing wrong; every salesman is guilty of sin.
SIR.27.1	Many people have sinned while looking for a profit; if you want to be rich you have to keep blinders on your eyes. 
SIR.27.2	It is hard to remove a peg that is stuck between two stones of a house, and it is just as hard to remove dishonesty from buying and selling. 
SIR.27.3	Unless you are determined in your fear of the Lord, your house is going to come down on you.
SIR.27.4	Your talk shows your faults; it is like a sieve that separates out the rubbish. 
SIR.27.5	The way you think shows your character just as surely as a kiln shows any flaws in the pottery being fired. 
SIR.27.6	 You can tell how well a tree has been cared for by the fruit it bears, and you can tell a person's feelings by the way he expresses himself. 
SIR.27.7	Never praise anyone before you hear him talk; that is the real test.
SIR.27.8	If you try to be honest, you can be, and it will improve your character as handsome clothing improves your appearance. 
SIR.27.9	Birds come to roost with those of their own kind, and the habit of honesty comes to those who try to be honest. 
SIR.27.10	Sin waits for those looking for a chance to sin, just as a lion waits for prey.
SIR.27.11	When devout people talk, what they say always makes sense, but foolish people are always contradicting themselves. 
SIR.27.12	When you find yourself with stupid people, look for some excuse to leave, but when you are with serious-minded people, stay as long as you can.
SIR.27.13	The stories that foolish people tell are offensive, and they make jokes about the worst kinds of sin. 
SIR.27.14	When such people curse, it is enough to make your hair stand on end, and when they start arguing among themselves, all you can do is to stop up your ears. 
SIR.27.15	It is painful to listen to them insult each other, and such blustering can lead to violence.
SIR.27.17	Respect your friends, and keep faith with them. If you do betray a friend's confidence, you may as well forget you have a friend. 
SIR.27.18	You have killed that friendship just as surely as if you had taken a weapon and killed an enemy. 
SIR.27.19	Your friend is gone. You can no more get him back than you can get a bird to come back to your hand once you let it go. 
SIR.27.20	Don't bother going after him. It's too late. He is gone, like a deer escaped from a trap. 
SIR.27.21	Wounds can be bandaged and insults can be forgiven, but if you betray a confidence, it is hopeless.
SIR.27.22	When someone starts winking at you, he has something bad in mind, and nothing can stop him from going through with it. 
SIR.27.23	When he's with you, his talk is so nice! He compliments you on every word you say. But behind your back it's a different story; he will take what you have said and turn it against you. 
SIR.27.24	There is nothing in the world that I hate as much as a person like that—and the Lord hates him too.
SIR.27.25	Throw a stone straight up in the air and it will come down on your head. Strike a blow, and you yourself will be wounded. 
SIR.27.26	People who set traps fall into them themselves. 
SIR.27.27	People who hurt others will be hurt by their own actions and will have no idea why.
SIR.27.28	Arrogant people insult others and make fun of them,
SIR.27.29	Those who are happy to witness the downfall of devout people are going to fall into a trap and die a painful death.
SIR.27.30	Anger and a hot temper are horrible things, but sinners have both.
SIR.28.1	The Lord is taking note of your sins, and if you take vengeance on someone, the Lord will take vengeance on you. 
SIR.28.2	 But if you forgive someone who has wronged you, your sins will be forgiven when you pray. 
SIR.28.3	You cannot expect the Lord to pardon you while you are holding a grudge against someone else. 
SIR.28.4	You yourself are a sinner, and if you won't forgive another person, you have no right to pray that the Lord will forgive your sins. 
SIR.28.5	If you cannot get rid of your anger, you have no hope of forgiveness—you are only a human being. 
SIR.28.6	Think about it! Some day you will die, and your body will decay. So give up hate and live by the Lord's commands, 
SIR.28.7	the commands in the covenant of the Most High. Instead of getting upset over your neighbor's faults, overlook them.
SIR.28.8	If you stay out of arguments, you will not sin so much, because a hot temper gets them started. 
SIR.28.9	It is sinful to break up a friendship by creating hostility among people who get along well together. 
SIR.28.10	The more fuel, the hotter the fire. The more stubbornness, the hotter the argument. And the stronger or richer people are, the angrier they can afford to become. 
SIR.28.11	An argument that blazes out suddenly can lead to violence. 
SIR.28.12	You can blow on a spark to make it glow, or you can spit on it to put it out. Either way, you do it with your mouth.
SIR.28.14	Many have had their lives ruined and have been driven from their homes because of people who meddled in their business. Such unwanted interference has resulted in the destruction of strong cities and the homes of respected people. 
SIR.28.15	Meddlers have caused faithful wives to be divorced, robbed of everything they had worked for. 
SIR.28.16	Anyone who pays attention to slander can never find peace of mind. 
SIR.28.17	A whip can raise a welt, but a vicious tongue can break bones. 
SIR.28.18	More people have died as a result of loose talk than were ever killed by swords. 
SIR.28.19+SIR.28.20	Count yourself lucky if you have been spared the experience of having irresponsible talk directed against you—if you have never had that iron yoke around your neck or those heavy chains on your legs. 
SIR.28.21	Slander leads to a miserable death; but in fact, you'd be better off dead.
SIR.28.22	Devout people, however, cannot be overcome by slander; they cannot be burned by its flames. 
SIR.28.23	Its victims are those who have abandoned the Lord; once the fire of slander has been lit among them, it cannot be put out. Slander will pounce on them like a lion and tear them to pieces like a leopard.
SIR.28.24	Don't you fence in your property? Don't you lock up your money? 
SIR.28.25	Well, be just as careful with what you say. Weigh every word, and have a lock ready for your mouth. 
SIR.28.26	Someone may be waiting for you to slip, and if you are not careful, you will stumble over your own words and fall down in front of him.
SIR.29.2	If he needs something, lend it to him. And when you are in debt, pay it back as soon as you can. 
SIR.29.3	If you meet your obligations, you will always be able to borrow what you need. 
SIR.29.4	Many people treat a loan as something they found and can keep, causing embarrassment to those who helped them. 
SIR.29.5	Some people will speak politely, bow, and scrape until they get the loan they want, but when the time comes to pay it back, they'll put it off, say that it's inconvenient, and make a lot of worthless excuses. 
SIR.29.6	If the lender insists on being paid, he can count himself lucky to get back half. If he doesn't insist, the borrower has robbed him and made an unnecessary enemy. All the lender will get from him are curses, insults, and disrespect, but never any gratitude.
SIR.29.7	Many people refuse to lend at all, not because they are stingy, but because
SIR.29.8	Nevertheless, be understanding with those who are poor. Don't keep them waiting for your generosity. 
SIR.29.9	The Lord has commanded us to help the poor; don't refuse them the help they need. 
SIR.29.10	It is better to lose your money by helping a relative or a friend than to lose it by letting it rust away under a rock somewhere. 
SIR.29.11	Use your wealth as the Most High has commanded; this will do you more good than keeping your money for yourself. 
SIR.29.12	Count among your treasures the fact that you give to the poor. It will save you from all kinds of trouble 
SIR.29.13	and will be a better defense against your enemies than the strongest shield or stoutest spear.
SIR.29.14	A good man is willing to guarantee his neighbor's debts. Only someone who has lost all sense of decency would refuse to do so. 
SIR.29.15	If someone does this favor for you, don't forget it; he has risked his good name for you. 
SIR.29.16	There are some ungrateful sinners who abandon those who stand behind them, and they cause them loss of property. 
SIR.29.17	Guaranteeing loans has ruined many prosperous people and caused them unsettling storms of trouble. 
SIR.29.18	Influential people have lost their homes over it and have had to go wandering in foreign countries. 
SIR.29.19	A sinner who hopes to make a profit by guaranteeing a loan is going to find himself involved in lawsuits. 
SIR.29.20	So help your neighbor as much as you can, but protect yourself against the dangers involved.
SIR.29.21	The necessities of life are water, food, clothing, and a home where you can have privacy. 
SIR.29.22	It is better to be poor and live under your own crude roof than to enjoy lavish banquets in other people's homes. 
SIR.29.23	Be happy with what you have, even if it isn't very much, and don't listen to anyone who would insult your home and family.
SIR.29.24	Going from house to house is a miserable way to live. Anywhere you go, you don't dare speak. 
SIR.29.25	You welcome the guests and pour the drinks, and nobody thanks you. Instead, people humiliate you by saying things like: 
SIR.29.26	“Stranger! Come here and set the table! I want to eat what you've got there! Give it here! 
SIR.29.27	Go away, stranger! I've got an important guest! My brother is coming to visit, and I need the room!”
SIR.29.28	Being denied hospitality or having a moneylender hound you—these are hard things for any sensitive person to endure.
SIR.30.1	A father who loves his son will whip him often, so that he can be proud of him later. 
SIR.30.2	If a son is disciplined, he will be of some use, and his father can boast of him to his friends. 
SIR.30.3	Anyone who gives good guidance to his son cannot only take pride in him among his friends, but he can make his enemies jealous. 
SIR.30.4+SIR.30.5	While the father is alive, the sight of his son makes him happy, and when he dies, he has no regrets. He is not really dead, because his son is like him. 
SIR.30.6	He has left someone to take vengeance on his enemies and to return the favors he owes his friends.
SIR.30.7	But anyone who spoils his son will have to bandage his wounds.
SIR.30.8	An untamed horse is going to be stubborn, and an undisciplined son is no different. 
SIR.30.9	If you pamper your child and play with him, he will be a disappointment and a source of grief. 
SIR.30.10	Laugh with him now, and one day you will have to cry over him, grinding your teeth in regret. 
SIR.30.11	Don't give him freedom while he is young, and don't overlook what he does wrong. 
SIR.30.12	Whip him while he is still a child, and make him respect your authority. If you don't, he will be stubborn and disobedient and cause you nothing but sorrow. 
SIR.30.13	So discipline your son and give him work to do, or else he will be an embarrassment to you.
SIR.30.14	It is better to be poor, but strong and healthy, than to be rich, but in poor health. 
SIR.30.15	A sound, healthy body and a cheerful attitude
SIR.30.16	Nothing can make you richer or give you greater happiness than those two things. 
SIR.30.17	It would be better to be dead, asleep forever, than to live in the misery of chronic illness. 
SIR.30.18	The finest food means nothing if you are too sick to eat it; it might as well be offered to an idol.
SIR.30.19	But there is no point in offering food to an idol; it can't eat it or smell it. It is just the same with someone whom the Lord has afflicted. 
SIR.30.20	He looks at his food and sighs, like a castrated man hugging a young woman.
SIR.30.22	Happiness makes for a long life and makes it worth living. 
SIR.30.23	Enjoy yourself and be happy; don't worry all the time. Worry never did anybody any good, and it has destroyed many people. 
SIR.30.24	It will make you old before your time. Jealousy and anger will shorten your life. 
SIR.30.25	A cheerful person with a good attitude will have a good appetite and enjoy his food.
SIR.31.1	Worrying about money will make you lose weight and lose sleep. 
SIR.31.2	Worrying about business
SIR.31.3	Rich people work hard to make a lot of money; then they can sit back and live in luxury. 
SIR.31.4	Poor people work hard and have nothing to show for it, and when they rest, they are still poor.
SIR.31.5	No one who loves money can be judged innocent; his efforts to get rich have led him into sin.
SIR.31.6	Many people have been ruined because of money, brought face-to-face with disaster. 
SIR.31.7	Money is a trap for those who are fascinated by it, a trap that every fool falls into.
SIR.31.8	A person who gets rich without sinfully chasing after money is fortunate. 
SIR.31.9	Do you know anyone like that? If so, we will congratulate him for performing a miracle that no one else has ever been able to do. 
SIR.31.10	If anyone has ever passed this test, he can well be proud. Has anyone ever known that he could get away with cheating someone, and not taken advantage of it? 
SIR.31.11	If so, he deserves his wealth, and everyone will praise him for his generosity.
SIR.31.12	When you sit down at a fancy banquet, don't let your mouth hang open, and don't say, “Look at all that food!” 
SIR.31.13	It is impolite to have a greedy eye; remember that. Nothing in creation is greedier than the eye; that is why it sheds tears so often.
SIR.31.14	Don't reach out for everything you see, and don't elbow people out of the way to get at the food. 
SIR.31.15	Be considerate of the other people at the table and treat them the way you want to be treated. 
SIR.31.16	When you get your food, eat it like a human being. Don't smack and slurp; nobody can stand that. 
SIR.31.17	It's good manners to be the first to stop eating; stuffing yourself is offensive. 
SIR.31.18	If there are many people present, don't try to be the first to be served. 
SIR.31.19	A little bit is plenty for anyone with good manners. Besides, you won't be short of breath when you go to bed. 
SIR.31.20	People who eat too much get stomach aches and cannot sleep. If you don't overeat, you can get a good night's sleep and wake up early the next morning feeling fine. 
SIR.31.21	But if you do get a stomach ache from eating too much, go off and vomit
SIR.31.22	My child, if you listen to what I am saying and put it into practice, one of these days you will thank me for it. Be moderate
SIR.31.23	People appreciate a generous host, and he deserves their praise. 
SIR.31.24	But everybody in town will complain about a host who is stingy with food, and their complaints are justified.
SIR.31.25	Don't try to prove your manhood by how much you can drink. Wine has been the ruin of many. 
SIR.31.26	An arrogant person's character shows through when he is in a drunken argument, in the same way that iron is tested when it is heated red-hot and then dipped in water. 
SIR.31.27	Wine can put new life into you if you drink it in moderation. What would life be like without it? Wine was created to make us happy. 
SIR.31.28	If you drink it in moderation and at the right time, it can lift your spirits and make you cheerful, 
SIR.31.29	but if you drink when you are angry and upset, it leads to headaches, embarrassment, and disgrace.
SIR.31.30	A drunken fool can lose his temper and hurt himself. His drinking makes him weak and an easy target for angry blows. 
SIR.31.31	Never rebuke a person when you have both been drinking. Don't hurt his feelings while he is having a good time. It's not the time to criticize anyone, or to ask him to pay back a debt.
SIR.32.1	If you are chosen to preside at a banquet, don't put on airs. Just be like everyone else. Look after the guests before you sit down. 
SIR.32.2	After you have performed your duties, you can sit down and enjoy yourself with the others. They will respect you for doing a good job.
SIR.32.3	If you are older than most of the guests, you may talk; that is your right. But you should know what you are talking about and not interrupt the music. 
SIR.32.4	If entertainment is being provided, don't keep up a steady conversation; it's the wrong time to show off your wit. 
SIR.32.5	Music at a banquet where wine is served is like a ruby set in gold. 
SIR.32.6	Good music and good wine—an emerald set in gold.
SIR.32.7	If you are young, don't speak unless you have to, but never more than twice, and only if someone speaks to you first. 
SIR.32.8	Come to the point and say it all in a few words. Show that you are well-informed, but stay quiet. 
SIR.32.9	Don't treat important people as if you were their equal and don't make a nuisance of yourself by asking them a lot of questions.
SIR.32.10	The reputation of a modest person goes before him, as lightning before thunder.
SIR.32.11	Leave the party at the right time and never be the last to go. Don't linger at the door; just go straight home. 
SIR.32.12	There you can enjoy yourself as you wish, but don't commit the sin of bragging. 
SIR.32.13	And don't forget to thank your Creator for letting you enjoy so many good things.
SIR.32.14	If you fear the Lord, you will accept his correction. He will bless those who get up early in the morning to pray. 
SIR.32.15	Study his Law, and you will master it, unless you are insincere about it, in which case you will fail. 
SIR.32.16	If you fear the Lord, you will know what is right, and you will be famous for your fairness. 
SIR.32.17	Sinners have no use for correction, and will interpret the Law to suit themselves.
SIR.32.18	Sensible people will consider every opinion, but arrogant
SIR.32.19	Never do anything without thinking it through, and once you have done something, don't look back and wish you had done something else. 
SIR.32.20	Don't take a course of action that is dangerous, and don't make the same mistake twice.
SIR.32.21	Don't be too sure of yourself, even when the way looks easy. 
SIR.32.22	Always watch where you are going.
SIR.32.23	Whatever you do be careful;
SIR.32.24	Believing in the Law means keeping the Lord's commands.
SIR.32.24	If you trust the Lord, you cannot lose.
SIR.33.1	No evil will ever come to a person who fears the Lord; however often danger comes, the Lord will come to the rescue. 
SIR.33.2	A person who has no use for the Law doesn't have good sense, and anyone who is insincere about it is going to be tossed about like a boat in a storm. 
SIR.33.3	 If you are wise, you will believe in the Law; you will find it as reliable as the sacred lots.
SIR.33.4	Prepare what you are going to say and people will listen to you. Use what you have learned before you start talking. 
SIR.33.5	A foolish person's mind works like a cartwheel, going round and round in circles. 
SIR.33.6	A sarcastic friend is like a wild horse that neighs no matter who tries to ride him.
SIR.33.7	Why are some days holier than others, even though the same sun rises on every day of the year? 
SIR.33.8	It is because the Lord made them different by setting them apart as religious holidays and festivals. 
SIR.33.9	He made some days holy and important, and made other days ordinary.
SIR.33.10	Every human being was made from the earth, just as Adam was. 
SIR.33.11	But the Lord, in his wisdom, made them all different and gave them different tasks. 
SIR.33.12	He blessed some, making them honored and holy, keeping them near him. Others he cursed, humbling them and removing them from their positions. 
SIR.33.13	Just as clay is in the potter's hands for him to shape as he pleases, so we are in the hands of our Creator for him to do with as he wishes.
SIR.33.14	Good is the opposite of evil, life is the opposite of death, and sin is the opposite of devotion to the Lord. 
SIR.33.15	Think about it: the Most High has made everything in pairs, each thing the opposite of something else.
SIR.33.16	As for me, I have been the last to come on duty, as if going through vineyards to gather whatever the grape-pickers had left behind. But the Lord blessed me, and I did well,
SIR.33.17	But I want you to know that I have not done all this work for myself alone, but for everyone who wants to learn. 
SIR.33.18	Listen to me, all you great leaders! All you leaders of the assemblies, hear what I have to say!
SIR.33.19	Never, as long as you live, give anyone power over you—whether son, wife, brother, or friend. Don't give your property to anyone; you might change your mind and have to ask for it back. 
SIR.33.20	As long as you have breath in your body, don't let anyone lead your life for you. 
SIR.33.21	It is better that your children be dependent on you than the other way around. 
SIR.33.22	Keep control over all that you do; don't let anything stain your reputation. 
SIR.33.23	Wait until the last moment of your life, when you are breathing your last, and then divide your property among your heirs.
SIR.33.24	A donkey should be given its fodder and its burden, and it should be beaten. A slave should be given food and work, and should be disciplined. 
SIR.33.25	If you make your slave work, you can set your mind at ease. If you don't keep him busy, he will be looking for freedom. 
SIR.33.26	You can use a harness and yoke to tame an animal, and a slave can be tortured in the stocks. 
SIR.33.27	Keep him at work, and don't let him be idle; idleness can only teach him how to make trouble. 
SIR.33.28	Work is what he needs. If he won't obey you, put him in chains.
SIR.33.29	But don't be too severe with anyone, and never be unfair. 
SIR.33.30	If you have a slave, treat him as you would want to be treated; you bought him with your hard-earned money. 
SIR.33.31	Treat him as a brother; you need him as you need yourself. If you mistreat him and he runs away, where are you going to look for him?
SIR.34.2	A person who pays any attention at all to dreams is like someone who tries to catch shadows or chase the wind. 
SIR.34.3	What you see in a dream is no more real than the reflection of your face in a mirror. 
SIR.34.4	What is unreal can no more produce something real than what is dirty can produce something clean. 
SIR.34.5	Dreams, divination, and omens are all nonsense. You see in them only what you want to see.
SIR.34.6	Unless the Most High has sent you the dream, pay no attention to it. 
SIR.34.7	Dreams have misled many people; they put their faith in them, only to be disappointed. 
SIR.34.8	The Law is complete without such falsehood. Wisdom, as spoken by the righteous, is also complete without it.
SIR.34.9	A well-traveled
SIR.34.10	You can't know much if you haven't experienced much, but travel can make you more clever. 
SIR.34.11	In my own travels I have seen many things and learned more than I can put into words. 
SIR.34.12	I have been in danger of death many times, but I have always been able to escape by relying on past experience.
SIR.34.13	Those who fear the Lord will live, because they have put their trust in the one who can save them. 
SIR.34.14	Fear the Lord, and you will have nothing else to fear. If your trust is in him, you will never act like a coward. 
SIR.34.15	People who fear the Lord are fortunate, because they know where they can look for help. 
SIR.34.16	The Lord watches over those who love him; he is their strong protection and firm support. He shelters them from the heat, shades them from the noonday sun, and keeps them from stumbling and falling. 
SIR.34.17	He makes them cheerful and puts a sparkle in their eyes. He blesses them with life and health.
SIR.34.18	If you offer as a sacrifice an animal that you have obtained dishonestly, it is defective and unacceptable. 
SIR.34.19	The Most High gets no pleasure from sacrifices made by ungodly people; no amount of sacrifices can make up for their sins. 
SIR.34.20	Anyone who steals an animal from the poor to offer as a sacrifice is like someone who kills a boy before his father's eyes. 
SIR.34.21	Food means life itself to poor people, and taking it away from them is murder. 
SIR.34.22	It is murder to deprive someone of his living or to cheat an employee of his wages.
SIR.34.23	When one person builds and somebody else tears down, has anything been accomplished but hard work? 
SIR.34.24	When one person blesses and somebody else curses, which one is the Lord going to listen to? 
SIR.34.25	If you touch a dead body and then purify yourself by washing, but then go and touch it again, what good did the washing do? 
SIR.34.26	If you fast because of your sins, and then go out and commit the same sins over again, what have you gained by going without food? Who do you think is going to listen to your prayers?
SIR.35.1	Keeping the Law is worth many offerings; it is a fellowship offering in itself. 
SIR.35.2	Returning a kindness is like a grain offering; giving to the poor is like a thanksgiving offering. 
SIR.35.3	Keeping away from sin will please the Lord and make atonement for sin. 
SIR.35.4	But don't come to the Temple without an offering; 
SIR.35.5	the Law requires that you bring one. 
SIR.35.6	When someone righteous offers a sacrifice and the fat drips down on the altar, a pleasant smell rises to the Most High. 
SIR.35.7	The Lord will accept the offerings made by a righteous person and will not forget them. 
SIR.35.8	Praise the Lord by making generous offerings to him; don't be stingy with the first of your crops. 
SIR.35.9	 Be cheerful with every gift you make, and when you pay your tithes, do it gladly. 
SIR.35.10	Give to the Most High as he has given to you, just as generously as you can. 
SIR.35.11	The Lord always repays and will do it many times over. 
SIR.35.12	But don't try to bribe him or rely on offerings that you have obtained dishonestly. He will not accept them.
SIR.35.12	The Lord is fair
SIR.35.13	He is not prejudiced against the poor; when someone prays who has been wronged, the Lord listens. 
SIR.35.14	When orphans and widows pour out their prayers, he does not ignore them. 
SIR.35.15	The tears running down a widow's cheek cry out in accusation against the one who has caused her distress.
SIR.35.16	Serve the Lord willingly, and the Lord will accept you; your prayers will reach the skies. 
SIR.35.17	The prayer of a humble person goes past the clouds and keeps on going until it reaches the Lord Most High, where it stays until he answers by seeing that justice is done and that the guilty are punished.
SIR.35.18	And the Lord will act quickly. He will show no patience with wicked people. He will take vengeance by crushing the heathen. He will completely wipe out the merciless and the arrogant, and will destroy the authority of the wicked. 
SIR.35.19	He will give each of us what our thoughts and actions deserve. Because of the Lord's mercy, his people will be happy when he has judged their case. 
SIR.35.20	In times of trouble his mercy is as welcome as rain after a long drought.
SIR.36.1	O Lord God of the universe, look upon us and have mercy. 
SIR.36.2	Make every nation stand in fear of you. 
SIR.36.3	Take action against the foreign nations, and let them witness your power! 
SIR.36.4	You have used us to show them how holy you are; now use them to show us how great you are. 
SIR.36.5	Let them learn, as we have learned, that there is no God, O Lord, but you. 
SIR.36.6	Give new signs, perform new miracles; show us your glorious strength! 
SIR.36.7+SIR.36.8+SIR.36.9	Bring on that appointed time when everyone can talk about the great things you do. Pour out your furious, flaming anger, and let none of our enemies survive. Destroy those who have oppressed your people. 
SIR.36.10	Crush all those enemy rulers who think they are the only people in the world who matter! 
SIR.36.11	Gather the tribes of Israel together again, and give them back their land as you gave it to them long ago. 
SIR.36.12	Lord, have mercy on Israel, the people who are known by your name, whom you called your first-born son. 
SIR.36.13	Take pity on Jerusalem, your holy city, where you chose to stay. 
SIR.36.14	Fill your Temple
SIR.36.15	Testify for your people, whom you created in the beginning; fulfill the prophecies that have been spoken in your name. 
SIR.36.16	Reward those who have put their faith in you, and vindicate your prophets. 
SIR.36.17	You have always been gracious to your people;
SIR.36.18	Any kind of food can be eaten, but some foods are better than others. 
SIR.36.19	And just as the tongue can distinguish the flavors of different kinds of meat, so a sharp mind can detect lies. 
SIR.36.20	A person with a warped mind causes trouble, but an experienced person knows how to pay it back.
SIR.36.21	A woman has to take any man as a husband, but a man must choose his wife carefully. 
SIR.36.22	A woman's beauty makes a man happy; there is no fairer sight for the human eye to see. 
SIR.36.23	If the woman is kind and gentle in her speech, her husband is the most fortunate of men. 
SIR.36.24	When a man marries, he gets the finest thing he will ever have—a wife to help and encourage him.
SIR.36.25	If property is not fenced in, thieves will wander in and help themselves. And if a man has no wife, he is a sighing wanderer; 
SIR.36.26	people have no more trust in a homeless person who sleeps in a different place every night than they have in a wandering thief who goes from town to town.
SIR.37.1	Anyone can claim to be your friend, but some people are friends in name only. 
SIR.37.2	The grief caused when a close friendship turns sour is as bad as death. 
