GEN.1.1	Ku lubereberye Katonda yatonda eggulu n'ensi.
ROM.11.23	Era nabo, bwe bataaliremera mu butakkiriza bwabwe baliyungibwa ku kikolo, kubanga Katonda ayinza okubayungako nate.
ROM.11.24	Kuba oba nga ggwe wawogolwa ku muzeyituuni ogwali ogw'omu nsiko mu buzaaliranwa, n'osimbibwa mu muzeyituuni omulungi obutagoberera buzaaliranwa, abo, ab'obuzaaliranwa, tebalisinga nnyo kusimbibwa mu muzeyituuni gwabwe bo?
ROM.11.25	Kubanga ssaagala mmwe, ab'oluganda, obutamanya kyama kino, mulemenga okubeera ab'amagezi mu maaso gammwe mwekka, ng'obukakanyavu bwabeera ku Baisiraeri, okutuusa ab'amawanga lwe balituuka ku kutuukirira kwonna; 
ROM.11.26	era bwe kityo Abaisiraeri bonna balirokoka, nga bwe kyawandiikibwa nti,
ROM.11.26	“Omununuzi aliva mu Sayuuni;
ROM.11.26	Aliggyawo obutatya Katonda mu Yakobo.”
ROM.11.27	“Era eno ye ndagaano yange nabo,
ROM.11.27	bwe ndibaggyako ebibi byabwe.”
ROM.11.28	Okusinziira mu Njiri, be balabe ba Katonda ku lwammwe; naye okusinziira mu kulondebwa, baagalwa ku lwa bajjajjaabwe. 
ROM.11.29	Kubanga ebirabo n'okuyita kwa Katonda tebyejjusibwa. 
ROM.11.30	Era nga mmwe edda bwe mwali abajeemu eri Katonda, naye kaakati musaasiddwa olw'obujeemu bwabwe. 
ROM.11.31	Bwe batyo nabo kaakati bajeemu, balyoke basaasirwe nga mmwe bwe mwasaasirwa. 
ROM.11.32	Kubanga Katonda yasiba abantu bonna mu bujeemu, alyoke asaasire bonna.
ROM.11.33	Obuziba bw'obugagga obw'amagezi n'obw'okumanya kwa Katonda tomanyi bwe buli! emisango gye nga tegikeberekeka, n'amakubo ge nga tegekkaanyizika!
ROM.11.34	“Kubanga ani eyali ategedde ebirowoozo bya Mukama? Oba ani eyali amuwadde amagezi?”
ROM.11.35	“Oba ani eyali amuwadde ekirabo alyoke amuddizewo?” 
ROM.11.36	Kubanga byonna biva gy'ali, era biyita gy'ali, era bituuka gy'ali. Ekitiibwa kibeerenga gy'ali emirembe gyonna. Amiina.
ROM.12.1	Kyenvudde mbeegayirira, ab'oluganda, olw'okusaasira kwa Katonda, okuwangayo emibiri gyammwe, ssaddaaka ennamu, entukuvu, esanyusa Katonda, kwe kuweereza kwammwe okw'amagezi. 
ROM.12.2	So temufaananyizibwanga ng'emirembe gino: naye mukyusibwenga olw'okufuula amagezi gammwe amaggya, mulyoke mutegeere ebyo Katonda by'ayagala, ebirungi, ebisanyusa era ebituufu. 
ROM.12.3	Olw'ekisa kye nnaweebwa, mbeegayirira buli omu ku mmwe, alemenga okwerowooza okusinga bwe kimugwanidde okulowooza; naye okulowoozanga nga yeegendereza, nga Katonda bwe yagabira buli muntu ekigera ky'okukkiriza.
ROM.12.4	Kuba nga bwe tulina ebitundu ebingi mu mubiri ogumu, naye ebitundu byonna tebirina mulimu gumu,
ROM.12.5	bwe kityo ffe abangi tuli omubiri gumu mu Kristo, na buli muntu tuli ebitundu bya bannaffe fekka na fekka.
ROM.12.6	Era bwe tulina ebirabo ebitenkanankana ng'ekisa kye twaweebwa bwe kiri, tubikozesenga bwe tutyo, oba bunnabbi, tubuulirenga mu kigera ky'okukkiriza kwaffe;
ROM.12.7	oba kuweereza, tunyiikirenga mu kuweereza kwaffe; oba ayigiriza, anyiikirenga mu kuyigiriza kwe.
ROM.12.8	Abuulirira, anyiikirenga mu kubuulirira kwe; agaba, agabenga awatali bukuusa; afuga afugenga n'okunyiikira; n'oyo asaasira, asaasirenga n'essanyu.
ROM.12.9	Okwagala kubeerenga kwa mazima. Mukyawenga obubi, munywererenga ku kirungi. 
ROM.12.10	Mwagalanenga n'okwagala okw'ab'oluganda; nga musukirira mu kuwaŋŋana ekitiibwa.
ROM.12.11	Mubeere banyiikivu si bagayaavu; nga muli basanyufu mu mwoyo; nga muweereza Mukama waffe.
ROM.12.12	Musanyukenga mu kusuubira; mugumiikirizenga mu bunaku; munyiikirenga mu kusaba.
ROM.12.13	Mugabirenga abatukuvu bye beetaaga; mwanirizenga abagenyi.
ROM.12.14	Musabirenga ababayigganya; mubasabirenga, so temukolimanga.
ROM.12.15	Musanyukirenga wamu n'abo abasanyuka; mukaabirenga wamu n'abo abakaaba.
ROM.12.16	Mubeerenga mu mirembe mwekka na mwekka. Temwegulumizanga, naye mukolaganenga n'abo abatalina bukulu. Temubanga ba magezi mu maaso gammwe mwekka.
ROM.12.17	Temuwalananga muntu kibi olw'ekibi. Mwetegekenga okukola ebirungi mu maaso g'abantu bonna. 
ROM.12.18	Oba nga kiyinzika, ku luuyi lwammwe, mutabaganenga n'abantu bonna.
ROM.12.19	Temuwalananga mwekka ggwanga, abaagalwa, naye waakiri musegulirenga obusungu; kubanga kyawandiikibwa nti, “Okuwalana kwange; nze ndisasula, bw'ayogera Mukama.”
ROM.12.20	Naye “omulabe wo bw'alumwanga enjala, muliisenga; bw'alumwanga ennyonta, muwenga eky'okunywa; kubanga bw'okola bw'otyo, olimukumira amanda g'omuliro ku mutwe gwe.”
ROM.12.21	Towangulwanga bubi, naye wangulanga obubi olw'obulungi.
ROM.13.1	Buli muntu awulirenga abakulu abafuga, kubanga tewali bukulu butava eri Katonda; n'abakulu abaliwo baateekebwawo Katonda.
ROM.13.2	Awakanya obukulu kyava awakanya okulagira kwa Katonda, era ababawakanya balyereetaako omusango bo bokka. 
ROM.13.3	Kubanga abafuga si ba kutiisa abo abakola ebirungi, wabula abo abakola ebibi. Era oyagala obutatya mukulu? Kola bulungi, alikusiima,
ROM.13.4	kubanga ye muweereza wa Katonda eri ggwe olw'obulungi. Naye bw'okola obubi, tya; kubanga takwatira bwereere kitala; kubanga ye muweereza wa Katonda, awalana obusungu bwe ku oyo akola obubi.
ROM.13.5	Kyekivudde kibagwanira okuwulira, si lwa kwewala busungu bwa Katonda bwokka, naye era ne ku lw'omwoyo gwammwe. 
ROM.13.6	Era kyemuva muwa omusolo; kubanga be baweereza ba Katonda, nga banyiikirira mu mulimu ogwo. 
ROM.13.7	Musasulenga bonna amabanja gaabwe, ab'omusolo musolo; ab'empooza mpooza; ab'okutiibwa kutya; n'ab'ekitiibwa kitiibwa. 
ROM.13.8	Temubeeranga na bbanja lyonna eri omuntu yenna, wabula okwagalananga; kubanga ayagala muntu munne, ng'atuukirizza amateeka.
ROM.13.9	Kubanga amateeka gano nti, “Toyendanga, tottanga, tobbanga, teweegombanga,” n'etteeka eddala lyonna, ligattiddwa mu kino, nti, “Yagalanga muntu munno nga bwe weeyagala wekka.”
ROM.13.10	Okwagala tekukola bubi muntu munne; okwagala kyekuva kutuukiriza amateeka.
ROM.13.11	Era mukolenga bwe mutyo, kubanga mumanyi ebiro, ng'obudde butuuse kaakano mmwe okuzuukuka mu tulo; kubanga kaakano obulokozi bwaffe buli kumpi okusinga we twakkiririza. 
ROM.13.12	Ekiro kiyise, obudde bunaatera okukya, kale twambule ebikolwa eby'ekizikiza, era twambale eby'okulwanyisa eby'omusana.
ROM.13.13	Tutambulenga nga tuwoomye nga abali mu musana, si mu binyumu ne mu mbaga ez'okutamiiranga, si mu bwenzi n'obukaba, si mu kuyombanga n'obuggya. 
ROM.13.14	Naye mwambale Mukama waffe Yesu Kristo, so temutegekeranga mubiri, olw'okwegomba.
ROM.14.1	Naye atali munywevu mu kukkiriza mumusembezenga, naye temumusalira musango olw'ensonga ezibuusibwabuusibwa. 
ROM.14.2	Omulala akkiriza n'okulya n'alya byonna, naye atali munywevu alya nva zokka. 
ROM.14.3	Alya tanyoomanga atalya; era atalya tasaliranga musango alya, kubanga Katonda yamusembeza.
ROM.14.4	Ggwe ani asalira omusango omuweereza wa beene? Eri mukama we yokka gyayinza okuyimiririra oba okugwa. Naye aliyimirira; kubanga Mukama waffe ayinza okumuyimiriza.
ROM.14.5	Omuntu omulala alowooza olunaku olumu okusinga olulala, omulala alowooza ennaku zonna okwenkanankana. Buli muntu ategeererenga ddala mu magezi ge yekka.
ROM.14.6	Alowooza olunaku, alulowooza ku bwa Mukama waffe; n'oyo alya, alya ku bwa Mukama waffe, kubanga yeebaza Katonda; n'oyo atalya, talya ku bwa Mukama waffe, era yeebaza Katonda. 
ROM.14.7	Kubanga tewali muntu mu ffe eyeebeerera omulamu ku bubwe yekka, era tewali eyeefiira ku bubwe yekka. 
ROM.14.8	Kubanga bwe tubeera abalamu, tuba balamu ku bwa Mukama waffe; oba bwe tufa, tufa ku bwa Mukama waffe, kale, bwe tuba abalamu, oba bwe tufa, tuba ba Mukama waffe.
ROM.14.9	Kubanga Kristo kyeyava afa n'abeera omulamu, alyoke abeerenga Mukama w'abafu era n'abalamu. 
ROM.14.10	Naye ggwe kiki ekikusaliza omusango muganda wo? Oba naawe kiki ekikunyoomesa muganda wo? Kubanga fenna tuliyimirira mu maaso g'entebe ey'emisango eya Katonda.
ROM.14.11	Kubanga kyawandiikibwa nti,
ROM.14.11	“Nga bwe ndi omulamu, bw'ayogera Mukama,
ROM.14.11	buli vviivi lirinfukaamirira,
ROM.14.11	Na buli lulimi lulitendereza Katonda.” 
ROM.14.12	Kale bwe kityo buli muntu mu ffe alibalirira omuwendo gwe yekka eri Katonda.
ROM.14.13	Kale tulemenga okusalira bannaffe emisango nate fekka na fekka, naye waakiri musale omusango guno, obutaleeteranga wa luganda ekyesittaza oba enkonge. 
ROM.14.14	Mmanyi era ntegeeredde ddala mu Mukama waffe Yesu, nga tewali kintu kya muzizo mu buwangwa bwakyo; wabula eri oyo akirowooza nga kya muzizo, kiba kya muzizo.
ROM.14.15	Kuba oba nga muganda wo anakuwala olw'emmere, nga tokyatambulira mu kwagala. Tomuzikirizanga lwa mmere yo oyo Kristo gwe yafiirira.
ROM.14.16	Kale ekirungi kyammwe kiremenga okuvumibwa,
ROM.14.17	kubanga obwakabaka bwa Katonda si kwe kulya n'okunywa, wabula butuukirivu na mirembe na ssanyu mu Mwoyo Omutukuvu.
ROM.14.18	Kubanga aweereza Kristo bw'ati asanyusa nnyo Katonda, n'abantu bamusiima. 
ROM.14.19	Kale bwe kityo tugobererenga eby'emirembe, n'eby'okuzimbagananga fekka na fekka.
ROM.14.20	Toyonoonanga mulimu gwa Katonda lwa mmere. Byonna birungi; naye kinaabanga kibi eri oyo alya nga yeesittala. 
ROM.14.21	Kirungi obutalyanga nnyama newakubadde okunywanga omwenge, newakubadde okukolanga byonna ebyesittazza muganda wo oba ebimunyiiza oba ebimunafuya.
ROM.14.22	Okukkiriza kw'olina, beeranga nakwo wekka mu maaso ga Katonda. Oyo alina omukisa ateesalira musango mu kigambo ky'akakasa. 
ROM.14.23	Naye oyo abuusabuusa azza omusango bw'alya, kubanga talya mu kukkiriza; na buli ekitava mu kukkiriza, kye kibi. 
ROM.15.1	Era ffe abalina amaanyi kitugwanidde okwetikkanga obunafu bw'abo abatalina maanyi, so si kwesanyusanga fekka. 
ROM.15.2	Buli muntu mu ffe asanyusenga munne mu bulungi olw'okuzimba.
ROM.15.3	Kubanga era ne Kristo teyeesanyusanga yekka; naye, nga bwe kyawandiikibwa, nti, “Ebivume byabwe abaakuvuma byagwa ku nze.”
ROM.15.4	Kubanga byonna ebyawandiikibwa edda, byawandiikibwa kutuyigiriza ffe, bwe tutyo mu kugumiikiriza n'olw'okuzibwamu amaanyi ebyawandiikibwa tubeerenga ne ssuubi. 
ROM.15.5	Era Katonda w'okugumiikiriza n'okusanyusa abawe mmwe okulowoozanga obumu mwekka na mwekka mu ngeri ya Kristo Yesu,
ROM.15.6	mulyoke muwenga ekitiibwa Katonda, Kitaawe wa Mukama waffe Yesu Kristo, n'omwoyo ogumu n'eddoboozi limu.
ROM.15.7	Kale musembezaganyenga mwekka na mwekka, nga Kristo bwe yabasembeza mmwe, olw'ekitiibwa kya Katonda. 
ROM.15.8	Kubanga njogera nti Kristo yali muweereza w'abakomole olw'amazima ga Katonda, okunyweza ebyasuubizibwa eri bajjajja,
ROM.15.9	era ab'amawanga balyoke bawenga Katonda ekitiibwa olw'okusaasira; nga bwe kyawandiikibwa nti,
ROM.15.9	“Kyenaavanga nkutendereza mu b'amawanga,
ROM.15.9	Era nnaayimbanga ku linnya lyo.”
ROM.15.10	Era nate ayogera nti,
ROM.15.10	“Musanyukenga, mmwe ab'amawanga, wamu n'abantu be.”
ROM.15.11	Era nate nti,
ROM.15.11	“Mutenderezenga Mukama,
ROM.15.11	mmwe ab'amawanga mwenna;
ROM.15.11	Era ebika byonna bimutenderezenga.”
ROM.15.12	Era nate Isaaya ayogera nti,
ROM.15.12	“Waliba ekikolo kya Yese,
ROM.15.12	Era ayimirira okufuga ab'amawanga;
ROM.15.12	Mu ye mwe mulibeera essuubi ly'ab'amawanga.” 
ROM.15.13	Era Katonda ow'okusuubirwa abajjuze mmwe essanyu lyonna n'emirembe olw'okukkiriza, mmwe musukkirirenga mu kusuubira, mu maanyi ag'Omwoyo Omutukuvu.
ROM.15.14	Era nange nze ntegeeredde ddala ebyammwe, baganda bange, nga nammwe mujjudde obulungi, mujjudde okutegeera kwonna, nga muyinza n'okubuuliriragananga mwekka na mwekka. 
ROM.15.15	Naye nneeyongedde okuguma katono okubawandiikira, nga mbajjukiza nate, olw'ekisa kye nnaweebwa Katonda,
ROM.15.16	nze okubeeranga omuweereza wa Kristo Yesu eri ab'amawanga nga mpereeza mu bwa kabona Enjiri ya Katonda, ssaddaaka y'ab'amawanga eryoke esiimibwe ng'etukuzibwa Omwoyo Omutukuvu.
ROM.15.17	Kale okwenyumiriza ndi nakwo mu Kristo Yesu mu bya Katonda. 
ROM.15.18	Kubanga siryaŋŋaanga kwogera kigambo kyonna wabula Kristo bye yankoza, olw'okuwulira kw'ab'amawanga, mu kigambo ne mu kikolwa,
ROM.15.19	mu maanyi g'obubonero n'eby'amagero, mu maanyi ag'Omwoyo Omutukuvu; bwe kityo okuva mu Yerusaalemi n'okwetooloola okutuuka mu Iruliko, n'abuulira Enjiri ya Kristo. 
ROM.15.20	Bwentyo nduubirira okubuuliranga Enjiri, awo erinnya lya Kristo we litayogerwangako, nnemenga okuzimba ku musingi gw'omuntu omulala; 
ROM.15.21	naye nga bwe kyawandiikibwa nti,
ROM.15.21	“Baliraba abatabuulirwanga bigambo bye,”
ROM.15.21	Era abatamuwulirangako balitegeera. 
ROM.15.22	Era kyennavanga nziyizibwa emirundi emingi okujja gye muli:
ROM.15.23	naye kaakati, kubanga sikyalina kitundu kya kukoleramu mu nsi zino, era kubanga okuva mu myaka mingi nnali njagala okujja gye muli, 
ROM.15.24	nsuubira okubalabako nga ŋŋenda mu Esupaniya, era n'okunyamba mu lugendo olwo, bwe ndimala okubalabako n'okusanyukirako awamu nammwe. 
ROM.15.25	Naye kaakati ŋŋenda e Yerusaalemi, okutwalira abatukuvu obuyambi. 
ROM.15.26	Kubanga ab'e Makedoni n'ab'e Akaya baasiima okuwaayo ebintu eri abaavu ab'omu batukuvu abali e Yerusaalemi.
ROM.15.27	Baasiima okukikola; era ddala balina ebbanja gyebali, kuba oba ng'ab'amawanga bagabana ku mikisa gy'Abayudaaya egy'omwoyo, nabo basaana okugabana nabo ebintu eby'omubiri. 
ROM.15.28	Kale bwe ndimala ekyo, bwe ndibakwasiza ddala ebyo ebyampeebwa, ndivaayo, ne mpitira ewammwe okugenda e Supaniya. 
ROM.15.29	Era mmanyi nga bwe ndijja gye muli ndijja n'omukisa gwa Kristo nga gutuukiridde.
ROM.15.30	Era mbeegayiridde, ab'oluganda, ku bwa Mukama waffe Yesu Kristo, n'olw'okwagala kw'Omwoyo, okufubiranga awamu nange mu kunsabira Katonda;
ROM.15.31	ndyoke mpone mu abo abatawulira mu Buyudaaya, n'okuweereza kwange kwe ntwala e Yerusaalemi kusiimibwe abatukuvu. 
ROM.15.32	Olw'okwagala kwa Katonda, ndyoke njije gye muli n'essanyu, mpummulire wamu nammwe. 
ROM.15.33	Era Katonda ow'emirembe abeerenga nammwe mwenna. Amiina.
ROM.16.1	Mbanjulira Foyibe mwannyinaffe, omuweereza w'ekkanisa ey'omu Kenkereya, 
ROM.16.2	mulyoke mumwanirize mu Mukama waffe, nga bwe kigwanidde abatukuvu, era mumuyambe mu kigambo kyonna ky'alyetaaga okuva gye muli, kubanga naye yennyini yayamba bangi, era nange nzennyini.
ROM.16.3	Munnamusize Pulisika ne Akula abaakolera awamu nange mu Kristo Yesu,
ROM.16.4	abaawaayo obulago bwabwe olw'obulamu bwange; be sseebaza nze nzekka, era naye n'ekkanisa zonna ez'ab'amawanga. 
ROM.16.5	Munnamusize ekkanisa ey'omu nnyumba yaabwe. Mulamuse Epayineeto, gwe njagala, kye kibala eky'olubereberye eky'omu Asiya eri Kristo.
ROM.16.6	Mulamuse Malyamu, eyabakolera mmwe emirimu emingi. 
ROM.16.7	Mulamuse Anduloniiko ne Yuniya, ab'ekika kyange, era abaasibirwa awamu nange, ab'amaanyi mu batume, era abansooka okubeera mu Kristo.
ROM.16.8	Mulamuse Ampuliyaato, gwe njagala mu Mukama waffe. 
ROM.16.9	Mulamuse Ulubano, akolera awamu naffe mu Kristo, ne Sutaku gwe njagala. 
ROM.16.10	Mulamuse Apere akkirizibwa mu Kristo. Mubalamuse ab'omu nnyumba ya Alisutobulo. 
ROM.16.11	Mulamuse Kerodiyoni, ow'ekika kyange. Mubalamuse ab'omu nnyumba ya Nalukiso, abali mu Mukama waffe. 
ROM.16.12	Mulamuse Terufayina ne Terufoosa abaakola emirimu mu Mukama waffe. Mulamuse Perusi omwagalwa, eyakola emirimu emingi mu Mukama waffe. 
ROM.16.13	Mulamuse Luufo, eyalondebwa mu Mukama waffe, ne nnyina, ye mmange.
ROM.16.14	Mulamuse Asunkulito, Fulegoni, Kerume, Patuloba, Keruma, n'ab'oluganda abali awamu nabo. 
ROM.16.15	Mulamuse Firologo ne Yuliya, Nerewu ne mwannyina, ne Olumpa, n'abatukuvu bonna abali awamu nabo. 
ROM.16.16	Mulamusagane n'okunywegera okutukuvu. Ekkanisa zonna eza Kristo zibalamusizza.
ROM.16.17	Era mbeegayiridde, ab'oluganda, mutunuulirenga abo abaleeta eby'okwawukanya n'eby'okwesittaza, ebitali bya kuyigiriza kwe mwayiga, mubeewalenga abo. 
ROM.16.18	Kubanga abaliŋŋanga abo si baddu ba Mukama waffe Kristo, naye ba mbuto zaabwe bokka; era n'ebigambo ebirungi n'eby'okunyumya obulungi balimbalimba emitima gy'abo abatalina kabi.
ROM.16.19	Kubanga newakubadde obuwulize bwammwe bumanyiddwa bonna, ekindetera okubasanyukira mmwe; naye njagala mmwe okubeeranga abagezi mw'ebyo ebirungi, naye abeewala ebyo ebibi. 
ROM.16.20	Era Katonda ow'emirembe alibetenta Setaani wansi w'ebigere byammwe mangu.
ROM.16.20	Ekisa kya Mukama waffe Yesu Kristo kibeerenga nammwe.
ROM.16.21	Timoseewo, akolera awamu nange, abalamusizza; ne Lukiyo ne Yasooni ne Sosipateri, ab'ekika kyange.
ROM.16.22	Nze Terutiyo, awandiise ebbaluwa eno, mbalamusizza mu Mukama waffe. 
ROM.16.23	Gayo, ansuza nze n'ekkanisa yonna, abalamusizza. Erasuto, omuwanika w'ekibuga, abalamusizza, ne Kwaluto, ow'oluganda.
ROM.16.24	Ekisa kya Mukama waffe Kristo Yesu kibeerenga nammwe mwenna. Amiina.
ROM.16.25	Era oyo ayinza okubanyweza ng'Enjiri n'okubuulirwa kwa Yesu Kristo bwe biri, ng'ekyama bwe kibikkuddwa ekyasirikirwa okuva mu biro eby'emirembe n'emirembe,
ROM.16.26	naye kaakati kirabise ne kitegeezebwa amawanga gonna mu byawandiikibwa bya bannabbi, nga bwe yalagira Katonda ataggwaawo, olw'okuwulira okuva mu kukkiriza.
ROM.16.27	Katonda ow'amagezi omu yekka aweebwenga ekitiibwa mu Yesu Kristo emirembe egitaggwaawo. Amiina.
1CO.1.1	Pawulo, eyayitibwa okuba omutume wa Yesu Kristo olw'okwagala kwa Katonda, ne Sossene ow'oluganda, 
1CO.1.2	eri ekkanisa ya Katonda eri mu Kkolinso, eri abo abaatukuzibwa mu Kristo Yesu, abaayitibwa okuba abatukuvu, wamu ne bonna abakoowoola erinnya lya Mukama waffe Yesu Kristo mu buli kifo, ye Mukama waabwe era owaffe:
1CO.1.3	ekisa kibeerenga gye muli n'emirembe ebiva eri Katonda Kitaffe ne Mukama waffe Yesu Kristo.
1CO.1.4	Nneebaza Katonda wange bulijjo ku lwammwe, olw'ekisa kya Katonda ekyabaweebwa mu Kristo Yesu; 
1CO.1.5	kubanga mu buli kigambo mwagaggawalira mu ye, mu kwogera kwonna ne mu kutegeera kwonna; 
1CO.1.6	ng'okutegeeza kwa Kristo bwe kwanywezebwa mu mmwe: 
1CO.1.7	mmwe obutaweebuuka mu kirabo kyonna; nga mulindirira okubikkulibwa kwa Mukama waffe Yesu Kristo;
1CO.1.8	era alibanyweza okutuusa ku nkomerero, obutabaako kya kunenyezebwa ku lunaku lwa Mukama waffe Yesu Kristo.
1CO.1.9	Katonda mwesigwa, eyabayita okuyingira mu kusseekimu kw'Omwana we Yesu Kristo Mukama waffe.
1CO.1.10	Naye mbeegayirira, ab'oluganda, olw'erinnya lya Mukama waffe Yesu Kristo, mukkiriziganye mwekka na mwekka, okwawukana kulemenga okuba mu mmwe, naye mube n'omutima gumu n'okulowooza kumu.
1CO.1.11	Kubanga nnabuulirwa ebifa gye muli, baganda bange, abo ab'omu nnyumba ya Kuloowe, ng'eriyo ennyombo mu mmwe. 
1CO.1.12	Kye njogedde kye kino nti buli muntu mu mmwe ayogera nti, “Nze ndi wa Pawulo;” “nange wa Apolo;” “nange wa Keefa;” “nange wa Kristo.”
1CO.1.13	Kristo ayawuliddwamu? Pawulo yakomererwa ku lwammwe? Oba mwabatizibwa okuyingira mu linnya lya Pawulo? 
1CO.1.14	Nneebaza Katonda kubanga sibatizanga muntu yenna mu mmwe, wabula Kulisupo ne Gaayo;
1CO.1.15	omuntu yenna alemenga okwogera nga mwabatizibwa okuyingira mu linnya lyange. 
1CO.1.16	Era nnabatiza n'ennyumba ya Suteefana, nate simanyi nga nnabatiza omuntu omulala yenna. 
1CO.1.17	Kubanga Kristo teyantuma kubatiza, wabula okubuulira Enjiri: si mu magezi ga bigambo, omusalaba gwa Kristo gulemenga okuba ogw'obwereere.
1CO.1.18	Kubanga ekigambo eky'omusalaba bwe busirusiru eri abo abazikirira; naye eri ffe abalokolebwa ge maanyi ga Katonda. 
1CO.1.19	Kubanga kyawandiikibwa nti,
1CO.1.19	“Ndizikiriza amagezi g'abagezigezi,
1CO.1.19	N'obukabakaba bw'abakabakaba
1CO.1.19	ndibuggyawo.”
1CO.1.20	Kale Omugezi aluwa? Omuwandiisi aluwa? Omuwakanyi ow'omulembe guno aluwa? Katonda teyafuula amagezi ag'ensi eno okuba obusirusiru?
1CO.1.21	Kubanga Katonda mu magezi ge, yalaba ng'ensi teyinza kumumanya ng'eyita amagezi gaayo, Katonda kyeyava asiima okuyita mu busirisiru bw'okubuulira Enjiri okulokola abo abakkiriza.
1CO.1.22	Kubanga Abayudaaya basaba obubonero, n'Abayonaani banoonya amagezi:
1CO.1.23	naye ffe tubuulira Kristo eyakomererwa, eri Abayudaaya nkonge, n'eri ab'amawanga busirusiru;
1CO.1.24	naye eri abo abayite Abayudaaya era n'Abayonaani, Kristo maanyi ga Katonda, era magezi ga Katonda.
1CO.1.25	Kubanga obusirusiru bwa Katonda businga abantu amagezi; n'obunafu bwa Katonda businga abantu amaanyi.
1CO.1.26	Kubanga mutunuulire okuyitibwa kwammwe, ab'oluganda, ng'ab'amagezi ag'omubiri si bangi abayitibwa, ab'amaanyi si bangi, ab'ekitiibwa si bangi;
1CO.1.27	naye Katonda yalonda ebisirusiru eby'ensi, akwase abagezigezi ensonyi; era Katonda yalonda ebinafu eby'ensi, akwase ab'amaanyi ensonyi, 
1CO.1.28	n'ebikopi by'ensi n'ebinyoomebwa Katonda yabironda era n'ebitaliiwo, aggyewo ebiriwo; 
1CO.1.29	waleme kubaawo muntu yenna eyeenyumiriza mu maaso ga Katonda.
1CO.1.30	Naye ku bw'oyo mmwe muli mu Kristo Yesu, eyafuuka amagezi gyetuli okuva eri Katonda, era n'obutuukirivu, n'okutukuzibwa, n'okununulibwa:
1CO.1.31	nga bwe kyawandiikibwa nti, “Eyeenyumiriza, yeenyumiririzenga mu Mukama.”
1CO.2.1	Nange, ab'oluganda, bwe nnajja gye muli, sajja na maanyi mangi ag'ebigambo oba amagezi nga mbabuulira ekyama kya Katonda.
1CO.2.2	Kubanga nnasalawo obutamanya kigambo mu mmwe, wabula Yesu Kristo oyo eyakomererwa.
1CO.2.3	Nange nnabeeranga nammwe mu bunafu ne mu kutya ne mu kukankana okungi.
1CO.2.4	Era mu kwogera kwange ne mu kubuulira kwange tebyali mu bigambo eby'amagezi ebisendasenda, naye byali mu kulaga okw'Omwoyo n'amaanyi; 
1CO.2.5	okukkiriza kwammwe kulemenga okubeera mu magezi g'abantu, wabula mu maanyi ga Katonda.
1CO.2.6	Naye eri abo abakuze mu mwoyo, twogera eby'amagezi, naye amagezi agatali ga mu mulembe guno, oba ag'abafuzi ab'omu mulembe guno abaggwaawo. 
1CO.2.7	naye twogera amagezi ga Katonda ag'ekyama, agali gakwekeddwa, Katonda ge yalagira edda ensi nga tezinnabaawo olw'ekitiibwa kyaffe.
1CO.2.8	Tewali n'omu ku bafuzi ab'omu mulembe guno abaagategeera, kuba singa baagategeera, tebandikomeredde Mukama ow'ekitiibwa. 
1CO.2.9	naye nga bwe kyawandiikibwa nti,
1CO.2.9	“Eriiso bye litalabangako,
1CO.2.9	n'okutu bye kutawuliranga,
1CO.2.9	N'ebitayingiranga mu mutima gwa muntu,
1CO.2.9	Byonna Katonda bye yategekera abamwagala.”
1CO.2.10	Naye ffe Katonda yabitubikkulira mu Mwoyo, kubanga Omwoyo anoonya byonna era n'ebitategeerekeka ebya Katonda.
1CO.2.11	Kubanga muntu ki ategeera eby'omuntu wabula omwoyo gw'omuntu oguli mu ye? Era bwe kityo n'ebya Katonda siwali abitegeera wabula Omwoyo gwa Katonda. 
1CO.2.12	Naye ffe tetwaweebwa mwoyo gwa nsi, wabula omwoyo oguva eri Katonda, tulyoke tutegeerenga Katonda by'atuwa obuwa.
1CO.2.13	N'okwogera twogera ebyo, si mu bigambo amagezi g'abantu bye gayigiriza, wabula Omwoyo by'ayigiriza; bwe tugeraageranya eby'omwoyo n'eby'omwoyo.
1CO.2.14	Naye omuntu ow'omukka obukka takkiriza bya Mwoyo gwa Katonda, kubanga bya busirusiru gy'ali; era tayinza kubitegeera, kubanga bikeberwa na mwoyo.
1CO.2.15	Naye omuntu ow'Omwoyo akebera byonna, naye ye yennyini takeberwa muntu yenna.
1CO.2.16	Kubanga, “ani eyali ategedde okulowooza kwa Mukama waffe, alyoke amuyigirize?” Naye ffe tulina endowooza ya Kristo.
1CO.3.1	Nange, ab'oluganda, ssaayinza kwogera nammwe ng'ab'omwoyo, naye ng'ab'omubiri, ng'abaana abawere mu Kristo.
1CO.3.2	Nnabanywesa mata, so si mmere; kubanga mwali temunnagiyinza; naye era ne kaakano temunnagiyinza;
1CO.3.3	kubanga mukyali ba mubiri, kubanga mu mmwe nga bwe mukyalimu obuggya n'okuyomba, temuli ba mubiri, era temutambula ng'abantu obuntu?
1CO.3.4	Kubanga omuntu bw'ayogera nti, “Nze ndi wa Pawulo;” n'omulala nti, “Nze ndi wa Apolo;” nga temuli bantu buntu? 
1CO.3.5	Kale Apolo kye ki? ne Pawulo kye ki? Baweereza buweereza ababakkirizisa; era buli muntu nga Mukama waffe bwe yamuwa.
