GEN.1.1	Tamin’ny fiandohana, fony Andriamanitra nahary ny lanitra sy ny tany
JER.48.18	Ry mponina mahonena ao Dibôna,
JER.48.18	midìna avy eo amin’ny toeram-boninahitrareo
JER.48.18	ka mitoera ao anaty fako ianareo,
JER.48.18	satria miakatra hanafika anareo
JER.48.18	ilay mpandrava an’i Môaba
JER.48.18	ka mandrodana ny mandanareo.
JER.48.19	Ry mponina ao Harôhera,
JER.48.19	mijoroa eny an-dalambe ka miambena.
JER.48.19	Anontanio ireo nandositra
JER.48.19	sy izay sisa avotra hoe:
JER.48.19	«Inona no zavatra niseho?»
JER.48.20	–Menatra sy ketraka i Môaba,
JER.48.20	hoy ny navalin’ireo,
JER.48.20	Manaova antsoantso sy kiakiaka;
JER.48.20	ambarao amin’ny faritra amoron’i Arnôna
JER.48.20	fa rava i Môaba.
JER.48.21	Tonga ny fitsaran’ny Tompo ka mamely ny faritra lembalemba sy ireto tanàna ireto: i Hôlôna sy i Jahatsa sy i Mefahàta, 
JER.48.22	i Dibôna sy i Nebao sy i Bèty-Diblataima, 
JER.48.23	i Kiriataima sy i Bèty-Gamòla sy i Bèty-Mehôna 
JER.48.24	ary i Keriôta sy i Bôtsera. Koa iharan’izany avokoa ny tanàn-dehibe rehetra amin’ny tanin’i Môaba na ny lavitra na ny akaiky.
JER.48.25	Lefy ny herin’i Môaba
JER.48.25	ary potika ny fahefàny,
JER.48.25	hoy ny teny hentitry ny TOMPO.
JER.48.26	Nihevitra ho lehibe noho ny TOMPO i Môaba ka ataovy mamon’ny divainy
JER.48.27	Tsarovy, ry Môaba, fa efa nataonao fihomehezana i Israely. Toy ny mpangalatra azo no niheveranao azy, ka mihifikifi-doha maneso ianao isaky ny miresaka azy.
JER.48.28	Ilaozy ny tanànanareo, ry mponin’i Môaba,
JER.48.28	ka mitoera eny amin’ny harambato.
JER.48.28	Aoka ianareo hanahaka ny voromahailala
JER.48.28	izay manao akany eny am-pitan’ny hantsana.
JER.48.29	Efa renay ny avonavon’i Môaba,
JER.48.29	izay fatra-piaingitraingitra loatra.
JER.48.29	Efa renay ny fireharehany mihoa-pampana
JER.48.29	sy ny avonavony amam-piaingitrainginy
JER.48.29	ary ny fizahozahoan’ny toe-tsainy
JER.48.30	«Fantatro ny fianjonanjony
JER.48.30	sy ny fibedibediny foana,
JER.48.30	hoy ny teny hentitry ny TOMPO;
JER.48.30	tsinontsinona izay ataony.»
JER.48.31	Noho izany dia hanao fitarainana
JER.48.31	noho ny amin’i Môaba aho,
JER.48.31	ka hiantso vonjy ho an’ny fireneny manontolo
JER.48.31	ary hitoloko noho ny amin’ny mponin’i Kira-Heresa
JER.48.32	Mihoatra noho ny fitomanian’ny mponina tao Jahizera
JER.48.32	no itomaniako anao, ry voly voaloboka any Sibmà,
JER.48.32	fa ny sampanao nandadilady
JER.48.32	hatrany ampitan’ny Ranomasina Maty
JER.48.32	ka tafapaka hatrany Jahizera
JER.48.32	Kinanjo ilay mpandrava nandripaka
JER.48.32	ny fiotazanao sy ny fijinjànao.
JER.48.33	Nitsahatra ny koranam-pifaliana
JER.48.33	avy eny an-tanimboaloboka sy teny an-tsahan’i Môaba.
JER.48.33	Tsy misy mpanosihosy voaloboka intsony
JER.48.33	ary noritiko ny divay tao anaty barîka;
JER.48.33	foana hatreo ny akoram-pifaliana.
JER.48.34	Miantso vonjy ny olon’i Hesbôna ka re hatrany Elehale. Eny, re hatrany Jahatsa ny feony; ary ny antso avy ao Tsôhara dia tonga hatrany Hôrônaîma sy Heglata-Selisià, satria ho ritra ihany koa na dia ny ranon’i Nimrima aza
JER.48.35	«Hofoanako tsy hisy ao Môaba, hoy ny teny hentitry ny TOMPO, ireo miakatra amin’ny toeram-panasinana hanao sorona sy handoro zava-manitra mifangaro ho an’ny andriamaniny.»
JER.48.36	Izany no hanaovan’ny foko toloko ho an’i Môaba sy ny olon’i Kira-Heresa, dia toloko miendrika feon-tsodina, satria very ny harena azony. 
JER.48.37	Samy nanety ny volon-dohany sy nanaratra ny volom-bavany avokoa ny lehilahy rehetra, sady nitetitetika ny tanany sy nitafy gony ho fisaonana. 
JER.48.38	Tsy misy afa-tsy hira fitomaniana no re eny an-tampon-trano rehetra ao Môaba sy eny an-kianja.
JER.48.38	–«Nopotehiko toy ny fanaka tsy ilaina i Môaba, hoy ny teny hentitry ny TOMPO.» 
JER.48.39	–Manaova hira fisaonana hoe: «Andray ity hakivian’i Môaba! Henatra moa izao fa niamboho ady izy.» Hanjary fihomehezana sy fampitahorana ho an’ireo firenena rehetra manodidina azy i Môaba.
JER.48.40	Izao no lazain’ny TOMPO:
JER.48.40	«Indro toy ny misy voromahery manidina
JER.48.40	ka mikopaka elatra mipaoka an’i Môaba.»
JER.48.41	Azon’ny fahavalo ireo tanàna,
JER.48.41	azony ny toera-mimanda.
JER.48.41	Ary amin’izany andro izany
JER.48.41	na dia ireo miaramila maherifon’i Môaba aza,
JER.48.41	dia manaintaina toy ny vehivavy mihetsi-jaza.
JER.48.42	Ringana i Môaba ka tsy ho firenena intsony
JER.48.42	satria nihevi-tena ho lehibe noho ny TOMPO.
JER.48.43	«Fampihorohoroana sy longoa ary fandrika harato
JER.48.43	no miandry anareo, ry mponin’i Môaba,
JER.48.43	hoy ny teny hentitry ny TOMPO.
JER.48.44	Izay mandositra noho ny fampihorohoroana
JER.48.44	dia ho latsaka ao anatin’ny longoa;
JER.48.44	ary izay tafakatra avy ao amin’ny longoa
JER.48.44	dia ho voan’ny fandrika harato.
JER.48.44	Izany no hampihariko amin’i Môaba
JER.48.44	rehefa migadona ny taona hamaliako azy,
JER.48.44	hoy ny teny hentitry ny TOMPO.
JER.48.45	Mitady fialokalofana ao Hesbôna
JER.48.45	ireo mpandositra efa tena reraka.
JER.48.45	Kinanjo misy afo mipoitra avy ao Hesbôna;
JER.48.45	eny, misy lelafo mivoaka
JER.48.45	avy ao an-dapan’ny mpanjakan’i Sihôna
JER.48.45	ka handevona an’i Môaba tanin’ireo mpitabataba ireo
JER.48.45	na ny faritra misolampy na ny lembalemba.
JER.48.46	Loza ity mahazo anao, ry Môaba!
JER.48.46	Very ianareo, ry vahoakan’i Kemôsy,
JER.48.46	satria samy nentina ho babo
JER.48.46	ny zanakareo lahy sy ny zanakareo vavy.
JER.48.47	Kanefa indray andro any kosa i Môaba
JER.48.47	dia mbola haveriko amin’ny laoniny indray,
JER.48.47	hoy ny teny hentitry ny TOMPO.»
JER.48.47	Mifarana eto ny didim-pitsarana momba an’i Môaba.
JER.49.1	Fanambaràna momba ny Hamônita. Izao no lazain’ny TOMPO:
JER.49.1	«Nahoana ny andriamanitra Milkôma
JER.49.1	no naka ny tanin’i Gada
JER.49.1	Ary nahoana ny Hamônita no monina
JER.49.1	ao amin’ny tanàna israelita?
JER.49.1	Tsy manan-janakalahy va i Israely
JER.49.1	mba ho afa-kandova izany?
JER.49.2	Ka hoy ny teny hentitry ny TOMPO:
JER.49.2	«Indro avy ny andro hampandrenesako akoran’ady
JER.49.2	ao Rabà, renivohitry ny Hamônita.
JER.49.2	Dia ho tonga tanàna aolo sy rava izy
JER.49.2	ary ireo tanàna miankina aminy ho kilan’ny afo
JER.49.2	ka ho lasan’i Israely indray, hoy Aho,
JER.49.2	ny fananana efa azy fahiny.»
JER.49.3	Ry olon’i Hesbôna,
JER.49.3	manaova hira fitomaniana hoe:
JER.49.3	«Rava ny tanàna Hay!»
JER.49.3	Manaova antso vonjy ianareo,
JER.49.3	ry tanàna miankina amin’i Rabà.
JER.49.3	Mitafia gony ho fisaonana
JER.49.3	ary manaova hira fitomaniana
JER.49.3	sady miveziveze etsy sy eroa ao anaty fefy,
JER.49.3	fa lasan-ko babo ny andriamanitra Milkôma
JER.49.3	mbamin’ny mpisorony sy ireo filoham-bahoakany
JER.49.4	Adray, ry Rabà, zazavavy mpikomy!
JER.49.4	Ahoana no ireharehanao amin’ny lohasahanao,
JER.49.4	dia ireo lohasahanao mahavokatra be,
JER.49.4	sy itokianao amin’ireo tahirinao hoe:
JER.49.4	«Iza moa no ho sahy hanafika ahy?»
JER.49.5	Ka hoy ny teny hentitry ny Tompo
JER.49.5	ANDRIAMANITR’izao rehetra izao:
JER.49.5	«Indro Aho hahatonga fampihorohoroana aminao
JER.49.5	avy amin’ny olona rehetra manodidina anao.
JER.49.5	Horoahina hizotra eo anoloanareo avy ianareo
JER.49.5	ka tsy hisy hamory izay mandositra.
JER.49.6	Rehefa afaka izany vao hampodîko
JER.49.6	avy amin’ny fahababoany ny Hamônita.
JER.49.6	Izany no teny hentitra avy amiko TOMPO.»
JER.49.7	Fanambarana momba an’i Edôma.
JER.49.7	Izao no lazain’ny TOMPOn’izao rehetra izao:
JER.49.7	Tsy misy olon-kendry intsony ve ao Temàna
JER.49.7	Efa very saina ve ireo matsilo saina?
JER.49.7	Sa efa vasoka ny fahendreny?
JER.49.8	Miverena ilalana, mandosira, ry olon’i Dedàna,
JER.49.8	misitriha any anaty lava-bato any,
JER.49.8	satria ny loza, ry taranak’i Hesao
JER.49.8	no ataoko mihatra aminareo;
JER.49.8	izao ny fotoana irotsahako an-tsehatra hamely anareo.
JER.49.9	Koa raha tonga any aminareo ny mpioty voaloboka,
JER.49.9	dia tsy hamela sampahony hotsimponina izy.
JER.49.9	Raha avy alina ny mpangalatra,
JER.49.9	dia handrava mandra-pahafapony.
JER.49.10	Izaho no haka ny fanananareo
JER.49.10	ry taranak’i Hesao,
JER.49.10	Haharihariko ny fierenareo,
JER.49.10	ka tsy ho afa-miafina intsony ianareo.
JER.49.10	Ringana ianareo, mpiray firenena samy taranak’i Hesao;
JER.49.10	ringana ny mpiara-belona aminareo,
JER.49.10	ka tsy hisy olona hanao hoe:
JER.49.11	«Ankino amiko ny kambotinareo
JER.49.11	fa izaho no hamelona azy;
JER.49.11	ary mahazo matoky ahy ny mpitondratenanareo.»
JER.49.12	Izao tokoa no lazain’ny TOMPO: «Indro fa izay tsy tokony hisotro amin’ny tsatokaty
JER.49.13	Eny, Izaho TOMPO dia mianiana amin’ny tenako ary hentitra ny teny ambarako fa i Bôtserà renivohitrao dia hampahonena ka ho tonga oha-pandatsana ary ho rava ka ho tonga oha-panozonana; ary ireo tanàna lehibe mpifanila aminy dia ho rava mandrakizay.»
JER.49.14	Nahare hafatra avy amin’ny TOMPO aho tamin’ny alalan’ny iraka izay nalefany ho any amin’ireo firenen-kafa nanao hoe:
JER.49.14	«Mivoria ianareo!
JER.49.14	Mandehana hamely an’i Edôma!
JER.49.14	Mitsangàna hanafika azy!
JER.49.15	Indro hataoko bitika ianao, ry Edôma
JER.49.15	raha mitaha eo amin’ny samy firenena,
JER.49.15	ka hataon’ny olona tsinontsinona.
JER.49.16	Mampangovitra ny olona ianao
JER.49.16	sady mihevi-tena ho ambony
JER.49.16	kanefa mamita-tena.
JER.49.16	Ary ianao izay mipetraka
JER.49.16	eny an-tsefatsefaky ny harambato
JER.49.16	ka mamikitra eny antampon-kavoana,
JER.49.16	na dia mametraka ny akaninao ho avo
JER.49.16	toy ny an’ny voromahery aza ianao,
JER.49.16	dia havarimbariko avy eny.»
JER.49.16	Izany no teny hentitry ny TOMPO.
JER.49.17	«Ho toerana mahonena i Edôma, ka hampahonena sy hampivarahontsana izay rehetra mandalo azy ny fahavoazany. 
JER.49.18	Fa ho rava tahaka an’i Sôdôma sy Gômôra mbamin’ireo tanàna manodidina azy izy, hoy ny TOMPO
JER.49.19	Hoy koa ny TOMPO: «Indro Aho toy ny liona
JER.49.19	miakatra avy ao an-kirihitralan’i Jôrdàna
JER.49.19	ka mirifatra mankany amin’ny fonenany;
JER.49.19	ka ao anatin’ny indray mipi-maso
JER.49.19	no hampandosirako ireo Edômita
JER.49.19	Ary hapetrako hifehy ao Edôma
JER.49.19	ilay nofidiko ho lehibeny.
JER.49.19	Koa iza no azo ampitahaina amiko?
JER.49.19	Iza no sahy hifandahatra amiko?
JER.49.19	Ary iza no mpitondra hahatohitra Ahy?»
JER.49.20	Noho izany, henoy àry ny tetika
JER.49.20	novolavolain’ny TOMPO hamelezana an’i Edôma
JER.49.20	sy ny paika nomaniny hamelezana ny mponina ao Temàna:
JER.49.20	ho toy ny fitondra biby fiompy mihitsy
JER.49.20	no hitondrana azy any an-kafa
JER.49.20	hatramin’ny olona farany indrindra.
JER.49.20	Ny fonenany mihitsy aza no manilika azy.
JER.49.21	Hihorohoro ny tany
JER.49.21	noho ny fidoboky ny fianjerany;
JER.49.21	hatrany amin’ny 
JER.49.21	no manako ny antso vonjy ataony.
JER.49.22	Indro toa voromahery hipaoka no manidina sy misodisody eo ambonin’i Bôtserà. Amin’izany andro izany dia hangitakitaka toy ny vehivavy miteraka na dia ny lehilahy mahery fo aza
JER.49.23	Fanambaràna ny amin’i Damasy.
JER.49.23	Very hevitra ny ao Hamata sy Harpada!
JER.49.23	Kivy izy fa nandre ny vaovao ratsy.
JER.49.23	Manahy sy mitebiteby ny fony
JER.49.23	ka tsy azo notonena
JER.49.24	Efa ketraka ny olon’i Damasy
JER.49.24	ka nihodina mba handositra;
JER.49.24	satria tora-kovitra ireo
JER.49.24	sady mangitakitaka sy mitaintaina
JER.49.24	toy ny vehivavy raha miteraka.
JER.49.25	Ahoana re no dia ilaozana
JER.49.25	ity tanàna malaza sady tanànam-pifaliana ity
JER.49.26	Noho izany, dia ho faty eny an-kianja eny ny zatovony; ary ny miaramilany rehetra ho ripaka amin’izany andro izany, hoy ny teny hentitry ny TOMPOn’izao rehetra izao. 
JER.49.27	Handrehetako afo ao an-tanànan’i Damasy ka handevona ny lapan’i Bena-Hadada
JER.49.28	Fanambaràna ny amin’ny Arabo ao Kedara sy ireo fanjakan’i Hatsôra izay resin’i Nebokadnetsara mpanjakan’i 
JER.49.28	Mitsangàna ianareo, ka miakara hamely an’i Kedara
JER.49.28	Ravao avokoa izay rehetra an’ny olona any an-taniefitra.
JER.49.29	Aoka horobaina ny lainy sy ny ondry aman’osiny,
JER.49.29	ny fialofany sy ny entany rehetra!
JER.49.29	Ary aoka hoentina ny ramevany!
JER.49.29	Aoka izy hiantsoantsoana hoe:
JER.49.29	«Fampihorohoroana hatraiza hatraiza
JER.49.30	Ry olon’i Hatsôra, mandosira lavitra
JER.49.30	ka misitriha any anaty lava-bato,
JER.49.30	hoy ny teny hentitry ny TOMPO.
JER.49.30	Fa manana fikasana hamely anareo
JER.49.30	i Nebokadnetsara mpanjakan’i Babilôna,
JER.49.30	ary nanomana tetika hahavoa anareo.
JER.49.31	Mitsangàna ianareo, hoy ny teny hentitry ny TOMPO,
JER.49.31	ka miakara hamely firenena tsy manana ahiahy
JER.49.31	fa mihevitra ho miaina am-pilaminana,
JER.49.31	ka tsy manana varavarana na hidy
JER.49.31	sady mitoka-monina.
JER.49.32	Hoentin’ny fahavalony ho babo
JER.49.32	ny ramevany sy ny ondry aman’osiny marobe.
JER.49.32	Haparitako any amin’ny vazantany rehetra
JER.49.32	ireo mponina voaharatra fihirifana ireo
JER.49.32	Hitondrako fandravana hatraiza hatraiza izy,
JER.49.32	hoy ny teny hentitry ny TOMPO.
JER.49.33	Hanjary fonenan’ny amboahaolo i Hatsôra
JER.49.33	ka ho toerana mampahonena mandrakizay.
JER.49.33	Tsy hisy honina ao aminy
JER.49.33	ary tsy hisy olona hivahiny any intsony.
JER.49.34	Hafatry ny TOMPO azon’i Jeremià 
JER.49.35	Izao no lazain’ny TOMPOn’izao rehetra izao:
JER.49.35	«Hopotehiko ny tsipîkan’i Helama
JER.49.35	fa izany no loharanon’ny heriny.
JER.49.36	Avy any atsimo sy avaratra
JER.49.36	ary avy any atsinanana sy andrefana
JER.49.36	no handefasako ny rivotra efatra
JER.49.36	hamelezana an’i Helama.
JER.49.36	Haeliko any amin’ny vazantany rehetra izy,
JER.49.36	ka tsy hisy firenena
JER.49.36	izay tsy ahitana Helamita voaroaka.
JER.49.37	Hampihorohoroiko ny Helamita
JER.49.37	eo anatrehan’ny fahavalony,
JER.49.37	dia eo anatrehan’izay mitady hahafaty azy.
JER.49.37	Amin-katezerana mirehitra
JER.49.37	no andefasako loza hamely azy.
JER.49.37	Hoenjehiko amin’ny ady ireo
JER.49.37	mandra-paharingako azy.
JER.49.38	Hofoanako tsy hisy ao Helama
JER.49.38	ny mpanjaka sy ny mpitondra ambony
JER.49.38	mba hametrahako ny sezafiandrianako ao,
JER.49.38	hoy ny teny hentitra avy amiko TOMPO.
JER.49.39	Nefa indray andro any ny Helamita
JER.49.39	dia haveriko avy any am-pahababoana ihany,
JER.49.39	hoy ny teny hentitra avy amiko TOMPO.»
JER.50.1	Hafatra nataon’ny TOMPO tamin’ny alalan’i Jeremià 
JER.50.2	Ambarao amin’ny firenena ny vaovao,
JER.50.2	ampahafantaro amin’ny alalan’ny famantarana,
JER.50.2	ampahafantaro fa aza afenina
JER.50.2	ary lazao hoe: Azo i Babilôna,
JER.50.2	henatra moa izao ho an’ny sampiny
JER.50.2	ary haketrahana ho an’ireo andriamani-tsiiziny!
JER.50.2	Henatra moa izao ny an’i Bela,
JER.50.2	ary haketrahana ho an’i Merôdàky
JER.50.3	Fa misy firenena iray avy any avaratra
JER.50.3	miakatra hamely an’i Babilôna
JER.50.3	ka hanova ny taniny ho lao
JER.50.3	tsy hisy mponina intsony;
JER.50.3	fa na olona na biby fiompy
JER.50.3	dia samy lasa nitsoaka avokoa.
JER.50.4	Amin’izany andro sy fotoana izany,
JER.50.4	hoy ny teny hentitry ny TOMPO,
JER.50.4	dia hiara-tonga ny Israelita sy ny Jodeanina,
JER.50.4	ka sady mitomany izy no mandeha
JER.50.4	hitady Ahy TOMPO Andriamaniny.
JER.50.5	Hanontany ny lalana mankany 
JER.50.5	ka himasoany hizorana izany.
JER.50.5	Ho avy izy ka 
JER.50.5	izay tsy hohadinoiny na oviana na oviana
JER.50.5	no hifamatorany mafy amiko TOMPO.
JER.50.6	Andian’
JER.50.6	fa ny 
JER.50.6	ka nampirenireny azy teny an-tendrombohitra.
JER.50.6	Nifindrafindra tendrombohitra sy havoana izy
JER.50.6	ka nanadino ny vala fandriany
JER.50.7	Izay fahavalo rehetra nahita azy
JER.50.7	dia nandripaka azy avokoa sady nanao hoe:
JER.50.7	«Tsy misy mahadiso antsika izao,
JER.50.7	satria ireo no meloka eo anatrehan’ny TOMPO
JER.50.7	izay fonenam-pamonjena sy fanantenan-drazany.»
JER.50.8	Hoy ny Tompo: «Mandosira lavitra an’i Babilôna
JER.50.8	ilaozy i Babilônia ka manaova hitsin-dalana
JER.50.8	toy ny osilahy mialoha ny ondry aman’osy.
JER.50.9	Fa firenena lehibe manao andiany
JER.50.9	no hotairiko sy halefako hanafika an’i Babilôna.
JER.50.9	Ho tonga avy any avaratra ireny
JER.50.9	ka hilahatra hiady aminy sy hahazo azy.
JER.50.9	Tsy hivena mihitsy ny zana-tsipîkany
JER.50.9	fa ho toy ny miaramila zatra ady
JER.50.9	ka tsy hiverim-potsiny.
JER.50.10	Horobaina ny tanin’ny Babilônianina
JER.50.10	ary ho afa-po ireo rehetra mandroba azy,
JER.50.10	hoy ny teny hentitra avy amiko TOMPO.
JER.50.11	Mahazo mifaly sy miravo ianareo izao,
JER.50.11	ry mpamotika ny fananako
JER.50.11	Mahazo mifalihavanja ianareo
JER.50.11	toy ny vantotr’ombivavy eny amin’ny ahi-maitso
JER.50.11	sy afa-mikiaka toy ny soavaly mpihazakazaka.
JER.50.12	Nefa mba jereo ange ity tanindrazanareo:
JER.50.12	tafalatsaka lalina anaty henatra,
JER.50.12	tototry ny fahafaham-baràka.
JER.50.12	Indro izy nanjary farany amin’ny firenena,
JER.50.12	lasa taniefitra sy tany hay ary tanety ngazana.»
JER.50.13	Ny fahaviniran’ny TOMPO no nahatonga an’i Babilôna
JER.50.13	tsy honenana intsony fa hampahonena tanteraka.
JER.50.13	Ho gaga izay rehetra mandalo azy,
JER.50.13	ka hivarahontsana noho ny voina rehetra nanjo azy.
JER.50.14	Ianareo rehetra mpitifitra amin’ny tsipîka,
JER.50.14	milahara manodidina an’i Babilôna.
JER.50.14	Amelezo azy ny zana-tsipîkanareo
JER.50.14	ka aza tsitsîna mihitsy
JER.50.14	satria meloka eo anatrehan’ny TOMPO izy.
JER.50.15	Manaova akoran’ady manodidina
JER.50.15	mba hampikoizana azy.
JER.50.15	Indro fa nitolo-batana izy!
JER.50.15	Rava ny tilikambom-piarovany
JER.50.15	ary nianjera ny mandany.
JER.50.15	Izany no famalian’ny TOMPO!
JER.50.15	Koa valionareo i Babilôna;
JER.50.15	araka ny nataony tamin’ny hafa
JER.50.15	no mba ataovinareo aminy koa.
JER.50.16	Foany ao Babilôna ireo mpamafiny
JER.50.16	sy ireo mpijinjany amin’ny fararano;
JER.50.16	manoloana ny ady mahatsiravina,
JER.50.16	dia aoka samy hody any amin’ny fireneny avy izy
JER.50.16	ary samy handositra any amin’ny taniny avy!
JER.50.17	I Israely dia toy ny ondry very
JER.50.17	izay nenjehin’ny liona.
JER.50.17	Ny mpanjakan’i Asiria no voalohany nihinana taminy; avy eo dia tonga i Nebokadnetsara mpanjakan’i Babilôna nanapatapaka ny taolany
JER.50.18	Noho izany, dia izao no lazain’ny TOMPOn’izao rehetra izao sady Andriamanitr’i Israely: «Hirotsaka an-tsehatra hamely ny mpanjakan’i Babilôna sy ny taniny Aho, tahaka izay nirotsahako an-tsehatra namely ny mpanjakan’i Asiria fahiny.
JER.50.19	Fa i Israely kosa haveriko
JER.50.19	amin’ny kijana fiandrasana azy,
JER.50.19	ka hirao-bilona any Karmela sy any 
JER.50.19	ary eo an-tendrombohitr’i Efraîma sy ao Gilehada
JER.50.19	no hahafa-po sy hahavoky azy.
JER.50.20	Izaho TOMPO dia manao teny hentitra hoe:
JER.50.20	Amin’izany andro izany, na dia hotadiavina aza
JER.50.20	ny fahadisoan’i Israely sy ny helok’i Joda,
JER.50.20	dia hanjavona tsy ho hita intsony;
JER.50.20	satria havelako heloka
JER.50.20	ireo sisa notsimbiniko ho velona.
JER.50.21	Tafiho ny tanin’i Merataîma!
JER.50.21	Tafiho izy sy ny mponina ao Pekôda
JER.50.21	Vonoy ho faty ireo ka aringano
JER.50.21	hatramin’ny olona farany,
JER.50.21	hoy ny teny hentitra avy amiko TOMPO.
JER.50.21	Tanteraho izay rehetra voadidiko!
JER.50.22	Tabataban’ady no tao amin’io tany io,
JER.50.22	ary fandringanana goavana!
JER.50.23	Andray! Potika sy torotoro i Babilôna,
JER.50.23	ilay tantanam-pamontsanana ny tany tontolo.
JER.50.23	Andray! Tonga taniefitra mahonena izy
JER.50.23	eo anivon’ny firenena maro.
JER.50.24	Namelarako fandrika ianao, ry Babilôna,
JER.50.24	ka voan’izany, nefa tsy fantatrao akory.
JER.50.24	Tratra sy voasambotra ianao,
JER.50.24	satria Izaho TOMPO no niadianao.»
JER.50.25	Novohan’ny TOMPO ny trano fitehirizany,
JER.50.25	ka nalainy tao ireo fiadiana
JER.50.25	izay anehoany ny fahavinirany.
JER.50.25	Ao amin’ny tanin’i Babilôna
JER.50.25	dia izany no asan’ny Tompo,
JER.50.25	ilay ANDRIAMANITR’izao rehetra izao.
JER.50.26	Hatrany am-paran’ny tany, avia avokoa
JER.50.26	ianareo rehetra hamely azy.
JER.50.26	Sokafy ny fitehirizam-bokany
JER.50.26	ka avangongoy ho antonta iray ny remby;
JER.50.26	fa aringano tanteraka ny tanàna:
JER.50.26	aoka tsy hisy tavela intsony!
JER.50.27	Vonoy ho faty ny miaramilany rehetra;
JER.50.27	aoka hidina any an-toeram-pamonoana ireo!
JER.50.27	Idiran-doza ireo fa tonga ny androny
JER.50.27	dia ny fotoana hamalian’ny Tompo azy.
JER.50.28	Injany ireo mpandositra
JER.50.28	afa-nitsoaka avy any Babilônia
JER.50.28	mitondra ny vaovao ao 
JER.50.28	namaly faty an’i Babilôna
JER.50.28	ny TOMPO Andriamanitsika,
JER.50.28	namaly faty azy noho ny tempoliny masina Izy.
JER.50.29	Antsoy ny mpandefa zana-tsipîka,
JER.50.29	dia ireo rehetra mpanenjana tsipîka,
JER.50.29	ka vorio hamely an’i Babilôna.
JER.50.29	Aoka ireo hitoby manodidina azy
JER.50.29	ka tsy hamela ny mponiny ho afa-miala.
JER.50.29	Aoka hovaliana araka ny ratsy nataony izy
JER.50.29	ka izay rehetra nataony tamin’ny hafa
JER.50.29	no mba ampiharo aminy
JER.50.29	Satria izy niavonavona tamin’ny TOMPO,
JER.50.29	dia tamin’ilay Masin’i Israely.
JER.50.30	«Noho izany dia ho faty eny an-kianja eny ireo zatovony, ary ho ringana ireo miaramilany rehetra amin’izany andro izany, hoy ny teny hentitry ny TOMPO.
JER.50.31	Indro Aho hifanandrina aminao
JER.50.31	ry Babilôna mpiavonavona,
JER.50.31	Izaho Tompo ANDRIAMANITR’izao rehetra izao
JER.50.31	no manao izany teny hentitra izany.
JER.50.31	Fa tonga ny andronao izao,
JER.50.31	dia ny fotoana hamaliako anao.
JER.50.32	Mivembena ary mianjera ilay mpiavonavona,
JER.50.32	fa tsy misy manarina azy.
JER.50.32	Andrehetako afo amin’ireo tanànany
JER.50.32	ka handevona izay rehetra manodidina azy izany.»
JER.50.33	Izao no lazain’ny TOMPOn’izao rehetra izao:
JER.50.33	«Samy nampahorìna ny Israelita sy ny Jodeanina;
JER.50.33	ary izay rehetra namabo azy
JER.50.33	dia mitana azy an-keriny,
JER.50.33	fa tsy manaiky handefa azy.
JER.50.34	Nefa Izaho mpanavotra azy dia mahery:
JER.50.34	TOMPOn’izao rehetra izao no anarako.
JER.50.34	Horaisiko an-tanana tokoa ny adiny
JER.50.34	mba hampiadana ny taniny
JER.50.34	sy hampikorontana kosa ny mponin’i Babilôna.»
JER.50.35	Hoy ny teny hentitry ny TOMPO:
JER.50.35	«Hisy ady hamely ny Babilônianina,
JER.50.35	mbamin’ny mponina ao an-drenivohitra
JER.50.35	sy ny mpitondrany ary ny olon-kendriny!
JER.50.36	Hisy ady hamely ny mpimasiny
JER.50.36	ka ho very saina ireo!
JER.50.36	Hisy ady hamely ny maherifony,
JER.50.36	ka ho ketraka izy!
JER.50.37	Hisy ady hamely ny soavaliny sy ny kalesiny
JER.50.37	mbamin’ny olona rehetra samy hafa firenena ao aminy,
JER.50.37	ka halemy toy ny vehivavy izy!
JER.50.37	Hisy ady hamely ny haren-tsarobidiny,
JER.50.37	ka ho voaroba ireo!
JER.50.38	Hisy ady hamely ny reniranony,
JER.50.38	ka ho ritra ireo!
JER.50.38	Satria tany be sarivongan-tsampy io,
JER.50.38	dia sary mahatsiravina
JER.50.38	sady mahatonga izay manompo azy hirediredy.
JER.50.39	Noho izany dia ny kary sy ny amboadia
JER.50.39	no honina ao Babilôna;
JER.50.39	ary ny vorombe koa no hipetraka ao.
JER.50.39	Fa tsy honenana intsony izy mandrakizay
JER.50.39	ary tsy hitoerana hatramin’ny taranaka mifandimby.
JER.50.40	Tahaka ny nandravako an’i Sôdôma sy i Gômôra,
JER.50.40	mbamin’ireo tanàna teny akaikiny,
JER.50.40	no hataoko amin’i Babilôna
JER.50.40	hoy ny teny hentitra avy amiko TOMPO,
JER.50.40	ka tsy hisy olona honina
JER.50.40	na hivahiny any intsony.
JER.50.41	Indro misy vahoaka tonga avy any avaratra
JER.50.41	dia firenen-dehibe iray;
JER.50.41	ary mpanjaka mahery no miainga
JER.50.41	avy any am-paran’ny tany.
JER.50.42	Mampirangaranga tsipîka sy lefona
JER.50.42	ireo miaramilany lozabe sady tsy mamindra fo.
JER.50.42	Mirohondrohona toy ny ranomasina ny feony.
JER.50.42	Mitaingin-tsoavaly izy,
JER.50.42	ary milahatra toy ny andian-tafika hiady
JER.50.42	mba hamely anao, ry Babilôna!
JER.50.43	Ren’ny mpanjakan’i Babilôna
