GEN.1.1	Sa kauna-unahan, gingtuga it Dios kag langit ag duta. 
REV.9.15	Ag sida ngani ay nagpagto ag ingbuhian sinra, dahil sinra ay nakahanra para sa eksaktong tuig, buyan, adlaw ag oras nak ingtalaga it Dios kung hariin inra amatyon kag ika-tatlong parti it mga tawo sa kalibutan.
REV.9.16	Ag kag bilang it inra mga sundalo nak nakasakay sa kabayong panggera ay ruhang gatos milyones (200,000,000). Narunggan nak gador nako kung pila sinrang tanan.
REV.9.17	Kag hitsura it mga kabayo ag mga nakasakay dili nak ingpakita sa ako parayan sa pangitaon ay tuyar kali. Kag mga nakasakay ay inggwa it pangsukyob sa inra rughan nak inggwa it tatlong kulay. Kali ay puya tuyar sa kayado, makutom nak asul tuyar sa mamahayong bato nak safiro, ag ruyaw tuyar sa asupre. Kag uyo it inra mga kabayo ay tuyar sa uyo it liyon, ag kag nagliliwas sa inra yuba ay kayado, aso ag asupre. 
REV.9.18	Ag dahil dili sa mga hirap nak ingraya it kaling tatlo, nak imaw kag kayado, aso ag asupre, ay namatay kag ika-tatlong parti it mga tawo. 
REV.9.19	Kumo kag gahom it kaling mga kabayo nak nagpapangmatay ay asa inra yuba ag sa inra ikog. Ag kag inra ikog ay inggwa it uyo nak pay uyo it sawa nak inra inggamit pramas hapruson kag tawo.
REV.9.20	Pero kag mga tawo nak nabilin ag waya namatay riling mga pahirap ay waya gihapon gihinuysoy sa inra pagdayaw sa mga mayaot ag mga dios-diosan nak inra hinuman halin sa buyawan, pilak, tanso, bato ag kahoy. Waya ninra gitalikri kaling mga dios-diosan aber indi ninra makita o marunggan o makapanaw. 
REV.9.21	Wayang gador ra sinra gihinuysoy sa ibang kayainan nak inra inghihimo tuyar sa pagmatay sa tawo, pagpang-amulit ag pagpaalbularyo, paghimo it kalaw-ayan, ag pagpanakaw.
REV.10.1	Pagkatapos it kina, ako ray nakita kag ibang gamhanang anghel nak nagpipilhig halin sa langit. Sida ay nalibon it rampog ag inggwa it bayangaw sa ida uyuhan. Kag ida uda ay kasusilaw nak nupay adlaw ag kag ida siki ay pay kayadong nagrarayab-rayab. 
REV.10.2	Sida ay di hudot nak maisot nak kasuyatan nak nakabukyar. Ingtungtong nida kag ida tuong siki sa ragat ag kag wala ay sa duta. 
REV.10.3	Nag-ukaw sida it nupay ungol it usang liyon, ag pitong beses nagpangrayugrog nak nupay sabat sa ida.
REV.10.4	Pagkatapos it kinang pangrayugrog, matunaey tan-a ako sa pagsuyat it inra ingsiling, pero napatungon ako tong marunggan nako kag boses halin sa langit nak nagsiling, “Hipusa yang ag daey anay gisuyatan kung ni-o kag imo narunggan sa ingsiling it kinang pitong pangrayugrog.”
REV.10.5	Bag-o kinang anghel nak ako nakita nak nakatungtong kag siki sa ragat ag sa duta ay gingtaas kag ida tuong damot sa langit, 
REV.10.6	ag sida ay nagsumpa sa atubangan it Dios nak buhi hastang sa waya't katapusan, nak imaw kag nagtuga it langit ag duta ag kag tanang nakaistar raha sa inra. Ag kag ida ingsumpa ay, “Indiey nak gador marugay. 
REV.10.7	Dahil pag-abot it oras kung sauno ahuyponey it pangpitong anghel kag ida trumpeta, atuparoney it Dios kag Ida ingbuot it kato pa nak waya nida gipahadagan sa mga tawo, purya yang sa ida mga propeta tong una nak imaw kag nagsiserbisyo sa Ida.”
REV.10.8	Ag pagkatapos, ako ray narunggan kinang boses nak halin sa langit nak nagsiling sa ako, “Payungot sa anghel nak nakatungtong kag siki sa ragat ag sa duta, ag bay-on sa ida kinang ida hudot nak nakabukyar nak kasuyatan.”
REV.10.9	Kada, ako ay nagpayungot sa anghel ag inghagar kinang maisot nak kasuyatan. Ag siling nida sa ako, “Kali, bay-a ag kauna. Matam-is sa yuba nak pay lasang rugos, pero pag-abot sa bituka kali ay mayain dahil mapait.”
REV.10.10	Kada ingbaoy nako sa ida damot kinang kasuyatan ag ako kali ingkaon. Ag talagang klaro nak kag ida lasa ay matam-is nak nupay rugos, pero pagkakaon nako nagyain kag ako bituka dahil kali ay mapait.
REV.10.11	Pagkatapos it kina, inggwa ray it nagsiling sa ako, “Ikaw ray it mauna it bantala sa mga tawo kung ni-o kag ingbuot it Dios nak matabo sa mga angkan, nasyon ag linggwahe, kaumir kag inra mga hari.”
REV.11.1	Pagkatapos it kina ay inggwa it nagta-o sa ako it bakulo bilang pangsukoy. Siling nida sa ako, “Pagtoy ag sukuyon kag Templo ag kag altar it Dios, ag bilangon kag mga nagdadayaw sa Ida raha. 
REV.11.2	Pero badaey gisukuya kag rayaag, dahil kina ay gingtaoy sa mga nasyon nak buko Hudyo
REV.11.3	Pero inggwa Ako it ruhang tagapamatuor
REV.11.4	Kaling ruhang tagapamatuor ay imaw katong dating ginghuman nak halimbawa nak ruhang puno it olibo
REV.11.5	Kung inggwa man it mahapros sa inra, ay maliwas kag kayado sa inra yuba nak imaw it ikakamatay it kinang mahapros sa inra. 
REV.11.6	Kaling ruha ay atugyan ra Nako it gahom nak himuong tig-init kag panahon nak dapat tan-a ay tig-uyan, ngani indi nak gador mag-uyan sa suyor it kinang mga buyan kung sauno nak sinra ay magbantala. Ag atugyanan ra Nako sinra it gahom nak humanong rugo kag mga katubian ag pahirapan kag mga tawo sa kalibutan it aber ni-o mang klase it epidemya nak inra gustong humanon.
REV.11.7	Pagkatapos ninrang maibantala kag Ako gustong ipamatuor parayan sa inra, ay maliwas kag usang kahahadlok nak hadop halin ruto sa pinaka-irayom nak lugar kung hariin ay indi matugkar. Ag kali ay makikipaglaban sa inra. Ag sinra ay mapipirdi it kali ag sinra ay mamamatay
REV.11.8	sa karsada it kinang rakong syudad kung hariin kag inra Gino-o ay inglansang ra sa krus. Kinang syudad ay puyding ikumpara sa syudad nak Sodoma
REV.11.9	Sa suyor it tatlong adlaw ag tunga, kinang inra minatay nak yawas ay amuyatan yang it mga tawo nak halin sa tanang mga angkan, lahi, linggwahe ag nasyon sa kalibutan. Ag sinra ay indi magsugot nak iyubong kina. 
REV.11.10	Ag kag mga tawo sa bug-os nak kalibutan ay makinasadya ag mabayduhan it regalo nak pay pista, kumo kinang ruhang propeta nak inra ingbabasoy para sa tanang hirap nak inra ing-antos ay ingwagitey sa kalibutan.
REV.11.11	Pero pagkatapos it tatlong adlaw ag tunga, kag hingab nak nagtata-o it kabuhi nak halin sa Dios ay mabalik ray sa inra, ag sinra ay mabangon. Ag katong makakakita ay mapanguyog nak gador sa kahadlok.
REV.11.12	Pagkatapos ay narunggan it kinang ruha kag makusog nak Boses nak halin sa langit, nak nagsiling, “Maley, saka kamo dili.” Ag sinra ay nagsaka sa langit nak pay nakasakay sa mga rampog habang ingmumuyatan sinra it inra mga kaaway.
REV.11.13	Ag sa oras mismo nak kato ay naglinog it makusog, kada naguba kag ika-sampuyong parti it kinang marakong syudad, ag namatay kag pitong libong (7,000) tawo. Ag katong mga natura ay nahadlok it husto, ag inra ingdayaw kag paggahom it Dios sa langit.
REV.11.14	Imaw kali kag katapusan it pangruhang kahahadlok nak pagpahirap sa tawo.
REV.11.15	Pagkatapos it kina, ginghuyop ray it pangpitong anghel kag ida trumpeta, ag masunor inggwa ray it makusog nak mga boses sa langit, nak nagsisiling,
REV.11.15	“Tuna ngasing,
REV.11.15	waya't ibang mahari sa kalibutan kundi kag Dios nak ato Gino-o,
REV.11.15	ag si Kristo nak Ida gingparaya,
REV.11.15	Ag Sida ay mahari hastang sa waya't katapusan.”
REV.11.16	Pagkatapos, kinang baynti-kwatrong pinuno nak nakaingkor sa inra mga trono ay nagyinuhor it pasubsob sa atubangan it Dios, ag nagdinayaw sa Ida, 
REV.11.17	sa pagsiling,
REV.11.17	“Ginoong Dios nak Makagagahom sa tanan,
REV.11.17	Ikaw gihapon ngasing, ag aber it kato pa,
REV.11.17	amo Ka ingpapasalamatan,
REV.11.17	dahil ngasing, Imo ingpakita kag Imo katitingayang gahom,
REV.11.17	ag Ikaw ay nagtunaey it paghari.
REV.11.18	Napakahangit katong mga nasyon nak waya gikikilaya sa Imo.
REV.11.18	Pero, nag-abotey kag oras it Imo pagparusa sa inra,
REV.11.18	dahil imawey kali kag oras kung sauno Nimo ahusgaran
REV.11.18	kag tanang mga minatay.
REV.11.18	Ag ngasing imawey ra kali kag oras it Imo pagta-o it kabadaran
REV.11.18	sa Imo mga suguong propeta,
REV.11.18	ag sinakupan nak inggwa it kahadlok sa Imo,
REV.11.18	maging kubos man o dungganon.
REV.11.18	Myentras sa parehong oras, Imo awagiton katong mga nagpangwagit
REV.11.18	sa mga tawo sa kalibutan.”
REV.11.19	Masunor, kag Templo it Dios sa langit ay nabuksan, ag kag Balaan nak Kaban it Kasugtanan ay nakita.
REV.12.1	Ngasing ay inggwa it katitingayang tanra nak nakita sa langit. Inggwa it usang kabade nak nagpakita nak kag ida baro ay nupay adlaw, ag sida ay nakatungtong kag siki sa buyan. Ag inggwa sida it kuruna nak inggwa it doseng bituon.
REV.12.2	Kaling kabade ay mayungotey mag-anak, kada sida ay napapaukaw dahil sa ida pagpasyapo.
REV.12.3	Ag inggwa ray it ibang katitingayang tanra nak nakita sa langit. Ag abi ninro, kali ay usang abang rakong puyang bakunawa nak di pitong uyo ag sampuyong sungay. Kada usang uyo ay di suksok nak kuruna.
REV.12.4	Winasiwas nida kag ida ikog sa ika-tatlong parti it mga bituon ag ingpanghuyog kali sa duta. Pagkatapos, kag ida ray inghimo ay, nagpagto sida ag nagtulay sa atubangan it kinang kabade nak mayungotey mag-anak pramas maghuyat agor sibaon kag anak sa oras nak iliwas kali.
REV.12.5	Pero pagpuslot it anak, ag kali ay kayake, ay inggwang raan it nag-agaw sa anak ag ingraya kali kung hariin kag Dios ay nakaingkor sa Ida trono. Kumo kaling anak ay imaw it magahom sa mga nasyon tuyar sa di rayang pamakoy nak bakal. 
REV.12.6	Ag para diling kabade, sida ay nagtakas papagto sa mga mabatong mga bukir kung hariin waya it aber usang tawo nak nakaistar. Kali kag lugar nak inghanra it Dios para sa ida kung hariin sida matiner sa suyor it usang libo ag dosyentos saisentang (1,260) adlaw.
REV.12.7	Pagkatapos it kali, nagsiklab kag gera sa langit. Dahil katong pinunong anghel nak si Miguel,
REV.12.8	Ag kinang bakunawa ag ida mga kaibahan ay napirdi. Kada sinra ay ingpalayas sa langit, kumo wayaey sinra it karapatan nak magpirmi ruto. 
REV.12.9	Kada kinang marakong bakunawa ay ginghuyogey. Ag sida ay imaw ra katong nagpakita it kato bilang sawa nak ingtatawag rang Maninira ag Satanas, dahil sida kag nagpapangluko sa tanang tawo dili sa kalibutan. Sida ay ginghuyogey dili sa duta kaibahan kag ida mga sinakupang anghel.
REV.12.10	Bag-o narunggan nako kag makusog nak boses halin sa langit nak nagsiling,
REV.12.10	“Kag pagluwas it Dios sa tawo ay natumaney.
REV.12.10	Kag adlaw kung sauno ipakita Nida
REV.12.10	kag Ida rakong gahom ag paghari ay nag-abotey.
REV.12.10	Imaw ra kag karapatan ni Kristo nak Ida ingparaya,
REV.12.10	ay maipapakitaey ra.
REV.12.10	Dahil kinang Satanas nak adlaw gab-i
REV.12.10	ay nagpapanira sa ato mga hali sa pagtu-o
REV.12.10	sa atubangan it Dios,
REV.12.10	sida ngasing ay inghuyogey halin sa langit.
REV.12.11	Si Satanas ay gingpirde it ato mga hali
REV.12.11	parayan sa rugo it kinang ingsisiling nak Anak it Karnero
REV.12.11	nak nabuhos tong Sida'y namatay,
REV.12.11	ag parayan ra sa inra pagpamatuor tungor sa bisaya it Dios,
REV.12.11	dahil waya ninra gig-inakan kag inra kabuhi,
REV.12.11	kundi nagpadayon sinra sa pagtu-o aber sa tunga
REV.12.11	it inra kamatayon.
REV.12.12	Kada, kamo nak rahina sa langit ay magkinasadya!
REV.12.12	Pero kamo nak ruto sa duta ag karagatan ay kaluluoy
REV.12.12	dahil kahahadlok kag inro maaaguman,
REV.12.12	kumo inghuyogey si Satanas sa lugar kung hariin kamo.
REV.12.12	Ag abang rako kag ida kahangit,
REV.12.12	kumo ayam nida nak malip-ot yangey nak oras
REV.12.12	kag naghuhuyat sa ida.”
REV.12.13	Tong natagumpaawan kinang bakunawa nak sida yaki ay ginghuyogey sa duta, ingyagor nida kinang kabade nak nag-anak rahang kayake. 
REV.12.14	Pero kinang kabade ay gingtaw-an sa nak raan it ruhang pakpak nak naambit sa pakpak it marakong agila, agor makayupar sida papagto sa mabatong mga bukir kung hariin waya it aber usang tawo nak nakaistar. Katong lugar ay ginghanra it Dios para sa ida agor ruto sida riparahon sa suyor it tatlo'g-tunga nak tuig,
REV.12.15	Kada kinang sawa ay nagbugwak it marakong tubi nak nupay naging marakong suba pramas ianor kinang kabade. 
REV.12.16	Ugaling kag duta kag nagbulig rahang kabade, kumo kali ay naggis-ak nak pay ginghigop kinang tubi nak ingbugwak it bakunawa. 
REV.12.17	Kada lalong nagsiklab kag kahangit it kinang bakunawa laban sa kabade, ag nagpakiglaban sida sa ibang mga inanak it kinang kabade, nak imaw katong mga nagsusunor sa mga kasuguan it Dios ag nagtu-o sa mga pamatuor ni Hesus. 
REV.12.18	Ngani, nagpagto kinang bakunawa sa habig it ragat ag nagtulay.
REV.13.1	Pagkatapos, nakita nako kag usang yabot ag kahahadlok nak hadop nak nagyuaw sa ragat. Sida ay inggwa it pitong uyo ag sampuyong sungay nak di kuruna kag bawat usa. Ag sa bawat uyo ay nakasuyat kag pangayan nak nagpapasipala sa Dios.
REV.13.2	Kag hitsura it kaling kahahadlok nak hadop ay nupay leopardo, pero kag ida siki ay tuyar sa siki it oso, ag kag ida yuba ay tuyar sa yuba it liyon. Ag ingta-o it bakunawa rili sa hadop kag ida sariling gahom, pagiging hari ag karapatan. 
REV.13.3	Pero namasran nako nak kag usa sa mga uyo it kaling hadop ay nagkainggwa it marakong ugar nak pay imaw it magiging dahilan it ida kamatayon, pero kali ay naulian. Ag kag tanang tawo sa kalibutan ay natingaya, kada sinra ay nagsunor sa ida. 
REV.13.4	Nagdayaw sinra sa bakunawa dahil sida kag nagta-o it karapatan rili sa kahahadlok nak hadop. Ingdayaw ra ninra kaling kahahadlok nak hadop sa pagsiling, “Sin-o ara kag makakapareho diling hadop? Sin-o ara kag makakapirdi sa ida?”
REV.13.5	Bag-o, gingtugutan it Dios kaling kahahadlok nak hadop nak magbisaya it mga paghinambog ag mga pagpasipala laban sa Ida. Ag kali pati ay gingtaw-an it karapatan nak maggahom sa suyor it kwarentay-dos (42) nak buyan. 
REV.13.6	Ngani, padayon kag ida pagpasipala sa Dios ag sa Ida pangayan, pati sa Ida istaran sa langit ag sa tanang mga nag-iistar ruto. 
REV.13.7	Sida ay gingtugutan ra nak kalabanon kag mga sinakupan it Dios, ag sinra ay apirdihon nida. Gingtaw-an ra sida it karapatan nak maggahom sa tanang mga lahi, angkan, linggwahe ag nasyon sa kalibutan.
REV.13.8	Kada tanang tawo sa kalibutan ay nagdayaw diling kahahadlok nak hadop, puyra yang hagto sa mga tawo nak kag inra mga ngayan ay nakasuyat sa libro kung hariin kag mga ngayan it mga magkakainggwa't kabuhi nak waya't katapusan. Kag inra mga pangayan ay nakasuyatey ruto bag-o pa gingtuga kag kalibutan. Ag kaling libro ay sa irayom it gahom it kinang ingsisiling nak Anak it Karnero nak it kato ay ingmatay.
REV.13.9	Aber si-o nak nagrurungog, panimati kamo it maado.
REV.13.10	Kung sin-o man kag ingbuot it Dios nak mapriso ay talagang mapipriso.
REV.13.10	Ag kung sin-o man kag ingbuot nak mamatay sa matayom
REV.13.10	ay talagang mamamatay sa matayom.
REV.13.10	Kada ngani kag mga sinakupan it Dios ay dapat magtiis
REV.13.10	ag magpaninrugan sa inra pagtu-o.
REV.13.11	Pagkatapos, nakita ray nako kag usa pang yabot ag kahahadlok nak hadop nak nagliwas sa duta. Sida ay inggwa it ruhang sungay nak naambit sa sungay it anak it karnero, pero kag ida boses ay nupay boses it bakunawa.
REV.13.12	Sida ay ingtugyanan it tanang karapatan it kinang unang kahahadlok nak hadop, ag ida ingpwersa kag tanang tawo nak magdayaw rutong unang hadop nak di ugar, nak dapat nak imaw tan-a nida it ingkamatay, pero naulian. 
REV.13.13	Ag inggwa it abang katitingayang mga buhat nak ingpakita it kaling pangruhang hadop. Dahil aber kayado, ay ida gingpababa sa duta halin sa ibabaw sa atubangan it mga tawo.
REV.13.14	Kada maramo sidang nalukong mga tawo sa kalibutan, parayan riling ida ingpapakita nak mga katitingayang mga milagro ag tanra nak ingtugot nak tumanon bilang ida pagserbisyo raha sa unang kahahadlok nak hadop. Ag ingsugo nida kag mga tawo nak kurtihan kag usang rebulto nak kahitsura it kinang unang hadop nak naugaran it matayom pero nabuhi ray. 
REV.13.15	Ag kaling pangruhang hadop ay gingtugutan nak taw-an it hingab kaling rebulto, ag gingtaw-an ra nida kali it abilidad nak magbisaya agor adayawon ra ninra. Ag kag indi magdayaw diling rebulto ay amatyon. 
REV.13.16	Ag ingpwersa it kaling pangruhang kahahadlok nak hadop kag tanang mga tawo nak magpamarka sa inra tuong damot o yupa, aber mga tawong dungganon o mahirap man, manggaranon o kubos man, ag mga ulipon o buko. 
REV.13.17	Inghuman nida kali pramas waya't aber siong tawo nak makakabaligya o makakabakay man, kung waya it marka o numero nak imaw kag pinaka-tanra it kinang unang hadop sa inra mga yawas.
REV.13.18	Ay, kinahangyan nak kag tawo ay maging maayam pramas intyendihon kag gustong bisayahon it kaling numero it unang hadop nak kahahadlok. Kag tawo nak maayam ay di abilidad nak sumadahon kag gustong bisayahon it kaling numero, dahil kali ay katumbas it pangayan it tawo. Kaling numero ay saisyentos saisentay-sais (666).
REV.14.1	Pagkatapos, ako ay napamuyat ray, ag abi ninro, hagto ray yaki kinang ingsisiling nak Anak it Karnero nak nakatulay sa Baguntor it Sion.
REV.14.2	Masunor, narunggan nako kag Boses halin sa langit nak naambit sa makusog nak ragasras it marakong busay ag dagundong it pangrayugrog. Ag kinang boses ay pay pareho ra sa tunog it maramong arpa nak ingkakaskas. 
REV.14.3	Ag kinang syento kwarentay-kwatrong libong (144,000) mga tawo ay nakatinrog paatubang sa trono, sa ap-at nak buhing tinuga ag sa baynti-kwatrong pinuno. Sinra ay nagkikinanta it bag-ong kanta nak waya it aber siong nakakaayam, kundi sinra yang nak mga gingtubos sa kalibutan. 
REV.14.4	Imaw kali sinra tong wayang gador it narayanan nak pagpakasala tungor sa kabade, dahil sinra ay nagpapangabuhi it malimpyo.
REV.14.5	Wayang gador sinra igbinakak, ag waya sinra it kalibakan.
REV.14.6	Pagkatapos, nakita ra nako kag usang anghel nak nagyuyupar sa ibabaw it inra uyuhan. Raya nida kag Maadong Balita nak waya gibabalhin hastang sa waya't katapusan, pramas ibantala sa mga tawo sa tanang mga nasyon, lahi, linggwahe ag angkan sa kalibutan. 
REV.14.7	Nagbisaya sida it makusog ag nagsiling, “Magkainggwa kamo it kahadlok sa Dios, ag kilay-on kag Ida kahimayaan, dahil nag-abotey kag oras it Ida paghusgar sa mga tawo. Kada dayawon Sida nak nagtuga it langit ag duta, ragat, ag mga tuburan ag mga suba.”
REV.14.8	Bag-o nagkainggwa it pangruhang anghel nak nagsusunor ag nagsiling, “Bagsakey! Bagsakey nak gador katong bantog nak syudad it Babilonya!
REV.14.9	Masunor ay inggwa ray it pangtatlong anghel nak nagsusunor ag nagbisaya it makusog, “Kung sin-o man kag nagdadayaw rutong unang kahahadlok nak hadop ag sa rebultong kahitsura it kato, ag nagbaton ra it marka it kina sa ida yupa o damot, 
REV.14.10	sida ay dapat nak apainumon it ingsisiling nak nakakayangong inumon it Dios nak waya't simbog. Kag gustong bisayahon it kali ay aaguman nida kag kahahadlok nak kahangit ag kaparusahan it Dios, nak waya't halong kaluoy. Sida ay apahirapan sa kayado nak di halo nak asupre sa atubangan it mga balaang anghel ag rahang ingsisiling nak Anak it Karnero.
REV.14.11	“Ag waya puat it paibabaw kag aso it kaling kayado ag asupre kung hariin parayan dili aaguman nida kag hapros hastang sa waya't katapusan. Adlaw gab-i kag pag-agom it hirap it kaling nagdadayaw rutong unang kahahadlok nak hadop ag sa rebultong kahitsura it kato, ag nagbaton ra it marka it kina sa ida yupa o damot ay waya it katapusan.
REV.14.12	“Kada ngani, kinahangyan nak kag mga sinakupan it Dios nak nagtutuman sa Ida mga kasuguan ag nagtutu-o kang Hesus ay padayon nak matibay kag inra pagtu-o.”
REV.14.13	Masunor ray, narunggan nako kag boses halin sa langit nak nagsiling, “Suyatan kali. Tuna ngasing, abang buynas kag mga tawo nak namatay nak nagpakig-usa sa Ginoong Hesus.”
REV.14.13	Ag nagkumporme kag Ispirito it Dios, “Matuor kali! Dahil orasey para magpahuwayey sinra sa inra pagpangabudlay kung saunong itaoy sa inra kag kabadaran it inra tanang nahuman nak maado.”
REV.14.14	Ag tong napamuyat ray ako sa unhan ay abi ninro, inggwa it puting rampog nak inggwa it nakaingkor nak kag Ida hitsura ay nupay tawo.
REV.14.15	Bag-o inggwa ray it nagliwas nak anghel sa Templo ag sida ay nagbisaya it makusog hagto sa nakaingkor sa rampog, sa pagsiling, “Pagtoy, gamita kag Imo kaw-it nak panggapas, dahil hinogey kag anihon sa duta. Orasey para anihon.” 
REV.14.16	Kada Katong nakaingkor sa rampog ay nagpagto ag nagkaw-it hastang nataposey kag anihon sa bug-os nak kalibutan.
REV.14.17	Ag marugay-rugay, inggwa ray it anghel nak nagliwas sa Templo sa langit nak di hudot rang matayom nak kaw-it. 
REV.14.18	Masunor, inggwa ray it usang anghel nak nagliwas sa bandang altar, ag kinang anghel ay ingtaw-an it responsibilidad nak magripara sa kayado. Ag sida ay nagbisaya it makusog hagto sa anghel nak di hudot nak matayom nak kaw-it ag nagsiling, “Pagtoy, gamita kag imo kaw-it nak panggapas, ag anihoney kag mga ubas sa kalibutan dahil hinogey kina.” 
REV.14.19	Kada nagpagto sida ruto ag ing-utoy nida kag tanang bunga it ubas sa bug-os nak kalibutan. Masunor, gingtipon nida kina, bag-o gingraya ag inghuyog sa marakong pusaan. Kag natabo sa mga ubas ay ingpapatuyar ra sa matatabo sa mga tawo nak maagom it kahahadlok nak kahangit ag pagparusa it Dios. 
REV.14.20	Ag ruto sa pusaan sa liwas it syudad, tong nagiokey kag mga ubas, kag nagliwas ngani ay rugo. Ag tuna ruto, kag yado it pag-ilig it kinang rugo ay umabot sa tresyentos baynti (320) kilometros, ag kag rayom ay abot hastang liog it mataas nak kabayo.
REV.15.1	Ngasing, nakita nako kag usa pang yabot ag katitingayang tanra sa langit. Nagkainggwa it pitong anghel nak ingtugyanan it pitong pagpahirap. Kali kag huling pagpahirap sa kalibutan, kumo dili matatapos kag kahangit ag pagparusa it Dios sa tawo.
REV.15.2	Bag-o inggwa ako it nakita nak nupay ragat nak nakakasilaw tuyar sa salamin ag nagrarayab-rayab nak pay kayado. Masunor, nakita nako nak nakatulay sa habig it kinang ragat, katong mga tawo nak nakapirdi rutong unang kahahadlok nak hadop dahil waya sinra igdayaw sa ida rebulto ag waya sinra gipamarka it kinang numero nak tanra it pangayan it kinang hadop. Ag inggwa sinra it hudot nak mga arpa nak ingta-o sa inra it Dios. 
REV.15.3	Ag ingkikinanta ninra kag kanta ni Moises nak ulipon it Dios, pati kag kanta it kinang ingsisiling nak Anak it Karnero, nak nagsisiling,
REV.15.3	“Amo Ginoong Dios nak Makagagahom,
REV.15.3	kag Imo inghuman ay abang ado ag katitingaya.
REV.15.3	Ikaw nak Hari it tanang nasyon,
REV.15.3	kag tanan nak Imo inghuman ay matarong ag matuor.
REV.15.4	Bawat tawo ay dapat magkainggwa it kahadlok sa Imo, Gino-o,
REV.15.4	ag maghimaya sa Imo pangayan.
REV.15.4	Dahil Ikaw yang nak gador kag Balaan,
REV.15.4	ag tanang mga nasyon ay mapayungot ag madayaw sa Imo,
REV.15.4	kumo nakita it tanan kag Imo pagka-matarong.”
REV.15.5	Pagkatapos ninrang magkanta, nakita nako nak nakabukas kag Pinaka-sagradong Lugar it Templo sa langit kung hariing nakatago kag nakasuyat nak mga kasuguan it Dios. 
REV.15.6	Ag nagliniwas raha sa Templo katong pitong anghel nak ingtugyanan it pitong pagpahirap. Sinra ay nakasuksok it magandang yamit nak puro puti ag abang silaw. Ag inggwa ra sinra it sas nak buyawan nak nakapalibot sa inra rughan. 
REV.15.7	Masunor, kag usa sa ap-at nak buhing tinuga ay nagpanagtag it pitong marakong mayukong ruto sa pitong anghel. Ag kaling mayukong ay puno it kahangit ag pagparusa it Dios nak buhi hastang sa waya't katapusan. 
REV.15.8	Pagkabaton ninra it kali, kag Templo ay napuno it aso bilang tanra it kahimayaan ag pagka-gamhanan it Dios, kada waya it aber siong makakasuyor raha hangga't waya natatapos kaling pitong pagpahirap nak ingtugyan sa pitong anghel.
REV.16.1	Pagkatapos it kina, narunggan nako kag makusog nak boses halin sa Templo nak nagsugo sa pitong anghel, “Pagtoy ag ibubo sa kalibutan kag suyor it kinang pitong marakong mayukong nak puno it kahangit ag pagparusa it Dios.”
REV.16.2	Kada, nagginaney kag unang anghel ag ingbubo nida sa bug-os nak kalibutan kag suyor it ida rayang marakong mayukong. Ag kag mga tawo nak inggwa it marka it katong unang kahahadlok nak hadop ag nagdadayaw sa rebulto it kina, sinra ay magkakainggwa it mga maragkong hubag nak abang yain ag abang hapros.
REV.16.3	Masunor, nagginaney kag pangruhang anghel ag ingbubo nida sa tanang karagatan kag suyor it ida rayang marakong mayukong. Ag kali ay naging rugo tuyar sa nagbilog nak rugo it minatay, kada tanang nabubuhi raha ay napangmatay.
REV.16.4	Masunor, nagginaney kag pangtatlong anghel ag ingbubo nida sa tanang mga suba ag tuburan kag suyor it ida rayang marakong mayukong. Ag kali ay naging rugo. 
REV.16.5	Kaling anghel nak nakatuka sa mga tubi ay nagsiling,
REV.16.5	“Ikaw nak Balaan, Ikaw gihapon ngasing ag aber it kato pa,
REV.16.5	matarong kag Imo paghusgar nak ahumanon sa inra.
REV.16.6	Kumo angay yang kina nak Imo parusahan kinang nagpangmatay
REV.16.6	it Imo mga sinakupan ag mga propeta,
REV.16.6	parayan sa Imo pagta-o sa inra it rugo pramas inumon ninra,
REV.16.6	nak kag gustong bisayahon ay aaguman ninra
REV.16.6	kag tamang pagpahirap para sa inra inghuman.”
REV.16.7	Ag narunggan ra nako kag boses halin sa altar nak nagsiling,
REV.16.7	“Oooh! Ginoong Dios nak Makagagahom sa tanan,
REV.16.7	talagang matuor ag matarong kag Imo mga paghusgar.”
REV.16.8	Masunor, nagginaney kag pang-ap-at nak anghel ag ingbubo nida sa adlaw kag suyor it ida rayang marakong mayukong. Ag kali ay gingtaw-an it karapatan nak pasuon kag mga tawo parayan sa subrang init nak pay kayado. 
REV.16.9	Pero aber nabatyagan ninra kag subrang init it kina, sinra ay padayon gihapon sa pagpasipala sa Dios nak inggwa it karapatan nak magta-o it kaling mga pagpahirap. Waya gihapon sinra ighinuysoy ag talikran kag inra pagpakasala pramas makata-o sinra it kadayawan sa Dios.
REV.16.10	Masunor, nagginaney kag pang-limang anghel ag ingbubo nida kag suyor it ida rayang marakong mayukong sa trono it katong unang kahahadlok nak hadop, ag sa mga banwa kung hariin sida ay naghahari. Ag kali ay nagruyom. Kada kag mga tawo nak halin ruto ay napakagat sa rila dahil sa subrang hirap ag hapros nak inra naaaguman. 
REV.16.11	Kada nagbisaya sinra it pagpasipala sa Dios sa langit dahil riling subrang hapros ag dahil ra sa mga hubag. Ag waya gihapon sinra ighinuysoy ag badaan kag inra mayaing inghihimo.
REV.16.12	Masunor, nagginaney kag pang-an-om nak anghel ag ingbubo nida sa marakong suba it Yuprates kag suyor it ida rayang marakong mayukong. Ag kag tubi raha ay nag-iti pramas ihanra kag rayanan para sa mga hari ag inra mga sundalo nak mayusob halin sa subatan. 
