MAT.1.1	Dja nau nkoch yao u che Brah Yêsu Krist
PHP.3.1	Ơ oh nô ta nau nsing, geh du nau jât, ăn khân ay may răm maak dô yor ma ndơ Kôranh Yêsu lĕ jan ma khân ay may. Gâp mâu dâl ôh nchih du tơ̆ jât nau i gâp lĕ nchih jêh ăn ma khân ay may a lor nơh. Gâp nchih kơt nđa gay ma ăn khân ay may nsing nâp.
PHP.3.2	Ăn khân ay may njrăng ma mpôl bunuyh djơh i tâm ban ma so ŭch sa hêk, njrăng ma mpôl bunuyh i nti nklă lah: ‘Geh koh ntô mơ dâng Kôranh Brah rklaih’.
PHP.3.3	Yơn ma bân jêng bunuyh i Kôranh Brah rom ngăn, jêng tâm ban ma bunuyh i koh ntô ngăn, bol lah mâu ôh geh koh ntô ta rnglay săk. Bân jêng bunuyh Kôranh Brah rom, yorlah bân yơk mbah Kôranh Brah nđâp ma Brah Huêng Ueh gŭ ta bân. Bân nsing ma Brah Krist Yêsu gay ma rklaih, bân mâu ôh nsing ma ndơ jan ta rnglay săk jan tâng nau vay gay ma rklaih.
PHP.3.4	Lah jan ndơ tâng rnglay săk tâng nau vay jêng geh nau khlay, gâp geh ndơ ŏk ma nsing. Lah geh du huê bunuyh dơi n'hi êng săk yor ma ndơ i nây, gâp dơi rlau ma păng ngăn ro:
PHP.3.5	Yorlah bu koh ntô gâp jêh gâp deh lĕ geh pham nar, gâp phung Israel, deh ta rnoi mpôl Ƀenjamin
PHP.3.6	Lah ngơi ma nau gơyh ma nau vay phung Israel, gâp gơyh hô ngăn n'ho ma tât jan jêr jŏt ăn ma phung nsing ma Brah Krist jât
PHP.3.7	A lor nơh gâp kơp dâng lĕ ndơ i nây geh nau khlay ngăn, yơn ma aƀaơ dja gâp khat ngăn dâng lĕ ndơ i gâp lĕ jan nây nơh, yor ma aƀaơ dja gâp nsing ma Brah Krist.
PHP.3.8	Rlau bơh nây jât gâp kơp dâng lĕ ndơ mâu ôh hôm geh nau khlay, yor ma gĭt năl Brah Krist Yêsu i Kôranh gâp geh nau khlay dŭt hô rlau bu. Yor ma Păng gâp mƀăr dâng lĕ ndơ, gâp kơp dâng lĕ ndơ i nây tâm ban ma ndŏk dơm, gay ma gâp gŭ ndrel Brah Krist, 
PHP.3.9	gay ma jêng ƀon lan Păng nơm. Kôranh Brah kơp gâp lĕ sŏng yor ma gâp nsing ma Brah Krist, mâu di ôh yor ma ndơ gâp nơm jan tâng nau vay phung Israel. Nau Kôranh Brah kơp bân sŏng tă bơh Păng nơm ăn yor ma nau bân nsing.
PHP.3.10	Gâp ŭch ngăn gĭt năl Brah Krist, gâp ŭch gĭt say nau dơi i ăn Păng dâk rêh tay nơh, gâp ŭch gŭ ndrel Păng ta nau jêr jŏt tât ma khât săk tâm ban ma Păng đŏng.
PHP.3.11	Gâp ŭch ngăn jan kơt nây, gay ma jêh gâp khât gâp dâk rêh đŏng ta nar Kôranh Brah ăn dâng lĕ bunuyh i nsing ma Brah Krist dâk rêh tay.
PHP.3.12	Gâp mâu hŏ sŏ dơn, mâu hŏ jan jêh dâng lĕ nau i nây. Gâp mâu hŏ jêng du huê bunuyh lĕ tâm di ma dâng lĕ nau ŭch Brah Krist Yêsu. Yơn ma gâp ŭch ngăn jêng du huê bunuyh kơt nây, yorlah Brah Krist Yêsu rklaih gâp gay ma jêng du huê bunuyh kơt nây.
PHP.3.13	Ơ oh nô ta nau nsing, gâp mâu hŏ jêng du huê bunuyh kơt nây, yơn ma gâp ŭch jêng bunuyh kơt nây. Ndri dâng gâp mƀăr lơi mâu hôm kơp khlay ma ndơ i ơm bơh kơi nơh, jêh ri gâp nsrôyh jan kar gay ma sŏ dơn ndơ i hôm jât năp tay. 
PHP.3.14	Gâp nsrôyh jan kar tâm ban ma bunuyh tâm rlong nchuăt nsrôyh nchuăt tât ta ntŭk lôch nchuăt, gay ma sŏ dơn nau nkhôm ndơ Kôranh Brah ŭch ăn ma gâp. Păng kuăl bân gay ma bân sŏ dơn nau i nây ta kalơ trôk, tă bơh ndơ Brah Krist lĕ jêh jan. 
PHP.3.15	Lah ndri dâng lĕ bân i lĕ gĭt mân jru ta nau nsing ma Brah Krist Yêsu, ăn geh nau mân kơt nau gâp nchih nây. Lah khân ay may geh nau mân êng bơh gâp ta plăng du ntil nau, Kôranh Brah mra nhhơ ăn khân ay may gĭt vât ma ndơ i nây ro. 
PHP.3.16	Iăt ma bân hôm gŭ ngao tâm di ma ndơ Kôranh Brah lĕ nhhơ ăn bân gĭt vât hŏ, bol lah geh nau mân êng kađôi.
PHP.3.17	Ơ oh nô, ăn dâng lĕ khân ay may jan tâng nau gŭ ngao gâp. Jêh ri uănh bunuyh i jan tâng nau ueh gâp i khân ay may lĕ say jêh ta gâp.
PHP.3.18	Gâp lĕ vay mbơh nkoch ăn ma khân ay may ƀaƀơ ngăn, jêh ri aƀaơ dja gâp mbơh nkoch tay ăn ma khân ay may nđâp ma dak măt: Geh ŏk bunuyh ngơi ma mbung dơm khân păng nsing ma Brah Krist, yơn ma nau gŭ rêh khân păng jêng tâm ban ma phung rlăng đah nau nti Brah Krist nơm i khât ta si tâm rkăng nơh chrao.
PHP.3.19	Tât nar n'glĕ dŭt tay dâng lĕ khân păng i nây khât roh hêng, khân păng gĭt ma ndơ i săk jăn khân păng ŭch dơm, tâm ban ma yơk mbah ma săk khân păng nơm, khân păng sŏ ndơ i đit prêng ma n'hi êng săk, jêh ri khân păng pơh ma rvê ma ndơ ta neh ntu dja dơm.
PHP.3.20	Lŏng dâng lĕ bân, ntŭk ƀon bân nơm ngăn jêng ntŭk ƀon ueh ta kalơ ri, jêh ri bân hôm gŭ kŏp ŭch hô ngăn Kôranh Yêsu Krist i nơm rklaih bân gơnh jŭr tă bơh ta kalơ ri tay.
PHP.3.21	Păng mra rgâl lơi săk jăn bân i blao ji blao khât, ăn jêng tâm ban ma săk jăn dŭt ueh Păng nơm i geh nau chrêk lơp. Păng jan ndơ i nây tă bơh nau dơi Păng nơm, nau dơi i nây ăn Păng jêng kôranh dâng lĕ ndơ đŏng.
PHP.4.1	Ơ oh nô ta nau nsing, gâp rŏng ma khân ay may, gâp klŏng khân ay may. Khân ay may jan ăn gâp răm maak, khân ay may tâm ban ma ndơ nkhôm dŭt khlay ma nau jan kar
PHP.4.2	Ơ yôh Ơruđia, ndrel ma yôh Sŭndĭch, gâp dăn ma khân ay hô ngăn ăn geh nau mân du ntôr nau hŏ, lơi hôm tâm rlăch băl, yor ma bar hê khân ay nsing ma Kôranh Yêsu tâm ban.
PHP.4.3	Ơ nô i mât jăng răp jăp gâp, gâp dăn may kơl yôh bar hê nây ƀă, yorlah khân păng lĕ mbơh nkoch nau mhe mhan ueh ndrel ma gâp, bol lah bu jan jêr ma hên kađôi. Bar hê khân păng nây geh jan kar kơt nây, ndrel nô Klêmên, nđâp ma bunuyh aƀă êng jât. Rnha khân păng lĕ Kôranh Brah nchih jêh ta samƀŭt nau rêh i geh nchih săk dâng lĕ bunuyh i geh nau rêh n'ho ro đŏng.
PHP.4.4	Ơ oh nô ta nau nsing, ăn khân ay may geh nuih n'hâm răm maak nâng yor ma khân ay may gŭ ndrel Kôranh Yêsu. Gâp dăn mbơh tay du tơ̆ jât: Ăn răm maak hŏm!
PHP.4.5	Ăn dâng lĕ bunuyh gĭt năl nuih n'hâm mleh khân ay may. Nar Brah Yêsu văch tay bơi tât jêh.
PHP.4.6	Lơi ôh mân rvê ma du ntil ndơ, yơn ma dâng lĕ ndơ, ăn khân ay may mbơh sơm dăn Kôranh Brah. Mbơh sơm dăn ma Păng, nđâp ma lah ueh Păng đŏng.
PHP.4.7	Jan kơt nây, nau đăp mpăn Kôranh Brah i rlau bơh nau gĭt mân bunuyh mra gŭ ta nuih n'hâm nau mân khân ay may, njrăng khân ay may gay ma mâu geh nau klach nau rvê, yor ma khân ay may gŭ ndrel Brah Krist Yêsu.
PHP.4.8	Lah ndri ê lor ma lôch, ơ oh nô ta nau nsing, ăn khân ay may gĭt mân ma moh ndơ i nau ngăn, moh ndơ i nau sŏng, moh ndơ i di ma yơk, moh ndơ i kloh, moh ndơ i di ma răm maak, moh ndơ i lĕ tâm di keh, moh ndơ i dŭt ueh, moh ndơ i di ma rnê hŏ. 
PHP.4.9	Jêh ri moh nau i khân ay may lĕ jêh nti, lĕ jêh sŏ dơn, lĕ jêh tăng, ndrel ma lĕ jêh say gâp jan, ăn khân ay may hôm jan tâng kơt i nây dô. Lah khân ay may jan kơt nây, Kôranh Brah i tơm nau đăp mpăn gŭ ndrel ta khân ay may ro.
PHP.4.10	Aƀaơ dja gâp răm maak hô ngăn lah ueh ma Kôranh Brah, yor ma gĭt khân ay may lĕ mân nklŏn tay ma kơl gâp du tơ̆ jât. Lĕ jŏ jêh khân ay may lĕ kơl gâp. Khân ay may lĕ mân nklŏn ma gâp nâng, yơn ma mâu geh trong ma kơl gâp.
PHP.4.11	Gâp mâu geh pah pŏt dâng gâp ngơi kơt ndri, nuih n'hâm gâp đăp mpăn nâng ma ndơ i gâp lĕ geh, bol lah geh ŏk kađôi, pah pŏt kađôi.
PHP.4.12	Geh đŏng gâp geh đê̆ dơm, geh đŏng gâp geh ŏk rmeh. Gâp lĕ ntŭm nti jêh ăn geh nuih n'hâm đăp mpăn nâng ma ăp ntil nau, ma dâng lĕ ntil ndơ, bol lah sông sa hơm, bol lah ji ngot, bol lah geh rmeh, bol lah mâu tŏng. 
PHP.4.13	Moh ndơ geh ma gâp kađôi mâu chrao ôh gâp dơi dadê, yor ma Brah Krist ăn n'hâm suan ma gâp.
PHP.4.14	Yơn ma hôm ueh ngăn khân ay may kơl gâp ta nau jêr jŏt dja.
PHP.4.15	Ơ oh nô ta nau nsing gŭ ta ƀon Philip bri Masêđôn, khân ay may nơm lĕ gĭt jêh nôk gâp mhe mbơh nkoch nau mhe mhan ueh ăn ma khân ay may nơh, jêh gâp lĕ lôh bơh bri Masêđôn nơh, phung nsing ta ƀon aƀă êng mâu ôh geh kơl gâp. Geh khân ay may dơm kơl gâp ma prăk rial 
PHP.4.16	nôk gâp hôm gŭ ta ƀon Têsalônik nơh, khân ay may lĕ kơl prăk rial ăn ma gâp bar pe tơ̆ đŏng. 
PHP.4.17	Mâu di ôh gâp ŭch geh ndơ tă bơh khân ay may, yơn ma gâp ŭch ăn khân ay may geh sŏ dơn nau nkhôm tă bơh Kôranh Brah lơ ma ŏk, yor ma khân ay may kơl gâp. 
PHP.4.18	Gâp lĕ sŏ dơn ndơ ŏk ngăn bơh khân ay may, geh ŏk rmeh, aƀaơ dja gâp geh ŏk ngăn, yor ma lĕ geh sŏ dơn jêh ndơ khân ay may njuăl ta nô Êpaprôđit ăn ma gâp nơh. Ndơ i nây tâm ban ma ndơ nhhơr
PHP.4.19	Kôranh Brah i gâp yơk mbah, Păng geh nau chrêk lơp, drăp ndơ Păng mâu blao lĕ. Ndri Păng ăn dâng lĕ ndơ ma khân ay may, moh ndơ i khân ay may ŭch, i khân ay may mâu tŏng, yor ma khân ay may gŭ ndrel Brah Krist Yêsu. 
PHP.4.20	Ăn rnê Kôranh Brah i Bơ̆ bân i hôm ƀaƀơ n'ho ro. Ơ ăn geh kơt nây ngăn ro
PHP.4.21	Dăn sơm ôp nau ueh lăng dâng lĕ phung nsing i gŭ ndrel Brah Krist Yêsu. Oh nô i gŭ ndrel gâp, khân păng ôp nau ueh lăng khân ay may đŏng. 
PHP.4.22	Dâng lĕ phung ƀon lan Kôranh Brah i gŭ ta ntŭk dja ôp ueh lăng khân ay may, rlau bơh nây jât phung nsing i gŭ jan kar ma kôranh kađăch Sêsar
PHP.4.23	Dăn nau ueh Kôranh Yêsu Krist gŭ ta nuih n'hâm dâng lĕ khân ay may!
COL.1.1	Samƀŭt gâp Pôl nchih, gâp kôranh oh mon Brah Krist Yêsu tă bơh nau ŭch Kôranh Brah nơm. Gâp ndrel ma Timôthê
COL.1.2	dăn ôp nau ueh lăng phung ƀon lan Kôranh Brah, phung oh nô i nsing nâp ma Brah Krist ta ƀon Kôlôh. Dăn Kôranh Brah i Bơ̆ bân, ăn nau ueh, ăn nau đăp mpăn ma khân ay may.
COL.1.3	Hên lah ueh ma Kôranh Brah i Bơ̆ Brah Yêsu Krist i Kôranh bân nơm ƀaƀơ ngăn, ta ăp tơ̆ hên mbơh sơm ma khân ay may,
COL.1.4	yorlah hên lĕ tăng jêh nau bu nkoch khân ay may nsing ma Brah Krist Yêsu, ndrel ma nau khân ay may rŏng ma dâng lĕ phung ƀon lan Kôranh Brah. 
COL.1.5	Nau nsing, nau rŏng i nây tă bơh nau rnơm khân ay may gay ma sŏ dơn ndơ i Kôranh Brah lĕ ndrăp jêh ta kalơ trôk ntŭk Păng nơm ăn ma khân ay may. Nau rnơm i nây khân ay may lĕ tăng jêh nôk bu mbơh nkoch nau ngăn i nau mhe mhan ueh ăn ma khân ay may nơh.
COL.1.6	Lam neh ntu dja bu mbơh nkoch nau mhe mhan ueh i nây. Jêh ri bunuyh lơ ma ŏk nsing ma Brah Yêsu, ndrel ma rgâl nau rêh. Khân ay may nsing, khân ay may rgâl nau rêh đŏng ntơm bơh nar khân ay may tăng nau i nây, tă bơh gĭt vât n'hêl nanê̆ nau ueh Kôranh Brah.
COL.1.7	Nô Êpapras nti dâng lĕ nau i nây ăn ma khân ay may nơh. Păng bunuyh hên rŏng, păng jan kar ndrel hên, păng bunuyh jan kar Brah Krist răp jăp nâng ăn ma khân ay may
COL.1.8	Jêh ri păng lĕ mbơh nkoch jêh ma hên nau khân ay may tâm rŏng ndrăng phung nsing jêng nau rŏng i tă bơh Brah Huêng Ueh ăn.
COL.1.9	Ndri hên mâu rlu ôh mbơh sơm dăn Kôranh Brah kơl khân ay may, ntơm bơh hên tăng nau bu nkoch nau khân ay may nây. Hên dăn Kôranh Brah ăn Brah Huêng Ueh kơl khân ay may geh nau mân gĭt blao ăp ntil, gay ma khân ay may gĭt năl nau Kôranh Brah ŭch n'hêl nanê̆ ngăn.
COL.1.10	Hên dăn kơt nây gay ma khân ay may gŭ rêh tâm di đah nau Kôranh Brah ŭch, ăn Păng răm maak dâng lĕ ndơ khân ay may jan. Jêh ri khân ay may jan ndơ ueh ăp ntil, ndrel ma gĭt năl Kôranh Brah lơ ma hô lơ ma hô ngăn. 
COL.1.11	Dăn dâng lĕ nau dơi dŭt kuŏng Kôranh Brah kơl khân ay may, gay ma khân ay may geh nau ăt nuih nâng ta nau jêr,
COL.1.12	nđâp ma lah ueh Kôranh Brah i Bơ̆ bân ma nau răm maak. Păng lĕ ăn khân ay may sŏ dơn ndơ i Păng lĕ ndrăp ma phung ƀon lan Păng nơm i gŭ ta nau ang. 
COL.1.13	Păng lĕ rklaih jêh bân bơh ntŭk ngo bơh nau dơi Satăng i kôranh mpôl brah djơh, jêh ri leo bân ăn lăp ta nau Kon Păng nơm mât uănh, jêng Kon i Păng rŏng.
COL.1.14	Kon Păng nây lĕ chuai jêh bân, yô̆ nđach mâu hôm ôh kơp nau tih bân jât
COL.1.15	Brah Krist tâm ban ma Kôranh Brah ngăn. Bunuyh mâu ôh blao say Kôranh Brah, yơn ma lah bân gĭt năl nuih n'hâm, gĭt năl nau dơi Brah Krist i Kon Păng, bân gĭt năl nuih n'hâm, gĭt năl nau dơi Kôranh Brah đŏng. Brah Krist kuŏng rlau ma dâng lĕ ndơ i geh rhăk njêng, tâm ban ma kon bôk dak kuŏng rlau ma i oh
COL.1.16	Ta Brah Krist geh rhăk njêng dâng lĕ ndơ ta kalơ trôk ndơ ta neh ntu, bol lah ndơ uănh say ndơ uănh mâu say, bol lah huêng brah êng êng, geh nau dơi geh nau dăng, geh nau kuŏng, geh nau mât uănh kađôi. Kôranh Brah ăn Kon Păng rhăk njêng dâng lĕ ndơ, gay ma dâng lĕ ndơ yơk ma Kon Păng dadê.
COL.1.17	Brah Krist lĕ ơm geh đah lĕ rngôch ndơ êng êng, jêh ri dâng lĕ rngôch ndơ hôm geh yor ma Păng ăn. 
COL.1.18	Păng kôranh ma dâng lĕ phung nsing ma Păng, tâm ban ma bôk kôranh ma săk jăn. Păng jêng tơm nau rêh n'ho ro, Păng i dâk rêh lor bu ta dâng lĕ bunuyh khât, gay ma Păng nơm jan kôranh ma dâng lĕ rngôch ndơ.
COL.1.19	Kôranh Brah gŭ ta Brah Krist ngăn ngên, ăn jêng Brah Krist tâm ban ma Păng nơm ta ăp ntil ndơ, Păng ŭch hô ngăn jan kơt nây.
COL.1.20	Yor ma mham kon Păng nơm hoch nôk khât ta si tâm rkăng nơh, dâng Kôranh Brah ăn geh nau đăp mpăn Păng nơm đah dâng lĕ rngôch ndơ, bol lah ndơ ta neh ntu, mâu lah ndơ ta kalơ trôk ta ntŭk Păng nơm gŭ.
COL.1.21	Bơh ntơm nơh khân ay may tâm nkhah gŭ ngai đah Kôranh Brah, jêng bunuyh tâm rdâng ma Păng ma nau mân djơh, ndrel ma jan ndơ djơh.
COL.1.22	Yơn ma aƀaơ dja Păng lĕ ăn nau đăp mpăn jêh ma khân ay may đah Păng nơm, khân ay may dơi gŭ ndrel đah Păng, yor ma săk jăn Kon Păng lĕ khât jêh gay ma ăn khân ay may jêng kloh ueh. Khân ay may mâu hôm geh nau ma nduih, mâu hôm geh du ntil nau tih ôh ta năp Păng. 
COL.1.23	Kôranh Brah ăn nau đăp mpăn i nây, lah khân ay may gŭ ndjôt nâp rkâk nâng nau nsing, mâu ôh nklơi bơh nau rnơm ma ndơ Păng lĕ ton ta nau mhe mhan ueh. Nau mhe mhan ueh i nây khân ay may lĕ tăng jêh, lĕ bu mbơh nkoch ăn ma dâng lĕ bunuyh lam neh ntu. Jêh ri gâp dja lĕ jan kar ma mbơh nkoch nau mhe mhan ueh i nây đŏng.
COL.1.24	Aƀaơ dja gâp geh nau răm maak ngăn, yor ma gâp sŏ dơn nau bu jan jêr jŏt, nau jêr jŏt gâp dja kơl khân ay may. Nau jêr jŏt gâp i nây kơl dâng lĕ phung nsing ma Păng. Nau jêr jŏt ta săk jăn gâp dja jêng du ntil nau jêr jŏt ma dâng lĕ nau jêr jŏt i nây. Iăt ma hôm geh nau jêr jŏt Brah Krist. Jêh ri, phung nsing jêng tâm ban ma săk jăn Păng nơm.
COL.1.25	Gâp dja jêng bunuyh kơl jan kar ăn ma dâng lĕ phung nsing, gâp sŏ dơn nau jan kar i nây tă bơh Kôranh Brah đă, ndri Păng lĕ đă gâp mbơh nkoch dâng lĕ nau Păng ăn ma khân ay may đŏng. 
COL.1.26	Nau Păng i nây a lor nơh ndŏp mpôn tâm ăp rnôk ngăn, yơn ma aƀaơ dja Păng lĕ nhhơ jêh ăn ma phung ƀon lan Păng nơm gĭt năl gĭt say.
COL.1.27	Kôranh Brah lĕ ŭch phung ƀon lan Păng nơm gĭt vât nau Brah Krist mâu ôh dơn geh nau khlay ma phung Israel dơm, yơn ma geh nau khlay ma phung i mâu di phung Israel đŏng. Nau Brah Krist i nây geh nau chrêk lơp dŭt kuŏng. Jêh ri moh nau ndŏp mpôn i nây? Jêng Brah Krist gŭ ndrel ta khân ay may. Ndri khân ay may lĕ gĭt n'hêl nanê̆ jêh, khân ay may geh nau chrêk lơp ndrel Brah Krist đŏng.
COL.1.28	Hên mbơh nkoch nau Brah Krist ăn ma dâng lĕ bunuyh, đă njrăng săk, ndrel ma ntŭm nti ma lĕ nau mân gĭt blao i hên geh, gay ma dâng lĕ phung nsing mâu hôm jêng tâm ban ma kon se ta nau gŭ ndrel Brah Krist.
COL.1.29	Gâp jan kar ta nau mbơh nkoch nau i nây nsrôyh hô ngăn, bol lah geh nau jêr kađôi. Gâp jan tă bơh nau dơi kuŏng Brah Krist ăn ma gâp.
COL.2.1	Gâp ŭch ăn khân ay may gĭt nau i gâp nsrôyh jan kar geh nau jêr kađôi. Gâp jan kar ăn ma khân ay may, ăn ma phung i gŭ ta ƀon Laođisê, ndrel ma dâng lĕ bunuyh i mâu vay mâp gâp đŏng. 
COL.2.2	Gâp ŭch dâng lĕ khân ay may geh nau n'hao nuih n'hâm, geh gŭ du ntôr nau ta nau rŏng ndrăng khân ay may nơm, gay ma khân ay may gĭt vât n'hêl nanê̆ dŭt jru nau Kôranh Brah i ndŏp mpôn a lor nơh, jêng nau Brah Krist.
COL.2.3	Nau Brah Krist i nây geh nau khlay, yorlah dâng lĕ nau mân gĭt blao dŭt khlay mpôn ta Brah Krist nây dadê.
COL.2.4	Gâp ngơi kơt nây, gay ma lơi ôh ăn bu mƀrôh khân ay may yor ma nau bu ngơi blao ueh rah rơch.
COL.2.5	Bol lah săk gâp gŭ ngai bơh khân ay may kađôi, yơn ma nuih n'hâm gâp hôm gŭ ndrel khân ay may, jêh ri gâp răm maak ngăn tăng khân ay may gŭ rêh ueh, ndrel ma geh nau nsing nâp ta Brah Krist kơt nây.
COL.2.6	Yorlah khân ay may lĕ sŏ dơn Brah Yêsu Krist jêng kôranh khân ay may nơm, lah ndri ăn khân ay may hôm gŭ rêh tâm rnglăp đah Păng kơt nây jât dô.
COL.2.7	Ăn nau nsing khân ay may ma Păng ăn nâp tâm ban ma tơm si i hon reh jru ngăn, mâu lah tâm ban ma jay i bu jan dŭt nâp ngăn. Lah ndri nau nsing khân ay may nâp tâng nau bu lĕ ntŭm nti khân ay may nơh. Jêh ri ăn khân ay may lah ueh ma Kôranh Brah lơ ma hô. 
COL.2.8	Khân ay may njrăng lơi ăn bu mƀrôh rlăm khân ay may yor ma bu dŏng ma nau ntŭm nti dŭt blao, mâu lah ma nau mbơh ngơi mƀrôh rlăm i mâu geh nau khlay, jêng nau nti bunuyh đơn tă bơh kăl e dơm, jêng nau nti mpeh ma nau brah êng êng neh ntu, mâu ôh tâng mpeh ma Brah Krist.
COL.2.9	Dâng lĕ ndơ Kôranh Brah geh, geh ta Brah Krist đŏng, bol lah Păng jêng săk jăn bunuyh.
COL.2.10	Lŏng i khân ay may nây, dâng lĕ ndơ Brah Krist geh, khân ay may lĕ geh đŏng, yor ma khân ay may gŭ ndrel Păng. Păng i geh nau dơi ma dâng lĕ brah djơh i jan kôranh mât uănh, ma dâng lĕ brah djơh i geh nau dơi.
COL.2.11	Phung Israel geh koh ntô ta săk jăn gay ma jêng ƀon lan Kôranh Brah. Lŏng i khân ay may nây lĕ jêng ƀon lan Kôranh Brah đŏng, mâu ôh ti bunuyh jan, yơn ma geh Brah Krist lĕ sŏ lơi nuih n'hâm djơh khân ay may. Khân ay may jêng ƀon lan Kôranh Brah nơm ngăn, yor ma khân ay may lĕ gŭ ndrel Păng, ndri dâng Păng jan tâm ban ma koh ntô ta nuih n'hâm khân ay may.
COL.2.12	Nôk khân ay may dơn nau ƀăptem yŭk ma dak nơh, khân ay may jêng tâm ban ma lĕ khât ta dak tŏp ndrel Brah Krist, jêh ri Kôranh Brah ăn khân ay may dâk rêh ndrel Păng đŏng, yorlah khân ay may nsing ma nau dơi Kôranh Brah i ăn Brah Krist dâk rêh.
COL.2.13	Bơh ntơm nơh khân ay may tâm ban ma lĕ khât jêh yor ma nau tih khân ay may, ndrel ma khân ay may mâu geh sŏ dơn nau koh ntô ta nuih n'hâm i nây, yơn ma Kôranh Brah ăn khân ay may geh nau rêh ndrel Brah Krist. Păng yô̆ bân mâu hôm kơp dâng lĕ nau tih bân.
COL.2.14	Samƀŭt ntôn bân i geh nchih dâng lĕ nau tih bân, Păng lĕ jut lơi, yor ma nau Brah Yêsu khât ta si tâm rkăng. Nau i nây tâm ban ma sŏ lơi samƀŭt i nây pŏng ta si tâm rkăng.
COL.2.15	Păng lĕ sŏ lơi i nau dơi bơh brah djơh i jan kôranh mât uănh, bơh brah djơh i geh nau dơi, Păng lĕ jan ăn khân păng đit prêng săk khân păng nơm ta bơh năp phung ŏk, dơi Păng ngăn đah khân păng, tă bơh Brah Krist khât ta si tâm rkăng.
COL.2.16	Lah ndri lơi ôh iăt lah bu jưch khân ay may ma ndơ sông sa, ma ndơ nhêt, mâu lah ma nau nhêt ƀŭn êng êng, nau lăp khay, nau nar Saƀăt i nar rlu phung Israel.
COL.2.17	Dâng lĕ ndơ i nây tâm ban ma gui i bu uănh mâu ôh say ndơ ngăn, yơn ma ndơ ngăn geh ta nar jât năp tay, geh ta Brah Krist dơm. 
COL.2.18	Lơi ôh iăt bunuyh i lah khân ay may mâu di ma sŏ ndơn ndơ nkhôm bơh Kôranh Brah, bunuyh i nây đă bu jan săk dêh rhêt ngăn, nđâp ma đă bu yơk mbah ma tông păr đŏng. Bunuyh kơt nây ngơi ŏk ma ndơ tâm say khân păng nơm, khân păng n'hi êng săk khân păng nơm ma ndơ mâu geh nau khlay, nau mân khân păng mpeh ma neh ntu dơm [mâu ôh mân mpeh ma Brah Huêng Ueh]. 
COL.2.19	Khân păng i nây mâu ôh gŭ ndrel Brah Krist i tâm ban ma bôk ma phung nsing, bôk i nây i mât du mlŏm săk ăn geh n'hâm suan nting nđăng brăt suan dâng lĕ lơ ma kuŏng tâng ma Kôranh Brah nơm ăn.
COL.2.20	Lah khân ay may tâm ban ma lĕ khât ndrel Brah Krist, jêh ri lĕ klaih jêh bơh nau dơi nau brah neh ntu, lah ndri mơm dâng khân ay may hôm gŭ rêh tâng nau vay bunuyh i mâu nsing ma Brah Krist?
COL.2.21	Kơt lah: ‘Lơi pah! Lơi nhêt sa! Lơi gŏ ôh!’ 
COL.2.22	Dâng lĕ nau buay i nây geh nau khlay ma ndơ i roh dơm lah dŏng, jêng nau ntŭm nti bunuyh dơm.
COL.2.23	Dâng lĕ nau buay i nây uănh tâm ban ma geh nau mân gĭt blao ngăn, yor ma nau yơk mbah dŭt hô, jan nuih n'hâm dêh rhêt, ndrel ma jan jêr ma săk nơm. Yơn ma dâng lĕ nau i nây mâu ôh geh nau khlay gay ma dŭp nau kơnh djơh ta nuih n'hâm.
COL.3.1	Lah ndri, yorlah
COL.3.2	Ăn mân ma ndơ geh nau khlay ta ntŭk Kôranh Brah nơm hŏ, lơi mân ôh ndơ ta neh ntu dja,
COL.3.3	yorlah khân ay may tâm ban ma lĕ khât jêh, jêh ri aƀaơ dja khân ay may lĕ geh jêh nau rêh mhe i nây, bol lah ê hŏ say kađôi. 
COL.3.4	Brah Krist ăn khân ay may geh nau rêh mhe i nây, tât nar Păng nsôh săk ăn ma dâng lĕ bunuyh say nau chrêk lơp Păng, ta nar i nây đŏng Kôranh Brah ăn khân ay may gŭ ndrel Păng ta nau chrêk lơp i nây.
COL.3.5	Lah ndri ăn khân ay may nkhât lơi hŏm dâng lĕ ndơ djơh ta nuih n'hâm. Jêng nau tâm dŏng, nau kơnh hô ir, nau kơnh ma nau khơh kler, nau kơnh ma ndơ djơh, ndrel ma nuih n'hâm rvan kơnh geh ma drăp ndơ. Nau rvan kơnh geh ma drăp ndơ i nây jêng tâm ban ma yơk mbah brah êng.
COL.3.6	Yor ma khân păng jan dâng lĕ ndơ i nây, dâng Kôranh Brah mra tê̆ dôih ta nar jât năp tay ma phung bunuyh i mâu iăt Păng. 
COL.3.7	Bơh ntơm nơh khân ay may lĕ vay jan dâng lĕ ndơ i nây đŏng, ê lor ma khân ay may sât nsing ma Brah Yêsu. 
COL.3.8	Yơn ma aƀaơ dja iăt ma khân ay may mƀăr lơi hŏm dâng lĕ ndơ dja, nau ji nuih, nau dôh nuih, nau nuih n'hâm djơh, nau ngơi nchơt bu, ndrel ma nau mbơh ngơi bir lôh bơh bŏr mbung khân ay may nây.
COL.3.9	Lơi ôh tâm mƀrôh băl, yor ma khân ay may lĕ mƀăr lơi nuih n'hâm ơm i ŭch jan djơh.
