MAT.1.1	Yesu Krɩstʋ weyi ɛ-cɔzɔ lɛ Daaviidi nɛ ɛ́lɛ́ cɔzɔ lɛ Abraham yɔ, ɛ-cɔzɔnaa hɩla yɔ:
REV.8.6	Peeɖe Ɛsɔ tiyiyaa lʋbɛ mbá pɔɖɔkɩ agandɛɛ lʋbɛ yɔ, pɔñɔɔzɩ pa-tɩ se pahʋlɩ-yɛ.
REV.8.7	Ɛsɔ tiyiyu kajalaɣ ñɩnʋ hʋlɩ ɛgandɩyɛ lɛ, pɔlɔ ɖɔmbɛɛ nɛ miŋ kedeŋa yɔɔ, pisidini calɩm. Pʋtɔlʋʋ yɔ, yee pɩtayɩ tɛtʋ tam naadozo yɔ, pɩñaɣ hɔɔlʋʋ kʋɖʋmʋʋ. Yee pɩtayɩ ɖɔɖɔ tɩŋ ḿbʋ́ yɔ, pɩñaɣ hɔɔlʋʋ kʋɖʋmʋʋ, pɩñaɣ ɖɔɖɔ ñɩtʋ lɛŋ ñɩndʋ tɩŋa payɩ.
REV.8.8	Naalɛ ñɩnʋ ñahʋlɩ ɛ-ñɩnɖɛ lɛ, pɩsɛlɩ nabʋyʋ, pʋwɛ ɛzɩ pʋʋ sɔsɔʋ nakʋyʋ yɔ nɛ pʋlɔ teŋgu taa, pɩɖaɣnɩ mʋ́ʋ miŋ. Yee pɩtayɩ teŋgu tam naadozo yɔ, hɔɔlʋʋ kʋɖʋmʋʋ taa lɩm pɩsɩ calɩm. 
REV.8.9	Yee pɩtayɩ mbʋ́ pɩtɩŋa payɩ Ɛsɔ laba nɛ pʋwɛɛ wezuu teŋgu taa yɔ tam naadozo yɔ, hɔɔlʋʋ kʋɖʋmʋʋ sɩba. Yee pekpeɣli mɛlɛnaa nɛ pɩtayɩ-wɛ ɖɔɖɔ tam naadozo yɔ, pʋwɛɛkɩ hɔɔlʋʋ kʋɖʋmʋʋ.
REV.8.10	Naadozo ñɩnʋ hʋlɩ ɛ-ñɩnɖɛ lɛ, tɩɩŋa sɔsɔɔ nakɛyɛ kpɛzɩnɩ ɛsɔdaa nɛ miŋ ɛzɩ kooloŋa yɔ nɛ kɔtɔlɩ. Yee pɩtayɩ pɔsɩ nɛ hila tam naadozo yɔ, kɔtɔlɩ hɔɔlʋʋ kʋɖʋmʋʋ yɔɔ. 
REV.8.11	Payaɣ-kɛ se: «Sɔtʋ ndʋ́ tɩwɛ ñaŋ yɔ». Yee pɩtayɩ pɔsɩ tam naadozo yɔ, hɔɔlʋʋ kʋɖʋmʋʋ taa lɩm wɛ ñaŋ nɛ mbá pɔñɔ-pʋ yɔ, pa-taa sakɩyɛ sɩba.
REV.8.12	Tiyiyu naanza ñɩnʋ ñahʋlɩ ɛ-ñɩnɖɛ lɛ, yee pɩtayɩ wɩsɩ tam naadozo yɔ, pʋtʋʋ hɔɔlʋʋ kʋɖʋmʋʋ. Yee pɩtayɩ fenaɣ nɛ tɩɩnzɩ ḿbʋ́ yɔ, pʋtʋʋ ɖɔɖɔ hɔɔlʋʋ kʋɖʋmʋʋ. Pɩlabɩ ḿbʋ́ se ñalɩmɩyɛ nɖɩ́ ɖɩwɛ evemiye taa yɔ, yee pɩtayɩ-ɖɩ tam naadozo yɔ, hɔɔlʋʋ kʋɖʋmʋʋ pɩsɩ cɩkpɛndʋʋ nɛ ɖoó taa ñɩnɖɛ ɖɔɖɔ ḿbʋ́.
REV.8.13	Mantasɩ cɔnaʋ lɛ, manaɣ keziye naɖɩyɛ, ɖɩkʋyaɣ ɖooo ɛsɔdaa nɛ manɩɣ ɖɩyɔɔdʋʋ ɖoŋ se: «Pʋtɔɔ-wɛ! Pʋtɔɔ-wɛ! Pʋtɔɔ kedeŋa yɔɔ ñɩma, agandɛɛ wena Ɛsɔ tiyiyaa naadozo mbá pɩkazaa yɔ, pɔkɔŋ hʋlʋʋ yɔ a-yɔɔ!»
REV.9.1	Kagbaanzɩ ñɩnʋ hʋlɩ ɛgandɩyɛ lɛ, mana tɩɩŋa nakɛyɛ, kɛkpɛzɩnɩ ɛsɔdaa nɛ kɔtɔlɩ kedeŋa yɔɔ. Pɛcɛlɩ-kɛ asayʋʋ pɔʋ nɔnɔɔ ñɩmɩyɛ. 
REV.9.2	Peeɖe katʋlɩ kʋ-nɔɔ nɛ kokuli nɛ ñɔsɩ nasɩyɩ lɩɣnɩ kɩ-taa. Sɩwɛ ɛzɩ momoɖe sɔsɔɖɛ naɖɩyɛ taa ñɩnzɩ yɔ nɛ sɩñɛyɩ nɛ sihuuzi wɩsɩ yɔɔ kpemm. 
REV.9.3	Peeɖe kudoloŋ nakʋyʋ lɩnɩ sɩ-taa nɛ kusu kedeŋa yɔɔ. Paha-kʋ ɖoŋ ɛzɩ pɩcasɩ yɔ. 
REV.9.4	Peheyi-kʋ se kɩtaatukuni kedeŋa yɔɔ ñɩyʋʋ nakʋyʋ yaa tɩʋ nakʋyʋ yaa mbʋ́ pʋñɔwa yɔ, pɩ-taa nabʋyʋ. Ɛlɛ́, kɩ-ɛsɩyɛ ɛsɛɛnɩ mbá pe-kila taa fɛyɩ Ɛsɔ nesi ñɩɣʋ yɔ. 
REV.9.5	Peheyi-kʋ se kɩtaakʋ-wɛ, ɛlɛ́, kɩnazɩ-wɛ fenasɩ kagbaanzɩ. Nazʋʋ mbʋ́ kɩnazɩɣ-wɛ yɔ, pʋwɛ ɛzɩ pɩcaka yakʋʋ ɛyʋ nɛ ɛnɩɣ siziŋ yɔ. 
REV.9.6	Kɩyakɩŋ ɩnʋ ɩ-taa lɛ, ɛyáa kɔŋ ñɩnʋʋ sɩm, ɛlɛ́, paanaɣ-pʋ kpem. Pe-liu wɛɣ se pasɩ, ɛlɛ́, sɩm seɣ-wɛ nɛ puwolo poliŋ.
REV.9.7	Kutoloŋ ŋ́gʋ́, kɩnɩɣzɩnɩ kpaŋnaŋ weyi pɔñɔɔzɩ-ɩ se ɩɖɛɛ you yɔ. Nabʋyʋ kɛwɛ kʋ-ñʋŋ taa ɛzɩ sika hulasi yɔ nɛ kɩ-ɛsɩndaa wɛɛ ɛzɩ ɛyáa yɔ. 
REV.9.8	Kʋ-ñɔsɩ wɛ ɛzɩ halaa ñɔsɩ yɔ nɛ ki-kela ñɛwɛɛ ɛzɩ tɔɔyɩŋ ñɩna yɔ. 
REV.9.9	Nabʋyʋ wɛ kɩ-laŋa taa, pʋwɛ ɛzɩ ñɩ́ɣ́yʋ́ʋ ŋgʋ́ pohuuzuu lotu yɔɔ you taa yɔ. Kʋkʋyaɣ nɛ ki-keŋ taa wiɣ ɛzɩ you lɔɔɖa wena kpaŋnaŋ sakɩyɛ hɔŋ alɩwaatʋ ndʋ́ iseɣ you taa yɔ.
REV.9.10	Kʋñɔ suŋ ɛzɩ pɩcasɩ yɔ nɛ ɩ-nɔsɩ taa wɛɛ ɖɔɖɔ ḿbʋ́. Ɩ-nɔsɩ taa peeɖe ku-ɖoŋ weyi kɩnazɩɣnɩ ɛyáa fenasɩ kagbaanzɩ yɔ, ɛwɛɛ. 
REV.9.11	Kɩwɛnɩ wiyaʋ nɔɔyʋ, ɛnʋ lɛ asayʋʋ tiyiyu. Payaɣ-ɩ nɛ Ebree taa se: Abaadɔɔ nɛ Grɛɛkɩ taa se: Apoliyɔɔ
REV.9.12	Kajalaɣ kʋñɔŋ ɖɛwa. Kʋ-wayɩ lɛ, kʋñɔmɩŋ naalɛ tasɩɣ kɔm.
REV.9.13	Tɩlaaɖɩ ɖɩhɔɖɛ nɖɩ́ palabɩnɩ sika nɛ ɖɩwɛɛ Ɛsɔ ɛsɩndaa yɔ, ɖɩɩwɛnɩ hɩŋ naanza. Tiyiyu loɖo ñɩnʋ hʋlɩ ɛgandɩyɛ lɛ, manɩɣ pʋyɔɔdʋʋnɩ tɩlaaɖɩ ɖɩhɔɖɛ taa. 
REV.9.14	Pʋyɔɔdaɣnɩ tiyiyu ɛnʋ se: «Yɛɖɩ Ɛsɔ tiyiyaa naanza mbá paɖɩ-wɛ yoŋgbasɩ pɔɔ sɔsɔɔ ŋgá payaɣ se Efraatɩ yɔ kɔ-nɔɔ yɔɔ yɔ.» 
REV.9.15	Peeɖe pɛhɛɖɩ pa-naanza. Paañɔɔzɩ pa-tɩ nɛ paɖaŋ ñɩ́ɣ́yʋ́ʋ ŋ́gʋ́, kɩyakʋ ŋ́gʋ́, fenaɣ ŋ́gá, pɩnaɣ ŋ́gá ka-taa se yee patayɩ kedeŋa yɔɔ ɛyáa tam naadozo yɔ, pakʋ hɔɔlʋʋ kʋɖʋmʋʋ. 
REV.9.16	You laɖaa mbá pacakɩ kpaŋnaŋ yɔ, manɩwa se pɛkpɛndɩ ɛgbaŋ nasɩlɛ. 
REV.9.17	Ɩɩnaɣ ɛzɩma mbʋ́ mana kpaŋnaŋ nɛ ɩ-yɔɔ caɣyaa mon-ɖoziye taa yɔ: posu ñɩɣtʋ wondu ndʋ́ tɩsɛ ɛzɩ miŋ nɛ tipiyi ɛzɩ tɛʋ piyuu yɔ nɛ tɩwɛɛ ɖɔɖɔ ɛzɩ kazɩnzɩŋa yɔ. Kpaŋnaŋ ɩnʋ, ɩ-ñʋŋ wɛ ɛzɩ tɔɔyɩŋ ñʋŋ yɔ, miŋ nɛ ñɔsɩ nɛ tɩm palɩɣaɣnɩ ɩ-nɔsɩ taa. 
REV.9.18	Yee patayɩ kedeŋa kpeekpe ɛyáa tam naadozo yɔ, miŋ nɛ ñɔsɩ nɛ tɩm mbʋ́ pɩlɩɣaɣnɩ kpaŋnaŋ ɩnʋ ɩ-nɔsɩ taa yɔ, pʋkʋ hɔɔlʋʋ kʋɖʋmʋʋ. 
REV.9.19	Kpaŋnaŋ ɩnʋ, i-ɖoŋ wɛ ɩ-nɔsɩ nɛ i-suŋ pa-taa. I-suŋ wɛ ɛzɩ ɖʋmaa yɔ: ɩwɛnɩ ñʋŋ nɛ ɩnʋ ɩnazɩɣnɩ ɛyáa.
REV.9.20	Piyele ɛyáa mbá pɩkazɩ kedeŋa yɔɔ se kʋñɔmɩŋ ɩnʋ ɩtakʋ-wɛ yɔ, peteyele mbʋ́ palaɣkaɣ yɔ. Peteyele aleewaa nɛ sɩʋ kpelisi nzɩ́ palabɩnɩ sika nɛ nzɩ́ palabɩnɩ liidiye nɛ nzɩ́ palabɩnɩ ñɩ́ɣ́yʋ́ʋ kazɩnzɩŋa ñɩŋgʋ yɔ nɛ nzɩ́ pasaɣnɩ pɛɛ nɛ nzɩ́ pasaɣnɩ ɖasɩ yɔ, sɩ-tɛɛ luŋuu. Ŋgʋ́, sɩɩpɩzɩɣ sɩna yaa sɩnɩɩ yaa sɩɖɔ. 
REV.9.21	Peteyele ɖɔɖɔ ɛyáa kʋʋ, nɛ pe-efeletu nɛ pa-acɛyɛ nɛ pa-mɩlɩm se pɛlɛɣzɩ wɛtʋ.
REV.10.1	Pʋwayɩ lɛ, mantasɩ Ɛsɔ tiyiyu nɔɔyʋ naʋ, ɛwɛ ɖoŋ. Ɛlɩnɩ ɛsɔdaa nɛ etiki, ehu ɛsɔmɩndʋ. Ɛ-ñʋʋ taa wɛ tɩŋgaɣyʋʋ nɛ ɛ-ɛsɩndaa wɛɛ ɛzɩ wɩsɩ yɔ nɛ ɛ-naŋgbanzɩ ñɛwɛɛ ɛzɩ miŋ sɔsɔŋ nzʋlʋmɛɛ yɔ. 
REV.10.2	Ɛɖɔkɩ takayaɣ cikpelaɣ nakɛyɛ e-nesi taa, kokulaa. Ɛsɩ ɛ-nɩwaŋ naŋgbaŋaɣ teŋgu yɔɔ nɛ nɩmɩyɛ ñɩŋga tɛtʋ yɔɔ 
REV.10.3	nɛ eholi ɖoŋ ɛzɩ tɔɔyʋʋ wiluu yɔ. Eholi ḿbʋ́ lɛ, tɛʋ nazɩ tam lʋbɛ. 
REV.10.4	Kɩnaza ḿbʋ́ lɛ, manɩɩ pɩ-taa nɛ mancaɣ se mama. Ɛlɛ́, manɩɣ pʋyɔɔdʋʋnɩ-m nɛ ɛsɔdaa se: «Mɛsɩ tɛʋ nazʋʋ lʋbɛ tɔm ńdʋ́ ña-taa, taama-tʋ.»
REV.10.5	Peeɖe Ɛsɔ tiyiyu weyi mana ɛsɩŋ teŋgu nɛ tɛtʋ pɔ-yɔɔ yɔ, ɛkpazɩ e-nesi kɩbanzɩ nɛ Ɛsɔ 
REV.10.6	nɛ eɖuuni weyi ɛwɛ wezuu pɩnzɩ ɛgbaŋ ɛgbaŋ yɔ. Ɛnʋ labɩnɩ ɛsɔdaa nɛ mbʋ́ pɩtɩŋa pʋwɛ kɩ-taa yɔ nɛ tɛtʋ nɛ mbʋ́ pɩtɩŋa pʋwɛ tɩ-yɔɔ yɔ nɛ teŋgu nɛ mbʋ́ pɩtɩŋa pʋwɛ kɩ-taa yɔ. Eɖuwaa se: «Paatasɩɣ pʋyʋ ɖaŋʋʋ ɖɔɖɔ. 
REV.10.7	Ɛlɛ́, alɩwaatʋ ndʋ́ Ɛsɔ tiyiyu lʋbɛ ñɩnʋ hʋlʋʋ ɛ-ɛgandɩyɛ yɔ, mbʋ́ Ɛsɔ ɖʋwa nɛ pʋwɛɛ mɛsaɣ tɛɛ yɔ, pɩtɛzɩɣ labʋ. Ḿbʋ́ eeheyi ɛ-tʋmlaɖaa mbá pɛkɛ náyaa yɔ.»
REV.10.8	Pʋwayɩ lɛ, nɔɔ ŋgá kaayɔɔdɩnɩ-m nɛ ɛsɔdaa yɔ, katasɩ-m yɔɔdɩnaʋ se: «Wolo ŋmʋ takayaɣ cikpelaɣ ŋgá kokulaa yɔ, Ɛsɔ tiyiyu weyi ɛsɩŋ teŋgu nɛ tɛtʋ pɔ-yɔɔ yɔ e-nesi taa.»
REV.10.9	Peeɖe mowobi ɛ-cɔlɔ nɛ meheyi-i se ɛcɛlɩ-m takayaɣ cikpelaɣ ŋ́gá. Ɛlɛ́, eheyi-m se: «Mʋ-kɛ nɛ ŋtɔɔ: keyeki nɛ ño-lotu taa wɛɛ ñaŋ. Ɛlɛ́, ñɔ-nɔɔ taa wɛɣ leleŋ ɛzɩ tʋŋ num yɔ.»
REV.10.10	Peeɖe mamʋ-kɛ e-nesi taa mɔntɔɔ nɛ mɔ-nɔɔ taa wɛɛ leleŋ ɛzɩ tʋŋ num yɔ. Melibi-kɛ lɛ, mo-lotu taa kpa ñaŋ. 
REV.10.11	Ɛlɛ́, nɔɔ ŋ́gá keheyi-m se: «Pʋwɛɛ se ŋɖaɣnɩ susuu samaɣ ndɩ ndɩ nɛ ajɛya sakɩyɛ nɛ kʋnʋmɩŋ sakɩyɛ nɛ awiya sakɩyɛ pɔ-tɔm ndʋ́ Ɛsɔ kɔŋ-ŋ heyuu yɔ.»
REV.11.1	Pʋwayɩ lɛ, pɛcɛlɩ-m kañɩŋ́gbayaɣ́ ŋgá kɛwɛ ɛzɩ ɖaʋ kɩmaɣzʋʋ yɔ nɛ peheyi-m se: «Kʋyɩ ŋmaɣzɩ Ɛsɔ ɖɩɣa nɛ tɩlaaɖɩ ɖɩhɔɖɛ nɛ ŋkalɩ mbá poluŋuu Ɛsɔ tɛɛ ka-taa yɔ. 
REV.11.2	Ɛlɛ́, taamaɣzɩ taɣ, yebi-kɛ nɛ hɔɔlʋʋ. Mbʋ́ pʋyɔɔ yɔ, peyebini-kɛ nɛ mbá paañaŋ Ɛsɔ yɔ, ḿbá kɔŋna yaɣʋ Ɛsɔ tɛtʋ naŋgbanzɩ fenasɩ nɩɩnaza nɛ naalɛ. 
REV.11.3	Meyeki nɛ ma-aseɣɖe tɩnaa naalɛ suu kʋñɔŋ wondu nɛ pɛkɛ náyaa kɩyakɩŋ kutoku nɛ nasɩlɛ nɛ nɩɩnʋwa nɛ hiu.»
REV.11.4	Ḿbá lɛ somiŋ naalɛ nɛ kanɖʋnaa naalɛ mbá pasɩŋ kedeŋa yɔɔ Kɩpaɣlʋ ɛsɩndaa yɔ. 
REV.11.5	Yee po-koyindinaa ɛcaɣ se palabɩ-wɛ kɩdɛkɛdɩm nabʋyʋ yɔ, miŋ nɩɩyɩ lɩɣnɩ pɔ-nɔsɩ taa nɛ enezi-wɛ. Toovenim lɛ, yee nɔɔyʋ ɛcaɣ se ɛlabɩ-wɛ kɩdɛkɛdɩm yɔ, pʋwɛɛ se pʋkʋ-ɩ ḿbʋ́. 
REV.11.6	Náyaa ḿbá, pɛwɛnɩ ɖoŋ se paɖɩɣ ɛsɔdaa nɛ tɛʋ ɛtaanɩɩ kɩyakɩŋ weyi ɩ-taa posusuu pɔ-tɔm yɔ. Pɛwɛnɩ ɖoŋ ɖɔɖɔ se papɩsɩ lɩm calɩm nɛ peyele kʋñɔmɩŋ ndɩ ndɩ tɩŋa sʋʋ kedeŋa yɔɔ alɩwaatʋ ndʋ́ pɩmaɣ-wɛ yɔ.
REV.11.7	Pɔkɔŋ pɛtɛ pa-aseɣɖe lɩzʋʋ lɛ, kpɩnɛ nɖɩ́ ɖɩlɩɣnɩ asayʋʋ pɔʋ taa yɔ, ɖiyooni-wɛ nɛ ɖɩwabɩ-wɛ nɛ ɖɩkʋ-wɛ pasɩ. 
REV.11.8	Po-tomnasɩ wɛɣ tɛtʋ sɔsɔtʋ ndʋ́ pamaɣzɩnɩ Sodom nɛ Ejiptɩ nɛ payaa-tʋ ḿbʋ́ yɔ tɩ-habɛɛ yɔɔ. Peeɖe pakam pa-Kɩpaɣlʋ kaamaŋkaɣ yɔɔ. 
REV.11.9	Samaɣ nɛ cejewee nɛ kʋnʋmɩŋ nɛ ajɛya pa-taa ɛyáa nabɛyɛ kɔŋ cɔnaʋ po-tomnasɩ kɩyakɩŋ naadozo nɛ hɔɔlʋʋ. Paakɔŋ haʋ nʋmɔʋ se pepim-wɛ. 
REV.11.10	Kedeŋa yɔɔ ñɩma taa hʋlʋmʋʋnɩ náyaa naalɛ ḿbá pa-sɩm nɛ pɛwɛɛ amaya yɔɔ. Pɔkɔŋ ɖama tiyinaʋ kʋjɔŋ, mbʋ́ pʋyɔɔ yɔ, pa-naalɛ panazaɣnɩ-wɛ. 
REV.11.11	Ɛlɛ́, kɩyakɩŋ naadozo nɛ hɔɔlʋʋ ɩnʋ ɩ-wayɩ lɛ, wezuu fezuu nakʋyʋ lɩɩnɩ Ɛsɔ cɔlɔ nɛ kɩsʋʋ sɩɖaa naalɛ ḿbá pa-taa nɛ pakʋyɩ pasɩŋ pa-naŋgbanzɩ yɔɔ nɛ sɔɔndʋ kpa mbá pɔcɔŋaɣnɩ-wɛ yɔ siŋŋ. 
REV.11.12	Peeɖe náyaa ḿbá, panɩ puholuuni ɛsɔdaa se: «Ɩkpa cɩnɛ!» Ɛlɛ́, pɩkpazɩ-wɛ ɛsɔdaa yem nɛ pasʋʋ mɩndʋ, po-koyindinaa cɔŋaɣnɩ-wɛ. 
REV.11.13	Alɩwaatʋ ńdʋ́ tɩ-yɔɔ tɛtʋ ñamsɩ siŋŋ nɛ yee patayɩ tɛtʋ ndʋ́ tɩ-taa paawɛɛ yɔ tam hiu yɔ, hɔɔlʋʋ kʋɖʋmʋʋ yɔkaa. Ɛyáa kutokiŋ lʋbɛ sɩbɩnɩ asayʋʋ ŋ́gʋ́ kɩ-taa. Piyele sɔɔndʋ kpa mbá palɩ kɩ-taa yɔ nɛ pasa Ɛsɔ weyi ɛwɛ ɛsɔdaa yɔ.
REV.11.14	Kʋñɔŋ naalɛ ñɩŋgʋ ɖɛwa. Pɩkazɩ pazɩ, tozo ñɩŋgʋ kɔŋ.
REV.11.15	Pɩkɛdaa lɛ, Ɛsɔ tiyiyu lʋbɛ ñɩnʋ hʋlɩ ɛgandɩyɛ nɛ puholuuni ɛsɔdaa kpaŋŋ kpaŋŋ se:
REV.11.15	«Pɛcɛlɩ kedeŋa kewiyaɣ
REV.11.15	ɖa-Kɩpaɣlʋ nɛ Weyi Ɛlɩzaa Yɔ.
REV.11.15	Ɛtɔkɩ-kɛ pɩnzɩ ɛgbaŋ ɛgbaŋ!»
REV.11.16	Peeɖe sɔsaa nɩɩlɛ nɛ naanza mbá paacaɣ Ɛsɔ ɛsɩndaa pe-kewiyaɣ kpelisi yɔɔ yɔ, poluŋ ɛ-tɛɛ nɛ paka pɛ-ɛsɛ nɛ tɛtʋ 
REV.11.17	nɛ pasaŋ-ɩ se:
REV.11.17	«Kɩpaɣlʋ Ɛsɔ, Đoŋ Tɩŋa Tʋ!
REV.11.17	Ñɛwɛna, ñaawɛna,
REV.11.17	ɖɩsaŋ-ŋ se
REV.11.17	ŋtɔɔ ñe-kewiyaɣ
REV.11.17	nɛ ño-ɖoŋ sɔsɔŋ.
REV.11.18	Ajɛya taa ñɩma pana kakpawa,
REV.11.18	lɛɛlɛɛyɔ ña-ñɩna ñakpawa!
REV.11.18	Pɩtalaa se ŋhʋʋnɩ sɩɖaa:
REV.11.18	ŋhɛyɩɣ ña-tʋmlaɖaa,
REV.11.18	ḿbá yɔ: náyaa
REV.11.18	nɛ ña-ñɩma
REV.11.18	nɛ mbá pañaŋ-ŋ yɔ,
REV.11.18	paa paakɛ ajamaa yaa ɖoŋ tɩnaa
REV.11.18	nɛ piyele ŋkʋ
REV.11.18	mbá paba wɛɛkɩɣ kedeŋa yɔ.»
REV.11.19	Peeɖe Ɛsɔ ɖɩɣa ŋgá kɛwɛ ɛsɔdaa yɔ, kɔ-nɔnɔɔ tʋlaa nɛ panaɣ ɛ-nɔɔ haʋ aɖakaɣ ka-taa. Tɛʋ ñɩlɩsaa nɛ kɔkɔɖɛ ya nɛ tɛʋ nazɩ nɛ tɛtʋ ñamsɩ nɛ ɖɔmbɛɛ tɔlɩ siŋŋ.
REV.12.1	Pɩwɩlɩ kawɩlɩsɩ sɔsɔsɩ nasɩyɩ ɛsɔdaa: halʋ nɔɔyʋ, wɩsɩ huuzi ɛ-yɔɔ ɛzɩ toko esuwa yɔ nɛ ɛsɩŋ fenaɣ yɔɔ nɛ ɛpa hulaɣ nakɛyɛ. Kɔ-yɔɔ nɛ tɩɩnzɩ hiu nɛ naalɛ. 
REV.12.2	Ɛhaɣ howa nɛ ɛcaɣ lʋlʋʋ nɛ ɛnɩɣ siziŋ nɛ ɛmakɩ kubusi.
REV.12.3	Ɩna! Pɩwɩlɩ ɖɔɖɔ kawɩlɩsɩ lɛɛsɩ ɛsɔdaa: coojo sɔsɔ nɔɔyʋ, ɛsɛ cɩɩɩ ɛzɩ miŋ yɔ. Ɛwɛnɩ ñʋŋ lʋbɛ nɛ hɩŋ hiu nɛ ɛpa hulaɣ paa ɛ-ñʋʋ ŋgʋ́ kɩ-taa. 
REV.12.4	E-suu kahazɩ tɩɩnzɩ nasɩyɩ nɛ kʋlɔ tataa. Yee patayɩ tɩɩnzɩ tɩŋa tam naadozo yɔ, pɩmakɩnɩ hɔɔlʋʋ kʋɖʋmʋʋ. Coojo ɛnʋ, ɛsɩŋ halʋ weyi ɛcaɣ lʋlʋʋ yɔ ɛ-ɛsɩndaa se ɛlʋlɩ ɛ-pɩɣa lɛ, ɛtɩŋ ɛsalɩ-kɛ. 
REV.12.5	Peeɖe halʋ ɛnʋ ɛlʋlɩ abalɩbɩɣa nɛ Ɛsɔ cobi-kɛ nɛ ɛkpazɩ ɛ nɛ e-kewiyaɣ kpelaɣ pɔ-cɔlɔ. Ŋ́gá kɔŋnɩ ɖiyuu ajɛya kpeekpe taa ñɩma nɛ awiya nɛ ɖaʋ ñɩ́ɣ́yʋ́ʋ ñɩŋgʋ. 
REV.12.6	Ɛlɛ́, halʋ ɛnʋ ese nɛ ɛsʋʋ lakʋ taa ɖenɖe Ɛsɔ kɔñɔɔzɩ-ɩ ɖɩjaɣyɛ se pɔcɔnɩ ɛ-yɔɔ kɩyakɩŋ kutoku nɛ nasɩlɛ nɛ nɩɩnʋwa nɛ hiu yɔ.
REV.12.7	Peeɖe you nakʋyʋ pazɩ ɛsɔdaa. Miicɛɛlɩ nɛ e-tiyiyaa poyouni coojo nɛ coojo nɛ ɛ́lɛ́ ñɩma paba ñoyouni-wɛ. 
REV.12.8	Ɛlɛ́, Miicɛɛlɩ nɛ e-tiyiyaa pawabɩ-wɛ. Pʋ-yɔɔ pɔɖɔnɩ-wɛ ɛsɔdaa nɛ patatasɩ wɛnaʋ ɖɩjaɣyɛ peeɖe. 
REV.12.9	Coojo sɔsɔ ɛnʋ lɛ ɖʋm kɩbɩnʋ weyi payaɣ se Eleeu nɛ pɛtɛ patasɩ-ɩ se Satanɩ yɔ. Ɛnʋ cɛzɩɣnɩ ɛyáa kpeekpe kedeŋa yɔɔ. Potuzi ɛ nɛ e-tiyiyaa nɛ ɛsɔdaa nɛ pɛpɛɖɩ-wɛ kedeŋa yɔɔ.
REV.12.10	Peeɖe manɩɣ puholuuni ɛsɔdaa ɖoŋ se:
REV.12.10	«Lɛɛlɛɛyɔ, ñʋʋ yabʋ alɩwaatʋ talaa!
REV.12.10	Pɩtalaa se ɖɛ-Ɛsɔ ɛwɩlɩ e-Kewiyaɣ ɖoŋ!
REV.12.10	Pɩtalaa ɖɔɖɔ se Weyi Ɛlɩzaa Yɔ, ɛwɩlɩ ɛ-abalɩtʋ.
REV.12.10	Mbʋ́ pʋyɔɔ yɔ,
REV.12.10	potuzi weyi ɛkʋyaɣ ɖa-taabalaa yɔɔ
REV.12.10	wɩsɩ nɛ ɖoó ɖɛ-Ɛsɔ ɛsɩndaa yɔ nɛ
REV.12.10	ɛsɔdaa nɛ pɛpɛɖɩ-ɩ kedeŋa yɔɔ.
REV.12.11	Pɩtɩŋnɩ
REV.12.11	Heɣa calɩm nɛ aseɣɖe nɖɩ́ ɖa-taabalaa lɩzaa yɔ
REV.12.11	pɔ-yɔɔ nɛ pawabɩ-ɩ.
REV.12.11	Đɔɖɔ lɛ, patakpaɣ pe-wezuu payaa pʋyʋ nɛ petisi se yee paa sɩm yɔ, pasɩ.
REV.12.12	Pʋ-yɔɔ lɛ,
REV.12.12	ɛsɔdaa nɛ mbá mɩ ɩwɛ peeɖe yɔ, mɩ-taa ɛhʋlʋmɩ!
REV.12.12	Mbá mɩ ɩwɛ tɛtʋ yɔɔ nɛ teŋgu taa yɔ,
REV.12.12	pʋtɔɔ-mɩ!
REV.12.12	Mbʋ́ pʋyɔɔ yɔ, eleeu tibi mɩ-cɔlɔ.
REV.12.12	Ɛnawa se alɩwaatʋ pazɩ yem pɩkazɩ-ɩ,
REV.12.12	pʋ-yɔɔ ɛ-pana kpawa pɩŋŋ.»
REV.12.13	Coojo ɛnʋ, ɛnawa se potuzi-i nɛ pɛpɛɖɩ kedeŋa yɔɔ lɛ, ɛɖɔɔnʋʋ halʋ weyi ɛlʋlɩ abalɩbɩɣa yɔ. 
REV.12.14	Peeɖe pɛcɛlɩ halʋ ɛnʋ keziye naɖɩyɛ keŋ naalɛ se ɛkʋyɩ nɛ ewolo lakʋ taa e-lone taa nɛ pɔcɔnɩ ɛ-yɔɔ pɩnzɩ naadozo nɛ hɔɔlʋʋ nɛ ɖʋm
REV.12.15	Đʋm ɛnʋ, ɛlɩzaɣ lɩm nɛ ɛ-nɔɔ taa ɛzɩ pɔɔ sɔsɔɔ yɔ halʋ ɛnʋ ɛ-wayɩ se pɩkpaɣ-ɩ. 
REV.12.16	Ɛlɛ́, tɛtʋ sɩnɩ halʋ ɛnʋ: tɩha tɩ-nɔɔ nɛ tili lɩm mbʋ́ coojo lɩzaɣnɩ ɛ-nɔɔ taa yɔ, pɩtɩŋa. 
REV.12.17	Peeɖe ɛ-pana kpanɩ halʋ ɛnʋ nɛ ewolo eyouni e-liɖe taa ñɩma mbá pakazaa yɔ. Ḿbá ɖɔmnɩ Ɛsɔ paɣtʋ yɔɔ nɛ palɩzɩ Yesu yɔɔ aseɣɖe. 
REV.12.18	Coojo sɔsɔ ɛnʋ ɛsɩŋ
