MAT.1.1	Ie sab naam Jiesoe Kriest ke baap-daada log ke hai. Oe Daawied aur Aabraaham ke aulaad hai.
1TI.5.11	Djawaan wiedhwa logan wiedhwa me gientie na hai. Djab oelogke man karie phien se biaah kare ke, tab oelog aapan dhiaan Kriest ke kaam par na lagaai. 
1TI.5.12	Aur biaah karke oelog aapan Kriest khaatien kaam kare ke waada toerie aur aise apane oeppar sadja laadie. 
1TI.5.13	Djab djawaan wiedhwa logan ke koetjh na rahie kare ke, tab okar baan par djaai ghar ghar ghoem ghoemke be-baat ke baat batiaai ke aur doesar koi ke bietj me koede ke. 
1TI.5.14	Ohie se ham maangiela kie oesab phien se biaah kare, oesabke larkan howe, aur oesab aapan ghar thiek se samhaare. Tab iesaai ke doesman ke mauka na mielie koetjh bole ke. 
1TI.5.15	Ekaat wiedhwa log attjha rasta tjhorke aur saitaan ke man waala kare hai. 
1TI.5.16	Djab ek bieswaasie aurat ke palwaar me koi wiedhwa howe hai, tab oke tjaahie okar sewa kare ke djeme samaadj ke okar dekh-bhaal na kare ke pare. Ie rakam se ekwan iesaai log oe wiedhwan ke dekh-bhaal kar sakie djaun betjaarie akele hai.
1TI.5.17	Djab iesaai ke barkwan aapan kaam thiek se kare hai, tab oelogke tjaahie madjoerie aur ieddjat paawe ke, bieses karke djaun log Parmeswar ke baat partjaar kare hai aur siekhaawe hai. 
1TI.5.18	Parmeswar ke baat me to liekhal hai: „Djab bail dhaan daawe hai, tab okar moeh na baanh.” Aur Prabhoe bhie bolies: „Kamkartan ke tjaahie madjoerie miele ke.”
1TI.5.19	Djab koi aaike ek barkwa ke kasoer dei, tab opar dhiaan na lagaihe. Bakie djab doei tien aadmie aai tab opar dhiaan lagaaw. 
1TI.5.20	Dje paapie ke djiewan bietaawe hai, oke samaadj bhar ke aage mienaahie kar djeme ekwan aise na kare. 
1TI.5.21	Ham Pieta Parmeswar, Kriest Jiesoe aur okar tjoenal parie logan ke gawaahie leike toke hoekoem deila ie sab baat hardam aur biena moeh dekhke kare ke. 
1TI.5.22	Biena sotj-bietjaar se koi ke oeppar haath na rakhiehe oke barkwa banaawe khaatien. Ek doesare ke paap me bhaag na le, bakie ek safa djiewan bietaaw.
1TI.5.23	Toe ber ber bemaar howe hai, ohie se toke na tjaahie khaalie paanie pieje ke, bakie bhie thora se wien aapan pet khaatien.
1TI.5.24	Koetjh manai log kholke boeraai kare hai, aur sab koi dekh sake hai kie oelogke sadja mielie. Bakie koi koi tjhiepaaike paap kare hai. Oesabke bhie ek dien sadja mielie. 
1TI.5.25	Aisane koetjh bhala kaam toerant dekha hai, aur ant me sab bhala kaam dekhaai djaai.
1TI.6.1	Sab iesaai djaun kienal goelaam hai, oesabke tjaahie aapan sardaar ke barka maane ke, nahie to Parmeswar ke naam aur okar siektjha badnaam hoi. 
1TI.6.2	Aur djekar sardaar iesaai hai, oesabke na tjaahie oke aapan bhaai maanke nietjaai kare ke, bakie oelogke tjaahie aapan kaam auro barhia se kare ke. Oelogke sardaar to bieswaasie aur pjaara bhaai hai.
1TI.6.2	E beta Tiemotias, toe hoewa ke iesaai log ke ie sab baat hoekoem deihe aur khoeb thiek se siekhaihe.
1TI.6.3	Djab koi Prabhoe Jiesoe Kriest ke attjha baat aur Parmeswar ke rasta ke biese me doesar rakam siekhaawe hai, 
1TI.6.4	tab oe ghamandie hai, tjaahe oe koetjh na djaane hai. Aisan manai log khaalie maange hai moeh tjalaawe, koetjh baat ke biese me djhagara kare, doesare ke djaran aur bedjatie kare. Oesab doesare ke biese me khaalie kharaab sotje hai. 
1TI.6.5	Oesab djhagaraaw rahe hai, oelogke moerie ghoemaawal hai, aur oelog Parmeswar ke sattjaai tjhorke maange hai dharam dwaara dhan paawe.
1TI.6.6	Bakie djab hamlog Parmeswar ke rasta par tjaliela aur tanie me santokh kariela, tab hamlog sattje ke dhanie baatie. 
1TI.6.7	Djab hamlog paida bhailie, tab doenia me koetjh na lailie. Aur djab marab, tab koetjh bhie na ledjaabe. 
1TI.6.8	Ohie se djab hamlogke ek kaam hai rotie kamaai ke, aur ek ghar hai oman rahe ke, tab etane me santokh kare ke tjaahie. 
1TI.6.9	Bakie dje paisa ke laalietj me par dja hai, oe har ek rakam kharaab kaam kare hai paisa paawe ke aapan laalietj poera kare khaatien. Aise karke oesab hardame auro kharaab howe hai aur narak me pahoetj djaaiga. 
1TI.6.10	Paisa ke laalietj se sab rakam kharaabie soeroe howe hai. Koetjh iesaai ekare dwaara aapan bieswaas tjhor deis hai. Aise karke oesab har ek rakam moesiebat aur doekh aapan oeppar laadies hai.
1TI.6.11	Bakie beta, toe Parmeswar ke baate, ohie se ie sab kharaab kaam se doer rahiehe. Kausies kar aapan djiewan safa se bietaawe ke, Parmeswar ke rasta par tjale ke, okare par bharosa kare ke, doesare ke pjaar kare ke, hiemmat baanhe ke aur dhieradj se rahe ke. 
1TI.6.12	Parmeswar ke soerdjaatie ghat kausies karke aapan barhia bieswaas pakarle rahiehe. Toe dher manai ke aage gawaahie deile hai kie oe toke bolaais hai hardam khaatien okar sanghe rahe ke. Ie baat pakarle rahiehe. 
1TI.6.13	Parmeswar me se sab rakam djiewan oetpan howe hai, aur Kriest Jiesoe laat Pontias Pielaatas ke aage gawaahie deis hai. Okar naam se ham tose boliela 
1TI.6.14	ie sab hoekoem maane ke. Tab djab oe lautke aaiga, tab toe ekdam be-daag aur poera rahiehe. 
1TI.6.15	Parmeswar aapan tem par oke dekhaaiga. Oe to maahaan aur ekahie raadj tjalaawe Waala hai. Oe sab raadja ke Raadja aur prabhoe ke Prabhoe hai. 
1TI.6.16	Oe kabhie na mariega aur etana biesaal andjor me rahe hai kie koi okar nagietj na djaai sake hai. Ekko iensaan oke na dekhies hai kie to dekh paawe hai. Oke aadar miele aur sada ke lieje sab saktie rahe. Ha, aisahie to hai.
1TI.6.17	Toke tjaahie dhanwaan log ke siekhaawe ke apane ke barwargie na kare ke. Oesabke na tjaahie aapan dhan par bharosa kare ke, bakie Parmeswar par. Doenia ke dhan to naas hoi djaai, bakie Parmeswar hamlogke sab tjiedj dher dewe hai 
1TI.6.18	bhala kaam kare khaatien. Oe bhalaai Parmeswar ke aage oelogke dhan rahie. Aur oelogke tjaahie aapan sab tjiedj khoesiaalie se doesar log khaatien kaam me laawe aur baate ke. 
1TI.6.19	Ie rakam se oelog apane khaatien dhan batorie aane waala tem khaatien djab oesab Parmeswar ke sanghe rahiega.
1TI.6.20	E beta, djaun kaam aur baat Parmeswar tore oeppar saupies hai, oke thiek se rakhwaala kariehe. And-band baat aur oelta sotj-bietjaar se doer rahiehe, tjaahe koetjh log aisan tjiedj gjaan maane hai. 
1TI.6.21	Oesab Jiesoe ke rasta par se bhatak gail hai.
1TI.6.21	Parmeswar ke bhalaai toelogke oeppar rahe.
2TI.1.1	Ham Paulas baatie aur ie tjietthie liekhiela. Parmeswar hamme pathaais hai okar waada karal baat soenaawe khaatien kie iensaan logan Kriest Jiesoe dwaara naawa djiewan paai sake hai.
2TI.1.2	Tiemotias, ie tjietthie tore khaatien hai. Toe hamaar pjaara bieswaasie larka baate. Pieta Parmeswar aur Prabhoe Kriest Jiesoe tor bhalaai aur daaja kare aur sjaantie dewe.
2TI.1.3	Ham Parmeswar ke safa diel se maaniela djaise hamaar baap-daada log bhie karat raha. Aur ham oke dhanbaad deila kie ham raat dien tore khaatien praatna kar sakiela. 
2TI.1.4	Hamme tor aasoe ke jaad howe hai djab ham djaat rahielie. Ohie se ham toke bahoet maangiela dekhe, tab ham phien khoesie hoi djaab. 
2TI.1.5	Hamme tor sattja bieswaas bhie jaad hai, djaise tor naanie aur tor maai bieswaas karat raha. Aur ham thiek se djaaniela kie oelogke aur tor bieswaas ek rakam hai. (Tiemotias ke naanie ke naam Lowies raha aur okar maai ke naam Oeniesie raha).
2TI.1.6	Ohie se ham ab toke jaad karwaaila thiek se kaam me laawe ke djaun kartab Parmeswar toke deis hai djab ham aapan haath tore oeppar rakhlie rahielie. 
2TI.1.7	Oe hamlogke darpokh na banaais hai, bakie aapan Aatma dwaara saktie aur prem deis hai samadjhdaar ghat aapan djiewan bietaawe khaatien. 
2TI.1.8	Ohie se na sarmaihe Prabhoe ke biese me bataawe ke. Aur bhie na sarmaihe kie ham okar khaatien djahal me baatie, bakie tajaar rahiehe khoes khabar soenaawe dwaara hamaar sanghe Parmeswar ke saktie se doekh oethaawe ke.
2TI.1.9	Oe hamlogke batjaais hai aur apane khaatien bolaais hai. Ie na bhail hamlogke barhia kaam dwaara, bakie doenia howe se pahiele oe maangat raha hamlogke Kriest Jiesoe dwaara bhalaai kare. 
2TI.1.10	Aur hamlogke batjaawe Waala Kriest Jiesoe aaike okar bhalaai dekhaais hai. Oe maut ke saktie tjhien leis aur khoes khabar soenaais hai kie manai logan hardam khaatien okar saath rahie sakie. 
2TI.1.11	Aur Parmeswar hamke pathaawal waala banaais hai ie khoes khabar ailaan kare aur siekhaawe khaatien. 
2TI.1.12	Ie kaam kare ke dwaara hamme djahal ke doekh sahe ke pare hai. Bakie ham diel bhar se djaaniela kie ham kekare oeppar bharosa kariela. Ohie se ham na sarmaaila. Ham thiek se djaaniela kie oke saktie hai rakhwaala kare ke djaun oe hamaar haath me saup deis hai oe dien talak djab oe lautke aaiga. 
2TI.1.13	Ham toke siekhailie hai kaise Kriest Jiesoe hamlogke bieswaas aur prem dewe hai. Ie satj baat pakarle rahiehe. 
2TI.1.14	Pawietr Aatma hamlogke diel me rahe hai. Okar sahaaita se ie biesaal sattjaai ke rakhwaala kariehe djaun Parmeswar tore oeppar saupies hai.
2TI.1.15	Toe djaane hai kie Aasia des ke sab bhaai log hamme akele tjhor deis hai, Fiegelas aur Hermogenes bhie. 
2TI.1.16	Ham praatna kariela kie Parmeswar Onesieforas aur okar ghar bhar ke daaja kare. Oe iesaai bhaai hamme dher dafe tieha dewat raha aur na sarmaat raha kie ham ketie se baanhal baatie. 
2TI.1.17	Djab oe Roma sahar me aail tab kausies karke hamme khodjies djab talak oe hamme na paais. 
2TI.1.18	Aur toe thiek se djaane hai kie oe Efese sahar me hamme ketana barhia se sewa karies raha. Ohie se ham praatna kariela kie faisala ke dien par Prabhoe oke daaja kare.
2TI.2.1	Beta, toe Kriest Jiesoe me saamiel baate, ohie se okar saktie kaam me laihe djaun oe bhalaai karke toke dewe hai. 
2TI.2.2	Djaun baat ham toke aur dher doesar log ke siekhailie hai, oe baat bharosaadaar manai log ke siekhaaw. Tab oelog ekwan ke thiek se siekhaai sakiega.
2TI.2.3	Ekwan iesaai ke sanghe ek attjha Kriest Jiesoe ke soerdjaatie ghat doekh sahiehe. 
2TI.2.4	Djab ek soerdjaatie laraai par dja hai, tab oke khaana-piena aur orhna-bietjauna ke phiekier na kare ke pare hai. Oke tjaahie aapan kaam thiek se kare ke djeme okar barkwa parsand howe. 
2TI.2.5	Aur dje khel me bhaag lewe hai, oe khaalie djiet sakie djab oe kaanoen ke dwaara khelie. 
2TI.2.6	Ek khetiar kara kaam kare hai, ohie se pahiela phal par okar hak hai. 
2TI.2.7	Ie sab baat ke biese me thiek se sotj-bietjaar kar. Aur Prabhoe toke sahaaita karie samdjhe ke.
2TI.2.8	Hardam jaad kariehe kie Jiesoe Kriest iensaan ghat raadja Daawied ke ek aulaad hai, aur tabbo maral manai me se djie oethaawal gail hai. Ham ie khoes khabar bataawe ke dwaara 
2TI.2.9	doekh sahiela aur ek baddjaat manai ghat ketie se baanhal baatie. Bakie Parmeswar ke baat na baanhal hai. 
2TI.2.10	Ohie se ham ie sab doekh hiemmat se sahiela djeme Parmeswar ke tjoenal waalan Kriest Jiesoe ke kaam dwaara boeraai me se batj djaai aur hardam khaatien okar soekh me rahiega. 
2TI.2.11	Djab hamlog bieswaas kariela kie Kriest ke sanghe hamlog mar gailie baatie, tab okare sanghe bhie djiejabe. Ie baat satj hai. 
2TI.2.12	Djab hamlog hiemmat na haarab, tab okare saath raadj tjalaabe. Djab hamlog oke nahakaarab, tab oe hamlogke bhie nahakaarie. 
2TI.2.13	Bakie tjaahe hamlog oke tjhor debe, tabbo oe hamlogke na tjhorie. Okar oeppar to ekdam se bharosa kar sake hai.
2TI.2.14	Beta, toe ekwan iesaai ke ie sab baat jaad karwaaw. Oesabke bhie Parmeswar ke hoekoem se mienaahie kar moeh laraawe ke. Ie be-kaamiel hai aur soene waalan ke bieswaas naas kare hai. 
2TI.2.15	Kausies kar aapan kaam thiek se kare ke djaise Parmeswar ke attjha lage hai. Aise siekhaaw kie toke na sarmaai ke pare. Djaise khetiar siedha se har-djote hai, oisane toe Parmeswar ke sattja baat safa se siekhaaw.
2TI.2.16	And-band baat me bhaag na le. Dje aise karie, oe Parmeswar se auro doer hoi djaaiga. 
2TI.2.17	Aur oelogke baat doesare ke bieswaas ek gandhaura ghaaw ghat naas kare hai. Hiemenejas aur Fieletas bhie aise kare hai. 
2TI.2.18	Oesab Parmeswar ke sattja baat tjhorke bole hai kie iesaai logan djie oeth tjoekal hai. Oelog ie djhoeth baat se koi koi ke bieswaas biegaare hai. 
2TI.2.19	Bakie Parmeswar ke sattjaai na badal djaai. Ie sattjaai djaise ghar ke paawa hai aur na hiel sake hai. Opar liekhal hai: „Parmeswar aapan waalan ke djaane hai.” Aur bhie: „Dje bole hai kie: ‘Kriest hamaar Prabhoe hai,’ oke tjaahie kharaabie tjhor dewe ke.”
2TI.2.20	Ekgo barka ghar me na khaalie sona aur tjaanie ke bartan hai, bakie lakarie aur mattie ke bhie. Koetjh bartan khaalie barhia mauka par kaam me laawal dja hai, bakie ekwan aisan-taisan kaam khaatien hai. 
2TI.2.21	Dje aapan kharaab djiewan tjhor deis hai, oe Prabhoe khaatien kaamiel hoi gail hai, aur barhia kaam me laawal djaai sake hai. Aisan manai poera hai aur Prabhoe khaatien har ek rakam bhala kaam kar sake hai. 
2TI.2.22	Ohie se, beta, naudjawaan log ke kharaab sotj-bietjaar se doer rahoe. Kausies kar aapan djiewan safa se bietaawe ke aur bharosaadaar rahe ke. Aur dje safa diel se Prabhoe se praatna kare hai, oke prem kar aur ose miel-djoelke rahoe.
2TI.2.23	Bakie be-baat ke baat aur be-kaamiel baat-tjiet me bhaag na le. Toe djaane hai kie aise kare se khaalie djhagara howe hai. 
2TI.2.24	Prabhoe ke ek goelaam ke na tjaahie djhagara kare ke, bakie oke tjaahie sab koi se miel-djoelke rahe ke, aur thiek se aur dhieradj se siekhaawe ke. 
2TI.2.25	Oke tjaahie moeh tjalaawe waalan ke kaida se daate ke. Hoi sakie kie Parmeswar oelogke mauka deiga aapan sotj-bietjaar badale ke aur okar sattjaai apanaawe ke. 
2TI.2.26	Tab oesab saitaan ke bas me se niekarke phien se safa se sotj sakie aur Parmeswar ke man waala kare lagie.
2TI.3.1	Beta, toke tjaahie djaane ke kie Kriest ke laute se pahiele bahoet kharaab tem aaiga. 
2TI.3.2	Manai logan khaalie apane ke sotjiega aur paisa ke haahie rahiega. Oelog apane ke barwargie kariega, ghamandie rahiega, aur Parmeswar aur manai log ke bedjatie kariega. Oelog aapan maai-baap ke baat na soeniega, koi ke dhanbaad na deiga aur Parmeswar ke tanko na maaniega. 
2TI.3.3	Oelog doesare ke prem na kariega aur aapan baat na poera kariega. Oelog doesare ke niendara kariega aur apane ke na samhaar sakiega. Oesab baat na soeniega aur oelogke na attjha lagiega barhia se rahe ke. 
2TI.3.4	Oelog doesare ke dhokha deiga aur be-phiekier rahiega. Oelog apane ke bara biesaal samdjhiega. Oelogke maudj manaawe ke bahoet attjha lagiega, bakie oesab Parmeswar ke na pjaar kare hai. 
2TI.3.5	Oelog bieswaasie ghat batiaaiga, bakie aapan tjaal-tjalan se dekhaaiga kie oesab Parmeswar ke saktie me na bieswaas kare hai. Aisan manai log se doer rahiehe.
2TI.3.6	Oelog me se koetjh log doesare ke ghar me ghoeske bhoettjar aurat logan ke aapan bas me kar lewe hai. Ie aurat log djaan-boedjhke boeraai me doebal hai. 
2TI.3.7	Oesab hardam maange hai siekhaawe waalan ke baat siekhe, bakie Parmeswar ke sattjaai na apanaawe hai. 
2TI.3.8	Djaise Janas aur Jambares Parmeswar ke sattjaai par moeh tjalaawat raha aur aisane Mosas ke doesman hoi gail, oisane ie kharaab siekhaawe waalan Parmeswar ke doesman hai. Oelogke samadjh ekdam biegaral hai aur oelogke bieswaas be-kaamiel hai. 
2TI.3.9	Bakie oelog na dher dien manai logan ke dhokha dei paai. Djaise Janas aur Jambares ke boeraai halieje dekhaai gail, oisane oelogke paagalpan bhie dekhaaiga.
2TI.3.10	Bakie toe hamaar siektjha aur tjaal-tjalan par thiek se dhiaan lagaile hai. Toe djaane hai kie ham kaun tjiedj maangiela kare aur kie hamme bieswaas, dhieradj, prem aur hiemmat hai. 
2TI.3.11	Toe bhie dekhle hai kaise oesab hamme sataais hai aur ham Antiokia, Iekoniam aur Liestra sahar me ketana doekh oethailie hai. Bakie Prabhoe hamme ie sab moesiebat me se batjaais hai. 
2TI.3.12	Aise hai kie har ek djaun Kriest Jiesoe me saamiel hai aur Parmeswar ke rasta par tjale hai, oe sataawal djaai. 
2TI.3.13	Bakie kharaab manai aur dhokhaabaadj log doesare ke bahakaawe hai, apane bhie dhokha kha hai aur auro biegarte djaai.
2TI.3.14	Beta, toe hamaar baat siekhle hai aur diel bhar se bieswaas kare hai. Toe djaane hai ke toke siekhaais hai, ohie se ie baat pakarle rahiehe. 
2TI.3.15	Toe tjhotahie se Parmeswar ke pawietr baat siekhle hai. Toke ekare dwaara boeddhie mielal hai kaise toe Kriest Jiesoe me bieswaas kare ke dwaara batj djaai sakiehe. 
2TI.3.16	Parmeswar aapan poestak liekhwaais hai aur ekar har ek baat kaamiel hai siekhaawe, samdjhaawe, oelta sotj-bietjaar badale aur soedhaare khaatien, 
2TI.3.17	djeme Parmeswar ke bieswaasie logan poera howe aur tajaar rahe har ek rakam bhala kaam kare ke.
2TI.4.1	Thiek se soen. Toe djaane hai kie Kriest Jiesoe lautke aaiga raadj tjalaawe aur djienda aur maral manai logan ke oeppar faisala kare khaatien. Ohie se ham toke Pieta Parmeswar aur Kriest Jiesoe ke aage boliela 
2TI.4.2	kie toe okar baat ailaan kar, tjaahe manai logan soene maange hai kie na. Oelogke dhieradj se samdjhaihe, daatke kie to tieha deike siekhaaw. 
2TI.4.3	Ek tem aaiga kie manai logan attjha siektjha na sahie paaiga. Oelog khaalie maangiega soene djaun baat oelogke attjha lagie. Oesab siekhaawe waalan ke khodjiega soene khaatien djaun baat oelog maange hai soene 
2TI.4.4	aur oesab Parmeswar ke sattjaai tjhorke khaalie maangiega djhoeth baat soene. 
2TI.4.5	Beta, na ghabaraihe, bakie hiemmat baanhke doekh oethaaw. Khoes khabar bataawat rahoe aur aapan sab kaam poera taur se kariehe.
2TI.4.6	Aur ab hamaar haal hai kie halieje se hamaar khoen djaise ek baliedaan Parmeswar ke aage bahaawal djaai, aur hamaar mare ke tem nagtjaai gail hai. 
2TI.4.7	Ham Parmeswar ke soerdjaatie ghat bahoet mehenat se aur kausies karke aapan kaam karlie, aur Jiesoe ke rasta par ant talak tjalat rahielie aur aapan bieswaas na tjhorlie hai. 
2TI.4.8	Parmeswar hamme be-kasoerie aur ose ek banaais hai. Ohie se oe hamaar khaatien ek maala tajaar karies hai. Aur oe dien djab oe sattja djadj ghat aaiga, tab oe hamme deiga. Aur na khaalie hamme, bakie sab koi ke djaun okar lautana prem se agories hai.
2TI.4.9	Kausies kar halieje se hamaar paas aawe ke. 
2TI.4.10	Demaas doenia ke barhia tjiedj khaat hamme tjhorke Tesaalonieka sahar me tjal gail. Kresens Gaalaatsia diehaat me gail hai aur Tietas Dalmaatsia diehaat tjal gail. 
2TI.4.11	Ab khaalie Loekaas hamaar lage hai. Djab toe aihe tab Markas ke bhie laihe. Oe hamaar kaam me hamke khoeb thiek se sahaaita kar sakiega. 
2TI.4.12	Ham Tiekiekas ke Efese sahar me pathailie.
2TI.4.13	Ham Troas sahar me Karpas ke ghare aapan koerta bhoelaai gailie rahielie. Djab toe aihe tab letaihe. Aur hamaar poestak bhie laihe, pahiela dardja par tjamra waalan.
2TI.4.14	Pietar piete waala Aaleksaandar hamme bahoet doekh pahoetjaais. Prabhoe oke sadja dei. 
2TI.4.15	Ose batjaaike rahiehe. Oe hamke manai log ke aage djhoettha banaawe hai.
2TI.4.16	Djab ham pahiela dafe djadj ke aage gailie tab hamme koi na sahaara karies. Sab koi hamme akele tjhor deis raha. Ham praatna kariela kie Parmeswar oelogke tjhama kare. 
2TI.4.17	Bakie Prabhoe hamme sahaara karies aur hamme taagat deis kie ham khoes khabar phor-phorke samdjhaai saklie. Sab manai djaun Israel djaat ke na raha, oesab thiek se soenies hai. Aur ie moesiebat me se ham djaise ek ser ke moeh me se batj gailie hai. 
2TI.4.18	Prabhoe hamme sab doesar kharaab sotj-bietjaar me se batjaaiga. Oe hamme attjha se aapan swarag ke raadj me ledjaaiga. Okar maahaanta sada rahe. Ha, aisahie to hai.
2TI.4.19	Ham Preska aur Aakwela ke jaad kariela, aur bhie Onesieforas ke ghar bhar ke. 
2TI.4.20	Eraastas Korente sahar me rahie gail. Trofiemas bemaar hai, ham oke Mielete sahar me tjhorke ailie.
2TI.4.21	Kausies kar thandha tem se pahiele aawe ke.
2TI.4.21	Eboeloes, Poedens, Lienas, Klaudia aur sab hia ke iesaai bhaai-bahien toke jaad kare hai.
2TI.4.22	Prabhoe toelogke aatma ke saath rahe aur toelogke bhalaai kare.
TIT.1.1	Ham Paulas baatie aur ie tjietthie liekhiela. Ham Parmeswar ke ekgo goelaam baatie, aur Jiesoe Kriest hamme pathaais hai aapan tjoenal waala bieswaasie log ke Parmeswar ke sattjaai siekhaawe khaat djeme oesab okar rasta par tjale. 
TIT.1.2	Ie sattjaai dwaara oelogke bieswaas mielie kie oesab hardam khaatien Kriest ke sanghe rahiega. Doenia soeroe howe se pahiele Parmeswar ie baat waada karies raha, aur oe kabhie na djhoeth bole hai. 
TIT.1.3	Djab okar tem aail, tab oe aapan baat ailaan karies. Tab hamlogke batjaawe Waala Parmeswar hamaar oeppar saupies hai ie baat doesar manai log se bataawe ke.
TIT.1.4	Tietas, ham ie tjietthie tore khaatien liekhiela. Toe to bieswaas me hamaar sattja beta baate.
TIT.1.4	Pieta Parmeswar aur hamlogke batjaawe Waala Kriest Jiesoe tor bhalaai kare aur sjaantie dewe.
TIT.1.5	Ham toke Kreta des me akele tjhor deilie oe kaam kare ke djaun abbe na don bhail hai. Djaise ham tose bollie rahielie toke tjaahie sab sahar ke iesaai ke samaadj me ekaat bhaai ke barkwan banaawe ke. 
TIT.1.6	Oelogke tjaahie poera aadmie rahe ke. Har ek ke tjaahie khaalie ek aurat rahe ke. Oelogke larkan ke tjaahie Jiesoe me bieswaas kare ke, safa djiewan bietaawe ke aur aapan maai-baap ke baat soene ke. 
TIT.1.7	Ek dekh-bhaal kare waala Parmeswar ke samaadj ke oeppar raadj tjalaawe hai, ohie se oke tjaahie poera rahe ke. Oke na tjaahie apane ke barwargie kare ke, na haldie se goessaai djaai ke, piejekkar na rahe ke, na maar-piet kare ke aur koi ke na thage ke. 
TIT.1.8	Bakie oke tjaahie aapan dwaarie hardam kholle rahe ke, attjha tjiedj ke prem kare ke, samadjhdaar, sattjaai se aur safa diel se rahe ke aur apane ke thiek se samhaare ke. 
TIT.1.9	Oke tjaahie Parmeswar ke sattja baat maane ke djaise siekhaawal gail hai. Tab oe doesar iesaai log ke soedhaar sakie aur dje moeh tjalaawe hai, oke sattjaai dekhaai sakie.
TIT.1.10	Iesaai logan me se, aur bieses karke Israel ke iesaai log me se dher manai na maange hai baat soene. Oelog be-baat ke baat batia hai aur doesar log ke bahakaawe hai. 
TIT.1.11	Oesab kauno kauno palwaar bhar ke kharaabie siekhaaike oelta-phoelta kare hai baimaanie kare khaatien. Ohie se oesabke moeh ke tjaahie band karwaawe ke. 
TIT.1.12	Oesabke djaatie ke ek sanesia bolies hai: „Kreta ke manai logan hardam djhoeth bole hai. Oesab bahoet kharaab manai hai. Oesab leskatta hai aur khaalie aapan pet sotje hai.”
TIT.1.13	Ie satj baat hai. Ohie se toke tjaahie hoewa ke iesaai logan ke khoeb daate ke djeme oelog Jiesoe me attjha se bieswaas kare. 
TIT.1.14	Oesabke na tjaahie Israel ke naklie khiessa soene ke, aur bhie na iensaan ke baat par dhiaan lagaawe ke djaun Parmeswar ke sattjaai na hai. 
TIT.1.15	Djab koi ke diel safa hai, tab okar khaatien sab koetjh safa hai. Bakie dje biegar gail hai aur bharosaadaar na hai, okar lieje koetjh na safa hai. Okar man aur diel kharaab hai. 
TIT.1.16	Aisan manai log bole hai kie: „Hamlog Parmeswar ke djaaniela.” Bakie oelogke tjaal-tjalan se dekha hai kie aise na hai. Oelog ekdam barbaad hoi gail hai aur okar baat na soene hai. Oesab barhia kaam kare khaat be-kaamiel hai.
TIT.2.1	Bakie tor kaam hai kholke bataawe ke kaise ek safa djiewan bietaawe ke tjaahie. 
TIT.2.2	Toke tjaahie boerhwa log se bole ke kie oelogke tjaahie hiessaab aur ieddjat se rahe ke, aur apane ke samhaare ke. Oelogke tjaahie sattja baat bieswaas kare ke, prem se aur hiemmat baanhke rahe ke. 
TIT.2.3	Toke tjaahie boerhia log ke bhie siekhaawe ke ieddjat se rahe ke. Oelogke na tjaahie niendara kare ke kie to piejekkar rahe ke, bakie oesabke tjaahie doesare ke attjha raai dewe ke. 
TIT.2.4	Tab oesab djawaan aurat log ke siekhaai sakiega kaise aapan aadmie aur larkan ke pjaar kare ke, 
TIT.2.5	samadjhdaar aur sahoer se rahe ke, aapan ghar thiek se samhaare ke, prem se rahe ke, aur aapan aadmie ke nietje rahe ke. Djab oelog aise karie tab doesar log Parmeswar ke sattja baat ke biese me koetjh kharaabie na bol paai.
TIT.2.6	Toke tjaahie naudjawaan log ke siekhaawe ke apane ke hardam samhaare ke. 
TIT.2.7	Aapan barhia tjaal-tjalan se dekhaaw kaise ek iesaai ke tjaahie bhala kaam kare ke, Parmeswar ke baat safa se djaane ke, ieddjat se rahe ke aur sattjaai partjaar kare ke 
TIT.2.8	djeme hamlogke doesman log koetjh kharaabie na bol paawe aur sarmaai djaai.
TIT.2.9	Iesaai logan djaun koi ke goelaam hai, oelogke tjaahie hardam aapan maaliek ke baat maane ke aur har ek tjiedj me oelogke parsand kare ke. Oesabke na tjaahie moeh tjalaawe ke, aur oelogke tjaahie sattjaai se rahe ke. 
TIT.2.10	Oesabke tjaahie har ek tjiedj me dekhaawe ke kie oelog bharosaadaar hai. Tab doesar log dekhke hamlogke batjaawe Waala Parmeswar ke baat barka maanie.
TIT.2.11	Parmeswar aapan bhalaai dekhaais hai. Oe to sab manai logan ke batjaai sake hai. 
TIT.2.12	Oe maange hai hamlogke siekhaawe kharaab djiewan aur laalietj tjhor dewe ke, aur samadjh se aur safa diel se okar rasta par tjale ke. 
TIT.2.13	Hamlog ke tjaahie khoesie se agore ke djab talak Kriest Jiesoe ke biesaal soekh na dekhaai. Oe to hamlogke maahaan Parmeswar aur batjaawe Waala hai. 
TIT.2.14	Oe apane ke kroes par baliedaan karies hai hamlogke sab boeraai me se batjaawe khaatien. Oe maange hai hamlogke apane khaat ek attjha djaatie banaawe djeme hamlog dher bhala kaam karie. 
TIT.2.15	Ie sab baat hoewa ke iesaai log se bataai de. Oesabke khoeb samdjhaaike soedhaar le. Aur koi ke na tjaahie toke nietja maane ke.
TIT.3.1	Oesab ke jaad karwaaw kie sab koi ke tjaahie des ke raadj ke tjalaawe waalan aur sardaar logan ke nietje rahe ke aur aapan kaam attjha se kare ke. 
TIT.3.2	Oesabke na tjaahie ek doesare ke bedjatie kare ke aur djhagara kare ke, bakie sab koi se kaida aur prem se rahe ke.
