MAT.1.1	Nönca tlapoale de tiebiebetcöhua de Jesucristo, öque iloac iconie David, hua iconie Abraham.
COL.3.14	Hua cachto de noche sösantle xecpeacö tlasojtelestle. Pues inu tlasojtelestle quensietelea noche sösantle para yesque intiero cuale. 
COL.3.15	Hua ma tlamandöro ipa nemoyulo inu yulsiebelestle tli quetiemacalo Cristo. Pues para inu nemiechnutzque Deus, para nenquepeasque yulsiebelestle hua para nenyesque sa sie cuierpo. Hua seme xetietlasojcömatelicö.
COL.3.16	Tietlajtultzi de Cristo ma intiero quetiemite nemoyulo. Ca noche machestelestle xomomachticö hua xomotlajtulmacacö entre nemejua ca salmos hua himnos hua cuicatelesme de tieEspíritu Deus. Xetiecuicaticö Deus 
COL.3.17	Hua noche lo que tli nenquechihua noso nenquejtoa, xecchihuacö noche tietucöyupantzinco Tlöcatzintle Jesucristo, hua xetietlasojcömatelicö Deus Tajtle por medio de yejuatzi.
COL.3.18	Sohuame, xomosujetörucö ca nemonajnömecua, pues ejqueu conbenierebe porque nencate tieca toTlöcatzintle. 
COL.3.19	Tlöca, xequentlasojtlacö nemosojsohuöhuö, hua amo sa xequentlabielajajuacö.
COL.3.20	Nemejua tli nencate neninpelhua, xequenneltocacö nemotötajua ipa noche tli nemiechmandöroa. Pos ejqueu quecualejtalo Tlöcatzintle ma xecchihuacö nemejua tli nencate tieca yejuatzi. 
COL.3.21	Tötajte, amo xequencualönticö nemopelhua, para que majcamo modesanimörucö.
COL.3.22	Esclavos, seme xetlaneltocacö ca nemopatrones necö ipan tlöltecpactle hua xecchihuacö noche tli nemiechmandöroa. Amo solamiente xecchihuacö cöne cuale yejua quejta, quiename seque quechihua, niecate tli solamiente queneque mocöhuasque cuale ca giente. Cache nemejua xetequetecö ca noche nemoyulo, porque nentiemabelea toTlöcatzintle. 
COL.3.23	Cuöc nenquechihua canajyetla, xetequetecö ca meyac gönas, quiename tlö nenquechijtane para toTlöcatzintle hua amo para giente. 
COL.3.24	Pues ye nenquemajmate que toTlöcatzintle iloac öque nemiechmacasque inu tlaxtlöbile tli nemohuöxcatisque. Porque nemejua nentietequepanoa 
COL.3.25	Pero öque quechihua tli amo cuale queselis inu tli oquechi, hua Deus amo tlachecuaejtalo.
COL.4.1	Patrones, xequenmacacö nemoesclavos lo que tli conbenierebe, lo que tli quemejmeresieroa. Hua xequelnömectacö que nenquepea sente *nemoPatrón ompa elfecac.
COL.4.2	Xomodedicörucö xomotlajtlötlajtejtacö. Seme xeyectlachixtacö ica nemotlötlajteles, hua xetietlasojcömatelicö Deus. 
COL.4.3	Xomotlajtlötlajticö nuyejque por tejua, para ma tiechmacacö Deus locör para tetlanunutzasque de tietlajtultzi, para tecyecpoasque inu secrieto de Cristo. Öxö neca neprieso ipampa netlanunutzaya de inu. 
COL.4.4	Xomotlajtlötlajticö para ma necyecmacheste cuale, pues ejqueu conbenierebe.
COL.4.5	Xomoportörucö ca machestelestle para ca niecate tli amo creyentes. Xecaprovechörucö cuale nemotiempo. 
COL.4.6	Nemotlajtulhua seme ma yecö cualtzetzi, 
COL.4.7	Totlasojcöicni Tíquico, öque yectequete hua tietequepanoa toTlöcatzintle tieca tejua, yaja nemiechpubelis quiene neca. 
COL.4.8	Pues por ini nönca nectitlanteca, para ma xecmatecö quiene tecate hua para ma nemiechanimöro ipa nemoyulo. 
COL.4.9	Ihua nectitlanteca Onésimo, tocni öque ica de confiönsa, öque tectlasojtla, öque ica de nemejua mismos. Yejua nemiechpubelisque noche lo que tli mochijteca necö.
COL.4.10	Aristarco, nocompaniero de cörsel, nemiechtlajpaloa, hua nuyejque Mörcos, iprimo Bernabé. (Ye nemiechtlajtulmacac que tlö cana iyös ca nemejua, xecselicö.) 
COL.4.11	Nuyejque nemiechtlajpaloa Jesús öque mocuitea Justo. Noche nöncate cate joriojte, hua solamiente yejua de entre joriojte tejtequete noca para ma tlamandörucö Deus inca giente. Yejua niechanimöroa lalebes. 
COL.4.12	Nuyejque nemiechtlajpaloa Epafras, öque ica de nemejua, hua öque tietequepanoa Cristo. Yaja seme motlajtlötlajtea por nemejua, para ma xomocuajpetzojtacö quiename tlö ye nentlöca nencate, que ye cuale nenquemajmate de noche lo que tli tietlanequeles Deus. 
COL.4.13	Pues naja neca netestigo de quiene yaja motequepachoa por nemejua, hua por tocnihua ompa ipa Laodicea hua Hierápolis. 
COL.4.14	Inu mierco Lucas, öque tonochtie tectlasojtla, nemiechtlajpaloa, hua nuyejque nemiechtlajpaloa Demas.
COL.4.15	Xequentlajpalucö tocnihua tli cate ompa Laodicea. Hua xectlajpalucö Ninfa hua tocnihua tli mosentlölea ipa ichö. 
COL.4.16	Hua cuöc ye nenquetlajtultejque ini cörta entre nemejua, xectitlanecö para ma quetlajtulticö ompa Laodicea, hua nuyejque nemejua xectlajtulticö inu cörta tli nectitlanteca para yejua. 
COL.4.17	Hua xequelficö Arquipo ini nönca: “Xequejta cuale inu tequetl tli otecsele para tecchihuas por toTlöcatzintle, hua xejcumpliro”.
COL.4.18	Naja nePöblo nemiechejcuelfea ini nönca tlajpalulestle ca belaja nomö. Xequelnömequecö que neca ipan cörsel. Tiefavur Deus ma iye ca nemejua.
1TH.1.1	Naja nePöblo. Naja ca tiehua Silvano hua Timoteo nemiechejcuelfea ini nönca cörta para nemejua tli nencate de inu grupo de creyentes de inu ciudad de Tesalónica, tli nencate tieinca Deus toTajtzi hua Tlöcatzintle Jesucristo. Ma xecpeacö tiefavur Deus hua neyulsiebelestle.
1TH.1.2	Seme tetietlasojcömatelea Deus por nemonochtie nemejua. Tetieyelfea yejuatzi de nemejua ipa totlajtlötlajteles. 
1TH.1.3	Pos tejua seme tequelnömectecate de lo que tli nenquechijque ipampa nemoneltoca, hua de quiene nentequetque lalebes ipampa nentietlasojtla Deus, hua de quiene nenquexicojtecate meyac sösantle ipampa nenquepea nemöchealestle tieitech toTlöcatzintle Jesucristo. De noche inu quematihuateca toTajtzin Deus. 
1TH.1.4	Pos tejua tecmate que Deus nemiechtlasojtlalo, tocnihua, hua nemiechixpejpenque. 
1TH.1.5	Tecmajmate de inu porque inu cuale tlamachestelestle tli tejua nemiechpubelejque amo ocalac ijtec nemoyulo sa de tlajtulme. Cache ocalac ca tiechecöhuales Espíritu Sönto, hua ca inu confiönsa de que inu tlamachestelestle ica melöhuac. Cuale nenquemajmate nemejua quiene tejua tecchihuaya nemotzölö. Ejqueu tecchihuaya por nemopampa. 
1TH.1.6	Hua nemejua nenquechijtecate lo que tli nenquejtaque de tejua hua nenquecajque de toTlöcatzintle. Pos nenqueselejque inu tlajtule ca meyac pöquelestle tli yejuatzi Espíritu Sönto nemiechmacaque, mös nenquesufrirojtaya. 
1TH.1.7	De inu maniera ye nencate ejiemplo para noche creyentes tli cate pa nemoestado de Macedonia hua nuyejque ipa estado de Acaya. 
1TH.1.8	Pos tietlajtultzi Tlöcatzintle ye omacheac desde nemejua amo sa pa Macedonia hua Acaya, tlöcamo nuyejque ipa meyactie ocseque pörtes. Ye omacheac de nemoneltoqueles tli tieca Deus nenquepejpea. De manieras que tejua amo tecnesesitöroa tequemelfisque ocseque creyentes de nemejua, 
1TH.1.9	pos yejua mismos quepoa de quiene tejua teyajque nemotlac hua quiene nemejua nemoyulcuejque para nentietocaque Deus hua ayecmo nenquentocaque ixniehualojme. Hua toDeus öque öxö nentieneltocatecate, yejuatzi iloac Deus de melöhuac, hua nemoateca. 
1TH.1.10	Nuyejque quepoa ocseque creyentes quiene nemejua nentiechixtecate tieConietzi Deus öque hualiloas de ompa elfecac, öque yejuatzi tieTajtzi tieyulebitiluc de intzölö mimejque. Yejuatzi iloac Jesús öque tiechmöquextilo de tiecualöneles Deus, tli yebitz ipan tlöltecpactle.
1TH.2.1	Pos nemejua nenquemate, tocnihua, que cuöc teyejyeya ompa ca nemejua, amo de embölde oyeya. 
1TH.2.2	Ma tequejtucö mösque oyeya giente tiechtratörojque san petzotec ompa pa ciudad de Filipos (quieme nemejua nenquemajmate), mös ejqueu tiechchibelejque, pero Deus tiechyulchecöhualoöya. Ejqueu nemiechnunutzque de inu cuale tlamachestelestle de Deus, mösque otiechcostöro meyac traböjo. 
1TH.2.3	Pos cuöc tejua nemiechyuliehuaya para nemoneltocasque tieca Cristo, amo tecchijque porque tejua totlapolultejque, nimpor porque tecpeaya toyulo amo cuale, nimpor amo tecchijque ca tlacajcayöhualestle. 
1TH.2.4	Cache seme tetlanunutztecate para que Deus quecualejtasque lo que tli tequejtoa. Pos yejuatzi tiechixnenebelejque hua tiechtlölejque quieme teencargödos de inu cuale tlamachestelestle. Ejqueu tetlanunutza tejua, amo para quecualejtasque giente, tlöcamo para ma quecualejtacö Deus, öque tiechixnenebeliluteca toyulo. 
1TH.2.5	Pos quieme nemejua nenquemate, ayec tetlajtojque de nemejua ca tlajtulme cualtzetzi para nemiechcajcayöhuasque. Cuale huölös yeca tli nemiechnunutzas cuöcualtzi para majcamo xecmatecö que yaja quetiemoa tomi. Tejua ayec tecchijque ejqueu. Deus quematihua de inu. 
1TH.2.6	Nuyejque ayec tectiemojque yectieniebelestle de giente, cox de nemejua cox de ocseque giente, mösque cuale tecchihuasquiöne xecmachelicö tochecöhuales quieme tetlateotitlanme de Cristo. 
1TH.2.7	Pero amo toconchijque inu, tlöcamo teyejyeya temöxos entre nemejua quieme pelantzetzi, noso quieme sente sohuatl tli modedicöroa quemixutea pelantzetzi de ocseque, pero cache ca meyac tlasojtelestle quemixutea tli ihuöxcahua. Ejqueu tecchijque ca nemejua. 
1TH.2.8	Porque tejua nemiechpilea meyac tlasojtelestle, que hasta tecnejnequeya nemiechmöctisque amo sa cuale tlamachestelestle de Deus, tlöcamo nuyejque belaja tonemeles, pos nemiechtlasojtlaya lalebes. 
1TH.2.9	Pues nenquelnömequesque, tocnihua, quiene tontequetque ca meyac traböjo. Ca tunale hua ca yohuale tetejtequeteya para tetlacuösque. Pues amo tecnequeya ma tiechtlacualtejta canajyeca de nemejua mientras nemiechnunutztaya de inu cuale tlamachestelestle de Deus.
1TH.2.10	Nemejua nenquemajmate, hua Deus nuyejque quematihuateca, que tejua tecchijque tli yectec hua mabestec ca nemejua tli nencreyentes, hua amo tecchijque niontle amo cuale. 
1TH.2.11	Pos nemejua nenquemate quiene tecchijque ca nemejua quieme sente tajtle quechihua ca ipelhua. 
1TH.2.12	Pos tejua nemiechmachtejque hua nemiechyuliejque ma xecchihuacö lo que tlin cuale, hua nemiechtlajtulmacaque xecchihuacö quiene nemiechconbenieroa ipampa de Deus nencate. Pos yejuatzi nemiechnutzalo para ma xecpeacö pörte ijtec tietlaniexteles ompa cöne tlamandöruro.
1TH.2.13	Por inu tejua seme tetietlasojcömatelea Deus, pos cuöc nemejua nenquecajque inu tlajtule de Deus tli tejua nemiechnunutzque, nenqueselejque quieme tlajtule de Deus, hua amo quieme tlajtule de tlöca. Pos melöhuac yaja tlajtule de Deus, hua cuale niese lo que tli quechijteca pa nemoyulo de nemejua tli nencate nencreyentes. 
1TH.2.14	Pos nemejua, tocnihua, cuöc inu giente de nemopuieblo nemiechtepotztocaque, nemopa omochi quieme niecate grupos de creyentes ca Deus hua ca Cristo Jesús tli cate ompa Judea. Porque joriojte quentepotztocaque inu grupos de creyentes de inpuieblo. 
1TH.2.15	Inu joriojte tli amo creyentes, yejua tiemectejque toTlöcatzintle Jesús, ejqueu quieme oyeya quenmejmectejque inu tlayulepantejque tli tlanunutzaya de pörte de Deus. Hua yejua joriojte tiechquextejque tejua de meyac pörtes. Deus amo quecualejtalo lo que tli quechihua yejua. Hua yejua cate encuntra de noche ocseque giente, 
1TH.2.16	porque amo tiechcöhua ma tequennunutzacö tli amo joriojte para ma momöquexticö yejua nuyejque. De inu maniera momeyaquelea intlajtlacul de inu joriojte. Pero ye lalebes meyac tiecualöneles Deus impa betzteca.
1TH.2.17	Pero tejua, tocnihua, cuöc tocöjque por quiesque tiempo hua amo tojtaque, mösque seme toyulo nemiechpeaya totlac, tecnequeya lalebes teyösque para tojtasque. 
1TH.2.18	Por inu tecpensörojque teyösque nemotlac. Naja nePöblo ye ca ujpa necpensöro neyös. Pero amo otiechcö Satanás. 
1TH.2.19	Pos ¿tli iyes lo que tli teccheasque, tli tiechmacas pöquelestle, ca tli tochamöhuasque ipa inun tunale cuöc hualiloas toTlöcatzintle Jesús hua teyesque tieixtla? Pos nemejua nenyesque. 
1TH.2.20	Nemejua nencate nentochamöhuales hua nentopöqueles.
1TH.3.1	Ejqueu noso, cuöc ayecmo tecxicojque de tönto tecpensöroöya de nemejua, tecpensörojque tocöhuasque tosiel necö Atenas. 
1TH.3.2	Hua tectitlanque tocni Timoteo, öque tieca Deus tequete de inu tequetl de que tlanunutza de inu cuale tlamachestelestle de Cristo. Otectitlanque para ma cafirmöro nemoneltoqueles hua ma nemiechanimöro, 
1TH.3.3	para majcamo yeca nemiechcajcayöhua pa ini nöncate tunalte cuöc giente nemiechtepotztocasque. Pos nenquemajmate que nönca tocnupel, que giente amo tiechnequesque. 
1TH.3.4	Hua cuöc teyejyeya nemotzölö ye nemiechantesipörfejque de que tecsufrirusque. Hua ejqueu omochi, quieme nenquemajmate. 
1TH.3.5	Por inu naja, cuöc ayecmo necxicoöya, nectitla Timoteo nemotlac para necmates tlö oc turavea nemoneltoca cuale. Pos nomajtiöya de que inu tieyulmajmötocane cana ye nemiechyulmajmötocac, hua totraböjo amo tli oserbirebesquea.
1TH.3.6	Öxö, ye onasecö Timoteo de Tesalónica, cöne nemejua nencate. Hua quebicatz cuale tlamachestelestle de nemoneltoqueles hua de nemotlasojteles. Tiechelfe que seme nentiechelnömeque ca tlasojtelestle hua que nenqueneque lalebes nentiechejtasque, ejqueu quiename tejua nuyejque tecnejneque nemiechejtasque. 
1TH.3.7	Por ini nönca, tocnihua, mösque giente tiechtlajyelejtaya hua tiechcocoöya tocuierpo, pero toyulsiebiöya lalebes cuöc tejcajque quiene nemoneltoca. 
1TH.3.8	Seme toscalea cuöc tejcaque que nenchecöjtecate tieca Tlöcatzintle. 
1TH.3.9	¿Quiene noso cuale tetietlasojcömatelisque toDeus por nemejua hua por noche inu pöquelestle tli tecpejpea tieixtla Deus por nemejua? 
1TH.3.10	Yohualen tunale tetietlötlajtea lalebes para ma tiechcöhuacö para nemiechejtatibe ocsajpa. Pos tecneque tecsencöhuasque lo que tli oc polebe para ma xeyecö intiero nencualteque de nemoneltoqueles.
1TH.3.11	Öxö, mismo Deus toTajtzi hua Tlöcatzintle Jesús ma tiechpaliebicö para cuale teyösque ca nemejua. 
1TH.3.12	Tlöcatzintle ma nemiechmeyaquelicö hua cache hua cache nemiechmacacö neltoquelestle hua tlasojtelestle, para ma uye inu tlasojtelestle entre nemejua hua nuyejque ca ocseque giente, ejqueu quiename tejua nemiechpilea inu tlasojtelestle ca nemejua. 
1TH.3.13	Ma nemiechmacacö fuiersa ipa nemoyulo para que nenyesque nenyecteque, sin niontle de amo cuale, tieixtla Deus toTajtzi, cuöc hualiloas toTlöcatzintle Jesús ca noche giente tli tiehuöxcahua.
1TH.4.1	Öxö, nocnihua, nemiechtlajtlanelea hua nemiechtlötlajtea tietucöyupantzinco Tlöcatzintle Jesús, xecsequirucö hua xecchijtacö cache hua cache lo que tli nemiechejtetejque, quiename ye nenquechijtecate. Pos tejua nemiechejtetejque quiene conbenierebe öque nemes para que ejqueu Deus quecualejtasque. 
1TH.4.2	Nemejua nenquemajmate lo que tli nemiechtlajtulmacaque por tiechecöhuales de toTlöcatzintle Jesús. 
1TH.4.3	Pues yaja ini nönca lo que tli quenequihua Deus, que nemonemeles ma iye yectec. Quenequihua majcamo yeca mopajpöcte ca ocseque sohuame tlöcamo solamiente ca tli isohua. 
1TH.4.4	Ejqueu noso, cara sente ma momachte 
1TH.4.5	Majcamo queliebe lo que tli amo cuale, quiename queliebea ocseque giente que amo tieixomate toDeus. 
1TH.4.6	Majcamo yeca tlajtlaco hua majcamo maprovechöro de sente icni pa ini nönca asunto. Pos toTlöcatzintle quencastecörurus checöhuac innochtie tli quechihua inu sösantle, quiename ye nemiechantesipörfejque hua nemiechtlajtulmacaque. 
1TH.4.7	Pues Deus amo tiechixpejpenque para ma tenemecö ipa petzoyutl, tlöcamo quenequihua ma iye yectec tonemeles. 
1TH.4.8	Por inu, öque amo queneltoca inu nieca tlamachestelestle, amo tieneltoca Deus. Pos inu nieca machestelestle amo yebitz de tlöca tlöcamo de Deus, öque tiechmacalo tieEspíritu öque yectec iloac.
1TH.4.9	Pero de inu tlasojtelestle para tocnihua, ¿tli para nemiechejcuelfis de inu? Pos Deus ye nemiechmachestiluteca para que ye nemotlasojtlatecate entre nemejua. 
1TH.4.10	Pos ejqueu ye nenquentlasojtla innochtie tocnihua tli chajchönte pa noche estado de Macedonia. 
1TH.4.11	Pero nemiechtlötlajtea, nocnihua, que nemotlasojteles ma momeyaquele cache. Hua xecnequecö nennemesque ca cuale hua ca siebelestle. Hua 
1TH.4.12	Ejqueu xenemecö quiene conbenierebe imixtla ocseque giente, pos ejqueu amo nemiechpolus niontle.
1TH.4.13	Tocnihua, tecneque ma xecmatecö de niecate tli omejmejque, para majcamo xomoyulcocucö quiename moyulcocoa ocseque giente tli amo quepejpea nemöchealestle. 
1TH.4.14	Pos toneltoca que Jesús omecoac hua sötiepa oyulebihuac. Hua ejqueu mismo toneltoca que niecate tli moneltocaque tieca Jesús hua ye omejmejque, Deus quechihuasque ma huölöcö tieca Jesús.
1TH.4.15	Pos nönca tli tejua nemiechelfea ica tietlajtultzi Tlöcatzintle, que tejua tli oc turavea tenejneme hua tocöhuasque hasta cuöc hualiloas Tlöcatzintle, tejua amo tetlayecönasque antes de niecate tli omejmejque. 
1TH.4.16	Porque Tlöcatzintle mismo temoas de elfecac, hua tiechtzajtzelisque ca itlajtul de inu arcöngel, tli ica capetö de ocseque öngeles, hua ca inu tlapitzale de Deus. Entunses niecate tli moneltocaque tieca Cristo hua omejmejque, yejua yulebesque cachto. 
1TH.4.17	Sötiepa tejua tli oc turavea tenejneme tiechbicasque inhua tli ye yojyulejque. Hua tetlejcusque itzölö mextle para tetienömequesque Tlöcatzintle ompa tlacpac. Ejqueu teyesque ca Tlöcatzintle nochepa. 
1TH.4.18	Xomoyuliehuacö noso entre nemejua ca nöncate tlajtulme.
1TH.5.1	Pero, ¿tli para nemiechejcuelfis de tunalte o noso ura que pasörebes ini nönca? 
1TH.5.2	Pos nemejua ye nenquemate cuale que inu tunale de toTlöcatzintle ases sin que amo öque quemates quiema yebitz, quiename cuöc yebitz sente tlachtejque ca yohuale. 
1TH.5.3	Cuöc giente quejtojtasque: “Noche icaca cuale, hua onca siebelestle”, entunses sa sie repiente impa huölös tlaxexetunelestle hua mequelestle. Iyes quiename cuöc sente sohuatl ica utztle, hua sa sie repiente yebitz inu tiecoco de que quetlöcatelis peltzintle. Hua de inu tlaxexetunelestle abele cholusque giente. 
1TH.5.4	Pero nemejua, tocnihua, amo nencate ijtec tlajtlayohuaquelestle, para que inu tunale de toTlöcatzintle majcamo nemiechnöhualase quieme cuöc tlanöhualase sente tlachtejque. 
1TH.5.5	Pos nemonochtie nencate de tlöbile hua de ca tunale. Tejua tli tecreyentes amo tecate de ca yohuale nimpor amo tecate de tlajtlayohuaquelestle. 
1TH.5.6	Por inu majcamo tecojcochtacö quiename ocseque giente cojcoche. Cache ma teyectlajtlachixtacö hua ma tecyecpensörojtacö. Majcamo tecpensörojtacö quieme tlajtlöhuöncötzetzi. 
1TH.5.7	Pos tli cojcoche, cojcoche ca yohuale, hua tli tlajtlöhuöna, tlajtlöhuöna ca yohuale. 
1TH.5.8	Pero tejua tli tecate de ca tunale, seme ma cuale tecyecpensörojtacö. Ma toixuticö ca toneltoqueles hua totlasojteles, quiename sente soltöro mixutea ca itlaquie de tepostle ipa ipiecho. Hua ma techixtacö de que Deus tiechmöquextisque. Inu nemöchealestle iyes quiename icösco de tepostle ca tli quixutea itzonteco soltöro. 
1TH.5.9	Pos Deus amo tiechixpejpenque para tiechcastecörusque, tlöcamo para ma tecpeacö nemöquextelestle por toTlöcatzintle Jesucristo. 
1TH.5.10	Yejuatzi Jesucristo omecoac por tejua para que tonochtie ma tenemecö tiehuantzinco, ya sea cox tenentecate cuöc hualiloas, noso cox ye otemejmejque. 
1TH.5.11	Por inu, xomoyuliehuacö hua xomoyulchecöhuacö entre nemejua, quiename ye nenquechijtecate.
1TH.5.12	Nemiechtlötlajtea, tocnihua, xequemejtacö niecate tli tejtequete nemotzölö hua nemiechyecöna hua nemiechtlajtulmaca tietucöyupantzinco Tlöcatzintle. 
1TH.5.13	Xequenyequejtacö hua xequentlasojtlacö lalebes, por inteque tli quechijtecate. Ma seme uye siebelestle entre nemejua.
1TH.5.14	Nuyejque nemiechtlajtulmaca, tocnihua, xequemelficö niecate tli amo quenejneque tejtequetesque, que majcamo quetlatzebelicö. Xequenyuliehuacö niecate tli amo quenejneque quesequirusque. Xequenpaliebicö niecate tli quenpoloa checöhualestle. Xequenxicucö innochtie ca paciencia.
1TH.5.15	Tlö canajyeca nemiechchibelea yetla amo cuale, xecpeacö cueröro majcamo xejcuepelicö ca tli amo cuale, tlöcamo xecchihuacö seme tlin cuale entre nemejua hua nuyejque ca ocseque giente.
1TH.5.16	Seme xepöctacö. 
1TH.5.17	Seme xomotlötlajtejtacö. 
1TH.5.18	Xetietlasojcömatelicö Deus ipa noche sösantle tli nemiechpasöroa, pos yaja ini nönca lo que tli Deus quenequihua ma xecchihuacö nemejua tli nencate tieca Cristo Jesús.
1TH.5.19	Amo xectzacuelicö lo que tli Espíritu de Deus quenequihua quechihuasque. 
1TH.5.20	Amo xecdespresiörucö lo que tli quejtoa tlayulepantejque cuöc tlajtlajtoa de pörte de Deus. 
1TH.5.21	Pero xecprobörucö noche sösantle tli nenquecaque, hua xomocöhuacö ca lo que tlin cuale. 
1TH.5.22	Xomomalficö de noche sösantle tli amo cuale.
1TH.5.23	Deus mismo, öque tiechmacalo yulsiebelestle, ma nemiechyectelicö intiero cuale, hua ma nemiechixuticö para quemalfisque nemoyulo hua nemoölma hua nemocuierpo para que amo nemiechpolus niontle hua amo nenquepeasque niontle de amo cuale ipa nemonemeles cuöc hualiloas toTlöcatzintle Jesucristo. 
1TH.5.24	Yejuatzi öque nemiechnutzque iloac de confiönsa, hua quechihuasque ini nönca sösantle.
1TH.5.25	Tocnihua, xomotlajtlötlajticö por tejua nuyejque.
1TH.5.26	Xequentlajpalucö innochtie tocnihua ca sente petzulestle de yectelestle.
1TH.5.27	Nemiechencargörfea tietucöyupantzinco Tlöcatzintle xectlajtulticö nönca cörta ca innochtie tocnihua.
1TH.5.28	Tiefavur de toTlöcatzintle Jesucristo ma iye ca nemejua.
2TH.1.1	Naja nePöblo. Naja ca tiehua Silvano hua Timoteo nemiechejcuelfea ini nönca cörta para nemejua tli nencate de inu grupo de creyentes ipa inu ciudad de Tesalónica, que nencate tieinca Deus toTajtzi hua Tlöcatzintle Jesucristo. 
2TH.1.2	Ma xecpeacö tieinfavur hua neyulsiebelestle de Deus toTajtzi hua de Tlöcatzintle Jesucristo.
2TH.1.3	Tocnihua, tecpea que tetietlasojcömatelisque toDeus seme por nemejua. Pos ejqueu conbenierebe ma tecchihuacö, porque nemoneltoqueles momeyaquelejteca hua mobepöjteca nemotlasojteles de cara sente de nemejua para ca ocseque. 
2TH.1.4	Tejua mismo topöctea de nemotlachihual hua tetlanunutza de nemejua ca ocseque grupos de creyentes ca Deus. Tequemelfea de que cuale nenquexicojtecate meyac sösantle, hua de que nemoneltocatecate mösque giente nemiechtepotztoca. 
2TH.1.5	Ini nönca tiechmachestea que Deus iloac yectec cöne tlajuscöruro, cöne yejuatzi quejtulo que nemejua nenquemeresieroa nencalaquesque ompa cöne yejuatzi tlamandöruro. Pos nemejua de melöhuac nenquesufrirojtecate ipampa nenquepea inu nemöchealestle.
2TH.1.6	Pos ejqueu conbenierebe que Deus ma quencuepelicö sufrimientos impa niecate tli nemiechchihualtea ma xecsufrirucö nemejua. 
2TH.1.7+2TH.1.8	Nuyejque conbenierebe ma nemiechmacacö siebelestle ca nemejua tli nenquesufrirojtecate. Hua nuyejque tejua tiechmacasque siebelestle ipa inu tunale cuöc neniextilus Tlöcatzintle Jesús. Pos temoas de elfecac itzölö tletzintle tli mönteca, ca tieöngeles hua ca noche tiechecöhuales. Hualiloas para quencastecörusque noche niecate tli amo tieixomatque Deus, hua niecate tli amo queneltocaque inu cuale tlamachestelestle de toTlöcatzintle Jesús. 
2TH.1.9	Noche niecate quencastecörusque hua niempolebes inyulo nochepa. Bejca yesque de tiexöyac Tlöcatzintle, hua amo quejtasque tietlaniexteles hua tiechecöhuales. 
2TH.1.10	Noche inu pasörebes inu tunale cuöc hualiloas Tlöcatzintle para ma tieyectieniehuacö noche giente tli tiehuöxcahua. Hua quetietzömatesque yejua tli moneltoca tieca, ya que nemejua nemoneltocaque lo que tli tejua nemiechpubelejque.
2TH.1.11	Por ini nönca seme totlajtlötlajtea por nemejua, que toDeus ma nemiechmacacö para nenquemeresierusque de que nemiechixpejpenque. Hua ma nemiechpaliebicö ca tiechecöhuales para nenquechihuasque noche tlin cuale nenqueneque nenquechihuasque, hua nenquetlamisque inu tequetl tli nenquechihua porque nemoneltoca. 
2TH.1.12	De inu maniera nentieyectieniehuasque toTlöcatzintle Jesús, hua yejuatzi nemiechyectieniehuasque nemejua. Inu mochihuas por tieinfavur toDeus hua Tlöcatzintle Jesucristo.
2TH.2.1	Öxö, nocnihua, ma tetlajtlajtucö de cuöc hualiloas toTlöcatzintle Jesucristo hua tiechsentlölisque ca yejuatzi. 
2TH.2.2	Nemiechtlötlajtea amo nima xecpatlacö lo que tli nenquepensöroa. Hua amo xemajcömequecö tlö cana yebitz sente mensöje que quejtusque giente que yebitz de tieEspíritu Deus, noso tlö canajyeca nemiechnunutzas, noso tlö cana huölös sente cörta que quejtoa que tejua nemiechtitlanelea, hua quejtojtös que ye aseco tunale de toTlöcatzintle. 
2TH.2.3	Majcamo yeca nemiechcajcayöhua ca niontle de inu sösantle. Porque abele ases inu tunale hasta que pasörebes ocseque sösantle. Cachto de inu mochihuas que meyac giente quecöhuasque de que ayecmo moneltocasque tieca Deus. Nuyejque moniextis inu tlöcatl de tlajtlacule, yaja inu tlöcatl de niempolebelestle. 
2TH.2.4	Pos yaja moponieroöne icaca, hua iyes encuntra de noche tli giente queteochihuasque hua noche tli giente quejtusque que yaja deus. Ini nönca tlöcatl iyes encuntra de noche inu sösantle. Hasta motlölis ijtec tieteupa de Deus, hua yaja quejtus que yaja icaca bel yejuatzi Deus.
2TH.2.5	¿Amo nenquejelnömeque que cuöc naja neyeya ca nemejua nemiechpubeliöya de ini nönca sösantle? 
2TH.2.6	Hua nemejua nenquemajmate tlin inu tli öxö quetzacuelea para majcamo moniexte inu tlöcatl hasta cuöc ases itiempo. 
2TH.2.7	Pos inu tlajtlacule ye tequejteca sa ichtacajtzi. Sö polebe mojcuenis yaja öque öxö quetzacuelejteca. 
2TH.2.8	Pos entunses moniextis inu tlöcatl de tlajtlacule, öque Tlöcatzintle Jesús quemectisque ca tietlalpitzales tli quisas de tiecamac. Quemectisque hua queniempolusque cuöc hualiloas hua neniextilus. 
2TH.2.9	Inu tlöcatl de tlajtlacule asequi porque Satanás quechihuas ma asequi ca meyac checöhualestle para quechihuas meyactie tietzöbeme tli quencajcayöhuasque giente. 
2TH.2.10	Hua ca meyac sösantle de lo que tli amo cuale yaja quencajcayöhuas niecate giente tli yabe ipa niempolebelestle, niecate tli amo quenejque lo que tli melöhuac. Tlö cana yejua quenejnequene inu tli melöhuac, cuale momöquextiöne, pero amo quenejque. 
