MAT.1.1	Ene pitiiŋ to Yesu Krisi puughu tooni. Yesu, i siŋ to kinik David, ve David i siŋ to Abaram. 
HEB.6.11	Yei nighe yam asov azuari gham le ataghon duduŋai ŋgar to Krisi. Tauvene lolomim ruru sov. Akis ghuruuŋ ila tsiam tuŋia le irau agham lepoogh poia tau aghurghur matamim pani na. 
HEB.6.12	Tauvene arogroog matamim sov. Matamim iyaryaar, ve ataghon ŋgar to yes tau tighur ila to Maaron, tiyooz ariaaŋ pa badooŋ pataŋani, ve tisasaŋan le tighita saveeŋ mbuaaŋ tooni anooŋa. 
HEB.6.13	Saawe tau Maaron imbu saveeŋ tomania Abaram, i iwaat tauu eeza pa saveeŋ mbuaaŋ tooni to ipariaaŋa. Pasaa, tamtamon eta eeza iliiv Maaron mako. Tauta iwaat tauu eeza pa saveeŋ tawe, leso ipariaaŋa le iyaryaaŋ kat. 
HEB.6.14	Ighe:
HEB.6.14	“Onoon kat. Yau taug aat naghur poia tsiau tiina izaa tsio, ve nagham paaghu tsio timasa timin naol.” 
HEB.6.15	Abaram ighur ila saveeŋ mbuaaŋ tane. Tauta aate izi, ve isasaŋan ila le ighita anooŋa.
HEB.6.16	Iit tamtamon gabuaan tauvene: Isaav ighe itiŋa zeran siriv tavazorai ghiit pa gabua eta, ene aat tawaat tamtamon eta tau eeza tiina iliiv ghiit. Leso eeza tawe ipariaaŋ saveeŋ toit, ve ipoon zeran tana avozi. 
HEB.6.17	Maaron tauvene paam. Ŋgar tooni iyaryaaŋ kat ighe igham poghania Abaram tomania paaghu tooni. Irau itoor ŋgar tooni muul mako. Tauta iwaat tauu eeza pa saveeŋ mbuaaŋ tooni, ve ipariaaŋa le iyaryaaŋ kat. Leso iit tamtamon tau ezaan pa gabua tau i imbu saveeŋ pani na, loloon ruru pani sov. 
HEB.6.18	Tauvene iit tau tayooŋ ila to Maaron na, leen gabua ru tau tipariaaŋ ghiit to taghur ila tooni. Ee, ene saveeŋ mbuaaŋ tooni. Ve ite, ene i tauu eeza tau iwaato to ipariaaŋ saveeŋ tooni. Gabua ru tane, Maaron irau itoor ŋgar tooni, ma itombaan ghiit pani ne mako. Gabua ru tane tipariaaŋ ghiit kat, leso takis ghuruuŋ ila toit tuŋia, ve taghur mataan pa lepoogh poia tau Maaron pale igham pait. 
HEB.6.19+HEB.6.20	Lepoogh poia tau taghurghur mataan pani ne, ene ikis ghiit tuŋia, imin padewaaŋ tau ikis waaŋ. Pasaa, Ŋeer tau imin eez pait to tagham lepoogh tana, i imuuŋ pait, ve iloŋ ila rumei to nugh sambam wa. Ene Krisi. Ve uuli tau ipoon rumei loolo tau patabuyaaŋ le patabuyaaŋ kat na, i ila iliv pani, le ila peria to Maaron. Pasaa, Krisi, i imin daaba tauu to watooŋrau raraate imin Melkizedek. Tauvene i pale iyooz bodbodaaŋ pa Maaron ve iit tamtamon, ve uraat tooni tawe iseeŋga taghon taghon gha ila. 
HEB.7.1	Melkizedek tau nasavia ne, i kinik to nugh Salem, 
HEB.7.2	Mako Abaram iburig gha ilup gabua isov tau tila tigham malmal ve tiyau zi tilam na, ve ivalagh zi timin ŋgun saŋavul, ve igham ŋgun ee ila pa Melkizedek.
HEB.7.2	Aiyo, Melkizedek eeza puughu tauvene: ‘Kinik to ŋgar duduuŋa.’ Ve i iŋgin nugh Salem. Ve Salem puughu, ene ‘ŋgar luuma.’ Tauvene i kinik to ŋgar duduuŋa ve ŋgar luuma. 
HEB.7.3	Ve gabua ite. Ighe tawaat Maaron aliiŋa, ene taghita saveeŋ ziiri eta tau isavia Melkizedek taama gha tiina ve puughu tooni mako. Ve saawe tau tiina ipoopa, ve saawe tau i imaat na paam, tibood saveeŋa eta mako. Tauvene taghita taghe i imin ilaal poia ee pa Maaron Naatu. Pasaa, i ŋeer to watooŋrau tau iyooz bodbodaaŋ pa Maaron ve iit tamtamon irau saawe. 
HEB.7.4	Aghita. Ŋgar tau timbuun Abaram igham pa Melkizedek na, ene itotoi ighe Melkizedek, i eeza tiina kat. Pasaa, gabua tau tila tigham malmal ve tiyau zi na, Abaram ivalagh zi imin ŋgun saŋavul, ve igham ŋgun ee tau poia kat ila pa Melkizedek. 
HEB.7.5	Aiyo, tagham ŋgar pa tutuuŋ tau murei Maaron igham pa yes Israela na. Levi paaghu tooni tau timin zeran to watooŋrau na, ve eval tiina to Israel, yes toŋvetaz. Pasaa, tisov tivot ila to Abaram. Eemon tutuuŋ to Mose isaav tauvene: Eval tiina to Israel aat tivalagh gabua toozi imin ŋgun saŋavul, ve tighur ŋgun ee ila pa yes tau Levi paaghu tooni. 
HEB.7.6	Melkizedek, i ivot ila to Levi mako. Eemon gabua tau Abaram iyau zi na, tauta ivalagh zi imin ŋgun saŋavul, ve igham ŋgun ee ila pa Melkizedek. Aghita. Abaram eeza tiina kat. Pasaa, Maaron imbu saveeŋ tomania pa gabua naol. Eemon Melkizedek eeza tiina iliiv Abaram. Tauta ipaloti, ve ighur poia to Maaron izaa tooni. 
HEB.7.7	Iit tasov tawatagh: Ŋeer tau igham palotiiŋ pa tamtamon, ene i eeza iliiv yes tau tigham palotiiŋ ila tooni na. 
HEB.7.8	Ve gabua ite paam. Onoon, paitooŋ tau tamtamon tighurghur zi ila pa Maaron na, ene Levi paaghu tooni ta tiyauyau gabua tawe imin lezi. Eemon yes tikis uraat toozi irau saawe mako. Tighamgham uraat ila, le saawe tau ighe timaat, mako tamtamon paghpaaghu tiyol zi. Eemon Melkizedek tau Abaram igham gabua siriv pani na, tibood saveeŋ eta pa mateegh tooni mako. Tauvene i imin ilaal pa Ŋeer tau ileep maata yaryaare le alok. 
HEB.7.9+HEB.7.10	Ve iit irau tasaav taghe: Saawe tau Melkizedek izaa to Abaram, ve Abaram ivalagh gabua tooni ve igham sirivu ila pani, ene Levi tomania paaghu tooni nimazi igheen ila gabua tana paam. Onoon saawe tana, tipoop Levi soone. Eemon murei, i ivot ila to Abaram paaghu tooni.
HEB.7.11	Muuŋ, yes Israela tigham tutuuŋ to Maaron, ve tileep ila tutuuŋ tawe saamba. Tutuuŋ tana isaav tauvene: Levi paaghu tooni mon ta Maaron ighur zi pa uraat to watooŋrau. Laak, isaav ighe uraat toozi to watooŋrau igharaat tamtamon le tiŋgalaaŋ kat ila Maaron maata, mindai ta Maaron isaav ighe murei, ŋeer ite to watooŋrau pale ivot ve igham uraat imin Melkizedek? Ŋeer tawe, uraat tooni raraate imin Aron tomania paaghu tooni mako. 
HEB.7.12	Eemon isaav ighe Maaron ighur uraat to watooŋrau ila tamtamon ite niima, ene itotoi ighe i itoor tutuuŋ tooni wa. 
HEB.7.13	Ŋeer to watooŋrau tau nisasavia ne, ene Tiina toit Yesu. I ivot ila to Levi mako. I ivot ila to Yakop naatu Yuda. Ve iit tawatagh: Muuŋ ve ilam, paaghu eta to Yuda ikis uraat to watooŋrau mako. 
HEB.7.14	Pasaa, saawe tau Mose ighur tamtamon to tigham uratoi watooŋrau, i isavia aliiŋa eta iŋarui Yuda paaghu tooni mako. 
HEB.7.15	Saveeŋ tau nisasavia ne, ŋgar tsiam aat ighamu wa. Aazne, ŋeer paaghu ee to watooŋrau ivot wa. I raraate imin Melkizedek. 
HEB.7.16	Tutuuŋ to Mose isaav tauvene: Yes tau siŋ to Levi mon, o timin zeran to watooŋrau. Eemon Yesu imin ŋeer to watooŋrau itaghon eez tawe mako. I imin ŋeer to watooŋrau pasaa, i tapiri tiina kat, ve ileep maata yaryaare le alok. Irau imaat muul mako. 
HEB.7.17	Pasaa, Maaron aliiŋa isavia ighe:
HEB.7.17	“Yo ŋeer to watooŋrau imin Melkizedek. Ve yo aat uleep tauvene taghon taghon gha ila.” 
HEB.7.18+HEB.7.19	Tutuuŋ muŋgaana, le tapiri irau to iuul tamtamon mako, ve irau igham gabua eta ivot iduduuŋ kat ne mako. Tauta Maaron iyoli pa eez paaghu tau poia kat le iliiv eez muŋgaana. [Eez tawe, ene Yesu tauu.] I igham ghiit tala tagharau Maaron kat. Leso tagham lepoogh poia tau taghurghur mataan pani na. 
HEB.7.20	Saawe tau Maaron ighur Yesu imin ŋeer to watooŋrau, i imbu saveeŋ pani, ve ipariaaŋ saveeŋ tawe le iyaryaaŋ kat. Eemon Levi paaghu tooni, Maaron igham ŋgar tauvene pa toozi eta mako. 
HEB.7.21	Aghita. Maaron imbu saveeŋ ariaaŋa kat pani. Pasaa, isaav pani ighe:
HEB.7.22	Tauvene eez paaghu tau aazne tataghoni gha leso itiŋa Maaron tavalupu ghiit tamin eemon, i le saveeŋ mbuaaŋ tau poia kat. Iliiv saveeŋ tau muuŋ Maaron imbua tomania yes Israela na. Ve Yesu ta iyooz pa saveeŋ mbuaaŋ paaghu tana ve igham uratoini, leso anooŋa ivot. 
HEB.7.23	Muuŋ, yes Israela lezi zeran katini to watooŋrau. Tikis uraat toozi irau saawe mako. Pasaa, tighamgham uraat ila, le saawe tau ighe timaat, mako tamtamon paaghu tiyol zi. 
HEB.7.24	Eemon uraat to Yesu, ene irau isov mako. Pasaa, i ŋeer to watooŋrau tau ileep irau saawe. 
HEB.7.25	Tauvene yes tau tiŋarui Maaron ila i eeza na, i irau igham mulin zi. Pasaa, i igham naghoon ve ileep igharau Maaron irau saawe, leso isuŋ Maaron pa uleeŋ ghiit. 
HEB.7.26	Poia pa iit leen ŋeer to watooŋrau tauvene. I irau iuul ghiit. Pasaa, i imin iit tamtamon sasaghatiin to taan mako. I le sosor eta mako. I patabuyaaŋ, ve ŋgar tooni isov, ene iŋgalaaŋ mon. Taama Maaron ighamu izala nugh sambam, ve aazne eeza iliiv gabua ta naol ne. 
HEB.7.27	Tauvene i imin daaba siriv to watooŋrau mako. Pasaa yes tawe, saawe isov tighamgham watooŋrau pa rewaaŋ sosor to tauzi imin maata. Mako tigham watooŋrau pa sosor to tamtamon siriv. Eemon Yesu, i le sosor eta to igham watooŋrau pani ne mako. Ve gabua ite paam. Watooŋrau tau i igham pa rewaaŋ sosor to iit tamtamon, i ighamu pai eemon, ve isov. Watooŋrau tawe, i ighamu indeeŋ saawe tau iyoki tauu gha imaat. 
HEB.7.28	Tamtamon tisov tau tighur zi timin daaba to watooŋrau itaghon tutuuŋ to Mose na, tapirizi imbolmbool. Pasaa, yes to taan. Tauta Maaron igham tutuuŋ pa yes Israela, ve murei ra, ighur tauu Naatu imin ŋeer to watooŋrau. I imin zeran siriv to watooŋrau mako. Pasaa, Maaron imbu saveeŋ pani, ve ipariaaŋa le iyaryaaŋ kat. Ve ŋgar isov tau Naatu tawe itaghoni, tauta ighamu gha irau kat pa uraat tooni. Ve i pale ileep tauvene taghon taghon gha ila. 
HEB.8.1	Saveeŋ tau nisavsavia ne, puughu tauvene: Aazne, iit leen daaba poia ee to watooŋrau. I ileep ila Maaron saksaki niima tapir igharau niia to ghamuuŋ pooz ta sambam we. 
HEB.8.2	I ileep iloŋ ila balbaal patabuyaaŋ tau igheen sambam we, ve ighamgham uraat tooni to watooŋrau ila loolo tau patabuyaaŋ le patabuyaaŋ kat. Balbaal tawe, ene balbaal tauu. Tamtamon to taan tipayooze mako. Maaron tauu ipayooze. 
HEB.8.3	Daaba tisov to watooŋrau, tighur zi leso tigham paitooŋ to tamtamon ila pa Maaron, ve tigham uratoi watooŋrau toozi. Daaba to watooŋrau toit tauvene paam. Irau niima ŋginaaŋa ve ila to Maaron ne mako. I aat ikis gabua eta, ve ila tomania, leso igham pani imin watooŋrau. 
HEB.8.4	Isaav ighe Yesu ilepleep izi taan, ene i irau imin ŋeer to watooŋrau mako. Pasaa, watooŋrau maata maata tau tutuuŋ to Mose isavi zi na, tamtamona tileep pataghaaŋ wa to tigham uratoi zi. 
HEB.8.5	Eemon yes tibesbees pa Maaron iloŋ ila balbaal to taan mon. Balbaal tawe, gabua tauu mako. Ene balbaal tau igheen izi sambam we anunu mon. Pasaa, saawe tau Mose ighe ipayooz balbaal patabuyaaŋ to Maaron izi nugh ŋginaaŋa, Maaron isaav ariaaŋ pani ighe: “Balbaal anunu tau natotoia payo izi loloz na, matam kisini ve ugharaat gabua naol isov itaghoni.” 
HEB.8.6	Ve aazne, uraat to watooŋrau tau Maaron ighuru ila Yesu niima, ene poia kat iliiv uraat to watooŋrau ta muuŋ. Ve eez paaghu to itiŋa Maaron tavalupu ghiit tamin eemon, tauvene paam. Poia kat iliiv eez muŋgaana, ve le saveeŋ mbuaaŋ popoiazi kat. Eez paaghu tana, ene ivot ila uraat to Krisi. Pa i ta iyooz bodbodaaŋ pa Maaron ve iit tamtamon. 
HEB.8.7	Imin ta eez muŋgaana tawe poia kat, ve le pataŋani eta mako, kanaŋ irau Maaron iyoli pa eez paaghu tane mako. 
HEB.8.8	Eemon Maaron ighita monmon tamtamon tooni tisosor pa eez tooni. Tauta isaav ighe:
HEB.8.13	Aghita. Isaav ighe Maaron isavia eez paaghu eta, ene itotoi ighe eez tau ivot imin maata na, ene muŋginaaŋ ve igharau ighe isov. Eez tauvene, malau mako pale ilale kat. 
HEB.9.1	Eez tau ivot imin maata na, ene le tutuuŋ naol tau isavia suŋuuŋ ŋgara. Ve eez tawe isavia balbaal patabuyaaŋ tau igheen izi taan. 
HEB.9.2+HEB.9.3	Balbaal tawe, tipayooze le isov, ra tidaad uuli tiina ila loolo, leso tirav motin loolo imin ru. Loolo ee, ene tiwaato tighe ‘nugh patabuyaaŋ’, ve gabua ru tigheen ila loolo. Ee, ene lam aia tau tighurghur lam izala. Ve ite, ene boor tau tighurghur mberet patabuyaaŋ izala na. Ve balbaal loolo ite tau uuli tiina tawe ipoona, ene tiwaato tighe ‘nugh tau patabuyaaŋ le patabuyaaŋ kat.’ 
HEB.9.4	Loolo tawe, artaal to tunuuŋ naunauŋ vaazi popoia igheen iloŋ ila. Artaal tawe, tigharaata pa gol. Ve Bokis to Saveeŋ Mbuaaŋ igheen iloŋ ila paam. Bokis tawe, tipaak gol ila loolo ve muuri, ve tighur gabua siriv iloŋ ila. Ee, ene uur tau tigharaata pa gol ve tighur aniiŋ manna siriv igheen iloŋ ila. Ve gabua ite, ene titi to Aron tau isalun. Ve gabua ite, ene maet babaaŋa ru tau tutuuŋ saŋavul igheen ila. Tutuuŋ tawe, ene isavia eez to yes Israela titaghoni leso lupuuŋ toozi tomania Maaron igheen poi. 
HEB.9.5	Ve tighur aŋela anunuzi ru izala bokis tana paavo ve bagezi ipoon aavo. Gabua ru tawe timin ilaal pa Maaron mbonari ve tapiri. Bokis tana aavo, ene tiwaato tighe ‘nugh to rewaaŋ sosor.’ Eemon aazne, irau nila saveeŋ tane loolo mako.
HEB.9.6	Tigharatoor gabua naol tana, ve tipayooz zi le isov, ra zeran to watooŋrau tipaburigin uraat toozi. Saawe isov, tiloŋloŋ tila balbaal patabuyaaŋ loolo tau igheen potla na, ve tighamgham uraat toozi. 
HEB.9.7	Ve daaba toozi zigani mon ta irau iloŋ ila balbaal loolo tau patabuyaaŋ le patabuyaaŋ kat. Eemon i iloŋ ila pai eemon pa ndaman eŋaeŋa. Ve irau niima ŋginaaŋa ve iloŋ ila mako. I aat ikis gabua eta siiŋi, o iloŋ ila. Saawe tau iloŋ ila, i igham watooŋrau pa tauu sosor tooni imin maata. Mako igham pa yes tau tikankaan, ve tigham sosor. 
HEB.9.8	Ŋgar tau tighamghamu iloŋ ila balbaal tana, ene Avuvu Patabuyaaŋ ipaghazoŋai ŋgara pait tauvene: Saawe tau balbaal tana iyozyooz, eez to taloŋ tala nugh patabuyaaŋ ve tagharau Maaron, ene ivot ighazooŋ soone. 
HEB.9.9	Ve balbaal tana, ene itotoi ŋgar tau ivotvot pa saawe tane ighe: Yes tau tighurghur paitooŋ ve watooŋrau toozi ila pa Maaron itaghon eez muŋgaana na, ŋgar toozi tawe irau igham zi tiyamaan tighe tiŋgalaaŋ kat ila Maaron maata ne mako. 
HEB.9.10	Pasaa, watooŋrau tauvene, tomania tutuuŋ maata maata tau tisavia saa gabua tau irau taghani ma taghunu, ve eez maata maata to ririwaaŋ leso taŋgalaaŋ ila Maaron maata, ene gabua to uliin mon. Irau igharaat loloon le iŋgalaaŋ kat ila Maaron maata ne mako. Tauta Maaron ighur eez tana ighe igheen le tazaa pa saawe tau i ipaduduuŋ gabua ve igham eez paaghu ivot, mako tapuli. 
HEB.9.11	Ve aazne, eez paaghu tana ivot ighazooŋ pasaa, Krisi, i ilam wa. I daaba to watooŋrau tau imin eez pait gha taghamgham gabua popoia ila to Maaron. 
HEB.9.12	Saawe tau Krisi iloŋ ila balbaal loolo tau patabuyaaŋ le patabuyaaŋ kat na, i ila tomania siŋ to mekmek, ma makau naatu eta mako. I ila tomania tauu siŋ tooni tau imaliŋ imin watooŋrau na, ve ila ivot to Maaron. Tauta ireu sosor toit, ve igham mulin ghiit. Leso saghati tapiri ikis ghiit muul sov, ve taleep mataan yaryaare le alok. Uraat tana, Krisi ighamu pai eemon, ve isov. Irau ighamu muul mako. 
HEB.9.13	Aghita. Muuŋ, isaav ighe gabua eta igham tamtamon tisaghat ila Maaron maata, ene titir siŋ to mekmek, ma makau tamoot eta, ma avav to makau livaa tau yav ighani na izala pavozi. Leso igham tinizi to potla iŋgalaaŋ, ve irau tisuŋ pa Maaron muul.
HEB.9.14	Ighe tauvene, Krisi siŋ tooni iliiv kat pa gabua tawe. Pasaa, Avuvu Patabuyaaŋ tau ilepleep irau saawe na, tapiri ipaloti, ve iyoki tauu gha imaat imin watooŋrau pa Maaron leso ireu sosor toit. Watooŋrau tooni tawe, poia le poia kat. Sosor eta ipaako mako. Tauvene siŋ tooni le tapiri tiina. Irau imin loloon ve tayamaan taghe taŋgalaaŋ kat ila Maaron maata. Ve tapul ŋgar tau ighegherev ghiit pa mateegh na, leso tabees poi pa Maaron maata yaryaare. 
HEB.9.15	Tauvene Krisi, i ŋeer tau iyooz bodbodaaŋ pa iit tamtamon ve Maaron, ve igharaat eez paaghu pait, leso itiŋa Maaron tavalupu ghiit tamin eemon. Pasaa, yes tau timalaaŋ pa tutuuŋ to eez muŋgaana na, mateegh tooni ipasov sosor toozi atuya, ve igham mulin zi. Leso tamtamon tisov tau Maaron ipoi zi timin le na tigham lepoogh poia itaghon saveeŋ mbuaaŋ tooni. Lepoogh tawe pale iseeŋga taghon taghon gha ila. 
HEB.9.16+HEB.9.17	Iit tawatagh: Isaav ighe tamtamon timbu saveeŋ, yes aat tirav gabua eta imaat imin watooŋrau. Leso tipariaaŋ saveeŋ mbuaaŋ toozi. Ve isaav ighe tirav gabua eta imaat to tipariaaŋ saveeŋ mbuaaŋ toozi mako, ene pale saveeŋ mbuaaŋ toozi iyaryaaŋ mako. 
HEB.9.18	Tauta saawe tau Maaron imbu saveeŋ tomania yes Israela izi loloz Sinai to tivalupu zi timin eemon na, siŋ to ŋgai imaliŋ. 
HEB.9.19+HEB.9.20	Saawe tana, Mose iwaat tutuuŋ to Maaron pa yes Israela le isov, ra igham siŋ to makau ve mekmek, ve itoora tomania yaa. Ve igham sipsip ooro siŋsiŋai gha ikauu ila ai isop booga, ve izeeva izila siŋ tawe. Ra itiri izala rau tau tutuuŋ to Maaron igheen ila na, ve itiri izala Israela tisov pavozi paam, ve isaav pazi ighe:
HEB.9.19+HEB.9.20	“Eez to ataghoni leso yamŋa Maaron avalupu gham amin eemon, tauta i isavia payam gha alooŋa wa. Ve yam ambu saveeŋ pani aghe ataghoni. Siŋ tane, ene to ipariaaŋ saveeŋ tau aazne yam ambua tomania Maaron.” 
HEB.9.21	Ve Mose itaghon ŋgar eemon pa balbaal patabuyaaŋ to Maaron tomania saveeŋ mariŋ to suŋuuŋ tau tigheen ila loolo na paam. Igham siŋ ve itiri izala pavozi. 
HEB.9.22	Pasaa, saveeŋ tau igheen ila tutuuŋ to Mose na, isaav tauvene: Ighe siŋ imaliŋ, ene irau igham gabua isov tiŋgalaaŋ ila Maaron maata. Gabua eŋaeŋa mon ta mako. Ve ighe siŋ imaliŋ mako, ene irau Maaron ireu sosor mako. 
HEB.9.23	Balbaal patabuyaaŋ tau yes Israela tirao, tomania saveeŋ mariŋ tau tigheen ila loolo na, ene gabua tauu mako. Ene gabua tau tigheen izi sambam na anunuzi mon. Tauta tiravrav ŋgai maata maata imin watooŋrau, leso siŋ to gabua tawe igham balbaal tomania saveeŋ mariŋ tau tigheen ila loolo na tiŋgalaaŋ ila Maaron maata. Eemon gabua tauu, ene tighenaar izi sambam. Tauta ŋgar tauvene irau igham zi tiŋgalaaŋ mako. Lezi watooŋrau tau poia kat le iliiv siŋ to ŋgai, o igham zi tiŋgalaaŋ ila Maaron maata. 
HEB.9.24	Puughu tane ta Krisi iloŋ ila balbaal patabuyaaŋ to taan tau tamtamon tigharaata pa nimazi ne mako. Pasaa, balbaal tawe, ene balbaal tauu mako. Ene balbaal tau igheen izi sambam we anunu mon. I igham naghoon, ve iloŋ ila nugh sambam duduuŋ. Tauta aazne, ileep ila Taama Maaron naagho, ve iuluul ghiit. 
HEB.9.25	Yes Yuda, ndaman isov, daaba to watooŋrau iloŋloŋ ila balbaal loolo tau patabuyaaŋ le patabuyaaŋ kat. Ve saawe tau iloŋ ila, i ila tomania tauu siŋ tooni mako. I ilala tomania siŋ to ŋgai. Eemon Krisi, i igham watooŋrau pai katini mako. Iyoki tauu gha imaat pai eemon, ve isov. 
HEB.9.26	Ve imin ta i itaghon ŋgar tau daaba to watooŋrau to taan titaghoni, kanaŋ saawe tau Maaron ighur sambam tomania taan ve ilam, i inoknok ghamuuŋ yavyavuuŋ ve mateegh. Eemon mako. Aazne ene saawe to Maaron ipasov uraat tooni. Tauta Krisi izilam taan, ve iyoki tauu gha imaat. Leso ireu sosor toit, ve ipasov saghati tapiri. Ve uraat tana, i ighamu pai eemon ve isov. Irau ighamu muul mako. 
HEB.9.27	Tamtamon tisov aat timaat pai eemon ve isov, itaghon Maaron ŋgar tooni. Ve murei, gabizooŋ toozi pale ivot ve tigham atuya toozi. 
HEB.9.28	Krisi tauvene paam. I iyoki tauu gha imaat imin watooŋrau pai eemon, ve isov. I ibaad pataŋani tiina, leso ireu sosor to tamtamon katini. Ve murei, i pale imuul izilam. Saawe tana, i irau igham uraat muul pa rewaaŋ sosor to tamtamon mako. I ilam to igham mulin yes tau tighurghur matazi pani ve tisasaŋani. 
HEB.10.1	Watooŋrau tau tigham zi itaghon tutuuŋ to Mose na, ene gabua tauu mako. Ene imin gabua popoia tau murei tivot na anunuzi mon. Aghita. Ndaman isov, zeran to watooŋrau tinoknok ravuuŋ ŋgai pa rewaaŋ sosor to tamtamon. Eemon yes tau tighe tila tigharau Maaron ve tisuŋ pani na, watooŋrau tauvene irau igham zi tiduduuŋ kat ila i maata ne mako. 
HEB.10.2	Ve imin ta watooŋrau tawe ireu sosor toozi isov ilale, ve igham zi tiŋgalaaŋ kat ila Maaron maata irau saawe, kanaŋ tiyamaan tighe lezi sosor mako, ve tipul ŋgar to ravuuŋ ŋgai pa rewaaŋ sosor. 
HEB.10.3	Eemon mako. Watooŋrau tau ndaman isov tighamgham zi na, ene igham zi matazi iŋgalŋgal sosor toozi. 
HEB.10.4	Pasaa, siŋ to makau ma mekmek, ene irau ireu sosor to tamtamon mako.
HEB.10.5	Tauta saawe tau Krisi izilam taan, i isaav pa Maaron ighe:
HEB.10.8	Aghita. Papazoge, Krisi isavia watooŋrau tau tighamgham zi itaghon tutuuŋ to Mose na ighe: “Ŋgar to ravuuŋ gabua imin watooŋrau, tomania ŋgar to ghamuuŋ aniiŋ imin paitooŋ ghom, ve ŋgar to ghuruuŋ gabua izala artaal leso yav ighan dodolini, ve ŋgar to ravuuŋ gabua pa rewaaŋ sosor to tamtamon, ŋgar naol tane, yo lolom pa ughe tigham tauvene mako. Ŋgar tauvene, ene irau lolom mako.” 
HEB.10.9	Ra isaav muul ighe: “Maaron, ughita. Yau taug tane. Yau nalam to nataghon yo lolom.” Saveeŋ tane, ŋgara tauvene: Eez muŋgaana to watooŋrau tau i isavia imin maata na, i irav motini, ve iyoli pa eez paaghu wa. 
HEB.10.10	Tauvene Yesu Krisi iyoki tauu gha imaat pai eemon itaghon Maaron loolo to ireu sosor toit. Tauta aazne, i igham ghiit tamin tamtamon patabuyaaŋa to Maaron wa. 
HEB.10.11	Saawe ta naol ne, yes to watooŋrau tisov tiyozyooz ila artaal naagho, ve tinoknok ghamuuŋ watooŋrau raraate mon. Eemon watooŋrau toozi tawe irau ireu sosor eta mako. 
HEB.10.12	Ve Krisi, i igham watooŋrau eemon geeg to ireu sosor to tamtamon, ra izala pa sambam, ve mboole izi ila Taama Maaron niima tapir. Watooŋrau tooni tawe, tapiri igheen irau saawe. Muuŋ, aazne, ve itaghon gha ila. 
HEB.10.13	Tauvene saawe tana ve ilam, Krisi ileep izi sambam, ve isasaŋan Maaron to itatan koiŋa le tapirizi isov, o i ivaghaaz zi ila aaghe saamba. 
HEB.10.14	Watooŋrau eemon geeg tau Krisi ighamu na, ene igham tamtamon tiduduuŋ kat ila Maaron maata. Ve yes aat tileep tauvene taghon taghon gha ila. Ve aazne, i ighamgham uratoi zi leso titaghon duduŋai ŋgar patabuyaaŋ.
HEB.10.15	Avuvu Patabuyaaŋ paam ipariaaŋ ghiit to taghur ila saveeŋ tane. Pasaa, imin maata, i isaav ighe:
HEB.10.17	Ra isaav muul ighe:
HEB.10.18	Tauvene aghita. Isaav ighe Krisi ireu sosor toit isov ilale, na watooŋrau to rewaaŋ sosor paam, ene le uraat muul mako.
HEB.10.19+HEB.10.20	Saawe tau Yesu imaat ve iburig muul, i iloŋ ila balbaal to nugh sambam. Ve uuli tau iponpoon nugh patabuyaaŋ na, i iraŋgat perekaini, ve malmali ila peria to Maaron. Tauta gabua eta ipoon ghiit pa Maaron muul mako. Tauvene yam toŋvetaz, iit taroi pa taloŋ tala nugh tau patabuyaaŋ kat ve tala peria to Maaron sov. Pasaa, siŋ to Yesu igharaat eez paaghu pait wa. Eez tawe, ene i tauu. Pasaa, i ileep maata yaryaare ve iuluul ghiit. 
HEB.10.21	Aazne, iit leen ŋeer tiina ee to watooŋrau. I daaba tau iŋgin ruum to Maaron. Ruum tane, ene iit tamtamon tooni. 
HEB.10.22	Tauvene tala tagharau Maaron toman loloon eemon, ve taghur ila tooni ariaaŋ taghe i irau iuul ghiit. Pasaa, Maaron itir Yesu siŋ tooni izala pavoon, ve taririu pa yaa ŋgalaaŋa wa. Tauvene ŋgar toit sasaghati tau muuŋ igham ghiit tayamaan taghe tasaghat ila Maaron maata na, ene i ireua isov ilale, ve igham ghiit taŋgalaaŋ kat wa. 
HEB.10.23	Iit taghur ila saveeŋ mbuaaŋ to Maaron tau ighe i pale igham lepoogh poia pait. Tauta taghurghur mataan pa lepoogh poia tawe, ve tavovotia saveeŋa pa tamtamon. Saveeŋ mbuaaŋ tooni tawe, loloon ruru pani sov. Taghur ila ariaaŋ ve takisi tuŋia. Pa Ŋeer tau imbu saveeŋ tana, i itataghon saveeŋ tooni. 
HEB.10.24	Ve tail eez to tapaburigin zetaanŋa, leso iit tasov loloon pa tamtamon ve tagham poghani zi, ve tagham uraat popoia maata maata. 
HEB.10.25	Ve ŋgar to talup ghiit pa suŋuuŋ, ene tapuli sov. Yau nasavia saveeŋ tane pasaa, tamtamon tsiam siriv, naghozi perperia pa lupuuŋ tsiam mako. Tauvene matamim iŋgal ve aluplup gham ve avapaloti gham. Pa aghita. Saawe to Tiina toit, ene ilam igharau wa. 
HEB.10.26	Alooŋ. Isaav ighe talooŋ saveeŋ onoon to Krisi ve ŋgar toit ighazooŋ pani, eemon murei ŋgar toit iyaryaaŋ muul pa taghoniiŋ ŋgar saghati, ene aat leen watooŋrau ite paam to ireu sosor toit mako. 
