MAT.1.1	Nene pitiiŋ to Yesu Krisi pughu toni. Yesu, ye siŋ to kinik David, ve David, ye siŋ to Abaraam. 
2CO.9.4	You naghur ila ariaŋa naghaze yam pale agharaat mbeb inim nimamim ve isaŋan. Eemoghon ighaze yeiŋa tamtoghon pida to Masedonia nilat, ve tighita gham agharaat mbeb sone, nene pale mayag pa aliŋag to nasavia pa napait gham, ve yam paam pale mayamim. 
2CO.9.5	Matag iŋgal tovene, tauto naghaze nambaaŋ toŋvetaz toit tol tonenen timuuŋ tilat. Leso yamŋa agharaat yaam to aŋgooga itaghon saveeŋ mbuaaŋ tiam, ve isaŋan pataghaaŋ. Yaam tonanan pale ipatooŋ poia to Maaron pa tamtoghon toni. You lolog pa nalat nazoorndug payam ve aghur mbeb ne maau. Naghaze agham mbeb tiina toman lolomim.
2CO.9.6	Matamim iŋgal: Ighaze tamtoghon eta ivazog aniiŋ ŋgiira, nene pale sawa to taitaiŋ, ye pale ighita anoŋa ris moghon. Ve tamtoghon to ighaze ivazog aniiŋ katindi, nene pale ighita anoŋa katindi. 
2CO.9.7	Yaam piiz to tamtoghon eŋaeŋa lolodi ighur pani tighaze tighuri, nene poia. Tighuri moghon. Eemoghon ighaze yam aŋguruut mbeb tiam, ve tizoorndug payam ila ila le aghuri, nene poia maau. Pasa, Maaron lolo pa yes to tireirei mbeb todi toman lolodi poia. 
2CO.9.8	Maaron, ye irau ighur poia toni tiina iza tiam ila ataam naol naol. Leso yam araua kat pa mbeb tisob irau sawa isob, ve irau agham uraat popoiadi to naol ne. 
2CO.9.9	Saveeŋa timbooda pataghaaŋ wa. Ighaze:
2CO.9.10	Yes to tivavazog aniiŋ, Maaron igham ledi aniiŋ uve. Ve ye igham aniiŋ pa iit tasob. Ye pale igham mbeb tiam tivot katindi, leso arei katindi tila pa yes mbolaaŋa. Ŋgar tovene, nene deŋia ila ye mata, ve ighur anoŋa popoiadi naol. 
2CO.9.11	Tovenen Maaron pale igham gham araua kat pa mbeb tisob. Leso yam irau agham ulaaŋ pa tamtoghon irau sawa isob. Ve sawa to yei nigham mbeb tiam ila peria to yes to mbolaaŋ igham di, yes pale lolodi poia pa Maaron, ve tipaiti pa ulaaŋ to yam agham padi.
2CO.9.12	Uraat tonene, yam aghami inim mbesooŋ tiam ila pa Maaron. Ulaaŋ tiam pale ipasob mbolaaŋ to tamtoghon toni. Ve tonene moghon maau. Pale igham ival tiina lolodi poia pa Maaron, ve tipaiti kat pa poia toni paam. 
2CO.9.13	Ŋgar tiam to aghaze arei mbeb tiam, ve asaŋgoor ulaaŋ pida ila pa yes mbolaaŋa, nene ipatooŋ gham ighaze yam aghur ila varu poia to Krisi, ve ataghon aliŋa. Tovenen tamtoghon to tigham ulaaŋ ilat tiam, pale tipait Maaron iza pa tapiri ve poia toni. 
2CO.9.14	Ve lolodi ineep tiam, ve matadi iŋgal gham ila suŋuuŋ todi. Pasa, tighita poia tiina to Maaron ineep tiam.
2CO.9.15	Iit lolood poia pa Maaron ve tapaiti! Pasa, ye igham leed mbeb to poia le poia kat. Ighaze tasavia mbeb tonowen, pale tasaav vena? Pasa, saveeŋ eta iraua maau. 
2CO.10.1	Tamtoghon pida tiŋgalŋgal saveeŋ payou tighaze sawa to naneep toman gham, you namatughez ve nasasavia saveeŋ popoia moghon payam. Ve ighaze naneep saguan payam, nene napakur taug ve avog iyaryaaŋ payam. Tovenen you Paulus naghaze napalot gham pa saveeŋ pida. Saveeŋ to naghaze nasavia, nene nasavia toman ŋgar luuma ve ŋgar to natatan taug inimale Krisi itaghoni. 
2CO.10.2	You nawatag: Ndiran tonowen tighaze yei nitaghon Maaron ŋgar toni maau. Tighaze nitaghon ŋgar to tamtoghon moghon. Yes irau tipatum di. Pasa ighaze nilat, nene irau namatughez padi maau. Pale nayaan di toman saveeŋ ariaŋa. Eemoghon lolog pa nagham ŋgar tovene maau. Tovenen nataŋ roran gham naghaze agharaat ŋgar tiam. 
2CO.10.3	Onoon, aazne yei nineep izi taan. Eemoghon niparab ninimale yes to titaghon ŋgar to taan maau. 
2CO.10.4	Pasa, ndaab to malmal to yei niparab pani, nene to taan maau. Nene ndaab to Maaron igham payei, ve ye tau tapiri ineep ila. Tauto ruum ariaŋadi to koiamai tiyoŋyooŋ ila lolodi, nene yei irau nireu mbirisan di tizi. 
2CO.10.5	Ndiran pida tipapait taudi pa ŋgar todi, ve avodi iyaryaaŋ pa ŋgar kaarom naol to iponpoon ataam pa yes to tighaze tiwatag Maaron. Ndiran tovene, yei nireureu ŋgar ve saveeŋ kaarom todi isob. Ve nitatan ŋgar todi samsamia, ve nigham ŋgar todi isob imuul ila pa Krisi. Leso titaghon ŋgar toni, ve tineep ila samba. 
2CO.10.6	Yei nighur matamai ilat tiam moghon. Ighaze yam alooŋ aliŋamai ve ataghon saveeŋ tiei, nene yei pale nighur atia pa tamtoghon tisob to tizorzoor saveeŋ.
2CO.10.7	Alooŋ. Yam aŋgabiiz mbeb to potla moghon malep. Aŋgabiiz poian lolo toni paam. Ighaze tamtoghon eta igham ŋgar ighaze ye to Krisi, pale iwatag ighaze yei paam to Krisi, ve Krisi tau to ighur ghei pa uraat toni. 
2CO.10.8	Onoon, saveeŋ tiou tonene, nene inimale napait izamai pa uraat to nighamghami Eemoghon mayag maau. Pasa, yei izamai pa uraat tonene. Tiina toit ighur ghei pa uraat tonene pa niwaghamun gham maau. Ye ighaze nipalot gham. 
2CO.10.9	Tovenen agham ŋgar aghaze rau to nambood di tilat tiam, nene pa napamatughezan gham malep.
2CO.10.10	Ndiran to nasavia di ne, tisavia ghou tighaze: “Saveeŋ to ye imbooda ila rau, nene ariaŋa ve toman tapiri. Eemoghon ighaze tau inim peria, nene taghita taghaze ye le tapiri maau, ve iwaghamgham pa savsaveeŋ. Saveeŋ toni anoŋa maau.” 
2CO.10.11	Ndiran tonenen irau tigham ŋgar pooi. Pasa, saveeŋ to nineep saguan ve nimbooda payam, ighaze nilat ve itiŋa taneep, nene pale nitaghon saveeŋ tonowen ŋgara. 
2CO.10.12	Yei ninimale ndiran pida maau. Yes tilib payei kat. Pasa, ŋgar to tighamghami, yei irau nighami maau. Yei mayamai pa nipait taumai izamai. Eemoghon yes mayadi pa tigham ŋgar tovene maau. Tighaze yes tiraua kat. Pasa, sawa to tiŋgabiiz taudi, tigham ŋgar pa Maaron aliŋa maau. Tiŋgabiiz taudi toman nditadi ŋgar todi. Ndiran tovene, ledi ŋgar maau. 
2CO.10.13	Yei irau nipait taumai sorok ninimale ndiran tonenen maau. Ighaze nipait taumai, nene nisavia uraat to nighami izi ndug to Maaron ighuri payei. Ndug tonenen, yam Korin aneep ila paam. Ve ndug to ighaze lemai izamai pa nigham uraat pani maau, nene irau nimalaaŋ ve nila nigham uraat tonowe maau. 
2CO.10.14	Ndug to Maaron ighuri payei pa nigham uraat pani, yei nimalaaŋ pani maau. Yam Korin aneep ilooŋ ila paam. Ve yei to nilat ve nivotia varu poia to Krisi payam muuŋ. Tovenen yei izamai pa nigham uraat ila lolomim. 
2CO.10.15	Yei nipait ghei pa uraat to tamtoghon pida tighami ne maau. Uraat to taumai nighami izi ndug to Maaron ighuri payei pa nigham uraat pani, ghoro nipait ghei pani. Uraat to nighamghami ila lolomim pa nipalot ghurla tiam, yei nighaze ivot inim tiina. 
2CO.10.16	Leso inim ataam payei pa nivotia varu poia izi ndug pida to tineep ndug tiam dige ve ila. Pasa, lolomai pa nipait ghei pa uraat to tamtoghon ite ighami ne maau. Nighaze le nila ndug to tamtoghon tigham uraat padi sone, ghoro poia. 
2CO.10.17	Maaron aliŋa isaav tovene:
2CO.10.18	Ighaze tamtoghon eta ipait tau, nene takankaan: Maaron lolo poia pani, ma maau? Ve ighaze Maaron tau ipait tamtoghon eta, nene tawatag taghaze ye lolo poia pani. 
2CO.11.1	You naghaze nagham ŋgar to borouŋa ris. Vena, irau ayok payou? 
2CO.11.2	Aghita. You nasia gham pa Krisi wa. Tovenen ŋgar tiou iyaryaaŋ naghaze le ŋgar tiam isob iŋgalaaŋ moghon, ve naghur gham ala toni, animale liva paghu to tighuri ila to tamoot, leso yesuru tivai. Pasa, Maaron ŋgar toni iyaryaaŋ ighaze tamtoghon toni tighur lolodi ve ŋgar todi isob ila pani moghon. 
2CO.11.3	Aazne, yam ataghon ŋgar ŋgalaaŋa ve aghur lolomim isob iŋarua Krisi. Eemoghon namatughez: Pale tamtoghon pida tighamun ŋgar tiam, inimale muuŋ moot igham kaarom pa Eva ve itombaana, ghoro apul ŋgar tonanan. 
2CO.11.4	Pasa, you nawatag: Tamtoghon pida tilat tineep toman gham, ve saveeŋ to tivovotia pa Yesu, nene raraate inimale saveeŋ to muuŋ yei nisavia payam ne maau. Ve avuvu to yes tighaze yam aghami, nene raraate inimale Maaron Avuvu to muuŋ aghami ne maau. Ve varu poia to tivovotia payam ne paam, nene raraate inimale varu poia to yei nisavia payam ve aghur ila ne maau. Eemoghon yam agham di toman lolomim poia, ve apul di tigham uraat todi tonanan, ve aghur ila saveeŋ todi. 
2CO.11.5	Alooŋ. Mbaŋooŋa pida to yam aghita di aghaze izadi tintina, yes tilib payou maau. Sa ŋgar to yes tighami, you naghami paam. 
2CO.11.6	Onoon, you ŋgeu to savsaveeŋ nanimale yes maau. Eemoghon ŋgar to Maaron, you nambool pani maau. Sawa naol, ŋgar naol to nagham di ne, tipatooŋ ghou ila matamim tighaze you naghazooŋ pa Maaron ŋgar toni. 
2CO.11.7	Yam awatag: Sawa to navotia varu poia to Maaron payam, natatan taug, ve nagham uraat payam sorok. Nayok pa agham leg atia maau. You nataghon ataam tovene pa napakur gham. Laak, yam aghita vena? You nasosor? 
2CO.11.8	Sawa tonenen, you naneep ila lupuuŋ pida to Krisi nimadi. Ulaaŋ to tigham payou, nene iuul ghou ve nagham uraat payam. Ŋgar tonenen, nene inimale you nayub mbeb todi, leso nagham payam. 
2CO.11.9	Sawa to itiŋa tanepneep ve mbolaaŋ igham ghou, you naghason gham pa ulaaŋ eta maau. Pasa, toŋvetaz pida to Masedonia tinim, ve tiuul ghou pa mbeb to nambool pani. Ve lolog pa nagham pataŋani eta payam maau. Tauto nayai ghou, ve naghason gham pa ulaaŋ eta maau. Ve aazne ve itaghoni ila paam, pale nataghon ŋgar raraate moghon. 
2CO.11.10	Alooŋ. Saveeŋ onoon to Krisi ineep tiou, ve ye tau ighita ghou ve nasavia saveeŋ tonene. Yam tamtoghon to Akaia, tiam eta irau igham ghou napul ataam to nataghoni pa uraat tiou ne maau. Pasa, ataam tonene to igham ghou tinig iza ve napakur ghou pani. 
2CO.11.11	Vena, yam aghaze you lolog payam maau, tauto nataghon ataam tovene? Maaron iwatag: You lolog payam kat. 
2CO.11.12	Tovenen irau nayok payam pa auul ghou ne maau. Ataam to nataghoni pa uraat tiou, nene pale inepneep tovene. Pasa, naghaze napoon ataam pa yes to tipapait taudi izadi tighaze yes raratedi tinimale yei.
2CO.11.13	Ndiran tonowen, tigham taudi tinimale mbaŋooŋa to Krisi. Eemoghon yes mbaŋooŋa to Krisi maau! Tigham kaarom. 
2CO.11.14	Ve iit irau ruŋaad iza pa kaarom todi tonowen maau. Pasa, Sadan paam irau igham tau inimale aŋela to ipatooŋ ghazooŋa to Maaron, leso itombaan ghiit. 
2CO.11.15	Tovenen mbesooŋa toni paam, irau tigham taudi tinimale ndiran to titaghon ŋgar deŋia. Eemoghon ruŋaad iza padi malep. Muri, Maaron pale ighur atia iŋarua di pa ŋgar todi.
2CO.11.16	You nasaav wa. Naghaze nasavia saveeŋ ris inimale borouŋa. Eemoghon tiam eta ighita ghou nanimale borou malep. Ve ighaze aghita ghou nanimale borou, nene poia! Apul ghou ve nagham ŋgar to borouŋa, ve napait taug izag ris. 
2CO.11.17	You nawatag: Saveeŋ to naghaze nasavia pa napait taug, nene itaghon ŋgar to Tiina toit maau. Saveeŋ to naghaze nasavia, nene inimale saveeŋ to yes borouŋa to ledi ŋgar maau. 
2CO.11.18	Ve tambaŋa. Pasa, tamtoghon katindi to yamŋa anepneep, yes titaghon ŋgar to taan ve tipapait taudi izadi. Tovenen you paam, anag naghaze napait taug.
2CO.11.19	Aa yam Korin, yam araua kat pa ŋgar! Tauto yes to ledi ŋgar maau tinimale borouŋa, yam lolomim poia padi, ve lolomim pa loŋaaŋ saveeŋ todi! 
2CO.11.20	Ve tonene moghon maau. Pasa, ighaze tamtoghon eta itatan gham ve izoorndug payam pa ataghon ŋgar toni moghon, ma iyou mbeb tiam tisob tinim le, ma igham mbeb tiam dige ee moghon, ma ipait tau, ma ipambar gham ve ipamayaŋin gham, yam ayok pani moghon, ve apuli ighamgham tovene. 
2CO.11.21	Ndiran tonanan tilib payei kat! Tigham ghei mayamai. Pasa, ŋgar to tighamghami, yei irau nitaghoni maau.
2CO.11.21	Yo, naghaze naseeŋ saveeŋ tiou borou tonene. Pasa, ndiran pida to tineep toman gham, mayadi maau ve tipapait taudi izadi. Tovenen you pale nataghon ŋgar todi ve napait taug izag paam! 
2CO.11.22	Vena, ndiran tonanan yes Hibrua? You paam to Hibru. Ve yes to Israel? You paam to Israel. Ve yes tivot ila to Abaram? You paam navot ila to Abaram. 
2CO.11.23	Ve yes mbesooŋa to Krisi? You paam, mbesooŋa toni. Eemoghon you nalib padi. Aliŋag tonene, you nawatag, nene saveeŋ to borouŋa. Eemoghon tambaŋa! You narab taug pa uraat to Krisi le nalib padi. Ve tilos ghou le nasami pae katindi. Sawa naol, tighur ghou nalooŋ nala ruum to yabyabuuŋ. Ve moghon moghon, naghita naghaze sawa tiou to mateeŋ inim igharau. Pataŋani naol to nambaad di, nene nalib pa ndiran tonanan. 
2CO.11.24	Daba to yes Yuda tilos ghou pa ravraav pa liim wa. Ve sawa eŋaeŋa to tilos ghou, tilos ghou pa tamoot ee saaŋgul liim ve paaŋ (39). 
2CO.11.25	Yes Roma tigham toon ve tilos ghou pae tol wa. Ve sawa eez, ival tikor yaam ve tirab matin ghou. Sawa tol, you naza waaŋ ve niraav nila le waaŋ imbiriis ila te pogho. Ve sawa eez, namoghan ila te pogho pa mboŋ eez, ve ndag eez. 
2CO.11.26	Sawa naol to nalaghlaagh, pataŋani naol tiŋarua ghou ve rismoghon tone namaat. Yawaaŋa ivot toman tapiri le rismoghon izugua ghou nalaleg. Moghon moghon yubyubŋa, ve yes Yuda to yeiŋa ndug ee moghon, ve yes to Yuda maau ne paam tizuaria di tighaze tiwaghamun ghou. Tovenen ighaze naneep ila ndug tintina, ma nalaghlaagh izi ndug balim, ma naza waaŋ ve naraav ila te pogho, nene pataŋani ighamgham ghou tovene. Ve tamtoghon to titoom ve tigham taudi tinimale toŋvetaz to Krisi, yes tigham pataŋani tiina payou paam. 
2CO.11.27	Moghon moghon, you narabrab taug pa uraat, ve nagheen pooi maau. Ve sawa naol, naneep sami, ve murun ghou ve pitool ghou. Ag aniiŋ maau. Ve moŋeŋaaŋ ighamgham ghou pasa, leg nonogiiŋa poia eta to nandud ghou pani maau. 
2CO.11.28	Pataŋani naol tonowen, to tinig moghon. Ve mbeb ite paam ighamgham pataŋani payou. Pasa, sawa isob, you naghamgham ŋgar naol pa lupuuŋ tisob to Krisi, ve lolog imbumbu padi. 
2CO.11.29	Ighaze tamtoghon eta ghurla toni iyaryaaŋ maau, nene igham ghou nayamaan taug naghaze tapirig isob. Ve ighaze tiweu toit eta ve igham sosor, nene igham ghou ateg yabyab kat.
2CO.11.30	Ighaze ŋgar tiam iyaryaaŋ aghaze napait taug, nene poia. You pale nataghon ŋgar tiam. Eemoghon sawa to napait ghou, you pale nasavia mbeb pida to tipatooŋ ghou tighaze you tapirig imbool. 
2CO.11.31	Tiina toit Yesu Krisi Tama Maaron, iit irau tapait iza irau sawa isob. Ye iwatag: Saveeŋ tiou tonene, kaarom maau. Onoon moghon. 
2CO.11.32	Sawa to naneep izi ndug tiina Damaskus, gavana to kinik Aretas ighuri inim ŋginiiŋ pa ndug tonowen, ye ighur ndaaba pida pa tiŋgin ataam to ndug, leso tikis ghou. 
2CO.11.33	Eemoghon nditag pida tizeev ghou nala nakaral tiina lolo, ve tigham ghou nila pa marai saambu to ineep ila didiiŋ tiina to ndug dige, ve titug ghou nazi nala. Tauto ye ikis ghou maau, ve naghau nala. 
2CO.12.1	Onoon, you naghita naghaze ŋgar to tapait tauud izaad, nene iuul ghiit maau. Eemoghon leg ataam ite paam maau pasa, yam lolomim pa ŋgar tovene. Tauto you pale naseeŋ saveeŋ tiou, ve nasavia mbeb pida to Tiina toit Yesu ivotia di payou ila tandagiiŋ. 
2CO.12.2	You nawatag ŋgeu eez to Krisi. Ndaman saaŋgul ve paaŋ to ila wa, Maaron iiti iza ila sambam to sala le sala kat. 
2CO.12.3+2CO.12.4	Tovenen ŋgeu tonenen, Maaron iiti iza ila ndug toni to paghuna le paghuna kat. Ve nasaav muul. Nawatag maau. Ŋgeu tonenen tau iza ila ve ighita pa mata, ma itandag moghon? Maaron moghon to iwatag. Sawa to ineep tonowe, ye ilooŋ saveeŋ to mbeb pida. Mbeb tonowen, ighaze tatoova pa tasavia di, nene pale taraua maau. Pasa, saveeŋ eta irau ivotia mbeb tonowen tighazooŋ maau. Ve mbeb ite. Mbeb tonowen, ledi ŋgalsekiiŋ. Tamtoghon eta to taan irau ivotia di maau. 
2CO.12.5	Ŋgeu to mbeb tonowen ivot pani, you irau napaiti. Eemoghon irau napait taug maau. You naghaze nasavia mbeb pida to tipatooŋ ghou tighaze tapirig imbool. Mbeb tonene moghon to napait ghou padi. 
2CO.12.6	Tovenen you lolog pa napait taug maau. Eemoghon ighaze nagham tovene, nene pale nagham ŋgar to borouŋa maau. Pasa, saveeŋ to nasavia pa napait taug, nene onoon. Eemoghon lolog pa ŋgar tovene maau. Pasa, lolog pa tamtoghon tipait izag sorok malep. Naghaze tighita ŋgar to naghami ne, ve tilooŋ saveeŋ tiou. Ve ighaze tighita gabuag ve tipait ghou, nene poia.
2CO.12.7	Maaron ivotia mbeb popoia katindi payou. Eemoghon ye lolo pa napait taug pa ŋgar to igham payou ne malep. Tauto ipul Sadan iwaghamun ghou pa pataŋani eez to tinig. Pataŋani to ighamgham ghou, nene inimale mbaŋooŋa to Sadan. Iŋgalŋgal ghou inimale waar mata mata, leso napait taug kat sob. 
2CO.12.8	Pataŋani tonene, you naghason Tiina toit pae tol naghaze ipaghaua ighau payou. 
2CO.12.9	Eemoghon ye isaav payou ighaze: “Maau. Poia tiou to izaza tiom, nene iraua. Ukaal sa mbeb muul? Yes to tapiridi imbool, nene you irau napatooŋ tapirig ivot ighazooŋ kat ila todi.” Tovenen ighaze tapirig imbool, nene tinig iza, ve napakur ghou. Pasa, sawa to taug tapirig imbool, nene Krisi tapiri tiina ineep tiou. 
2CO.12.10	Tovenen ighaze tapirig imbool, ve tamtoghon tipamayaŋin ghou, ve tigham samin ghou, ve tighur pataŋani payou, nene lolog poia. Pasa, sawa to tapirig imbool, Krisi ipapalot ghou pa tau tapiri. Tauto nayoon ariaŋa. 
2CO.12.11	Wais, yam Korin agham ghou nasavia saveeŋ to borouŋa wa. Inimale yam apait ghou pa uraat tiou, tone poia. Eemoghon yam agham tovene maau. Onoon, you ŋgeu sorok. Eemoghon yes mbaŋooŋa to yam aghita di aghaze izadi tintina, yeiŋa raratemai. Sa ŋgar to yes tighami, nene you naghami paam. 
2CO.12.12	Ŋgar ve uraat to naghami ila lolomim, nene ipatooŋ ghou ighaze you mbaŋooŋa tau to Krisi. Pasa, nayoon ariaŋa pa badooŋ pataŋani, ve Maaron ipalot ghou ve nagham mbeb gharatooŋadi ve uraat tintina tivotvot. Tauto ipatooŋ ghou ighaze ye ineep toman ghou pa uraat tiou. 
2CO.12.13	Laak, you nagham sa sosor payam? Ŋgar ee moghon to nagham payam, to ite ris pa ŋgar to nagham pa lupuuŋ pida to Krisi. Nene nayok pa agham leg atia maau. Nagham tovene pasa, lolog pa nagham pataŋani payam maau. Ighaze yam aghita aghaze ŋgar tiou tonenen deŋia maau, ghoro apul sosor tiou! 
2CO.12.14	You naŋgig gham pae ru wa. Ve aazne, matag iŋgal naghaze nalat naghita gham muul inim pae tol. Ve irau nagham pataŋani eta payam maau. Pasa, lolog pa nagham mbeb tiam maau. You nagham ŋgar pa yam taumim. Naghaze lolomim inim tiou, ghoro poia. Aghita. Ndipain tindou mbeb pa tiuul nditamandi ve nditinandi? Maau. Yes tineep ila nditamandi ve nditinandi nimadi. 
2CO.12.15	Tovenen ighaze you narei taug toman mbeb tiou pa nauul gham, nene lolog poia moghon. Ma vena? Ŋgar tiou to lolog payam kat, tauto igham gham lolomim payou kat maau ne? 
2CO.12.16	Tovenen you lolog pa nagham pataŋani payam maau. Tauto nayok pa agham leg atia maau. Yo, saveeŋ tonene imuul sualen. Tala kat sob.
2CO.12.16	You nawatag: Ndiran pida to tineep toman gham, tiŋgal saveeŋ payou tighaze: “Ŋgeu tonowen, ye iraua kat pa kaarom. Onoon, ye iyok pa tagham le atia maau. Eemoghon inim itombaan ghiit, ve iyou yaam to taŋgooga pa ulaaŋ ne, ve ighami inim le!” 
2CO.12.17	Saveeŋ todi tonowen, you nakankaan pani. Yes to nambaaŋ di tilat tiam, todi eta inim ataam payou pa natombaan gham ve nayau mbeb tiam? Maau. 
2CO.12.18	Onoon, you to napalot Titus naghaze ilat. Ve nambaaŋ toŋvetaz toit ite ilat tomani. Vena, Titus itombaan gham ve iyou mbeb tiam? Yam awatag: Ye irau igham ŋgar tovene maau. Ve yeru Titus, ŋgar tiei ve gabuamai raraate. 
2CO.12.19	Vena, yam aghaze saveeŋ to nimbooda ila rau tonene, nene pa nipoon taumai? Maau. Yei nisavia saveeŋ tonene ila Maaron mata itaghon Krisi ŋgar toni. Pasa, yei nineep ila to Krisi. Yam toŋvetaz, lolomai payam kat. Tovenen ŋgar isob to nighami ne, nene pa iuul gham ve ipalot gham. 
2CO.12.20	Eemoghon you namatughez: Sawa to ighaze nalat, pale naghita ŋgar tiam le irau lolog maau. Ve ighaze tovene, nene pale nayaan gham, ve nagham ŋgar to irau lolomim maau. Pasa, matag iŋgal naghaze sawa to nalat, you pale naghita gham aghamgham ŋgar samsamia naol tovene: Awazoran gham, ve avalag gham aneep lemim lemim, ve ŋgar tiam iyaryaaŋ aghaze atatan nditamim ve agham di titaghon ŋgar tiam moghon. Ve atemim yabyab, agham ŋgar pa taumim moghon, aŋgalŋgal saveeŋ pa nditamim, anin avomim padi, apapait taumim izamim, ve aghamgham ŋgar samsamia pida paam to tireureu lupuuŋ tiam. 
2CO.12.21	Ve namatughez pa mbeb ite paam: Ighaze namuul nalat, ve naghita gham agharaat taumim sone, nene pale Maaron ipamayaŋin ghou ila matamim. Ghoro lolog ipataŋan ve nataŋ pa ival tiina to tigham sosor, ve titoor ŋgar todi sone. Nene nasavia yes to ŋgar todi iŋgalaaŋ maau, ve matadi samia tinimale ŋgavuun, ve tila pa naghodi moghon ve tighamgham ŋgar samsamia naol. 
2CO.13.1	You nalat naghita gham pae ru wa. Ve aazne, naghaze nagham laghooŋ tiou ite muul inim tol. Leso nawatag katin ŋgar tiam. Pasa, Maaron aliŋa isaav tovene:
2CO.13.2	Sawa to nalat naneep toman gham inim pae ru, you nasaav ariaŋa payam naghaze apatum gham pa ŋgar to aghamghami. Ve aazne, naneep mala, ve nasaav muul. Ighaze namuul nalat, ve naghita yes to muuŋ tigham sosor titoor ŋgar todi sone, nene irau naghurghur di maau. Pale naghur pataŋani padi. Ve yes moghon maau. Tamtoghon pida to aazne tighamgham sosor ne paam, irau naghurghur di maau. 
2CO.13.3	Aazne, ŋgar tiam iyaryaaŋ aghaze le aghita mbeb eta inim ghilalooŋ payam. Leso awatag aghaze you navotia Krisi aliŋa payam. Tovenen yam pale aghita. Eemoghon Krisi tapiri ineep saguan payam maau. Ye ighamgham uraat ila lolomim toman tapiri tiina. Ve yam aghilaala maau. 
2CO.13.4	Onoon, sawa to Krisi imaat izala ai pambarooŋ, tamtoghon tighita tighaze ye le tapiri maau. Eemoghon Maaron tapiri ipamundigini pa mateeŋ, ve aazne ye ineep mata iyaryaar. Yei tovene paam. Tapirimai imbool. Eemoghon nineep ila to Krisi, tauto Maaron tapiri ipapalot ghei pa uraat tiei, leso niuul gham. 
2CO.13.5	Aŋgabiiz poian taumim: Ŋgar to aghamghami ne, ipatooŋ gham ighaze yam aghur ila, ma maau? Ve yam irau aghilaal aghaze Krisi ineep ila lolomim, ma maau? Anumeer taumim sorok malep. Pa vene, aghur ila maau ma venen. 
2CO.13.6	Ve yei nighur ila tovene: Ighaze aŋgabiiz ghei, nene pale aghilaal ghei aghaze yei mbaŋooŋa tau to Krisi. 
2CO.13.7	Yei nighason Maaron pa ipalot gham, leso agham ŋgar samia muul sob. Pasa, nighaze le ŋgar tiam isob deŋia ila ye mata. Ve ighaze tamtoghon tiŋgabiiz ghei tighaze yei mbaŋooŋa tau to Krisi, ma tighaze yei nigham kaarom pa uraat tiei, nene mbeb sorok. Eemoghon yam irau ataghon katin ŋgar deŋia, ghoro agham ghei lolomai poia. 
2CO.13.8	Pasa, yei irau nizoor saveeŋ onoon maau. Yei nineep pa nipariaaŋa. 
2CO.13.9	Tovenen ighaze tamtoghon tighita ghei tighaze tapirimai imbool, nene poia. Eemoghon nighaze yam ayoon ariaŋa pa ghurla tiam, ghoro lolomai poia. Tauto sawa isob, nighurghur gham ila suŋuuŋ tiei, ve nighason Maaron pa igham uraat payam le ŋgar tiam isob deŋia moghon ila mata.
2CO.13.10	Saveeŋ tonene, aazne naneep saguan ve nambooda ilat tiam. Pasa, lolog pa nalat ve nagham saveeŋ ariaŋa payam maau. Onoon, Tiina toit ighur gham ila sambag. Eemoghon ye lolo pa nawaghamun tamtoghon malep. Ye ighur ghou pa uraat tonene, leso napalot tamtoghon, ve ghurla todi ivot inim tiina ve iyaryaaŋ. 
2CO.13.11	Yam toŋvetaz, naghaze napasob saveeŋ tiou. Yam asob alooŋ saveeŋ palotiiŋ tiou tonene, ve lolomim poia, agharaat ŋgar tiam, alup lolomim inim ee moghon, ve ataghon ŋgar luuma. Leso Maaron to lolo ineep toit, ve igham ghiit taneep poia toman lolood luuma, ineep toman gham. 
2CO.13.12	Tovenen lolomim poia pa taumim, ve awakisin nimamim 
2CO.13.13	Maaron tamtoghon toni to tineep sualen, tigham ndag poia todi ilat.
2CO.13.14	Poia to Tiina toit Yesu Krisi iza to yam asob, ve ŋgar to Tamaan Maaron to lolo ineep toit ne ineep toman gham, ve Avuvu Patabuaŋ ilup gham anim ee moghon. Onoon.
GAL.1.1	You Paulus, mbaŋooŋa to Yesu Krisi, to nambood rau tonene. Uraat to naghamghami ne, tamtoghon eta ighur ghou pani maau, ve lupuuŋ eta to taan tighur ghou pani maau. Maau kat. Yesu Krisi ve Tama Maaron to ipamundigini pa mateeŋ, yesuru to tighur ghou pa uraat tonene. 
GAL.1.2	Toŋvetaz tisob to Krisi to tineep toman ghou ne, yeiŋa nimbood rau tonene ilat to yam tamtoghon to aneep ila lupuuŋ to Krisi irau taan suruvu to Galesia. 
GAL.1.3	Poia to Tamaan Maaron ve Tiina toit Yesu Krisi iza tiam, ve tiŋgin gham aneep pooi toman lolomim luuma. Onoon. 
GAL.1.4	Krisi iyokia tau ve imaat itaghon Tamaan Maaron lolo, leso ireu sosor toit, ve ipas ghiit tavot pa samia tapiri to aazne ineep irau taan. 
GAL.1.5	Tovenen tapait Maaron iza pa tapiri ve poia toni to aazne, ve itaghoni taghoni gha ila. Onoon.
