MAT.1.1	Gëtabu ga mwango wamwa Yesu Kiristo, mwana wamwa Daudi, mwana wamwa Iburahamu. 
1TH.5.19	Mutamurimye Mwahu Mweru, 
1TH.5.20	mutahoriee gëdaghu. 
1TH.5.21	Hunguhëi mu intu: rëkwatëëri rasëë në ija, 
1TH.5.22	na ineghi na mu rasëë në ivë.
1TH.5.23	Muungu wa majëghana mweeso mughonjo amwerye nyee mwë woong'e. Nkhoo yanyu nanë mëoyo anyu, nanë mëërë anyu mughojwe ëse mukhondekekie na mutina ihondo faka itungo nëujie Müküü witu Yesu Kiristo. 
1TH.5.24	Mweeso në ugumutaana nyenye në muhuvëi, na mweeso winjë utenda uyi.
1TH.5.25	Vaunaanë, gurombei na sese,
1TH.5.26	Varamuchi vaunaitu voong'e gwa uyanjo wa gënyandughu.
1TH.5.27	Ngumurafëya kunë Müküü mwino keeti ëyëë isomwe gwa aruna vitu voong'e.
1TH.5.28	Mboto a Müküü witu Yesu Kiristo ëtendeke itambëëmwe na nyenye.
2TH.1.1	Nene Faulo, Silivano nanë Timoteo guumwandëkëa nyenye Kanisa ra uTesalonike, nyenye në mwë antu vakwe Muungu Tata witu na wa Müküü Yesu Kiristo:
2TH.1.2	Mboto itendeke kunë nyee na majëghana ufuma kunë Muungu Tata na Müküü Yesu Kiristo.
2TH.1.3	Vaunaanë, igunoneye umurumba Muungu matiku oong'e gusoko anyu. Igunoneye kunë see utenda uvii gusoko uhuvëi wanyu ugüküra ino na giyanja kunë nyenye gugiongeeya ino. 
2TH.1.4	Gwa uvii sese aghonjo gugikumajua gusoko anyu mung'ë a makanisa a Muungu, gusoko a ukhamu wanyu nanë uhuvëi mu makhasëko anyu oong'e nanë mung'ë a malwe në nyenye muyaghiimëye.
2TH.1.5	Uruu nëusudanga wa uramui wa Muungu wa tutë, mwino nyenye mudahe utendeka munoneye mu utemi wa Muungu unë gusoko ësëë nyenye mukhasëka. 
2TH.1.6	Gusoko në tutë Muungu ugoona inoneye uvarëfa makhasëko avoo nëvëumukhasya nyenye, 
2TH.1.7	na umufa ituëyo nyenye nëmuukhasëkaa, nanë sesenoo. Ugurëtenda intu rasëë itungo në Müküü ikwë wadwëëra ufuma girunde itambëëmwe na malaëka në vina udaho wakwe, 
2TH.1.8	na ndëmë ya moto, uvarëfyaa makundo gwa uvakuurya vasaa nëvëumuhitaa Muungu na vasaa nëvëtiumëhongaa Sayu Njija a Müküü witu Yesu. 
2TH.1.9	Iküü riwa rawe rëutendeka iruvangwa ra khae na khae na ubaghuwa ufuma usyu wa Müküü nanë üküü wa nguu yakwe, 
2TH.1.10	Itungo në ikwë mweeso waja itiku rasëë ukuriwa na antu vakwe në veru, nanë utakwa na voong'e nëvahuvëe, gusoko usudanga witu kunë nyee arë wauhuvëwa.
2TH.1.11	Gwa mpeo ëyëë sese gumurombea nyenye matiku oong'e gusoko Muungu witu amuvarëye mwino munoneye ietaanwa ranyu, utenda ayoo në maja nëmuyafenja nanë mwëëmo wanyu uhuvëi ukhondeke gwa udaho wakwe. 
2TH.1.12	Gusoko uvii rina ra Müküü witu Yesu rëuhanga iküryo ufuma kunë nyenye nyeenoo muuhanga iküryo ufuma kunë mweeso gwa mboto a Muungu witu na a Müküü Yesu Kiristo.
2TH.2.1	Itungwee ukhani wa uja kunë Müküü witu Yesu Kiristo na uhaangwëëywa kunë see na utang'ana na mweeso, vaunaanë, sese guumuromba ino 
2TH.2.2	mutahingihuke ruvë mu ihaa na mbesa umutenda mwoghofe, mbesa gwa nkhoo mba gwa ukhani, mba gwa keeti nëëgughemwa ruvë ifumie kunë sese, na ughema mwino itiku ra Müküü raghea. 
2TH.2.3	Mutayanjee ukhongwa na muntu mbanduvë gwa njëa mba ëmwe. Gusoko itiku rasëë rëtiijie faka tanju uruvëki në üküü udwëëre na muntu nëatikwatëra seria adwëëre, na mwana wa uyaghao. 
2TH.2.4	Mweeso müfëngi na gihumbua gunto a mu gëntu nëgëëtanwa muungu na gëntu gaukuriwa. Na mbesa mweeso ugikhaa gitumbë mung'ë a hekalu ra Muungu, na ugitanantya mughonjo mwino Muungu.
2TH.2.5	Wurë, mutikümbükiwe mwino ngamwëëra ayaa oong'e itungo nënaa nëitambëëmwe nanyeena? 
2TH.2.6	Gweeso guna intu nërëughëëya itungwee, nyeenoo murëmanyie. Uvii, mweeso ugudwëëra itungo rakwe nërënoneye. 
2TH.2.7	Mbesa uvii, gëmpëhe ga uyaghaa nëgëfihekie gëutenda mwëmo itungwee, gweeso atiudwëëra faka wasuu nëugumughëëyaa aheiywe. 
2TH.2.8	Faafo unë mwana wa uyaghao ujie ukunukuwa, gweeso Müküü Yesu nëujie ügümüüragha gwa mwahu wa mwoomo wakwe na umuruvanga gwa udwëëra na uja kunë mweeso. 
2TH.2.9	Mwana wa uyaghao ujie, na udaho woong'e wamwa Setani na utenda matako na maküra a weegheeghe, 
2TH.2.10	na itambëëmwe na mantu oong'e në mavë na weegheeghe gwa vasaa nëvëëuyaghaa. Vasaa vahitie umëyanja tutë na uvii vëdahe utyowewa. 
2TH.2.11	Gwa uvii Muungu wavëtee nguu ya uyaghai, na vatenda veeso vehuvëe në a weegheeghe. 
2TH.2.12	Gusoko voong'e vëdahe uramwuwa unë vinahuvëa tutë ëgweeso arë vëgiyanjisya gwa mantu nëti atutë.
2TH.2.13	Igunoneye ümürümba Muungu matiku oong'e gusoko anyu, nyenye vaunaanë, nyenye nëmwaanjëtwe na Müküü, gusoko Muungu wamuhwaaniye ufuma mwandyo mudahe utyowa gwa nguu ya Mwahu, mutendwe antu vakwe nëveru gwa uhuvëi wanyu mütutë. 
2TH.2.14	Gwa ërëë wamutaanie gwa njëa a sayu itu në njija, gusoko nyenye mudahe uhanga üküü wa Müküü witu Yesu Kiristo. 
2TH.2.15	Uvii, vaunaanë, ëmëki vija na yakwateeri masëyo a va kükü unë nyenye mwasëiywe na sese, mbesa gwa ukhani wa moomo mba gwa keeti.
2TH.2.16	Itungwee Müküü witu Yesu Kiristo mughonjo na Muungu Tata witu nëwaguyanjie sese na agagufa ufefeheeyi wa khae na khae na ighonje në ija ukëërëa mboto, 
2TH.2.17	aifefeheeye nkhoo yanyu na uyikhamya mung'ë a mu mwëëmo në uja na ukhani.
2TH.3.1	Mpeo ayo, aruna ane, rombi gusoko itu, uvii ukhani wa Müküü udahe ufwaghëëra ruvë na uhume, mwino watendekie mukhatë anyu, 
2TH.3.2	na uvii sese gudahe utyowa ufuma guuvë na antu në avë; gusoko ti voong'e nëvëkweti uhuvëi.
2TH.3.3	Gweeso Müküü në wauhuvëwa, mweeso ugumukhamya nyenye na umughoja nyenye ufuma murughu uyoo. 
2TH.3.4	Na sese gwina uhuvëi mung'ë a Müküü kunë nyenye, mwino nyenye mutendaa na mwinjë utenda mantu në sese gumuraghëëya.
2TH.3.5	Müküü ayitongeere nkhoo yanyu gwa uyanjo wa raingu na ughimu wama Kiristo.
2TH.3.6	Itungwee sese gumuraghëëya nyenye, aruna ane, gwa rina ra Müküü witu Yesu Kiristo ineghi na munyandughu woong'e nëuguduvaa gwa utoto na atihongete ntende ya va kükü në nyenye mwayigheyifie ufuma kunë sese. 
2TH.3.7	Nyenye aghonjo mumanyie mwino imunoneye uhonga nyinkhori itu. Sese nënaa gwëë kunë nyee naa guti atoto, 
2TH.3.8	gwina lia ilëwa kunë muntu mbaumwë ndende. Gugatenda mwëmo gwa ujindama na makhasëko mümwe nanë utiku soko gureke utendeka mürigho gwa muntu mbanduvë mukhatë anyu. 
2TH.3.9	Gugatenda uvii ti gusoko gutinoneye ufenja waarëyi wanyu ëgweeso guufenja nyenye mwikhwanëye mwenendo witu. 
2TH.3.10	Nënaa gwiitambëëmwe nanyee naa gugamuraghëëya: “Gëkaku muntu nëuguhitaa utenda mwëmo atalee malëwa.”
2TH.3.11	Gusoko sese gwategheeye mwino vërëfo mukhatë anyu në atoto na në nëvëtiutendaa intu mbandavë, ëgweesogwayo vëunyomeka mu mantu a antu vangëja. 
2TH.3.12	Gwa rina ra Müküü witu Yesu Kiristo guvaraghëëya na uvakenea antu vasaa vëtende vina uduvi në uja na utenda mwëmo na uhanga nëvëuyafenja mu uduvi wawe.
2TH.3.13	Gweeso nyenye vaunaanë, mutakhatee utenda në maja. 
2TH.3.14	Fangëja kuuko urëfo muntu nëatiumëkwatëëra sayu ëyëë nëgumweetea mu keeti ëyëë. Nësa në uvii, mudwëëyi muntu wasuu naa tajee mutendee mwina ukhuvëi mbanduvë na mweeso adahe goona mënyaa. 
2TH.3.15	Gweeso mutamutendëe muntu wasuu mwino murughu, ëgweeso mukerei mwino munyandughu.
2TH.3.16	Itungwee Müküü wa majëghana mughonjo amufe majëghana matungo oong'o mu njëa yoong'e. Müküü atendeke itambëëmwe na nyee nyoong'e.
2TH.3.17	Nene, Faulo, ngwandëka gwa mukhono wanë mughonjo iramucho ërëë. Uvii vëgamanyëka mung'ë agwandëka keeti yane yoong'e.
2TH.3.18	Mboto ya Müküü witu Yesu Kiristo ëtendeke itambëëmwe na nyee nyoong'e.
1TI.1.1	Faulo, mutumwa wamwa Kiristo Yesu gwa iraghëëyo ra Muungu Mutyoi witu nanë Kiristo Yesu unë ighonje ritu.
1TI.1.2	Kunë Timoteo, në mwanane wa tütë mung'ë a uhuvëi.
1TI.1.2	Mboto, gëhë, nanë majëghana ufuma kunë Muungu Tata nanë Kiristo Yesu Müküü witu.
1TI.1.3	Mwino naa ngaguraghëëya veve itungo nënaa nene nina muhënjo wa gwenda u mukoa wa uMakedonia, veve igunoneye usaghe u muji në üküü wa Efeso. Nene ngufenja veve udahe uvaraghëëya antu vëgëtunga fafo vëkhondye usëya masëyo a uregheeghe. 
1TI.1.4	Veve igunoneye uvakhanëe antu avaa vëkhondye uyaghaya matungo awe uhuma mahumo nanë uhangwëya mukhova urifu wa vaa kükü, unë ëguvatëndaa antu vikungume muntu na muntu muuyakwe. Mahumo ayaa nanë mukhova në urifu wa vaa kükü ugumughëëya Muungu ëkëutënda mwëmo wakwe, wa uvatyoa antu gwa uhuvëi. 
1TI.1.5	Soko a iraghëëyo ërëi rëuvasacha ahuvëi viyanje veeso gwa veeso gwa uyanjo nëufumie u nkhoo në njija nanë uhuvëi wa tutë. 
1TI.1.6	Asëyi avoo vauregheghe vadahie uyaghaa ufuma mu masëyo ayaa na vendie giingëya aghonjo mu murighëtyo wa gëfutu. 
1TI.1.7	Veeso vëufenja usëya seria a Muungu, ëgweeso veeso vëtimëmanyie mbesa asaa në veeso vëuyarighëëtya mba mantu në veeso vëuyasusutëya.
1TI.1.8	Sese gumanyie mwino seria në njija, nësa muntu woong'e ugumëtumëa vija. 
1TI.1.9	Sese gumanyie, mwino chu seria iyii inafunywaa gwa antu nëvëumuyanjisya Muungu ëgweeso gwa antu nëvëtikwatëëre seria nanë anya gëdida. Kangë seria ëyëë afunyinywe gwa antu nëvëtiumukuryaa Muungu nanë anya mahutye, gwa antu nëtiveru nanë antu nëvëmuhwëtë Muungu, gwa antu nëvëuvauraghaa va ihe nanë avoo nëvëuvauraghaa va nyinya, nanë gwa antu nëvëuvauraghaa antu gëkaku. 
1TI.1.10	Gunto a avaa, seria afunyiywe gwa antu në avaya, gwa aghosya nëvëgilehadaa na aghosya vauya, antu nëvëuurinjaa antu vauya, vëegheeghe, antu nëvëusudangëa uregheeghe nanë antu nëvëutëndaa gëntu gëkaku në gëhiya na masëyo nëënoneye na aGekiristo. 
1TI.1.11	Gwa uhonga na Sayu Njija nëëfumie gwa üküü wa Muungu unë antu vëumukutaa, gwa ëyëë Muungu wamëmpee nene nëmëtanantye.
1TI.1.12	Nene ngumurumba Kiristo Yesu Müküü witu, unë wankhomiye nene gusoko a utenda mwëmo wane, gusoko mweeso wanyune nene nëmuhuvëi na agang'wania nene gwa utumami wakwe. 
1TI.1.13	Uvii, mbesa uvii nene kheengë naa ngumujumaa mweeso nanë umukhasya mweeso nanë umutuka mweeso. Ëgweeso mweeso wantendie në muja kunë nene gusoko naa natëndie vii gusoko naa nëmufutu na naantihuvëe. 
1TI.1.14	Na Müküü witu wankununtëe mboto nyingë nanguu, itambëëmwe na uhuvëi nanë uyanjo nëëmung'ë amwa Kiristo Yesu. 
1TI.1.15	Murighëëtyo urui në wa tutë na uvii unoneye ughenyifwa na uwuhuvëa, mwino Kiristo Yesu wajie mu urëmi uvatyoa anya mahutye. Na nene në munya mahutye wa mwandyo ukëra voong'e. 
1TI.1.16	Ëgweeso gusoko nene naa në muhutii ukëra voong'e Muungu agaraghëëra gëhe gakwe kunë nene. Kiristo Yesu agaraghëëra ughimu wakwe kunë nene ëtëndeke nyinkhori gwa avoo unë vëjie umuhuvëa mweeso na uhanga ufanga wa khae na khae. 
1TI.1.17	Kunë Mutëmi wa khae na khae, në atiukuyaa, në atidwëëre, Muungu umwedu, ëtëndeke ukumu nanë ikuryo khae na khae. Amini.
1TI.1.18	Iraghëëyo ërëi nene ngugufa veve, Timoteo, mwanane, gwa uhonga na nkhani ya anyagëdaghu, nëigughokee vee, mwino veeso vayiehere veve udahe gihoma urughu në uja. 
1TI.1.19	Kwatëëralii uhuvëi na utënda wina urekanui në uja mukhatë a nëënoneye na në itinoneye. Gwa ujughuta urekanui mukhatë a nëënoneye nanë ëtinoneye antu vëgëtunga varekie uhuvëi wawe. 
1TI.1.20	Mukhatë a vasaa unë Himenayo nanë Alekisanda, unë namufee Setani gusoko veeso vëdahe gisëya ukhondya ujumana.
1TI.2.1	Uvii, mwandyo wa oong'e nene ngufenja marombi a ginenera, marombi, marombi a urombea antu vangëja nanë ufunya asi ëtëndeke gwa antu voong'e. 
1TI.2.2	Nyenye inoneye murombe gusoko a atëmi nanë antu voong'e nëvina udaho mu wibali, gusoko gudahe uduva uduvi wa majëghana na ufoo. Uduvi nëughokie usonge a Muungu na wa ikuryo gwa njëa yoong'e. 
1TI.2.3	Ërëi në rija, na rauyanjisya usonge a Muungu Mutyoi witu, 
1TI.2.4	unë ugufenja antu voong'e vëtyowe na ufikëa umanyi wa tutë. 
1TI.2.5	Gusoko gwina Muungu umwedu, na gwina muntu umwedu në wë mukhatëkhatë mukhatë a Muungu na antu, muntu usuu në Kiristo Yesu. 
1TI.2.6	Mweeso wifunyiye mughonjo mwino mukhomoi gusoko a antu voong'e, usudanga në wafunyiywe gwa itungo nërënoneye. 
1TI.2.7	Gusoko ëyëë Muungu wang'waniye nene në mutanantii nanë mutumwa (nene ngurighëëtya tutë, ntiuregheegha), musëyi wa antu va ndughu ingëja mu uhuvëi nanë tutë.
1TI.2.8	Nene nguromba gwa ginyumpya mwino goong'e fana aghosya vëutang'ana gwa umuromba Muungu, veeso inoneye vërombe kunu sa vëhumbue mëkhono awe gunto na vëtatëndeke sa vina makuo munkhoo yawe mba wikungumi wa nkhani itambëëmwe na antu vangëja. 
1TI.2.9	Nene noo nguhunukwa mwino goong'e fana ikuryo rëutendeka akhema vërie gwa njëa në ënoneye, sa vërie masaa në ëmomo na sa ti a ughuri üküü. Veeso vitafisighe
1TI.2.10	Ëgweeso, veeso inoneye vitende aghonjo aja gwa utënda ntendo në njija gusoko a antu vangëja, mwino akhema në vënoneye në vëumukuryaa Muungu. 
1TI.2.11	Mukhema në isëye gwa gënkie itambëëmwe na winyumpii woong'e. 
1TI.2.12	Nene ntiumurekea mukhema iyoma ra usëya mba utënda wina udaho gunto a mughosya: mweeso në akire twë. 
1TI.2.13	Gusoko Muungu wamutundie Adamu mwandyo, na uvii kang'ë agamutunda Eva. 
1TI.2.14	Gunto a asaa, naa ti Adamu unë njokha endie umukhonga. Ëgweeso në mukhema unë agenda ukhongwa na agatendeka muhutii. 
1TI.2.15	Kë Muungu winjë umutyoa mukhema ukëërëa ifafa ra vana, nesa mweeso ugufwaghëëra mu uhuvëi kunë Kiristo. Na mweeso afwaghëëre uvayanja antu vangëja na utendeka wina uduvi në utina ihondo.
1TI.3.1	Murighëëtyo urui wa tutë: Nësa muntu woong'e uhunukiwe mwëmo wa uaskofu, mweeso uhunukiwe mwëmo wa ikuryo iküü. 
1TI.3.2	Askofu
1TI.3.3	Mweeso imunoneye atatendeke mughai, mba nëuguhangwa makuo ruvi. Mweeso ugufenjiwa atënde mughimu, usonge a antu vangëja, ti muntu nëuyanjëtë wikhuvi, na atatende muntu nëuyanjëte hela. 
1TI.3.4	Mweeso imunoneye atënde wina udaho wa gibala antu va ukhaakwe mughonjo, uvii uvasacha anakwe vëtende vina winyumpii nanë ikuryo gwa njëa yoong'e. 
1TI.3.5	Muntu unë atimanyie gibala antu va ukhakwe mughonjo tutë atiumanya urëghondanëya kanisa ra Muungu. 
1TI.3.6	Mweeso atatende muntu nëwamuhuvëe Yesu fifë, mba mweeso nkhoo akwe ëtaje gijuwa na gëdida na udaha uramuiywa mwino Ibilisi uguramuiywa. 
1TI.3.7	Gunto a asaa antu nëvëmuhuvëe Yesu vinjë umughema mweeso vija, mba mweeso udahëte mung'ë a antu nëvëtimuhuvëe Yesu vëtinjë urighëëtya në mavë na ukwatiwa na mutegho wamwa Ibilisi.
1TI.3.8	Viuyi viuyi masemasi
1TI.3.9	Veeso inoneye vëkwatëre gëmpihe ga uhuvëi itambëëmwe na nkhoo në njija. 
1TI.3.10	Nëvëfimwee noo tanju; uvii nësa veeso varaghëëra aghonjo mwino vëtikweti ihondwe veeso nëvërekewe vëtumame mwino masemasi. 
1TI.3.11	Viuyi viuyi masemasi në akhema inoneye vëtënde antu në va ikuryo, vëtatënde antu në va meomo ëvëë, ëgweeso nëvëmomo, ahuvëi mung'ë a mantu oong'ë. 
1TI.3.12	Reki masemasi në akhema vëtënde ahuvëi gwa mughosya umwedu na reki veeso vibale anaawe na antu va ukhaao vija. 
1TI.3.13	Gwa avoo unë vëutumama mwino masemasi vëuhangaa ikuryo rikuu kunë veeso aghonjo, na noo veeso vëudaha urighëëtya gwa nguu nëëghokee mwino veeso vëmuhuvëe Kiristo Yesu.
1TI.3.14	Nene ngufenja uja kunë veve ruvi. Ëgweeso nene ngugwandëkëa maraghëëyo ayaa gusoko, 
1TI.3.15	nësa nene ngutinyiywa, udahe umanya wurë muntu unoneye üdüva mung'ë a antu va Muungu, unë kanisa ra Muungu nëuduvie khae na khae. Kanisa ërëi unë vifandwa na musingi wa umëkwatëra tutë. 
1TI.3.16	Gwa nguu nküü, sese gukumwua, në gëmpihë ga uhuvëi witu:
1TI.3.16	“Mweeso [Kiristo] agadwëëra mwino muntu,
1TI.3.16	Mwahu agamuraghëëra mweeso,
1TI.3.16	va malaëka vamughune mweeso,
1TI.3.16	antu vamutanantiye mweeso mukhatë avoo
1TI.3.16	unë vëtimuhuvëe Muungu,
1TI.3.16	antu voong'e va mu urëmi vëgamuhuvëa mweeso,
1TI.3.16	Muungu agamuhora mweeso gunto girunde.”
1TI.4.1	Itungwee Mwahu Mweru ugurighëëtya daaji mwino matiku a umpeo antu vangëja vëjie ureka uhuvëi. Veeso vëjie uhonga nkhoo ya uregheeghe na masëyo nëëgwetwa na vinyonyinyonyi. 
1TI.4.2	Anyalakuno va ureegheeghe unë samiri yawe yakuree, gënya mwino yarighiwe moto. 
1TI.4.3	Antu avaa vëuvaghëëya antu vëkeuroghoa na uvaghëëya antu vekeula malëwa angëja angëja unë Muungu wayatundie ëdahe ughenyifwa itambëëmwe na ufunya asi gwa avoo në vëhuvëe na umanya tutë. 
1TI.4.4	Gusoko mu gëntu në Muungu wagëtundie në gëja. Na gutie gëntu nëginjëujughutwa nësa antu vinjë ugëghenyifa gwa ufunya asi. 
1TI.4.5	Gusoko malëwa ëguforiwaa gwa ukhani wa Muungu na marombi.
1TI.4.6	Veve ugutenda u mutumami muja wamwa Kiristo Yesu, nësa ugufwaghëëra uvakumbukëya auna vako masëyo ayaa. Utarekee gëlësya veve mughonjo gwa nkhani ya sayu a Gëkiristo na masëyo a tutë në veve wayahongie. 
1TI.4.7	Rekanuka na mantu nëmavaya nanë mahumo a gëfutu. Veve isëye mughonjo uduva uduvi nëuguraghëëra ikuryo kunë Muungu. 
1TI.4.8	Uusëya mwëërë gwina sao, ëgweeso masëyo a gënkhoo ëgwetaa sao gwa njëa yoong'e. Gusoko ufuma itungwee faka matiku nëëjie veve uguhanga ufanga unë Muungu waraghanie. 
1TI.4.9	Ukhani urui në watutë na unoneye uyanjwa. 
1TI.4.10	Gusoko gwa mpeo ëyëë sese gugikunkunyaya na utenda mwëmo gwa nguu, gusoko sese gukweti ighonje ritu nërëvëkiwe kunë Muungu nëuduvie khae na khae. Muungu uyuu unë Mutyoi wa antu voong'e, ino ino avoo unë vëmuhuvëe mweeso.
1TI.4.11	Raghëëya na sëya mantu ayaa. 
1TI.4.12	Utarekee muntu woong'e aguhorye veve atë gusoko wë mubalanda. Ëgweeso tendeka wë gëloleyo usonge a ahuvëi mukhatë a uduvi, uyanjo, uhuvëi, mung'ë a uja. 
1TI.4.13	Faka fana nene nëjie, fwaghëëra usoma maandëko, utanantya, usëya usonge a antu. 
1TI.4.14	Veve inoneye ufwaghëërë ugëtumëa gëfewa nëugëkweti, unë wendie ufewa gwa nkhani ya udaghui itungo nënaa barasa ra anyampaa vaguvëkëe mëkhono. 
1TI.4.15	Tenda mëëmo ëyëë, iduye veve mughonjo mung'ë a mëëmo ëyëë. Gusoko antu voong'e vëdahe goona mwino veve wakuraa mung'ë a uduvi wako. 
1TI.4.16	Ighoje veve mughonjo nanë masëyo nëuguyasëyaa. Fwaghëëra utenda uyi, gusoko gwa utënda uyi winjë gityoa veve mughonjo nanë antu nëvëgutëgheeye.
1TI.5.1	Utamukenee muntu në munyampaa ëgweeso musëye mweeso mpampoa mwino veve aja udahëtë utenda kunë tata wako. Vatendee abalanda mwino auna vako, 
1TI.5.2	vatendee akheikuu mwino vanyokwe, na vatendee akhema në anyughuu gwa irika mwino ahaja ako.
1TI.5.3	Vakurye ahimbë, në ahimbë tutë tuutë. 
1TI.5.4	Nësa muhimbë ukwete vana mba vijukuu, reka veeso visëye tanju uvatendea antu va ukhao në maja na uvatendea afafi vawe në maja, nënaa arë veeso noo vatendewe. Ntëndo ëyëë ëgumuyanjisya Muungu. 
1TI.5.5	Mweeso në muhimbë tutë tuutë na atikweti muntu wa umughondanëya, mweeso uvëkie ighonje rakwe kunë Muungu na ufwaghëëre ginenera na umuromba Muungu utiku nanë mumwë; 
1TI.5.6	ëgweeso mweeso në atiumëghiya nkhoo akwe utenda mantu a uwuyanjisya mwëërë wakwe mweeso ukure unkhoo akwe na mbesa mweeso mufanga umwëërë. 
1TI.5.7	Raghëëya ërëë, gusoko veeso vëdahe utenda vëtina inang'anwa. 
1TI.5.8	Nësa muntu woong'e wadëa uvaghondanëya anyandughu vakwe, na ino gusoko avoo në va ukhaao mughonjo, mweeso waukhana uhuvëi në muvë nanguu ukëra muntu nëatimuhuvëe Kiristo.
1TI.5.9	Reka muhimbë andëkwe mu gëtabu ga iburi ra ahimbë në wina mëakha makumi mutandatu, na waroghowe gamwedu. 
1TI.5.10	Na mweeso inoneye antu sa vamusudangëe gwa utenda ntendo në njija, mwino muntu nëwareire vana, nëwaraghëëre gëhe nanë waoyiye mëghuu a antu në veru. Kangë sa wendie uvarëeya antu nënaa vina makhasëko, na sa wifunyiye gwa utenda ntendo në njija gwa njëa yoong'e. 
1TI.5.11	Ëgweeso utavaandëke mu gëtabu ahimbë nëvëtifichiye mëakha makumi mutandatu a ufafo. Gusoko në veeso vendagingëwa na nkumbu nküü ya mwëërë hiya amwa Kiristo veeso vinjë ufenja uroghowa. 
1TI.5.12	Na uvii veeso vinjë uhanga ikuuriwa gusoko a uhita gwa nguu iraghano rawe ra mwandyo. 
1TI.5.13	Gunji a asaa, veeso vinjë utendeka atoto na gingëa mu khaya na khaya. Na ti atoto gutufu ëgweeso uvatëta antu na gingëa mu mantu a antu vangëja nëëtivanoneye veeso uyarighëëtya. 
1TI.5.14	Nene aja ngoona vija ahimbë nëkëë vinaficha mëakha makumi mutandatu vëroghowe. Veeso nëvaroghowa vëudaha ufafa vana, vibale antu va ukhaao na vekeuvafa arughu vitu iyoma ra ugutuka. 
1TI.5.15	Gusoko ahimbë vëgëtunga nëkëë vinafichaa mëakha makumi mutandatu vayaghee gwa umuhonga Setani. 
1TI.5.16	Nësa gwina muntu nëumuhuvëe Yesu Kiriso wina anyandughu në ahimbë, mweeso nëavarëëye veeso. Kanisa nëreke gitwëka murigho, gusoko rëdahe uvarëëya avoo në ahimbë tutë tuutë.
1TI.5.17	Anyampaa nëvëutendaa mwëmo vija antu inoneye vëvafe ikuryo na gënyamwëmo nëgënoneye, ino avoo në vëutanantya na usëya. 
1TI.5.18	Gusoko maandëko ëguhanya, “Veve utamëtungee njiku momo nëëgufura
1TI.5.19	Utayanje isitaka roong'e kunë munyampaa ëgweeso gwa usudanga wa masudanga vavëë mba vatatu. 
1TI.5.20	Mwino gwa avoo në vëfwaghëëre utenda mahutye, vakenee usonge a antu voong'e, gusoko avoo nëvësaghie vëdahe googhofa. 
1TI.5.21	Usonge a Muungu na amwa Kiristo Yesu na usonge a vamalaëka unë Muungu wavahwaniye nene nguguraghëëya veve ukwatëre seria iyii gwa udëa gënamëa uvaru rumwedu mba gihenga usyu wa muntu.
1TI.5.22	Utagikhakhatëye umwëkëa muntu mëkhono, mba utakhuvëe mu mahutye a antu vangëja. Veve ighoje mughonjo ufuma u mantu në mavë. 
1TI.5.23	Ufuma itungwee na matiku nëëgwenda ëjie usonge utanywee majë matufu. Ëgweeso nywa muvinyo nduvëngë gusoko a ndaa ako nanë mauvavi nëëguguhangaa tëkëtëkë. 
1TI.5.24	Mahutye a antu vangëja igheete daaji, na adahie ufika usonge a Muungu mweeso uyaramwua. Ëgweeso mahutye a antu vangëja ëjeudwëëra amite. 
1TI.5.25	Uvii noo ntendo në njinja igheete daaji; na mbesa itinje gighea itungwee, nyeeso itigifiha khae na khae.
1TI.6.1	Atughwa voong'e nëvëvagheme aküü vawe mwino vënoneye ikuryo roong'e, gusoko atadwëëre muntu mba umwe nëugurighëëtya mantu në mavë kunë Muungu nanë u masëyo a Gëkiristo. 
1TI.6.2	Atughwa avoo në vëkweti aküü nëvëmuhuvëe Kiristo inoneye vata vahorye atë gusoko veeso noo ahuvëi. Ëgweeso veeso inoneye vëtumame vija nanguu ukëra mwandyo gusoko avoo unë vëuhanga sao gwa mwëmo wawe në ahuvëi nanë ayanjwi.
1TI.6.2	Sëya na susutëya mantu ayaa. 
1TI.6.3	Nësa muntu woong'e ugusëya masëyo në hiya nanë atikhuvëe na masëyo a tutë a Müküü witu na masëyo në ëtikhweti na uduvi në uja, 
1TI.6.4	mweeso wijue nkhoo a gëdida mweeso atimanyie intu. Mweeso wëna nkumbu nküü nëti a ntundo gusoko a wikungumi na wikhuvi itambëëmwe na antu vangëja nëëghokee nkhani në itina ryana. Ntendo ëyëë ëgufafa wiru, wibaghui, urighëëtya mantu në mavë nëëvaghokee antu angëja, magheme në a gëntonto, 
1TI.6.5	na wikungumi nëutina mpeo mukhatë a antu angëja. Antu mwino avaa mahaa awe ëruvëkie na vëumëfentua tutë, vëughema mwino utendeka Mukiristo në njëa a utendeka u mughwarë.
1TI.6.6	Gwina sao nküü gwa muntu neumuhuvie Muungu, gusoko atiuwuria intu mba rëmwe në ija. 
1TI.6.7	Gusoko sese gwinajaa na intu mba rëmwe mu urëmi nënaa gwafafwa. Nane daaji mwino gutiudaha uhora intu mba rëmwe ufuma mu urëmi nëikwe gwakuya. 
1TI.6.8	Uvii, nësa sese gukweti malëwa nanë masaa itambëëmwe na ayaa sese gutiuhanga ra ufëfa. 
