MAT.1.1	Abraham poho ne Dabid koro poho Yesu Kiristo ekashi shinrit ikiri anuye kambi.
1TH.4.8	Tambe gusu, emaka gurʼanak ne ainu emaka shomoki, koroka, echi otta Ashkanne Ramat koropare Kamui emaka ruwe ne na.
1TH.4.9	Koroka, iriwak utara otta omap ki ambe gusu anak, shomo echi orun kambi ku omande yak pirika ruwe ne: inambe gusu ne yakun, echi yaikota anak uwe-utashpa uwe-omap kuni ne Kamui orowa no aepakashnu wa an ruwe ne gusu ne na; 
1TH.4.10	son no poka Makedonia moshiri ta obitta no okai iriwak epeka echi iki shiriki okai ruwe ne na. Koroka, iriwak utara, naa naa echi nuye an no okai kuni ne echi onishinishi ash; 
1TH.4.11	samata, echi kashpaotte korachi koro teke ani monraige hine yaikota koro moni esanniyo wa mo no okai kuni ne ramepakari; 
1TH.4.12	samata shui, nep ne yakka echi eishiramne ushike isam wa soita okai utara epeka oupeka keutum kon no apkash kuni ne echi onishnishi ash na.
1TH.4.13	Koroka, iriwak utara, mokonnoye utara gusu echi erampeutek-hi chi kopan; aechipachipa kuni ushike sak no moshima no okai utara korachi iteki echi ok keutum koro kuni gusu ne na. 
1TH.4.14	Inambe gusu ne yakun, Yesu rai wa hetopo-shiknu sekorʼambe chi eishokoro yakun, nei no korachi Yesu ankushkerai mokonnoye utara anak Shinuma tura Kamui ani wa ek kusu ne. 
1TH.4.15	Utarapa itak ani tambe echi orun chi ye, shiknu wa okai chi utara, Utarapa ek-hi pakno okai utara anak, son no poka mokonnoye utara etokota paye shomoki kusu ne. 
1TH.4.16	Inambe gusu ne yakun, Utarapa yaikota anak ne hawe ashte, sapane an hauturumbe koro hawe ani, Kamui rappa koro wa kando orowa no ran kusu ne: aige, Kiristo oshiketa rai utara hoshiki no hetopo-shiknu: 
1TH.4.17	orowa no, shiknu wa okai utara, ahoppa wa okai utara anak, rik-mau tumta Utarapa uwetunangara kuni ne nei utara tura no nishkuru orun auk kusu ne: aine, ramma pakno Utarapa tura no okai kusu ne na. 
1TH.4.18	Tambe gusu, tap okai itak ani uwe-utashpa onishnishi yan.
1TH.5.1	Koroka, pakihi newa paha epeka anak, iriwak utara, echi gusu ku nuye ika isam ruwe ne. 
1TH.5.2	Inambe gusu ne yakun, Utarapa toho anak ne an noshiketa ek ikka guru korachi ek kusu ne-hi sekoro irammakaka echi yaikota eraman ruwe ne gusu ne na.
1TH.5.3	Itomo an, aeyaikikipbe isam, sekoro nei utara ye ita anak, nei ita po shikore shiwentep gusu ikoni an korachi, ekushkonna nei utara epeka isamka ambe hetuku kusu ne, aige, oara nei utara yaiohaitare shomoki kusu ne na. 
1TH.5.4	Koroka, echi utara anak ne, iriwak utara, ikka utara, iki korachi nei toho echi oshkoni kuni ne kunne-i oshiketa okai utara shomo echi ne ruwe ne: 
1TH.5.5	inambe gusu ne yakun, echi utara obitta pekere un poho echi ne, tokap to un poho echi ne ruwe ne gusu ne na: anchikara unbe shomo chi ne, kunne-i unbe shomo chi ne ruwe ne; 
1TH.5.6	tambe gusu, moshima utara iki korachi iteki mokoro ashro, koroka, shiruwande hene ki yairamatte hene ki yanro. 
1TH.5.7	Mokoro utara anak ne anchikara ta mokon ruwe ne; ihoshki utara anak ne anchikara ta ihoshki ruwe ne gusu ne na. 
1TH.5.8	Koroka, chi utara anak ne tokap to un utara chi ne ruwe ne gusu, eishokor-i newa omap an rerara-kotukbe unu hine yairamatte wa okai anro; samata, kane-pon-kasa gusu kashichiobiuki ne chipa-chipa arabe koro anro. 
1TH.5.9	Inambe gusu ne yakun, irushka ambe gusu shomo ne, koroka, un gusu rai chikoro Utarapa ne Yesu Kiristo ankushkerai kashichiobiuki arabe a un kore kuni ne, Kamui anak ne un atte nisa ruwe ne; 
1TH.5.10	tambe anak, shiruwande ash yakka, mokoro ash yakka, Shinuma tura no ishu ash kuni gusu ne na. 
1TH.5.11	Tambe gusu, echi iki shiri poka korachi utashpa uweomaoma hemhem ki utashpa uweashte hemhem ki yan. 
1TH.5.12	Koroka, iriwak utara, echi tumugeta monraige hemhem ki, Utarapa oshiketa echi epungine hemhem ki, echi epakashnu hemhem ki utara onnere kuni echi onishnishi ash ruwe ne; 
1TH.5.13	samata, koro iki ikip gusu omap wa kooripak an no esanniyo yan. Yai uturu ta itomo irenga sange yan. 
1TH.5.14	Orowa, iriwak utara, uottumashi utara pakashnu, keutum katchak utara omaoma, turasak utara nitata orowa obitta no okai utara epeka ramu-shiporore kuni echi onishnishi ash ruwe ne. 
1TH.5.15	Wenbe gusu iteki nen ne yakka wenbe eumontasa kuni ingara yan; koroka, uwe-utashpa hemhem, obitta no okai utara epeka hemhem, ramma pirikap iki yan. 
1TH.5.16	Ramma nupetne yan; okere shomoki no inonno-itak ki yan; 
1TH.5.17	nep ne yakka gusu yaiiraige ki yan; 
1TH.5.18	inambe gusu ne yakun, echi epeka no tambe anak Kiristo oshiketa Kamui koro irenga ne ruwe ne gusu ne na. 
1TH.5.19+1TH.5.20	Iteki Ramat ushka yan; uweingarape iteki pange yan; 
1TH.5.21	nep ne yakka uwande yan; pirika okaibe shikkashima yan; 
1TH.5.22	nep wen noine an ap a yakka eshishi yan.
1TH.5.23	Orowa, itomo irenga koro Kamui yaikota anak echi ebitta ashkannere kusu ne; samata, (chikoro Utarapa ne Yesu Kiristo ek pakno) echi kon ramat newa keutum newa netobake anak ne turu-sak no ramne no akoshiratki kuni akoramkoro. 
1TH.5.24	Echi nishukbe anak ne ikipniukeshbe ne, aige, nei no kara poka iki kusu ne na.
1TH.5.25	Iriwak utara, un gusu inonno-itak ki wa un kore yan.
1TH.5.26+1TH.5.27	Ashkanne chopsekara arabe ani obitta no okai iriwak utara ekap yan. Tan kambi anak ne obitta no okai iriwak utara otta aorooitak kuni Utarapa ani echi kashpaotte ash ruwe ne.
1TH.5.28	Chikoro Utarapa ne Yesu Kiristo korʼirenga echi tura no an kuni akoramkon na.
2TH.1.1	Pauros newa Sirounos newa Timoteos anak ne chikoro Michi ne Kamui newa Utarapa ne Yesu Kiristo oshiketa an Tessaronike kotan un karisia otta kambi omande na; 
2TH.1.2	Michi ne Kamui newa Utarapa ne Yesu Kiristo orowa no irenga newa itomo echi gusu an na.
2TH.1.3	Iriwak utara, oupak an no korachi ramma-kane echi utara gusu Kamui koyaiiraige ash kunip ne, echi iki eishokor-i nuye an no shukup, samata, uwe-utashpa pishno echi iki omap arabe echi obitta gusu aporore wa an ruwe ne gusu ne na; 
2TH.1.4	obitta no okai echi eyaishiporore aekeshke arabe newa aerarachuptekbe uturu echi ki yaiyupupu arabe newa eishokor-i gusu Kamui karisia tumta echi utara gusu chi utara yaiomonnure ash pakno ne ruwe ne; 
2TH.1.5	tambe anak ne Kamui oupeka an koipishi gusu an anukara shirosh ne; gusu ka echi ramushitne hine Kamui moshiri uina kuni oupak no okai utara echi ne sekoro echi esanniyo an kuni gusu ne na: 
2TH.1.6	Kamui erampeutek utara newa chikoro Utarapa ne Yesu Kiristo koro pirika shongo 
2TH.1.7	koitaknu shomoki utara koikemnu hine paraparase abe oma koro kiroro un hauturumbe utara tura kando wano ek Utarapa ne Yesu anukara ita echi ramuchuptekka 
2TH.1.8	utara epeka tasa iramuchuptekka wa kore ambe hemhem, aeramchuptekka wa okai echi utara un tura no asbinire arabe hemhem anak ne Kamui tek-samata oupeka ambe ne nangon na: 
2TH.1.9	Shinuma anak koro ashkanne utara onnaigeta anupekte hemhem ki, orowa, nei toho ta (echi nure ash paweteshu ambe aeishokoro okere gusu) obitta no okai eishokoro okere utara orowa no aenushkari kuni gusu ek hemhem ki ita, nei utara anak ne apachigoatte kusu ne, 
2TH.1.10	Utarapa koro nanuhu newa Shinuma koro kiroro oma nupeki orowa no otusashuishiri pakno akoisamka kusu ne na. 
2TH.1.11	Chikoro Kamui anak ne gusu echi anishuk ambe epeka oupak no an utara echi ne hunak sanniyo hine kiroro ani obitta no okai pirikap kon-rusuibe newa eishokor-i iki ikip uweomare kuni ne, ramma-kane echi utara gusu chi utara ne yakka inonno-itak ash ruwe ne; 
2TH.1.12	tambe anak chikoro Kamui irenga newa Utarapa ne Yesu Kiristo an nei no, Chikoro Utarapa ne Yesu Kiristo kon reihei echi oshiketa, samata, echi utara Shinumaoshiketa anupekte kuni gusu an ambe ne ruwe ne na.
2TH.2.1	Iriwak utara, chikoro Utarapa ne Yesu Kiristo ek kusu ne a arabe newa Shinuma orun chi utara uwekarapa ash ambe newa gusu echi koramkoro ash ruwe ne; 
2TH.2.2	tambe anak Utarapa toho tane an sekorobe gusu iteki echi keutura autumashire tunash, ramat ani ne yakka, itak ani ne yakka, un orowa no aette kambi ani ne yakka, iteki keutum chiukopoyere kuni 
2TH.2.3	an arabe ne; nep ne yakka gusu iteki inan guru ne yakka echi kokandamare yan: inambe gusu ne yakun, hoshiki no eyaikoemaka arabe an, samata, nei a chikokatpak ainu, nei a aisamka ambe poho anukara shomoki chiki, 
2TH.2.4	nei toho shomo an ruwe ne; nei guru anak ne obitta no okai Kamui aporosep okkeukashi hene ongami kunip okkeukashi hene yairiknare epokbap ne; Kamui kora kenru ta a kane yaikota Kamui ne kara pakno poka iki guru ne ruwe ne. 
2TH.2.5	Kuani naa echi tura no ku an rapoketa tap okaibe gusu echi nure ash nisa sekorʼambe echi eshkarun shomoki ruwe he an? 
2TH.2.6	Nei guru yaikota koro pakihi ta anukare kuni ne tane shinuma shinnatush ambe echi eraman ruwe ne. 
2TH.2.7	Inambe gusu ne yakun, ikashpaotte otereke mukkep anak ne tane monraige shiri-ki: ouse nei guru oyake un auk pakno shinnatushbe an ruwe ne. 
2TH.2.8	Orowa, okake an koro, Utarapa ne Yesu anak koro paro oma heisepa ani raige wa iki koro ek wa an arabe ani isamka nei ikashpaotte otereke guru anukare kusu ne na; 
2TH.2.9	aige, nei utara anak ne kashiaobiuki kuni ne sonep omap ambe shomo uina nisa ruwe ne gusu, 
2TH.2.10	nei guru anak ne Satan iki-hi korachi, usa okai kiroro newa shiroshi newa shunge iyokonnurep, samata, aisamka kuni gusu an utara gusu usa okai kokandama arabe newa oupeka-sakbe koro wa ek ruwe ne. 
2TH.2.11	Nei utara anak ne shungep eishokoro kuni ne, tambe gusu Kamui nei utara orun ouhaitap ikichi kuni arabe omande ruwe ne: 
2TH.2.12	tambe anak ne sonep eishokoro shomoki wa oupeka-sakbe enupetne obitta no okai utara akoipishi kuni gusu an ap ne ruwe ne.
2TH.2.13	Koroka, Utarapa orowa no aomap an iriwak utara, atpake wano Kamui anak ne Ramat ashkannere ambe newa sonep eishokoro ambe otta echi numge wa kashiobiuki gusu, ramma-kane echi utara gusu Kamui koyaiiraige kunip chi ne ruwe ne; 
2TH.2.14	chikoro Utarapa ne Yesu Kiristo koro nupeki akore kuni ne, Shinuma anak ne chikoro pirika shongo ankushkerai tata otta echi nishuk nisa ruwe ne. 
2TH.2.15	Tambe gusu iriwak utara, tumashnu no roshki, orowa, itak ani hene ne ya chi nuye kambi ani hene ne ya aepakashnu oina shikkashima yan.
2TH.2.16	Tane chikoro Utarapa ne Yesu Kiristo yaikota hemhem un omap wa irenga ankushkerai otusashiri pakno an omaoma ambe newa pirika chipachipa ambe un koropare chikoro Michi ne Kamui hemhem anak ne, 
2TH.2.17	echi koro sambe omaoma hine obitta no okai pirika ikip newa itak otta roshkire kuni akoramkon na.
2TH.3.1	Orokeseta, iriwak utara, echi tumta korachi poka, Utarapa koro itak shipiraspa wa anupekte kuni ne, 
2TH.3.2	un gusu inonno-itak ki wa un kore; samata, sambe oheuge newa wen utara orowa no chi utara aouhaitare kuni ne inonno-itak yan; obitta no okai utara anak eisbokor-i atte shomoki ruwe ne gusu ne na. 
2TH.3.3	Koroka, Utarapa anak ne ikipniukeshbe ne hine echi roshkire hemhem ki, wenbe gusu echi koshiratki hemhem ki kusu ne na. 
2TH.3.4	Orowa, echi kashpaotte ash okaibe echi iki shiri okai sekorobe hemhem, echi iki kusu ne sekorobe ka hemhem, echi utara gusu Utarapa oshiketa eishokoro ash ruwe ne. 
2TH.3.5	Utarapa anak ne Kamui omap-i otta hemhem, Kiristo gusu an yaiyupupu ambe otta hemhem echi koro sambe tura kuni akoramkon na.
2TH.3.6	Orowa, iriwak utara, un orowa no akoropare oina korachi shomoki wa uottumashi apkash pishno okai iriwak wano yai-shishire kuni, chikoro Utarapa ne Yesu Kiristo kon reihei ankushkerai echi kashpaotte ash na. 
2TH.3.7	Inambe gusu ne yakun, echi utara anak ne un eikoisamba kunip ne sekoro echi yaikota eraman ruwe ne: chi utara yaikota anak ne echi tumugeta okai rapoketa uottumashi ki ka shomoki nisa ruwe ne gusu ne na: 
2TH.3.8	samata, oro sange shomoki no inan guru koro aep shomo chi e, koroka, echi tumuge un inan guru ne yakka iteki airamukurukuru kuni ne tokap ne yakka anchikara ne yakka monraige wa nuwap nisa ruwe ne: 
2TH.3.9	shomo uk kuni utara cbi ne wa gusu an ambe shomo ne, koroka, echi utara anak un eikoisamba kuni ne, echi gusu aikoikarabe ne yaikara nisa ne ruwe ne a ambe ne na. 
2TH.3.10	Inambe gusu ne yakun, echi tumugeta okai ash rapoketa, tambe ikashpaotte ash nisa ruwe ne; — Inan guru ne yakka shomo monraige yakun, shinuma iteki ibe yak pirika. 
2TH.3.11	Inambe gusu ne yakun, echi tumugeta uottumashi iki hine pon no ka shomo monraige, koroka, katukari utara okai sekoro chi nu ruwe ne gusu ne na. 
2TH.3.12	Tane nei no okai utara mo no monraige wa yaikota koro aep ibe kuni ne Utarapa ne Yesu Kiristo oshiketa onishnishi wa kashpaotte ash ruwe ne. 
2TH.3.13	Koroka, echi utara gusu anak, iriwak utara, pirikap iki gusu iteki shingi yan. 
2TH.3.14	Nen ka tan kambi kata anuye wa an chi ki itak koitaknu shomoki guru an chiki, nei guru shirosh omare yan, aige, iteki echi aeyainikoroshmare kuni ne shomo shinuma tura yan. 
2TH.3.15	Yakka aepokba kuni guru ne sekoro iteki esanniyo, koroka, iriwak ne guru nei no epakashnu yan.
2TH.3.16	Nei ta pakno nei wa ne yakka itomo koro Utarapa yaikota echi orun itomo irenga sange kuni akoramkoro. Utarapa obitta no okai echi utara tura no an kuni akoramkon na.
2TH.3.17	Pauros ne kuani anak ne yaikota koro teke ani ekap an itak nuye na, nei ambe anak pishno ku sange kambi kata ku goro shirosh ne: nei no ku nuye ruwe ne. 
2TH.3.18	Chikoro Utarapa ne Yesu Kiristo korʼirenga obitta no okai echi utara tura no an kuni akoramkon na.
1TI.1.1	Chikoro un kashiobiukip ne Kamui ikashpaotte newa, gusu echipachipa ash Kiristo Yesu ankushkerai Kiristo Yesu koro Apostoro ne akara Pauros ku ne anak ne, 
1TI.1.2	eishokor-i gusu son no an ku poho ne Timoteos otta kambi ku omande na: Michi ne Kamui newa chikoro Utarapa ne Kiristo Yesu orowa no irenga hemhem, rampoken hemhem, itomo hemhem echi kore an kuni akoramkon na.
1TI.1.3	Etokota Makedonia moshirʼotta ku arapa ita eani anak ne Epesos kotan ta riya hine, okai an utara anak ne moshima an epakashi iteki epakashnu, samata, eishokor-i oma Kamui orowa no ashikkashimare ambe shomo ne no an, 
1TI.1.4	koroka, makangane upahunara ambe hetukure uwepekere newa ainu ikiri reihei gusu an orushpe iteki ekotanu wa esanniyo kuni ne ku ikashpaotte ash korachi, tane ne yakka ku iki na. 
1TI.1.5	Koroka, nei ikashpaotte eramushinnere ambe anak turu-sak sambe wano omap-hi oashinge ambe hemhem, aotkeotke shomo ne an keutura korobe hemhem, kankapkapeka sak no an eishokor-i atte ambe hemhem ne ruwe ne: 
1TI.1.6	tapan okaibe gusu sereke okai utara ihaita wa oha-itak eun eshirihoshi henoye nisa ruwe ne; 
1TI.1.7	nei utara anak ne yaikota sange itak hene shiyuppa no ye orushpe ikkeu hene erampeutek a yakka, tuitak epakashnu utara ne rusui ruwe ne. 
1TI.1.8	Koroka, ainu anak ne oheuge sak no nei tuitak eiwange yakun, tuitak anak pirikap ne sekoro chi eraman; 
1TI.1.9	tambe ka chi eraman, tuitak anak ne oupeka utara gusu akarape shomo ne, koroka, ihaita keutura koro utara newa itakkashi utara gusu Kamui kooripak shomoki utara newa chikokatpak utara gusu, turu-ush utara newa momok utara gusu, michihi raige utara newa unuhu raige utara gusu, keweuk utara gusu, 
1TI.1.10	hoiyo utara gusu, ukokateaikap utara gusu, ainu eikka utara gusu, shunge utara gusu, ikoshunge utara gusu, samata, nep ne yakka nisashnu epakashi kopakeat shomo ne ambe an chiki, nei ambe gusu tuitak akan na; 
1TI.1.11	tambe anak en shikkashimare shinnunuke an Kamui arakuru gusu an pirika shongo nei no an ap ne ruwe ne na.
1TI.1.12	En eashkaire chikoro Utarapa ne Kiristo Yesu ku koyaiiraige na, Shinuma anak ne ikipniukesh guru ku ne sekoro esanniyo hine otta ku yaishieiwangere kuni ne en atte nisa ruwe ne gusu ne na; 
1TI.1.13	etokota Kamui koatchap ku ne, keshke guru ku ne, shomo yaikatanu ki guru ku ne a yakka: aige, ku eumbipka wa erampeutek no nei no ku iki nisa ruwe ne gusu aerampokiwen wa a en kore an na; 
1TI.1.14	orowa, chikoro Utarapa korʼirenga anak Kiristo Yesu oshiketa an eishokor-i newa omap ambe tura shi no nuye an no an nisa ruwe ne na. 
1TI.1.15	Kiristo Yesu anak ne katpak koro utara kashiobiuki gusu moshirʼotta ek nisa ruwe ne ari an itak anak ne son no ambe ne, utara shikkashima kuni an itak ne ruwe ne na; nei utara tumuge ta iyotta wenbe ku ne ruwe ne! 
1TI.1.16	Yakka, tapan ikkewehe an gusu a en erampokiwen wa akore ruwe ne, tewa no shiokere shomoki inotu aoma kuni ne Shinuma eishokoro utara epeka shiroshi ne gusu iyotta wenbe ne en otta Yesu Kiristo anak ne obitta no okai koro ramushiporore ambe nukare kuni gusu ne na. 
1TI.1.17	Tane, otusashuishiri pakno an, munin shomoki, anukara eaikap, patek Kamui ne, Moshiri shikkashimap otta aeoripakbe newa arakuru newa ramma-ramma an na. Amen. 
1TI.1.18	Ku poho ne Timoteos, ani pirika tumi e kotumikoro iki kuni ne, teeda e kashita etoko arapa uweingarape an korachi, 
1TI.1.19	ku e ikashpaotte ash na; aotke-otke shomo ne an keutura ani korachi eishokor-i atte yan; sereke okai utara anak ne nei ambe epeka eyaikoemaka hine eishokor-i gusu mimam-awende okere ruwe ne: 
1TI.1.20	nei utara tumugeta Humenaios newa Areksandros okai; aige, nei utara iteki Kamui koatcha kuni ne aepakashnu gusu, Satan otta ku arapare nisa ruwe ne na.
1TI.2.1	Obitta no okai utara gusu koramkoro itak hemhem, inonno-itak hemhem, Kamui anishuk itak hemhem, yaiiraige an ambe hemhem, hoshiki no aye kuni kuani e onishnishi ash na; 
1TI.2.2	Moshiri shikkashima utara newa pase nrondum koro utara gusu ne yakka; tambe anak nekon a ka Kamui kooripak an no yaikatanu hine ratchitara wa itomo kon no oshiroma kuni gusu ne na. 
1TI.2.3	Nei no ikichi ambe anak ne un kashiobiukip ne Kamui tek-samata pirika newa nupetnere ambe ne; 
1TI.2.4	obitta no okai utara kashiaobiuki wa sonep eraman kuni ambe anak ne Shinuma koro keutum ne ruwe ne. 
1TI.2.5	Inambe gusu ne yakun, shine Kamui an, Kamui newa ainu uturu shine iyuturuoma guru an, ainu ne, 
1TI.2.6	Kiristo Yesu ne, Shinuma anak ne obitta no okai utara kikiraye gusu yaikota yaiyange nisa ruwe ne; aige, yaikota koro pakihi ta aepaweteshu an ambe ne na; 
1TI.2.7	nei ambe assuru ashte guru newa Apostoro ne kuni gusu a en atte okere (sonep ku ye, ku shunge shomoki,) eishokor-i newa sonep Oya un utara epakashnu gusu a en atte an na.
1TI.2.8	Tambe gusu nei ita ne yakka okai utara anak ne kimakara newa utumashi keutum isam no turu-sak tekehe puni hine inonno-itak ki kuni ku kon rusui ruwe ne. 
1TI.2.9	Tambe nei no shiwente utara oripak an hine yaikatanu wa pirikap kopakeat amip ani yaimire; otop oshke ambe ani hene kongani ani hene ikani ani hene ataye yupke amip ani hene iteki ki yak pirika; koroka, 
1TI.2.10	(Kamui kooripak sekoro ye shiwente utara kopakeat korachi) pirika ikip ani ki yan. 
1TI.2.11	Shiwente guru anak ne itaknu wa eyaihannokkara yak pirika. 
1TI.2.12	Koroka, shiwentep anak ne epakashnu wa okkai esapane ambe ku ramuoshma shomoki, koroka, mo no an yak pirika Inambe gusu ne yakun, 
1TI.2.13	Adam anak ne hoshiki no akara, okaketa Hefa; shui, Adam akokandama shomoki, 
1TI.2.14	koroka, nei shiwentep akokandama wa chikokatpak ki okere ruwe ne: 
1TI.2.15	koroka, nei utara yaikatanu ambe tura eishokor-i atte hemhem ki, omap ambe hemhem ki, aturu-saktep otta an hemhem iki yakun, poho shikore ita akaobiuki kusu ne na.
1TI.3.1	Nei itak ambe sonep ne. Nen ka episkopos moni gusu yaishieiwangere-hi hunara guru an chiki, shinuma pirika ambe kon rusui ruwe ne. 
1TI.3.2	Tambe gusu episkopos anak ne aekot kuni ushike sak, ouse shine mat koro, yairamatte wayashnu keutum koro, irammakaka an, ikateomare ki, epakashnu eashkai, shomo iku-sakayo ki, 
1TI.3.3	ainu kokik shomoki guru ne kunip ne; koroka, yaikatanu keutura koro, koiki kopan, aetunne kuni ani eyaiepirikare ambe shomo ko-omap guru ne kunip ne: 
1TI.3.4	pirika no yaikota kot chisei epungine hine nep yaikatanu ambe tura koro poho itaknure; 
1TI.3.5	(koroka, ainu anak ne nekon a yaikota koro uni epungine ambe erampeutek chiki, hemanda iki wa Kamui karisia shikkashima eashkai ruwe he an? tanebo baptisma akore guru shomo ne,) 
1TI.3.6	ikineipeka shinuma pakesara wa nitne kamui nei no aesanniyo korachi aesanniyo kusu ne na. 
1TI.3.7	Naa moshima, soita okai utara anak shinuma gusu pirika paweteshu ambe koro kunip ne; ikineipeka shinuma aesapse wa nitne kamui koro akbe oro-oshma kusu ne na. 
1TI.3.8	Diakonos utara ne yakka yaikatanu kunip ne, iteki tu parumbe koro, iku rui shomoki, aetunne kuni ani yaiepirikare ambe kon rusui shomoki; 
1TI.3.9	turu-sak keutum ani eishokor-i gusu an mukke ambe shikkashima. 
1TI.3.10	Tan utara hoshiki no aeshiruwande yara; orowa, wen-buri sak yakun, diakonos korachi yaishieiwangerere yan. 
1TI.3.11	Shiwente utara ne yakka yaikatanu kunip ne, shomo ohaigekara, yairamatte, nep ne yakka gusu son no ambe ki kunip ne ruwe ne. 
1TI.3.12	Diakonos utara anak ne ouse shine mat koro wa irammakaka yaikota koro uni newa poho utara epungine. 
1TI.3.13	Inambe gusu ne yakun, diakonos ki kuni moni epeka pirika no yashieiwangere okere utara anak ne yaikota gusu pirika assuru koro, samata, Kiristo Yesu otta an eishokor-i gusu shi no rametok kon no an kusu ne ruwe ne gusu ne na.
1TI.3.14	Naa pon no okaketa e orun ku oman kuni ku chipachipa wa tapan okaibe ku nuye ruwe ne; 
1TI.3.15	koroka, ohon no uturuta shomo ku ek yakun, Kamui kora kenru ta ainu utara anak ne nekon a iki yak pirika ya e eraman kuni gusu ne na, nei ambe anak ne ishu Kamui koro karisia ne, sonep gusu an ikushpe newa asamaha ne ruwe ne. 
1TI.3.16	Orowa, shomo aye a yakka, Kamui kooripak gusu an mukke ambe anak ne poro ruwe ne; Shinuma anak ne kam oshiketa anukara, ramat oshiketa oupekap ne aesanniyo, Kamui hau-turumbe orowa no anukara, moshiri uirup tumuge ta aeupaskuma, moshiri kata aeishokoro an, arakuru orun auk okere na.
1TI.4.1	Koroka, okake an pakihi ta sereke okai utara anak ne kokandama ramat newa nitne kamui utara koro epakashi inu hine shunge itak ki utara kankapkapeka 
1TI.4.2	ambe ankushkerai seisek kani ani korachi koro keutura auhuyeka wa eishokor-i gusu eyaikoemaka kusu ne ari Ramat anak irammataka ye ruwe ne; 
1TI.4.3	nei utara matakore ambe hattoki hemhem ki, sonep eishokoro wa eraman utara iyaiiraige koro auina kuni Kamui kara aep gusu shomo ramnu ki ambe kashpaotte hemhem ki ruwe ne. 
1TI.4.4	Kamui karape obitta pirika ruwe ne, aige, iyaiiraige an keutura ani auina yakun, 
1TI.4.5	aemaka kuni ambe isam ruwe ne.
1TI.4.6	Eani anak ne tapan okaibe iriwak utara eshkarunde chiki, Kiristo Yesu koro pirika diakonos e ne wa, eishokor-i gusu an itak otta hemhem, e iki pirika epakashi otta hemhem areshpa guru e ne kusu ne na: 
1TI.4.7	koroka, momok uwepekere newa bakko ramkoro an uwepekere eshishi yan. 
1TI.4.8	Orowa, Kamui kooripakbe ani yaikota yairiterite yan: inambe gusu ne yakun, netobake gusu an yairiterite ambe anak ne pon no ka epirikare kunip ne, koroka, Kamui kooripak ambe anak ne nep ne yakka gusu epirikare kunip ne, aige, tane an inotu gusu ne yakka, okaketa an inotu gusu ne yakka eitakamkire aeoma an ambe ne ruwe ne gusu ne na. 
1TI.4.9	Nei itak ambe anak ne sonep ne, auk kuni oupak an ambe ne na. 
1TI.4.10	Tan ikkewehe an gusu chi utara anak ne monraige wa shiyuppa no iki, inambe gusu ne yakun, chi utara anak ne obitta no okai utara, makangane eishokor-i atte utara, koro kashiobiukip ne ishu Kamui gusu chipachipa ruwe ne na. 
1TI.4.11	Tap okaibe kashpaotte hemhem ki, epakashnu hemhem ki yan. 
1TI.4.12	Inan guru ne yakka iteki e paha ponbe esapse kuni ne ki yan; koroka, itak otta ne yakka, iki buri otta ne yakka, omap ambe otta ne yakka, eishokor-i otta ne yakka, turu-sakbe otta ne yakka, eishokoro wa okai utara gusu aekoikarabe ne yaikara yan. 
1TI.4.13	Ku ek pakno, karabi-orooitak ambe, onishnishi ambe epakashnu ambe ki yan. 
1TI.4.14	Puresbuteros utara koro teke e kashiketa aande-hi tura uweingara ambe ani akore an eikrap iteki isaika no koro yan. 
1TI.4.15	Tap an okaibe gusu muchinashnu no iki yan; nei ambe orun ramne no yaikoropare yan; e ki ikip obitta no okai utara otta anukara kuni gusu ne na. 
1TI.4.16	Yaikota gusu ne yakka e iki epakashnu ambe gusu ne yakka yaitubare yan. Tap okaibe oshiketa riya yan; inambe gusu ne yakun, tap ambe e ki chiki, eani anak ne yaikota ne yakka e nu utara ne yakka e kashiobiuki kusu ne na.
1TI.5.1	Ekashi ne chiki iteki kopashirota, koroka, michi korachi onishnishi yan; 
1TI.5.2	upen utara ne yakun; uiriwak utara korachi; rupne shiwentep utara ne yakun, habo korachi, upen mat ne yakun, nep turu-ushbe sak no, turesh korachi iki yan. 
1TI.5.3	Son no okai shiyompiyara shiwentep kooripak yan. 
1TI.5.4	Koroka, nei shiyompiyara shiwentep anak poho hene mitpo hene koro yakun, nei utara anak ne yaikota koro uni un utara epeka hoshiki no kooripak ki hene koro eshikop utara tasa kore kuni iki yak pirika; tambe anak ne Kamui nupetnerep ne ruwe ne gusu ne na. 
1TI.5.5	Koroka, son no newa shiyompiyara ne hine shinen ne po an shiwentep anak ne Kamui echipachipa, aige, kunne to ta ne yakka tokap to ta ne yakka ramma-kane Kamui koramkoro hemhem ki inonno-itak hemhem ki ruwe ne. 
1TI.5.6	Koroka, shiniwe patek gusu iki shiyompiyara shiwentep anak ne shiknu rapoketa rai wa an ruwe ne. 
1TI.5.7	Nei utara anak ne aekot kuni ushike isam kuni ne tap okaibe ne yakka kashpaotte yan. 
1TI.5.8	Koroka, inan ainu ne yakka yaikota korobe gusu, makangane yaikota koro uni un utara gusu, etoko-oiki shomoki yakun, shinuma anak aeishokor-i eshikashke ruwe ne, aige, eishokoro shomoki guru kasu no wen guru ne ruwe ne na. 
1TI.5.9	Ouse shine ainu kon machi ne, samata, pirika buri gusu pirika assuru koro hine hotne pa pokashnu pa an yakun, iteki shiyompiyara oma kambi kata sapa nuye yan, 
