MAT.1.1	Libru yaꞌa kakuneꞌe xixitna Jesucristu. Xixitna‑ia n‑kuu David. Xixitna David n‑kuu Abraham. 
1TH.3.4	Na n‑ka xo tuu ka‑da xiꞌin‑n, n‑ka jaꞌan‑da xa io xa kueꞌe vida yaꞌa‑ro, xaxeꞌe xa jandixa‑ro Jesucristu, te duꞌa kuu, nani xnaꞌa‑n. 
1TH.3.5	Ña n‑kundee ka ini‑da xa jini‑da nanda xtuu‑n. Xijan kuu xa n‑tundaꞌa‑da Timoteo, xa kanetnuꞌu‑s tnuꞌu mee‑n ndixi, nux dani ka jandixa‑n Xtoꞌo‑ro Jesucristu. N‑yuꞌu‑da, xa nada kadajuexa ñaꞌa kuiꞌna mee‑n, te ma kunduu koio ka‑n xiꞌin Cristu. N‑juini‑da xa jini‑da nux dani xiniñuꞌu tniu n‑ka kida‑da xaxeꞌe‑n.
1TH.3.6	Ko vitna, xa n‑xee Timoteo yaꞌa. Tnuꞌu vaꞌa neꞌe‑s n‑nxee. Jaꞌan‑s xa dani ka jandixa‑n Jesucristu, te vaꞌa ka xemani‑n Ianyuux xiꞌin ñayiu. Jaꞌan‑sɨ xa ntdaa kɨu ka najaꞌan ñaꞌa‑n, te ka juini‑n xa jini ñaꞌa koio‑n, nani ka juini mee‑da xa jini ñaꞌa‑da mee‑n. 
1TH.3.7	Ñani‑da kuꞌa‑da, juini ka xini uꞌu ñaꞌa ñayiu, te kueꞌe vida ka yaꞌa‑n, ko kukaꞌnu anu‑da, xaxeꞌe xa n‑ka teku‑da xa ka jandixa naꞌi ka‑n Jesucristu. 
1TH.3.8	Xaxeꞌe xa ka kundee ini‑n xa kunduu naꞌi koio ka‑n xiꞌin Xtoꞌo‑ro Jesús, te duꞌa kuu xa xtuu vaꞌa mee‑da. 
1TH.3.9	¿Nanda kuaꞌa xa nachiyaꞌu koio‑da nuu Ianyuux? Ka xiaꞌan‑da xa ka xiaꞌan‑da xa n‑kutaꞌu‑da nuu‑ia, xaxeꞌe mee‑n. Kuvete‑da xa kuvete‑da nuu Ianyuux. Ia jandixa‑ro kuu‑ia. 
1TH.3.10	Nduu, xakuaa ka xijan taꞌu‑da nuu Ianyuux xaxeꞌe‑n. Yo kueꞌe ka xijan taꞌu‑da, xa nanitnaꞌa nuu‑ro mee‑n xiꞌin mee‑da. Ka juini‑da xa chindee ñaꞌa‑da, xaxeꞌe xa ndoñuꞌu ka‑n, xa jandixa vaꞌa koio ka‑n Ianyuux.
1TH.3.11	Na kada Ianyuux xa nanitnaꞌa nuu‑ro ɨnka vuelta. Na chindee ñaꞌa Taa‑ro Ianyuux xiꞌin Xtoꞌo‑ro Jesús, xa kotoniꞌni ñaꞌa‑da. 
1TH.3.12	Na kada Xtoꞌo‑ro Jesús xa juemani tnaꞌa koio‑n xa juemani tnaꞌa koio ka‑n, ɨɨn‑n xiꞌin ɨka‑n. Na kada‑ia xa juemani koio‑n ntdaa ñayiu. Na kada‑ia xa juemani tnaꞌa koio mee‑n, ná ka xemani ñaꞌa mee‑da mee‑n. 
1TH.3.13	Na kada Xtoꞌo‑ro Jesús xa kundee ini koio‑n. Ndixi‑ia, xiꞌin ntdaa ñayiu n‑kida dɨɨn‑ia xa ku kuu koio‑i ñayiu mee‑ia. Na ndixi‑ia, te kunujuiin koio mee‑n nuu Ianyuux. Ianyuux jandixa‑ro kuu‑ia. Taa‑ro Ianyuux kuu‑ia. Na kada Xtoꞌo‑ro Jesús xa kada koio‑n xa juini Ianyuux, na kada‑ia xa hora ijan ni, ni ɨɨn ñayiu ma kuaꞌa xa tekuechi ñaꞌa‑i nuu mee‑ia.
1TH.4.1	Ñani‑da kuꞌa‑da, vitna, xaxeꞌe xa ka kunduu mee‑da xiꞌin Xtoꞌo‑ro Jesús, ka xijan‑da nuu mee‑n xa kada koio‑n xa juini Ianyuux. Xá n‑ka dakuaꞌa ñaꞌa‑da nax kada koio‑n xa kada‑n xa tna ini Ianyuux, te duꞌa ka kida‑n. Ka xijan‑da nuu‑n xa duꞌa kada koio ka‑n.
1TH.4.2	Vaꞌa ka xini‑n tnuꞌu taꞌu tniu n‑ka taxi‑da. Te ka xini‑n xa n‑taꞌu tniu Xtoꞌo‑ro Jesús mee‑da, xa duꞌa dakuaꞌa ñaꞌa koio‑da mee‑n. 
1TH.4.3	N‑kida dɨɨn ñaꞌa Ianyuux mee‑ro, xa ku kuu‑ro ñayiu mee‑ia. Juini‑ia xa kada koio‑n xa juini mee‑ia, juini‑ia xa maxku kada koio ka‑n xa uꞌu. Juini‑ia xa maxku kidi‑n xiꞌin ñayiu ñatu n‑tnundaꞌa xiꞌin‑n. 
1TH.4.4	Ñani‑da, juini‑ia xa tnundaꞌa‑n xiꞌin ñadɨꞌɨ n‑taxi‑ia, te koo‑n xañuꞌu nuu‑ña, te juemani‑n‑ña. Kuꞌa‑da, juini‑ia xa tnundaꞌa‑n xiꞌinseyɨɨ n‑taxi‑ia, te koo‑n xañuꞌu nuu‑s, te juemani‑n‑sɨ. 
1TH.4.5	Seyɨɨ, juini‑ia xa maxku juejoon‑n nuu yɨkɨ kuñu‑n xa kukajan ini‑n kueꞌe ñadɨꞌɨ, ná ka kida ñayiu ña ka xini Ianyuux. Ñadɨꞌɨ, juini‑ia xa maxku juejoon‑n nuu yɨkɨ kuñu‑n xa kukajan ini‑n kueꞌe seyɨɨ, ná ka kida ñayiu ña kaxini Ianyuux. 
1TH.4.6	Ñani‑da, maxku dandaꞌu‑n ɨnka seyɨɨ, xa kidi‑n xiꞌin ñadɨꞌɨ‑s. Kuꞌa‑da, maxku dandaꞌu‑n ɨnka ñadɨꞌɨ, xa kidi‑n xiꞌin yɨɨ‑ña. Na n‑xo tuu‑da xiꞌin‑n, n‑ka jaꞌan‑da xa kada uꞌu ñaꞌa Ianyuux mee‑n, nux duꞌa ka kida‑n. 
1TH.4.7	Ña n‑jaꞌan ñaꞌa‑ia xa ku kuu‑ro ñayiu ka kida xa juini mee‑ro, n‑jaꞌan ñaꞌa‑ia xa ku kuu‑ro ñayiu ka kida xa juini mee‑ia. 
1TH.4.8	Xijan kuu xa, ɨɨn ñayiu, nux ña xe ini‑i xa n‑ka dakuaꞌa‑da, duꞌa kuu xa ña xe ini‑i xa n‑jaꞌan Ianyuux. Ña kuu xa ñatu jandixa‑i ɨɨn ñayiu, kuu xa ñatu jandixa‑i Ianyuux n‑taxi Espíritu Ii.
1TH.4.9	Ña ndoñuꞌu xa kadavaꞌa‑da nuu‑n xa io xa juemani tnaꞌa‑n, chi xa n‑dakuaꞌa ñaꞌa Ianyuux xa juemani tnaꞌa‑n, ɨɨn‑n nuu ɨnka‑n. 
1TH.4.10	Ndaa xa ka xemani‑n ntdaa ñani‑ro kuꞌa‑ro nituꞌu distrito Macedonia. Ko ñani‑da kuꞌa‑da, ka xijan‑da xa juemani‑n xa juemani ka‑n‑yɨ. 
1TH.4.11	Ka xijan‑da xa kutuu mani koio‑n xiꞌin ntdaa ñayiu. Kada‑n, ɨɨn ɨɨn‑n, tniu mee‑n. Xiꞌin ndaꞌa‑n kadatniu koio‑n. Duꞌa xá n‑ka taꞌu tniu‑da, na n‑ka xo tuu‑da xiꞌin‑n. 
1TH.4.12	Nux duꞌa kada‑n, ɨɨn ɨɨn‑n, nde ñayiu ña ka jandixa Xtoꞌo‑ro Jesús koo koio xañuꞌu nuu‑n. Te ma ndoñuꞌu xa kundeka ñaꞌa ni ɨɨn ñayiu.
1TH.4.13	Ñani‑da kuꞌa‑da, ka juini‑da xa kutnuni ini koio‑n nanda kutuu ñani‑ro kuꞌa‑ro n‑ka xiꞌí. Ña ndoñuꞌu xa tnau ini koio mee‑n, ná tnau ini ɨnka ñayiu. Chi mee‑i, ña tuu na confianza io‑i nuu Ianyuux. 
1TH.4.14	Ko mee‑ro, jandixa‑ro xa n‑xiꞌí Jesús te n‑nandoto‑ia. Dɨuni jandixa‑ro xa nadandoto Ianyuux ntdaa ñayiu n‑ka jandixa Jesús antecas xa kuú‑i, te ndixi uun ka‑i xiꞌin Jesús hora na ndixi‑ia.
1TH.4.15	Tnuꞌu Xtoꞌo‑ro Jesús ka jaꞌan‑da nuu‑n. Juini dani xndito‑ro te xtuu naꞌi‑ro ñuñayiu hora na ndixi Jesús, ko ma juiin ndodo nuu mee‑ro nuu ñani‑ro kuꞌa‑ro xá n‑ka xiꞌí. 
1TH.4.16	Hora ijan kundeꞌa‑ro Xtoꞌo‑ro Jesús vax nuu‑ia nde andɨu. Kana xee‑ia tnuꞌu taꞌu tniu‑ia. Te kana ángel kunxaꞌnu ka, ia xinokuechi nuu Ianyuux. Te ndaꞌi trompeta Ianyuux. Te kiꞌna nuu nandoto koio ñani‑ro kuꞌa‑ro n‑ka jandixa Jesús antecas xa kuú‑i. 
1TH.4.17	Te dada mee‑ro, ñayiu xtuu naꞌi ka ñuñayiu. Tnɨɨ ñaꞌa Ianyuux, te kandeka ñaꞌa‑ia ntdaa‑ro jɨꞌɨn nuu vikó, xa nanitnaꞌa‑ro xiꞌin Xtoꞌo‑ro Jesús nuu dujun ka. Te duꞌa kutuu vaꞌa‑ro, ntdaa‑ro, xiꞌin Xtoꞌo‑ro Jesús kuia ma jɨn ndɨꞌɨ. 
1TH.4.18	Xijan kuu xa, xiꞌin tnuꞌu yaꞌa, juñaꞌa tnaꞌa‑n tnuꞌu kanu ini, ɨɨn‑n nuu ɨnka‑n.
1TH.5.1	Ñani‑da kuꞌa‑da, ña ndoñuꞌu‑n xa jaꞌan koio‑da nada kuia yaꞌa‑ro, antecas xa ndixi Xtoꞌo‑ro Jesús. Ña ndoñuꞌu‑n xa jaꞌan‑da nax koo, antecas xa ndixi‑ia. Duꞌa ma kadavaꞌa‑da nuu‑n. 
1TH.5.2	Vaꞌa xnaꞌa mee‑n xa danaa xee kɨu ndadandaa Xtoꞌo‑ro Jesús ntdaa xa io. Xnaꞌa‑n xa xee kɨu ijan, ná xee ɨɨn ñaduꞌu xakuaa. 
1TH.5.3	Hora ka jaꞌan ñayiu: “Xtuu vaꞌa‑ro, ña tuu nax kuu”, te danaa, hora ijan ni, danaa Ianyuux ñayiu jan. Ná kuu xa danaa ni kixeꞌe xa xaxiaꞌan hora kaku daꞌya ɨɨn ñadɨꞌɨ, da kixeꞌe Ianyuux xa danaa‑ia ñayiu jan. Te mayo‑i kaku. 
1TH.5.4	Ko mee‑n, ñani‑da kuꞌa‑da, ñatu ka xika‑n nuu nee, xa naꞌi xee kɨu ijan, ná naꞌi kɨu ɨɨn ñaduꞌu ɨɨn veꞌe. 
1TH.5.5	Ka kuu mee‑n, ntdaa‑n, ñayiu ka jandixa Xtoꞌo‑ro Jesús. Ka xika‑n nuu kanda vaꞌa. Ñatu kuu‑ro ñayiu xakuaa, ña ka xika‑ro nuu nee. 
1TH.5.6	Ná kuu ñayiu ka kidi kuu ñayiu jan. Xijan kuu xa maxku kidi mee‑ro, ná ka kidi mee‑i. Na kundeꞌa‑ro xa ndixi‑ia. 
1TH.5.7	Ñayiu kidi, kidi‑i xakuaa, ñayiu xini, xini‑i xakuaa. 
1TH.5.8	Ñayiu ka xika nduu kuu‑ro. Io xa koo tuꞌa‑ro. Ná kuu soldado kuu‑ro, te io xa dadaꞌu ñaꞌa. Ná kuu xa dadaꞌu soldado pechu‑s, kuu xa jandixa‑ro Ianyuux te xemani‑ro ñayiu. Ná kuu xa dadaꞌu soldado dɨkɨ‑s, kuu xa xndetu‑ro xa dakaku ñaꞌa Xtoꞌo‑ro Jesucristu, xa kutuu vaꞌa‑ro xiꞌin‑ia. 
1TH.5.9	Chi ña n‑nduku ñaꞌa Ianyuux mee‑ro, xa kada uꞌu ñaꞌa‑ia. N‑nduku ñaꞌa‑ia, xa niꞌi‑ro xa kutuu vaꞌa‑ro xiꞌin mee‑ia, xaxeꞌe Xtoꞌo‑ro Jesucristu. 
1TH.5.10	N‑xiꞌí Jesucristu xaxeꞌe‑ro, te juini ndito‑ro o n‑xiꞌí‑ro, ko dani kutuu‑ro xiꞌin‑ia. 
1TH.5.11	Xijan kuu xa, juñaꞌa tnaꞌa‑n tnuꞌu kanu ini, te chindee tnaꞌa‑n xa kundee ini koio‑n. Nani ka kida‑n vitna, dani kada koio ka‑n.
1TH.5.12	Ñani‑da kuꞌa‑da, ka xijan‑da xa koo koio‑n xañuꞌu nuu se ka kidatniu xiꞌin‑n. N‑kaxí Xtoꞌo‑ro Jesús mee‑sɨ, xa taxnuni koio‑s nuu‑n, te dakuaꞌa ñaꞌa‑s. 
1TH.5.13	Koo koio‑n xañuꞌu nuu‑s, te yo vaꞌa juemani koio‑n‑sɨ, xaxeꞌe tniu ka kida‑sɨ. Te kutuu mani‑n, ntdaa‑n, ɨɨn‑n xiꞌin ɨka‑n.
1TH.5.14	Ñani‑da kuꞌa‑da, ka xijan‑da nuu‑n, xa duꞌa kada koio‑n. Kudeen koio‑n nuu ñayiu ña ka juini xa kadatniu‑i. Juñaꞌa koio‑n tnuꞌu kanu ini nuu ñayiu ka yuꞌu. Chindee koio‑n ñayiu ña ndaku. Kundetu kuee koio‑n nuu ntdaa ñayiu.
1TH.5.15	Kundeꞌa tnaꞌa‑n, xa ni ɨɨn‑n maxku kada xa uꞌu nuu ñayiu ka kida xa uꞌu nuu mee‑n. Kada koio‑n xavaꞌa, nani nuu ntnaꞌa mee‑n, dani nuu ntdaa ñayiu.
1TH.5.16	Ntdaa kɨu kuvete koio‑n. 
1TH.5.17	Kɨu xiꞌin kɨu, kajan taꞌu koio‑n nuu Ianyuux. 
1TH.5.18	Hora kuvete‑n, hora tnau ini‑n, davaꞌa nga xa yaꞌa‑n, ko juñaꞌa koio‑n xa n‑kutaꞌu‑n nuu Ianyuux. Duꞌa kunduu naꞌi ka‑n xiꞌin Cristu Jesús, te duꞌa kada‑n xa juini Ianyuux xaxeꞌe‑n.
1TH.5.19	Ná kuu ɨɨn ñuꞌu koko kidatniu anu‑n, da kuu Espíritu Ianyuux. Juejoon koio‑n, ɨɨn ɨɨn‑n, xa kadatniu ka‑ia. 
1TH.5.20	Nux kachitnuꞌu ɨɨn ñayiu tnuꞌu Ianyuux nuu‑n, te io xa chinuu koio‑n tnuꞌu jan. 
1TH.5.21	Kototnuni koio‑n ntdaa xa teku‑n, te kueka vaꞌa koio‑n xa kuu xavaꞌa. 
1TH.5.22	Dandoo koio‑n ntdaa xa kuu xa uꞌu.
1TH.5.23	Kida Ianyuux xa kutuu vaꞌa‑ro. Xá n‑jaꞌan ñaꞌa‑ia mee‑ro xa ku kuu‑ro ñayiu mee‑ia, xá n‑kida dɨɨn ñaꞌa‑ia. Na kada‑ia xa kada koio mee‑n ntdaa xa juini mee‑ia. Na kunevaꞌa ñaꞌa‑ia mee‑n, anu‑n xiꞌin xaxtnuni‑n xiꞌin yɨkɨ kuñu‑n, xa ma kuaꞌa xa tekuechi ñaꞌa ni ɨɨn, hora ndixi Xtoꞌo‑ro Jesucristu. 
1TH.5.24	Jaꞌan ñaꞌa Ianyuux mee‑n xa kutuu vaꞌa koio‑n xiꞌin‑ia, te duꞌa koo. Kuaꞌa‑ro xa koo koio‑ro confianza nuu‑ia, xa duꞌa kada‑ia.
1TH.5.25	Ñani‑da kuꞌa‑da, kajan taꞌu koio‑n nuu Ianyuux xaxeꞌe mee‑da.
1TH.5.26	Juñaꞌa koio‑n xa ndajan tnuꞌu‑da ntdaa ñani‑ro kuꞌa‑ro xtuu ijan.
1TH.5.27	Xaxeꞌe xa taꞌu tniu ñaꞌa Xtoꞌo‑ro Jesucristu mee‑da, ka taꞌu tniu ñaꞌa mee‑da mee‑n, xa kaꞌu koio‑n carta yaꞌa nuu ntdaa ñani‑ro kuꞌa‑ro xtuu ijan.
1TH.5.28	Na taxi Xtoꞌo‑ro Jesucristu xamani‑ia nuu‑n. Duꞌa na koo.
2TH.1.1	Mee‑da, Spalu, kidavaꞌa‑da carta yaꞌa, xiꞌin Silvano xiꞌin Timoteo. Ka kidavaꞌa‑da nuu mee‑n ka kuu ñayiu ka jandixa Jesucristu ñuu nani Tesalónica. Ka kunduu‑n xiꞌin Taa‑ro Ianyuux xiꞌin Xtoꞌo‑ro Jesucristu. 
2TH.1.2	Na taxi‑ia xamani‑ia nuu‑n, na kada‑ia xa kutuu vaꞌa koio‑n.
2TH.1.3	Ñani‑da kuꞌa‑da, kɨu xiꞌin kɨu, io xa juñaꞌa koio‑da xa n‑kutaꞌu‑da nuu Ianyuux xaxeꞌe‑n. Te vatuka xa duꞌa ka kida‑da, chi kueꞌe xa kueꞌe ka jandixa‑n Xtoꞌo‑ro Jesucristu, te kueꞌe xa kueꞌe ka xemani tnaꞌa‑n, ɨɨn‑n xiꞌin ɨnka‑n. 
2TH.1.4	Xijan kuu xa najuen tnuꞌu ñaꞌa‑da nuu ntdaa ñayiu ka jandixa Ianyuux. Najuen tnuꞌu ñaꞌa‑da, chi ka kundee ini‑n xa jandixa koio ka‑n Jesucristu. Juini ka xini uꞌu ñaꞌa ñayiu mee‑n, ko ka jandixa naꞌi‑n, te juini kueꞌe vida ka yaꞌa‑n, ko ka kundee ini naꞌi‑n. 
2TH.1.5	Duꞌa xini‑ro xa kada Ianyuux xavaꞌa, hora ndadandaa‑ia ntdaa xa io. Hora ijan, jaꞌan‑ia xaxeꞌe mee‑n. Jaꞌan‑ia xa vaꞌa n‑ka kida‑n, te jaꞌan‑ia xa taxnuni koio mee‑n xiꞌin mee‑ia nuu taxnuni‑ia. Xaxeꞌe xaꞌa, kuu xa kueꞌe vida ka yaꞌa‑n vitna.
2TH.1.6	Meni xavaꞌa kida Ianyuux. Xijan kuu xa kada‑ia xa kueꞌe vida yaꞌa koio ñayiu ka kida xa kueꞌe vida ka yaꞌa mee‑n. 
2TH.1.7	Kueꞌe vida ka yaꞌa‑n vitna, ko kada Ianyuux xa kutuu vaꞌa koio mee‑n xiꞌin mee‑da nuu taxnuni‑ia. Duꞌa koo, na ndixi Xtoꞌo‑ro Jesús nde andɨu. Kixee‑ia xiꞌin ángel, ia ka xinokuechi nuu‑ia, ia ka kunxaꞌnu. Kixee‑ia nuu yanuꞌu koko. 
2TH.1.8	Te yo ndeꞌe ku kuu‑ia, hora ndadandaa‑ia ñayiu ña ka xini Ianyuux, ñayiu ña jandixa tnuꞌu vaꞌa Xtoꞌo‑ro Jesús. 
2TH.1.9	Kada uꞌu Ianyuux ñayiu jan. Kuia ma jɨn ndɨꞌɨ, yaꞌa koio‑i ntdaa xa kada ñaꞌa‑ia. Ma kutuu ñayiu jan xiꞌin Xtoꞌo‑ro Jesús. Ma kɨu koio‑i nuu taxnuni Ia kunxaꞌnu ka. 
2TH.1.10	Na ndixi Xtoꞌo‑ro Jesús, kɨu ijan, te ñayiu n‑kida dɨɨn‑ia, ñayiu mee‑ia, juñaꞌa koio‑i xa n‑kutaꞌu‑i nuu‑ia. Ntdaa ñayiu n‑ka jandixa‑ia, ndadakaꞌnu‑i‑ia. Mee‑n tuku, chi n‑ka jandixa‑n‑ia, na n‑ka jaꞌan‑da xaxeꞌe‑ia.
2TH.1.11	Xijan kuu xa, kɨu xiꞌin kɨu, ka xijan taꞌu‑da nuu Ianyuux xaxeꞌe‑n. Ka xijan taꞌu‑da xa jaꞌan Ianyuux xa vaꞌa n‑kida‑ia, hora n‑jaꞌan ñaꞌa‑ia mee‑n xa kunduu koio‑n xiꞌin‑ia. Taxnuni‑ia nuu ntdaa xa io. Xijan kuu xa ka xijan taꞌu‑da xa kada‑ia xa jɨn tnaꞌa ntdaa xavaꞌa ka juini‑n xa kada‑n, te ka xijan taꞌu‑da xa kada‑ia xa daxinokava koio‑n ntdaa tniu ka kida‑n xaxeꞌe xa ka jandixa‑n‑ia. 
2TH.1.12	Te duꞌa kada koio mee‑n xa jini koio ntdaa ñayiu xa Ia kunxaꞌnu ka kuu Xtoꞌo‑ro Jesucristu. Te taxnuni koio mee‑n xiꞌin mee‑ia. Duꞌa koo, xaxeꞌe xamani taxi Taa‑ro Ianyuux xiꞌin Xtoꞌo‑ro Jesucristu.
2TH.2.1	Ñani‑da kuꞌa‑da, vitna juini‑da xa kakuneꞌe‑da kɨu na ndixi Xtoꞌo‑ro Jesucristu, kɨu nataka‑ro xiꞌin‑ia. 
2TH.2.2	Xijan‑da xa maxku kɨ ini koio‑n, maxku yuꞌu koio‑n, xa kani ini‑n xa xá n‑ndixi‑ia. Nux jaꞌan ɨɨn ñayiu xa kachitnuꞌu‑i tnuꞌu Ianyuux xa xá n‑ndixi‑ia, maxku jandixa koio‑n tnuꞌu jan. Nux tekutnuꞌu koio‑n xa xá n‑ndixi‑ia, maxku jandixa koio‑n tnuꞌu n‑teku‑n. Nux jaꞌan koio ñayiu xa n‑ka kidavaꞌa mee‑da ɨɨn carta jaꞌan xa xá n‑ndixi‑ia, maxku jandixa koio‑n xa jaꞌan‑i. 
2TH.2.3	Maxku juejoon koio‑n xa dandaꞌu ñaꞌa ni ɨɨn ñayiu ni ɨɨn tnuꞌu jan. Ditna ka, kuu xa kuxee ini koio ñayiu ñuñayiu nuu Ianyuux, te dada xee kɨu ijan, kɨu na ndixi Xtoꞌo‑ro Jesucristu. Antecas xa xee kɨu ijan, te kixee Se kida kuechi, Se ma jandixa ni ɨɨn. Se andea kuu‑s, Se nuncas ma kutuu xiꞌin Ianyuux kuu‑s. 
2TH.2.4	Jantnaꞌa‑s xiꞌin ntdaa xa danani ñayiu ianyuux. Jaꞌan‑s xa kunxaꞌnu ka mee‑s dada davaꞌa nga ɨnka xa ndadakaꞌnu ñayiu. Nde xiti veñuꞌu Ianyuux, kunukoo mee‑s, ná nukoo mee Ianyuux. Jaꞌan‑s xa mee‑s kuu Ianyuux.
2TH.2.5	¿Ña ka najaꞌan‑n xa n‑xo jaꞌan‑da xaꞌa, na n‑xo tuu‑da xiꞌin‑n a? 
2TH.2.6	Te ka xini‑n nax kuu xa kida xa yɨtnɨɨ se ijan, xa ta kixee ka‑s vitna. Na xee hora juini Ianyuux, te kixee se ijan. 
2TH.2.7	Io ɨɨn xa kida kuechi vitna, ko ná kuu ɨɨn xa naꞌi kuu. Te io ɨɨn se kida xa yɨtnɨɨ xa kida kuechi vitna. Te kada naꞌi ka‑s xa kɨtnɨɨ xaꞌa, nde kada Ianyuux xa duꞌa ma kada ka‑s. 
2TH.2.8	Te dada kixee Se kida kuechi, Se ma jandixa ni ɨɨn. Te taxnuni Xtoꞌo‑ro Jesús nuu se ijan. Xiꞌin tachi yuꞌu‑ia kaꞌni‑ia‑s, xa maxku kada ka‑s ni ɨɨn. Ná kuu ɨɨn xa diñu xa diñu ku kuu Xtoꞌo‑ro Jesús, na ndixi‑ia kɨu ijan. 
2TH.2.9	Kada kuiꞌna xa kixee Se kida kuechi, Se ma jandixa ni ɨɨn. Taxnuni‑s nuu ñayiu. Kada‑s milagru. Ko xa vete kuu ntdaa xa kada‑s. 
2TH.2.10	Juetniu‑s ntdaa xa uꞌu xa dandaꞌu‑s ñayiu ña ka jandixa Jesucristu, ñayiu jɨꞌɨn andea. Jɨꞌɨn koio‑i andea, xaxeꞌe xa ña n‑ka juini‑i xa juemani‑i xa kuu xandaa, ña n‑ka juini‑i xa dakaku ñaꞌa Ianyuux mee‑i, xa kutuu vaꞌa‑i xiꞌin mee‑ia. 
2TH.2.11	Xijan kuu xa xejoon Ianyuux xa dandaꞌu Se kida kuechi ñayiu jan, xa jandixa koio‑i xa kuu tnuꞌu vete. 
2TH.2.12	Duꞌa ndadandaa Ianyuux ntdaa ñayiu ña n‑ka jandixa xa kuu xandaa, ñayiu n‑ka tna ini xa kuu xa uꞌu.
2TH.2.13	Ñani‑da kuꞌa‑da, kɨu xiꞌin kɨu, io xa juñaꞌa koio‑da xa n‑kutaꞌu‑da nuu Ianyuux xaxeꞌe‑n. Xemani ñaꞌa Xtoꞌo‑ro Jesús mee‑n. Nde kiꞌna nuu, n‑kaxí ñaꞌa Ianyuux mee‑n, xa dakaku ñaꞌa‑ia, xa ma kuú koio‑n xiꞌin kuechi‑n. N‑kida‑ia xa kadatniu Espíritu Ii anu‑n, xa dakuaꞌa ñaꞌa‑ia, xa kada koio‑n xa juini Ianyuux, te n‑kida Ianyuux xa jandixa koio‑n xa kuu xandaa. 
2TH.2.14	Na n‑ka kachitnuꞌu‑da tnuꞌu vaꞌa Jesucristu nuu‑n, te n‑jaꞌan ñaꞌa Ianyuux mee‑n. N‑jaꞌan ñaꞌa‑ia xa taxnuni koio mee‑n xiꞌin Xtoꞌo‑ro Jesucristu.
2TH.2.15	Ñani‑da kuꞌa‑da, xijan kuu xa kundee ini koio‑n, xa jandixa koio ka‑n Jesucristu. Kada koio‑n ntdaa xa n‑ka dakuaꞌa ñaꞌa‑da, tnuꞌu n‑ka jaꞌan‑da xiꞌin carta n‑ka kidavaꞌa‑da. 
2TH.2.16+2TH.2.17	Xemani ñaꞌa Taa‑ro Ianyuux mee‑ro. Xá n‑taxi‑ia tnuꞌu kanu ini, xa kutuu vaꞌa‑ro xiꞌin mee‑ia kuia ma jɨn ndɨꞌɨ. Xá n‑taxi‑ia xamani‑ia, xa kundetu‑ro nde ndixi Jesucristu. Na kada Taa‑ro Ianyuux xiꞌin Xtoꞌo‑ro Jesucristu, xa kundee ini koio‑n. Na chindee ñaꞌa‑ia, xa kada koio‑n xavaꞌa. Na chindee ñaꞌa‑ia, xa jaꞌan koio‑n tnuꞌu vaꞌa.
2TH.3.1	Ñani‑da kuꞌa‑da, kajan taꞌu koio‑n nuu Ianyuux xaxeꞌe mee‑da. Kajan taꞌu‑n xa yachi kuaꞌa xa juñaꞌa koio‑da tnuꞌu Xtoꞌo‑ro Jesucristu nuu ñayiu ñuu xiꞌin ñuu. Kajan taꞌu koio‑n xa kueka vaꞌa koio ñayiu jan tnuꞌu Jesucristu, ná n‑ka xeka vaꞌa mee‑n tnuꞌu‑ia. 
2TH.3.2	Kajan taꞌu koio‑n xaxeꞌe‑da, xa kaku koio‑da nuu se ka kida kuechi, se ka kida xa uꞌu. Chi ñatu ntdaa ñayiu ka juini xa jandixa‑i Jesucristu. 
2TH.3.3	Ko kuaꞌa‑ro xa koo‑ro confianza nuu Ianyuux. Kada‑ia xa kundee ini koio mee‑n, xa jandixa naꞌi ka‑n Xtoꞌo‑ro Jesucristu. Kunevaꞌa ñaꞌa‑ia mee‑n, xa ma dandaꞌu ñaꞌa kuiꞌna. 
2TH.3.4	Xndaxio‑da confianza nuu Ianyuux, xa ka kida‑n vitna te kada koio naꞌi ka‑n, ntdaa xa taꞌu tniu ñaꞌa‑da. 
2TH.3.5	Na kada Ianyuux xa kutnuni ini koio‑n xa xemani ñaꞌa‑ia mee‑n, te kada‑ia xa kundee ini koio mee‑n ná n‑kundee ini Xtoꞌo‑ro Jesucristu.
2TH.3.6	Ñani‑da kuꞌa‑da, n‑taꞌu tniu ñaꞌa Xtoꞌo‑ro Jesucristu mee‑da, xa taꞌu tniu ñaꞌa‑da mee‑n, xa maxku kunduu koio‑n xiꞌin ñani‑ro kuꞌa‑ro ña ka juini xa kadatniu‑i. Na n‑xo tuu‑da xiꞌin‑n, n‑ka dakuaꞌa ñaꞌa‑da xa io xa kadatniu koio‑n, ɨɨn ɨɨn‑n, xa niꞌi‑n xa ndoñuꞌu‑n. Ko duꞌa ña ka kida dava ñani‑ro kuꞌa‑ro xtuu xiꞌin‑n. 
2TH.3.7	Ka xini mee‑n xa io xa kada koio‑n, ná n‑ka kida mee‑da. Ña n‑ka kukudi mee‑da, na n‑xo tuu‑da xiꞌin‑n. 
