MAT.1.1	Ewana Yesu Kerisonu sirorari sina. Dana Deiwidinu sisia amara. Dana Eibaramunu sisia amara.
1JN.4.1	Nanu uwara, nanu neno yabai ibinu. Moana uwaranu sina da nauawe! I uwarama waita, Godinu Imumu yabai ibinu waitana ba me. Enoba imue eawe! I emabai ibinu imumu ue eawe. Ina Godibairoma fari aba me? 
1JN.4.2	Godinu Imumu Kotofu bobo uwara anene imutaita? Godinu Imumu Kotofu bobo uwarama waita, Godinu Amara Yesu Keriso, Dawa Ba Eme Sini waitaba emanu sina Godibairoma fari ya iwata utaita. 
1JN.4.3	Godinu Imumu Kotofu me uwarama eno waita, Godinu Amara Yesu Keriso Dawa ba eme sinawa waitaba emanu sinana Godibairoma farawa ui. I imuetana wasai kerisonu imueta. Wasai kerisonu imueta wenero nauita. Ina ewa orofaro ido fare ibinu.
1JN.4.4	Nanu aruma amara, yana Godinu uwaraba i Godinu sina nautawa irueta sina waita uwara serigari utaita. I yabai ibinu Imumu Dana derawere. I emabai ibinu imumu dana kikiratu iba yana ema serigari utaita. 
1JN.4.5	I uwarana ewa orofa atata uwaraba i Godinu sina nautawa uwarama emanu sina nautaita. 
1JN.4.6	Nono yaini naini yana Godinu uwaraba Godinu sina nautaita uwarama yanu sina nautaitaro Godinu sina nautawa uwarama yanu sina nautawa utaita. I uwarama eno utaitaba i Kotofu Imumu bobo uwaraini i seitaninu siosa imumu bobo uwaraini yana iwata utaisi.
1JN.4.7	Nanu uwara yana neno arama ue matafene watane. I ba neno arama ueta Godibairoma fariba iba neno arama ufeisi. 
1JN.4.8	Anama neno arama utasuna dawana Godinu amara. Dana Godi iwata utasu. Ana anama neno arama utawa utaitana ema Godi iwata me. 
1JN.4.9	Godima neno arama uegou utasu. Godima Danu Amara yaba tare uifiro yana me ibene ibene ibifene iba ewa orofaro siaia uiro tarari. Godima eno uiba Danu ba neno arama ueta yaba ma boroyari. 
1JN.4.10	Yana Godiba neno arama uegou utawa utaisiro Dana yaba neno arama uegou utasu. I ba neno arama uetana eno, Dawa Danu Amara yanu ba me ueta nesia mubie iba Yesu siaia uiro ewaro tarari. 
1JN.4.11	Nanu uwara, Godima yaba eno neno arama uegou uiba yaini naini enanari neno arama uegou ufene watane. 
1JN.4.12	Ya nesia Godi erawa nono yana neno arama ue matanaisina Godima yanu neno ubarero ibinu. Ibinuba Danu neno arama ueta ari neno arama kobererau uegou utaisi.
1JN.4.13	Godima Danu Imumu Kotofu siaia uiro tare yabai ibinu. Enoba ya iwata utaisi, Godima yabai ibinuro yana Dawabai ibinisi iwata utaisi. 
1JN.4.14	Godima Danu Amara ewa orofa atata uwara nesia ma wirofie iba siaia uiro tarari. Dawa tarariro esiba iba yaba waisi. 
1JN.4.15	Anama Yesu Dawa Godinu Amara wasuna Godima i amaranu neno ubarero ibinuro dawa Godibai ibinu. 
1JN.4.16	Enoba Godinu yaba neno arama uetana ya iwata uteda imuegou utaisi. Godima neno arama uegou utasu. Dana ba neno arama ueta. Anama uwaraba neno arama utasuna dawa Godibai ibasuro Godima danu neno ubarero ibasu.
1JN.4.17	Godima yanu neno ubarero ibinuba uwaraba neno arama uegou utaisi. Eno utaisiba Godinu koto kowa fafiro Dawaba iya da uyafeisi. Ewa orofaro Dawa ari ibinisiba Danu koto kowa fafiro Dawaba iya da uyafeisi. 
1JN.4.18	Yana ba neno arama uegou utaisina iyarawa utaisi. Ba neno arama uegou uteda iyareta mu sanaisi. Yana iya uyaredana Godi imuegou utawa iba iya uyaraisi. Godima ya fanisi mafisu aba me? Eno imuteda iba iya uyaraisi. Anama eno utasuna dawa Godinu neno arama ueta imuegou utawa utasu. 
1JN.4.19	Dana yaba botai neno arama utasuba nono yana Dawaba neno arama utaisi. Ina imuegou uawe. 
1JN.4.20	Anama na Godiba neno arama utatane weda nono danu domayaba neno ka utasuna dawana meo bobo amara. Ido anene anama Godi erawa uteda neno arama utasude nono danu domaya erasute neno arama utawa utasuna dawa Godiba neno arama utawa utasu. 
1JN.4.21	Yesuma eno bunawere wasu, ana Godi neno arama utasuna anu aiye neno arama ua wasu.
1JN.5.1	Anama Yesu Dawana i Keriso imutasuna i naueta amara dawana Godinu amara. Enoba anama mui dera amaraba neno arama utedana i amara danu aruma amaraba enanari neno arama utebasu. I arina anama Baba Godiba neno arama utasuna Danu Amara Yesu Kerisoba neno arama utasu. 
1JN.5.2	Yana Godiba neno arama uteda Danu wasu sina nautaisite utaisina ya iwata utaisi, ina Danu uwaraba enanari neno arama utaisi. 
1JN.5.3	Anama Godiba neno arama utasuna dawa Godinu wasu sina nesia nauegou utasu. Enoba yabaina Godinu sina urumu me. 
1JN.5.4	Urumu meba Godibairoma fareta uwara, Danu sina naueta uwarama ewa orofa atatanu ba mewere ueta sineta serigari utaisi. Yesu Keriso imuegou utaisina i siosawere ueta sineta serigari utaisi. 
1JN.5.5	Anama Yesu Keriso Dawa Godinu Amara imutasuna dawa ewa orofa atatanu ueta sineta ba mewere serigari utasu.
1JN.5.6	Yesu Keriso Dawa ewa orofaro babataito ufite me ibifiro Danu onono itafiro uifie iba tarari. Dawa babataito torowa ufie farawa ui. Dawa babataito ufiro Danu onono itafie iba tarari. Godinu Imumu Kotofuma i Yesuba sina wasu. Godinu Imumu Kotofu Dawana ba iba ba wasu. 
1JN.5.7+1JN.5.8	Yesunu babataito uetaini Danu onono itaretaini Godinu Imumu Kotofunu wetaini i rarogonuma sina demurai waita. Ema eno waita, Yesu Keriso Dawa Godinu Amara waita. 
1JN.5.9	Yana emenu waita sina nautaisi. Nono Godinu wasu sinana derawere emenu waita sinana kikiratu. Godima wei, Yesu Keriso Dawa Nanu Amara weiba ya nauegou utaisi. 
1JN.5.10	Anama Godinu Amara Yesu imuegou utasuna Godinu ba sina danu neno ubarero ibinu. Anama Godinu sina nautawa utasuna dawa Godi meo bobo wasu. Godima Yesu Dawa Nanu Amara weirogo i amarama dawa nautawa uteda Godi Dawa meo bobo wasu. 
1JN.5.11	Godinu sina ane ari? Danu sinana eno, Nanu Amara ubi yabai siaia umaro tarafite yaba uifiro me ibene ibene ibifoe watane, Danu sina eno wei. 
1JN.5.12	Anama Yesu Keriso imuegou utasuna Godinu wiroetaini me ibene ibene ibetaini awona dawabai ibinu. Anama Yesu Keriso imutawa utasuna Godinu wiroetaini me ibene ibene ibeta dawabai me.
1JN.5.13	Godinu me ibene ibene yabai ibinu imuegou ufoe iba ya Godinu sina nautaita uwaraba ewa owawa ue odatane. 
1JN.5.14	Yana Godinu imueta imuteda ane ane Dawabai wenaueraisina Dawa nautasu. Ina imuegou utaisi. 
1JN.5.15	Godima yanu wenauereta nautasuba Dawa nesia yaba matasu. Ina ya iwata utaisi.
1JN.5.16	Yana eraitana Godinu mui naueta amarama ba me utasuro eraita. Eraitana danu ba me uetana uieta dabaro aneta me iba Godibai guriguri uawero Godima i amara ma wirofi. Nono moana uwaranu ba me uetana uieta dabaro aneta iba Godibai guriguri da ufoe watane. 
1JN.5.17	Ba me ueta nesiana siosawere Godima wasu. Nono moana ba me ueta Godima mune imutawa ufisu. Mui ba me ueta siosawereba Godima i da mubisu. 
1JN.5.18	Godibairoma faraita uwara ema ba me utawa utebaita. Godinu Amara Yesu Dawa Godinu uwara durua utasuba seitanima i uwara agema buritawa utebasu.
1JN.5.19	Ya Godibairoma fasi yana iwata utaisi. Nono i orofa atata Godinu sina nautawa uwarana seitanibai ibinita. 
1JN.5.20	Godinu Amarama ewaro tararite yaba iwata derawere mateda Dawa iwata ufene iba tarari. Yana i ba Amara, Godinu Amara Yesu Kerisobai ibinisi. Ewa Yesu Keriso Dawana Godi. Ewa wiroetana me ibene ibene ibeta. Ina nesia ya iwata utaisi.
1JN.5.21	Nanu Aruma Amara, i ba me godi nesia kodiawe. Nanu sina ido me sininu.
2JN.1.1	Ana Godinu we mune odi aweta. Na dubu su yawoeta dera amarama aini anu koiniboroba ewa owawa ue odatanea eawe. Naini Godinu ba sina iwata ueta uwaraini yanu neno abai ibinu. 
2JN.1.2	Godinu ba sina yabai ibebe nono yabai me ibene ibene ibeibisu iba yanu neno abai ibinu.
2JN.1.3	Baba Godini Danu Amara Yesu Kerisoini emana yaba emanu kobererau durua uetaini ari wetaini wesarau ueta mafisiro ba sina torowa webete neno arama ufene watane.
2JN.1.4	Anu moana koiniboro Godinu ba sina naue inaraitaro nauteda yaru utatane. Godima weiba anu koiniboro nautaitaro iba yaru utatane. 
2JN.1.5	Godima we mune odi aweta, aba reka tarawatu sina owawa ue odawa utatane. Ewa tarawatu sina boderewere yabai mairo ibinu. I tarawatuna eno wasu, ya neno arama ue matawe wasu. 
2JN.1.6	Yana Godinu sina nautaisina ya neno arama ue matanaisi. Ewa sina, neno arama uawe, bodere weiro naui.
2JN.1.7	Moana irueta uwara faiyawere i orofa atataro inaraita. I uwarama waita, Yesu Keriso Dawa eme sinawa waitaba i uwarana irueta uwara. I uwarana wasai keriso. 
2JN.1.8	Eregou uforo! Yanu kobere gaukara utebeawero ina da me sibisuna Godinu moko maeta nesia muboita.
2JN.1.9	Anama Kerisonu sina nauegou utawa uteda nono aika we mawetu utasuna dawa Godibai ibawa utasu. Anama Yesunu ba sina nautasute enanari we mawetu utasuna Baba Godini Danu Amaraini ema dawabai ibinisi. 
2JN.1.10	Anama yabai fafite Yesunu ba sina da webite aika we mawetu ufisuna yanu suro bana da wiawete ario da wiawe. 
2JN.1.11	Anama i amaraba ario webisuna dawaini i amaraini i siosa gaukara uruama ufisisi.
2JN.1.12	Nanu sina aba faiyawere wemane iba owawa da umau. Abai famaro sina sina we matafute yaru derawere ufutu.
2JN.1.13	Anu Godima mune odi ataenu koiniboro aba ario waita.
2JN.1.13	Nanu sina ido me sininu.
3JN.1.1	Na dubu su yawoeta dera amarama a Geiasiba owawa ue odatane. Godinu sina imutataneba nanu neno abai ibinu. 
3JN.1.2	Naiye warai, a merau ibifae iba Godibai guriguri utatane. Anu nenonu imuetana kobererau ibinu, na iwata. 
3JN.1.3	Moana Godinu sina naueta uwara fatate a Godinu sina nautasute imutasu weitaro nauteda yaru ue. 
3JN.1.4	Moana uwara nanu koiniboro ari Godinu ba dabaro inaraita waitaro nautedana yaru derawere utatane. Enanari anu nauetaba yaru utatane.
3JN.1.5	Naiye warai, ana Godinu sina we inaraita uwara, moana uwarana a iwata me, nono i uwara nesia durua utasuna kobererau utasu. 
3JN.1.6	I uwarama Godinu sina naueta uwarabai anu durua ueta weitaro nauta. Ina kobererau. Godinu sina we inaraita uwarama abai nono fafitaitana Godinu unuba i uwara nono durua ua. 
3JN.1.7	Godima weiba iba anaitate Godinu sina nautawa uwarabai ane ane munawa utaita. 
3JN.1.8	Idoba aini naini i uwara durua ufutuna Godinu ba gaukara emaini uruama ufeisi.
3JN.1.9	Godinu sina naueta uwarabai owawa ue odete siaia uero nono Diotefasi danu torowa ma derawere utasuba nanu yawoeta sina ekodasu. 
3JN.1.10	Enoba na yabai ane famate yaba sina siosa weda utebasu sina wemau. Dawana eno torowa utawarogo eno utebasu, danu torowa i moana Godinu sina weta uwara danu suro woure odawa nono moana uwarama Godinu sina weta uwara mune emanu suro odaitana dawa unutawaba Godinu naueta uwara i dubu su ubareroma we yowefie utasu.
3JN.1.11	Naiye warai, i siosawere amaranu ueta enanari da uate i kobererau uwaranu ueta enanari ua. Anama kobererau utasuna dawa Godinu amara. Anama siosawere utasuna dawa Godibai ibawa.
3JN.1.12	Uwara faiyawere Dimitirisi dawana kobere amara waita. Dawa Godinu ba sina nautasuba dawa kobere amara. Naini dawana kobere amara watanero nono nanu sinana ba a iwata utasu.
3JN.1.13+3JN.1.14	Nanu ununa sina faiyawere aba owawa ue oetarogo nono na unutawa owawa ue oeta. Enoba a emane iro are famauna sina sina we matafutu.
3JN.1.13+3JN.1.14	Godima wesarau ueta abai ibifiro merau ibia. Wanu naiyemutuma aba ario sina waita. Nanu ario sina nanu naiyemutuba iro wiaro naufita.
3JN.1.13+3JN.1.14	Nanu sina ido me sininu.
JUD.1.1	Na Jude, Jeimisinu dabue. Nana Yesu Kerisonu gaukara amara. Ya, Godinu muneta uwara, yanu Baba Godima ya neno arama utasuro Yesu Kerisoma ya yawoegou utasu. Yaba ario watane. 
JUD.1.2	Godima ya kobererau imuegou ufiro ya merau ibiforo Godima ya neno arama uegou ufie watane.
JUD.1.3	Naiyemutu, nanu ununa Godinu yabai mai ma wiroeta sina wemane imutatane. Nono na mui sina naueba iba aika sina owawa ue odatane. Nanu sina odimaro eawe. Yanu nauetaro me sara da ufete yanu buna nesia i nauetaro odegou ufete Godima uwaraba mai nauetaro inare kimu ufene iba watane. 
JUD.1.4	Moana Godi imutawa tisa uwarama yabai kiwuma fare eno weita, ya uwara yanu unu ane ane siosa ufoitana uawero Godima yaba fanisi da mafi eno weita. I uwarana meo bobo uwara. Godima wei fanisi sina enanari emaba fanisi daido mafisu. I uwarama Godinu kobere durua ueta sina ma siosa utaitate Yesu Keriso ekoitaba emaba fanisi mafisu.
JUD.1.5	Nanu mui sina eno wemane. Ewa sina bodere nauta. Nanu ununa i sina nono owawa ue odimaro eawe. Godima i Isaraero uwara Ijifi orofaroma woure anite nono duburo Danu sina nautawa uwara nesia ma uiro uita. 
JUD.1.6	Nono i aneru imue eawe! Moana aneruma emanu Godima emaba mai buna ekoitate emanu ununa ba me uetaba iba siosawere uta. Eno utaba Godima ema budari uteda dumuwere kotoro saniro awona iro ibinita. Iro ibinitaba dubu kowaro Godima emaba fanisi derawere mafisu. 
JUD.1.7	I Sodomu su uwaraini Gomora su uwaraini i su su gigirariro uwara nesia imue eawe! I uwarama igabugawere udiri uteda amara sadei sadei enoma enoma udiri utebita. I uwarama enoma enoma utebitaba Godima i su nesia inama yari. Ina yanu we kakara uetanu imueta. I ba me ueta uwara ina kabesiro daido anibitaro iro inama yarene yarene yareibisu.
JUD.1.8	Nono i ba me tisa uwarama siosawere utedibinita. I uwarama tube tube eraitaba emanu ofe ubu ma siosa utaitate i dera uwaranu sina nautawa utaitate i kobere orofa ekoita aneru i bunawere aneruba irueta sina waita. 
JUD.1.9	Maikero, Godinu dera aneruwere dawaini seitanini ema Mosesinu ofe anama mubisu iba sina sina we matanebe Maikeroma seitaniba siosa sina wiawa wawei wiawa uteda seitaniba wei, Godima a we kakara ufi wei. 
JUD.1.10	Nono i siosa tisa uwarama ane ane iwawa uteda siosa sina waitate irutaitana emanu imuetana ba me. I uwarana awe egi ari. Ane ane ufitae ina utaitate emanu me ibene ibene ibeta imumu ma siosa utaita. 
JUD.1.11	Godima emaba fanisi derawere mafisu. Ema Godi imutawa utaitaba Godima emaba fanisi mafisu. Keinima danu dabue ma ui. I uwarama Keininu imueta ari imutaita. Beiramu danu ununa oi muneta. I uwarama enanari oi mubitae iba siosawere utaita. Kora dawa Godinu sina munawa ui, enanari i uwarama Godinu sina nautawa utaitaba ido emanu me ibene ibene ibeta ma siosa utaita. 
JUD.1.12	I uwarana siosawere. I uwarama yabai areto ieta ifitae faraitana ba me utaita. Sina derawere weda yo waitate ieta derawere itaitate moana uwara imutawa uteda emanu torowa imutaita. I uwarana igawere wadia ari. I uwarana obi me goso ari. Oyauma goso ure wawanasuro obi matawa utasu enanari i uwarama sina faiyawere waitate ane ane utawa utaita. I uwarana tai uwanawa ana ari. Tai meba ma dowaraitaro ainibeda sibu urasu, enanari awonana uieta uwaranu ibeta ari. Duburona emanu uieta dabaro anibitaitaba iba emanu uietana sadei ari. 
JUD.1.13	I uwarana enea ufe ari. Enea ufema igawere gugu woure ane enea gigirariro odasu, enanari i uwarama emanu igawere imueta yabai odaita. I uwarana yoya ari. Yoyama ariowere uteda fa tanasute nono dumuwere kabesiro ibasu. Enanari i uwarama i Godima ue bou ui dumuwere kotoro ane me ibene ibene ibifitaita.
JUD.1.14+JUD.1.15	Boderewerero Adamubairoma sirorari uwara seweni (7) are Inokibai buribi duburo farite Inokima i uwaraba wei, eforo! Godini Danu kobere aneru faiyawereini fafitaro Godima uwara nesia koto ufisu. Dawa koto ufiro Danu sina nautawa uwara, i uwarama Dawa siosawere utebitaba emanu siosawere ueta sineta ma boroyafite ema fanisi mafisu wei. 
JUD.1.16	I uwarama dera uwaraba kamena ka waitate ema unutawa Godinu imueta. Emanu ununa emanu nenonu ba me ueta torowa. Ema sasae uteda emanu ifu ma derawere utaitate uwarabai ane ane mubitae iba garo utaita.
JUD.1.17	Naiyemutu, yanu Dera Amara Yesu Kerisonu afosoro uwaranu sina imuegou uawe. 
JUD.1.18	I afosoro uwarama yaba weita, i dubu kowaro uwarama fafitate yaini i dera uwaraini irufitate emanu ba me ueta torowa ufitaita weita. 
JUD.1.19	I uwarama emanu imueta ba me uteda uwara mune aika maika odaita. I uwarana Godinu uwara me. Godinu Imumu Kotofuma emabai ibawa utasu. 
JUD.1.20	Nono nanu naiyemutu yana Godinu sina nauegou uawete yanu neno kimuwere uawe. Godinu Imumu Kotofu ya durua ufie wenaueawero durua ufiro ba guriguri uawe. 
JUD.1.21	Eno uawete Godi imuegou uawero ya neno arama ufi. Yesu Kerisoma ya neno arama utasuba Danu me ibene ibene ibeta yaba mafisuba ina toafurau yawoegou uawe.
JUD.1.22	Moana uwarama yanu sina nautawa ufitae iba aika sina waita. I uwaraba Godinu ba sina bunawere wiawete ema neno arama uawe. 
JUD.1.23	Yana ina tumi inaroma munaita enanari moana uwara seitaninu ditiroma ma dare muawe. Ba me uetaba iya uyawete uwaranu ba me ueta kodiawete ema neno arama uawe. Igawere wadia ekodaita enanari i uwaranu ba me ueta ekodiawe.
JUD.1.24	Godibai we ma kobererau ufene watane. Godima ya durua utasuba yanu nauetaroma da ureifoita. Dawa ya durua utasuba uwarama ya wawei da webitaita. Idoba Danu araeta torowabai ya roatarau we odifiro yaru derawere ufeisi. 
JUD.1.25	Dawa Godi demurai, Dana Yesu Kerisoroma ya ma wirotasu, Godina araetawere, Godina Dawa botai, Godima yawotasu, Godi Danu buna derawere i ari mui buna me, Dawa boderewere eno ibi. Dawa awona eno ibinu. Dawa duburo eno ibeibisu. Iba Dawa we kobererau ufeisi! Ido mui sina me.
REV.1.1	Yesu Kerisoma ewa owawa bukaro sina we ma boroyarebi. Godi Danu ununa i sina Danu gaukara ueta uwaraba we ma borobafie iba i sina Yesuba wei. Godi Danu ununa ane ane sau fafisu ememetu iba iwata ufitae iba Danu sina Yesuba wei. Dana eno weiro Yesu Kerisoma Danu aneru siaia uiro i aneruma Yesu Kerisonu gaukara ueta amara Jonibai anite i sina nesia wei. 
REV.1.2	Na Joni, nana i ueta nesia ere me sirete Godinu sina nesia we ma wabararo uete Yesu Kerisonu we ma boroyari ba sina eno we. 
REV.1.3	Anama ewa buka yawifisuna yaru ufisu. Ana anama Godinu fafisu ememetu sina naufitate ewa owawa bukanu sina enanari ufitaitana yaru ufitaita. Nauawe! I dubu kowa fafie baworo ufisuna i dubu ememetu ido sau fafisu.
REV.1.4+REV.1.5+REV.1.6	Na Joni, nanu sina ya Eisia orofaro dubu su seweni (7) ibinita uwaraba owawa ue odatane. Nanu ununa Godi Dana boderewere ibebe awonaini daido ibinu, nono duburo fafisu, Dawaini Dana i urero dera yaubetabai ibinu Amara, Dawana Godinu botai uietaroma uyari Amara, Dawana i orofa atata yawoeta dera uwaranu yawoeta dera kofiri. Nanu ununa Godini Imumu sewenini Yesuini emana yaba kobererau durua ufitate emanu wesarau ueta yaba mafitae watane. Yesu Keriso Dana ya uwara nesiaba neno arama uteda yaba uiro Danu onono itariba Dana ya nesia yanu siosawere uetabairoma mune aika odi. Dana ya uwara nesia dera yawoeta uwaraini Danu Damama Godinu fuyo ode sina weta uwara we mune odiba Dawabai buna derawereini araeta derawereini me ibene ibene ibifie watane, nanu sina ido.
REV.1.7	Eforo! Dana i urenu gosoroma ido fafisu. Dana eno fafiro uwara nesia Dawa ure yanae utebita uwara emaini Dawa efitaita. I orofa atata uwara nesia Dawaba ane ane utebitaba imufitate emanu torowa neno ure adireda i webitaita. Dana eno fafisugo, nanu sina ido.
REV.1.8	I Dera Godima eno wei, Na torowama Nana botairoma dubu, eno wei. I Godi torowama boderewere awonaini daido ibinuba duburona Dawana buna derawere fafisu.
REV.1.9	Na Joni, nana ya uwara nesianu yaiye. Yaini naini Yesubai taka ue ibinisi, iba awona Yesu Kerisoma ya yawotasuro ewa orofaro ibedana yaini uruama Danu gaukara utaisi. Eno utaisiba emema yaba awe uyaraitaro oferi wouraisite ya nesia inare kimu utaisi. Nana Godinu sina wete Yesu Keriso naba we ma boroyari sina weba na fanisi mateda na mune Fatamosi mutumuturo oitaro ibitara. 
REV.1.10	Nana yanu Dera Waria Amaranu kowaro me ibitararo Godinu Imumu Kotofuma nanu neno ubarero itarite na yawoegou uina mui amarama sina derawere tawuyonu rurua ari nanu dubena afuro weiro naue. 
REV.1.11	I sina eno wei, i erasu nesia enanari bukaro owawa ue odiate siaia uaro i dubu su nesia seweni ibinita uwarabai anibi wei. I Efesaini Simanaini Fegamamuini Taiatairaini Sadusini Firadefiaini Reodisiaini i orofa aika maika dubu su ibinita uwarabai anibi weiya wei.
REV.1.12	I wate nauete nanu unu owemate emane uete owerete erena goruma ubu ueta ekiwa seweni bububu utebita. 
REV.1.13	I ekiwa yarebita arioro erena eme sini amara ari iro inaibiro ere. Danu yafa wadia yuriro buri nesia dadau ui. Dana goru kafa ari nenoro asugari uite inaibiro ere. 
REV.1.14	Danu kofiri ijina inakeorau, gosonu ina ari, Danu ditina ina bubura ari utebiro ere. 
REV.1.15	Danu burina ario derawere. Ina burasi waita aiyoni ari. Ina derawerero yare fefetebasuro igabuga nesia ibebasuro ba burasi torowa roatarau torowa amutebasuro eme emanu agema ma bisibasa utebaitaro ario derawere utebasu. Danu burina i ari. Danu watena ogo sisifuma itareda webasu i ari. 
REV.1.16	Dana muina seweni Danu banibira agema maibi. Nono mui simeri awe sadei Danu bebeturo ibiro eno bobo wawaro amui. Danu ibo nawatana i kowa otoro ario ari. 
REV.1.17+REV.1.18	Nana Dawa erete Danu buribai ureiete uieta ari ue. Nana eno uero Dana Danu banibira agema na mameda wei, iya da uya. Nana i botairoma dubu, eno weite wei, Nana i me ibinu Amara. Nana uiete wiroeterogo nono awonaini me ibineba duburona me ibene ibene ibimau ea. Nana i uieta orofaini i uieta uwara nesia yawotatane wei. 
REV.1.19	Dana nono naba wei, enoba i erasu ememetu enanari owawa ue odia. Awona ibinuro erasuini duburo fafisu ememetu nesia owawa ue odia wei. 
REV.1.20	Nono i muina nesia seweni Nanu banibira age afu ibaitaro erinu, i goruma ubu ueta ekiwa erinu, ina kasei sina. I sinanu ubina eno, i muina sewenina eno, i dubu su nesia seweninu aneru. I ekiwa seweninu ubina eno, i ekiwa sewenina i dubu su nesia seweni, Dana naba eno wei.
REV.2.1	Dana nono naba eno wei, i Efesa dubu suro ibinu aneruba moana sina owawa eno ue odia wei. I sinana eno, ewa owawa sinana Nanu, Nana i muina nesia seweni Nanu banibira age afu mamete i ekiwa seweni yarebita abanaro inarebatane iba i sina abai watane wia wei. 
REV.2.2	Na iwata anu ueta nesiana korai derawere utasute nesia ure nudarau utasu. Na iwata a unutawa i siosawere ueta uwaranu ueta. Ana i emanu aika afosoro waita uwaranu sinanu ubi doberinute ataninuna emana ba afosoro uwara me. Emana meo weta uwara torowa. 
REV.2.3	Ana nesia ure nudarau utasu. Uwara faiyawere eritana ana Nanu ifu maibinuro eritate ueta siosawere aba uitarogo nono ana iyarawa usinute inare kimu usinute urumu derawere wourinu. Na iwata ana i korai uetaba ejiwa utawa utasu. 
REV.2.4+REV.2.5	Nono Nanu sina aba wemaro naua. Ina eno, bodere anu reka naueta Nabai odite anu neno nabai maegou uite nono awonana a me. Bodere anu ueta kobererau utebe i ueta kobererau ekodinu. Enoba imuegou uate anu siosawere ueta kodiate anu bodere kobererau ueta enanari ua. Nono eno ueta kobererau da ufasuna abai famate abairoma i ariorau ekiwa mune aika odimau. 
REV.2.6	Nono anu mui uetana kobererau. A unutawa i Nikorai waita uwaranu siosawere uetaba ina kobererau. Naini unutawa emanu siosawere ueta.
REV.2.7	Enoba anama ome bobona Godinu Imumu Kotofuma dubu su uwaraba wasu sina nauegou ufi.
REV.2.7	Ana anama ibeda i siosawere ueta serigari utaitaba emaba kobererau umate Godinu waiyaro waratasu wiroeta ana danu tai mumate emaba mamaro ifitate me ibine ibine ibifitaita watane wei.
REV.2.8	Dana nono naba eno wei, i Simana dubu suro ibinu aneruba moana sina owawa ue odia. I sinana eno, ewa owawa sinana Nanu. Nana i botairoma dubu. Nana uiete nono me ibine. 
REV.2.9	Na iwata, abai awe derawere uyarasuba anu ibetana kimuwere. Na iwata abaina ibaiabai me. Nono anu ba ibaiabai faiyawere ibinu. I uwara eno webaita, yana Ju uwara webaita. Emana Ju uwarana me. Emana seitaninu uwara. Na iwata i uwarama aba siosawere webaita. 
REV.2.10	I oferi woufoita ibaratu iya da uyawe. Nanu sina nauawe. Seitanima ya uwara faiyawere moana ue efie woure diburaro odifisu. Eno ufiro kowa teni torowa oferini neno arama derawere woufoita. Yanu naueta da ekodiawe. Buna uawete uifoitana duburo Nana yaba wiroeta me ibene ibene ibeta yaba mamaro ibifoita.
REV.2.11	Enoba anama ome bobona Godinu Imumu Kotofuma dubu su uwaraba wasu sina nauegou ufi.
REV.2.11	Ana anama ibeda i siosawere ueta serigari ufitaitana i dubu uietama ema da mubisu watane wei.
REV.2.12	Dana nono naba eno wei, i Fegamamu dubu suro ibinu aneruba moana sina owawa eno ue odia. I sinana eno, ewa sinana Nanu. Nana i awe sadei yafawere simeri mame ibeda iba ewa sina aba watane. 
REV.2.13	Na iwata yanu ibeta orofa. Yanu orofana seitaninu yawoeta orofa abanaro. Na iwata yana Na ekodawa uta. Bodere Nanu kobere sina weta amara, Etifasi, dana seitaninu orofaro ibebiro utaro ui. I kowaro yana Nanu ifu ma fearawa utebita. 
REV.2.14	Nono Na unutawa yanu moana ueta. Yabaina moana uwarama ibeda Beiramunu we mawetu ueta sina nautaitate enanari utaita. Bodere Beiramuma Beirakiba we mawetu utebiba Beirakima Isaraero uwarabai ane wei, i ba me godibai fuyo oeta egi ifote dita yagera fafoitana ina ido weirogo nono enona ba me wei. 
REV.2.15	Nono yabaina moana uwarama ibeda i Nikorai waita uwaranu we mawetu ueta sina nautaitate enanari utaita. 
REV.2.16	Enoba yanu siosawere ueta dubena afu sawe. Eno da ufoitana yabai sau amate Nanu bebeturoma amutasu awe kaiyama i uwaraboini uramau wei.
REV.2.17	Anama ome bobona Godinu Imumu Kotofuma dubu su uwaraba wasu sina nauegou ufi.
REV.2.17	Ana anama ibeda i siosawere ueta serigari utebitaba emaba i kiwuma ibinu mana ieta mamaro ifitaita. Nana emaba mui inakeowere gebiro demui demui mamau. I gebirorona emanu reka ifu odimaro nono i ifu mui amara dawa iwata me. I mubisu amara danu torowama dawa iwata ufisu watane Dana eno wei.
REV.2.18	Dana nono naba eno wei, I Taiataira dubu suro ibinu aneruba moana sina owawa eno ue odia. I sina eno, i sinana Nanu. Nana Godinu Amara wei. Nanu ditina ina buburanu ario ari. Nanu burina aiyoni ari. Ina atonu ario ari. Ewa sina Nana aba watane wei. 
REV.2.19	Na iwata ana Naba neno arama uteda anu naueta Nabai odegou utasu. Ana kobererau uteda nesia ure nudarau utasu. Ana bodere kobererau utebe nono awona i bodere kobererau ueta serigari utasute kobererau uegou utasu. 
REV.2.20	Nono Nanu sina naua. Na unutawa anu demurai siosawere ueta. I aweta, Jejabero, dana yabai ibinuro ana dawa ekodawa utasu. I awetama wasu, nana Godinu sina watane wasute Nanu gaukara utaita uwara dita yagera fafitate i meo godiba fuyo oeta egi ifitae we mawetu utebasu. Dana Nanu uwara eno irutasu. 
