MAT.1.1	Yesu Kristo enye Abraham kple Fia David ƒe dzidzimevi, eƒe dzidzime lae nye esi.
HEB.12.18	Menye to si ŋuti woate ŋu aka asii, to si le bibim kple dzo la gbɔe mieva o; mieva viviti, afudodo kple ahom gbɔ o. 
HEB.12.19	Menye kpẽɖiɖi, gbe si le nu ƒom ale be ame siwo see la ɖe kuku nɛ be megaƒo nu na yewo azɔ o la gbɔe mieva o; 
HEB.12.20	elabena womate ŋu awɔ ɖe gbe si woɖe na wo be, “Ne lã aɖe gɔ̃ hã ka asi to la ŋu la, ele be woaƒu kpee woaku” la dzi o. 
HEB.12.21	Nukpɔkpɔ la dzi ŋɔ ale gbegbe be Mose gblɔ be, “Mele dzodzom nyanyanya kple vɔvɔ.”
HEB.12.22	Ke mieva Zion to la gbɔ, dziƒo Yerusalem, si nye Mawu gbagbe la ƒe du la gbɔe mieva. Mieva mawudɔla akpe akpe siwo ƒo ƒu le dzidzɔ kpɔm la ƒe asaɖa me. 
HEB.12.23	Mieva ŋgɔgbevi la ƒe hame, ame si ƒe ŋkɔwo woŋlɔ ɖe dziƒo. Mieva Mawu, ame si nye amegbetɔwo katã ƒe ʋɔnudrɔ̃la la gbɔ. Mieva ame dzɔdzɔe siwo wowɔ blibo la ƒe gbɔgbɔwo gbɔ, 
HEB.12.24	mieva Yesu, nubabla yeye la ƒe avulé la la gbɔ kple ʋuhehlẽ si ƒo nu nyie wu Abel ƒe ʋu la gbɔ.
HEB.12.25	Mikpɔ nyuie be miagagbe toɖoɖo ame si le nu ƒom la o. Nenye be womete ŋu si, esi wogbe toɖoɖo eya ame si xlɔ̃ nu wo le anyigba dzi la nu o la, ale ke míawo ya miate ŋu asii ne míegbe toɖoɖo ame si le nu xlɔ̃m mí tso dziƒo? 
HEB.12.26	Le ɣemaɣi me la, eƒe gbe ʋuʋu anyigba gake azɔ la edo ŋugbe be, “Magaʋuʋu menye anyigba ɖeɖe ko o, ke boŋ dziƒowo hã” 
HEB.12.27	Nyagbe, “ake” ɖee fia be woaɖe nu si woate ŋu aʋuʋu la ɖa, nu siwo nye nuwɔwɔwo ale be nu siwo womate ŋu aʋuʋu o la ɖeɖe ko natsi anyi.
HEB.12.28	Eya ta esi míele mɔ kpɔm na fiaɖuƒe si womate ŋu aʋuʋu o la xɔxɔ la, mina míada akpe ɖe eta eye míasubɔ Mawu le mɔ si adze la dzi le vɔvɔ̃ kple dzodzo nyanyanya me, 
HEB.12.29	elabena dzo si fiaa nu lae nye míaƒe Mawu la.
HEB.13.1	Minɔ mia nɔewo lɔlɔ̃ dzi ɖaa abe dadaviwo ene 
HEB.13.2	Migaŋlɔ amedzrowɔwɔ be o; to esia wɔwɔ me ame aɖewo xɔ mawudɔlawo le manyamanya me 
HEB.13.3	miɖo ŋku ame siwo wode gaxɔme la dzi abe miawo hãe le gaxɔme kpli wo ene. Nenema ke miɖo ŋku ame siwo wole fu wɔmii la dzi abe miawo hãe le fua kpem ene.
HEB.13.4	Ame sia ame nade bubu srɔ̃ɖeɖe ŋu eye womaƒo ɖi srɔ̃ɖeba o elabena Mawu abu fɔ ahasiwɔlawo kple matrewɔlawo katã. 
HEB.13.5	Mite mia ɖokuiwo ɖa xaa tso galɔlɔ̃ gbɔ eye nu si le mia si la nedze mia ŋu elabena Mawu gblɔ be,
HEB.13.5	“Nyemaɖe asi le mia ŋu akpɔ o eye nyemagblẽ mi ɖi akpɔ gbeɖe o.”
HEB.13.6	Esia ta míegblɔ kple dzideƒo be,
HEB.13.6	“Yehowae nye nye xɔnametɔ, nyemavɔ̃ o. Nu ka amegbetɔ ate ŋu awɔm?”
HEB.13.7	Miɖo ŋku miaƒe kplɔlawo dzi, ame siwo gblɔa Mawu ƒe nya na mi. Mibu nu siwo do go tso woƒe agbenɔnɔ me la ŋuti ne miasrɔ̃ woƒe xɔse. 
HEB.13.8	Yesu Kristo metrɔna gbeɖe o, ale si wònɔ etsɔ si va yi, nenema kee wòle egbe eye nenema kee wòanɔ ɖaa. 
HEB.13.9	Migana nufiafia trama aɖeke nakplɔ miaƒe susuwo adzoe o. Enyo be woatsɔ amenuveve ado ŋusẽ miaƒe dziwo ke menye to nuɖuɖu tɔxɛ aɖewo ƒe sewo dzi wɔwɔ me o, esiwo mehea viɖe aɖeke vanɛ na ame siwo ɖunɛ la o. 
HEB.13.10	Vɔsamlekpui aɖe le mia si; Osɔfo siwo subɔna le Agbadɔ me gɔ̃ hã mekpɔ mɔ aɖu nu si tso vɔsamlekpui sia dzi o.
HEB.13.11	Osɔfogã la tsɔa lãwo ƒe ʋu yina ɖe Kɔkɔeƒe ƒe Kɔkɔeƒe la abe nu vɔ̃ ŋuti vɔsa ene, gake wotɔa dzo lãawo ŋutɔ le asaɖa la godo. 
HEB.13.12	Esia tae Yesu hã kpe fu le du la ƒe agbo godo be wòakɔ eƒe amewo ŋu, awɔ wo kɔkɔe to eya ŋutɔ ƒe ʋu la me. 
HEB.13.13	Eya ta mina míayi egbɔ azɔ le asaɖa la godo be míawo hã míaɖu ŋukpe si wòtsɔ, 
HEB.13.14	elabena du si nɔa anyi ɖaa la, mele mía si le afii o, ke míele mɔ kpɔm na du si lava va.
HEB.13.15	Eya ta mina míatsɔ kafukafuvɔsa na Mawu ɣesiaɣi to Yesu dzi, kafukafu siwo nye kutsetse tso nuyi siwo ʋua Yesu ƒe ŋkɔ me la me. 
HEB.13.16	Migaŋlɔ nyuiwɔwɔ be o eye miama nu kple mia nɔewo elabena vɔsa siawo tɔgbie dzea Mawu ŋu.
HEB.13.17	Miɖo to miaƒe kplɔlawo eye miwɔ ɖe nu siwo wogblɔ na mi la dzi elabena wole mia ta kpɔm abe ame siwo wòle be woana akɔnta Mawu tso woƒe dɔwɔna ŋu ene. Miɖo to wo ale be woƒe dɔwɔwɔ nanye dzidzɔ na wo eye mazu agba na wo o; elabena ne ele alea la, manye kpekpeɖeŋu aɖeke na miawo hã o. 
HEB.13.18	Mido gbe ɖa ɖe mía ta ɣesiaɣi. Míeka ɖe edzi be dzitsinya nyui le mía si eye míedina be míanɔ agbe bubutɔe ɣesiaɣi le nu sia nu me. 
HEB.13.19	Medi vevie be maƒoe ɖe mia nu tɔxɛ be miado gbe ɖa be woaɖe asi le ŋutinye na mi kpuie.
HEB.13.20	Ŋutifafa ƒe Mawu la, ame si to nubabla mavɔ ƒe ʋu la me kplɔ míaƒe Aƒetɔ Yesu Kristo Alẽkplɔla gã la do goe tso ame kukuwo dome la, 
HEB.13.21	natsɔ nu nyui sia nu nyui akpe ɖe mia ŋuti le eƒe lɔlɔ̃nuwɔwɔ ta eye wòawɔ nu si dze eŋu la le mía me to Yesu Kristo dzi, ame si ko tɔ anye ŋutikɔkɔe tso mavɔ me yi mavɔ me. Amen.
HEB.13.22	Nɔvi lɔlɔ̃awo, mele eƒom ɖe mia nu be mialé to ɖe nye dzideƒonamenyawo ŋu elabena agbalẽ kpui aɖe koe wònye meŋlɔ na mi.
HEB.13.23	Medi be mana mianya be woɖe asi le mía nɔvi Timoteo ŋu. Ne eva ɖo afi sia kaba la, nye kplii míava kpɔ mi ɖa.
HEB.13.24	Mido gbe na miaƒe kplɔlawo katã kple Mawu ƒe ameawo katã. Nɔvi siwo tso Italia hã do gbe na mi.
HEB.13.25	Amenuveve nanɔ anyi kple mi katã.
JAS.1.1	Agbalẽ sia tso Yakobo, Mawu kple Aƒetɔ Yesu Kristo ƒe dɔla, gbɔ na Yudatɔ kristotɔ siwo kaka ɖe xexeame godoo. Mele gbe dom na mi katã.
JAS.1.2	Nɔvi lɔlɔ̃awo, ne dodokpɔ ƒomevi geɖewo tu mi la mibui dzidzɔ sɔŋ, 
JAS.1.3	elabena mienyae bena miaƒe xɔse ƒe dodokpɔ hea dzidodo vanɛ. 
JAS.1.4	Ele be dzidodo nawu eƒe dɔ nu ale be miatsi azu blibo eye naneke mahiã mi o.
JAS.1.5	Ne ame aɖe hiã nunya la nebia Mawu ame si naa ame sia ame faa kple dɔmekɔkɔ eye Mawu anae fɔbubumanɔmee. 
JAS.1.6	Gake ne ebia la ele nɛ be wòaxɔe ase ɖikekemanɔmee elabena ame si kea ɖi la le abe ƒutsotsoe si ya ƒona yina gbɔna la ene. 
JAS.1.7	Ame ma megasusu be yeaxɔ naneke tso Aƒetɔ la gbɔ o. 
JAS.1.8	Elabena enye dzime eve susula eye meli ke le nu siwo katã wowɔna la me o. 
JAS.1.9	Nɔvi si mele nɔƒe kɔkɔ aɖeke o la neƒo adegbe be wodo ye ɖe dzi. 
JAS.1.10	Ke ame si si kesinɔnuwo le la neƒo adegbe be yemenye naneke o elabena enu ava yi abe seƒoƒo le gbedzi ene. 
JAS.1.11	Elabena ɣe dzena eye ɣe la ƒe ŋusẽ naa gbe yrɔna eye eƒe seƒoƒo duduna, ale wòbua eƒe anidzedze. Nenema ke kesinɔtɔ hã nu ava yi esime wòɖo eƒe agbe ƒe viviƒe.
JAS.1.12	Woayra ame si doa dzi le tetekpɔ me elabena ne enɔ te va se ɖe nuwuwu la axɔ agbefiakuku esi ƒe ŋugbe Mawu do na ame siwo lɔ̃nɛ.
JAS.1.13	Ne wote ame aɖe kpɔ la megagblɔ be, “Mawu le teyem kpɔ o.” Elabena womate ŋu atsɔ nu vɔ̃ɖi ate Mawu kpɔ alo eya ŋutɔ hã nate ame aɖeke akpɔ o. 
JAS.1.14	Ke boŋ ame sia ame ƒe didi vɔ̃woe tenɛ kpɔna eye woblea enu hehenɛ dzonae. 
JAS.1.15	Emegbe la didi vɔ̃ la fɔa fu hedzia nu vɔ̃ eye ne nu vɔ̃ tsi nyuie la edzia ku.
JAS.1.16	Nɔvi lɔlɔ̃awo, migana woable mi o. 
JAS.1.17	Nunana nyui kple nunana deblibo ɖe sia ɖe dziƒoe wòtsona, tso dziƒokekeli ƒe Fofo la gbɔ, ame si metrɔna abe ale si vɔvɔlĩ trɔnae ene o. 
JAS.1.18	Enye eƒe lɔlɔ̃nu be wòadzi mí to nyateƒe ƒe nya la me ale be míanye eƒe nuwɔwɔwo katã ƒe kutsetse gbãtɔ.
JAS.1.19	Nɔvinye lɔlɔ̃awo, milé ŋku ɖe nu sia ŋu be: ame sia ame naɖe abla le nusese me, nanɔ blewu le nuƒoƒo kple dzikudodo me, 
JAS.1.20	elabena ame ƒe dziku mehea dzɔdzɔenyenye ƒe agbenɔnɔ si Mawu di la vanɛ o. 
JAS.1.21	Eya ta miɖe ŋutilãmeɖiƒoƒowo katã ɖi kple nu vɔ̃ɖi wɔwɔ si bɔ ɖe mia dome la ɖi, eye miatsɔ ɖokuibɔbɔ axɔ nya si wodo ɖe mia me esi si ŋusẽ le be wòaɖe miaƒe luʋɔwo.
JAS.1.22	Miganye nya la selawo ko ahanɔ mia ɖokuiwo blem o, ke boŋ miwɔ ɖe nu si nya la gblɔ dzi. 
JAS.1.23	Elabena ame aɖe si se nya la eye mewɔ ɖe edzi o ɖi ame aɖe si kpɔ eƒe mo le ahuhɔ̃e me. 
JAS.1.24	Ke esi wodzo le ahuhɔ̃ea gbɔ la megaɖo ŋku ale si eƒe dzedzeme le la dzi o. 
JAS.1.25	Ke ame si dzroa Mawu ƒe se si de blibo, si naa ablɔɖe ame la me tsitotsito ɣesiaɣi eye meŋlɔa nu si wòsrɔ̃ la be o ke boŋ wòwɔa edzi la woayrae le nu si wòwɔna la me.
JAS.1.26	Ne ame aɖe gblɔ be yenye xɔsetɔ ke mede ga eƒe aɖe o la le eɖokui blem eye eƒe xɔse la hã nye dzodzro. 
JAS.1.27	Xɔse si mía Mawu Fofo la xɔna abe esi le dzadzɛ eye kpɔtsɔtsɔ mele eŋu o lae nye esi be: woakpɔ tsyɔ̃eviwo kple ahosiwo dzi le woƒe xaxa me, eye be amea maƒo ɖi eɖokui kple xexemenuwo o.
JAS.2.1	Nɔvinye lɔlɔ̃awo, abe ame si xɔ míaƒe ŋutikɔkɔe ƒe Aƒetɔ, Yesu Kristo, dzi se ene la, migakpɔ ame ŋkume o. 
JAS.2.2	Mítsɔe be ame aɖe va míaƒe sɔleme eye wòdo sikasigɛ nyuitɔ heta avɔ xɔasi eye ame dahe si do awu vuvu hã ge ɖe sɔlemexɔa me. 
JAS.2.3	Ne mietsɔ bubu tɔxɛ na ame si do awu xɔasi la hegblɔ nɛ be, “Va nɔ teƒe nyui sia,” gake miegblɔ na ame dahe la be “Wò ya nɔ tsitre ɖe afi ma” alo “Bɔbɔ nɔ anyigba le nye afɔnu,” la 
JAS.2.4	ɖe miede vovo ameawo me le mia dome eye mieva zu ʋɔnudrɔ̃la siwo me susu vɔ̃ɖiwo le o mahã?
JAS.2.5	Nɔvinye lɔlɔ̃tɔwo, miɖo tom: Ɖe Mawu metia ame siwo xexemetɔwo buna be wonye ame dahewo la be woanye kesinɔtɔwo le xɔse me eye be woanyi fiaɖuƒe si ŋugbe wòdo na ame siwo lɔ̃nɛ la ƒe dome o mahã? 
JAS.2.6	Ke miawo la miedzu ame dahewo. Ɖe menye kesinɔtɔwoe le miabam oa? 
JAS.2.7	Ɖe menye woawoe le ɖi ƒom ame si ŋu bubuŋkɔ le, ame si tɔ mienye la oa?
JAS.2.8	Ne mielé fiasedede si le mawunya me esi gblɔ be, “Lɔ̃ hawòvi abe wò ŋutɔ ɖokuiwò ene,” ɖe asi la miele nu dzɔdzɔetɔ wɔm. 
JAS.2.9	Ke ne miele ame ŋkume kpɔm la miewɔ nu vɔ̃ eye se la bu fɔ mi be mienye sedzidalawo.
JAS.2.10	Ame si wɔa Mawu ƒe sewo katã dzi, gake wòda le ɖeka pɛ dzi la, eda le wo katã dzi. 
JAS.2.11	Elabena ame si de se be, “Mègawɔ ahasi o” la eya kee de se be, “Mègawu ame o.” Eya ta ne mèwɔ ahasi o, gake nèwu ame la, ènye sedzidala. 
JAS.2.12	Miaƒe nuƒo kple agbenɔnɔ naɖee fia be wole ʋɔnu drɔ̃ ge mi kple se si naa ablɔɖe. 
JAS.2.13	Elabena ʋɔnudɔdrɔ̃ si me nublanuikpɔkpɔ mele o la woatsɔ na ame si mekpɔa nublanui o. Nublanuikpɔkpɔ ɖua ʋɔnudɔdrɔ̃ dzi.
JAS.2.14	Nɔvinye lɔlɔ̃awo, viɖe ka wòanye ne ame aɖe gblɔ bena xɔse le ye si evɔ la dɔwɔwɔ mekpe ɖe eŋu o? Ɖe xɔse sia tɔgbi ate ŋu aɖeea? 
JAS.2.15	Mítsɔe be nɔviŋutsu alo nɔvinyɔnu aɖe li esi si avɔ kple gbe sia gbe ƒe nuɖuɖu mele o. 
JAS.2.16	Ne mia dometɔ aɖe agblɔ nɛ be, “Heyi, medi dzɔgbenyui na wò, de dzo lãme eye naɖi ƒo nyuie,” evɔ mehewɔ naneke le eƒe ŋutilãmehiahiãwo ŋuti o la, viɖe kae wonye? 
JAS.2.17	Nenema kee, nye xɔse ŋutɔ hã. Ne dɔwɔwɔ mekpe ɖe eŋu o la enye nu kuku. 
JAS.2.18	Ke ame aɖe agblɔ dzideƒotɔe be, “Wò la xɔse le asiwò ke nye la dɔwɔwɔwo le asinye.” Fia wò xɔse si ŋu dɔwɔwɔwo mekpe ɖo o lam eye nye hã maɖe nye xɔse afia wò to dɔ siwo mewɔna la me. 
JAS.2.19	Èxɔe se be Mawu ɖeka koe li, enyo gake gbɔgbɔ vɔ̃wo hã xɔe se nenema eye wodzona nyanyanya kple vɔvɔ̃. 
JAS.2.20	Wò bometsila, ɖe nèle kakaɖedzi dim hafi anya be xɔse, dɔwɔwɔmanɔmee nye xɔse kuku oa? 
JAS.2.21	Ɖe womebu mía tɔgbui, Abraham, be enye dzɔdzɔetɔ le nu si wòwɔ esi wòtsɔ via Isak be yeasa vɔe na Mawu oa? 
JAS.2.22	Edze faã be eƒe xɔse kple dɔwɔwɔwo sɔ ɖekae ale be eƒe xɔse de blibo to nu si wòwɔ la me. 
JAS.2.23	Esia wɔ ɖe mawunya si gblɔ be, “Abraham xɔ Mawu dzi se eye wòto esia me zu ame dzɔdzɔe” la dzi eya ta woyɔe be Mawu xɔlɔ̃. 
JAS.2.24	Edze ƒãa be menye ame ƒe xɔse ɖeɖe koe wotsɔna tsoa afia o ke boŋ dɔ siwo wòwɔ hã kpena ɖe eŋu.
JAS.2.25	Nenema ke ɖe womebu Rahab gbolo la gɔ̃ hã be enye dzɔdzɔetɔ le nu si wòwɔ esi wòɣla ŋkutsala siwo dze egbɔ eye wòna woto mɔ bubu dzo oa? 
JAS.2.26	Ale si ŋutilã, gbɔgbɔmanɔmee nye nu kuku la nenema ke xɔse, dɔwɔwɔmanɔmee hã nye nu kuku.
JAS.3.1	Nɔvinye lɔlɔ̃awo, mia dometɔ geɖewo megabu wo ɖokuiwo nufialawoe o, elabena mienyae be mí ame siwo nye nufialawo la woadrɔ̃ ʋɔnu mí vevie wu ame bubuwo. 
JAS.3.2	Elabena mía dometɔ ɖe sia ɖe daa vo le mɔ geɖewo nu. Ne ame aɖe medaa vo le nuƒoƒo me o la eyae nye ame si de blibo ale wòtea ŋu dea ga eƒe ŋutilã blibo la. 
JAS.3.3	Numega sue si míedea sɔwo ƒe nume la, eyae nana be woɖoa to mí eye míetea ŋu trɔa lã bliboa ɖe afi sia afi. 
JAS.3.4	Mítsɔ tɔdziʋu gãwo abe kpɔɖeŋu ene. Togbɔ be wololo gã eye ya sesẽwoe hea wo hã la, kuɖɔ sue aɖe si le ʋua gɔme lae kuɖɔɖola la zãna tsɔna trɔa tɔdziʋu gã la ƒe mo ɖe afi sia afi si wòdi be tɔdziʋu gã la nayi. 
JAS.3.5	Nenema ke ame ƒe aɖe nye ŋutinu sue aɖe ko gake etea ŋu ƒoa adegbe gã. Mikpɔ ale si dzoxi sue aɖe tea ŋu tɔa dzo ave gãwoe la ɖa. 
JAS.3.6	Aɖe ŋutɔ hã nye dzo; enye xexeme vɔ̃ɖi le ŋutinuwo dome. Egblẽa ameti blibo la dome. Etɔa dzo amea ƒe agbemɔzɔzɔ blibo la eye mlɔeba la wotɔa dzo eya ŋutɔ hã le dzo mavɔ ʋe me. 
JAS.3.7	Amegbetɔ ate ŋu amla lã ɖe sia ɖe ƒomevi, xeviwo, nutatawo kple tɔmelãwo siaa, 
JAS.3.8	gake ame aɖeke mate nu amla ame ƒe aɖe o. Enye aɖi vɔ̃ɖi si dzi womate ŋu aɖu o. 
JAS.3.9	Mietsɔa míaƒe aɖe kafua míaƒe Aƒetɔ kple Mawu eye míegatsɔa aɖe ma ke ƒoa fi dea amegbetɔ si wowɔ ɖe Mawu ƒe nɔnɔme me. 
JAS.3.10	Kafukafu kple fiƒode dona tsoa ame ƒe nu ɖeka ma ke me. Ke, nɔvinyewo, le nyateƒe me la, mele be wòanɔ alea o. 
JAS.3.11	Ɖe vudo ɖeka ma ate ŋu adzi tsi vivi kple dzetsia? 
JAS.3.12	Nɔvinyewo, ɖe gboti ate ŋu atse amikutsetsewo, alo wainka ate ŋu atse gbowoa? Gbeɖe, dzetsivudo hã mate ŋu adzi tsi vivi o.
JAS.3.13	Ame kae nye nunyala kple nugɔmesela le mia dome? Neɖee fia to agbe nyui nɔnɔ kple dɔwɔwɔ siwo wowɔ le ɖokuibɔbɔ si tsoa nunya gbɔ la me. 
JAS.3.14	Ke ne míaƒe dzi yɔ fũu kple ŋuʋaʋã vɔ̃ɖi kple dokuitɔdidi la, esia meganye adegbe míanɔ ƒoƒom alo agbe nyateƒe la o. 
JAS.3.15	“Nunya” sia tɔgbi metso dziƒo o, ke boŋ etso anyigba dzi afi eye wònye nu si tso Abosam gbɔ eye eŋuti mekɔ o. 
JAS.3.16	Elabena afi si ŋuʋaʋã kple ɖokuitɔdidi vivivo le lae, masɔmasɔ kple nu vloe ɖe sia ɖe wɔwɔ nɔna.
JAS.3.17	Ke nunya si tso dziƒo la, gbã la, ele dzadzɛ eye wòlɔ̃a tomefafa, efana na ame bubuwo, ebɔbɔa eɖokui, eye wòyɔ fũu kple nublanukpɔkpɔ. Kpe ɖe esiawo ŋuti la, etsea ku nyuiwo, medea ame dzi o eye wòwɔa nu si le eteƒe. 
JAS.3.18	Ŋutifafame siwo ƒãa ŋutifafa la, xaa dzɔdzɔenyenye ƒe kutsetse.
JAS.4.1	Nu kae hea avuwɔwɔ kple dzrewɔwɔ vaa mia dome? Ɖe menye miaƒe dzimedidi siwo le aʋa wɔm le mia me lae oa? 
JAS.4.2	Miedia nu gake miekpɔnɛ o, miewua ame, xɔa eƒe nuwo, gake nu si dim miele la masu mia si o. Miewɔa dzre eye miewɔa avu hã gake nuawo mesua mia si o, elabena miebiaa Mawu o. 
JAS.4.3	Ne miebia la, miaƒe asi mesua edzi o, elabe miebia kple susu vɔ̃ɖi, miebia nu siwo miawɔ yakayaka na mìa ɖokuiwo.
JAS.4.4	Mi ahasiwɔlawo! Ɖe mienya be ne miedze xɔlɔ̃ kple xexeame la ekema mielé fu Mawu oa? Ame sia ame si dze xɔlɔ xexeame la nye Mawu ƒe futɔ. 
JAS.4.5	Alo ɖe miesusu be dzodzroe mawunya gblɔ be gbɔgbɔ si wòde mía me la ʋãa ŋu veviea? 
JAS.4.6	Ke ena amenuveve geɖe mí. Esia ta mawunya gblɔ be, “Mawu tsia tre ɖe dadalawo ŋu ke evea ame siwo bɔbɔa wo ɖokui ɖe anyi la nu.” 
JAS.4.7	Eya ta mibɔbɔ mia ɖokuiwo ɖe Mawu te. Mitsi tre sesĩe ɖe Abosam ŋuti ekema asi le mia nu. 
JAS.4.8	Mite ɖe Mawu ŋu kpokploe eye eya hã atsɔ ɖe mia gbɔ. Mi nu vɔ̃ wɔlawo miklɔ miaƒe asiwo, eye mi ame siwo nye dzime eve susulawo la miklɔ miaƒe dziwo me. 
JAS.4.9	Milé blanui, mifa konyi eye mifa avi. Mina miaƒe nukoko nazu konyifafa, eye miaƒe dzidzɔkpɔkpɔ nazu blanuiléle. 
JAS.4.10	Mibɔbɔ mia ɖokui na Aƒetɔ la ekema ado mi ɖe dzi.
JAS.4.11	Nɔviwo, migagblẽ mia nɔewo ŋu o, ame si gblẽ nɔvia ŋu alo drɔ̃ ʋɔnui la, tsi tsitre ɖe se la ŋu hedrɔ̃ ʋɔnui. Ne èdrɔ̃ ʋɔnu se la la, mèle edzi wɔm o ke boŋ ènɔ ʋɔnudrɔ̃zikpui dzi hele ʋɔnu drɔ̃mii. 
JAS.4.12	Senala kple ʋɔnudrɔ̃la ɖeka koe li, ame si tea ŋu ɖea ame eye wotsrɔ̃a ame hã. Ke wò la, ame kae nènye be nàdrɔ̃ ʋɔnu hawòvi?
JAS.4.13	Azɔ la miɖo to afii, mi ame siwo le gbɔgblɔm be, “Egbe alo etsɔ míayi du sia alo ekemɛ me, anɔ anyi ƒe ɖeka, atsa asi eye míakpɔ ga.” 
JAS.4.14	Nu ka ta? Elabena mienya nu si ava dzɔ etsɔ si gbɔna gɔ̃ hã o. Nu kae miaƒe agbe nye? Miele abe afu si dona ɣeyiɣi kpui aɖe eye wògabuna la ene. 
JAS.4.15	Ke boŋ migblɔ bena, “Nenye Aƒetɔ la ƒe lɔlɔ̃nu la, míanɔ agbe eye míawɔ nu sia kple ekemɛ.” 
JAS.4.16	Ke nu si miewɔna la nye dada kple ɖokuidodo ɖe dzi ƒoƒlu. Adegbeƒoƒo siawo tɔgbi katã nye nu vɔ̃. 
JAS.4.17	Eya ta ne ame aɖe nya nu nyuie si wòle be wòawɔ gake mewɔe o la, ewɔ nu vɔ̃.
JAS.5.1	Azɔ la mi kesinɔtɔwo, miɖo to afii, mido ɣli eye mifa avi, le fukpekpe si gbɔna mia dzi va ge la ta. 
JAS.5.2	Miaƒe kesinɔnuwo nyunyɔ eye agbagblaʋui ɖu miaƒe avɔ nyuiwo keŋkeŋ. 
JAS.5.3	Miaƒe sika kple klosalowo lé ɣebia eye woƒe ɣebialéle sia nye ɖaseɖiɖi si tsi tre ɖe mia ŋu hele miaƒe ŋutilã ɖum abe dzo ene. Mieha kesinɔnuwo dzra ɖo fũu le ŋkeke mamlɛawo me. 
JAS.5.4	Mikpɔ ɖa, dɔwɔla siwo ŋlɔ miaƒe agblewo me eye miegbe fexexe na wo la, le avi fam ɖe mia ŋuti. Nenema ke ame siwo xa nu na mi le agble me la ƒe ɣlidodo va ɖo tome na Aƒetɔ Ŋusẽkatãtɔ la. 
JAS.5.5	Mienɔ xexeamae le agbeɖuɖu blibo me eye mietsɔ mia ɖokuiwo de vivisese geɖe me. Mienyi mia ɖokuiwo heda ami le wuwuŋkeke la lalam. 
JAS.5.6	Miebu fɔ amewo eye miewu ame maɖifɔ siwo metsi tre ɖe mia ŋu o.
JAS.5.7	Eya ta, nɔvinyewo, migbɔ dzi ɖi blewu va se ɖe Aƒetɔ la ƒa vava. Mienya ale si agbledela lalana na eƒe agblemenukuwo be woatse ku, eye wògbɔa dzi ɖi na adametsi kple kelemetsi. 
JAS.5.8	Alea ke wòle be miawo hã miagbɔ dzi ɖii eye mianɔ tsitre sesĩe elabe Aƒetɔ la ƒe vava ɖo vɔ. 
JAS.5.9	Nɔviwo, migalĩ liʋiliʋĩ le mia nɔewo ŋu o, ne menye nenema o la woadrɔ̃ ʋɔnu mi. Ʋɔnudrɔ̃la la ƒe afɔ le ʋɔtru la nu.
JAS.5.10	Nɔviwo, mina Nyagblɔɖila siwo gblɔ Mawu ƒe nya na amewo le Aƒetɔ la ƒe ŋkɔ me la nanye kpɔɖeŋu na mi le fukpekpewo me. 
JAS.5.11	Abe ale si wòle nyanya me na mi ene la, míebua ame siwo do dzi le xaxawo me la be wonye yayramewo. Miese Hiob ƒe dzidodo le fukpekpe me ƒe nyawo, eye mienya ale si Aƒetɔ la wɔ nɛ le nuwuwu. Aƒetɔ la nye dɔmenyotɔ kple nublanuikpɔla gã aɖe. 
JAS.5.12	Gawu la, nɔvinyewo, migata nu o, eɖanye kple anyigba loo dziƒo alo nu bubu aɖeke o. Miaƒe ẽ nanye ẽ eye miaƒe o nanye o, nemenye nenema o la miadze na ʋɔnudɔdrɔ̃.
JAS.5.13	Mia dometɔ aɖe le fu kpena? Nedo gbe ɖa. Mia dometɔ aɖe le dzidzɔ kpɔma? Nedzi kafukafuhawo. 
JAS.5.14	Ame aɖe le dɔ lém le mia domea? Neyɔ hanunɔlawo ne woado gbe ɖa ɖe eta eye woasi ami nɛ le Aƒetɔ la ƒe ŋkɔ me. 
JAS.5.15	Eye gbe si wodo ɖa le xɔse me la ana be amea ƒe lãme nasẽ, eye Aƒetɔ la afɔe ɖe tsitre. Ne ewɔ nu vɔ̃ hã la, woatsɔe akee. 
JAS.5.16	Eya ta miʋu miaƒe nu vɔ̃wo me na mia nɔewo eye miado gbe ɖa ɖe mia nɔewo ta be miaƒe lãme nasẽ. Ame dzɔdzɔe ƒe gbedodoɖa nu sẽna eye wòwɔa dɔ. 
JAS.5.17	Eliya nye amegbetɔ abe míawo ke ene. Edo gbe ɖa vevie be tsi nagadza o, eye tsi medza o ƒe etɔ̃ kple afã sɔŋ. 
JAS.5.18	Emegbe la egado gbe ɖa, dziƒo nu ʋu eye tsi dza ale be anyigba gatse eƒe kutsetsewo. 
JAS.5.19	Nɔvinye lɔlɔ̃awo, ne mia dometɔ aɖe tra tso nyateƒe la gbɔ eye ame aɖe kplɔe gbɔe la, 
JAS.5.20	nenya esia be: ame si na nu vɔ̃ wɔla trɔ tso eƒe mɔ vɔ̃ dzi la, aɖee tso ku me eye woatsɔ nu atsyɔ nu vɔ̃ gbogbɔ aɖewo dzi.
1PE.1.1	Petro, Yesu Kristo ƒe Apostolo, ŋlɔ ɖo ɖe: Mawu ƒe ametiatia siwo nye amedzrowo le xexeame, ame siwo kaka ɖe Ponto, Galatia, Kapadokia, Asia kple Bitinia nutowo me, 
