GEN.1.1	Le gɔmedzedzea me Mawu wɔ dziƒo kple anyigba. 
MAT.25.25	eye esi mele vɔvɔ̃m la, medzo yi ɖaɖi wò talento la ɖe do me; kpɔ ɖa, xɔ wò nu. 
MAT.25.26	Eƒe aƒetɔ la xɔ edzi gblɔ nɛ bena: Dɔla vɔ̃ɖi kple kuviatɔ! Ɖe nènyae bena, meŋea nu le afisi nyemeƒã nu ɖo o, eye meƒoa nu ƒu le afisi nyemewu nu ɖo o mahã? 
MAT.25.27	Ekema ele na wò bena, natsɔ nye klosalo la ayi aɖana gasitsalawo, eye le nye vava me la maxɔ ye nu la kple deme. 
MAT.25.28	Eyaŋuti mixɔ talento la le esi, eye mitsɔe na amesi si talento ewo le la. 
MAT.25.29	Elabena amesiame, si nu le esi la, woana nui, woagbã go nɛ: ke amesi si nu mele o la, nusi le esi la, woaxɔ eya hã le esi. 
MAT.25.30	Eye dɔla, si menyo na naneke o la, mitsɔe ƒu gbe ɖe viviti tsiɖitsiɖi la me, afima avifafa kple aɖukliɖuɖu lanɔ.
MAT.25.31	Ke ne Amegbetɔvi la ava le eƒe ŋutikɔkɔe me, eye dɔlawo katã akpe ɖe eŋuti la, ekema abebe no eƒe ŋutikɔkɔezikpui la dzi; 
MAT.25.32	eye woaƒo dukɔwo katã nu ƒu ɖe eƒe ŋku me, eye wòamã wo me atso wo nɔewo gbɔ, abe alesi alẽkplɔla mãa alẽwo kple gbɔ̃wo mee ene; 
MAT.25.33	eye wòatsɔ alẽwo aɖo eƒe nuɖusi me, ke atsa gbɔ̃wo aɖo eƒe mia me. 
MAT.25.34	Tete fia la agblɔ na amesiwo le eƒe nuɖusi me la bena: Miva, mi Fofonye ƒe ame yayrawo, minyi fiaɖuƒe, si wodzra ɖo ɖi na mi tso xexeme ƒe gɔmeɖoɖoanyi me la, ƒe dome! 
MAT.25.35	Elabena dɔ wum, eye miena nuɖuɖum; tsikɔ wum, eye miena tsim; amedzro menye, eye miexɔm medze mia gbɔ. 
MAT.25.36	Mele amama, eye miedo awu nam; nye lãme gblẽ, eye mieva kpam ɖa, mele gaxɔ me, eye mieva gbɔnye. 
MAT.25.37	Tete ame dzɔdzɔeawo axɔ edzi ne agblɔ bena: Aƒetɔ, gbekagbee míekpɔ bena, da le wuwòm, eye míenyi wò, alo tsikɔ le wuwòm, eye miena tsi wò mahã? 
MAT.25.38	Gbekagbe míekpɔ wò nènye amedzro, eye míexɔ wò nèdze mía gbɔ, alo amama, eye míedo awu na wò mahã? 
MAT.25.39	Alo gbekagbe míekpɔ bena, wò lãme gblẽ, alo nèle gaxɔ me, eye míeva kpɔ wò ɖa mahã? 
MAT.25.40	Eye fia la aɖo eŋu agblɔ na wo bena: Vavã mele egblɔm na mi bena: Nusianu, si miewɔ na nenem nɔvinye sue siawo dometɔ ɖeka la, nyee miewɔe na. 
MAT.25.41	Tete wòagblɔ na amesiwo le mia me la hã bena: Mite ɖa tso gbɔnye, mi amesiwo woƒo fi de; miyi ɖe dzo mavɔ, si wodzra ɖo ɖi na Abosam kple eƒe dɔlawo la me! 
MAT.25.42	Elabena da wum, eye miena nuɖuɖum o; tsikɔ wum, eya miena tsim o; 
MAT.25.43	amedzro menye, eye miexɔm medze mia gbɔ o; menɔ amama, eye mieɖo awu nam o; nye lãme gblẽ, menɔ gaxɔ me, eye mieva kpɔm ɖa o. 
MAT.25.44	Tete woawo hã woaxɔ edzi nɛ agblɔ bena: Aƒetɔ, gbekagbe míekpɔ wò bena, da le wuwòm, alo tsikɔ le wuwòm, alo nènye amedzro, alo nèle amama, alo wò lãme gblẽ, alo nèle gaxɔ me, eye míesubɔ wò o mahã? 
MAT.25.45	Tete wòaɖo ŋu na wo agblɔ bena: Vavã mele egblɔm na mí bena: Nusianu, si miewɔ na nenem me sue siawo dometɔ ɖeka o la, miewɔe na nye hã o. 
MAT.25.46	Eye woawo la wòayi ɖe fukpekpe mavɔ la me, ke ame dzɔdzɔewo la wòayi ɖe agbe mavɔ la me.
MAT.26.1	Eye wòva me, esi Yesu wu nenem nya siawo katã nu vo la, egblɔ na eƒe nusrɔ̃lawo bena: 
MAT.26.2	Minyae bena, ŋkeke eve megbe la ŋutitoto la aɖo, eye woade Amegbetɔvi la asi, be woaklẽe ɖe ati ŋuti.
MAT.26.3	Tete nunɔlagãwo kple dumegãwo va kpe ta ɖe nunɔlagã, si ŋkɔ nye Kayafa la, ƒe mɔ̃ la me; 
MAT.26.4	eye wode adaŋu bena, yewoalé Yesu le adaŋu me, eye yewoawui. 
MAT.26.5	Ke wogblɔ bena: Menye le ŋkekenyuie la dzi o, bena zi nagatɔ le dukɔ la dome o.
MAT.26.6	Esi Yesu le Betania le Simon, dzɔbutɔ la ƒe me la, 
MAT.26.7	nyɔnua ɖe va egbɔ kple alabastrogui, eye ami, si ƒe asi sẽ ŋutɔ la, le eme, eye wòtsɔe kɔ ɖe ta me nɛ, esi wòle kplɔ ŋuti. 
MAT.26.8	Ke esi nusrɔ̃lawo kpɔe la, eve dome na wo, eye wogblɔ bena: Nugbegblẽ sia gome ɖe? 
MAT.26.9	Elabena woate ŋu adzra ami sia ho gãe, eye woatsɔe ana ame dahewo. 
MAT.26.10	Ke esi Yesu dze sii la, egblɔ na wo bena: Nukaŋuti miele fu ɖem na nyɔnu la? Elabena ewo do nyui nam. 
MAT.26.11	Elabena ame dahewo la woli kpli mi ɖaa, ke nye la nyemeli kpli mi ɖaa o. 
MAT.26.12	Elabena esi wòtsɔ ami sia ko ɖe nye ŋutilã dzi la, ewɔe hena nye ɖiɖi. 
MAT.26.13	Vavã mele egblɔm na mi bena: Afisi ke woaɖe gbe ƒã nyanyuie sia afia le le xexeme blibo la katã la, woagblɔ nusi nyanu sia wo la hã hena ŋkuɖoɖo edzi.
MAT.26.14	Tete ame wuieveawo dometɔ ɖeka, si woyɔna bena Yuda Iskariot la, ta edzi yi ɖe nunɔlagãwo gbɔ gblɔ bena: 
MAT.26.15	Nuka mielɔ̃ be, mianam, ne made eyama asi na mia? Ke woawo la wona klosalo blaetɔ̃e. 
MAT.26.16	Eye tso ekema dzi la ele asinu dim, bena yeadee asi.
MAT.26.17	Eye le abolo maʋamaʋã ƒe ŋkeke gbãtɔ dzi la nusrɔ̃lawo va Yesu gbɔ gblɔ bena: Afika dim nèle bena, míadzra ɖo na wò, ne naɖu ŋutitotolẽvi la le mahã? 
MAT.26.18	Egblɔ bena: Miyi ɖe dua me ɖe ame ma gbɔ, eye migblɔ nɛ be na: Nufiala la gblɔ bena: Nye azãgbe la le ɖoɖom, gbɔwò maɖu ŋutitotolẽvi la le kple nye nusrɔ̃lawo. 
MAT.26.19	Eye nusrɔ̃lawo wo, abe alesi Yesu ɖo na wo la ene eye wodzra ŋutitotolẽvi la ɖo.
MAT.26.20	Eye esi fiẽsi ɖo la, ena kplɔ̃ ŋuti kple ame wuieve la; 
MAT.26.21	eye esi wole nu ɖum la, egblɔ bena: Vavã mele egblɔm na mi bena: Mia dometɔ ɖeka adem asi. 
MAT.26.22	Tete woxa nu ŋuta, eye wo dome amesiame de asi biabia me gblɔ bena: Aƒetɔ, nyee loo? 
MAT.26.23	Ke eɖo ŋu gblɔ bena: Amesi ƒe asi le agba me dem kplim la, eya kee ladem asi. 
MAT.26.24	Amegbetɔvi la le yiyim, abe alesi woŋlɔ ɖi le eŋuti ene; ke baba na nenem me, si lade Amegbetɔvi la asi! Enyo na nenem me la bena, womegaxae dzi o. 
MAT.26.25	Eye Yuda, amesi fia eyome ma la, xɔ edzi gblɔ bena: Nyea, Rabi? Egblɔ nɛ bena: Wòe gblɔe.
MAT.26.26	Eye esi wole nua ɖum la, Yesu tsɔ abolo ɖe asi, eye esi wògblɔ akpedanya la, eŋe eme hetsɔ na nusrɔ̃lawo gblɔ bena: Mixɔe ɖu! Esia nye nye ŋutilã! 
MAT.26.27	Eye wòtso kplu ɖe asi, eye esi wòda akpe le eta la, etsɔe na wo gblɔ bena: Mi katã mino le enu; 
MAT.26.28	elabena esiae nye nye ʋu, si nye nubabla yeye la ta, si wokɔ ɖe anyi le ame geɖewo ŋuti hena nuvɔ̃keke la. 
MAT.26.29	Ke mele egblɔm na mí bena: Tso esia dzi la nyemegale weinkutsetse sia me tsi no ge, vaseɖe ŋkeke ma dzi, esi mía kpli mi miano yeye le Fofonye ƒe fiaɖuƒe la me o.
MAT.26.30	Eye le akpedahadzidzi vɔ megbe la wodo go yi ɖe Amito la ŋu. 
MAT.26.31	Tete Yesu gblɔ na wo bena: Mi katã miele nuɖiaɖia kpɔ ge le ŋutinye le zã sia me; elabena woŋlɔ ɖi bena: „Mele alẽkplɔla ƒo ge, eye alẽha blibo la katã laka ahlẽ.“ 
MAT.26.32	Ke le nye tsitretsitsi megbe la madze mia ŋgɔ ayi Galilea. 
MAT.26.33	Ke Petro xɔ dzi gblɔ nɛ bena: Ne wo katã woakpɔ nuɖiaɖia le ŋutiwò la, nye la nyemele ekpɔ ge gbeɖe o. 
MAT.26.34	Yesu to ne bena: Vavã mele egblɔm na wò bena: Zã sia me ke, hafi koklo naku atɔ la, agbe nu le gbɔnye zi etɔ̃. 
MAT.26.35	Petro gblɔ nɛ bena: Ne anɔ nam bena, maku kpli wò hã la, nyemele nu gbe ge le gbɔwò akpɔ o. Nenema ke nusiawo katã wogblɔ.
MAT.26.36	Tete woa kple Yesu wova teƒea ɖe, si woyɔna be Getsemane, eye wògblɔ na nusrɔ̃lawo bena: Mibɔbɔ nɔ afisia, vaseɖe esime mayi aɖado gbe ɖa le afime. 
MAT.26.37	Eye wotsɔ Petro kple Zebedeo ƒe ŋutsuvi eveawo kpe ɖe eɖokui ŋuti, eye wòde asi nuxaxa me kple dzodzo me nyanyanya. 
MAT.26.38	Tete wògblɔ na wo bena: Nye luʋɔ le nu xam kakaka vaseɖe ku me; minɔ afisia, eye minɔ ŋudzɔ kpakplim. 
MAT.26.39	Eye esi wote yi ŋgɔ ʋee la, edze klo tsyɔ mo anyi hedo gbe ɖa gblɔ bena: Fofonye, ne ate ŋui la, na be, kplu sia nato ŋutinye ayi; gake la menye alesi nye ŋutɔ medi o, negbe alesi wòa nèdi ko. 
MAT.26.40	Eye wova nusrɔ̃lawo gbɔ, eye wòkpɔ wo le alɔ me, eye wògblɔ na Petro bena: Ɖe miate ŋu anɔ ŋudzɔ kplim gaƒoƒo ɖeka oa? 
MAT.26.41	Minɔ ŋudzɔ, eye mido gbe ɖa, ne miagadze telekpɔ me o; gbɔgbɔ la le lɔlɔ̃m, gake ŋutilã la gbɔdzɔ. 
MAT.26.42	Egayi zi evelia, eye wòdo gbe ɖa gblɔ bena: Fofonye, ne esia nu mate ŋu ayi o, wònye ɖeko manoe la, woawɔ wò lɔlɔ̃nu. 
MAT.26.43	Eye esi wògava la, ekpɔ wo le alɔ̃ me, elabena woƒe ŋkuwo dzi wɔ dɔ. 
MAT.26.44	Eye wògagblẽ wo ɖi hedzo yi be, yeado gbe ɖa zi etɔ̃lia, eye wògagblɔ nenem nya mawo ke. 
MAT.26.45	Tete wòva nusrɔ̃lawo gbɔ, eye wògblɔ na wo bena: Miyi alɔ̃dɔdɔ dzi azɔ, eye migbɔ ɖe eme; mikpɔ ɖa, gaƒoƒo la ɖo vɔ, eye woade Amegbetɔvi la asi na nuvɔ̃wɔlawo. 
MAT.26.46	Mitsi tre, mina midze! Kpɔ ɖa, amesi le yonyeme mɔ fiãm la gogo.
MAT.26.47	Eye esi wòbe, yeaɖe nu le eme kasia la, kpɔ ɖa, Yuda, ame wuieveawo dometɔ ɖeka la, va; do, eye ameha gãa ɖe le eyome kple yiwo kple kpowo tso nunɔlagã kple ɖumegãwo gbɔ. 
MAT.26.48	Eye yomemɔfiala la ɖo dzesi ɖi na wo gblɔ bena: Amesi ƒe nu gbugbɔ ge mala la, eyae, ne mialée kpli. 
MAT.26.49	Eye enumake wote ɖe Yesu, ŋu, eye wògblɔ bena. Rabi, fiẽ na wò loo! Eye wògbugbɔ nu nɛ. 
MAT.26.50	Eye Yesu gblɔ nɛ bena: Xɔ̃, nukaŋuti neva ɖo? Tete wote ɖe: eŋuti, eye wotsɔ woƒe asiwo do Yesu dzi, eye wòlée kpli. 
MAT.26.51	Eye kpɔ ɖa, amesiwo li kple Yesu la, wo dometɔ ɖeka do eƒe asi ɖa, ɖi yi heda nunɔlagã ƒe dɔla, eye wòkpa to nɛ. 
MAT.26.52	Tete Yesu gblɔ nɛ bena: Gbugbɔ wò yi la ɖo eteƒe; elabena amesiwo katã dia yi la, yi kee woatsɔ awu wòe. 
MAT.26.53	Alo èsusu bena, nyemate ŋu aɖe kuku na Fofonye, eye wòatsɔ mawudɔlawo nam wòawu aʋakɔ wuieve o mahã? 
MAT.26.54	Ke aleke awɔ ne woawu ŋɔŋlɔawo nu mahã? Elabena ele be, woava me nenema tsã! 
MAT.26.55	Le gaƒoƒo ma dzi Yesu gblɔ na amehawo bena: Alesi wotsona ɖe hlɔ̃dola ŋuti la, nenemae mieva lé ye ge kple yiwo kple kpowo; gbãwotsyogbe mebɔbɔ nɔ anyi ɖe mawuƒe la me le nu fiãm, eye mielém kpɔ o. 
MAT.26.56	Ke esiawo katã va me, bena woawu nyagblɔɖilawo ƒe ŋɔŋlɔawo nu. Tete la nusrɔ̃lawo katã gblẽe ɖi hesi.
MAT.26.57	Ke amesiwo lé Yesu la, kplɔe yi ɖe nunɔlagã Kayafa gbɔ, afisi agbalẽfialawo kple amegãwo kpe ta ɖo. 
MAT.26.58	Ke Petro le eyome ʋĩ gbɔna vaseɖe nunɔlagã ƒe mɔ̃ la gbɔ, eye wòyi ɖe eme, eye wòbɔbɔ nɔ anyi ɖe dɔlawo gbɔ, bena yeakpɔ alesi woawu nui.
MAT.26.59	Ke nunɔlagãwo kple ʋɔnudrɔ̃lawo katã le aʋatsoɖaseɖiɖiwo dim ɖe Yesu ŋuti, bena yewoawui; 
MAT.26.60	ke womekpɔ ɖeke o, eva wònye aʋatsoɖaseɖila geɖewo va hafi. Ke emegbe la aʋatsoɖaseɖila eve va gblɔ bena: 
MAT.26.61	Amesia gblɔ bena: Mate ŋu agba mawuxɔ la, eye magatui le ŋkeke etɔ̃agbe. 
MAT.26.62	Eye nunɔlagã la tsi tre gblɔ nɛ bena: Mele nyaa ɖeke ŋu ɖo ge na amesiwo le ɖase ɖim le ŋutiwò o mahã? 
MAT.26.63	Ke Yesu zi kpi. Eye nunɔlagã la xɔ edzi gblɔ nɛ bena: Meta Mawu gbagbe la na wò, be nagblɔe na mí nenye wòe nye Kristo, Mawuvi la! 
MAT.26.64	Yesu gblɔ nɛ bena: Wòe gblɔe; gake la mele egblɔm na mi bena: Tso esia dzi miele Amegbetɔvi la kpo ge, wòabɔbɔ nɔ anyi de ŋusẽ ƒe nuɖusi me, ana dziƒo ƒe alilikpowo dzi gbɔna. 
MAT.26.65	Tete nunɔlagã la dze eƒe awuwo gblɔ bena: Egblɔ busunya! Ɖaseɖila kawo gahiã mí? Kpɔ ɖa, azɔ miese busunya la; 
MAT.26.66	nuka susum miele? Eye woɖo ŋu gblɔ bena: Edze ku. 
MAT.26.67	Tete woɖe ta ɖe mo nɛ, wotu koe, eye amea ɖewo hã ƒo tome nɛ 
MAT.26.68	le gbɔgblɔm bena: Kristo, amekae ƒo wò, gblɔe fia mi.
MAT.26.69	Ke Petro bɔbɔ nɔ anyi ɖe gota le akpata me, eye nyɔnudɔlaa ɖe va egbɔ gblɔ nɛ bena: Wò hã ènɔ Yesu, Galileatɔ la gbɔ kpɔ. 
MAT.26.70	Gake esẽ nu le wo katã ƒe ŋku me gblɔ bena: Nyemenya nusi gblɔm nèle o. 
MAT.26.71	Ke esi wòto agboa nu do go la, nyɔnudɔla bubu hã kpɔe, eye wògblɔ na amesiwo le afima bena: Amesia nɔ anyi kple Yesu, Nazaretetɔ la kpɔ. 
MAT.26.72	Eye wògasẽ nu kple atamkaka gblɔ bena: Nyemenya ame la o. 
MAT.26.73	Eye esia megbe ʋee la amesiwo le tsitre ɖe afima la, va gblɔ na Petro bena: Nyateƒee, wò hã wo dometɔ ɖeka nènye; elabena wò nuƒoƒo le ha ɖem wò. 
MAT.26.74	Tete la wòde asi fiƒoƒode kple atamkaka me bena: Nyemenya ame la o. Eye kasia koklo ku atɔ. 
MAT.26.75	Eye Petro ɖo ŋku Yesu ƒe nya, si wògblɔ nɛ la dzi bena: Hafi koklo naku atɔ la, àgbe nu le gbɔnye zi etɔ̃. Eye wòdo go, eye wòfa avi vevie.
MAT.27.1	Ke esi ŋu ke la, nunɔlagãwo kple dumegãwo katã de adaŋu le Yesu ŋuti, bena yewoawui; 
MAT.27.2	eye wobiae, kplɔe yi ɖade asi na Pontio Pilato, mɔ̃mefia la.
MAT.27.3	Tete esi Yuda, amesi fia eyome mɔ, kpɔ bena, wotso kufia nɛ la, evee, eye wògbugbɔ klosalo, blaetɔ̃ la yi na nunɔlagãwo kple amegãwo gblɔ bena: 
MAT.27.4	Mewo nuvɔ̃ be, mede ʋu maɖifɔ asi. Ke woawo gblɔ bena: Mía gbɔ nya kae wotsoa? Wò ŋutɔ kpɔ edzi! 
MAT.27.5	Eye wòtso klosalo la ƒu gbe ɖe mawuxɔ la me hedzo, eye wòyi ɖade ka ve na eɖokui. 
MAT.27.6	Ke nunɔlagãwo fɔ klosalo la gblɔ bena: Womeɖe mɔ bena, woatsɔe ade nudzɔdzɔ me o; elabena ʋuƒlegae. 
MAT.27.7	Eye wode adaŋu, eye wotsɔe ƒle zemela ƒe abɔ, ne wòanye amedzrowo ƒe ɖiƒe. 
MAT.27.8	Eyaŋuti woyɔ abɔ ma be ʋubɔ vaseɖe egbegbe. 
MAT.27.9	Ale wowu nya, si nyagblɔɖila Yeremya gblɔ ɖi la nu bena: „Eye wotsɔ klosalo blaetɔ̃, si enye amesi ŋu Israel-via ɖewo do asi ɖo la, ƒe tanu, 
MAT.27.10	eye wotsɔ wo na ɖe zemela ƒe abɔ ta, abe alesi Aƒetɔ la ɖo nam ene.“
MAT.27.11	Eye Yesu le tsitre ɖe mɔ̃mefia la ƒe ŋku me, eye mɔ̃mefia la biae bena: Wòe nye Yudatɔwo ƒe fia la mahã? Yesu gblɔ nɛ bena: Wòe gblɔe. 
MAT.27.12	Eye esi nunɔlagãwo kple dumegãwo tso enu la, meɖo nyaa ɖeke ŋu o. 
MAT.27.13	Tete Pilato gblɔ nɛ bena: Ɖe mèle ɖase, si ɖim wole le ŋutiwò la, sem o mahã? 
MAT.27.14	Eye meɖo nyaku ɖeka hɔ̃ hã ŋu nɛ o, ale bena mɔ̃mefia la ƒe mowɔ yaa ŋutɔ.
MAT.27.15	Eye le ŋkekenyuie sia dzi ɖaa la mɔ̃mefia la lɔ̃a asiɖeɖe le gatɔ ɖeka ŋuti na ameha la, amesi ke wolɔ̃. 
MAT.27.16	Ke le ɣemaɣi me la gatɔa ɖe, si ameawo nya la, le wo si, si woyɔna be Baraba. 
MAT.27.17	Eyaŋuti esi woƒo wo ɖokui nu ƒu la, Pilato gblɔ na wo bena: Ameka ŋue mielɔ̃ bena, maɖe asi le na mia? Baraba loo alo Yesu, si woyɔna be Kristo la mahã? 
MAT.27.18	Elabena ènyae bena, ŋuʋaʋã ŋutie wotsɔe de asi ɖo. 
MAT.27.19	Ke esi wòbɔbɔ nɔ ʋɔnuɖrɔ̃zikpui la dzi la, srɔ̃a dɔ ɖo ɖe egbɔ gblɔ bena: Megawɔ naneke kple ame dzɔdzɔe ma o; elabena eto ƒe zã me la mekpe fu geɖe le drɔ̃eƒe le eta. 
MAT.27.20	Ke nunɔlagãwo kple amegãwo ƒoe ɖe amehawo nu bena, woabia Baraba, eye woawu Yesu. 
MAT.27.21	Eye mɔ̃mefia la xɔ edzi gblɔ na wo bena: Ame eve la dometɔ ka ŋuti miele didim bena, maɖe asi le na mi mahã? Ke woawo gblɔ bena: Baraba ye! 
MAT.27.22	Pilato gblɔ na wo bena: Ekema nuka mawo Yesu, si woyɔna be Kristo la mahã? Wo katã wogblɔ bena: Na woaklãe ɖe ati ŋuti! 
MAT.27.23	Ke egblɔ bena: Ekema vɔ̃ ka gɔ̃ wòwɔ mahã? Ke woawo do ɣli sesĩe wu bena: Na woaklãe ɖe ati ŋuti! 
MAT.27.24	Eye esi Pilato kpo bena, wɔwɔa ɖeke megali o, ke zi tɔ hoo boŋ la, etsɔ tsi klɔ asi le ameha la ƒe ŋku me gblɔ bena: Nye la, ʋu sia mele asinye me o; mia ŋutɔwo mikpɔ edzi! 
MAT.27.25	Eye dukɔ blibo la katã xɔ dzi bena: Eƒe ʋu neva mía kple mía viwo dzi! 
MAT.27.26	Tete wòɖe asi le Baraba ŋu na wo; ke Yesu la, eƒoe kple atam, eye woɖee asi, bena woakpe de ati ŋuti.
MAT.27.27	Tete mɔ̃mefia la ƒe asrafowo tso Yesu, eye wokplɔe yi ɖe ʋɔnudrɔ̃ƒe, eye asrafoha blibo la katã ƒo ƒu ɖe eŋuti. 
MAT.27.28	Eye woɖe awu le eŋuti, eye wotsɔ awu dzi ʋlaya hedo nɛ. 
MAT.27.29	Eye wotsɔ ŋu he tsihe ɖɔ nɛ, eye wotsɔ ayeti de nuɖusi me nɛ, eye wodze klo ɖe eƒe ŋku me, ɖu fewu le eŋuti gblɔ bena: Mieɖo gbe na wò, Yudatɔwo ƒe fia! 
MAT.27.30	Eye woɖe ta ɖe eŋuti, eye woxɔ ayeti la ƒo tame nɛ. 
MAT.27.31	Eye esi woɖu fewu le eŋuti vo la, woɖe awu ʋlaya la le eŋu, eye wogatsɔ ye ŋuta ƒe awuwo do nɛ, eye wokplɔe yina kaklã ge ɖe ati ŋuti. 
MAT.27.32	Ke esi wodo go yina la, wokpɔ ŋutsua ɖe, si tso Kirene, amesi ƒe ŋkɔ enye Simon, eye wozi eyama dzi bena, wòatsɔ atitsoga la nɛ. 
MAT.27.33	Eye esi woɖo afisi woyɔna be Golgata, si gɔme nye ametakoliƒe la, 
MAT.27.34	wotsɔ aha tsitsi kple veve tɔtɔ ɖo nu nɛ; eye esi wòɖoe kpɔ la, egbe be, yemele eno ge o. 
MAT.27.35	Ke esi woklãe ɖe ati ŋuti megbe la, womã eƒe awuwo me, eye wodzidze nu ɖe wo dzi, bena woawu nya, si nyagblɔɖila gblɔ ɖi la nu bena: „Wòmã nye awuwo ɖe wo nɔewo dome, eye wodzidze nu ɖe nye awu ʋlaya dzi.“ 
MAT.27.36	Eye wobɔbɔ nɔ anyi ɖe afima le eŋu dzɔm. 
MAT.27.37	Eye woŋlɔ eƒe nutsonya ɖo tagbɔ nɛ bena; Yesu, Yudatɔwo ƒe fia la, enye esi! 
MAT.27.38	Eye woklã adzodala eve ɖe ali ŋu kpe ɖe eŋuti, ɖeka le nuɖusi me, eye ɖeka le mia me. 
MAT.27.39	Eye amesiwo le eŋuti tom le yiyim la, do ɖiŋu nɛ de ta ʋuʋum, 
MAT.27.40	eye wole gbɔgblɔm bena: Wò, amesi le mawuxɔ la gbãm gale etum le ŋkeke etɔ̃agbe la, ɖe ɖokuiwò; nenye Mawuvi nènye la, ekema ɖi le atitsoga la ŋuti! 
MAT.27.41	Nenema ke nunɔlagãwo kple agbalẽfialawo kple dumegãwo le fewu ɖum le eŋuti le gbɔgblɔm bena: 
MAT.27.42	Eɖe ame bubuwo, eye mate ŋu aɖe ye ŋutɔ ɖokui o; nenye Israel ƒe fia wònye la, ekema neɖi le atitsoga la ŋuti azɔ, eye miaxɔ edzi ase. 
MAT.27.43	Eɖo dzi ɖe Mawu ŋuti; eya naɖee azɔ, ne elɔ̃nɛ, elabena egblɔ be, Mawuvi yenye. 
MAT.27.44	Nenema ke adzodala, siwo woklã ɖe ati ŋu kpe ɖe eŋuti la, hã dzui.
MAT.27.45	Ke tso gaƒoƒo adelia dzi la zãdokeli do de anyigba la katã dzi vaseɖe gaƒoƒo asiekelia dzi. 
MAT.27.46	Eye le gaƒoƒo asiekelia dzi Yesu do ɣli kple gbe sesĩe bena: Eli, eli, lama sabaxtani! si gome enye: Nye Mawu, nye Mawu, nukaŋuti nègblẽm ɖi mahã? 
MAT.27.47	Ke esi amesiwo le tsitre de afima dometɔa ɖewo see la, wogblɔ bena: Amesia le Eliya yɔm. 
MAT.27.48	Eye enumake wo dometɔ ɖeka ƒu du yi ɖatsɔ ƒumekutsa, eye wòkɔ aha tsitsi ɖe eme fũ, eye wòtsɔe ɖo ayeti nu hekpe ne. 
MAT.27.49	Ke ame mamleawo gblɔ bena: Ɖe asi le eŋu! Na ne míakpɔe, abe Eliya ava ɖee ene.
MAT.27.50	Eye Yesu gado ɣli kple gbe sesĩe, eye wòtso eƒe gbɔgbɔ la hena. 
MAT.27.51	Eye kpo ɖa, mawuxɔmetsovɔ la dze ɖe eve tso tagba vaseɖe egɔme, eye anyigba ʋuʋu, eye kpe gbadzawo wo, 
MAT.27.52	eye yɔdowo nu ʋu, eye ame kɔkɔe geɖe, siwo ɖo alɔ̃ la, ƒe ŋutilãwo tsi tre, 
MAT.27.53	eye esi wodo go tso yɔdowo me le eƒe fɔfɔ megbe la, woyi ɖe du kɔkɔe la me, eye woɖe wo ɖokui fia ame geɖewo. 
MAT.27.54	Ke esi aʋafia la kple amesiwo kpe ɖe eŋuti hele Yesu dzɔm la, kpɔ anyigbaʋuʋu kple nusiwo va dzo la, wovɔ̃ ŋuta hegblɔ bena: Nyateƒe, Mawuvie nye esia! 
MAT.27.55	Eye nyɔnu geɖewo le afima le nu kpɔm le adzɔge, amesiwo dze Yesu yome tso Galilea le esubɔm; 
MAT.27.56	amesiwo dome Maria, Magdalatɔ, kple Maria, si nye Yakobo kple Yosef dada, kple Zebedeo ƒe viwo dada wole.
MAT.27.57	Eye esi fiẽsi ɖo la, ŋutsu kesinɔtɔa ɖe tso Arimatia, si ŋkɔ nye Yosef, amesi ŋutɔ hã nye Yesu ƒe nusrɔ̃la, 
MAT.27.58	amesia yi Pilato gbɔ ɖabia Yesu ƒe kukua. Tete Pilato ɖo bena, woatsɔe nɛ. 
MAT.27.59	Eye Yosef tso ame kuku la, eye wòtso aklala, si fu tititi la xatsa ɖe eŋuti: 
MAT.27.60	eye wòtsɔe mlɔ ye ŋuta ƒe yɔdo yeye, si wòna woɖe ɖe kpe gbadza me la me; eye esi wòmũ kpe gãa ɖe ɖo yɔdo la nu la, edzo. 
MAT.27.61	Eye Maria, Magdalatɔ la, kple Maria keme la wole afima, eye wobɔbɔ nɔ anyi hedze ŋgɔ yɔdo la.
MAT.27.62	Eye le dzadzraɖoŋkeke ƒe ŋufɔke dzi la nunɔlagãwo kple farisitɔwo va kpe ta ɖe Pilato gbɔ gblɔ bena: 
MAT.27.63	Aƒetɔ, mieɖo ŋui bena, esi ameblela ma le agbe la, egblɔ bena: Le ŋkeke etɔ̃ megbe la magatsi tre. 
MAT.27.64	Eyata de se bena, woadzo yɔdo la ŋu vaseɖe ŋkeke etɔ̃agbe, bene eƒe nusrɔ̃lawo magava afii ayii, eye woagblɔ na amewo bena: Etsi tre tso ame kukuwo dome, eye beble megbetɔ la nagavɔ̃ɖi wu ŋgɔgbetɔ la o. 
MAT.27.65	Pilato gblɔ na wo bena: Dzɔlawo nye ekem, miheyi ne miadzɔe, abe alesi mienya ene. 
MAT.27.66	Eye wodzo heyi ɖatre kpe la ɖe enu, eye woɖo dzɔlawo afima.
MAT.28.1	Ke le ŋkeke, si dze Sabat yome, si nye kwasiɖa ƒe ŋkeke gbãtɔ ƒe ŋdikanya la, Maria, Magdalatɔ, kple Maria keme la wova yɔdo la kpɔ ge ɖa. 
