MAT.1.1	Uriro uvas ma garip ma eap am Iesu Karisito. Iesu irie a gar ang Devit ga Abraham.
1PE.2.4	Tie, Iesu Karisito, irie la kauna gare non tadas la ame ninimiap. Teip ga magaulap la agimameng gare paga la tale muri ga apugutmaiara. Pa Morowa la aiteong ara ga agimaong irie tadas la mitara mumuri migat. Mimi gat le mumiong ai, 
1PE.2.5	ga betming ga kamina gare tadasip la ame ninimiap. Ga iro ngangas ang Muranama Ila Babai, Morowa la namo mikosarang meba betming gare ba luguan ang kan. Ga eba mikosarang gar ma miridaip mila babaim na irap a. Ga Muranama Ila Babai la eba alang agat ula mumuru miun meba akosarming lavang me aun Morowa na bonim a Iesu Karisito ga eba teaba Morowa aime. 
1PE.2.6	Memani, non ties la iot na Babam ula puaru la tiesieng gare ro,
1PE.2.6	“Miptang, turuo la aiterung ara non labinama irie la eba betang natauan labinama meba angangasang luguan. Titot la tuabua bo kavinama Saion. Irie la mitara mumuri, irie labinama la ngangasong migat. Are ratmat ga aga inamaniap la naganmeng ira a, eba tale omela mulinubap. Karuk.” 
1PE.2.7	Are ratmat ga mimi teip la naganming, Karisito irie la kauna gare labinama la mitara mumuri migat. Pa mimi teip la tale naganming, irie la kauna gare labinama la tale mumuri maset are non ties na Babam ula puaru la tiesieng gare ro,
1PE.2.7	“Irio labinama la apugutmaiara etumariap, pa titot la betong natauan labinama la dusong maranit meba angangasang luguan.” 
1PE.2.8	Ga non ties la iot na Babam ula puaru la tiesieng gare ro,
1PE.2.8	“Ga iriro tadas, irie la kauna gare tadas la tedakmeng inamaniap ira a ga melum.” 
1PE.2.8	Are gat to, mime oguek ties ang Karisito ga melum. Iriro tavuk la akosarmeng ara, la tiesong Morowa a tinan namoma eba memamarie.
1PE.2.9	Pa mimi la miteong ara Morowa. Betming ara gare miridaip am orong ga mimanim bop mila kanim. Mimi la gar ma inamaniap am Morowa la maiavio ubi ang. Miteong ara Morowa meba betming inamaniap am meba baisming a Morowa la mimarikong ga omiolai ra ding ga miobu na lalabie ang ula mumuru. 
1PE.2.10	Migat, tinan la tale kan mimi gar ang Morowa. Karuk. Pa titot mimi bat gar ang Morowa. Tinan la tale kan omila kadik ang Morowa. Pa titot la omila ra kadik ang.
1PE.2.11	Migap tuam migat, mionama na urio kimanam gare teip onim na non pianam gare kibanganip. Are ratmat ga mirulo maranit gare ro, Mialam ibup mi uluo urie na ula kiro me mirie neip onim na uro kimanam. Memani, mirie tavukup la mime nemenam na dalap mi. 
1PE.2.12	Are ratmat ga na tara la mionana na uro kimanam, mimi le akosarming tavuk ila muri na irap ma inamaniap la tale naganmeng ira Morowa la eba mivuremeng o ties me tavuk ming. Are ratmat ga eba agimameng tavuk ila mumuri la mime amiuluan. Ga tubiat na la lagorang la eba eralim Morowa inamaniap na ties, eba maialang bonim ula kanu aun Morowa me tavuk ming ila mumuri.
1PE.2.13	Tie, agatming Ila Kakani ga mamiuluan maimaiap ganam la makosarmeng teip onim na uro kimanam. Migana ila uke, irie la natauanong migat ga uale mabuo inamaniap ganam tapmat. Are ratmat ga omiuluan ties ang. 
1PE.2.14	Ga omiuluan gat ties maiong gavamanip la maiteong ga masagaong migana ila uke ga mumaio ira mi. Memani, mime okosar ubi meba mepulang na ties uniap ula kiro me maun inamaniap la mime akosar tavuk ila kire. Non gat paga, eba mavienmeng bop ma inamaniap la mime amiuluan tavuk ila mumuri. 
1PE.2.15	Eva, akosarming tavuk ila mumuri gare tie. Memani, naong Morowa me milam meba masingmiala inamaniap la tale ameit Morowa la mime mivure agarit o ties. Ga eba mulimeba na irap a gavaman ga eba mapamumeng nanamup ma. 
1PE.2.16	Eva, titot la mimi lop am Morowa ga karuk kan a noba migana la eba obunakang alang ming. Karuk. Minum it na agat ming kan. Pa misouong ara Morowa ga maset bat mionama ira ma maimaiap ganam onim na kimanam. Pa tale mionama maset ira ma tavukup mila kiram. Karuk. Ina misouong Morowa ga mimi kan am. Are ratmat ga omiuluan it na ang Morowa. Ga tale naong Morowa meba amiuluan tavuk ila kire. 
1PE.2.17	Mimi le akosarming tavuk ila muri ira ma mirier teip, ga naming maset maime mirie non ekelesiap papap mim. Mimi le miraung aime Morowa ga mionang apat. Ga mialang bonim ula muru aun migana ila uke.
1PE.2.18	Tie, mimi teip o ubi, mimi le mionang mapat mirie teip la umiale mibuo, ga omiuluan maset ties maiong. Turuo la tale tiestung me mirie la umiale maset mibuo ga akosarmeng tavuk o uteteiliat ira mi. Karuk. Mimi le mionang gat mapat mirie teip la kukuim dalap ma ga tale umaiale maset mibuo. 
1PE.2.19	Memani, leba amiuluan tavuk la naong Morowa aime, tie teip mim mila kakanim la eba tale nameng me irio tavuk ming ga eba mivitmeng ga mialang ngitngit agarit miun, tie miairam it ga man dusming maranit ga miaving uro ngitngit. Memani, teuba Morowa me milam ga tubiat eba alang ugiginara miun. 
1PE.2.20	Pa leba akosarming tavuk ba ila kire ga mivitmeng, tie eba mani le akosarang Morowa me iriro paga? Irio tavuk la tale mumuri maset na irap a Morowa. Karuk kan migat. Memani, miavio ngitngit me kan kiribas ming kan. Pa leba akosarming tavuk ila mumuri ga mivitmeng ga miavio ngitngit, tie irio tavuk la mumuri na irap a Morowa. 
1PE.2.21	Eva, urio ties la migat o. Miteong Morowa meba miaving uriro giginanim. Memani, Karisito gat la uavio ngitngit meba miagaalie. Me iriro tavuk, misinguala a non uniap meba amiuluan ga akosarming iriet namurit tavuk la akosarong Karisito. 
1PE.2.22	Ngitngit la uavio Iesu Karisito, umirmeng na Babam ula puaru gare ro, “Irie la tale kan okosarong kirinim, ga tale omaiop teip kakarabunim ba la uaramo. Karuk. Pa maialot ngitngit agarit aun Karisito.”
1PE.2.23	Fugaumeng kirat ira a Iesu Karisito, pa tale kan upulo urie fugau maiong. Na tara la akirarameng ga uavio ngitngit, tie tale kan bukbukong ga mavureong o ties meba apulang ngitngit me maun teip la akirarameng. Karuk. Pa uabuat iriro paga na kilalap a Morowa, irie ias la ume maset mavuvuo pagap. 
1PE.2.24	Migat, uavio giginanim ira ma neip a ga uvara iro maiogun meba maduratang tavukup mila kiram. Okosarong gare tiro meba bunang gare migana ila uvara ra uluo kirinim ga buinim meba akosarbuong tavuk ila puvuvui. Eva, aisikmeng Karisito, are ratmat ga mimumuriraong. 
1PE.2.25	Eva, okosarong gare tiro ira mi. Memani, mionama kakaliat auluo Karisito, are sipsipup la omaiolai alang ga saikmeng na panap. Pa titot la inara terigiming me ai irie migana la ume uale maset mabuo muranap mi.
1PE.3.1	Aret tie tavuk ang Karisito, mimi magaulap la magiming, mionang mapat laip mim. Are ratmat ga leba noba ma mirio laip mim la tale mime omeuluan ties ang Morowa, tie eba agimameng tavuk ming ila muri ga eba nagameng ira Morowa. Naganmeng gare mani? Tale me ties ming. Karuk. Pa aime tavuk ming ila muri. 
1PE.3.2	Pa mime magima tavukup mila babaim ga tavukup o nuraiap aime Morowa. Met miriro tavukup mim, omeira ties ang Morowa la migat o ga naganming ira a. 
1PE.3.3	Are ratmat ga buat it masasaming neip mi lavie a tavuk o sasa ma kavurup ga miabua sasa a gol ga non ara non ara burap mila mumurum. Karuk. 
1PE.3.4	Pa temaieng le masasaming dalap mi ma tavukup mila mumurum. Miruo sasaip la are ro: tavuk ila muri ma dalap la maiot teteiliat ga dalap la maganmeng. Miriro tavukup la tale kan puomeng meba kiram ba. Karuk. Pa mitara mumuri na irap a Morowa. 
1PE.3.5	Are gat tie, non magaulap onim tinan la nagameng ira Morowa ga auanmela meba alam pagap mila murum maun, mime kan tesasa ma miruo tavukup gare ro, Mime maionama mapat laip maiam ga mepto ties maiong, 
1PE.3.6	are Sera la oiuluan ties ang Abraham ga abopiala “ila kakani”. Are ratmat ga leba mima akosarming tavuk ila muri ga tale mirau me paga ba, tie mimi la betming gare lop iam Sera.
1PE.3.7	Aret tie, tiestung maranit me milam teip la magimeng. Mimi le amiuluan irie tavuk la naong Morowa meba akosarming ira ma kualap mim. Mira maset neip ma kualap mim la tale mamaranim gare neip ma teip. Are ratmat ga mimi le umialeng mabuo maset ga akosarming tavuk ila muri ira ma. Memani, eba omela ninimiap la iot atatan makin iat ga mimi. Ga leba amiuluan irio tavuk, tie karuk kan a paga ba la puoong meba onoaling marik ming me ai Morowa.
1PE.3.8	Tie, titot la tuga oitamung urio ties gare ro, Mimi ganam le mionang na namurit dalap ga miaving giginanim ming kabirana mi narit narit. Mimi le naming maset me non ekelesiap papap ga kadikming maime, ga tekapirming. 
1PE.3.9	Ga na tara la akosarmeng non teip tavuk ila kire ira mi, tie buat mipulo. Ga na tara la mibukmela o ties kirat, tie buat mipulo ga mabukmila o ties kirat. Karuk. Pa mimi le marikming me ai Morowa meba malaminaisang. Memani, Morowa la mimarikong meba okosarming gare tie, ga mimi kan la eba omila ugiginara aun. 
1PE.3.10	Eva, man akosarming tavuk gare tie. Memani, non ties na Babam ula puaru la tiesieng gare ro,
1PE.3.10	“Leba nameng teip me ninimiap maiong le muru ba, ga namo agimameng tara ila mumuri, tie buat miaramo ties ula kiro ga amaiolaing tavuk o kakarabunim. 
1PE.3.11	Mirie le mialam ibup ma ira a tavuk ila kire, ga akosarmeng tavuk ila mumuri. Mimaranim ba gat meba mionang iat ga mirie non inamaniap aun malina ga ameuluan migat irio tavuk. 
1PE.3.12	Memani, ume uale Ila Kani mabuo inamaniap la mime akosar tavuk ila puvuvui, ga na tara la okosarmeng marik, ume uptam ga maagaulie. Pa ume ualo ibunam a ira ma inamaniap la mime akosar tavuk ila kire, ga eba apulang uniap ula kiro me maun.” 
1PE.3.13	Tie, leba mima naming migat meba akosarming tavuk ila mumuri, tie aga la namo mikiraraang, a? Karuk kan a noba. 
1PE.3.14	Pa leba akosarming tavuk ila muri, ga ira irio tavuk, non inamaniap la man mikirarameng, tie eba milaminaismeng. Are ratmat ga buat mirau maime teip la eba akosarmeng paga ba meba mitmeraung. Tie, buat miairam dalap mi meba turupmiaba. 
1PE.3.15	Pa miabung Karisito na dalap mi meba betang gare Ila Kani. Ga leba mimarikmeng inamaniap a muana a irie paga ila mumuri la auanmila meba alang Morowa miun, tie man urangaming ma mirie taraiap meba mipulam marikiap maiam. Pa mipulang it a tavuk o ties teteiliat ga a tavuk o uvien. 
1PE.3.16	Ga mimaning agat la uakap maset meba arakiming man tavuk la muri ga man tavuk la kire na irap a Morowa ma mirie lap ganam. Are ratmat ga teip la mime mipuke me tavuk la amiuluan Karisito ga mime akosar tavuk ila mumuri, eba mulimeba me urio ties la maiaramo. 
1PE.3.17	Eva, mimi le okosarming gare tie. Memani, leba naang Morowa meba buaving ngitngit, temaieng meba bukirarameng teip me tavuk ila mumuri la akosarbuong, ga teuba Morowa me itmat tavuk. Pa leba bukirarameng teip me tavuk ila kire la akosarbuong, itmat paga la tale mumuri. Karuk.
1PE.3.18	Memani, Karisito gat la auluan tavuk ila mumuri ga akirarameng. Irie migana ila puvuvui migat ga uvarat a namurit tara meba bulagiang bubuo teip mila kiram me ai Morowa. Migat, unama Karisito gare migana la menamua ga uvara na neip a, pa ina inim ga unama muranama na panbinim. 
1PE.3.19	Met iriro tavuk, ula baisong mai muranap la man maionama na luguan o arubu. 
1PE.3.20	Misik muranap la maionama na luguan o arubu. Memani, tinan na tara la man baisong Noa o ties ang Morowa me maun, isik gar ma inamaniap la man oguekmeng ties ang Morowa. Pa tale kan kakalaitong Morowa meba apulang uniap ula kiro me maun. Karuk. Na tara la okosarong Noa sip ula kanu, man uaramo gat ties ga man mauanula. Pa tale mepto ties ang ga tubiat kongameng ga mevara bat na pirom. Na irie tara, gamin it ma inamaniap la maiobu na sip ga ina malagiong Morowa ga tale mevara. 
1PE.3.21	Tie, urio burunam la kaina gare uniap a tavuk o nuvietiap la ina bulagiong titot. Ga na tara la obula nuvietiap, tale opugutiara palinim ira ma neip buo. Karuk. Me iriro tavuk o nuvietiap, amarikbuong Morowa meba opugutara palinim ma dalap buo, are ratmat ga Morowa la tale buvureong o ties. Memani, imua Morowa Iesu Karisito na una ga bulagiong gat ira tavuk o nuvietiap. 
1PE.3.22	Eva, ula ra Karisito na panbinim ga unama bo kilan ila lamige ang Morowa. Ga mirier angelop ganam ga non ara non ara agelop la memaning urier kukunim gano la maionama apat kaguma ang Karisito.
1PE.4.1	Tie, uavio Karisito ngitngit ira ma neip a meba ina buagaalie. Are gat to, mimi gat le amiuluan tavuk ang ga eba urangaming meba miaving ngitngit. Memani, leba aving migana ba ngitngit ira ma neip a, irie la oulai ra na o kirinim. 
1PE.4.2	Are ratmat ga na iro tara, la mionama ka na neip onim na kimanam, pa buat gat amiuluan uriro na o kirinim la namo okosarming ma neip mi, are inamaniap onim na kimanam la mime okosar. Karuk. Pa eba mamiuluan it tavukup mila mumurum la naong Morowa maime. 
1PE.4.3	Titot mimi gat le mamiuluan tavukup la naong Morowa maime. Memani, marie ra la mime mamiuluan non ara tavukup maiam inamaniap la tale ameit Iesu. Mirio tavukup la are ro: Tavuk o sadak, tavuk o na me neip, tavuk o men, ga tapnuap a wain ga dadorabamming tapmat, ga tavuk o tapnuap a wain ga akosarming non ara non ara tavuk, ga tavuk o lotu me mai morowap o kakarabunim. 
1PE.4.4	Iriro tara la ne ra ga tale gat mime makosar mitmat tavukup mila kiram ga mirie. Karuk. Are ratmat ga irio gar la tale ameit Morowa la agatmeng me milam gare non ara teip o bangut ga maiaramam non ara tiesiap mila kiram me milam. Memani, tale mipama ga mirie ga amiuluan tavuk la mime akosar. 
1PE.4.5	Pa tubiat mirie kan la eba mela dusmeng na irap a Morowa ga eba mepulang, muana a irie tavuk la akosarmeng. Morowa, irie ias la urangaong ara meba mavuvuoang inamaniap la meinim ga inamaniap gat la mevara ra. 
1PE.4.6	Met iriro muana, bais ula mumuru la betieng mai mirio inamaniap mila mevara ra ga mepto na tara la tale ka mevara. Migat, mirie la mevara, aret mirier inamaniap ganam la okosarmeng kirinim na neip ma la eba meving. Me iriro tavuk, neip ma la mevara, pa mepto bais ula muru ang Iesu Karisito ga meinim muranap ma are Morowa la inim.
1PE.4.7	Tie, tara ang Morowa la namo ra nam ba mirier pagap ganam, la muor kagarat. Are ratmat ga oirorotming agat ming ga temamalienming maset, meba maset marikming me ai Morowa. 
1PE.4.8	Mimi le miaring maranit tavuk o na migat me non ma inamaniap am Morowa, memani, makurupinong iriro tavuk mirier non tavukup. Eva, leba akosarming tavuk o na migat me non ekelesiap, tie eba mabakang mirier non kirinimup la mime makosar. 
1PE.4.9	Umialeng maset mabuo ekelesiap papap la mumaio maionama iat ga mimi. Buat nekakabuleming. 
1PE.4.10	Mimi ganam narit narit la omila non ara non ara kamniap ang Muranama Ila Babai la ualo Morowa meba okosarming ubi ang. Are ratmat ga magamilie maset ekelesiap papap o urie kamniap o ubonuvarap. Ga umialeng maset mabuo mirier kamniapup ganam o ubonuvarap ang Morowa ga maagamilie. 
1PE.4.11	Are ratmat ga leba noba migana la oula kamniap o uvaik o ties, tie ovaikang ties gare Morowa kan la aulo. Leba noba migana la oula kamniap o uaganuliap ga maagaalie noba non ekelesiap, tie okosarang urie ubi o ngangas la ualo Morowa aun. Leba mimamarie, tie eba ovienmeng inamaniap bonim a Morowa me pagap ganam la makosarong Karisito. Iriro Karisito, irie la amaning bonim ula kakanu ga ngangas gano atatan makin. Amen.
1PE.4.12	Mimi ekelesiap papap tuam migat, na tara non giginanim ula kanu gare kit la man betieng ira mi meba mivuvuoieng ga ngitngitmeng neip mi, buat turupmiaba ga agatming irie non ara paga la betong ira mi. Karuk. 
1PE.4.13	Pa, na irie tara temiba ga miaving ngitngit gare Karisito la uavio. Leba are ba rie, tubiat na tara la eba ina terigiang Karisito me na uro kimanam, tie eba ovaikang bonim a ula kakanu mai inamaniap, ga na irie tara la eba temiba migat. 
1PE.4.14	Lama amiuluan Karisito ga maiaramo inamaniap onim na uro kimanam ties ula kiro me milam me bonim a Karisito, tie malaminaisming it. Memani, Muranama Ila Babai ang Morowa la ame bonim ula kakanu, irie la ut miun. 
1PE.4.15	Pa ebun noba kabirana mi la ume unamuam teip, o mapulaong pagap am non migana, o ume akosar tavuk ila kire o ume maigat ubiap maiam non teip ga akirarameng gavamanip. Ebun non mi la okosarong gare ro ga eba apulang gavaman iriro tavuk la tale ume teuba Morowa aime. Are ratmat ga temamalienming maset. 
1PE.4.16	Pa leba noba kabirana mi ekelesiap irie la auluan tavuk ila muri ga maialo inamaniap onim na uro kimanam ngitngit aun, tie buat muliuba. Karuk. Pa teabat ga alang temaieng aun Morowa, memani mimanim bop kabirana ma teip la omela bonim a Karisito.
1PE.4.17	Memani, irie tara la namo adusang Morowa gar ang na ties la betong ara. Tie, leba lake betieng ties ira buo, ga buaving papot o giginanim, eba mani le akosarang Morowa ira ma inamaniap la mime oguek urio bais ula muru ang Morowa? Ebat saikmeng na iou. 
1PE.4.18	Eva, urio ties la migat o. Memani, ties ang Morowa na Babam ula puaru la ilo gare ro,
1PE.4.18	“Lama mitara mamaranu migat me inamaniap mila puvuvum meba ina malagimeng, tie man paga la eba betang ira ma inamaniap la mime oguek ties ang Morowa ga okosarmeng kirinim? Eva, ebat saikmeng na iou.” 
1PE.4.19	Are ratmat ga leba naang Morowa me noba mi le miaving ngitngit, tie miabung nunamap ming na kilan a Morowa tiralo kan la okosarong kimanam ga panbinim, ga man akosarming it tavuk ila muri. Eva, eba auluan Morowa mida ang ga eba miagaalie.
1PE.5.1	Tie, mimi teip mila uke o lotu, agimarung ara Iesu Karisito ma irap tuo la uavio ngitngit ira ma neip a. Na tara la eba terigiang na lalabie ula kanu, eva eba alang bonim ula kanu toun. Mira turuo gat non migana ila uke maiang inamaniap am Morowa are mimi. Are ratmat ga tuga miralava maranit gare ro, 
1PE.5.2	Mimi le maset umialeng mabuo inamaniap am Morowa la maionama mipat gare sipsipup ga man omeuluan ties ming. Ebun mimaranmela meba mimi ba teip mila uke, o man naming meba omila kakep. Karuk. Pa naming maset me urio ubi ga okosarming migat na agat ming kan are la naong Morowa me milam meba okosarming. 
1PE.5.3	Buat tekanirming ga mamilava teip la maionama mipat o ties ula mamaranu. Karuk. Mimi le kamina gare uniap meba asingmiala tavuk ila mumuri me maun inamaniap am Morowa gare sipsipup. 
1PE.5.4	Leba are ba rie, tie na tara Karisito are natauan migana o unuleap maiang sipsipup, la eba ina terigiang me na uro kimanam, at irie tara la eba omila bonim ula kanu la eba iot maset atatan makin.
1PE.5.5	Tie, mimi kubap, miptang ties maiong teip mila uke ga omiuluan. Buat pringesngesming. Karuk. Amiuluan tavuk o tekapir kabirana mi. Memani, ties ang Morowa na Babam ula puaru la tiesieng gare ro,
1PE.5.5	“Morowa la nekaroula ga inamaniap la mime tekanir. Pa ume
1PE.5.5	mabouvara inamaniap la mime tekapir.” 
1PE.5.6	Are ratmat ga na tara la uale Morowa mibuo o kukunim ang, mimi le tekapirming. Leba are ba rie, eva eba mavienang Morowa bop mi, na tara la avuvuoong. 
1PE.5.7	Morowa kan la ume agat me milam ga ume uale maset mibuo. Are ratmat ga miabum mirier giginanimup mim abuo, ga irie kan la eba maidangang me miun.
1PE.5.8	Maset terangaming ga temamalienming. Memani, karorama buang Satan, irie la man unum tapmat ga man maisinong inamaniap meba makiraraang. Tavuk ang la kauna gare laion la man kupong maranit ga man makaratang non mamanip. 
1PE.5.9	Pa dusming maranit iro nagan ming ga neminamung ga Satan. Memani, mira ekelesiap papap mim ganam la maionama mana mirier napup na kimanam la man maiavio ngitngit gat are mimi la miavio. 
1PE.5.10	Morowa, irie muana o ubonuvarap gano. Miteong ara iro ubi ang Karisito meba miobung na lalabie ang ila kani la ume ut atatan makin. Tie, titot la miavio urogo ngitngit a rot tara ila papoi, pa tubiat Morowa kan la eba ina midangang meba betming gare teip mila pupuvum migat na irap a ga ongangasang nagan ming, ga eba makurupmiling mirio ngitngirip ga giginanimup la man mikirarameng. 
1PE.5.11	Irirot Morowa talamet, la mariktung ira a kan la amaning kukunim gano la iot aun atatan makin. Amen.
1PE.5.12	Tie, Sailas la toagaulie ga omirtung urio babam ula papou ga osagarung me miun. Irie la non ekelesia papa ruang migat, ga okosarong ubi ang Morowa na dalap a. Na urio babam, tuga mangangastang dalap mi ga ovaiktung urio umir tung meba osingiala ubonuvarap migat ang Morowa. Are ratmat ga dusming maranit iro urio ties. 
1PE.5.13	Irio gar ma inamaniap o lotu la maionama togo Babilon,
1PE.5.14	Tie, mimi ganam le obakming kaos ira ma ekelesiap papap kabirana mi meba apuoming tavuk buang o na.
1PE.5.14	Malina le iot na dalap mi, inamaniap la naganmeng ira Karisito.
2PE.1.1	Turuo Simon Petro, migana o ubi ga Apostolo ang Iesu Karisito. Turuo kan la omirtung urio babam ga osagarung me miun inamaniap ganam la omila uriet namurit nagan gare pava. Uriro nagan, urie la mitara mumuru na irap a Morowa. Morowa buang ga Iesu Karisito, migana la ina ume bulagi, litie kan la aliuluan tavuk ila puvuvui ga lialo buun uriet namurit nagan. 
2PE.1.2	Titot mariktung meba omila masam ula muru aime Morowa ga aime Iesu Ila Kakani buang. Me iruo tavuk, ubonuvarap ga malina la eba betliong ga kakanin ba kan na ninimiap ming.
2PE.1.3	Tie, puorung it meba mariktang gare ro, memani bukami ra Morowa ma mirier pagap la kagesbuong ma meba bumung ga maset obuuluan ties ang. Ga bukami ra o kukunim gano la amaning irie talamet. Memani, buiteong Morowa o lalabie ula kanu ga a tavuk ang ila muri. 
2PE.1.4	Me miriro tavukup ganam, bukami Morowa ma pagap mila mumurum la kanim are tinan la midaong meba alam buun, meba igobuong auluo tavuk ila kire la namo saikang onim na uro kimanam. Are ratmat ga akosarbuong tavuk ila muri ga bunang ga irie. Memani, irie la babai migat ga tale kan ume ouluan na me neip onim na kimanam.
2PE.1.5	Are ratmat ga tengangasming meba naganming migat ira a Iesu Karisito, ga amiuluan tavuk ila muri ga mimaning unirap ula mumuru me Morowa. 
2PE.1.6	Ga maset oirorotming na ma neip mi onim na kimanam. Dusming maranit ga miaving giginanim, ga omiuluan ties ang Morowa ga ovienming bonim a ga miabung irio tavuk meba iat apama ga tavuk o dus maranit. 
2PE.1.7	Ga na tara la migamariro, tie maset nemiganming ga mirie non ekelesiap papap ga naming maset maime na dalap mi. 
2PE.1.8	Eva, leba maiot mirio tavukup na ninimiap ming ga sikmeng maset na dalap mi, eva mitmat la eba miagamelie ga eba tale palalaming meba amira maset Iesu Karisito ga nemiganming ga irie, ga meba akosarming tavuk ila muri la teuba Morowa aime. 
2PE.1.9	Pa migana la tale amanim mirio tavukup, tale puoong meba magimaang pagap la maiot kakaliat, eva irie la kauna gare sapsap. Migat, Morowa la uvaiam ara tavukup la makosarong tinan ga ababauraong ara. Pa iruo migana la uvaiam ara mirie pagap la makosarang Morowa ira a.
2PE.1.10	Are ratmat ga ekelesiap papap tuam, ebun amiuluan tavuk gare teip la mevaio ra agat me pagap la makosarong Morowa ira ma. Karuk. Mimi le mimamaranim ba ga masingmiala inamaniap a Morowa la mimarikong ga miteong ara meba kan mimi ba inamaniap am. Leba mamiuluan mirio tavukup mila mumurum la mirulo ra ma, tie eba tale makosarming kirinimup ba ga amiolaing Morowa. 
2PE.1.11	Leba okosarming gare ro, tie eba teaba Morowa ga miairang meba miobung na urie inamon ang Ila Kakani buang Iesu Karisito. Uriro inamon ang, urie la iot atatan makin.
2PE.1.12	Migat, mamit ara mirio pagap la mamirtung titot me miun ga dusming maranit iro nagan ga omiuluan urio ties migat. Ga mirier taraiap la eba ina man miralava ma ga temum agarip mim meba managiming mirio pagap mila kakanim la makosarong Morowa ira mi. 
2PE.1.13	Man agattung tuga irio tavuk la mumuri: Na tara la tunama mana miro neip, eba miralava ga ina miralava meba temum agarip mim ma mirio pagap la makosarong Morowa ira buo. 
2PE.1.14	Memani, arit tatak it tara la eba taving ga eba marolaing neip tuo, are la toulo ra Ila Kakani buang Iesu Karisito a irio paga la eba betang. 
2PE.1.15	Are ratmat ga man ubirung maranit ga timuam agarip mim meba maset managiming mirio pagap la makosarong Morowa ira mi. Ga na tara la eba taving ga mirolaing, narung meba ina man managiming mirio pagap la mirulo ma.
2PE.1.16	Tie, na tara la mipalo ra o kukunim ang Ila Kakani buang Iesu Karisito ga mipalo a la eba ina terigiang me na uro inamon, tale apouluan gas agarit la onagimeng teip ga mipalo o urio ties a Karisito. Karuk kan migat. Pava kan la agimapang ma irap pa lalabie ga kukunim ula kakanu la ualo Morowa aun. 
2PE.1.17	Na irio tara Morowa Mamo la maset kan ovienong bonim a Ila Kakani buang Iesu Karisito. Irie Morowa la unama na irie lalabie ila kani migat onim na panbinim la tiesong gare ro, “Irio migana irie Poi ruang. Mitara narung aime. Ga mitara maset teruba aime.” 
2PE.1.18	Na irie tara ponama ga irie abuo irie pugama la akosarong Morowa irio paga ga betong, ga papto ties ang la maio na panbinim.
2PE.1.19	Eva, uriro ties la mirulo ra o, urie la migat. Pa ties la omirmeng unulip onim tinan aime Karisito la uakap migat. Are ratmat le miptang ga omiuluan urio ties. Eva, ties maiong unulip la kaina gare lalabie la ulabie na ding ga maagaulie inamaniap meba uming maset ga omeuluan alang. Ga tubiat eba omira maset ties ang uakap migat are marala o ileng la man ulabie parabira namur. 
2PE.1.20	Migat, mumuri le man ovasming ties maiong unulip. Pa temaieng le lake amira a non paga ila kani: Karuk kan o ties ba la omirmeng unulip na Babam ula puaru la betieng iro agat maiong. Karuk. 
2PE.1.21	Memani, ties o unuli la tale kan oiuluan agat maiong inamaniap. Karuk. Muranama kan Ila Babai la uale mabuo agarip maiam unulip ga maiaramo ties la ualo Morowa maun.
2PE.2.1	Tie, tinan non unulip o kakarabunim la maionama kabirana ma inamaniap onim Israel. Are gat tie, tubiat eba betmeng noba non teip o usingnualap o kakarabunim kabirana mi. Mirio teip o usingnualap leba mavaikmeng tigit non ara tavukup o usingnualap la tale migat. Ga eba gat mialam ibup ma ira a Ila Kakani la masauong a olabuan a. Me iriro tavuk maiang, ebat kakalait makalaang Morowa. 
2PE.2.2	Ga papot ma teip ga magaulap kabirana mi la eba mameuluan non ara tavukup mila kiram la mime makosar mirio teip o kakarabunim. Met iriro muana, inamaniap la tale naganmeng ira a Ila Kakani, eba miaramang ties ula kiro migat me ties migat a tavuk ila mumuri la mime akosar ekelesiap. 
2PE.2.3	Miruo teip o usingnualap o kakarabunim la eba makosarmeng papot ma tiesiap o kakarabunim meba meranam kakepup ga non pagap mim. Pa tinan migat Morowa la tiesong namoma eba abum mirie teip na ties, ga urio saik maiong la iot ga man mauanila.
2PE.2.4	Managiming tavukup am Morowa: Tinan la tale kan uairam Morowa non angelop la okosarmeng kirinim. Karuk. Uabuam na iou, irie lu la mitara arubu ana. Ga man maionama tie puoieng iro la o dus na ties ang Morowa. 
2PE.2.5	Are gat tie, mirie teip ga magaulap na tara ang Noa tinan la maialam ibup ma ira Morowa, pa tale kan uairam. Karuk. Akosarong maf ila kani ga makiraraong. Pa uale Morowa abuo Noa, muana la ume asinguala tavuk ila mumuri ga numeilup am: Gamura ma teip ga magaulap la maset maionama. 
2PE.2.6	Ga levuoong narain pialapien Sodom ga Gomora na ties ga lesuamong o kit, ga utara lie litio pialapien la man iot ka. Eva, upulo Morowa uniap ula kiro me liun ga masinguala inamaniap a man paga la eba akosarang ira ma inamaniap la akosarmeng tavuk ila kire ga eba amiolaing tavuk o uguek o ties ang Morowa. 
2PE.2.7	Pa iruo migana ila puvuvui Lot la unama Sodom ga magimaong papot ma tavukup o sadak ga non gat tavukup o uguek o maimai ang Morowa ga mitara giginam dalap a migat. Are ratmat ga ina alagiong Morowa Lot me lavie na litiro taunupien ga tale kiribasong. 
2PE.2.8	Irio migana ila puvuvui la unama kabirana ma, ga ma mirier lap ume magima tavukup maiam la mime ouguek o maimai ang Morowa. Ga mitara giginam dalap a. 
