MAT.1.1	Kristus Yesus, Zen teipsïn zini Daud Bak mo Auyan-tane.
2PE.2.9	Zen in zep man tangan dam gwesïnïn: Alap mo sosonna ki– Zënaka de betek gweblan zisi de tïn hïp de karek nakon gwiswe sone gwen hap denaye. Zëno sosonna hen ki– karek gol gwen zisi de bwi kawesïnnïk yal gulne gwen hap denaye. Zen zao sa lowehe gwer– hëndep aumwa hap de klis gunnuk de hataꞌak. 
2PE.2.10	Nonol tangan men zen zëre mae mo auhu-kama tim nikore hole-hle san ang ta nasen gwenan, hen men zen Alapsa de betek gweblanna baes ta gwenan, zen desa sa kirekam gweibiridala.
2PE.2.10	Yasik tabin hip de zini in zëna-zënana hen bolte-boltena. Zep zen hom ngatan zi mo langnak de wenyaka de lamang tabin hip ëaïrï gwenan– sap Alap Zëna, Tane zem Yesus, hen zëre mo Enhona, hen sap zëre mo dam taha nakore zi maesa de lamang tabin niye. 
2PE.2.11	Hwëna sap diki Alap mo dam taha nakore zini in, zen zen– soson tangan wenyaye. Hwëna nësa in zen yasik da gwibirin, zen soson naka hom. Alap mo dam taha nakore zini in, zen sap ki zi mo karekna Alap hap noltrë gweblanan, hwëna zëbon mae onakon ol lamang ola hom mae wet so gwenan. 
2PE.2.12	Hwëna yasik tabin hip de zini in, mensa zëna tame nul srëm gwe-gwenan, zen desa man lamang nul gwenan. Zen enlala srëm tanganna– men kiye, gwenya. Gwenya zen mae en hap ki lowehe gwenan: Zi de tahyo gwen hap hen tamera gwen hap. Yasik tabin hip de zini in hen kirekam. Zen timbwas tabin en hap ki lowehe gwenan. 
2PE.2.13	Zëno mae mo yasik tabinni in, zen dekam hen zi dawem-dawem hap karekna nol gwizimnin. Zen in zep sa Alap sërkam de kareknak kang gulu. Zen in kwae naban! Zen man ësam gwesïk gwenan– damnak de kirekam-kirekamsa gulin hala seranna. Hwëna karekna insa de ber-ber gunkum, zen man Kristen zi dawem naban de apdekam tembane tan hap ësam gwesïk gwenan– aha zi mo nwenak dikim anakan ënwe-mase gwen hap, “Zen an hen zini dawemna.” 
2PE.2.14	Hwëna zen kahalo enlala naban ëkaratda gwenda gwenan. Zen hom kareksa de hole-hle gwe-gwibinni ëblalen gwe-gwenan. Ëtatete gwen srëm wenya, desa man karek san dep wan-wan da gwibirin. Kirekam de zini mes hen te-alasa de zëre mo boton nakon gulin gwen hap de orana dam dasïndak. Zen zep sa Alap heip gulu. 
2PE.2.15	Yasik tabin hip de zini in mes ora dam-damna baes nëblak, zep hëndep gwa san dep ësyalhek– men kirekam hen Beyor Bak mo tanena Bileyam Bak syal hekake. Bileyam in hen man zëre mo tawa tabin karek nakon de te-alasa gulin gwen hap hole-hle gwe-gweka. 
2PE.2.16	Hwëna zen in zep Alap damnak dei yul gubluka– zëre mo keledaina in kim oranak owas hap zi olkam jalse gweblakaye, dekam de zëre mo mamakkam de syala insa baes gwibin hip.
2PE.2.17	Yasik tabin hip de zini in, zen men kiye– dobe jop dan enna. Zi de ë nakon akenna tim gunkum, “Dobena ki.” Hwëna hom tol. Zini in hen o ïl tï gwen srëmnak de okawen makan. Okawensa de hla tankam dekam de anakan syal-syal gwen, “Namen sa ona ïl tïla.” Hwëna hom tol. Zini in hen kirekam: Ëse hlauludannak dekam kïl tïbinkim, “Zini an dawem-dawemna.” Hwëna Alap mes zëbe mae hap bwina sërkam de kawesïn tangan naka hamal gul guzimki. 
2PE.2.18	Yasik tabin hip de zini, zen hen anakan ëgwë gwenan: Zëre mae mo boton olkam zënaka bën-jana da gwibirin. Hen men zen sap ora gwa-gwasa de hli tan hap ëalp gwe-gweꞌan, hwëna yasik tabin hip de zini in zol makare naka eiyas da gwibir-zimnin– anakan de gubirida gwenkam, “Haen, nen de kirekam nëre mae mo hole-hle san ang ta gwenkam, Alap molya nësa husus gwibiridaka.” Hëndep dekam zep etan auhu-kama hole-hle san hen kahalo san dep nolëlwandahal gwenan. 
2PE.2.19	Zen anakan kïl nïl gwenan, “Nen mese Kristen zi mo kirekam de lowehen nakon ëhïl gwe hanak. Nen tahalebin srëm nike lowehe gwenan.” Hwëna auhu-kama hole-hlena mes tahalebik, sap zëre mae mo hole-hlena in zen sïl tïbirhal gwenan. Sap tïngan men zen zëre mae mo hole-hle san ang ta gwenan, hwëna hole-hle enlalana in mes zëno mae mo enhona al tak.
2PE.2.20	Kwasang tol! Diki ngaya tabin hip de Zini Bian Yesussu de tame tankam nen eiwa ema auhu-kama hole-hle nakon ëhïl gwe hana gwenan. Hwëna men zen Yesussu de tame tan nakon etan desan dep lwan dahal gwenan, ki zen banakan molya etan hulenna in kon wet so gwek, hen zen mes tangan zëre mae hap de karekna mam nuk.
2PE.2.21	Eiwa, kwasang tol! Zen ora dam-damsa de tawa gweblan srëmkam de tïnnï maka ësam gwesïk. Dekam Alap molya sërkam karek tabiꞌinam. Hwëna zen mes Alap hon dikim ëtal gwesïn hïp de orana tawa nëblak, hwëna man desan en de ang tan hap baes tak. 
2PE.2.22	Zep men kirekam zini ëgu gwenan, zen zëbe mae hap dakastïlzimꞌin– anakan mensa ëgu gwenanye, “Lwana u sang-sang hap de wëk gwenkam, zën sa etan twenblala.”
2PE.3.1	Ano dang tïnïnak de aya-wal oso-wal, suratna ansaë ebe mae hap ale gulzimꞌin, dekam mesë suratna ebe mae hap dan sozimnin. Sap ëe eno mae mo enlalasa dikim ëse ta gwizimdin hibë dwam gwe-gweꞌan– enho kles gwesïn srëmkam ekakim lowehe gwek. 
2PE.3.2	Zep men desa Alap mo ol ayang gul gwen zini orep nen gubirida gwek, hen men desa nësa de ngaya tabin hip de Teipsïnnï Yesus nësa gubirida gweka, desa bahem eititi gwibin. Yesus mo dam tasibin zini, ëe mesë desa ebe mae hap ayang ul gwizimk, hen angkam ëe, Petrus, mesë enlala sobiridanna emsa dan sozimnin.
2PE.3.3	Nonol tanganna ansa emki enlala gwe-gwibin: Aumwa hap denak zi mo hole-hle enlalana sa tangan taman kïnï gwera. Hen dekam emsa sa anakan swrë da gwibir, 
2PE.3.4	“Em ema ëkïl gïꞌïn, ‘Yesus sa etan lwahal zala.’ Hwëna nonol men zen sap daïblïblak, zen mes nama de sap ësbla tine gwennak hëndep juwesïk. Alap kim okamana ansa yang gulsuku hëndep angkam, kina ki banakan mae man wet gwesïꞌïn!”
2PE.3.5	Hwëna zen hom ola ansa de enlala gwibin hip ëdwam gwe-gweꞌan: Nonol lone sennak Alap nglï naban okama naban am ol-gun enkam yang sosuku– hina kim kles son hap gubirki hen otde weyana kim aha-erenak de tagal gwesïn hïp gubirkiye. Okamana an dekam zep hatasek.
2PE.3.6	Dekam zep hëndep weyakam orep de okamana insa timbwas gulku– ho namwa yala insa kim hatan hap gubirkiye. 
2PE.3.7	Hen kirekam sa etan Alap angkam de okama naban nglï naban ol-gun enkam timbwas sola. Dekam hwëna syaukkum sa. Zen angkam kirekam de hen timbwas son hap lam soꞌara– aumwa hap de klis gun hup de yaklana iwe kim de hataꞌakye. Zen dekam sa hen syauknu inkam Zënaka de betek gweblan srëm wenya insa timbwas tabiri.
2PE.3.8	Hwëna aya-wal oso-wal, ansa bahem ëeititi gwibin: Bian Alap hom zi mo kim yakla naban ben naban aït gwibirida. Nëno mae mo aïtbinkim seribu tahunna, zen hwëna Bian hap san de aha-ere yaklana kiye. Bian mo aïtbinkim yaklana aha-en, hwëna nëbe mae hap holona seribu tahun.
2PE.3.9	Bian hom zëre mo gu-gubiridansa de syal gwibin hip holo gweꞌara– men kirekam zini anakan tim nul gwenan, “Yesus ba hap hata srëm gweꞌara?” Hwëna Zen kwasang tol hap nësa eissibiridaꞌara– nen dikim sap nëre mae mo karek-karek nakon ëhalen hap. Zen hom aha mae nik de tïn hïp dwam gweꞌara. Zen hwëna kïtak de ëhalenkam de ëngaya gwen hap sap dwam gweꞌara.
2PE.3.10	Hwëna Bian Yesus mo lwa halzan hap de yaklana, zen sowë zi mo kim sa lwal. Dekam nglïna auku mamkam de tadre gwen naban sa jek-jak nër. Hëndep dekam sa yakla nwena, keisni, hen benna ëhwasder– hëndep okamana hen zi mo syal gwibin kire-kirena kïtak. Banakare maena molya lwak.
2PE.3.11	Zep kirekam insa lwaꞌan, nen de deban ëtimbwas gwen srëm hap, a kirekam nen ëliwehen: Dam-dam enkam nen lowehe gwen– Alap en hon de ëtal gwesïnkïm. 
2PE.3.12	Deban salok-salokkam nen anakare enlala naban lowehe gwen, “Diki namen de Yesus hata zankam aïrïs tangan.” Aumwa hap de yaklanak nglïna an sap sa hwasdera, hen keis maena sap sa sal-sal hap ëho gwer, 
2PE.3.13	hwëna nen okama ëse naban nglï ëse nabane kara ei gwizimꞌin– men kirekam Alap hamal hap nësa gu-gubirida gwekake. Zëwe dam-dam enkam de lowehe gwen en nik sa bïtï gwer.
2PE.3.14	Zen in zep, aya-wal oso-wal, sap nen ema kirekam ngein sin dep dena insa kara ei gwibiꞌin, zep nen dawem enkam ëalp gwe-gwen– dekam de zëre mo nwenak enlala karek-karek srëmkam hen ëkun gwen srëmkam lowehe gwen hap. Kirekam de lowehe gwenkam, ki nen zëre mo taha terenak esa lowehe gwer. 
2PE.3.15	Hen nen ki Bian Yesus mo lwa halzan hap de yakla hap anakan ëenlala gwe-gwen, “Zen sap sa holo gwera, sap ahakon zen dekam sa hen ëngaya gwer.” Alap mes nëno mae mo dang tïnïnak de ayana Paulus hup enlala blala zerblaka, zen in zep hen kire hap dena
2PE.3.16	tïngare zëre mo suratnak nëbe mae hap ale gul gwizimki. Zëno suratnak hen ki– olk san de enlala nabare naye. Yesussu de taïblïblannak de ëtatete gwen srëm wenya hen tame gun srëm wenya zep desa karekkam dam nulsuk gwenan. Zen hen Alap mo aha ol ale gunnu kirekam hen totoresa srip gulsunkum namblak nul gwenan, hëndep ahakon zep hëndep syauk sun dep de ora san lwan dahal gwenan.
2PE.3.17	Zep ano dang tïnïnak de aya-wal oso-wal, ëe in zebë hamal hap suratkam emsa enlala sobiridal. Zen in zep salok-salokkam em lowehe gwen. Karek gol gwen zi mana emsa gwa san dep sïl dïbirhal gwenank. Sap em mese Bian onak ëtal gwesïk. Dekon ema hwëna altïlïnk. 
2PE.3.18	Diki nësa de ngaya tabin hip de Zini Bian Kristus Yesussu de tame tankam hen kwasang-kwasang zemka de tame gunkum em ëtatete gwe zahen.
2PE.3.18	Dikire zëno bosena angkam hen hëndep denaban teip nulsuk gweblak. In eiwa.
1JN.1.1	In kim Alap okamana ansa yang gulsuku,
1JN.1.1	Zini in mes Alap han ë gweka.
1JN.1.1	Zëno bosena “Alap onakore ëngaya gwen hap de Ol.”
1JN.1.1	Hwëna okamanak kim hata zaka,
1JN.1.1	ëe ama Desa sane la gwek,
1JN.1.1	hen ëre mae mo nwekam kara la gwek.
1JN.1.1	Ëe ama ëre mae mo tahakam hen olk la gwek.
1JN.1.1	Zebë hëndep dawemkam tangan tame lak.
1JN.1.2	Nësa de hëndep denaban ngaya tabin hip de Zini in kim hata zaka,
1JN.1.2	ëe ama Desa ëre mae mo nwekam hla la gwek.
1JN.1.2	In zebë angkam ebe mae hap eiwa ulzimꞌin,
1JN.1.2	“In eiwa Zen tangan–
1JN.1.2	nësa de ngaya tabin hip de Zi niye,
1JN.1.2	Bian zëre han men Zen ë gwekake.
1JN.1.2	Bian Desa nër hom abe mae hap damnak zertreizimki.
1JN.1.3	Zëno bose tanganna Kristus Yesus.”
1JN.1.3	Sap ëe insa ësane gwe-gwek hen hla kul gwek,
1JN.1.3	in kim asa golëlowehe gweka,
1JN.1.3	in zebë desa ebe mae hap eiwa ulzimꞌin–
1JN.1.3	Eirzi-Bia dekakim nësa aha-ere enlalakam
1JN.1.3	isrip-sri naban olëlowehe gweka.
1JN.1.4	Zen in zebë ebe mae hap ale gulzimꞌin–
1JN.1.4	aha-ere enlalakam de lowehe gwenkam dikim nëno mae mo isrip-sri taman kïnï gwen hap.
1JN.1.5	Ëe ama emsa tawa labiꞌin– aena mensaë Kristus hon ësane gwe-gwekke: Alap Zen lalak enna. Zëno enhonak kawesïnnï hom tangan. 
1JN.1.6	Zep men zen anakan ëgu gweꞌan, “Ëe an Alap hanë aha-ere enlalakam zergwë gweꞌan,” hwëna zen de nama kawesïnnïk de lowehe gwen zi mo kim gwënna, ki zen boton tamna hen sap de ora san gwë haꞌara. 
1JN.1.7	Hwëna nen de ngatannak de lowehen zi mo kim enho nakon ëlalak gwe zahe gwenkam, men kirekam ngatan zini Alap Zëna enho lalak en nik gwë gwenda, nen hen esa tangan aha-ere enlalakam isrip-sri naban lowehe gwer. Dekam hwëna nen de banakare karek maenak zarankam, Alap man nëno mae mo karekna insa Tane Zem Yesus mo kalkam nëp ngan gulsuk gwizimnira.
1JN.1.8	Zi de anakan zabenna, “Ano karekna hom,” zen hwëna zënaka anakan boton ta gweꞌara, “Ëe an zini dawemna.” Kirekam men zen ëgu gwenan, zëbon mae onak eiwa de enlalana hom tangan. 
1JN.1.9	Hwëna nen de Alap hon anakan ëkira gwe-gwenkam, “Ëe mesë kirekam karek gwek,” dekam sa Alap nëno mae mo karekna insa nëp tap gulsuk gwizimdi, hen nëno mae mo kareksa de gon hap de enlala dowe hananna insa sa nëp hom ta gwizimdi. Alap zëre mo gu-gubiridanna Zen man tangan sul sone gwizimnira. Zep nen de nëre mae mo karek-kareksa zëre hon ëkira-kla gwe-gwenna, Zen bëjen nëp tap gulsuzim srëm gwen.
1JN.1.10	Alap mo olak anakan lwak,
1JN.1.10	“Tïngare zini kareksa nol gwenan.”
1JN.1.10	Zep zi de anakan zabenna, “Ano karekna hom,” dekam hwëna man nwe-mase gwenan– san de Alapsa de anakan gublunna, “Alap Zen boton tamna.” Kire zinik Alap mo ola man jawe guk hana gwenan.
1JN.2.1	Ano walas, ëe mae habë ebe mae hap ale gulzimꞌin: Em ekakim kareknak altïl srëm gwek. Hwëna aha mae nik de kareknak zarankam, desa de mas gweblan hap de Zini ki. Zen Bian Alap mo alp nakon zauꞌura. Zen enho kles gwesïn srëm Zini Kristus Yesus. 
1JN.2.2	Zen Zen nëbe mae hap Zënaka zerguku– nëno mae mo karek-kareksa dikim ngan gulsuzimdin hipye. Hwëna nëno mae en moka hom. Zen hwëna kïtak de okamanak de zini nëno mae mo kareksa dikim ngan gulsuzimdin hip tïlkï.
1JN.2.3	Nen de Alap mo ol san enlala tatete naban ang ta gwenkam, dekam man tangan dam gwesïnïn, “Nen mese Alapsa tame lak.” 
1JN.2.4	Hwëna Alap mo ol san de ang gwe-gwen srëm nik de anakan gunnu, “Ëe mesë Alapsa tame tak,” zen man boton gweꞌara. Kire zinik eiwa de enlalana hom tangan.
1JN.2.5	Hwëna nen de Alap mo ol san enlala tatete naban ang ta gwenkam, dekam zëre onakore kwasang-kwasangna sa nëno mae mo enhonak bïl gwe-gwer. Zep nen Kristen zini a kire nakon esa nënaka dam lasïk gwibir: 
1JN.2.6	Men zen anakan gunnu, “Ëe mesë Kristus hun zeraha-en gwek,” zen dikire zëno kim kwasang naban gwë gwek.
1JN.2.7	Ano dang tïnïnak de wenya, ëe an ol ësesa homë ale gulzimꞌin. Hwëna men desae orep ësane gwe-gwekke, desaë etan ebe mae hap anakan ëse gulzimꞌin, “Kristen bose omka em kwasang gwibirida gwen.”
1JN.2.8	Yesus nonol nëbe mae hap de kwasang hap zëre mo timni ërak makan lonezimki– nen dikim hen kirekam nënaka kwasang gwibirida gwen hap. Zep kwasang hap de tawa ta gwibinni ansa bap nen blalen gwe-gwibin. Zen ëse en nik zen nëbe mae hap lwa gwizimdin. Sap dekam okama kawesïnnïk awe, nëno mae mo lowe henna man nwe-mase gwe-gwenan– san de Alap onakore ngatan de zïlbir anenna kiye. Dekam kawesïnnï man jek-jak gwe-gwenan. 
1JN.2.9	Zep zi de anakan gunkum, “Ëe ngatannakë gwëꞌan,” hwëna zen de Kristen bose zemka husus gwibirida gwenna, zen ki nama kawesïnnïk gwëꞌara. 
1JN.2.10	Diki men zen Kristen bose zemka kwasang neibirida gwenan, zen zen ngatannak lowehe gweꞌan. Kire zi mo enhonak kawesïnnï hom. Zep zen molya ahasa ora srëm san dep tïtï da gwibik. Zëna hen molya desan sek gwek. 
1JN.2.11	Hwëna men zen Kristen bose zemka husus neibirida gwenan, zen nama kawesïnnïk lowehe gweꞌan, hen kawesïnnï iwe ëbute halasen gweꞌan. Zen hom anakan tame nuꞌin, “Ëe angkam ora srëm sanë sek gweꞌan.” Sap kawesïnnï in mes zëno mae mo nwena tahalebir-zimk.
1JN.2.12	Kïtak de ëKristen gwen wenya, em in zen ano walaskam de gubirida gwen wenyaye. An zebë ebe mae hap ale gulzimꞌin, sap Bian Alap mes eno mae mo karek-karekna Yesus mo syala kon tap gulsuzimki.
1JN.2.13	Em in zene nonol Yesussu laïblïblak, em in zebe Kristen zi mo bi wal makan lowe heꞌan. In zebë ebe mae hap ale gulzimꞌin, sap em mese tame lak– men Zen Alap han nonol lonesen nakon ë gwekaye.
1JN.2.13	Hen em ahakon in zene angkam laïblïblaꞌan, em wal sei-siwirkim de gubirida gwen wenya. In zebë hen ebe mae hap ale gulzimꞌin, sap em mese ëtawa gwek– dowal mo kïgïsa de kirekam zauk gublu kïnï gwen naye.
1JN.2.14	Zep tïngare ano walaskam de gubirida gwen wenya, ëe mae habë ebe mae hap ale gulzimꞌin: Sap em kïtak mese Bian Alapsa tame lak.
1JN.2.14	Bi walkam de gubirida gwen wenya, ëe mae habë ebe mae hap ale gulzimꞌin: Sap em mese Yesussu tame lak– men Zen Alap han nonol lonesen nakon ë gwekaye.
1JN.2.14	Wal sei-siwirkim de gubirida gwen wenya, ëe mae habë hen ebe mae hap ale gulzimꞌin: Sap em mese Alap onakore sosonna ulink. Em ema Alap mo ola urensïk gweꞌan. In zebe dowal mo kïgïsa yauk gublu kïnï gweꞌan.
1JN.2.15	Zep auhu-kamana bahem etan enna lwa gwibin, hen okamanak de kire-kirena bahem enna lwabirida gwen. Men zen auhu-kamana ansa enna nola gwibirin, zen hom Biansa enna nola gweblanan.
1JN.2.16	Sap kïtak men desae okamanak enna ola gwibirin, an zen:
1JN.2.16	nëre mae mo tim nikore hole-hlena,
1JN.2.16	nwekam de hlaunkum de hole-hlena,
1JN.2.16	hen bolte-bolte enlalana.
1JN.2.16	Zen kïtak Bian onakore naka hom. Zen nëre mae mo auhu-kama tim nikon wet so gwenan.
1JN.2.17	Auhu-kamana an sa jek-jak gwer. Hen auhu-kama hole-hlena, zen hen sa jek-jak gwer. Hwëna men zen Alap mo dwam gwibinni syal nei gwibirin, zen hëndep denaban sa lowehe gwer.
1JN.2.18	Ano walas, nen angkam aumwa hap denake lowe heꞌan. Zep men kirekam aumwa hap de yaklanak dep dena emsa tawa da gwibik, zen kirekam angkam lwaꞌan. Zen anakan emsa tawa da gwibik, “Kristus mo jal zini sa hata zala.” Zep jal zini insa de ngeirblizan hap de zini angkam mes yaïng gwezal. Zep man tangan dam gwesïꞌïn, “Nen angkam aumwa hap denake lowe heꞌan.”
1JN.2.19	Kristus mo jal zisi de ngeirblizan zini in nonola sap nëbon mae botonkam bïtï gwe-gwezak, hwëna ki zep etan wet so gwe-gwek. Eiwakam de bïtï gwenanam, ki nama maka nëbon mae lowe heꞌan. Hwëna in mae hap ki lwak: Nen dikim anakan tame tabin hip, “Zen eiwakam hom bïtï gwek.”
1JN.2.20	Hwëna nen kire zisi ema tame la gwibirin. Sap nëbe mae hap Alap mes zëre mo Enhona hlë ta sonezimki. Zen in zebe eiwa de tawa tabinni dam ulsuk gwenan. 
1JN.2.21	Ëe kimë ebe mae hap de ale gulzimdin hip enlala gweꞌak, ëe homë emsa anakan enlala gwibiridak, “Zen hom eiwa dena tame nuꞌin.” Hwëna ëe ama emsa enlala gwibiridak, “Zen man eiwa de tawa tabin niban botonkam denaban kles noso gweꞌan.”
1JN.2.22	A kire nakon esa Kristus mo jal zini insa de ngeirblizan zini insa dam lasïk gwibir: Yesussu men zen anakan zersïnnï, “Zen nësa de ngaya tabin hip de Zisi hom”– zen zen. Kirekam de gunnu, zen man anakan de gun nuban apde nëꞌan, “Bi Zem in hom Tane zemka zer soneka.” Zep kire zini zen Eirzi-Biasa man teisyasïꞌïra. 
1JN.2.23	Hen Yesussu de anakan zersïnnï, “Zen Alap mo Tanesa hom,” dekam man hen dam gwesïnïn, “Zini in hen Bian Alapsa hom tame taꞌara.” Diki men zen anakan gunnu, “Yesus Zen eiwa Alap mo Tane,” ki zen mes eiwa Eirzi-Biasa tame soka.
1JN.2.24	Zen in zep, Kristus hup de ola men desa nonola kon emsa tawa da gwibik, emki desa dawem enkam enhonak gwirensïk gwen. Zen diki dekam esa Eirzi-Bia han iaha-en gwer. 
1JN.2.25	Hen nen de kirekam ziaha-en gwenkam, dekam mese hëndep de lowehe gwen hap dena ulink– men kirekam Yesus Zëna nësa gu-gubirida gwekaye.
1JN.2.26	An kïtak mesë ep ale gulzimnin, sap zini man emsa ora srëm san dep tïtï da gwibirin. 
1JN.2.27	Hwëna Kristus mensa zëre mo Enhona nëbe mae hap hlë ta sonezimki, Zen nama eno mae mo enhonak lwa gweꞌara. Em in zebe aha zisi zen de emsa ol ësekam tawa ta gwibin hip leibirida srëm gwe-gweꞌan. Sap Alap mo Enhona Zen eiwa denaka nësa tawa ta gwibirida– kïtak mensa Yesus hun dikim zeraha-en gwen hap dena dwam ei gwibirinye. Zen bëjen boton gwen. Zep Yesus en han de zeraha-en gwennak em tatem ëzauk gwen– Alap mo Enhona men kirekam nësa tïtï ta gwibiridake.
1JN.2.28	Zen in zep, ano walas, zëre han de zeraha-en gwen ennak em lowehe gwen. Ki Zën de etan lwahal zannak de zertowenkam, aha-ere enlalakam esa ërtower. Ki nen molye zëno nwenak saher hap ëhu-huk gwehek. 
1JN.2.29	Sap nen tawana, “Alap Zen lalak en nik gwë gwenda.” Zen in zep tangan dam gwesïk gwenan: Men zen dam-dam enkam lowehe gwenan, zen Alap mo wei-wik gun walas.
1JN.3.1	Emki ëenlala gwen: Bian Alap mes kwasangna nëbe mae hap sowehen tangankam golzimki, zep hëndep nësa gubiridaka, “Em ano dang tïnï tabin walas.” Eiwa, wehasa hom, nen eiwa zëno walas tangan!
1JN.3.2	Ano dang tïnïnak de wenya, nen an angkam eiwa zen– “Alap mo walas”kam de gubiridan wenyaye. Hwëna Zen hom nëbe mae hap golzimki– dekam de anakan tame gun hup denaye, “Alap mo walasna nen kirekam esa ëliweher.” Hwëna nen tawana: Yesus de etan lwahal zankam, zëno kim esa ëliweher. Sap dekam damkam esa kara la gwer, zep zëno kim esa ëliweher.
1JN.3.3	Zep nen men zene kirekam ëenlala gwe-gweꞌan, “Ëe asa Lalak Zini Yesussu zertower,” nen zebe nëre mae mo enhona lalak la gwibirin.
1JN.3.4	Zini men zen karekna nol gwenan, zen Alap mo olsa kim ja-ja nul gwenan. Sap kïtak de karekna mensa zini syal nei gwibirin, zëno ausuna kïtak Alap mo olsa dikim ja-ja gun hup dena. 
1JN.3.5+1JN.3.6	Zep men zen Yesus hun zeraha-en gwenna, zen bëjen kareksa gol tine gwen. Sap nen tawana: Yesus Zen nëno mae mo karek-kareksa de ngan gulsuzimdin hip hata zaka. Sap Zëbon onak hom tangan– karek mae naye. Hwëna men zen karekna nol tine gwenan, zen Yesussu de tame tan srëm wenya hen taïblïblan srëm wenya.
1JN.3.7	Ano walas, men zen ora srëm san dep emsa tïtï da gwibirin, bahem salbirida gwen. Men zen dam-dam enkam ëzauk gwenan, zen diki zen Kristussu nërtroꞌan, sap Zëna dam-dam enkam zauk gwenda. 
1JN.3.8	Hwëna men zen karekna nol tine gwenan, zen eiwa dowal mo kïgï mo bi gwibiridan walas. Sap dowal mo kïgïna in zen nonol lonesen nakon karek gonna kon gwesïk hanaka, hëndep angkam nama gol tine gwenda. In zep Alap mo Tanena in hata zaka– zëno syal karekna insa dikim dri yulsublun hap.
1JN.3.9	Zep Alap mo wei-wik gun walasna, nen bëjen kareksa de gol gwen ennak lowehe tine gwen, sap Alap mo Enhona, Zen enho nakon nësa golëgwë gwenda. Nen sap kie kareknak altïl gwenan. Hwëna nen bëjen zëwe en ëdohon gwe-gwen, sap nen an Alap mo sïpnï.
1JN.3.10	Zep a kire nakon esa zisi tame la gwibir, “Zen Alap mo walas,” ahaksa, “Zen dowal mo kïgï mo walas”:
1JN.3.10	Men zen dam-dam enkam ëzauk gwenan, zen Alap mo walas. Hwëna men zen kirekam ëzauk srëm gwe-gwenan, zen Alap mo walassa hom.
1JN.3.10	Hen men zen Kristen bose zemka kwasang neibirida srëm gwe-gwenan, zen hen Alap mo walassa hom.
1JN.3.11	Em kime ëKristen gwek, dekam zep anakan emsa tawa da gwibik, “Kristen bose omka em kwasang gwibirida gwen.” 
1JN.3.12	Nen bap nen Kaen Bak mo kim ëgwë gwen– men zen oso zemka zïp sokaye. Zen in dowal mo kïgï mo bi gweblan walas. Zen mae hap zïp soka: Sap oso zem in dam-dam enkam Alap mo nwenak gwë gweka. Hwëna zëna kareksa gol gweka. In zep husus gweblaka.
1JN.3.13	Zep aya-wal oso-wal, bahem tenggwanbirida gwen– auhu-kama enlala zi de emsa husus gwibirida gwen naye.
1JN.3.14	Sap menkam nen juwen ora sane sek gweꞌak, hwëna angkam mese ëngaya gwen hap de orana dam lasïl. Nen zebe nëre mae mo Kristen bose walya kwasang eibirida gwenan. Zen in zebe hen anakan nënaka dam lasïk gwibirin, “Nen angkam ëngaya gwen hap de ora sane sek gweꞌan.” Zep a kire nakon esa zisi tame la gwibir:
1JN.3.14	Kristen bose zemka men zen kwasang neibirida srëm gwe-gweꞌan, zen nama tïn hïp de ora san sek gweꞌan.
1JN.3.15	Hen Kristen bose zemka de husus gwibirida gwenna, zen nwe-masena apdenak– zi ta gwen zi nibanye. Kirekam de ëgwë gwen zini, zen hen nama tïn hïp de ora san sek gweꞌan.
1JN.3.16	Yesus kim nësa dikim ngaya tabin hip Zënaka sosok taka, nen dekon zebe anakan dam ulsuk, “Kwasangna zen kirekam.” Zen in zep nen hen diki kirekam nen nënaka kwasang gwibirida gwen, hëndep nen hen nen nëre mae mo timni sosok gul gwen– aha zisi dikim ngaya ta gwibin hipye.
1JN.3.17	Hwëna emki ëenlala gwen: Zi de tahalha srëmkam gwëꞌanam, zen de anakan tame guꞌunam, “Ano Kristen bosena wakin tahalhakam gwë gwenda,” hwëna zen de mas gweblan srëmkam, dekam man tangan dam gwesïnïn, “Alap onakore kwasangna hom tangan zëbon onakye.”
1JN.3.18	Ano walas, nen bap nen ëk enkam Kristen bosyansa waba hap kwasang gwibirida gwen. Hwëna nen diki eiwakam nen kwasang gwibirida gwen– dawemsa de goltrei gwizimdinkim.
1JN.3.19+1JN.3.20	Nen de kwasangsa kirekam goltrei gwizimdinkim, zen dekam zebe nënaka dam lasïk gwibirin, “Nen an eiwa Bian Alap mo bi gwibiridan walas sake.” Sap eiwa kirekam, hwëna nen kime Alapsa abe la gwenan, dekam zep hwëna tïtïk gwen enlalana enhonak anakan hata gwenda, “Ëe ba hap de Alapsa goltïl seblan hap?” Hwëna Alap Zen kïtak zi mo enhona tame ta gwizimnira. Zep Zen man nëno mae mo enhonak de tïtïk gwen enlalana insa nëp tame ta gwizimnira. Hwëna Zen hom kire hap nësa husus gwibirida gwenda. Zen in zebe Alapsa de abe ta gwenkam nëre mae mo enlalana anakan së la sone gwibirin, “Ëe an zëre mo walas sake. Zep ëe ba hap de tïtïk gweblan hap?” 
1JN.3.21	Ano dang tïnïnak de wenya, nen de Alapsa abe tan nakon tïtïk gwen srëmna, ki sap esa banakare mae hap saher srëmkam abe la gwer.
