MAT.1.1	Abraham po aso, Dabhit po agijing, anang so Jisu Khristo asar-lar alekha alo bangpo lo.
2TH.3.8	aro ador pipe det ke ihut para an choche yongot; manta nali ihut aphuthak abhar bat hlonghlesi, anuwe anelo ta chipaduksi aro sal-chipachok si tikilo, 
2TH.3.9	holek nali sitem kipu dun apharan weke puke kalek; manta nali haliyok wang chirli dunnot, la-anat nalingo hali bithang isi arjan kapaklang yoksi bangpo tikilo. 
2TH.3.10	Piyok pu tene, sal katiki yok ta inghone bak chikengke, pu tene anang an-pacho hlongek, ladi pusi nali sitem kido amunsi, hali naliyok kithan. 
2TH.3.11	Piyok pu tene hali arju hlongdo, nali inghone bak ke kaselet si do, aro isi asal tikike si, bang yok lam chursi si dowor do. 
2TH.3.12	Minon labadi arleng helyok ke hali Hemphu Jisu Khristo amen pen nali thansi chingduk do, anali nengsam sal tiki, abithang a-an pacho hlong nang. 
2TH.3.13	Ei korte aro ingjirhel, nalike kime asal tiki yongta chipaphel kukngek. 
2TH.3.14	Labang lo pensi kaparju pon hali lamthe hel inghone bakpo mengme, pu tene labang arlengpo yok chinine do, aro anang kachitharak hlongyok anangpen lam-lun chihi dunek. 
2TH.3.15	Layongta anangyok hutur puke chironek, manta kortepo pusi neng ahari pipon.
2TH.3.16	Minon nengsam kipi Hemphu arnita nali ahuwit anenglong nengsam papidun nang. Hemphu nali ahuwit pen alokjor parjapdun nang. 
2TH.3.17	Ne labang kardom pajirsi Pol po ne bithang aripen wido. Lo apak ten bangposi asin; ne ladisi wido. 
2TH.3.18	Ili Hemphu Jisu Khristo kajinso nali ahuwit pen padonang.
1TI.1.1	Ili Ral Hemphu Arnam, aro kachiha un Khristo Jisu kithan badi Khristo Jisu long ihut kangthir-adun Pol po, 
1TI.1.2	kikrol along neso khanang Timothi po adungyok: Apa Arnam aro ili Hemphu Jisu Khristo para kajinso, nengdok, aro nengsam nalilong padonang.
1TI.1.3	Ne Mesidoniya yok kidam amun, nangyok pot badi kithan, ladisi minonta thando; nang Ephisiya long ri-si angkhan arleng yok than, anali kamprek akarsit acho alam pachirli hlongek, 
1TI.1.4	atono atomo aro sar-lar alam mehel chingje-krungsi dopon do, mehel kikrol ajiu aphan akime kalek. 
1TI.1.5	Manta hali kipachirli aphanke, kachipangthir angthin para kiwang nengdok, aro kachiron pame, aro kikrol len parasi ajiuli wangman. 
1TI.1.6	Bangpomar para angkhan ke angthin chipharlep dunsi, kanangne alam hel along anengpidun phakngo, 
1TI.1.7	kanong pachirli yok ronsi anali pot pudo, lale pot pangthek pondo abhu hlongle phosi pachirli do. 
1TI.1.8	Minon ke abi-apun pen langpon pu tene, kanong ke akime pen, bangpo ili than-un do. 
1TI.1.9	Labang alam acho ke, kanongpo dhorom kangthirhel aphan ke kalek, manta so tonghler, kimengme, kachirdomde, aro papi, kangthirthe aro dhorom yok kapatharak, apo kamari, ape kamari, arleng kamari, 
1TI.1.10	kidoner, kachilem, turu kijor, kachobel, asisik kithan, akijol seme-kitang, labang ahuwit anat, kamprek paklangsi lale asisik pachirlisi do, ladi hel pipot dolang, lamehel kikrol-kachirli aphan akime, 
1TI.1.11	lake nerideng kipek Arnam bor-eh kichok jortang kido kime-alamthe badi kangthir abi-pun alongsi parjakngo.
1TI.1.12	Inghosi neyok jakong pilo, ili la Hemphu Khristo Jisu kajinsoyok hoichodo; piyok pu tene neyok kikrol pusi murkiya asal long ne pachakngo ne anangyok kardom pajirdo, 
1TI.1.13	manta abhu hlonghlesi kikrol un-eh anat ne kapatharak, honjat kipi, manta ne jinso hlongo piyok pu tene ne thekthe anatsi tiki hlongo, 
1TI.1.14	aro neyok Hemphu kajinso para kikrol lisi nepilo aro Khristo Jisu long nengdok hlongo. 
1TI.1.15	Kipu alam krol nange, aro ahuwit chideng pen nange, lake Papi kido arleng yok kapajok aphan, Jisu Khristo ke pirthepe long yok wango, labang papi arleng asitem ne si kanghochot polo. 
1TI.1.16	Manta inghosi ki-or-eh ajiuli aphan anang yok krole, anali phan arjan badi, Jisu Khristo si anang ahuwit chipaning ding, kangho chotke ne lo, nelong pachiklan do, la-apotsi ne kajinso hlongo. 
1TI.1.17	Minon binong Recho yok, lake kanghonhe, kachinine, aro ihut det Arnam yok aman pinang aro anang jortang arni aporten padonang. Amen. 
1TI.1.18	Ei neso Timothi po, nang kikrol aro kime kachiron thek kido pon aphan, atono katurki alamthe nangthan tango bangpomar ateng me-at chipadukne tiki pon, 
1TI.1.19	la-apot la kikrol aro kime angthin chiron not. Manta angkhan arleng la kikrol aro kime kachiron thekthesi, anali kikrol kanghorop ajahaj badi chiplango; 
1TI.1.20	anali sitem ke Himenayus po aro Alekjendar po labang hini yok si-ik arideng champilo, tangsi kapatharak chirlile ye.
1TI.2.1	Ne ahuwit yok ango ke, nang than do, ahuwit arleng aphan, laparake, ili ke ahuwit pingkit aro kardom pajirsi, bor-eh chohang, aro bang aphan Arnam yok chirdompi nang. 
1TI.2.2	Recho hel aphan aro phu-phang kihlong helyok, ili ahuwit mengdunne aro samjinne, aduk kiwangwe yok aro nengsam aro aman chipadosi karjak-kithur hlongyok pingkit nang; 
1TI.2.3	labangsi ili Ral Hemphu Arnam amahang semsemsi akime aro kachideng ponman, 
1TI.2.4	anang abangten arleng ta kijok aro wangsi khanang agiyan pahlong aneng do. 
1TI.2.5	Piyok pu tene, Arnam ihut det, aro Arnam pen munusi labang hini adak asitem po, anangsi munsi Khristo Jisu; 
1TI.2.6	anang ahuwit aphan kapajok aholan badi abithang yok ajiu chipilo; 
1TI.2.7	labang hakhi pisi kapahar arleng aro adun (ne khanangsi pudo, asisik pupe yong), kikrol aro khanang po pen Bang-ajat helyok kapaklang aphan ne pachakngo. 
1TI.2.8	Lasi apenso hel, neng thithe aro ahul wesi ahuwit athem long kangthir ari rungne pingkit nang, labang ne nali than do; 
1TI.2.9	ladisi arloso hel ta mahang tha-angwet aro abhu hlong phrotsi aneng pen, chipalangme pe-rik pachi-ik nang; 
1TI.2.10	achu kachisubi let, ser-lek kachi-ik, muni aro ador-ong pe-rik hel pen kalek, manta Arnam long kimeng dun asal katiki kamichang kadhorom arloso chiplangot. 
1TI.2.11	Arloso arleng hel chipabek si, nengsam pen pachirli nang. 
1TI.2.12	Kapaklang, lale apenso aphuthak ajakong kido yok, ne arloso helyok ne hawang thothe yong; 
1TI.2.13	manta neng chipabeksi kapadoyok thando; piyok pu tene Adam poyok ango kithep, aro laparasi Hawape yok kithep. 
1TI.2.14	Aro Adam poyok ke chobelbe yong, manta Hawa pe yoksi chobel tangsi, Arnam akanong kapangho. 
1TI.2.15	Layong ta anang so-kapaplang parasi joktange; manta abhu hlong phrotsi kikrol, nengdok aro kangthir dotangsi hlonge.
1TI.3.1	Khanang kipu alamthe doset do; inghosi ihut bishop aphang ar-ih do, pu tene anang akime asal ayok ar-ih do. 
1TI.3.2	Minon lasi ihut bishop poyok bang kapatharak-ren hlong nangne ye, apiso ihut kido, atengsi kicho, kachironthek, kachi-ik kangthir, don kachingden thek, kapaklang thek-at, 
1TI.3.3	aro hor kangri-re, lale akeng-ari samphrat nangne, chipabek thek nange, neng samjin, aro nohok anengdok do nangne. 
1TI.3.4	Abithang ahemyok me-at kilangthek, aro asohel pangdomsi aro rat asitem aman kido nange. 
1TI.3.5	Manta inghone bak anang abithang ahemyok pangdom thekthe, tene anang pot badi Arnam kachikruk al-en pon theknge? 
1TI.3.6	Aro aborai ongsi si-ik ado kipi hlonghle yok, la-apot anang akimi kikrol arlengyok en-nangne. 
1TI.3.7	La yongta, bang para ado kibat aro si-ik ahonjat kitong para jok nange, tangsi bang hel parata kime hakhi kihlong arleng do nange.
1TI.3.8	Labadisi dikon ta kime asoi, angthin hini kangwe, lale hor kangrire, lale abithang det yok kachiron do nangne, nohok alop donangne, 
1TI.3.9	anali kikrolsi kime angthin kachiron thek Arnam kabutisit acho alamthe chi-en thek arleng do nange. 
1TI.3.10	Aro ango analiyok archal lang nange, la-aphel adowe hlong pu tene dikon asal patiki nang. 
1TI.3.11	Ladisi arloso helta kime asoi donange, bang patharak hlong nange, bangyok kachursi do nangne, manta atengsi kicho, aro ahuwit alamlong kikrol akime donange. 
1TI.3.12	Dikon hel ihut arloso apihan, abithang aso hel, aro ahemyok kapangdom thek do nange; 
1TI.3.13	piyok pu tene ingho dikon katiki abangke anali bithang kime aphan aro Khristo Jisu aphan kikrol apharan pahlong man.
1TI.3.14	Ne bekso arni aphel nali dung kiwangyok chiron do; manta nang kithek aphan, ne bangpomar nangyok wido. 
1TI.3.15	ne arni ding pu tene, long-eh arlong nat khanangpo aro lamthe abhiti natsi Arnam ahempo, lake kihreng Arnam kachikruk, lalong nang pot badi do pon nangene, nali thek-re hlonge. 
1TI.3.16	Ili dhorom long kabutisit acho alamthe khanangsi kithepen, lalong ihik-bihik do nangne: Anang a-ok long pachiklango, jiuli long dhorom kangthir pusi alekhot eno, tharlon hel parasi chiklango, Bang-ajat hel ango pahar tango, pirthepe long kikrol wango, jortang padosi pangthur ponno.
1TI.4.1	Minon ke Jiuli-Kangthir than phlendo, monphel owe long angkhan arleng kikrol para chiti kange; kachobel ajiu long, aro samon hel kachirli dun along anali neng piponne; 
1TI.4.2	inghosi abithang kachiron angthin long ingchin akiso kapangdak asin bilo, labadi neng kachobel neng-sik parasi labang hel chiplange. 
1TI.4.3	Anali asisik kithan hel jorme-chihap nangne pu ye, aro kikrol aro khanang kachithan un abang kardom pajirsi kachideng ayok, jipe kicho apot hel Arnam sanselo, bang pomar para chiterek si kidoyok nang thanne. 
1TI.4.4	Piyok pu tene Arnam ahuwit kasanse abihini majit akime det; aro isi ta kise nange ingjong, kardom pajirsi chideng nange; 
1TI.4.5	piyok pu tene Arnam alamthe pensi aro pingkit pensi ahuwit pangthir man.
1TI.4.6	Nang mehel alam korte aro ingjir helyok hikepon, nang kikrol alamthe aro nang kahike kikrol-kapachirli alamthe hel pensi nang ihut Jisu Khristo akime amurkiya chiplange. 
1TI.4.7	Manta atono atomohel aro akisar alam long pateme dut si dhoromyok patharak nangne. Nang bithang kijok-kangthir pen chirdom thek aphan chirli, 
1TI.4.8	piyok pu tene, agar-ari long chirli yong ta beksosi alab chok do, manta kikrol-kangthir pen kachirdom pame tene, ahuwit apor ta alap chokman; piyok pu tene mehelke minon aro monphel kido aphan bor-eh pang-ak wendo. 
1TI.4.9	Kipu alamthe doset do, aro ahuwit ta kachideng nange alam do. 
1TI.4.10	Piyok pu tene lamehel kachiha pensi hali chipaduk hapdo aro chirbusi tiki do. Piyok pu tene Arnam ahuwit arleng aphan, layok ke, kikrol abang hel aphan Pajok Hemphu pahlongyok, hali labang kihreng Arnam long chihalo. 
1TI.4.11	Nang labang hel alam thannot, aro hikenot. 
1TI.4.12	Nang riso ajiu kaiyokta pangwedet tolek; manta nang lamthe long, lam-lun along, nengdok long, kikrol long, aro kapangthir long, kikrol arleng hel arjan chiplang. 
1TI.4.13	Ne wang hlenghle leng ke, nang lo-kangthir kaporhe, neng kirung, aro kapaklang along anengpi. 
1TI.4.14	Aso kithe-kiding abang ari kibat amun, lalong turkisi kithan pen kajinso bor-eh nangyok nangpilo, bangpo nangthin long panung kulek. 
1TI.4.15	Ahuwit ango nang kihari asal pachiklan nang, lasi lamehel alam anengpi, aro lamehel along chiti klungne tikinot. 
1TI.4.16	Nang bithangyok meso chilang, kapahar amun, aro nang kapaklang alam long meso chilangwen; lamehel asal meso tikine do; piyok pu tene ladi tiki tangsi, nang abithang aro karju helta pajok nge.
1TI.5.1	Akisar arlengyok tam-mek, manta anangyok apo po badi nengrung ponne than, riso arleng helyok korte badi arkel, 
1TI.5.2	arloso akisar pe helyok ili ai pe badi langpon, aro so-arjang helyok ingjir pehel badi chipangthir phlen aneng pen chingduk. 
1TI.5.3	Inghosi anang mat-mat ke himelo, labang hime abang badi aman pipon. 
1TI.5.4	Manta dakne bak hime aso-asu dolang, tene anali angoke abithang ahemyok kamainot nange asal katiki yok, aro ape-apo yok kirap dunyok pachirli nang; piyok pu tene bangpo Arnam ango neng pangsam man. 
1TI.5.5	Manta ingho pe anang mat-matsi hime aro jangrete, bangpe ke Arnam yok chihi si, anuwe-anelo chingduksi aro pingkit chihonjokne pado nang. 
1TI.5.6	Manta ingho hime pe abang kaseletsi dokuk, labangpe hrengsi kido amunsi akithi badi lo. 
1TI.5.7	Anali kachitharak hlonghle yok, lamehel alam than not. 
1TI.5.8	Manta inghone bak ke abithang arleng, yongta abithang ahem-bang aphan chironre, anang kikrol hoi choche yong, aro kikrolkre abangyok ta kangho chot. 
1TI.5.9	Inghosi kep thorok anengkan yok ta abo kikom kalek, aro ihut apihan po apiso kido, 
1TI.5.10	aro ajat-jat akime asal katiki-anang dolo, labangpe aso hel kipathe-kipading, don kachingden, kangthir hel yok akeng-ri kicham, aduk-tap kihlong abangyok kirap, aro ahuwit kime asal katiki, tene labadi arloso hime pune alekhot pado nang. 
1TI.5.11	Manta hime amu helyok alekhot en nenot, piyok pu tene anali Khristo para chirtingsi pihan ar-ih phakman, 
1TI.5.12	aro lasi kikrolcheng amun kikrol tihup apotsi, anali phuthak bisar ado chibatman. 
1TI.5.13	Aro la aporsi anali adon para adon arting-worsi apor padaman; ladet kalek, lam chursiman, aro bang ahem tiki cho-hreksi, kanangne hel chirliman. 
1TI.5.14	Lasi ne kithan alamke lalo, hime amu abang pihan pa-en nang, aso pachibu nang, hemtung asal patiki nang, aro kangho kapatharak hutur hel ayok jat asol pihlong ngek. 
1TI.5.15	Piyok pu tene minonta angkhan ke si-ik aphel chipharlep dunphak ngo, 
1TI.5.16	kachikruk abang khanang himepe yoksi rapdun nange, la-apot kikrol himepe khanang pu tene, anang kachipho ahembang aphan parap dun nang, kachikruk long parpu dung hlongek. 
1TI.5.17	Ingho kithe-kiding abang kilangpon pame, layok ta, inghosi lamthe kapahar aro pachirli pon, analiyok barni ateng aman kipinange kamichang pusi alekhot en pon nange. 
1TI.5.18	Piyok pu tene lo-kangthir long pudo, ‘sok kapasi amun chorong yok khanghara bamek; aro ‘Sal katiki poyok anang adat pahlong nange.’ 
1TI.5.19	Phu-phang helyok pasumseng alamthe do pu tene, bang-hini lale bang-kithom hakhi we-leng ke oneyek. 
1TI.5.20	Kamprek abang ke kapaphere yok, pap katiki helyok rat angot ado katiki helyok paserek. 
1TI.5.21	Arnam, Khristo Jisu, aro karwaltang atharlon hel amahang semsemsi ne nangyok khanangsi than do, lake arju-phlen tangte leng ke bisar ote yek, lamehel abi-pun mainot pon; ibakdet ke isita lang ponek. 
1TI.5.22	Ihut yok ta phot ke ari jar-rek; aro bang hel apap rungdun nek; abithang yok chipangthir phlenne do. 
1TI.5.23	Nang pokpo, apor aporke ki-un eh anat, lang detke junje si, bek bekso athe alang cho-junlen. 
1TI.5.24	Angkhan arleng apap hel pachini dak un, aro anali pap bisar aphan padung hetman; aro angkhan apap anali phelsi chiklangman. 
1TI.5.25	Akime asal hel ta labadisi pachini dak un; aro prek asinhel pachini phlenphle, manta chibutike do un-eh.
1TI.6.1	Arnam amen, aro kapachirli jatsi tharak nangne, lasi jongali kaparphang aturuhel, nali bithang ahemphu yok me-at chimainot si donange pune chironot. 
1TI.6.2	Aro ingho Hemphu yok kikrol ahemphu do, analike korte chiplango apot, analiyok aman pangwe yek, manta layok ta anali turu asal pamechotne patikipi nang; piyok pu tene sal peksi sal pachok abang kikrol do aro ili nengdok ta do.
1TI.6.2	Lamehel katiki nange asal alam hikepon aro chingduk pon. 
1TI.6.3	Inghone bak prek pachirlipon, aro lake ili Hemphu Jisu Khristo long lamthe-kachirli alam, aro kijok-kachirli po chingbarbe ye, 
1TI.6.4	anang aborai mat-matsi doman aro anang jatsi thekthe pensi doman, manta lam chingbarbe aro lam kachingje ahul dolong man, 
1TI.6.5	bang pomar para kachitheng, angchek, kachipatharak, kachingthok, aro jat lam abhu hlonghle, aro khanang po long aneng kangwe anat, ahul pawangchot-chot man, ladi arleng hel kachirdom so aporsi akime kachipaklang ayok chiron man. 
1TI.6.6	Layongta, anang kidoso neng kachingsam do pu tene dhorom kangthir ajiuli hlong lenman; 
1TI.6.7	piyok pu tene ili pirthepe long isi abihini chiwanwe yong, aro holek pirthepe para isi chipon un-eh ye; 
1TI.6.8	manta ili chojun aro pe-rik do tene, latengsi ili neng ingsamsi do nange. 
1TI.6.9	Manta inghosi hem kime kachiplang yok ar-ih, anali ladisi honjat wangman aro aduk chitongman, aro chithan un-ehsi aro kangho kachiron long dopon si arleng paprel ponman. 
1TI.6.10	Piyok pu tene nohok alop ahuwit akangho kiwang si-ik akangri aro anali neng kar-ih anat angkhan arleng kikrol para ingho lo, anali angthin nok kichang nengduk chiwan phak ngo.
1TI.6.11	Manta ei Arnam arleng hel, nang lamehel para chiterek; aro dhorom kangthir chorhi dun, kijok-kachirli, kikrol, nengdok, kachirchi, kachingduk hop, labang hel en dun. 
1TI.6.12	Kikrol kime ensi me-at tikine chirbu pon; or-eh len ajiuli arjak pon; bangpo anatsi nang taramo; aro ako-ong hakhi ango la-akime alamthe hel hoicho. 
1TI.6.13	Ahuwit yok ajiu kipi Arnam amahang semsemsi, aro ingho Pontiyas Pilat po ango me-at hoi kicho, la Khristo Jisu amahang semsemsi ne nang than do, 
1TI.6.14	ili Hemphu Jisu Khristo wang chiklang phak weleng ke, kithan alam adai wedetne aro patharak hlonghle detne enot, 
1TI.6.15	ingho apor chok penpan wang chiklange—anangsi arnamhel Arnam, Rechohel Arecho, ahemphu hel Hemphu, kanghonhe ihut det kithe po, hlong dunkal katha-ang kido po; 
1TI.6.16	ihut arlengta jat anang yok thek hlonghle yong, aro thek hlonghle ye; anangyok amanpi aro jortang pajutje nang. Amen. 
1TI.6.17	Ingho labang pirthepe long hem-kime abang, analiyok bangpo than not, anali nengkartul pado hlongek, aro anali kachiha po long krolkre si, Arnam ili nengrong kachipado ahuwit abihini pangrumsi pido, labang Arnam yok kikrol yok thannot. 
1TI.6.18	Anali kime asal tiki nange, kime asal katiki apuru badi chiplangot; nengwak phlen pidun not, aro kajinso kapahar aneng donot; 
1TI.6.19	ladisi anali bithangyok khanang ajiuli chi-ot thipsi monphel aphan kime abhiti natsi jiuli apuru chihansi not.
1TI.6.20	Ei Timothi po, nangyok potsi asal pek tango, bangpo chiral ponnot; aro dhorom kapatharak alam kangje-wor hel para, aro chimangkai si kachirli agiyan akangho alamthe hel para chiterek ngot; 
1TI.6.21	angkhan arleng ke labang kachimangkai agiyan aborai dosi kikrol aduwar para chiterek hrolo. Nali pen kajinso padodun nang.
2TI.1.1	Jisu Khristo long kido ajiuli seme-kitang badi, Arnam ahisa parasi Khristo Jisu kapachak kangthir-adun Pol po, nengdok aso Timothi po adungyok. 
2TI.1.2	Apa Arnam aro ili Hemphu Khristo Jisu para kajinso, nengdok, aro nengsam nangpen padonang.
2TI.1.3	Ne pingkit jutjelensi nangyok neng kachipurki amun, ne sar-lar hel katiki badi ingthin chipangthir si Arnam yok chirdom man, anang kajinso hel hoi choman. 
2TI.1.4	Aro ne nang mek-kri hel neng chipurki si, nengrong kachipado yok, nangyok ajo-anelo kithek hlong yok aneng doman. 
2TI.1.5	Nali kikrol ne thekngo ango ke nang phupe Luis pe, aro nang ai pe Iunis pe angthin long kido, aro aserengsi ne chironman, nangthin longta do, nang long kido la me-at kikrol alam ne nenglong wangman. 
2TI.1.6	Lasi ne ari kibat parasi Arnam kajinso abor-eh nang long do, bangpo pachitha-ang pon yok ne nangyok neng purki phak do. 
2TI.1.7	Piyok pu tene Arnam ili yok kaphere ajiuli ke pipesi, ajakong, nengdok, aro neng-kachipangdom ajiuli pilo. 
2TI.1.8	La apot, ili Hemphu kipi hakhi alam, aro anang phan akrol kachibeng hlong, ne lamthe long nang tharak nangne; manta Arnam ajakong ateng, kime-alamthe aphan ne pen duk-tap hel chihinot; 
2TI.1.9	anangsi iliyok pajokngo, aro kangthir kataram along arwalo; ili sal katiki badi kalek, manta anang bithang kar-ih aro kajinsosi bangpo tiki lo; labang kajinso kicheng ango para Khristo Jisu long iliyok kipi, 
2TI.1.10	manta minon ili Ral Hemphu Khristo Jisu kiwang parasi chiklango; anang kithi pangwesi, kime-alamthe parasi ajiuli wano aro or-eh len yok katha-ang wano; 
2TI.1.11	labang kime-alamthe aphan ne kaharipo, kangthir-adun aro paklangpo ne pachak ngo, 
2TI.1.12	lasi ne lamehel katiki aduk chohlong do; layong ta ne tharakre yong; piyok pu tene ne inghoyok krolo, anangyok ne chinido; aro anang arideng ne chipek detno, bangpo anang la arni aphan neral pon, bangpo krol pendo. 
2TI.1.13	Ne para potsi arju hlongo, bangpo kijok alam kachirli arjan pune Khristo Jisu alam kikrol aro nengdok long chi-en thip. 
2TI.1.14	Potsi akime bor-eh nanglong nangbat do, bangpo ili long kido Juli-Kangthir pen chiralpon. 
2TI.1.15	Phagelas po aro Harmogenis po mehel Asia alongri kido ahuwit ne para tikangsi damo, labang nang than undo. 
2TI.1.16	Onesiphoras po ahem bangyok Hemphu kajinso pado nang; piyok pu tene anang aphongten ne neng-arong kapado, aro nepen akrol long hirkuli kibam tharakre yongo. 
2TI.1.17	La-aholan Rom arongpe long kido amun, anang meso chilang-worsi neyok kapahlong; 
2TI.1.18	anang ke la-arni Hemphu para kajinso pahlongo, Hemphu ladi kajinso papi len nang; aro Ephisiya along ta anang la-an al ne-eno, bangpo nangta me-atsi than undo.
2TI.2.1	Nang ke, ei ne so po, Khristo Jisu long kido kajinso long nang chipangtang ngot; 
2TI.2.2	aro ako-ong hakhihel ango ne para potsi arju hlongo, labang ahuwit alam, bang ayok ta kahikethek arlengyok pekngot. 
2TI.2.3	Khristo Jisu long ihut akime sunturipo badi, nang nepen aduk chihinot. 
2TI.2.4	Sonturi asal long kido amun, abithang aphan kijor-kihrep asal patiki tol te; manta inghosi sonturi asalyok en pono, anangyok neng kapangsam yok chiron hlongman, 
2TI.2.5	aro kachilem long kihalyok inghone bak chiron do tene, layong ta anang abi-pun ateng mesone chirlile tene, kihal phurkup chi-ik hlonghle. 
2TI.2.6	Ingho khiti long chipaduk, anangsi ango ke athepo chohlong nange. 
2TI.2.7	Ne potsi pudo, bangpo mesone chiron; piyok pu tene Hemphu ahuwit alam nangyok abudi piye. 
2TI.2.8	Ne kime-alamthe poke, Jisu Khristo kithi asitem para burphak ngo—Dabhit po agijing kido neng chipurki, 
2TI.2.9	labang kime-alamthe badike, ne ihut akangho arleng badi akrol long hirkuli bamsi duk chodo. Yongta Arnam alamthe yok ke bam un-eh yong. 
2TI.2.10	Lasi ne karwal abang hel aphan, lake lahelta Khristo Jisu long kido kijoktang, aro bangpo pen or-eh len jortang pahlong man, la-anat ne ahuwit chihi do, 
2TI.2.11	labang kipu alamthe krol nange : Ili anang pen thilo, tene anang pensi jiuli ta abhak hlong dune; 
2TI.2.12	ili chihi, tene anang pensi pangdom ta une; ili anang yok hoi-choche, tene anangta ili yok hoi-choche ye; 
2TI.2.13	ili kikrol mo yongta, anang ke iliyok kikrol loi-loisi doman; piyok pu tene anang abithang yok hoi choche ke do un-eh.
2TI.2.14	Nang labang ahuwit alam neng pachipurki tolnot, aro lam chingje phakphe ayok, Hemphu amahang semsemsi analiyok than nok, lamehel jatsi kime chokche, karju abangsi aneng dohoman. 
2TI.2.15	Nang bithang yok honjat kachihi arleng, tharakresi katikipo, aro khanang alamthe kapharli pame arleng chiplangsi, Arnam ango karjak yok me-at tikinot. 
2TI.2.16	Manta dhorom kapatharak badi kipu mang-mang para chiterekne do; piyok pu tene lake ladi kithan akime kihlong hel kimeng pangho ong-onge, 
2TI.2.17	aro anali kithanhel amek kimenpon badi thupone, anali sitem Hemenayus aro Philetaspo ladi kachirli, 
2TI.2.18	anali khanang aduwar para tikangsi kiburphak ke choktango pusi anali kikrol pangho lo. Anali angkhan arleng yok kikrol pachihok saldo. 
2TI.2.19	Manta Arnam kapangning abhitipo iningthipsi do, labangpo alamthe asap bisi than do, “Hemphu ke anang abithang arlengyok chini man;” aro “Inghosi Hemphu amen en, anang kangho pap para pachiterek nang.” 
2TI.2.20	Hem akithe long, ser-rupa adorop det ke dode, thengpe aro inghan adorop ta doman; labang hel angkhan ke pormo apor en man, aro angkhan ke enlong hlongman. 
2TI.2.21	Inghosi mehel para abithang chipangthir si do un, tene anang akime apor aman do, chipangthir phlensi, Hemphu asal aphan kamichang, aro ahuwit kime asal aphan chihonjoknge. 
2TI.2.22	Manta nang riso aneng kar-ih hel tikangot; aro dhorom kangthir, kikrol, nengdok, aro neng chipangthir ne Hemphu long kapingkit abangpen isap kido, mehel ahuwit endunot. 
2TI.2.23	Sotonga aro kamango hap alam anat kachirbu hel ke angchek pawangman, bangpo theksi, labang hel along neng piyek. 
2TI.2.24	Aro Hemphu murkiya ke chingchek nangne manta ahuwit yok kachingduk, kapaklang pame thek, aro bang paduk yongta chihi, 
2TI.2.25	kachingchek abangyok chingduk hopne pame pon. Anali neng chipharlepsi aro khanangpo thek-resi Arnam bor-eh piye, 
2TI.2.26	aro analiyok si-ik aneng pen ahisa katiki aphel, anali pasulkang-nuk kidodun para ahari wange.
2TI.3.1	Ki-or arni kaphere-meme apor wanghleng nge, bangpo abhu hlongot. 
2TI.3.2	Piyok pu tene labang owe arleng hel abithang yok kachironchot, nohok alop, kachiborai, angthin karthat, bangyok kapatharak, anang ai pe pen apa poyok kimengme, kirap poyok kimengme, akisim, 
2TI.3.3	al ki-en eh-det, jinso wedet, ado ki-ot, abang chipangdomde, chipu rao-rao, kangthir poyok kisim, 
2TI.3.4	rung-tihut, abithang anengsi kido pon, Arnam anengdok aholan abang kaselet, 
2TI.3.5	anglang chirdom paklang pon, manta Arnam ajakong hoi chochesi doye, mehel arleng para nang chiterek. 
2TI.3.6	Piyok pu tene anali sitem angkhan arleng chobelsi bang ahem lutsi, pap chibhar kringsi ajat-jat kar-ih kengkam chijorman, 
2TI.3.7	ingho arniten kachirli jong, manta khanang alam agiyan hlonghle det anat, kamango arloso helyok padoksi kibeng thot arlengpe badi en ponman. 
2TI.3.8	Jibadi Janis po pen Jambris po hel Mosi po yok lang setset no, ladisi aneng kangho aro kikrol aporman wephosi anali khanangpo yokta tengo. 
2TI.3.9	Manta anali la-an kaholo aro ango dam un-eh ye; piyok pu tene Janis po pen Jambris po labang-hini arleng badi, analita abangten kamango ahuwit ango chiklange.
2TI.3.10	Minon ke nang ne kahike hel thek hlongo, karkel-kapasi, neneng katingki hel, ne kikrol, ne kachipaneng ding, ne nengdok, ne kimeng thip, 
2TI.3.11	lalong honjat kitong, ne kiduk hap, Antiyok, Akoniyum, aro Lastra long neyok pot badi duk-kicho kachihi nang thekngo; yongta la ahuwit para Hemphu neyok pajoksi wano. 
2TI.3.12	Piyok pu tene, Khristo Jisu long kikrol-chirlisi kido-kithak pon aneng pen katiki ahuwit ta honjat tonge. 
2TI.3.13	Manta sotonga aro kachobe arleng hel aneng pharlep ponsi aro abithang ta chichobesi, kangho para inghochot si dame. 
2TI.3.14	Manta nalike, potsi chirlilo aro pot badi aporman hlongsi krol lo, ingho parasi chirlilo banghel krolthipne donot, 
2TI.3.15	aro lo-kangthir long Khristo Jisu yok oso adak para kikrol parasi kijok agiyan thek-resi dolo. 
2TI.3.16	Ahuwit lo-kangthir Arnam ajiuli neng-kirung alamthe loi-loi, aro kachirli aphan, kapaserek aphan, aro dhorom kangthir kachirli aphan akime. 
2TI.3.17	Lasi Arnam arleng ahuwit chokpleng, ahuwit akime asal katiki aphan chihonjok ngot.
2TI.4.1	Arnam ango aro kihreng pen kithi arlengyok bisar ka-oteye Arnam ango aro Khristo Jisu amahang semsem si, anang akihreng aro akithi, aro kachiklange aro anang longri hoichosi ne nali thando: 
