MAT.1.1	Abraham é awut ashín, Dawiq é yhangzo yhangshu,
TIT.2.13	nga-nhúng lé mhoqshit byi râ matú, Garai Gasâng jeju chyunghuq gi, htoq shit bê nghut mù luî, byù lhunglhâng bang lé hkyi yù hkyô hpóng byi bê nghut ri. 
TIT.2.14	Haû Yesuq Hkrisduq gi, agè ashop é hkyô banshoq mai nga-nhúng lé hkyi yù mù, ge é muzó hkangmó lé châng kut nau é, Yhânggùng yhang sing é byuhú rahú dut râ matú wó lhoq sân-yúng yû shoq ga, nga-nhûng é matú Yhânggùng lé ap byî pyám bê nghut ri.
TIT.2.15	Nang lé ó yuq èq le, a wú shôm pyám kó sháng gaq; nàng gi, ahko ahkáng banshoq eq, yhangmoq lé shí hkyô pé mhoqshit nyî aq; myit wum byî é eq, tân mhoqshit é hkyô lé le kut nyî aq.
TIT.3.1	Nàng gi, lumjíng bang lé, zau wuî eq ahko ahkáng wó bâng é a-ô má nyì mù, jìno gyô nyì râ eq, hkâ-nhám le ge é muzó hkangmó zui saí râ lé hen nyì uchyang, 
TIT.3.2	ó yuq lé le lù a mù râ; nguingón hkyô hô râ; myit tê byî é hkyô tûn shit râ eq; byù banshoq lé nûm é i-myit tûn shit nyî kó sháng gaq, lhoq pun lhoq kyîng nyì aq.
TIT.3.3	Hkâsu mù gâ le, nga-nhúng le, hí hpyang gi, byù ngok pé, jìno a gyô é bang, mhaú zo huî é bang eq, gungsho ô nau é hkyô eq mingkan ngón hkyô ajung jûng èq jùn kut é hui bang, dut mù luî, agè ashop é eq manon lhûm é hkyô kut nyî mù, rayuq eq rayuq a jú lhûm é dông nyi laî lò bê nghut lhê. 
TIT.3.4	Nghut kôlhang, nga-nhûng é hkyi yù Sû Garai Gasâng jeju eq chyitdap myit htoq shit é hkûn, 
TIT.3.5	nga-nhúng yhang kut é dingmán é muzó èq a nghut é za, Yhâng é shogyo nhikmyîn é jeju yanmai sheq, Garai Gasang gi, nga-nhúng lé hkyi yù bê nghut ri. 
TIT.3.6	Yhang gi, nga-nhûng é hkyi yù Sû Yesuq Hkrisduq é yanmai, nga-nhûng é ahtoq má agùn agó hut hkyó byî é Chyoiyúng Woi-nyí èq nga-nhúng lé chî san chî sêng pyám byi mù, woi-nyí má dum hku é hui nhâng luî, myit sik htaí byî é hkyô dông nga-nhúng lé hkyi yù bê nghut ri. 
TIT.3.7	Haû mù luî, Yhâng é jeju mai mara hkyut san byî é hui bê nghut é yanmai, ahtum abyuq é asak lé myit myoqbyu nyi é eq rajung za, nga-nhúng gi, silí wunlí wó hkam yu é bang dut lò râ nghut lhê. 
TIT.3.8	Dang shí pé gi, lumgíng é dang nghut lhê mù luî, Garai Gasang lé lumjíng é bang gi, ge é muzó lé myit lòm luî rago zui saî nyì kó sháng gaq, haú hkyô pé lé nàng wum zuq tung mhoqshit byi râ lé, ngò ô nau nyi lhê. Shí pé gi, byù lhunglhâng bâng é matú ge é eq, akyû bo é hkyô nghut lhê.
TIT.3.9	Nghut kôlhang, ana apâ ga luî taî htîng lhûm é hkyô lé le; byùxik labaû gôn é hkyô lé le; nyo byoq lhûm é hkyô lé le; jep é tarâ eq séng mù byoq lhûm é hkyô pé lé le koi pyâm nyì aq, hkâsu mù gâ le, haú pé gi, akyû a bo é hkyô eq chûng a ge é hkyô pé nghut ri. 
TIT.3.10	Gam hkuî é myit bò sû lé gi, í dâm mhoqshit wú mù, a wó jáng, yhang lé baú tô pyám aq. 
TIT.3.11	Haû su kut sû gi, yhang kut é muzó má mara wó to bê nghut mù, yhumsing gùng lé yhumsîng mara hun é sû nghut é lé, nàng sê to lo aq.
TIT.3.12	Ngò gi, Nikopoli wà má gyoqmyò lhoq lhai râ dông myit hpyit tô é yanmai, Artima lé, a nghut jáng Tuhkiku lé, náng chyáng nhang kat byi râ, jé eq yhang, nàng gi, shikut luî, haû wà shut ngá chyáng lé lô aq. 
TIT.3.13	Nàng gi, tarâ sê é sû Zena eq Apolo nhik lé, yhangnhik é hkyowuì má râ é hkyô banshoq, shikut luî garúm kat aq. 
TIT.3.14	Nga-nhûng é byu pé gi, nyí wuî râ é hkyô lé wó htuq é eq ashi zuî é bang dut kó sháng gaq, ge é muzó lé myit lòm mù zui saî nyì râ hkyô lé mhoq yû râ lhê.
TIT.3.15	Ngò eq rahá nyi é bang yuq hkangmó gi, nang lé shi-kyâm kat akô. Lumjíng hkyô má ngamoq lé chyitdap é bang lé, bo shi-kyám byi aq.
TIT.3.15	Garaî é jeju gi, nungmoq eq rahá joq nyì sháng gaq ô!
PHM.1.1	Hpilemon ê, Hkrisduq Yesuq é yanmai htóng lúng nyî sû, ngò Poluq eq nga-nhûng é gumang Timohti nhik gi, ngá-nhik chyitdap é mû wùn luzúm nghut é sû nang lé le, 
PHM.1.2	ngá-nhik é gu-nhá Ahpiaq lé le, ngá-nhik é sarhé luzúm Arhkipo lé le, náng é yhûm má huî lhum lhum kut é noqkuq hpúng lé le, dang kyô kat lhê.
PHM.1.3	Nga-nhûng é Îwa Garai Gasang eq Yhumsîng Yesuq Hkrisduq chyáng mâ é, jeju eq nguingón hkyô gi, nungmoq chyáng ru joq nyî sháng gaq ô!
PHM.1.4+PHM.1.5	Ngò gi, Yhumsîng Yesuq lé nàng lumjíng é hkyô lé le, sân-yúng bang banshoq lé nàng chyitdap é hkyô lé le, wó gyô é yanmai, ngò kyûdûng é hkûn, nang lé myit bûn nyì luî, hkâ-nhám le ngá é Garai Gasang lé jeju hkya-ôn nyi lhê. 
PHM.1.6	Ngò gi, Hkrisduq é matú nga-nhûng chyáng bo tô é ge é mû lhumjup lé sê gyô é hkyô lé, nàng wó yù sháng gaq nghû, náng é lumjíng hkyô lé, nàng saksé hkâm é má akyû htoq râ matú, kyûdung byî nyi lhê. 
PHM.1.7	Náng é chyitdap myit gi, ngo lé gyai gabú nhang é eq wum-o wó yû nhang ri; hkâsu mù gâ le, gumang hpó ê, náng é yanmai, sân-yúng bâng é i-myit má nguingón yuqyo é hkyô wó yû bekô nghut ri.
PHM.1.8	Haû su mù, nàng kut gíng é muzó hkyô, ngò, nang lé pying kat lhê. Hkrisduq má, ngò gi, a gyuq a kyum é za nang lé haû wó kut nhang lhê nghut kôlhang, chyitdap myit dông za nang lé pying kat lhê. 
PHM.1.9	Ngò, Poluq gi, mang bê htoq agó, ahkuî Hkrisduq Yesuq é yanmai htóng lúng sû le nghut luî, 
PHM.1.10	ngò kyum hut huî nyi é u lé ngá zo dut lo é Onesimu é matú nang lé ngò dûng tôngbán kat lhê. 
PHM.1.11	Yhang gi, hí hpyang náng é matú akyû a bo é nghut kôlhang, ahkuî gi, náng é matú le, ngá é matú le, akyû bò bê nghut ri.
PHM.1.12	Ngò nhik htûng é Onesimu lé náng chyáng dum taû nhang kat lhê. 
PHM.1.13	Haû gabú danglu é yanmai, ngò htóng lúng nyi é má náng é malaî ngo lé garúm râ matú, yhang lé ngò shuî nyi to naû kôlhang, 
PHM.1.14	ngò gi, nàng myit a huî le haî le a kâm kut. Hau é yanmai, ngò, nang lé kut nhang é dông a nghut e za, nàng ô nau é dông kut é san za nghut sháng gaq. 
PHM.1.15	Hkâsu mù gâ le, náng chyáng mai yhang rayoq rabun zo gâng nyi é gi, yhang dum taû lò mù hkâ-nhám le nàng eq rahá dum wó nyi nyì râ matú nghut lhê abe. 
PHM.1.16	Yhang gi, htâng hpyang, jùn rayuq dông a nghut e za, jùn htoq má je ge é chyitdap gumang hpó dut râ nghut bê; ngá matú, yhang gi, ngò chyitdap dik é sû nghut lhê; náng matú kúm gi, byù rayuq dông le, Yhumsîng Yesuq má gumang hpó rayuq dông le, je riyhang chyitdap râ sû dut bê nghut ri.
PHM.1.17	Haû mù luî, nàng, ngo lé luzúm rayuq sû ngam é nghut le gi, ngo lé hap yu é su, Onesimu lé le lom hap yù aq. 
PHM.1.18	Yhang, nang lé rajung jung shut pyâm é nghut le le, chyîn dap tô é nghut le le, haû gi, ngá chyáng dap é chyîn nghû sôn yù aq. 
PHM.1.19	Ngò, Poluq gi, chyîn haû xap râ nghû luî, ngá loq èq yhang kâ kat kôlhang, nàng yhang lháng, ngo lé asak chyîn xap râ sû nghut é lé bûn ngham aq. 
PHM.1.20	Nghut bê, gumang hpó ê, nang é yanmai, haû Yhumsîng má ngò gabú é hkyô wó yu nyì sháng gaq, Hkrisduq má ngá é i-myit lé lhoq ngui lhoq ngón byî é dông, shî, ngò pying kat é dang lé gyo byi laq. 
PHM.1.21	Nàng gi, ngò taî kat é htoq má je lhom kut râ nghut é lé, hkyak za sé luî, ngò kâ kat é nghut lhê.
PHM.1.22	Hau htoq agó, ngá é matú nyì râ gok lajang láng aq. Hkâsu mù gâ le, nungmoq kyûdung byî é yanmai, ngò gi, nungmoq chyáng dum wó jé râ lé myit myoqbyu nyi lhê.
PHM.1.23	Hkrisduq Yesuq é yanmai, ngá é htóng lúng luzúm nghut é sû Epahpra gi, nang lé shi-kyâm kat ri. 
PHM.1.24	Ngá é htuq luq htuq bang nghut é Markuq, Aristakuq, Demaq, Lukaq pé le, nàng lé shi-kyâm kat akô.
PHM.1.25	Yhumsîng Yesuq Hkrisduq é jeju gi, nungmoq é woi-nyí eq rahá za ru joq nyî sháng gaq ô!
HEB.1.1	Laî ló bê ipyat pé má, Garai Gasang gi, nga-nhûng é îchyí îwâ pé lé myiqhtoî pé dông alhîng lhîng eq adông dông mai dáng nyo wú bê nghut lhê. 
HEB.1.2	Nghut kôlhang, ló htâng é buinyì shí pé má, Yhang gi, Yhâng Zo dông mai nga-nhúng lé dang nyô bê nghut ri; Yhang gi, lhunglháng lé sîng sû dut râ matú haû Zo lé masat to mù, Zo dông mai, nyì mi-nyì, joq mijoq lé hpan to bê nghut ri. 
HEB.1.3	Haû Zo gi, Garai Gasâng é hpungwup shingkang duqbó é hkyô eq Yhâng é gunghkyâng isâm roq nghut nyi mù, lhunglháng lé Yhâng é a-tsam byíng é dâng èq zuî zing tô ri. Yhang gi, yubak mara lé lhoq sân-yúng é hkyô lé ban kut é htâng, mauhkûng htoq má Hkikhkam dik Sû Garai Gasâng é loqyo hkyam má zung to bê nghut ri. 
HEB.1.4	Haû mù luî, Yhang gi, maumang lagyô pê é myìng htoq gyaú é myìng lé wó sing yù bê nghut é eq rajung za, yhangmoq htoq je riyhang gyaú sû dut bê nghut ri.
HEB.1.5	Hkâsu mù gâ le, Garai Gasang gi,
HEB.1.5	"Nàng gi, Ngá Zo nghut ri. Hkû-nyí, Ngò gi, Náng Wa dut bê nghut lhê."
HEB.1.5	ga le, dum,
HEB.1.5	"Ngò gi, Yhâng Wa dut râ nghut mù, Yhang gi, Ngá Zo dut râ nghut lhê."
HEB.1.5	ga le, maumang lagyo hká yuq lé hkâ-nhám wá taî wú é nghut lhê lhú? 
HEB.1.6	Dum, Garai Gasang gi, Yhâng é zomún lé mingkan shut nhang hâng kat é hkûn,
HEB.1.6	"Ngá é maumang lagyô pé banshoq gi, Yhang lé noqkuq kó sháng gaq."
HEB.1.6	ga taî ri. 
HEB.1.7	Maumâng pé eq séng luî Garai Gasang taî é má,
HEB.1.7	"Yhang gi, Yhâng é maumang lagyô pé lé laì su dut nhâng mù, Yhâng é dui-nhâng zoshâng wuì lé, myishâm pé su dut nhang é nghut ri."
HEB.1.7	gâ ri. 
HEB.1.8	Nghut kôlhang, haû Zo eq séng luî, Yhang gi,
HEB.1.8	"Garai Gasang ê, Náng é hkohkâm-tanghkuq gi, pyat dedu ahtum abyuq gîng nyì mù,
HEB.1.8	Náng é dingmán hkyô gi, Náng é mingdán lé uphkang é hkyô dut râ nghut lhê.
HEB.1.9	Nàng gi, dingmán hkyô lé chyitdap bê nghut mù, agè ashop é hkyô lé a ngui byuq lô é nghut lhê.
HEB.1.9	Haû mù luî, Garai Gasang, náng é Garai Gasang gi, Nang lé, gabú nhang é xû but byî é dông, Náng é luzúm wui htoq je lhoq gyaú to bê nghut ri."
HEB.1.9	ga taî ri. 
HEB.1.10	Hau htoq agó, Yhang gi,
HEB.1.10	"Yhumsîng ê, Nàng gi, a-nham sâng-hi má myidàm é apûn awang lé hi tô é nghut mù,
HEB.1.10	mauhkûng pé gi, Náng é loqmú chyat nghut ri.
HEB.1.11	Haú pé gi, htên byoq byuq râ nghut lhê; nghut kôlhang, nàng gi, ru gîng nyì râ nghut lhê; haú pé banshoq gi, mebu su xau byuq râ nghut lhê.
HEB.1.12	Nàng gi, haú pé lé, bumó lé su dîng yup râ nghut lhê; Nàng gi, haú pé lé, mebu su htaî pyám râ nghut lhê.
HEB.1.12	Nghut kôlhang, Nàng gi, rajung za ru gîng nyì râ nghut mù, Náng é zanwut pé gi, hkâ-nhám le htûm râ a nghut."
HEB.1.12	ga le taî ri. 
HEB.1.13	Garai Gasang gi,
HEB.1.13	"Ngò, náng é gye pé lé, náng é hkyî nang tanghkuq kut pyám byî é hkyíng jé shoq,
HEB.1.13	Ngá é loqyo hkyam shut zung nyì shi aq."
HEB.1.13	ga maumang lagyo hká yuq lé hkâ-nhám wá taî wú é lhú? 
HEB.1.14	Maumâng pé banshoq gi, hkyi yù hkyô lé hkam yù râ nghut é bang lé dojaú râ matú, nhang kat huî é mû wùn woi-nyí pé chyat za nghut akô, a nghut kó lhú?
HEB.2.1	Haû mù luî, nga-nhúng gi, châng nghoq ló byuq é a hui zo sháng gaq, haû nga-nhúng wó gyô yu to bê hkyô lé je riyhang rago châng nyì râ dut lhê. 
HEB.2.2	Hkâsu mù gâ le, maumang lagyô pê èq taí bê mungdang gi, gîng nyì mù, shut shaî lu laî é hkyô eq jìno a gyô é hkyô hkangmó kut é sû gi, yhumsîng eq gíng é mara dam byî é hui zo kô é nghut le gi, 
HEB.2.3	nga-nhúng gi, haû-í yhang gyaú é hkyi yù hkyô lé haî su a ngàm kut é nghut jáng, nga-nhúng hkâsu wó hpang lut râ lhú? Hkyi yù hkyô haû gi, haû Yhumsing èq hí taî pyo htoq é nghut mù, Yhâng chyáng mai wó gyô yu é bang gi, haú hkyô têng é lé, ngamoq chyáng saksé shit bekô nghut ri. 
HEB.2.4	Garai Gasang le, kumlhá pé, mauhpo muzó pé, laklaí kumlhá myo myo eq, Yhang ô nau é eq rajung za Chyoiyúng Woi-nyí chyunghuq pé lé gàm byî é dông mai, haú hkyô lé saksé shit bê nghut ri.
HEB.2.5	Garai Gasang gi, maumang lagyô pé lé, ngamoq taî nyi é jé lô râ mingkan lé, uphkâng nhâng râ a nghut. 
HEB.2.6	Rayuq yuq mai, rawò má saksé hkâm tô é gi,
HEB.2.6	"Byù gi, haî wá nghut mù, Nàng, yhang lé bûn nyi lhê lhú?
HEB.2.6	Byu Yhangzo gi, haî wá nghut mù, Nàng, yhang lé wú gôn nyi lhê lhú?
HEB.2.7	Nàng gi, yhang lé, maumang lagyô pê htoq ratsuí lhoq nyhum to bê nghut ri.
HEB.2.7	Nàng gi, yhang lé, hpungwup shingkang eq aróng bò nhâng mù,
HEB.2.8	jung hkangmó lé, yhâng é hkyiwa ô má tô to bê nghut ri."
HEB.2.8	gâ ri. Jung hkangmó lé yhâng é a-ô má tô to bê gâ é gi, Garai Gasang, haî lháng a myhit to loshoq yhang uphkâng é a-ô má tô to bê nghut é lé gâ lhê. Nghut kôlhang, yhang é a-ô má tô tô é jung hkangmó lé, ahkuî, nga-nhúng a myàng shî é za nghut lhê. 
HEB.2.9	Nghut kôlhang, nga-nhúng gi, maumang lagyô pê htoq ratsuí zo lhoq nyhûm huî é sû Yesuq lé myang é nghut lhê. Yhang gi, Garai Gasâng jeju mai, yuq hkangmó é matú shî hkám byî é hui zo sháng gaq ga, shî-nò jamjau hkyô lé hkâm zo bê nghut é yanmai, ahkuî, Yhang lé hpungwup shingkang eq aróng bò nhâng bê nghut ri.
HEB.2.10	Zo wuî myo myo lé hpungwup shingkang wó hkam yù nhâng sháng gaq ga, jung hkangmó lé Yhang é matú chyat eq Yhang dông mai chyat joq nyì nhang é Garai Gasang gi, wuîhke jamjau hui nhang é dông, yhangmoq é hkyi yù Sû lé lhoq gumjup byi râ matú htuk âng nyi ri. 
HEB.2.11	Haû byu pé lé chyoiyúng nhang é Sû eq lhoq chyoiyúng huî é bang gi, ikun ralhum za mâ é bang chyat nghut lhê. Haû mù, Yesuq gi, yhangmoq lé, gumang wuì nghû râ lé a hoq é nghut lhê.
HEB.2.12	"Ngò gi, Náng myîng lé, Ngá gumang wui chyáng taî pyô râ nghut lhê;
HEB.2.12	Ngò gi, shiwa hpông é myoq hí má, Nang lé hkya-on mahkôn hkôn râ nghut lhê."
HEB.2.12	ga, Yhang taî ri. 
HEB.2.13	Yhang gi,
HEB.2.13	"Ngò gi, Yhang lé lumhkau nyì râ nghut lhê."
HEB.2.13	ga le dum taî ri. Hau htoq agó,
HEB.2.13	"Ngò gi, Garai Gasang ngo lé byî é zoshâng wuì eq shî má nyì nyi lhê."
HEB.2.13	ga, Yhang dum taî ri.
HEB.2.14	Haû zoshâng wuì gi, sui sho eq nghut é yanmai, Yhang le, yhangmoq é xângzo gùng bo hkam yù bê nghut ri. Hau é yanmai, Yhang gi, Yhâng é shî-nò hkyô dông mai, shî-nò hkyô é a-tsam lé zuî zìng é sû nghut é nat Tsadán lé wó lhoq htên pyám râ eq, 
HEB.2.15	yhangmoq é shî-nò hkyô lé gyuq é èq, yhangmoq é asak gón lé jùn dông zuî zing to huî é bang lé, wó lhoq lhut râ nghut lhê. 
HEB.2.16	Gè gè yhang, Yhang gi, maumang lagyô pé lé garúm é a nghut é za, Abraham é awut ashín pé lé garúm é sheq ru nghut lhê. 
HEB.2.17	Haû nghut é yanmai, Yhang gi, Garai Gasang lé dojaú é má shogyo nhikmyîn é eq lhumzuî é hkyangjong mó wó dut râ eq, byu pê é yubak marâ é matú shîhtaí gunglik hkungga wó kut râ matú, hkyô hkangmó má Yhâng é gumang wuì eq dù shoq kut é hui râ dut é nghut lhê. 
HEB.2.18	Yhang gi, gunglaú huî é hkûn, Yhânggùng yhang jamjau hui zo bê nghut é yanmai, gunglaú huî nyi é bang lé wó garúm yu é nghut lhê.
HEB.3.1	Haû mù luî, mauhkûng mai wut yù huî é, chyoiyúng é gumang wuì ê, lagyo eq hkyangjong mó nghû nga-nhúng yín yu é Yesuq é hkyô lé rago myit wú keq. 
HEB.3.2	Mosheq, Garai Gasâng é yhûm gón má lhumzuî é su, Yesuq le, Yhang lé masat yù sû Garai Gasâng chyáng lhumzui sû dut bê nghut ri.
HEB.3.3	Yhûm kut sû gi, yhûm htoq je gyaú é aróng lé wó é su, Mosheq htoq, Yesuq gi, je gyaú é aróng lé wó gíng é lé myàng ri. 
HEB.3.4	Hkâsu mù gâ le, yhûm hkangmó gi, rayuq yuq èq saî é chyat nghut ri. Nghut kôlhang, Garai Gasang gi, jung hkangmó lé saî é sû nghut lhê. 
HEB.3.5	Mosheq gi, Garai Gasâng é yhûm gón má dui-nhâng zoshâng rayuq dông lhumzui mù, Garai Gasang taí râ nghut é lé saksé hkám bê nghut ri. 
HEB.3.6	Nghut kôlhang, Hkrisduq gi, lhumzuî é zo rayuq dông Garai Gasâng é yhûm lé up ri. Nga-nhúng kúm gi, nga-nhúng lé wám é myit bò nhang é hkyô eq nga-nhúng gumrong nyi é myoqbyù hkyô lé myhik zing nyi é nghut jáng, Yhâng é yhûm nghut nyî bê.
HEB.3.7	Haû mù luî, haû Chyoiyúng Woi-nyí taî é eq rajung za,
HEB.3.7	"Hkû-nyí, nungmoq gi, Yhâng é danghtê lé wó gyo kô é nghut jáng, 
HEB.3.8	yoso má Yhang lé chyâm kô é u lé,
HEB.3.8	gumlau toq é hkûn nungmoq é îchyí îwâ pé kut kô é su, nungmoq é i-myit lé hkâlhoq htan to kó.
HEB.3.9	Nungmoq é îchyí îwâ pé gi, myi xê zàn yhang Ngò kut é muzó lé myàng kôle, yoso haú má Ngo lé chyam lik bekô nghut ri.
HEB.3.10	Haû nghut é yanmai, Ngò gi, ipyat haû lé nhikjum yo mù,
HEB.3.10	'Yhangmoq é myit nhiklhum gi, hkâ-nhám le hkyô nghoq byuq akô;
HEB.3.10	yhangmoq gi, ngá é hkyô pé lé a sé kômù nghut ri.' nghû taî é nghut lhê.
HEB.3.11	Haû mù, 'Ngá é bánno jowò má yhangmoq hkâ-nhám le wó wâng kó râ a nghut.' nghû, Ngò, nhikjum yô é eq dakâm dang taí bê nghut lhê."
HEB.3.11	gâ ri.
HEB.3.12	Gumang wuì ê, nungmoq mâ é ó yuq le, haû rû dui nyi é Garai Gasâng chyáng mai, lhing taû ló byuq sê é, yubak mara byíng é, a lumjíng é i-myit a bò sháng gaq, sidiq nyì keq. 
HEB.3.13	Nungmoq gi, ó yuq le, yubak marâ é mhaú zô é hkyo èq i-myit lhoq htan pyâm é a hui kó sháng gaq, "hkû-nyí" nghû ru wó taî nyì nyì gi, nyí wuî, rayuq eq rayuq myit wum byî lhûm nyì keq. 
HEB.3.14	Nga-nhúng gi, sâng-hi mai wó to bê myit lùm hkyô lé, ló htáng shoq zuî gîng nyi é nghut jáng, Hkrisduq eq chôm zùm yap nyi é bang dut bê nghut ri. 
HEB.3.15	Haû gi,
HEB.3.15	"Hkû-nyí, nungmoq, Yhâng é danghtê lé wó gyô é nghut jáng, gumlau toq é hkûn, nungmoq é îchyí îwâ pé kut kô é su, nungmoq é i-myit lé hkâlhoq htan to kó."
HEB.3.15	ga taî é eq rajung za nghut ri.
HEB.3.16	Wó gyô yù mù, gumlau toq é bang gi, ô pé nghut akô lhú? Haú bang banshoq gi, Egutuq ming mai Mosheq èq shuî htoq lo é bang nghut bum lhê, a nghut kó lhú? 
HEB.3.17	Myi xê zàn yhang Garai Gasang lé nhikjum yó nhang é bang gi, ô pé nghut akô lhú? Haú bang gi, mara kut shut mù, yoso má shi leq byuq é bang nghut bum lhê, a nghut kó lhú? 
HEB.3.18	Jìno a gyô bùm kô é nghut jáng, Yhâng é bánno jowò má yhangmoq hkâ-nhám le wó wâng kó râ a nghut ga, Garai Gasâng èq dakam é bang gi, ô pé nghut akô lhú? 
HEB.3.19	Haû mù, yhangmoq a lumjíng kô é yanmai, a wó wâng kô é lé, nga-nhúng myang é nghut lhê.
HEB.4.1	Haû nghut mù luî, Garai Gasâng é bánno jowò má wàng râ danggidiq ru gîng nyì ashî nghut é yanmai, nungmoq mâ é ó yuq le, haú má a hkyit hkap é a dut râ matú, nga-nhúng sidiq nyì sháng. 
HEB.4.2	Hkâsu mù gâ le, yhangmoq lé gabú danglù haû hko kyo bê su, ngamoq lé le hko kyo bê nghut lhê; nghut kôlhang, yhangmoq wó gyô é mungdang gi, yhangmoq é matú akyû a bò, haî mù gâ le, haû wó gyô é bang gi, lumjíng myit mai a lhom hap yù kô é yanmai nghut ri. 
HEB.4.3	Nga-nhúng lumjíng bê bang za, bánno jowò haú má wó wang é nghut lhê. Haû hkyô gi,
HEB.4.3	"Haû mù, 'Ngá é bánno jowò má yhangmoq hkâ-nhám le wó wâng ko râ a nghut.' nghû, Ngò, nhikjum yô é èq dakâm dang taí bê nghut lhê."
HEB.4.3	ga Garai Gasang taí bê eq rajung za dut é nghut ri. Nghut kôlhang, Yhâng é muzó gi, mau htoq xâng hkun mai ban kut to bê nghut lhê. 
HEB.4.4	Hkâsu mù gâ le, "Garai Gasang gi, nyhit nyí nghû râ buinyì má Yhâng é muzó banshoq mai bánno bê nghut ri."
HEB.4.5	Bánno jowò joq é eq séng luî, Yhang dum taî tô é gi, "Ngá é bánno jowò má yhangmoq hkâ-nhám le wó wâng kó râ a nghut."
HEB.4.6	Bánno jowò haú má wàng râ bang ra-am nyi é danggidiq joq tô ashî nghut ri; hí hkûn, gabú danglù haû wó gyô wú bê bang kúm gi, yhangmoq jìno a gyo kô é yanmai, a wàng kô é nghut lhê. 
HEB.4.7	Haû mù luî,
HEB.4.7	"Hkû-nyí, nungmoq, Yhâng é danghtê lé wó gyo kô é nghut jáng, nungmoq é i-myit lé hkâlhoq htân kó."
HEB.4.7	gâ é lé, ngò hí lé taí bê eq rajung za, Garai Gasang gi, gyai myáng é htâng má Dawiq dông mai taî é hkûn, "Hkû-nyí" gâ é buinyì ra-nyí dum masat to bê nghut ri. 
HEB.4.8	Hkâsu mù gâ le, yhangmoq lé, Yoshuq èq bánno jowò byi bê ru nghut le gi, Garai Gasang gi, htâng má, gotû buinyì eq séng luî taí râ a nghut lo. 
HEB.4.9	Haû mù luî, Garai Gasâng é byu pê é matú gi, Bánno buinyì dông nghut é bánno jowò ru joq tô ashî nghut lhê. 
HEB.4.10	Hkâsu mù gâ le, Garai Gasang gi, Yhâng é muzó mai bannô é su, Garai Gasâng é bánno jowò má wàng é sû gi, yhumsing é muzó mai bánno râ nghut lhê. 
HEB.4.11	Haû nghut mù, yhangmoq é jìno a gyo hkyo é alik lé cháng mù leqbat é, ó yuq le a bò sháng gaq, nga-nhúng gi, bánno jowò haú má wó wâng shoq, a-tsam bo é í shikut sháng.
HEB.4.12	Hkâsu mù gâ le, Garai Gasâng é mungdang gi, rû dui nyi é eq a-tsam bo é nghut lhê. Haû gi, shamsó íshut dap é sham htoq má je htoq é nghut mù, myit nhiklhum eq woi-nyí lé le, wuimyoq pé eq wui-nyún lé le, wó gam hkoq hkyang rot é nghut lhê; haû gi, nga-nhúng myit é hkyô pé eq myit sôn é hkyô pé lé wó jéyáng é nghut lhê. 
HEB.4.13	Hpan tô é lhunglháng gi, Garai Gasâng é hí mai wó haq pyâm é haî le a joq é nghut lhê. Jung hkangmó gi, nga-nhúng, jihpán shit ra râ Su é myoq hí má a wó nghop tô é hkyô, de de dut é nghut lhê.
HEB.4.14	Haû mù luî, nga-nhúng gi, Garai Gasâng é Yhangzo Yesuq nghut sû, mauhkûng pê shut hkyang doq ló bê nghut é gyaú é hkyangjong mó lé wó é nghut é yanmai, nga-nhúng yín yu to bê lumjíng hkyô lé ging ging myhik zing nyì sháng. 
HEB.4.15	Hkâsu mù gâ le, nga-nhúng gi, nga-nhúng wum nyhôm é hkyô pé lé a sê gyo byî é hkyangjong mó wó é a nghut é za, nga-nhúng su hkyô hkangmó má gunglaú é huî wú kôlhang mara a bo é sû hkyangjong mó lé sheq wó é ru nghut lhê. 
HEB.4.16	Haû mù luî, nga-nhúng gi, shogyo nhikmyîn é hkyô wó yû râ eq, nga-nhúng ra châ é u má nga-nhúng le wó garúm râ jeju lé myang hô sháng gaq, hkyak lum é myit mai Garaî jeju tanghkuq shut chyâng htep ê sháng.
HEB.5.1	Hkyangjong mó yuq hkangmó gi, byu pê chyáng mai hkyin htoq yû huî é nghut mù, mara pê é matú, chyunghuq pé eq hkungga pé nhông byi hkyô nghut é, Garai Gasang eq sêng é muzó pé má, yhangmoq é gunglik dông, hkyin masat to huî é bang nghut akô. 
HEB.5.2	Yhânggùng yhang gi, wum nyhóm hkyo é a-ô má nghut nyi é yanmai, yhang gi, bun a bóng é eq hkyô nghoq ló é bang lé nú-nhâm é dông wó shuî-û é nghut lhê. 
HEB.5.3	Wum nyhôm é yanmai, yhang gi, byu pê é marâ é matú le, yhânggùng yhâng é marâ é matú le, hkungga nhông byi râ dut é nghut lhê.
HEB.5.4	Ó yuq le, yhumsing gùng yhumsîng aróng haû lé wó yu é a nghut; Arun lé su, Garai Gasâng èq wut yu é hui jáng sheq wó é nghut lhê. 
HEB.5.5	Haû eq rajung za, Hkrisduq le, hkyangjong mó dut lo é hpungwup shingkang lé, Yhânggùng yhang kut yu é a nghut. Garai Gasang sheq, Yhang lé,
HEB.5.5	"Nàng gi, Ngá Zo nghut ri; Ngò, hkû-nyí Náng Wa dut bê nghut lhê."
HEB.5.5	ga taî é nghut lhê. 
HEB.5.6	Hau htoq agó,
