MAT.1.1	Магьа Ибрагьимдин наслиан вуйи, Давудрин тухмиан вуйи Месигь Исайин ата-бабйир:
1CO.3.20	Агъайиз аьгъя».
1CO.3.21	Гьаддиз адмийиинди тярифар мапӏанай. Вариб – ичвуб ву: 
1CO.3.22	Павелра, Аполлосра, Кифра, гьаму дюн’яра, уьмурра вая аьжалра, гьамустинубра вая гъюз ккимбубра – вари ичвдар ву, 
1CO.3.23	хъа учву Месигьдиндар вучва, Месигь – Аллагьдин.
1CO.4.1	Гьаци вуйиган, Аллагьдин сир уч’ина ихтибарлу дапӏнайи Месигьдин гъуллугъчйирси учу гьисаб апӏинай. 
1CO.4.2	Гьамциб хъугъвал илипнайидар аьгьтлу духьну ккунду. 
1CO.4.3	Учву вая сар жарари узкан фици кӏураш, саб жюрейинна вижна ктарзуз. Узхьан узканкьан фукӏа гьациб пуз шулдарзухьан. 
1CO.4.4	Йиз намус марцциди вуйиз, вушра, му, узук тахсир ктар, кӏуру гаф дар. Йиз судья – Агъа вуйиз. 
1CO.4.5	Гьаддиз, Агъа хъадакну гъюру вахт шайизра, улихьмиди тахсрар агури мюхъюгъянай. Дугъу вари жиниб ачухъ апӏиди, инсанарин юкӏвариъ гьитӏибкӏнайиб арайиз адабгъиди ва гьадмуган Дугъу гьардин тяриф апӏиди.
1CO.4.6	Узу мици, гъардшар, узканна Аполлосдикан учвуз уж’вал бадали кӏураза. Учу мисал духьну, учхъан, артухъуб жвувкан ктадабгъди, дибикӏнайиб дубгъай, имбунуртӏан артухъ за апӏури, сар шлиинди-вуш фурс мапӏанай.
1CO.4.7	Имбудартӏан артухъ за шли апӏураву? Аллагьдихьан даруб фу авуз? Увуз вари пешкеш дапӏнайиган, увуз тутрувганси яв тярифар гьаз апӏурава?
1CO.4.8	Сарун учуз вари ачуз, девлетлу вуча, учу хътарди паччгьар гъахьунча кӏури, фикир апӏурайчва! Ай аман, узуз ккундайинхъа учву аьхювал апӏури, учура учвухъди аьхювал апӏурахьидийча! 
1CO.4.9	Хъа йиз фикриан, Аллагьди учу, Месигьдин вакилар, аьжал тувуз жаза гьадабтӏнайи адмийирси, варидарин кьяляхъ дерккна. Вари дюн’яйиз, малайикариз ва адмийириз учкан тамашачйир духьна. 
1CO.4.10	Месигь бадали абдлар духьначу, хъа Месигьдихъ хъугърударин арайиъ учву – фагьумлуйир! Учу – зяиф, хъа учву – кьувватлу! Учву – адлу апӏура, хъа учу – беябур! 
1CO.4.11	Гъийин йигъазкьан учу гашлу ва мукърам вуча, гъяргъяртӏан алдарди лицурача, учу урччвури шулу, ич хал-йишв адарич, 
1CO.4.12	учу ич хилариинди, унтӏаз амкӏ идипури, учуз уьлин кьацӏ гъазанмиш апӏурача. Уч’ин агь уьлюбхюру, хъа учу уж’вал ибшричвуз кӏурача, хъергру – аьгь апӏурача. 
1CO.4.13	Учкан варитӏан писубтӏан кӏури шулдар, хъа учу гъянивалиинди жаваб туври шулча. Гъийин йигъазкьан, му дюн’яйиз чӏюрхярди, гьарсаб хъархъвасси, имичу.
1CO.4.14	Му узу учвуз нач хьуз кӏури бикӏурайиб дариз, ваъ, хъа, йиз ккуни веледарси, учву гъавриъ ауз ккундузуз. 
1CO.4.15	Учвуз агъзраркьан Месигьдин рякъюъди гъягъру мялимар ашра, хъа адшар сакьюдартӏан адарчвуз. Иса Месигьдикан вуйи Ужувлан хабарнахъ учву хъугъган, узкан рюгьниинди вуйи ичв адаш гъахьну. 
1CO.4.16	Учвкан миннат вуйиз: узхъан мисал гъадабгъай! 
1CO.4.17	Гьаддиз багьа ва гъапиб кӏулиз адабгъру, Агъайихъ ихь сатӏлан вуйи хъугъувалиъ айи йиз бай Тимофей гьаъразачвухьна. Узу хъугърударин арайиъ варишвариъ улупурайиси, узу йиз уьмриъ фици Месигь Исайин рякъди гъягъюри шулуш, дугъу кӏваин апӏидичвуз.
1CO.4.18	Сарун узу учвухьна гъидар кӏури, ичв арайиъ сакьюдари хъюхъ гъазабгну. 
1CO.4.19	Хъа узу, эгер Агъайин амур гъабшиш, гъидиза, ва гьадмуган думу кӏул’ан удучӏвнайидарин гафарин ваъ, хъа дурарин кьувватнан кьимат фициб вуш, аьгъю хьибдизуз. 
1CO.4.20	Гьаз гъапиш Аллагьдин Паччагьлугъ, гафнаъ ваъ, хъа кьувватнаъ ачмиш шулайиб ву. 
1CO.4.21	Учву кадабгъай: маргъ хьади гъюза, даршишсана – масанвална умунвал?
1CO.5.1	Узуз ичв арайиъ Аллагь аьгъдрударин арайиъкьан даршлу кьяппавал абхънайиваликан хабар деебхьназуз: ичвдарикан сар чан адашдин хпирихъди хъа кӏура. 
1CO.5.2	Хъа учвук фурсарра кучӏвначвук! Мици хьайиз, гъамлу духьну, ичв арайиан гьациб гъапӏур утӏуккуб лайикь дайинхъа? 
1CO.5.3	Узу бедендиинди учвухъди хътаршра, йиз рюгьниинди хъаза, ва, гьадму касдикан гьапӏруш, гьамустӏанра гьял гъапӏунза: 
1CO.5.4	ихь Агъа Исайин ччвур бадали учву уч гъахьиган, хъа узу учвухъди йиз рюгьниинди хьидиза ва ухьухъди ихь Агъа Исайин кьувват хьибди, 
1CO.5.5	учву думу адми иблисдин хилиз тувну ккунду, ва дугъан беден, Гьаргандин Агъа кьяляхъ гъюру Йигъан дугъан рюгькьан дюрхну хьузди, йибкӏри.
1CO.5.6	Учвуз фурс апӏуб рубкьудар. Учвуз, дунин тикийи вари хямир утуз гъитруб, аьгъдарди анчвуз?
1CO.5.7	Гьаци вуйиган, учву таза, дун ктру хямир хьпан бадали, зат имдарди йирси дунихьан марцц йихьай. Учву гьаци духьну ккунду, фицики ихь Пасха машквран ччил, Месигь, сарун гъурбан гъапӏну. 
1CO.5.8	Гьаци вуйиган, гъачай, Пасха машквар, йирси дунин чӏурувалииндина писвалиинди ваъ, хъа дун ктру марцци ва гьякь уьл’инди тебрик апӏидихьа.
1CO.5.9	Узу учвкан йиз гъубшу кагъзиъ, улдугнайидарихъди гьич саб аьлакьа дарибшри кӏури, тӏалаб гъапӏнийза, 
1CO.5.10	аммаки узу, гьаму дюн’яйин адмийирикан – кьяппйирикан, тямягькрарикан, тӏафларикан, идолариз икрам апӏрударикан, гъапундайза. Дици вуйиш, учву му дюн’я дипбакк ккуркьдийи! 
1CO.5.11	Хъа узу, учв кьяппа, тямягькар, идолариз икрам апӏрур, футнакар, пияниска, кучӏлях вуди, гъардаш вуза кӏури, лицурайирикан, кӏураза. Мицирихъди саб суфрайихъ ипӏузкьан мипӏанай. 
1CO.5.12+1CO.5.13	Хътругърударин суд апӏуб йиз ляхин дариз – дурарин суд Аллагьди апӏиди! Учву хъугърударин суд дапӏну ккунду, фицики дибикӏна: «Яв арайиан писур адаъ».
1CO.6.1	Хъана, учвхьан, ичв гьюжатар, Аллагьдин гирами халкьди гьял апӏуз гъидритди, хътругъру адмийирин судди гьял апӏри кӏури, гъитуз фици шулчвухьан? 
1CO.6.2	Аллагьдин гирами халкьди дюн’яйин суд апӏруб аьгъданчвуз дарш? Учв’ин вари дюн’яйин суд апӏувал алабхъруган, гьаму бицӏи гъярхьбар гьял апӏуз шуладанчвухьан дарш? 
1CO.6.3	Малайикаринна кмиди ухьу суд апӏурахьа гьа. Дуланажагъдин аьдати ляхнаринкьан ухьхьан суд апӏуз шуладарин? 
1CO.6.4	Гьамциб дюшюшназ ичв арайиан важиблу дару касар ичв судйирди ктагъурачва. 
1CO.6.5	Нач дубхьну ккунду! Ичв арайиъ хъугърударин месэлйир гьял апӏуз шлу саркьан аькьюллу адми адарин? 
1CO.6.6	Хъа учву гъардши гъардшилан суддиз аьрза туврачва, ва хътругърудари ичв суд апӏура! 
1CO.6.7	Учву беябур хьуз, чиб-чпилан суддиз аьрза тувувал чӏяаьн ву! Гьаци апӏайиз, жвув гьякь вушра, асккан духьну гъузуб ужу даршулин? Жвувануб тувну гъузуб ужу даршулин? 
1CO.6.8	Хъа учву ичв гъардшар асккан апӏурачва ва дураринуб бисурачва.
1CO.6.9	Учвуз чӏур гъахьи касариз Аллагьдин Паччагьлугъ ирсди дурубкьруваликан аьгъдарди анчвуз дарш? Лигай гьа, учву ичв учвуз кучӏлар апӏрубси дарибшри! Кьяппйириз, идолариз икрам апӏрудариз, дугъри дару жиларизна хпариз, жилир жилирихъди гъярудариз, 
1CO.6.10	тӏафлариз, тямягькрариз, пиянисккйириз, футна дабгърудариз, кучӏляхяриз Аллагьдин Паччагьлугъ ирсди рубкьидар. 
1CO.6.11	Учвкан саб кьадар ари гьацдар вуйчва, аммаки ихь Аллагьдин Рюгьну ва Агъа Иса Месигьди ухьуз гъапӏубди учву марцц, гирами ва гьякь гъапӏунчву.
1CO.6.12	Учву кӏурачва: «Узуз вари апӏуз ихтияр азуз!» Аммаки вариб хайирназ дар! «Узуз вари апӏуз ихтияр азуз», хъа гьич сабдира йиз зиин агъавал апӏуз гъитну ккундар! 
1CO.6.13	Учву гьацира, «ипӏруб – фуниз, фун – ипӏрубдиз», кӏурачва! Ав, дюз кӏурачва, хъа мура, тмура Аллагьди терг апӏрубра дюз ву. Аммаки беден кьяппавализ вуйиб дар, хъа – Агъайиз. Агъара – бедендиз. 
1CO.6.14	Аллагьди Агъа Чан кьувватниинди чӏиви гъапӏну ва ухьура чӏиви апӏиди. 
1CO.6.15	Учвуз, ичв жанар Месигьдин жандин паяр вуйиб, аьгъданчвуз? Гьаци вуйиган, узхьан Месигьдин пай гъадабгъну, кьяппавализ фици тувуз шулу? Аллагьди уьрхри! 
1CO.6.16	Учвуз, кьяппайик ктикьур, гьадгъахъди саб беден шлубдикан аьгъданчвуз дарш? Фицики дибикӏна:
1CO.6.16	«кьюрикан саб беден хьибди».
1CO.6.17	Хъа фуж Агъайик ктикьиш, думу Гьадгъахъди рюгьниинди сатӏи шула. 
1CO.6.18	Кьяппавалихьан гьергай! Адмийи, кьяппавал ктарди, фу гунагь гъапӏишра, думу гунгьин дугъан бедендихъди фукӏара дар, хъа кьяппавал апӏурайири, чан бедендиз къаршуди гунагь апӏура! 
1CO.6.19	Учвуз ичв беден Аллагьдихьан учвуъна дуфнайи Гирами Рюгь яшамиш шулайи хал вуйибдикан хабар адарди анчвуз дарш? Сарун учву ичвдар дарчва, 
1CO.6.20	гьаз гъапиш учву зурба кьиматнахъ гъадагънайидар вучва. Гьаддиз, ичв жанариинди Аллагь за апӏинай!
1CO.7.1	Учву узуз, жилириз хпирик зат кудручди гъузиш, ужу шул кӏури, гъибикӏунчва. 
1CO.7.2	Хъа му дюн’яйиъ кьяппавал абхънайиган, гъит гьарсар жилир чан хпирин ва гьарсар хпир чан жилирин ахникк ишри. 
1CO.7.3	Жилири чан хпирихъди жилирвалин буржи тамам апӏри, хпирира гьаци апӏри.
1CO.7.4	Чан жандин аьхюр хпир дар, хъа – жилир, гьаци жилирра чан бедендин аьхюр дар, хъа – чан хпир. 
1CO.7.5	Чиб-чпихъди сатӏи хьувал гъибтри мапӏанай. Йикьрар йитӏну, сацӏиб вахтназ, думу вахт Аллагьдиз ккарагуз бахш апӏузди жара гъахьну пну, баладар. Хъасин хъана сатӏи йихьай, даршиш иблисди, учвхьан аьгь апӏуз даршиш, гъирагъдихъинди хъчӏюхидичву. 
1CO.7.6	Яна узу му буйругъ вуди дупнайиб дариз, хъа ичв ихтиярнаъ гъубзра. 
1CO.7.7	Узуз вари адмийир узуси духьну ккундийзуз, хпир хътарди, аммаки гьарсариз Аллагьдихьан чан багъиш а: сариз саб, тмунуриз тмунуб.
1CO.7.8	Хъа ачӏни хпаризна жилариз кӏураза: дурариз ялгъузди, гьаму узуси яшамиш шули гъузиш, ужу шул. 
1CO.7.9	Хъа аьгь апӏуз даршлудари, тямягьну гъадагъайиз, гъит, чпиз хизанар ккергъри, гьамци ужу хьибди.
1CO.7.10	Хъа шив ва жилир хъайидариз узу ваъ, хъа Чав, Агъайи буйругъ тувра: хпири чан жилир гъитну ккундар, 
1CO.7.11	хъа эгер гатӏахьруси алабхъиш, сарун нюкгьин эйси даришри, шулуш, хъана чан жилирихъди албагри. Ва жилирра хпирихьан жара даришри.
1CO.7.12	Хъа имбудариз, сарун Агъайи ваъ, хъа узу кӏураза: эгер сар фунур-вуш гъардшин хпир хъугърур дарш ва думу дугъахъди яшамиш хьуз рази вуш, гъит жара даришри. 
1CO.7.13	Хътругъру жилир хъайи дишагьлийизра кайиб гьадму ву: эгер думу дугъахъди яшамиш хьуз рази вуш, чан жилирихьан гьудудучӏври. 
1CO.7.14	Гьаз гъапиш, хътругъру жилир чан хъугъру хпирилантина, ва хътругъру хпир чан хъугъру жилирилантина гирами шулу. Жараси вуйиш, ичв веледарра марцци дару гьисаб хьидийи, хъа мици, дурарра гирами ву.
1CO.7.15	Эгер хътругъру жилириз вая хпириз жара духьну ккундуш, гъит ишри. Му гьялариъ гъардаш, вая чи асиллуди гъузидар. Аллагьди ухьуз мясляаьтнаъди яшамиш хьуз дих дапӏнахьуз. 
1CO.7.16	Увуз, хпир, яв жилир увлантина дюрюхрувал фици аьгъявуз? Увузра, жилир, яв хпир увлантина дюрюхрувал фици аьгъявуз?
1CO.7.17	Гъит гьарсар Агъайи улупнайиси яшамиш ишри, ва чаз Аллагьди дих дапӏнайиси гъузри. Му къайдйир варишвариъ айи хъугърудариз кӏурудар вуйиз. 
1CO.7.18	Чаз дих апӏайиз суннат дапӏнайириз думу жиниди уьбхюри гъибтуз гучӏ адар. Хъа суннат дапӏну адарди дих дапӏнайириз, сарун суннат дарапӏишра, гучӏ адар. 
1CO.7.19	Суннат дапӏнайивал, ясана адрувал – мурариъ гьич саб мяна адар, хъа мяна – Аллагьдин табшуругъар тамам апӏуб ву. 
1CO.7.20	Чаз дих апӏруган, фуж фици вуйиш, гъит чан гьаци гъузри. 
1CO.7.21	Эгер увуз лукӏди имиди Аллагьди дих дапӏнаш, увуз дидкан гьии дардиси дарибшри. Эгер увуз азад хьуз шлу мумкинвал аш, ужу шлуси апӏин. 
1CO.7.22	Фицики Агъайи дих дапӏнайи лукӏ Агъайиз азад вуйир ву. Гьаци, азад вуди дих дапӏнайирра, Месигьдин лукӏ шула. 
1CO.7.23	Учву, зурба кьимат тувну, гъадагънайидар вучва, гьаддиз, адмийирин лукӏар махьанай! 
1CO.7.24	Гъардшар, Аллагьди дих апӏруган, гьар кас фици айиш, Дугъан улихь гьаци гъузай!
1CO.7.25	Швуваз дурушдариз ва швушв дархидариз Агъайи дурарин гьякьнаан саб буйругъра тувнадарзуз, аммаки Гьадгъухьан, узуз уж’вал дурубкьнайивализ дилигну, йиз гафнахъ хъугъуз шулу. Узу гьамци пидиза: 
1CO.7.26	Узу, гъийин гьялариъ, адмийиз чпин айибси – швуваз дурушдар, дурушди ва швушв дархидар дархиди гъузиш ужу шул кӏури, гьисаб апӏураза. 
1CO.7.27	Эгер уву нюкгьиъ аш, жара махьан. Хъа эгер уву швушв хьайир дарш, махан. 
1CO.7.28	Хъа эгер гъахишра, думу гунагьвал дар. Эгер риш швуваз гъушиш, гунагь хьибдар. Аммаки чпин сатӏлан вуйи уьмриъ дурариз гизаф читинвалар ккилигура, хъа узуз учву гьадрариккан уьрхюз ккундийзуз.
1CO.7.29	Жараси кӏури гъабшиш, гъардшар: вахтар цӏибтӏан гъузрадар, ва швушвар хьайидар, гъит швушвар хьтрударси ишри, 
1CO.7.30	хъа дердлудар – дерд ктрударси, шадлудар – шад дарударси, гъадагърудар – фукӏа хътрударси. 
1CO.7.31	Гъит гьаму дюн’яйиъ яшамиш шулайидар, дидкан тӏяаьм ктадабгърударси, ишри. Гьаз гъапиш, ухьуз рябкъюрайи гьаму дюн’я багарихьди жвартӏ хьибди.
1CO.7.32	Узуз учву сабдиканра вижна ктарди ккундузуз. Хпир хътрур, учв Агъа Аллагьдиз ккун ишри кӏури, Аллагьдин ляхнариъ ичӏигну а. 
1CO.7.33	Хъа хпир хъайир, хпириз ккун ишри кӏури, му дюн’яйин ляхнар апӏбахъ хъа. 
1CO.7.34	Дицир кас кьюбишваз пай духьна. Жилир хътру хпири вая швуваз душну адру шуру Агъайин ляхнарикан фикрар апӏуру. Думу чан бедендиинди ва рюгьниинди Дугъаз бахш хьуз шерик шулу, хъа швувахь хьайир, жилириз учв ккун ишри кӏури, му дюн’яйин ляхнар апӏбахъ хъа. 
1CO.7.35	Му вари узу учвуз уж’вал бадали кӏурайиб вуйиз, хъа учву фтихьан-вуш гьадатӏуз кӏури ваъ. Узуз ккундайиб: учву варитӏан ужуйи, гьич сабдира учвуз машат дарапӏди, Аллагьдин гъуллугънаъ хьуб вуйиз.
1CO.7.36	Эгер учвкан шлиз, сумчир дарапӏди чан лишан кипнайирин йисар гъяра кӏури гьии даруси аш, ва гьамус сумчир дапӏну ккуниси фикир апӏураш, гъит дугъу чан дюз гъюрубси апӏри. Дугъхьан швушв хуз шулу, думу гунагь дар. 
1CO.7.37	Эгер адмийи швушв дархуз ижмиди гьял дапӏнаш, эгер швушв хувал думукьан чарасуз ляхинси фикир апӏурадаш ва эгер учв чан хилиъ дидисну гъузуз шлур вуш, дугъу чаз хъирснайи риш марцциди гъитуз кӏваъ дибиснаш, ужуйи апӏура. 
1CO.7.38	Гьаци вуйиган, хъирснайи риш швушвди хрури ужуйи апӏура, хъа дархрури хъана ужуйи апӏура.
1CO.7.39	Хпир чан вари уьмриъ жилирик китӏнайир ву, хъа жилир гъачӏиган, думу азад шула ва дугъхьан чаз ккунириз швуваз гъягъюз шулу, анжагъ – хъугъруриз. 
1CO.7.40	Хъа эгер, фуж, узуъра Аллагьдин Рюгь азуъ, кӏури, швуваз дурушди гъузиш, думу бахтлуди хьиди.
1CO.8.1	Гьамус ичв суалназ Аллагьсузарин идолариз гъурбан дапӏнайи йикк’кан пидиза. Икибаштӏан, «ухьуз варидариз аьгъювалар айибдикан» хабар ахьуз, аммаки аьгъювалари фурс капӏру, хъа масанвали мюгькамвал хуру. 
1CO.8.2	Эгер шли аьгъювалар азуз кӏураш, дугъаз дугъридан чаз аьгъю дубхьну ккундайиб аьгъю дубхьнадар. 
1CO.8.3	Хъа Аллагьдиз Учв ккунидар аьгъя.
1CO.8.4	Гьаци вуйиган, аллагьсузарин идолариз гъурбан гъапӏу хурагнакан пидихьа. Ухьуз варидариз, дюн’яйи икрам апӏурайи идолар фукӏа даруб ва Сарилан гъайри гьич саб жюрейинра аллагь адруб, аьгъяхьуз. 
1CO.8.5	Эгер гьацдар «аллагьар» ву кӏурайидар завариин, ясана жилариин алийишра (хъа дюн’яйиъ «аллагьар» ва «агъйир» кӏурудар, дугъридан гизаф а), 
1CO.8.6	аммаки ухьуз айир сар Аллагьтӏан дархьуз – Адаш Аллагь. Ари Гьадгъу дюн’яйиъ вариб ккебгъну, ва, Гьадгъаз кӏури, ухьу яшамишра шулахьа. Агъара сартӏан дар – Иса Месигь. Ари Гьадгъуинди дюн’яйиъ вариб арайиз удубчӏвну, ва Гьадгъулантина ухьуз уьмурра гъабхьунхьуз.
1CO.8.7	Хъа мидкан варидариз хабар адар. Саспидар идоларихьна гьаци вердиш духьнаки, гъира кмиди дурари, гьациб хураг ипӏруган, идолариз икрам вуди дубхнайиб ву кӏура ва чпин зяиф намусну дурар чиркинди улупура. 
1CO.8.8	Хурагнахьан ухьу Аллагьдихьна багахь апӏуз хьибдар. Ухьу дирипӏди гъузну пну, кам шулайиб адарихь, ипӏуру пну, фукӏа гъазанмишра апӏурадархьа. 
1CO.8.9	Амма лигайки, ичв азадвал зяифдариз ликриккан ккибиргъру гъван дарибшри. 
1CO.8.10	Фицики зяифуриз идоларин хулаъ уву, аьгъювалар айир, ипӏури гъяркъиш, дугъура идолиз гъурбан дапӏнайи хураг ипӏиди. 
1CO.8.11	Магьа гьаддиз, яв аьгъювалари зяиф гъардаш – дугъхъандира Месигьди жан тувну аьхир – пуч апӏиди. 
1CO.8.12	Гьамци гъардшариз къаршуди гунагь апӏури ва дурарин зяиф намусназ зиян туври, учву Месигьдиз къаршуди гунагь апӏурачва. 
1CO.8.13	Гьаддиз, узу ипӏурайи хурагналантина йиз гъардаш алдакураш, думу гунгьихъна дархбан бадали, йикк дирипӏди гъузарза.
1CO.9.1	Узу азад адми дарин дарш? Узу Месигьдин вакил дарин дарш? Ихь Агъа Иса узуз гъяркъюндарин дарш? Учву Агъайихъди саб хьувал – йиз гъуллугънан ляхин дарин дарш? 
1CO.9.2	Жарадариз узу вакил гьисаб даршра, учвуз узу – Месигьдин вакил вуза! Месигьдихъди учву саб хьували узу вакилвалин гъуллугънаъ айиб тасдикь апӏура.
1CO.9.3	Узук тахсир кипрудариз йиз жаваб магьа гьамциб хьибди. 
1CO.9.4	Ипӏрубна ухрубдиз учуз ихтияр адарин дарш? 
1CO.9.5	Хъугъру дишагьли учуз швушвди хуз ихтияр адарин дарш? Ва думу хпир, Месигьдин имбуну вакилариси, Агъайин чвйириси вая Кифайиси, жвувахъди гъярушваз гъадагъуз шулдарин дарш? 
1CO.9.6	Ясана учуз ипӏуз уьл гъазанмиш апӏуб узузна Варнавдизтӏан адабгънадарин?
1CO.9.7	Фунур эскри чан гъуллугънан харжар чан жибдиан ккеркру? Фунури, тӏумтӏин багъ ибтну, тӏумтӏар диритӏди гъитру? Фунур габни чан лижан хюнйириккан никк дурубхъур? 
1CO.9.8	Му вари узу адмийин улариантӏан дилигди кӏурайинхъа? Къанундин китабдиъра гьаддикан кӏурадаринхъа? 
1CO.9.9	Фицики, ухьуз Мусайиланмина тувнайи Къанундира кӏура:
1CO.9.9	«Гад апӏурайи йицран ушв мяхъябкьян»
1CO.9.9	Аллагь йицарин гъайгъушнаъ а кӏури, хиял вуничвхъа? 
1CO.9.10	Икибаштӏан, Дугъу мици ухьуз кӏура! Ухьуз дибикӏна:
1CO.9.10	«Хутӏил хътабкрури хутӏил хътабкуру, ва гад апӏрури гад апӏуру, чпизра чпи апӏурайи ляхникан пай бадали».
1CO.9.11	Учу ичв арайиъ рюгьнан тум дубзну, дидлан ккадабцӏру мутмуйиинди вуйи бегьерназ ккилигураш, учуз гизафуб ккун апӏурайин? 
1CO.9.12	Жарадариз учвхьан кюмек рубкьуз ихтияр айиган, учуз хъа аьхю ихтияр ачуз!
1CO.9.12	Аммаки, учу сабанкьан учуз айи гьадму ихтияр ишлетмиш гъапӏундарча, хъа, Месигьдикан Ужувлан хабар рабгъуз машат дарибшри кӏури, учу вариб аьгь апӏурача. 
1CO.9.13	Учвуз, Аллагьдин хулан гъуллугънаъ айидари уьл Аллагьдин хулкан ипӏурайибдин ва гъурбнар апӏрушвахь гъуллугънаъ айидариз гъурбан гъапӏубдикан саб пайназ ихтияр айибдин, хабар адарин дарш? 
1CO.9.14	Гьаци Агъайира, Ужувлан хабар рабгъруриз ипӏруб гьаддилан дубхьну ккунду кӏури, амур гъапӏну.
1CO.9.15	Гьаму узуз айи ихтиярар гьич сабкьан узу ишлетмиш гъапӏундарза. Я гьамус, гьациб кюмек ккун апӏури, бикӏурайиб дариз. Йиз тяриф дубгайиз, узу йикӏуз гьязур вуза. 
1CO.9.16	Узу Ужувлан хабар рабгъура кӏури, гьаз узу йиз тяриф апӏуза? Думу йиз буржи вуйиз. Эгер узу думу тамам дарапӏди гъибтиш, йиз язухъ ву! 
1CO.9.17	Узу Ужувлан хабар йиз хушниинди рабгъураза. Йиз хушниинди дайиш, узу думу ляхин, йиз буржи вуди хьпаз дилигну, тамам апӏидийза. Хъа узу думу йиз хушниинди рабгъурайиган, пешкешра хьибдизуз. 
1CO.9.18	Йиз пешкеш фтилан арайиз гъюра? Хъа гьамдилан: Ужувлан хабар узу кьимат дарди рабгъураза ва узуз улупнайи ихтиярар ишлетмиш апӏурадарза.
1CO.9.19	Гьеле узу азад адми вушра, узу йиз хушниинди, Аллагьдихьна шлубкьан гизаф адмийир хпан бадали, варидариз лукӏвал апӏури гъахьунза. 
1CO.9.20	Жугьдарихъди узу, дурар Агъайин терефназ хузди, жугьудси гъахьунза. Къанун тамам апӏурайи адмийирихъди, гьеле узу Къанундин хиликк ккайир даршра, дурар Агъайин терефназ хузди, узура Къанун тамам апӏурайирси гъахьунза. 
1CO.9.21	Къанун адру адмийирихъди, гьеле узу Аллагьдин Къанундиккан азад даршра, гьаз гъапиш Месигьдин Къанундикк кказа, дурар Агъайин терефназ хузди, узура Къанун адрурси гъахьунза. 
1CO.9.22	Зяифдариз узу, дурарра хузди, зяифурси гъахьунза. Варидиз узу, аьхирки гьадрарикан сакьюдаркьан уьрхбан бадали, варибди гъахьунза. 
1CO.9.23	Му вари узу, Ужувлан хабар бадали ва гьаддин ужувлакан узузра кубкӏузди, апӏураза.
1CO.9.24	Жаргъбан талитнаъ гизафдар иштирак шулу, хъа гъалиб сартӏан даршлуб учвуз аьгъячвуз. Гьаддиз пешкеш рубкьруси жаргъай. 
1CO.9.25	Иштракчйири, вари чпин тямягьяр дирчну, чӏур дубхьну гъябгъру кунцӏ бадали, гьар йигъан гьязурлугъар гъахуру, хъа ухьу – чӏур даршлу кунцӏ бадали гьязур духьну ккундарин! 
1CO.9.26	Гьаддиз, саб метлеб адарди жаргъурайир дарза ва гьавайиз гъурдар йивурайир дарза! 
1CO.9.27	Ваъ, жарадариз Ужувлан хабарнакан ктибтруган, жвув тина дарапӏузди, узура йиз беден вердиш апӏураза, думу узуз мютӏюгъ апӏураза.
1CO.10.1	Гъардшар, ихь вари абйир дифран хиликкди хьубкан ва, гьюл жара дубхьну, вари гьадушв’антина удучӏвбакан, учвуз аьгъюди ккундузуз. 
1CO.10.2	Дурар вари Мусайин ччвурнахъ дифраъ ва гьюлиъ гъахьну. 
1CO.10.3	Дурари вариди рюгьнан саб хураг ипӏури 
1CO.10.4	ва рюгьнан саб убхъруб убхъури гъахьну. Дурари чпихъди шлу рюгьнан гъарз’ан убхъури гъахьну, хъа думу гъарз – Месигь вуйи. 
1CO.10.5	Дурар гьаци гъахьнушра, Аллагьдин улихь дурари уж’вал гъазанмиш гъапӏундар ва къураматдиъ пуч гъахьнийи.
1CO.10.6	Му вари ухьуз, гьадрариси ухьура писвал ккун дарапӏбаз, улупурайиб ву. 
1CO.10.7	Гьадрарикан гьацӏарси, учвура идолариз икрам апӏрудар махьанай. Фицики Гирами китабариъ дибикӏна:
1CO.10.7	«Халкьди, деъну, ипӏуз ва убгъуз хъюгъру, хъасин идолин гьюрматназ ялхъвнар апӏуру».
1CO.10.8	Гьадрарикан гьацӏарси ухьура, кьяппйир хьидархьа. Дурари кьяппа тӏулар апӏури ккебгънийи, ва сад йигъан къанна шубуд агъзур гъийихнийи. 
1CO.10.9	Ухьура, гьадрарикан гьацӏариси, Месигь ахтармиш апӏури хъюгъидархьа. Хъасин дурар, битӏари кьацӏар дапӏну, гъийихнийи. 
1CO.10.10	Учвура, гьадрарикан гьацӏарси, бурбрар апӏури махьанай, гьаддилан дурар пуч апӏру малайикди тӏанкь гъапӏнийи.
1CO.10.11	Гьамрар вари, гъюз ккимбуб улупури, гьадмуган дурарихъди гъахьнийи, хъа му ухьуз, дарс вуди, дибикӏна. 
1CO.10.12	Гьаци вуйиган гъит, гьар шли учв ижмиди ликриин дийигъназа кӏури, фикир апӏураш, алдакуз гъидритри! 
1CO.10.13	Гьамусдиз учв’ин алахьу читинвалар адмийириин улукьру аьдати читинвалартӏан дар. Аллагь Чав туву гаф тамам апӏрур ву. Дугъу учв’ин аьгь апӏуз даршлу читинвалар алахьуз гъитдар. Читинвалар алахьруган, Дугъу учвуз дурариан удучӏвуз шлу рякъра улупидичвуз. Гьаци дурариан учвхьан кӏул адабгъуз хьибдичвухьан.
1CO.10.14	Магьа гьаддиз, йиз ккунидар, идолариз икрам апӏбахьан гьергай! 
1CO.10.15	Узу, учву фикирлу адмийир ву дупну, улхураза. Учву фикир апӏинай. 
