GEN.1.1	Mu ntangiriro Imana yaremye ijuru n'isi. 
MAT.25.45	“Umwami azabasubiza ati: ‘Ndababwira nkomeje ko ibyo mutakoreye umwe muri aba boroheje, burya nanjye mutabinkoreye.’ 
MAT.25.46	Ubwo rero bazahita bajya mu gihano cy'iteka, naho za ntungane zijye mu bugingo buhoraho.”
MAT.26.1	Nuko Yezu arangije kuvuga ibyo byose abwira abigishwa be ati: 
MAT.26.2	“Nk'uko mubizi, hasigaye iminsi ibiri ngo habe umunsi mukuru wa Pasika, ni bwo Umwana w'umuntu azatangwa abambwe ku musaraba.”
MAT.26.3	Abakuru bo mu batambyi n'abakuru b'imiryango y'Abayahudi bakoranira mu ngoro y'Umutambyi mukuru witwaga Kayifa, 
MAT.26.4	bajya inama yo gufata Yezu ku mayeri kugira ngo bamwicishe. 
MAT.26.5	Baravuga bati: “Ntituzamufate mu minsi mikuru kugira ngo rubanda badatera imidugararo.”
MAT.26.6	Igihe Yezu yari i Betaniya kwa Simoni umubembe, 
MAT.26.7	haje umugore azanye icupa
MAT.26.8	Abigishwa be babibonye bararakara, baravuga bati: “Ariya marashi ayapfushirije iki ubusa? 
MAT.26.9	Mbese ntiyari kugurishwa amafaranga menshi agahabwa abakene?”
MAT.26.10	Yezu abimenye arababwira ati: “Uyu mugore muramuhora iki kandi icyo ankoreye ari cyiza? 
MAT.26.11	Abakene muhorana na bo, naho jye ntituzahorana. 
MAT.26.12	Ansīze aya marashi ku mubiri, antegurira guhambwa
MAT.26.13	Ndababwira nkomeje ko ku isi yose aho ubu Butumwa bwiza buzamamazwa, ibyo uyu mugore angiriye bizavugwa, abantu babimwibukireho.”
MAT.26.14	Maze umwe mu bigishwa cumi na babiri witwa Yuda Isikariyoti, asanga abakuru bo mu batambyi 
MAT.26.15	arababaza ati: “Murampa iki nkabashyikiriza Yezu?” Bamubarira ibikoroto mirongo itatu by'ifeza
MAT.26.16	Kuva icyo gihe Yuda asigara ashaka igihe gikwiriye cyo kumubashyikiriza.
MAT.26.17	Umunsi wa mbere w'iminsi mikuru y'Imigati idasembuye, abigishwa ba Yezu baramusanga baramubaza bati: “Ni hehe ushaka ko tugutegurira ifunguro rya Pasika?”
MAT.26.18	Yezu ati: “Nimujye mu mujyi kwa kanaka, mumubwire muti: ‘Umwigisha akudutumyeho ngo igihe cye kiregereje, arashaka kuza iwawe akizihiza Pasika hamwe n'abigishwa be.’ ”
MAT.26.19	Abigishwa ba Yezu babigenza uko yabategetse, bategura ifunguro rya Pasika.
MAT.26.20	Bugorobye Yezu yicarana n'abigishwa be cumi na babiri barafungura. 
MAT.26.21	Nuko mu gihe bafungura aravuga ati: “Ndababwira nkomeje ko umwe muri mwe agiye kungambanira.”
MAT.26.22	Birabababaza cyane batangira kumubaza umwe umwe bati: “Nyagasani, mbese ni jye?”
MAT.26.23	Yezu arabasubiza ati: “Uwo duhuriza intoki ku mbehe ni we ugiye kungambanira. 
MAT.26.24	Koko Umwana w'umuntu agiye kwicwa nk'uko Ibyanditswe bivuga kuri we. Nyamara ugiye kumugambanira azabona ishyano. Icyari kuba cyiza kuri uwo muntu ni iyo aba ataravutse.”
MAT.26.25	Maze Yuda wari ugiye kumugambanira, aramubaza ati: “Mwigisha, mbese ni jye?”
MAT.26.25	Yezu aramubwira ati: “Urabyivugiye.”
MAT.26.26	Igihe bafunguraga, Yezu afata umugati, amaze gushimira Imana arawumanyura, awuhereza abigishwa be ati: “Nimwakire murye, uyu ni umubiri wanjye.”
MAT.26.27	Afata n'igikombe, ashimira Imana, arakibahereza, ati: “Nimunyweho mwese. 
MAT.26.28	Aya ni amaraso yanjye ahamya Isezerano [rishya] Imana igiranye n'abayo, amenwe ku bw'abantu benshi kugira ngo bababarirwe ibyaha. 
MAT.26.29	Reka mbabwire: sinzongera kunywa kuri bene iyi divayi, kugeza igihe nzasangirira namwe divayi nshya mu bwami bwa Data.”
MAT.26.30	Nuko bamaze kuririmba, barasohoka bajya ku Musozi w'Iminzenze.
MAT.26.31	Maze Yezu arababwira ati: “Ibigiye kumbaho iri joro biri bubace intege mwese, ni na ko Ibyanditswe bivuga ngo: ‘Nzica umushumba, intama zitatane.’ 
MAT.26.32	Ariko nimara kuzuka, muzansanga muri Galileya.”
MAT.26.33	Petero aramubwira ati: “Ibigiye kukubaho naho bose byabaca intege, jye ndi bukomere nta kabuza!”
MAT.26.34	Yezu aramusubiza ati: “Ndakubwira nkomeje ko muri iri joro, inkoko ijya kubika umaze kunyihakana gatatu.”
MAT.26.35	Petero ati: “Naho byatuma mpfana nawe sindi bukwihakane na gato!”
MAT.26.35	Abandi bigishwa bose na bo bavuga batyo.
MAT.26.36	Nuko Yezu ajyana n'abigishwa be ahantu hitwa Getsemani. Bahageze arababwira ati: “Nimube mwicaye hano mu gihe ngiye hariya gusenga.” 
MAT.26.37	Maze ajyana na Petero na bene Zebedeyi bombi, atangira kugira agahinda n'ishavu. 
MAT.26.38	Nuko arababwira ati: “Agahinda mfite karenda kunyica. Nimugume hano mube maso hamwe nanjye.”
MAT.26.39	Nuko yigira imbere gato yikubita hasi yubamye, arasenga ati: “Data, niba bishoboka igiza kure yanjye iki gikombe cy'umubabaro
MAT.26.40	Nyuma asubira aho yasize abigishwa be asanga basinziriye, abaza Petero ati: “Bite se, ntimuruhije muba maso hamwe nanjye byibura isaha imwe? 
MAT.26.41	Mube maso kandi musenge kugira ngo mutagwa mu bishuko. Umutima w'umuntu ugira imigambi myiza, ariko umubiri wo ugira intege nke.”
MAT.26.42	Asubirayo arasenga ati: “Data, niba bidashoboka ko iki gikombe gica kure yanjye ntakinyoye, ibyo ushaka bibe.” 
MAT.26.43	Ahindukiye asanga na none basinziriye, kuko amaso yabo yari aremerewe n'ibitotsi.
MAT.26.44	Yongera kubasiga ajya gusenga ubwa gatatu, avuga amagambo nk'aya mbere. 
MAT.26.45	Nuko asubira aho yasize abigishwa be arababwira ati: “Mbese muracyasinziriye? Muriruhukiye?
MAT.26.46	Nimuhaguruke tugende, dore ungambanira araje.”
MAT.26.47	Akivuga ibyo, Yuda umwe muri ba bigishwa cumi na babiri aba araje. Yari kumwe n'igitero cy'abantu benshi, bitwaje inkota n'amahiri, boherejwe n'abakuru bo mu batambyi n'abakuru b'imiryango. 
MAT.26.48	Uwamugambaniraga yari yabahaye ikimenyetso ati: “Uwo nza kuramutsa musoma, araba ari we mumufate.”
MAT.26.49	Ako kanya Yuda asanga Yezu aramusuhuza ati: “Mwiriwe mwigisha.” Nuko aramusoma.
MAT.26.50	Yezu aramubwira ati: “Ncuti, kora ikikuzanye!”
MAT.26.50	Nuko ba bantu baratambuka, basumira Yezu baramufata. 
MAT.26.51	Ni bwo umwe mu bari kumwe na Yezu akuye inkota, ayikubita umugaragu w'Umutambyi mukuru amuca ugutwi. 
MAT.26.52	Nuko Yezu aramubwira ati: “Subiza inkota yawe mu rwubati, kuko umuntu wese urwanisha inkota na we azicishwa inkota. 
MAT.26.53	Mbese ntuzi ko nshobora gutabaza Data, agahita ampa imitwe y'ingabo y'abamarayika irenze cumi n'ibiri? 
MAT.26.54	Ariko se bibaye bityo Ibyanditswe byasohozwa bite, kandi bivuga ko ari uku bigomba kuba?”
MAT.26.55	Ubwo nyine Yezu ni ko kubaza igitero cy'abantu bari baje ati: “Kuki muje kumfata mwitwaje inkota n'amahiri nk'abagiye gufata igisambo? Iminsi yose nicaraga mu rugo rw'Ingoro y'Imana nigisha, ntimwamfashe. 
MAT.26.56	Ariko ibi byose bibereyeho kugira ngo ibyanditswe n'abahanuzi bibe.”
MAT.26.56	Maze abigishwa be bose baramutererana barahunga.
MAT.26.57	Abari bafashe Yezu bamujyana kwa Kayifa Umutambyi mukuru, abigishamategeko n'abakuru b'imiryango barahakoranira. 
MAT.26.58	Ubwo Petero amukurikirira kure aza kugera mu rugo rw'Umutambyi mukuru, arinjira yicarana n'abakozi baho, ashaka kureba amaherezo. 
MAT.26.59	Abakuru bo mu batambyi n'abandi bose bagize urukiko rw'ikirenga, bashakaga ibyo babeshyera Yezu kugira ngo bamwicishe, 
MAT.26.60	ariko ntibabibona nubwo hari haje benshi bo kumushinja ibinyoma. Nyuma haza kugoboka abantu babiri bati: 
MAT.26.61	“Uyu muntu yaravuze ngo: ‘Mbasha gusenya Ingoro y'Imana, nkongera nkayubaka mu minsi itatu.’ ”
MAT.26.62	Noneho Umutambyi mukuru arahaguruka, aramubaza ati: “Ko nta cyo usubiza ku byo aba bantu bagushinja?” 
MAT.26.63	Yezu aricecekera. Umutambyi mukuru ni ko kumubwira ati: “Nkurahije Imana nzima, utubwire niba ari wowe Kristo, Umwana w'Imana.”
MAT.26.64	Yezu aramusubiza ati: “Urabyivugiye. Byongeye kandi reka mbabwire, bidatinze muzabona Umwana w'umuntu yicaye ku ntebe ya cyami iburyo bw'Imana Nyirububasha, munamubone aje ku bicu byo ku ijuru.”
MAT.26.65	Umutambyi mukuru ni ko gushishimura imyambaro ye kugira ngo agaragaze ko bimushegeshe, maze aravuga ati: “Aratuka Imana! Turacyashaka abagabo b'iki se kandi? Dore namwe mumwiyumviye atuka Imana! 
MAT.26.66	Murabitekerezaho iki?”
MAT.26.66	Barasubiza bati: “Akwiriye gupfa!”
MAT.26.67	Nuko bamucira mu maso bamutera n'amakofi, abandi bamukubita inshyi bati: 
MAT.26.68	“Kristo, hanura. Ni nde ugukubise?”
MAT.26.69	Icyo gihe Petero yari yicaye hanze mu rugo. Umwe mu baja aramwegera aramubwira ati: “Nawe wari kumwe na Yezu wo muri Galileya!”
MAT.26.70	Petero ahakanira imbere ya bose ati: “Sinzi icyo ushaka kuvuga!” 
MAT.26.71	Ahavuye agana ku irembo undi muja aramubona, abwira abari aho ati: “Uyu yari kumwe na Yezu w'i Nazareti!”
MAT.26.72	Petero yongera guhakana ndetse ararahira ati: “Uwo muntu simuzi!”
MAT.26.73	Hashize akanya, abari aho basanga Petero baramubwira bati: “Ni ukuri nawe uri uwo muri bo, yewe n'imvugo yawe irakuranga!”
MAT.26.74	Nuko Petero atangira kwivuma no gucurikiranya indahiro ati: “Uwo muntu simuzi!”
MAT.26.74	Ako kanya inkoko irabika. 
MAT.26.75	Petero ni ko kwibuka ijambo Yezu yari yavuze ati: “Inkoko irajya kubika umaze kunyihakana gatatu.” Asohoka ashavuye, ararira cyane.
MAT.27.1	Igitondo gitangaje, abakuru bose bo mu batambyi n'abakuru b'imiryango bajya inama yo kwicisha Yezu. 
MAT.27.2	Bamaze kumuboha baramujyana, bamushyikiriza Umutegetsi Pilato.
MAT.27.3	Nuko Yuda wamugambaniye abonye ko Yezu yaciriwe urwo gupfa yicuza ibyo yakoze, asubiza abakuru bo mu batambyi n'abakuru b'imiryango bya bikoroto mirongo itatu by'ifeza, 
MAT.27.4	aravuga ati: “Nakoze ishyano kuko nagambaniye amaraso y'umuntu w'umwere.”
MAT.27.4	Baramubwira bati: “Ibyo ni ibyawe twe ntibitureba.”
MAT.27.5	Ajugunya bya bikoroto mu rugo rw'Ingoro y'Imana, avayo ajya kwimanika.
MAT.27.6	Abakuru bo mu batambyi bafata ibyo bikoroto baravugana bati: “Ntibikwiriye ko dushyira aya mafaranga hamwe n'amaturo yandi, kuko yaguzwe amaraso y'umuntu.” 
MAT.27.7	Bamaze kujya inama, bayagura umurima wari uw'umubumbyi, kugira ngo ube irimbi ryo guhambamo abatari Abayahudi. 
MAT.27.8	Bituma witwa “Umurima w'Amaraso” kugeza na n'ubu.
MAT.27.9	Kwari ukugira ngo bibe nk'uko byavuzwe n'umuhanuzi Yeremiya ngo: “Bakiriye ibikoroto mirongo itatu by'ifeza, ari cyo giciro Abisiraheli bari biyemeje kumugura. 
MAT.27.10	Babigura umurima w'umubumbyi nk'uko Nyagasani yari yarantegetse.”
MAT.27.11	Yezu ageze imbere y'umutegetsi, uwo mutegetsi aramubaza ati: “Ni wowe mwami w'Abayahudi?”
MAT.27.11	Yezu ati: “Urabyivugiye.” 
MAT.27.12	Abakuru bo mu batambyi n'abakuru b'imiryango baramurega, ariko ntiyagira icyo asubiza.
MAT.27.13	Nuko Pilato aramubaza ati: “Ntiwumva ibyo byose bagushinja?”
MAT.27.14	Yezu ntiyagira icyo amusubiza kuri ibyo birego byose. Umutegetsi abibonye aratangara cyane.
MAT.27.15	Ku munsi mukuru wa Pasika, umutegetsi w'Umunyaroma yari amenyereye kurekurira rubanda imfungwa imwe bashakaga. 
MAT.27.16	Icyo gihe bari bafite imfungwa y'ikirangirire yitwaga Baraba. 
MAT.27.17	Nuko Pilato abaza abantu bakoraniye aho ati: “Uwo mushaka ko mbarekurira ni nde, Baraba cyangwa Yezu witwa Kristo?” 
MAT.27.18	Pilato yari azi ko bamugabije Yezu babitewe n'ishyari.
MAT.27.19	Igihe Pilato yari yicaye kugira ngo ace urubanza, umugore we amutumaho ati: “Uramenye ntugire icyo ukora kuri uwo muntu, ni umwere. Naraye ndose byinshi kuri we byambabaje.”
MAT.27.20	Ariko abakuru bo mu batambyi n'abakuru b'imiryango bemeza rubanda gusaba Umutegetsi ngo abarekurire Baraba, yicishe Yezu. 
MAT.27.21	Nuko arababaza ati: “Muri aba bombi uwo mushaka ko mbarekurira ni nde?”
MAT.27.21	Baramusubiza bati: “Ni Baraba.”
MAT.27.22	Pilato arababaza ati: “None se Yezu witwa Kristo mugire nte?”
MAT.27.22	Bose bati: “Nabambwe ku musaraba!”
MAT.27.23	Pilato ati: “Kuki? Ikibi yakoze ni ikihe?”
MAT.27.23	Barushaho gusakuza bati: “Nabambwe!”
MAT.27.24	Pilato abonye ko arushywa n'ubusa ahubwo ko bigiye gucika, atumiza amazi maze akarabira imbere ya rubanda, aravuga ati: “Amaraso y'uyu muntu ntazambarweho. Birabe ibyanyu!”
MAT.27.25	Bose barasubiza bati: “Amaraso ye araduhame ahame n'abana bacu!”
MAT.27.26	Pilato ni ko kubarekurira Baraba. Ategeka ko Yezu abambwa ku musaraba bamaze kumukubita ibiboko.
MAT.27.27	Nuko abasirikari bajyana Yezu mu gikari cy'ingoro y'umutegetsi, maze abasirikari bose baramukikiza. 
MAT.27.28	Bamucuza imyambaro bamwambika umwitero utukura. 
MAT.27.29	Bazingazinga ikamba ry'amahwa barimutamiriza ku mutwe, bamufatisha ikibingo mu kuboko kw'iburyo. Nuko bakajya bamupfukamira bamushinyagurira bati: “Urakarama Mwami w'Abayahudi!” 
MAT.27.30	Bakamuvundereza amacandwe, bagafata na cya kibingo bakakimukubita mu mutwe. 
MAT.27.31	Nuko bamaze kumushinyagurira batyo bamwambura wa mwitero utukura, bamusubiza imyambaro ye. Nuko bamujyana kumubamba ku musaraba.
MAT.27.32	Bagisohoka mu mujyi bahura n'umuntu ukomoka i Sirene witwaga Simoni, baramufata kugira ngo atware umusaraba wa Yezu. 
MAT.27.33	Bageze ahitwa Gologota ari ko kuvuga “ahitiriwe igihanga”, 
MAT.27.34	bamuha divayi ivanze n'indurwe
MAT.27.35	Nuko bamubamba ku musaraba, bigabanya imyambaro ye bakoresheje ubufindo.
MAT.27.36	Birangiye bicara aho baramurinda. 
MAT.27.37	Hejuru y'umutwe we, bahamanika itangazo ry'icyo yaregwaga, ngo “Uyu ni Yezu Umwami w'Abayahudi.” 
MAT.27.38	Yari abambanywe n'abambuzi babiri, umwe iburyo undi ibumoso.
MAT.27.39	Abahisi baramutukaga bakazunguza umutwe bati: 
MAT.27.40	“Wowe wasenya Ingoro y'Imana ukayubaka mu minsi itatu, ngaho ikize! Niba uri Umwana w'Imana ivane ku musaraba turebe!”
MAT.27.41	Abakuru bo mu batambyi hamwe n'abigishamategeko n'abakuru b'imiryango, na bo bamushinyaguriraga bamuseka bati: 
MAT.27.42	“Yakijije abandi none ananiwe kwikiza! Umva ko ari Umwami w'Abisiraheli, ngaho namanuke ku musaraba ni bwo tumwemera! 
MAT.27.43	Yiringiye Imana avuga ngo ‘Ndi Umwana wayo’, none reka turebe ko imurokora umva ko imukunda!”
MAT.27.44	Ndetse na ba bambuzi bari babambanywe na we ni ko bamutukaga.
MAT.27.45	Uhereye saa sita, mu gihugu cyose
MAT.27.46	Ahagana mu masaa cyenda Yezu avuga aranguruye ati: “Eli, Eli, lama sabakitani?” Ni ukuvuga ngo: “Mana yanjye, Mana yanjye, ni iki gitumye untererana?”
MAT.27.47	Bamwe mu bari bahagaze aho babyumvise baravuga bati: “Aratabaza Eliya.” 
MAT.27.48	Umwe muri bo ahita yiruka, afata icyangwe acyinika muri divayi isharira, agihambira ku kibingo akimushyira ku munwa kugira ngo akinyunyuze. 
MAT.27.49	Abandi baravuga bati: “Mureke turebe ko Eliya aza kumutabara!”
MAT.27.50	Yezu yongera kurangurura ijwi, aherako avamo umwuka.
MAT.27.51	Nuko mu Ngoro y'Imana umwenda wakingirizaga Icyumba kizira inenge cyane
MAT.27.52	Imva zirakinguka, intore z'Imana nyinshi zapfuye zirazuka. 
MAT.27.53	Yezu amaze kuzuka, ziva mu mva zigera i Yeruzalemu umujyi Imana yitoranyirije, zibonekera abantu benshi.
MAT.27.54	Umukapiteni n'abasirikari be barindaga Yezu bumvise umutingito w'isi, kandi babonye ibindi byabaye, baratinya cyane baravuga bati: “Ni ukuri uyu muntu yari umwana w'Imana!”
MAT.27.55	Hari n'abagore benshi babireberaga kure, ni bo bakurikiye Yezu kuva muri Galileya bamufasha imirimo. 
MAT.27.56	Barimo Mariya w'i Magadala na Mariya nyina wa Yakobo na Yozefu, na nyina wa bene Zebedeyi.
MAT.27.57	Bugiye kwira haza umugabo w'umukire witwaga Yozefu, ukomoka mu mujyi wa Arimateya, yari umwigishwa wa Yezu. 
MAT.27.58	Ajya kwa Pilato amusaba umurambo wa Yezu. Pilato ategeka ko bawumuha. 
MAT.27.59	Nuko Yozefu ajyana uwo murambo, awuhambira mu mwenda wera utanduye. 
MAT.27.60	Aherako awushyingura mu mva ye nshya yari yarakorogoshoye mu rutare, nyuma ahirikiraho ibuye rinini, arikingisha umuryango maze arataha. 
MAT.27.61	Mariya w'i Magadala na Mariya wundi basigara bicaye ahateganye n'imva.
MAT.27.62	Umunsi w'imyiteguro y'isabato urangiye, bukeye bwaho abakuru bo mu batambyi n'Abafarizayi bateranira kwa Pilato, 
MAT.27.63	baramubwira bati: “Nyakubahwa, twibutse ko wa mubeshyi akiriho yavuze ati: ‘Nzazuka iminsi itatu ishize.’ 
MAT.27.64	Nuko rero, mutegeke ko barinda imva kugeza ku munsi wa gatatu, kugira ngo abigishwa be bataza kwiba umurambo bakabeshya rubanda ngo ‘Yazutse’, maze icyo kinyoma cya nyuma kikaruta icya mbere.”
MAT.27.65	Pilato arababwira ati: “Ngaba abasirikari, mugende muyirinde uko mushoboye.”
MAT.27.66	Nuko baragenda badanangira umuryango w'imva, bashyira ikimenyetso kuri rya buye bahasiga n'abasirikari.
MAT.28.1	Isabato ishize, ku cyumweru ari wo munsi wa mbere, Mariya w'i Magadala na Mariya wundi baza mu museke kureba imva. 
MAT.28.2	Ako kanya haba umutingito w'isi ukomeye, umumarayika wa Nyagasani amanuka mu ijuru, araza yigizayo rya buye aryicaraho. 
MAT.28.3	Yarabagiranaga nk'umurabyo n'imyambaro ye yeraga de. 
MAT.28.4	Abarinzi bamurabutswe bagira ubwoba bwinshi, bahinda umushyitsi bamera nk'abapfuye.
MAT.28.5	Umumarayika abwira abagore ati: “Mwitinya! Nzi ko mushaka Yezu umwe babambye ku musaraba 
MAT.28.6	ariko ntari hano, yazutse nk'uko yari yarabivuze. Nimuze murebe aho yari aryamye. 
MAT.28.7	Noneho mwihute mubwire abigishwa be muti: ‘Yazutse kandi agiye kubategerereza muri Galileya, ni ho muzamusanga.’ Ngubwo ubutumwa nari mbafitiye.”
MAT.28.8	Bava ku mva bwangu bafite ubwoba buvanze n'ibyishimo byinshi, biruka bajya kumenyesha abigishwa ba Yezu iyo nkuru.
MAT.28.9	Noneho Yezu ahura na bo arababwira ati: “Ndabaramutsa!” Baramwegera bamwikubita imbere, bamufata ibirenge baramuramya. 
MAT.28.10	Yezu ni ko kubabwira ati: “Mwitinya! Mugende mubwire abavandimwe banjye bajye muri Galileya, ni ho bazambonera.”
MAT.28.11	Abagore bakiri mu nzira, bamwe mu basirikari barindaga imva bajya mu mujyi, maze batekerereza abakuru bo mu batambyi ibyari byabaye byose. 
MAT.28.12	Abo batambyi baterana n'abakuru b'imiryango bajya inama, baha abasirikari amafaranga menshi 
MAT.28.13	barababwira bati: “Mujye muvuga ko abigishwa be baje nijoro bakamwiba musinziriye. 
MAT.28.14	Umutegetsi naramuka abimenye, tuzamugusha neza dutume mudakurikiranwa.”
MAT.28.15	Abarinzi bamaze gushyikira amafaranga bagenza uko babwirijwe. Nuko iyo nkuru yamamara mu Bayahudi kugeza na n'ubu.
MAT.28.16	Nuko abo bigishwa cumi n'umwe bajya muri Galileya ku musozi Yezu yari yarabarangiye. 
MAT.28.17	Bamubonye baramuramya, ariko bamwe barashidikanya. 
MAT.28.18	Yezu arabegera arababwira ati: “Nahawe ubushobozi kuri byose mu ijuru no ku isi. 
MAT.28.19	Nuko rero nimugende muhindure abo mu mahanga yose babe abigishwa banjye, mubabatize mu izina rya Data n'Umwana we na Mwuka Muziranenge, 
MAT.28.20	mubigishe gukurikiza ibyo nabategetse byose, kandi dore ndi kumwe namwe iminsi yose kugeza ku mperuka y'isi.”
MRK.1.1	Ngiyi intangiriro y'Ubutumwa bwiza bwerekeye Yezu Kristo Umwana w'Imana. 
MRK.1.2	Byanditswe mu gitabo cy'umuhanuzi Ezayi ngo:
MRK.1.2	“Dore nohereje intumwa yanjye mbere yawe,
MRK.1.2	kugira ngo igutunganyirize inzira.
MRK.1.3	Nimwumve ijwi ry'urangururira mu butayu ati:
MRK.1.3	‘Nimutunganye inzira ya Nyagasani,
MRK.1.3	muringanize aho azanyura.’ ”
MRK.1.4	Yohani yatungutse mu butayu atangaza ko abantu bagomba kwihana bakabatizwa, kugira ngo bababarirwe ibyaha.
MRK.1.5	Icyo gihe abaturage bo mu ntara yose ya Yudeya n'abo mu murwa wayo wa Yeruzalemu bose basangaga Yohani, akababatiriza mu ruzi rwa Yorodani, bemerera mu ruhame ibyaha byabo.
MRK.1.6	Yohani yambaraga umwambaro uboheshejwe ubwoya bw'ingamiya,
MRK.1.7	akajya atangaza ati: “Nyuma yanjye hagiye kuza undusha ububasha, ntibinkwiriye no kunama ngo mbe napfundura udushumi tw'inkweto ze. 
MRK.1.8	Jyewe ndababatirisha amazi, ariko we azababatirisha Mwuka Muziranenge.”
MRK.1.9	Muri iyo minsi Yezu ava i Nazareti yo muri Galileya, maze Yohani amubatiriza muri Yorodani. 
MRK.1.10	Yezu akiva mu mazi abona ijuru rirakingutse, na Mwuka w'Imana amumanukiraho asa n'inuma. 
MRK.1.11	Nuko humvikana ijwi ry'uvugira mu ijuru ati: “Uri Umwana wanjye nkunda cyane, ni wowe nishimira.”
MRK.1.12	Mwuka w'Imana aherako amujyana mu butayu, 
MRK.1.13	ahamara iminsi mirongo ine ageragezwa na Satani. Yahabanaga n'inyamaswa, abamarayika ari bo bamukorera.
MRK.1.14	Yohani amaze gufungwa
MRK.1.15	“Igihe kirageze, ubwami bw'Imana buregereje. Nimwihane maze mwemere Ubutumwa bwiza.”
MRK.1.16	Nuko Yezu anyura iruhande rw'ikiyaga cya Galileya, abona Simoni
MRK.1.17	Yezu arababwira ati: “Nimunkurikire
MRK.1.18	Bahita basiga aho imitego yabo baramukurikira.
MRK.1.19	Yigiye imbere ho gato abona Yakobo na Yohani bene Zebedeyi. Na bo bari mu bwato batunganya imitego barobeshaga. 
MRK.1.20	Ako kanya Yezu arabahamagara. Nuko basiga se Zebedeyi n'abakozi be mu bwato baramukurikira.
MRK.1.21	Nuko bagera i Kafarinawumu. Ku munsi w'isabato Yezu ajya mu rusengero rw'Abayahudi atangira kwigisha. 
MRK.1.22	Abaho batangazwa cyane n'imyigishirize ye, kuko atigishaga nk'abigishamategeko, ahubwo we yigishaga nk'ufite ubushobozi.
MRK.1.23	Ako kanya mu rusengero haboneka umuntu wahanzweho n'ingabo ya Satani, avuga aranguruye ati: 
MRK.1.24	“Yezu w'i Nazareti, uradushakaho iki? Mbese wazanywe no kuturimbura? Nzi uwo uri we, ni wowe Muziranenge wavuye ku Mana.”
MRK.1.25	Yezu acyaha iyo ngabo ya Satani ati: “Ceceka muvemo!”
MRK.1.26	Nuko itigisa uwo muntu bikabije maze imuvamo ivuza induru. 
MRK.1.27	Bose barumirwa bigeza aho babazanya bati: “Ibi ni ibiki? Mbega inyigisho nshya! Arategekana ububasha ingabo za Satani na zo zikamwumvira!”
MRK.1.28	Bidatinze inkuru ye yamamara mu karere kose ka Galileya.
MRK.1.29	Bakiva mu rusengero Yezu ajya kwa Simoni na Andereya, ari kumwe na Yakobo na Yohani. 
MRK.1.30	Bagezeyo basanga nyirabukwe wa Simoni aryamye ahinda umuriro. Ako kanya babwira Yezu iby'uburwayi bwe. 
MRK.1.31	Yezu aramusanga, amufata ukuboko aramwegura. Nuko umuriro urazima, arabyuka arabazimanira.
MRK.1.32	Nimugoroba izuba rirenze
MRK.1.33	Abaturage b'umujyi bose bari bateraniye ku irembo. 
MRK.1.34	Nuko akiza abantu benshi bari barwaye indwara zitari zimwe, amenesha n'ingabo nyinshi za Satani zari mu bantu. Ariko ntiyazikundira kuvuga kuko zari zamumenye.
MRK.1.35	Bukeye bwaho Yezu abyuka kare mu rukerera, ajya ahantu hiherereye arasenga. 
MRK.1.36	Simoni na bagenzi be bajya kumushaka. 
MRK.1.37	Bamubonye baramubwira bati: “Abantu bose baragushaka.”
MRK.1.38	Arabasubiza ati: “Ahubwo nimuze tujye mu yindi misozi idukikije, na ho namamazeyo Ubutumwa bwiza kuko ari cyo cyanzanye.” 
MRK.1.39	Nuko azenguruka Galileya yose avuga Ubutumwa bwiza, abutangariza mu nsengero zaho kandi amenesha ingabo za Satani zari mu bantu.
MRK.1.40	Nuko umuntu urwaye ibibembe asanga Yezu aramupfukamira, aramubwira ati: “Ubishatse wankiza.”
MRK.1.41	Yezu amugirira impuhwe, arambura ukuboko amukoraho agira ati: “Ndabishaka kira.” 
MRK.1.42	Ako kanya ibibembe bimushiraho arakira. 
MRK.1.43	Yezu ahita amusezerera amwihanangiriza ati: 
MRK.1.44	“Uramenye ntugire uwo ubibwira. Icyakora ujye kwiyereka umutambyi maze uture igitambo cyo guhumanurwa nk'uko Musa yabitegetse, bibabere icyemezo cy'uko wakize.”
MRK.1.45	Nyamara uwo muntu akimara kuva aho atangira kubyamamaza, abibwira umuhisi n'umugenzi bigeza aho Yezu yari atakigenda mu mijyi ku mugaragaro, ahubwo akigumira mu gasozi ahantu hadatuwe, akaba ari ho abantu bamusanga baturutse hirya no hino.
MRK.2.1	Hashize iminsi mike Yezu agaruka i Kafarinawumu, abantu bamenya ko ari imuhira
MRK.2.2	Hateranira abantu benshi buzura mu nzu, ku buryo nta kanya na busa kabonekaga haba no mu muryango. Yezu atangira kubabwira Ijambo ry'Imana. 
MRK.2.3	Haza abantu bamuzaniye umuntu umugaye ahetswe na bane muri bo. 
MRK.2.4	Basanga badashoboye kumugeza aho Yezu ari kuko hari abantu benshi. Nuko basambura igisenge cy'inzu
MRK.2.5	Yezu abonye ukwizera kwabo abwira uwo murwayi ati: “Mwana wanjye, ibyaha byawe urabibabariwe.”
MRK.2.6	Bamwe mu bigishamategeko bari bicaye aho barabazanya bati: 
MRK.2.7	“Uriya atewe n'iki kuvuga atyo? Aratuka Imana
MRK.2.8	Ako kanya Yezu amenya ibyo batekereza, ni ko kubabaza ati: “Ni iki kibateye gutekereza mutyo? 
