MAT.1.1	Yesus Kristus, opirati Daud muno Abraham aya ajavip, avaki no susye so rai:
REV.2.29	Syare wadanide, are pirati amarikoame rasakinavo Anawayo Vambunine ama ayao mo raura anugano Amisye mansaije rai, weamo po ranaun.”
REV.3.1	Umba Yesus po raura rinai pare, “Syare nyo Sya ayaowe so ratoe ndanutu irati naito Amisy po Anugano Amisy una no munijo Sardis maeranande ai, maisyare so:
REV.3.1	Risyirati ibe akarive Amisye apa anawayo vambunine kaururum mansai muno Syo tume kaururum raijaro inaneme rai. Risyo ana wapo rave raen. Vatane ware weapamo ta wakova, weramu Syo wasaen wakakaija. Sya ayao mi so:
REV.3.2	Wabesea! Vemo wamaindi jakato nora! Wapo wapa anave raijasea mbambunin akato, weye Syo wasaen wapa anave soamo mamaun dave, kavintare raumandi kobe. Muno Syo wasaen wapa ana wadaveye mamai dainy no Sya Amisye amune rai. 
REV.3.3	Weti syare wasaemen ananyao tugae wapo ranaun muno wapanave rai to rai. Syare wabeta rai muno wasakinavo wapa ayao kakaije rai. Weye wapare wamaindi tutir, indati syakare Syo mangke raugaje wasai. Syakare mamo maisyare vatano anaonoanoe, weye Sya ide wemamo mbe papabe, ti nandui rati ide wasai omamo weapantatukambe rai.
REV.3.4	Weramu Anugano Amisyo wana no Sardis weap, vatane inta una no wapa yasyin wo taune mansanuga raeranande ti ngkakavimbe. Weti arono munije ama akari, indati wo ansuno mpoper rave umba Risye wenawe reamanya tenambe, weye Syo mansaen onawamo umamaisy. 
REV.3.5	Are pirati bambunin po ayao mamun mine so rapinde, weamo indati Syo ansuno mpopere raunanto po rave taije maisy. Muno Syo apa tame raupaisyo Sya bukuge raije ramu, namirati mo vatano ukova nuge nuganui awa tame ratoe rai. Muno indati Syo aura Sya Injaya ai muno Apa naite mansai tavon syare, ‘Sopamo Sya arikainy tavondi Rinai pi so.’
REV.3.6	Syare wadanide, are pirati amarikoame rasakinavo Anawayo Vambunin ama ayao mo raura anugano Amisy mansaije rai, weamo po ranaun.”
REV.3.7	Umba Yesus po raura rinai jakato pare, “Syare nyo Sya ayaowe so ratoe ndanutu irati naito Amisy po Anugano Amisy una no munijo Piladelpia maeranande ai, maisyare so:
REV.3.7	Risyirati kakavimbe muno tugae. Risyirati Syo Daud apa kepo
REV.3.8	Syo wapa ana wadave raen tenambe. Waperade! Syo unsanda rausiso wasai muno vatane inta po rauguji akato kakai. Syo raen wamayondi, weramu weatavondi Sya ayaowe rai tutir muno weapo inamamarave ramu. 
REV.3.9	Wadanide! Vatano Anakakai Akoe be akarive mansai inta wo taune mawain ware onawamo vatano Yahudi, weramu jewen, weti onawamo wayarurijabe. Indati Syo vatano wayarurijabe umaso mantitidi ude anugano Amisy wasai, wo vukane ranteter no wasamune rai indamu wo raura wasai ware, ‘Tugae, Amisy Yesus muinyo wasai.’ 
REV.3.10	Syo ananyao raugaje wasai to indamu wasatawandi tutir, muno Syo wasaen wabeta Sya ananyao umaso rai ti mamai to. Maisyare omai ti, arono indati siurijo manakoe nande mine so rai tenambe indamu mo vatano mine so matopan, syare Syo wasaoraijo rai jaje.
REV.3.11	Syavave ide. Ide ti Sya ananyao wemirati wapo rarijat, syare wapo raijar matuve, indamu vemo vatane inta po wasaponae ti kovo ntuna mo wasanyut no munijo ntiti raumandijo wasai nora. 
REV.3.12	Are pirati bambunin po ayao mamun mine so rapinde, opirati Syo atayao da aurata irati ajijo mo Yavaro Amisy no munijo ntiti ratugar matu ti nteta nuge nuganui. Maisyare omaisyamo vatane umaso indati puje rai jakatoe ramu, yara tuna no naijea nuge nuganui. Syo sya Amisye apa tame ratoe vatane so ai muno Sya Amisye apa munije ama tame ratoe ai tavon. Apa munije rawainamo Yerusalem Nggwanyin, namirati no no munijo ntiti indati maje no mine vone so rai. Muno indati Syo sya tamo wanyine ratoe anakea rai tavon.
REV.3.13	Syare wadanide, are pirati amarikoame rasakinavo Anawayo Vambunin ama ayao mo raura anugano Amisy mansaije rai, weamo po ranaun.”
REV.3.14	Umba Yesus po raura rinai pare, “Syare nyo Sya ayaowe so ratoe ndanutu irati naito Amisy po Anugano Amisy una no munijo Laodikia maeranande ai, maisyare so:
REV.3.14	Risyamo Sya tame mirati Tugae,
REV.3.15	Weapamo wasaurata irati mana nanayaodi rai, mamoane jewen muno nanayao dave jewen,
REV.3.16	Maisyare omai ti, indati Syo wasanyanyipube weye syonayo wasai! Weye weapamo wasaurata irati mana nanayaodi vayave rai, mamoane jewen muno nanayao jewen. 
REV.3.17	Wapo raura wapare, ‘Reama ananuge manui, weti anakotar reamaura rai mamo mamai to, inta meweno reansaije ramu.’ Weramu weapantatukambe rave! Inaemeno wasai weye wapa anave meweno wasai. Wasami ntuba muno weasarokanive weye ana wadave ti ngko dave meweno wasai. 
REV.3.18	Maisyare omai ti, Syo ananyao raugaje wasai indamu wapo emasijo no no Rinai ramavun, omamo emasijo kakui,
REV.3.19	Vatano rui nawirati Rimuinyo mansai, weamo Syo awa ayao kakai raura kakavimbe nanto mai muno Syo manepat indamu ubeta Sya ananyao rai. Weti syare wapo Sya bekere rarijat muno wasakinavo wapa ayao kakai rai. 
REV.3.20	Wadanide! Ritet no wapa unsanda uje rai, Syo wapa tame rawain. Ranivara vatane inta po inanamote ranaun ti puje po unsanda rausiso Inai, weamo risiso inanto ai, ririmisyisy kava. 
REV.3.21	Are nawirati bambunin wo ayao mamuno mine so rapinde, Syo mansamayaro ube akarive inatavon, maisyare muno Risyo ayao mamuno mine so rapinde, weti soamo ibe akarive Injayo Amisy atavon.
REV.3.22	Syare wadanide, are pirati amarikoame rasakinavo Anawayo Vambunin ama ayao mo raura anugano Amisy mansaije rai, weamo po ranaun.”
REV.4.1	Naije akato risyo ana inta raen akato: Tugae rave, unsanda inta rapaya no munijo ntiti warae. Umba anamote inta ngkin akato, omamo anamoto idanaun to arono wusyinoe, ama kine maisyare tavuna Amisye ramaisy, mo raura mare: “Winandesen no so, Syo ana inta rarorono nai, ana indati mare nande kobe rai.” 
REV.4.2	Naije kobe Anawayo Vambunine mo inausuru tenambe, ti syo kursijo titi inta raen no munijo ntiti muno kursije umaso Vatane inta tuna rai. 
REV.4.3	Vatano tuna kursijo titi umaso rai opamo amune mba dave maisyare oramo mamani ntumbeowe ama mangke nseo rave. Umba kursijo titi umaso mamo eve ngkaipi dai, ngkenav maisyare oramo ama ntumbe njayaibe ramaisy. 
REV.4.4	Umba kursijo kaijinta ama manui ma tenamara eane mambisy nsasaiyo kursijo titi umaso rakiani, muno vatano ube akarive inta nawirati utantuna rai. Wo ansuno mpopere rave vintabo muno wo sapeo emasije raijasea ntuna makari vone rai. 
REV.4.5	Nai kursijo titi umaso rai ivak akokoe ratatukande muno katitire ravabari mo nuge rambayar tenambe. Muno kursijo titi ama usye umaso rai yawainye kaururum, wemirati mbadurur kobe no naije. Wemamo Amisye apa anawayo vambunino kaururumo wemije. 
REV.4.6	Naije tavon kursijo titi umaso ama usye mamo maisyare nawanano ndandini dave, maisyare kansina wemaisy.
REV.4.6	Muno ana akokoe Amisye po manari inta yano mambisy usayai no kursijo titi umawe rakijani. Onawamo mamije manui no makijani tenambe, weti no mamune rai muno no makiri rai tenambe tavon. 
REV.4.7	Ana akokoe Amisye po manari umaso inta maisyare singa amaisy, jirume pamo maisyare sapijo anya amaisy, mandeije pamo amune mo vatane mansamaisy, umba mambisye pamo maisyare insani mangkangkan badirir amaisy. 
REV.4.8	Ana mambisye umawe nawamo nanentabo awa pepake nande mansai. Inta apa pepake nanto no kawije intabo. Ranijo makasyo no uga mamo mansami no rai tenambe. Namane rinit ukiny tutir, wo Amisye ararimbe ware,
REV.4.8	“Amisyo winy, Winyamo ngkakavin dave!
REV.4.8	Ngkakavin dave pi Winy!
REV.4.8	Nya vambunine ntiti mo vambunino kaijo rui rakivan tenambe!
REV.4.8	Winyamo wusyinoe no to muno Winya soamo no kobe,
REV.4.8	muno Winya nugo makare umu no tutir!”
REV.4.9	Ana mambisye umawe nanao wo ransyerano ngkangkamane raijaseo Amisye ai, wo aura titive, muno wo kove raura seo Ai, napi tuna no kursijo titi rai, Opi kova noa nuge nuganui. Arono ana mambisy umaso ware usambayambe tai maisy, 
REV.4.10	weamo vatano ube akarive mansano tenamara eane mambisy umawe wo vukane ranteter, ubeaje irati Napi tuna no kursijo titi raije Ai, opirati kova noa nuge nuganui. Naije wo awa sapeo rapapaya, wo raugaje ntuna no kursijo titi ama usye, wo raura ware:
REV.4.11	“Amisy, reama Amisy!
REV.4.11	Winyirati nyo anakotare ranari tenambe,
REV.4.11	Nyo ranari mamaisyo Nya bekere obo rai.
REV.4.11	Maisyare omai ti, Wibuin nyirati mamai dave,
REV.4.11	weti reamo nararimbe, Nya kove ntiti rave,
REV.4.11	muno reamo naijaseo titive.
REV.4.11	Winyirati wimbe akarive nuge so rai tenambe!”
REV.5.1	Naije syerato syo nyovara wao raakuvi inta raen no Napi tuna no kursijo titi anem ngkove rai. Ayao ratoe nyovara wao raakuvi umaso ama uga muno ama akiri rai weti ntairi tenambe, muno wararandeme rave ama pame ranavit susye kaururum. 
REV.5.2	Muno syo naito Amisye inta aen, opamo bambunin dave. Naije gwain akoeve pare, “Are pirati indati mamaisyo po ayao Amisyo ratoe nyovara wao raakuvi so ama wararandeme rapapaya indamu po raniku?” 
REV.5.3	Weramu nai munijo ntiti muno mine vone so muno mine so ama ate waraya, vatane inta no no nugo ratodi so indamu puje po nyovara wao raakuvi so raniku muno po ama ayao raen, inta bambunin dai ramu. 
REV.5.4	Weti risyo ranyanyut, syoyova mansasiraki rave, weye vatane inta mamai da po ayao Amisy uma raakuvi we raniku jewen muno po ama uga raen tavone mamo jewen tenambe. 
REV.5.5	Naije vatano ube akarive mansano tenam eane mambisy umawe nanawirati utantuna no Amisye apa kursijo titi ama usye rai inta po raura rinai pare, “Vemo nyoyov inya! Ndaen: Yesus Kristus wepi mamaisyo Po wararandemo mo ranavite kaururum rapapaya muno nyovara wao raakuvi raniku, weye Opirati po Anakakai Akoe apinde to weti Wepi po ransui. Opamo ‘Singa Susyo Yehuda’ waino Ai, weye opamo wama Akarijo Akoe pije. Muno Opamo Daud apa ajavi apa tame ntiti pije.”
REV.5.6	Arono naije syo inta raen dijati akato, maero Domba Tuvane te no kursijo titi umawe ama yasyine rai. Muno ana akokoe Amisye po manari yano mambisy umawe wo akianiri muno vatano ube akarive mansano tenam eane mambisy we mansautan tenambe. Domba Tuvane umaso maisyare aotar aubai to. Apa korodoai ntatipu Ai omamo kaururum. Amije kaururum ntavon, wemamo Amisye apa anawayo vambunine kaururumo wemije, Po ratutir nde mine so rai tenambe to. 
REV.5.7	Naije kobe Domba Tuvane nande no Amisy napi tuna no kursijo titi raije Ai. Nyovara wao raakuvi Amisye po raijaro aneme ngkove rai mi Domba Tuvane pavakananto rai Po raugav. 
REV.5.8	Arono Domba Tuvane pavakananto rai Po raugav, ana akokoe Amisye po manari mambisye umawe nao muno vatano ube akarive mansano tenamara eane mambisye umawe nao wo awa vukane ranteter no Domba Tuvane amune rai. Umbawe wo kecapi raija tetebe muno wo kapijo emasi veano kemenyane raveasyai ti ntairi raijar tavon. Kemenyane umaso ramer ti ama kijaowe nseo, ranavane nsainy. Kemenyane ama kijaowe somamo Amisye apa kawasae awa sambayane ma. 
REV.5.9	Umba ukinyo ansyerano wanyine inta rai, wo Domba Tuvane ararimbe:
REV.5.9	“Winyirati mamaisy Nyo ayao Amisy ratoe nyovara wao raakuvi raugav,
REV.5.9	muno Winyirati mamaisy Nyo ama wararandemo mo ranavit rapapaya.
REV.5.9	Weye Winyirati naubai to muno Nya mavugo nsororop indamu Nyo vatane mansamavuno Amisye amarom:
REV.5.9	vatane kotaro ntuna no mine waraya—awa susye, awa ayaowe, awa kawasae, awa munije rui vayave.
REV.5.10	Soamo Nyo vatane umaso manugan ti wimbe akarive mai tenambe,
REV.5.10	muno Nyo matayao indamu ube syembe wanapatambe wama Amisye ai,
REV.5.10	muno ube akarive no mine waraya rai.”
REV.5.11	Naije akato syo inta raen akato, idaniva naito Amisye inta wanui rave manamote ranaun. Naito Amisye umaso wanui nanto no ribuge raija nseo no juta rai, weti awa wanui nseo rave. Usea nara wo Amisye apa kursijo titi rawariki. Wo ana akokoe mambisy umawe muno vatano ube akarive mansano tenamara eane mambisy umawe makiani tenambe. 
REV.5.12	Umba wanugan tenambe, ukinyo manamoto manakoe rai, awa ansyerane mi so:
REV.5.12	“Domba Tuvano winy, Winyamo naubai to,
REV.5.12	weti Wibuin nyirati mamaisy!
REV.5.12	Weti reamo nararimbe muno reamo naura titive weye
REV.5.12	Winyamo wimbe akarive nuge so rai tenambe,
REV.5.12	muno nyaura anakotare rai tenambe,
REV.5.12	nakarikuga mba dave, muno Winyamo mbambunin dave!
REV.5.12	Weti reamo naijaseo titive,
REV.5.12	Nya kove ntiti rave!
REV.5.12	Tugae, reangkangkamambe Nai!”
REV.5.13	Idaniv akato mamo anakotaro ranari tenambe ti no no naumo warae ma, nde no mine vone so rai ma, masyo no mine ama ate ma, no no mayane ama uga rai muno ana ntuna rai, wanugan tenambe ukinyo ansyerane rai ware:
REV.5.13	“Kangkamambe Amisy napi tuna no kursijo titi raije Ai
REV.5.13	muno Domba Tuvane ai tavon!
REV.5.13	Amisyo winy, reamo nararimbe muno reamo naijaseo titive,
REV.5.13	reamo Nya kovo ntiti muno Nya vambunine rararimbea nuge nuganui!”
REV.5.14	Umba ana akokoe mambisy umawe wo raura ware, “Tugae!” Muno vatano ube akarive mansano tenamara eane mambisy umawe ubeaje Amisye ai, wo vukane ranteter no Amune rai.
REV.6.1	Naije syerato syo Domba Tuvane aen po nyovara wao ama wararandemo mo ranavite kaururum umaso ama manasyine rapaya. Naije idaniv ana akokoe mambisye umawe inta payao anamote maisyare katitire wemaisy pare, “Winde!” 
REV.6.2	Umba syo raen: Tugae rave, kuda popere inta de ai! Vatane inta seo tuna ai, po apae raijar muno Amisye po sapeo inta raugasyo ai, maisyare akarijo titi amaisy. Bambunin ti pusyo indamu marovave apa marova mai pare po mapinde.
REV.6.3	Muno Domba Tuvane po wararandemo mo ranavito jirume rapaya akato, umba idaniv ana akokoyo jirume gwain pare, “Winde!” 
REV.6.4	Umba kuda nijam dave inta puje akato de ai muno vatane inta seo tuna ai. Amisye po omako manakoe raunande vatane umaso ai ti po raugav. Muno Amisye po vambunine raugaje ai indamu po marova raugav ti ntami no mine so rai vintabo, weti vatane wo mansaubaisyo vambinibe.
REV.6.5	Arono Domba Tuvane po wararandemo mo ranavito mandeije rapaya, umba idaniv ana akokoyo mandeije gwain pare, “Winde!” Umba syerato, tugae rave kuda karisya inta puje de ai! Muno vatane inta seo tuna ai, po katijo mo mangke raroron inta raugav po raijaro aneme rai. 
REV.6.6	Muno idanito anamote inta ngkin no ana akokoe Amisye po manari yano mambisye umawe awa yasyin, mo raura nanto vatano seo kuda umaso ai mare, “Syare nyo maroro akoe augav, weti kasyambere muno anaisyo paparaisy mawes akatoe ramu, ti aya mangke nseo rave. Vatane wo doijo manui veano ravae indamu wo raisy. Weramu vemo anggurije muno manino saitun aya mangke nseo nora.”
REV.6.7	Arono Domba Tuvane po wararandemo mo ranavito mambisye rapaya, ana akokoyo mambisye gwain pare, “Winde!” 
REV.6.8	Umba syerato: Tugae rave, kuda kugaave de ai! Muno vatano seo tuna ai opamo apa tame mirati Weno Akoe. Vatane inta tavondi ai dijabe, apa tame mi Hades.
REV.6.9	Arono Domba Tuvane po nyovara wao ama wararandemo mo ranavito radani rapaya, syerato syo tewa orame inta raen, vatane awa rugara manui una no tewa umaso ama ruke rakijani. Wenawamo vatano mine so wo maubaisy weye wo Amisye apa ayao ravov muno wo Yesus aura kakavimbe. 
REV.6.10	Soamo vatano ugwenene umaso ugwaino manamoto manakoe rai ware, “Amisyo winy, Wimbe akarive anakotare rai tenambe, muno Winyirati ngkakavimbe rave muno tugae rave. Nandui rati indati Nyo vatano mine waraya awa mangke rapatimu? Nandui rati indati Nyo mangke rasakinav irati vatano wo reansaubaisye so mansai?” 
REV.6.11	Umba vatane umaso nawamo Amisye po ansuno mpopero manawadi raunanto wo rave, muno Po raura akananto mai pare, “Maneai! Weye wapa arakove inta nawirati wanapatambe Inaija nene, weramu vatano mine waraya ware wo maubaisy rijabe akato, maisyare muno wo weasaubaisyoe ramaisy. Weti syare wapo ranyut ava wapa arakove awa wanuije nseo ra mamaisyo Sya bekere rai, indati Syo mangke raugaje vatano wo weasaowe muno wo mansaowe mansai tenambe.”
REV.6.12	Umba syo Domba Tuvane aen po nyovara wao ama wararandemo mo ranavito kawije intabo rapaya akato. Naije mungki akoe inta ravari, umba uma ami ngkaumudi kobe muno embae rami nijam maisyare mavu. 
REV.6.13	Muno tumo no no naumo warae utataopon no mine vone so maisyare inyo ara inta ama mano ta ngkamurama nene ntaruran weye ovaro panyoan dave po ramawisy wemaisy. 
REV.6.14	Weti naumo warae nsausuv maisyare kare wao nsaakuvi, muno papukame mansosop muno nupatimu mansoso tavon.
REV.6.15	Umba akarijo titi mine so muno vatano akokoe muno nait akari akoe muno vatano awa ananuge manui muno vatano wo nuge raijanande tenambe unanajibe, muno vatano mansaijaro arove nao muno mansaijaro arove jewene nao—vatan tenambe umaso unajiv bintabo. Unanajibe wuruta ukaokaibe tinda rai muno orame varodore raita no unate ama ruduke rai. 
REV.6.16	Umba ugwain ware, “Orame winy! Papukame winy! Ngkipu ra nyaje nyo reansataanto no min ate waraya! Indamu nyo reansangkokaibe Amisye ai indamu vemo Po reansaen nora, Napi tuna apa kursijo titi rai. Muno vemo Domba Tuvane apa pari mangke maje reansai nora! 
REV.6.17	Weye Amisye apa mangke pare Po raugaje ama masyote nande to. Weti are pirati indati bambunina atawandi rai?!”
REV.7.1	Umba syo naito Amisye mambisya mansaen akato, usayai irati muni so ama ami mambisye so rai. Wo ovar ami mambisye so mansaijar tenambe indamu vemo inta po nuge ramawisy inya—no yawa ndako, mayane ndako, inyo wawi oma jewen tenambe. 
REV.7.2	Umba syo naito Amisy kaijinta aen akato puje no ranijo uma seowi. Opamo po ananugo veano pake rananoka raugav, namirati Amisyo noa pitawabe Po raunande ai. Naije gwain to irati naito Amisy mambisye umawe mai, wenawirati Amisye po vambunine raugaje mai indamu wo yawa muno mayane randamisy. 
REV.7.3	Gwain akoeve pare, “Vemo wapo yawa muno mayane randami kobe inya, muno inyoe ntenambe, weye reamo pake rananoka vatano wanapatambe wama Amisye ai awa mansande rai rainya nene.” 
REV.7.4	Umba naito Amisy po pake rananokai vatano wanui mande rai. Onawamo awa wanuije idanito syo ranaun: nanto no ribuge tename radani muno tename jirum eane mambisy (144.000). Sonawamo manugano susye kotare rai no Israel awa susyo abusyinara eane jirume rai no taiso:
REV.7.5	Susyo Yehuda 12.000
REV.7.5	Susyo Ruben 12.000
REV.7.5	Susyo Gad 12.000
REV.7.6	Susyo Asyer 12.000
REV.7.6	Susyo Naptali 12.000
REV.7.6	Susyo Manasye 12.000
REV.7.7	Susyo Simeon 12.000
REV.7.7	Susyo Lewi 12.000
REV.7.7	Susyo Isakar 12.000
REV.7.8	Susyo Zebulon 12.000
REV.7.8	Susyo Yusup 12.000
REV.7.8	Susyo Benyamin 12.000
REV.7.9	Naije syerato akato. Tugae rave, syo vatano wanui rave inta mansaen, matore kakai. Onawamo vatane kotaro ntuna no mine waraya nanawije tenambe—awa munije, awa susye, awa kawasae, muno awa ayao kotar rui vayave. Vatane umaso ude tenambe, usayai no Amisy napirati tuna no Apa kursijo titi raije Amun. Muno usayai no Domba Tuvane amun tavon. Wo ansuno mpopero manawadi rave tenambe muno wo kaipe wao raijaro maneme rai. 
REV.7.10	Umba vatane umaso ugwaino manamoto manakoe rai ware, “Wamo wama Amisye ararimbe, Napi tuna no kursijo titi rai! Muno wamo Domba Tuvane ararimbe! Weye wama Amisy opirati po wansapaya irati kakaije rai!”
REV.7.11	Naito Amisye usayai tenambe irati Amisye apa kursijo titi rakijani. Wo vatano ube akarive mansano tenam eane mambisy umawe muno ana akokoe Amisye po manari yano mambisy umawe makiani tenambe. Umba naije wo vukane ranteter no Amisye amune rai umba ubeaje Ai. 
REV.7.12	Wo raura ware,
REV.7.12	“Tugae rave! Reama Amisyo winy, reangkangkamambe Nai
REV.7.12	muno reamo Nya kovo ntiti rararimbe!
REV.7.12	Winyamo nakarikuga mba dave
REV.7.12	muno wimbe akarive nuge so rai tenambe
REV.7.12	muno Winyamo mbambunin dave!
REV.7.12	Weti reamo kove raura seo Nai muno reamo naijaseo titive ntoa nuge nuganui!
REV.7.12	Amin!”
REV.7.13	Naije vatano ube akarive umawe inta po rinanajore pare, “Vatano wo ansuno mpopere rave wato onawamo, are nawije? Muno una no ruija umba udea?”
REV.7.14	Umba syo raura akananto ai syare, “Injae, winyamo nyo mansaen ivae.”
REV.7.14	Weti po raura akanande kobe rinai pare, “Vatane sonawamo nanawirati upaya irati siuri akoe nande mine waraya rai wenawije.
REV.7.15	Maisyare omai ti, usea usayai no Amisye apa kursijo titi ama usye rai tutir muno wanapatambe Ai siman muno namane yanteter no Yavaro Amisye ama uga rai. Muno Amisy napi tuna irati Apa kursijo titi rai pare tuna mautan ti darino mansaora. 
REV.7.16	Wenawamo marore po inta mansave akatoe ramu muno mawa ngkangkamandi ramu, muno uma mamoan indamu po mansanen akatoe ramu. 
REV.7.17	Weye Domba Tuvane, napi tuna no Amisy apa kursijo titi ama yasyine rai, Obo pirati po mansaeranande muno Po maugavo mana ami mo kovo nuge nuganuije raunande raron. Muno Amisye po mami ngkaru raupaisy tenambe ti rakanive.”
REV.8.1	Arono Domba Tuvane po nyovara wao ama wararandemo mo ranavito kaururum rapaya, umba munijo ntiti ntanamanin tenambe yava uma ami vasye intai.
REV.8.2	Umba risyo naito Amisy mansano kaururum nanawirati usayai no Amisye amune raije mansaen, umba Amisye po tavuna kaururum rave nande mansai.
REV.8.3	Umba naito Amisy kaijinta de poroto tet mararai no tewa oram nami no no Amisye apa kursijo titi ama usye rai. Umba po unggano emasije inta raugav, muno kemenyane manui rave raunande ti po raugasya no unggane umaso ama uga rai indamu po rameseo no tewa emasije ama vone rai. Muno Amisye apa kawasae awa sambaya nseo kemenyane umaso rautan tenambe. 
REV.8.4	Weti kemenyano naito Amisy po raijar aneme rai ama kijaowe seo tawan no Amisye amun, muno Amisye apa kawasae awa sambaya rautan. 
REV.8.5	Umba naite po taname rauga no tewa orame rai, po raugasyo unggane rai ti po ramaugo mine so rai, weti katitire ravabari mo nuge rambayar, ivake ratatukande, muno mungkije nande.
REV.8.6	Naite kaururum nanawirati wo tavuna Amisye raijare wanatatayaube indamu wo ramawisy. 
REV.8.7	Weti naito manasyin po apa tavuna ramawisy. Naije maru oram muno tanamo mavu mo rakukuive ntende mine so rai. Naije mine so raporabe mandeij, weti vasye intabo mangkuro ama inyoe muno insumai ntuna no ama uga rai rautan tenambe.
REV.8.8	Naito Amisy jirume po apa tavuna ramawisy akato. Naije ana inta maisyare unato akoe inta ramaisy umba tanamo mbadurur dai, ramauta no nawanan. Umba nawanane raporabe mandeij, weti vasye inta mamo mavu vintabo. 
REV.8.9	Muno anakotaro Amisye po ranari weti ntuna nawanane ama uga rai mamo raosora mandeij, weti varore inta muenen bintabo. Muno nyomano manya no mayane rai mamo raosora mandeij, weti varore inta mirati mandamisy bintabo.
REV.8.10	Umba naito mandeije po apa tavuna ramawisy akato. Naije tumo akoe no no naumo warae inta tende, tume umaso badurur maisyare yawainyo manakoe raindi. Tume umaso temaje no mine so, umba mana akokoe muno mana mamaun mamo raosora mandeij, weti varore inta mirati tume umaso po raron dave. 
REV.8.11	Tume umaso apa tame mirati Tumo Pariman. Weti mana uma raosora mandeije we, varore inta mirati tume umaso po raron ti ama mana mpariman dave, weti vatane wanui ugweneno rai weye wo ramanam.
REV.8.12	Naito Amisy mambisye po apa tavuna ramawisy akato. Naije uma aporabe mandeibe, weti vasye inta mirati maisyare ana inta ratu rai ti ngkaumudi arono masyote yasyin. Maisyare omai tavon, embae muno tume maporabe mandeibe ti aya nake inta mirati ngkaumudi tavon. Maisyare omai ti, namane vasye inta ngkaumudi rave muno siman vasye inta ngkaumudi tavon.
REV.8.13	Umba syeraseo, daniv akato, insani mangkangkano po ayao patimu raura inta badirir no naumo warae, gwain akoeve pare, “Wakakai! Wakakai! Wakakai! Vatan tenambe watantuna no mine vone so, wakakai! Weye naito Amisye mandeij nanawirati wo awa tavuna ramawi dainy soamo ware wo ramawisy akato!”
REV.9.1	Naije naito Amisy radani po apa tavuna ramawisy akato. Umba syerato syo tume inta aen, napirati no no naume rai naije kobe tende no mine vone so. Umba Amisye po kepo raveo unsanda Atemo Wen Akari Makova Rai
REV.9.2	Weti tume umaso po unsanda Atemo Wene umawe rausiso kobe. Naije kijao mo Atemo Wene umawe raisen maisyare tanamo raono akoeve ama kijaowe ntatipu ramaisy. Weti uma muno naumo kakavine warae mamo kamaijugambe rai. 
REV.9.3	Umba kijao umaso ama uga mamo kao insumai wuje rai, weti waje mine so rai muno vambunine raugaje mansai maisyare mingkikipi ramaisy ti ntuna no mine so rai. 
REV.9.4	Muno Amisye po raura mansai indamu vemo wo insumai, inyoe, muno anakotaro ntubai no mine so raisy inya, yara vatano Amisye apa pake meweno mansai obo nawirati wo mansewabe. 
REV.9.5	Muno onawamo matayao indamu wo vatane mao omamo jewena, yara wo mansewabe vayavea embae radani inda awa siurije manakoe. Awa siurije maisyare mingkikipi mo matao ramaisy. 
REV.9.6	Arono naije vatane ubekero ugwenene rai weye awa siurije manakoe ti, weramu ugwenen kakai. Ubekero wene nande mansai rai, weramu wene nino mansaora.
REV.9.7	Kao insumai umawe maisyare kuda matayao indamu usisa marova rai inta mansamaisy. Makari vone ana inta maisyare sapeo emasije ramaisy, muno mansamune mamo mo vatane mansamune ramaisy. 
REV.9.8	Makarivuinye maisyare wanya makarivuiny muno matomokane maisyare singa matomokane ramaisy. 
REV.9.9	Awa popane maisyare wo ansuno besije inta rave rai. Muno awa pepake ranakine ngkapakapamo maisyare kuda wo kereta rakarimu indamu wavave usisa marova raije ramaisy. 
REV.9.10	Matevane maisyare mingkikipi matevane ramaisy, weti ama mamune no rai. Muno matevane umaso ama vambunine raugaje rai indamu mo vatane manakea njorame raunande mansaija embae radani. 
REV.9.11	Awa akari po matutire pamo Anakakai Akoe apa naito teto unsanda Atemo Wene rai, apa tame raura ayao Yahudi raijamo Abadon muno raura ayao Yunani raijamo Apolion (ama ine mare “po randamisy”).
REV.9.12	Kakaijo manasyine syo raura ndento, umba kakai jiruma mi makare ti ridaura akato.
REV.9.13	Umba naito Amisy kawije intabo po apa tavuna ramawisy akato. Naije idaniv anamote inta muje no tewa emasije ama korodoai mambisye rai, namirati no Amisye amune rai. 
REV.9.14	Anamote umaso mayao nanto naito Amisyo kawije intabo uma po apa tavuna raijaroe ai mare, “Nyoronto nyo naito mambisyo una tawan irati mana akoe Eprat rai mapaya irati awa waijo mo maokokaisye rai!” 
REV.9.15	Naito mambisy umaso onawamo wanatatayaube to arono wusyinoe, wo Amisye apa uma amije, Apa masyot, Apa embae, muno Apa tume so ranyut. Weti naije kobe naito Amisy umawe to po mapaya indamu wuruta wo vatano mine so inta mansaubaisy: vatano mine so maporabe mandeij weti anugane inta mirati naito mambisy umaso wo maotar weti makanive. 
REV.9.16	Muno naito mamun mine so wanui utavondi, usea irati kuda mansai tenambe. Onawamo awa wanui nanto no juta ratusije jirum, awa wanui so idanito syo ranaun.
