GEN.1.1	Tota hoqarero Kotiva naaruvavata vatavata autu kero vatora. 
JHN.7.21	Tuvaro Ihuva tiharo, Te ˻Maara Entaqaa˼ nora kaiqa vohaiqa vara kauramanta ne virara ravukuvi tiriara qorahaama autuarao tiarave. 
JHN.7.22	Ni kaivaqava Mosiva maara uva tiharoma qorainti vaintiara vira vaata toqa kaate. ˻Qorainti vainti vatatairaro 8 enta aitarairara vira vaata toqa kaane˼, turave. Ho kiama Mosiva hoqarero vi uvara turave. Vira kaivaqaukavara vi uvara avuni tiva torave. Ho ne vi uvara irihama 8 entanavu aitarairaqaa kaiqa entaqaave, Maara Entaqaave, qorainti vainti vaata toqake variarave.
JHN.7.23	Mosira uva raqa kaarorave tihama ne Maara Entaqaa qorainti vainti vaata toqa nimite variarave. Minti variamanta te Maara Entaqaa aihavi vaiintira koqema kauramanta ne nantihae vira kaara ti titi variavo?
JHN.7.24	Ne tiqaa uva vatareka iha, kiama paparuqama keha nenta uva okarara irihama tiqaa uva vataate. Ne quqaa uva okarara avuqavuqamake irihama tiqaa uva vataate, tiro.
JHN.7.25	Ihuva minti ti vaumanta Ieruharemi vatanaaka hininavu Ihurara tiha, Vi vaiintirae vika arukareka auti variavo? 
JHN.7.26	Ho tavaate. Viva qoqaa vaiharo uva ti vaimanta vika kia ani virara vo uvavata tiva amitaavo. Quqaae vika Ihurara viva 
JHN.7.27	Ho tenavu Ihuva ani vatukara kankomake iruro. Viva Nasaretihairo anivave. 
JHN.7.28	Vika minti ti vauvaro Ihuva Kotira Naavuqi vakaaka tiva nimi vaiharo naveraitiharo vika irama nimitero tiharo, Quqaae ne ti kankomake tavaavo? Quqaae ne te vihai anuna okarara iriavo? Ho kiama te tenta irike anuro. Ti tititaiva viva quqaa kaiqa vare vaivave. Ne kia virara kankomake iriarave. 
JHN.7.29	Te vira kankomake iri tavaunarave. Vivama ti tititaimanta te viva inaihai tuvuraukave, tiro.
JHN.7.30	Ihuva minti tumanta vi uvara kaara vira ravaaqavu karare tihavata, kia ho ravaaqavu kora. Vira aruke entava kia aniromantara ti, vika kia ho vira ravaaqavu kora.
JHN.7.31	Mintumanta vaiinti nahentiqihai airitahaa Ihurara quqaa vivave ti. Vika mintima ti: Ihuva nora kaiqa vare vaivo. 
JHN.7.32	Parasi vaiintinavu vaiha irumanta vaiinti nahenti ruvaaqumavi vaiha Ihurara evaara minti ti vaumanta Parasi vaiintinavuvata, Kotira kaiqa vara amite vau vaiintika vika noranavuvata, vika nái kiripunavu nititomanta vika Ihura ravaaqavuke karapuhiqama kareka vi.
JHN.7.33	Vika mini vuvaro Ihuva vaiinti nahentiara tiharo, Te ni hampata inaaraiqakaa varikema, viraqaahai ti tititaiva inaini virerave. 
JHN.7.34	Vi entara ne ti rantareka ihavata, kiama ho ti ranta kevarave. Te oru variainanaini ne kia ho vivarave, tiro.
JHN.7.35	Minti tumanta Iutaa vaiintinavu nai ire nai ire iha tiha, Viva tainie viraqe tenavu kia ho vira ranta kararave? Viva Giriki vatuka vonavuqi Iutaa vatanaaka hininavu varianaini minie uva vika tiva nimireva virevave? 
JHN.7.36	Viva nariara tiharo, Ne ti rantareka ihavata, kiama ti ho ranta kevarave. Te oru variainanaini ne kia ho vivarave, tivo. Viva nana uvae tivo? Kiama tenavu vi uvara okara kankomake iruro, ti.
JHN.7.37	Minti ti vauvaro ovata no entava ekaara entavano anirora. Vi entarara nora entave tura. Ekaara entavano anirovaro Ihuva vi entaraqaa vaiharo oru himpiro naveraitiro tiharo, Namari naataa irava te variainanaini homa anianarove.
JHN.7.38	Kotira vukuqi qara ntuvato uvava tiriara mintima tivo:
JHN.7.38	Tiriara quqaa vivave tirava vairaro vira muntukaqihairo ruvu namari voqaara qaqi variqi vuaina namariva voqamakero raanarove, turave, tiro. (Ais 44:3)
JHN.7.39	Ihuva himpi vaiharo uva tuqantaakero Kotira Maraqura nimiainarara iriharo tiva nimiro. Vaiinti nahenti Ihurara quqaa vivave tika Kotira Maraqura varerara ti vaura. Vi entara Ihuva kia qutu viro qaiqaa qaqi himpiro naaruvaini vurara tiro, kia Kotira Maraqura nimiaina entava vaura.
JHN.7.40	Ihuva minti tumanta vaiinti nahenti ruvaaqumavi vauka airitahaa tiha, Ho quqaama Ihuva paropeti vaiintivano vaivo. Kotiva vira kahaqi vaivaro viva vira uva ti vaivo, ti.
JHN.7.41	Tumanta vonavu tiha, Viva 
JHN.7.42	Kotira vukuqi 
JHN.7.43	Minti tiha vaiinti nahenti ruvaaqumavi vauka hininavu Ihurara quahe vaumanta hininavu kia virara quahe vaura. 
JHN.7.44	Hininavu vira karapuhiqama kareka auti vaura. Ho vi entara kia vikaqihairo vonkuvanovata Ihura utu varora.
JHN.7.45	Kiripu vaiintinavu vaaka nititoka anirante Kotira kaiqa vara amite vau vaiintika vika noranavuvata, Parasi vaiintinavuvata unaini vi oruromanta vika tiha, 
JHN.7.46	Ne nantihae qaqi aniavo? Ne vira vita vare aniataarave, ti. Tumanta kiripunavu tiha, Kia qumina vaiintivano uva tintema kero viva uva ti vaivo, ti.
JHN.7.47	Tumanta Parasi vaiintinavu tiha, Ho nevata vira una uvara quqaa uvave tiavo? 
JHN.7.48	Tavave tinavu nora vaiintinavuqihairoe, Parasi vaiintinavuqihairoe, Ihurara quqaa viva 
JHN.7.49	Qaqi vaiinti nahenti ruvaaqumavi variaka kia Mosira uva maara ho iriarara ti, vira kaara Kotiva vika qoraiqama nimitaanarove, ti.
JHN.7.50	Parasi vaiintinavu minti ti vauvaro Parasi vaiinti vonkuvano Nikotimaava, viva entaqi Ihura oru tavova, viva aqao tiro, 
JHN.7.51	Tenavu tentanavu uva maarara irihama kia 
JHN.7.52+JHN.7.53	Minti tumanta vika tiha, Arevo? Are Kariri vataihairae aniaravave? Are Kotira vukuqi tavaane. Are viraqi tavairaro kiama Kariri vataihairo paropeti vaiintivano ho anianarove, ti. [Minti tivake nai naavu nai naavuqi vuvaro Ihuva Orivi Aiqinaqaa oru vaura.
JHN.8.1+JHN.8.2	Vira qararaa vaaka toqaqi Ihuva orurantero Kotira Naavuvano vau vatukara avutaqi vumanta vaiinti nahenti airitahaa viraqi oru ruvaaqumavi vauvaro Ihuva oquviro vaiharo uva tiva nimi vaura.
JHN.8.3	Tiva nimi vaumanta maara okara ti vau vaiintikavata, Parasi vaiintinavuvata, vika nahenti vo vita vare anura.
JHN.8.3	Vi nahentiva vaati varatova vo vaiintintiro ni vaumanta vika vira tavamake vira ravaaqavu vare Ihuva vaunaini vuru vaiinti nahenti nivuqaa vira vara himpimate Ihurara tiha, 
JHN.8.4	Maara ti variara vaiintio, maa nahentiva vaati varataiva vo vaiintintiro ni vaimanta vira ravaaqavu vare are iananaini anuro. 
JHN.8.5	Mosira maara uvavano mintima tivo: Nahentivano mintirera, ne ori varake oriqohai vira ruqutuqi vivaro qutu vuarire, turave. Ho arevo? Nana uvae virara tinarave? ti.
JHN.8.6	Ihurara hampi uva tiraqe tenavu Ihuraqaa uva vataare tiha vika minti tuvaro Ihuva kia uva tiraitiro, kankankaama viro nai vuqaqohairo vataqaa qara ri vaura. 
JHN.8.7	Qara ri vaumanta vika himpi vaiha, vo uva vo uva Ihura ire vauvaro Ihuva vaaviarama viro vikara tiharo, Niqihairo vovano kia qora kaiqavata varairava, viva naane ori varakero vira ruqutuarire, tiro.
JHN.8.8	Ihuva minti tivakero viva qaiqaa kankankaama viro vataqaa qara ri vaumanta 
JHN.8.9	vika vi uvara iri vohaiqa vohaiqavano viraqihai qaqirake vura. Naampainavu naane avuni vumanta qaraaka vaiintinavu vika naantiara vi. Vika Ihura mini ke vuvaro Ihuva nariaraa vairo.
JHN.8.10	Ihuva vaaviarama viro tavovaro nahentivano nai konaini nariaraa himpimatero vauvaro Ihuva tiharo, Vika tantoe variavo? Kiae vovano ariqaa uva vataarirava vaivo? tuvaro nahentivano tiharo, 
JHN.8.11	Nora Vaiintio, kia voqavanovata maini vaivo, tuvaro Ihuva vira tiva amiro tiharo, Ho tevata kia ariqaa uva vatarerave. Ho are vuane. Are virava oru vaiharama kiama qaiqaavata qora kaiqa varaqira vuane, tiro. Turama.]
JHN.8.12	Ihuva vaiharo qaiqaa vaiinti nahenti tiva nimiro tiharo, Ovavano ataa intemake, te maa vataraqaa varia vaiinti nahentika ataama nimite vauraukama vauro. Ti tivataqiro anirava kiama konkiraiqinaraqi niraitiro, viva aatitainaraqaa niharoma quqaama qaqi variqiro vuanarove, tiro.
JHN.8.13	Ihuva minti tumanta Parasi vaiintinavu tihama, Ho are nena autu tuahere variarao. Minti ti variararo ai uvavano qumina uva una uvaqaima vaivo, ti.
JHN.8.14	Vika minti tuvaro Ihuva aqao tiro, Te vaiha tenta kaiqara tihama kiama qumina una uva turo. Te tenta vihai anuna okarara kankomake irunarave. Te tenta vuaina okararavata kankomake irunarave. Mintunarara tiro, ti uva quqaa uvama vaivo. Te vihai anuna okararave, te maihai vuaina okararave, ne kia kankomake iriavo. 
JHN.8.15	Ne 
JHN.8.16	Te 
JHN.8.17	Ni maara uva qara ntuva tova mintima tivo: Vaiinti taaraqanta uva tihama vohaa uva tivera, ho vitanta uvavano quqaa uvama varianarove, turave. 
JHN.8.18	Ho te tenta uvara quqaa uvave tiariraro ti tititaiva ti Qova, vivavata ti uvara quqaa uvaveqaima tianarove, tiro.
JHN.8.19	Ihuva minti tumanta vika tiha, Ai qova tantoe vaivo? tuvaro Ihuva tiharo, Ne kia ti okarara kankomake iriakara ti, ne kia ti Qora okaravata kankomake iriakave. Ne tiriara kankomake iriatirio, ne homa ti Qoraravata kankomake iriatirio, tiro.
JHN.8.20	Ihuva Kotira Naavuqi monu vate vau 
JHN.8.21	Ihuva qaiqaa vika tiva nimiro tiharo, Ho te vuari ne qumina ti rantaqi vihama, ne nenta qora kaiqa airante qutu vivarave. Te vuainanaini ne kia ho vivarave, tiro.
JHN.8.22	Minti tumanta Iutaa vaiinti noranavu tiha, Viva nana uvae tivo? Viva nai tiharo, Te vuainanaini ne kia ho vivarave, tivo. Viva naivano nai arukarevae autiharo minti ti vaivo? ti.
JHN.8.23	Minti tuvaro Ihuva tiharo, Ne miahainauka variamanta te virihainaukama vauro. Ne maa vataraqaahai aniakave. Te kia maa vataraqaahai anuraukavauve.
JHN.8.24	Te vaaka niara tiha, Ne nenta qora kaiqa airante qutu vivarave, tunarave. Te qaqi variqi vuraukama turo. Ne kia te tunara vi uvarara quqaave tivera, ne qora kaiqa vare uvava qaqima niqi vairamanta ne vira airante qutu vivarave, tiro.
JHN.8.25	Minti tumanta vika Ihura ireha tiha, Ho are ta vaiintivave? tuvaro Ihuva vika tiva nimiro tiharo, Te hoqare ni tiva nimurauka te maa vikama uro. 
JHN.8.26	Te niqaa vataarira uvava, vo uva vo uva vaimanta kiama te vi uvara tirerave. Ti tititaiva uva vo ti tiva timimanta iruna uvara, te vi uvaraqai vaiinti nahenti vataini vaika tiva nimirerave. Ti tititaiva quqaa uvaqai ti vaivave, tiro.
JHN.8.27	Ihuva nai qorara minti tumanta vika kia kankomake irura. 
JHN.8.28	Vika kia vira uva kankomake iruvaro Ihuva qaiqaa vikara tiharo, Te Vataini Vatatai Vaintika vaiha, te variari ne ti ˻katariqaa˼ tuahera kaivaro viraqaahairo ni aatovano kenko tiramanta ne ti okarara ho kankomake irihama, tiriara ho viva qaqiqai variqiro vivave tivarave. Ne vi entara te kiama tenta irike kaiqa vare vauna uvara ni tiva nimunara kankomake irivarave. Vi entara te tenta qora vira noqai iriha ni tiva nimuna uvara ne kankomake irivarave. 
JHN.8.29	Ti tititaiva tintiro vaiharo viva kia ti qaqira kaanarove. Ti tititaiva tintiro vaimanta te vira muntukavano vai kaiqara vare vauraro viva tiriara quaheharoma kia ti qaqira kaivo, tiro.
JHN.8.30	Ihuva minti ti vaumanta hinikuka airitahaavano Ihurara quqaa vivave ti.
JHN.8.31	Iutaa vaiinti hininavu virara quqaa vivave tuvaro Ihuva vikara tiharo, Ho ne ti uva iriqi nivera, ne quqaama ti tivataqi nika vaivarave. 
JHN.8.32	Ne mintiaqi viha quqaa uva kankomake iriqi vivaro quqaa uvavano ni kuvantu kaira ne ho variate, tiro.
JHN.8.33	Ihuva minti tumanta vika aqao ti, Tenavu tentanavu kaivaqara Eparahaamira naintivarama vauro. Kiama vo vaiintivano tinavu kantaruma taimanta vira kaiqa vare vaurauka vauro. Ho nantivarae are tinavuara ni kuvantu kaarira ne ho qaqi variate tiarao? ti.
JHN.8.34	Vika minti tuvaro Ihuva tiharo, Te quqaama turo. Ne vaaqu kaiqa vare variavaro ni vaaqu kaiqavano ni rumpa taimanta ne vira kaiqaqai vare variarave.
JHN.8.35	Naavu qova vairaro qumina kaiqa vaiintivano kiama ekaa enta vikantiro variqiro viraro nai vira maaquvanoqaima vikantiro maahotama variqiro vuanarove. 
JHN.8.36	Ho te vira Maaquvano ni kuvantu kaarira ne quqaama qaqi variqi vivarave. 
JHN.8.37	Ne Eparahaamira naintivara variamanta te virara irunarave. Ne mintima vaihavata, ne ti uvara qumina uvave tihama ti harukareka auti variavo.
JHN.8.38	Te tenta Qokanti vaiha vi haikara tavaunara ni tiva nimi vauro. Ne nenta qora vataake vaiha tavaa kaiqara, ne vi kaiqarama vare variavo, tiro.
JHN.8.39	Ihuva minti tumanta vika tiha, Tinavu qova Eparahaamivave, ti. Tuvaro Ihuva tiharo, Ne quqaa Eparahaamira vaintinti variare tiatirio, ne vira kaiqa varaatirio. 
JHN.8.40	Kotiva quqaa uva timanta te vi uvara irunara ni tiva nimuramantavata, ne ti haru karekaqai auti variavo. Eparahaamiva kiama ne iante urave. 
JHN.8.41	Ne nenta qova varai kaiqaraqai vare variavo, tiro.
JHN.8.41	Minti tumanta vika tiha, Kia tenavu aaranahainaa vaiintivauve. Tinavu qova Kotiva vivaqaive, ti.
JHN.8.42	Tuvaro Ihuva tiharo, Kotiva ni qova variare titirio, ne te Kotiva inaihai tuvu maini vaunarara irihama tiriara muntuka vataatirio. Kia te tenta irike tenta kaiqa vararera tuvuraukavauve. Kotiva ti tititaimanta te vira kaiqa vararera tuvuraukave. 
JHN.8.43	Ne nantihae te tuna uvara kia kankomake iriavo? Kaiqe te ni tiva nimiare. Ne kia ti uvara antuqa arimanta ne ti uva kia irireka auti variavo.
JHN.8.44	Sataaniva ni qova vaimanta ne vira muntuka vai kaiqaraqai vare variarave. Hoqarenaa entaqaahairo Sataaniva vaiharo vaiinti aruke vauva vairave. Quqaa haikavanove, quqaa kaiqavanove, kia viraqi vaivarora tiro, viva kiama quqaa uva ti vairave. Viva ekaa una haika vira qova vaiharora tiro, viva uva tiharo una uvaqai ti vairave. 
JHN.8.45	˻Ne Sataanira vainti variamantara ti˼, te quqaa uva turamanta ne ti uvara kia quqaa uvave ti variavo.
JHN.8.46	Niqihairo tavave tiriara qora kaiqa varaivo tianarove? Ne kiama tiqaa qora uva ho vatevarave. Te quqaa uva ti vauramanta ne ti uvara quqaave tiataara vaimanta, ne kia ti uvara quqaave ti variavo. Nantihae tiriara minti ti variavo? Kaiqe te ni tiva nimiare. 
JHN.8.47	Kotiva vatatai vaintika vira uva iri variarave. Ne kia vira vainti vaihara ti, ne vira uva kia iri variavo, tiro.
JHN.8.48	Ihuva minti tumanta Iutaa vaiinti noranavu tiha, Tenavu ariara Sameria vataihainaava vueraiqaa vivo tuna uvava, vi uvava quqaa uvama vaivo, ti.
JHN.8.49	Minti tuvaro Ihuva aqao tiro, Kiama te vueraiqaa vuro. Te tenta qora autu tuahere vauramanta ne ti hutu qoraiqama timite variavo. 
JHN.8.50	Ho kia te tenta hutuara noraiqamake iruro. Ti hutu tuaheraiva vovano vaivo. Viva avuqavu 
JHN.8.51	Te quqaa tiari iriate. Ti uva iriqi nirava kiama qutu vuanarove, tiro.
JHN.8.52	Ihuva minti tumanta Iutaa vaiinti nora vaiintinavu tiha, Minti tiaramanta tenavu tavaurara are vueraiqaa vuarao. Tinavu kaivaqava Eparahaamiva qaqi variqiro viro vuru qutu vurave. Paropeti vaiinti vovano vovano qaqi variqi vi vuru ekaa qutu vurave. Vika ekaa mintima qutu vuvara are nantiharae tihara, Ti uva iriqiro nirava kiama qutu vuanarove, tiarao? 
JHN.8.53	Tinavu kaivaqava Eparahaamiva nora vaiintivano variqiro viro, vuru qutu vurave. Are kia ho Eparahaamirara tihara, Te vira aatara kauraukave, tinarave. Paropeti vaiinti vikavata variqi vi, vuru qutu vi vaurave. Are nena ta vaiintivae variarao? ti.
JHN.8.54	Minti tuvaro Ihuva tiharo, Te tenta hutu tuaherake variarirarovauve ti hutuvano qumina varianarove. Ti hutu tuahera kaiva, viva ti Qovave. Ne virarama Kotira tinavu Variqave tiavo. 
JHN.8.55	Ne kia vira iri tavaarave. Te tiha, Kia vira iri tavaunarave tiarirarovauve, ti uvavano ni uva aanarero una uvaqai varianarove. Ho te vira iri tavaunarave, te vira uva iri vauraukave. 
JHN.8.56	Te vataini tuvire una entara ni kaivaqava Eparahaamiva ti quahama timitorave. Te vataini tuvire unara viva tavovaro vira muntukavano koqe uvaro vaurave, tiro.
JHN.8.57	Ihuva minti tumanta Iutaa vaiinti noranavu tiha, Aqao, are kiama airi ihi 50 ihi varakaraitira, qaraaka vaiintivano vaiharama are tihara, Te ni kaivaqara Eparahaamira tavauraukave, tiarao, ti.
JHN.8.58	Tuvaro Ihuva tiharo, Hoqare kia ni kaivaqava Eparahaamiva qovarama vu entara te qaqi variqi vuavauraukave, tiro. 
JHN.8.59	Ihuva minti tumanta vika ori utu vare vira aru kareka auti vauvaro Ihuva kukeqa viro Kotira Naavuqihairo vevarero vurama.
JHN.9.1	Ihuva aaraini oru viharo tavovaro vaiinti vovano nai nora auhaqihairo avu qimpavu vaiintira vatatova vaura.
JHN.9.2	Viva vaumanta Ihura vaintinavu Ihura ireha tiha, Maara ti variara vaiintio, tavave Kotira uva raqa kovaroe vira kaara maa vaiintira avu nai nora auhaqihairo qimpa virave? Naie, vira noka qokae mintiakaavo? ti.
JHN.9.3	Minti tuvaro Ihuva aqao tiro, Kia nai Kotira uva raqa kora kaaravauve vira avu qimpa vurave. Kia vira noka qoka Kotira uva raqa kora kaaravauve vira avu qimpa vurave. Ne vi vaiintiraqaahai Kotira kempuka kaiqa varaainara tavaate tiro, vira avu qimpa vurave.
JHN.9.4	Ti tititaira vira kaiqa tenavu aatitainaraqaa varaqi virerave. Entama viraro kia vovano ho kaiqa varaanarove. 
JHN.9.5	Ovavano itaintemake, te vataini vaiha itaqi vuari vataini vaika ho tavevarave, tiro.
JHN.9.6	Minti tivakero Ihuva vataqaa taara vihikero taaraqohairo vata vira horaiqama kero, viti avu qimpa vura vira avuqaa taatau amitero tiharo, 
JHN.9.7	Otu 
JHN.9.8	Viva ho tavamaqiro uri vaumanta vira tataaqa naavuqi vauka tavovaro aarana oquviro vaiharo airaira ti timiate ti vau vaiintiva ho qaqi tavamaqiro uri vaumanta vika vira tave tiha, Maa ta vaiintivave ivo? Aarana oquviro vaiharo airaira ti timiate ti vai vaiintiva, maa vivave ivo? ti.
JHN.9.9	Vika minti tumanta vokuka tiha, Ho maa vivave, ti. Tumanta vokuka aqao ti, Vovanove. Vira viri voqaara vaiva urivo, tuvaro vi vaiintiva naivano ururero tiharo, Ho te maa vikave, tiro.
JHN.9.10	Minti tumanta vika vira ireha tiha, Nantia kaivaroe ai avu rampai vivo? ti.
JHN.9.11	Tuvaro viva vika tiva nimiro tiharo, Vaiinti vo vira autu Ihurave. Viva vataqaa taara vihikero horaiqama kero ti tivuqaa taatau timitero tiriara tiharo, Siromi Varuvaqi muntu nena viri hiqaane, timanta te muntu vi namariraqi tenta viri hiqama kauraro ti tivu rampai vimanta te ho tavamaqi ururo, tiro.
JHN.9.12	Minti tumanta vika vira qaiqaa ireha tiha, Viva taini vivarae are uruarao? ti. Tuvaro viva tiharo, Nai viva tainie vivo? Kiama te tavauro, tiro.
JHN.9.13	Tumanta vika tota avu qimpavu vaiintira vita vare vuru Parasi vaiintinavu vaunaini kora. 
JHN.9.14	Ihuva Maara Entaqaa hora taatau kero vi vaiintira avu rampai kora. 
JHN.9.15	Vika Parasi vaiintinavu vaunaini vira vuru komanta Parasi vaiintinavu vi vaiintira ireha tiha, Nantia kaivaroe ai avu rampai vivo? tuvaro viva tiharo, Viva hora varakero ti tivuqaa taatau timitaimanta te muntu tenta viri namariqi hiqama kauraro ti tivu rampai vimanta te ho tavauro, tiro.
JHN.9.16	Viva minti tumanta Parasi vaiinti hini kuka tihama, Oho, vi kaiqara varaiva Maaraqaa tinavu uva raqa keharo varaivara tiro, viva kia Kotiva inaihairo tuvivave, ti.
JHN.9.16	Tumanta hini kuka tihama, Aqao, nantiakeroe qora vaiintivano vi kaiqara nora kaiqa ho varaanarove? ti. Minti tivake hininavu vo uva tumanta hininavu vo uva ti vaura.
JHN.9.17	Qaiqaa Parasi vaiintinavu vira ireha tiha, Are tihara, Viva ti tivu rampai kaivo, tianarave. Vi vaiintirara are nana uvae tiarao? tuvaro vaiinti viva tiharo, Viva paropeti vaiintivanove, tiro.
JHN.9.18	Minti tumanta Iutaa vaiinti noranavu kia vira uvara quqaave tiraiti, vi vaiintirara tiha, Are unahaa tiharama ti tivu tota rampai vurave tiarao. Haaru kia ai avu qimpa vurave, ti. Minti tivake vi vaiintira vira noka qoka naarora. 
JHN.9.19	Naaromanta vitanta anumanta vika vitanta ireha tiha, Quqaae maa vaiintira nitanta maaquve? Quqaae vira nai nora auhaqihairo avu qimpa vurave? Nantia kaivaroe vira avu rampai vivaroe ho tavaivo? ti.
JHN.9.20	Tumanta vira noka qoka tiha, Maa vaiintira quqaama titanta maaquve. Vira avu haaru auhaqihairo qimpa vurave. 
JHN.9.21	Nai nantia kaivaroe vira avu rampai vivo? Nai tavave vira avu rampai kaivo? Viva noruqama virave. Ne homa vira nai ireha tavaate. Viva naivano homa ni tiva nimianarove, ti. 
JHN.9.22	Vitanta Iutaa vaiinti noranavu naatu qetehama minti tura. Iutaa vaiinti noranavu tota avuni uva vate tihama, Vaiinti vovano Ihurara 
JHN.9.23	Minti tivakeha uva tivatorara ti, vira noka qoka Iutaa vaiinti noranavu naatu qetehama tiha, Viva noruqama virave. Nentavano vira nai ireha tavaate, ti.
JHN.9.24	Vitanta minti tumanta vika qaiqaama haaru avu qimpavu vaiintira aaramake virara tiha, Are Kotira avuqaa vaihara quqaa uvaqai tiane. Tenavu tavauraro Ihuva Kotira uva raqakai vaiintivave, ti.
JHN.9.25	Tuvaro vi vaiintiva tiharo, Ihuva nai Kotira uva raqakai vaiintivae koqe vaiintie te kiama vira okara irunarave. Ti tivu qimpa vura rampai kaira te viraraqaima irunarave, tiro.
JHN.9.26	Tumanta vika vira ireha tiha, Ihuva ai nantie ivo? Viva nantiakeroe ai avu rampai kaivo? ti.
JHN.9.27	Tuvaro viva tiharo, Te vi uvara ni vaaka tiva nimuramanta ne kia vi uvara irireka auti variavo. Nantihae ne vi uvara qaiqaa irirekave? Nevata vo? Nevata vira vainti vairekae qaiqaa qaiqaa vi uvara ti ire variavo? tiro.
JHN.9.28	Minti tumanta vika vira noraiqamake atiha tiha, Arema vira vainti vaihara vira uva iriaravave. Tenavu tentanavu kaivaqara Mosira uva iriqi vi vauraukave.
JHN.9.29	Kotiva Mosiraqaa uva tiva taatautora vira tenavu iriqi vunarave. Tenavu Ihurara vi vaiintiva qumina vaiintive tunarave. Tenavu kiama viva vihairo ani okarara irunarave, ti.
JHN.9.30	Vika minti tuvaro viva kauqu runkinkiri iharo tiharo, Ike, ti tivu rampai timitai vaiintiva, viva vihairo ani okarara ne kiae iriavo? 
JHN.9.31	Tenavu iruraro Kotiva kiama qora vaiinti uva iri vairave. Kotiva nai uvaqai iriha ni varia vaiintika vika uvaqai iri vairave. Vira autu tuahere variaka Kotiva vika uvaqai iri vairave. 
JHN.9.32	Haaru maa vatara hoqaramato entaraqaahairo kia vaiinti vovano nai nora auhaqihairo avu qimpa vura rampai amitorave. 
JHN.9.33	Ihuva kia Kotiva inaihairo tuvuare titirio, kiama ti tivu ho rampai timitaitirio, tiro.
JHN.9.34	Vi vaiintiva minti tumanta vika virara tihama, Ai vatatoraqaahaira are qora vaiintivanoqai variqira aniaravave. Are vo? Are tinavuvatae maara uva tiva timinarave? ti. Minti tivake vika vaiinti vira rarau vare maara naavuqihai veva vahaaqaini aqukora.
JHN.9.35	Vira vahaaqaini vara veva aquko uvara iriro Ihuva vi vaiintira ranta kero virara tiharo, Are Vataini Vatatai Vaintirarae quqaa vivave tiarao? tiro.
JHN.9.36	Tuvaro vaiinti viva Ihura irero tiharo, Nora Vaiintio, viva ta vaiintivave? Are ti tiva timiraqe te virara quqaa vivave tiare, tiro.
JHN.9.37	Tuvaro Ihuva vira tiva amiro tiharo, Are tave variana vaiintika, te maa vikama ariara ti vauro, tiro.
JHN.9.38	Minti tuvaro viva tiharo, Nora Vaiintio, quqaama are vivave, tiro. Tivakero viva Ihura avuqaa tori kauru araviro vira quahama amite vaura.
JHN.9.39	Vira quahama amite vauvaro Ihuva tiharo, Te vaiinti nahenti raira karera vataini tuvuraukave. Avu qimpa vika tavaatera tuvuraukave. Qaqi avu auti vaika avu qimpa vuatera tuvuraukave, tiro.
JHN.9.40	Minti tumanta Parasi vaiintinavu vi uvara iri Ihura ireha tiha, Tinavu tivuvatae qimpa vivo? ti.
JHN.9.41	Tuvaro Ihuva vika tiva nimiro tiharo, Ni nivu qimpa vuare titirio, kia niqaa uvavano vaitirio. Ne Kotira okara kia tavaraiti, viraqaahai ne tiha, Tenavu Kotira okara ho tavaunarave, ti variarave. Ne minti ti variarara tiro, vira kaara niqaa uvama vaivo, tiro. Ihuva minti tura.
JHN.10.1	Ihuva uva vo tuqantaa kero tiva nimiro tiharo, Te quqaa uva tiari iriate. Vaiinti vovano sipisipi avutaqi vireva kia sipisipi qentiana oriqetaraitiro, qaqirakero hohaa vona vaatirero vi vaiva, vi vaiintiva muara autuarira vaiintivave, vaiinti ruqutiharo vi haikara varaarira vaiintivave.
JHN.10.2	Vaiinti vovano sipisipi qentiana oriqetero vi vaiva, vi vaiintiva quqaa sipisipi qovama vaivo. 
JHN.10.3	Qentiqaa raqiki vaiva vira tavero ho qenti qantua amitaivaro viva nai sipisipinavu naareharo vika autu ravaqiro vimanta vira sipisipinavu vira uva viraaqamake iriha vira avataqi vi variarave.
JHN.10.4	Mintiavaro viva aaqaini nai sipisipinavu ntita vuru kero viva avuni vi vaimanta vira sipisipinavu nai qora vira uva viraaqamake irihara ti, vira avataqi vi variarave. 
JHN.10.5	Vira sipisipinavuvano kia vo vaiinti avataqi vivarave. Vika vo vaiinti vira uva kia viraaqamake irihara ti, vi vaiintira aatu qetake vi variarave, tiro.
JHN.10.6	Ihuva minti tivakero uva tuqantaakero tiva nimumanta vika vi uvara okara kia iriraiti vaura.
JHN.10.7	Vika kia iriraiti vauvaro Ihuva qaiqaa vika tiva nimiro tiharo, Te quqaama turo. Tema sipisipi vika qentivano vauro. 
JHN.10.8	Ti tivuni ania vaiintika vika muara autuakavata, vaiinti ruqutiha muara varaakavata, variamanta sipisipinavu kia vika aunta iriarave. 
JHN.10.9	Avutaqi vi qentira te maa vi qentikama vauro. Tiqaa vaatirero uritaraaina vaiintira ti Qova vira vitaanarove. Tiqaa uritare tuvitare irava homa kara ranta naanarove. 
JHN.10.10	Muara varai vaiintiva muara vareharo sipisipi aru taiqa kareva anirave. Te sipisipiarao tiha sipisipi vika qaqi variqi vihama koqemake variate ti, te anuraukave.
JHN.10.11	Te sipisipi qoka koqekave. Sipisipi qova koqeva vaiharo nai sipisipi arukevorave tiharo antuaqiro viro, kai te vikara irihama qutu vuare tivakero qutirave. 
