MAT.1.1	I⁴la³ ti²ton³ la⁴jang³⁴ sa¹jeun³ quian¹ Jesucristo a³lang⁴³ jon⁴³tyie¹ A³brang²³ jian³ Da³vei²³.
1TH.5.15	Jianh³ yo⁴a³sian³ ua²jainh³ i⁴hlagh³² i²con²³ a³júan³ i⁴hlagh³². A⁵sia³, quie¹ hniah³ júanh²ˉ³ i⁴tsei³⁴ i²con²³ a³jan³ jan³ jian³ i²con²³ la⁴jang³⁴ la⁴jeg³⁴ nie⁴³.
1TH.5.16	Ua²sianh³ˉ³ tionh²ˉ³ si³hyonh³ˉ³ la⁴jeg³⁴ nie⁴³. 
1TH.5.17	Jian³ mh³² hnei³ Jon⁴dai¹ liah⁴ sa⁴hag³. 
1TH.5.18	Jian³ cúa² hnei³ ti²hmah³² i²con²³ Jon⁴dai¹ ua²hain³a² liah⁴ sianh³ˉ³, quie¹ la⁴ne³ hnie³⁴ Jon⁴dai¹ i⁴júanh²ˉ³ tionh²ˉ³ i⁴ma³ti²hainh⁴ˉ³ i²con²³ Cristo Jesús.
1TH.5.19	A⁵ai³ hnei³ M⁴tyi⁴ quieh¹ Jon⁴dai¹. 
1TH.5.20	Jian³ a⁵júan³ hnei³ i⁴sa⁴roh²ˉ³ jeu³ jau²³ i⁴hleh²i³ con⁴juah⁴ M⁴tyi⁴ quieh¹ Jon⁴dai¹. 
1TH.5.21	Quien²³ hnei³ jau²chie⁴³ la⁴jeg³⁴, jian³ hyei² hnei³ la⁴conh⁴ i⁴tsei³⁴. 
1TH.5.22	Jian³ quein⁴³ hnei³ i²con²³ la⁴jeg³⁴ i⁴hlagh³².
1TH.5.23	Jon⁴dai¹ hña³pa², a³hain⁴ a³júan³ i⁴tionh² chie³ hyon³ tsei⁴³, ma⁵cúah¹i³ hnei³ ni²hyan³² o³tan², jian³ ua²hie⁴i³ hnei³ tionh²ˉ³ m⁴tyi⁴ quianh³ˉ³ jian³ heh³²ˉ³ i⁴a⁵sie⁴³ ta²canh¹ˉ³ chie³² la⁴conh⁴i² jonh³ Re¹ Jesucristo quian⁴ˉ¹. 
1TH.5.24	Quie¹ ni²tei⁴³ jau²³ quieh¹ a³hain⁴ a³a⁴te⁴ hnei³, hei⁴ pi²³i³ ma⁴tei⁵ la⁴jeg³⁴ i⁴ne³ i²conh²ˉ³.
1TH.5.25	Goh³ quian³⁴ jnia⁴, mh³² hnei³ Jon⁴dai¹ nei² quian⁴ jnie³² tionh²ˉ³.
1TH.5.26	Ma⁴con³² hnei³ la⁴jang³⁴ si³reunh⁴ˉ¹ i⁴hnioh⁴ˉ³ jang³⁴ hoh⁴³ˉ³.
1TH.5.27	Júan³⁴ˉ⁴ heih⁴³ i²conh²ˉ³ con⁴juah⁴ Se³ño²³ i⁴hegh²ˉ³ ma²jyi³ la³ i²con²³ la⁴jang³⁴ si³reunh⁴ˉ¹ tionh².
1TH.5.28	Re¹ Jesucristo quian⁴ˉ¹ ma⁵ho³² hnei³ la⁴jangh³ˉ³ tionh²ˉ³. Ua²lei⁴ la⁴ne³.
2TH.1.1	Jnia⁴, Pa³², sag³⁴ˉ⁴ ma²jyi³ la³ jian²³ˉ⁵ Silvano jian³ Ti³mo³te³² i²con²³ cuah³ a³tionh² Tesalónica i⁴tionh²ˉ³ i²con²³ Jon⁴dai¹ Jmai³²ˉ¹ jian³ Re¹ Jesucristo quian⁴ˉ¹ liah⁴. 
2TH.1.2	Ua²ma⁴ho³² hnei³ Jon⁴dai¹ Jmai³²ˉ¹ jian²³ Re¹ Jesucristo quian⁴ˉ¹, jian³ ua²júan⁴i³ i⁴tionh²ˉ³ hyon³ hoh⁴³ˉ³ tionh²ˉ³ liah⁴.
2TH.1.3	I² la⁴ne³ jon³, goh³ quian³⁴ˉ⁴, hniah³ cúa² jnie³² ti²hmah³² i²con²³ Jon⁴dai¹ la⁴jeg³⁴ nie⁴³ nei² quianh³ˉ³ tionh²ˉ³, quie¹ la⁴ne³ cúan²³; quie¹ ta⁵la⁴ si³cúan³ i⁴ti²hainh⁴ˉ³ tionh²ˉ³ jian³ i⁴ti²hnoh⁴³ˉ³ la⁴jangh³ˉ³ jenh²ˉ³ jian³ i²con²³ la⁴jang³⁴ a³sang²³ liah⁴. 
2TH.1.4	I⁴jon³da³ ti²júan³ jnie³² ron⁴ nei² quianh³ˉ³ i²con²³ la⁴jang³⁴ cuah³ quian¹ Jon⁴dai¹, nei² quieh¹ i⁴ti²cúah⁵ˉ³ hoh⁴³ i⁴júanh³ hoh⁴³ˉ³ jian³ i⁴hainh⁴ˉ³ ta¹la⁴ ti²hag²³i³ hnei³ jian³ i⁴ti²canh³ˉ³ ma²eu⁴³ tionh²ˉ³. 
2TH.1.5	Quie¹ i⁴ne³pa² lei³ jnia⁴ i⁴re³ can²³ Jon⁴dai¹ jau²chie⁴³, quie¹ ñi³i³ i⁴haih¹ ma³li⁴cúah¹ˉ³ i²ua²tyein²i³; i² nei² jon³ ti²canh³ˉ³ ma²eu⁴³ tieh²la³.
2TH.1.6	Quie¹ Jon⁴dai¹ heh³i³ a³hain⁴ ma²eu⁴³ liah⁴ ya¹hniah³ quieh¹ i²con²³ a³ti²he²³ ma²eu⁴³ i²conh²ˉ³ tieh²la³; 
2TH.1.7	jian³ hnei³ tionh²ˉ³ liah⁴ a³ma³a⁴can³⁴ ma²eu⁴³, júan³⁴i³ i⁴lai⁴³ hoh⁴³ˉ³ co⁴chia³ jie³ˉ¹ la⁴teg⁴ jm² i⁴jionh⁴ Re¹ Jesús ñi⁴jeu⁵ jian²³ ángel quian¹ a³ti²quian³ ua³pei⁴ quieh¹i³. 
2TH.1.8	Jionh⁴i³ jeu³ je¹ o¹jyi³ loh⁴³ i⁴ya⁴he³i³ ma²eu⁴³ i²con²³ la⁴conh⁴ a³sa⁴ra⁵cm²³ Jon⁴dai¹ jian³ a⁵ga⁴ ma⁴co⁴³i³ jau²³ tsei²³ quieh¹ Re¹ Jesucristo quian⁴ˉ¹. 
2TH.1.9	La⁴jang³⁴ a³ne³ si⁵hain⁴ si⁵quian⁴ ma²eu⁴³ i⁴sa⁴ton³ jm² ua²tya⁴³, jian³ han⁵i³ i²gmh⁴ hlonh² Se³ño²³, jian³ a⁵sie⁴³ je³⁴i³ joh¹ quieh¹ Jon⁴dai¹ júanh⁴³. 
2TH.1.10	Lei⁴ la⁴ne³ jm² i⁴jionh⁴i³ jian³ lei⁴ júanh⁴³i³ i⁴júan³⁴ chie³ quian¹i³, jian³ chie³⁴ co³ tsei⁴³ la⁴jang³⁴ a³ra⁵hain⁴ i²con²³i³, quie¹ ta⁵la⁴ ra⁵hainh⁴ˉ³ jau²³ i⁴a⁴hlenh³² jnie³² hnei³ tionh²ˉ³.
2TH.1.11	Nei² jon³ mh⁵ jnie³² Jon⁴dai¹ quian⁴ˉ¹ la⁴jeg³⁴ nie⁴³ nei² quianh³ˉ³ tionh²ˉ³, canh⁴a² je³⁴i³ i⁴eu⁴³ re³ haih¹ i⁴ma³a⁴te⁴i³ hnei³; jian³ mh⁵i³ jnie³² liah⁴ i⁴ma⁴tei⁵i³ con⁴juah⁴ ua³pei⁴ quieh¹i³ la⁴jeg³⁴ i⁴tsei³⁴ i⁴hnoh³ˉ³ lei⁴ jian³ ta¹ i⁴júanh³ˉ³ con⁴juah⁴ i⁴hainh⁴ˉ³ liah⁴. 
2TH.1.12	I² la⁴ne³ li⁴júah³ jm³i⁴sain³ Re¹ Jesucristo quian⁴ˉ¹ con⁴juah⁴ hnei³ tionh²ˉ³, jian³ hei⁴i³ júan³⁴ i⁴júanh⁴³ˉ³ tionh²ˉ³ liah⁴, con⁴juah⁴ i⁴tsei³⁴ tsei⁴³ Jon⁴dai¹ quian⁴ˉ¹ jian³ Re¹ Jesucristo.
2TH.2.1+2TH.2.2	Jian³ liah⁴, goh³ quian³⁴ˉ⁴, mh⁵ jnie³² hnei³ tionh²ˉ³ i⁴sa⁴ta² lainh⁴³ˉ³ ca³ jau²³ seg³⁴ nei² quieh¹ Re¹ Jesucristo quian⁴ˉ¹ tei⁴³i² ya⁴jaih¹i³ jnia¹ jie³i³ jnia¹, jian³ sa⁴hniah³ yi⁵hangh³²ˉ³ jau²³ i⁴juah⁴i³ hleh²i³ con⁴juah⁴ m⁴tyi⁴, jian³ o⁴ con³ jau²³ i⁴cúa²³i³, jian³ o⁴ jeu³ ma²jyi³ i⁴leg⁴³ la⁴con³ ma²jyi³ quian⁴ jnie³² i⁴ra³leg⁴³ i⁴juah⁴i³ i⁴ma³o¹jionh⁴ ne³⁴pa² Se³ño²³. 
2TH.2.3	Jianh³ yo⁴o² sia³ hain³liah⁴ li⁴ma⁵co³ hnei³ chie³. Quie¹ naih⁵i² teg³⁴ jm² ne³, hniah³ jia²³ ñeih³² i⁴so⁴ron⁵i³ jeu³ Jon⁴dai¹, tei⁴³i² ma⁵jnia³² a³ñih³ a³quian³ chie³² hain⁴, a³ma³hei¹ heih⁴³ i⁴si⁵hain⁴. 
2TH.2.4	A³ne³pa² hain⁴ li⁴hion²³ la⁴jang³⁴ a³ti²lain⁴ chie³ lang⁴³ Jon⁴dai¹, jian³ li⁴hieh¹i³ la⁴jeg³⁴ i⁴ma³co⁴³i³; júan³⁴i³ tyein²i³ la⁴conh⁴a² la⁴jeg³⁴ i⁴ne³, quie¹ tyie¹i³ si⁵cua³i³ la⁴teg⁴ cuah³júah² quieh¹ Jon⁴dai¹ la⁴jan³ Jon⁴dai¹, jian³ júan³⁴i³ lang⁴³i³ Jon⁴dai¹.
2TH.2.5	¿O⁴ sa¹ tyon²³ hoh⁴³ˉ³ i⁴a⁴jeu³⁴ˉ⁴ hnei³ i⁴ne³ con³ma²sainh⁴³ˉ⁴ jenh²ˉ³ tionh²ˉ³? 
2TH.2.6	Jian³ tieh²la³ ma³ñih¹ hnei³ i⁴jon³ i⁴hnia²³, canh⁴a² sa⁴ma⁵jnia³²i³ ta¹la⁴ sa⁴teg³ jm² quieh¹. 
2TH.2.7	Quie¹ ma³júan³ ta¹ ua³pei⁴ quieh¹ chie³² i⁴sa⁴lei³ jon³; con³ i⁴jon³pa² júah³ hei⁴³ i⁴quein³⁴ a³júan³ i⁴hnia²³ hain⁴ je¹ jon³. 
2TH.2.8	Jon³ a²ma⁴ ma⁵jnia³² chie³ hlangh² hain⁴ a³jŋangh³ Se³ño²³ con⁴juah⁴ tyi⁴ i⁴húa³⁴ ho³²i³, jian³ júan³⁴i³ i⁴si⁵hain⁴ a³hain⁴ con⁴juah⁴ joh¹ i⁴quian³i³ tei⁴³i² ma³jonh²i³. 
2TH.2.9	Quie¹ jia²³ a³hlangh² hain⁴ con⁴juah⁴ ta¹ i⁴cúa³⁴ a⁵lainh³², i⁴quian³i³ hlion⁴ ua³pei⁴, i⁴júan³i³ ua³júah² co³ jnia⁴ i⁴leg⁴³ jau²ta³jau²³. 
2TH.2.10	Jian³ ma⁵can³i³ la⁴jang³⁴ a³tionh² jeu³ si⁵hain⁴, con⁴juah⁴ la⁴jeg³⁴ nai² i⁴leg⁴³ chie³² i⁴ma⁵co³i³, quie¹ ta⁵la⁴ sa⁴hnie³⁴i³ hyei³⁴i³ jau²³ ni²tei⁴³ i⁴ma²lion⁴i³. 
2TH.2.11	I⁴jon³ cúa³⁴ Jon⁴dai¹ jeu³ i⁴lain⁴³i³ ca³ jau²ta³jau²³, canh⁴a² li⁴hain⁴i³ jau²³ i⁴sa⁴tei⁴³, 
2TH.2.12	canh⁴a² la⁴jon³ quionh⁴i³ i²hlagh³² la⁴jang³⁴i³ la⁴conh⁴ a³sa⁴ra⁵hain⁴ jau²³ ni²tei⁴³, quie¹ eu⁴³a² si³hyonh³i³ júan³i³ i⁴hlagh³².
2TH.2.13	I² jnie³² ne⁵, la⁴jeg³⁴ nie⁴³ hniah³ cúa² jnie³² ti²hmah³² i²con²³ Jon⁴dai¹ nei² quianh³ˉ³ tionh²ˉ³, goh³ quian³⁴ˉ⁴, a³hnio² quian¹ Jon⁴dai¹, quie¹ a⁴quianh⁴³ hnei³ Jon⁴dai¹ liah⁴ma²ra⁴lie⁵ i⁴lionh⁴ˉ³, con⁴juah⁴ M⁴tyi⁴ quieh¹i³ i⁴ra⁵cúanh¹ˉ³ jian³ con⁴juah⁴ jau²³ tei⁴³ i⁴hainh⁴ˉ³ liah⁴. 
2TH.2.14	Quie¹ a⁴te⁴ hnei³ Jon⁴dai¹, con⁴juah⁴ jau²³ quieh¹i³ i⁴hleh³ jnie³², canh⁴a² tangh³ˉ³ joh¹ quieh¹ Re¹ Jesucristo quian⁴ˉ¹.
2TH.2.15	I² la⁴ne³ jon³, goh³ quian³⁴ˉ⁴, tia⁴ no³ hnei³ tionh²ˉ³, jian³ re³ quian³ hnei³ i⁴ra⁵tangh³ˉ³ tionh²ˉ³, jau²³ i⁴a⁴he² jnie³² jian³ o⁴ i⁴a⁴sag² jnie³² jeu³ ma²jyi³. 
2TH.2.16	I² Re¹ Jesucristo quian⁴ˉ¹pa² jian²³ Jon⁴dai¹ Jmai³²ˉ¹, a³hain⁴ a³ra⁵hnie³⁴ jnia¹ jian³ a⁴júan⁴i³ i⁴lag¹ tsei⁴³ˉ¹ sa⁴ton³ jm² ua²tya⁴³ jian³ a⁴cúa⁴i³ con³ i⁴hain³² tsei⁴³ˉ¹ con⁴juah⁴ i⁴tsei³⁴ tsei⁴³i³, 
2TH.2.17	ua²júanh³ hei⁴i³ hoh⁴³ˉ³ tionh²ˉ³, jian³ ua²ma⁴huanh³i³ hnei³ canh⁴a² la⁴jeg³⁴ i⁴hleh³ˉ³ jian³ o⁴ i⁴júanh³ˉ³, jmah³ i⁴tsei³⁴pa².
2TH.3.1	I² ta⁵i²a⁴toh⁴ liah⁴, goh³ quian³⁴ˉ⁴, m² hnei³ nei² quian⁴ jnie³² canh⁴a² tyie¹ jau²³ quieh¹ Jon⁴dai¹ ta¹tia⁴ la⁴tan², jian³ canh⁴a² ma⁵co⁴³i³ si³hyonh³i³ liah⁴i² a⁴leg³⁴ jenh²ˉ³ tionh²ˉ³. 
2TH.3.2	Jian³ mh³²i³ hnei³ i⁴lion⁴ jnie³² joh⁴³ cúa³ chie³ hlangh² a³tionh² jeu³ jlei³, quie¹ a⁵hei⁴³ la⁴jang³⁴ hain⁴. 
2TH.3.3	I² Se³ño²³ ne⁵, ni²tei⁴³ jau²³ quieh¹i³, ma⁵huanh³i³ hnei³ jian³ hie⁵i³ hnei³ la⁴jeg³⁴ i⁴hlagh³². 
2TH.3.4	Jian³ hain³² tsei⁴³ jnie³² i²con²³ Se³ño²³ nei² quianh³ˉ³ tionh²ˉ³ i⁴ti²júanh³ˉ³ i⁴ma⁵teih³²ˉ³ la⁴conh⁴ heih⁴³ i⁴a⁴júan² jnie³², jian³ ti²júanh³ pi¹ hnei³ liah⁴. 
2TH.3.5	Se³ño²³pa² ma⁵ho³² hnei³ i⁴li⁴lainh²ˉ³ hain³liah⁴ hnie³⁴ jnia¹ Jon⁴dai¹, jian³ ma⁵ho³²i³ hnei³ i⁴lei⁴ júanh³ hoh⁴³ˉ³ liah⁴i² lang⁴³ Cristo.
2TH.3.6	Goh³ quian³⁴ jnia⁴, júan³ jnie³² heih⁴³ i²conh²ˉ³ tionh²ˉ³ con⁴juah⁴ jm³i⁴sain³ Re¹ Jesucristo quian⁴ˉ¹, i⁴sa⁴ma²reunh¹ˉ³ la⁴jang³⁴ si³reunh⁴ˉ¹ a³ua⁴han² sa⁴hei¹ jeu³ jian³ sa⁴ŋeng²³i³ liah⁴ ma³a⁴he² jnie³² i²conh²ˉ³. 
2TH.3.7	Quie¹ ma³ñih¹ hnei³ liah⁴ a⁴júan² jnie³² liah⁴ hniah³ neih²ˉ³; quie¹ con³ma²tieh² jnie³² jenh²ˉ³, a⁵sia³ juah⁴ con³ i⁴a⁴ŋeng² jnie³²; 
2TH.3.8	quie¹ a⁵sia³ ta² a⁴quih² jnie³² a²hei⁴³ juah⁴ i⁴sa⁴ni²hmah². Quie¹ la⁴húa²³ la⁴jm²³pa² a⁴júan² jnie³² ta¹, a⁴le¹ jnie³² ma²eu⁴³ nei² quieh¹ sa⁴hnie³⁴ jnie³² i⁴si²quian³² jnie³² hoh⁴³ˉ³ i¹jan³ hnei³. 
2TH.3.9	A⁵jon⁴³ quie¹ juah⁴ i⁴sa⁴le² jnie³² heih⁴³ i⁴ma²li⁴m² jnie³² i²conh²ˉ³, a⁵sia³, quie¹ a⁴ma⁴jnia³² jnie³² con³ i⁴tsei³⁴ quianh³ˉ³ i⁴a⁴júan² jnie³² ta¹, canh⁴a² li⁴júanh²ˉ³ la⁴ne³. 
2TH.3.10	Quie¹ con³ma²tieh² jnie³² jie³ jnie³² hnei³ tionh²ˉ³, a⁴júan² jnie³² heih⁴³ la³ i²conh²ˉ³: Juah⁴ne³ sian³ a³sa⁴i²júan³⁴ ta¹, sa⁴hniah³ queuh⁴³i³ liah⁴. 
2TH.3.11	Quie¹ nai⁴ jnie³² jau²³ nei² quianh³ˉ³ tionh²ˉ³ i⁴sian³ ca³chion²³ hnei³ a³ta² ua⁴han², a³sa⁴i²júan³⁴ ta¹ i¹leuh², quie¹ tian²³i³ jmah³ i²sa⁴tain⁴³i³. 
2TH.3.12	Júan³ jnie³² pain⁴ heih⁴³ i²con²³ a³la⁴ne³, heih⁴³ quieh¹ Re¹ Jesucristo quian⁴ˉ¹, i⁴júan³⁴i³ ta¹ quieh¹ si³hyonh³i³, i⁴queuh⁴³i³ i⁴hliah² quieh¹i³.
2TH.3.13	Jian³ liah⁴, goh³ quian³⁴ˉ⁴, a⁵ua²si⁴quian⁵ hoh⁴³ˉ³ tionh²ˉ³ i⁴júanh³ˉ³ i⁴tsei³⁴. 
2TH.3.14	I² juah⁴ne³ sian³ a³sa⁴ma³co⁴³ la⁴conh⁴ jau²³ i⁴a⁴sag² jnie³² ma²jyi³ la³, jen³² hnei³ hain³ chianh², jian³ a⁵ma⁵reunh¹i³ hnei³ canh⁴a² li⁴hyeih¹i³. 
2TH.3.15	Jian³ a⁵jen⁴³i³ hnei³ liah⁴i² jen³i³ jan³ a³hion²³, quie¹ hniah³ hlenh³²i³ hnei³ liah⁴i² hlenh⁴³i³ jan³ a³reunh¹ canh⁴a² ma⁴tei⁵i³.
2TH.3.16	Se³ño²³ hña³pa² a³hain⁴ a³júan³ i⁴tionh² chie³ hyon³ tsei⁴³, ua²júan⁴i³ i⁴tionh²ˉ³ hyon³ hoh⁴³ˉ³ la⁴jeg³⁴ nie⁴³ jian³ la⁴jeg³⁴ nai² liah⁴. Ua²jianh²ˉ³ Se³ño²³ la⁴jangh³ˉ³ tionh²ˉ³.
2TH.3.17	Jnia⁴, Pa³², tien⁵ˉ⁵ jm³i⁴sain³⁴ nei² ma²jyi³ ti²hleh² jau²³ i⁴sain³⁴ˉ⁴ la³; la⁴ne³ sag³⁴ˉ⁴ i⁴jñei⁵ˉ⁵ la⁴jeg³⁴ ma²jyi³ quien⁴ˉ⁴. 
2TH.3.18	Re¹ Jesucristo quian⁴pa² jnia¹ ma⁵ho³² hnei³ la⁴jangh³ˉ³ tionh²ˉ³. Ua²lei⁴ la⁴ne³.
1TI.1.1	Jnia⁴, Pa³², lang⁴³ˉ⁴ a³hei¹ joh⁴³ cúa³ ta¹ quieh¹ Jesucristo con⁴juah⁴ heih⁴³ quieh¹ Jon⁴dai¹ quian⁴ˉ¹ A³lie³ jnia¹ jian³ Re¹ Jesucristo liah⁴, a³hain⁴ a³hain³² tsei⁴³ˉ¹ i²con²³; 
1TI.1.2	sag³⁴ˉ⁴ ma²jyi³ la³ i²conh² hnei³, Ti³mo³te³², a³jon³⁴ˉ⁴ i⁴chie⁴³ con⁴juah⁴ i⁴ra⁵hainh⁴ˉ³. Jon⁴dai¹ Jmai³²ˉ¹ ma⁵ho³² hnei³ jian³ Cristo Jesús Se³ño²³ quian⁴ˉ¹, jian³ ua²júan⁴i³ i⁴jieh⁴ ñei⁴ tsei⁴³i³ i²conh²ˉ³ jian³ i⁴sianh³ˉ³ hyon³ hoh⁴³ˉ³.
1TI.1.3	Jian³ a⁴mh⁵ˉ⁵ hnei³ i⁴jianh²ˉ³ je¹jeu³ Efeso ma²jon³, con³ma²ŋo⁵ˉ⁵ ta⁵húa³⁴ Macedonia, canh⁴a² li⁴júanh²ˉ³ heih⁴³ i²con²³ co⁴meih³ chie³ a³he²³ jau²³ seg²³ i⁴sa⁴he³⁴i³, 
1TI.1.4	jian³ sa⁴hniah³ ro³⁴i³ jeu³ jau²³ nei² quieh¹ jmai³sie²³i³ a³sian³ ya⁴jo³⁴ jian³ jau²³ nei² quieh¹ sa¹jeun³ quian¹i³ i⁴sa⁴tieh⁴ tya²³i³. Quie¹ nei² jau²³ ne³pa² jia²³ jang²³i³ niah¹ ma²si⁵cúan³i³ i⁴cúa²³ Jon⁴dai¹ con⁴juah⁴ i⁴hain⁴i³; jian³ jeu³⁴ˉ⁴ hnei³ liah⁴ tieh²la³ nei² ne³.
1TI.1.5	Quie¹ nei² quieh¹ heih⁴³ quieh¹i³ ne³, i⁴hniah³ ma⁵hnio³⁴i³ i⁴cag⁴ m⁴tyi⁴ quieh¹i³, jian³ i⁴sa⁴hnang⁴³ m⁴tyi⁴ quieh¹i³ jian³ i⁴hain⁴i³ jang³⁴ tsei⁴³. 
1TI.1.6	Quie¹ ca³chion²³ ma³a⁴teinh³ tsei⁴³ jeu³ ne³ i⁴ma³a⁴can³⁴i³ jau²³ sa⁴tei⁴³ ta¹. 
1TI.1.7	Quie¹ hnie³⁴i³ lain⁴i³ a²teg²³ quian¹ lai²³ tionh², jian³ i¹ húan⁴i³ sa⁴ŋang⁴i³ henh⁴ hleh²i³ jian³ i⁴juah⁴i³ i⁴leg⁴³ i⁴chie⁴³pa².
1TI.1.8	I⁴chie⁴³pa² nia²ˉ¹ i⁴tsei³⁴ lai²³ quieh¹ Jon⁴dai¹, juah⁴ne³ ma³co⁴³i³ la⁴conh⁴ ra³cúa²³. 
1TI.1.9	Jian³ nia²ˉ¹ i⁴leg⁴³ la⁴la³, a⁵sia³ ja³⁴ lai²³ i²con²³ a³júan³ i⁴tsei³⁴; quie¹ i²con²³ a³hlangh²pa², jian³ a³sa⁴can²³ jau²³, jian³ a³sa⁴naih¹, jian³ a³ti²ren³ chie³², jian³ a³sa⁴ma³con⁴³ Jon⁴dai¹ jian³ a³sa⁴ma³co⁴³ lai²³ quieh¹ cuah³ i¹con³, jian³ i²con²³ a³jŋangh² jmai³, jian³ a³jŋangh² sie²³, jian³ i²con²³ la⁴jang³⁴ a³jŋangh² chie³, 
1TI.1.10	jian³ i²con²³ a³hlenh⁴³ a³m⁴ sang³⁴, jian³ a³hlenh⁴³ a³ñih³ reunh¹, jian³ a³júan³ hang³ chie³, jian³ a³hleh² jau²ta³jau²³, jian³ i²con²³ a³con³ i⁴hen⁴³ Jon⁴dai¹ nei² jau²³ sa⁴tei⁴³, jian³ i²con²³ la⁴jang³⁴ a³ua³tsei³² i⁴sa⁴júan³i³ con⁴juah⁴ jau²³ ni²tei⁴³, 
1TI.1.11	la⁴conh⁴ ra³cúa²³ jau²³ júah³ quieh¹ Jon⁴dai¹ cúanh¹ i⁴a⁴tonh³i³ joh⁴³ cúa³⁴ˉ⁴.
1TI.1.12	Cúa³⁴ˉ⁴ ti²hmah³² i²con²³ Cristo Jesús Se³ño²³ quian⁴ˉ¹, a³hain⁴ a³a⁴cúa⁴ ua³pei⁴ i²con²³ˉ⁵, quie¹ ta⁵la⁴ a⁴tonh³i³ ta¹ quieh¹ joh⁴³ cúa³⁴ˉ⁴, quie¹ a⁴je³i³ jnia⁴ i⁴li⁴ma²tei³²ˉ⁴. 
1TI.1.13	Ua²liah⁴a² ma²hleh³ˉ⁴ jau²hlagh³² nei² quieh¹i³ liah⁴ma²jia⁴³, quie¹ ma²hang³⁴i³ jnia⁴ jian³ ma²jeu³⁴i³ jnia⁴ jau²hlagh³². I² hei⁴i³ ne⁵, joh³ ñei⁴ tsei⁴³i³ i²con²³ˉ⁵, quie¹ a⁴júan³⁴ˉ⁴ i⁴sa⁴yan³²ˉ⁴ jian³ i⁴sa⁴ma²hain⁴ˉ⁴. 
1TI.1.14	I² jon³ ne⁵, hlion⁴ mai²³ ra⁵tsei³⁴ tsei⁴³ Jon⁴dai¹ quian⁴ˉ¹ i²con²³ˉ⁵ i⁴ti²hain⁴ˉ¹ jian³ i⁴ti²hnio⁴ˉ¹ con⁴juah⁴ i⁴tieh²ˉ¹ naih⁵ ni²tsei⁴³ Jesucristo.
1TI.1.15	I⁴la³pa² tyein² ni²tei⁴³ jian³ i⁴haih¹ li⁴hyei³⁴ la⁴jang³⁴: i⁴cuan³⁴ Cristo Jesús m⁵cu³ la³ i⁴ua⁵lion³²i³ a³ti²ren³ chie³², jian³ jnia⁴pa² tyein² ren³⁴ˉ⁴ chie³² la⁴conh⁴a² la⁴jang³⁴. 
1TI.1.16	I² nei² ne³pa² joh³ ñei⁴ tsei⁴³ Jon⁴dai¹ i²con²³ˉ⁵, canh⁴a² la⁴ne³ ma⁵jnia³ Jesucristo conh⁴ tei⁴³ i⁴júanh³ tsei⁴³i³ con⁴juah⁴ jnia⁴, i⁴leg⁴³ con³ i⁴ra³he²³ quieh¹ la⁴jang³⁴ a³li⁴hain⁴ i²con²³ hei⁴i³ i⁴hyieh⁴i³ m⁵cu³ sa⁴ton³ jm² ua²tya⁴³. 
1TI.1.17	I² la⁴ne³ jon³, ua²lei⁴ i⁴júanh⁴³ a³lang⁴³ Re¹ sa⁴ton³ jm² ua²tieh⁴, jian³ a³sa⁴legh⁴ ua²jaun⁴, jian³ a³sa⁴lei³ jnia⁴, a³jan³ hain⁴pa² Jon⁴dai¹ sian³ a³ŋang⁴, ua²lei⁴ i⁴ñei⁴³i³ sa⁴ton³ jm² ua²tya⁴³. La⁴ne³pa².
1TI.1.18+1TI.1.19	Hnei³ Ti³mo³te³², a³jon³⁴ˉ⁴, júan³⁴ˉ⁴ heih⁴³ la³ i²conh²ˉ³ canh⁴a² re³ júanh²ˉ³ hnai³ con⁴juah⁴ i⁴re³ sainh⁴³ˉ³ i⁴hainh⁴ˉ³ jian³ i⁴sa⁴hnang⁴³ m⁴tyi⁴ quianh³ˉ³; júan² hnei³ la⁴ne³ canh⁴a² li⁴tei⁴³ jau²³ jon³ i⁴a⁴hleh⁴ si³reunh⁴ˉ¹ liah⁴ma²jia⁴³ nei² quianh³ˉ³ con⁴juah⁴ jm³i⁴sain³ Jon⁴dai¹. Quie¹ ca³chion²³ ma³a⁴hlianh³ i⁴a⁵sie⁴³ hain⁴i³ liah⁴ ma²hain⁴i³, quie¹ a⁵sie⁴³ ro³i³ jeu³ i⁴hleh² m⁴tyi⁴ quieh¹i³. 
1TI.1.20	Quie¹ la⁴ne³ a⁴jainh⁴³ Himeneo jian²³ A²ja³², a³hain⁴ a³a⁴cúanh³²ˉ⁴ i²con²³ a⁵lainh³² canh⁴a² li⁴jmh³ tsei⁴³i³ i⁴sa⁴hleh³i³ jau²hlagh³² nei² quieh¹ Jon⁴dai¹.
1TI.2.1	Co⁴ra⁴lie⁵ ñeih³² juah³ˉ⁴ i⁴hniah³ mh³i³ Jon⁴dai¹ nei² quieh¹ la⁴jang³⁴ chie³, jian³ hniah³ cúa³⁴i³ ti²hmah³² i²con²³ Jon⁴dai¹ nei² quieh¹ la⁴jang³⁴ liah⁴. 
