MAT.1.1	'E 'akapapa'anga nō te 'ui tupuna o Iēsū Mesia, 'e tamaiti nā Dāvida, 'e tamaiti nā Āberahāma.
2JN.1.11	Ko te tangata 'oki tei aro'a atu i aia tē kāpipiti nei ia ki tāna 'anga'anga kino.
2JN.1.12	'E mānganui te au mea tei tau i te 'akakite atu ki a kōtou, kāre rā au e 'inangaro i te tātā i te reira ma te 'inika ki runga i te pēpa. Tē manako nei rā au i te 'ārāvei i a kōtou, kia tuatua va'a tātou tēta'i ki tēta'i, kia meitaki rava atu tō tātou rekareka'anga.
2JN.1.13	Tē aro'a atu nei te au mema o tēia 'ēkālēsia 'iki'ia i a kōtou na.
3JN.1.2	E taku 'oa 'akaperepere ē, tē 'inangaro nei au kia manuia koe i te au mea rava rāi ē kia māro'iro'i i te pae kōpapa mei a koe e māro'iro'i nei i te pae vaerua. 
3JN.1.3	'E rekareka ma'ata 'oki tōku i te 'aere'anga mai o te au taeake tei 'akakite mai ē, tē 'akaāri mai nei tō'ou ora'anga i te tuatua mou, nō te tū 'oki o tō'ou 'ākono'anga i te tuatua mou. 
3JN.1.4	Kāre 'oki ōku 'e rekareka'anga ma'ata atu i tēia: kia 'akarongo au ē, tē 'ākono ra tāku au tamariki i te tuatua mou.
3JN.1.5	E taku 'akaperepere ē, tē rave nei koe i te mea tika ki te au taeake ra, noa atu ē, 'e au tangata kekē rātou. 
3JN.1.6	Kua tuatua mai 'oki rātou ki mua i te 'ēkālēsia nō runga i tō'ou aro'a. 'E mea meitaki ia i a koe kia tauturu koe i tō rātou tere mei tei tau i te Atua. 
3JN.1.7	Nō tōna ingoa 'oki i 'aere ei rātou, ē kāre i 'āriki 'ua atu i tā te 'ētene ra. 
3JN.1.8	Nō reira, 'e mea tau rāi kia tauturu tātou i tēia au tangata; 'ei au 'oa rave 'anga'anga 'oki tātou i reira nō te tuatua mou.
3JN.1.9	I tātā atu ana 'oki au ki te 'ēkālēsia na, inārā, ko Dioterepe, tei 'inangaro koia anake 'ua te 'aka'aere, kāre i 'āriki mai i a mātou. 
3JN.1.10	Nō reira, mē tae atu au, ka ma'ara au i tāna i rave, koia 'oki, kua 'akakino aia i a mātou ki te tuatua kino. Kāre rā aia i rave 'ua i te reira; kāre rāi aia e 'ō'ō mai nei i te au taeake, ē tē ārai katoa nei aia i te aronga tei 'inangaro i te rave i te reira, ē tē 'akaātea nei 'oki i a rātou mei roto atu i te 'ēkālēsia.
3JN.1.11	E taku 'akaperepere ē, auraka e āru i te kino, e āru rā i te meitaki. Ko tei rave 'oki i te meitaki ra, nō te Atua ia, ko tei rave rā i te kino, kāre ia i kite ana i te Atua.
3JN.1.12	Kua tuatua meitaki te tangata rava rāi nō runga i a Demetērio, ē pērā katoa tāna 'āpi'i'anga i te tuatua mou; ē tē tuatua meitaki katoa nei au nō runga i aia, ē tē kite nei kōtou ē, 'e tuatua mou tāku tuatua ra.
3JN.1.13	'E mānganui te au manako tāku ka tātā atu ki a koe e tikāi. Inārā, kāre au e 'inangaro i te tātā atu ki a koe ki te pēni ē te 'inika. 
3JN.1.14	Tē manako nei rā au ka kite vave atu au i a koe ē ka tuatua tāua tēta'i ki tēta'i.
3JN.1.15	'Ei a koe te 'au. Tē aro'a atu nei te au 'oa i konei i a koe na. E aro'a atu koe i te au 'oa i ko nā ma te tā'iku i tō rātou ingoa.
JUD.1.2	Kia ma'ata 'ua atu rāi te tākinga meitaki, te 'au ē te aro'a ki a kōtou na.
JUD.1.3	E aku au 'akaperepere ē, i tāku tautā'anga pakari i te tātā ki a kōtou nō runga i te rāvenga ora nō te kātoatoa, kua manako rā au ē, 'e mea umuumu'ia i te tātā nā mua ki a kōtou ē i te 'akamāro'iro'i i a kōtou, kia pāruru pakari kōtou i te 'akarongo tei tuku tākiri'ia mai e te Atua ki tōna aronga tapu. 
JUD.1.4	Nō te mea, kua tomo pōiri mai ēta'i tangata 'ākonokore i te Atua ki rotopū i a tātou, tei ruri kē i te aro'a 'ua o te Atua 'ei kanga'anga, ē tei 'akakite ē kāre a Iēsū Mesia i tō tātou 'Atu ē te Pū 'okota'i, koia 'oki, tō tātou 'Atu ko Iēsū Mesia. Ko rātou te aronga i 'akakoro takere'ia nō te 'akavā'anga nō tēia 'anga'anga 'oki.
JUD.1.6	Pērā katoa te au 'āngela tei kore i 'ākono i tō rātou 'ua'orāi mana, kua 'akaruke rā i tō rātou no'o'anga, tē mou'ia nei rātou e te 'Atu i roto i te pōiri ma te piri'anganaoa mutukore nō te 'akavā'anga o te rā ma'ata. 
JUD.1.7	Pērā rāi 'oki a Sodoma ē Gōmora ē te au 'ōire i tō rāua pae, i 'akavā'ia ki te utunga o te a'i mutukore, nō tō rātou ora'anga kanga ē te kimi atu i te piri'anga taukore mei a rātou rāi te tū. Tē tukuna'ia nei taua au 'ōire ra 'ei 'akamatakite'anga.
JUD.1.8	Pērā rāi tēia au tangata ma tā rātou au moemoeā: tē 'akavi'ivi'i nei rātou i tō rātou kōpapa, tē 'akava'ava'a nei i te mana tūtara, ē tē 'akakino nei i te au vaerua kakā. 
JUD.1.9	Kāre rāi te 'āngela ma'ata ko Mikaela i tae i te 'aka'apa atu i te Tiāporo ma te 'akakino'anga, ka taumārō ra ei rāua nō runga i te kōpapa o Mōse; kua tuatua 'ua rā aia, “Nā te 'Atu e kauvae atu i a koe.” 
JUD.1.10	Ko tēia aronga rā tē 'akakino nei rātou i te au mea kāre rātou i nakiro; ē te au mea tā rātou i nakiro anake 'ua mei te au manu manakokore rāi, ka riro ia 'ei tumu nō tō rātou mate. 
JUD.1.11	'E 'ae tō rātou! Kua 'aere 'oki rātou nā te mataara o Kaina, kua āru viviki i te 'akavāvare o Bālaama nō te tūtaki, ē kua mate rātou i tō Kora pāto'i'anga i te Atua. 
JUD.1.12	'E tumu rātou nō te manamanatā i tā kōtou au kaingākai aro'a ra nō tō rātou kai kāpipiti'anga ma te 'akamākore ē ma te manako 'ua i a rātou 'ua'orāi. 'E tumurangi vaikore rātou, e peke 'aere 'ua i te matangi. 'E au pū rākau 'uakore i te tuātau 'ua tikāi, i kiriti tumu'ia, takirua 'oki tō rātou mate. 
JUD.1.13	'E au ngaru tai viviki rātou tei 'akaruaki i tō rātou 'ua'orāi kino; 'e au 'ētū koka 'aere 'ua rātou, ē nō rātou 'oki i 'ākono'ia ai te pōiri kerekere ma'ata roa e tuātau 'ua atu.
JUD.1.15	i te 'akavā i te kātoatoa. Ka 'akautunga aia i te aronga 'ara atuakore kātoatoa nō tā rātou 'anga'anga rava rāi tei kore 'e tau ki te Atua, ē pērā katoa nō te au mea kino tā rātou i tuatua atu ki aia.” 
JUD.1.16	'E aronga tarotaro rātou ē te marekakore, tē āru 'ua nei i tō rātou 'ua'orāi au noinoi. Tē 'akapa'apa'a nei rātou i a rātou 'ua'orāi, ē tō rātou va'a vene reka ki te tangata kia rauka mai tō rātou 'ua'orāi pu'apinga.
JUD.1.17	Ko kōtou rā, e aku au 'akaperepere ē, e ma'ara kōtou i te au tuatua tei 'akakite takere'ia atu e te au 'āpōsetolo a tō tātou 'Atu ko Iēsū Mesia. 
JUD.1.18	Kua 'akakite 'oki rātou ki a kōtou ē, i te tuātau 'openga ka 'aere mai te au tangata tei 'āviriviri i a kōtou, kāre rātou i 'ākono i te Atua, ē tē āru 'ua nei rā i tō rātou 'ua'orāi au noinoi. 
JUD.1.19	Ko rātou 'oki tei 'akamavete i te au tangata. 'E tūranga tangata anake 'ua tō rātou, ē kāre i a rātou te Vaerua. 
JUD.1.20	Ko kōtou rā, e aku au 'akaperepere ē, e patu i a kōtou 'ua'orāi ki runga i te tango o tō kōtou 'akarongo tapu, e pure i roto i te Vaerua Tapu, 
JUD.1.21	e no'o tāmou i roto i te aro'a o te Atua ma te tāpapa atu i te tākinga meitaki o tō tātou 'Atu ko Iēsū Mesia te ka 'ōronga mai i te ora mutukore.
JUD.1.22	E aro'a atu i a rātou ko tei 'ēkōkō, 
JUD.1.23	e 'akaora i a rātou nā roto i te 'aru'anga i a rātou mei roto mai i te a'i. Ko tēta'i pae rā e aro'a atu i a rātou ma te matakite, e mākitakita rā i te kāka'u i 'akavi'ivi'i'ia e tō rātou kino kanga.
JUD.1.24	'Ei aia te ka rauka i te tiaki i a kōtou kia kore kōtou e 'inga, ē te ka rauka katoa i te tuku atu i a kōtou ma te rekareka ē te 'apakore ki mua i tōna kakā, 
JUD.1.25	koia 'oki te Atua 'okota'i tō tātou 'Akaora, nā roto i a Iēsū Mesia tō tātou 'Atu, tei aia 'oki te kakā, te tapunui, te ririnui ē te mana mei muatangāna maira, i tēianei e tuātau 'ua atu. Āmene.
REV.1.1	Ko te 'e'eu'anga tēia tā te Atua i tuku mai ki a Iēsū Mesia kia 'akaāri atu aia ki tōna au tāvini i te au mea e vaitata i te tupu. Ē nāna i 'akakite mai i te reira nā roto i te 'āngela tāna i tono mai ki tōna tāvini ko Ioane. 
REV.1.2	Ko Ioane i riro 'ei kite nō te au mea rava rāi tāna i kite ana, koia 'oki te tuatua a te Atua ē te au mea tā Iēsū Mesia i 'akaāri ana.
REV.1.3	'E ao tōna tō tei tatau ē tō rātou tei 'akarongo i tēianei au toto'u, 'e ao katoa tō rātou tei 'ākono i tei tātā'ia ra ki roto. Tē vaitata mai nei 'oki te tuātau.
REV.1.5	ē nō kō mai 'oki i a Iēsū Mesia ra, te kite mou, ko ia te mōmua tei tū mei te mate maira ē te tūtara nō te au ariki o tēianei ao.
REV.1.5	Ē ko ia i aro'a mai i a tātou nei, ē i tāmā i tā tātou au 'ara nā roto i tōna toto, 
REV.1.6	ē kua 'akariro i a tātou 'ei au ariki, 'ei au ta'unga nā te Atua tōna Metua. 'Ei aia te kakā ē te mana e tuātau 'ua atu. Āmene.
REV.1.9	Ko au ko Ioane, tō kōtou taeake tei āru i a Iēsū tē kāpiti nei au ki a kōtou i te 'akakoromaki'anga i te tūmatetenga o te aronga tei no'o ki tōna bāsileia. I te 'enua au tei karanga'ia ra ē ko Patamo nō tōku 'akakite'anga i te tuatua nā te Atua ē te riro'anga 'ei kite nō Iēsū. 
REV.1.10	Tei runga i āku te Vaerua i te rā o te 'Atu, ē kua 'akarongo akera au i tēta'i reo ma'ata mei te tangi pū ra i muri i āku, 
REV.1.11	i te nā kō'anga mai ē, “Ko tā'au e 'ākara nei, e tātā ki roto i tēta'i puka, ka tuku atu ei ki ēia ngā 'ēkālēsia e 'itu, koia 'oki ki Ēphēsia, ki Semurina, ki Peregamo, ki Tuatira, ki Sāradi, ki Philadelaphia ē ki Laodikea.”
REV.1.12	Kua 'uri akera au i te 'ākara i taua reo tei tuatua mai ki āku ra. Ē i tōku 'uri'anga, kite atura au e 'itu lāmepa 'auro i runga i tō rātou vairanga. 
REV.1.13	Ē i rotopū i taua au lāmepa, tēta'i mei te Tamaiti a te tangata te tū, kua kāka'u'ia ki te kāka'u roroa, ē kua tātua'ia tōna umauma ki te tātua 'auro ra. 
REV.1.14	Tōna ūpoko ē tōna rauru e teatea mei te vavai ē te kiona, ē mei te mura a'i ra ōna mata. 
REV.1.15	Tōna vaevae mei te veo meitaki ia tei tāmā'ia i roto i te a'i, ē tōna reo mei te 'aruru ia o te au vai rere. 
REV.1.16	Tei roto i tōna rima katau e 'itu 'ētū, ē tē riro atura mei roto atu i tōna va'a tēta'i koke kokoi matarua, ē tōna mata e kakā ia mei te rā i te avatea ra.
REV.1.18	Ko au, tē ora 'ua nei au. I mate ana rāi 'oki, inā, tē ora 'ua nei au 'e tuātatau rava atu, ē tei āku nei 'oki te au tāviri o te mate ē tō 'Ade.
REV.1.19	“I tēianei, e tātā koe i te au mea tā'au e 'ākara nei, ē te au mea e vai nei, ē te au mea te ka tupu ā muri nei. 
REV.1.20	Ko tēia te mea muna ngaro o te au 'ētū e 'itu tā'au e kite mai nei i roto i taku rima katau, ko te au 'āngela ia o te au 'ēkālēsia e 'itu. Ē ko tēia te mea muna ngaro o te au lāmepa 'auro e 'itu, ko te au 'ēkālēsia ia e 'itu.”
REV.2.1	“E tātā koe ki te 'āngela o te 'ēkālēsia i Ēphēsia:
REV.2.1	Ko ia tē mou nei i te au 'ētū e 'itu i tōna rima katau ē tē 'ā'āere nei nā roto i te au lāmepa e 'itu, tē nā kō maira aia: 
REV.2.2	Tē kite nei au i tā'au 'anga'anga, tō'ou ro'iro'i ē tō'ou tū tāmou mārie. Tē kite nei au ē, kāre e rauka i a koe i te 'akakoromaki i te aronga kikino; ē kua tīmata atu koe i te aronga tei 'akakite 'ua ē, 'e au 'āpōsetolo rātou, ē kāre tikāi rā rātou i te 'āpōsetolo; ē kua kitea e koe ē, 'e au pikika'a rātou. 
REV.2.3	'E 'akakoromaki tō'ou, ē kua ma'ata te au mate tā'au i 'apai nō tōku nei ingoa, ē tē tinamou nei rāi koe. 
REV.2.4	Inārā, tēia taku 'aka'apa'anga i a koe: kua 'akaruke koe i tō'ou 'inangaro mua. 
REV.2.5	Ē tēnā na, e ma'ara koe i te teitei o te ngā'i mei reira tō'ou 'inga'anga; e tatarā'ara ē e rave 'aka'ou i tā'au 'anga'anga mua. Kia kore rā, kia kore koe e tatarā'ara, ka tae atu au ē ka 'akaātea au i tō'ou lāmepa mei tōna ngā'i. 
REV.2.6	Ko tēia rā tā'au mea meitaki: tē mākitakita nei koe i te 'anga'anga a te au pipi a Nīkola, ko tāku katoa e mākitakita nei.
REV.2.7	Ko tei 'autū ra, ka 'ōronga atu au ki aia i te tika kia kai i te 'ua o te rākau o te ora e tū i roto i te pārataito o te Atua.
REV.2.8	Ko te mōmua ē te 'openga, tei mate ana ē tē ora nei rāi, tē nā kō maira aia: 
REV.2.9	Tē kite nei au i tō'ou tūmatetenga ē tō'ou puta'ua, 'e 'apinga nui rā koe. Tē kite katoa nei au i te 'akakino'anga nō kō mai i a rātou tei 'akakite ē, 'e au Ngāti Iūda rātou. Kāre rātou i tē Ngāti Iūda, 'e sūnago rā rātou nō Sātani. 
REV.2.10	Auraka koe e mataku i te au mea e roko'ia mai ei koe. Inā, ka titiri te Tiāporo i tēta'i pae o kōtou ki roto i te 'are 'āuri i te tīmata i a kōtou. Ka tākinga kino'ia kōtou e ta'i nga'uru pō. E tāmou mārie rā koe e tae 'ua atu ki te matenga, ē nāku e 'ōronga atu ki a koe i te ora 'ei korōna.
REV.2.11	Ko tei 'autū ra, kāre rava ia e kino i te rua o te mate.
REV.2.12	“E tātā koe ki te 'āngela o te 'ēkālēsia i Peregamo:
REV.2.12	Ko ia tē mou nei i te koke kokoi matarua, tē nā kō maira aia: 
REV.2.13	Tē kite nei au i te ngā'i tā'au e no'o nei, ko te ngā'i 'oki o tō Sātani terōno. Tē mou mārie nei rā koe i tōku ingoa, ē kāre rāi koe i 'u'una i tō'ou 'irinaki'anga i āku i te au rā i riro ei a Anitipa 'ei kite mou nōku ra. Kua tā'ia 'oki aia i rotopū i a kōtou i te ngā'i i no'o'ia e Sātani. 
REV.2.14	Inārā, tēia ēta'i 'aka'apa'anga nāku i a koe: tei ko nā i a koe na te aronga i 'āriki i te 'āpi'i'anga a Bālaama ra. Kua 'āpi'i 'oki aia i a Bālaka kia tuku i te tūrori'anga ki mua i te tamariki a Īserā'ela, koia 'oki, te kai i te mea i 'aka'ātinga'ia nā te au 'ītoro ē te 'akaturi 'oki. 
REV.2.15	Pērā katoa, tei a koe na 'oki te aronga tei 'āriki i te 'āpi'i'anga a te au pipi a Nīkola mei tērā rāi te tū. 
REV.2.16	E tatarā'ara koe. Kia kore rā, ka tae viviki atu au ki a koe na, ē ka tamaki atu au i a rātou ma te koke nō roto mai i tōku va'a.
REV.2.17	Ko tei 'autū ra, ka 'ōronga atu au ki aia i tēta'i tu'anga o te māna 'u'una'ia, ē ka 'ōronga katoa atu au i tēta'i toka teatea nāna ma tēta'i ingoa 'ōu i tātā'ia ki runga, ko tei kore rava i kitea e tēta'i tangata ake, māri rā ko tei rave i te reira ra.
REV.2.18	“E tātā koe ki te 'ēkālēsia i Tuatira:
REV.2.18	Ko te Tamaiti a te Atua, mei te mura a'i ra ōna mata, ē mei te veo meitaki ra ōna vaevae, tē nā kō maira aia: 
REV.2.19	Tē kite nei au i tā'au au 'anga'anga, koia 'oki, tō'ou aro'a, tō'ou 'akarongo, tō'ou tāvini'anga ē tō'ou tāmou mārie'anga. Ē tā'au au 'anga'anga 'openga 'e meitaki atu ia i tei muatangāna. 
REV.2.20	Inārā, tēia taku 'aka'apa'anga i a koe: tē 'akatika 'ua nei koe i tā taua va'ine ra ko Iezebela, ko tei 'akakite ē 'e peroveta aia, ē tē arataki kē nei i tōku au tāvini nā roto i te 'āpi'i i te 'akaturi ē te kai i te mea i 'aka'ātinga'ia nā te au 'ītoro. 
REV.2.21	Kua 'ōronga atu au i te taime nōna kia tatarā'ara, kāre rā aia e 'inangaro i te tatarā'ara i tāna 'akaturi'anga. 
REV.2.22	Inā, ka tuku atu au i aia ki runga i te ro'i maki, ē ka tuku atu au i te tūmatetenga ma'ata ki te aronga tei 'akaturi i aia mē kore rātou e tatarā'ara i tā rātou i rave ana. 
REV.2.23	Ē e 'ope tākiri tāna au tamariki i te mate i āku. Ē ka kite te au 'ēkālēsia kātoatoa ē, ko au rāi ia e 'ākara matariki nei i te au manako ē te ngākau. Ē nāku e 'ō atu ki a kōtou tātakita'i i tei tau ki tā kōtou 'anga'anga.
REV.2.24	Tē 'akakite atu nei au ki tēta'i pae o te aronga i Tuatira, koia 'oki, ko tei kore i 'āriki ana i taua 'āpi'i'anga ra, ē kāre katoa 'oki i kite i te au mea tei karanga'ia ē ‘te muna 'ō'onu a Sātani’; kāre au e tuku i tēta'i 'apainga kē atu ki runga a'o i a kōtou, 
REV.2.25	māri rā kia mou mārie rāi kōtou i tā kōtou i rauka na e tae 'ua atu ki taku 'aere'anga mai. 
REV.2.26	Ko tei 'autū ra ē tei 'ākono i tāku 'anga'anga e tae 'ua atu ki te 'openga, ka 'ōronga atu au ki aia i te mana ki runga i te au 'iti tangata, 
REV.2.27	'e mana 'oki mei tāku i rauka nō kō mai i taku Metua. Ē nāna i reira e tūtara i a rātou ma te sepeta 'āuri ra, ē e 'unga'ungā tītī i a rātou mei te pōtera karakaraea. 
REV.2.28	Ka 'ōronga katoa atu au i te 'ētū pōpongi ki aia.
REV.2.29	'E taringa tōna ra, ka 'akarongo aia i tā te Vaerua e tuatua mai nei ki te au 'ēkālēsia.
REV.3.1	“E tātā koe ki te 'āngela o te 'ēkālēsia i Sāradi:
REV.3.1	Tē nā kō maira tei mou i ngā vaerua e 'itu o te Atua ra, ē tei mou katoa i ngā 'ētū ē 'itu ra: Tē kite nei au i tā'au au 'anga'anga. Tē karanga'ia nei ē, tē ora nei koe, kua mate tākiri rā koe. 
REV.3.2	E ara mai! E 'akapakari i te au mea toe ra tei vaitata 'oki i te mate. Kāre rāi i kitea e au 'e 'anga'anga meitaki rava tā'au i tā te Atua 'ākara'anga. 
REV.3.3	Nō reira, e ma'ara i tā'au i rauka mai ē tā'au i 'akarongo mai; ē 'ākono i te reira ē e tatarā'ara. Kia kore rā koe e ara 'ua, ka tae atu au ki a koe na mei te keiā ra te tū, ē kāre koe e kite i te ora e tae atu ei au ki a koe na. 
REV.3.4	Tē vai nei rā tēta'i pae tangata i Sāradi na ko tei kore i 'akavi'ivi'i i tō rātou kāka'u, ē tē 'ā'āere 'ua nei rātou ē au ma te kāka'u teatea, nō te mea, tē tau meitaki ra 'oki rātou.
REV.3.6	'E taringa tōna ra, ka 'akarongo aia i tā te Vaerua e tuatua mai nei ki te au 'ēkālēsia.
REV.3.7	Tē nā kō maira aia ko tei tapu ē te mea mou, ko tei mou i te tāviri a Dāvida. Mē tē ma'eu nei i aia tēta'i ngūtupa, kāre rava 'e tangata e tōpiri, ē mē tē tōpiri nei aia i te reira, kāre rava e ma'eu i tēta'i tangata. 
REV.3.8	Tē kite nei au i tā'au 'anga'anga. Inā, kua tuku atu au i te ngūtupa mātea ki mua i a koe na, ē kāre 'e tangata e rauka kia tōpiri. Kua kite 'oki au ē, 'e mana meangiti 'ua tō'ou, kua 'ākono rā koe i tāku tuatua, ē kāre koe i 'u'una i tōku ingoa. 
REV.3.9	Inā, tē vai nei tēta'i aronga nō roto mai i te sūnago o Sātani, tei 'akakite ē, 'e au Ngāti Iūda rātou, kāre rā rātou i te Ngāti Iūda. Tē pikika'a nei rātou. Inā, e 'akariro au i a rātou i te 'aere mai e tīpapa ki tō pae vaevae ē ka kite rātou ē, kua aro'a'ia ana koe e au. 
REV.3.10	Nō te mea, kua tāmou mārie rāi koe, mei tāku i 'akaue atu, ka 'ākono rāi au i a koe i te tuātau tīmata'anga te ka tae mai ki runga i tēianei ao katoa i te tīmata i tōna au tangata rava rāi. 
REV.3.11	Kāre e roa, kua tae atu au. E mou meitaki i tei rauka i a koe, kia kore tā'au korōna e riro i tēta'i kē.
REV.3.13	'E taringa tōna ra, ka 'akarongo aia i tā te Vaerua e tuatua mai nei ki te au 'ēkālēsia.
REV.3.14	Tē nā kō maira te Āmene, te kite mou ē te pikika'akore, te 'akamata'anga o te au mea i 'anga'ia e te Atua ra. 
REV.3.15	Kua kite au i tā'au au 'anga'anga. Kāre koe i anu ē kāre 'oki koe i vera. Nāringa 'oki koe i anu, mē kāre i vera! 
REV.3.16	Ē tēnā na, nō te mea te mā'ana'ana 'ua na koe, kāre 'oki i vera ē kāre 'oki i anu, ka ruaki atu au i a koe ki va'o mei roto atu i tōku va'a. 
REV.3.17	Tē karanga na 'oki koe ē, ‘'E tangata 'apinga nui au, kua ma'ata rava tōku pu'apinga, kāre 'ua au e ngere.’ Kāre rā koe i kite ē, 'e tū mate ma'ata tō'ou, 'e tū kino rava, te puta'ua, te matapō ē te tā'ākā 'ua. 
REV.3.18	Nō reira, tē ako atu nei au i a koe, e 'oko mai koe mei konei atu i āku nei i te 'auro tāmā'ia ki te a'i ra, kia ma'ata rava tō'ou pu'apinga. E 'oko katoa mai i te kāka'u teatea 'ei 'akakāka'u i a koe kia kore e kitea'ia mai te 'akamā o tō'ou vai tā'ākā 'ua'anga. E 'oko katoa mai i te vairākau e parai i tō'ou mata kia kite mata koe. 
REV.3.19	Ko rātou tāku e 'akaperepere ra, ko tāku ia e ako ē e pāpā 'oki. Nō reira, kia māro'iro'i koe ē e tatarā'ara. 
REV.3.20	Inā, tē tū nei au ki te ngūtupa ē tē tōpāpā atu nei, ē kia 'akarongo mai tēta'i tangata i tōku reo ē kia ma'eu i aia te ngūtupa, ka tomo atu au ki roto ē ka kai māua i te mānga ko ia ē au, ē ko au ē ia.
REV.3.21	Ko tei 'autū ra, e 'akano'o au i aia i tōku pae ki runga i tōku terōno, mei āku i 'autū ra ē kua no'o i te pae o taku Metua ki runga i tōna terōno.
REV.3.22	'E taringa tōna ra, ka 'akarongo aia i tā te Vaerua e tuatua mai nei ki te au 'ēkālēsia.”
REV.4.1	I muri ake i taua au mea ra i 'ākara ana au, ē inā, tei te rangi 'e ngūtupa ma'eu'ia, ē te reo tāku i 'akarongo ana i mua ake i te tuatua'anga mai ki āku, mei te pū tangi ra. Kua nā kō maira aia, “E 'aere mai ki runga ki konei, ē nāku e 'akaāri atu ki a koe i te ka tupu e tikāi i muri ake i tēia au mea.” 
REV.4.2	I reira rāi tei runga i āku te Vaerua. Ē inā, tei te rangi tēta'i terōno, ē tē no'o ra tēta'i i runga i taua terōno ra. 
REV.4.3	Ē ko tei no'o ki runga a'o i taua terōno ra, mei te toka iasepe ē te sārido ra te tū. I tākako'ia taua terōno ra i te ānuanua mei te 'ēmeradino ra te tū. 
REV.4.4	Ē i takapini'ia taua terōno ra e te au terōno kē e rua nga'uru mā 'ā, ē i runga a'o i taua au terōno ra 'e aronga pakari e rua nga'uru mā 'ā i te kāka'u'anga'ia i te kāka'u teatea ē ma te au korōna 'auro ki runga i tō rātou ūpoko. 
REV.4.5	Mei kō mai i te terōno i 'aere mai ei te kōraparapa'anga uira, tēta'i au reo ē te māngūngū. I mua i te terōno e 'itu mōrī a'i tē mura ra, ko te au vaerua 'oki ia e 'itu o te Atua. 
REV.4.6	I mua i te terōno tēta'i ngā'i mei tēta'i tai i'o, e areare tōna tū mei te toka areare ra.
REV.4.6	Takapini i taua terōno tei tū i rotopū ra, ko ngā mea ora e 'ā ra, ē kua kī rātou i te au mata i mua ē i muri. 
REV.4.7	Te mea ora mua, mei te liona ra tōna tū, te rua, mei te punua puakatoro, te toru, 'e mata tōna mei tō te tangata rāi, ē te 'ā, mei te 'āeto rere rāi ia. 
REV.4.8	Ē ngā mea ora e 'ā ra, 'e takiono ō rātou pē'au, ē kua kako rava ake rātou i te mata ā va'o ē ā roto. I te pō ē te ao ma te kore e vata, tē nā kō maira rātou ē:
REV.4.8	“'E tapu, 'e tapu, 'e tapu te 'Atu, te Atua Mana Kātoatoa,
REV.4.8	ko tei vai ana, tē vai nei ē tē 'aere mai nei.”
REV.4.9	Kia 'ōronga aua ngā mea ora ra i te kakā, te ngāteitei ē te 'akameitaki ki aia tei no'o ki runga a'o i te terōno, ko tei ora 'oki 'e tuātau 'ua atu. 
REV.4.10	E tīpapa te aronga pakari e rua nga'uru mā 'ā ki mua i te aroaro o tei no'o ki runga a'o i te terōno, ka 'akamori atu ei i aia, ko tei ora 'e tuātau 'ua atu, ē ka tuku atu ei i tō rātou korōna ki mua i te terōno ra, ka nā kō atu ei:
REV.4.11	“'E tau i a koe, e tō mātou 'Atu ē te Atua,
REV.4.11	i te 'āriki mai i te kakā, te ngāteitei ē te mana;
REV.4.11	nā'au 'oki i 'anga i te au mea kātoatoa.
REV.4.11	Kua 'anga 'ua'ia rātou ē tē vai 'ua nei rāi rātou nō tō'ou anoano.”
REV.5.2	E 'ākara atura au i tēta'i 'āngela ririnui i te 'akakite'anga ma te reo ma'ata, “Ko 'ai te ka tau kia tatara i te pōkaikai ē kia vāvā'i i te au 'akairo?” 
REV.5.3	Kāre rava 'e tangata i runga i te rangi, mē kāre i te 'enua, mē kāre i raro ake i te 'enua nei, e tau kia tatara i taua pōkaikai nei, ē kāre katoa kia 'ākara i te reira. 
REV.5.4	Kua auē ma'ata au, nō te mea, kāre rava 'e tangata i kitea e tau kia tatara i taua pōkaikai nei, mē kāre kia 'ākara i te reira. 
REV.5.5	Kua tuatua maira tēta'i o te aronga pakari ra ki āku, “Auraka e auē, nā te Liona o te kōpū o Iūda, te Aka o Dāvida, tei 'autū 'oki, nāna e tatara i taua pōkaikai nei ē e vāvā'i i ngā 'akairo ē 'itu ra.”
REV.5.7	Kua 'aere maira aia ē kua rave mai i te pōkaikai mei kō mai i te rima katau o tei no'o ki runga i te terōno ra. 
REV.5.8	Ē i aia i rave mai i taua pōkaikai ra, ko ngā mea ora e 'ā ē te aronga pakari e rua nga'uru mā 'ā, kua tīpapa i'ora ki raro ki mua i te Punua Māmoe, ē tē mou ra rātou tātakita'i 'e kītara ē te au kapu 'auro kī i te rākau kakara. Ko te au pure 'oki ia ā te aronga tapu ra. 
REV.5.9	Kua 'īmene rātou i tēta'i 'īmene 'ōu i te nā kō'anga atu ē:
REV.5.9	“Ko koe tei tau kia rave i te pōkaikai
REV.5.9	ē kia vāvā'i i te au 'akairo.
REV.5.9	I tāmate'ia ana 'oki koe, ē kua 'oko mai koe ki tō'ou toto nō te Atua
REV.5.9	i te au tangata nō roto mai i te au kōpū rava rāi, te au reo katoa, te au 'iti tangata katoa ē te au pā 'enua katoa.
REV.5.10	'ei bāsileia ē 'ei au ta'unga,
REV.5.10	ē ka tūtara ai rātou i tēianei ao.”
REV.5.12	Kua kāpiki maira rātou ma te reo ma'ata:
REV.5.12	“'E tau te Punua Māmoe i tāmate'ia ana
REV.5.12	i te 'āriki mai i te mana, te 'apinga nui, te pakari, te ririnui,
