GEN.1.1	Ba pun iya kelia,
EZK.40.16	Ba dinding ti ngadap ke luar, enggau dinding ti nyeraraka bilik siti-siti, bisi lubang penyenguk ti mit. Ba dinding ti ari dalam, ti ngadap ngagai tempuan, bisi ukir gambar kayu engkerema.
EZK.40.17	Orang nya mai aku nengah pintu besai nya ngagai tengah laman ti di luar. Ba dinding ti ari luar, bisi tiga puluh iti bilik, lalu di mua semua bilik nya bisi siti endur ti dianchauka enggau batu, 
EZK.40.18	ti ngelingi tengah laman ti di luar nya. Tengah laman ti di luar tu baruh agi ari tengah laman ti di dalam.
EZK.40.19	Ba endur ti tinggi agi bisi digagaka siti pintu besai, ti nuju ngagai tengah laman ti di dalam. Orang nya nyukat penyauh pintu besai dua iti nya ari pangan diri, lalu penyauh iya 50 meter.
EZK.40.20	Udah nya orang nya lalu nyukat pintu besai ti ba rusuk utara, ti nuju ngagai tengah laman ti di luar. 
EZK.40.21	Bilik jejaga ti tiga buah ari sepiak-sepiak tempuan nya, dinding ba entara bilik nya, enggau bilik penama, sama sebaka pemesai enggau bilik ti ba pintu besai ti muak ke timur. Pemanjai pintu besai nya 25 meter, lalu buka iya 12.5 meter. 
EZK.40.22	Bilik penama, jenila, enggau gambar kayu engkerema ti diukir, endang sebaka magang enggau sida ke ba pintu ti muak ke timur. Ba endur tu, tujuh iti tangkal tangga nuju ke atas ngagai pintu tu, lalu bilik penama nya ba ujung ti nunga ngagai tengah laman. 
EZK.40.23	Betunga enggau pintu besai ti muak ke utara, di seberai tengah laman nya, bisi siti agi pintu besai ti nuju ngagai tengah laman ti di dalam, sebaka enggau iya ti ba tisi muak ke timur. Orang nya nyukat penyauh entara pintu besai dua iti tu, lalu penyauh iya 50 meter.
EZK.40.24	Udah nya orang nya lalu mai aku ngagai tisi selatan. Dia aku lalu tepedaka siti agi pintu besai. Iya nyukat dinding pintu besai nya ari dalam, enggau bilik penama, lalu semua sukat nya sebaka enggau sida ti bukai. 
EZK.40.25	Bilik ditu bisi mega jenila, baka ke ba bilik bukai. Pemanjai pintu besai tu 25 meter, lalu buka iya 12.5 meter. 
EZK.40.26	Tangga ti nuju ngagai pintu besai nya bisi tujuh iti tangkal, lalu penama ngagai pintu besai nya mega ba ujung ti nunga ngagai tengah laman. Dinding ti nunga ngagai tempuan diukir enggau gambar kayu engkerema. 
EZK.40.27	Ba endur nya mega bisi pintu besai ti nuju ngagai tengah laman ti di dalam. Orang nya nyukat penyauh ngagai pintu besai ti kedua nya, lalu penyauh iya 50 meter.
EZK.40.28	Orang nya mai aku nengah pintu besai ti muak ke selatan ngagai tengah laman ti di dalam, lalu pemesai pintu besai nya sebaka enggau pemesai pintu besai ti ba dinding ti di luar. 
EZK.40.29+EZK.40.30	Bilik jejaga ke pintu besai tu, bilik penama, lalu dinding iya ari dalam endang sama sebaka pemesai enggau sida ke ba pintu besai ti bukai. Jenila pen bisi mega ba semua bilik ke pintu besai tu. Semua pemanjai pintu besai tu 25 meter, lalu buka iya 12.5 meter. 
EZK.40.31	Bilik penama ke pintu besai tu nunga ngagai tengah laman siti, lalu gambar kayu engkerema bisi diukirka ba dinding tempuan nya. Tangga ti nuju ngagai pintu besai nya bisi lapan iti tangkal.
EZK.40.32	Orang nya mai aku nengah pintu besai ti muak ke timur, ngagai tengah laman ti di dalam. Iya nyukat pintu besai nya, lalu pemesai iya sama enggau pemesai pintu besai ti bukai. 
EZK.40.33	Bilik jejaga ke pintu besai tu, bilik penama, enggau dinding iya ke di dalam endang sebaka pemesai enggau sida ke ba pintu besai ti bukai. Jenila bisi magang ba bilik nya, enggau ba bilik penama. Semua pemanjai pintu besai tu 25 meter, lalu buka iya 12.5 meter. 
EZK.40.34	Bilik penama nunga ngagai tengah laman ti di luar. Gambar kayu engkerema bisi diukirka ba sepemanjai dinding tempuan nya. Lapan iti tangkal tangga nuju ke atas ngagai pintu besai tu.
EZK.40.35	Udah nya orang nya lalu mai aku ngagai pintu besai utara. Iya nyukat pintu besai nya, lalu pemesai pintu besai nya sama sebaka enggau pintu besai ti bukai. 
EZK.40.36	Baka pintu besai ti bukai, iya mega bisi bilik jejaga, dinding ari dalam ti diukir, siti bilik penama, enggau jenila ba semua dinding iya. Semua pemanjai iya 25 meter, lalu buka iya 12.5 meter. 
EZK.40.37	Bilik penama nya
EZK.40.38	Ba tengah laman ti di luar bisi siti bilik ti nungking ba pintu besai ti di dalam, ba tisi utara. Bilik tungking nya tebuka ngagai bilik penama ti ngadap ngagai tengah laman nya. Tengah laman nya meh endur alai sida masu jelu ti udah disayat, ti deka ditunu segala nyadika piring. 
EZK.40.39	Dalam bilik penama nya bisi empat iti mija, dua iti ba tisi siti-siti. Mija nya meh endur alai sida nyayat jelu ti deka diberi nyadika piring, nemuka jelu nya ditunu segala tauka diberi nyadika piring pengampun dosa, tauka nyadika piring kena bebayar. 
EZK.40.40	Ari luar bilik nya bisi empat iti mija ti sebaka gaya, dua iti ba sepiak-sepiak penama ngagai pintu utara. 
EZK.40.41	Nya alai semua mija nya lapan iti. Mija nya endur alai nyayat jelu ti deka dienjuk nyadika piring: empat iti dalam bilik, lalu empat iti di luar ba tengah laman. 
EZK.40.42	Mija empat iti ti dalam bilik tungking, ti dikena nyendiaka piring ti deka ditunu segala, digaga ari batu ti udah dipansap. Peninggi mija nya 50 sentimeter, lalu puchuk mija nya 75 sentimeter besegi. Semua perengka ti dikena munuh jelu ti diberi nyadika piring, endang diengkah ba mija tu magang. 
EZK.40.43	Ibal dinding bisi digaga ngelingi tisi mija nya. Buka ibal dinding nya 75 milimeter. Semua dagin ti deka diberi nyadika piring, enda tau enda diengkahka ba mija nya.
EZK.40.44	Udah nya iya mai aku ngagai tengah laman ti di dalam. Dia bisi dua iti bilik. Sebuah bilik nya ngimbai pintu besai utara, lalu tebuka ngagai tengah laman ti di dalam muak ari selatan, lalu siti bilik nya nunga ke utara ngimbai pintu besai selatan.
EZK.40.45	Orang nya madahka ngagai aku, bilik ti nunga ke selatan nya enggi bala imam ke bekereja dalam Rumah Sembiang, 
EZK.40.46	lalu bilik ti nunga ke utara nya enggi bala imam ke bekereja ba alta. Semua imam endang datai ari peturun Sadok magang. Semina sida nya aja ari raban bansa Lewi ke dikemendarka datai ngagai TUHAN lalu bekereja ke Iya.
EZK.40.47	Orang nya nyukat tengah laman ti di dalam, lalu pemesai iya 50 meter besegi. Rumah Sembiang bediri ba tisi barat, lalu di mua Rumah Sembiang nya bisi siti alta. 
EZK.40.48	Udah nya iya mai aku nengah bilik mua pintu Rumah Sembiang. Iya nyukat jalai penama nya. Pemanjai iya 2.5 meter, buka iya 7 meter,
EZK.40.49	Tangga bisi digaga nuju ngagai bilik penama nya. Buka bilik penama nya 10 meter, lalu pemanjai iya 6 meter. Ba endur nya bisi dua iti tiang ti besai, siti-siti ba tisi penama nya.
EZK.41.1	Udah nya orang nya mai aku ngagai bilik tengah, iya nya Endur ti Kudus. Iya nyukat tempuan ti nuju ngagai endur nya. Pemanjai tempuan nya 3 meter
EZK.41.2	lalu buka iya lima meter. Penebal dinding nya dua meter setengah ari sepiak-sepiak. Iya nyukat bilik nya: pemanjai bilik nya dua puluh meter, lalu buka iya sepuluh meter.
EZK.41.3	Udah nya iya lalu tama ngagai bilik ti di dalam bendar. Iya nyukat tempuan ti nuju ngagai bilik nya. Pemanjai iya satu meter, lalu buka iya tiga meter, dikelingi dinding ti tiga setengah meter penebal. 
EZK.41.4	Iya nyukat bilik nya. Bilik nya sepuluh meter besegi. Bilik nya ngilah bilik tengah. Udah nya iya madahka ngagai aku, “Tu Endur ti Pemadu Kudus.”
EZK.41.5	Orang nya nyukat penebal dinding ti di dalam ke Rumah Sembiang. Penebal iya tiga meter. Nungking ba dinding ngelingi Rumah Sembiang nya mayuh bilik ti mit, buka dua meter. 
EZK.41.6	Bilik tu beringkat tiga, tiga puluh iti bilik ba siti-siti ringkat. Dinding luar Rumah Sembiang ba siti-siti ringkat mipau agi ari dinding ba ringkat ti di baruh, ngambika bilik nya ulih duduk ba atas dinding Rumah Sembiang nya, lalu enda ibuh dibantilka ngagai dinding nya. 
EZK.41.7	Nya alai, dipeda ari luar, dinding Rumah Sembiang nya baka ke sama penebal ari baruh ke atas. Ngempit ngagai dinding Rumah Sembiang, ari luar, bisi digagaka dua iti tangga ti besai buka, ngambika bisi dikena bejalai ari ringkat ti di baruh ngagai ringkat tengah, enggau ngagai ringkat atas. 
EZK.41.8+EZK.41.9+EZK.41.10+EZK.41.11	Penebal dinding luar ke tiap-tiap iti bilik nya dua meter setengah. Genap iti bilik ti ba tisi utara, enggau tisi selatan Rumah Sembiang, bisi siti pintu penama. Aku bisi meda siti teres, buka dua meter setengah, ngelingi Rumah Sembiang. Teres nya tiga meter ari atas tanah, tang sama peninggi enggau penuduk bilik ti ba dinding Rumah Sembiang. Ba entara teres nya enggau rumah ti dikena bala imam, bisi siti endur ti lapang, buka sepuluh meter, ngelingi Rumah Sembiang.
EZK.41.12	Ba ujung endur ti lapang nya, muak ari tisi barat Rumah Sembiang, bisi siti rumah ti panjai empat puluh lima meter enggau buka tiga puluh lima meter. Penebal dinding iya dua meter setengah.
EZK.41.13	Orang nya lalu nyukat Rumah Sembiang nya ari luar. Pemanjai iya 50 meter. Lalu buka tengah laman enggau Rumah Sembiang nya 50 meter. 
EZK.41.14	Pemesai buka netak mua Rumah Sembiang nya, nyengkaum tengah laman ti ba sepiak-sepiak Rumah Sembiang nya, mega 50 meter. 
EZK.41.15	Iya nyukat pemanjai rumah nya nuju ke barat, nyengkaum tempuan ari sepiak-sepiak rumah nya, lalu pemanjai iya 50 meter.
EZK.41.15	Bilik penama ngagai Rumah Sembiang, Endur ti Kudus, enggau Endur ti Pemadu Kudus 
EZK.41.16	semua di lapis ngena kayu kenyau ari geladak nyentuk ngagai jenila. Jenila nya ulih ditutup. 
EZK.41.17	Dinding Rumah Sembiang muak ari dalam, kenyau ari baruh nyentuk ngagai ari atas pintu, abis diukir magang 
EZK.41.18	ngena gambar kayu engkerema enggau gambar bala melikat cherub ti besayap, ti betunda-udi, meling bilik nya. Genap iku melikat cherub nya bisi dua iti mua: 
EZK.41.19	mua mensia ti nguing tunga ngagai sekayu engkerema ti ba tisi sepiak, enggau mua singa ti nguing tunga ngagai sekayu engkerema ba tisi sepiak. Nya meh gaya utai nya ngelingi bilik nya, 
EZK.41.20	kenyau ari geladak nyentuk ngagai endur ba ari atas pintu. 
EZK.41.21	Tiang ke Endur ti Kudus besegi empat.
EZK.41.21	Di mua penama ngagai Endur ti Pemadu Kudus bisi siti utai ti baka 
EZK.41.22	alta ti digaga ari kayu. Peninggi iya 1.5 meter lalu buka iya 1 meter. Tiang sukut iya, penuduk enggau tisi iya digaga ari kayu magang. Ku orang nya madahka ngagai aku, “Tu mija ti di mua TUHAN.”
EZK.41.23	Ba ujung tempuan nya ti nuju ngagai Endur ti Kudus bisi siti pintu. Lalu pintu pen bisi mega ba ujung tempuan ti nuju ngagai Endur ti Pemadu Kudus. 
EZK.41.24	Tiap tiap pintu nya dua iti berimbai, lalu tebuka ba tengah-tengah. 
EZK.41.25	Gambar kayu engkerema enggau melikat cherub ti besayap bisi diukirka ba pintu ti nuju ngagai Endur ti Kudus, baka ke ba dinding. Luar pintu ngagai bilik penama dilapis enggau kayu. 
EZK.41.26	Ba tisi bilik tu bisi jenila, lalu dinding bilik tu dilagu ngena ukir gambar kayu engkerema.
EZK.42.1	Udah nya orang nya lalu mai aku ngagai tengah laman ti di luar, lalu nguluka aku ngagai sebuah rumah ti ba tisi utara Rumah Sembiang, enda jauh ari rumah ti ba ujung barat Rumah Sembiang nya. 
EZK.42.2	Rumah nya panjai 50 meter, lalu buka iya 25 meter. 
EZK.42.3	Tisi sepiak nunga ngagai endur siti ti lapang, ti buka 10 meter, ti ngimbai Rumah Sembiang, lalu tisi sepiak nunga ngagai siti jalai ti ba tengah laman ti di luar. Rumah nya tiga ringkat, iya ke di atas disuika jauh mimit ari ringkat ti di baruh. 
EZK.42.4	Ba tisi utara rumah nya bisi siti tempuan. Buka iya 5 meter, lalu pemanjai iya 50 meter, lalu bisi penama ba tisi nya. 
EZK.42.5	Bilik ti ba ringkat atas rumah nya, sempit agi ari bilik ti ba ringkat tengah enggau ringkat ti di baruh, laban bilik nya udah disuika jauh agi. 
EZK.42.6	Semua bilik ti ba ringkat tiga iti nya digaga ba atas teres, lalu enda didudukka ba atas tiang baka rumah ti bukai ba tengah laman nya. 
EZK.42.7+EZK.42.8	Ba ringkat baruh, 25 meter dinding luar rumah nya endang dinding aja, setengah ari semua pemanjai dinding nya, lalu dalam setengah ti nangkanka nya, ti panjai 25 meter, mayuh bilik. Ba ringkat ti di atas bendar, semua ringkat nya penuh laban bilik. 
EZK.42.9+EZK.42.10	Ari baruh bilik nya, ba ujung rumah nya ti ngadap ke timur, ba endur alai dinding tengah laman nya berengkah, bisi siti penama ngagai tengah laman ti di luar.
EZK.42.9+EZK.42.10	Ba tisi selatan
EZK.42.11	Di mua rintai bilik nya bisi siti tempuan, baka ke ba tisi utara. Pemesai tempuan nya sebaka gaya enggau tempuan di tisi utara. 
EZK.42.12	Ari baruh bilik ti ba tisi selatan, bisi siti bilik, ba ujung timur alai dinding nya berengkah.
EZK.42.13	Ku orang nya bejaku enggau aku, “Rumah dua buah tu kudus. Nya meh endur alai sida imam tama betemu enggau TUHAN, makai piring ti pemadu kudus. Laban bilik nya kudus, imam deka nyimpan piring ti pemadu kudus dia, iya nya, piring tepung, enggau piring ti diberi kena muai dosa, tauka kena bebayar. 
EZK.42.14	Lebuh sida imam udah tama ngagai Rumah Sembiang, lalu deka bejalai ngagai tengah laman, sida enda tau enda ninggalka, dalam bilik nya, gari ti kudus ti dikena sida lebuh sida gawa ke TUHAN. Sida enda tau enda ngerasukka gari bukai sebedau sida pansut ngagai endur alai orang mayuh begempuru.”
EZK.42.15	Lebuh orang nya udah tembu nyukat Rumah Sembiang nya muak ari dalam, iya lalu mai aku pansut nengah pintu timur, lalu udah nya nyukat endur ti muak ari luar. 
EZK.42.16	Iya mai batang penyukat lalu nyukat tisi timur, lalu pemanjai iya 250 meter. 
EZK.42.17+EZK.42.18+EZK.42.19	Udah nya iya nyukat tisi utara, tisi selatan, enggau tisi barat. Pemanjai sida sama 250 meter magang. 
EZK.42.20	Kandang endur alai Rumah Sembiang nya besegi empat, lalu dikelingi enggau dinding. Pemanjai dinding ba tisi sepiak-sepiak nya 250 meter. Dinding nya nyeraraka utai ti kudus ari utai ti enda kudus.
EZK.43.1	Orang nya mai aku ngagai pintu ti adap ke timur, 
EZK.43.2	 lalu dia aku tepedaka penampak mulia Allah Taala ke disembah orang Israel datai ari timur. Nyawa Allah Taala munyi segum pangka gelumbang, lalu tanah beperenching laban penampak mulia Iya. 
EZK.43.3	Genera nya sebaka enggau genera ti udah dipeda aku lebuh Allah Taala datai ngerusak Jerusalem, enggau genera ti dipeda aku ba tebing Sungai Kebar. Udah nya aku lalu nyungkurka diri ke tanah. 
EZK.43.4	Penampak ti beperenching nya bejalai nengah pintu timur, lalu tama ngagai Rumah Sembiang.
EZK.43.5	Roh TUHAN ngangkatka aku lalu mai aku ngagai tengah laman ti di dalam, lalu aku meda Rumah Sembiang nya penuh laban mulia TUHAN. 
EZK.43.6	Orang nya bediri ngimbai aku dia, lalu aku ninga TUHAN bejaku ngagai aku ari dalam Rumah Sembiang nya. 
EZK.43.7	“Anak mensia, tu endur alai kerusi diraja Aku. Aku deka diau ditu begulai enggau orang Israel, lalu merintah sida belama iya. Orang Israel enggau raja sida deka badu agi ngamahka nama Aku ti kudus enggau pengawa besembahka petara bukai, tauka nguburka bangkai 
EZK.43.8	Sida raja ngaga semetung enggau tiang pintu ke istana sida ngimbai semetung enggau tiang pintu Rumah Aku, datai ke semina dinding aja nyeraraka sida ari Aku. Sida udah ngereja penyai lalu ngamahka nama Aku ti kudus. Nya alai, Aku ringat lalu ngerusak sida. 
EZK.43.9	Diatu sida enda agi tau nyembah petara bukai, lalu badu agi mindahka bangkai
EZK.43.10	Lalu ku TUHAN nampung jaku Iya, “Anak mensia, padahka ngagai orang Israel pasal Rumah Sembiang nya, lalu asuh sida beratika pelan Rumah nya, ngambika sida nemu malu ke penyai diri. 
EZK.43.11	Udah nya, enti sida nemu maluka utai ti udah dikereja sida, padahka pelan Rumah Sembiang nya ngagai sida: tukuh iya, pintu ti ditengah tama-pansut, gaya iya, jalai semua utai diatur dalam Rumah Sembiang nya, enggau semua adat ti dikena dalam Rumah Sembiang nya. Tuliska semua utai nya ke sida ngambika sida ulih meda chara semua utai dia diatur, lalu ulih bejalaika semua atur nya. 
EZK.43.12	Tu adat Rumah Sembiang: Semua kandang ti ngelingi Rumah Sembiang ba tuchung bukit nya, tuchi sereta kudus magang.”
EZK.43.14	Peninggi ringkat ti pemadu baruh nya 1 meter. Ringkat ti kedua berengkah 50 sentimeter ngejang ari tisi ringkat ti keterubah, ngeliling alta nya, lalu peninggi iya 2 meter. Ringkat ti ketiga mega berengkah 50 sentimeter ngejang ari tisi ringkat ti kedua, ngeliling alta nya. 
EZK.43.15	Ringkat ti ketiga tu endur alai nunu piring. Peninggi iya mega 2 meter. Tanduk ba empat iti sukut alta nya tinggi agi ari puchuk alta nya empu. 
EZK.43.16	Geladak alta nya besegi empat, 6 meter pemanjai ba tisi sepiak-sepiak. 
EZK.43.17	Ringkat ti kedua mega besegi empat, 7 meter pemanjai ba tisi sepiak-sepiak, lalu bisi lilit ti tinggi 25 sentimeter ba tisi luar ke ringkat nya. (Buka parit iya 50 sentimeter.) Tangga kena niki ngagai alta nya ba tisi ti muak ke timur.
EZK.43.19	Semina imam ari raban bansa Lewi, ke datai ari peturun Sadok aja tau tama ngagai endur Aku lalu gawa ke Aku. Aku TUHAN Allah Taala ngasuh utai tu dikereja baka tu. Nuan deka meri ngagai sida siku sapi ti lelaki ti agi biak nyadika piring pengampun dosa. 
EZK.43.20	Nuan enda tau enda ngambi sekeda darah jelu nya, lalu malitka iya ngagai tanduk sukut alta nya, ba sukut ringkat ti kedua, enggau ngelingi semua tisi iya. Nya meh jalai nuan nuchi lalu nyeraraka alta nya. 
EZK.43.21	Nuan enda tau enda ngambi sapi ti lelaki ti diberi nyadika piring pengampun dosa, lalu nunu iya ba endur ti udah diletak ari luar kandang Rumah Sembiang. 
EZK.43.22	Hari siti nuan enda tau enda ngambi siku kambin ti lelaki, ti nadai penimpang, lalu meri iya nyadika piring pengampun dosa. Tuchi alta nya ngena darah kambin nya, baka nuan ke nuchi iya ngena sapi ti lelaki nya. 
EZK.43.23	Lebuh nuan udah tembu ngereja utai nya, ambi siku sapi ti lelaki ti agi biak, enggau siku bedus ti lelaki ti agi biak, ti sama nadai penimpang, 
EZK.43.24	lalu bai jelu dua iku nya ngagai Aku. Sida imam deka ngerabuka garam ba jelu dua iku nya, lalu nunu jelu nya nyadika piring. 
EZK.43.25	Tiap hari, dalam kandang tujuh hari, nuan enda tau enda meri siku kambin, siku sapi ti lelaki, enggau siku bedus ti lelaki nyadika piring pengampun dosa. Semua jelu nya enda tau enda jelu ti nadai penimpang magang. 
EZK.43.26	Dalam kandang tujuh hari bala imam enda tau enda nyeraraka alta nya, lalu nyendiaka iya dikena. 
EZK.43.27	Lepas seminggu nya, bala imam enda tau enda belabuh meri ba alta nya piring tunu, enggau piring pemaik ke orang mayuh. Nya baru Aku deka gaga ati ke semua kita. Aku TUHAN Allah Taala, udah bejaku.”
EZK.44.1	Orang nya lalu nguluka aku ngagai pintu luar ti ba tisi timur kandang Rumah Sembiang. Pintu nya ditutup, 
EZK.44.2	lalu ku TUHAN bejaku ngagai aku, “Pintu tu deka mengkang ditutup, lalu enda tau dibuka. Nadai mensia tau tama nengah pintu tu, laban Aku TUHAN Allah Taala ke disembah orang Israel, udah tama nengah pintu tu. Nya alai pintu tu deka mengkang ditutup. 
EZK.44.3	Semina raja aja tau tama kia lalu makai pemakai ti kudus, di mua Aku. Iya enda tau enda tama enggau pansut ari pintu besai nengah bilik penama ti ba ujung ti muak ari dalam.”
EZK.44.4	Udah nya orang nya mai aku nengah pintu utara ngagai mua Rumah Sembiang. Aku malik lalu tepedaka Rumah Sembiang penuh laban mulia TUHAN. Aku lalu nyungkurka diri ke tanah. 
EZK.44.5	TUHAN lalu bejaku ngagai aku, “Anak mensia, peratika semua utai ti dipeda enggau didinga nuan. Aku deka madahka ngagai nuan atur enggau adat ke Rumah Sembiang. Peratika enggau manah sapa ti tau tama-pansut ari Rumah Sembiang, lalu sapa ti enda tau.
EZK.44.6	“Padahka ngagai orang Israel ke selalu deka angkat ngelaban, Aku TUHAN Allah Taala enggai agi meda utai ti jai ti dikereja sida. 
EZK.44.7	Sida udah ngamahka Rumah Aku laban sida udah nejuka orang ari bansa bukai ti enda ditutus, orang ke enda ngasika Aku, tama ngagai Rumah Aku lebuh lemak enggau darah ari piring benung diberi ngagai Aku. Nya alai bala nembiak Aku udah ngelanggar sempekat Aku ngena semua utai ti jai ti udah dikereja sida. 
EZK.44.8	Sida enda ngereja pengawa ti kudus dalam Rumah Aku, tang udah ngasuh orang bansa bukai ngereja pengawa nya.
EZK.44.9	“Aku TUHAN Allah Taala madahka, nadai orang kampar ti enda ditutus, nadai orang ke enda ngasika Aku, tau tama ngagai Rumah Aku. Orang ari menua bukai ti diau begulai enggau orang Israel, pen enda mega tau.”
EZK.44.10	Ku TUHAN bejaku ngagai aku, “Aku deka ngukum orang Lewi ti udah enggau orang Israel ti bukai ninggalka Aku lalu nyembah engkeramba. 
EZK.44.11	Sida tau gawa ke Aku dalam Rumah Sembiang nyaga pintu, enggau ngereja pengawa dalam Rumah Aku. Sida tau munuh jelu ti diberi orang mayuh nyadika piring tunu, enggau nyadika piring, lalu sida enda tau enda gawa bekereja ke orang mayuh. 
EZK.44.12	Tang laban sida ngereja pengawa besembahka engkeramba ngarika orang Israel, lalu nguluka orang Israel bedosa, Aku TUHAN Allah Taala besumpah, sida enda tau enda diukum. 
EZK.44.13	Sida enda tau gawa ke Aku nyadi imam, tauka datai semak ngagai sebarang utai ti kudus, tauka tama ngagai Endur ti Pemadu Kudus. Tu meh ukum ketegal utai ti jai ti udah dikereja sida. 
EZK.44.14	Aku diatu meri ngagai sida pengawa ti kasar ti enda tau enda dikereja dalam Rumah Sembiang.”
EZK.44.15	Ku TUHAN Allah Taala bejaku, “Sida imam ari raban bansa Lewi, ke datai ari peturun Sadok, mengkang gawa ke Aku enggau ati ti tetap dalam Rumah Sembiang, lebuh semua orang Israel ti bukai udah ninggalka Aku. Nya alai diatu, sida nya meh orang ke gawa ke Aku lalu datai di mua Aku, meri lemak enggau darah ari piring, ngagai Aku. 
EZK.44.16	Semina sida aja tau tama ngagai Rumah Aku, gawa ba alta Aku, lalu nguluka orang besembiang dalam Rumah Aku. 
EZK.44.17	 Lebuh sida tama pintu besai ngagai tengah laman ti di dalam Rumah Sembiang, sida enda tau enda ngerasukka pekayan ti digaga ari kain linin. Sida enda tau ngena utai ti digaga ari bulu bedus lebuh sida gawa dalam tengah laman ti di dalam, tauka dalam Rumah Sembiang. 
EZK.44.18	Ngambika sida enda peluh, sida enda tau enda ngena labung ti digaga ari kain linin, enggau tanchut panjai ti digaga ari kain linin, tang sida enda tau ngena belulang. 
EZK.44.19	 Sebedau sida mansang ngagai tengah laman ti di luar, alai orang mayuh ke begempuru, sida enda tau enda dulu muka gari ti dikena sida bekereja dalam Rumah Sembiang, lalu ninggalka gari nya dalam bilik ti kudus. Sida enda tau enda ngerasukka gari bukai, ngambika gari ti kudus nya enda ngemediska orang mayuh.
EZK.44.21	 Imam enda tau ngirup wain sebedau sida tama ngagai tengah laman ti di dalam. 
EZK.44.22	 Imam enda tau jadi enggau indu ke udah belaki. Iya semina tau jadi enggau indu orang Israel ti agi dara bungas, tauka balu imam ti bukai.
EZK.44.24	Lebuh orang bechara, sida imam enda tau enda ngatur pechara nya nitihka Adat Aku. Sida enda tau enda ngintu gawai pengarap nitihka atur enggau Adat Aku, lalu sida enda tau enda ngintu Hari Sabat kudus.
EZK.44.26	Lebuh iya udah nyadi tuchi baru, iya enda tau enda nganti tujuh hari 
EZK.44.27	lalu udah nya tama ngagai tengah laman ti dalam Rumah Sembiang, lalu ngenjuk piring kena nuchi diri, ngambika iya tau gawa dalam Rumah Sembiang baru. Aku TUHAN Allah Taala, udah bejaku.”
EZK.44.29	 Sida deka makai pemeri ti digaga ari gandum, piring pengampun dosa, enggau piring kena mayar penyalah. Lalu semua utai ti diserahka ngagai TUHAN dalam menua Israel, deka diempu sida magang. 
EZK.44.30	Sida imam enda tau enda diberi utai ti pemadu manah ari utai ti terubah iya diketau, enggau ari semua utai bukai ti diberi ngagai Aku. Genap kali orang mayuh manggang roti, sida enda tau enda meri ngagai sida imam tuku roti ti terubah, nyadika piring. Nya baru Aku deka merekatka ruang bilik sida. 
EZK.44.31	 Sida imam enda tau makai burung tauka jelu ti enda ditemu pemati, tauka dibunuh jelu bukai.”
EZK.45.1	Lebuh menua nya dibagi ngagai siti-siti raban bansa, sebagi enda tau enda diserahka ngagai TUHAN. Pemanjai iya enda tau enda 12.5 kilometer, lalu buka iya 10 kilometer.
EZK.45.2	Dalam kandang endur nya enda tau enda bisi siti kandang ti besegi empat, endur alai Rumah Sembiang bediri. Pemanjai tisi sepiak-sepiak 250 meter, dikelingi endur ti lapang buka 25 meter. 
EZK.45.3	Setengah ari endur nya, ti panjai 12.5 kilometer enggau buka 5 kilometer, enda tau enda disukat, nyadika endur alai nirika Rumah Sembiang, endur ti pemadu kudus. 
EZK.45.4	Endur nya deka nyadi endur ti kudus dalam menua nya, ti diagihka ngagai bala imam ke gawa ke TUHAN dalam Rumah Sembiang. 
EZK.45.5	Setengah ti bukai dalam kandang nya diagihka nyadika pesaka orang Lewi ke bekereja dalam Rumah Sembiang. Endur nya deka bisi nengeri alai sida diau.
EZK.45.6	Ngimbai endur ti kudus nya bisi siti sitak, ti panjai 12.5 kilometer enggau buka 2.5 kilometer, ti enda tau enda diagihka nyadika endur alai ngaga sebuah nengeri, alai sebarang orang Israel tau diau.
EZK.45.7	Tanah enda tau enda mega diagihka ngagai raja. Ari garis entara menua ti muak ke barat ari endur ti kudus nya, kandang menua nya deka nganchau ke barat nyentuk ngagai Tasik Tengah. Lalu ari garis entara menua ti muak ke timur, menua nya deka nganchau nyentuk ngagai garis entara menua Israel di timur, ngambika menua nya deka sama pemanjai enggau menua ti diberi ngagai siti raban bansa orang Israel. 
EZK.45.8	Tu meh kandang menua ti deka diberi ngagai raja menua Israel, ngambika iya enda agi nekanka pengidup orang mayuh, tang deka nejuka endur bukai di menua nya diempu raban bansa orang Israel.
EZK.45.9	Ku TUHAN Allah Taala bejaku, “Kita ke merintah menua Israel kelalu lama udah bedosa! Badu agi kasar enggau orang, lalu badu agi nekanka pengidup orang. Kereja utai ti ngena sereta lurus. Badu agi muru bala nembiak Aku ari tanah sida, ku TUHAN Allah Taala bejaku.
EZK.45.11	“Satu epah ti dikena nakar utai ti rangkai enda tau enda sebaka enggau satu bat takar ti dikena nakar utai ti basah. Sukat ti diguna nya homer
EZK.45.11	1 
EZK.45.12	Atur kena nimbang nya baka tu:
EZK.45.12	20 
EZK.45.12	60 
EZK.45.13+EZK.45.14+EZK.45.15	“Tu atur kena kita ngenjuk piring kita:
EZK.45.13+EZK.45.14+EZK.45.15	Gandum: sebagi ari enam puluh bagi ari utai ti diketau
EZK.45.13+EZK.45.14+EZK.45.15	Barli: sebagi ari enam puluh bagi ari utai ti diketau
EZK.45.13+EZK.45.14+EZK.45.15	Minyak kana: sebagi ari seratus bagi ari asil ti datai ari buah kana kita
EZK.45.13+EZK.45.14+EZK.45.15	(Takar utai nya ngena 
