MAT.1.1	ھي عيسيٰ مسيح جو شجرو آھي، جيڪو دائود ۽ ابراھيم جو اولاد آھي.
2PE.1.16	جڏھن اسان اوھان کي پنھنجي خداوند عيسيٰ مسيح جي قدرت ۽ اچڻ جي خبر ڏني ھئي، تڏھن بناوٽي آکاڻين تي ڪونہ لڳا ھئاسين. پر سندس عظمت جا اکين ڏٺا شاھد ھئاسين. 
2PE.1.17	 ھائو، جڏھن عيسيٰ کي خدا پيءُ عزت ۽ عظمت بخشي، تڏھن انھيءَ خداءِ⁠ذوالجلال وٽان اتي ھي آواز آيو تہ ”ھي منھنجو پيارو فرزند آھي ۽ ھن مان آءٌ گھڻو خوش آھيان.“ 
2PE.1.18	ان وقت اسين ھن سان گڏ پاڪ جبل تي ھئاسون ۽ اسان پاڻ اھو آواز آسمان مان ايندي ٻڌو.
2PE.1.19	اھڙيءَ طرح اسان وٽ جيڪو نبين جو ڪلام آھي، سو وڌيڪ اعتقاد جوڳو آھي. اوھين چڱو ٿا ڪريو جو انھيءَ تي ڌيان ٿا ڏيو، ڇالاءِ⁠جو اھو ھڪ ڏيئي وانگر آھي جيڪو اونداھيءَ جاءِ ۾ تيستائين روشني پيو ڪري، جيستائين پرھہ ڦٽي ۽ صبح جو تارو اوھان جي دلين ۾ چمڪي. 
2PE.1.20	سڀني ڳالھين کان پھريائين ھي ڄاڻي ڇڏيو تہ پاڪ ڪتاب ۾ نبين جي ڪابہ ڳالھہ ڪنھن جي بہ ذاتي مطلب سان نہ ٿي ٿئي، 
2PE.1.21	ڇالاءِ⁠جو نبين جي ڪابہ ڳالھہ ڪڏھن بہ انسان جي پنھنجي مرضيءَ موجب ڪانہ ٿي، بلڪ ماڻھو پاڪ روح جي رھنمائيءَ سان خدا جي طرفان ڳالھائيندا ھئا.
2PE.2.1	پر جيئن تہ بني اسرائيل ۾ پڻ نبي سڏائيندڙ ھئا جيڪي حقيقي نبي نہ ھئا، تيئن اوھان ۾ بہ ڪوڙا استاد پيدا ٿيندا. اھي ڳُجھہ⁠ڳوھہ ۾ برباد ڪندڙ بدعتون شروع ڪندا. ايتري قدر جو انھيءَ مالڪ جو بہ انڪار ڪندا، جنھن کين خريد ڪيو آھي. ائين ھو پاڻ کي جلد ئي برباد ڪري ڇڏيندا. 
2PE.2.2	ڪيترا ئي ماڻھو انھن جي شھوت⁠پرستيءَ جي پيروي ڪندا، جن جي ڪري حق جي راھہ جي بدنامي ٿيندي. 
2PE.2.3	اھي لالچ جي ڪري بناوٽي ڳالھيون ٺاھي اوھان مان ناجائز فائدو حاصل ڪندا. گھڻو وقت اڳي انھن تي جنھن سزا جو حڪم ٿي چڪو ھو، تنھن جي اچڻ ۾ دير ڪانھي ۽ سندن بربادي ويجھي آھي.
2PE.2.4	ڇالاءِ⁠جو خدا گناھہ ڪندڙ ملائڪن کي بہ نہ بخشيو، بلڪ کين دوزخ ۾ وڌائين ۽ اونداھين غارن ۾ بند ڪيائين، انھيءَ لاءِ تہ عدالت جي ڏينھن تائين قيد ۾ رھن. 
2PE.2.5	 خدا پراڻي زماني جي ماڻھن کي بہ نہ بخشيو، بلڪ انھيءَ بدڪار دنيا تي طوفان آندائين ۽ رڳو سچائيءَ جي تبليغ ڪندڙ نوح ۽ ٻين ستن ڄڻن کي بچايائين. 
2PE.2.6	 خدا سدوم ۽ عموراہ جي شھرن کي برباديءَ جي سزا ڏيئي ساڙي رک ڪري ڇڏيو، انھيءَ لاءِ تہ اھي ايندڙ زماني جي بدڪارن لاءِ عبرت جو مثال ٿين. 
2PE.2.7	 خدا لوط کي بچائي ورتو، جيڪو سچار شخص ھو ۽ بدڪارن جي گندي ھلت چلت کان تنگ ٿيو ھو. 
2PE.2.8	ڇالاءِ⁠جو اھو سچار ماڻھو انھن ۾ رھي ھر روز انھن جا غير شرعي ڪم ڏسي ۽ ٻڌي پنھنجي سچيءَ دل ۾ پيو پريشان ٿيندو ھو. 
2PE.2.9	سو خداوند ڄاڻي ٿو تہ ديندارن کي آزمائش کان ڪيئن بچائي ۽ بدڪارن کي عدالت جي ڏينھن تائين ڪھڙيءَ طرح سزا ھيٺ رکي، 
2PE.2.10	خاص ڪري انھن کي جيڪي جسم جي ناپاڪ خواھشن جي پيروي ٿا ڪن ۽ خدا جي اختياريءَ کي ڪين جھڙو ٿا ڄاڻن.
2PE.2.10	اُھي اھڙا تہ گستاخ ۽ ھٺيلا آھن جو عظيم آسماني ھستين جي گلا ڪرڻ کان بہ نہ ٿا ڊڄن. 
2PE.2.11	جيتوڻيڪ ملائڪ انھن ڪوڙن استادن کان طاقت ۽ قدرت ۾ وڌيڪ آھن، سي بہ خداوند جي آڏو انھن تي گلا جھڙي تھمت نہ ٿا ھڻن. 
2PE.2.12	پر اھي ماڻھو بي⁠عقل جانورن وانگر آھن، جيڪي رڳو پڪڙجڻ ۽ ناس ٿيڻ لاءِ پيدا ٿيا آھن ۽ جن ڳالھين کان ناواقف آھن تن جي باري ۾ ڪفر ٿا بڪن. اھي جانورن وانگر ناس ٿي ويندا.
2PE.2.13	جيڪا برائي ھنن ڪئي آھي، تنھن جو بدلو کين برائيءَ سان ڏنو ويندو. اھي ڏينھن ڏٺي جو عيش عشرت ڪندي خوش ٿا ٿين. اھي ماڻھو اوھان ۾ داغ ۽ عيب آھن، جيڪي اوھان سان گڏ کائيندي پيئندي پنھنجي دغابازين سان وڃي موجون پيا ماڻين. 
2PE.2.14	انھن جي اکين مان زناڪاري پيئي ظاھر ٿئي ۽ گناھہ ڪرڻ کان بس نہ ٿا ڪن. جيڪي ماڻھو ثابت⁠قدم نہ آھن، تن کي ھو ڦاسايو ٿا وٺن. اھي لالچ جا ماھر ۽ لعنتي ٻار آھن. 
2PE.2.15	 اھي سنئون رستو ڇڏي گمراھہ ٿي ويا آھن ۽ بعور جي پٽ بلعام جي پيروي ٿا ڪن، جنھن کي بڇڙائيءَ جي مزوري پسند ھوندي ھئي. 
2PE.2.16	پر ھن پنھنجي قصور جي ڪري پاڻ تي اھا لعنت کنئي جو ھڪ گگدام گڏھہ، انسان وانگر ڳالھائي بلعام کي چريائيءَ کان روڪي ڇڏيو.
2PE.2.17	اھي ماڻھو اھڙا چشما آھن، جن جو پاڻي سڪي ويو آھي ۽ اھي اھڙو ڪوھيڙو آھن، جنھن کي طوفان اڏائي ڇڏيو آھي. انھن جي لاءِ گھُگھُہ اونداھي رکي ويئي آھي. 
2PE.2.18	ڇالاءِ⁠جو اھي مغروريءَ جون نھايت بيھوديون ڳالھيون ڪري، شھوت⁠پرستيءَ جي وسيلي انھن ماڻھن کي جسماني خواھشن ۾ ڦاسائين ٿا، جيڪي گمراھہ ٿيل ماڻھن کان ھاڻي آزاد ٿيا آھن. 
2PE.2.19	ھو انھن کي آزاديءَ جو واعدو تہ ڏين ٿا، پر پاڻ بڇڙائيءَ جا غلام بڻيا وتن. ڇالاءِ⁠جو جيڪا شيءِ انسان تي غالب اچي ٿي تہ انسان انھيءَ جو غلام ٿي وڃي ٿو. 
2PE.2.20	سو جيڪي ماڻھو اسان جي خداوند ۽ ڇوٽڪاري ڏيندڙ عيسيٰ مسيح جي سڃاڻپ جي ڪري دنيا جي بڇڙاين کان بچي ويا آھن، جيڪڏھن اھي وري انھن ۾ ڦاسي پون تہ انھن جي پوئين حالت اڳينءَ کان بہ وڌيڪ خراب ٿيندي. 
2PE.2.21	ڇالاءِ⁠جو انھن سچائيءَ جي واٽ کي ڄاتو تہ سھي پر انھيءَ پاڪ حڪم کان ڦري ويا، جيڪو کين سونپيو ويو ھو. تنھنڪري انھن لاءِ سٺو ٿئي ھا جو اھي ان واٽ کي ڄاڻن ئي نہ ھا. 
2PE.2.22	 ھي سچو پھاڪو انھن سان لاڳو ٿو ٿئي تہ
2PE.2.22	”ڪتو الٽي ڪري وري انھيءَ ڏانھن ٿو موٽي،
2PE.2.22	۽ وھنتل سوئر وري وڃيو گپ ۾ ليٽي.“
2PE.3.1	اي عزيزو! ھاڻي آءٌ اوھان ڏانھن ھي ٻيو خط ٿو لکان. ٻنھي خطن ۾ اوھان کي يادگيري ڏياري، اوھان جي سچيءَ دل کي اُڀارڻ جي ڪوشش ڪئي اٿم. 
2PE.3.2	آءٌ چاھيان ٿو تہ اوھين انھن ڳالھين کي، جيڪي پاڪ نبي اڳي ڪري ويا آھن ۽ اسان جي خداوند ۽ ڇوٽڪاري ڏيندڙ جي انھيءَ حڪم کي ياد رکو، جيڪو اوھان کي رسولن جي وسيلي ڏنو ويو ھو.
2PE.3.4	اھي چوندا تہ ”انھيءَ وري اچڻ جو واعدو نہ ڪيو ھو ڇا؟ پوءِ ھو ڪٿي آھي؟ ڇالاءِ⁠جو جڏھن کان اسان جا ابا ڏاڏا مري ويا آھن، تڏھن کان وٺي سڀ ڪجھہ ائين ئي پيو ھلي جيئن دنيا جي پيدا ٿيڻ وقت ھو.“ 
2PE.3.5	 پر ھيءَ ڳالھہ انھن ڄاڻي⁠ٻجھي وساري ڇڏي آھي تہ خدا جي حڪم سان پراڻي زماني کان آسمان موجود آھن ۽ زمين پاڻيءَ منجھان ٺھي ۽ پاڻيءَ جي وچ ۾ آھي. 
2PE.3.6	 پاڻيءَ جي وسيلي انھيءَ زماني جي دنيا پاڻيءَ ۾ ٻڏي چٽ ٿي ويئي. 
2PE.3.7	انھيءَ ساڳئي حڪم جي وسيلي موجودہ آسمان ۽ زمين انھيءَ لاءِ بچائي رکيا ويا آھن تہ ساڙيا وڃن. اھي عدالت جي ڏينھن تائين موجود رھندا، جنھن ڏينھن بدڪار ماڻھن کي ناس ڪيو ويندو.
2PE.3.9	خداوند پنھنجي واعدي پوري ڪرڻ ۾ دير ڪين ڪندو آھي، جھڙي دير ڪي ماڻھو سمجھن ٿا. پر ھو اوھان جي باري ۾ صبر ڪري ٿو، انھيءَ ڪري جو ھو نہ ٿو چاھي تہ ڪوبہ ناس ٿئي، بلڪ ھو چاھي ٿو تہ سڀيئي توبھہ ڪن.
2PE.3.11	جڏھن تہ ھي سڀ شيون اھڙيءَ طرح ڳري وڃڻيون آھن، تڏھن اوھان کي ڪھڙي قسم جو ماڻھو ٿيڻ گھرجي؟ اوھان کي گھرجي تہ اوھين پاڪ ۽ ديندار زندگي گذاريو. 
2PE.3.12	ان سان گڏ اوھان کي خدا جي انھيءَ ڏينھن جي اچڻ جو انتظار ڪرڻ گھرجي، بلڪ انھيءَ ڏينھن جي جلد اچڻ جو سبب بڻجڻ گھرجي. انھيءَ ڏينھن جي اچڻ ڪري آسمان باھہ ۾ سڙي ڳري ويندا ۽ آسماني شيون سخت گرميءَ جي ڪري پگھرجي وينديون. 
2PE.3.13	 پر خدا جي ڪيل واعدي موجب اسين نئين آسمان ۽ نئين زمين جي انتظار ۾ آھيون، جن ۾ سچائي رھي ٿي.
2PE.3.14	تنھنڪري اي عزيزو! جڏھن تہ اوھين انھن ڳالھين جو انتظار پيا ڪريو، تڏھن ڪوشش ڪريو تہ خدا اوھان کي صلح جي حالت ۾ بي⁠داغ ۽ بي⁠عيب ڏسي. 
2PE.3.15	اسان جي خداوند جي صبر کي ڇوٽڪارو ڪري سمجھو، جھڙيءَ طرح اسان جي پياري ڀاءُ پولس بہ انھيءَ ڏاھپ سان اوھان ڏانھن لکيو آھي، جيڪا کيس عطا ٿيل آھي. 
2PE.3.16	ھن پنھنجي سڀني خطن ۾ انھن ڳالھين بابت اھڙي ئي نموني ذڪر ڪيو آھي. ھن جي خطن ۾ ڪي ڳالھيون اھڙيون بہ آھن جن جو سمجھڻ مشڪل آھي ۽ جاھل ۽ جيڪي ثابت⁠قدم نہ ٿا رھن، سي انھن جي معنيٰ کي بہ ٻين پاڪ ڪتابن وانگر ڦيرائي ابتي پيا ڪن. اھڙيءَ طرح اھي پنھنجي لاءِ تباھي ٿا پيدا ڪن.
2PE.3.17	تنھنڪري اي عزيزو! جڏھن تہ اوھان کي انھن ڳالھين جي اڳي ئي خبر آھي، تڏھن خبردار رھو، ائين نہ ٿئي جو اوھين بدڪار ماڻھن جي گمراھيءَ ڏانھن ڇڪجي پنھنجي ثابت⁠قدميءَ کي ڇڏي ڏيو. 
2PE.3.18	پر اوھين اسان جي خداوند ۽ ڇوٽڪاري ڏيندڙ عيسيٰ مسيح جي فضل ۽ سڃاڻپ جي وسيلي وڌندا رھو. شل انھيءَ جي واکاڻ ھاڻي بہ ٿئي ۽ ھميشہ تائين ٿيندي رھي. آمين.
1JN.1.2	 ڇالاءِ⁠جو اھا ئي تہ زندگي ھئي، جيڪا پيءُ سان ھئي ۽ اسان تي ظاھر ٿي. اسان اھا ڏٺي ۽ ان جا اکين ڏٺا شاھد آھيون. 
1JN.1.3	جيڪي⁠بہ اسان ڏٺو ۽ ٻڌو آھي، سو اوھان کي ٻڌايون ٿا تہ جيئن اوھين اسان سان انھيءَ صحبت ۾ شامل ٿيو، جيڪا اسان کي پيءُ ۽ سندس فرزند عيسيٰ مسيح سان آھي. 
1JN.1.4	ھي ڳالھيون اسين انھيءَ لاءِ لکي رھيا آھيون تہ جيئن اسان کي پوري پوري خوشي حاصل ٿئي.
1JN.1.5	ھاڻي، جيڪو پيغام اسان سندس فرزند کان ٻڌو آھي، سو اوھان کي ڏيون ٿا تہ ”خدا روشني آھي ۽ منجھس اوندھہ تہ اصل آھي ئي ڪانہ.“ 
1JN.1.6	پوءِ جيڪڏھن اسان جي خدا سان صحبت آھي ۽ ھلون وري اوندھہ ۾، تہ اسين ڪوڙ ٿا ڳالھايون ۽ سچ تي عمل نہ ٿا ڪريون. 
1JN.1.7	پر جيڪڏھن اسين روشنيءَ ۾ ھلون ٿا، جيئن خدا پاڻ بہ روشنيءَ ۾ آھي، تہ پوءِ اسان جي ھڪ ٻئي سان صحبت آھي ۽ سندس فرزند عيسيٰ مسيح جو رت اسان کي سڀني گناھن کان پاڪ ڪري ٿو ڇڏي.
1JN.1.8	جيڪڏھن اسين چئون تہ اسان ۾ گناھہ ڪونہ آھي، تہ پوءِ اسين پاڻ کي ٺڳيون ٿا ۽ اسان ۾ سچائي ڪانھي. 
1JN.1.9	پر جيڪڏھن اسين پنھنجا گناھہ باسينداسين تہ خدا پنھنجو واعدو پاڙيندو ۽ انصاف ڪري اسان جا گناھہ معاف ڪندو ۽ اسان کي ساري بڇڙائيءَ کان پاڪ ڪري ڇڏيندو. 
1JN.1.10	جيڪڏھن اسين چئون تہ اسان گناھہ ڪونہ ڪيو آھي، تڏھن اسين ڄڻ خدا کي ڪوڙو ٿا ڪريون ۽ اسان ۾ سندس ڪلام موجود نہ آھي.
1JN.2.1	منھنجا پيارا ٻارو، آءٌ ھي اوھان ڏانھن انھيءَ لاءِ لکي رھيو آھيان، تہ جيئن اوھين گناھہ نہ ڪريو. پر جيڪڏھن ڪو شخص گناھہ ڪري ٿو تہ پيءُ وٽ اسان جو ھڪڙو مددگار موجود آھي يعني عيسيٰ مسيح، جيڪو انصاف ڪرڻ وارو آھي. 
1JN.2.2	مسيح پاڻ اھڙي قرباني آھي، جيڪا اسان جا گناھہ کڻي وڃي ٿي، نہ رڳو اسان جا پر سڄي جھان جا گناھہ.
1JN.2.3	جيڪڏھن اسين خدا جي حڪمن تي عمل ڪنداسين، تہ پوءِ اسان کي يقين ٿي ويندو تہ اسين کيس سڃاڻون ٿا. 
1JN.2.4	جيڪڏھن ڪو ماڻھو چوي تہ ”آءٌ خدا کي سڃاڻان ٿو،“ پر سندس حڪمن تي عمل نہ ٿو ڪري تہ اھو شخص ڪوڙو آھي ۽ ھن ۾ سچائي اصل ڪانہ آھي. 
1JN.2.5	پر جيڪو ھن جي ڪلام تي عمل ڪري ٿو، تہ بيشڪ انھيءَ شخص ۾ خدا جي محبت ڪامل ٿي آھي. انھيءَ مان اسان کي يقين آھي تہ اسين خدا سان گڏجي ھڪ ٿي ويا آھيون. 
1JN.2.6	جيڪو چوي ٿو تہ ”آءٌ خدا سان گڏجي ھڪ ٿي ويو آھيان.“ تنھن کي اھڙيءَ طرح ھلڻ گھرجي جھڙيءَ طرح مسيح پاڻ ھلندو ھو.
1JN.2.8	تڏھن بہ جيڪو حڪم آءٌ اوھان ڏانھن لکي رھيو آھيان، سو نئون آھي. انھيءَ جي سچائي مسيح ۽ اوھان ٻنھي ۾ ڏسجي ٿي. ڇاڪاڻ⁠تہ اونداھي گذرندي ٿي وڃي ۽ حقيقي روشني اڳي ئي چمڪي رھي آھي.
1JN.2.9	جيڪو دعويٰ ٿو ڪري تہ ”آءٌ روشنيءَ ۾ آھيان.“ پر پنھنجي ھم⁠ايمان سان دشمني ٿو ڪري، سو اڃا تائين اونداھيءَ ۾ آھي. 
1JN.2.10	جيڪو پنھنجي ھم⁠ايمان سان پيار ٿو ڪري، سو روشنيءَ ۾ ٿو رھي ۽ ھن ۾ اھڙي ڪابہ شيءِ نہ آھي جيڪا کيس گمراھہ ڪري. 
1JN.2.11	پر جيڪو پنھنجي ھم⁠ايمان سان دشمني ٿو ڪري، سو اوندھہ ۾ آھي ۽ اوندھہ ۾ گھمي ٿو. کيس خبر نہ آھي تہ ڪيڏانھن ٿو وڃان، ڇاڪاڻ⁠تہ اوندھہ سندس اکين کي انڌو ڪري ڇڏيو آھي.
1JN.2.12	اي منھنجا پيارا ٻارؤ! آءٌ اوھان ڏانھن انھيءَ لاءِ ٿو لکان، جو مسيح جي نالي جي ڪري اوھان جا گناھہ معاف ڪيا ويا آھن. 
1JN.2.13	اي پوڙھؤ! آءٌ اوھان ڏانھن انھيءَ لاءِ لکي رھيو آھيان، جو اوھان انھيءَ کي سڃاتو آھي، جيڪو شروعات کان وٺي آھي.
1JN.2.13	اي نوجوانو! آءٌ اوھان ڏانھن انھيءَ لاءِ لکي رھيو آھيان، جو اوھين شيطان تي فتحياب ٿيا آھيو.
1JN.2.14	اي پيارا ٻارؤ! مون اوھان ڏانھن انھيءَ ڪري لکيو آھي، جو اوھان پيءُ کي سڃاتو آھي.
1JN.2.14	اي پوڙھؤ! مون اوھان ڏانھن انھيءَ ڪري لکيو آھي، جو اوھان انھيءَ کي سڃاتو آھي، جيڪو شروعات کان وٺي آھي.
1JN.2.14	اي نوجوانو! مون اوھان ڏانھن انھيءَ ڪري لکيو آھي، جو اوھين مضبوط آھيو ۽ خدا جو ڪلام اوھان ۾ رھي ٿو ۽ اوھين شيطان تي فتحياب ٿيا آھيو.
1JN.2.15	نہ دنيا سان پيار ڪريو، نڪي انھن شين سان جيڪي دنيا جون آھن. جيڪڏھن ڪنھن کي دنيا سان پيار آھي تہ انھيءَ ۾ پيءُ جو پيار ڪونہ آھي. 
1JN.2.16	ڇاڪاڻ⁠تہ جيڪي ڪجھہ دنيا جو آھي، يعني خراب انساني خواھش، نظر جو گناھہ، دنياوي مغروري، سي پيءُ جي طرفان نہ آھن پر دنيا جي طرفان آھن. 
1JN.2.17	دنيا ۽ سندس موھيندڙ شيون فنا ٿينديون ٿيون وڃن، پر جيڪو خدا جي مرضيءَ موجب ھلي ٿو تنھن کي دائمي زندگي ملي ٿي.
1JN.2.18	پيارا ٻارؤ! ھي آخري وقت آھي. جيئن تہ اوھان ٻڌو آھي تہ مسيح جو ھڪ دشمن اچڻ وارو آھي، تيئن ئي ھاڻي مسيح جا ڪيترا ئي دشمن ظاھر ٿي چڪا آھن، جنھن مان اسان کي خبر پوي ٿي تہ ھيءُ ئي آخري وقت آھي. 
1JN.2.19	مسيح جا اِھي دشمن نڪتا تہ اسان منجھان ئي آھن، پر حقيقت ۾ اھي اسان منجھان نہ ھئا، ڇاڪاڻ⁠تہ جيڪڏھن ھو اسان منجھان ھجن ھا تہ اسان سان گڏ رھن ھا. ھو اسان کي انھيءَ لاءِ ڇڏي ويا تہ جيئن ظاھر ٿئي تہ انھن مان ڪنھن جو بہ اسان سان ڪو واسطو ڪونہ ھو.
1JN.2.20	اوھان ۾ پاڪ روح وڌو ويو آھي، تنھنڪري اوھان سڀني کي سچائيءَ جي خبر آھي. 
1JN.2.21	مون اوھان ڏانھن ھن ڪري نہ لکيو آھي تہ اوھين ڪي سچ کان بي⁠خبر آھيو. اوھين تہ چڱيءَ طرح سچ کي ڄاڻو ٿا، پر مون انھيءَ لاءِ لکيو آھي تہ ڪوبہ ڪوڙ سچ مان نہ ٿو نڪري.
1JN.2.22	تہ پوءِ ڪير ڪوڙو آھي؟ سواءِ انھيءَ جي جيڪو انڪار ڪري چوي ٿو تہ ”عيسيٰ اھو مسيح نہ آھي.“ اِھو ئي مسيح جو دشمن آھي، ڇوتہ ھو پيءُ ۽ سندس فرزند ٻنھي جو انڪار ڪري ٿو. 
1JN.2.23	جيڪو فرزند کي مڃي ٿو تنھن وٽ پيءُ بہ آھي، پر جيڪو فرزند کي نہ ٿو مڃي تنھن وٽ پيءُ بہ نہ آھي. 
1JN.2.24	جيڪو ڪجھہ اوھان کي شروع ۾ ٻڌايو ويو آھي، سو اوھان جي دلين ۾ رھڻ گھرجي. جيڪڏھن اھو اوھان کي ياد رھيو تہ اوھين بہ پيءُ ۽ سندس فرزند ٻنھي سان گڏجي ھڪ ٿي ويندا. 
1JN.2.25	ھيءُ اُھو واعدو آھي جيڪو مسيح اسان سان ڪيو آھي، يعني دائمي زندگي. 
1JN.2.26	مون ھي ڳالھيون اوھان ڏانھن انھن ماڻھن بابت لکيون آھن، جيڪي اوھان کي گمراھہ ڪرڻ جي ڪوشش ڪن ٿا. 
1JN.2.27	پر اوھان ۾ تہ مسيح پاڪ روح وڌو آھي، جيڪو اوھان ۾ رھي ٿو ۽ اوھان کي انھيءَ ڳالھہ جي ضرورت ڪانھي تہ ڪو اوھان کي سيکاري. پر ھن جو پاڪ روح اوھان کي سڀني ڳالھين بابت سيکاري ٿو. اھو سچو آھي ۽ ڪوڙو ڪونھي. جيئن ھن اوھان کي سيکاريو آھي، تيئن اوھين مسيح ۾ قائم رھندا اچو.
1JN.2.28	ھاڻي اي ننڍڙا ٻارؤ! مسيح سان گڏجي ھڪ ٿي قائم رھندا اچو تہ جڏھن ھو ظاھر ٿئي، تڏھن اسان کي ھمت ھجي ۽ اسين سندس اچڻ مھل ھن جي اڳيان شرمندا نہ ٿيون. 
1JN.2.29	اوھين ڄاڻو ٿا تہ خدا سچار آھي، تہ پوءِ اھا بہ خبر اٿوَ تہ جيڪوبہ سچائيءَ جا ڪم ٿو ڪري سو ھن مان پيدا ٿيو آھي.
1JN.3.2	پيارا ڀائرو ۽ ڀينرون! ھاڻي اسين خدا جا ٻار آھيون ۽ اڃا اھا ڳالھہ ظاھر ڪانہ ٿي آھي تہ اسين ڇا ٿينداسين. پر ايترو ڄاڻون ٿا تہ جڏھن مسيح ظاھر ٿيندو تہ اسين بہ ھن جھڙا ٿي پونداسين، ڇالاءِ⁠جو اسين کيس ائين ڏسنداسين جيئن ھو حقيقت ۾ آھي. 
1JN.3.3	جنھن کي بہ مسيح ۾ اھڙي اميد آھي، سو پاڻ کي اھڙو پاڪ ڪري جھڙو مسيح پاڪ آھي.
1JN.3.4	جيڪوبہ گناھہ ڪري ٿو سو خدا جي قانون جي ڀڃڪڙي ڪرڻ جو ڏوھدار آھي، ڇاڪاڻ⁠تہ گناھہ خدا جي قانون جي ڀڃڪڙي آھي. 
1JN.3.5	 اوھان کي خبر آھي تہ مسيح انھيءَ لاءِ ظاھر ٿيو ھو تہ جيئن گناھن کي کڻي وڃي ۽ منجھس گناھہ تہ اصل آھي ئي ڪونہ. 
1JN.3.6	جيڪو منجھس قائم رھي ٿو، سو گناھہ نہ ڪندو آھي، جيڪو گناھہ ڪندو آھي تنھن نہ کيس ڏٺو آھي ۽ نڪي کيس سڃاتو آھي.
1JN.3.7	پيارا ٻارؤ! متان ڪو اوھان کي گمراھہ ڪري. جيڪو سچا ڪم ڪندو رھي ٿو سو سچار آھي، جيئن مسيح پاڻ سچار آھي. 
1JN.3.8	جيڪو گناھہ ڪري ٿو سو شيطان مان آھي، ڇاڪاڻ⁠تہ شيطان شروع کان وٺي گناھہ ڪندو ٿو اچي. خدا جو فرزند انھيءَ لاءِ ظاھر ٿيو تہ جيئن شيطان جي ڪمن کي ناس ڪري.
1JN.3.9	جيڪو خدا جو ٻار آھي سو گناھہ نہ ڪندو آھي، ڇالاءِ⁠جو خدا جي فطرت منجھس رھي ٿي. جيئن تہ ھو خدا مان پيدا ٿيل آھي تنھنڪري ھو گناھہ ڪري ئي نہ سگھندو. 
1JN.3.10	انھيءَ مان اسان کي خبر پوي ٿي تہ ڪير خدا جا ۽ ڪير شيطان جا ٻار آھن، ڇالاءِ⁠جو جيڪو سچائي نہ ٿو ڪري سو خدا جو ٻار نہ آھي ۽ نڪي اھو جيڪو پنھنجي ڀاءُ ڀيڻ سان پيار نہ ٿو ڪري.
1JN.3.12	 اوھين قابيل وانگر نہ ٿجو، جيڪو شيطان جو ھو ۽ پنھنجي ڀاءُ جو خون ڪيائين. ھن پنھنجي ڀاءُ جو خون ڇو ڪيو؟ ڇاڪاڻ⁠تہ قابيل جا ڪم بڇڙا ھئا پر سندس ڀاءُ جا ڪم نيڪ ھئا.
1JN.3.13	منھنجا ڀائرو ۽ ڀينرون! جيڪڏھن دنيا اوھان سان دشمني ٿي ڪري تہ عجب نہ کائو. 
1JN.3.14	 اسين ڄاڻون ٿا تہ موت مان نڪري زندگيءَ ۾ آيا آھيون، ڇالاءِ⁠جو اسين پنھنجن ڀائرن سان پيار ڪريون ٿا. جيڪو پيار نہ ٿو ڪري سو موت جي حالت ۾ آھي. 
1JN.3.15	جيڪوبہ پنھنجي ڀاءُ ڀيڻ سان دشمني ٿو رکي سو خوني آھي ۽ اوھان کي خبر آھي تہ ڪنھن بہ خونيءَ کي دائمي زندگي حاصل نہ آھي.
1JN.3.16	انھيءَ مان اسان کي پيار جي خبر پيئي آھي تہ مسيح اسان جي خاطر پنھنجي جان ڏني ۽ اسان تي بہ واجب آھي تہ پنھنجن ڀائرن لاءِ جان ڏيون. 
1JN.3.17	پر جنھن وٽ دنيا جو مال اسباب آھي ۽ پنھنجي ڀاءُ کي گھرج ۾ ڏسي بہ مٿس رحم نہ ٿو ڪري، تنھن ۾ ڀلا خدا جو پيار ڪيئن رھي سگھندو؟
1JN.3.18	اي پيارا ٻارؤ! اسان کي رڳو ڳالھين ۽ زبان سان نہ، پر عمل ۽ سچائيءَ جي وسيلي بہ پيار ڪرڻ گھرجي.
1JN.3.19	انھيءَ مان اسان کي خبر پوندي تہ اسين حق تي آھيون ۽ خدا جي حضور ۾ اسان جي دل کي خاطري ٿيندي. 
1JN.3.20	خاص ڪري انھن ڳالھين ۾ جن ۾ اسان جي دل اسان کي ملامت ڪري ٿي، ڇالاءِ⁠جو خدا اسان جي دلين کان وڌيڪ ڄاڻي ٿو ۽ کيس سڀني ڳالھين جي خبر آھي.
1JN.3.21	اي پيارا عزيزو! جيڪڏھن اسان جون دليون اسان کي ملامت نہ ٿيون ڪن، تہ پوءِ خدا جي آڏو اسين ھمت ڪري سگھون ٿا. 
1JN.3.22	جو ڪجھہ بہ اسين کانئس گھرون ٿا، سو اسان کي وٽانئس ملي ٿو، ڇالاءِ⁠جو اسين سندس حڪمن تي عمل ڪريون ٿا ۽ اھي ڪم ڪريون ٿا، جيڪي ھن کي پسند آھن. 
1JN.3.23	 ھن جو حڪم ھيءُ آھي تہ اسين سندس فرزند عيسيٰ مسيح جي نالي تي ايمان آڻيون ۽ ھڪ ٻئي سان ائين پيار ڪريون جيئن ھن اسان کي حڪم ڏنو آھي. 
1JN.3.24	جيڪي خدا جي حڪمن تي عمل ڪن ٿا، سي منجھس رھن ٿا ۽ ھو انھن ۾ رھي ٿو. اسين ڄاڻون ٿا تہ خدا اسان ۾ رھي ٿو. اھو اسين انھيءَ ڪري ڄاڻون ٿا تہ ھن اسان کي پاڪ روح ڏنو آھي.
