GEN.1.1	Qallariypeqa Dios janaj pachata kay pachatawan ruwarqa. 
JER.12.15	Jinapis, wijch'uytawankamaqa paykunamanta khuyakullasajtaj wasisninkuman kutichimuspa, kikin jallp'ankuman. 
JER.12.16	Cheqamanta paykunaqa aylluyman, Baalpa sutimpi jurallata yachacherqanku, kunantaj aylluy ukhuman jamuspa tiyakapuyta atenqanku. Cheqamantachus aylluypa Diospi creeyninta jap'ikonqanku, sutiyraykutaj juranqanku, Señorpa kausayninrayku nispa chayqa. 
JER.12.17	Chaywampis, mana kasukoj naciontaqa saphinmanta t'iraytawan chinkachisaj. Noqa Señor chaytaqa nini.
JER.13.1	Señor niwarqa: Riy, rantikamuy linomanta awasqa chumpita, ñañu wasaykimantaj chumpiykukuy, amataj yakuwan joq'ochankichu. 
JER.13.2	Chay chumpita noqa ranterqani, imaynatachus Señor, kamachiwasqanman jina, chaywantaj chumpiykukorqani. 
JER.13.3+JER.13.4	Chaypacha Señorqa watejmanta parlallawarqataj: Chay rantisqayki chumpita, churakushankiña chayta oqharikuy, riytay Eufrates mayuman, chhanka jusk'umantaj pakaykamuy, nispa. 
JER.13.5	Rerqani Eufrates mayuman, rispataj pakaykamorqani, imaynatachus Señor kamachiwasqanman jina.
JER.13.6	Chaymanta unayninmantaj Señor nillawarqantaj: Rillaytaj Eufrates mayuman, apamuytaj chay pakaykamuy nerqayki chay chumpita. 
JER.13.7	Eufrates mayuman rispataj, mask'arqani maypichus pakaykorqani chay cheqata. Chay chumpitaj allin imusqaña kasqa, manañataj ni imapaj allinchu karqa.
JER.13.8+JER.13.9	Chaypacha Señorqa ujtawan parlamullawarqataj: Kay kikillantataj Judajpatawan, Jerusalempatawan runaykachasqasninkuta chinkachisaj. 
JER.13.10	Kay sajra aylloyqa kamachisqasniyta mana junt'ayta munanchu. Rumi sonqompa munayninman jinalla rishan. Qhepaman kutiripun waj dioskunata yupaychaj. Chayrayku chay chumpi jina mana imapaj allinchu kanku. 
JER.13.11	Imaynatachus pipis chumpinta ñañu wasanman mat'iykukun, ajinallatataj ruwarqani Israel aylluywan, jinallataj Judá aylluywampis, noqaman sumaj ujchasqas kanankupaj, aylluytaj kanankupaj. Sutiymantataj yachachinankupaj, yupaychasqa, jatunchasqataj kanaypaj. Chaywampis, mana kasuwarqankuchu. Noqa Señormin chayta nini.
JER.13.12	Nillaytaj paykunaman: Israelpa Señor Diosnenqa nin: Mayqen wich'illapis vinowan junt'a kachun. Israelitastaj kutichisonqanku: Manachu yacharqaykuña mayqen wich'illapis junt'achinaykupaj jina kasqanta?, nispa. 
JER.13.13	Qantaj kutichinki: Señorqa nin: Kay jallp'api tukuy tiyakojkunata machaykuchisaj; Davidpa tiyanampi tiyashanku chay reykunatapis, sacerdotesta, profetasta, jinallataj Jerusalempi tukuy tiyakojkunatapis. 
JER.13.14	Kaymantataj paykunata wich'ista jina phirirasaj, tatasta wawasnintawan. Paykunata mana khuyakuspa mana ujniyojta tukuchisaj. Noqa Señor chayta nini.
JER.13.15	Israelitas Señormin parlan!
JER.13.15	Ama wapuykachaychejchu, as allinta uyariychej.
JER.13.16	Señor Diosniykichejta yupaychaychej,
JER.13.16	manaraj pay laqhayayta apachimushajtin,
JER.13.16	manaraj laqhayaj orqopi misk'akushajtiykichej,
JER.13.16	Manaraj laqhayayman tukuchishajtin,
JER.13.16	Manchay suyasqaykichej chay k'anchay manaraj tukukapushajtin.
JER.13.17	Sichus mana kasuwankichej chayqa,
JER.13.17	mayta runaykachasqaykichejrayku pakayllapi waqasaj,
JER.13.17	ñawisniymanta waqaykuna sururenqanku;
JER.13.17	Señorpa ayllonqa waj llajtaman presos apasqas kashanku.
JER.13.18	Reyman niy, jinataj maman reinamampis,
JER.13.18	chay tronoykichejmanta pampallapi uraykuychej.
JER.13.18	Chay k'achanchakorqankichej chay pillu umaykichejmanta urmanña.
JER.13.19	Neguevmanta llajtas muyuykusqasña kanku,
JER.13.19	ni pi chayninta pasayta atinchu.
JER.13.19	Tukuynin Judamanta kajkuna presos apasqas karqanku,
JER.13.19	jallp'ankumanta tukuynin wijch'usqas kaspa.
JER.13.20	Ñawisniykichejta oqhariychej, qhawariychejtaj imaynatachus wichaynejmanta jamushasqanta.
JER.13.20	Maypitaj kashan jap'ichikorqayki chay t'aqari,
JER.13.20	umaykita oqharichishasorqa chayri?
JER.13.21	Ima ninkitaj, qan Jerusalén, qampa yachachisqayki runasllawantaj kamachisqa kaspari?
JER.13.21	Onqoj warmej nanaykunasnin jina jamusonqanku.
JER.13.22	Sichus qan tapukunki imaraykuchus kay imas qhatirisusqanta chayqa, allinta yachay chay jatun juchasniykirayku kasqanta.
JER.13.22	Chayraykumin p'achaykita ch'uskisunku,
JER.13.22	chantá qhesachasorqankutaj.
JER.13.23	Uj yana runaqa atinmanchu yurajman tukuyta?
JER.13.23	Atillanmantajchu chay leopardoqa chay yanasninta qhechukuyta?
JER.13.23	Qankunapis sajra ruwayman yachasqa kashaspaqa,
JER.13.23	nillataj allin kajta ruwayta atiwajchejchu.
JER.13.24	Chayraykumin qankunataqa ch'eqerachisqaykichej,
JER.13.24	ch'in pampaspi ichhusta wayra apan ajinata.
JER.13.25	Achaymin qantaqa Israel qhatirinasun karqa.
JER.13.25	Chanta ruwanasuyta qan kikiykimanta mask'akorqanki.
JER.13.25	Noqa Señor chayta nini.
JER.13.25	Qan noqamanta qonqaporqanki, waj mana kaj lantismantaj riporqanki.
JER.13.26	Noqapis qanta q'alallata sayachisqayki,
JER.13.26	p'enqayniykita rikhurichisqayki.
JER.13.27	Qhenchachakuypi purisqasniykita rikuni,
JER.13.27	chay p'enqayta qhenchachakuypi purisqasniykita,
JER.13.27	chay millachikuna kajkunata ruwasqasniykita,
JER.13.27	chay orqospi, jinallataj campospipis.
JER.13.27	Ay, imachus kanqa qanmanta Jerusalén!
JER.13.27	Mayk'ajkamataj millay ch'ichi puriykunaspi callenkipuniri?
JER.14.1+JER.14.2	Ch'aki watasrayku Señorqa Jeremiasman parlaykorqa, nerqataj:
JER.14.1+JER.14.2	Judaqa llakiywan waqan, llajtasnenqa llakiypi kashanku,
JER.14.1+JER.14.2	runasnenqa pampaspi mast'alla kashanku;
JER.14.1+JER.14.2	Jerusalén nanaywan qhaparikun.
JER.14.3	Qhapajkunaqa uywasqasninkuta yakuman kachanku,
JER.14.3	chaykunataj yaku qochasman rinku, manataj yakuta tarinkuchu, kutipunkutaj ch'usaj p'uyñusniyojlla,
JER.14.3	ch'aukiyasqas, may p'enqasqastaj umasninkuta qhataykukuspa.
JER.14.4	Chajrata poqochej runas, ch'aukiyasqas rikhurerqanku,
JER.14.4	p'enqaywan umasninkuta qhataykukuspa, imaraykuchus chay ch'aki jallp'aman mana paramorqachu.
JER.14.5	Chaywampis, chay tarukaspis q'ata uñitasninkuta saqerparinku,
JER.14.5	mikhunankupaj pastos mana kasqanrayku.
JER.14.6	Chay k'ita burrospis ch'in orqospi wayrata upispa sayakushanku atojkuna jina. Ñawisninkutaj ayphuyaykushanña,
JER.14.6	mikhunankupaj pasto mana kasqanrayku.
JER.14.7	Señor, juchasniykupis ch'ataykuwachuyku,
JER.14.7	ruway ari sutiyki may jatunchasqa kasqanrayku!
JER.14.7	Ashkha kutista qanmanta t'aqakorqayku,
JER.14.7	contraykipi juchallikorqayku.
JER.14.8	Israelpa suyaynin qan kanki, ñak'ariykuna p'unchaykunaspitaj qanqa salvajniyku kanki. Imaraykutaj kay llajtaykupi uj mana rejsisqa runa jina kanki, chayri, imaynatachus uj ñan purejqa uj ch'isillata qheparikun ajinatari?
JER.14.9	Imaraykutaj t'ukusiri runa jina, uj maqanakoj runa manaña yanapayta atinñachu ajinari?
JER.14.9	Jinapis, Señor, qan chaupiykupi kashanki,
JER.14.9	tukuy yachanku qampa aylluyki kasqaykuta.
JER.14.9	Ama saqerakuwaykuchu ari!
JER.14.10	Señorqa kayta Israel ayllunmanta parlaspa nerqa: Ujnejmanta ujnejman puriyta kay aylloyqa maytapuni misk'ichikun.
JER.14.10	Chayrayku, qhawajteyqa mana allimpajchu rijch'awan. Kunan juchasninkumanta yuyarikuspa, paykunamanta cuentata mañasaj.
JER.14.11	Señorqa niwarqa: Ama majakuwaychu kay aylluy allin kananmanta mañaspaqa. 
JER.14.12	Ashkha ayunostapis ruwachunku mana uyarisajchu chay mañawasqasninkuta. Apamuchunkupis rikuchikusta, jinataj poqoykunasmanta ofrendasta, manapuni allimpajchu chaykunatapis qhawasaj. Paykunata maqanakupi tukuchisaj, chanta yarqhaywan onqoywan ima.
JER.14.13	Noqataj kuticherqani: Señor, profetasqa aylluykiman nishanku mana maqanakus kananta, nitaj yarqhaypis kananta. Nillankutaj qan wiñaypaj sonqo tiyasqa kayta kay cheqapi paykunaman qonaykita.
JER.14.14	Chaypacha Señorqa kutichiwarqa: Chay tukuy imasta profetas sutiypi nishanku chayqa, llullalla. Mana noqaqa chay profetasta kachamunichu, nitaj kamachinichu, ni parlallanipischu paykunawanqa. Chaykunaqa llulla sut'inchaykunas kanku. Chaykunaqa llulla rikuykunasniyoj kanku, ch'aukiyaypi rikuchiykunas kanku, sonqonkoj munasqanman jinalla chaykunataqa jatarichinku. Sonqonkoj yuyasqallanta chay profetasqa willasunkichej. 
JER.14.15	Noqa Señormin chay profetasman nini, mana noqa kachajtillay sutiypi parlanku chaykunaman, ninkutaj: Mana maqanakus kanqachu, nitaj kay jallp'api yarqhaykunas kanqachu, nispa. Chay profetasqa maqanakupi yarqhaypitaj wañonqanku. 
JER.14.16	Pismanchus willashanku chay ayllupis maqanakupi, jinallataj yarqhaypi wañonqa, chanta warmisnin, qhari wawasnin, warmi wawasnintintaj. Chay ayasninkutaj Jerusalén callespi wijch'usqas kanqanku, mana pipis paykunata p'ampaykojqa kanqachu. Ajinamanta juchasninkumanta pagachikusaj. 
JER.14.17	Aylluyman niy kayta:
JER.14.17	Tuta p'unchay mana sayk'uyta ñawisninkumanta waqaykunas surumuchunku, aylluypa chay jina sinch'i ñak'ariyninmanta,
JER.14.17	sinch'i nanasqasniyoj kasqanmanta.
JER.14.18	Campoman llojsispaqa maqanakupi wañojkunaj ayasninkuta rikuni, llajtaman yaykuspa rikuni runas yarqhaymanta wañushajta. Rikullanitaj profetasta, sacerdotestawan mana rejsisqa llajtasman ripushajta.
JER.14.19	Señor, Judataqa qhesachasqatapunichu qhesachapunki?
JER.14.19	Sayk'upunkiñachu Sión llajtamantaqa?
JER.14.19	Imaraykutaj maqawarqaykuri thañiyta mana atinaykupajri?
JER.14.19	Suyarqayku allin sonqo tiyasqa tiyakuyta,
JER.14.19	mana imapis mana allin kajmantaqa jamorqachu.
JER.14.19	Suyarqayku kausayta, mancharikuyllataj kashan.
JER.14.20	Señor, juchayoj kasqaykuta yachakuykuña,
JER.14.20	jinallataj ñaupa tatasniyku juchallikusqankutapis.
JER.14.20	Contraykipi juchallikorqayku.
JER.14.21	Sutiyki may jatunchasqa kasqanrayku,
JER.14.21	ama qhesachawaykuchu ari, amataj aylluykita sajra ñawiwan qhawaychu, maypichus may uyarisqa tronoyki kashan chaytaqa, yuyarikuy noqaykuwan tratota ruwasqaykita.
JER.14.22	Chay juchasapaspa lantisnenqa mayqellampis parachimunmanchu? Cielomanta paraqa payllamantachu paramun?
JER.14.22	Mana, Señor Diosniyku!
JER.14.22	Qanllamin kanki parata apachimojqa,
JER.14.22	qanllamin kay tukuy imastaqa ruwanki;
JER.14.22	chayrayku qanllapi suyayniykoqa kashan.
JER.15.1	Señorqa niwarqa: Moiseswan, Samuelwampis kay ñaupaqeyman rikhurimunkuman, chaywampis manapuni kay ayllumantaqa khuyakuymanchu. Niy paykunaman, kay ñaupaqeymanta llojsinankuta, maymampis ripuchunku. 
JER.15.2	Sichus tapusunkuman: Maymantaj risqaykuri?, nispa chayqa, kay nisqaymanta paykunaman willay:
JER.15.2	Onqoywan wañunanku kajqa onqoywan wañuchunku.
JER.15.2	Maqanakupi wañunankupaj kajkunaqa, maqanakupi wañuchunku.
JER.15.2	Yarqhaywan wañunankupaj kajkunaqa, yarqhaywan wañuchunku.
JER.15.2	Jallp'ankumanta wijch'usqas kanku, kashan chaykunaqa,
JER.15.2	wijch'usqas kachunku.
JER.15.3	Noqa Señor nini: Noqa apachimusqaykichej tawa laya jasut'ista: Wañuchisonqachej, maqanakupi alqos qhatatasonqachej,
JER.15.3	suweq'aras mikhusonqachej, chhikachaj millay animalesataj oqoykusonqachej.
JER.15.4	Kay pachapi tukuy naciones kajkunata mayta mancaharichisaj imastachus paykunata ruwasaj chaywan, Judamanta Ezequiaspa wawan Manasés Jerusalempi imatachus ruwasqanrayku.
JER.15.5	Jerusalén, pitaj qanmanta khuyakusonqari?
JER.15.5	Pitaj qanmanta sonqonta nanachikonqari?
JER.15.5	Pitaj kausayniykimanta dakonqari?
JER.15.6	Qan saqerpariwarqanki, wasanchakuwarqankitaj,
JER.15.6	nispa Señorqa nin.
JER.15.6	Chayrayku noqaqa pacienciay tukukojtin, makiyta oqharerqani jasut'inasuypaj, tukuchisunaypajtaj.
JER.15.7	Runasniykitaqa ichhuta jina ch'eqeracherqani,
JER.15.7	jallp'aykej llajtasninmanta orqhospa.
JER.15.7	Mana wawasniyojta aylluyta saqerqani,
JER.15.7	paykunata tukucherqani, imaraykuchus mana chay sajra kausayninkuta saqeyta munarqankuchu.
JER.15.8	Paykuna ukhupi saqerqani viudasta, mar qochaj t'iyusninta jina ashkhata.
JER.15.8	Kikin chaupi p'unchaypi chinkachejta apachimorqani,
JER.15.8	wayna wawasniyoj mamaspa patanman,
JER.15.8	kaymanta jinalla paykunaj patankuman ñak'ariyta,
JER.15.8	mancharikuytawan.
JER.15.9	Ashkha wawasniyoj mamas mana kallpayoj llauchhusman tukunku, p'enqasqas k'umuykusqastaj.
JER.15.9	P'unchaypa k'anchaynimpis paykunapaj laqhayaykun.
JER.15.9	Pipis kausashaj qhepakojqa enemigosninwan wañuchisqallataj kanqa.
JER.15.9	Noqa Señor chaytaqa nini.
JER.15.10	Ay, noqamanta, mamáy,
JER.15.10	qanqa maqanakunallaypaj nacechikuwasqanki,
JER.15.10	tukuy kay pacha runaswan qhayqarakunaypaj,
JER.15.10	churanakunaypajtaj.
JER.15.10	Mana pimampis qolqetaqa manunichu, nitaj pipis noqaman manuwankuchu, jinapis tukuy runas sajra kajta munapuwanku.
JER.15.11	Chay mañapuwasqasninku junt'akuchun Señor,
JER.15.11	sichus qanta mana allinta kasorqayki,
JER.15.11	jinataj chay enemigosniypaj mana mañakorqaykichu,
JER.15.11	khuyayta ñak'ariykunaspi, llakiykunaspitaj kashajtinku chayqa.
JER.15.12	Pitaj pata ladomanta fierrota, broncetapis p'akiyta atinmanri?
JER.15.13	Israel, qanta tukuy juchasniykiraykumin enemigosniykej juchasninraykumin jaywaykusaj,
JER.15.13	qolqesniykita, kapuyniykita, tukuy imaschus jallp'aykipi kajtawan, paykuna chay tukuyta qhasilla apakapunankupaj.
JER.15.14	Enemigosniykej kamachin kanaykita ruwasqayki,
JER.15.14	chay mana rejsisqayki jallp'aspi.
JER.15.14	Phiñakuyneyqa astawan nina jina k'ajarin, chaytaj ruphaykusonqa.
JER.15.15	Señor, qan tukuy imata yachanki,
JER.15.15	noqamanta yuyarikuy ari, jamuytaj yanaparinawaykipaj.
JER.15.15	Tukuy qhatiykachawajkunaman aynita kutichiy ari.
JER.15.15	Ama paykunata ch'inllamanta qhawakuychu noqata wañuchinawankukamaqa, qhaway qanrayku tukuy rimapayawasqasninkuta ñak'arishani.
JER.15.16	Parlamuwajtiykeqa chay palabrasniykita mikhukorqani,
JER.15.16	chaytaj sonqo qhallallay, kusiytaj sonqoy ukhupi kawarqa,
JER.15.16	imaraykuchus Señor, Tukuy Atiyniyoj Diosníy, qampataman kani.
JER.15.17	Mana khuskachakuyta aterqanichu,
JER.15.17	pikunachus kusikuyllawan yuyanku chaykunawanqa,
JER.15.17	qan noqata jap'ikapuwasqaykimantapacha,
JER.15.17	sapallaypuni kausakuni, imaraykuchus phiñakuyniykiwan junt'achiwarqanki.
JER.15.18	Imaraykutaj kay nanayniy mana jayk'aj tukukunchuri?
JER.15.18	Imaraykutaj kay nanasqasniy mana thañinchuri?
JER.15.18	Tukuy jampispis mana imanajri?
JER.15.18	Noqaj rijch'ayniymantaqa chay rato uj yaku ch'akirparipoj jinalla kawanki.
JER.15.19	Chaypacha Señor kutichiwarqa: Noqamanchus kutirimuwanki chayqa, noqa qanta jap'ikapusqayki, ñaupaqeypitaj kanki.
JER.15.19	Sichus qhasi manakaj imasta manaña thautinkichu,
JER.15.19	manachayqa allin imasllataña ninki chayqa, qan noqamanta willamoj kanki.
JER.15.19	Paykunamin qanman kutirikamunasunku,
JER.15.19	manataj qanchu paykunaman kutirikunayki tiyan.
JER.15.20+JER.15.21	Noqa kay ayllupaj bronce perqata jina churasqayki.
JER.15.20+JER.15.21	Maqanakusonqanku chaypis, mana atipasonqankuchu,
JER.15.20+JER.15.21	imaraykuchus noqa qanwan salvasunaypaj kashani,
JER.15.20+JER.15.21	kacharichisunaypajtaj.
JER.15.20+JER.15.21	Noqa Señor chayta niyki,
JER.15.20+JER.15.21	noqa kacharichisqayki sajra runaspa atiyninmanta, nispa.
JER.16.1+JER.16.2	Señorqa noqaman parlaspa niwarqa: Ama casarakuychu, nitaj kay jallp'api wawasniyojtajchu kay. 
JER.16.3	Noqaqa Señor nisqayki imaschus qhatirinanta kay jallp'api wawas nacekojkunata, jinallataj tatasninkutapis. 
JER.16.4	Wañonqanku millay sinch'i onqoykunawan, mana pipis paykunamanta waqanqachu, nitaj p'ampajkuna kanqachu, pampapi wanu jina wijch'urasqas qhepakonqanku. Maqanakuykuna paykunataqa tukuchenqa. Ayasninkutataj chay aycha mikhu phawajkunawan, monte animaleswan mikhonqanku, nispa.
JER.16.5	Señorqa nillawarqataj: Ama yaykuychu maypichus uj wañusqa runamanta llakisqa kashanku chay wasiman; ama waqaychu, nitaj payrayku llakiyniykitapis rikuchiychu, imaraykuchus kay aylluymantaqa oqhariniña chay sonqo tiyasqa kayniyta, munakuyniyta, chanta khuyakuyniyta ima. Noqa Señor chayta nini. 
JER.16.6	Kay jallp'apeqa jatunkunamanta, juch'uykunamantapis wañonqanku; mana pipis paypaj kanqachu, nitaj waqanqankuchu, llakiykunatapis mana rikuchenqankuchu, ukhusninkuta maqakuspa, chayri chujchasninkuta q'ararakuspapis. 
JER.16.7	Chay wañojpa ayllusninta sonqochaykunampaj mana pipis qorpachakusta ruwanqachu, nitaj tatan wañupojtin, chayri maman wañupojtimpis.
JER.16.8	Maypichus qhochukusta ruwashanku chay wasiman ama yaykuychu paykunawan tiyaykukuspa mikhoj, ujyajtaj. 
JER.16.9	Noqaqa Tukuy Atiyniyoj Señor Israelpa Diosnin chayta parlani: Noqa chinkachisaj kay naciompi fiestaspi takiykunasninkuta, jinataj kusikuykunasninkuta, chanta casarakupi takiykunasninkutapis. Kay p'unchaykunaspi chay tukoyqa qhatirisonqachej qankunaj rikunaykichejta.
JER.16.10	Maypachachus aylluyman kay willanata parlajtiyki tapusonqanku: Imaraykutaj Señorqa kay jatun ñak'ariykunata contraykupi kamacherqari? Ima sajrataj ruwarqaykuri? Ima juchatataj ruwaykuman karqa Señor Diosniykojpa contrampiri?, nispa. 
JER.16.11	Qantaj paykunaman kutichinki: Señorqa nillantaj: Kay tukoyqa qhatirisunkichej ñaupa tatasniykichej saqerpayawarqanku, waj dioskunata, qhepantataj riporqanku yupaychaykunasta qonankupaj; noqata saqerpariwarqanku, manataj junt'arqankuchu chay noqaj yachachisqasniyta. 
JER.16.12	Qankunataj paykunamanta aswan mana allinta ruwajkuna kankichej, sapa ujniykichej mana kasukuspa sonqoykichejpa sajra munayninman jinalla ruwarqankichej, manataj noqaqa kasuwarqankichejchu. 
JER.16.13	Chayraykumin kay jallp'amanta wijch'usqaykichej tatasniykichej mana rejsisqankuman, nitaj qankunapis rejsisqaykichejman. Chaypitaj tukuy p'unchay mana rejsisqaykichej dioskunasllata yupaychankichej, manapuni qankunamanta khuyakusajchu, nispa.
JER.16.14	Chaywampis waj tiempopi chayamorqa, noqa Señor chayta nini, chaypeqa manaña jurankichejchu, nispa: Señorpa kausayninrayku, pichus israelitasta Egipto jallp'amanta orqhomorqa, nispa. 
JER.16.15	Manachayqa ninkichej: Señorpa kausayninrayku, pichus israelitasta wichay jallp'amanta orqhomorqa, jinataj chay tukuy maymanchus ch'eqerachisqas karqankichej chay jallp'asmantapis. Noqa ruwasaj qankuna jallp'aykichejman kutimpunaykichejta, chay ñaupa tatasniykichejman qorqani chay jallp'asman.
JER.16.16	Noqa jamuchisaj ashkha challwa jap'ejkunata, noqa Señor chayta nini, challwasta jina israelitasta jap'inankupaj, chanta kachamullasajtaj ashkha uywa wañuchejkunata, wañurachisunaykichejpaj tukuy orqospi, lomaspi, jinataj chay chhanka k'ajllusnimpipis. 
JER.16.17	Tukuy ruwasqasniykichejta rikuni. Chay juchasta ruwasqasniykichejpis rikuyniymantaqa mana pakasqachu karqa. 
JER.16.18	Jinapis, ñaupajtaqa uj jinatawan pagachikusaj tukuy sajra ruwasqasninkumanta, jinataj juchasninkumantapis, imaraykuchus jallp'ayta ch'ichicharqanku chay millay wañusqa lantisninkuwan, paykuna ruwarqanku chay mana munasqay imasta, chayaqepaj jina qorqani chay tukuy jallp'api.
JER.16.19	Señorníy, qanmin kallpayqa, waqaychawajniytaj kanki, ñak'ariy ratospi qanllamin pakawajniy kanki.
JER.16.19	Qanman tukuy naciones jamonqanku.
JER.16.19	Kay pachaj cantosninmantapacha nisonqanku:
JER.16.19	chay qhasi dioskunallatamin mana atiyniyojkunata,
JER.16.19	chay mana imapaj allinchu kajkunata ñaupa tatasniyku chayaqenkupaj jina jap'erqanku.
JER.16.20	Runaqa dioskunata mana ruwayta atinmanchu.
JER.16.20	Chaypachaqa chay dioskunas manapuni cheqan dioskunachu kanku.
JER.16.21	Chayrayku kunan kutipi atiyniyta rikuchisqaykichej,
JER.16.21	ajinamanta yachanaykichejpaj suteyqa Señorpuni kasqanta.
JER.17.1	Judá, uj puntachasqa fierrowan juchaykeqa qhelqasqa kashan, chanta uj puntachasqa diamantewan ima, rumi sonqoyki ukhupi kashan chay altaresniykej wajrasnimpiwan.
JER.17.2	Wawasniyki yuyarikunku altaresmanta,
JER.17.2	chay yupaychana k'ullusninkumantataj,
JER.17.2	chay ch'ampa sach'aswan khuska kasharqa chaykunamanta,
JER.17.2	jinataj chay orqo pataspi kasharqanku chaykunamantapis.
JER.17.3	Chay campo orqospi kasharqa chaykunamantapis.
JER.17.3	Juchasniykirayku saqesaj tukuy qhapaj kajkunasniykita,
JER.17.3	k'acha imasniykipis suwaqas kanankuta.
JER.17.3	Jallp'aykipi tukuy yupaychana orqosniykitapis qhechusonqanku.
JER.17.4	Chayaqeykipaj qorqayki chay jallp'ata saqenayki tiyan,
JER.17.4	jinamantataj enemigosniykej kamachin kanankipaj;
JER.17.4	mana rejsisqa jallp'api kanaykipaj.
JER.17.4	Phiñakuyneyqa nina jina ruphaykunampaj jap'ikunña.
JER.17.5	Señorqa nin: Ñak'achun pichus runasllapi atienekojqa;
JER.17.5	runaj yanapayninta mask'ajqa,
JER.17.5	sonqompitaj Diosmanta karunchakojqa.
JER.17.6	Chay runaqa uj ch'in pampapi wiñakoj retama jina kanqa:
JER.17.6	Rumis ukhupi, intej choqasqan jallp'aspi wiñakoj sach'as jina, nitaj pejpa tiyakunan jina kanqa.
JER.17.7	Pichus noqapi atienekojtaj may kusiyniyoj kachun,
JER.17.7	noqapitaj suyayninta churajqa.
JER.17.8	Chayqa mayu patapi sach'a jina kanqa, mayunnejman saphej,
JER.17.8	chayqa mana manchachikonqachu q'oñi tiempo jamojtin.
JER.17.8	Chay sach'aqa may q'omerllapuni kanqa.
JER.17.8	Ch'aki watas jamojtimpis mana qawenqachu,
JER.17.8	poqollanqapunitaj.
JER.17.9	Mana imapis runaj sonqon jina ch'aukaqa kanchu,
JER.17.9	nitaj millayta ruwajpis. Pitaj chayta rejsiyta atinmanri?
JER.17.10	Noqa Señor allinta yachani, imatachus yuyasqasninkutapis rejsini, sapa ujmantaj imatachus ruwasqankuman jina qopuni.
JER.17.11	Pichus mana llank'aspalla qhapajyakojqa,
JER.17.11	rijch'akun chay mana paypa runtusnillanta ojllakapoj pampa yuthusman.
JER.17.11	Chay qhapaj kaynintaqa wayna kaynillampitaj saqenan kanqa,
JER.17.11	qhepamantaj uj wampu kasqallan yachakonqa.
JER.17.12	Diosninchejta yupaychana waseqa Diospa tiyakunanmin,
JER.17.12	qallarikuymantapacha mayu pataman oqharisqataj.
JER.17.13	Señor, qanmin Israelpa suyaynenqa kanki.
JER.17.13	Pichus saqekojqa p'enqachisqa rikhurenqa.
JER.17.13	Qanmanta tukuy karunchakojqa chinkarenqanku,
JER.17.13	ñut'u jallp'api uj suti qelqasqa jina, chayqa kashan saqerparisusqankurayku, uj ch'uwa yaku juturi jina qan kashajtiyki.
JER.17.14	Qan jampiway, Señor, jampisqataj kasaj.
JER.17.14	Qan salvaway, Señor, salvasqataj kasaj.
JER.17.14	Qanmin, Señor, yupaychanayqa kanki.
JER.17.15	Runaqa niwan: Maytaj Señorpa palabranri?
JER.17.15	Kunanqa junt'akuchun ari!, nispa.
JER.17.16	Chaywampis, mana noqa mañarqaykichu qan apachinaykita ñak'ariykunata, nitaj munaporqanichu paykunapajqa chay chhika nanaykunata.
JER.17.16	Simiymanta llojsejtaqa ñaupaqeykipi nerqani.
JER.17.17	Ama ari qanqa mancharichiwaychu, imaraykuchus qanqa ñak'ariykunasniypi pakaykuwajniymin kanki.
JER.17.18	Qhatiykachawajkunata p'enqaypi rikhurichiy.
JER.17.18	Paykunalla mancharikuchunku, amataj noqaqa.
JER.17.18	Paykunaj patankuman ñak'ariykunasta apachimuy,
JER.17.18	tukuyninkuta kutin kutinta phirirpariy.
JER.17.19	Señorqa niwarqa: Llajtaj punkunman rispa sayaykamuy, Judamanta reykuna maynintachus yaykushanku, llojsishankutaj chayman. Chantá kikillantataj Jerusalempa kikin p'unchaynimpi ruwamuy. 
JER.17.20	Niytaj runasninman: Judamanta tukuy runas, reykunapis kay punkusta yaykojkuna, llojsejkunapis Señorpa parlasqasninta uyariychej. 
JER.17.21	Señorqa nin: Kausayniykichejta khuyaspa, ama apaychejchu cargasta, nitaj Jerusalempa punkusninnejta samakuna p'unchaypeqa apaykuychejchu. 
JER.17.22	Amallataj samakuna p'unchaypeqa wasisniykichejmanta cargasta orqhoychejchu, amataj imatapis chay p'unchaypeqa ruwaychejchu. Chay samakuna p'unchaypeqa noqata yupaychawaychej, imaynatachus ñaupa tatasniykichejman kamacherqani ajinata. 
JER.17.23	Paykunataj mana uyariwarqankuchu, manachayqa k'ullukorqanku, manataj kasuwayta munarqankuchu, nitaj wanaytapis.
JER.17.24	Señor nillantaj: Cheqamanta kasuwaychej, amapuni samakuna p'unchaypeqa kay llajta punkusnejta cargasta apaychejchu. Chay p'unchaypeqa yupaychawaychej, t'aqasta kachun, amataj ima ruwana kajtapis ruwaychejchu. 
JER.17.25	Jinamanta Davidpa tronompi tiyakojkuna reykuna carretaspi, caballospi kay llajtaman punkusninta yaykullanqankupuni, kurajkunawan, Judamanta runaswan, chantá Jerusalenmanta runaswan ima. Jinamanta Jerusalempi tiyakojkunaqa kallanqapuni. 
