MAT.1.1	Yezu Kristə wɔ́ Abəraham ǹdə́ Dəvyidi nɔ̃̌. Nyǐnə ń nàmbala bɛ́ yilə né.
HEB.4.12	Yi zɔ̀mɛ̀ rɛ́ wɔ́ nã́nyì, rə̀ zhe jàn. Rə̀ zhe nyí du búlə́ shǐ kɛ̀bɛ́ è yésé ga zhe nyí. Rə̀ nʼê zwì numbyíní wu w wẽ́, rə lyɛ̃ rə zù è yala cìnə́ né gakó wẽ́. Rə̀ nʼê bùr numbyíní wu-bùlə̀ né ǹdə́ è shilə né gakó bùrsì. 
HEB.4.13	Kɔn rə̀dù ga tɛ̀nɛ́ lũ w wẽ́ rə̀ bʼa lú Yi yé né yé. Kɔn rə̀dù ga yə̀ shèè rə̀ yé né yé. Rə̀ gə́ nə nə́ba pamparɛ̃ɛ̃ mɔ́ ce, rə̀ bʼa bwə̀rh nə́ba nə́ tùntwə̃̀ə̃̀ né gə́ yàl nɛ́.
HEB.4.14	Nə́ zhe vwĩ̀-zwə́lnə náncɛ, ń du vwĩ̀-zwə́lnə bé gakó. Wɔ́ Yi Byǐ Yezu. Nə́ zɛ̃̀ n vò dɛ̃̌ Yi gə́ ŋwɛ́nɛ́ mə̀gã̌. Rə̀myɛ́ ce, zhǐnə nə́ zhì kɔn dɛ́ dɛ̀bɛ́ nə́ zwẽ rə̀ nyí mú yó kẽkẽ, 
HEB.4.15	bə̀ vwĩ̀-zwə́lnə mó náncɛ y nə́ zhe mó wɔ̌ ń mà n dùr nə́ nɔ̀nɔ̀ nə́ bə-jàn-zhəəré wẽ́. Bə̀ zhẽ̀ mò kɔn gakó wẽ́ ǹdə nə́myɛ ta. Sə ń yə̀ yə̀-bəlɔ̀lɔ́ wɛ̀rhɛ́ yé. 
HEB.4.16	Rə̀myɛ́ ce, bànà nə́ vò Yi jàn-bə-swɛ̃´-zhe ǹdə́ yò-ècɔ̀nɔ̀ cə́bal mɔ́ sõ, mùnì n dùr nə́ nɔ̀nɔ̀, nə́ gə zhe sɛ̃ɛ̃´ tum sə n sɛ̃ nə́ba.
HEB.5.1	Vwĩ̀-zwə́lnə náncɛ gakó wɔ́ lyì bí wẽ́ bə̀ nʼê cír mo né. Ń nə́ ń lwə̀l Yi bə̀ yilə. Ń nə́ ń pɛ vwĩ̀ pansɛ́ Yi ni lyì bí yə̀-bəlwàálɛ sǔbri nɔ yilə. 
HEB.5.2	Ń wɔ̌ ń nyɛ̀ɛ̀ byɛ̀bɛ́ bə̀ jé, bə zɛ̃̀ bə̀ nʼê dwé ǹdə́ bə̀ yə̀l mó zɔ̀mà kùrə̀, n dùr bə̀ nɔ̀nɔ̀, bə̀ ńmyɛ cìcì mú wɔ́ bə-jàn-zhəəre cí. 
HEB.5.3	Rə̀myɛ́ ce, kɔn nʼê nyɛ́ɛ́ mɔ bə̀ ń pə vwĩ̀ pansɛ́ Yi ni ńmyɛ̌ cìcì mú ǹdə́ lyì bí dwã bɛ́ yə̀-bəlwàálɛ́ ga yilə. 
HEB.5.4	Lò tá ń pɛ ŋwɔ̀nɔ́ w òmyɛ́ ń cìn nì yé. Wɔ́ Yi rə̀ nʼê cír mo, rə byẽ̀ mò ǹdə rə̀ gə́ byẽ̀ Arɔ̃ nɛ́. 
HEB.5.5	Kristə myɛ wɔ́ èta. Ń gə́ jǐrh vwĩ̀-zwə́lnə náncɛ mɔ́, è də̀ ńmyɛ̌ cìcì ń pɔ ŋwɔ̀nɔ́ w òmyɛ́ ń cìn nì yé. Wɔ́ Yi rə̀ pɔ mɔ wa. Rə̀ wò mò: “Ǹ wɔ́ à byǐ; kɔn zhí zà, à jǐrh ǹ Da.” 
HEB.5.6	Sə rə̀ zɔ̀m jàà dõ wə, rə wɔ̀: “Ǹ wɔ́ vwĩ̀-zwə́lnə byinə nə̀ bə zhɔ̌ zhe yilə, ǹdə Mɛlcəsədɛkɛ ta.”
HEB.5.7	Yezu gə́ yà ń ŋwɛ́nɛ́ lũ w wẽ́ yi ní, ń yà ń nə́ ń lwə̀l mɔ̀bɔ́ ń wɔ̌ mɔ ń la vwârh cu jɔ̃̀ w mɔ́ nɛ ǹdə́ wìrhí nánfwɛ̀lɛ̀ ǹdə́ yə́-nàná; sə ń gə́ lwəl ń cìn tɛ̃´ Yi yé né mó ce, rə̀ zwẽ ń lwə̂l mó. 
HEB.5.8	Ǹdə́ ń wɔ́ Yi Byǐ ga, ń tó nɔ̀nɔ̀ dwí tɛ̀bɛ́ gakó ń nwɛ̀nɛ̀ mɔ́ dɛnnɛ n cèrhè nyí ni shɔ̀nɔ́. 
HEB.5.9	Ń gə́ pyìrh kɔn gakó n zhɛ̀, n jǐrh byɛ̀bɛ́ bə̀ nʼê shɛ̀nɛ́ ń nyí ni mú zwennə twéé gakó yilə. 
HEB.5.10	Yi cír mo n yə̀ vwĩ̀-zwə́lnə náncɛ ǹdə Mɛlcəsədɛkɛ ta.
HEB.5.11	Zɔ̀mà nánzhəzhɔ̌ ŋwɛ́nɛ́ nə́ rʼé yâl nə́ byili Kristə gə́ wɔ́ vwĩ̀-zwə́lnə náncɛ y mɔ́ shò-kwã nɛ́, sə á gə́ tʼá nyɛ̀ɛ̀ zɔ̀mɛ̀ kùr nàná mɔ́ ce, nə̀ byilu bʼa yə̀ zwini. 
HEB.5.12	Á yʼâ mə̂ sʼá jǐrh kàrmɔ̀ byilnə shãã shãã ga, sə nyǐ ába, kɔn gwẽ̌ wɔ́ nyɔ́ɔ́ bə̀ bə̀ kʼa ji kùr bə cèrhè ába kùr-ju kàrmɔ́ Yi nyə̀ná nɛ́ shò-kwã nɛ́ mɔ́. Á kʼá wàr kùjú nánkùlù á nʼá jí yé. Wɔ́ yil bə̀ mə̂ sə bə ce á nyí ni. 
HEB.5.13	E jà lò mɔ̀bɔ́ ń gwẽ̌ nə́ ń nywɛ̀ yil, ń nyɛ̌ ǹdə byì-shɛ̀mɛ́ ta; ń yə̀l cángá nyə̀ná nɛ́ yé-shò yé. 
HEB.5.14	Sə kùjú nánkùlù wɔ́ lyì byɛ̀bɛ́ bə̀ jǐrh námpwə̀lə́ nyɔ̃̌, bə̀ bə̀ nɔ ywẽ̀ nánzhəzhɔ̌. Rə̀myɛ́ ce, bə̀ yě cɛ̀nɛ̀ ǹdə́ lwɛlɛ pár dwã wa.
HEB.6.1+HEB.6.2	Rə̀myɛ́ ce, cèrhènə̀ nə́ cèrhè còrhò mɔ̀bɔ́ mə̀ wɔ́ námpwə̀lə́ nyâm Kristə shò-kwã nɛ́, sə nə́ yẽ̌ kùr-ju kàrmɔ́ nɛ. Bə̀ byili ába bə̀ yẽ̌nə tùntwə̃̀ə̃̀ né nyɛ̀bɛ́ nə̀ nʼê zə lò nə zhə̀l cu jàà w mɔ́ nɛ, sʼá zhí Yi ni. Bə̀ zɔ̀m nɛ̃̌-shaarɛ́ ǹdə́ jɛ̀sɛ́ còlò lyì bí yó w mó, ǹdə́ cùùrí bùrhù mú, ǹdə́ bùrsí kɔ́ dɛ̃ rɛ́ nánkwɛɛ́ rɛ́ yò ǹdʼába. Rə̀myɛ́ ce, nə́ bə mə̂ sə nə́ kʼá ji kùr nə́ rʼé zɔ̀m rə̀myɛ́ yò nə́ byili ába yé. 
HEB.6.3	Yi gə pɔ sɔ́má, nə́ bʼâ cèrhè kɔn dɛ̀bɛ́ rə̀ mə̂ ǹdə́ námpwə̀lə́ Kristə shò-kwã nɛ́.
HEB.6.4	Byɛ̀bɛ́ Yi pwẽ̀ dé yə̂r, bə nə Yi pɛnɛ́ yá, Eshirhə náàcɛ̀nɛ́ só bə̀myɛ yó, 
HEB.6.5	bə pwírí Yi zɔ̀mɛ̀ rɛ́ nyɛ̀, bə lwar lũ w kɔ̀bɔ́ ò bàn mɔ́ jàn dɛ́ gə́ la nɛ́ yál, 
HEB.6.6	lyì bí bə̀myɛ́ mɔ́ kʼa zù tùntwə̃̀ə̃̀ námməlwâlsɛ wẽ́, bə̀ kʼê wàr bɛ̀ bə̀ la ce bə pyìrhí bə̀ wun yé; bə̀ kɔn nyɛ̌ ǹdə wɔ́ Yi Byǐ mú bə̀ kʼa kwɛrhɛ bə̀ nʼê pəpa də̀-jɔrhɔ́ yó ta, lyì bí dwã bɛ́ zɛ̃̀ bə nə sɔ́má bə̀ nʼê tùrh mò.
HEB.6.7	Cɛ kɛ̀bɛ́ è nʼê nɛ dwà nɛ̃̌ pɔ́npɔ́n, è nʼê swẽ́, wẽ̀ dé tɛ̀bɛ́ bə̀ dù è wẽ́ mó byì rə ce byì-ècɛ̀nà è cìnə́ bé bə̀ nʼê vwàl y mɔ́ yilə, sə Yi nʼê cĩ́ bwəl è yó. 
HEB.6.8	Sə è gə kʼâ lyĩ sɔr ǹdə́ gɔ dúdú, bə̀ nʼê wə̀l bʼè bə càn yé. Yi tʼâ la dɔnɔ rə bʼe zhìlì è yò yé, sə è yó-gurə́ y wɔ́ myǐn mə̀ la y ju.
HEB.6.9	Nə́ dɔwabá nántwə̂rh, nə́ rʼé zɔ̀m èta, nə́ jʼâ yě náàcɛ̀nɛ́ bə̀ wɔ́ sɔ́má kɛ̀bɛ́ è càn, è la vwârh jàà w yó á ŋwɛ́nɛ́. 
HEB.6.10	Yi wɔ́ cángá cə́bal. Rə̀ wàr rə̀ la á gə́ só re mó, ǹdə́ kɔn dɛ́ dɛ̀bɛ́ á nʼá wɛ̀rhɛ́ mɔ́ yò sǒ yé. Á tó rə̀ lyì bí á yʼâ nʼá sɛ̃ shãã ga mɔ́ dɛnnɛ á byili bʼâ só re, sə wɔ́ èta á gwẽ̌ nʼá wɛ̀rhɛ́ nɛ́ zà. 
HEB.6.11	Sə nə́ rʼé yâl bʼâ mə̀dù gakó ce jàn nɛ́ n já ń nə́ ń wɛ̀rhɛ́ èta, kɔn bʼe yí Cinu dɛ̃ rɛ́, mùnì ga á nə kɔn dɛ̀bɛ́ gakó á nʼá dɛ̃̀ Cinu sõ mó. 
HEB.6.12	Á bə̀kʼá jǐrh nə̀wàcã̀nyɛla yé. Yálna lyì byɛ̀bɛ́ bə̀ zhí Yi ni, bə̀ nʼê zhìlì bə̀ yala nɛ, bə̀ lyì byɛ̀bɛ́ bə̀ nʼê wɛ̀rhɛ́ èta, bə̀ mʼa nə cəl kɔn dɛ́ dɛ̀bɛ́ Yi bwəl rə̀ nyí mú wẽ́.
HEB.6.13	Yi gə́ bwəl nyí Abəraham nɛ mɔ́, lò dõ yə̀ nɛ́ yàl ńmyɛ kə́ ń du Yi sə n mə n yə̀ rə̀ zhə̀n-cí yé. Wɔ́ rə̀ cìcì rə̀ yàl rə̀ cìcì zhə̀n-cí, 
HEB.6.14	rə̀ wò mò: “Zhə̀n zhə̀nà, à bʼa cĩ́ bwəl ǹ yó, sə à bʼa pɔ̃́ dwí rə pù.” 
HEB.6.15	Abəraham pyɛ́nɛ́ n dɛ̃̀ kɔn dɛ́ dɛ̀bɛ́ Yi bwəl mo rə̀ nyí mú, sə ń nɔ rɛ. 
HEB.6.16	Numbyíní gə la nyí bwəl, wɔ́ lò mɔ̀bɔ́ ńmyɛ kə́ ń du èmyɛ́ ń nə́ ń yàl è zhə̀n-cí. Sə rə̀myɛ́ nʼê vùr tə́tɔ̀ná è ce kwã nɛ́, zɔ̀mɛ̀ kʼê tɛ̀nɛ́ yé. 
HEB.6.17	Èta, Yi myɛ gə́ yʼà nʼê yâl rə byili Abəraham dwí rí rə̀ mə̂ ǹdə́ kɔn dɛ́ dɛ̀bɛ́ rə̀ bwəl rə̀ nyí mú ni pamparɛ̃ɛ̃ bə̀ nyǐ rə̀ nyì-bwelé y tʼâ la lyə́r mó ce, rə̀ cìcì yàl rə̀ cìcì zhə̀n-cí. 
HEB.6.18	Nyì-bwelé kɛ̀bɛ́ è zhe zhə̀n-cí tʼâ lyə́r yé. Yi cìcì wàr rə̀ bʼa yə̀ rə̀ nyì-bwelé y zhə̀n-cí, e zɛ̃̀ e yə̀ kɔma yé. Èta, rə̀myɛ́ nʼê zal nə́ wun ní dɛ̃´dɛ̃´ nə́ yẽ̌ kɔn gakó ne, nə́ mʼé dɛ̃̀ kɔn dɛ́ dɛ̀bɛ́ Yi bwəl nə́ba rə̀ nyí mú. 
HEB.6.19	Kɔn dɛ́ rə̀myɛ́ mɔ́ ce nə́ bùlə̀ né zhǐ kẽkẽ jàà èdù. Rə̀myɛ́ ce, nə́ wɔ̌ nə́ bʼâ zù Yi jì y jàà y kɛ̀bɛ́ è càn dɛ̃´dɛ̃´ Yi gə́ jě mə̀gã̌ mɔ́ wẽ́. 
HEB.6.20	Wɔ́ gàà Yezu tó yé n vò ń jě né nə́ yilə, n jǐrh vwĩ̀-zwə́lnə náncɛ ǹdə Mɛlcəsədɛkɛ ta byinə nə̀ bə zhɔ̌ zhe yilə.
HEB.7.1	Mɛlcəsədɛkɛ yà ń wɔ́ Salɛm lyì pyɔ̌, e jà ń yà ń wɔ́ Yi rí tɛ̀bɛ́ rə̀ bə dõ zhe mó vwĩ̀-zwə́lnə. Abəraham yà ń zhə̀l n bú ǹdə́ pyâ n ŋwɛ̀nɛ́ bɛ, n ká n kwɛ̃̀ ń bàn jè, Mɛlcəsədɛkɛ zɛ̃̀ n vò n jəl mo sɔ́má yó, n cĩ́ bwəl ń yó. 
HEB.7.2	Rə̀myɛ́ yó, Abəraham vùr wẽ̀ dé tɛ̀bɛ́ ń zwẽ búlə́ né jàà w mɔ́ òdù shí gakó yó w n pɔ̃. Mɛlcəsədɛkɛ kùr wɔ́: “Cángá pyɔ̌”. Kɔn súlí myɛ, ń yà ń wɔ́ Salɛm lyì pyɔ̌. Rə̀ kùr wɔ́: “Yə̀-zùlə́ pyɔ̌”. 
HEB.7.3	Bə̀ yə̀ ń da ǹdə́ ń ná pár lwar yé. Bə̀ yə̀l dwí tɛ̌ yil lò ǹdə́ mɔ myɛ yé. Bə̀ yə̀ ń lul lé yò zɔ̀m, bə̀ yə̀ ń cu mú myɛ yò zɔ̀m yé. Ń nyɛrhɛ Yi Byǐ mú: ń wɔ́ vwĩ̀-zwə́lnə twéé twéé.
HEB.7.4	Lwarna bə̀ nyǐ Mɛlcəsədɛkɛ du lyì bí gakó! Nə́ nàmbal Abəraham cìcì mú vùr wẽ̀ dé tɛ̀bɛ́ ń zwẽ búlə́ né jàà w mɔ́ kɔn rə̀dù shí gakó yó w n pɔ̃. 
HEB.7.5	Wɔ́ Levyi dwí rí vwĩ̀-zwə́lnə bé ne bə̀ yʼà pɔ nyí bə̀ bə̀ ce Esərayɛl lyì bí vùr bə̀ jɛ̃̀-kɔn dɛ́ kɔn rə̀dù shí gakó yó w bə pə bɛ. Bə̀ nʼê zwẽ rə̀myɛ́ mɔ́ bə̀ sõ, bə̀myɛ́ ga jʼà wɔ́ Abəraham byâ. 
HEB.7.6	Abəraham vùr wẽ̀ dé tɛ̀bɛ́ ń zwẽ búlə́ né jàà w mɔ́ kɔn rə̀dù shí gakó yó w n pə Mɛlcəsədɛkɛ nɛ. Mɛlcəsədɛkɛ zɛ̃̀ n cĩ́ bwəl mɔ̀bɔ́ Yi yʼà bwəl mo rə̀ nyí rí mú yó. Mɛlcəsədɛkɛ jà ń yà ń də̀ Levyi dwí rí lò yé. 
HEB.7.7	E jà è gə wɔ́ zhə̀n yilə, wɔ́ náncɛ è nʼê cĩ́ bwəl bə̀sɔ́bwɛ̀lɛ́ yó. 
HEB.7.8	Vwĩ̀-zwə́lnə bé byɛ̀bɛ́ bə̀ yʼà nʼê zwẽ kɔn rə̀dù shí gakó yó w mó yʼa cì. Mɛlcəsədɛkɛ myɛ zwẽ kɔn rə̀dù shí gakó yó wə, sə ńmyɛ̌ ŋwɛ́nɛ́ twéé twéé, ǹdə bə̀ gə́ kɛ̃ Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ wẽ́ bə byili ní. 
HEB.7.9	Wɔ́ Levyi nɛ̀mɛ́ nɛ́ nə̀ yʼà nʼê zwẽ kɔn rə̀dù shí gakó yó w Esərayɛl lyì bí sõ. E jà Levyi cìcì tó Abəraham dɛnnɛ n vùr kɔn rə̀dù shí gakó yó w n pa, 
HEB.7.10	bə̀ Mɛlcəsədɛkɛ gə́ zhə̀l n jəl Abəraham mɔ́, ǹdə́ bə̀ gwẽ̌ yə̀ Levyi lùl yé, sə ǹdə́ ń ŋwɛ́nɛ́ ń nàmbal Abəraham jal mɔ́ wa.
HEB.7.11	Esərayɛl lyì bí nyə́ né wẽ́, bə̀ yʼà byili bə̀ wɔ́ Levyi nɛ̀mɛ́ nɛ́ wẽ́ bə̀ mə̂ sə bə cír vwĩ̀-zwə́lnə bé né ǹdə Arɔ̃ ta. Sə bə̀ vwĩ̀-zwə́lnə tùntwə̃̀ə̃̀ né yʼà yə̀ Yi pùbùlə̀ yí yé. È gə də̀ rə̀myɛ́, wɔ́ byè yil bə̀ yʼà bʼa kʼe pyà vwĩ̀-zwə́lnə dõ ǹdə Mɛlcəsədɛkɛ ta? 
HEB.7.12	E jà vwĩ̀-zwə́lnə tùntwə̃̀ə̃̀ né gə kʼê də̀ nə̀myɛ́, sə́ nyǐ nyí rí myɛ mə̂ sə rə lyə́r. 
HEB.7.13	Zɔ̀mà nɛ́ nə̀myɛ́ wɔ́ nə́ Cinu mú yò nə̀ nʼê zɔ̀mà. E jà wɔ́ kwálá dõ wẽ́ bə̀ lùl mò né. Sə kwálá y èmyɛ́ mɔ́ lò mə̀dù ga yə̀ vwĩ̀-zwə́lnə yàl yé. 
HEB.7.14	Lyì bí gakó yě bə̀ nə́ Cinu mú wɔ́ Zhidə kwálá y wẽ́ bə̀ lùl mò né, e jà Muyiisi gə́ zɔ̀m vwĩ̀-zwə́lnə bé cír mó yò mó, ń yə̀ kwálá y èmyɛ́ yò zɔ̀m yé.
HEB.7.15	Èlâsɛ̃´, nə́ mʼâ byili kɔn dɛ̀bɛ́ rə̀ bʼa ce kɔn jǐrh pamparɛ̃ɛ̃ du: vwĩ̀-zwə́lnə dõ túwə́, ń nyɛrhɛ Mɛlcəsədɛkɛ, 
HEB.7.16	sə ńmyɛ̌ mɔ́ yə̀ vwĩ̀-zwə́lnə jǐrh ǹdə numbyínsí nyə́ né gə́ nʼê byili ní yé. Ń jǐrh vwĩ̀-zwə́lnə nyǔ mə̀ tʼâ la zhɔ̌ jàn yilə. 
HEB.7.17	Zhə̀nà, bə̀ kɛ̃ Yi zɔ̀mɛ̀ rɛ́ sɛ́bɛ́ rɛ́ wẽ́ bə wɔ̀: “Ǹ wɔ́ vwĩ̀-zwə́lnə byinə nə̀ bə zhɔ̌ zhe yilə, ǹdə Mɛlcəsədɛkɛ ta.” 
HEB.7.18	Nyí rí nándwə́l lé yʼà bə kùr zhe, rə̀ gə́ yʼà də̀ námpúm mú yilə. Rə̀myɛ́ ce bə yẽ̌ de. 
HEB.7.19	Muyiisi nyə́ né yə̀ ce kaka yə̀ námpúm yé, sə Yi nyì-bwelé y nə́ rʼé dɛ̃̀ mɔ́ ce nə́ wɔ̌ nə́ bwəlse re, bə̀ kɔn dɛ́ dɛ̀bɛ́ nə́ rʼé dɛ̃̀ mɔ́ zhe kùr du.
HEB.7.20	Kɔn súlí myɛ, ń gə́ jǐrh vwĩ̀-zwə́lnə mó, Yi cìcì yàl ń zhə̀n-cí. Sə vwĩ̀-zwə́lnə bé dwã bɛ́ yə̀ zhə̀n-cí zal yé. 
HEB.7.21	Yi yàl Yezu zhə̀n-cí. Rə̀ zɔ̀m ń yò rə wɔ̀:
HEB.7.21	“Cinu bwəl nyí n wɔ̀:
HEB.7.21	‘Ǹ bʼâ yə̀ vwĩ̀-zwə́lnə byinə nə̀ bə zhɔ̌ zhe yilə.’
HEB.7.21	Sə ń nyì-bwelé y tʼâ la lyə́r yé.”
HEB.7.22	Wɔ́ rə̀myɛ́ è ce nə́ yě náàcɛ̀nɛ́ bə̀ nyǐ nə́ bʼâ tó Yezu dɛnnɛ nə́ nə dɔbrɛ tɛ̀bɛ́ rə̀ càn du nã́yéé ré.
HEB.7.23	Kɔn dõ ŋwɛ́nɛ́ rə̀ nʼê byili bə̀ Yezu ǹdə́ vwĩ̀-zwə́lnə bé dwã bɛ́ də̀ rə̀dù yé: shãã ga vwĩ̀-zwə́lnə bé yàl nánzhəzhɔ̌, bə̀ bə̀ cù cù bə pú dwã nɛ́, bə̀ yə̀ ŋwɛ̀nɛ́ bə súlí tum dí bə vò yé né yé. 
HEB.7.24	Sə Yezu gə́ ŋwɛ́nɛ́ twéé twéé mó ce, ń wɔ́ vwĩ̀-zwə́lnə byinə nə̀ bə zhɔ̌ zhe yilə. 
HEB.7.25	Rə̀myɛ́ ce, ń wɔ̌ ń mà n vwârh lyì bí byɛ̀bɛ́ bə̀ tó ń dɛnnɛ bə̀ nʼê yâl bə bwəlse Yi ni mú námpúm, bə̀ ń ŋwɛ́nɛ́ twéé gakó ń nə́ ń zal Yi cã̌ nɛ bə̀ yilə.
HEB.7.26	Wɔ́ vwĩ̀-zwə́lnə náncɛ y èmyɛ́ dwí rí è mə̂ ǹdə́ nə́ba. Ń wɔ́ náàcɛ̀n námpúm; ń bə yò zhe yé; ń bə dóó myɛ zhe yé; ń yə̀ yə̀-bəlwàálɛ cìnə́ ne gùlí yé. Yi zhẽ̌ mo dɛ̃̌ kɔn gakó yə́-pɛ̀lɛ́ wa. 
HEB.7.27	Ń də̀ ǹdə vwĩ̀-zwə́lnə bé náncɛsɛ́ dwã bɛ́ ta yé. Bə̀myɛ́ nʼê jɛ̀rɛ̀ bə̀ zwə́l vwə̃̀ né bə pə Yi ni bə̀ sə̀pwà yə̀-bəlwàálɛ yilə, fòró bə zɛ̃̀ bə zwə́l lyì bí dwã bɛ́ yə̀-bəlwàálɛ yilə, sə Yezu pɔ ń cìn Yi ni n mə n zwə́l vwĩ̀ twər rə̀dù sá, twéé gakó yilə. 
HEB.7.28	Vwĩ̀-zwə́lnə bé náncɛsɛ́ shɛ̀bɛ́ bə̀ yʼà nʼê cír ǹdə Muyiisi nyə́ né gə́ byili ní mú wɔ́ bə-jàn-zhəəre cìnə́. Sə rə̀myɛ́ kwã nɛ́, Yi cìcì yàl rə̀ Byǐ mú zhə̀n-cí, bə̀ ń sú rə̀ yírh, rə cír mo ń wɔ́ vwĩ̀-zwə́lnə náncɛ byinə nə̀ bə zhɔ̌ zhe yilə.
HEB.8.1	Dɛ̀bɛ́ nə́ rʼé byili mú gakó nʼê yâl e wɔ̀ bə̀ wɔ́ vwĩ̀-zwə́lnə náncɛ y èmyɛ́ dwí rí nə́ zhe, ń jě Yi rí rə̀ jàn bə swɛ̃´ zhe mó jə̀jĩ́ ni Arəzana wa. 
HEB.8.2	Ń nə́ ń twĩ̀ vwĩ̀-zwə́lnə náncɛ tum dí jàà y náàcɛ̀nɛ́ y wẽ́, Yi kòrhó w zhə̀n zhə̀n ga ò ŋwɛ́nɛ́ dɛ̃̌ Arəzana w mɔ́ wẽ́. Kòrhó w òmyɛ́ də̀ numbyíní jɛ̃̀ tum yé, wɔ́ Cinu ń pú wə.
HEB.8.3	Wɔ́ vwĩ̀ pansɛ Yi ni pɔ yil bə̀ nʼê cír vwĩ̀-zwə́lnə náncɛ gakó. Yezu myɛ mə̂ sə n pə kɔn Yi ni. 
HEB.8.4	Ń gə yà ń ŋwɛ́nɛ́ cɛ yó, ń gə yə̀ vwĩ̀-zwə́lnə yàl yé, bə̀ vwĩ̀-zwə́lnə jɛ̀rɛ̀ bə̀ ŋwɛ́nɛ́ bə̀ nʼê pɛ vwə̃̀ pansɛ Yi ni ǹdə Muyiisi nyə́ né gə́ nʼê byili ní. 
HEB.8.5	Vwĩ̀-zwə́lnə bé tumə né bə̀ nʼê twĩ̀ mú wɔ́ Arəzana nyə̀ná nɛ́ nyɔrhɔ. Muyiisi gə́ yà ń la kòrhó w pú yi ní, Yi zɔ̀m ǹdə́ mɔ rə wɔ̀: “Zhìlì ǹ yala nɛ ń pú kòrhó w ǹdə à gə́ pɔ mɔ́ nyí pyɔ̀ w yó né ta.” 
HEB.8.6	Sə tum dí tɛ̀bɛ́ bə̀ pɔ Yezu ni mú du vwĩ̀-zwə́lnə bé dwã bɛ́ nyân dɛ́. Wɔ́ ńmyɛ̌ dɛnnɛ Yi tó né rə zə dɔbrɛ tɛ̀bɛ́ rə̀ càn du nã́yéé ré ǹdə́ nə́ba, bə̀ kɔn dɛ̀bɛ́ Yi bwəl nyí bə̀ rə̀ la nə́ba pɔ mɔ́ zhe kùr du.
HEB.8.7	Dɔbrɛ́ nã́yéé ré gə yʼà tó rə̀ sɔ́má y cɛ̀nɛ̀, bə̀ gə yə̀ dɔbrɛ dõ zal yé. 
HEB.8.8	Wɔ́ rə̀myɛ́ è ce, Yi ji búlə́ rə wɔ̀:
HEB.8.8	“Cinu wòwə̀: dɛ̃ ŋwɛ́nɛ́ rə̀ bànà, à bʼa zə dɔbrɛ nándùl ǹdə́ Esərayɛl ǹdə́ Zhidə lyì bí.
HEB.8.9	Rə̀ tʼâ la yál ǹdə dɔbrɛ́ tɛ̀bɛ́ à zɔ ǹdə́ bə̀ nàmbala bɛ́
HEB.8.9	à gə́ zɔ bə̀ jɛ̃̀ nɛ̀ a ce bə shə́r Ezhibti ní yi ní mú ta yé.
HEB.8.9	Cinu kə́ n wɔ̀: wɔ́ bə̀myɛ́ cìcì bə̀ cɔ̀ dɔbrɛ́ rə̀myɛ́.
HEB.8.9	Rə̀myɛ́ ce, àmyɛ yẽ̌ be.
HEB.8.10	Sə dɛ̃ rɛ́ tɛ̀bɛ́ rə̀ bàn mɔ́ gə tú è yúwə́,
HEB.8.10	à bʼa ce à nyə́ né Esərayɛl lyì bí surhə né wẽ́,
HEB.8.10	a kɛ̃ nɛ bə̀ wun ní wẽ́.
HEB.8.10	À bʼa yə̀ bə̀ Yi, sə bə̀ bʼa yə̀ à lyì.
HEB.8.10	Wɔ́ rə̀myɛ́ rə̀ bʼa yə̀ à dɔbrɛ́ à la zal ǹdə́ bɛ mɔ́.
HEB.8.11	Lò lò kə́ ń tá ń la ń jè-dõ ráá ń da-byǐ ni wál bə̀ ń pyâ Cinu pár lwar yé.
HEB.8.11	Bə̀ náncɛrh ǹdə́ bə̀sɔ́ná gakó bʼa lwar à párá.
HEB.8.12	À bʼa pə bɛ bə̀ dwə́ə́ré sǔbri;
HEB.8.12	à kʼâ tʼâ la bə̀ yə̀-bəlwàálɛ́ yò lyǐrh kə́dò yé.”
HEB.8.13	Yi gə́ zɔ̀m dɔbrɛ nándùl yò mó, nʼê byili bə̀ nã́yéé ré jǐrh nándwə́l. Zhə̀nà, kɔn dɛ̀bɛ́ rə̀ jǐrh nándwə́l kʼê bə jàn zhe yé; rə̀ nʼê lyɛ̃.
HEB.9.1	Yi dɔbrɛ́ nã́yéé ré yi ní, rə̀ yʼà pɔ nyə́ rə̀ còrhó yilə, sə bə̀ yʼà wɛ̀rhɛ́ jàà èdù myɛ cɛ yó nyɔ̀nɔ̀ rə̀ yilə. 
HEB.9.2	Bə̀ yʼà pú kòrhó òdù,
HEB.9.3	Bə zɛ̃̀ bə̀ nʼê byẽ̀ ò jìní y bə̀ “Jàà y kɛ̀bɛ́ è càn dɛ̃´dɛ̃´ du”. 
