GEN.1.1	Soo 'udechoo whe'whudit'en whe Yak'usda (Elohim)
2CO.3.4	Christ 'en gha Yak'usda 'en za oot'aníuznintan, 'et huwa whuz un'a yats'ulhduk.
2CO.3.5	'Et hoonts'i ndi 'ut'en huba whenich'oh duba sóo uzdutneh whe ndi 'ut'en 'uts'ulh'ih, 'et 'aw whuz un'a lhts'unízun. 'Et k'us Yak'usda 'en gha za neghalts'ut whe ndi 'ut'en huba sóo uzdutneh 'et huwa.
2CO.3.6	'En gha neghalts'ut whe wheni cha huba sóo uzduja. Ndi 'andit nets'u hoozi-un neba neóonin'ai-un, 'et huba Yak'usda ba ne'úst'enne ts'inli. 'Et whuz un'a Yak'usda negha óonin'ai. Njan ndi 'andit nets'ú hoozi-un, dich'oh duyughi gha 'útni. 'Aw 'uda' khuni 'uk'eguz-i 'aw 'i gha iloh. 'Et ndi 'uda' khuni 'uk'eguz-i, 'i gha dune yáhádlah, 'et hoonts'i Yak'usda ooyughi be dune hukhuna nasdli' 'et huwa.
2CO.3.7	'Et ndi 'uda' khuni 'uk'unusguz 'ink'ez tse k'ut ook'éyiguz-i. 'Ink'ez ndi khuni 'i gha 'ants'i yaidláne le'binla. 'Et ndai la ndi yé dizti'-i, 'i be 'uyinla. 'Et whe Moses oonin k'ut oots'u hayánduz suli'. 'Et oots'u hanáwhendunide whe 'et hoonts'i Israel oodune'ne 'on nus buba hoolhtus 'et whe 'aw hinoolh'en ait'oh.
2CO.3.8	'Et hoonts'i Yak'usda ooyughi, nts'en'a la nela 'ut'en, 'et 'on nus neba yé dizti'-i 'unt'oh.
2CO.3.9	'Et ndi 'uda'-i, 'i gha 'ants'i yaidlane le'binla, 'i dízti' de, 'et de ndi 'andit be nela 'ewhudut'en-i whe ts'ih'un dune ts'inli, 'i 'on nus dízti' whe 'unt'oh.
2CO.3.10	'Et ndai la 'uda' 'unt'oh-i, 'i 'aw 'on nus 'uk'enus yé dizti'-i 'unt'oh. Ndi 'andit yé dizti'-i, 'i gha la ndi whutsoda' yé dizti'-i hukw'e-i 'unt'oh.
2CO.3.11	'Et ndi 'uda' 'unt'oh-i, 'i dizti' hoonts'i, 'i gak wheninle' de, 'et ndi 'andit 'unt'oh-i, 'i 'ilhiz wheni 'unt'oh. 'Et huwa 'i 'uk'enus dizti' whé 'unt'oh.
2CO.3.12	'Et huwa ndai la Yak'usda ts'un hukwa tse ts'uhooli-un, 'et hooncha. 'Inka whe lhts'óojoh whe nohbulh yáts'ulhduk.
2CO.3.13	'Aw Moses k'un'a lhe'ts'ust'en. Ndi ndai la oots'u hayánduz-i hooloh whénininle', 'et whuch'a dunin yuts'o álhbal. 'Et whuz un'a whulatoh oole' whuch'a, Israel oodune'ne 'aw 'ahoolhyiz honoolh'en ait'oh.
2CO.3.14	'Et hoonts'i bubeni duts'o suli'. 'Et 'andit dzin whuts'un ndi ndai la 'uda' buts'u hoozi-un hik'uyalhduk-i, 'i oots'oh yuzbal-i, 'ahoolhyiz 'et za ndunt'oh. 'Aw whusanálhuhuyulhchooz. Christ 'en za whusanaítilhchus.
2CO.3.15	'Et hoonts'i 'andit dzin whuts'un ndai la Moses 'uk'unéyuzguz-i huk'uyalhduk de, budzi 'awhuz oots'oh úzbal le'hint'oh.
2CO.3.16	'Et hoonts'i 'ilhoghun neMoodihti ts'u nálh'a de, 'et de ndi oots'oh yuzbal-i whusanáhitilhchus.
2CO.3.17	'Ink'ez neMoodihti 'en Yak'usda ooyughi 'unt'oh. 'Ink'ez neMoodihti ooyughi nts'e la diz'ai-un, 'et whe nelawhuditni.
2CO.3.18	'Et wheni cha nenin oots'oh lhe'ibal whe nts'en'a la be na'uzdunul'en 'i be ts'onilh'en, 'et whuz un'a neMoodihti yé dizti'-i, 'ahoolhyiz uznilh'en. 'Ink'ez ndi 'uk'eguz-i uznilh'en-i, 'et 'i k'un'a 'uts'uja. NeMoodihti yé dizti'-i, 'i 'on nus yé dizti'-i k'un'a 'uts'int'oh. Dzin totsuk nusyaz za lhé'ts'it'elh. 'Ink'ez neMoodihti ooyughi, 'en gha whuz un'a 'uhóoja.
2CO.4.1	'Et huwa ndi 'andit nets'u hoozi-un, 'et huba Yak'usda ba ne'út'enne ts'inli. 'Et whuz un'a Yak'usda ye te'ninzun-i, nts'en'a la neghalts'ut, 'et whe 'aw 'etsul 'uts'ooneh ait'oh.
2CO.4.2	'Et hoonts'i dune nunúline tube hukwaya hoonli, 'et huwa wheni ts'iyawh 'et whuch'a dah ts'utni. Dune huzna'ah-un, 'et wheni 'aw ndúlhts'ust'en. 'Ink'ez Yak'usda ooghuni 'aw whuts'it bulh lhtalhts'usdloh. 'Et hoonts'i khuni 'alha' 'unt'oh-i búbuznulhtun. 'Et whuz un'a Yak'usda nalh ts'iyanne buyo ts'e oogha t'ets'oninzun-i, 'i ts'un buba nats'oodutadzi'.
2CO.4.3	'Et ndi khuni unzoo-i be yats'ulhduk-i ook'e'uzbal de, mbene la kwuncho yo ts'u tídulhne, 'enne buch'a ook'e'uzbal whe 'unt'oh.
2CO.4.4	Ooba 'alha lhe'hóot'ohne 'enne 'uhint'oh. 'Ink'ez ndi yun k'ut whuyak'usda, 'en 'unt'oh ndunne dudeni be lhuhoos̱'en ubulhtsi. 'Et whu la gha ts'e Christ ooghuni unzoo-i yé dizti'-i, Christ, 'en Yak'usda k'éguz-i 'unt'oh hoonts'i, ndai la oots'u háyanduz-i ndunne dudeni be lhuhoos̱'enne 'aw bube ídodi aít'oh.
2CO.4.5	'Aw whenich'oh khuyanats'ulduk iloh. Christ, 'en Sizi neMoodihti, 'en ghun 'unohts'útni. 'Et wheni Sizi 'en ba noh'eustlenne ts'inli.
2CO.4.6	'Et Yak'usda tsahólhgus whe be hoot'en-i yuka' dani' ibulh 'aho hoot'en suli', 'et whuz un'a 'uhóoja. 'En za 'unt'oh 'et huwa nedzi bé dindi le'uja. Ndi Yak'usda yé dizti'-i ghun t'ezninzun-i, 'i neba be hóot'en-i whe 'unt'oh. 'Et 'i nedzi bé dindi. 'Ink'ez ndi yé dizti'-i, 'i Sizi Gri oonin oots'u hayánduz whe 'unt'oh.
2CO.4.7	'Et be' tilalh-i lhadzeh be 'ulya, neyust'e 'et whuz un'a 'únt'oh. 'Et ndiz un'a nja dúhoont'oh, ndi ye hoonzoo 'unt'oh-i ts'ut'i-i, 'i Yak'usda negha ininla. 'Aw whenich'oh nech'e' iloh. 'Et whe la ts'iyanne t'ehonóozin ndi 'uk'enus yé ulhtus-i, 'i Yak'usda oots'u haíyankat-i 'unt'oh, 'aw wheni nets'u haínkat iloh.
2CO.4.8	Ts'iyaitsuk hoonli hoontsi'-un nets'ó tukat 'et hoonts'i 'aw nech'a' oodeh ait'oh. Tube whets'íntsaz 'et hoonts'i 'awhuz uznint'i za' ts'int'oh.
2CO.4.9	Whuloh te nech'a ne'whut'en 'et hoonts'i Yak'usda 'en 'aw nela dootnih ait'oh. Khuni be nanéhulhdulh de, 'et hoonts'i 'aw nech'a' oodeh ait'oh.
2CO.4.10	Nts'en'a la Sizi neMoodihti neba dazsai-un, 'et 'ilhiz neyó whudiz'ai. 'Et 'i be ts'iyanne t'ewhuntizeh Sizi ye khuna-i, 'i neyust'e ootoh 'uyint'oh.
2CO.4.11	Wheni ndi 'ilhiz be khútna ut'ine, wheni ts'iyawh Sizi 'en ooba daztitsah 'et wheni butl'azdudilya 'et huwa. 'Et la ndi yun k'ut neyust'e, 'i be Sizi ye khúna-i ts'iyanne t'ehontizeh.
2CO.4.12	'Et ndiz un'a nja dúhoont'oh, wheni be daztitsah-i, 'i neyust'e ghu hoonli. 'Ink'ez nohni 'ilhiz be khútna-i, 'i nohni nohghu hoonli.
2CO.4.13	'Ink'ez nohni nts'en'a la be nohba 'alha' hoont'oh-i 'ink'ez wheni cha nts'en'a la be neba 'alha' hoont'oh-i, 'i bulh lhgha za' 'unt'oh. 'Et huwa nts'en'a la 'uda' 'uk'eguz-i ndet 'uwhulhni, 'et ndiz un'a nja dutni whe ndutni, “'Et sba 'alha' 'unt'oh 'et huwa 'i khuni be yasduk.” 'Et wheni cha 'i ts'iyawh neba 'alha' 'unt'oh 'et huwa 'i khuni be yats'ulhduk.
2CO.4.14	'Et huwa njan 'et nduts'útni, mbe la Sizi neMoodihti dunaidilhtí-un, 'et wheni Sizi 'en bulh dunánedutálelh. 'Et whuz un'a wheni 'ink'ez nohni cha ts'iyawh 'ilhunaneoozdla whe dubut nenéninla.
2CO.4.15	Whunilhchoh nebulh ne'whut'en 'et whe nohba hootázoo' 'et huwa. 'Et whuz un'a ndi 'uk'enus yé unzoo-i, nohtoh hoonli, 'et whe nohni nohgha 'on nus Yak'usda ts'un musi ts'utni. 'Et whe hiba whudílhti'.
2CO.4.16	Doo ka la 'uts'ut'en uznoozin junih. Neyust'e whénilhjut 'et hoonts'i ndai la neyughi unli-i, 'i dzin totsuk ts'iyawh 'andidi nadleh.
2CO.4.17	'Et ndet la hóontsi'-un neghá honkat-un, 'et 'atsulyaz za neba 'uwhut'ih 'et huwa. 'Et neba 'ants'i le'uhoont'oh. 'Et k'us ndi be hóontsi'-un neghá honkat, 'et 'i be 'on nus neba be óodizti'-i neba yulhtsi. 'Ink'ez ndi be óodizti'-i, 'ilhiz wheni uyínla. 'Et neba hooncha k'et 'aw uzdooni' ait'oh.
2CO.4.18	Ndai la ts'i'en-i, 'i neba 'ants'i unli. Ndai la 'aw lhts'is'en-i, 'i za neba ts'ih'un 'unt'oh. Ndai la ts'i'en-i, 'et 'atsulyaz neba whutát'elh 'et huwa. 'Et hoonts'i ndai la lhíst'en-i, 'i 'ilhiz wheni 'unt'oh.
2CO.5.1	'Et 'alha t'ets'oninzun ndi nimbali, 'i neyust'e unli k'un'a be ts'uwhut'i ndi yun k'ut, 'et whénilhjut de, 'et cha Yak'usda 'en 'udun yoh neba whulh'ai. 'Aw dune dula be 'uhóonla-un iloh, 'et 'ilhiz ndo yak'uz 'et 'úhoont'oh.
2CO.5.2	'Inka 'alha ndi nimbali be ts'uwhut'i whe ts'ukhun dutsó le'ts'utni. 'Ink'ez neyoh ndo yak'uz whuz'ai 'et ookw'éznintai. 'Et huwa nedzi be nek'eyútalhbilh oots'o hukwa' uzninzun.
2CO.5.3	Nek'éyilhbun 'i be soo nanedinla le'neyínla, 'et whuz un'a nduts'úja de, 'et de za 'aw ust'et lhts'íloh le'ts'int'oh.
2CO.5.4	'Alha wheni mbene la ndi nimbali be whut'ine, wheni lhat-un hoontsi'-un nek'ut whuz'ai, 'et huwa khun duts'utso. 'Aw nenaih bé ha ts'ooya' hukwa lhe'uznízun. 'Et k'us 'on nus 'uyoo lhai be' ts'oot'e' hukwa' uzninzun. 'Et whuz un'a be ts'ukhuna-i ndi be dáztitsah-i 'ants'i whélno le'tit'elh.
2CO.5.5	'Et mbe la njan wheni 'et huba lhanédinla-un, Yak'usda 'en 'unt'oh. 'Uda' Ndoni be lhanédinla 'et whe whulokhun neba 'uk'elha whulhtsi.
2CO.5.6	'Aw whélhts'uniljut. T'ets'onínzun neyust'e be nduts'int'oh de, 'aw neMoodihti bulh lhe'ts'it'oh.
2CO.5.7	'Aw ts'an'en-i, 'i bé iloh whe ndi yun k'ut uzdilhts'i, be 'alha' hoont'oh-i, 'et 'i be za ndi yun k'ut uzdilhts'i.
2CO.5.8	'Et huwa nedzi hoonli. 'Ink'ez neyust'e yoh lhts'uhoot'ih de, 'et k'us neMoodihti bulh uzdilhts'i, 'et whe 'on nus soo ts'uhootát'e'.
2CO.5.9	'Et huwa ndi yun k'ut uzdilhts'i k'us yak'uz uzdilhts'i, ndet la Yak'usda nets'o hukwa' ninzun, 'et 'ahoolhyiz ooba 'uts'uwhulh'en whuz uznint'i.
2CO.5.10	'Et 'ilhone ts'inli whe Christ 'en nahiyilh-un oobut néztiyalh. 'Et whe nts'en'a la ndi yun k'ut dats'últsi', k'us dats'úldzoo' la, 'et whuz un'a neba k'elha whutaleh.
2CO.5.11	'Ink'ez neMoodihti, 'en bé whunujut-un, 'et huwun 'et t'ets'onínzun. 'Et huwa ts'iyanne dune whúz ubuznilht'i. 'Et Yak'usda 'ilhone ts'inli whe wheni cha t'enenínzun. 'Ink'ez 'et uncha wheni cha nohyo ts'e oogha t'ets'oninzun-i whe t'enenáhzun.
2CO.5.12	'Et wheni cha doo cha za nohba nats'oodudodzi' ait'oh. 'Et k'us nohni neyé ootaht'e'-un, 'et nohts'u hukwa' uzninzun. 'Et whe la 'onghohne nts'en'a la dune buzoo' k'un'a 'et whe huhóont'i', 'ink'ez 'et dahínt'oh la budzi be di hut'i, 'aw howu nuní lhonusde, 'et mbene la nohdulhyoh 'utnine, dats'ínt'oh la soo ts'ih'un un'a ubudutáhnelh whe' hoont'oh.
2CO.5.13	'Et ne-eni hooloh le'ts'int'oh de, 'et Yak'usda ooba' hoont'oh. 'Et ts'ih'un nuní nudehne ts'inli de, 'et nohni nohba' hoont'oh.
2CO.5.14	Christ ye nek'entsi'-i, 'i be 'on nus úzdunult'i 'et huwa. 'Ilhoghun ts'iyanne ba dazsai de, 'et de ts'iyanne yahadlah le'hint'oh, 'et whuz un'a t'ets'oninzun.
2CO.5.15	'Ink'ez ts'iyanne ba dazsai 'et whe la wheni mbe la khunáne, 'aw whenich'oh neba za iloh whe ndi yun k'ut uzdilhts'i. 'Et k'us mbe la neba dazsai 'ink'ez dunadija-un, 'en ba ndi yun k'ut uzdólts'i'.
2CO.5.16	'Et 'inka 'andit njan whuts'un ndi yun k'ut dune nena be uznilh'en dahínt'oh la, 'et 'aw whuz un'a iloh whe dune t'ebuzninzun. 'Et 'alha whutso da' 'et whuz un'a Christ 'en ghun t'ezninzun. 'Et hoonts'i 'andit 'aw whuz un'a za 'en ghun t'ets'onínzun.
2CO.5.17	'Et ndiz un'a 'uhoont'oh, 'et mbe la Christ yudínda-un, 'et whuz un'a ooyughi ndúwhulcho 'áwhundidi nawhúsdli'. 'Et whutso da' 'unt'oh hukw'un'a, 'et ts'iyawh ba gak whuzdli'. 'Et be 'ut'en k'oh ts'iyawh 'andidi nawhúsdli'.
2CO.5.18	Ndi Yak'usda ts'un 'únt'oh. Sizi Gri 'en gha ts'un nenánedilya. 'Ink'ez ndi dune ts'un nenánedilya-un, 'et huwun dune bulh yáztilhduk, 'et 'andit Yak'usda negha óonin'ai.
2CO.5.19	'Et whuz un'a, Yak'usda Christ yudinda whe yinka dune'ne ts'iyawh ts'un nenábudilya. Ts'iyantsuk whe hich'a ne'ust'en, 'et 'aw 'on 'un buk'elhúhoo'al. 'Ink'ez ndi khuni dune yé ts'un nenábudilya-i, 'i negha ínin'ai.
2CO.5.20	'Et huwa Christ 'en ba khuni na'áne ts'inli. 'Ants'i Yak'usda wheni nebe nohbulh yálhduk le'utni. 'Et whe nohts'un tézdudli, 'andit whuts'un soo Yak'usda ts'un naóolhyah!
2CO.5.21	Christ, mbe la lubeshi ooghu hooloh-un, 'en Yak'usda wheni neba lubeshi suli' 'et huwa. 'Et whe la 'en gha Yak'usda ye ts'ih'un un'a 'unt'oh-i k'un'a 'uts'int'oh ha.
2CO.6.1	'Ink'ez wheni Yak'usda bulh 'ilhoh ne'ut'enne ts'inli' khuni ulhtus-i be nohts'útni, Yak'usda ye unzoo-i 'ants'i 'et ólhchoot junih.
2CO.6.2	'Et nja ndutni,
2CO.6.2	“Soo 'et neóoninzut-un, 'et nyudásts'o.
2CO.6.2	Ndet dzin la dinjih-un,
2CO.6.2	'oh whuya hoozulh 'et nla 'usja,”
2CO.6.2	ni. Dukw'e' oozúlhts'ai, 'ilhudzin 'awet nela 'ewhudutánelh-un, 'et 'awet 'et neóoninzut. Dukw'e' oozúlhts'ai, 'oh de uzdutijih-un neóoninzut, 'et 'awet ndúhooja.
2CO.6.3	'Aw nohba dzoh-un nohghá ts'úho'alh hukwa lhe'uznízun. 'Et huwa nts'en'a la Yak'usda ba ne'ut'enne ts'inli, 'aw whe hukw'éholts'it-un hooloh.
2CO.6.4	'Et hoonts'i ndúwhulcho whe ts'ih'un un'a Yak'usda ba ne'ut'enne 'uts'int'oh. 'Et ndiz un'a nja dúts'int'oh, 'uts'oot'e' ait'oh 'et hoonts'i whulh ts'ooyin. Nek'éhoot'oh-un nets'u hóolts'ulh-un, hoonliyaz ha' ezdunidzut, whulokhun neba howa whúlna'-un,
2CO.6.5	'ink'ez nehoolhtsas-un, 'anehudilh'ai-un, nebulh hódutulhzuk-un cha, 'ut'en howa whúlna'-i cha. Lhts'itoh-un cha, soo ts'úhooni-un, 'et cha.
2CO.6.6	Lubeshi ch'a khuts'udlí-un, be t'eoonudzun-i, khun lhuts'onúsch'e-un, 'uyoonne ts'un ts'inzoo-un, 'i cha, 'ink'ez Ndoni be ts'ukhuna-un cha, 'et ts'ih'un un'a be nék'ets'intsi'-i, 'et cha.
2CO.6.7	Khuni be 'alha 'unt'oh-i be yats'ulhduk-un, Yak'usda ye ulhtus-i, 'i be ts'ut'en-un, be lhts'ugan-i, 'i ts'ut'i whe ts'ih'un un'a 'et wheni lhalhch'az ts'e nela be nuts'úle-un. Whuz un'a Yak'usda ba ne'út'enne ts'inli.
2CO.6.8	Ndet la buba uzdízti' k'us buba lhts'udíti', 'ink'ez ndet la hoontsi' k'un'a neghu yahalhduk k'us hoonzoo k'un'a neghu yahalhduk, 'ink'ez dune uzna'ah nehutni, ts'ih'un un'a khuni be 'uts'utni 'et hoonts'i.
2CO.6.9	Dahoont'oh whu la dune t'enehunúszun huninzun, 'et hoonts'i ts'iyanne t'enenínzun. Nts'en'a la hukw'é daztitsah le'ts'int'oh 'et hoonts'i dáhooja la, 'et whulh ts'úkhuna. Nehutuzilhghelh hukw'un'a nehoolhtsas de, 'et hoonts'i whulh ts'úkhuna.
2CO.6.10	Dats'ínt'oh whu la ts'odi ts'inli 'et hoonts'i nedzi be ts'uhóont'i'. Dats'ínt'oh whu la tets'ul'en 'et hoonts'i ndai la ts'ih'un hiye hoonzoo 'oot'e'-i, 'i lhane gha ts'ú'aih. Dáhoont'oh whe ndai la hoonli be téts'ul'en 'ink'ez lhts'ít'i' 'et hoonts'i ts'iyaitsuk ts'ut'i. 'Et ndi ts'iyai 'i be whunóhuznilhtan Yak'usda ba ne'út'enne 'uts'int'oh.
2CO.6.11	Nohni Corinth whut'enne ts'et whucho nohuzdáni'. Nohni nohts'un nedzi unzoo cho ts'úlhtsi.
2CO.6.12	'Aw wheni neghá iloh k'oh náht'i'. Nts'en'a nets'un daht'oh-un, 'et whuz un'a aht'oh.
2CO.6.13	Ts'oodunne ahli hukw'un'a nohbulh yásduk. Nts'en'a la nohts'un 'úts'int'oh, nohni cha 'et whuz un'a nets'un óoht'e'.
2CO.6.14	Mbene la ooba 'alha lhe'hoot'ohne, 'enne buts'ú nedohdilh junih. Nts'en'a suba ts'ih'un un'a ne'ut'en-un 'ink'ez ts'ih'un 'un'a nulhe'ust'en-un, 'en 'aw lhulh 'uhoot'en ait'oh. 'Aw whuz un'a 'uhót'e' ait'oh! Nts'en'a hoot'en usda-un 'ink'ez tsalhgus yo usda-un bulh, lhzih hooke'?
2CO.6.15	Nts'en'a suba Christ, 'en Beliar 'en bulh 'ilhoh 'uhoot'e'? 'Et nts'en'a suba ooba 'alha' hoont'oh-un 'ink'ez ooba 'alha lhe'hóot'oh-un, bube 'ut'en k'oh lhgha 'úwhutat'elh?
2CO.6.16	Nts'en'a suba Yak'usda oolugliz whucho 'ink'ez 'ants'i 'uk'eltsi bulh lhgha' tit'elh? Soo cho whunulh'en Yak'usda whe khúna-un, 'en oolugliz whucho ahli. 'Et whuz un'a Yak'usda ndutni,
2CO.6.16	“Budzi yo 'ust'oh 'ink'ez butunusya.
2CO.6.16	BuYak'usda tisdleh 'ink'ez 'enne sdune'ne hutileh.”
2CO.6.17	'Inka neMoodihti nets'u náhizya whe ndutni,
2CO.6.17	“Nohni 'enne butoh ts'u hanáhdilh
2CO.6.17	'ink'ez buch'oh aht'oh.
2CO.6.17	Ndai la tsun unli-i, 'i oot'aóohnalh junih,
2CO.6.17	'et de nohitáschulh.
2CO.6.18	'Et Si nohBá tisdleh,
2CO.6.18	'et nohni sye'ke 'ink'ez stse'ke tihleh.
2CO.6.18	NeMoodihti ts'iyantsuk whe ulhtus-un, 'en 'utni.”
2CO.7.1	Ook'esi'ne soo zúlhts'ai, ndi yé nets'u nahizya-i, 'i neghun hoonli. 'Et huwa neyust'e 'ink'ez neyughi 'i ndai la lubeshi be dutsun suli', 'i ts'iyawh buna'ts'oolhdeh. Yak'usda 'en bé uznuljut. Ndi bé uznuljut-un huwa 'et 'i be ndi lubeshi ooghu hooloh-un, soo ts'ih'un un'a lhats'ódooleh.
2CO.7.2	Nohni nohdzi neba oodáha' dahtih. 'Aw 'ilhone hoonts'i dach'e núlhe'ts'ust'en. 'Aw 'ilhone hoonts'i ninta lhe'ts'us'i. 'Aw 'ilhoghun hoonts'i gha halhe'ts'undunist'a.
2CO.7.3	'Aw nohk'ehos'alh hukwa iloh 'udusnih. 'Oh da' nohdásni' nedzi yo ahli whe nohbulh yáts'itadlah k'us nohbulh ts'ukhutinalh.
2CO.7.4	Tube cho 'aw whelhusaz whe 'et huwun nohbulh yátisduk. Tube cho nohdústi' whe nohghu yasduk. Bé k'enaznit'ah-i sdzi dizbun. Hoontsi'-i sk'uz nínt'i 'et hoonts'i tube cho be ts'úhoont'i'-i sdzi dizbun.
2CO.7.5	Soo ts'ih'un un'a whunulh'en, Macedonia yun k'ut néznindil, ts'iyaitsuk be nech'a tuza néwhut'en. 'Et whulohne neghun lhdulhyo 'uhudutni. Ts'iyantsuk whe uznuljut, 'et huwa 'aw nats'oolyis te ait'oh.
2CO.7.6	'Et hoonts'i Yak'usda budzi undudane ts'iyawh k'ena'bunin'a. 'Et Titus neghu ninya whe, 'et whe wheni cha k'enánenin'a.
2CO.7.7	'Aw 'et huwa za iloh. Nohni ts'iyawh sk'énihtai 'et whe la sk'elh'o neóonah'ai, 'ink'ez sk'enaih ahli. 'Et whuz un'a tube ncha-i be si ba hukw'úne' tiht'en hukwa' nahzun. Titus ts'iyawh 'et hukw'un nebulh náhoolnuk, 'et whe 'on nus whunúsni suli'.
2CO.7.8	Soo cho nulh'en, ndi 'udustl'us nohts'o tl'as'ai 'et huwun ts'odi ahli ínle'. 'Aw whuts'ulh dusni 'et hoonts'i sdzi únduda whe 'uk'únusúsguz. 'Et hoonts'i 'aw sdzi lhúndidowh. T'éoonúszun ndi 'udustl'us be nohdzi dúntida', 'et hoonts'i 'atsulyaz huba za nohdzi unduntida'.
2CO.7.9	'Et 'andit 'awet whunúsni. Ts'odi ahli 'aw 'et huwa iloh whunúsnih. Ndi ts'odi gha nohdzi k'oh na'ahla 'et huwa whunúsnih. Yak'usda hukwa' ninzun k'un'a ts'odi ahli inle' 'et huwa. 'Et huwun ts'odi ahli hoonliyaz huwun wheni negha nitálhowháh'al.
2CO.7.10	Yak'usda hukwa' ninzun k'un'a ts'odi ts'inli de, 'et lht'anaznoodilh uzdoojih ha, whuz un'a 'aw nedzi úndooda' ait'oh 'et huwa. 'Et hoonts'i ndi yun k'ut ts'odi, 'i be yats'adlah.
2CO.7.11	Howu nuní nuhzut, Yak'usda hukwa' ninzun k'un'a ts'odi ahli inle'. 'Et dahooja la ts'iyawh 'a cho ndutíhnelh hukwa' nahzun. Yak'usda 'en ts'uk'eke dutihnelh hukwa' nahzun. 'Et nohba dzoh whuzdli'. 'Et huwun whenulhjut léaht'oh, 'et whe sk'enihtai. Tube cho ts'ih'un nenaóotah'alh hukwa' nahzun. Nohba dzoh 'uhoont'oh-un, 'et cha ts'iyawh. 'Et whe ndúwhulcho whe lubeshi nohghu hooloh suli'.
2CO.7.12	Ndi 'udustl'us nohts'ó k'ésguz-i, mbe la ninta' ant'en-un 'ink'ez mbe bulh ninta' ant'en-un 'aw 'enne bugha iloh nohts'ó k'eísguz. 'Et hoonts'i Yak'usda nalh ts'ih'un un'a whunoh uznulhtun, 'et huwa nohts'ó k'eisguz.
2CO.7.13	'Et whu la gha ts'e k'enániht'a. 'Et 'i be za wheni cha k'enáznit'a. 'Et 'on 'un cha, Titus ooyughi nohni nohgha 'et whe 'andidi nasdli' lé'uja. 'Et huwa 'on nus tube cho ts'onílhni.
2CO.7.14	'Et nts'oh tula Titus ts'un nohé'oonust'e' whe za nohghu yasduk-un, 'aw 'et hukwayá lhusdloh. 'Et k'us ndi khuni be 'alha' 'unt'oh-i be yats'ulhduk-i, 'i be za nohbúlh yats'ulhduk. 'Ink'ez 'et whuz un'a za nts'oh tula Titus ts'un nohé'oonust'e' whe za nohghu yasduk-un, 'et cha 'alha' hoont'oh whe Titus nahoon'ai.
2CO.7.15	'Et whunalnih nts'en'a la khuni k'une' aht'en. 'Et whuz un'a nohyust'e dutlut 'ink'ez nohba wheóonujut whe n'az de nohts'óyalh whe nulh'en. 'Et whe 'on nus nohk'esi' suli'.
2CO.7.16	'Et ts'iyantsuk whe ne'aht'en ts'ih'un un'a ne'aht'en, 'et huwa 'i be tube cho whunúsnih.
2CO.8.1	'Et 'awet sulhutsinke unline, 'et 'awet Macedonia yun k'ut Yak'usda ba 'ilhunaoodúlhne, nts'en'a la Yak'usda ye unzoo-i 'et butl'a hóolts'ut, 'et huwun ts'iyawh 'et t'ewhuntihzeh hukwa' uzninzun.
2CO.8.2	Tube te'hil'en-un whutoh 'et hoont'i tube cho huhóont'i'. 'Ink'ez tehel'en 'et hoonts'i bula hoonli whe 'onghohne bula' huja.
2CO.8.3	'Ink'ez cha dahínt'oh whe dáwhultsuk-un bugha húwhunle, 'et hoonts'i 'et 'on nus 'uwhultsuk-un, 'et za bugha' hutilelh, whuz un'a hukwa' huninzun 'ink'ez 'et whuz un'a nduhuja. 'Et t'ewhuniszin 'et ts'ih'un un'a 'uhoont'oh.
2CO.8.4	Ndi ye unzoo-i, 'et Macedonia whut'enne butl'a hón'ai 'et whe Yak'usda ooch'e'ne lhulh 'uhint'oh hukw'un'a whe bula hutinelh. 'Et hukwa soo cho nehoodulhkut 'et ts'iyawh Yak'usda ooch'e'ne buba ts'uyílhchoot.
2CO.8.5	'Et ndahúja, 'aw hukwa tse lhts'uhoolih k'un'a unehínla. 'Udechoo dich'oh Yak'usda gha' hududulya. 'Et 'ink'ez Yak'usda hukwa' ninzun k'un'a negha' hududulya.
2CO.8.6	'Et 'inka Titus khuni ulhtus-i be uzdáni', ndi ye unzoo-i nohni 'udechoo nohbulh whe yudilh'en, 'et ts'iyawh lhaóodooleh huba' hoont'oh.
2CO.8.7	Ts'iyaitsuk ndai la ilh'en-i, 'i 'uk'enus hoonzoo k'un'a 'uhóonla. Be 'alha' hoont'oh-i, 'i be, 'ink'ez nohghuni cha. Be t'éoonudzun-i, 'i cha. 'A cho ndutihnelh-un, 'et cha. 'Et be nek'ehtsi'-i, 'i cha. 'I ts'iyawh 'uk'enus hoonzoo hukw'un'a 'uhóonla. 'Et whuz un'a ndi ye unzoo-i, 'i be hoonzoo whuzúlhtsi.
2CO.8.8	'Aw 'et ndahneh nohdusni iloh. 'Et hoonts'i nts'en'a la 'uyoonne 'enne 'a cho 'uhudutinelh-un, 'ink'ez be nék'ehtsi'-i whunéuntalhtun, 'et whuz un'a 'unohdusni.
2CO.8.9	NeMoodihti Sizi Gri, 'en ye unzoo-i ooghu t'eoonáhzun 'et huwa. Nts'en'a la dalcho-i be la hoonzoo' 'unt'oh, 'et hoonts'i nohni nohba tel'en suli'. 'Et whe ndai la ye tel'en-i, 'i nohni be hoonzoo' 'oohneh.
