MAT.1.1	Abraham tapa, David tapa, Jesu Khrist khanggui thu bu. 
JAS.2.5	Ngai un, ka unau deihtahte, Pathian in hi khovela mizawngte chu ginna a hausa diing leh, amah lungsiatte a chiam lalgam luah diing a teel hilou ahiai mah? 
JAS.2.6	Hizongleh nangun chu mizawngte na musit uhi. Mihausate’n nanguh ahung bawlse veu un, vaihawmna ah ahung kailuut veu sih viai mah? 
JAS.2.7	Amahun na kikouhna uh min zahumtah chu a soise sih viai mah? 
JAS.2.8	Pathian lehkhathu dungjui a, Nangmah na kilungsiat banga na innveengte na lungsiat diing ahi, chih lal daan na zop uleh na bawl hoih uhi. 
JAS.2.9	Hizongleh mi khentuamna neih unchu, sil na hihsual va, huleh daan in bohsetu na hih uh ahung hesah hi. 
JAS.2.10	Ajiahchu mi koipouh in daan jui kim henla, mun khatah khialta leh, a bawn a mohtangin a um ahi. 
JAS.2.11	Ajiahchu, Aangkawm sin, chipa’n, Tual that sin, zong a chi thou hi. Huchi'n aangkawm sih zong lechin, tual na thah inchu, daan botsetu na hita thou hi. 
JAS.2.12	Hujiahin zalenna daan a vaihawmsah diingte bangin thu soi unla, sil bawl un. 
JAS.2.13	Ajiahchu khotuahna nei lou mi chu khotuahna bei a vaihawmsah in a um diing hi; huleh khotuahna chu vaihawmna ah a kisathei veu hi.
JAS.2.14	Ka unaute mi’n ginna ka nei chi henla, natoh nei sih leh, bang a phatuam diai? huchibang ginna in amah a hundam thei diai mah? 
JAS.2.15	Unaupa aha, unaunu aha khat saguah in um henla, nichin anneeh ta samta leh, 
JAS.2.16	Huleh na lahva khat in, Hamuangtahin um inla, lumtah leh vahtahin um in, chi henla; sapum diing a sil poimoh pe tuan sih leh; bang a phatuam diai? 
JAS.2.17	Huchimahbangin, ginna chu natoh bei a amah chauha a um leh, si ahi. 
JAS.2.18	Ahi, mi khat in, Nang ginna na nei a, ke’n natoh ka nei ahi; na ginna chu natoh tel lou in hung ensah inla, ke’n ka ginna ka natohin ka hung ensah diing, 
JAS.2.19	Pathian khat a um chih na gingta maw; na bawl hoih hi; dawite’n zong a gingta va, a kiliing hial uhi, a chi thei hi. 
JAS.2.20	Hizongleh aw mi thulimlou, natoh tel lou a ginna chauh chu si ahi chih na he nuam ei? 
JAS.2.21	I pu uh Abraham in a tapa Isaak maitaam tunga a lat laiin silbawl jiah a siamtang hilou ahiai mah? 
JAS.2.22	Ginna in a silbawlte toh a tongkhawm a, huleh silbawlte jiahin ginna chu a bukimta ahi chih na mu hi. 
JAS.2.23	Huleh Pathian lehkhathu, Abraham in Pathian a gingta a, huchu a dihtatna sim ahi, chih thu a taangtung a; huleh amah chu, Pathian lawm chih ahita hi. 
JAS.2.24	Huchi'n ginna jiah chauh hilou in, natoh jiahin mi’n siam a tang uh chih na mu uhi. 
JAS.2.25	Huchimahbangin, kizuahnu Rahab in zong, thupotute ana zintun a, amahuh lam tuam a, a sawlkhiah laiin, silbawl jiaha siamtang hilou ahi maw? 
JAS.2.26	Hagau bei sapum a si ahih bangin, natoh bei ginna chu si ahi.
JAS.3.1	Ka unaute, mohtanna lianzaw tang diing i hi uh chih he in, mi tampi houtu in hung pang sih un. 
JAS.3.2	Ajiahchu sil tampi ah i bawnun i gilou uhi. Mi koipouh thusoi lama a giitlouh louh leh, hu mi chu piching ahi a, a sapum veeng thei mi zong ahi. 
JAS.3.3	Ngai un, i thu a juihna diingun sakolte kam ah siihbah i bah va; huleh a sapum uh a pumin i kaihei thei hi. 
JAS.3.4	Ngai un, jahaatte zong a lian mahmah na va, huih haattah muutleengin a um va, hizongleh a heehtu in a heehna neutakhat in a utna lamlamah a kiheisah hi. 
JAS.3.5	Huchimahbangin lei zong sapum hiang neutakhat ahi a, nasatahin a kiuangsah veu hi. Ngai dua, mei neutakhat in sil kaang nasa thei hina e! 
JAS.3.6	Huleh lei chu mei ahi a, i sapum hiangte lah a tatsiatna lompi chu lei ahi; huchi'n leiin sapum a bawnin a subolhhoh a pianpih hinkhua lampi chiah kualvelna chu a kaangsaha; huleh amah chu gawtmun mei in a kaang veu hi. 
JAS.3.7	Ajiahchu sa namkim, va namkim, guul namkim, tuilianpi a ganhing namkim khawijual theih ahi a, mite’n a khawijual thei uhi. 
JAS.3.8	Hizongleh lei chu koima’n a khawijual thei sih uhi; gilou um kinken thei lou, sihna gu a dim ahi. 
JAS.3.9	Hukhuin Pathian leh Pa ngei chu i phat va; huleh humahin Pathian batpih a siam mihingte i haamsiat jel uhi. 
JAS.3.10	Kamsung khatmah a kipatin phatna leh haamsiatna a pawtkhe veu hi. Ka unaute, hi silte chu huchibang diing hilou ahi. 
JAS.3.11	Tuikhuuh in naah khat ah tui tuui leh tuui loua pawtkhesah ngei eimah? 
JAS.3.12	Ka unaute, theipi kungah olive a gah thei eimah? grep gui ah zong theipi a gah thei eimah? huchimahbangin chikhuuhin tuial leh tuitam a pawtkhesah thei sih hi.
JAS.3.13	Na lahva koi ahiai pila thu hethei um? thunuaigolhtah leh piltahin a silbawlte chu umdan hoih in ensah heh. 
JAS.3.14	Hizongleh na lungtang va thangsiatna nasatah leh kinialna na neih uleh, uang sih unla, thudih zuausan sih un. 
JAS.3.15	Hutobang pilna chu tunglam a kipan ahi sih a, khovel leh, sapum utna leh, dawi a hung kipan ahi. 
JAS.3.16	Ajiahchu thangsiatna leh kinialna umna photah, buaina leh sualna chinteng a um veu hi. 
JAS.3.17	Hizongleh tunglam a hung kipan pilna chu a masapenin a siangthou phot a, huzohchiangin kilep a ut a, a nunnem a, a hounuam a, khotuahna leh gah hoih in a dim a, khentuam a nei sih a, a lepchiah sih hi. 
JAS.3.18	Huleh dihtatna gah chu kilepna bawlte apat a kilepna a tuh ahi.
JAS.4.1	Na lahva kidounate leh kisualnate khoia kipana hung kuan ahiai? na sapum hiangte va kidou veu, na tahsa utnate va kipana hung pawt hilou ahi maw? 
JAS.4.2	Na lunggulh va, na nei tuan sih uhi; tual na that va, na deihgoh va, na nei zou tuan sih uh; na kidou va, gaal na bawl uh, na nei diah sih uh, na nget louh jiahun. 
JAS.4.3	Na ngen va, na nget dih louh jiahun na mu sih uh, na nopsahna diing va zat na tup jiahun. 
JAS.4.4	Nanguh aangkawmpate leh aangkawmnute, khovel lawm hihna chu Pathian toh kimeelmaatna ahi chih he lou na hi uh maw? hujiahin koipouh khovel lawm hih ut chu Pathian meelma ahi. 
JAS.4.5	Hagau eimaha teengin thangse khopin ahung deih hi chih, Pathian lehkhathu in a mawh soi hi diing a gingta na hi u'maw? 
JAS.4.6	Hihmalahin hehpihna tamsem ahung pia hi. Hujiahin Pathian lehkhathu in, Pathian in mi kisatheite a doudaal a, kingaingiamte kawmah hehpihna a pe veu hi, a chi hi. 
JAS.4.7	Hujiahin Pathian kawmah kituluut un. Diabol chu doudaal un, huchi'n ahung taimangsan diing hi. 
JAS.4.8	Pathian naih un, huchi'n ama’n ahung naih diing hi. Misualte, na khut uh silsiang un; lungsim mumal neiloute na lungtang uh susiangthou un. 
JAS.4.9	Hahsa sa unla, lungdong unla, kap un; na nuihna uh lungdonna suaah henla, na nuamna uh dahna suaah heh. 
JAS.4.10	Pathian mitmuh in kingaingiam un, huchi'n ama’n ahung tawisang diing hi. 
JAS.4.11	Unaute, khat leh khat kisoisetuah sih un. Mi a unau soisia a, huleh a unau soisel chu daan soisia a, daan vaihawmkhum ahi; hizongleh daan na soisel inchu, daan juitu na hi sih a, vaihawmtu na hi zaw ahi. 
JAS.4.12	Daan petu khat a um a, ama’n chu a hundam thei a, a suseveh thei hi; mi dang soiseltu nang koi na hiai?
JAS.4.13	Tuin ngai un, nanguh, Tuni aha, jingchiang aha in, hu khopi ah i chiah diing a, hu mun ah kumkhat i va taam diing a, leiin i zuah diing va, i pung diing uh chitute: 
JAS.4.14	Ahiinlah jing chianga bang ahung um diing na he sih uhi. Na hinna uh bang ahiai? Hichu meilum tomtakhat hung kilang a, mangkiitpah bang giap ahi. 
JAS.4.15	Hu sangin, Lalpa’n pha a sah leh i hing diing a, hikhu aha, hukhu aha, i bawl diing, na chi diing uh ahi. 
JAS.4.16	Hizongleh tuin na kiuahsahnate vah nuam na sa uh; huchibang nopsahna zousiah chu sual ahi. 
JAS.4.17	Hujiahin, mi sil hoih bawl diing he a, bawl tuan lou chu, amaha diingin sual ahi.
JAS.5.1	Nanguh mihausate, tu in ngai un, na tungva hahsatna hung tung diingte jiahin kap unla, peng guaiguai un. 
JAS.5.2	Na hauhsatnate uh a segawpta a, na puante uh ngetin a ne zouta hi. 
JAS.5.3	Na sana uleh na dangka uh a tui-eeh vehta hi; hute siatgawpna chu na sualdan uh heetsahna ahi diing a, na tahsa uh chu meikaah bangin a ne zou diing hi. Hun nununglam a diingin gou na kholta uhi. 
JAS.5.4	Ngai un, na lou va buh aat a kilohte loh, amahuh heem a na piah louh uh a kikou va; huleh a aattute kikou aw chu mipite Lalpa bil ah a luutta hi. 
JAS.5.5	Khovel ah nuamsatahin na um va, na kimawh zat meimei va; goh ni a bangin na lungtangte uh na thausah uhi. 
JAS.5.6	Midih chu siamlouh na tangsah va, na thatta uh; huleh ama’n chu ahung doudaal sih hi.
JAS.5.7	Hujiahin unaute, Lalpa hung masiah in kuhkaltahin um un. Ngai un, lounei mi’n lei gah luultah chu a ngaah a, guah masa leh guah nunung a muh masiah kuhkaltahin a ngaah veu hi. 
JAS.5.8	Nanguh zong kuhkaltahin um un; na lungtang uh sukip un; ajiahchu Lalpa hungna diing a naita hi. 
JAS.5.9	Unaute, khat leh khat kiphunsan sih un, siamlouh tansah in na umkha diing uhi; ngai un, vaihawmtu chu kotkhaah bulah a um ahi. 
JAS.5.10	Ka unaute, Lalpa mina thusoi zawlneite chu gimthuaahna leh kuhkalna lama etton diingin zang un. 
JAS.5.11	Ngai un, a thuaahaatte chu hampha in i sep uhi. Job kuhkaldan na ja va, Lalpa’n a tawp a, a bawldan: Lalpa chu hehpihna leh khotuahna dim ahih zong na mu uhi. 
JAS.5.12	Hizongleh ka unaute, sil zousiah sanga a thupipen chu kihaahsial sih un, vaan lou in aha, lei lou in aha, kichiamna dang mawngmawng in aha kihaahsial sih un; hi, na chih uh hi, hisah unla; hilou, na chih uh, hilou, hisah zaw un; huchilou in zaw siamlouh tang in na umkha diing uhi.
JAS.5.13	Na lahva hahsatna thuaah a um ei? haamtei heh. Kipaah a um ei? phatna la sa heh. 
JAS.5.14	Na lahva damlou a um ei? kouhtuam upate kou henla, amahun Lalpa mina thau nuh in haamtei u’heh; 
JAS.5.15	Huleh ginna a haamteina in damlou chu a hundam diing a, Lalpa’n amah chu a kaithou diing hi; huleh silsual ana bawl a ahihleh hute chu ngaihdamsah ahi diing hi. 
JAS.5.16	Suhdam a na um theihna diingun, na khelhnate uh thupha kitawituah unla, khat leh khat kihaamteisah un. Midihtat guntuhtaha haamteina chu a phatuam mahmah hi. 
JAS.5.17	Elijah chu eimah bangthou mihing ahi a, ama’n chu guah zut louhna diingin phatuamngaitahin a haamtei a; huleh kum thum leh ha guup sung leitung ah guah zu louin a umta hi. 
JAS.5.18	Huleh a haamtei kiit a, vaanin guah a zusah a, lei in a gahte ahung suahsahta hi. 
JAS.5.19	Unaute, na lahva mi koipouh thutah akipat na mangta henla, mi khat in pui kiitta leh; 
JAS.5.20	Amah misual a lammanna akipan kiheisahtu in sihna apat hagau khat a hundam diing a, sual tampite a khuhmang diing ahi chih kiheet heh.
1PE.1.1	Peter, Jesu Khrist sawllehin, Ponta gamte, Galatia gamte, Kappadosia gamte, Asia gamte leh Bithinia gamte a kithehdalh mi vaithaamte, 
1PE.1.2	Thumang diing leh, Jesu Khrist sisan theh tang diing a Hagau hihsiangthou jala Pa Pathian heetlawhna dungjui a teelte kawmah Hehpihna leh hamuanna na kawmvah suhkhang in umta hen.
1PE.1.3	Misi laha kipana Jesu Khrist thohkiitna jiaha a khotuahna loupitah dungjui a kinepna hing tang diing a eiuh hung hingkhe kiitpa Pathian leh i Lalpa uh Jesu Khrist Pa chu phat in um hen, 
1PE.1.4	Goutan sethei lou, huleh tuaithei lou, vaan a nanguh diinga siit mu diingin, 
1PE.1.5	Hun nunung chianga kilang diing hutdamna mu diing a ginna jala Pathian silbawltheihna a kol na hi uhi. 
1PE.1.6	Huah chu nasatahin na kipaah va, tuin tomkhat sung a poimoh leh, ze-etna jat tuamtuam in lungkham tadih mahleh u’chin; 
1PE.1.7	Na ginna etkhiahna u’chu, sana mei a etkhiah ahih nung a zong mangthang jel sanga luul zaw, Jesu Khrist hung kilaahni chianga paahtawina leh, zahbawlna leh, loupina a muh a, a um theihna diingin. 
1PE.1.8	Mu ngei loupiin amah chu na lungsiat va; tuin amah mu sih zong leh u’chin na gingta va, kipaahna soi guallouh leh loupina a dimin na kipaah uhi; 
1PE.1.9	Na ginna uh buchinna, na hagau uh hutdamna ngei chu mu in. 
1PE.1.10	Hu hutdamna thu chu, na kawmva hehpihna hung tung diing thu na soilawh zawlneite’n a kan va, phatuamngaitahin a hawldoh uh; 
1PE.1.11	Khrist thuaahna leh, a nung a hung jui diing loupina thu ana ma heetsah laiun, Khrist Hagau amah va um in bangchihlai hun ahiai, ahihlouhleh bang tobang hunin ahiai a heetsah chih hawldoh tum in. 
1PE.1.12	Vaan akipana Hagau Siangthou hung kisawlkhia panpiha na kawmva tanchinpha soitute’n amahuh diing chauh hilou in, eiu diingin tua na kawmva thu kisoisawnte nna a tong uh chih a kawmvah suhlat in a um hi; hu silte chu angelte’n zong etvel a ut uhi.
1PE.1.13	Huchihjiahin na lungsim kawng uh gaah unla, pilvaang un; huleh Jesu Khrist hung kilaah chianga nanguh hung kipuaahsah diing hehpihna chu a tawpdongin lamen un; 
1PE.1.14	Ta thumangtahte bangin, na heet louh lai va na nidanglai utnate uh bang a um louin; 
1PE.1.15	Hizongleh nanguh hung koupa a sianthou bangin nanguh zong na gamtatdan zousiah vah siangthou un: 
1PE.1.16	Bang jiahin ahiai i chih leh, Nanguh siangthou un; ajiahchu kei ka siangthou hi, chih gelh ahi. 
1PE.1.17	Huleh deihsahtuam nei lou a mi chin a natoh dungjui a vaihawmsahtu chu Pa chia kouna hih uleh, hitaha na vaithaam lai hun uh laudan siam in zang un: 
1PE.1.18	Na pulepate vapat tawndan a na muh uh na umdan uh bangmah hilou apat silsethei, dangka leh sana a tat na hi sih va. 
1PE.1.19	Hizongleh belaamnou demna bei leh niin baang lou sisan banga Khrist sisan luul a tat na hi zaw uhi. 
1PE.1.20	Amah chu khovel kisiam ma pehin guatlawh in a um ngei a, hizongleh hi hun nunungte ah nanguh diingin suhlat in a umta hi. 
1PE.1.21	Amah jiahin misi laha kipana amah kaithoupa leh loupina pepa Pathian na gingta uhi; na ginna uleh na kinepna uh Pathian a ahih theihna diingin. 
1PE.1.22	Unaute tunga lungsiatna daai lou nei diing khopa Hagau jala thutah jui a na hagau uh na suhsiangthou taah jiahun, phatuamngaitahin khat leh khat lungtang siangthou in kilungsiattuah un. 
1PE.1.23	Chi sethei laha hilou in, chi sethei lou, Pathian thu kumtuang a hing zing leh um zing laha piangthah na hi zaw uhi. 
1PE.1.24	Ajiahchu mihing zousiah hi hampa bang ahi a, huleh mihing loupina zong hampa paah bang ahi. Hampa chu a vul a, a paah zong a pulh hi. 
1PE.1.25	Hizongleh Lalpa thu chu kumtuang in a um zing hi. Huleh hi chu na kawmva tanchinpha mang a thu kisoi chu ahi.
1PE.2.1	Huchihjiahin giitlouhna zousiahte, heembawlna zousiahte, lepchiahnate, kithangsiatnate, huleh kisoisiatna zousiahte tawpsan unla. 
1PE.2.2	Naungeeh suahthahte bangin na khantouh theihna diingun Pathian thu nawitui bangmah toh hal louh lunggulh un; 
1PE.2.3	Lalpa chu mi hehpihsiam ahi chih na heetkhaah taah va ahihleh. 
1PE.2.4	Amah, mite deih louh, hizongleh Pathian teel leh luul suangpi hing kawm a banga hung in, 
1PE.2.5	Nanguh zong suang hingte bangin, Jesu Khrist jiaha Pathian deihzawng hagaulam kithoihna laan diing a siampu siangthou leh hagaulam inn a lamtouhna hi uhi. 
1PE.2.6	Huchihjiahin Pathian lehkhathu ah zong, Ngai un, Zion ah a ning a suang poimohpen, teel, huleh luultah ka lem hi; amah gingta phot chu a mualphou sih diing hi, chih gelh ahi. 
1PE.2.7	Hujiahin nanguh a gingtate diingin amah chu a luul ahi; a gingta loute diingin chu, inn lamtute suang deih louh, hu ngei chu a ning a suang poimohpen ahung hita hi, 
1PE.2.8	Kipalna suang leh kipuuhna suangpi toh; ajiahchu a thuman louh jiahun thu ah a kipal uh; huchibang diinga guat him zong ahi uhi. 
1PE.2.9	Hizongleh a vaahna limdangtah a luut diing a mial a kipana nanguh hung koudohpa paahtawina na suhlat theihna diingun nanguh chu chi teel, lal siampu, nam siangthou, Pathian mituamte na hi uhi; 
1PE.2.10	Nidang laiin mi mawngmawng na hi sih va, hizongleh tuin chu Pathian mite na hita uh; khotuahna tangloute na hi va, hizongleh tuin chu khotuahna na muta uhi. 
1PE.2.11	Deih mahmahte, mikhual leh khualzin bang na hih jiahun hagau doudaal zing tahsa utnate tawpsan diingin ka hung ngen hi; 
1PE.2.12	Sil gilou bawlte bang a ahung soisiat chiang va, na natoh hoih uh a muhte uh jiaha veha a um ni chiang va Pathian a paahtawi theihna diingun, Jentelte lahah na gamtatdan uh kilawmtahin um un.
1PE.2.13	Lalpa jiahin mihing daan siam photmah nuaiah kituluut un; lalpen ahihjiahin kumpipa kawmah aha, 
1PE.2.14	Ahihlouhleh silgilou bawlte gawt diing leh, silhoih bawlte phat diing a Amah hung sawl ahihjiahin gamoptute kawmah zong. 
1PE.2.15	Ajiahchu na silhoih bawl va mingolte ngolna na suhdaih uh Pathian deihzawng tah ahi. 
1PE.2.16	Mi zalente bangin, huleh na zalenna u’chu giitlouhna khuhkhumna diing a zang louin, hizongleh Pathian suaahte bangin um un. 
1PE.2.17	Mi zousiah zahbawl un. Unaupihte lungsiat un. Pathian lau un. Kumpipa zahbawl un.
1PE.2.18	Suaahte, laudan siamin na pute uh kawmah kituluut un; a hoihte leh a jainemte kawm chauh ah hilou in, lungtang khauhte kawmah zong. 
1PE.2.19	Ajiahchu Pathian lama sialepha heetna jiaha mi’n gimna leh dihloutaha bawlna a thuaah leh hichu paahtaat taah ahi. 
1PE.2.20	Bang jiahin ahiai i chileh na dihlouhna jiah va khuttum a suh na tuaah un kuhkaltahin thuaah mah leh u’chin paahtaat bang ahiai na loh uh? hizongleh silhoih na bawl un, hukhu jiahin thuaahloh unla, kuhkaltahin thuaah leh u’chin, hichu Pathian kipaahpih zawng ahi. 
1PE.2.21	Huchibang hih diing a kouhna hi ngal va; ajiahchu Khrist in zong a khaap a na juih diing uh, etton diing hung nuutsiat in eiuh luang in ana thuaahta hi. 
1PE.2.22	Ama’n chu sual mawngmawng a bawl sih a, huleh a kam ah zong heemthu a kimu sih hi. 
1PE.2.23	Vau a, a um laiin a vauthuh sih a; a thuaah laiin zong a tai sih; hizongleh dihtattaha ngaihtuahpa kawmah a kikemsah zaw hi; 
1PE.2.24	Eiuh sual lama si a, hizongleh dihtatna lama i hin theihna diingin ama’n amah sapum ah i sualnate sing dawnah a pua a; amah kivuah hualte ah suhdam in na umta uhi. 
1PE.2.25	Ajiahchu belaam bangin nana lammangta uh a; hizongleh tuin chu Belaampu leh na hagau uh veengtu kawmah na hung kih kiitta uhi.
1PE.3.1	Huchimahbangin, nanguh jite, na pasalte uh kawm chiatah kituluut un, huchi'n koiaha in thu gingta sih mahleh, thu lou a, jite gamtatdan a zohin a um thei diing hi; 
1PE.3.2	Laudan siam kawm a na gamtatdan siangthou uh a et chiangun. 
1PE.3.3	Na kicheina u’chu polam kicheina sampheehte leh sana khi ohte, ahihlouhleh puansilh a kicheite hilou in; 
1PE.3.4	Lungtang a mihing thuguuh, lungsim thunuaigolh leh nunnem puansilh sethei lou hi heh, huchu Pathian mitmuh in a manpha mahmah hi. 
1PE.3.5	Ajiahchu hutobangmah in malai a numei siangthou, Pathian gingtate zong, amahuh pasalte thuthu a um in ana kichei uhi; 
1PE.3.6	Sara ngei in Abraham chu lalpa chia kou a a thu a man bangin: silhoih bawl a, heemlauna mawngmawng lau lou a na um laisiah uh Sara tate na hi uhi. 
1PE.3.7	Huchimahbangin, nanguh pasalte, na haamteina uh daal a, a umlouhna diingin, hinna hehpihna tangkhawm diing na hih jiahun, numei chu beel keehbaih zaw bang a ngai in, na jite u’chu paahtawi kawmin, heetna dungjuiin amahuh toh umkhawm un.
1PE.3.8	A tawppen in, khat leh khat kilainattuah in, lungsim mun khat pua unla, hehpih siam unla, lungnem un; 
1PE.3.9	Giitlouhna giitlouhna a thuh louin, taina zong taina a thuh lou in, hizongleh vangpiahna tang diing a kouh na hi uh chih he in vangpiah zaw un. 
1PE.3.10	Bang jiahin ahiai i chih leh, hinna deih leh, ni hoihte muh ut in gilou apat a lei veeng henla, a muuh zong heemthu soilou diingin veeng hen. 
1PE.3.11	Gilou tawpsan henla, silhoih bawl hen; kilemna hawl henla, delh jel hen. 
1PE.3.12	Ajiahchu Lalpa mit chu midihtatte tungah a tu a, huleh a bil zong a haamteina lam vah a kidoh hi; hizongleh Lalpa meel chu silgilou bawlte tungah a um veu hi.
1PE.3.13	Huleh silhoih bawltute na hih uleh koi ahiai nanguh poi hung khoih diing? 
1PE.3.14	Hizongleh dihtatna jiaha na thuaah uleh na hampha uhi; ahung vauna uh lau sih unla, lung zong lungkham sih un. 
1PE.3.15	Hizongleh na lungtang vah Lalpa Pathian chu hihsiangthou unla; huleh nanguha um kinepna jiah hung dong photmahte thunuaigolh tah leh laudansiam a dawng diingin bangchih laipouhin kipeih zing un. 
1PE.3.16	Khrist a na gamtatdan hoih uh dihloutah a hung demte, silgilou bawl banga ahung soisiatna va a zum theihna diingun sialepha heetna hoihtah nei un. 
1PE.3.17	Bang jiahin ahiai i chih leh Pathian lemsah ahih inchu, silgilou bawl jiaha thuaah sangin silhoih bawl jiaha thuaah a hoihzaw hi. 
1PE.3.18	Ajiahchu Pathian kawma ahung pui theihna diingin Khrist in zong sualnate jiahin khatvei a thuaahta a, midih in midihlou luang in, tahsa in suhlup in a um a, hizongleh Hagau a suhhing in a um hi. 
1PE.3.19	Hu Hagau in a va chiah a, suangkul a um hagaute kawmah thu a va soi hi; 
1PE.3.20	Hute’n nidanglai a Noah damlai a kuang bawl sung teng Pathian thuaahzohna in a ngaah laiin a thumang sih va, hu kuang ah mi tawmtakhat, huchu, mi giat tuia hutdam in a um uhi. 
1PE.3.21	Hu lim etsahna in baptisma in zong tuin (tahsa nitna koihmang hilou in, Pathian lama sialepha heetna hoih suhlungkimna hizaw in) Jesu Khrist thohkiitna in ahung hundam hi. 
1PE.3.22	Amah chu vaan ah a chiahta a, angelte leh thuneihnate leh silbawltheihnate a thunuai a koih in Pathian jiatlamah a umta hi.
1PE.4.1	Huchi'n eiuh diinga Khrist in tahsa a hung thuaahsahta ahihjiahin nanguh zong huchibang lungsim in kithuam un; ajiahchu koipouh tahsa a thuaahsa in chu sual a tawpsanta hi; 
1PE.4.2	Ahun umna laiteng tahsa a mihing utna lam banga hingta lou a, Pathian deihzawng a a hinzawh na diingin. 
1PE.4.3	Ajiahchu huuhnate, utnate, uain hainate zumun nopnate, ankuang luinate, huleh milem biahna kihdahhuaite a i umlai a, Jentelte deihzawng bawlna i tumalai hinkhuate uh a hunta hi; 
1PE.4.4	Hu ah chu amahuh nopbawl luatna banga na bawlve louh uh thumah a sa va, nanguh ahung soise veu uhi. 
1PE.4.5	Hute’n mihing leh misite vaihawm diing a kipeihsapa kawmah a tanchin uh a soi diing uhi: 
1PE.4.6	Bang jiahin ahiai i chih leh, tahsa a um mihingte banga vaihawmsaha a um va, hagau a Pathian banga a hin theihna diingun hikhu jiahin a kawmvah tanchinpha soi in a um ahi. 
1PE.4.7	Hizongleh sil zousiah tawpna diing chu a naita hi; hujiahin lungsim dihtah pua unla, haamtei kawmin pilvaang un. 
1PE.4.8	Huleh sil bangkim tungah phatuamngaitahin kilungsiattuah chiat un; ajiahchu kilungsiatna in sualna tampi a khuhkhum hi. 
1PE.4.9	Phunchiah louin khat leh khat kizintuntuah un. 
1PE.4.10	Mi chinin silpiah na muh bang jelun Pathian hehpihna chi tuamtuam kemtu hoihtahte bangin, hutein na kitohsahtuah chiat un. 
1PE.4.11	Mi koipouh in thu a soi leh Pathian kam a thupawt bangin soi heh; mi koipouh in thu na a toh leh Pathian in haatna a piah bang jelin tong heh, Jesu Khrist jala Pathian chu sil bangkima paahtawia a um theihna diingin, Amah kawmah kumtuang kumtuang in paahtawina leh lalna umta hen. Amen.
1PE.4.12	Deihtahte, nanguh ze-et diinga na tungva ze-etna hung tung chu sil limdang bang aha hung tung bangin ngaihtuah sih un; 
1PE.4.13	Hizongleh Khrist thuaahnate kikoppih na hih jiahun kipaah un; huchi'n a loupina ahung kilat chiangin nanguh zong naahpitaha nuamin na kipaah thei diing uh. 
1PE.4.14	Khrist min jiah a tai na hih uleh na hampha uhi; ajiahchu loupina Hagau leh, Pathian Hagau na tungvah a um hi; amahuh lam thu ah amah chu soisiat ahi a, hizongleh nanguh lam thu ah chu paahtawi in a um ahi. 
1PE.4.15	Hizongleh na lahvah koimah in tualthat bangin aha, guta bangin aha, silgilou bawl bangin aha, ahihlouhleh midangte silbawl soisahmi ahihjiah bangin aha thuaah sih heh. 
1PE.4.16	Ahihvangin koipouh in Khristian ahihjiaha a thuaah leh zum sih heh; hizongleh hi tungtaang jiahin Pathian paahtawi zaw heh. 
1PE.4.17	Ajiahchu Pathian innkuante lahah vaihawmna apat hun ahung tungta hi; huleh eiuh apat ahih inchu Pathian tanchinpha gingta loute tawpna chu bang ahita diai? 
1PE.4.18	Huleh midihtat bawn hutdam ahih haamhaam inchu Pathian ngaihsahloute leh mi sualte khoiah a kilangta diai? 
1PE.4.19	Huchihjiahin koipouh Pathian lemsah dungjui a thuaahte’n silhoih bawl in a hagau uh Siamtu ginumtah kawma bangin a kawmah kolsah u’hen.
1PE.5.1	Na lahva upa umte chu, kei na upa hihpih uleh, Khrist thuaahna heetpihtu leh, loupina hung kilang diing zong tanpihtu in ka hung hasot hi; 
1PE.5.2	Na lahva Pathian belaam pawl umte vaah un, hih louh theih louh ahihjiah hilou in, ut thu hizaw in, punna niin deih jiah hilou in, lungsim kipeihsa kawm hizaw in; 
1PE.5.3	Pathian goutante tunga kisulal lou a, hizongleh pawlte etton diing a um zaw in. 
1PE.5.4	Huchi'n Belaampu lianpen ahung kilat chiangin loupina lallukhuh mualtheilou na mu diing uhi. 
1PE.5.5	Huchimahbangin nanguh khanglaite, upate nuaiah kituluut un. Ahi, na bawnun khat leh khat kithumangtuah chiat unla, kingaihngiamna in kithuam un; ajiahchu Pathian in mi kiliansahte a doudaal a, mi kingaingiamte chu hehpihna a pia hi.
1PE.5.6	Hujiahin a huntaha nanguh ahung paahtawi theihna diingin Pathian khut haattah nuaiah kingaingiam un. 
1PE.5.7	Ama’n ahung ngaihsah zing jiahin na lungkhamna zousiah uh a tungah nga un. 
1PE.5.8	Pilvaang unla, kiveeng zingin um un; ajiahchu na khingpa uh diabol chu huumpibahnei hawh bangin a neeh theih diing hawl in a vaah lehleh hi; 
1PE.5.9	Na unaute uh khovela umte tungah huchibang thuaahnatnate a tungve chih he in, amah chu ginna a kiptah a um in dou un. 
1PE.5.10	Hizongleh Khrist Jesu mang a kumtuang loupina tang diing a eiuh hung koupa, hehpihna Pathian in, tomkhat sung na thuaah nungun nanguh ahung hoihbukimsah in, ahung sukip in, ahung suhaat in, ahung umdetsah diing hi. 
1PE.5.11	Amah kawmah kumtuang kumtuang in paahtawina leh lalna umta hen. Amen. 
