MAT.1.1	Anuu nanülia na koo'uliwo'ukana Jesucristo chi nuu'uliwo'ukai David chi nuu'uliwo'ukai Abraham:
2PE.3.15	Müshi taya tachikua: Nnojoyü'iya eitaain Cristo, shia süka na'atapajüin chi Maleiwakai süpüla su'tte'ennüinjatüin wayuu wainma. Otta chi wawalakai Pablo, chi aishikai wapüla, saa'u kekiin ma'i nütüma Maleiwa, ashajüshi nia'aya nüchiki Maleiwa sünain na'atapajüin. 
2PE.3.16	Shia tü nüshajakat achiki sulu'u tü nükaralouktasekat süpüshua. Eesü pütchi eekai kapüleein sulu'u. Je na wayuukana eekai matüjain, eekai nnojolüin lotüin anüiki, mojusü süküjia natüma tü nüshajakat Pablo. Je mojusü süküjia natüma süpüshua tü ashajuushikat sulu'u tü nüchikimaajatkat chi Maleiwakai. Shiimüin sünain naja'ttinneenain maalü süsalajee tia nütüma Maleiwa.
2PE.3.17	Tawalayuwaa, jia aishiikana tapüla, saa'u jüchiajaanüin tatüma noulia na ayouktakana nünüiki Maleiwa, na ekirajüliikana sünain alawaa, jalia jia suulia kapülajüin jaa'in nanüiki. Müleka jüshatüle nakuaippa, amalajaajeerü tü jünoulakat. 
2PE.3.18	Shia anaka alu'u müleka kachiiruale jaa'in sünain koo'omüinjatüin sütsüin tü jünoulakat sütüma na'anasia Maleiwa aapünakat jümüin. Anakaja müleka juushikajaale süchiirua koo'omüinjatüin jümüin tü aleewaakat nümaa chi Wasenyotsekai Jesucristo, chi O'tte'erüikai. Kasataalejese kojutüinjachin nia sütüma wayuu wainma maa'ulu yaa je süpüla ka'ikat süpüshua. Amén.
1JN.1.1+1JN.1.2	Washajüin joolu'u jümüin nüchiki Jesucristo, chi kanüliakai “Pütchi” münüin. Niale'e aapaka kataa o'u sümüin wayuu. Eetüjü'iya nia paala sümaiwa nnojolüiwa'aya kasain eein soo'opünaa tü mmakat. Eweetüshi nia sa'akamüin wayuu süpüla nii'iratüinjatüin waa'in süpüla eeinjanain waya waneepia nümaa Maleiwa. Nia chi we'rakai süchikijee niweetüin, je watüjaain saa'u tü nukuaippakat saa'ujee nümaapü'üin waya je süka waapajapü'üin nünüiki. Nia eetüjüika'aya nümaa chi Maleiwakai sümaiwa je eweetüichipa nia wa'akamüin. Waküjakalaka joolu'u tü nüchikikat sümüin wayuu, makalaka washajüin joolu'u jümüin. 
1JN.1.3	Chi we'rapü'ükai, chi waapajapü'ükai anüiki, nia waküjainjachika achiki joolu'u jümüin süpüla wanaawajiraainjatüin jaa'in wamaa. Je wanaawajiraain waa'in wapüshua nümaa chi Maleiwakai oo'ulaka nümaa Jesucristo chi Nüchonkai. 
1JN.1.4	Washajakalaka jümüin tüü süpüla talatashaatainjatüin ma'i jaa'in wanaa wamaa.
1JN.1.5	Anataasü waküjüle joolu'u jümüin tü nikirajakat anain waya chi kanüliakai “Pütchi” münüin, müsü yaa: “Nukuaippa chi Maleiwakai, müsia aka saa'in suwarala ka'i saa'u shiimüin nünüiki. Je sükajee maainjalain nia, nnojotsü piyuushi cha'aya eere nia. Warattuuisü waneepia”. 
1JN.1.6	Alu'ujasa wayakana, müleka ayatüle sünain kaainjalaa, makateena waya sa'aka tü piyuushikat. Nnojoleetkalaka wountüin waa'inrüin tü shiimüinkat nikirajakat anain waya. Je wanaa sümaa sa'akain waya tü piyuushikat, müleka wamüle: “Wanaawajiraasü waa'in nümaa Maleiwa”, alawaa ne'e tü wamakat. 
1JN.1.7	Alu'ujasa müleka woo'ulaale suulia waainjala, ayateena waya nümaa Maleiwa sa'aka tü nuwaralakat. O'lojüneerü süpüshua tü waainjalakat woulia sükajee amülain nüsha Jesucristo chi Nüchonkai waa'u. Je wanaawajiraa müsia waa'in wayakana wapüshua.
1JN.1.8	Müleka “Maainjalasalii waya”, wamüle, aküjüshii waya wa'alain, ja'itairü shiimüinyaain tü wamakat saa'in wamüin. 
1JN.1.9	Alu'ujasa müleka waküjale süchiki tü waainjalakat nümüin Maleiwa, pansaasü nünüiki wamüin sünain nülatirüinjatüin shia woulia, je nu'lojeerü woulia tü yarüttüsü eekat sulu'u waa'in. Naa'inrapaja Maleiwa waneepia tü anasükat sümüin wayuu maa aka soonoole sümaa nünüiki. 
1JN.1.10	Otta müleka wamüle: “¿Kasapa waainjalain?”, shia ne'e süka nnojolüin jamajatüin wamüin tü nikirajakat anain waya chi Maleiwakai. Wayouktüin ne'e tü nünüikikat, mayaasü aka saa'in alawaa ne'e wamüin.
1JN.2.1	Tachonniwaa, jia anoujashiikana nünain Cristo wanaa tamaa, anuu tashajüin joolu'u tüü jümüin süpüla nnojoliinjanain ayatüin jia sünain kaainjalaa. Akaasa müleka kaainjarale wane juwala ja'aka, achunteechi Jesucristo noo'opünaa nümüin chi Nüshikai, chi Maleiwakai. Saa'ujee maainjalain Jesús nu'upala chi Nüshikai, 
1JN.2.2	nuuntüin nuwalaajüin waainjala sünain nüla'ajaainjatüin shia woulia saa'ujee ouktüichipain nia saa'u. Nnojoitpaja ouktüin ne'e saa'u waainjala wamüiwa, aashin ouktüin saa'u saainjala wayuu süpüshuale'eya.
1JN.2.3	¿Jamüsü watüjaaka'a saa'u we'raajüin Maleiwa sümaa anajiraain waya nümaa? Shia süka jaa'a wamüin sümüin tü nuluwataakat anain waya. 
1JN.2.4	Otta chi wayuu eekai “Te'raajüin Maleiwa” makai sümaa niyouktajüin tü nuluwataakat anain nia, alawaa ne'e tü nünüikikat. 
1JN.2.5	Müleka laülaale naa'in chi wayuukai sünain mülo'uin naalii chi Maleiwakai nüpüla, jülüjüseje naa'in aa'inraa tü nümakat nümüin. ¿Jamüsü watüjaaka'a saa'u wanaawajiraain waa'in nümaa Maleiwa? 
1JN.2.6	Maa aka wamüle: “Kee'ireesü waa'in wanaawajiraain waa'in nümaa”, wamüle, anakaja washatüle nukuaippa Jesucristo waraittaiwa'aya nia yaa mmolu'u sa'akapünaa wayuu.
1JN.2.7	Tawalayuwaa, jia aishiikana tapüla, tü tashajakat achiki jümüin, shia tü nuluwataakat anain jia Maleiwa. ¿Naatajatü saa'in jümüin tü pütchi tashajakat? Nnojo. Pütchi shiimüin, kakaliairü. Shia tü aluwataanakat anain wayuu paala sümaiwa. Shia joolu'u tü ekirajünakat anain waya wapüshua maa'ulu yaa. 
1JN.2.8	Ayatsia joo tia pütchikat sünain jeketüin jümüin jiakana anoujakana nünüiki Cristo sünain nümüin jümüin: “Shiimüinya tü pütchikat, müsü aka anakia süpüla ja'yainjatüin jümüin tü jüpünakat”. Jümataakalaka ni'ipajee: “Aa, shiimüinya tia pütchikat”. Je saa'ujee nnojolüin ayatüin jia sünain kaainjalaa, nnojoliinapa jia eein sa'aka tü piyuushikat.
1JN.2.9	Otta chi wayuu makai yaa: “Ayatüshi taya sa'aka tü nuwaralakat Maleiwa”, sümaa maalin tü nuwalayuukalüirua nüpüla, ayatayü'iya ne'e nia sa'aka tü piyuushikat sümaa naainjala. 
1JN.2.10	Alu'ujasa chi wayuu eekai alin na nuwalayuukana nüpüla, waraittüshi sa'akapünaa tü nuwaralakat Maleiwa. Saa'ujee ja'yaitpain nütüma Cristo tü nüpünakat, nnojoleechi aainjinnüin nia kasa mojusü. 
1JN.2.11	Otta chi wayuu eekai maalin na nuwalayuukana nüpüla, ayatayü'iya ne'e waraittüin sa'akapünaa tü piyuushikat sümaa maa'awaa, süka mayaawatüin saa'u tü shiimüinkat sütüma tü piyuushikat.
1JN.2.12	Tashajüin jümüin jiakana tachonnii aishiikana tapüla,
1JN.2.12	süka motüitpan naa'in Maleiwa jaainjala sünainjee ouktüin Jesús jaa'ujee.
1JN.2.13	Tashajüin jümüin jiakana laülaayuukana,
1JN.2.13	süka ji'raajüin chi Maleiwa eetüjüikai paala sümaiwa.
1JN.2.13	Je tashajüin jümüin jiakana jima'aliikana oo'ulaka jümüin jiakana majayünnüükana,
1JN.2.13	süka jüyamülüin chi Kama'üraikai.
1JN.2.13	Tachonniwaa aishiikana tapüla, jia tashajaka amüin,
1JN.2.13	süka ji'raajüin chi Washikai Maleiwa.
1JN.2.14	Jia laülaayuukana, jia tashajaka amüin,
1JN.2.14	süka ji'raajüin chi Maleiwa eetüjüikai paala sümaiwa.
1JN.2.14	Jima'aliyuwaa je majayünnüwaa, jia tashajaka amüin,
1JN.2.14	süka katsüin jaa'in sünain anoujaa saa'u tütüin jaa'in waneepia sünain nünüiki Maleiwa süpüla jüyamülüinjachin chi Kama'üraikai.
1JN.2.15	Nnojo keejiain jümüin tü kasa mojusü naa'inrakat na manoujainsaliikana. Jiyouktajaa sümaa tü kasa mojusü kee'ireekat naa'in. Chi wayuu eekai nüshateein nakuaippa na manoujainsaliikana, maalinsai Maleiwa nüpüla je nnojoleerü naa'inreein tü nüchekakat nüpüleerua. 
1JN.2.16	Tü nakuaippakat na manoujainsaliikana, nnojotsü ni'ikalain chi Maleiwakai namüin. Tü kasa mojusü naa'inrakat, keejiasü namüin süka kaainjaraliin naya. Kee'ireesü naa'in kaainjalaa. Nachuntüin naa'in tü neirakaakat amüin je a'waatawaa sulu'u nawashirüin oo'ulaka sulu'u tü naa'inrakat. 
1JN.2.17	Je tü nakuaippakat na manoujainsaliikana sümaa tü kasa mojusü kee'ireekat naa'in, yüü'ülaa meerü so'uweena wane ka'i. Alu'ujasa chi wayuu aa'inrakai tü nuluwataakat anain Maleiwa, ayateechi nümaa süpüla ka'ikat süpüshua.
1JN.2.18	Tachonniwaa, alü'ütsü joo tü ka'i saja'lajaainjatkat o'u tü kasakalüirua süpüshua. Aashin aapinnüin jia paala sünain niweetajachin chi Ni'ipolokai Cristo sülü'ütpa ka'ikat tia. Je joolu'u, süka joulüinapain na nü'ünüükana Cristo, watüjaa aa'ulu sünain shiimüin sülü'ülüin tia ka'ikat. 
1JN.2.19	Ayu'laashii wa'akajee na ni'ipolokana Cristo, süka nnojoliin nekirajüin sünain tü shiimüinkat maa aka tü wekirajakat anain wayakana. Müleka wanaawaleje tü kasa nekirajakat anain sümaa tü wekirajakat anain, yaashiije naya wamaa. Otta süka no'unüin wa'akajee, atüjaana aa'uchii naya sünain waneein sümüin tü kasa nekirajakat anain.
1JN.2.20	Alu'ujasa jümüin jiakana, aapünüshi chi Naa'inkai Maleiwa nütüma Cristo chi Maainjalasaikai. Je saa'ujee eeichipain chi Naa'inkai Maleiwa jümaa, jütüjaa aa'ut jüpüshuale'eya tü shiimüinkat. 
1JN.2.21	Tashajüin joolu'u jümüin süka jütüjaain saa'u tü shiimüinkat, nnojotsü sükajeejatüin matüjaain jia. Nnojoliishii jia müin aka naa'in na ekirajüliikana sünain alawaa, sünain nnojolüin jamajatüin namüin tü shiimüinkat. 
1JN.2.22	¿Jarai chi wayuu alaaka? Nia chi ayouktakai Jesús sünain niain Cristoin Nüneekajalakai Maleiwa. Je süka niyouktüichipain chi Nüchonkai Maleiwa, niyouktüin chi Maleiwakai wanaa nümaa, chi Nüshikai Jesús. Watüjaakalaka naa'u sünain ekirajülin alawaa süka niain wane chi ni'ipolokai Cristo. 
1JN.2.23	Chi ayouktakai Jesús chi Nüchonkai Maleiwa sünain niain Cristoin, nnojoishi nuuntüin wanaawajiraain naa'in nümaa chi Maleiwakai Nüshikai Jesús. Alu'usa chi wayuu eekai nünoujain sünain niain Jesús chi Nüneekajalakai Maleiwa, je müsia nüküjain nüchiki sümüin wayuu, wanaawajiraasü naa'in nümaa Maleiwa.
1JN.2.24	Anashii müleka ayatüle jia jülüjüin jaa'in tü shiimüin ekirajünakat anain jia paala, süpüla wanaawajiraain jaa'in waneepia nümaa chi Nüchonkai Maleiwa je nümaa chi Washikai Maleiwa. 
1JN.2.25	Jalia motojoyoo jaa'in sünain pansaain nünüiki Maleiwa jümüin süpüla nii'iratüinjatüin jaa'in süpüla eeinjanain jia nümaa weinshi.
1JN.2.26	Tü karaloukta tashajakat joolu'u jümüin, süpülajatü aapiria jia süpüla eein jaa'in noulia na ekirajüliikana sünain alawaa, süka jamüin, kee'ireein ma'i naa'in jüüjüüinjanain jia sümüin nanüiki. 
1JN.2.27	Otta süka naapünüin chi Naa'inkai Maleiwa jümüin nütüma Cristo chi Nüchonkai Maleiwa, ee jümata jaa'in sünain ayatüinjanain jia sünain wanaawajiraain jaa'in nümaa. Chi Naa'inkai Maleiwa, müichia nnojolin o'unüin juulia. Waneepiashi nia sulu'u jaa'in süpüla nikirajüinjanain jia sünain tü pütchi shiimüinkat, tü nüchikimaajatkat Maleiwa. Nnojoleechi aküjain alawaa jümüin. Je süka jümaain nia waneepia, nnojotsü che'ojaain jikirajünüinjanain sütüma wayuu naatajatü.
1JN.2.28	Tachonniwaa, jia aishiikana tapüla, anashii ayatüle jia sünain wanaawajiraain jaa'in nümaa Cristo, süpüla talatüinjatüin waa'in wapüshua niitaapa nüchikua, suulia japülijain waya nu'upala nüntapeena. 
1JN.2.29	Soto jaa'in Cristo sünain naa'inrüin tü anasükat waneepia. Je jütüjaa aa'ulu sünain shiimüin niain nüchoin Maleiwa chi wayuu aa'inrakai tü kasa anasü nikirajakat anain Cristo.
1JN.3.1	Mülo'ushaata ma'i tü waaliikat nüpüla chi Maleiwakai. “Tachonnii jia”, nümakalaka wamüin. Shiimüinpaja nüchooin waya. Oo'ulaka na manoujainsaliikana, süka mochoojüin no'u chi Maleiwakai, nnojotsü nayaawatüin aa'u sünain nüchooin waya. 
1JN.3.2	Tawalayuwaa, mayaainje nüchooin waya Maleiwa maa'ulu yaa, nnojoliyülia ee'iyatünüin wamüin jamüinjatüin wakuaippa so'uweena wane ka'i. Shia'la watüjaaka aa'u sünain meenain aka waya naa'in Cristo sünain anain so'uweena tü ka'i niweeteetkat o'u nüchikua, sünain we'reerüin nu'upünaa. 
1JN.3.3	Je maa'ulu yaa, saa'u meenain aka waya naa'in Cristo so'uweena ka'ikat tia, anakaja joolu'u müleka woo'ulaale suulia tü yarüttakat atüma waa'in, maa aka Cristo wulein naa'in nu'upala Maleiwa.
1JN.3.4	Tü kaainjalaakat, shia tü ayouktaakat tü nuluwataakat anain chi Maleiwakai. Chi wayuu kaainjaraikai, moonoolosai sümaa tü nümakat Maleiwa nümüin. 
1JN.3.5	Jütüjaa aa'uchi Jesucristo sünain maainjalain nia, je sünain nüntüin wa'akamüin süpüla nüla'ajaainjatüin waainjala woulia. 
1JN.3.6	Chi wayuu eekai wanaawajiraain naa'in nümaa Cristo, nnojoishi ayatüin sünain kaainjalaa, nuu'ulaain suulia. Alu'ujasa chi wayuu ayatakai sünain kaainjalaa, shiimüin sünain nnojolin ni'raajüin Cristo. Mochoojüshi no'u.
1JN.3.7	Tachonniwaa, jia aishiikana tapüla, jalia jia suulia anoujaa alawaa. Chi wayuu eekai naa'inrüin tü kasa anasü nikirajakat anain Cristo, wayuu anashi no'ulu'u Maleiwa, maa aka naa'in Cristo no'ulu'u. 
1JN.3.8	Alu'ujasa chi wayuu eekai ayatüin sünain kaainjalaa sümaa naa'inrüin kasa mojusü, nüpüshi Satanás, chi sülaülashikai yolujaa. Aletüjülia chi Yolujaakai sünain kaainjaralin paala nümaiwa, ayatshia sünain kaainjaralin maa'ulu yaa. Eweetüshijese chi Nüchonkai Maleiwa süpüla naja'laje'erüinjatüin tü kasa mojusü naa'inrakat chi Yolujaakai. 
1JN.3.9	Chi wayuu eekai nüchoin Maleiwa, nnojoishi ayatüin sünain kaainjalaa, süka shii'iranajaaitpain naa'in nütüma chi Naa'inkai Maleiwa. Oo'ulaashi nia suulia naainjala, süka nüchoinchipain Maleiwa. 
1JN.3.10	Tü nakuaippakat na nüchooinkana Maleiwa, wane'e sümüin suulia nakuaippa na nüpüshikana chi Yolujaakai. Chi wayuu nnojoikai aa'inrüin tü kasa anasü nikirajakat anain Cristo, sümaa maalin nüpüla na anoujashiikana, nnojoishi nüchoin Maleiwa nia.
1JN.3.11	Otta jiakana, ¿kasa aluwataanaka anain jia nütüma Maleiwa paala jikeroloiwa'aya sünain anoujaa nünain? ¿Kasasa joolu'u ekirajünaka anain jia nütüma? Aluwataanüshii waya wapüshua waneepia sünain aijiraainjanain wapüla. 
1JN.3.12	Soto jaa'in paala sümaiwa nüchiki chi wayuu kanüliakai Caín, chi nüpüshikai chi Kama'üraikai. Soto jaa'in chi nimüliakai kanüliakai Abel, chi aa'inrakai waneepia tü anasükat nu'upala Maleiwa. Otta Caín, e'rüi wayumüin ma'i. O'utüna aa'inchi Abel nütüma süka süchunjain naa'in naa'u. Jalia jia majayaa aka jia naa'in Caín.
1JN.3.13	Tawalayuwaa, jainkuujayaaka aa'in müleka jü'ürülaanüle anain natüma na manoujainsaliikana, maa aka kanain naa'in Caín chi nimüliakai. 
1JN.3.14	Nnojoliiwa'aya wanoujain, müshii aka waya saa'in wayuu ouktüsü süka nnojolin kasajachin wamüin Maleiwa. Otta müsia joolu'u, süka alin wapüla na wawalayuukana, müinapa aka waya saa'in wayuu kato'ulu sünain wanaawajiraaitpain waa'in nümaa Maleiwa. Alu'ujasa chi wayuu eekai maalin nüpüla na nuwalayuukana, müshi aka saa'in wayuu ouktüsü. 
1JN.3.15	Chi eekai kanain naa'in nuwalayuu, uwomuyuushi, maa aka naa'in Caín. Je mee'iranajaainyülia naa'in süpüla eeinjachin nia nümaa Maleiwa waneepia.
1JN.3.16	Cristo, sünain naapajiraain nikii süpüla ouktaa saa'u saainjala wayuu, nii'iyatüin wamüin jamüinjatüin wakuaippa süpüla aijiraainjanain waya wapüshua. Je joolu'u, müleka shiimüinre alin wapüla wane wawala, anakaja müleka waapiraale wekii noo'opünaa. 
1JN.3.17	Müleka kokoroloin jia sümaa nnojolin jümüliajüin wane chi juwalakai che'ojaakai amüin kasa, ¿aapiraashii cheje jikii noo'opünaa? Nnojo. ¿Aishi cheje jüpüla chi juwalakai maa aka alin wayuu süpüshua nüpüla Maleiwa? Nnojo. Maalinsai nia jüpüla. 
1JN.3.18	Tachonniwaa, jia aishiikana tapüla, anakaja nnojorule “Aishi pia tapüla” wamüin ne'e süka wanüiki. Shia anaka alu'u waa'inrüle tü kasa anasükat namüin na wawalayuukana süpüla natüjaainjatüin saa'u sünain shiimüin naalii wapüla. 
1JN.3.19+1JN.3.20	Müleka shiimüinre sünain aijiraain waya wapüla, watüjaajeerü aa'u sünain nüchooin waya Maleiwa. Ja'itairü nütüjaain saa'u waainjala sümaa nüchiajaain waya suulia, nümüliajüin waya weinshi. Müleka mojule tü waa'inkat saaliijee waainjala, naapüin Maleiwa anaa aa'in wamüin süka wee'iyatüin naalii na wawalayuukana wapüla.
1JN.3.21	Tawalayuwaa, müleka sotüle waa'in sünain nümüliajüin waya Maleiwa, ja'itaina kaainjaraliin waya, nnojoleena waya mmolüin seema arütkawaa nümülatu'umüin süpüla achuntaa nümüin. 
1JN.3.22	Naapeerü chi Maleiwakai wamüin tü wachuntakat, saa'ujee waa'inrüin tü nuluwataakat anain otta tü talatakat atüma naa'in. 
1JN.3.23	¿Kasa nuluwataaka anain wayuu süpüshua? Nuluwataain waya sünain wanoujainjanain nünain Jesucristo, chi Nüchonkai, je sünain aijiraainjanain wapüla wawalayuu, maa aka tü nikirajakat anain Jesús. 
1JN.3.24	Eeshi Maleiwa namaa na wayuu aa'inrakana tü nuluwataakat anain, je wanaawajiraasü naa'in nümaa. Je chi Naa'inkai Maleiwa, chi aapünakai nütüma wamüin, nükaaliijain waya süpüla watüjaainjatüin naa'u Maleiwa sünain eein nia wamaa.
1JN.4.1	Tawalayuwaa, jalia motojoyoo jaa'in na nünüikimaajanayaakana Maleiwa. Jalia jia suulia jünoujajüin süpüshua tü nikirajeekat anain wane wayuu eekai nüntüin ja'akamüin. Shia anaka alu'u müleka jülüjüle jaa'in palajana tü pütchikat süpüla jütüjaainjatüin saa'u müleka shiimüinre sünain nünüikin Maleiwa tü nikirajakat anain. Süka jamüin, wainma na nünüikimaajanayaakana Maleiwa sainküin mmakat maa'ulu yaa. 
1JN.4.2	¿Jamüsü süpüla watüjaainjatüin saa'u sünain eein chi Naa'inkai Maleiwa nümaa wane ekirajüi? Shia müleka nikirajüle sünain wayuuin Jesucristo sünain antaa sa'akamüin wayuu, wayaawatakalaka naa'u sünain eein chi Naa'inkai Maleiwa nümaa. 
1JN.4.3	Akaajasa müleka nunujulajüle nüchiki Jesús sünain wayuuin nia, watüjaa aa'ulu sünain nnojolin chi Naa'inkai Maleiwa nümaa. Tü pütchi alawaa nikirajakat anain, e'itaaushi nikiiru'u nütüma chi Ni'ipolokai Cristo. Otta jiakana, jaapapü'ü achikichi nia sünain nüntajachin sa'akamüin wayuu. Je joolu'u maa'ulu yaa, eeichipa wa'akamüin.
1JN.4.4	Tachonniwaa, jia aishiikana tapüla, süka nüpüshinapain jia Maleiwa, juuntüin jükatalaain suulia tü alawaa nekirajakat anain na nünüikimaajanayaakana Maleiwa. Süka jamüin, chi Naa'inkai Maleiwa jümaakai waneepia, alana'aleesia ma'i nüpülain nuulia Yolujaakai sümaakai tü wayuu manoujainsatkalüirua. 
1JN.4.5	Kamalainsü nanüiki na nünüikimaajanayaakana Maleiwa sümüin tü manoujainsatkalüirua, süka napüshin naya je süka naashajaain süchiki tü kasa keejiakat namüin. 
1JN.4.6	Saa'ujee nüpüshin waya Maleiwa, maa aka eere wane wayuu kamalainkat amüin wanüiki, nia eekai shiimüin sünain ni'raajüin Maleiwa. Je chi ayouktakai tü wekirajakat anain, nnojoishi nüpüshin Maleiwa. Shiakalaka watüjaain aka saa'u jaralüin ekirajüin sünain tü shiimüinkat je sünain tü alawaakat.
1JN.4.7	Tawalayuwaa, süka alin waya nüpüla chi Maleiwakai, anashii müleka aijiraale waya wapüla. Wane wayuu, müleka aire tü wayuukolüirua nüpüla, atüjaaneechi aa'u sünain ni'nnaajünüin Maleiwa nütüma je nüchoinchipain nia. 
1JN.4.8	Müleka maalinre nüpüla wayuu, nnojoishija ni'raajüin chi Maleiwakai, süka nii'iyatüin wamüin waya nüchooinkana jamüinjatüin wakuaippa süpüla alinjatüin wayuu süpüshua wapüla, maa aka alin waya nüpüla. 
1JN.4.9	¿Jamüsü watüjaaka'a saa'u alin waya nüpüla Maleiwa? Shia süka nuluwataain chi waneeshikai Nüchon yaa mmolu'umüin süpüla nii'iratüinjatüin waa'in süpüla eeinjanain waya nümaa chaa iipünaa. 
1JN.4.10	¿Washatüin tü aijirawaakat saa'ujee alin ma'i chi Maleiwakai wapüla? Nnojo. Washatüin saa'ujee alin ma'i ne'e waya nüpüla chi Maleiwakai. Nuluwataainjese chi Nüchonkai süpüla ouktüinjachin saa'u waainjala süpüla nüla'ajaainjatüin woulia. 
1JN.4.11	Tawalayuwaa, anuu tanüiki jümüin süchikua: Saa'u alin ma'i waya nüpüla chi Maleiwakai, anakaja aijiraale waya wapüshua. 
1JN.4.12	Wainma wayuu eekai nnojolüin sütüjaain saa'u saalii nüpüla Maleiwa sükajee nnojolin shi'rüin nia. Müleka aire na wayuukana wapüla, nayaawateerü aa'u sünain eein chi Maleiwakai wamaa je alin naya nüpülaya. Je sükajee tia, kettaasü tü nüchekakat chi Maleiwakai wapüleerua.
1JN.4.13	Watüjaa aa'ulu sünain wanaawajiraain waa'in nümaa chi Maleiwakai je sünain eein nia wamaa, süka naapüin chi Naa'inkai wamüin. 
1JN.4.14	Je saa'u te'rüin chi Nüchonkai Maleiwa, taküjakalaka nüchiki sümüin wayuu sünain ajütüüshinkain nia nütüma chi Nüshikai süpüla nu'tte'erüinjatüin wayuu yaa sulu'u mmakat süpüshua. 
1JN.4.15	Sünainjee waküjain nüchiki Jesús sümüin wayuu sünain niain chi Nüchonkai Maleiwa, watüjaa aa'ulu sünain wanaawajiraain waa'in nümaa Maleiwa je sünain eein nia wamaa. 
1JN.4.16	Shiimüin ma'i sünain alin waya nüpüla Maleiwa.
1JN.4.16	Nikirajüin waya chi Maleiwakai sünain jamüinjatüin saaliipala wayuu wapüla maa aka waalii nüpüla niakai. Chi aikai apüla wayuu, wanaawajiraasü naa'in nümaa Maleiwa süka eein nia nümaa. 
1JN.4.17	Maa aka nii'iyatüin Cristo sümüin wayuu sünain alin nayakana nüpüla chi Maleiwakai, akaajaa wayakana, anakaja washatüle no'upala tü nukuaippakat Cristo. Müleka waa'inrüle tia, kettaasüja tü nüchekakat Maleiwa wapüleerua sünain alin wayuu süpüshua wapüla. Je nnojoleena waya mmolüin neema so'u tü ka'i wasouktinneenakat o'u ni'ipajee saa'u tü kasa waa'inrapü'ükat kataiwa'aya wo'u. 
1JN.4.18	Nnojoliishii waya mmolüin neema, süka watüjaain saa'u sünain shiimüin nüchooin waya je alin waya nüpüla. Chi wawala eekai mmolüin neema, nnojotsü niyaawatüin aa'u naalii nüpüla Maleiwa je nnojotsü niyaawatüin aa'u sünain masalajanaitpain naainjala.
1JN.4.19	Wayakana, aijiraashii wapüla wapüshua je aishi wapüla chi Maleiwakai süka alin waya nüpüla palajana. 
1JN.4.20	“Aishi tapüla chi Maleiwakai”, nümüle wane wayuu sünain kanaain naa'in nuwalayuu, aküjashi ne'e na'alain. Nnojoliireje alin nüpüla na nuwalayuukana nümaakana, nialeekaja aijeematüin Maleiwa nüpüla, nnojoishija ni'rüin. 
1JN.4.21	Soto jaa'in tü nuluwataakat anain waya chi Maleiwakai: Na wayuu aikana apüla Maleiwa, ai napüla na nawalayuukana wanaa nümaa.
1JN.5.1	Waya na nüchooinkana Maleiwa, waya anoujakana nünain Jesús sünain nia'inya Cristo chi Nüneekajalakai Maleiwa. Müleka “Aishi wapüla chi Maleiwakai” wamüle, anakaja aire wapüla na wawalayuukana saa'u nüchooin naya Maleiwa wanaa wamaa. 
1JN.5.2	¿Jamüsü watüjaaka'a saa'u naalii na nüchooinkana Maleiwa wapüla? Shia süka alin wapüla Maleiwa, je süka waa'inrüin waneepia tü nuluwataakat anain waya. 
1JN.5.3	Müleka waa'inrüle tü nuluwataakat anain waya chi Maleiwakai, shiimüin alin nia wapüla. Je tü nuluwataakat anain waya, nnojotsü isain wachiki. Wounteerü waa'inrüin süka nüchooin waya. 
1JN.5.4	Süka nüchooin waya chi Maleiwakai, nnojoleena kaainjalain waya mayaasüje napüleeruain waa'in na manoujainsaliikana. ¿Kasa wayamülaka aka tü mojusükat? Wayamülüin sükajee tü wanoulakat. 
1JN.5.5	¿Jarai ayamülaka tü mojusükat saa'u mmakat? Niaja ne'e chi anoujakai nünain Jesús sünain niain Nüchoin Maleiwa.
1JN.5.6	Wanaa sümaa nuwoutisaajünüin Jesús süka wüin, niatüjülia chi Cristokai anülia Nüneekajalakai Maleiwa. Je wanaa sümaa naapajiraain nikii süpüla ouktaa sümaa amülain nüsha, ayatshia niain chi Nüneekajalakai. Watüjaa aa'uchi niain Nüchoin Maleiwa süka nüküjünüin achiki nütüma chi Naa'inkai Maleiwa aküjakai shiimüin weinshi. 
1JN.5.7+1JN.5.8	Watüjaa aa'ulu sünain shiimüin tü nümakat chi Naa'inkai Maleiwa wamüin, süka we'rüin Jesús yaa mmalu'u sünain nuwoutisaajünüin je sünain nu'utinnüin aa'in. Tü nüküjakat chi Naa'inkai Maleiwa wamüin, wanaawasü sümaa tü nümakat chi Washikai Maleiwa chakai iipünaa oo'ulaka tü nümapü'ükat Jesucristo, chi kanüliakai “Pütchi” münüin. 
1JN.5.9	Maa aka wanoujain tü süküjakat wamüin wane wayuu, alana'aleesia sünain anain süpüla anoujünaa tü nüküjakat chi Naa'inkai Maleiwa wamüin süka shiain nünüiki Maleiwa. Je nüküjain chi Maleiwakai nüchiki Jesús wamüin sünain shiimüin niain Nüchoin. 
